Orthogroup	Euclidium_syriacum	Camelina_sativa
OG0004103	ESY4_g24476_DN3_SP2_c0.t1	XP_010447783.1, XP_010438234.1, XP_010433043.1, XP_019082643.1
OG0004104	ESY10_g15887_DN3_SP0_c0.t1, ESY3_g32600_DN3_SP0_c0.t1	XP_010440722.1, XP_010442420.1, XP_010482228.1, XP_010474001.1
OG0004105	ESY10_g15836_DN3_SP0_c0.t1	XP_010455205.1, XP_010494120.1, XP_019084286.1, XP_010455207.1
OG0004106	ESY20_g12927_DN3_SP0_c0.t1	XP_019084143.1, XP_010456304.1, XP_010426821.1
OG0004106	ESY5_g5500_DN3_SP0_c0.t1	XP_019095312.1, XP_019091327.1, XP_019098117.1
OG0004107	ESY5_g5478_DN3_SP1_c0.t1	XP_010480342.1, XP_010474733.1, XP_010457134.1
OG0004108	ESY5_g5074_DN3_SP0_c0.t1, ESY8_g58136_DN3_SP0_c0.t1	XP_010457439.1, XP_010475049.1, XP_010483050.1
OG0004109	ESY5_g4690_DN3_SP0_c0.t1	XP_019090825.1, XP_010485999.1, XP_019095190.1
OG0004111	ESY2_g34240_DN3_SP1_c3.t1, ESY13_g56982_DN2_SP0_c0.t1	XP_010511231.1, XP_010480210.1, XP_019091578.1, XP_019094884.1
OG0004112	ESY7_g16439_DN3_SP1_c0.t1	XP_010422375.1, XP_019090720.1
OG0004113	ESY5_g3592_DN3_SP8_c0.t1	XP_010480427.1, XP_010475997.1, XP_010458486.1, XP_019098935.1
OG0004113	ESY5_g3593_DN3_SP0_c0.t1	XP_010495900.1
OG0004114	ESY2_g33579_DN3_SP0_c0.t1	XP_010476219.1, XP_010458674.1, XP_010494192.1
OG0004115	ESY5_g2845_DN3_SP0_c0.t1	XP_010496491.1, XP_010476545.2, XP_010458990.1
OG0004116	ESY5_g4264_DN3_SP0_c0.t1	XP_010498164.1, XP_010459406.1, XP_010476950.1
OG0004117	ESY5_g4245_DN3_SP8_c0.t1	XP_010476969.1, XP_010498184.1
OG0004119	ESY15_g65087_DN3_SP1_c0.t1	XP_010482264.1, XP_010442442.1, XP_010441037.1, XP_010482265.1, XP_010441063.1, XP_010442443.1
OG0004120	ESY2_g35674_DN2_SP0_c0.t1, ESY2_g35675_DN3_SP0_c0.t1	XP_010427981.1, XP_010471159.1, XP_010415855.1, XP_010415854.1, XP_019098576.1
OG0004121	ESY2_g35534_DN3_SP0_c0.t1	XP_019083277.1, XP_019093597.1, XP_019101074.1
OG0004122	ESY2_g33561_DN3_SP8_c0.t1	XP_010476247.1, XP_010458704.1, XP_010473541.1, XP_010418322.1, XP_010430394.1
OG0004123	ESY8_g59628_DN3_SP0_c0.t1	XP_010424858.1, XP_010502084.1, XP_019102120.1, XP_010514456.1, XP_010425537.1, XP_010514473.1
OG0004124	ESY2_g35168_DN3_SP0_c0.t1	XP_019096145.1
OG0004124	ESY2_g33309_DN3_SP0_c13.t1	XP_010418483.1, XP_010473687.1, XP_010430550.1
OG0004125	ESY7_g16522_DN3_SP0_c0.t1	XP_010431349.1, XP_010431307.1, XP_010431301.1, XP_010455871.1, XP_010422433.1
OG0004127	ESY5_g2593_DN2_SP0_c0.t1	XP_010474857.1, XP_010431088.1, XP_010412512.1, XP_010412508.1, XP_010412487.1, XP_010507156.1, XP_010507166.1, XP_010507167.1, XP_010481115.1, XP_010431267.1
OG0004128	ESY7_g16438_DN3_SP7_c0.t1	XP_010455838.1, XP_010431858.1, XP_010422373.1
OG0004128	ESY9_g43647_DN3_SP4_c0.t1, ESY6_g47546_DN3_SP0_c0.t1	XP_010451314.1
OG0004129	ESY2_g38082_DN3_SP0_c0.t1	XP_010500339.1, XP_010483679.1, XP_010479235.1, XP_010461624.1, XP_010456326.1, XP_010483678.1
OG0004130	ESY4_g26526_DN3_SP8_c0.t1	XP_010437224.1, XP_010437222.1, XP_010446656.1, XP_010432057.1
OG0004131	ESY4_g26191_DN3_SP0_c0.t1	XP_010432186.1, XP_010437362.1, XP_010446811.1
OG0004132	ESY9_g43247_DN2_SP0_c0.t1, ESY4_g26110_DN3_SP0_c8.t1	XP_010437404.1, XP_010446861.1, XP_010432215.1
OG0004133	ESY4_g25804_DN3_SP5_c0.t1	XP_010432517.1, XP_010437720.1, XP_010447198.1
OG0004134	ESY2_g35268_DN2_SP0_c0.t1, ESY3_g28192_DN3_SP0_c0.t1	XP_010512967.1, XP_010488464.1, XP_010421841.1, XP_010466747.1
OG0004135	ESY3_g28128_DN3_SP8_c0.t1	XP_010513159.1, XP_010488493.1
OG0004136	ESY20_g12964_DN3_SP7_c0.t1	XP_010419607.1, XP_010456263.1, XP_010427229.1
OG0004137	ESY6_g47057_DN3_SP7_c0.t1	XP_010445299.1, XP_010482661.1, XP_010442830.1
OG0004138	ESY2_g34115_DN2_SP0_c0.t1	XP_010460191.1, XP_010498936.1
OG0004138	ESY7_g16148_DN1_SP0_c0.t1	XP_010461529.1, XP_010500256.1, XP_010479133.1
OG0004141	ESY2_g34272_DN3_SP0_c0.t1, ESY2_g34275_DN3_SP0_c0.t1	XP_010511204.1, XP_019098549.1, XP_010414911.1, XP_010511565.1, XP_010470361.1, XP_010470364.1, XP_010414907.1
OG0004144	ESY7_g18040_DN1_SP0_c0.t1, ESY7_g18169_DN3_SP0_c0.t1, ESY7_g16434_DN3_SP0_c0.t1	XP_019096469.1, XP_010468535.2, XP_010412859.2
OG0004145	ESY6_g47787_DN1_SP0_c66.t1	XP_010481996.1
OG0004146	ESY8_g58857_DN3_SP0_c0.t1, ESY5_g4501_DN1_SP0_c0.t1	XP_010470026.1, XP_010414463.1
OG0004147	ESY8_g58355_DN2_SP0_c0.t1	XP_019099905.1, XP_010426239.1, XP_019085746.1
OG0004148	ESY10_g14645_DN3_SP0_c0.t1	XP_010518539.1, XP_010502105.1, XP_010502098.1, XP_010502091.1, XP_010502094.1, XP_010502101.1, XP_010502095.1, XP_010502103.1, XP_010424868.1
OG0004149	ESY21_g55698_DN3_SP3_c0.t1	XP_010425571.1, XP_010502797.1, XP_010514500.1, XP_010502798.1, XP_010425572.1, XP_010425570.1, XP_010502795.1
OG0004152	ESY21_g55164_DN3_SP0_c0.t1	XP_010436411.1, XP_010421778.1
OG0004153	ESY16_g62254_DN3_SP0_c0.t1	XP_010433384.1, XP_010438640.1, XP_010448156.1
OG0004154	ESY8_g60713_DN1_SP0_c0.t1	XP_010443790.1, XP_010477463.1
OG0004155	ESY3_g29020_DN2_SP0_c0.t1, ESY7_g16574_DN1_SP0_c0.t1, ESY7_g16596_DN2_SP0_c0.t1	XP_010484050.1, XP_010444208.1, XP_019087988.1
OG0004156	ESY18_g63417_DN1_SP0_c0.t1	XP_019090369.1
OG0004156	ESY3_g31590_DN3_SP0_c0.t1	XP_019099152.1
OG0004157	ESY1_g5634_DN3_SP2_c0.t1	XP_010516639.1, XP_010509705.1, XP_010504961.1
OG0004158	ESY6_g48141_DN3_SP0_c0.t1	XP_010499658.1
OG0004158	ESY1_g9093_DN2_SP0_c0.t1	XP_019089169.1, XP_010431522.2
OG0004165	ESY4_g24642_DN3_SP5_c0.t1	XP_010472388.1, XP_010417133.1, XP_010429348.1, XP_010438171.1
OG0004166	ESY4_g24647_DN3_SP1_c0.t1	XP_010432977.1, XP_010447702.1, XP_010438166.1
OG0004167	ESY4_g24663_DN3_SP0_c0.t1	XP_010447696.1, XP_010432968.1, XP_010438155.1, XP_010445045.1, XP_010438156.1
OG0004168	ESY6_g49725_DN3_SP5_c0.t1	XP_010459953.1, XP_010444202.1
OG0004169	ESY7_g17182_DN3_SP0_c0.t1	XP_010492685.1, XP_010453924.1, XP_010420449.1
OG0004170	ESY7_g17245_DN3_SP6_c0.t1	XP_010492616.1, XP_010453860.1, XP_019083842.1
OG0004171	ESY7_g17263_DN3_SP0_c0.t1	XP_010456552.1, XP_010456553.1, XP_010424129.1, XP_019087597.1, XP_010482085.1, XP_010493653.1
OG0004172	ESY6_g49657_DN3_SP0_c0.t1, ESY6_g50730_DN3_SP0_c0.t1, ESY6_g49656_DN3_SP0_c7.t1	XP_010460721.1, XP_010444263.1, XP_010484104.1, XP_010484106.2, XP_010444265.1, XP_010460752.1
OG0004173	ESY7_g17374_DN3_SP0_c0.t1	XP_010492469.1, XP_010492472.1, XP_010453749.1
OG0004174	ESY7_g17484_DN2_SP8_c0.t1	XP_010420171.1, XP_010453645.1, XP_010492341.1
OG0004175	ESY7_g17504_DN3_SP6_c0.t1	XP_010492335.1, XP_010420165.1, XP_010453638.1
OG0004176	ESY7_g18875_DN3_SP0_c0.t1, ESY7_g18874_DN2_SP0_c0.t1	XP_010492322.1
OG0004177	ESY5_g2019_DN3_SP0_c0.t1	XP_010460141.1, XP_019099165.1, XP_010477648.1
OG0004178	ESY7_g17669_DN3_SP0_c0.t1	XP_010492194.1, XP_010453510.1, XP_010420024.1
OG0004180	ESY7_g18131_DN3_SP0_c0.t1	XP_010491803.1, XP_010453149.1, XP_010419663.1
OG0004181	ESY2_g34558_DN3_SP0_c0.t1	XP_010502930.1, XP_010502933.1, XP_010502932.1, XP_010425710.1, XP_010495864.1
OG0004182	ESY6_g49999_DN3_SP7_c0.t1	XP_019097952.1
OG0004183	ESY7_g17828_DN3_SP0_c0.t1	XP_010491555.1, XP_010452912.1, XP_010423008.1
OG0004184	ESY7_g18690_DN3_SP0_c0.t1	XP_010491479.1, XP_010495027.1, XP_019084375.1
OG0004185	ESY7_g18680_DN3_SP7_c0.t1	XP_019090260.1, XP_019097306.1, XP_010423100.1, XP_010452823.1, XP_019097189.1
OG0004186	ESY4_g25025_DN3_SP0_c0.t1, ESY4_g26048_DN3_SP0_c0.t1, ESY4_g26046_DN3_SP0_c0.t1	XP_019089766.1, XP_010436397.1, XP_019085312.1, XP_010430250.1, XP_010473425.1
OG0004187	ESY8_g59146_DN3_SP0_c9.t1, ESY8_g59147_DN3_SP0_c8.t1, ESY8_g59145_DN3_SP0_c9.t1	XP_010417820.1, XP_010473058.1, XP_010513335.1
OG0004188	ESY8_g59100_DN3_SP8_c0.t1	XP_010473091.1, XP_010510826.2
OG0004189	ESY8_g59059_DN3_SP0_c0.t1	XP_010480378.2, XP_010487808.1, XP_010457962.1
OG0004190	ESY16_g62523_DN3_SP0_c0.t1, ESY8_g59037_DN3_SP1_c0.t1, ESY8_g59026_DN3_SP0_c0.t1	XP_010473123.1, XP_010510768.2
OG0004191	ESY8_g58924_DN3_SP6_c0.t1	XP_010470076.1, XP_010414518.1, XP_010510618.1
OG0004192	ESY8_g58661_DN3_SP0_c9.t1	XP_010414277.1, XP_010510374.1, XP_010469866.1
OG0004193	ESY8_g58657_DN2_SP0_c0.t1	XP_010469857.1, XP_010414270.1, XP_010510366.1
OG0004194	ESY8_g58615_DN3_SP0_c22.t1	XP_010414262.1, XP_019093993.1, XP_010510352.1, XP_010510353.1, XP_010510351.1
OG0004195	ESY8_g58544_DN2_SP0_c0.t1	XP_010469744.1, XP_010414162.1, XP_010510221.1
OG0004199	ESY1_g11680_DN3_SP8_c0.t1	XP_010479186.1, XP_010461578.1
OG0004200	ESY15_g64858_DN1_SP0_c0.t1, ESY1_g11305_DN1_SP0_c0.t1	XP_010421727.1, XP_010438722.1, XP_010455223.1, XP_010479108.1, XP_010461509.1, XP_010500233.1
OG0004201	ESY4_g22419_DN3_SP4_c0.t1	XP_010461514.1, XP_010479118.1, XP_010500240.1
OG0004202	ESY4_g22809_DN3_SP7_c0.t1	XP_010478192.1, XP_010499331.1, XP_010460602.1
OG0004203	ESY4_g23044_DN3_SP8_c0.t1	XP_010460686.1, XP_010499433.1, XP_010478273.1
OG0004204	ESY6_g48883_DN3_SP1_c0.t1	XP_010478329.1, XP_010460737.1, XP_010499475.1
OG0004205	ESY1_g5771_DN3_SP6_c0.t1	XP_010504896.1, XP_010509757.1, XP_010516586.1
OG0004206	ESY4_g23565_DN3_SP8_c0.t1	XP_010499553.1, XP_010478408.1, XP_010460819.1
OG0004207	ESY4_g23660_DN3_SP8_c9.t1	XP_019099287.1, XP_010478456.1, XP_010460839.1
OG0004208	ESY4_g23680_DN3_SP8_c0.t1	XP_010478480.1, XP_010499597.1, XP_010460862.1
OG0004209	ESY7_g17508_DN1_SP0_c0.t1, ESY16_g62058_DN3_SP0_c0.t1	XP_010499636.1, XP_010478523.1, XP_010460900.1
OG0004210	ESY16_g61777_DN3_SP8_c0.t1	XP_010499750.1, XP_019091715.1, XP_010478623.1
OG0004211	ESY10_g14323_DN3_SP0_c0.t1	XP_010514062.1, XP_010496523.1, XP_010506927.1, XP_010425067.1
OG0004212	ESY4_g25115_DN2_SP0_c0.t1, ESY6_g50359_DN3_SP0_c0.t1	XP_010464626.1, XP_019088062.1
OG0004213	ESY12_g51991_DN3_SP0_c0.t1	XP_010412956.2, XP_019100737.1, XP_019101088.1, XP_010505695.1, XP_010497329.1
OG0004213	ESY8_g58131_DN1_SP0_c0.t1	XP_010464635.1
OG0004214	ESY6_g50351_DN1_SP0_c0.t1	XP_010464574.1, XP_010484558.1, XP_010444698.1, XP_010444702.1, XP_010444701.1, XP_010444697.1
OG0004215	ESY6_g50428_DN3_SP8_c16.t1	XP_010444617.1, XP_010463807.1, XP_010484449.1
OG0004215	ESY12_g51794_DN2_SP0_c0.t1	XP_010426510.1, XP_010515346.1
OG0004217	ESY6_g49666_DN3_SP0_c0.t1	XP_019088371.1, XP_010484094.2, XP_010460440.1
OG0004218	ESY6_g49811_DN3_SP5_c0.t1	XP_010483997.1, XP_010459386.1, XP_010444139.1
OG0004219	ESY4_g25565_DN1_SP0_c0.t1	XP_019091166.1, XP_010479757.1
OG0004220	ESY6_g49522_DN3_SP1_c0.t1	XP_010468046.1, XP_010457201.1, XP_010443950.1, XP_010483797.1
OG0004222	ESY16_g61497_DN3_SP0_c17.t1	XP_010434796.1, XP_010449740.1, XP_010440124.1
OG0004223	ESY20_g12867_DN2_SP0_c0.t1, ESY20_g12868_DN1_SP0_c0.t1	XP_010481865.1, XP_010494325.1, XP_010481864.1
OG0004224	ESY6_g50113_DN3_SP0_c0.t1	XP_010421212.1, XP_010493536.1
OG0004224	ESY4_g26344_DN3_SP0_c0.t1, ESY5_g5392_DN1_SP0_c0.t1	XP_010454693.1
OG0004225	ESY6_g50012_DN3_SP0_c0.t1	XP_010493739.1, XP_010421340.1, XP_010454819.1, XP_010421338.1
OG0004226	ESY6_g49294_DN3_SP8_c0.t1	XP_010454264.1, XP_010493059.1, XP_010420796.1
OG0004227	ESY6_g49177_DN3_SP2_c0.t1	XP_019083908.1, XP_010456609.1, XP_010493176.1
OG0004228	ESY6_g49043_DN2_SP0_c0.t1	XP_019090728.1, XP_019097654.1, XP_019084769.1
OG0004229	ESY6_g48692_DN3_SP0_c0.t1	XP_010443676.1, XP_010454798.1, XP_010483543.1
OG0004230	ESY6_g48665_DN3_SP2_c0.t1	XP_010454463.1, XP_010443650.1, XP_010483514.1, XP_010483515.1, XP_010483516.1, XP_010483512.1
OG0004231	ESY6_g48475_DN3_SP0_c0.t1	XP_019088462.1, XP_010477060.1, XP_019095742.1
OG0004231	ESY10_g14285_DN3_SP0_c0.t1	XP_010425107.1, XP_010518581.1, XP_010506937.1
OG0004233	ESY26_g42357_DN3_SP0_c0.t1	XP_010448795.1, XP_010445194.1, XP_010433961.1, XP_019088653.1
OG0004234	ESY6_g48093_DN3_SP0_c0.t1	XP_010450154.1, XP_010443220.1, XP_010483049.1
OG0004235	ESY1_g9716_DN3_SP0_c0.t1, ESY7_g16118_DN3_SP0_c0.t1	XP_010426483.1, XP_019102298.1
OG0004236	ESY6_g47930_DN3_SP8_c0.t1	XP_010448624.1, XP_010443053.1, XP_019095937.1
OG0004237	ESY20_g13225_DN3_SP1_c0.t1	XP_010429564.1, XP_010456043.1, XP_010422602.1
OG0004238	ESY20_g13297_DN3_SP0_c0.t1	XP_010430109.1, XP_010422550.1, XP_010455989.1
OG0004239	ESY7_g18766_DN3_SP0_c0.t1	XP_010452560.1, XP_010423350.1, XP_010491193.1
OG0004240	ESY3_g31074_DN3_SP8_c0.t1	XP_010482945.1, XP_010464706.1
OG0004241	ESY7_g19164_DN3_SP0_c0.t1	XP_010423629.1, XP_010490909.1
OG0004242	ESY3_g30098_DN3_SP0_c0.t1	XP_010452154.1, XP_010423797.1, XP_019097633.1
OG0004243	ESY7_g19640_DN3_SP0_c0.t1, ESY10_g14730_DN3_SP0_c0.t1	XP_010451959.1, XP_019084409.1, XP_010490532.1
OG0004244	ESY8_g60230_DN3_SP7_c0.t1	XP_010436010.1, XP_010441231.1, XP_010450626.1
OG0004246	ESY2_g36623_DN3_SP0_c0.t1	XP_010429916.1, XP_010472882.1, XP_010417669.1, XP_010419382.1
OG0004247	ESY2_g36698_DN3_SP0_c0.t1	XP_010429822.1, XP_010472795.1
OG0004248	ESY2_g36156_DN3_SP0_c0.t1	XP_010429720.1, XP_010417489.1, XP_010497623.1
OG0004249	ESY2_g35092_DN3_SP6_c0.t1	XP_010416727.1, XP_010471966.1, XP_010428854.1
OG0004250	ESY3_g30779_DN3_SP3_c0.t1	XP_010486409.1, XP_010463237.1, XP_010464476.1
OG0004251	ESY2_g36381_DN3_SP0_c0.t1	XP_010480155.1, XP_010501222.1, XP_019096708.1, XP_010462460.1, XP_010493550.2
OG0004252	ESY5_g1212_DN3_SP6_c0.t1	XP_019085766.1, XP_010499120.1, XP_010477943.1, XP_010460393.1
OG0004253	ESY2_g36938_DN3_SP8_c0.t1	XP_010500958.1, XP_010479874.1, XP_010462200.1
OG0004254	ESY1_g9456_DN3_SP0_c0.t1, ESY15_g65619_DN3_SP8_c0.t1	XP_010450205.1, XP_010440579.1, XP_010435262.1
OG0004255	ESY12_g52053_DN3_SP6_c0.t1	XP_010518065.1, XP_010506390.1, XP_010508272.1
OG0004256	ESY2_g35867_DN3_SP8_c0.t1	XP_010471334.1, XP_010416061.1, XP_010428191.1
OG0004257	ESY5_g1878_DN3_SP1_c0.t1	XP_010498928.1, XP_010460181.1, XP_010477732.1, XP_019088565.1, XP_010482437.1, XP_010442813.1
OG0004258	ESY5_g2597_DN3_SP0_c0.t1	XP_010494974.1, XP_010458753.1, XP_010476301.1
OG0004259	ESY21_g55410_DN3_SP0_c0.t1	XP_010502846.1, XP_010514549.1
OG0004260	ESY6_g45818_DN3_SP0_c0.t1	XP_010472856.1, XP_010482391.1, XP_010442562.1
OG0004261	ESY21_g55756_DN2_SP0_c0.t1	XP_010425545.1, XP_010502779.1, XP_010514481.1, XP_019099610.1
OG0004262	ESY10_g13980_DN3_SP4_c0.t1	XP_010502481.1, XP_010425278.1, XP_010502505.1, XP_010514240.1, XP_019084795.1, XP_019102181.1, XP_019100065.1
OG0004263	ESY2_g35442_DN2_SP0_c0.t1	XP_010498987.1, XP_010477801.1
OG0004264	ESY2_g35402_DN3_SP8_c8.t1	XP_019083265.1, XP_010470928.1, XP_010511969.1
OG0004265	ESY10_g15127_DN3_SP0_c0.t1	XP_010494795.1, XP_010441609.1, XP_010481479.1
OG0004266	ESY10_g15229_DN3_SP8_c0.t1	XP_010494758.1, XP_010481510.1, XP_010441642.1
OG0004267	ESY7_g16799_DN3_SP0_c0.t1	XP_010441716.2, XP_010494655.1, XP_010441714.1, XP_010481573.1
OG0004269	ESY8_g59204_DN3_SP0_c0.t1	XP_019084459.1, XP_010488806.1, XP_010417448.1, XP_010472682.1, XP_010429677.1
OG0004270	ESY2_g35670_DN3_SP8_c0.t1	XP_019095000.1, XP_010415850.1, XP_010471155.1, XP_010427973.1
OG0004271	ESY2_g37286_DN2_SP0_c0.t1	XP_010497890.1, XP_010461966.1, XP_010500710.1, XP_010479608.1
OG0004272	ESY16_g61819_DN3_SP0_c0.t1	XP_019099484.1, XP_019091471.1, XP_010479686.1, XP_019091155.1
OG0004273	ESY2_g37086_DN3_SP0_c0.t1	XP_010500830.1, XP_010479737.1, XP_019091934.1, XP_019091935.1
OG0004274	ESY9_g42707_DN3_SP3_c0.t1	XP_010439837.1, XP_019087253.1, XP_010434515.1, XP_010496244.1
OG0004275	ESY9_g42683_DN3_SP6_c0.t1	XP_010496238.1, XP_010439840.1, XP_010434520.1
OG0004277	ESY9_g42440_DN3_SP1_c0.t1	XP_010440005.1, XP_010434667.1, XP_010449618.1
OG0004278	ESY1_g10116_DN3_SP0_c0.t1	XP_010515502.1, XP_010503797.1, XP_010426653.1, XP_019098440.1
OG0004279	ESY23_g193_DN3_SP0_c0.t1	XP_010433875.1, XP_010439143.1, XP_010448670.1
OG0004280	ESY23_g143_DN3_SP0_c0.t1	XP_010439176.1, XP_010448705.1, XP_010448707.1, XP_010433909.1
OG0004281	ESY6_g46419_DN3_SP0_c0.t1	XP_010442667.1, XP_010482497.1, XP_010443466.1, XP_010485059.1, XP_010482495.1
OG0004282	ESY23_g404_DN3_SP0_c0.t1	XP_010448613.1
OG0004283	ESY2_g38094_DN3_SP0_c11.t1	XP_010509685.1, XP_010504982.1, XP_010516662.1
OG0004285	ESY9_g43231_DN3_SP0_c0.t1	XP_010434330.1, XP_019087827.1, XP_010449238.1, XP_010445256.1
OG0004286	ESY9_g43360_DN3_SP0_c0.t1	XP_010434262.1, XP_010439554.1, XP_010449145.1
OG0004287	ESY1_g9102_DN3_SP8_c0.t1, ESY9_g43420_DN3_SP0_c0.t1	XP_010439519.1, XP_010434236.1, XP_010449115.1
OG0004288	ESY16_g61557_DN2_SP0_c0.t1, ESY16_g61562_DN1_SP0_c0.t1	XP_010449700.1, XP_010434754.1, XP_010440089.1
OG0004289	ESY3_g32658_DN1_SP0_c0.t1	XP_010435664.1, XP_010485362.1, XP_010497430.1
OG0004290	ESY6_g49901_DN3_SP7_c0.t1	XP_010493809.1, XP_010493870.1, XP_010421482.1, XP_010454959.1
OG0004291	ESY1_g12534_DN3_SP0_c0.t1	XP_010413209.1, XP_010468895.1, XP_010512700.1
OG0004292	ESY1_g12313_DN3_SP7_c0.t1	XP_010512504.1, XP_010413384.1, XP_010508062.1, XP_010506611.1
OG0004293	ESY1_g12241_DN3_SP8_c0.t1	XP_010512447.1, XP_010469035.1, XP_010413455.1
OG0004294	ESY1_g11860_DN3_SP7_c0.t1	XP_010469296.1, XP_010413669.1, XP_010462336.1, XP_010501098.1, XP_010480017.1
OG0004295	ESY1_g11412_DN3_SP8_c3.t1	XP_010427764.1, XP_010516509.1, XP_010504816.1
OG0004296	ESY1_g11844_DN3_SP0_c0.t1, ESY1_g11486_DN3_SP0_c0.t1	XP_010427731.1, XP_010516470.1, XP_010504780.1
OG0004297	ESY1_g11499_DN3_SP8_c0.t1	XP_019102429.1, XP_010463513.1, XP_010447400.2, XP_010504776.1, XP_010495277.1, XP_010427727.1
OG0004298	ESY1_g11623_DN3_SP8_c0.t1	XP_010427649.1, XP_010516391.1, XP_010504701.1
OG0004299	ESY1_g11778_DN3_SP0_c0.t1	XP_010516294.1, XP_010504601.1, XP_010427541.1
OG0004300	ESY1_g11834_DN3_SP0_c0.t1	XP_010504569.1, XP_010427495.1, XP_010516269.1
OG0004301	ESY2_g36037_DN3_SP0_c0.t1	XP_010431392.1, XP_010431394.1, XP_010412796.1, XP_010507478.1
OG0004302	ESY1_g10802_DN3_SP0_c0.t1, ESY1_g10803_DN3_SP7_c0.t1	XP_010504336.1, XP_010427240.1, XP_010516055.1
OG0004303	ESY6_g47385_DN3_SP1_c0.t1	XP_010445775.1, XP_019087055.1, XP_010482731.1
OG0004304	ESY2_g34710_DN3_SP2_c0.t1, ESY3_g28044_DN3_SP0_c0.t1	XP_010466831.1, XP_010488527.1
OG0004305	ESY11_g54165_DN2_SP0_c31.t1, ESY11_g54166_DN3_SP0_c31.t1	XP_010467591.1, XP_010413277.1, XP_010489436.1
OG0004306	ESY11_g54216_DN3_SP0_c0.t1	XP_010489514.1, XP_010497753.1, XP_010467622.1, XP_010413979.1
OG0004307	ESY11_g54322_DN3_SP0_c13.t1	XP_010489562.1, XP_010414446.1, XP_010490444.1, XP_010468740.1
OG0004308	ESY11_g54624_DN3_SP6_c0.t1	XP_010415402.1, XP_010467894.1, XP_010489493.1
OG0004309	ESY10_g14533_DN2_SP0_c0.t1	XP_010513920.1, XP_010502182.1, XP_010424965.1
OG0004310	ESY12_g51059_DN3_SP8_c0.t1	XP_010505884.1, XP_010517607.1, XP_010508748.1
OG0004311	ESY12_g51012_DN3_SP8_c0.t1	XP_010508793.1, XP_010517530.1
OG0004312	ESY12_g50975_DN3_SP0_c0.t1	XP_019101229.1, XP_010505827.1, XP_010517514.1, XP_010512921.1
OG0004313	ESY9_g45687_DN3_SP8_c0.t1	XP_010517422.1, XP_010508911.1, XP_010505719.1
OG0004314	ESY9_g45461_DN3_SP6_c0.t1	XP_010509062.1, XP_010505586.1, XP_010412940.1
OG0004315	ESY9_g45360_DN3_SP1_c0.t1	XP_010509151.1, XP_010517169.1, XP_010505504.1
OG0004316	ESY9_g44939_DN2_SP1_c0.t1	XP_010517030.1, XP_010509314.1, XP_010505351.1
OG0004317	ESY18_g63045_DN3_SP0_c0.t1	XP_010433838.1, XP_010455636.1, XP_010422172.1
OG0004318	ESY8_g59540_DN3_SP2_c0.t1	XP_010417116.1, XP_010472366.1, XP_010429318.1
OG0004318	ESY7_g19212_DN3_SP0_c0.t1	XP_010451025.1
OG0004319	ESY13_g57116_DN2_SP5_c0.t1	XP_010499135.1, XP_010460404.1, XP_010477974.1
OG0004320	ESY5_g5004_DN2_SP0_c0.t1	XP_019100955.1, XP_010475102.2, XP_010462555.1, XP_010483803.1
OG0004321	ESY3_g32325_DN3_SP0_c0.t1, ESY3_g32322_DN3_SP0_c0.t1, ESY3_g32326_DN3_SP0_c0.t1	XP_019099664.1, XP_010412589.1
OG0004322	ESY10_g15298_DN2_SP0_c0.t1	XP_010495522.1, XP_010424350.1, XP_010421515.1, XP_010493915.1, XP_010455009.1, XP_010421516.1
OG0004323	ESY2_g34427_DN2_SP0_c0.t1	XP_019097552.1, XP_019084210.1, XP_010455083.1
OG0004324	ESY10_g15486_DN3_SP8_c0.t1	XP_010493981.1, XP_010455092.1, XP_010421582.1
OG0004326	ESY12_g51397_DN3_SP0_c0.t1	XP_010506729.1, XP_010507934.1, XP_010518395.1
OG0004328	ESY12_g51674_DN2_SP0_c0.t1, ESY7_g19193_DN1_SP0_c0.t1	XP_019091483.1, XP_010506660.1, XP_010518325.1
OG0004329	ESY12_g51710_DN3_SP1_c0.t1	XP_010506638.1, XP_010518309.1, XP_019101152.1
OG0004330	ESY12_g51730_DN3_SP5_c0.t1	XP_010518290.1, XP_010516695.1, XP_010508053.1
OG0004331	ESY3_g29085_DN3_SP0_c0.t1	XP_010466370.1, XP_010488143.1, XP_010510094.1
OG0004332	ESY12_g51839_DN2_SP5_c0.t1	XP_010413492.1, XP_010512441.1, XP_010518205.1, XP_010508125.1, XP_010506534.1
OG0004333	ESY12_g52178_DN2_SP0_c0.t1	XP_010512870.1, XP_010506267.1
OG0004334	ESY12_g51517_DN3_SP4_c0.t1	XP_010508466.1, XP_010517868.1, XP_010506173.1
OG0004335	ESY12_g51528_DN3_SP0_c0.t1	XP_010506167.1, XP_010508472.1, XP_010517862.1
OG0004335	ESY1_g11311_DN1_SP0_c0.t1	XP_010504861.1, XP_010512127.1
OG0004336	ESY12_g51563_DN3_SP0_c0.t1	XP_010508514.1, XP_010517832.1
OG0004337	ESY10_g14862_DN3_SP8_c0.t1	XP_010495811.1, XP_010441491.1, XP_010481352.1
OG0004338	ESY10_g14871_DN3_SP0_c0.t1	XP_010481361.1, XP_010441495.1, XP_010494936.1
OG0004339	ESY10_g14894_DN3_SP6_c0.t1	XP_010494916.1, XP_010481379.1
OG0004340	ESY3_g31638_DN3_SP0_c0.t1	XP_010464133.1, XP_010486055.1, XP_010432199.1
