Orthogroup	Euclidium_syriacum	Brassica_rapa
OG0001052	ESY7_g16860_DN3_SP8_c0.t1	XP_009128814.1
OG0001052	ESY9_g42700_DN3_SP6_c0.t1	XP_009136942.1, XP_009108374.1, XP_009132011.1
OG0001053	ESY2_g37023_DN3_SP7_c0.t1, ESY2_g37026_DN3_SP0_c0.t1	XP_033143753.1, XP_009146214.1, XP_033148722.1, XP_009146218.1, XP_009115358.1
OG0001054	ESY11_g53891_DN3_SP0_c0.t1	XP_009112402.1, XP_009136335.1
OG0001054	ESY4_g25490_DN3_SP0_c0.t1	XP_033134065.1, XP_009106517.1
OG0001056	ESY1_g10740_DN3_SP8_c0.t1, ESY1_g10741_DN3_SP0_c0.t1, ESY11_g54195_DN3_SP0_c0.t1, ESY4_g25716_DN3_SP0_c0.t1	NP_001288942.1, XP_009139160.1
OG0001056	ESY9_g45574_DN3_SP8_c0.t1	NP_001288961.1, XP_009141827.1
OG0001057	ESY6_g50397_DN3_SP1_c0.t1, ESY15_g64740_DN3_SP0_c0.t1	XP_009151634.1
OG0001058	ESY16_g62325_DN3_SP7_c0.t1	XP_009137637.1, XP_009143066.1
OG0001058	ESY11_g54556_DN3_SP5_c0.t1, ESY11_g54914_DN3_SP3_c0.t1	XP_009102230.1
OG0001059	ESY9_g44787_DN3_SP7_c0.t1	XP_009141642.2, XP_009133144.1, XP_033148461.1
OG0001059	ESY3_g31296_DN3_SP8_c0.t1	XP_009146669.1, XP_009121046.1, XP_009135197.1
OG0001060	ESY3_g31939_DN3_SP2_c0.t1	XP_009140544.1, XP_009117134.1
OG0001060	ESY2_g35805_DN3_SP7_c0.t1	XP_009105896.2, XP_009104860.2, XP_009127928.1
OG0001061	ESY3_g31627_DN3_SP0_c0.t1, ESY11_g54692_DN3_SP0_c0.t1	XP_033132500.1, XP_033131800.1, XP_033131807.1, XP_033134074.1, XP_009147196.1
OG0001062	ESY3_g29816_DN2_SP0_c0.t1	XP_009135523.1
OG0001062	ESY3_g29821_DN1_SP0_c0.t1	XP_033148597.1
OG0001063	ESY7_g18107_DN3_SP0_c0.t1	XP_009135772.1
OG0001064	ESY2_g35242_DN3_SP2_c0.t1, ESY7_g17803_DN3_SP1_c0.t1	XP_009135860.2, XP_009105202.1, NP_001289193.1
OG0001065	ESY20_g13358_DN1_SP0_c0.t1	XP_009111519.1
OG0001065	ESY12_g51918_DN3_SP0_c0.t1	XP_009133725.1
OG0001066	ESY5_g2757_DN3_SP0_c0.t1	XP_009148696.1, XP_009110557.1
OG0001066	ESY5_g2752_DN3_SP0_c0.t1, ESY5_g2756_DN3_SP0_c0.t1	XP_009148695.2, XP_009148694.2
OG0001067	ESY2_g35584_DN3_SP0_c0.t1	XP_009104949.1
OG0001069	ESY2_g33799_DN3_SP0_c0.t1	XP_009105270.1
OG0001069	ESY2_g33798_DN3_SP1_c0.t1	XP_009105752.1
OG0001071	ESY2_g37738_DN3_SP0_c0.t1, ESY2_g37737_DN3_SP0_c0.t1	XP_009107314.1, XP_009107315.1, XP_033128869.1, XP_009147916.1
OG0001076	ESY7_g17094_DN2_SP0_c0.t1	XP_018512837.1
OG0001078	ESY8_g58324_DN3_SP0_c0.t1	XP_009134376.3, XP_009144527.1, XP_033135804.1
OG0001078	ESY8_g58321_DN3_SP0_c0.t1	XP_009134375.1, XP_009122199.1, XP_009122188.2
OG0001079	ESY1_g10935_DN3_SP0_c0.t1, ESY1_g10930_DN3_SP0_c0.t1	XP_009116134.1
OG0001079	ESY9_g42767_DN2_SP0_c0.t1, ESY1_g10934_DN1_SP0_c0.t1	XP_009139232.1
OG0001080	ESY2_g38809_DN3_SP0_c0.t1	XP_033145920.1
OG0001081	ESY2_g36067_DN3_SP0_c0.t1	XP_033141536.1, XP_009106211.1
OG0001081	ESY5_g4018_DN3_SP0_c0.t1	XP_033148883.1
OG0001082	ESY3_g31978_DN3_SP0_c0.t1	XP_009149898.1
OG0001082	ESY3_g30786_DN3_SP1_c0.t1	XP_009149895.1, XP_009150231.2
OG0001083	ESY6_g49505_DN2_SP0_c0.t1	XP_009141243.1
OG0001085	ESY9_g42722_DN2_SP0_c16.t1	XP_033129042.1
OG0001085	ESY1_g11646_DN3_SP0_c5.t1	XP_033144188.1
OG0001086	ESY27_g13467_DN3_SP8_c0.t1	XP_009107496.2, XP_009139575.1
OG0001086	ESY3_g28258_DN3_SP8_c0.t1	XP_009102577.2, XP_009135865.1, XP_009106322.2
OG0001087	ESY2_g38497_DN1_SP0_c0.t1	XP_033132747.1
OG0001087	ESY3_g29902_DN2_SP0_c0.t1	XP_033142689.1, XP_009146065.1
OG0001088	ESY8_g59598_DN3_SP0_c17.t1, ESY12_g51562_DN3_SP0_c17.t1	XP_033145368.1, XP_009117289.2, XP_009117288.1
OG0001089	ESY8_g60446_DN2_SP0_c0.t1	XP_033145627.1
OG0001089	ESY7_g18079_DN3_SP0_c0.t1	XP_009122028.1, XP_033137632.1
OG0001090	ESY10_g13820_DN3_SP0_c25.t1, ESY10_g13889_DN3_SP0_c0.t1	XP_009152018.1, XP_009129464.2, XP_009129473.1, XP_009129471.2, XP_009129465.2, XP_009152015.1
OG0001091	ESY16_g61752_DN3_SP0_c39.t1	XP_033130868.1, XP_009103770.2, XP_009115443.1, XP_009105666.1, XP_033141565.1, XP_009105667.1
OG0001092	ESY7_g16751_DN3_SP0_c32.t1	XP_009128770.1
OG0001094	ESY3_g30618_DN3_SP0_c0.t1, ESY3_g30617_DN3_SP5_c0.t1	XP_009115289.1
OG0001094	ESY2_g37041_DN3_SP8_c0.t1	XP_009147676.1, XP_009144827.1
OG0001095	ESY9_g42612_DN2_SP0_c35.t1	XP_009123731.1, XP_009131482.1
OG0001095	ESY9_g42613_DN2_SP0_c32.t1	XP_009136910.1
OG0001097	ESY4_g24926_DN3_SP0_c0.t1, ESY1_g11099_DN3_SP2_c12.t1, ESY1_g11237_DN3_SP0_c15.t1	XP_033130959.1, XP_009138921.1
OG0001098	ESY9_g44769_DN3_SP2_c0.t1	XP_009133135.1, XP_009143521.1, XP_009141639.1
OG0001098	ESY1_g11107_DN3_SP5_c0.t1	XP_009116038.1
OG0001099	ESY6_g50686_DN3_SP0_c0.t1, ESY6_g48090_DN3_SP0_c0.t1	XP_009105891.1
OG0001099	ESY3_g27917_DN3_SP6_c0.t1	XP_009102500.1
OG0001100	ESY8_g61158_DN2_SP0_c0.t1	XP_033132030.1
OG0001101	ESY3_g30767_DN1_SP0_c0.t1, ESY12_g50880_DN1_SP0_c0.t1, ESY12_g50985_DN2_SP0_c0.t1	XP_009133467.1
OG0001102	ESY5_g4707_DN3_SP0_c0.t1	XP_009134318.1, XP_009144516.1, XP_033136405.1
OG0001103	ESY10_g15371_DN3_SP8_c0.t1	XP_009151155.1, XP_009111716.1
OG0001103	ESY3_g31631_DN3_SP8_c0.t1	XP_033147744.1, XP_009147201.1, XP_009134851.1
OG0001104	ESY6_g50265_DN2_SP0_c0.t1, ESY6_g50169_DN3_SP0_c0.t1, ESY6_g49695_DN2_SP0_c0.t1, ESY3_g31812_DN2_SP0_c0.t1, ESY5_g4751_DN3_SP0_c0.t1, ESY3_g31839_DN2_SP0_c0.t1	XP_009147276.1
OG0001104	ESY3_g31896_DN2_SP0_c0.t1, ESY3_g31893_DN2_SP0_c0.t1, ESY3_g31897_DN2_SP0_c0.t1	XP_033147786.1, XP_033147778.1
OG0001105	ESY3_g31508_DN3_SP1_c6.t1	XP_009147141.1, XP_009124782.1
OG0001106	ESY3_g31102_DN3_SP0_c0.t1, ESY3_g31099_DN3_SP4_c0.t1	XP_009135111.1, XP_009122872.1, XP_009122861.1, XP_009135113.1, XP_009146834.1
OG0001107	ESY2_g37865_DN3_SP0_c0.t1	XP_033128558.1, XP_009144995.1
OG0001107	ESY8_g58606_DN3_SP0_c0.t1	XP_033148795.1, XP_033148805.1
OG0001109	ESY5_g2864_DN3_SP0_c44.t1	XP_009117864.1, XP_009117865.1, XP_033129912.1, XP_009117862.1, XP_009117863.1
OG0001111	ESY2_g38038_DN3_SP0_c0.t1	XP_009107365.1, XP_009147972.1, XP_033146794.1
OG0001111	ESY3_g29790_DN3_SP0_c0.t1	XP_033148078.1, XP_009113935.1, XP_009135535.1
OG0001112	ESY9_g42418_DN3_SP8_c0.t1	XP_009144713.1, XP_009108296.1
OG0001112	ESY4_g26045_DN3_SP8_c0.t1	XP_009149208.1
OG0001113	ESY3_g32233_DN3_SP0_c0.t1, ESY3_g32218_DN3_SP0_c0.t1, ESY3_g32215_DN1_SP0_c0.t1, ESY3_g32235_DN2_SP0_c0.t1	XP_009102070.3
OG0001114	ESY4_g22047_DN1_SP0_c0.t1	XP_009107612.2, XP_009124889.1
OG0001115	ESY7_g16771_DN2_SP0_c0.t1	XP_009101614.1, XP_033141162.1
OG0001116	ESY4_g25704_DN3_SP0_c98.t1, ESY4_g25705_DN3_SP0_c98.t1	XP_009132462.1
OG0001120	ESY20_g13331_DN3_SP0_c4.t1	XP_033147611.1
OG0001120	ESY20_g13330_DN3_SP0_c34.t1, ESY8_g58530_DN3_SP0_c38.t1	XP_009143956.2
OG0001121	ESY7_g17755_DN3_SP1_c0.t1, ESY7_g17754_DN1_SP7_c0.t1	XP_009125912.2, XP_009131335.2, XP_009125911.2, XP_009121765.1, XP_009131337.1
OG0001123	ESY7_g18037_DN3_SP8_c0.t1	XP_009131159.1, XP_009125300.1
OG0001123	ESY6_g50500_DN3_SP8_c0.t1	XP_009150631.1, XP_009112184.1
OG0001124	ESY8_g58818_DN3_SP0_c0.t1, ESY8_g58816_DN3_SP1_c0.t1, ESY8_g58814_DN3_SP6_c0.t1	XP_009140975.2
OG0001125	ESY20_g12761_DN2_SP0_c0.t1, ESY7_g17873_DN2_SP0_c0.t1, ESY7_g17874_DN3_SP0_c0.t1, ESY1_g10855_DN3_SP0_c0.t1, ESY20_g12765_DN3_SP0_c0.t1, ESY20_g12762_DN3_SP0_c0.t1	XP_033147639.1, XP_033147666.1, XP_009144164.1, XP_033147641.1
OG0001126	ESY16_g61711_DN2_SP0_c0.t1, ESY16_g61709_DN2_SP0_c0.t1, ESY16_g61707_DN2_SP0_c0.t1, ESY16_g61706_DN2_SP0_c0.t1, ESY16_g61710_DN2_SP0_c0.t1, ESY16_g61708_DN2_SP0_c0.t1, ESY4_g25013_DN1_SP0_c0.t1	XP_033132778.1
OG0001127	ESY3_g31023_DN3_SP0_c0.t1, ESY5_g4729_DN3_SP0_c0.t1, ESY5_g4478_DN3_SP1_c0.t1	XP_033133548.1, XP_009102890.1, XP_009109699.1
OG0001128	ESY2_g34478_DN3_SP0_c0.t1	XP_009105376.1, XP_009127619.1
OG0001128	ESY3_g30927_DN3_SP0_c0.t1	XP_033147671.1
OG0001129	ESY16_g61910_DN3_SP0_c0.t1	XP_009114987.1
OG0001129	ESY16_g61933_DN3_SP0_c0.t1, ESY16_g61932_DN1_SP0_c0.t1	XP_009142095.2, XP_009133173.2, XP_009143645.1
OG0001130	ESY6_g49863_DN3_SP8_c0.t1	XP_009126373.2, XP_009120876.1, XP_009113043.1, XP_009112705.1, XP_009123404.1
OG0001131	ESY6_g47990_DN3_SP3_c0.t1, ESY97_g19682_DN3_SP1_c0.t1, ESY16_g62392_DN3_SP8_c0.t1	XP_009142838.1, XP_009109166.1, XP_009137622.1, XP_009120039.1
OG0001132	ESY3_g31111_DN3_SP8_c0.t1	XP_033130029.1
OG0001132	ESY7_g19074_DN3_SP1_c0.t1	XP_009125564.1, XP_009122585.1
OG0001133	ESY7_g19221_DN3_SP0_c0.t1	XP_009125517.1, XP_033138487.1
OG0001134	ESY3_g30993_DN3_SP7_c0.t1	XP_033147862.1
OG0001134	ESY7_g19354_DN3_SP8_c0.t1	XP_009130720.1, XP_009125490.1, XP_009122718.1
OG0001135	ESY7_g19564_DN3_SP0_c0.t1, ESY7_g19565_DN3_SP0_c0.t1	XP_033145538.1
OG0001136	ESY8_g60034_DN3_SP8_c0.t1	XP_009125195.2, XP_009140122.2
OG0001137	ESY3_g30926_DN1_SP0_c0.t1, ESY3_g30922_DN1_SP0_c0.t1	XP_033143225.1
OG0001137	ESY2_g36651_DN3_SP6_c0.t1	XP_009106705.2
OG0001138	ESY2_g36757_DN3_SP0_c25.t1	XP_009106648.1
OG0001138	ESY2_g36679_DN3_SP0_c0.t1, ESY2_g36678_DN2_SP0_c0.t1	XP_009149798.1
OG0001139	ESY2_g36826_DN3_SP4_c0.t1	XP_009106601.1, XP_009117738.1, XP_009128314.1
OG0001139	ESY5_g4394_DN3_SP8_c0.t1	XP_009149125.1
OG0001140	ESY2_g34705_DN3_SP0_c0.t1	XP_033131608.1, XP_009106331.1
OG0001140	ESY2_g34706_DN3_SP0_c0.t1	XP_033141466.1, XP_033141467.1, XP_009106330.1
OG0001141	ESY10_g14456_DN3_SP0_c14.t1	XP_033136407.1, XP_009129169.2, XP_009101274.2
OG0001141	ESY5_g2823_DN3_SP1_c0.t1	XP_018510654.1, XP_033128029.1, XP_009148837.2, XP_009110535.1
OG0001142	ESY5_g2131_DN3_SP0_c0.t1	XP_009115560.1
OG0001142	ESY2_g35607_DN1_SP0_c0.t1	XP_009105748.1
OG0001144	ESY2_g36297_DN3_SP8_c0.t1	XP_009106874.1, XP_009103723.2
OG0001144	ESY3_g30216_DN3_SP8_c0.t1	XP_009146491.1
OG0001145	ESY2_g35902_DN3_SP8_c0.t1	XP_009127985.1, XP_009105973.1, XP_009117639.1, XP_009149241.1
OG0001148	ESY2_g35157_DN3_SP8_c0.t1	XP_009129680.1, XP_009151751.1, XP_009111808.1
OG0001149	ESY10_g15082_DN3_SP7_c0.t1	XP_009108351.1, XP_009136905.1, XP_009131393.1, XP_009114357.2, XP_009101512.2
OG0001150	ESY1_g12333_DN3_SP0_c0.t1	XP_009104332.1, XP_009116830.1
OG0001150	ESY12_g51718_DN3_SP0_c0.t1	XP_009142662.1
OG0001151	ESY12_g51938_DN3_SP0_c0.t1	XP_009133702.2
OG0001151	ESY1_g12117_DN3_SP0_c0.t1	XP_009104273.2, XP_009139311.1, XP_009116736.1
OG0001152	ESY1_g11196_DN2_SP7_c0.t1	XP_009133601.1, XP_009142194.1, XP_009142937.1, XP_009116617.1, XP_033130966.1
OG0001153	ESY1_g10540_DN3_SP0_c0.t1	XP_033146521.1, XP_009116333.1
OG0001153	ESY12_g50941_DN3_SP0_c12.t1	XP_009142696.1
OG0001154	ESY8_g59820_DN3_SP6_c0.t1	XP_009140296.1, XP_009117385.1
OG0001154	ESY4_g26797_DN3_SP8_c0.t1	XP_009109482.1
OG0001156	ESY3_g31909_DN3_SP6_c13.t1	XP_009129842.1, XP_009151240.1, XP_009124973.1, XP_009111923.1, XP_009124208.2
OG0001157	ESY12_g51625_DN3_SP0_c0.t1	XP_009142608.1
OG0001157	ESY12_g51632_DN3_SP0_c0.t1	XP_009142609.1
OG0001158	ESY1_g12466_DN2_SP0_c0.t1	XP_009112364.1
OG0001160	ESY7_g17070_DN3_SP8_c0.t1	XP_009121003.2, XP_033142654.1, XP_033138875.1
OG0001160	ESY3_g32155_DN3_SP8_c0.t1	XP_009102089.2
OG0001161	ESY3_g32098_DN3_SP3_c0.t1	XP_033128937.1, XP_009110581.2, XP_009117998.2, XP_009125005.2, XP_009124017.2
OG0001162	ESY5_g3784_DN3_SP3_c0.t1	XP_009118103.1, XP_009148607.2
OG0001163	ESY5_g2771_DN3_SP0_c0.t1	XP_009148706.1
OG0001163	ESY5_g2774_DN3_SP0_c0.t1	XP_009148708.1
OG0001164	ESY2_g34591_DN3_SP1_c0.t1	XP_009128241.1
OG0001164	ESY5_g2378_DN3_SP6_c0.t1	XP_009110163.2, XP_009103275.1, XP_009145387.1
OG0001166	ESY3_g29693_DN2_SP0_c0.t1	XP_033138076.1, XP_009113462.2, XP_009145909.1
OG0001166	ESY2_g37932_DN3_SP0_c0.t1, ESY2_g37930_DN2_SP0_c0.t1	XP_009107339.1, XP_009145000.1
OG0001167	ESY8_g59725_DN3_SP0_c0.t1, ESY8_g59726_DN3_SP0_c0.t1	XP_009139655.2, XP_009107667.1, XP_009114146.1
OG0001168	ESY4_g25570_DN3_SP8_c0.t1	XP_009138312.1
OG0001170	ESY7_g19402_DN3_SP0_c0.t1, ESY7_g19403_DN3_SP0_c0.t1	XP_009122734.1
OG0001170	ESY18_g63697_DN3_SP0_c0.t1	XP_009128688.1
OG0001174	ESY18_g63088_DN3_SP5_c0.t1	XP_009134249.1, XP_009114652.1
OG0001174	ESY26_g42345_DN3_SP8_c0.t1	XP_009137298.1, XP_009136311.1
OG0001175	ESY7_g17404_DN3_SP8_c0.t1	XP_009131500.1, XP_009121545.1
OG0001175	ESY3_g32501_DN3_SP8_c0.t1	XP_009117898.1, XP_009147359.1
OG0001176	ESY3_g32516_DN3_SP8_c0.t1	XP_009147366.1, XP_033139813.1, XP_009134657.1
OG0001176	ESY7_g17411_DN3_SP8_c0.t1	XP_009121550.2, XP_009131492.1
OG0001177	ESY7_g18316_DN3_SP7_c0.t1	XP_009121874.2, XP_009125853.1, XP_009131258.2
OG0001177	ESY6_g49869_DN3_SP7_c10.t1	XP_009120894.1, XP_009126355.1
OG0001178	ESY7_g17939_DN3_SP0_c0.t1	XP_009122107.1, XP_009125337.1
OG0001178	ESY6_g50604_DN3_SP6_c0.t1	XP_009130479.1, XP_009112162.1, XP_033128212.1
OG0001179	ESY6_g50661_DN3_SP7_c0.t1	XP_009150538.1, XP_009112140.1, XP_009130460.1
OG0001179	ESY7_g17897_DN3_SP2_c0.t1	XP_009125351.1
OG0001180	ESY3_g32625_DN3_SP0_c0.t1	XP_009141178.1
OG0001182	ESY4_g22239_DN2_SP6_c0.t1	XP_009129551.1, XP_009145046.1
OG0001182	ESY2_g36042_DN3_SP8_c0.t1	XP_009106199.1
OG0001184	ESY9_g43934_DN3_SP8_c0.t1	XP_009141499.1, XP_033147602.1
OG0001184	ESY16_g61813_DN3_SP8_c0.t1	XP_009114942.1
OG0001185	ESY6_g50448_DN3_SP8_c0.t1	XP_009130528.1, XP_009150670.2, XP_009112200.2
OG0001185	ESY1_g9741_DN3_SP6_c0.t1	XP_009149709.1, XP_009136516.1
OG0001186	ESY6_g50149_DN3_SP8_c0.t1	XP_009150896.1, XP_009141677.1
OG0001186	ESY1_g9286_DN3_SP8_c0.t1	XP_009149800.1, XP_009150178.1
OG0001188	ESY2_g33887_DN2_SP0_c0.t1	XP_033136128.1, XP_033148434.1
OG0001189	ESY6_g49852_DN3_SP0_c0.t1	XP_033138599.1, XP_009127543.1, XP_009105271.2, XP_009126377.2
OG0001190	ESY16_g62161_DN3_SP7_c0.t1	XP_009143575.2
OG0001190	ESY16_g62162_DN3_SP0_c0.t1, ESY6_g47611_DN3_SP3_c0.t1	XP_009127115.1, XP_033137680.1, XP_009132453.2
OG0001191	ESY13_g56943_DN3_SP0_c0.t1	XP_033130949.1
OG0001191	ESY6_g47559_DN3_SP8_c0.t1	XP_009119948.1, XP_009132451.1, XP_009119951.1
OG0001192	ESY2_g34781_DN3_SP8_c21.t1	XP_033140577.1, XP_009106271.1
OG0001192	ESY5_g3951_DN3_SP0_c0.t1	XP_009149524.1
OG0001193	ESY2_g36418_DN3_SP6_c0.t1	XP_009124126.1, XP_009106803.2
OG0001193	ESY3_g30122_DN3_SP5_c0.t1	XP_009135254.1
OG0001194	ESY2_g35000_DN3_SP7_c0.t1	XP_009128061.2, XP_009104748.1, XP_009110312.2, XP_009149372.1
OG0001195	ESY2_g33842_DN2_SP8_c0.t1, ESY2_g33844_DN3_SP0_c0.t1, ESY2_g33841_DN2_SP0_c0.t1	XP_033139096.1, XP_009151928.1, XP_009136161.1, XP_009111582.1
OG0001196	ESY10_g13775_DN2_SP0_c0.t1	XP_009129451.1
OG0001196	ESY8_g60167_DN3_SP0_c0.t1	XP_009140244.1
OG0001197	ESY3_g30144_DN3_SP0_c19.t1	XP_033136292.1
OG0001197	ESY3_g30008_DN3_SP0_c24.t1, ESY3_g30150_DN2_SP0_c0.t1	XP_009124697.1, XP_009135274.1
OG0001198	ESY2_g35761_DN3_SP0_c0.t1	XP_009127897.1, XP_033141848.1
OG0001199	ESY9_g42510_DN3_SP0_c0.t1	XP_033133181.1, XP_009131115.1, XP_009136879.1
OG0001199	ESY10_g14967_DN3_SP0_c0.t1	XP_009101488.1, XP_009114327.1
OG0001200	ESY9_g42443_DN3_SP0_c0.t1	XP_033139596.1, XP_033139577.1, XP_033139584.1, XP_033139588.1
OG0001201	ESY9_g43744_DN3_SP8_c0.t1	XP_009135725.1
OG0001201	ESY7_g16133_DN3_SP0_c0.t1	XP_009114585.1
OG0001202	ESY16_g61539_DN3_SP5_c0.t1	XP_009108268.1, XP_009136808.1
OG0001202	ESY16_g61540_DN3_SP1_c0.t1	XP_033142628.1
OG0001203	ESY1_g10120_DN3_SP0_c0.t1	XP_009149246.1, XP_009115794.2, XP_009136601.1
OG0001203	ESY6_g50240_DN3_SP0_c0.t1	XP_009130564.1, XP_009103537.1
OG0001204	ESY1_g12259_DN3_SP0_c0.t1	XP_033134591.1
OG0001204	ESY12_g51799_DN3_SP6_c0.t1	XP_009142370.1, XP_009143176.1
OG0001205	ESY12_g52118_DN3_SP8_c0.t1	XP_009142248.1, XP_033148314.1
OG0001205	ESY1_g11926_DN3_SP8_c0.t1	XP_009116676.2, XP_009104238.1
OG0001207	ESY1_g11511_DN3_SP8_c0.t1	XP_009116504.1, XP_009104108.1
OG0001207	ESY12_g51313_DN3_SP0_c0.t1	XP_009133535.2, XP_009142832.1
OG0001208	ESY12_g51269_DN3_SP8_c0.t1	XP_009142031.1, XP_018513518.1
OG0001208	ESY1_g11533_DN3_SP8_c0.t1	XP_009104101.2, XP_033145588.1, XP_018510603.2
OG0001209	ESY12_g51290_DN2_SP0_c0.t1	XP_009104084.1, XP_009139001.1, XP_009142043.1, XP_009142805.1
OG0001210	ESY9_g44759_DN3_SP7_c0.t1	XP_009141638.1, XP_009143522.2, XP_009133130.1
OG0001210	ESY1_g11108_DN3_SP8_c0.t1	XP_009116037.2
OG0001212	ESY20_g13320_DN3_SP0_c0.t1	XP_009141871.1, XP_009144094.2
OG0001213	ESY3_g31759_DN3_SP0_c0.t1	XP_009147239.1
OG0001214	ESY3_g31435_DN2_SP0_c0.t1	XP_009147133.1, XP_009134924.2
OG0001215	ESY3_g30917_DN3_SP1_c0.t1, ESY3_g30919_DN3_SP0_c0.t1	XP_009135057.2, XP_009135058.1
OG0001216	ESY3_g29607_DN3_SP8_c0.t1	XP_018514731.1
OG0001216	ESY2_g37729_DN3_SP8_c0.t1	XP_009112339.1
OG0001217	ESY5_g3262_DN3_SP0_c0.t1, ESY5_g3263_DN3_SP7_c0.t1	XP_009139829.2, XP_009137569.1, XP_033143030.1
OG0001218	ESY9_g42845_DN2_SP0_c0.t1, ESY5_g3196_DN3_SP0_c0.t1, ESY5_g3195_DN2_SP0_c0.t1, ESY5_g3194_DN2_SP0_c0.t1	XP_033147450.1
OG0001218	ESY4_g25512_DN2_SP0_c0.t1	XP_009149883.1
OG0001219	ESY7_g17794_DN3_SP0_c0.t1, ESY7_g17789_DN1_SP0_c0.t1, ESY7_g16314_DN2_SP0_c0.t1	XP_018515122.2, XP_009150044.2, XP_009122492.1, XP_033140952.1
OG0001220	ESY12_g52194_DN3_SP0_c0.t1, ESY3_g30759_DN3_SP0_c8.t1	XP_009129024.2
OG0001220	ESY11_g53997_DN3_SP0_c0.t1, ESY2_g37511_DN3_SP0_c0.t1	XP_009137996.1, XP_009127185.1
OG0001221	ESY10_g14793_DN3_SP0_c0.t1, ESY2_g37352_DN3_SP0_c0.t1	XP_009101418.1, XP_009114277.2, XP_009114279.2
OG0001222	ESY11_g54154_DN2_SP0_c0.t1	XP_033134404.1, XP_033129554.1, XP_009112461.1
OG0001222	ESY4_g26131_DN3_SP0_c0.t1	XP_009109258.1, XP_009147799.1, XP_009138405.2
OG0001223	ESY5_g1425_DN3_SP0_c0.t1	XP_033131860.1, XP_033135135.1, XP_033134370.1, XP_009115639.2, XP_033135146.1
OG0001224	ESY2_g35231_DN3_SP0_c0.t1	XP_009109873.1, XP_009113303.2, XP_009113300.2, XP_009113399.2, XP_009129206.1, XP_033135254.1
OG0001225	ESY9_g42688_DN2_SP0_c0.t1, ESY9_g42689_DN2_SP0_c0.t1	XP_009135955.1
OG0001226	ESY11_g53348_DN2_SP0_c0.t1	XP_033143705.1, XP_018513130.2
OG0001231	ESY3_g32375_DN3_SP0_c0.t1	XP_009119071.2
OG0001231	ESY7_g17227_DN3_SP8_c10.t1	XP_009126159.1, XP_009121421.2, XP_009131574.2
OG0001232	ESY2_g36085_DN3_SP1_c87.t1	XP_009111590.1, XP_009106229.1, XP_009128130.1, XP_009112561.1, XP_009130251.1, XP_009104698.1
OG0001233	ESY16_g62340_DN3_SP0_c17.t1	XP_009109956.1, XP_009143027.1
OG0001234	ESY7_g18097_DN3_SP8_c0.t1	XP_018512985.2, XP_009131183.2, XP_009125272.1, XP_033137625.1
OG0001235	ESY7_g17770_DN3_SP8_c17.t1	XP_009122472.1, XP_009131090.1
OG0001235	ESY6_g49640_DN3_SP8_c0.t1	XP_009112104.1, XP_009150421.1
OG0001236	ESY3_g30674_DN3_SP8_c0.t1	XP_009147051.2, XP_009134985.1, XP_009124276.2
OG0001236	ESY20_g13318_DN3_SP8_c0.t1	XP_009134396.1
OG0001237	ESY7_g18818_DN3_SP0_c0.t1, ESY7_g18817_DN3_SP5_c0.t1	XP_009140979.1, XP_009122209.1, XP_009125632.1
OG0001240	ESY5_g4939_DN3_SP0_c0.t1	XP_009119251.1
OG0001240	ESY20_g12710_DN3_SP0_c0.t1	XP_009141266.1
OG0001241	ESY20_g12716_DN3_SP8_c0.t1	XP_009132871.1, XP_009141271.2, XP_009143936.2
OG0001242	ESY11_g53784_DN3_SP0_c0.t1	XP_033134710.1
OG0001242	ESY2_g33838_DN3_SP0_c0.t1, ESY6_g49225_DN3_SP0_c0.t1, ESY6_g49224_DN3_SP0_c0.t1	XP_033146295.1
OG0001243	ESY10_g15686_DN3_SP0_c0.t1	XP_033136596.1, XP_009129844.2, XP_009111926.2
OG0001244	ESY6_g50435_DN3_SP7_c4.t1	XP_009150693.1, XP_009112212.2
OG0001245	ESY6_g49628_DN2_SP0_c0.t1, ESY6_g49625_DN3_SP0_c0.t1, ESY6_g49626_DN3_SP0_c0.t1	XP_009150426.1, XP_009130270.1, XP_009150427.1
OG0001246	ESY19_g42010_DN3_SP8_c14.t1	XP_009105285.2, XP_009127555.1
OG0001246	ESY5_g832_DN3_SP8_c0.t1	XP_009113763.1, XP_009109807.1
OG0001247	ESY6_g49447_DN3_SP8_c0.t1	XP_033140357.1, XP_009150123.2
OG0001247	ESY7_g18525_DN3_SP7_c0.t1	XP_009125686.1, XP_009130988.1
OG0001248	ESY6_g49068_DN3_SP0_c0.t1	XP_009126521.2, XP_009120689.2, XP_009120690.1
OG0001248	ESY1_g6882_DN3_SP8_c0.t1	XP_009131855.1
OG0001249	ESY6_g48582_DN3_SP0_c0.t1	XP_009120348.1
OG0001249	ESY7_g18486_DN3_SP0_c0.t1, ESY7_g18487_DN3_SP0_c0.t1	XP_009125674.1
OG0001250	ESY2_g34200_DN3_SP0_c0.t1, ESY2_g34199_DN3_SP0_c0.t1	XP_009122972.1, XP_033135597.1
OG0001251	ESY16_g62163_DN3_SP0_c0.t1	XP_009137670.1, XP_009144982.2, XP_009127118.1, XP_009132653.1, XP_009119939.1
OG0001252	ESY20_g13261_DN3_SP8_c0.t1	XP_009134429.1, XP_009144559.1, XP_009111283.1
OG0001252	ESY5_g5285_DN3_SP1_c0.t1	XP_033134955.1, XP_033138281.1
