Orthogroup	Euclidium_syriacum	Brassica_oleracea
OG0002212	ESY5_g1186_DN3_SP0_c0.t1	XP_013623320.1, XP_013586424.1, XP_013598135.1, XP_013586419.1
OG0002213	ESY16_g62391_DN3_SP8_c0.t1	XP_013605309.1
OG0002213	ESY6_g47986_DN3_SP3_c0.t1	XP_013621458.1
OG0002216	ESY4_g25241_DN3_SP0_c0.t1	XP_013624912.1
OG0002221	ESY16_g61663_DN3_SP5_c0.t1	XP_013633825.1, XP_013631968.1
OG0002222	ESY8_g58558_DN3_SP0_c0.t1	XP_013603717.1, XP_013610272.1
OG0002223	ESY7_g17162_DN2_SP0_c0.t1	XP_013607406.1
OG0002223	ESY3_g32328_DN2_SP0_c0.t1	XP_013590521.1
OG0002224	ESY15_g65048_DN3_SP1_c0.t1	XP_013625381.1
OG0002224	ESY2_g33910_DN3_SP0_c0.t1	XP_013599955.1, XP_013605654.1
OG0002225	ESY7_g17583_DN3_SP0_c0.t1	XP_013613396.1
OG0002225	ESY3_g32637_DN3_SP7_c0.t1	XP_013614031.1, XP_013628764.1
OG0002226	ESY7_g17694_DN3_SP0_c0.t1, ESY7_g17692_DN3_SP0_c0.t1, ESY10_g14317_DN3_SP0_c0.t1	XP_013610939.1, XP_013619944.1
OG0002227	ESY8_g59068_DN3_SP7_c0.t1	XP_013636596.1
OG0002227	ESY5_g3138_DN3_SP8_c0.t1	XP_013604833.1, XP_013604374.1, XP_013638962.1
OG0002228	ESY8_g58879_DN2_SP0_c0.t1	XP_013635494.1, XP_013622578.1
OG0002228	ESY5_g4489_DN2_SP0_c0.t1	XP_013639131.1
OG0002229	ESY8_g58387_DN3_SP7_c7.t1	XP_013635868.1
OG0002229	ESY5_g4803_DN3_SP8_c3.t1	XP_013585745.1
OG0002230	ESY5_g5035_DN3_SP0_c0.t1	XP_013602561.1
OG0002230	ESY20_g12877_DN3_SP5_c0.t1	XP_013609283.1
OG0002231	ESY5_g5051_DN3_SP8_c0.t1	XP_013600974.1, XP_013587157.1
OG0002231	ESY20_g12665_DN3_SP7_c0.t1	XP_013598234.1, XP_013621050.1
OG0002232	ESY8_g58214_DN3_SP0_c0.t1, ESY5_g5140_DN3_SP0_c0.t1	XP_013593283.1, XP_013606447.1
OG0002233	ESY5_g5122_DN3_SP0_c4.t1	XP_013619452.1
OG0002233	ESY8_g58252_DN3_SP0_c0.t1, ESY8_g58250_DN3_SP0_c0.t1	XP_013614646.1
OG0002233	ESY8_g58238_DN3_SP0_c0.t1	XP_013618725.1
OG0002234	ESY6_g46090_DN3_SP7_c0.t1	XP_013639476.1, XP_013593863.1, XP_013618350.1
OG0002235	ESY20_g13097_DN3_SP8_c0.t1	XP_013590154.1
OG0002235	ESY1_g10347_DN3_SP0_c0.t1	XP_013603404.1
OG0002236	ESY6_g46729_DN3_SP1_c0.t1	XP_013622163.1, XP_013613072.1
OG0002236	ESY13_g56503_DN3_SP0_c0.t1	XP_013596687.1
OG0002237	ESY4_g23055_DN3_SP0_c0.t1	XP_013626298.1, XP_013635531.1, XP_013595581.1, XP_013584464.1
OG0002238	ESY11_g54204_DN3_SP8_c0.t1	XP_013625224.1, XP_013638535.1
OG0002240	ESY9_g43964_DN2_SP0_c0.t1	XP_013629934.1, XP_013636361.1, XP_013631604.1
OG0002241	ESY16_g61705_DN3_SP8_c0.t1	XP_013637728.1, XP_013584023.1
OG0002241	ESY9_g43892_DN3_SP8_c0.t1	XP_013631430.1
OG0002242	ESY6_g50349_DN2_SP0_c0.t1	XP_013597539.1
OG0002242	ESY1_g9887_DN1_SP0_c0.t1	XP_013604172.1
OG0002243	ESY7_g18520_DN3_SP8_c0.t1	XP_013608504.1, XP_013613366.1
OG0002243	ESY6_g49444_DN3_SP1_c0.t1	XP_013629531.1
OG0002244	ESY6_g49594_DN3_SP0_c0.t1	XP_013596091.1
OG0002245	ESY9_g45406_DN3_SP0_c0.t1, ESY12_g52075_DN3_SP0_c0.t1	XP_013634904.1, XP_013635997.1
OG0002246	ESY6_g49191_DN3_SP7_c0.t1, ESY1_g6817_DN3_SP6_c0.t1	XP_013626213.1, XP_013609396.1, XP_013618546.1
OG0002247	ESY6_g49168_DN2_SP0_c0.t1	XP_013625794.1, XP_013619203.1, XP_013614942.1
OG0002249	ESY6_g48818_DN3_SP8_c0.t1	XP_013625749.1, XP_013607254.1, XP_013619220.1
OG0002250	ESY6_g48628_DN3_SP0_c0.t1	XP_013608274.1, XP_013618313.1
OG0002250	ESY3_g32626_DN3_SP0_c0.t1	XP_013625332.1
OG0002251	ESY6_g48469_DN3_SP2_c0.t1	XP_013612023.1, XP_013621631.1, XP_013599977.1
OG0002252	ESY13_g55958_DN3_SP7_p0.t1	XP_013597958.1
OG0002252	ESY6_g48283_DN3_SP7_c32.t1	XP_013619695.1
OG0002253	ESY6_g47943_DN3_SP8_c0.t1	XP_013612702.1
OG0002253	ESY16_g62334_DN3_SP0_c0.t1	XP_013597674.1
OG0002254	ESY5_g5241_DN3_SP8_c0.t1	XP_013602914.1, XP_013584708.1, XP_013629649.1
OG0002255	ESY9_g43541_DN3_SP0_c0.t1	XP_013593458.1, XP_013612769.1
OG0002257	ESY3_g31186_DN2_SP0_c0.t1	XP_013587095.1
OG0002257	ESY7_g18929_DN3_SP0_c3.t1	XP_013606718.1
OG0002258	ESY9_g45327_DN3_SP2_c10.t1	XP_013632489.1, XP_013637629.1
OG0002258	ESY7_g19275_DN3_SP0_c8.t1	XP_013626863.1
OG0002260	ESY7_g19600_DN3_SP0_c0.t1	XP_013621494.1, XP_013630368.1, XP_013637431.1
OG0002261	ESY10_g13757_DN3_SP0_c0.t1	XP_013635763.1, XP_013615983.1, XP_013599376.1
OG0002262	ESY2_g36534_DN3_SP8_c0.t1	XP_013618822.1
OG0002262	ESY5_g2915_DN2_SP0_c0.t1	XP_013583805.1
OG0002263	ESY2_g36553_DN3_SP8_c0.t1	XP_013591545.1, XP_013591616.1
OG0002263	ESY5_g2930_DN3_SP6_c0.t1	XP_013604974.1, XP_013587434.1
OG0002264	ESY2_g36622_DN3_SP0_c0.t1	XP_013590161.1
OG0002264	ESY5_g2980_DN3_SP0_c0.t1	XP_013638166.1
OG0002265	ESY2_g35050_DN3_SP5_c0.t1	XP_013618458.1, XP_013591737.1, XP_013594719.1
OG0002266	ESY2_g35087_DN3_SP8_c11.t1	XP_013620768.1
OG0002266	ESY5_g2372_DN3_SP8_c11.t1	XP_013603640.1
OG0002267	ESY2_g34678_DN3_SP2_c0.t1	XP_013590060.1
OG0002267	ESY5_g2478_DN3_SP1_c0.t1	XP_013638852.1, XP_013594146.1
OG0002268	ESY2_g34776_DN2_SP0_c0.t1	XP_013614567.1, XP_013618187.1, XP_013590536.1, XP_013638795.1
OG0002269	ESY2_g36044_DN3_SP0_c0.t1	XP_013621385.1
OG0002269	ESY5_g4033_DN3_SP0_c0.t1	XP_013587194.1
OG0002270	ESY5_g4042_DN3_SP0_c0.t1	XP_013587536.1
OG0002270	ESY2_g36029_DN3_SP8_c0.t1	XP_013621486.1
OG0002271	ESY1_g11956_DN3_SP0_c0.t1	XP_013631978.1
OG0002271	ESY2_g36337_DN2_SP0_c0.t1	XP_013588736.1
OG0002272	ESY3_g30211_DN3_SP0_c12.t1	XP_013638431.1
OG0002272	ESY2_g36303_DN2_SP0_c25.t1	XP_013592273.1
OG0002273	ESY3_g30227_DN3_SP7_c0.t1	XP_013638182.1
OG0002273	ESY2_g36285_DN3_SP8_c0.t1	XP_013629928.1
OG0002274	ESY3_g28483_DN3_SP8_c0.t1	XP_013599301.1
OG0002274	ESY22_g40388_DN3_SP8_c0.t1	XP_013628850.1, XP_013637311.1
OG0002275	ESY10_g14448_DN2_SP0_c0.t1	XP_013614139.1
OG0002275	ESY22_g40543_DN3_SP0_c0.t1	XP_013599786.1
OG0002276	ESY2_g35928_DN3_SP8_c0.t1	XP_013587906.1
OG0002276	ESY5_g4257_DN3_SP8_c0.t1	XP_013613970.1
OG0002277	ESY2_g35367_DN3_SP8_c0.t1	XP_013589842.1, XP_013590290.1, XP_013613940.1
OG0002278	ESY11_g54956_DN3_SP7_c0.t1	XP_013603158.1, XP_013602721.1
OG0002279	ESY4_g24182_DN3_SP0_c0.t1	XP_013608206.1, XP_013605671.1
OG0002280	ESY8_g60295_DN2_SP0_c0.t1	XP_013634818.1
OG0002280	ESY21_g55828_DN2_SP0_c36.t1	XP_013596763.1, XP_013610634.1
OG0002281	ESY10_g13712_DN3_SP0_c0.t1	XP_013596134.1, XP_013616168.1
OG0002281	ESY8_g60233_DN3_SP0_c0.t1	XP_013590071.1
OG0002283	ESY3_g29398_DN3_SP0_c0.t1	XP_013613424.1
OG0002283	ESY2_g37569_DN3_SP8_c0.t1	XP_013622283.1, XP_013587794.1
OG0002284	ESY2_g37092_DN3_SP8_c0.t1	XP_013590014.1
OG0002284	ESY3_g30007_DN3_SP7_c0.t1	XP_013622152.1, XP_013592575.1
OG0002285	ESY6_g49675_DN3_SP2_c0.t1	XP_013636651.1, XP_013632338.1
OG0002285	ESY1_g5818_DN3_SP2_c0.t1	XP_013631782.1
OG0002286	ESY2_g37895_DN1_SP0_c0.t1	XP_013629840.1, XP_013623926.1, XP_013635351.1
OG0002287	ESY16_g61495_DN3_SP0_c0.t1	XP_013614117.1
OG0002287	ESY9_g44020_DN3_SP8_c0.t1	XP_013632152.1, XP_013631989.1
OG0002288	ESY10_g15008_DN3_SP0_c0.t1	XP_013619106.1
OG0002288	ESY9_g42527_DN2_SP0_c0.t1	XP_013593733.1
OG0002289	ESY9_g42432_DN3_SP6_c0.t1	XP_013595934.1, XP_013605741.1
OG0002289	ESY10_g14807_DN3_SP0_c0.t1	XP_013593621.1
OG0002290	ESY3_g31128_DN3_SP0_c0.t1	XP_013585188.1, XP_013593382.1
OG0002291	ESY1_g9990_DN3_SP0_c0.t1	XP_013589299.1, XP_013596898.1
OG0002291	ESY7_g18824_DN2_SP0_c0.t1	XP_013603314.1
OG0002292	ESY1_g12100_DN3_SP0_c0.t1, ESY1_g12108_DN2_SP0_c0.t1, ESY1_g9865_DN3_SP0_c0.t1, ESY1_g9864_DN3_SP0_c0.t1	XP_013596535.1, XP_013595034.1
OG0002293	ESY23_g85_DN3_SP0_c0.t1	XP_013596159.1
OG0002293	ESY6_g46142_DN3_SP0_c0.t1	XP_013619787.1
OG0002294	ESY7_g16648_DN3_SP3_c0.t1	XP_013613592.1
OG0002294	ESY9_g43259_DN3_SP4_c0.t1	XP_013621757.1, XP_013609819.1
OG0002295	ESY19_g41355_DN3_SP0_c0.t1	XP_013626203.1
OG0002295	ESY5_g2833_DN2_SP0_c0.t1	XP_013584381.1
OG0002296	ESY16_g61536_DN3_SP8_c0.t1	XP_013622222.1, XP_013601322.1
OG0002297	ESY1_g12544_DN2_SP0_c13.t1, ESY1_g12543_DN3_SP0_c0.t1, ESY1_g10278_DN3_SP0_c0.t1	XP_013636060.1, XP_013591514.1
OG0002298	ESY12_g51800_DN3_SP8_c0.t1	XP_013636400.1
OG0002298	ESY1_g12257_DN3_SP8_c0.t1	XP_013600084.1, XP_013589399.1
OG0002299	ESY1_g11724_DN3_SP4_c0.t1	XP_013602544.1
OG0002299	ESY12_g51147_DN3_SP0_c0.t1	XP_013633444.1
OG0002300	ESY1_g10524_DN3_SP1_c0.t1	XP_013601985.1, XP_013635768.1, XP_013588190.1
OG0002302	ESY9_g45533_DN3_SP8_c0.t1	XP_013628443.1, XP_013635362.1
OG0002302	ESY1_g10766_DN3_SP8_c0.t1	XP_013636150.1
OG0002303	ESY1_g10801_DN3_SP6_c0.t1	XP_013604777.1
OG0002303	ESY9_g45478_DN3_SP0_c0.t1	XP_013633421.1
OG0002304	ESY5_g2829_DN3_SP8_c0.t1	XP_013586637.1, XP_013604718.1, XP_013604651.1
OG0002305	ESY4_g26918_DN3_SP7_c0.t1	XP_013622582.1
OG0002305	ESY2_g34518_DN3_SP8_c0.t1	XP_013618436.1, XP_013590309.1
OG0002306	ESY5_g4897_DN3_SP6_c0.t1	XP_013586852.1
OG0002306	ESY7_g16124_DN3_SP8_c0.t1	XP_013608887.1
OG0002307	ESY8_g59821_DN3_SP8_c9.t1	XP_013614558.1
OG0002307	ESY4_g26798_DN3_SP7_c0.t1	XP_013598081.1
OG0002308	ESY4_g26678_DN3_SP0_c0.t1, ESY4_g26679_DN3_SP0_c0.t1	XP_013594675.1
OG0002308	ESY8_g59702_DN3_SP8_c0.t1	XP_013637566.1
OG0002309	ESY14_g21119_DN3_SP8_c0.t1	XP_013592802.1, XP_013603687.1
OG0002310	ESY18_g64077_DN3_SP0_c60.t1	XP_013612418.1, XP_013607978.1, XP_013627196.1, XP_013623417.1
OG0002311	ESY2_g38054_DN3_SP0_c0.t1, ESY2_g35430_DN3_SP0_c0.t1, ESY2_g35933_DN3_SP0_c0.t1	XP_013625092.1
OG0002312	ESY9_g42460_DN3_SP5_c0.t1, ESY9_g42459_DN3_SP4_c0.t1	XP_013600577.1, XP_013607076.1, XP_013598917.1
OG0002313	ESY3_g31434_DN3_SP7_c0.t1	XP_013585555.1, XP_013596346.1, XP_013614017.1
OG0002314	ESY2_g35120_DN2_SP0_c0.t1, ESY2_g35127_DN2_SP0_c0.t1, ESY2_g35121_DN3_SP0_c0.t1, ESY2_g35138_DN2_SP0_c0.t1, ESY2_g35135_DN2_SP0_c0.t1, ESY2_g35131_DN2_SP0_c0.t1, ESY2_g35123_DN3_SP0_c0.t1	XP_013620027.1
OG0002314	ESY2_g35139_DN3_SP0_c0.t1	XP_013595799.1, XP_013616459.1, XP_013617840.1, XP_013616460.1
OG0002315	ESY2_g38032_DN3_SP8_c0.t1	XP_013629647.1, XP_013609209.1, XP_013604895.1
OG0002316	ESY2_g38006_DN3_SP7_c0.t1	XP_013604278.1
OG0002316	ESY3_g29756_DN3_SP8_c0.t1	XP_013637774.1
OG0002317	ESY2_g37994_DN2_SP0_c0.t1	XP_013604575.1
OG0002317	ESY3_g29748_DN3_SP8_c0.t1	XP_013609114.1, XP_013586245.1
OG0002318	ESY3_g29689_DN3_SP0_c0.t1	XP_013638993.1
OG0002318	ESY2_g37927_DN2_SP0_c0.t1	XP_013591061.1
OG0002320	ESY5_g5530_DN3_SP5_c0.t1, ESY5_g5531_DN3_SP5_c0.t1	XP_013585400.1, XP_013604695.1
OG0002321	ESY5_g5525_DN3_SP0_c0.t1	XP_013585831.1
OG0002321	ESY20_g12985_DN3_SP8_c0.t1	XP_013606767.1, XP_013628270.1
OG0002322	ESY20_g12949_DN3_SP8_c0.t1	XP_013628090.1, XP_013609608.1
OG0002324	ESY5_g4514_DN3_SP3_c0.t1, ESY5_g4516_DN3_SP4_c0.t1	XP_013600458.1, XP_013583870.1, XP_013599856.1
OG0002325	ESY5_g3208_DN3_SP2_c0.t1	XP_013586820.1, XP_013605063.1
OG0002326	ESY5_g3448_DN3_SP7_c0.t1	XP_013600256.1
OG0002326	ESY2_g34057_DN3_SP7_c0.t1	XP_013613147.1
OG0002327	ESY10_g14433_DN3_SP8_c0.t1	XP_013608824.1, XP_013618079.1
OG0002327	ESY5_g2818_DN3_SP8_c0.t1	XP_013583942.1
OG0002328	ESY5_g3027_DN3_SP1_c0.t1	XP_013587619.1
OG0002328	ESY2_g36666_DN3_SP7_c0.t1	XP_013588119.1, XP_013618639.1
OG0002329	ESY5_g3037_DN3_SP8_c0.t1	XP_013600227.1, XP_013638772.1
OG0002329	ESY2_g36686_DN3_SP8_c0.t1	XP_013588295.1
OG0002330	ESY5_g4320_DN3_SP8_c0.t1	XP_013587702.1
OG0002330	ESY2_g35839_DN3_SP7_c0.t1	XP_013591926.1
OG0002331	ESY5_g4202_DN3_SP7_c0.t1	XP_013587214.1, XP_013602822.1, XP_013602103.1
OG0002332	ESY2_g34983_DN3_SP5_c0.t1	XP_013600269.1
OG0002332	ESY5_g4154_DN3_SP6_c0.t1	XP_013638483.1
OG0002333	ESY2_g35770_DN3_SP2_c0.t1	XP_013590349.1
OG0002333	ESY5_g2278_DN3_SP3_c0.t1	XP_013602503.1
OG0002334	ESY5_g1924_DN3_SP8_c0.t1	XP_013604470.1
OG0002334	ESY2_g35536_DN3_SP3_c0.t1	XP_013620451.1
OG0002335	ESY5_g1762_DN3_SP0_c0.t1	XP_013584288.1
OG0002335	ESY2_g35488_DN3_SP0_c0.t1	XP_013590401.1
OG0002336	ESY2_g33724_DN3_SP0_c0.t1	XP_013634555.1, XP_013610302.1
OG0002336	ESY2_g33722_DN3_SP0_c0.t1	XP_013610636.1, XP_013635017.1
OG0002337	ESY2_g34036_DN3_SP0_c0.t1, ESY2_g34037_DN3_SP0_c0.t1	XP_013608663.1
OG0002338	ESY10_g14782_DN3_SP0_c0.t1	XP_013610472.1, XP_013598862.1, XP_013610808.1
OG0002339	ESY4_g25409_DN3_SP4_c0.t1	XP_013612431.1, XP_013598682.1, XP_013629787.1
OG0002340	ESY4_g25562_DN3_SP0_c0.t1	XP_013628788.1, XP_013598161.1
OG0002341	ESY4_g25848_DN2_SP0_c0.t1	XP_013595169.1, XP_013624905.1
OG0002341	ESY4_g25844_DN3_SP0_c0.t1	XP_013624904.1
OG0002342	ESY33_g12637_DN3_SP0_c0.t1	XP_013597736.1, XP_013612605.1
OG0002343	ESY4_g24930_DN3_SP8_c0.t1	XP_013603983.1, XP_013599138.1
OG0002343	ESY8_g59411_DN3_SP8_c0.t1	XP_013600090.1
OG0002344	ESY4_g24927_DN3_SP8_c0.t1	XP_013597323.1
OG0002344	ESY8_g59413_DN3_SP8_c0.t1	XP_013599493.1
OG0002345	ESY4_g24802_DN3_SP1_c0.t1	XP_013602519.1, XP_013621975.1, XP_013593702.1
OG0002346	ESY6_g48060_DN3_SP2_c0.t1	XP_013623060.1
OG0002346	ESY16_g62467_DN3_SP3_c0.t1	XP_013599294.1, XP_013614736.1
OG0002352	ESY4_g24623_DN3_SP0_c0.t1	XP_013626287.1
OG0002352	ESY4_g24622_DN3_SP0_c0.t1, ESY4_g24621_DN3_SP0_c0.t1	XP_013596762.1, XP_013598586.1
OG0002353	ESY7_g17176_DN3_SP0_c0.t1	XP_013633048.1, XP_013606754.1
OG0002353	ESY3_g32339_DN3_SP1_c0.t1	XP_013585273.1
OG0002355	ESY7_g17226_DN3_SP0_c0.t1	XP_013620486.1
OG0002356	ESY7_g17268_DN3_SP8_c0.t1	XP_013611059.1, XP_013628546.1
OG0002356	ESY3_g32405_DN3_SP6_c0.t1	XP_013621970.1
OG0002358	ESY3_g32535_DN2_SP0_c0.t1	XP_013586124.1, XP_013628508.1
OG0002358	ESY7_g17429_DN2_SP0_c0.t1	XP_013620598.1, XP_013611591.1
OG0002359	ESY7_g17463_DN1_SP4_c0.t1	XP_013626720.1, XP_013610594.1
OG0002359	ESY3_g32570_DN2_SP6_c0.t1	XP_013626309.1, XP_013584200.1
OG0002360	ESY7_g18400_DN2_SP0_c0.t1	XP_013611772.1, XP_013625181.1, XP_013584022.1, XP_013626509.1
OG0002361	ESY6_g49993_DN3_SP0_c0.t1	XP_013596800.1
OG0002361	ESY7_g18108_DN3_SP0_c0.t1	XP_013610999.1
OG0002362	ESY6_g50605_DN3_SP8_c0.t1	XP_013620675.1
OG0002362	ESY7_g17938_DN3_SP0_c0.t1	XP_013606249.1
OG0002363	ESY7_g17776_DN3_SP8_c0.t1	XP_013629316.1, XP_013613244.1
OG0002363	ESY6_g49647_DN3_SP7_c0.t1	XP_013625413.1
OG0002364	ESY6_g50155_DN3_SP8_c0.t1	XP_013611203.1, XP_013597529.1
OG0002364	ESY7_g18705_DN3_SP8_c0.t1	XP_013606545.1
OG0002365	ESY7_g18615_DN3_SP0_c0.t1, ESY7_g18620_DN3_SP0_c0.t1	XP_013620318.1, XP_013618017.1, XP_013636194.1
OG0002366	ESY20_g13321_DN3_SP0_c0.t1	XP_013627256.1
OG0002366	ESY20_g13319_DN3_SP0_c0.t1	XP_013627218.1
OG0002367	ESY8_g58810_DN3_SP0_c0.t1	XP_013614183.1
OG0002368	ESY5_g4869_DN3_SP8_c0.t1	XP_013583900.1
OG0002368	ESY20_g12679_DN3_SP2_c0.t1	XP_013631527.1
OG0002369	ESY20_g12911_DN3_SP2_c0.t1	XP_013606589.1
OG0002369	ESY5_g5050_DN3_SP0_c0.t1	XP_013604528.1, XP_013584453.1
OG0002370	ESY8_g58121_DN3_SP8_c0.t1	XP_013608569.1, XP_013597906.1
OG0002370	ESY5_g5062_DN3_SP8_c0.t1	XP_013602198.1
OG0002371	ESY5_g5143_DN3_SP0_c0.t1	XP_013639092.1
OG0002371	ESY8_g58208_DN3_SP0_c0.t1	XP_013619561.1
OG0002372	ESY13_g56682_DN3_SP2_c0.t1, ESY13_g56696_DN3_SP4_c0.t1	XP_013599860.1, XP_013600199.1, XP_013599847.1
OG0002373	ESY5_g5264_DN2_SP0_c0.t1	XP_013595130.1
OG0002374	ESY16_g62008_DN3_SP0_c0.t1	XP_013594594.1
OG0002375	ESY10_g14193_DN3_SP8_c0.t1	XP_013616606.1, XP_013607224.1
OG0002377	ESY6_g49134_DN3_SP8_c0.t1	XP_013615217.1, XP_013618469.1, XP_013628206.1, XP_013613344.1
OG0002378	ESY6_g49042_DN3_SP3_c0.t1	XP_013618670.1, XP_013625908.1
OG0002379	ESY1_g8235_DN3_SP8_c0.t1	XP_013630663.1
OG0002379	ESY6_g48683_DN3_SP8_c0.t1	XP_013616474.1, XP_013606755.1
OG0002380	ESY4_g24903_DN3_SP8_c0.t1, ESY6_g48379_DN3_SP4_c0.t1	XP_013597783.1, XP_013628664.1
OG0002381	ESY6_g48030_DN3_SP8_c0.t1	XP_013630254.1, XP_013605212.1, XP_013610899.1
OG0002382	ESY6_g47906_DN3_SP8_c0.t1	XP_013615605.1, XP_013609499.1
OG0002382	ESY16_g62293_DN3_SP0_c0.t1	XP_013638058.1
OG0002383	ESY16_g62197_DN3_SP6_c0.t1	XP_013600792.1, XP_013598475.1
OG0002385	ESY3_g31243_DN3_SP6_c0.t1	XP_013609412.1, XP_013637918.1, XP_013630766.1, XP_013639082.1
OG0002386	ESY3_g31116_DN3_SP0_c16.t1, ESY3_g31115_DN3_SP0_c18.t1	XP_013638721.1
OG0002386	ESY7_g19056_DN3_SP0_c0.t1	XP_013625933.1
OG0002387	ESY7_g19172_DN3_SP0_c0.t1	XP_013612368.1
OG0002387	ESY3_g31054_DN3_SP0_c0.t1	XP_013638779.1
OG0002388	ESY8_g60053_DN3_SP0_c0.t1	XP_013636984.1
OG0002388	ESY2_g33327_DN3_SP0_c31.t1	XP_013611252.1
OG0002389	ESY2_g36799_DN3_SP8_c0.t1	XP_013585663.1, XP_013591304.1, XP_013589980.1
OG0002390	ESY2_g34600_DN3_SP8_c0.t1	XP_013591732.1, XP_013603643.1
OG0002391	ESY2_g34632_DN3_SP0_c0.t1	XP_013616634.1, XP_013592634.1, XP_013588291.1
OG0002392	ESY2_g34763_DN3_SP8_c0.t1	XP_013592116.1
OG0002392	ESY5_g3935_DN3_SP8_c0.t1	XP_013637670.1
OG0002393	ESY4_g25355_DN3_SP1_c0.t1	XP_013598728.1, XP_013639161.1
OG0002393	ESY11_g54069_DN3_SP2_c0.t1	XP_013595814.1
OG0002394	ESY4_g26142_DN3_SP7_c0.t1	XP_013594360.1
OG0002394	ESY11_g54158_DN3_SP8_c0.t1	XP_013627426.1, XP_013609057.1
OG0002395	ESY2_g36394_DN3_SP0_c0.t1	XP_013587965.1, XP_013611066.1, XP_013628951.1
OG0002396	ESY3_g30270_DN3_SP8_c0.t1	XP_013630013.1, XP_013585367.1
OG0002397	ESY3_g30308_DN3_SP7_c0.t1	XP_013584616.1
OG0002397	ESY2_g36234_DN3_SP7_c0.t1	XP_013590636.1
OG0002398	ESY2_g36934_DN3_SP8_c0.t1	XP_013587918.1, XP_013592792.1, XP_013622211.1
OG0002399	ESY11_g54937_DN3_SP0_c0.t1, ESY11_g53785_DN3_SP0_c0.t1	XP_013627240.1
OG0002399	ESY16_g62280_DN3_SP0_c0.t1	XP_013627075.1
OG0002400	ESY2_g36974_DN3_SP0_c0.t1	XP_013596478.1, XP_013590162.1, XP_013621872.1, XP_013588375.1
OG0002401	ESY1_g10454_DN3_SP8_c0.t1, ESY1_g10458_DN3_SP5_c0.t1	XP_013637225.1, XP_013604513.1
OG0002402	ESY17_g39686_DN3_SP0_c0.t1	XP_013631383.1
OG0002402	ESY3_g27487_DN3_SP0_c9.t1	XP_013596808.1
OG0002403	ESY3_g27571_DN3_SP0_c22.t1	XP_013636143.1, XP_013597569.1, XP_013628446.1
OG0002404	ESY15_g65673_DN3_SP0_c0.t1	XP_013603794.1, XP_013635508.1
OG0002404	ESY3_g28085_DN3_SP6_c0.t1	XP_013597327.1
OG0002405	ESY10_g14554_DN3_SP1_c0.t1	XP_013603042.1, XP_013636581.1, XP_013605723.1, XP_013636580.1, XP_013605791.1
OG0002406	ESY22_g40754_DN3_SP8_c0.t1	XP_013614285.1
OG0002407	ESY22_g40910_DN3_SP7_c0.t1	XP_013637663.1
OG0002407	ESY3_g28771_DN3_SP5_c0.t1	XP_013583652.1
OG0002408	ESY5_g4261_DN1_SP0_c0.t1	XP_013613969.1
OG0002408	ESY2_g35909_DN2_SP0_c0.t1	XP_013587876.1
OG0002409	ESY5_g4247_DN3_SP3_c0.t1	XP_013590885.1, XP_013603333.1, XP_013602289.1
OG0002410	ESY2_g34955_DN3_SP8_c0.t1	XP_013592033.1, XP_013591349.1
OG0002411	ESY5_g4159_DN3_SP0_c0.t1	XP_013602043.1, XP_013600635.1
OG0002411	ESY2_g34969_DN3_SP3_c0.t1	XP_013590427.1
OG0002412	ESY5_g4139_DN3_SP0_c0.t1	XP_013605191.1
OG0002412	ESY2_g35007_DN3_SP0_c0.t1	XP_013592641.1, XP_013589727.1
OG0002413	ESY2_g34447_DN3_SP8_c0.t1	XP_013591686.1, XP_013620695.1, XP_013592021.1
OG0002414	ESY2_g34432_DN3_SP8_c0.t1	XP_013595991.1, XP_013585930.1, XP_013625278.1
OG0002415	ESY2_g34425_DN3_SP1_c6.t1	XP_013591499.1, XP_013591669.1, XP_013587375.1
OG0002417	ESY5_g1291_DN3_SP4_c0.t1	XP_013613945.1
OG0002417	ESY2_g35378_DN3_SP8_c0.t1	XP_013619073.1
OG0002418	ESY2_g35351_DN1_SP0_c0.t1	XP_013616224.1
OG0002418	ESY2_g35383_DN2_SP0_c0.t1	XP_013621562.1
OG0002419	ESY11_g54913_DN3_SP7_c0.t1	XP_013604854.1, XP_013586327.1, XP_013609660.1, XP_013593522.1
OG0002420	ESY8_g60112_DN3_SP0_c0.t1	XP_013634848.1
OG0002420	ESY2_g33450_DN3_SP6_c0.t1	XP_013612689.1, XP_013612832.1
OG0002421	ESY2_g34202_DN3_SP8_c0.t1	XP_013633953.1, XP_013608960.1, XP_013636301.1
OG0002422	ESY21_g55668_DN3_SP8_c0.t1	XP_013596226.1, XP_013610691.1, XP_013618574.1
OG0002422	ESY8_g60339_DN3_SP4_c0.t1	XP_013633202.1
OG0002423	ESY5_g3867_DN3_SP7_c45.t1	XP_013604683.1, XP_013604984.1, XP_013601052.1, XP_013613427.1
OG0002424	ESY2_g34582_DN3_SP0_c0.t1	XP_013631648.1
OG0002425	ESY10_g15259_DN3_SP6_c0.t1	XP_013620301.1
OG0002425	ESY9_g42676_DN3_SP7_c0.t1	XP_013599052.1, XP_013596986.1
OG0002426	ESY7_g16796_DN2_SP0_c0.t1	XP_013612448.1, XP_013620718.1
OG0002426	ESY9_g42886_DN3_SP0_c0.t1	XP_013598511.1
OG0002427	ESY3_g32042_DN3_SP0_c0.t1	XP_013624727.1, XP_013626815.1, XP_013599211.1
