Orthogroup	Euclidium_syriacum	Arabidopsis_arenosa
OG0001742	ESY5_g2077_DN3_SP6_c0.t1	jg30906
OG0001743	ESY5_g1927_DN3_SP8_c0.t1	jg30950
OG0001743	ESY2_g35538_DN3_SP6_c0.t1	jg2641
OG0001745	ESY4_g26717_DN3_SP7_c0.t1	jg8475
OG0001745	ESY8_g59719_DN3_SP2_c0.t1	jg16650
OG0001746	ESY8_g59696_DN3_SP2_c0.t1	jg16670
OG0001746	ESY4_g26644_DN3_SP1_c0.t1	jg8512
OG0001747	ESY4_g26541_DN3_SP8_c0.t1	jg8576
OG0001747	ESY8_g59623_DN3_SP6_c0.t1	jg16752
OG0001748	ESY3_g29315_DN3_SP8_c0.t1	jg26145
OG0001748	ESY2_g37478_DN3_SP7_c0.t1	jg33174
OG0001750	ESY4_g24937_DN3_SP0_c0.t1	jg9238
OG0001750	ESY4_g24934_DN3_SP0_c0.t1	jg9080
OG0001751	ESY4_g24783_DN3_SP0_c0.t1	jg9301
OG0001755	ESY8_g59848_DN3_SP0_c0.t1	jg14245, jg14244
OG0001755	ESY10_g14173_DN3_SP0_c0.t1, ESY3_g30332_DN2_SP0_c0.t1	jg14243
OG0001756	ESY2_g38894_DN3_SP0_c36.t1	jg11201, jg11202, jg11200
OG0001757	ESY18_g64144_DN1_SP0_c19.t1, ESY17_g40123_DN3_SP0_c52.t1	jg12501
OG0001763	ESY7_g17152_DN3_SP6_c0.t1	jg24191, jg5588
OG0001764	ESY7_g17259_DN3_SP0_c9.t1	jg5503, jg24119
OG0001765	ESY7_g17303_DN3_SP8_c0.t1	jg5468
OG0001765	ESY3_g32442_DN3_SP8_c0.t1	jg24100
OG0001766	ESY7_g17317_DN3_SP0_c0.t1	jg5459, jg5461
OG0001766	ESY7_g17312_DN3_SP0_c0.t1	jg5457
OG0001768	ESY2_g35537_DN3_SP8_c18.t1	jg2640
OG0001768	ESY7_g17551_DN3_SP8_c7.t1	jg5309
OG0001769	ESY3_g32653_DN3_SP0_c0.t1	jg23924
OG0001769	ESY7_g17621_DN3_SP0_c0.t1	jg5257
OG0001770	ESY2_g36596_DN3_SP8_c0.t1	jg3709
OG0001770	ESY7_g17642_DN3_SP8_c0.t1	jg32275, jg5235
OG0001771	ESY16_g61881_DN3_SP0_c0.t1	jg31794
OG0001772	ESY7_g18057_DN3_SP8_c0.t1	jg4883
OG0001772	ESY6_g50474_DN3_SP7_c0.t1	jg23575
OG0001773	ESY6_g50506_DN3_SP0_c0.t1	jg23551
OG0001774	ESY7_g18632_DN3_SP0_c0.t1	jg4642
OG0001774	ESY6_g49567_DN3_SP4_c0.t1	jg23044
OG0001775	ESY7_g18566_DN3_SP0_c0.t1	jg4606
OG0001775	ESY6_g49481_DN3_SP0_c0.t1	jg23104
OG0001776	ESY5_g5202_DN3_SP0_c0.t1	jg28636
OG0001776	ESY8_g58346_DN3_SP0_c0.t1, ESY20_g13322_DN3_SP0_c0.t1	jg7872
OG0001777	ESY5_g4508_DN3_SP8_c0.t1	jg29106
OG0001777	ESY8_g58826_DN3_SP8_c0.t1	jg17904
OG0001778	ESY8_g58791_DN3_SP8_c0.t1	jg17945
OG0001778	ESY5_g4524_DN3_SP8_c0.t1	jg29095
OG0001779	ESY8_g58762_DN3_SP6_c0.t1	jg17975
OG0001779	ESY5_g4539_DN3_SP8_c0.t1	jg29091
OG0001780	ESY8_g58687_DN3_SP8_c0.t1	jg18058
OG0001781	ESY5_g4706_DN3_SP0_c0.t1	jg28966
OG0001781	ESY8_g58543_DN3_SP1_c0.t1	jg18177
OG0001782	ESY20_g12802_DN3_SP6_c0.t1	jg18414, jg26716
OG0001783	ESY8_g58172_DN3_SP8_c0.t1	jg20784
OG0001783	ESY5_g5156_DN3_SP4_c0.t1	jg28708
OG0001784	ESY13_g56757_DN3_SP8_c0.t1	jg9945
OG0001784	ESY6_g46333_DN3_SP3_c0.t1	jg21819
OG0001785	ESY6_g46664_DN3_SP7_c0.t1	jg21881
OG0001786	ESY11_g54640_DN3_SP0_c0.t1, ESY11_g54795_DN2_SP0_c0.t1	jg9917, jg9919, jg9918
OG0001787	ESY1_g6183_DN3_SP0_c0.t1	jg20966
OG0001787	ESY4_g25071_DN3_SP0_c0.t1	jg32681
OG0001788	ESY1_g5960_DN3_SP0_c0.t1	jg20936, jg7104, jg7134, jg7129
OG0001789	ESY4_g23650_DN3_SP8_c0.t1	jg31585
OG0001789	ESY1_g5701_DN3_SP8_c0.t1	jg18570
OG0001792	ESY6_g49799_DN3_SP0_c0.t1	jg23245, jg23247
OG0001793	ESY13_g57895_DN3_SP0_c0.t1, ESY13_g57899_DN3_SP0_c0.t1	jg31251, jg31252
OG0001794	ESY3_g32231_DN3_SP0_c8.t1, ESY8_g58204_DN3_SP0_c0.t1	jg14746
OG0001794	ESY6_g50052_DN3_SP0_c0.t1	jg6245
OG0001795	ESY3_g29156_DN2_SP0_c0.t1	jg6499, jg6500, jg26254
OG0001796	ESY12_g51522_DN3_SP0_c0.t1	jg14132
OG0001796	ESY4_g25310_DN3_SP0_c0.t1, ESY5_g4039_DN3_SP0_c0.t1	jg6016
OG0001797	ESY6_g49046_DN3_SP0_c0.t1	jg14141, jg6033
OG0001798	ESY6_g48919_DN3_SP6_c0.t1	jg14298, jg22983
OG0001799	ESY3_g30794_DN3_SP6_c0.t1	jg22926, jg22925
OG0001800	ESY6_g48682_DN3_SP8_c0.t1	jg14469, jg22842
OG0001801	ESY6_g48272_DN3_SP0_c0.t1	jg22538, jg22537, jg22536, jg22539
OG0001802	ESY6_g48108_DN3_SP0_c0.t1	jg22432
OG0001802	ESY16_g62488_DN3_SP2_c0.t1	jg9790
OG0001803	ESY3_g31314_DN2_SP0_c0.t1	jg25131
OG0001803	ESY7_g18753_DN2_SP0_c0.t1	jg4424
OG0001804	ESY7_g18878_DN3_SP8_c0.t1	jg4325
OG0001804	ESY11_g54359_DN3_SP1_c0.t1	jg28056
OG0001805	ESY3_g31109_DN3_SP8_c0.t1	jg24993
OG0001805	ESY7_g19078_DN3_SP8_c0.t1	jg4202
OG0001806	ESY3_g31066_DN3_SP7_c0.t1	jg24964
OG0001806	ESY7_g19155_DN3_SP5_c0.t1	jg4164
OG0001807	ESY7_g19160_DN3_SP0_c0.t1	jg4160
OG0001807	ESY3_g31060_DN3_SP8_c0.t1	jg24961
OG0001808	ESY3_g30988_DN3_SP0_c0.t1	jg24904, jg4050
OG0001809	ESY10_g13720_DN3_SP8_c18.t1	jg13459
OG0001809	ESY8_g60227_DN3_SP8_c18.t1	jg12695
OG0001810	ESY4_g26200_DN3_SP0_c0.t1, ESY4_g26202_DN3_SP0_c0.t1, ESY4_g26199_DN3_SP0_c0.t1, ESY4_g26193_DN3_SP0_c0.t1	jg8702, jg8703, jg8701
OG0001811	ESY5_g4365_DN3_SP0_c0.t1	jg30236
OG0001811	ESY2_g36101_DN3_SP0_c0.t1	jg3520
OG0001812	ESY9_g43988_DN3_SP0_c0.t1, ESY1_g5709_DN3_SP0_c0.t1	jg3355
OG0001812	ESY5_g2486_DN3_SP0_c0.t1	jg30675
OG0001813	ESY2_g34689_DN3_SP8_c0.t1	jg3348, jg30660
OG0001814	ESY2_g34702_DN3_SP5_c0.t1	jg3333
OG0001814	ESY5_g2551_DN3_SP8_c0.t1	jg30651
OG0001815	ESY2_g34792_DN3_SP0_c0.t1	jg3264
OG0001815	ESY5_g3957_DN3_SP0_c0.t1	jg30558
OG0001816	ESY1_g12039_DN3_SP0_c34.t1	jg2842, jg2843
OG0001818	ESY5_g4078_DN3_SP5_c0.t1	jg30462
OG0001818	ESY2_g35979_DN3_SP0_c0.t1	jg3163, jg3164
OG0001819	ESY11_g54062_DN2_SP0_c0.t1	jg27886
OG0001819	ESY4_g25361_DN2_SP0_c0.t1	jg8796
OG0001820	ESY4_g26127_DN3_SP5_c0.t1	jg8733
OG0001820	ESY11_g54152_DN1_SP0_c0.t1	jg27922
OG0001821	ESY9_g44393_DN3_SP5_c0.t1	jg18776
OG0001821	ESY1_g10502_DN3_SP8_c0.t1	jg15217
OG0001822	ESY10_g13907_DN3_SP8_c0.t1	jg13341, jg18822
OG0001823	ESY2_g37888_DN3_SP0_c0.t1	jg11131
OG0001824	ESY2_g35879_DN3_SP8_c0.t1	jg2943
OG0001824	ESY5_g4279_DN3_SP0_c0.t1	jg30298
OG0001825	ESY6_g47895_DN2_SP0_c0.t1, ESY6_g47892_DN3_SP0_c0.t1, ESY6_g47900_DN1_SP0_c0.t1, ESY6_g47894_DN3_SP0_c0.t1, ESY5_g2062_DN3_SP0_c0.t1, ESY6_g47898_DN2_SP0_c0.t1	jg22285
OG0001826	ESY2_g34962_DN3_SP0_c0.t1	jg3090
OG0001826	ESY5_g4165_DN3_SP0_c0.t1	jg30392
OG0001827	ESY4_g24300_DN3_SP8_c0.t1	jg9518
OG0001827	ESY11_g54705_DN3_SP0_c0.t1	jg28180
OG0001828	ESY2_g35424_DN3_SP8_c0.t1	jg31077, jg2539
OG0001829	ESY9_g42647_DN2_SP0_c0.t1	jg10755
OG0001829	ESY10_g15145_DN2_SP0_c0.t1	jg20453
OG0001830	ESY9_g42880_DN3_SP8_c0.t1	jg20541, jg10668
OG0001831	ESY5_g4529_DN3_SP0_c40.t1, ESY5_g4530_DN3_SP0_c38.t1	jg29070, jg29093
OG0001832	ESY3_g29094_DN3_SP4_c0.t1	jg26313
OG0001832	ESY2_g37230_DN3_SP8_c0.t1	jg33328
OG0001833	ESY3_g30000_DN3_SP8_c0.t1	jg25659
OG0001833	ESY2_g37103_DN3_SP8_c0.t1	jg33407
OG0001834	ESY6_g48268_DN3_SP3_c9.t1	jg18537
OG0001834	ESY6_g46814_DN3_SP5_c0.t1	jg21940
OG0001835	ESY3_g31279_DN3_SP0_c0.t1	jg10809
OG0001836	ESY7_g18778_DN3_SP0_c9.t1	jg17976
OG0001836	ESY7_g18892_DN3_SP0_c9.t1	jg4532
OG0001836	ESY5_g4540_DN3_SP3_c0.t1	jg29090
OG0001837	ESY4_g25768_DN3_SP3_c0.t1	jg27574, jg8956
OG0001838	ESY11_g53957_DN3_SP8_c0.t1	jg27834
OG0001838	ESY4_g25432_DN3_SP8_c0.t1	jg8821
OG0001839	ESY23_g236_DN3_SP0_c0.t1	jg10110, jg7468
OG0001840	ESY26_g42343_DN3_SP3_c0.t1	jg10236
OG0001840	ESY18_g63073_DN3_SP7_c0.t1	jg7597
OG0001841	ESY11_g54669_DN2_SP0_c0.t1	jg10579
OG0001842	ESY5_g5192_DN3_SP0_c0.t1	jg28643
OG0001842	ESY9_g43335_DN3_SP0_c0.t1, ESY9_g45710_DN2_SP0_c0.t1	jg10535
OG0001843	ESY7_g16519_DN3_SP8_c0.t1	jg7806
OG0001843	ESY9_g43295_DN1_SP0_c0.t1, ESY9_g43412_DN3_SP6_c0.t1	jg10460
OG0001844	ESY7_g16427_DN2_SP0_c0.t1	jg7761
OG0001844	ESY9_g43630_DN3_SP0_c0.t1	jg10406
OG0001845	ESY5_g3082_DN3_SP7_c0.t1	jg29176
OG0001845	ESY9_g42712_DN3_SP0_c0.t1, ESY7_g17685_DN3_SP0_c0.t1, ESY11_g54685_DN3_SP0_c0.t1, ESY9_g42711_DN3_SP0_c0.t1	jg33024
OG0001846	ESY77_g64221_DN3_SP0_c0.t1, ESY1_g11748_DN3_SP0_c0.t1	jg15673
OG0001846	ESY12_g51126_DN3_SP7_c0.t1	jg19419
OG0001847	ESY12_g52256_DN3_SP8_c0.t1	jg20180
OG0001848	ESY12_g51379_DN2_SP2_c0.t1	jg16280, jg20106
OG0001849	ESY1_g12133_DN3_SP0_c0.t1	jg16122
OG0001849	ESY12_g51946_DN3_SP0_c0.t1	jg19903
OG0001850	ESY1_g12027_DN3_SP0_c0.t1, ESY1_g12028_DN3_SP0_c0.t1, ESY1_g12029_DN3_SP0_c0.t1	jg16086
OG0001850	ESY12_g52021_DN3_SP0_c0.t1, ESY3_g32258_DN3_SP0_c0.t1	jg19840
OG0001851	ESY1_g12002_DN3_SP8_c0.t1	jg16074
OG0001851	ESY12_g52058_DN3_SP0_c0.t1	jg19816
OG0001852	ESY1_g11976_DN3_SP8_c0.t1	jg16066
OG0001852	ESY12_g52094_DN3_SP8_c0.t1	jg19785
OG0001853	ESY12_g52114_DN3_SP4_c0.t1	jg19769
OG0001853	ESY1_g11928_DN3_SP8_c0.t1	jg16052
OG0001854	ESY1_g11884_DN3_SP0_c4.t1	jg16020
OG0001854	ESY1_g11874_DN3_SP0_c3.t1	jg16018
OG0001855	ESY12_g51023_DN3_SP5_c0.t1, ESY12_g51063_DN2_SP0_c0.t1	jg19371
OG0001855	ESY1_g11822_DN3_SP0_c0.t1	jg15633
OG0001856	ESY9_g45605_DN3_SP1_c0.t1	jg19206
OG0001856	ESY1_g10704_DN3_SP0_c0.t1	jg15506
OG0001857	ESY1_g10867_DN2_SP0_c0.t1, ESY1_g10827_DN3_SP0_c0.t1	jg15410
OG0001858	ESY1_g11124_DN3_SP0_c0.t1	jg15264
OG0001858	ESY9_g44718_DN3_SP0_c0.t1	jg18853
OG0001859	ESY4_g26253_DN3_SP1_c0.t1	jg8680
OG0001859	ESY11_g54272_DN3_SP8_c0.t1	jg27993
OG0001860	ESY11_g54324_DN3_SP0_c0.t1, ESY20_g12919_DN3_SP2_c0.t1	jg28030
OG0001861	ESY2_g35304_DN3_SP0_c0.t1	jg1997
OG0001861	ESY3_g30088_DN3_SP0_c0.t1, ESY2_g35302_DN3_SP0_c0.t1, ESY2_g35301_DN3_SP0_c0.t1	jg2006
OG0001862	ESY7_g16050_DN3_SP0_c0.t1, ESY7_g16048_DN3_SP0_c0.t1, ESY7_g16054_DN3_SP0_c0.t1, ESY7_g16027_DN3_SP0_c0.t1, ESY7_g16017_DN3_SP0_c0.t1, ESY7_g16026_DN3_SP0_c0.t1, ESY7_g16055_DN3_SP0_c0.t1	jg7655, jg7654
OG0001863	ESY7_g16283_DN2_SP2_c0.t1	jg7710, jg7709, jg7706, jg7708
OG0001864	ESY8_g59646_DN3_SP0_c0.t1	jg16709
OG0001864	ESY4_g26583_DN3_SP0_c0.t1	jg8552
OG0001865	ESY14_g21401_DN3_SP0_c0.t1	jg32330
OG0001865	ESY19_g41765_DN3_SP0_c0.t1	jg7096, jg7149
OG0001866	ESY5_g3359_DN3_SP8_c0.t1	jg29348
OG0001866	ESY3_g30764_DN3_SP8_c12.t1	jg24772
OG0001867	ESY12_g51349_DN3_SP0_c0.t1	jg19569, jg19570
OG0001869	ESY5_g4853_DN3_SP8_c0.t1	jg30641
OG0001869	ESY12_g51299_DN1_SP0_c0.t1	jg19528
OG0001870	ESY11_g53727_DN3_SP0_c0.t1, ESY18_g63066_DN3_SP0_c0.t1	jg19450
OG0001870	ESY12_g51192_DN3_SP0_c0.t1	jg19453
OG0001870	ESY18_g62998_DN3_SP0_c0.t1	jg18657
OG0001870	ESY12_g51193_DN3_SP0_c0.t1	jg19452
OG0001871	ESY3_g32471_DN3_SP5_c0.t1	jg24077, jg24079, jg24078
OG0001872	ESY7_g16204_DN3_SP2_c0.t1	jg24542
OG0001872	ESY3_g28347_DN3_SP2_c0.t1	jg26612
OG0001873	ESY5_g2734_DN3_SP0_c0.t1	jg29872
OG0001873	ESY10_g14273_DN3_SP0_c0.t1	jg13127
OG0001874	ESY8_g59294_DN3_SP1_c0.t1	jg17160
OG0001875	ESY8_g60800_DN3_SP3_c0.t1	jg12535
OG0001875	ESY2_g34549_DN3_SP2_c0.t1	jg13709
OG0001876	ESY8_g60810_DN3_SP0_c0.t1	jg12520
OG0001877	ESY8_g61128_DN3_SP0_c0.t1	jg12343
OG0001877	ESY2_g35196_DN3_SP0_c0.t1	jg2216
OG0001878	ESY20_g12944_DN3_SP8_c0.t1	jg8204, jg28459
OG0001879	ESY5_g3526_DN3_SP4_c6.t1, ESY5_g3527_DN3_SP0_c13.t1	jg29470
OG0001879	ESY13_g56259_DN3_SP8_c0.t1	jg9863
OG0001880	ESY5_g3533_DN3_SP8_c7.t1	jg29476
OG0001880	ESY2_g33942_DN3_SP8_c7.t1	jg909
OG0001881	ESY5_g3755_DN3_SP5_c0.t1	jg29643
OG0001881	ESY2_g33685_DN3_SP7_c0.t1	jg686
OG0001882	ESY5_g3758_DN3_SP0_c19.t1	jg29646
OG0001882	ESY2_g33675_DN3_SP0_c18.t1	jg678
OG0001883	ESY2_g33566_DN3_SP3_c0.t1	jg579
OG0001883	ESY5_g3849_DN3_SP0_c0.t1	jg29727
OG0001885	ESY3_g27132_DN1_SP0_c0.t1, ESY10_g14383_DN3_SP8_c0.t1	jg13058
OG0001885	ESY5_g2809_DN3_SP8_c0.t1	jg29930
OG0001886	ESY2_g38579_DN3_SP0_c0.t1	jg30017
OG0001886	ESY5_g2904_DN3_SP8_c0.t1	jg32974
OG0001887	ESY5_g2967_DN3_SP0_c0.t1, ESY5_g2968_DN2_SP0_c0.t1, ESY5_g2966_DN3_SP0_c0.t1, ESY2_g36307_DN3_SP0_c0.t1	jg30069
OG0001888	ESY2_g35800_DN3_SP7_c0.t1	jg2868
OG0001888	ESY5_g4342_DN3_SP8_c0.t1	jg30254
OG0001889	ESY2_g35836_DN3_SP0_c0.t1	jg2896
OG0001890	ESY10_g14389_DN3_SP7_c0.t1	jg13050, jg13051
OG0001891	ESY2_g35501_DN3_SP0_c0.t1	jg2617
OG0001891	ESY5_g1803_DN2_SP0_c0.t1	jg30992
OG0001892	ESY4_g26618_DN3_SP0_c0.t1	jg8533
OG0001892	ESY4_g26620_DN3_SP0_c0.t1, ESY4_g26619_DN3_SP1_c0.t1	jg8534
OG0001893	ESY4_g25224_DN3_SP0_c0.t1	jg17140, jg9149
OG0001894	ESY11_g53518_DN3_SP0_c0.t1	jg27523
OG0001894	ESY4_g25781_DN3_SP0_c0.t1	jg8979
OG0001895	ESY4_g24872_DN3_SP0_c0.t1	jg9266
OG0001895	ESY8_g59432_DN3_SP0_c0.t1	jg16927
OG0001896	ESY8_g59435_DN3_SP0_c0.t1	jg16925
OG0001896	ESY4_g24869_DN3_SP1_c0.t1	jg9269
OG0001897	ESY4_g24757_DN3_SP8_c0.t1	jg9308
OG0001897	ESY8_g59492_DN3_SP7_c0.t1	jg16891
OG0001898	ESY9_g44840_DN3_SP0_c48.t1	jg14020, jg1336, jg32360, jg27713, jg27342, jg27036, jg24605, jg27252, jg27253
OG0001899	ESY9_g43537_DN3_SP0_c0.t1, ESY9_g43960_DN2_SP0_c0.t1	jg17387
OG0001900	ESY8_g60558_DN2_SP2_c0.t1	jg12561
OG0001900	ESY21_g55220_DN3_SP1_c0.t1	jg13666
OG0001901	ESY9_g42763_DN2_SP0_c0.t1	jg4678
OG0001902	ESY20_g12938_DN3_SP0_c0.t1	jg21865, jg6167, jg8207
OG0001910	ESY4_g24650_DN3_SP8_c0.t1	jg9354
OG0001910	ESY8_g59505_DN3_SP8_c11.t1	jg16859
OG0001911	ESY8_g59478_DN3_SP8_c0.t1	jg16870
OG0001911	ESY4_g24718_DN3_SP5_c0.t1	jg9340
OG0001912	ESY7_g17307_DN3_SP2_c0.t1	jg5465
OG0001912	ESY3_g32448_DN3_SP5_c0.t1	jg24095
OG0001913	ESY3_g31376_DN2_SP0_c0.t1	jg9641, jg24697
OG0001914	ESY3_g32498_DN1_SP0_c0.t1	jg24049
OG0001914	ESY7_g17399_DN3_SP0_c0.t1	jg5407
OG0001915	ESY7_g17741_DN3_SP0_c0.t1, ESY3_g30763_DN3_SP8_c0.t1	jg5162
OG0001916	ESY6_g49877_DN3_SP1_c51.t1	jg5802
OG0001916	ESY7_g18335_DN3_SP0_c8.t1	jg5073
OG0001917	ESY7_g18298_DN3_SP2_c0.t1	jg5050
OG0001917	ESY6_g49890_DN3_SP0_c0.t1	jg5812
OG0001918	ESY7_g18080_DN3_SP8_c0.t1	jg6368, jg4903
OG0001919	ESY6_g50020_DN3_SP0_c0.t1	jg6358
OG0001920	ESY6_g50534_DN3_SP0_c0.t1	jg23530
OG0001920	ESY7_g17958_DN2_SP0_c0.t1, ESY7_g17959_DN3_SP0_c0.t1	jg4828
OG0001921	ESY5_g3788_DN2_SP0_c0.t1	jg22345
OG0001922	ESY8_g59649_DN3_SP8_c0.t1	jg16707
OG0001922	ESY7_g17894_DN3_SP8_c0.t1	jg4782
OG0001923	ESY7_g17845_DN3_SP0_c0.t1	jg4759
OG0001923	ESY6_g50708_DN3_SP0_c0.t1	jg23417
OG0001924	ESY6_g49540_DN3_SP6_c0.t1	jg23065
OG0001925	ESY5_g4630_DN3_SP0_c0.t1	jg29025
OG0001926	ESY8_g58596_DN3_SP8_c0.t1	jg18108
OG0001926	ESY5_g4632_DN3_SP7_c0.t1	jg29023
OG0001927	ESY5_g4703_DN3_SP7_c0.t1	jg28969
OG0001927	ESY8_g58528_DN3_SP6_c0.t1	jg18167
OG0001928	ESY11_g53565_DN3_SP0_c0.t1	jg27547
OG0001929	ESY5_g4956_DN3_SP0_c0.t1	jg28794
OG0001929	ESY20_g12787_DN3_SP8_c6.t1	jg18399
OG0001930	ESY8_g58182_DN3_SP0_c0.t1	jg20779
OG0001931	ESY13_g56726_DN3_SP5_c0.t1	jg9916
OG0001931	ESY6_g46677_DN3_SP8_c0.t1	jg21888
OG0001932	ESY12_g51683_DN2_SP0_c0.t1	jg20055
OG0001932	ESY12_g51685_DN1_SP0_c0.t1	jg20053
OG0001933	ESY1_g10712_DN3_SP4_c0.t1	jg18449
OG0001934	ESY16_g62011_DN3_SP8_c0.t1	jg31693, jg18619, jg31699
OG0001935	ESY16_g61674_DN3_SP8_c0.t1	jg18660, jg31900
OG0001936	ESY9_g43883_DN3_SP0_c0.t1	jg18654
OG0001936	ESY16_g61668_DN3_SP0_c0.t1	jg31905
OG0001937	ESY6_g50384_DN3_SP0_c0.t1	jg14875, jg23656
OG0001938	ESY3_g30520_DN3_SP8_c0.t1	jg25527
OG0001938	ESY6_g49592_DN3_SP5_c0.t1	jg23026
OG0001939	ESY6_g50143_DN3_SP0_c0.t1	jg6217, jg13926, jg6218
OG0001939	ESY1_g9311_DN3_SP7_c0.t1	jg14710
OG0001940	ESY4_g25221_DN3_SP6_c0.t1	jg9146, jg6429
OG0001942	ESY1_g7387_DN3_SP0_c0.t1	jg14242
OG0001942	ESY6_g48976_DN3_SP0_c0.t1	jg6125
OG0001943	ESY6_g48937_DN3_SP5_c0.t1, ESY2_g33932_DN3_SP0_c0.t1	jg22994, jg14291
OG0001945	ESY2_g33964_DN3_SP0_c0.t1	jg927
OG0001945	ESY2_g33937_DN3_SP0_c0.t1	jg898
OG0001946	ESY6_g48588_DN3_SP6_c0.t1	jg22756
OG0001946	ESY7_g18494_DN3_SP2_c0.t1	jg4539
OG0001947	ESY6_g48456_DN3_SP8_c0.t1	jg9882, jg22655
OG0001948	ESY6_g48439_DN3_SP0_c0.t1	jg22648, jg9879
OG0001949	ESY11_g53942_DN3_SP0_c0.t1	jg27801
OG0001949	ESY11_g53944_DN3_SP5_c0.t1	jg27802
OG0001950	ESY8_g60932_DN3_SP8_c0.t1	jg12451
OG0001950	ESY2_g35146_DN3_SP8_c0.t1	jg13850
OG0001951	ESY16_g62531_DN3_SP8_c0.t1	jg9805
OG0001951	ESY6_g48164_DN3_SP7_c0.t1	jg22462
OG0001952	ESY6_g47961_DN3_SP0_c0.t1	jg22316
OG0001952	ESY16_g62345_DN3_SP7_c0.t1	jg9750
OG0001953	ESY6_g47914_DN3_SP8_c0.t1	jg22291
OG0001953	ESY16_g62300_DN3_SP8_c0.t1	jg9734
OG0001955	ESY7_g18739_DN3_SP0_c0.t1	jg4435, jg4456
OG0001955	ESY3_g31306_DN3_SP0_c0.t1	jg25140
OG0001956	ESY3_g31136_DN3_SP8_c0.t1	jg25004
OG0001956	ESY7_g19017_DN3_SP8_c0.t1	jg4233
OG0001957	ESY3_g31024_DN3_SP8_c0.t1	jg24916
OG0001957	ESY7_g19293_DN3_SP6_c0.t1	jg4094, jg8605
OG0001958	ESY7_g19353_DN3_SP0_c0.t1	jg4061
OG0001958	ESY3_g30994_DN3_SP8_c0.t1	jg24909
OG0001959	ESY4_g25988_DN3_SP8_c0.t1	jg9076, jg3893, jg3894
OG0001960	ESY10_g13679_DN3_SP8_c0.t1	jg13473
OG0001960	ESY8_g60245_DN3_SP7_c0.t1	jg12684
OG0001961	ESY5_g2961_DN3_SP0_c0.t1	jg30064
OG0001961	ESY18_g63340_DN2_SP0_c0.t1	jg3715
OG0001962	ESY2_g36634_DN3_SP8_c0.t1	jg3677
OG0001962	ESY5_g2995_DN3_SP8_c0.t1	jg30087
OG0001963	ESY5_g3002_DN3_SP6_c0.t1	jg30092
OG0001963	ESY2_g36648_DN3_SP7_c0.t1	jg3669
OG0001964	ESY5_g3036_DN3_SP6_c0.t1	jg30116
OG0001964	ESY2_g36685_DN3_SP7_c13.t1	jg3641
OG0001965	ESY5_g3888_DN3_SP8_c4.t1	jg30640
OG0001965	ESY2_g34722_DN3_SP8_c0.t1	jg3317
OG0001966	ESY4_g25342_DN2_SP0_c0.t1	jg8787
OG0001966	ESY2_g35578_DN3_SP0_c0.t1	jg8773
OG0001967	ESY5_g3932_DN3_SP8_c0.t1	jg30599
OG0001967	ESY2_g34761_DN3_SP5_c0.t1	jg3290
OG0001969	ESY11_g53994_DN3_SP0_c0.t1	jg27850
OG0001969	ESY4_g25406_DN3_SP0_c0.t1	jg8818
OG0001970	ESY11_g54059_DN3_SP6_c0.t1	jg27884
OG0001970	ESY4_g25363_DN3_SP6_c0.t1	jg8797
OG0001971	ESY11_g54105_DN3_SP8_c0.t1	jg27906
OG0001971	ESY4_g26035_DN3_SP0_c0.t1, ESY4_g26025_DN2_SP0_c0.t1, ESY5_g1364_DN3_SP0_c0.t1, ESY4_g26024_DN3_SP0_c0.t1, ESY4_g26023_DN3_SP0_c0.t1	jg8757
OG0001972	ESY11_g54130_DN3_SP1_c0.t1	jg27914
OG0001972	ESY4_g26113_DN3_SP8_c0.t1	jg8741
OG0001973	ESY3_g30311_DN3_SP6_c0.t1	jg25405
OG0001973	ESY2_g36226_DN3_SP0_c0.t1	jg33650
OG0001974	ESY3_g30509_DN3_SP8_c0.t1	jg25516
OG0001974	ESY2_g36912_DN3_SP8_c0.t1	jg33533
OG0001975	ESY1_g11186_DN3_SP8_c0.t1	jg15225, jg18794
OG0001977	ESY15_g65763_DN2_SP7_c0.t1	jg11458
OG0001977	ESY9_g45245_DN3_SP1_c0.t1, ESY10_g14988_DN2_SP3_c0.t1	jg26685
OG0001978	ESY2_g33580_DN1_SP0_c0.t1	jg11318, jg24053
OG0001979	ESY3_g28659_DN3_SP3_c0.t1	jg11308, jg26546
OG0001980	ESY22_g40745_DN3_SP8_c0.t1	jg11292
OG0001980	ESY3_g28742_DN3_SP8_c0.t1	jg26525
OG0001981	ESY2_g38569_DN3_SP8_c0.t1	jg25734, jg11095
OG0001982	ESY1_g10578_DN3_SP8_c0.t1	jg15578
OG0001982	ESY12_g50853_DN3_SP7_c0.t1	jg19282
OG0001983	ESY2_g37243_DN3_SP0_c7.t1	jg14421, jg14425, jg14423
OG0001984	ESY10_g13840_DN3_SP3_c0.t1	jg13358
OG0001985	ESY7_g16808_DN3_SP8_c0.t1	jg20529
OG0001985	ESY9_g42860_DN3_SP8_c0.t1	jg10678
OG0001986	ESY2_g37620_DN3_SP5_c0.t1	jg33092, jg33094
OG0001986	ESY3_g29461_DN3_SP0_c0.t1	jg26065
OG0001987	ESY2_g37397_DN3_SP0_c0.t1	jg33230
OG0001987	ESY3_g29208_DN3_SP7_c0.t1	jg26215
OG0001988	ESY2_g37246_DN3_SP6_c0.t1	jg33319
OG0001989	ESY3_g30003_DN3_SP4_c0.t1	jg25657
