Orthogroup	Euclidium_syriacum	Raphanus_sativus
OG0001716	ESY5_g3162_DN3_SP5_c0.t1	XP_018433360.1, XP_018449642.1
OG0001716	ESY3_g32010_DN3_SP8_c0.t1	XP_018491429.1
OG0001717	ESY3_g29909_DN3_SP0_c0.t1	XP_018433087.1, XP_018435429.1, XP_018489842.1
OG0001719	ESY3_g31553_DN3_SP8_c0.t1	XP_018486437.1, XP_018492043.1
OG0001719	ESY7_g16943_DN3_SP8_c0.t1	XP_018449535.1
OG0001720	ESY3_g31534_DN3_SP8_c0.t1	XP_018490396.1, XP_018490397.1
OG0001720	ESY7_g17011_DN3_SP8_c0.t1	XP_018445876.1, XP_018445715.1
OG0001721	ESY3_g31525_DN3_SP0_c0.t1	XP_018436960.1, XP_018487371.1
OG0001723	ESY3_g31468_DN3_SP7_c0.t1	XP_018491897.1
OG0001723	ESY15_g64405_DN3_SP7_c0.t1	XP_018457414.1, XP_018440522.1
OG0001724	ESY19_g41777_DN3_SP5_c0.t1	XP_018457146.1, XP_018462155.1
OG0001724	ESY3_g30991_DN3_SP8_c0.t1	XP_018490693.1, XP_018492207.1
OG0001725	ESY8_g59516_DN3_SP8_c0.t1, ESY3_g31263_DN3_SP1_c0.t1	XP_018481316.1, XP_018465282.1
OG0001725	ESY7_g16295_DN2_SP0_c0.t1	XP_018436887.1, XP_018488675.1, XP_018462128.1
OG0001726	ESY3_g29729_DN3_SP8_c0.t1	XP_018492439.1, XP_018432929.1
OG0001726	ESY2_g37976_DN3_SP8_c0.t1	XP_018465203.1, XP_018467817.1
OG0001727	ESY3_g29690_DN3_SP2_c0.t1	XP_018438591.1, XP_018488997.1
OG0001727	ESY2_g37928_DN3_SP0_c0.t1	XP_018451593.1
OG0001728	ESY4_g23867_DN3_SP8_c0.t1	XP_018485210.1, XP_018485207.1, XP_018468660.1
OG0001728	ESY6_g47126_DN3_SP8_c0.t1	XP_018476646.1, XP_018457771.1
OG0001729	ESY1_g10096_DN3_SP0_c0.t1, ESY1_g10154_DN3_SP0_c0.t1	XP_018452089.1, XP_018440250.1, XP_018465290.1, XP_018452099.1
OG0001730	ESY5_g5482_DN3_SP0_c0.t1	XP_018482447.1, XP_018482512.1
OG0001730	ESY20_g13032_DN3_SP0_c0.t1	XP_018457308.1, XP_018472521.1
OG0001731	ESY5_g5479_DN3_SP3_c0.t1	XP_018455273.1, XP_018475350.1, XP_018467519.1, XP_018463398.1
OG0001732	ESY20_g13164_DN2_SP0_c0.t1	XP_018453214.1, XP_018453150.1
OG0001732	ESY5_g5350_DN3_SP0_c0.t1	XP_018469920.1, XP_018489580.1
OG0001733	ESY20_g13192_DN3_SP0_c21.t1	XP_018432757.1, XP_018474452.1, XP_018474456.1, XP_018471006.1
OG0001734	ESY2_g34124_DN3_SP8_c12.t1	XP_018459707.1
OG0001734	ESY5_g3365_DN3_SP8_c0.t1	XP_018437765.1
OG0001735	ESY2_g33922_DN3_SP5_c0.t1	XP_018441310.1, XP_018458649.1, XP_018457667.1
OG0001735	ESY5_g3574_DN3_SP8_c0.t1	XP_018485920.1, XP_018435255.1
OG0001736	ESY2_g33871_DN3_SP8_c0.t1	XP_018452774.1
OG0001736	ESY5_g3615_DN3_SP8_c0.t1	XP_018479893.1
OG0001737	ESY16_g61538_DN3_SP0_c0.t1	XP_018481993.1
OG0001737	ESY5_g3741_DN3_SP4_c0.t1	XP_018488731.1
OG0001738	ESY5_g3764_DN3_SP0_c0.t1	XP_018469436.1, XP_018454954.1, XP_018447206.1, XP_018443223.1
OG0001739	ESY5_g2588_DN3_SP0_c0.t1	XP_018460871.1, XP_018458807.1
OG0001740	ESY2_g35625_DN3_SP8_c0.t1	XP_018446631.1, XP_018457357.1, XP_018433688.1, XP_018448285.1
OG0001741	ESY4_g26625_DN3_SP8_c0.t1	XP_018469682.1, XP_018447441.1
OG0001741	ESY15_g64992_DN3_SP8_c0.t1	XP_018456823.1, XP_018445040.1
OG0001742	ESY2_g35576_DN3_SP7_c0.t1	XP_018468327.1
OG0001742	ESY5_g2077_DN3_SP6_c0.t1	XP_018447418.1, XP_018447419.1, XP_018491397.1
OG0001743	ESY5_g1927_DN3_SP8_c0.t1	XP_018436788.1
OG0001745	ESY4_g26717_DN3_SP7_c0.t1	XP_018481083.1, XP_018481041.1, XP_018468162.1, XP_018449264.1
OG0001745	ESY8_g59719_DN3_SP2_c0.t1	XP_018478835.1
OG0001746	ESY8_g59696_DN3_SP2_c0.t1	XP_018441266.1
OG0001746	ESY4_g26644_DN3_SP1_c0.t1	XP_018449254.1, XP_018472254.1
OG0001747	ESY4_g26541_DN3_SP8_c0.t1	XP_018469111.1, XP_018483408.1, XP_018447625.1
OG0001747	ESY8_g59623_DN3_SP6_c0.t1	XP_018480934.1
OG0001748	ESY3_g29315_DN3_SP8_c0.t1	XP_018462234.1, XP_018432561.1
OG0001748	ESY2_g37478_DN3_SP7_c0.t1	XP_018493111.1, XP_018436985.1, XP_018485987.1
OG0001751	ESY4_g24783_DN3_SP0_c0.t1	XP_018483195.1
OG0001751	ESY3_g32524_DN3_SP0_c0.t1	XP_018438916.1
OG0001755	ESY8_g59848_DN3_SP0_c0.t1	XP_018487984.1
OG0001755	ESY9_g42673_DN3_SP0_c0.t1, ESY9_g45144_DN3_SP0_c0.t1	XP_018438493.1
OG0001756	ESY2_g38894_DN3_SP0_c36.t1	XP_018478894.1, XP_018478895.1, XP_018478125.1, XP_018482761.1, XP_018477892.1, XP_018451137.1, XP_018467663.1
OG0001757	ESY18_g64144_DN1_SP0_c19.t1, ESY17_g40123_DN3_SP0_c52.t1	XP_018453663.1, XP_018465369.1, XP_018463671.1, XP_018475967.1, XP_018467579.1, XP_018466852.1, XP_018467419.1, XP_018435746.1, XP_018463283.1, XP_018488103.1, XP_018449877.1, XP_018453749.1
OG0001758	ESY7_g16249_DN2_SP0_c100.t1	XP_018467707.1, XP_018463366.1
OG0001763	ESY7_g17152_DN3_SP6_c0.t1	XP_018486795.1, XP_018446689.1, XP_018459158.1
OG0001764	ESY7_g17259_DN3_SP0_c9.t1	XP_018476371.1, XP_018458673.1, XP_018443842.1, XP_018443840.1, XP_018492838.1
OG0001765	ESY7_g17303_DN3_SP8_c0.t1	XP_018472780.1
OG0001765	ESY3_g32442_DN3_SP8_c0.t1	XP_018491352.1, XP_018486396.1
OG0001766	ESY7_g17317_DN3_SP0_c0.t1	XP_018445369.1, XP_018466723.1, XP_018466865.1
OG0001768	ESY2_g35537_DN3_SP8_c18.t1	XP_018457918.1, XP_018469439.1
OG0001768	ESY7_g17551_DN3_SP8_c7.t1	XP_018442469.1, XP_018470820.1
OG0001769	ESY3_g32653_DN3_SP0_c0.t1	XP_018486755.1, XP_018491903.1
OG0001769	ESY7_g17621_DN3_SP0_c0.t1	XP_018473712.1, XP_018444371.1
OG0001770	ESY2_g36596_DN3_SP8_c0.t1	XP_018470624.1, XP_018456805.1
OG0001770	ESY7_g17642_DN3_SP8_c0.t1	XP_018450872.1, XP_018470998.1
OG0001771	ESY16_g61881_DN3_SP0_c0.t1	XP_018485792.1, XP_018459271.1
OG0001772	ESY7_g18057_DN3_SP8_c0.t1	XP_018475961.1
OG0001772	ESY6_g50474_DN3_SP7_c0.t1	XP_018491445.1
OG0001773	ESY7_g18035_DN2_SP0_c0.t1	XP_018474777.1, XP_018443091.1
OG0001774	ESY7_g18632_DN3_SP0_c0.t1	XP_018473262.1, XP_018474781.1
OG0001774	ESY6_g49567_DN3_SP4_c0.t1	XP_018452312.1, XP_018486750.1
OG0001775	ESY7_g18566_DN3_SP0_c0.t1	XP_018446034.1
OG0001775	ESY6_g49481_DN3_SP0_c0.t1	XP_018483295.1
OG0001776	ESY5_g5202_DN3_SP0_c0.t1	XP_018441423.1
OG0001776	ESY8_g58346_DN3_SP0_c0.t1, ESY20_g13322_DN3_SP0_c0.t1	XP_018459241.1
OG0001777	ESY5_g4508_DN3_SP8_c0.t1	XP_018492639.1
OG0001777	ESY8_g58826_DN3_SP8_c0.t1	XP_018439722.1
OG0001778	ESY8_g58791_DN3_SP8_c0.t1	XP_018477301.1, XP_018480546.1
OG0001778	ESY5_g4524_DN3_SP8_c0.t1	XP_018441825.1, XP_018448094.1
OG0001779	ESY8_g58762_DN3_SP6_c0.t1	XP_018441751.1
OG0001779	ESY5_g4539_DN3_SP8_c0.t1	XP_018493006.1, XP_018436197.1, XP_018489398.1
OG0001780	ESY5_g4588_DN3_SP8_c0.t1	XP_018434847.1
OG0001780	ESY8_g58687_DN3_SP8_c0.t1	XP_018478353.1, XP_018433289.1
OG0001781	ESY5_g4706_DN3_SP0_c0.t1	XP_018483070.1
OG0001781	ESY8_g58543_DN3_SP1_c0.t1	XP_018437135.1
OG0001782	ESY20_g12802_DN3_SP6_c0.t1	XP_018473240.1, XP_018472692.1, XP_018433162.1, XP_018487677.1, XP_018486128.1, XP_018458815.1
OG0001783	ESY8_g58172_DN3_SP8_c0.t1	XP_018455814.1
OG0001783	ESY5_g5156_DN3_SP4_c0.t1	XP_018486257.1, XP_018447501.1
OG0001784	ESY13_g56757_DN3_SP8_c0.t1	XP_018446266.1
OG0001784	ESY6_g46333_DN3_SP3_c0.t1	XP_018472938.1, XP_018452874.1
OG0001785	ESY6_g46664_DN3_SP7_c0.t1	XP_018476838.1, XP_018456761.1
OG0001786	ESY11_g54640_DN3_SP0_c0.t1, ESY11_g54795_DN2_SP0_c0.t1	XP_018478408.1
OG0001787	ESY1_g6183_DN3_SP0_c0.t1	XP_018455090.1
OG0001787	ESY4_g25071_DN3_SP0_c0.t1	XP_018440722.1
OG0001788	ESY1_g5960_DN3_SP0_c0.t1	XP_018487540.1, XP_018482443.1, XP_018462456.1, XP_018454160.1
OG0001789	ESY4_g23650_DN3_SP8_c0.t1	XP_018451043.1, XP_018451040.1, XP_018433080.1
OG0001789	ESY1_g5701_DN3_SP8_c0.t1	XP_018440018.1
OG0001792	ESY6_g49799_DN3_SP0_c0.t1	XP_018455035.1
OG0001793	ESY13_g57895_DN3_SP0_c0.t1, ESY13_g57899_DN3_SP0_c0.t1	XP_018453422.1, XP_018447406.1, XP_018453492.1
OG0001794	ESY6_g50118_DN3_SP0_c0.t1, ESY3_g32231_DN3_SP0_c8.t1, ESY8_g58204_DN3_SP0_c0.t1	XP_018468902.1
OG0001794	ESY6_g50052_DN3_SP0_c0.t1	XP_018460741.1, XP_018461448.1, XP_018460153.1, XP_018460214.1, XP_018461452.1
OG0001795	ESY3_g29156_DN2_SP0_c0.t1	XP_018479310.1, XP_018458240.1, XP_018458237.1
OG0001796	ESY12_g51522_DN3_SP0_c0.t1	XP_018437694.1
OG0001796	ESY4_g25310_DN3_SP0_c0.t1	XP_018475881.1
OG0001797	ESY6_g49046_DN3_SP0_c0.t1	XP_018444387.1, XP_018433120.1, XP_018476918.1
OG0001798	ESY6_g48919_DN3_SP6_c0.t1	XP_018439584.1, XP_018464996.1, XP_018471367.1, XP_018446895.1, XP_018446887.1, XP_018463809.1
OG0001799	ESY6_g48836_DN3_SP2_c0.t1, ESY4_g25901_DN3_SP1_c0.t1, ESY6_g48846_DN3_SP0_c0.t1	XP_018452969.1
OG0001799	ESY3_g30794_DN3_SP6_c0.t1	XP_018461611.1, XP_018468366.1, XP_018473437.1
OG0001800	ESY6_g48682_DN3_SP8_c0.t1	XP_018441527.1, XP_018476130.1, XP_018457449.1, XP_018472314.1
OG0001801	ESY6_g48272_DN3_SP0_c0.t1	XP_018475486.1, XP_018475489.1, XP_018455799.1, XP_018455828.1, XP_018455120.1, XP_018453969.1, XP_018461402.1, XP_018471296.1
OG0001802	ESY6_g48108_DN3_SP0_c0.t1	XP_018470368.1, XP_018456121.1, XP_018456289.1
OG0001802	ESY16_g62488_DN3_SP2_c0.t1	XP_018452163.1
OG0001803	ESY3_g31314_DN2_SP0_c0.t1	XP_018491094.1, XP_018440784.1
OG0001803	ESY7_g18753_DN2_SP0_c0.t1	XP_018464149.1, XP_018473454.1, XP_018473463.1
OG0001804	ESY7_g18878_DN3_SP8_c0.t1	XP_018464313.1, XP_018476359.1, XP_018445050.1
OG0001804	ESY11_g54359_DN3_SP1_c0.t1	XP_018434319.1
OG0001805	ESY3_g31109_DN3_SP8_c0.t1	XP_018432778.1, XP_018439229.1, XP_018440378.1
OG0001805	ESY7_g19078_DN3_SP8_c0.t1	XP_018442845.1, XP_018442850.1
OG0001806	ESY4_g22335_DN2_SP0_c0.t1, ESY3_g31066_DN3_SP7_c0.t1	XP_018441818.1
OG0001806	ESY7_g19155_DN3_SP5_c0.t1	XP_018446908.1
OG0001807	ESY7_g19160_DN3_SP0_c0.t1	XP_018476288.1, XP_018471986.1, XP_018471989.1
OG0001807	ESY3_g31060_DN3_SP8_c0.t1	XP_018432924.1
OG0001808	ESY3_g30988_DN3_SP0_c0.t1	XP_018432668.1, XP_018432652.1, XP_018451551.1, XP_018443235.1, XP_018433095.1
OG0001809	ESY10_g13720_DN3_SP8_c18.t1	XP_018457955.1
OG0001809	ESY8_g60227_DN3_SP8_c18.t1	XP_018446673.1, XP_018459686.1
OG0001810	ESY4_g26200_DN3_SP0_c0.t1, ESY4_g26202_DN3_SP0_c0.t1, ESY4_g26199_DN3_SP0_c0.t1, ESY4_g26193_DN3_SP0_c0.t1	XP_018470281.1, XP_018470280.1
OG0001811	ESY5_g4365_DN3_SP0_c0.t1	XP_018439644.1
OG0001811	ESY2_g36101_DN3_SP0_c0.t1	XP_018442687.1
OG0001812	ESY9_g43988_DN3_SP0_c0.t1, ESY1_g5709_DN3_SP0_c0.t1	XP_018442871.1, XP_018465452.1, XP_018443418.1
OG0001812	ESY5_g2486_DN3_SP0_c0.t1	XP_018459133.1
OG0001813	ESY2_g34689_DN3_SP8_c0.t1	XP_018463599.1, XP_018444122.1, XP_018445824.1, XP_018482382.1, XP_018480912.1
OG0001814	ESY2_g34702_DN3_SP5_c0.t1	XP_018446322.1
OG0001814	ESY5_g2551_DN3_SP8_c0.t1	XP_018450026.1, XP_018462204.1, XP_018464139.1
OG0001815	ESY2_g34792_DN3_SP0_c0.t1	XP_018468361.1
OG0001815	ESY5_g3957_DN3_SP0_c0.t1	XP_018439919.1, XP_018439400.1
OG0001816	ESY1_g12039_DN3_SP0_c34.t1	XP_018458704.1, XP_018448993.1, XP_018442876.1, XP_018456081.1, XP_018456082.1
OG0001817	ESY7_g19240_DN3_SP0_c0.t1, ESY2_g33672_DN3_SP0_c0.t1	XP_018453917.1, XP_018467347.1, XP_018444442.1
OG0001818	ESY5_g4078_DN3_SP5_c0.t1	XP_018451455.1, XP_018434508.1
OG0001818	ESY2_g35979_DN3_SP0_c0.t1	XP_018445356.1, XP_018445362.1
OG0001819	ESY11_g54062_DN2_SP0_c0.t1	XP_018486290.1, XP_018433535.1
OG0001819	ESY4_g25361_DN2_SP0_c0.t1	XP_018478489.1
OG0001820	ESY4_g26127_DN3_SP5_c0.t1	XP_018447330.1, XP_018467207.1
OG0001820	ESY11_g54541_DN3_SP0_c0.t1	XP_018437356.1
OG0001820	ESY11_g54152_DN1_SP0_c0.t1	XP_018435804.1
OG0001821	ESY9_g44393_DN3_SP5_c0.t1	XP_018464437.1, XP_018473204.1
OG0001821	ESY1_g10502_DN3_SP8_c0.t1	XP_018487363.1, XP_018442737.1
OG0001822	ESY10_g13907_DN3_SP8_c0.t1	XP_018484639.1, XP_018441067.1, XP_018441011.1, XP_018484812.1
OG0001823	ESY11_g54855_DN2_SP0_c0.t1, ESY11_g54856_DN3_SP0_c0.t1, ESY2_g37888_DN3_SP0_c0.t1, ESY11_g54785_DN3_SP0_c0.t1, ESY11_g54886_DN2_SP0_c0.t1, ESY11_g54887_DN3_SP0_c0.t1	XP_018436421.1, XP_018438831.1
OG0001824	ESY2_g35879_DN3_SP8_c0.t1	XP_018470256.1, XP_018470255.1, XP_018442347.1, XP_018438927.1
OG0001825	ESY6_g47895_DN2_SP0_c0.t1, ESY6_g47892_DN3_SP0_c0.t1, ESY6_g47900_DN1_SP0_c0.t1, ESY6_g47894_DN3_SP0_c0.t1, ESY5_g2062_DN3_SP0_c0.t1, ESY6_g47898_DN2_SP0_c0.t1	XP_018454649.1, XP_018450008.1, XP_018475300.1, XP_018462991.1, XP_018455280.1
OG0001826	ESY2_g34962_DN3_SP0_c0.t1	XP_018445181.1, XP_018445134.1
OG0001826	ESY5_g4165_DN3_SP0_c0.t1	XP_018457343.1
OG0001827	ESY4_g24300_DN3_SP8_c0.t1	XP_018483516.1, XP_018483515.1, XP_018455458.1
OG0001827	ESY11_g54705_DN3_SP0_c0.t1	XP_018452988.1
OG0001828	ESY2_g35424_DN3_SP8_c0.t1	XP_018484970.1, XP_018452854.1, XP_018472047.1
OG0001829	ESY9_g42647_DN2_SP0_c0.t1	XP_018472085.1
OG0001829	ESY10_g15145_DN2_SP0_c0.t1	XP_018485118.1
OG0001830	ESY9_g42880_DN3_SP8_c0.t1	XP_018457244.1, XP_018466844.1, XP_018480386.1, XP_018484469.1, XP_018451174.1, XP_018447067.1
OG0001831	ESY5_g4529_DN3_SP0_c40.t1, ESY5_g4530_DN3_SP0_c38.t1	XP_018493010.1, XP_018469093.1, XP_018493007.1
OG0001832	ESY3_g29094_DN3_SP4_c0.t1	XP_018458526.1, XP_018459584.1, XP_018485904.1
OG0001832	ESY2_g37230_DN3_SP8_c0.t1	XP_018493176.1, XP_018471094.1, XP_018473698.1
OG0001833	ESY3_g30000_DN3_SP8_c0.t1	XP_018486786.1
OG0001833	ESY2_g37103_DN3_SP8_c0.t1	XP_018447927.1
OG0001834	ESY6_g48268_DN3_SP3_c9.t1	XP_018473006.1, XP_018436933.1
OG0001834	ESY6_g46814_DN3_SP5_c0.t1	XP_018453166.1, XP_018456854.1
OG0001835	ESY3_g31279_DN3_SP0_c0.t1	XP_018434578.1, XP_018434577.1, XP_018463984.1
OG0001836	ESY7_g18778_DN3_SP0_c9.t1	XP_018460787.1
OG0001836	ESY7_g18892_DN3_SP0_c9.t1	XP_018443392.1
OG0001836	ESY5_g4540_DN3_SP3_c0.t1	XP_018450636.1
OG0001837	ESY4_g25768_DN3_SP3_c0.t1	XP_018461191.1, XP_018492628.1, XP_018438656.1
OG0001838	ESY11_g53957_DN3_SP8_c0.t1	XP_018441656.1
OG0001838	ESY4_g25432_DN3_SP8_c0.t1	XP_018450923.1, XP_018471287.1
OG0001839	ESY23_g236_DN3_SP0_c0.t1	XP_018462572.1, XP_018447658.1, XP_018457971.1, XP_018465315.1
OG0001840	ESY26_g42343_DN3_SP3_c0.t1	XP_018478914.1, XP_018467851.1, XP_018469811.1
OG0001840	ESY18_g63073_DN3_SP7_c0.t1	XP_018472916.1
OG0001841	ESY11_g54669_DN2_SP0_c0.t1	XP_018482149.1, XP_018479197.1, XP_018479804.1, XP_018479802.1, XP_018479908.1, XP_018479906.1
OG0001842	ESY5_g5192_DN3_SP0_c0.t1	XP_018464304.1, XP_018442209.1
OG0001842	ESY9_g43335_DN3_SP0_c0.t1, ESY9_g45710_DN2_SP0_c0.t1	XP_018469000.1
OG0001843	ESY7_g16519_DN3_SP8_c0.t1	XP_018456780.1
OG0001843	ESY9_g43295_DN1_SP0_c0.t1, ESY9_g43412_DN3_SP6_c0.t1	XP_018447089.1
OG0001844	ESY7_g16427_DN2_SP0_c0.t1	XP_018456421.1
OG0001844	ESY9_g43630_DN3_SP0_c0.t1	XP_018471234.1
OG0001845	ESY5_g3082_DN3_SP7_c0.t1	XP_018434349.1
OG0001846	ESY77_g64221_DN3_SP0_c0.t1, ESY1_g11748_DN3_SP0_c0.t1	XP_018432970.1, XP_018488577.1
OG0001846	ESY12_g51126_DN3_SP7_c0.t1	XP_018465625.1
OG0001847	ESY12_g52256_DN3_SP8_c0.t1	XP_018485022.1
OG0001848	ESY12_g51379_DN2_SP2_c0.t1	XP_018481435.1, XP_018489415.1, XP_018444640.1, XP_018481748.1, XP_018481743.1
OG0001849	ESY1_g12133_DN3_SP0_c0.t1	XP_018467557.1, XP_018485145.1
OG0001849	ESY12_g51946_DN3_SP0_c0.t1	XP_018444958.1, XP_018476618.1
OG0001850	ESY1_g12027_DN3_SP0_c0.t1, ESY1_g12028_DN3_SP0_c0.t1, ESY1_g12029_DN3_SP0_c0.t1	XP_018482145.1, XP_018480169.1, XP_018480170.1, XP_018481770.1
OG0001850	ESY12_g52021_DN3_SP0_c0.t1, ESY3_g32258_DN3_SP0_c0.t1	XP_018483222.1, XP_018437380.1
OG0001851	ESY1_g12002_DN3_SP8_c0.t1	XP_018491414.1, XP_018464902.1, XP_018460723.1
OG0001851	ESY12_g52058_DN3_SP0_c0.t1	XP_018482193.1, XP_018481506.1
OG0001852	ESY1_g11976_DN3_SP8_c0.t1	XP_018461320.1, XP_018459087.1, XP_018459088.1
OG0001852	ESY12_g52094_DN3_SP8_c0.t1	XP_018476584.1, XP_018477304.1
OG0001853	ESY12_g52114_DN3_SP4_c0.t1	XP_018474927.1
OG0001853	ESY1_g11928_DN3_SP8_c0.t1	XP_018462707.1, XP_018481619.1, XP_018491109.1, XP_018445553.1
OG0001854	ESY1_g11884_DN3_SP0_c4.t1	XP_018468996.1, XP_018481618.1
OG0001854	ESY1_g11874_DN3_SP0_c3.t1	XP_018467023.1, XP_018480570.1, XP_018461570.1
OG0001855	ESY12_g51023_DN3_SP5_c0.t1, ESY12_g51063_DN2_SP0_c0.t1	XP_018484004.1, XP_018439934.1
OG0001855	ESY1_g11822_DN3_SP0_c0.t1	XP_018459889.1, XP_018458565.1
OG0001856	ESY9_g45605_DN3_SP1_c0.t1	XP_018434126.1
OG0001856	ESY1_g10704_DN3_SP0_c0.t1	XP_018484532.1, XP_018484535.1
OG0001857	ESY1_g10867_DN2_SP0_c0.t1, ESY1_g10827_DN3_SP0_c0.t1	XP_018483045.1, XP_018483772.1
OG0001858	ESY1_g11124_DN3_SP0_c0.t1	XP_018493236.1
OG0001858	ESY9_g44718_DN3_SP0_c0.t1	XP_018458999.1, XP_018481305.1
OG0001859	ESY4_g26253_DN3_SP1_c0.t1	XP_018469853.1, XP_018469840.1
OG0001859	ESY11_g54272_DN3_SP8_c0.t1	XP_018457342.1, XP_018452426.1, XP_018485404.1
OG0001860	ESY4_g26314_DN3_SP8_c0.t1	XP_018466680.1, XP_018449275.1, XP_018470424.1
OG0001860	ESY11_g54324_DN3_SP0_c0.t1, ESY20_g12919_DN3_SP2_c0.t1	XP_018453261.1
OG0001861	ESY2_g35304_DN3_SP0_c0.t1	XP_018445888.1, XP_018445887.1
OG0001861	ESY3_g30088_DN3_SP0_c0.t1, ESY2_g35302_DN3_SP0_c0.t1, ESY2_g35301_DN3_SP0_c0.t1	XP_018454175.1
OG0001862	ESY7_g16050_DN3_SP0_c0.t1, ESY7_g16048_DN3_SP0_c0.t1, ESY7_g16054_DN3_SP0_c0.t1, ESY7_g16027_DN3_SP0_c0.t1, ESY7_g16017_DN3_SP0_c0.t1, ESY7_g16026_DN3_SP0_c0.t1, ESY7_g16055_DN3_SP0_c0.t1	XP_018473197.1, XP_018475109.1
OG0001863	ESY7_g16283_DN2_SP2_c0.t1	XP_018460946.1, XP_018462826.1, XP_018455915.1
OG0001864	ESY8_g59646_DN3_SP0_c0.t1	XP_018439157.1, XP_018439154.1
OG0001864	ESY4_g26583_DN3_SP0_c0.t1	XP_018451759.1, XP_018448373.1
OG0001865	ESY14_g21401_DN3_SP0_c0.t1	XP_018439931.1
OG0001865	ESY19_g41765_DN3_SP0_c0.t1	XP_018472585.1, XP_018472618.1
OG0001866	ESY5_g3359_DN3_SP8_c0.t1	XP_018460015.1, XP_018451676.1
OG0001866	ESY3_g30764_DN3_SP8_c12.t1	XP_018493571.1
OG0001867	ESY12_g51349_DN3_SP0_c0.t1	XP_018476437.1, XP_018476438.1
OG0001869	ESY5_g4853_DN3_SP8_c0.t1	XP_018490279.1, XP_018438875.1, XP_018470327.1, XP_018491321.1
OG0001870	ESY12_g51192_DN3_SP0_c0.t1	XP_018450533.1
OG0001870	ESY12_g51193_DN3_SP0_c0.t1	XP_018450531.1
OG0001871	ESY3_g32471_DN3_SP5_c0.t1	XP_018492613.1, XP_018489306.1, XP_018489301.1, XP_018489773.1
OG0001872	ESY7_g16204_DN3_SP2_c0.t1	XP_018488414.1
OG0001872	ESY3_g28347_DN3_SP2_c0.t1	XP_018436945.1, XP_018488880.1
OG0001873	ESY5_g2734_DN3_SP0_c0.t1	XP_018451082.1, XP_018441349.1
OG0001873	ESY10_g14273_DN3_SP0_c0.t1	XP_018438352.1
OG0001874	ESY8_g59294_DN3_SP1_c0.t1	XP_018472198.1, XP_018441412.1
OG0001874	ESY4_g25186_DN3_SP0_c0.t1	XP_018478649.1, XP_018450824.1
OG0001875	ESY8_g60800_DN3_SP3_c0.t1	XP_018480923.1
OG0001875	ESY2_g34549_DN3_SP2_c0.t1	XP_018454635.1, XP_018482683.1
OG0001876	ESY8_g60809_DN3_SP0_c0.t1	XP_018478934.1
OG0001876	ESY8_g60810_DN3_SP0_c0.t1	XP_018482807.1, XP_018480827.1, XP_018482809.1
OG0001877	ESY8_g61128_DN3_SP0_c0.t1	XP_018478592.1, XP_018478570.1
OG0001877	ESY2_g35196_DN3_SP0_c0.t1	XP_018469881.1, XP_018469882.1, XP_018442832.1
OG0001878	ESY20_g12944_DN3_SP8_c0.t1	XP_018456950.1, XP_018492372.1, XP_018489980.1, XP_018474670.1
OG0001879	ESY5_g3526_DN3_SP4_c6.t1, ESY5_g3527_DN3_SP0_c13.t1	XP_018472065.1, XP_018472076.1
OG0001879	ESY13_g56259_DN3_SP8_c0.t1	XP_018467755.1
OG0001880	ESY5_g3533_DN3_SP8_c7.t1	XP_018440934.1, XP_018486303.1
OG0001880	ESY2_g33942_DN3_SP8_c7.t1	XP_018438084.1, XP_018438083.1
OG0001881	ESY5_g3755_DN3_SP5_c0.t1	XP_018479568.1, XP_018463633.1
OG0001881	ESY2_g33685_DN3_SP7_c0.t1	XP_018457643.1
OG0001882	ESY5_g3758_DN3_SP0_c19.t1	XP_018451598.1, XP_018451600.1, XP_018465140.1, XP_018490369.1
OG0001882	ESY2_g33675_DN3_SP0_c18.t1	XP_018456831.1
OG0001883	ESY2_g33566_DN3_SP3_c0.t1	XP_018457733.1, XP_018452019.1
OG0001883	ESY5_g3849_DN3_SP0_c0.t1	XP_018483880.1, XP_018466656.1
OG0001885	ESY3_g27132_DN1_SP0_c0.t1, ESY10_g14383_DN3_SP8_c0.t1	XP_018478386.1, XP_018452128.1
OG0001885	ESY5_g2809_DN3_SP8_c0.t1	XP_018447163.1, XP_018441853.1
OG0001886	ESY5_g2904_DN3_SP8_c0.t1	XP_018463669.1, XP_018464349.1, XP_018451799.1
OG0001887	ESY5_g2967_DN3_SP0_c0.t1, ESY5_g2968_DN2_SP0_c0.t1, ESY5_g2966_DN3_SP0_c0.t1, ESY2_g36307_DN3_SP0_c0.t1	XP_018467575.1, XP_018469889.1, XP_018483027.1, XP_018464390.1, XP_018492799.1, XP_018440064.1
OG0001888	ESY5_g4342_DN3_SP8_c0.t1	XP_018465403.1, XP_018466993.1, XP_018451908.1, XP_018451918.1
OG0001889	ESY9_g42882_DN2_SP0_c0.t1	XP_018434326.1
OG0001889	ESY2_g35836_DN3_SP0_c0.t1	XP_018457408.1, XP_018468143.1
OG0001890	ESY10_g14389_DN3_SP7_c0.t1	XP_018483419.1
OG0001890	ESY10_g14395_DN3_SP0_c0.t1, ESY10_g14398_DN2_SP0_c0.t1	XP_018455953.1, XP_018433756.1
OG0001891	ESY2_g35501_DN3_SP0_c0.t1	XP_018456311.1
OG0001891	ESY5_g1803_DN2_SP0_c0.t1	XP_018439816.1, XP_018476126.1
OG0001892	ESY4_g26618_DN3_SP0_c0.t1	XP_018448106.1
