Orthogroup	Euclidium_syriacum	Arabidopsis_thaliana
OG0001815	ESY5_g3957_DN3_SP0_c0.t1	AT1G20330.1
OG0001816	ESY1_g12039_DN3_SP0_c34.t1	AT1G72130.1
OG0001817	ESY1_g11310_DN3_SP0_c0.t1	AT5G38100.1
OG0001818	ESY5_g4078_DN3_SP5_c0.t1	AT1G19360.1
OG0001818	ESY2_g35979_DN3_SP0_c0.t1	AT1G75110.1, AT1G75120.1
OG0001819	ESY11_g54062_DN2_SP0_c0.t1	AT2G17540.1
OG0001819	ESY4_g25361_DN2_SP0_c0.t1	AT4G35510.1
OG0001820	ESY4_g26127_DN3_SP5_c0.t1	AT4G36010.1
OG0001820	ESY11_g54152_DN1_SP0_c0.t1	AT2G17860.1
OG0001821	ESY9_g44393_DN3_SP5_c0.t1	AT2G36410.1
OG0001821	ESY1_g10502_DN3_SP8_c0.t1	AT3G52920.1
OG0001822	ESY10_g13907_DN3_SP8_c0.t1	AT3G26520.1, AT2G36830.1
OG0001823	ESY11_g54855_DN2_SP0_c0.t1, ESY11_g54856_DN3_SP0_c0.t1	AT4G15715.1
OG0001823	ESY11_g54785_DN3_SP0_c0.t1, ESY11_g54886_DN2_SP0_c0.t1, ESY11_g54887_DN3_SP0_c0.t1	AT4G15710.1
OG0001824	ESY2_g35879_DN3_SP8_c0.t1	AT1G73030.1
OG0001824	ESY5_g4279_DN3_SP0_c0.t1	AT1G17730.1
OG0001825	ESY6_g47895_DN2_SP0_c0.t1, ESY6_g47892_DN3_SP0_c0.t1, ESY6_g47900_DN1_SP0_c0.t1, ESY6_g47894_DN3_SP0_c0.t1, ESY5_g2062_DN3_SP0_c0.t1, ESY6_g47898_DN2_SP0_c0.t1	AT5G54610.1, AT5G54620.1
OG0001826	ESY2_g34962_DN3_SP0_c0.t1	AT1G74380.1
OG0001826	ESY5_g4165_DN3_SP0_c0.t1	AT1G18690.1
OG0001827	ESY4_g24300_DN3_SP8_c0.t1	AT4G29160.1
OG0001827	ESY11_g54705_DN3_SP0_c0.t1	AT2G19830.2
OG0001828	ESY2_g35424_DN3_SP8_c0.t1	AT1G26770.2, AT1G69530.3
OG0001829	ESY9_g42647_DN2_SP0_c0.t1	AT4G18380.1
OG0001829	ESY10_g15145_DN2_SP0_c0.t1	AT5G46170.1
OG0001830	ESY9_g42880_DN3_SP8_c0.t1	AT5G45430.1, AT4G19110.2
OG0001831	ESY5_g4529_DN3_SP0_c40.t1, ESY5_g4530_DN3_SP0_c38.t1	AT1G07390.3
OG0001832	ESY2_g37230_DN3_SP8_c0.t1	AT1G51690.5
OG0001833	ESY3_g30000_DN3_SP8_c0.t1	AT3G16140.1
OG0001833	ESY2_g37103_DN3_SP8_c0.t1	AT1G52230.1
OG0001834	ESY6_g48268_DN3_SP3_c9.t1	AT2G34360.1
OG0001834	ESY6_g46814_DN3_SP5_c0.t1	AT5G52450.1
OG0001835	ESY3_g31279_DN3_SP0_c0.t1	AT4G17700.1, AT4G17990.2
OG0001836	ESY7_g18778_DN3_SP0_c9.t1	AT2G29580.1
OG0001836	ESY7_g18892_DN3_SP0_c9.t1	AT5G07060.1
OG0001836	ESY5_g4540_DN3_SP3_c0.t1	AT1G07360.1
OG0001837	ESY4_g25768_DN3_SP3_c0.t1	AT2G15500.1, AT4G34110.1
OG0001838	ESY11_g53957_DN3_SP8_c0.t1	AT2G17130.1
OG0001838	ESY4_g25432_DN3_SP8_c0.t1	AT4G35260.1
OG0001839	ESY23_g236_DN3_SP0_c0.t1	AT4G23800.1, AT4G11080.1
OG0001840	ESY26_g42343_DN3_SP3_c0.t1	AT4G22890.1
OG0001840	ESY18_g63073_DN3_SP7_c0.t1	AT4G11960.1
OG0001841	ESY9_g43174_DN2_SP0_c0.t1, ESY9_g43175_DN2_SP0_c0.t1	AT4G19940.1
OG0001842	ESY5_g5192_DN3_SP0_c0.t1	AT1G03280.1
OG0001842	ESY9_g43335_DN3_SP0_c0.t1, ESY9_g45710_DN2_SP0_c0.t1	AT4G20810.1, AT4G20340.1
OG0001843	ESY7_g16519_DN3_SP8_c0.t1	AT4G05420.1
OG0001843	ESY9_g43295_DN1_SP0_c0.t1, ESY9_g43412_DN3_SP6_c0.t1	AT4G21100.1
OG0001844	ESY7_g16427_DN2_SP0_c0.t1	AT4G05000.1
OG0001844	ESY9_g43630_DN3_SP0_c0.t1	AT4G21560.1
OG0001845	ESY5_g3082_DN3_SP7_c0.t1	AT1G08130.1
OG0001845	ESY9_g42712_DN3_SP0_c0.t1, ESY7_g17685_DN3_SP0_c0.t1, ESY11_g54685_DN3_SP0_c0.t1, ESY9_g42711_DN3_SP0_c0.t1	AT1G49250.1
OG0001846	ESY77_g64221_DN3_SP0_c0.t1, ESY1_g11748_DN3_SP0_c0.t1	AT3G57090.1
OG0001847	ESY12_g52256_DN3_SP8_c0.t1	AT3G62840.1, AT2G47640.1
OG0001848	ESY12_g51379_DN2_SP2_c0.t1	AT3G62100.1, AT2G46990.1
OG0001849	ESY1_g12133_DN3_SP0_c0.t1	AT3G60630.1
OG0001849	ESY12_g51946_DN3_SP0_c0.t1	AT2G45160.1
OG0001850	ESY1_g12027_DN3_SP0_c0.t1, ESY1_g12028_DN3_SP0_c0.t1, ESY1_g12029_DN3_SP0_c0.t1	AT3G60290.1
OG0001850	ESY12_g52021_DN3_SP0_c0.t1, ESY3_g32258_DN3_SP0_c0.t1	AT2G44800.1
OG0001851	ESY1_g12002_DN3_SP8_c0.t1	AT3G60190.1
OG0001851	ESY12_g52058_DN3_SP0_c0.t1	AT2G44590.3
OG0001852	ESY1_g11976_DN3_SP8_c0.t1	AT3G60100.2
OG0001852	ESY12_g52094_DN3_SP8_c0.t1	AT2G44350.2
OG0001853	ESY12_g52114_DN3_SP4_c0.t1	AT2G44180.1
OG0001853	ESY1_g11928_DN3_SP8_c0.t1	AT3G59990.1
OG0001854	ESY1_g11884_DN3_SP0_c4.t1	AT3G59730.1, AT3G59740.1, AT3G59750.1
OG0001854	ESY1_g11874_DN3_SP0_c3.t1	AT3G59700.1
OG0001855	ESY12_g51023_DN3_SP5_c0.t1, ESY12_g51063_DN2_SP0_c0.t1	AT2G40950.1
OG0001855	ESY1_g11822_DN3_SP0_c0.t1	AT3G56660.1
OG0001856	ESY9_g45605_DN3_SP1_c0.t1	AT2G39795.1
OG0001856	ESY1_g10704_DN3_SP0_c0.t1	AT3G55605.1
OG0001857	ESY1_g10867_DN2_SP0_c0.t1, ESY1_g10827_DN3_SP0_c0.t1	AT3G54760.1
OG0001858	ESY1_g11124_DN3_SP0_c0.t1	AT3G53320.1
OG0001858	ESY9_g44718_DN3_SP0_c0.t1	AT2G37070.1
OG0001859	ESY4_g26253_DN3_SP1_c0.t1	AT4G36580.1
OG0001859	ESY11_g54272_DN3_SP8_c0.t1	AT2G18330.1
OG0001860	ESY4_g26314_DN3_SP8_c0.t1	AT4G36800.1
OG0001860	ESY11_g54324_DN3_SP0_c0.t1, ESY20_g12919_DN3_SP2_c0.t1	AT2G18600.1
OG0001861	ESY2_g35304_DN3_SP0_c0.t1	AT1G65780.1
OG0001861	ESY3_g30088_DN3_SP0_c0.t1, ESY2_g35302_DN3_SP0_c0.t1, ESY2_g35301_DN3_SP0_c0.t1	AT1G65810.1
OG0001862	ESY7_g16050_DN3_SP0_c0.t1, ESY7_g16048_DN3_SP0_c0.t1, ESY7_g16054_DN3_SP0_c0.t1, ESY7_g16027_DN3_SP0_c0.t1, ESY7_g16017_DN3_SP0_c0.t1, ESY7_g16026_DN3_SP0_c0.t1, ESY7_g16055_DN3_SP0_c0.t1	AT4G12510.1, AT4G12520.1
OG0001863	ESY7_g16283_DN2_SP2_c0.t1	AT4G04605.1, AT4G04580.1, AT4G04555.1
OG0001864	ESY8_g59646_DN3_SP0_c0.t1	AT2G22795.1
OG0001864	ESY4_g26583_DN3_SP0_c0.t1	AT4G37820.1
OG0001865	ESY14_g21401_DN3_SP0_c0.t1	AT1G36990.1
OG0001865	ESY19_g41765_DN3_SP0_c0.t1	AT4G08510.1
OG0001866	ESY5_g3359_DN3_SP8_c0.t1	AT1G09780.1
OG0001866	ESY3_g30764_DN3_SP8_c12.t1	AT3G08590.1
OG0001867	ESY12_g51349_DN3_SP0_c0.t1	AT2G42530.1, AT2G42540.2
OG0001869	ESY5_g4853_DN3_SP8_c0.t1	AT1G20960.1
OG0001869	ESY12_g51299_DN1_SP0_c0.t1	AT2G42270.1
OG0001870	ESY12_g51192_DN3_SP0_c0.t1	AT2G41445.2
OG0001870	ESY18_g62998_DN3_SP0_c0.t1	AT2G41470.1
OG0001870	ESY12_g51193_DN3_SP0_c0.t1	AT2G41440.1
OG0001871	ESY3_g32471_DN3_SP5_c0.t1	AT3G02580.1, AT3G02590.1
OG0001872	ESY7_g16204_DN3_SP2_c0.t1	AT3G06110.2
OG0001872	ESY3_g28347_DN3_SP2_c0.t1	AT3G23610.3
OG0001873	ESY10_g14272_DN3_SP0_c0.t1	AT2G03040.1
OG0001873	ESY5_g2734_DN3_SP0_c0.t1	AT1G14010.1
OG0001873	ESY10_g14273_DN3_SP0_c0.t1	AT2G03290.1
OG0001874	ESY8_g59294_DN3_SP1_c0.t1	AT2G25670.1
OG0001874	ESY4_g25186_DN3_SP0_c0.t1	AT4G32610.1
OG0001875	ESY8_g60800_DN3_SP3_c0.t1	AT5G39610.1
OG0001875	ESY2_g34549_DN3_SP2_c0.t1	AT3G29035.1
OG0001876	ESY8_g60809_DN3_SP0_c0.t1	AT5G39530.1
OG0001876	ESY8_g60810_DN3_SP0_c0.t1	AT5G39520.1
OG0001877	ESY8_g61128_DN3_SP0_c0.t1	AT5G38300.1
OG0001877	ESY2_g35196_DN3_SP0_c0.t1	AT1G67035.2
OG0001878	ESY20_g12944_DN3_SP8_c0.t1	AT4G00400.1, AT1G01610.1
OG0001879	ESY5_g3526_DN3_SP4_c6.t1, ESY5_g3527_DN3_SP0_c13.t1	AT1G10680.1
OG0001879	ESY13_g56259_DN3_SP8_c0.t1	AT4G25960.1
OG0001880	ESY5_g3533_DN3_SP8_c7.t1	AT1G10730.1
OG0001880	ESY2_g33942_DN3_SP8_c7.t1	AT1G60780.1
OG0001881	ESY5_g3755_DN3_SP5_c0.t1	AT1G12010.1
OG0001881	ESY2_g33685_DN3_SP7_c0.t1	AT1G62380.1
OG0001882	ESY5_g3758_DN3_SP0_c19.t1	AT1G12040.1
OG0001882	ESY2_g33675_DN3_SP0_c18.t1	AT1G62440.1
OG0001883	ESY2_g33566_DN3_SP3_c0.t1	AT1G63090.1
OG0001883	ESY5_g3849_DN3_SP0_c0.t1	AT1G12710.2
OG0001885	ESY3_g27132_DN1_SP0_c0.t1, ESY10_g14383_DN3_SP8_c0.t1	AT2G02470.1
OG0001885	ESY5_g2809_DN3_SP8_c0.t1	AT1G14510.1
OG0001886	ESY2_g38579_DN3_SP0_c0.t1	AT1G15310.1
OG0001886	ESY5_g2904_DN3_SP8_c0.t1	AT1G48900.1
OG0001887	ESY5_g2967_DN3_SP0_c0.t1, ESY5_g2968_DN2_SP0_c0.t1, ESY5_g2966_DN3_SP0_c0.t1, ESY2_g36307_DN3_SP0_c0.t1	AT1G15790.3
OG0001888	ESY2_g35800_DN3_SP7_c0.t1	AT1G72330.3
OG0001888	ESY5_g4342_DN3_SP8_c0.t1	AT1G17290.1
OG0001889	ESY9_g42882_DN2_SP0_c0.t1	AT1G17455.1
OG0001889	ESY2_g35836_DN3_SP0_c0.t1	AT1G72630.1
OG0001890	ESY10_g14389_DN3_SP7_c0.t1	AT2G02380.1, AT2G02390.3
OG0001891	ESY2_g35501_DN3_SP0_c0.t1	AT1G70090.1
OG0001891	ESY5_g1803_DN2_SP0_c0.t1	AT1G24170.1
OG0001892	ESY4_g26618_DN3_SP0_c0.t1	AT4G37990.1
OG0001892	ESY4_g26620_DN3_SP0_c0.t1, ESY4_g26619_DN3_SP1_c0.t1	AT4G37980.1
OG0001893	ESY4_g25224_DN3_SP0_c0.t1	AT2G25590.1, AT4G32440.2
OG0001894	ESY11_g53518_DN3_SP0_c0.t1	AT2G14850.1
OG0001894	ESY4_g25781_DN3_SP0_c0.t1	AT4G33890.1
OG0001895	ESY4_g24872_DN3_SP0_c0.t1	AT4G31360.1
OG0001895	ESY8_g59432_DN3_SP0_c0.t1	AT2G24440.1
OG0001896	ESY8_g59435_DN3_SP0_c0.t1	AT2G24420.1
OG0001896	ESY4_g24869_DN3_SP1_c0.t1	AT4G31340.1
OG0001897	ESY4_g24757_DN3_SP8_c0.t1	AT4G30910.2, AT4G30920.1
OG0001897	ESY8_g59492_DN3_SP7_c0.t1	AT2G24200.1
OG0001898	ESY9_g44840_DN3_SP0_c48.t1	AT2G12945.1, AT3G42160.1, AT4G07350.1, AT1G40129.1
OG0001900	ESY8_g60558_DN2_SP2_c0.t1	AT5G39860.1
OG0001900	ESY21_g55220_DN3_SP1_c0.t1	AT3G28857.1
OG0001901	ESY9_g42763_DN2_SP0_c0.t1	AT4G18823.1, AT5G19315.1, AT5G08315.1, AT5G08055.1, AT1G33607.1
OG0001902	ESY20_g12938_DN3_SP0_c0.t1	AT5G51845.1, AT5G23212.1
OG0001910	ESY4_g24650_DN3_SP8_c0.t1	AT4G30560.1
OG0001910	ESY8_g59505_DN3_SP8_c11.t1	AT2G23980.2
OG0001911	ESY8_g59478_DN3_SP8_c0.t1	AT2G24060.1
OG0001911	ESY4_g24718_DN3_SP5_c0.t1	AT4G30690.1
OG0001912	ESY7_g17307_DN3_SP2_c0.t1	AT5G16400.1
OG0001912	ESY3_g32448_DN3_SP5_c0.t1	AT3G02730.1
OG0001913	ESY3_g31376_DN2_SP0_c0.t1	AT4G27990.1, AT3G07430.1
OG0001914	ESY3_g32498_DN1_SP0_c0.t1	AT3G02340.1
OG0001914	ESY7_g17399_DN3_SP0_c0.t1	AT5G15820.1
OG0001915	ESY7_g17741_DN3_SP0_c0.t1, ESY3_g30763_DN3_SP8_c0.t1	AT5G13490.1, AT3G08580.1
OG0001916	ESY6_g49877_DN3_SP1_c51.t1	AT5G19430.4
OG0001916	ESY7_g18335_DN3_SP0_c8.t1	AT5G12310.1
OG0001917	ESY7_g18298_DN3_SP2_c0.t1	AT5G12110.1
OG0001917	ESY6_g49890_DN3_SP0_c0.t1	AT5G19510.1
OG0001918	ESY7_g18080_DN3_SP8_c0.t1	AT5G24940.1, AT5G10740.1
OG0001919	ESY6_g50020_DN3_SP0_c0.t1	AT5G24860.2
OG0001919	ESY7_g18065_DN2_SP0_c0.t1	AT5G10625.1
OG0001920	ESY6_g50534_DN3_SP0_c0.t1	AT5G65207.1
OG0001920	ESY7_g17958_DN2_SP0_c0.t1, ESY7_g17959_DN3_SP0_c0.t1	AT5G10040.1
OG0001922	ESY8_g59649_DN3_SP8_c0.t1	AT2G22780.1
OG0001922	ESY7_g17894_DN3_SP8_c0.t1	AT5G09660.4
OG0001923	ESY7_g17845_DN3_SP0_c0.t1	AT5G09440.1
OG0001923	ESY6_g50708_DN3_SP0_c0.t1	AT5G64260.1
OG0001924	ESY7_g18610_DN3_SP0_c0.t1	AT5G07880.1
OG0001924	ESY6_g49540_DN3_SP6_c0.t1	AT5G61210.1
OG0001925	ESY5_g4630_DN3_SP0_c0.t1	AT1G06770.1
OG0001926	ESY8_g58596_DN3_SP8_c0.t1	AT2G30630.2
OG0001926	ESY5_g4632_DN3_SP7_c0.t1	AT1G06750.2
OG0001927	ESY5_g4703_DN3_SP7_c0.t1	AT1G06200.2
OG0001927	ESY8_g58528_DN3_SP6_c0.t1	AT2G31140.1
OG0001928	ESY11_g53565_DN3_SP0_c0.t1	AT2G15170.1
OG0001929	ESY5_g4956_DN3_SP0_c0.t1	AT1G04710.1
OG0001929	ESY20_g12787_DN3_SP8_c6.t1	AT2G33150.1
OG0001930	ESY8_g58182_DN3_SP0_c0.t1	AT5G44140.1
OG0001930	ESY5_g5148_DN3_SP7_c0.t1	AT1G03860.1
OG0001931	ESY13_g56726_DN3_SP5_c0.t1	AT4G25500.1
OG0001931	ESY6_g46677_DN3_SP8_c0.t1	AT5G52040.2
OG0001932	ESY12_g51683_DN2_SP0_c0.t1	AT2G46495.1
OG0001932	ESY12_g51685_DN1_SP0_c0.t1	AT2G46494.1
OG0001933	ESY1_g10712_DN3_SP4_c0.t1	AT2G33510.2, AT1G28070.1
OG0001934	ESY16_g62011_DN3_SP8_c0.t1	AT1G31070.2, AT2G35020.1
OG0001935	ESY16_g61674_DN3_SP8_c0.t1	AT2G35370.1, AT1G32470.1
OG0001936	ESY9_g43883_DN3_SP0_c0.t1	AT2G35330.1
OG0001936	ESY16_g61668_DN3_SP0_c0.t1	AT1G32530.1
OG0001937	ESY6_g50384_DN3_SP0_c0.t1	AT3G50080.1, AT5G67250.1
OG0001938	ESY3_g30520_DN3_SP8_c0.t1	AT3G15060.1
OG0001938	ESY6_g49592_DN3_SP5_c0.t1	AT5G60860.1
OG0001939	ESY6_g50143_DN3_SP0_c0.t1	AT5G23700.3
OG0001939	ESY1_g9311_DN3_SP7_c0.t1	AT3G48860.2
OG0001940	ESY4_g25221_DN3_SP6_c0.t1	AT4G32470.1, AT5G25450.1
OG0001941	ESY19_g42180_DN3_SP4_c0.t1	AT5G20290.1
OG0001942	ESY1_g7387_DN3_SP0_c0.t1	AT3G44900.1
OG0001942	ESY6_g48976_DN3_SP0_c0.t1	AT5G22900.1
OG0001943	ESY6_g48937_DN3_SP5_c0.t1, ESY2_g33932_DN3_SP0_c0.t1	AT5G60550.1, AT3G45240.1
OG0001944	ESY1_g8081_DN3_SP7_c0.t1	AT3G46430.1, AT5G59613.1
OG0001945	ESY2_g33964_DN3_SP0_c0.t1	AT1G60620.1
OG0001945	ESY2_g33937_DN3_SP0_c0.t1	AT1G60850.1
OG0001946	ESY6_g48588_DN3_SP6_c0.t1	AT5G58440.1
OG0001946	ESY7_g18494_DN3_SP2_c0.t1	AT5G07120.1
OG0001947	ESY6_g48456_DN3_SP8_c0.t1	AT4G25810.1, AT5G57560.1
OG0001948	ESY6_g48439_DN3_SP0_c0.t1	AT5G57480.1, AT4G25835.1
OG0001949	ESY11_g53942_DN3_SP0_c0.t1	AT2G17000.1
OG0001949	ESY11_g53944_DN3_SP5_c0.t1	AT2G17010.1
OG0001950	ESY8_g60932_DN3_SP8_c0.t1	AT5G38970.1
OG0001950	ESY2_g35146_DN3_SP8_c0.t1	AT3G30180.1
OG0001951	ESY16_g62531_DN3_SP8_c0.t1	AT4G26480.1
OG0001951	ESY6_g48164_DN3_SP7_c0.t1	AT5G56140.1
OG0001952	ESY6_g47961_DN3_SP0_c0.t1	AT5G54900.1
OG0001952	ESY16_g62345_DN3_SP7_c0.t1	AT4G27000.1
OG0001953	ESY6_g47914_DN3_SP8_c0.t1	AT5G54670.1
OG0001953	ESY16_g62300_DN3_SP8_c0.t1	AT4G27180.1
OG0001955	ESY7_g18739_DN3_SP0_c0.t1	AT5G06560.1
OG0001955	ESY3_g31306_DN3_SP0_c0.t1	AT3G11850.1
OG0001956	ESY3_g31136_DN3_SP8_c0.t1	AT3G10640.1
OG0001956	ESY7_g19017_DN3_SP8_c0.t1	AT5G04850.2
OG0001957	ESY3_g31024_DN3_SP8_c0.t1	AT3G09900.1
OG0001957	ESY7_g19293_DN3_SP6_c0.t1	AT5G03520.1
OG0001958	ESY7_g19353_DN3_SP0_c0.t1	AT5G03300.1
OG0001958	ESY3_g30994_DN3_SP8_c0.t1	AT3G09820.1
OG0001959	ESY4_g25988_DN3_SP8_c0.t1	AT4G33070.1, AT5G01330.1, AT5G01320.1
OG0001960	ESY10_g13679_DN3_SP8_c0.t1	AT3G27380.1
OG0001960	ESY8_g60245_DN3_SP7_c0.t1	AT5G40650.1
OG0001961	ESY5_g2961_DN3_SP0_c0.t1	AT1G15760.1
OG0001961	ESY18_g63340_DN2_SP0_c0.t1	AT1G80520.1
OG0001962	ESY2_g36634_DN3_SP8_c0.t1	AT1G80830.1
OG0001962	ESY5_g2995_DN3_SP8_c0.t1	AT1G15960.1
OG0001963	ESY5_g3002_DN3_SP6_c0.t1	AT1G16010.1
OG0001963	ESY2_g36648_DN3_SP7_c0.t1	AT1G80900.1
OG0001964	ESY5_g3036_DN3_SP6_c0.t1	AT1G16300.1
OG0001964	ESY2_g36685_DN3_SP7_c13.t1	AT1G79530.1
OG0001965	ESY5_g3888_DN3_SP8_c4.t1	AT1G20950.1
OG0001965	ESY2_g34722_DN3_SP8_c0.t1	AT1G76550.1
OG0001966	ESY4_g25342_DN2_SP0_c0.t1	AT4G35610.1
OG0001966	ESY2_g35578_DN3_SP0_c0.t1	AT4G35700.1
OG0001967	ESY5_g3932_DN3_SP8_c0.t1	AT1G20580.1
OG0001967	ESY2_g34761_DN3_SP5_c0.t1	AT1G76300.1
OG0001968	ESY2_g34818_DN2_SP0_c0.t1	AT1G75880.1
OG0001969	ESY11_g53994_DN3_SP0_c0.t1	AT2G17260.1
OG0001969	ESY4_g25406_DN3_SP0_c0.t1	AT4G35290.1
OG0001970	ESY11_g54059_DN3_SP6_c0.t1	AT2G17530.1
OG0001970	ESY4_g25363_DN3_SP6_c0.t1	AT4G35500.2
OG0001971	ESY11_g54105_DN3_SP8_c0.t1	AT2G17720.1
OG0001971	ESY4_g26035_DN3_SP0_c0.t1, ESY4_g26025_DN2_SP0_c0.t1, ESY5_g1364_DN3_SP0_c0.t1, ESY4_g26024_DN3_SP0_c0.t1, ESY4_g26023_DN3_SP0_c0.t1	AT4G35810.1
OG0001972	ESY11_g54130_DN3_SP1_c0.t1	AT2G17780.1
OG0001972	ESY4_g26113_DN3_SP8_c0.t1	AT4G35920.1
OG0001973	ESY3_g30311_DN3_SP6_c0.t1	AT3G14000.1
OG0001973	ESY2_g36226_DN3_SP0_c0.t1	AT1G54180.1
OG0001974	ESY3_g30509_DN3_SP8_c0.t1	AT3G14960.1
OG0001974	ESY2_g36912_DN3_SP8_c0.t1	AT1G53290.1
OG0001975	ESY1_g11186_DN3_SP8_c0.t1	AT3G52990.1, AT2G36580.1
OG0001977	ESY15_g65763_DN2_SP7_c0.t1	AT4G13615.1
OG0001977	ESY9_g45245_DN3_SP1_c0.t1, ESY10_g14988_DN2_SP3_c0.t1	AT3G24100.1
OG0001978	ESY2_g33580_DN1_SP0_c0.t1	AT4G14490.1, AT3G02400.1
OG0001979	ESY3_g28659_DN3_SP3_c0.t1	AT4G14560.1, AT3G23030.2
OG0001980	ESY22_g40745_DN3_SP8_c0.t1	AT4G14680.2
OG0001980	ESY3_g28742_DN3_SP8_c0.t1	AT3G22890.1
OG0001981	ESY2_g38569_DN3_SP8_c0.t1	AT3G16650.1, AT4G15900.1
OG0001982	ESY1_g10578_DN3_SP8_c0.t1	AT3G56090.1
OG0001982	ESY12_g50853_DN3_SP7_c0.t1	AT2G40300.1
OG0001983	ESY2_g37243_DN3_SP0_c7.t1	AT3G46340.1, AT3G46400.1, AT3G46370.1, AT3G46420.1
OG0001984	ESY10_g13840_DN3_SP3_c0.t1	AT3G26690.1
OG0001984	ESY5_g3875_DN3_SP3_c0.t1	AT1G12880.1
OG0001985	ESY7_g16808_DN3_SP8_c0.t1	AT5G45560.1
OG0001985	ESY9_g42860_DN3_SP8_c0.t1	AT4G19040.2
OG0001986	ESY2_g37620_DN3_SP5_c0.t1	AT1G49710.1
OG0001986	ESY3_g29461_DN3_SP0_c0.t1	AT3G19280.1
OG0001987	ESY2_g37397_DN3_SP0_c0.t1	AT1G50950.2
OG0001987	ESY3_g29208_DN3_SP7_c0.t1	AT3G20560.1
OG0001988	ESY2_g37246_DN3_SP6_c0.t1	AT1G51600.1
OG0001988	ESY3_g29115_DN3_SP1_c0.t1	AT3G21175.1
OG0001989	ESY3_g30003_DN3_SP4_c0.t1	AT3G16120.1
OG0001989	ESY2_g37101_DN3_SP8_c0.t1	AT1G52245.1
OG0001992	ESY9_g42511_DN3_SP0_c0.t1	AT4G17880.1
OG0001992	ESY10_g14977_DN3_SP0_c0.t1	AT5G46760.1
OG0001993	ESY5_g5428_DN3_SP3_c0.t1	AT4G01510.5, AT1G01020.1
OG0001994	ESY26_g42346_DN3_SP7_c0.t1	AT4G11911.1, AT4G22920.1
OG0001995	ESY9_g43752_DN3_SP2_c0.t1	AT4G22300.1
OG0001995	ESY9_g43754_DN3_SP0_c0.t1	AT4G22305.1
OG0001996	ESY12_g52052_DN3_SP0_c0.t1	AT4G21910.2, AT4G21903.2
OG0001997	ESY7_g16473_DN3_SP8_c0.t1	AT4G05180.1
OG0001997	ESY9_g43461_DN3_SP0_c0.t1	AT4G21280.2
OG0001998	ESY1_g12532_DN3_SP0_c0.t1	AT3G62990.1
OG0001998	ESY12_g52309_DN2_SP0_c0.t1	AT2G47950.2
OG0001999	ESY12_g51888_DN3_SP6_c0.t1	AT2G45440.1
OG0001999	ESY1_g12188_DN3_SP8_c0.t1	AT3G60880.2
OG0002000	ESY12_g51970_DN3_SP8_c0.t1	AT2G45080.1
OG0002000	ESY1_g12115_DN1_SP8_c0.t1	AT3G60550.1
OG0002001	ESY1_g12113_DN3_SP0_c0.t1	AT3G60540.1
OG0002002	ESY1_g11971_DN3_SP8_c0.t1	AT3G60070.1
OG0002002	ESY12_g52099_DN3_SP0_c0.t1	AT2G44280.1
OG0002003	ESY5_g3489_DN3_SP6_c0.t1	AT1G10490.1
OG0002003	ESY1_g11550_DN3_SP6_c0.t1	AT3G57940.1
OG0002005	ESY16_g62099_DN3_SP6_c0.t1	AT4G27690.1
OG0002005	ESY6_g47449_DN3_SP8_c0.t1	AT5G53530.1
OG0002007	ESY9_g45404_DN2_SP0_c0.t1	AT2G38870.1, AT2G38900.2
OG0002009	ESY1_g10257_DN3_SP8_c0.t1	AT3G51860.2
OG0002009	ESY9_g45244_DN3_SP6_c0.t1	AT2G38170.3
OG0002010	ESY10_g14764_DN3_SP0_c0.t1	AT5G47590.1
OG0002011	ESY8_g59892_DN3_SP0_c0.t1	AT2G21220.1
OG0002011	ESY4_g26872_DN1_SP0_c0.t1	AT4G38860.1
OG0002012	ESY14_g20155_DN3_SP8_c0.t1	AT4G09900.1, AT1G33990.1
OG0002013	ESY3_g31668_DN3_SP0_c0.t1	AT3G05640.1
OG0002013	ESY10_g15421_DN3_SP4_c0.t1	AT5G27930.1
OG0002014	ESY1_g12511_DN3_SP8_c0.t1	AT3G62830.1
OG0002014	ESY12_g52260_DN3_SP8_c0.t1	AT2G47650.2
OG0002015	ESY12_g52240_DN3_SP0_c0.t1	AT2G47560.1
OG0002015	ESY1_g12493_DN2_SP0_c0.t1	AT3G62690.1
OG0002016	ESY6_g50634_DN2_SP0_c0.t1, ESY3_g29840_DN3_SP0_c0.t1	AT3G17140.1
OG0002017	ESY12_g51275_DN3_SP0_c0.t1	AT2G42080.1
OG0002017	ESY1_g11538_DN3_SP0_c0.t1	AT3G58020.1
OG0002018	ESY3_g31788_DN3_SP3_c0.t1	AT3G05260.1
OG0002018	ESY2_g34244_DN3_SP8_c0.t1	AT1G54870.2
OG0002019	ESY3_g31549_DN2_SP0_c0.t1	AT3G06320.1, AT5G18790.1
OG0002020	ESY3_g29834_DN3_SP0_c0.t1, ESY16_g61968_DN2_SP0_c0.t1	AT3G17152.1
OG0002020	ESY3_g29835_DN3_SP0_c0.t1	AT3G17150.1
OG0002021	ESY3_g29824_DN3_SP8_c0.t1	AT3G17240.1
OG0002021	ESY2_g38309_DN3_SP8_c0.t1	AT1G48030.1
OG0002022	ESY3_g29801_DN3_SP8_c0.t1	AT3G17430.1
OG0002022	ESY2_g38079_DN3_SP8_c0.t1	AT1G48230.1
OG0002023	ESY2_g34585_DN3_SP2_c0.t1	AT4G04402.1, AT3G29350.1
OG0002023	ESY8_g60854_DN3_SP6_c0.t1	AT5G39340.2
