Orthogroup	Euclidium_syriacum	Eutrema_salsugineum
OG0002936	ESY3_g28993_DN3_SP8_c0.t1	XP_006406242.1, XP_024015191.1
OG0002937	ESY2_g34379_DN3_SP8_c0.t1	XP_006391566.1, XP_006415535.2, XP_006395898.1
OG0002938	ESY20_g12939_DN3_SP8_c0.t1	XP_006396237.1, XP_006418437.1
OG0002939	ESY5_g5372_DN3_SP0_c0.t1	XP_006418351.1
OG0002939	ESY20_g13131_DN2_SP0_c0.t1	XP_006396366.1
OG0002940	ESY8_g58533_DN3_SP0_c0.t1	XP_006410243.1
OG0002940	ESY5_g4704_DN3_SP0_c0.t1	XP_006417948.1
OG0002941	ESY5_g2881_DN3_SP6_c0.t1	XP_024008348.1
OG0002942	ESY5_g4029_DN2_SP0_c0.t1, ESY5_g4032_DN3_SP0_c0.t1, ESY5_g4031_DN3_SP1_c0.t1	XP_006416465.1
OG0002943	ESY2_g33468_DN3_SP0_c0.t1, ESY2_g33469_DN3_SP0_c0.t1, ESY2_g33502_DN3_SP0_c0.t1, ESY2_g33466_DN3_SP0_c0.t1	XP_006391736.1
OG0002944	ESY2_g33892_DN3_SP0_c0.t1	XP_006392054.1
OG0002945	ESY2_g34138_DN1_SP0_c0.t1, ESY2_g34132_DN2_SP0_c0.t1	XP_006392355.1
OG0002945	ESY5_g3097_DN2_SP0_c0.t1	XP_006392356.2
OG0002946	ESY4_g26474_DN3_SP0_c0.t1	XP_024014077.1, XP_006396169.1, XP_006404791.1, XP_006404798.2
OG0002947	ESY7_g16368_DN3_SP8_c0.t1	XP_006396654.1
OG0002948	ESY4_g26847_DN3_SP0_c0.t1	XP_006411695.1
OG0002949	ESY4_g26794_DN1_SP0_c0.t1	XP_006411729.1, XP_024005518.1
OG0002950	ESY4_g26595_DN3_SP0_c14.t1	XP_006411841.1
OG0002951	ESY4_g25316_DN3_SP0_c0.t1	XP_006412077.1
OG0002951	ESY11_g54084_DN3_SP0_c0.t1	XP_006409271.1
OG0002952	ESY4_g25232_DN3_SP8_c0.t1	XP_006412478.1
OG0002952	ESY8_g59332_DN3_SP7_c0.t1	XP_006405184.1
OG0002953	ESY8_g59216_DN3_SP3_c0.t1	XP_006408782.1
OG0002953	ESY4_g25958_DN3_SP0_c11.t1	XP_006412376.1
OG0002954	ESY8_g59354_DN2_SP1_c0.t1	XP_006405219.1
OG0002954	ESY4_g25072_DN3_SP6_c0.t1	XP_006412511.1
OG0002955	ESY4_g25050_DN3_SP2_c0.t1	XP_006412528.2
OG0002955	ESY8_g59362_DN3_SP0_c0.t1	XP_006405129.1
OG0002956	ESY3_g28124_DN3_SP2_c0.t1	XP_006418806.1
OG0002957	ESY20_g13185_DN3_SP0_c0.t1	XP_024006570.1
OG0002957	ESY20_g13180_DN3_SP0_c0.t1, ESY20_g13181_DN3_SP0_c0.t1, ESY20_g13183_DN3_SP0_c0.t1, ESY20_g13184_DN2_SP0_c8.t1, ESY20_g13186_DN1_SP0_c0.t1	XP_024005585.1, XP_024004016.1, XP_024004017.1, XP_024003768.1
OG0002958	ESY11_g54963_DN3_SP8_c0.t1	XP_006409005.1
OG0002958	ESY4_g23951_DN3_SP2_c0.t1	XP_024005659.1
OG0002959	ESY4_g25688_DN3_SP0_c0.t1	XP_006398327.1, XP_006398326.1
OG0002961	ESY10_g15055_DN3_SP0_c0.t1	XP_006405934.2, XP_024014675.1
OG0002962	ESY4_g26613_DN3_SP0_c11.t1	XP_006411824.1
OG0002963	ESY3_g29864_DN1_SP0_c0.t1	XP_006406784.2, XP_006406771.1
OG0002971	ESY7_g18915_DN3_SP0_c0.t1	XP_006399006.1, XP_006399007.1
OG0002972	ESY8_g59518_DN3_SP7_c0.t1	XP_006404875.1
OG0002972	ESY4_g24637_DN3_SP8_c0.t1	XP_006412703.1
OG0002973	ESY10_g14839_DN2_SP0_c0.t1, ESY2_g35278_DN3_SP0_c0.t1, ESY2_g35277_DN3_SP0_c0.t1, ESY6_g49819_DN3_SP0_c0.t1	XP_024015236.1
OG0002975	ESY8_g59396_DN3_SP8_c0.t1	XP_024004426.1, XP_006405042.1
OG0002976	ESY7_g17241_DN3_SP8_c0.t1	XP_006400231.1
OG0002976	ESY3_g32387_DN3_SP0_c0.t1	XP_006408352.1
OG0002977	ESY7_g17371_DN3_SP0_c0.t1	XP_006400131.2
OG0002978	ESY3_g32676_DN3_SP5_c0.t1	XP_024014301.1
OG0002978	ESY7_g17656_DN3_SP5_c0.t1	XP_006399921.1
OG0002980	ESY4_g26869_DN3_SP0_c0.t1	XP_024007912.1
OG0002981	ESY6_g50519_DN3_SP8_c0.t1	XP_006399528.1, XP_006394056.1
OG0002982	ESY7_g17922_DN3_SP8_c0.t1	XP_006399466.1
OG0002982	ESY6_g50630_DN3_SP7_c0.t1	XP_006394125.1
OG0002983	ESY23_g101_DN3_SP1_c0.t1	XP_006413541.1
OG0002984	ESY7_g18681_DN3_SP0_c0.t1	XP_006399330.1
OG0002987	ESY8_g58163_DN3_SP8_c0.t1	XP_006403143.1
OG0002988	ESY4_g22508_DN1_SP0_c0.t1	XP_006403342.1, XP_006415744.1
OG0002989	ESY4_g23681_DN3_SP0_c0.t1	XP_006410626.1
OG0002989	ESY16_g61534_DN3_SP0_c0.t1	XP_006415449.1
OG0002990	ESY16_g62232_DN3_SP0_c0.t1	XP_006415431.1
OG0002990	ESY4_g23762_DN2_SP0_c0.t1	XP_006415432.1
OG0002991	ESY16_g61672_DN3_SP8_c0.t1	XP_006410692.1, XP_006415186.1
OG0002992	ESY6_g50401_DN3_SP0_c31.t1	XP_006393933.1
OG0002993	ESY6_g50406_DN3_SP1_c0.t1	XP_006404085.1, XP_006393941.1
OG0002994	ESY6_g50417_DN3_SP7_c0.t1	XP_024007527.1
OG0002994	ESY1_g9815_DN3_SP2_c0.t1	XP_006404089.1
OG0002996	ESY6_g48999_DN3_SP8_c0.t1	XP_006400781.1
OG0002998	ESY6_g48640_DN3_SP0_c0.t1	XP_024012469.1
OG0003000	ESY6_g48167_DN2_SP1_c0.t1	XP_006401368.1
OG0003001	ESY5_g4686_DN3_SP0_c0.t1	XP_006417930.2, XP_006417932.1, XP_006417931.1
OG0003002	ESY6_g47971_DN1_SP0_c0.t1	XP_006401504.1
OG0003003	ESY6_g47965_DN3_SP0_c0.t1	XP_006413119.1
OG0003003	ESY6_g47964_DN3_SP0_c0.t1	XP_024011190.1
OG0003004	ESY5_g3332_DN2_SP0_c1.t1	XP_024007739.1, XP_006414685.2, XP_006417554.1, XP_024014388.1
OG0003005	ESY7_g18714_DN3_SP8_c0.t1	XP_006399147.1, XP_006399146.1
OG0003006	ESY20_g13310_DN3_SP0_c0.t1	XP_024008784.1, XP_024010518.1
OG0003007	ESY3_g32104_DN3_SP0_c0.t1, ESY1_g8161_DN3_SP0_c0.t1	XP_006408223.1
OG0003008	ESY1_g11703_DN3_SP0_c0.t1	XP_024007733.1, XP_024008988.1, XP_006402885.1, XP_024009010.1
OG0003009	ESY3_g30961_DN3_SP0_c0.t1	XP_006398726.1, XP_006407663.1
OG0003010	ESY8_g60140_DN3_SP0_c37.t1	XP_024014747.1
OG0003011	ESY5_g2365_DN3_SP3_c0.t1	XP_006416236.1
OG0003011	ESY2_g35069_DN3_SP0_c0.t1	XP_006390044.1
OG0003012	ESY1_g11653_DN3_SP0_c0.t1, ESY3_g31304_DN3_SP0_c0.t1, ESY3_g31261_DN1_SP0_c0.t1	XP_006397062.2
OG0003013	ESY2_g34604_DN3_SP1_c0.t1	XP_006390079.1
OG0003013	ESY5_g2395_DN3_SP0_c0.t1	XP_006416266.1
OG0003014	ESY4_g25325_DN3_SP0_c0.t1	XP_006412081.2
OG0003014	ESY11_g54079_DN2_SP0_c0.t1	XP_006409274.1
OG0003015	ESY4_g25324_DN3_SP0_c0.t1	XP_024004644.1
OG0003015	ESY11_g54082_DN3_SP8_c0.t1	XP_006409273.1
OG0003016	ESY19_g41757_DN3_SP0_c75.t1	XP_006397295.1
OG0003017	ESY3_g27566_DN2_SP8_c0.t1	XP_006414975.1, XP_006418676.1
OG0003018	ESY3_g27608_DN3_SP1_c28.t1	XP_006418694.1, XP_006414962.1
OG0003020	ESY27_g13527_DN3_SP8_c0.t1	XP_006414845.1
OG0003021	ESY5_g4205_DN3_SP0_c0.t1	XP_006416606.1
OG0003021	ESY2_g34896_DN3_SP0_c0.t1	XP_024007783.1
OG0003022	ESY2_g34417_DN3_SP7_c0.t1	XP_024007767.1, XP_006391101.1
OG0003023	ESY4_g24302_DN3_SP2_c7.t1	XP_024005535.1
OG0003023	ESY34_g45727_DN3_SP0_c7.t1	XP_006412838.1
OG0003024	ESY2_g34690_DN3_SP8_c0.t1	XP_006416325.2, XP_006390151.1
OG0003025	ESY21_g55547_DN2_SP0_c0.t1	XP_006395376.2
OG0003025	ESY8_g60359_DN3_SP0_c0.t1	XP_024014383.1
OG0003026	ESY21_g55504_DN3_SP0_c0.t1	XP_006395374.1
OG0003027	ESY7_g16801_DN3_SP0_c0.t1	XP_006398221.1
OG0003028	ESY3_g29396_DN3_SP8_c0.t1	XP_024015009.1
OG0003028	ESY2_g37567_DN3_SP8_c0.t1	XP_006393203.1
OG0003029	ESY2_g37381_DN3_SP1_c0.t1	XP_006393108.1
OG0003029	ESY3_g29215_DN3_SP7_c0.t1	XP_006406375.1
OG0003030	ESY2_g37696_DN3_SP8_c0.t1	XP_024006391.1
OG0003031	ESY3_g29109_DN1_SP0_c0.t1	XP_024014888.1, XP_006393013.1
OG0003032	ESY3_g29996_DN3_SP0_c0.t1	XP_006406867.1
OG0003033	ESY9_g45248_DN3_SP0_c0.t1	XP_024003933.1
OG0003034	ESY6_g50278_DN3_SP0_c0.t1	XP_006414440.1
OG0003034	ESY1_g10076_DN2_SP0_c0.t1	XP_006403990.1
OG0003035	ESY9_g43290_DN3_SP1_c0.t1	XP_024005729.1
OG0003035	ESY7_g16604_DN3_SP1_c0.t1	XP_024011037.1
OG0003037	ESY7_g16474_DN3_SP8_c0.t1	XP_006396621.1
OG0003040	ESY1_g12066_DN3_SP0_c0.t1	XP_006402582.1
OG0003041	ESY1_g11982_DN3_SP0_c0.t1, ESY1_g11983_DN3_SP0_c0.t1	XP_006402621.1
OG0003043	ESY1_g11513_DN3_SP0_c0.t1	XP_006402809.1
OG0003044	ESY1_g11097_DN3_SP0_c0.t1	XP_006410922.2, XP_006403676.2
OG0003045	ESY3_g32346_DN3_SP0_c0.t1	XP_006408322.1
OG0003047	ESY19_g42009_DN3_SP0_c0.t1	XP_006391279.2
OG0003048	ESY19_g41973_DN3_SP0_c0.t1	XP_006391261.1, XP_006415794.1
OG0003049	ESY21_g55175_DN3_SP0_c0.t1	XP_006391210.1
OG0003050	ESY2_g34371_DN3_SP8_c7.t1	XP_006395906.1
OG0003051	ESY1_g11472_DN3_SP0_c0.t1	XP_006415806.1
OG0003051	ESY15_g65381_DN3_SP0_c0.t1	XP_006413382.1
OG0003052	ESY4_g26879_DN3_SP5_c0.t1	XP_024004343.1
OG0003053	ESY14_g20842_DN3_SP0_c0.t1	XP_024010644.1, XP_024008980.1
OG0003054	ESY18_g63696_DN3_SP0_c0.t1	XP_006413879.1
OG0003055	ESY7_g17885_DN3_SP0_c0.t1	XP_006400467.1
OG0003056	ESY3_g31601_DN3_SP8_c0.t1	XP_006407995.1, XP_024012127.1
OG0003057	ESY10_g15295_DN2_SP2_c0.t1	XP_024007646.1
OG0003058	ESY3_g31926_DN3_SP8_c0.t1	XP_006408144.1
OG0003058	ESY10_g15717_DN3_SP3_c0.t1	XP_024007144.1
OG0003059	ESY12_g52232_DN3_SP7_c0.t1	XP_006397946.1
OG0003060	ESY12_g51913_DN3_SP0_c0.t1	XP_006397713.1, XP_024007891.1
OG0003061	ESY12_g52155_DN3_SP0_c0.t1	XP_006397561.1
OG0003061	ESY12_g52161_DN3_SP1_c0.t1	XP_006397560.1
OG0003062	ESY12_g52163_DN3_SP0_c9.t1	XP_006397558.1
OG0003063	ESY12_g51214_DN2_SP0_c0.t1, ESY12_g51213_DN3_SP0_c0.t1, ESY12_g51212_DN2_SP0_c0.t1, ESY9_g44843_DN2_SP0_c0.t1	XP_006391400.1
OG0003064	ESY3_g31798_DN3_SP8_c0.t1	XP_024015345.1
OG0003064	ESY10_g15590_DN3_SP5_c0.t1	XP_024006949.1
OG0003065	ESY3_g31696_DN3_SP8_c6.t1	XP_006408061.1
OG0003066	ESY1_g12237_DN3_SP0_c0.t1	XP_024015616.1, XP_024015630.1
OG0003067	ESY3_g31496_DN3_SP8_c0.t1	XP_006407923.1, XP_006395061.1
OG0003068	ESY3_g30793_DN2_SP0_c0.t1	XP_006407743.1
OG0003069	ESY3_g31176_DN3_SP0_c0.t1	XP_006407494.1
OG0003070	ESY3_g30209_DN3_SP2_c0.t1	XP_006407226.1
OG0003072	ESY3_g29725_DN3_SP8_c0.t1	XP_006406663.1
OG0003073	ESY3_g29692_DN3_SP0_c0.t1	XP_006406623.1
OG0003074	ESY2_g35237_DN3_SP8_c0.t1	XP_006405832.1, XP_006391399.1
OG0003075	ESY3_g29492_DN3_SP0_c0.t1	XP_024012396.1
OG0003076	ESY20_g12983_DN3_SP0_c0.t1	XP_024010087.1
OG0003076	ESY5_g5526_DN3_SP7_c0.t1	XP_024009080.1
OG0003077	ESY6_g48244_DN3_SP0_c0.t1	XP_006410769.2, XP_024004205.1
OG0003078	ESY5_g5320_DN3_SP0_c0.t1, ESY5_g5321_DN3_SP0_c0.t1, ESY5_g5322_DN3_SP0_c0.t1	XP_006418305.1
OG0003079	ESY5_g5177_DN3_SP4_c0.t1	XP_006418241.1
OG0003080	ESY5_g4681_DN3_SP6_c0.t1	XP_006417928.1
OG0003080	ESY8_g58502_DN3_SP8_c0.t1	XP_024004103.1
OG0003082	ESY5_g2866_DN3_SP0_c0.t1	XP_006416960.1, XP_006395873.1
OG0003083	ESY10_g14617_DN3_SP4_c0.t1	XP_006398539.1
OG0003083	ESY5_g2868_DN3_SP8_c0.t1	XP_006416954.1
OG0003084	ESY9_g42669_DN3_SP0_c0.t1	XP_006390387.1
OG0003084	ESY5_g2925_DN3_SP7_c0.t1	XP_006416903.1
OG0003085	ESY5_g4194_DN3_SP8_c0.t1	XP_006416598.1
OG0003085	ESY2_g34917_DN3_SP7_c0.t1	XP_006390475.1
OG0003086	ESY2_g34773_DN3_SP0_c0.t1	XP_006390221.1
OG0003086	ESY5_g3938_DN3_SP0_c0.t1	XP_006416389.1
OG0003087	ESY5_g3925_DN3_SP7_c19.t1	XP_006416373.2, XP_024007860.1
OG0003088	ESY5_g3922_DN3_SP0_c0.t1	XP_006416370.2
OG0003088	ESY5_g3895_DN1_SP0_c0.t1, ESY5_g3924_DN3_SP0_c0.t1	XP_006416371.1
OG0003089	ESY5_g2549_DN3_SP0_c0.t1	XP_024008590.1
OG0003090	ESY2_g35772_DN3_SP7_c0.t1	XP_006390691.1, XP_006416192.1
OG0003091	ESY1_g6958_DN2_SP0_c0.t1	XP_024011375.1
OG0003092	ESY7_g16622_DN3_SP0_c0.t1, ESY7_g16624_DN3_SP0_c0.t1	XP_006398081.1, XP_024011079.1
OG0003093	ESY4_g26244_DN2_SP0_c0.t1, ESY4_g26245_DN2_SP0_c0.t1, ESY4_g26243_DN3_SP0_c0.t1, ESY4_g26242_DN3_SP0_c0.t1	XP_006411995.1
OG0003094	ESY4_g25521_DN3_SP0_c0.t1	XP_006412173.1
OG0003094	ESY4_g25520_DN3_SP0_c0.t1	XP_024005858.1
OG0003095	ESY4_g25522_DN3_SP8_c5.t1	XP_006412175.1
OG0003096	ESY4_g25065_DN3_SP0_c0.t1	XP_006416041.1, XP_006412515.1
OG0003097	ESY5_g1561_DN3_SP8_c0.t1, ESY16_g62349_DN3_SP0_c0.t1	XP_006415970.1
OG0003098	ESY20_g13094_DN3_SP0_c0.t1	XP_006396346.1
OG0003101	ESY11_g54223_DN3_SP1_c0.t1	XP_024016603.1
OG0003102	ESY8_g59477_DN3_SP0_c0.t1	XP_006404902.1
OG0003103	ESY8_g58840_DN3_SP0_c0.t1	XP_006409933.2, XP_024003751.1, XP_024003673.1, XP_024004064.1
OG0003104	ESY8_g58605_DN3_SP0_c0.t1	XP_006394509.1, XP_024004245.1
OG0003106	ESY1_g11143_DN3_SP0_c0.t1	XP_024004279.1, XP_024013355.1
OG0003116	ESY8_g59517_DN3_SP3_c0.t1	XP_006404883.1
OG0003116	ESY4_g24640_DN3_SP2_c0.t1	XP_006412702.1
OG0003117	ESY7_g17106_DN3_SP0_c0.t1, ESY2_g35022_DN3_SP5_c0.t1	XP_006400334.1
OG0003119	ESY7_g17538_DN3_SP0_c0.t1	XP_024012689.1, XP_006400011.1
OG0003120	ESY7_g18012_DN3_SP7_c0.t1	XP_006399529.1, XP_006394054.1
OG0003121	ESY20_g12742_DN2_SP0_c0.t1, ESY6_g48305_DN3_SP0_c0.t1, ESY6_g48187_DN3_SP0_c0.t1	XP_006410424.1, XP_006410421.1
OG0003122	ESY13_g56755_DN3_SP0_c0.t1	XP_024005322.1
OG0003123	ESY4_g24806_DN3_SP0_c0.t1	XP_006412636.1
OG0003124	ESY1_g5863_DN3_SP6_c0.t1	XP_006415619.1, XP_024003705.1
OG0003125	ESY16_g61979_DN3_SP0_c0.t1	XP_006415361.1
OG0003125	ESY5_g3426_DN3_SP0_c0.t1	XP_006417490.1
OG0003126	ESY16_g61874_DN3_SP0_c0.t1	XP_024008969.1, XP_006415313.1
OG0003127	ESY6_g50311_DN2_SP0_c0.t1	XP_006404015.1, XP_006393872.1
OG0003128	ESY6_g49020_DN3_SP8_c0.t1	XP_006400754.1
OG0003128	ESY17_g40201_DN3_SP4_c0.t1	XP_006405905.1
OG0003129	ESY6_g49660_DN3_SP8_c0.t1	XP_006394261.1, XP_006404223.1
OG0003130	ESY6_g49778_DN3_SP8_c0.t1	XP_006394326.2
OG0003131	ESY7_g18541_DN1_SP0_c0.t1	XP_006394483.1
OG0003132	ESY6_g50111_DN3_SP0_c0.t1	XP_006404172.1, XP_006394663.2
OG0003134	ESY3_g29906_DN3_SP0_c0.t1	XP_006400544.1
OG0003134	ESY3_g28751_DN3_SP8_c0.t1	XP_006406183.1
OG0003138	ESY6_g46769_DN3_SP0_c0.t1	XP_006401837.2, XP_006401839.1
OG0003139	ESY6_g48420_DN3_SP4_c0.t1	XP_006401220.1, XP_024005325.1
OG0003140	ESY5_g2376_DN2_SP0_c0.t1	XP_006416245.2
OG0003141	ESY3_g29870_DN3_SP0_c0.t1	XP_024012244.1, XP_006406779.1
OG0003142	ESY20_g13241_DN3_SP5_c0.t1	XP_024010002.1, XP_024008853.1
OG0003143	ESY20_g13268_DN3_SP0_c5.t1	XP_024010045.1
OG0003143	ESY20_g13263_DN2_SP0_c9.t1	XP_006396459.2
OG0003144	ESY1_g10774_DN3_SP8_c0.t1, ESY1_g10775_DN3_SP1_c0.t1	XP_006415630.1
OG0003145	ESY7_g19053_DN3_SP0_c0.t1	XP_006398925.1
OG0003146	ESY3_g31104_DN3_SP0_c0.t1	XP_006407559.2
OG0003147	ESY8_g60214_DN3_SP8_c0.t1	XP_006405428.1, XP_024007366.1
OG0003148	ESY8_g58730_DN3_SP0_c0.t1	XP_006405374.1
OG0003148	ESY2_g33499_DN3_SP8_c0.t1	XP_006391738.1
OG0003149	ESY2_g36490_DN3_SP6_c30.t1, ESY2_g36492_DN3_SP5_c29.t1	XP_024012421.1, XP_006392781.1
OG0003150	ESY2_g36549_DN3_SP4_c0.t1	XP_006389777.1
OG0003151	ESY2_g36688_DN3_SP8_c0.t1	XP_006416826.1, XP_006389882.1
OG0003152	ESY2_g36693_DN3_SP2_c0.t1	XP_006389888.1
OG0003153	ESY8_g58587_DN3_SP0_c0.t1, ESY8_g58590_DN3_SP0_c0.t1	XP_006417289.1
OG0003153	ESY2_g36827_DN3_SP0_c0.t1, ESY2_g36828_DN3_SP0_c0.t1	XP_006389952.1
OG0003154	ESY5_g2546_DN3_SP0_c0.t1	XP_006416324.1
OG0003155	ESY2_g34694_DN2_SP0_c2.t1	XP_024004302.1, XP_024012894.1
OG0003156	ESY10_g14098_DN3_SP2_c0.t1	XP_006416439.1, XP_024010931.1
OG0003157	ESY2_g36000_DN1_SP0_c0.t1	XP_024006774.1, XP_006416502.1
OG0003158	ESY2_g36927_DN1_SP0_c0.t1	XP_006392809.1
OG0003159	ESY9_g43067_DN3_SP0_c0.t1, ESY9_g43070_DN3_SP0_c0.t1	XP_006410782.1, XP_006410783.1
OG0003160	ESY9_g44365_DN3_SP7_c43.t1, ESY16_g62440_DN3_SP0_c0.t1	XP_006410815.1
OG0003161	ESY1_g7756_DN3_SP0_c0.t1	XP_006419037.1
OG0003162	ESY15_g65959_DN3_SP7_c0.t1	XP_024004731.1, XP_024009521.1
OG0003164	ESY3_g29047_DN3_SP0_c0.t1	XP_024015504.1
OG0003164	ESY2_g38739_DN3_SP2_c0.t1	XP_006414478.1
OG0003165	ESY2_g35942_DN3_SP0_c0.t1	XP_006390549.1
OG0003166	ESY5_g4230_DN3_SP8_c0.t1	XP_006416626.1
OG0003166	ESY2_g34847_DN3_SP0_c0.t1	XP_006390541.1
OG0003167	ESY21_g55705_DN3_SP0_c0.t1	XP_006395393.1
OG0003167	ESY8_g60334_DN3_SP0_c0.t1	XP_006405508.1
OG0003168	ESY8_g60820_DN3_SP3_c0.t1	XP_024014766.1
OG0003168	ESY2_g34568_DN3_SP8_c0.t1	XP_006395298.1
OG0003169	ESY8_g60282_DN3_SP8_c0.t1	XP_006405481.1
OG0003169	ESY21_g55847_DN3_SP8_c0.t1	XP_006395419.1
OG0003172	ESY2_g35320_DN3_SP0_c0.t1, ESY2_g35322_DN3_SP0_c0.t1	XP_024010541.1, XP_006391530.2
OG0003173	ESY7_g19165_DN3_SP0_c0.t1	XP_006393223.2
OG0003173	ESY12_g51098_DN3_SP0_c0.t1	XP_024004228.1
OG0003174	ESY12_g51495_DN3_SP0_c0.t1	XP_024013602.1, XP_024013166.1, XP_006392847.1, XP_024013165.1
OG0003175	ESY1_g6172_DN3_SP1_c0.t1, ESY4_g22137_DN3_SP0_c0.t1	XP_006403320.1
OG0003176	ESY9_g42453_DN3_SP7_c0.t1	XP_006414220.1
OG0003177	ESY6_g46129_DN3_SP0_c0.t1	XP_006401994.1
OG0003178	ESY20_g13031_DN3_SP0_c0.t1	XP_006417005.1
OG0003179	ESY16_g61479_DN2_SP8_c0.t1	XP_006414343.1, XP_006410743.2
OG0003180	ESY16_g61626_DN3_SP8_c0.t1	XP_006414274.1, XP_006410676.2
OG0003181	ESY6_g50233_DN3_SP7_c0.t1	XP_024013579.1
OG0003182	ESY4_g25623_DN3_SP1_c0.t1	XP_006402576.1
OG0003183	ESY1_g11897_DN3_SP8_c0.t1	XP_006402651.1
OG0003184	ESY1_g11436_DN3_SP0_c0.t1	XP_006402788.1
OG0003187	ESY1_g10602_DN3_SP0_c0.t1	XP_024012853.1
OG0003188	ESY1_g10641_DN3_SP8_c0.t1	XP_006411263.1, XP_006403042.1
OG0003189	ESY9_g45471_DN3_SP0_c11.t1	XP_006411149.1
OG0003189	ESY1_g10810_DN2_SP0_c15.t1	XP_006403509.1
OG0003190	ESY9_g44847_DN3_SP4_c0.t1	XP_006403664.1, XP_006410939.1
OG0003191	ESY2_g34503_DN2_SP0_c0.t1	XP_006415840.1, XP_006391180.1
OG0003192	ESY11_g54178_DN3_SP7_c0.t1	XP_006409213.1
OG0003192	ESY4_g24993_DN2_SP0_c0.t1	XP_006395587.1
OG0003193	ESY1_g11819_DN3_SP0_c0.t1	XP_006402961.1
OG0003194	ESY9_g45467_DN3_SP2_c0.t1	XP_006411146.1
OG0003195	ESY8_g59550_DN3_SP4_c0.t1	XP_006411943.1
OG0003196	ESY8_g59374_DN3_SP8_c0.t1	XP_006405114.1
OG0003196	ESY20_g12774_DN3_SP0_c0.t1, ESY6_g48568_DN1_SP0_c0.t1, ESY16_g62521_DN3_SP0_c0.t1	XP_024004425.1
OG0003197	ESY18_g63303_DN3_SP2_c0.t1	XP_006396874.1, XP_006396871.1
OG0003198	ESY10_g15571_DN3_SP7_c0.t1	XP_006394962.1
OG0003199	ESY4_g24005_DN3_SP0_c15.t1	XP_006408994.1, XP_006412956.1
OG0003200	ESY10_g15814_DN3_SP0_c43.t1	XP_006408164.1, XP_006395027.1
OG0003201	ESY3_g31786_DN3_SP8_c0.t1	XP_006408092.1, XP_006394963.1
OG0003203	ESY3_g31405_DN3_SP6_c0.t1, ESY3_g31403_DN3_SP4_c0.t1	XP_006407855.1
OG0003203	ESY15_g64476_DN1_SP0_c0.t1	XP_024006687.1
OG0003204	ESY2_g34217_DN2_SP0_c0.t1, ESY12_g52250_DN3_SP0_c0.t1, ESY12_g52244_DN3_SP0_c0.t1	XP_024015287.1
OG0003206	ESY20_g12705_DN3_SP0_c0.t1, ESY8_g58285_DN3_SP0_c0.t1, ESY8_g58283_DN3_SP0_c0.t1, ESY2_g37005_DN3_SP0_c0.t1, ESY20_g12703_DN3_SP0_c0.t1, ESY2_g33397_DN3_SP0_c0.t1, ESY3_g30119_DN3_SP0_c0.t1	XP_006407289.1
OG0003207	ESY20_g13281_DN1_SP0_c0.t1, ESY20_g12994_DN1_SP0_c0.t1	XP_006407093.2
OG0003208	ESY3_g29637_DN2_SP0_c0.t1	XP_006406581.1
OG0003210	ESY8_g61294_DN3_SP0_c0.t1	XP_006405814.1
OG0003211	ESY5_g4957_DN2_SP0_c0.t1	XP_024007816.1
OG0003211	ESY5_g3460_DN1_SP0_c0.t1	XP_024008652.1
OG0003212	ESY5_g4577_DN2_SP0_c0.t1	XP_006417840.1
OG0003213	ESY5_g3139_DN3_SP3_c0.t1	XP_006417690.1
OG0003214	ESY2_g34020_DN3_SP8_c0.t1	XP_006392193.1
OG0003214	ESY5_g3495_DN3_SP0_c0.t1	XP_006417454.1
OG0003215	ESY2_g33560_DN3_SP4_c0.t1	XP_006391779.1
OG0003215	ESY5_g3852_DN3_SP6_c0.t1	XP_024008488.1
OG0003216	ESY5_g4996_DN3_SP0_c0.t1, ESY2_g37773_DN3_SP0_c0.t1	XP_006394895.2
OG0003216	ESY5_g2602_DN3_SP0_c0.t1	XP_006417149.1
OG0003217	ESY5_g2824_DN3_SP3_c0.t1	XP_006395815.1, XP_006414755.1
OG0003218	ESY5_g4344_DN3_SP8_c31.t1	XP_006402095.1, XP_006416722.1
OG0003219	ESY5_g2264_DN3_SP0_c92.t1	XP_006416183.1
OG0003220	ESY5_g2250_DN3_SP6_c0.t1	XP_006390718.2, XP_006416176.1
OG0003222	ESY2_g35658_DN3_SP7_c0.t1	XP_006390791.1
OG0003222	ESY5_g2174_DN3_SP8_c0.t1	XP_006416142.1
OG0003223	ESY2_g33915_DN3_SP0_c0.t1	XP_006392071.1, XP_006392074.1, XP_006392073.1
OG0003224	ESY2_g34060_DN3_SP0_c0.t1	XP_006392248.1
OG0003225	ESY2_g38485_DN2_SP0_c0.t1, ESY2_g38449_DN3_SP0_c0.t1	XP_006414404.2
OG0003226	ESY2_g38329_DN3_SP8_c0.t1	XP_006393503.1
OG0003227	ESY4_g25699_DN3_SP4_c0.t1	XP_006412243.1, XP_006409620.1
OG0003228	ESY4_g25821_DN3_SP0_c0.t1, ESY4_g25817_DN3_SP0_c0.t1	XP_006412320.1
OG0003229	ESY5_g1475_DN3_SP0_c0.t1	XP_024009934.1, XP_006415951.1
OG0003230	ESY16_g62153_DN3_SP8_c0.t1	XP_006413053.1
OG0003231	ESY10_g14144_DN3_SP0_c0.t1	XP_006395677.1, XP_006395678.1
OG0003233	ESY4_g26204_DN3_SP0_c0.t1, ESY4_g26203_DN3_SP0_c0.t1	XP_006414050.1, XP_006412012.2
