Orthogroup	Euclidium_syriacum	Arabis_alpina
OG0004188	ESY8_g59100_DN3_SP8_c0.t1	Aa_G90680.h1.t1, Aa_G512720.h1.t1, Aa_G442710.h1.t1, Aa_G442710.h2.t1
OG0004189	ESY8_g59059_DN3_SP0_c0.t1	Aa_G272250.h1.t1, Aa_G180170.h1.t1
OG0004190	ESY16_g62523_DN3_SP0_c0.t1, ESY8_g59037_DN3_SP1_c0.t1, ESY8_g59026_DN3_SP0_c0.t1	Aa_G455030.h1.t1
OG0004191	ESY8_g58924_DN3_SP6_c0.t1	Aa_G1029590.h2.t1, Aa_G1029590.h1.t1, Aa_G988780.h1.t1, Aa_G988780.h2.t1
OG0004192	ESY8_g58661_DN3_SP0_c9.t1	Aa_G648850.h1.t1
OG0004193	ESY8_g58657_DN2_SP0_c0.t1	Aa_G120490.h1.t1
OG0004194	ESY8_g58615_DN3_SP0_c22.t1	Aa_G159310.h1.t1
OG0004195	ESY8_g58544_DN2_SP0_c0.t1	Aa_G343130.h1.t1
OG0004197	ESY8_g58403_DN3_SP0_c0.t1	Aa_G637630.h1.t1, Aa_G154760.h1.t1
OG0004199	ESY1_g11680_DN3_SP8_c0.t1	Aa_G39620.h1.t1, Aa_G29470.h1.t1
OG0004200	ESY15_g64858_DN1_SP0_c0.t1, ESY1_g11305_DN1_SP0_c0.t1	Aa_G171160.h1.t1
OG0004201	ESY4_g22419_DN3_SP4_c0.t1	Aa_G171120.h1.t1
OG0004202	ESY4_g22809_DN3_SP7_c0.t1	Aa_G329810.h1.t1
OG0004203	ESY4_g23044_DN3_SP8_c0.t1	Aa_G366290.h1.t1
OG0004204	ESY6_g48883_DN3_SP1_c0.t1	Aa_G108460.h1.t1
OG0004205	ESY1_g5771_DN3_SP6_c0.t1	Aa_G248950.h1.t1
OG0004206	ESY4_g23565_DN3_SP8_c0.t1	Aa_G416990.h1.t1
OG0004207	ESY4_g23660_DN3_SP8_c9.t1	Aa_G138700.h1.t1
OG0004208	ESY4_g23680_DN3_SP8_c0.t1	Aa_G138830.h1.t1
OG0004209	ESY16_g62058_DN3_SP0_c0.t1	Aa_G476250.h1.t1, Aa_G791510.h1.t1
OG0004210	ESY16_g61777_DN3_SP8_c0.t1	Aa_G302490.h1.t1
OG0004211	ESY10_g14323_DN3_SP0_c0.t1	Aa_G146370.h1.t1, Aa_G146380.h1.t1
OG0004214	ESY6_g50351_DN1_SP0_c0.t1	Aa_G482360.h1.t1
OG0004215	ESY6_g50428_DN3_SP8_c16.t1, ESY12_g51794_DN2_SP0_c0.t1	Aa_G23490.h1.t1
OG0004217	ESY6_g49666_DN3_SP0_c0.t1	Aa_G75090.h1.t1
OG0004218	ESY6_g49811_DN3_SP5_c0.t1	Aa_G406180.h1.t1
OG0004220	ESY6_g49522_DN3_SP1_c0.t1	Aa_G448790.h1.t1
OG0004221	ESY6_g49589_DN3_SP2_c0.t1	Aa_G693340.h1.t1
OG0004222	ESY16_g61497_DN3_SP0_c17.t1	Aa_G49230.h1.t1
OG0004223	ESY20_g12867_DN2_SP0_c0.t1, ESY20_g12868_DN1_SP0_c0.t1	Aa_G219560.h1.t1
OG0004225	ESY6_g50012_DN3_SP0_c0.t1	Aa_G168990.h1.t1, Aa_G169000.h1.t1
OG0004226	ESY6_g49294_DN3_SP8_c0.t1	Aa_G478040.h1.t1
OG0004227	ESY6_g49177_DN3_SP2_c0.t1	Aa_G15380.h1.t1
OG0004228	ESY6_g49043_DN2_SP0_c0.t1	Aa_G8660.h1.t1
OG0004229	ESY6_g48692_DN3_SP0_c0.t1	Aa_G297090.h1.t1
OG0004230	ESY6_g48665_DN3_SP2_c0.t1	Aa_G814940.h1.t1, Aa_G814940.h2.t1, Aa_G814940.h3.t1, Aa_G345600.h1.t1
OG0004233	ESY26_g42357_DN3_SP0_c0.t1	Aa_G475370.h1.t1, Aa_G20050.h1.t1
OG0004234	ESY6_g48093_DN3_SP0_c0.t1	Aa_G470070.h1.t1, Aa_G571580.h1.t1
OG0004235	ESY1_g9716_DN3_SP0_c0.t1, ESY7_g16118_DN3_SP0_c0.t1	Aa_G62550.h1.t1
OG0004236	ESY6_g47930_DN3_SP8_c0.t1	Aa_G439450.h1.t1
OG0004237	ESY20_g13225_DN3_SP1_c0.t1	Aa_G99690.h1.t1
OG0004238	ESY20_g13297_DN3_SP0_c0.t1	Aa_G188780.h1.t1
OG0004239	ESY7_g18766_DN3_SP0_c0.t1	Aa_G414790.h1.t1
OG0004240	ESY3_g31074_DN3_SP8_c0.t1	Aa_G338680.h1.t1
OG0004240	ESY7_g19139_DN3_SP2_c0.t1, ESY7_g19135_DN3_SP0_c0.t1, ESY7_g19137_DN3_SP0_c0.t1, ESY7_g19133_DN3_SP0_c0.t1	Aa_G665030.h1.t1
OG0004241	ESY7_g19164_DN3_SP0_c0.t1	Aa_G140790.h1.t1
OG0004242	ESY3_g30098_DN3_SP0_c0.t1	Aa_G260830.h1.t1
OG0004243	ESY7_g19640_DN3_SP0_c0.t1, ESY10_g14730_DN3_SP0_c0.t1	Aa_G170940.h1.t1, Aa_G626130.h1.t1
OG0004246	ESY2_g36623_DN3_SP0_c0.t1	Aa_G21670.h1.t1
OG0004247	ESY2_g36698_DN3_SP0_c0.t1	Aa_G145320.h1.t1, Aa_G145330.h1.t1, Aa_G145310.h1.t1
OG0004248	ESY2_g36156_DN3_SP0_c0.t1	Aa_G457910.h1.t1
OG0004249	ESY2_g35092_DN3_SP6_c0.t1	Aa_G121510.h1.t1
OG0004251	ESY2_g36381_DN3_SP0_c0.t1	Aa_G108980.h1.t1
OG0004252	ESY5_g1212_DN3_SP6_c0.t1	Aa_G636970.h1.t1
OG0004253	ESY2_g36938_DN3_SP8_c0.t1	Aa_G675000.h1.t1
OG0004254	ESY1_g9456_DN3_SP0_c0.t1	Aa_G66620.h1.t1, Aa_G326530.h1.t1
OG0004255	ESY12_g52053_DN3_SP6_c0.t1	Aa_G265090.h1.t1
OG0004256	ESY2_g35867_DN3_SP8_c0.t1	Aa_G10220.h1.t1
OG0004257	ESY5_g1878_DN3_SP1_c0.t1	Aa_G314040.h1.t1, Aa_G274030.h1.t1
OG0004258	ESY5_g2597_DN3_SP0_c0.t1	Aa_G8810.h1.t1, Aa_G501040.h1.t1
OG0004259	ESY8_g60424_DN2_SP0_c0.t1	Aa_G151490.h1.t1
OG0004259	ESY21_g55410_DN3_SP0_c0.t1	Aa_G185320.h1.t1
OG0004260	ESY6_g45818_DN3_SP0_c0.t1	Aa_G124280.h1.t1
OG0004261	ESY21_g55756_DN2_SP0_c0.t1	Aa_G264240.h1.t1
OG0004262	ESY10_g13980_DN3_SP4_c0.t1	Aa_G83340.h1.t1
OG0004263	ESY2_g35442_DN2_SP0_c0.t1	Aa_G632480.h1.t1, Aa_G133870.h1.t1
OG0004264	ESY2_g35402_DN3_SP8_c8.t1	Aa_G468530.h1.t1, Aa_G553990.h1.t1
OG0004265	ESY10_g15127_DN3_SP0_c0.t1	Aa_G58310.h1.t1
OG0004266	ESY10_g15229_DN3_SP8_c0.t1	Aa_G590350.h1.t1
OG0004267	ESY7_g16799_DN3_SP0_c0.t1	Aa_G247550.h1.t1, Aa_G386630.h1.t1
OG0004269	ESY8_g59204_DN3_SP0_c0.t1	Aa_G768420.h1.t1, Aa_G428290.h1.t1, Aa_G234340.h1.t1
OG0004270	ESY2_g35670_DN3_SP8_c0.t1	Aa_G319550.h1.t1
OG0004271	ESY2_g37286_DN2_SP0_c0.t1	Aa_G582060.h1.t1
OG0004272	ESY16_g61819_DN3_SP0_c0.t1	Aa_G166380.h1.t1, Aa_G230500.h1.t1
OG0004273	ESY2_g37086_DN3_SP0_c0.t1	Aa_G256040.h1.t1
OG0004274	ESY9_g42707_DN3_SP3_c0.t1	Aa_G345160.h1.t1
OG0004275	ESY9_g42683_DN3_SP6_c0.t1	Aa_G339950.h1.t1
OG0004277	ESY9_g42440_DN3_SP1_c0.t1	Aa_G697070.h1.t1
OG0004278	ESY1_g10116_DN3_SP0_c0.t1	Aa_G326310.h1.t1
OG0004279	ESY23_g193_DN3_SP0_c0.t1	Aa_G222130.h1.t1
OG0004280	ESY23_g143_DN3_SP0_c0.t1	Aa_G537930.h1.t1
OG0004281	ESY6_g46419_DN3_SP0_c0.t1	Aa_G101920.h1.t1
OG0004282	ESY23_g404_DN3_SP0_c0.t1	Aa_G186920.h1.t1, Aa_G186870.h1.t1
OG0004283	ESY2_g38094_DN3_SP0_c11.t1	Aa_G264070.h1.t1
OG0004285	ESY9_g43231_DN3_SP0_c0.t1	Aa_G204040.h1.t1
OG0004286	ESY9_g43360_DN3_SP0_c0.t1	Aa_G580370.h1.t1
OG0004287	ESY1_g9102_DN3_SP8_c0.t1, ESY9_g43420_DN3_SP0_c0.t1	Aa_G586770.h1.t1
OG0004288	ESY16_g61557_DN2_SP0_c0.t1, ESY16_g61562_DN1_SP0_c0.t1	Aa_G295960.h1.t1
OG0004289	ESY3_g32658_DN1_SP0_c0.t1	Aa_G52650.h1.t1
OG0004290	ESY6_g49901_DN3_SP7_c0.t1	Aa_G272950.h1.t1
OG0004291	ESY1_g12534_DN3_SP0_c0.t1	Aa_G163570.h1.t1
OG0004292	ESY1_g12313_DN3_SP7_c0.t1	Aa_G16850.h1.t1
OG0004293	ESY1_g12241_DN3_SP8_c0.t1	Aa_G57940.h1.t1
OG0004294	ESY1_g11860_DN3_SP7_c0.t1	Aa_G451460.h1.t1
OG0004295	ESY1_g11412_DN3_SP8_c3.t1	Aa_G114080.h1.t1
OG0004296	ESY1_g11844_DN3_SP0_c0.t1, ESY1_g11486_DN3_SP0_c0.t1	Aa_G677310.h1.t1
OG0004297	ESY1_g11499_DN3_SP8_c0.t1	Aa_G98490.h1.t1, Aa_G98500.h1.t1
OG0004298	ESY1_g11623_DN3_SP8_c0.t1	Aa_G114710.h1.t1
OG0004299	ESY1_g11778_DN3_SP0_c0.t1	Aa_G483500.h1.t1
OG0004300	ESY1_g11834_DN3_SP0_c0.t1	Aa_G774480.h1.t1
OG0004301	ESY2_g36037_DN3_SP0_c0.t1	Aa_G467650.h1.t1, Aa_G467670.h1.t1, Aa_G467630.h1.t1
OG0004302	ESY1_g10803_DN3_SP7_c0.t1	Aa_G650990.h1.t1
OG0004303	ESY6_g47385_DN3_SP1_c0.t1	Aa_G505380.h1.t1
OG0004304	ESY3_g28044_DN3_SP0_c0.t1	Aa_G26850.h1.t1
OG0004305	ESY11_g54165_DN2_SP0_c31.t1, ESY11_g54166_DN3_SP0_c31.t1	Aa_G197460.h1.t1
OG0004306	ESY11_g54216_DN3_SP0_c0.t1	Aa_G606690.h1.t1
OG0004307	ESY11_g54322_DN3_SP0_c13.t1	Aa_G92110.h1.t1, Aa_G426680.h1.t1
OG0004308	ESY11_g54624_DN3_SP6_c0.t1	Aa_G143470.h1.t1
OG0004309	ESY10_g14533_DN2_SP0_c0.t1	Aa_G609690.h1.t1
OG0004310	ESY12_g51059_DN3_SP8_c0.t1	Aa_G88450.h1.t1
OG0004311	ESY12_g51012_DN3_SP8_c0.t1	Aa_G144150.h1.t1
OG0004312	ESY12_g50975_DN3_SP0_c0.t1	Aa_G281250.h1.t1
OG0004313	ESY9_g45687_DN3_SP8_c0.t1	Aa_G224180.h1.t1
OG0004314	ESY9_g45461_DN3_SP6_c0.t1	Aa_G202490.h1.t1
OG0004316	ESY9_g44939_DN2_SP1_c0.t1	Aa_G197180.h1.t1
OG0004317	ESY18_g63045_DN3_SP0_c0.t1	Aa_G35160.h1.t1
OG0004318	ESY8_g59540_DN3_SP2_c0.t1	Aa_G11860.h1.t1
OG0004319	ESY13_g57116_DN2_SP5_c0.t1	Aa_G233450.h1.t1
OG0004320	ESY5_g5004_DN2_SP0_c0.t1	Aa_G38760.h1.t1
OG0004322	ESY10_g15298_DN2_SP0_c0.t1	Aa_G40950.h1.t1
OG0004323	ESY2_g34427_DN2_SP0_c0.t1	Aa_G159560.h1.t1
OG0004324	ESY10_g15486_DN3_SP8_c0.t1	Aa_G26040.h1.t1
OG0004326	ESY12_g51397_DN3_SP0_c0.t1	Aa_G593430.h1.t1
OG0004328	ESY12_g51674_DN2_SP0_c0.t1, ESY7_g19193_DN1_SP0_c0.t1	Aa_G196980.h1.t1
OG0004329	ESY12_g51710_DN3_SP1_c0.t1	Aa_G196810.h1.t1
OG0004330	ESY12_g51730_DN3_SP5_c0.t1	Aa_G381060.h1.t1
OG0004331	ESY3_g29085_DN3_SP0_c0.t1	Aa_G434050.h1.t1
OG0004332	ESY12_g51839_DN2_SP5_c0.t1	Aa_G15930.h1.t1
OG0004334	ESY12_g51517_DN3_SP4_c0.t1	Aa_G401530.h1.t1
OG0004335	ESY12_g51528_DN3_SP0_c0.t1, ESY1_g11311_DN1_SP0_c0.t1	Aa_G401580.h1.t1
OG0004336	ESY12_g51563_DN3_SP0_c0.t1	Aa_G200010.h1.t1
OG0004337	ESY10_g14862_DN3_SP8_c0.t1	Aa_G352380.h1.t1
OG0004338	ESY10_g14871_DN3_SP0_c0.t1	Aa_G712430.h1.t1
OG0004339	ESY10_g14894_DN3_SP6_c0.t1	Aa_G213930.h1.t1
OG0004340	ESY3_g31638_DN3_SP0_c0.t1	Aa_G269280.h1.t1
OG0004341	ESY3_g31607_DN1_SP0_c0.t1	Aa_G277090.h1.t1
OG0004342	ESY3_g31425_DN3_SP8_c0.t1, ESY11_g54096_DN3_SP0_c0.t1	Aa_G47240.h1.t1
OG0004343	ESY3_g31438_DN3_SP6_c0.t1	Aa_G47130.h1.t1
OG0004344	ESY3_g30727_DN3_SP8_c0.t1	Aa_G258570.h1.t1
OG0004345	ESY3_g31029_DN3_SP4_c0.t1	Aa_G569360.h1.t1
OG0004346	ESY3_g31225_DN3_SP8_c0.t1	Aa_G195530.h1.t1
OG0004347	ESY3_g31307_DN3_SP0_c0.t1	Aa_G5590.h1.t1
OG0004348	ESY3_g31357_DN3_SP0_c0.t1	Aa_G5370.h1.t1
OG0004349	ESY7_g17735_DN3_SP0_c0.t1, ESY3_g30092_DN3_SP5_c0.t1	Aa_G40260.h1.t1
OG0004350	ESY3_g30162_DN3_SP5_c0.t1	Aa_G716800.h1.t1
OG0004351	ESY2_g36296_DN3_SP7_c18.t1	Aa_G176110.h1.t1
OG0004352	ESY3_g30287_DN3_SP4_c0.t1	Aa_G614360.h1.t1
OG0004353	ESY3_g30335_DN3_SP8_c0.t1	Aa_G974250.h1.t1, Aa_G237580.h1.t1
OG0004354	ESY3_g30352_DN3_SP3_c0.t1	Aa_G483840.h1.t1
OG0004355	ESY3_g30496_DN3_SP0_c0.t1	Aa_G1490.h1.t1
OG0004356	ESY3_g30569_DN3_SP0_c0.t1	Aa_G234950.h1.t1
OG0004357	ESY3_g30564_DN3_SP0_c0.t1	Aa_G235000.h1.t1
OG0004358	ESY3_g30560_DN3_SP2_c0.t1	Aa_G235040.h1.t1
OG0004359	ESY2_g37075_DN3_SP0_c0.t1, ESY3_g30652_DN3_SP8_c0.t1	Aa_G242040.h1.t1
OG0004360	ESY11_g54969_DN3_SP0_c0.t1	Aa_G627400.h1.t1
OG0004361	ESY3_g29842_DN3_SP2_c0.t1	Aa_G71170.h1.t1
OG0004362	ESY3_g29632_DN2_SP0_c0.t1	Aa_G522270.h1.t1
OG0004363	ESY3_g29547_DN3_SP6_c0.t1	Aa_G108130.h1.t1
OG0004364	ESY3_g29397_DN3_SP0_c0.t1	Aa_G164420.h1.t1
OG0004365	ESY3_g29259_DN3_SP0_c0.t1, ESY9_g42739_DN3_SP0_c0.t1, ESY9_g42741_DN3_SP0_c0.t1	Aa_G152550.h1.t1
OG0004366	ESY3_g29229_DN2_SP0_c0.t1	Aa_G250530.h1.t1
OG0004367	ESY3_g29144_DN2_SP0_c0.t1	Aa_G136640.h1.t1
OG0004368	ESY3_g29123_DN3_SP8_c0.t1	Aa_G161980.h1.t1
OG0004369	ESY3_g29100_DN3_SP6_c0.t1	Aa_G497620.h1.t1, Aa_G497630.h1.t1
OG0004370	ESY8_g61321_DN3_SP0_c0.t1	Aa_G505920.h1.t1
OG0004371	ESY2_g35314_DN3_SP5_c0.t1	Aa_G359620.h1.t1
OG0004372	ESY6_g50044_DN1_SP0_c0.t1, ESY15_g64825_DN3_SP1_c0.t1	Aa_G287020.h1.t1
OG0004373	ESY3_g28277_DN3_SP1_c0.t1	Aa_G178970.h1.t1
OG0004374	ESY3_g28514_DN3_SP0_c0.t1	Aa_G252860.h1.t1
OG0004375	ESY3_g28757_DN3_SP0_c0.t1	Aa_G326730.h1.t1
OG0004376	ESY3_g28970_DN3_SP5_c0.t1	Aa_G455800.h1.t1
OG0004377	ESY3_g28985_DN2_SP0_c0.t1	Aa_G171650.h1.t1
OG0004378	ESY3_g28987_DN3_SP8_c0.t1	Aa_G171660.h1.t1
OG0004379	ESY8_g59331_DN3_SP0_c0.t1, ESY3_g29055_DN3_SP0_c0.t1	Aa_G752440.h1.t1, Aa_G229460.h1.t1
OG0004380	ESY2_g34376_DN3_SP1_c0.t1	Aa_G65080.h1.t1, Aa_G474660.h1.t1
OG0004381	ESY7_g16981_DN3_SP8_c0.t1	Aa_G446940.h1.t1
OG0004382	ESY1_g10199_DN3_SP8_c0.t1	Aa_G178610.h1.t1
OG0004384	ESY5_g5386_DN3_SP8_c0.t1	Aa_G325280.h1.t1
OG0004385	ESY5_g5165_DN3_SP8_c0.t1, ESY8_g58301_DN3_SP5_c0.t1	Aa_G134930.h1.t1
OG0004387	ESY5_g4734_DN3_SP1_c0.t1	Aa_G140030.h1.t1
OG0004388	ESY5_g4455_DN3_SP4_c0.t1	Aa_G481490.h1.t1
OG0004389	ESY5_g3258_DN2_SP0_c0.t1	Aa_G19120.h1.t1
OG0004391	ESY5_g3355_DN3_SP8_c0.t1	Aa_G160880.h1.t1
OG0004392	ESY5_g3734_DN3_SP8_c0.t1	Aa_G77460.h1.t1
OG0004393	ESY5_g3839_DN3_SP0_c0.t1, ESY5_g3822_DN3_SP0_c0.t1	Aa_G10760.h1.t1, Aa_G10740.h1.t1, Aa_G10730.h1.t1
OG0004394	ESY5_g3831_DN3_SP0_c0.t1	Aa_G319730.h1.t1
OG0004395	ESY5_g3854_DN3_SP7_c0.t1	Aa_G291940.h1.t1, Aa_G291940.h2.t1
OG0004396	ESY5_g3065_DN3_SP7_c0.t1	Aa_G103890.h1.t1
OG0004397	ESY2_g34662_DN3_SP1_c0.t1	Aa_G215600.h1.t1
OG0004397	ESY5_g2459_DN3_SP8_c0.t1	Aa_G374410.h1.t1
OG0004398	ESY2_g34833_DN3_SP0_c6.t1, ESY5_g2360_DN3_SP0_c0.t1, ESY5_g2355_DN3_SP0_c0.t1	Aa_G166150.h1.t1
OG0004399	ESY5_g2251_DN3_SP8_c0.t1	Aa_G372750.h1.t1
OG0004400	ESY2_g35711_DN3_SP1_c0.t1	Aa_G149370.h1.t1
OG0004401	ESY2_g35529_DN3_SP1_c0.t1	Aa_G189590.h1.t1
OG0004403	ESY2_g33537_DN3_SP1_c0.t1	Aa_G72420.h1.t1
OG0004404	ESY2_g34226_DN3_SP0_c0.t1	Aa_G667120.h1.t1, Aa_G230000.h1.t1
OG0004405	ESY8_g59974_DN1_SP0_c0.t1	Aa_G488460.h1.t1
OG0004407	ESY3_g31697_DN3_SP0_c0.t1	Aa_G647390.h1.t1
OG0004408	ESY8_g59709_DN2_SP0_c0.t1	Aa_G91680.h1.t1, Aa_G702340.h1.t1
OG0004409	ESY4_g26342_DN3_SP0_c0.t1	Aa_G363180.h1.t1
OG0004410	ESY4_g25454_DN3_SP0_c0.t1	Aa_G395530.h1.t1
OG0004411	ESY4_g25966_DN3_SP8_c0.t1	Aa_G288310.h1.t1
OG0004412	ESY20_g12922_DN3_SP0_c0.t1	Aa_G242320.h1.t1
OG0004413	ESY4_g25833_DN3_SP8_c12.t1	Aa_G258370.h1.t1
OG0004414	ESY4_g25785_DN3_SP4_c0.t1	Aa_G434210.h1.t1
OG0004415	ESY4_g25682_DN3_SP1_c0.t1	Aa_G616700.h1.t1
OG0004416	ESY4_g25056_DN3_SP0_c0.t1, ESY4_g25055_DN1_SP0_c0.t1	Aa_G324910.h1.t1
OG0004417	ESY4_g24932_DN3_SP0_c0.t1	Aa_G241480.h1.t1, Aa_G241460.h1.t1
OG0004419	ESY66_g40366_DN3_SP0_c0.t1	Aa_G388020.h1.t1
OG0004419	ESY16_g61695_DN3_SP2_c0.t1	Aa_G388010.h1.t1
OG0004420	ESY3_g31417_DN3_SP0_c0.t1	Aa_G397300.h1.t1
OG0004421	ESY20_g13064_DN3_SP3_c0.t1	Aa_G67780.h1.t1
OG0004422	ESY20_g13051_DN3_SP0_c11.t1	Aa_G67830.h1.t1
OG0004423	ESY4_g23950_DN2_SP0_c0.t1, ESY11_g54964_DN3_SP0_c0.t1	Aa_G18400.h1.t1
OG0004427	ESY2_g37955_DN3_SP0_c0.t1	Aa_G728610.h1.t1
OG0004428	ESY2_g37516_DN3_SP0_c0.t1	Aa_G181030.h1.t1
OG0004429	ESY2_g37002_DN3_SP0_c0.t1	Aa_G408690.h1.t1
OG0004434	ESY12_g51366_DN3_SP0_c0.t1	Aa_G133090.h1.t1, Aa_G571280.h1.t1
OG0004440	ESY2_g36807_DN3_SP4_c0.t1	Aa_G293110.h1.t1
OG0004440	ESY2_g36809_DN3_SP0_c0.t1	Aa_G293090.h1.t1, Aa_G293100.h1.t1
OG0004451	ESY26_g42410_DN3_SP0_c0.t1	Aa_G360270.h1.t1
OG0004452	ESY6_g48644_DN3_SP0_c0.t1	Aa_G148070.h1.t1
OG0004453	ESY9_g45424_DN3_SP0_c0.t1	Aa_G216890.h1.t1
OG0004454	ESY11_g54659_DN3_SP2_c0.t1	Aa_G179030.h1.t1, Aa_G712200.h1.t1
OG0004455	ESY10_g14438_DN3_SP4_c0.t1	Aa_G323280.h1.t1
OG0004456	ESY7_g17078_DN3_SP8_c0.t1, ESY3_g32175_DN3_SP0_c0.t1	Aa_G396220.h1.t1
OG0004457	ESY5_g4965_DN1_SP0_c0.t1	Aa_G38980.h1.t1
OG0004458	ESY7_g17246_DN3_SP6_c0.t1	Aa_G162320.h1.t1
OG0004459	ESY1_g12579_DN3_SP8_c0.t1	Aa_G273100.h1.t1
OG0004460	ESY7_g17326_DN3_SP0_c0.t1	Aa_G96820.h1.t1
OG0004462	ESY7_g17490_DN3_SP0_c0.t1	Aa_G304410.h1.t1
OG0004463	ESY7_g17557_DN3_SP8_c0.t1, ESY2_g33357_DN3_SP2_c0.t1	Aa_G7960.h1.t1, Aa_G561670.h1.t1
OG0004464	ESY11_g53869_DN3_SP8_c0.t1, ESY4_g24639_DN3_SP0_c0.t1	Aa_G323500.h1.t1
OG0004465	ESY7_g17706_DN3_SP3_c0.t1	Aa_G209540.h1.t1
OG0004466	ESY7_g17753_DN3_SP0_c0.t1	Aa_G19740.h1.t1
OG0004468	ESY7_g18408_DN3_SP0_c0.t1	Aa_G385360.h1.t1
OG0004469	ESY7_g18385_DN3_SP0_c0.t1	Aa_G155160.h1.t1
OG0004470	ESY7_g18347_DN3_SP0_c0.t1	Aa_G138300.h1.t1
OG0004471	ESY7_g18292_DN2_SP0_c0.t1	Aa_G233090.h1.t1
OG0004472	ESY7_g18251_DN3_SP0_c0.t1	Aa_G267690.h1.t1
OG0004474	ESY4_g25333_DN1_SP0_c0.t1, ESY1_g6967_DN1_SP0_c100.t1, ESY3_g28893_DN3_SP0_c3.t1, ESY1_g6966_DN3_SP0_c100.t1	Aa_G45550.h1.t1
OG0004475	ESY7_g18085_DN3_SP0_c0.t1, ESY7_g18087_DN3_SP0_c0.t1, ESY7_g18086_DN3_SP0_c0.t1	Aa_G312630.h1.t1
OG0004475	ESY7_g18088_DN3_SP0_c0.t1	Aa_G168670.h1.t1
OG0004476	ESY7_g18049_DN3_SP8_c0.t1	Aa_G98260.h1.t1
OG0004477	ESY6_g50436_DN2_SP0_c0.t1	Aa_G195910.h1.t1
OG0004478	ESY7_g17800_DN3_SP8_c0.t1	Aa_G130400.h1.t1
OG0004479	ESY7_g18638_DN3_SP7_c0.t1	Aa_G392840.h1.t1
OG0004480	ESY8_g58315_DN3_SP4_c0.t1	Aa_G187630.h1.t1
OG0004481	ESY8_g58297_DN3_SP1_c0.t1	Aa_G187730.h1.t1
OG0004482	ESY9_g42989_DN3_SP0_c0.t1	Aa_G353720.h1.t1
OG0004483	ESY13_g56962_DN3_SP7_c0.t1	Aa_G130140.h1.t1
OG0004484	ESY8_g59045_DN3_SP0_c0.t1	Aa_G633830.h1.t1
OG0004485	ESY8_g58987_DN3_SP8_c0.t1	Aa_G277900.h1.t1, Aa_G277900.h2.t1
OG0004486	ESY8_g58966_DN3_SP6_c0.t1	Aa_G422110.h1.t1
OG0004487	ESY8_g58756_DN3_SP3_c0.t1	Aa_G199790.h1.t1, Aa_G880.h1.t1
OG0004489	ESY8_g58720_DN3_SP8_c0.t1	Aa_G330010.h1.t1
OG0004490	ESY8_g58668_DN1_SP0_c0.t1, ESY6_g49645_DN3_SP0_c0.t1	Aa_G119400.h1.t1
OG0004492	ESY8_g58623_DN3_SP0_c0.t1, ESY8_g58620_DN3_SP0_c0.t1	Aa_G552360.h1.t1
OG0004493	ESY8_g58448_DN3_SP8_c0.t1	Aa_G584280.h1.t1
OG0004494	ESY20_g12699_DN3_SP0_c0.t1	Aa_G346440.h1.t1
OG0004495	ESY20_g12720_DN3_SP0_c0.t1, ESY20_g12721_DN3_SP0_c0.t1	Aa_G257870.h1.t1
OG0004496	ESY20_g12777_DN3_SP8_c0.t1	Aa_G183760.h1.t1
OG0004497	ESY20_g12835_DN3_SP0_c0.t1	Aa_G208680.h1.t1
OG0004498	ESY20_g12848_DN3_SP0_c0.t1	Aa_G208590.h1.t1
OG0004500	ESY20_g12907_DN3_SP0_c0.t1	Aa_G203790.h1.t1
OG0004502	ESY13_g56420_DN3_SP0_c5.t1	Aa_G29570.h1.t1
OG0004503	ESY4_g25644_DN3_SP0_c0.t1	Aa_G128460.h1.t1
OG0004504	ESY4_g22577_DN3_SP0_c0.t1	Aa_G130680.h1.t1
OG0004505	ESY22_g40960_DN3_SP1_c26.t1	Aa_G48110.h1.t1
OG0004507	ESY4_g22807_DN3_SP0_c0.t1	Aa_G329830.h1.t1
OG0004508	ESY4_g22901_DN3_SP4_c0.t1	Aa_G498730.h1.t1
OG0004509	ESY4_g23034_DN3_SP5_c0.t1	Aa_G456680.h1.t1
OG0004510	ESY4_g23224_DN3_SP0_c0.t1	Aa_G223760.h1.t1
OG0004511	ESY6_g48882_DN2_SP0_c0.t1	Aa_G108480.h1.t1
OG0004512	ESY4_g23308_DN3_SP0_c0.t1	Aa_G108320.h1.t1
OG0004514	ESY6_g46622_DN3_SP1_c0.t1, ESY8_g60287_DN3_SP1_c0.t1	Aa_G378320.h1.t1, Aa_G245080.h1.t1
OG0004515	ESY4_g23544_DN3_SP8_c0.t1	Aa_G538660.h1.t1
OG0004516	ESY4_g23720_DN3_SP0_c0.t1, ESY4_g23753_DN3_SP0_c0.t1	Aa_G279770.h1.t1
OG0004517	ESY16_g61973_DN3_SP2_c0.t1	Aa_G299270.h1.t1
OG0004517	ESY16_g61960_DN3_SP5_c0.t1	Aa_G299260.h1.t1
OG0004518	ESY10_g14357_DN3_SP0_c0.t1	Aa_G344880.h1.t1
OG0004519	ESY10_g14299_DN3_SP8_c0.t1	Aa_G171920.h1.t1
OG0004520	ESY10_g14169_DN3_SP8_c0.t1	Aa_G281880.h1.t1
OG0004521	ESY6_g50334_DN3_SP8_c0.t1	Aa_G180810.h1.t1
OG0004522	ESY6_g50495_DN3_SP0_c0.t1	Aa_G527010.h1.t1
