Orthogroup	Euclidium_syriacum	Rorippa_islandica
OG0000744	ESY1_g12269_DN3_SP0_c0.t1	Roisl.0018s0247.1.p
OG0000745	ESY34_g45725_DN3_SP8_c0.t1	Roisl.0044s0102.1.p
OG0000745	ESY13_g56007_DN1_SP6_c0.t1	Roisl.0022s0281.1.p
OG0000745	ESY11_g54667_DN3_SP4_c0.t1	Roisl.0214s0368.1.p
OG0000746	ESY12_g52086_DN2_SP0_c0.t1	Roisl.0028s0150.1.p
OG0000746	ESY12_g52089_DN3_SP0_c0.t1	Roisl.0012s0123.1.p
OG0000746	ESY12_g52090_DN3_SP0_c0.t1	Roisl.0082s0584.1.p
OG0000746	ESY12_g52088_DN3_SP0_c0.t1	Roisl.0028s0151.1.p
OG0000747	ESY5_g5326_DN3_SP8_c84.t1	Roisl.0074s0266.1.p, Roisl.0191s0674.1.p, Roisl.0210s0204.1.p
OG0000749	ESY10_g14615_DN3_SP0_c0.t1	Roisl.0036s0076.1.p
OG0000749	ESY2_g33668_DN3_SP0_c7.t1	Roisl.0021s0643.1.p, Roisl.0198s0009.1.p, Roisl.0036s0079.1.p
OG0000750	ESY2_g34589_DN3_SP0_c0.t1	Roisl.0044s0133.1.p, Roisl.0075s0098.1.p
OG0000750	ESY4_g24826_DN3_SP0_c0.t1	Roisl.0044s0134.1.p, Roisl.0044s0130.1.p
OG0000751	ESY4_g26075_DN1_SP0_c0.t1, ESY4_g26076_DN3_SP0_c23.t1	Roisl.0066s0374.1.p
OG0000751	ESY12_g51190_DN2_SP0_c0.t1	Roisl.0209s0695.1.p
OG0000751	ESY16_g61696_DN2_SP0_c0.t1, ESY16_g61700_DN2_SP0_c0.t1, ESY16_g61697_DN2_SP0_c0.t1	Roisl.0209s0696.1.p, Roisl.0209s0697.1.p, Roisl.0001s0512.1.p
OG0000752	ESY3_g32531_DN2_SP7_c0.t1	Roisl.0016s0144.1.p
OG0000752	ESY4_g25046_DN2_SP3_c0.t1	Roisl.0003s0213.1.p
OG0000753	ESY17_g39108_DN3_SP0_c0.t1	Roisl.0022s0421.1.p, Roisl.0210s1541.1.p, Roisl.0210s1542.1.p
OG0000761	ESY1_g9457_DN3_SP5_c0.t1	Roisl.0185s0080.1.p, Roisl.0046s0837.1.p, Roisl.0046s0836.1.p, Roisl.0046s0835.1.p
OG0000762	ESY7_g17161_DN3_SP0_c19.t1, ESY16_g62420_DN3_SP0_c0.t1	Roisl.0210s1445.1.p
OG0000764	ESY8_g59716_DN3_SP8_c0.t1	Roisl.0046s0614.1.p
OG0000764	ESY7_g17983_DN3_SP8_c0.t1	Roisl.0210s0733.1.p
OG0000764	ESY4_g26710_DN3_SP8_c0.t1	Roisl.0001s0487.1.p
OG0000765	ESY1_g10656_DN2_SP0_c0.t1, ESY20_g13302_DN1_SP0_c0.t1, ESY20_g12878_DN3_SP0_c0.t1, ESY7_g19381_DN3_SP0_c0.t1	Roisl.0017s0428.1.p
OG0000765	ESY5_g4151_DN3_SP0_c0.t1	Roisl.0002s0032.1.p
OG0000766	ESY6_g49007_DN3_SP0_c0.t1	Roisl.0210s1926.1.p
OG0000766	ESY1_g7267_DN3_SP0_c0.t1	Roisl.0027s0056.1.p
OG0000767	ESY7_g17840_DN3_SP0_c0.t1, ESY7_g18459_DN3_SP0_c0.t1, ESY7_g18458_DN3_SP0_c0.t1, ESY7_g18460_DN2_SP0_c0.t1	Roisl.0210s0423.1.p, Roisl.0210s0421.1.p, Roisl.0210s0422.1.p, Roisl.0179s0009.1.p
OG0000767	ESY7_g18457_DN3_SP0_c0.t1	Roisl.0210s0419.1.p
OG0000767	ESY16_g61688_DN3_SP0_c0.t1, ESY7_g17841_DN3_SP0_c0.t1	Roisl.0210s0420.1.p
OG0000768	ESY6_g50251_DN3_SP0_c0.t1, ESY3_g29360_DN3_SP0_c0.t1, ESY6_g50250_DN3_SP0_c0.t1	Roisl.0024s0637.1.p
OG0000768	ESY7_g19098_DN3_SP0_c0.t1	Roisl.0030s0167.1.p
OG0000770	ESY5_g3963_DN3_SP8_c0.t1	Roisl.0007s0106.1.p
OG0000770	ESY4_g26926_DN3_SP4_c0.t1	Roisl.0115s0745.1.p
OG0000770	ESY8_g59939_DN3_SP4_c0.t1	Roisl.0063s0006.1.p
OG0000771	ESY6_g50319_DN3_SP1_c0.t1	Roisl.0024s0604.1.p
OG0000771	ESY1_g10243_DN3_SP0_c0.t1	Roisl.0046s1013.1.p, Roisl.0046s1014.1.p
OG0000772	ESY2_g35204_DN3_SP0_c0.t1	Roisl.0024s0056.1.p
OG0000772	ESY8_g61146_DN3_SP0_c0.t1, ESY8_g61136_DN3_SP0_c0.t1, ESY8_g61139_DN3_SP0_c0.t1	Roisl.0046s0040.1.p
OG0000773	ESY20_g12886_DN3_SP0_c0.t1, ESY8_g58165_DN3_SP0_c0.t1	Roisl.0046s0648.1.p, Roisl.0046s0647.1.p, Roisl.0209s0558.1.p, Roisl.0209s0557.1.p
OG0000774	ESY39_g61439_DN3_SP0_c0.t1	Roisl.0022s0288.1.p
OG0000775	ESY2_g36087_DN3_SP0_c0.t1	Roisl.0007s0086.1.p
OG0000776	ESY12_g51328_DN3_SP1_c0.t1	Roisl.0007s0014.1.p, Roisl.0007s0015.1.p
OG0000781	ESY8_g58821_DN3_SP0_c0.t1, ESY8_g58823_DN3_SP0_c0.t1, ESY8_g58761_DN3_SP0_c0.t1, ESY8_g58757_DN3_SP0_c0.t1	Roisl.0082s0702.1.p, Roisl.0082s0701.1.p, Roisl.0082s0700.1.p, Roisl.0082s0698.1.p, Roisl.0082s0699.1.p
OG0000782	ESY15_g65508_DN3_SP8_c0.t1	Roisl.0075s0140.1.p, Roisl.0111s0011.1.p, Roisl.0209s0527.1.p
OG0000782	ESY5_g4809_DN3_SP8_c0.t1	Roisl.0091s0807.1.p
OG0000783	ESY20_g12782_DN1_SP0_c0.t1	Roisl.0012s0033.1.p, Roisl.0028s0701.1.p, Roisl.0028s0669.1.p
OG0000784	ESY8_g58113_DN3_SP0_c0.t1	Roisl.0028s0776.1.p, Roisl.0028s0775.1.p, Roisl.0028s0774.1.p
OG0000784	ESY2_g36020_DN3_SP0_c0.t1	Roisl.0213s0083.1.p
OG0000785	ESY2_g34942_DN3_SP0_c0.t1, ESY2_g33571_DN3_SP0_c0.t1, ESY6_g50212_DN3_SP0_c0.t1	Roisl.0004s0070.1.p, Roisl.0004s0068.1.p, Roisl.0055s0024.1.p, Roisl.0210s1965.1.p, Roisl.0210s1966.1.p
OG0000786	ESY9_g43765_DN3_SP4_c0.t1	Roisl.0210s1743.1.p
OG0000787	ESY6_g48326_DN3_SP7_c0.t1	Roisl.0080s0622.1.p, Roisl.0022s0273.1.p, Roisl.0046s1256.1.p
OG0000788	ESY7_g19040_DN3_SP0_c23.t1	Roisl.0008s0271.1.p, Roisl.0030s0197.1.p
OG0000789	ESY1_g11056_DN3_SP2_c0.t1	Roisl.0046s1352.1.p
OG0000789	ESY7_g19487_DN3_SP2_c0.t1	Roisl.0034s0146.1.p
OG0000790	ESY2_g34519_DN3_SP0_c0.t1	Roisl.0019s0762.1.p
OG0000790	ESY2_g34522_DN3_SP0_c0.t1	Roisl.0019s0763.1.p
OG0000791	ESY5_g4272_DN3_SP0_c0.t1, ESY5_g1908_DN3_SP0_c0.t1, ESY8_g58938_DN3_SP0_c0.t1, ESY10_g13951_DN3_SP0_c0.t1	Roisl.0014s0062.1.p, Roisl.0007s0353.1.p
OG0000792	ESY7_g18151_DN2_SP0_c0.t1	Roisl.0006s0411.1.p, Roisl.0006s0409.1.p, Roisl.0214s0589.1.p, Roisl.0214s0590.1.p
OG0000793	ESY3_g30507_DN3_SP8_c1.t1	Roisl.0074s0473.1.p
OG0000793	ESY2_g36910_DN3_SP8_c4.t1	Roisl.0006s0403.1.p
OG0000793	ESY12_g51362_DN3_SP8_c0.t1	Roisl.0028s0354.1.p
OG0000794	ESY1_g11280_DN3_SP0_c0.t1, ESY16_g61913_DN3_SP0_c0.t1	Roisl.0025s0086.1.p
OG0000794	ESY7_g18269_DN3_SP0_c0.t1	Roisl.0025s0083.1.p
OG0000795	ESY5_g1604_DN3_SP8_c0.t1, ESY2_g35436_DN3_SP0_c0.t1, ESY2_g35437_DN3_SP0_c0.t1	Roisl.0191s0322.1.p, Roisl.0188s0095.1.p, Roisl.0019s0575.1.p
OG0000796	ESY10_g14026_DN3_SP7_c0.t1	Roisl.0011s0344.1.p
OG0000796	ESY5_g2626_DN3_SP7_c0.t1	Roisl.0021s0431.1.p
OG0000796	ESY5_g1201_DN3_SP8_c0.t1	Roisl.0191s0419.1.p
OG0000797	ESY1_g8304_DN3_SP1_c0.t1	Roisl.0209s0407.1.p
OG0000797	ESY2_g33804_DN3_SP0_c0.t1	Roisl.0209s0411.1.p
OG0000797	ESY7_g19380_DN3_SP0_c0.t1	Roisl.0209s0412.1.p, Roisl.0209s0408.1.p
OG0000798	ESY16_g62575_DN1_SP0_c0.t1	Roisl.0213s0643.1.p
OG0000798	ESY16_g61633_DN3_SP0_c0.t1	Roisl.0091s0636.1.p
OG0000798	ESY16_g61682_DN3_SP0_c0.t1, ESY16_g61685_DN3_SP0_c0.t1, ESY16_g61686_DN3_SP0_c0.t1	Roisl.0214s0354.1.p
OG0000798	ESY16_g62576_DN1_SP0_c0.t1, ESY12_g51663_DN3_SP0_c0.t1	Roisl.0091s0637.1.p
OG0000799	ESY2_g37179_DN3_SP0_c7.t1	Roisl.0006s0244.1.p
OG0000799	ESY2_g37180_DN3_SP0_c7.t1	Roisl.0006s0243.1.p, Roisl.0006s0242.1.p
OG0000799	ESY2_g37182_DN3_SP0_c7.t1, ESY2_g37181_DN3_SP0_c7.t1	Roisl.0006s0241.1.p
OG0000800	ESY12_g51326_DN3_SP0_c0.t1	Roisl.0049s0006.1.p, Roisl.0188s0124.1.p
OG0000800	ESY1_g12031_DN3_SP0_c0.t1	Roisl.0049s0009.1.p, Roisl.0049s0008.1.p
OG0000800	ESY1_g12030_DN3_SP0_c0.t1	Roisl.0049s0005.1.p
OG0000801	ESY1_g12487_DN2_SP0_c0.t1	Roisl.0018s0399.1.p
OG0000801	ESY20_g13190_DN2_SP0_c0.t1	Roisl.0191s0655.1.p
OG0000802	ESY6_g49780_DN3_SP0_c0.t1	Roisl.0046s1520.1.p
OG0000803	ESY12_g52166_DN3_SP0_c18.t1	Roisl.0028s0209.1.p, Roisl.0028s0208.1.p
OG0000803	ESY12_g52165_DN3_SP0_c30.t1, ESY8_g58290_DN3_SP0_c18.t1	Roisl.0028s0207.1.p
OG0000804	ESY3_g30883_DN3_SP2_c0.t1	Roisl.0079s0283.1.p
OG0000804	ESY4_g26266_DN3_SP0_c0.t1, ESY3_g30752_DN3_SP0_c0.t1, ESY3_g30750_DN3_SP0_c0.t1, ESY3_g30884_DN3_SP0_c0.t1, ESY3_g30887_DN3_SP0_c0.t1, ESY3_g30889_DN3_SP1_c0.t1	Roisl.0079s0282.1.p
OG0000805	ESY3_g30072_DN3_SP0_c0.t1	Roisl.0074s0763.1.p
OG0000805	ESY3_g30071_DN3_SP0_c0.t1	Roisl.0214s0511.1.p, Roisl.0074s0764.1.p
OG0000807	ESY18_g63484_DN3_SP0_c0.t1	Roisl.0185s0046.1.p, Roisl.0066s0255.1.p, Roisl.0072s0007.1.p, Roisl.0046s0662.1.p, Roisl.0210s1022.1.p, Roisl.0053s0008.1.p, Roisl.0053s0078.1.p, Roisl.0188s0064.1.p, Roisl.0189s0064.1.p, Roisl.0032s0095.1.p, Roisl.0046s0661.1.p, Roisl.0066s0256.1.p, Roisl.0043s0008.1.p, Roisl.0214s0572.1.p
OG0000808	ESY6_g49669_DN2_SP0_c60.t1, ESY6_g49672_DN2_SP0_c0.t1	Roisl.0031s0062.1.p, Roisl.0031s0064.1.p, Roisl.0204s0091.1.p, Roisl.0204s0093.1.p, Roisl.0204s0094.1.p
OG0000809	ESY18_g63988_DN2_SP0_c0.t1	Roisl.0046s0064.1.p, Roisl.0211s0002.1.p, Roisl.0083s0045.1.p, Roisl.0215s0005.1.p, Roisl.0209s0017.1.p, Roisl.0194s0078.1.p, Roisl.0188s0049.1.p, Roisl.0029s0090.1.p, Roisl.0054s0001.1.p, Roisl.0191s0644.1.p, Roisl.0049s0016.1.p, Roisl.0082s0457.1.p, Roisl.0204s0194.1.p, Roisl.0202s0004.1.p, Roisl.0211s0010.1.p, Roisl.0029s0093.1.p, Roisl.0029s0081.1.p, Roisl.0032s0107.1.p, Roisl.0094s0002.1.p, Roisl.0201s0001.1.p, Roisl.0194s0071.1.p, Roisl.0208s0005.1.p, Roisl.0083s0056.1.p, Roisl.0087s0004.1.p, Roisl.0082s0073.1.p, Roisl.0061s0027.1.p, Roisl.0195s0027.1.p, Roisl.0200s0007.1.p, Roisl.0191s0709.1.p, Roisl.0036s0125.1.p, Roisl.0040s0032.1.p, Roisl.0041s0015.1.p, Roisl.0211s0008.1.p, Roisl.0015s0197.1.p, Roisl.0204s0172.1.p, Roisl.0111s0038.1.p, Roisl.0014s0008.1.p, Roisl.0185s0039.1.p, Roisl.0188s0144.1.p, Roisl.0188s0141.1.p, Roisl.0209s0535.1.p, Roisl.0124s0001.1.p, Roisl.0023s0071.1.p
OG0000812	ESY13_g56900_DN3_SP8_c0.t1	Roisl.0214s0232.1.p
OG0000812	ESY1_g9258_DN3_SP8_c0.t1	Roisl.0046s0782.1.p
OG0000813	ESY2_g36256_DN3_SP0_c0.t1, ESY2_g33547_DN3_SP0_c0.t1, ESY2_g36257_DN1_SP0_c0.t1	Roisl.0209s0068.1.p
OG0000814	ESY1_g10319_DN3_SP0_c0.t1	Roisl.0046s1022.1.p, Roisl.0046s1017.1.p, Roisl.0214s0168.1.p, Roisl.0021s0244.1.p, Roisl.0080s0293.1.p
OG0000815	ESY6_g49354_DN1_SP0_c0.t1, ESY6_g49349_DN2_SP0_c0.t1	Roisl.0024s0131.1.p, Roisl.0023s0021.1.p, Roisl.0024s0132.1.p
OG0000816	ESY16_g62318_DN3_SP8_c0.t1	Roisl.0080s0862.1.p
OG0000816	ESY2_g36244_DN3_SP7_c0.t1	Roisl.0006s0509.1.p
OG0000817	ESY4_g23240_DN3_SP0_c0.t1	Roisl.0042s0087.1.p, Roisl.0074s0877.1.p
OG0000818	ESY7_g19619_DN3_SP0_c16.t1	Roisl.0034s0050.1.p
OG0000818	ESY7_g19618_DN3_SP0_c28.t1, ESY7_g19617_DN3_SP0_c19.t1	Roisl.0034s0051.1.p
OG0000821	ESY12_g51329_DN1_SP0_c0.t1	Roisl.0045s0009.1.p, Roisl.0208s0043.1.p
OG0000822	ESY9_g42435_DN3_SP0_c0.t1	Roisl.0091s0659.1.p
OG0000822	ESY16_g61516_DN3_SP8_c0.t1	Roisl.0091s0600.1.p
OG0000823	ESY3_g32009_DN2_SP0_c0.t1	Roisl.0018s0234.1.p, Roisl.0018s0232.1.p
OG0000823	ESY1_g12248_DN2_SP0_c0.t1	Roisl.0018s0244.1.p, Roisl.0115s0437.1.p, Roisl.0115s0438.1.p
OG0000824	ESY3_g30881_DN3_SP0_c0.t1, ESY3_g29261_DN2_SP0_c0.t1	Roisl.0115s0331.1.p
OG0000824	ESY3_g31346_DN3_SP0_c0.t1	Roisl.0115s0332.1.p, Roisl.0047s0040.1.p
OG0000824	ESY3_g32257_DN2_SP0_c0.t1	Roisl.0006s0017.1.p
OG0000825	ESY3_g29825_DN2_SP0_c0.t1	Roisl.0045s0080.1.p
OG0000827	ESY2_g34102_DN3_SP8_c0.t1	Roisl.0214s0742.1.p
OG0000827	ESY5_g3392_DN3_SP0_c0.t1	Roisl.0021s0043.1.p
OG0000828	ESY5_g1416_DN3_SP8_c0.t1	Roisl.0191s0351.1.p
OG0000828	ESY8_g58566_DN3_SP0_c0.t1, ESY5_g2725_DN3_SP0_c0.t1	Roisl.0019s0623.1.p
OG0000829	ESY6_g49275_DN3_SP0_c0.t1, ESY6_g49096_DN3_SP0_c0.t1	Roisl.0194s0003.1.p, Roisl.0194s0001.1.p
OG0000830	ESY14_g19904_DN1_SP0_c0.t1	Roisl.0194s0051.1.p
OG0000832	ESY8_g58876_DN3_SP8_c0.t1	Roisl.0082s0648.1.p
OG0000832	ESY1_g8082_DN3_SP5_c0.t1	Roisl.0209s0343.1.p
OG0000832	ESY6_g48701_DN3_SP8_c0.t1	Roisl.0080s0355.1.p
OG0000833	ESY4_g25332_DN3_SP0_c0.t1	Roisl.0082s0766.1.p
OG0000833	ESY10_g14879_DN3_SP0_c0.t1, ESY3_g31957_DN3_SP0_c0.t1, ESY2_g35210_DN1_SP0_c0.t1, ESY2_g35211_DN1_SP0_c0.t1	Roisl.0209s0259.1.p, Roisl.0020s0161.1.p, Roisl.0022s0292.1.p
OG0000834	ESY20_g13090_DN3_SP0_c0.t1	Roisl.0191s0647.1.p, Roisl.0210s0132.1.p, Roisl.0210s0131.1.p
OG0000835	ESY8_g58463_DN3_SP0_c0.t1	Roisl.0017s0516.1.p
OG0000835	ESY1_g12136_DN2_SP0_c0.t1	Roisl.0017s0518.1.p, Roisl.0017s0517.1.p
OG0000836	ESY6_g49916_DN3_SP0_c0.t1, ESY6_g49914_DN3_SP0_c0.t1	Roisl.0046s0277.1.p
OG0000837	ESY6_g49058_DN1_SP0_c0.t1	Roisl.0210s1875.1.p
OG0000839	ESY7_g19423_DN3_SP8_c0.t1	Roisl.0030s0004.1.p
OG0000839	ESY3_g30966_DN3_SP8_c0.t1	Roisl.0079s0317.1.p
OG0000840	ESY2_g36202_DN3_SP0_c0.t1	Roisl.0006s0472.1.p
OG0000840	ESY2_g36200_DN3_SP0_c0.t1	Roisl.0006s0469.1.p
OG0000841	ESY15_g65142_DN3_SP0_c0.t1	Roisl.0189s0095.1.p, Roisl.0189s0100.1.p, Roisl.0189s0096.1.p
OG0000842	ESY2_g37638_DN3_SP0_c0.t1	Roisl.0006s0030.1.p
OG0000842	ESY2_g37637_DN3_SP0_c0.t1	Roisl.0006s0031.1.p
OG0000843	ESY12_g51647_DN2_SP0_c0.t1	Roisl.0035s0071.1.p, Roisl.0191s0575.1.p, Roisl.0018s0320.1.p
OG0000844	ESY3_g32152_DN3_SP3_c0.t1	Roisl.0046s1638.1.p, Roisl.0028s0571.1.p, Roisl.0028s0580.1.p
OG0000845	ESY14_g19769_DN3_SP8_c0.t1	Roisl.0209s0110.1.p, Roisl.0209s0107.1.p, Roisl.0209s0108.1.p
OG0000846	ESY7_g16863_DN3_SP0_c0.t1	Roisl.0046s0302.1.p
OG0000846	ESY10_g15272_DN2_SP0_c0.t1, ESY10_g15279_DN3_SP0_c0.t1, ESY10_g15278_DN3_SP0_c0.t1	Roisl.0046s0303.1.p
OG0000850	ESY1_g9661_DN1_SP0_c0.t1, ESY2_g33879_DN2_SP0_c0.t1, ESY2_g33904_DN2_SP0_c0.t1, ESY10_g14055_DN1_SP0_c0.t1, ESY2_g33433_DN1_SP0_c0.t1	Roisl.0209s0736.1.p
OG0000850	ESY2_g33434_DN2_SP0_c0.t1	Roisl.0209s0735.1.p
OG0000851	ESY4_g26758_DN3_SP0_c0.t1	Roisl.0001s0522.1.p
OG0000851	ESY4_g26759_DN3_SP0_c0.t1	Roisl.0046s0502.1.p, Roisl.0115s0648.1.p
OG0000852	ESY7_g17029_DN3_SP0_c0.t1, ESY7_g16957_DN3_SP0_c25.t1	Roisl.0210s1590.1.p, Roisl.0082s0166.1.p
OG0000853	ESY2_g33845_DN2_SP0_c0.t1	Roisl.0204s0138.1.p, Roisl.0037s0044.1.p, Roisl.0016s0315.1.p
OG0000857	ESY2_g33830_DN3_SP0_c0.t1, ESY2_g33832_DN3_SP0_c0.t1, ESY7_g18148_DN2_SP0_c0.t1, ESY3_g32482_DN1_SP0_c0.t1	Roisl.0027s0122.1.p, Roisl.0210s0837.1.p
OG0000858	ESY2_g36039_DN3_SP0_c0.t1	Roisl.0004s0351.1.p
OG0000858	ESY2_g36040_DN3_SP0_c0.t1	Roisl.0179s0016.1.p, Roisl.0214s0270.1.p
OG0000859	ESY7_g16481_DN3_SP0_c0.t1	Roisl.0052s0059.1.p, Roisl.0052s0061.1.p, Roisl.0052s0062.1.p, Roisl.0052s0060.1.p
OG0000859	ESY6_g49212_DN3_SP4_c0.t1	Roisl.0210s1766.1.p
OG0000860	ESY11_g54211_DN1_SP0_c0.t1	Roisl.0045s0068.1.p
OG0000860	ESY11_g54313_DN2_SP0_c0.t1, ESY11_g54312_DN2_SP0_c0.t1, ESY11_g54221_DN1_SP0_c0.t1, ESY11_g54314_DN1_SP0_c0.t1	Roisl.0210s1962.1.p, Roisl.0066s0052.1.p
OG0000861	ESY6_g48958_DN3_SP8_c0.t1	Roisl.0080s0191.1.p
OG0000861	ESY1_g7587_DN3_SP8_c0.t1	Roisl.0027s0106.1.p
OG0000862	ESY8_g59915_DN3_SP0_c0.t1	Roisl.0003s0292.1.p, Roisl.0003s0296.1.p, Roisl.0003s0295.1.p
OG0000863	ESY8_g58815_DN3_SP0_c0.t1, ESY2_g36683_DN3_SP8_c0.t1	Roisl.0115s0175.1.p
OG0000863	ESY2_g36432_DN3_SP8_c0.t1	Roisl.0007s0803.1.p
OG0000864	ESY16_g61555_DN3_SP0_c0.t1, ESY16_g61554_DN3_SP0_c0.t1	Roisl.0002s0171.1.p
OG0000864	ESY16_g61715_DN3_SP0_c0.t1	Roisl.0002s0182.1.p, Roisl.0002s0181.1.p
OG0000865	ESY5_g3253_DN3_SP0_c0.t1	Roisl.0209s0275.1.p, Roisl.0209s0276.1.p
OG0000866	ESY16_g61902_DN3_SP0_c0.t1, ESY16_g61901_DN3_SP0_c9.t1	Roisl.0032s0052.1.p
OG0000867	ESY10_g14859_DN3_SP0_c0.t1	Roisl.0005s0054.1.p
OG0000867	ESY9_g42454_DN3_SP0_c0.t1	Roisl.0091s0579.1.p
OG0000868	ESY1_g9863_DN3_SP7_c0.t1	Roisl.0046s0951.1.p
OG0000868	ESY1_g12327_DN3_SP0_c0.t1	Roisl.0046s0955.1.p, Roisl.0046s0954.1.p
OG0000868	ESY1_g9199_DN3_SP0_c0.t1	Roisl.0082s0511.1.p
OG0000870	ESY1_g10552_DN3_SP5_c0.t1	Roisl.0046s1628.1.p
OG0000870	ESY7_g19054_DN3_SP3_c0.t1	Roisl.0030s0193.1.p
OG0000870	ESY3_g31123_DN3_SP8_c0.t1	Roisl.0074s0957.1.p
OG0000871	ESY9_g44844_DN3_SP0_c0.t1	Roisl.0017s0090.1.p, Roisl.0017s0093.1.p
OG0000871	ESY1_g11077_DN2_SP0_c0.t1, ESY1_g11075_DN3_SP0_c0.t1	Roisl.0046s1345.1.p
OG0000872	ESY9_g42644_DN3_SP1_c0.t1	Roisl.0012s0324.1.p
OG0000872	ESY12_g52080_DN3_SP3_c0.t1	Roisl.0028s0143.1.p
OG0000874	ESY5_g2653_DN3_SP0_c0.t1, ESY5_g2650_DN3_SP0_c0.t1, ESY5_g2642_DN3_SP0_c0.t1	Roisl.0021s0444.1.p
OG0000874	ESY5_g2646_DN3_SP0_c0.t1, ESY5_g2645_DN3_SP0_c0.t1	Roisl.0021s0445.1.p
OG0000875	ESY14_g19768_DN3_SP8_c0.t1	Roisl.0209s0115.1.p, Roisl.0209s0117.1.p, Roisl.0209s0114.1.p
OG0000877	ESY29_g13596_DN3_SP0_c0.t1	Roisl.0092s0003.1.p, Roisl.0179s0003.1.p, Roisl.0065s0016.1.p, Roisl.0092s0001.1.p, Roisl.0214s0205.1.p, Roisl.0065s0021.1.p, Roisl.0214s0206.1.p, Roisl.0214s0208.1.p, Roisl.0095s0002.1.p, Roisl.0214s0210.1.p, Roisl.0065s0022.1.p, Roisl.0179s0001.1.p, Roisl.0092s0002.1.p, Roisl.0179s0002.1.p, Roisl.0214s0207.1.p
OG0000882	ESY5_g3749_DN3_SP0_c0.t1	Roisl.0021s0286.1.p
OG0000882	ESY16_g61934_DN3_SP7_c0.t1	Roisl.0213s0419.1.p
OG0000883	ESY7_g17469_DN3_SP0_c0.t1, ESY8_g58261_DN3_SP0_c0.t1	Roisl.0053s0425.1.p, Roisl.0053s0426.1.p
OG0000885	ESY22_g40927_DN2_SP0_c0.t1, ESY3_g28912_DN3_SP0_c0.t1	Roisl.0115s0573.1.p
OG0000885	ESY20_g13328_DN3_SP0_c0.t1	Roisl.0002s0218.1.p
OG0000886	ESY12_g51411_DN2_SP0_c0.t1	Roisl.0035s0024.1.p
OG0000886	ESY12_g51383_DN3_SP0_c0.t1	Roisl.0035s0025.1.p
OG0000886	ESY4_g24651_DN2_SP0_c0.t1	Roisl.0035s0028.1.p
OG0000888	ESY9_g42985_DN3_SP0_c21.t1	Roisl.0091s0357.1.p, Roisl.0214s0678.1.p
OG0000888	ESY9_g42979_DN3_SP0_c18.t1	Roisl.0091s0361.1.p, Roisl.0091s0360.1.p
OG0000889	ESY9_g43622_DN3_SP0_c0.t1	Roisl.0091s0170.1.p
OG0000889	ESY9_g43620_DN3_SP0_c0.t1	Roisl.0091s0169.1.p, Roisl.0210s2068.1.p
OG0000890	ESY7_g17043_DN3_SP0_c0.t1, ESY3_g32060_DN3_SP0_c0.t1, ESY12_g50825_DN3_SP0_c0.t1	Roisl.0016s0363.1.p, Roisl.0210s1544.1.p
OG0000891	ESY5_g659_DN1_SP0_c0.t1, ESY21_g55841_DN2_SP0_c0.t1	Roisl.0194s0025.1.p, Roisl.0040s0057.1.p, Roisl.0041s0003.1.p, Roisl.0185s0073.1.p, Roisl.0025s0062.1.p, Roisl.0185s0009.1.p, Roisl.0210s2219.1.p, Roisl.0005s0239.1.p, Roisl.0029s0088.1.p, Roisl.0209s0544.1.p, Roisl.0184s0062.1.p, Roisl.0075s0046.1.p, Roisl.0198s0053.1.p, Roisl.0184s0165.1.p, Roisl.0058s0021.1.p, Roisl.0078s0010.1.p, Roisl.0025s0063.1.p, Roisl.0002s0258.1.p, Roisl.0184s0231.1.p, Roisl.0082s0012.1.p, Roisl.0210s2170.1.p, Roisl.0014s0053.1.p, Roisl.0080s0727.1.p, Roisl.0037s0014.1.p, Roisl.0056s0003.1.p, Roisl.0028s0281.1.p, Roisl.0082s0525.1.p, Roisl.0115s0414.1.p, Roisl.0036s0115.1.p, Roisl.0003s0310.1.p, Roisl.0185s0069.1.p, Roisl.0020s0017.1.p, Roisl.0198s0079.1.p, Roisl.0082s0041.1.p
OG0000891	ESY6_g47578_DN3_SP0_c0.t1, ESY8_g60847_DN3_SP0_c0.t1, ESY13_g56077_DN3_SP0_c0.t1	Roisl.0061s0019.1.p
OG0000893	ESY7_g18179_DN3_SP0_c0.t1	Roisl.0210s0857.1.p
OG0000893	ESY11_g53372_DN3_SP0_c0.t1	Roisl.0210s0853.1.p, Roisl.0210s0856.1.p
OG0000894	ESY8_g59610_DN3_SP7_c0.t1	Roisl.0046s0514.1.p, Roisl.0046s0515.1.p
OG0000894	ESY1_g9832_DN3_SP8_c0.t1	Roisl.0046s0943.1.p
OG0000896	ESY1_g10690_DN3_SP0_c0.t1	Roisl.0046s1559.1.p, Roisl.0046s1558.1.p
OG0000897	ESY7_g18730_DN3_SP8_c0.t1	Roisl.0042s0002.1.p
OG0000897	ESY3_g31301_DN3_SP8_c4.t1	Roisl.0074s0815.1.p
OG0000898	ESY7_g18926_DN2_SP8_c0.t1	Roisl.0042s0126.1.p
OG0000898	ESY3_g31169_DN2_SP6_c0.t1	Roisl.0074s0926.1.p
OG0000899	ESY2_g36134_DN3_SP2_c0.t1, ESY2_g36135_DN3_SP5_c0.t1	Roisl.0209s0666.1.p, Roisl.0004s0025.1.p
OG0000899	ESY2_g38241_DN3_SP0_c0.t1	Roisl.0004s0022.1.p, Roisl.0004s0023.1.p, Roisl.0004s0024.1.p
