Orthogroup	Euclidium_syriacum	Capsella_rubella
OG0002110	ESY5_g2463_DN3_SP8_c0.t1	XP_006305163.1
OG0002111	ESY5_g2550_DN3_SP8_c0.t1	XP_006305238.1
OG0002111	ESY2_g34703_DN3_SP8_c0.t1	XP_006302481.1
OG0002112	ESY2_g36335_DN3_SP0_c10.t1	XP_006306618.1
OG0002112	ESY3_g30206_DN3_SP0_c9.t1	XP_006296856.1
OG0002113	ESY2_g36304_DN3_SP6_c0.t1	XP_006306527.2
OG0002113	ESY3_g30210_DN3_SP0_c0.t1	XP_006298344.1
OG0002114	ESY3_g30234_DN3_SP7_c0.t1	XP_006298347.1
OG0002114	ESY2_g36277_DN3_SP0_c0.t1	XP_023644795.1
OG0002115	ESY5_g783_DN3_SP6_c0.t1	XP_006301797.1, XP_006307531.1
OG0002116	ESY27_g13543_DN3_SP0_c0.t1	XP_006284571.2
OG0002116	ESY3_g28200_DN3_SP4_c0.t1	XP_006298696.2
OG0002117	ESY22_g40464_DN3_SP0_c0.t1	XP_023634245.1
OG0002117	ESY3_g28509_DN3_SP8_c0.t1	XP_006279150.2, XP_023642537.1
OG0002118	ESY22_g40695_DN3_SP8_c0.t1	XP_006283754.1
OG0002118	ESY3_g28636_DN2_SP4_c0.t1	XP_006297728.1
OG0002119	ESY22_g41118_DN3_SP0_c0.t1	XP_006284407.1
OG0002119	ESY3_g28937_DN3_SP0_c0.t1	XP_006298398.1
OG0002120	ESY5_g5131_DN3_SP0_c0.t1	XP_023639913.1
OG0002120	ESY16_g62344_DN3_SP0_c0.t1, ESY5_g5129_DN3_SP0_c0.t1	XP_006282527.1
OG0002122	ESY2_g38753_DN3_SP8_c0.t1	XP_006283213.1
OG0002122	ESY3_g29043_DN3_SP0_c0.t1, ESY3_g29041_DN3_SP3_c0.t1	XP_023642413.1
OG0002123	ESY8_g59810_DN3_SP2_c0.t1	XP_006294107.1
OG0002123	ESY3_g31598_DN2_SP0_c0.t1, ESY4_g26771_DN3_SP2_c0.t1	XP_023638899.1
OG0002124	ESY2_g35851_DN3_SP0_c0.t1	XP_006302862.1
OG0002125	ESY11_g54719_DN3_SP0_c0.t1, ESY11_g54708_DN3_SP0_c0.t1, ESY11_g54721_DN3_SP0_c0.t1	XP_006299465.1
OG0002125	ESY4_g24241_DN3_SP5_c0.t1	XP_006285258.1
OG0002126	ESY8_g60525_DN3_SP3_c0.t1	XP_006291408.1, XP_006291406.1
OG0002127	ESY10_g13738_DN3_SP7_c0.t1	XP_023637866.1
OG0002127	ESY8_g60199_DN3_SP8_c0.t1	XP_006282682.1
OG0002128	ESY7_g16813_DN3_SP8_c0.t1	XP_006281534.1
OG0002128	ESY9_g42825_DN3_SP7_c0.t1	XP_006283850.2
OG0002129	ESY2_g37259_DN3_SP8_c8.t1	XP_006306920.1
OG0002129	ESY3_g29126_DN3_SP8_c0.t1	XP_006297105.1
OG0002130	ESY3_g30612_DN3_SP0_c0.t1	XP_006298142.2
OG0002130	ESY2_g37033_DN3_SP3_c0.t1	XP_023633087.1
OG0002131	ESY1_g5655_DN2_SP3_c0.t1	XP_006294793.2
OG0002131	ESY10_g15064_DN3_SP0_c0.t1	XP_006279747.1
OG0002132	ESY2_g36429_DN3_SP0_c0.t1, ESY2_g36428_DN3_SP0_c0.t1, ESY2_g36461_DN2_SP0_c0.t1, ESY2_g36460_DN3_SP0_c0.t1	XP_023638983.1, XP_006292420.2, XP_006292345.1
OG0002133	ESY52_g61418_DN3_SP0_c0.t1, ESY52_g61417_DN3_SP0_c0.t1, ESY23_g169_DN3_SP0_c0.t1, ESY23_g178_DN3_SP0_c0.t1	XP_006284692.1
OG0002133	ESY3_g32350_DN3_SP0_c0.t1, ESY4_g26829_DN2_SP0_c0.t1, ESY4_g26828_DN3_SP0_c0.t1	XP_006284695.1
OG0002134	ESY4_g25631_DN3_SP7_c0.t1	XP_006282659.1
OG0002134	ESY11_g53712_DN3_SP8_c0.t1	XP_006298056.1
OG0002135	ESY11_g53858_DN2_SP0_c0.t1	XP_006298687.1
OG0002135	ESY4_g25543_DN3_SP0_c0.t1	XP_006286099.1
OG0002136	ESY23_g308_DN3_SP8_c0.t1	XP_006284035.1, XP_006288064.1
OG0002137	ESY23_g290_DN3_SP0_c0.t1	XP_006285191.1
OG0002137	ESY18_g63864_DN3_SP0_c0.t1	XP_006289162.1
OG0002138	ESY4_g25217_DN3_SP0_c0.t1	XP_006285898.1
OG0002138	ESY8_g59307_DN3_SP2_c0.t1	XP_006296292.1
OG0002139	ESY10_g15159_DN3_SP0_c0.t1	XP_006284620.1, XP_006282797.1, XP_006285857.1
OG0002140	ESY9_g43212_DN3_SP4_c21.t1	XP_023633869.1
OG0002141	ESY7_g16693_DN3_SP6_c0.t1	XP_023633872.1, XP_006280666.2
OG0002142	ESY7_g16621_DN3_SP0_c0.t1	XP_006280400.1
OG0002142	ESY9_g43286_DN3_SP0_c0.t1	XP_006285192.1
OG0002143	ESY7_g16523_DN3_SP5_c0.t1	XP_006284556.1, XP_006288711.1
OG0002144	ESY19_g41488_DN3_SP8_c0.t1	XP_006287576.1
OG0002144	ESY14_g20839_DN3_SP8_c0.t1	XP_006307331.1
OG0002145	ESY1_g12506_DN3_SP8_c0.t1	XP_006292934.1
OG0002145	ESY12_g52263_DN3_SP5_c0.t1	XP_006296206.1
OG0002146	ESY12_g51702_DN3_SP1_c0.t1	XP_006294460.1
OG0002146	ESY1_g12346_DN3_SP1_c0.t1	XP_023637993.1
OG0002147	ESY1_g12316_DN3_SP8_c0.t1	XP_006291739.1
OG0002147	ESY12_g51739_DN3_SP8_c0.t1	XP_006294850.1
OG0002148	ESY1_g12205_DN3_SP0_c0.t1	XP_006292436.1
OG0002148	ESY11_g52619_DN2_SP0_c0.t1, ESY12_g51886_DN3_SP0_c0.t1	XP_006296250.1
OG0002149	ESY1_g12026_DN3_SP0_c0.t1	XP_006292167.1, XP_006291852.1
OG0002150	ESY16_g62114_DN3_SP1_c0.t1	XP_006296431.1
OG0002151	ESY12_g51040_DN2_SP0_c0.t1	XP_006294217.1
OG0002151	ESY1_g8035_DN1_SP0_c0.t1, ESY1_g11785_DN3_SP0_c0.t1	XP_006290978.1
OG0002152	ESY1_g11800_DN3_SP8_c0.t1	XP_006291246.1
OG0002152	ESY12_g51054_DN3_SP3_c0.t1	XP_023640999.1
OG0002153	ESY1_g10523_DN3_SP7_c0.t1	XP_006291135.1
OG0002153	ESY12_g50987_DN3_SP8_c0.t1	XP_006294678.2
OG0002154	ESY1_g10985_DN3_SP8_c0.t1	XP_006294157.1, XP_006290461.1
OG0002155	ESY9_g44733_DN3_SP0_c0.t1	XP_006296264.1
OG0002155	ESY1_g11119_DN3_SP1_c0.t1	XP_006292137.1
OG0002156	ESY6_g47450_DN3_SP0_c0.t1	XP_006280570.1
OG0002156	ESY16_g62100_DN3_SP8_c0.t1	XP_006282639.1
OG0002157	ESY3_g29883_DN3_SP0_c0.t1	XP_006297161.1
OG0002157	ESY2_g38418_DN3_SP0_c0.t1	XP_006285178.1
OG0002158	ESY3_g27963_DN3_SP8_c0.t1	XP_006285723.1, XP_006297795.1
OG0002159	ESY9_g42475_DN1_SP0_c8.t1	XP_023638920.1
OG0002160	ESY2_g37855_DN3_SP6_c0.t1	XP_006302908.1
OG0002160	ESY5_g801_DN3_SP8_c0.t1	XP_006304265.1
OG0002161	ESY2_g34512_DN3_SP8_c0.t1	XP_006301058.1, XP_006306974.1
OG0002162	ESY11_g54354_DN3_SP8_c0.t1	XP_006297532.1
OG0002162	ESY4_g24603_DN3_SP7_c0.t1	XP_023634503.1
OG0002164	ESY7_g16665_DN3_SP0_c0.t1, ESY9_g45665_DN3_SP0_c0.t1, ESY9_g45669_DN3_SP0_c0.t1	XP_006304221.2, XP_023640101.1
OG0002165	ESY2_g34306_DN3_SP0_c0.t1	XP_023640789.1
OG0002166	ESY5_g2590_DN1_SP0_c0.t1	XP_006279811.2
OG0002167	ESY8_g59885_DN2_SP0_c0.t1	XP_006294544.1
OG0002168	ESY4_g26831_DN3_SP6_c0.t1	XP_006293690.1, XP_006286207.1
OG0002170	ESY8_g59732_DN3_SP0_c0.t1	XP_006296134.1
OG0002170	ESY8_g59788_DN3_SP0_c0.t1	XP_023640201.1
OG0002171	ESY20_g13154_DN2_SP0_c0.t1, ESY2_g37096_DN3_SP0_c0.t1	XP_006289290.1, XP_006287554.1, XP_006289667.1
OG0002172	ESY10_g15688_DN3_SP0_c0.t1	XP_023636557.1
OG0002172	ESY3_g31903_DN1_SP0_c0.t1	XP_006297660.1
OG0002174	ESY5_g5534_DN3_SP7_c0.t1	XP_006294921.1, XP_023633255.1
OG0002175	ESY3_g32275_DN3_SP0_c0.t1	XP_006285293.1, XP_006285132.1
OG0002176	ESY3_g31662_DN3_SP1_c0.t1	XP_006298500.1
OG0002176	ESY10_g15409_DN3_SP1_c0.t1	XP_006288615.1
OG0002177	ESY3_g31455_DN3_SP8_c0.t1	XP_006299916.1, XP_006280207.1
OG0002178	ESY15_g64471_DN3_SP0_c0.t1	XP_006279530.1
OG0002178	ESY3_g31414_DN3_SP2_c0.t1	XP_006298579.1
OG0002179	ESY3_g30774_DN2_SP0_c0.t1	XP_006298104.1
OG0002179	ESY3_g30772_DN3_SP0_c0.t1	XP_006299302.2
OG0002180	ESY3_g31341_DN3_SP7_c0.t1	XP_006298416.1
OG0002180	ESY3_g31342_DN1_SP0_c0.t1, ESY7_g18444_DN3_SP0_c0.t1	XP_006286555.1
OG0002181	ESY2_g38078_DN3_SP7_c0.t1	XP_023645180.1
OG0002181	ESY3_g29800_DN3_SP8_c11.t1	XP_006296726.1
OG0002182	ESY3_g29712_DN3_SP0_c0.t1	XP_006298003.1
OG0002182	ESY2_g37960_DN3_SP0_c0.t1	XP_006305970.1
OG0002183	ESY3_g29677_DN2_SP4_c0.t1	XP_023641659.1, XP_006305789.2
OG0002184	ESY3_g29456_DN3_SP0_c0.t1	XP_006297641.1
OG0002184	ESY2_g37612_DN3_SP0_c0.t1	XP_006307323.1
OG0002185	ESY2_g34534_DN3_SP0_c0.t1	XP_006291497.1
OG0002185	ESY8_g60615_DN3_SP0_c0.t1	XP_006285795.1
OG0002186	ESY3_g28798_DN3_SP0_c0.t1	XP_006299138.1
OG0002186	ESY22_g40903_DN3_SP0_c0.t1	XP_006286098.1
OG0002187	ESY7_g19103_DN3_SP0_c0.t1	XP_006286125.2
OG0002187	ESY2_g34366_DN2_SP0_c0.t1	XP_023643991.1
OG0002188	ESY5_g3219_DN2_SP0_c0.t1	XP_006304170.1
OG0002188	ESY2_g34248_DN2_SP0_c0.t1	XP_006302805.1
OG0002189	ESY1_g10379_DN3_SP0_c0.t1	XP_006291159.1, XP_006294220.1
OG0002190	ESY12_g50819_DN3_SP4_c0.t1	XP_006279281.1, XP_006296516.1
OG0002191	ESY5_g4797_DN3_SP5_c0.t1	XP_006303208.1
OG0002191	ESY8_g58398_DN3_SP0_c0.t1, ESY8_g58397_DN3_SP0_c0.t1, ESY19_g41712_DN3_SP0_c0.t1	XP_006295867.2
OG0002192	ESY9_g42743_DN3_SP0_c0.t1, ESY9_g43602_DN3_SP0_c0.t1	XP_006306384.1
OG0002192	ESY5_g3449_DN3_SP0_c0.t1	XP_023644553.1
OG0002192	ESY4_g25430_DN3_SP0_c0.t1	XP_023644879.1
OG0002193	ESY2_g34062_DN3_SP0_c0.t1	XP_023642866.1
OG0002193	ESY5_g3468_DN3_SP1_c0.t1	XP_023644701.1
OG0002194	ESY2_g34039_DN3_SP5_c0.t1	XP_006301719.1
OG0002194	ESY5_g3479_DN3_SP2_c0.t1	XP_023645239.1
OG0002195	ESY2_g33926_DN3_SP0_c0.t1	XP_023643239.1
OG0002196	ESY2_g33619_DN2_SP0_c0.t1	XP_006301269.1
OG0002196	ESY9_g43844_DN2_SP0_c0.t1, ESY5_g3792_DN3_SP0_c0.t1	XP_006304921.1
OG0002197	ESY5_g2873_DN3_SP0_c0.t1	XP_006305160.1
OG0002197	ESY10_g14648_DN2_SP3_c0.t1	XP_023638386.1
OG0002198	ESY2_g35635_DN3_SP1_c0.t1	XP_006302959.1
OG0002199	ESY2_g35632_DN3_SP0_c6.t1	XP_006300861.1
OG0002199	ESY5_g2149_DN3_SP8_c7.t1	XP_023632585.1
OG0002200	ESY2_g35648_DN3_SP1_c0.t1	XP_023644100.1, XP_006301245.1, XP_006280378.1, XP_006302201.1, XP_006302179.2, XP_006302197.1, XP_023642930.1
OG0002201	ESY2_g33656_DN3_SP0_c0.t1, ESY1_g8236_DN1_SP0_c0.t1, ESY2_g33655_DN3_SP0_c0.t1	XP_006302714.2
OG0002201	ESY2_g33657_DN3_SP0_c0.t1	XP_006301946.1, XP_023643008.1
OG0002203	ESY34_g45718_DN3_SP8_c0.t1	XP_006285816.1
OG0002203	ESY11_g54666_DN3_SP7_c0.t1	XP_023642029.1
OG0002205	ESY2_g35295_DN3_SP0_c5.t1	XP_006302051.1, XP_023643829.1, XP_006301446.1
OG0002206	ESY2_g35961_DN3_SP8_c0.t1	XP_006300437.1, XP_006307215.1
OG0002207	ESY4_g26781_DN3_SP7_c0.t1	XP_023640591.1, XP_023639343.1, XP_006283126.1
OG0002208	ESY4_g26524_DN2_SP0_c0.t1	XP_006284499.1, XP_023639471.1
OG0002209	ESY5_g2610_DN3_SP0_c0.t1, ESY3_g28703_DN3_SP0_c0.t1, ESY4_g25773_DN3_SP0_c0.t1, ESY4_g25479_DN3_SP0_c0.t1, ESY4_g25770_DN3_SP0_c0.t1	XP_006285824.1, XP_006282888.1
OG0002210	ESY4_g25710_DN3_SP3_c0.t1	XP_023633765.1
OG0002210	ESY11_g53539_DN2_SP7_c0.t1	XP_006298846.2
OG0002211	ESY15_g64692_DN3_SP8_c0.t1	XP_006285172.1
OG0002211	ESY3_g28175_DN3_SP8_c0.t1	XP_023642280.1
OG0002212	ESY5_g1186_DN3_SP0_c0.t1	XP_006304999.1, XP_006305003.1
OG0002213	ESY16_g62391_DN3_SP8_c0.t1	XP_006283739.1
OG0002213	ESY6_g47986_DN3_SP3_c0.t1	XP_006280501.1
OG0002216	ESY4_g25241_DN3_SP0_c0.t1	XP_023635245.1
OG0002221	ESY16_g61663_DN3_SP5_c0.t1	XP_006303341.1, XP_006294783.2
OG0002222	ESY8_g58558_DN3_SP0_c0.t1	XP_006304716.1, XP_023633133.1
OG0002223	ESY7_g17162_DN2_SP0_c0.t1	XP_006290088.1
OG0002223	ESY3_g32328_DN2_SP0_c0.t1	XP_006299012.1
OG0002224	ESY15_g65048_DN3_SP1_c0.t1	XP_006281747.2
OG0002224	ESY2_g33910_DN3_SP0_c0.t1	XP_006282635.1
OG0002225	ESY7_g17583_DN3_SP0_c0.t1	XP_023637114.1
OG0002225	ESY3_g32637_DN3_SP7_c0.t1	XP_023642228.1
OG0002226	ESY7_g17694_DN3_SP0_c0.t1, ESY7_g17692_DN3_SP0_c0.t1, ESY10_g14317_DN3_SP0_c0.t1	XP_006290124.1
OG0002227	ESY8_g59068_DN3_SP7_c0.t1	XP_023639745.1
OG0002227	ESY5_g3138_DN3_SP8_c0.t1	XP_006303893.1
OG0002228	ESY8_g58879_DN2_SP0_c0.t1	XP_006295482.1
OG0002228	ESY5_g4489_DN2_SP0_c0.t1	XP_006304317.1
OG0002229	ESY8_g58387_DN3_SP7_c7.t1	XP_023640755.1
OG0002229	ESY5_g4803_DN3_SP8_c3.t1	XP_023632904.1
OG0002230	ESY5_g5035_DN3_SP0_c0.t1	XP_006304220.2
OG0002230	ESY20_g12877_DN3_SP5_c0.t1	XP_006281162.2
OG0002231	ESY5_g5051_DN3_SP8_c0.t1	XP_006307251.1
OG0002231	ESY20_g12665_DN3_SP7_c0.t1	XP_006280299.1
OG0002232	ESY8_g58214_DN3_SP0_c0.t1	XP_006280312.1
OG0002232	ESY5_g5140_DN3_SP0_c0.t1	XP_006307390.1
OG0002233	ESY8_g58252_DN3_SP0_c0.t1, ESY8_g58250_DN3_SP0_c0.t1	XP_006286732.1
OG0002234	ESY6_g46090_DN3_SP7_c0.t1	XP_006284361.1, XP_006280976.1
OG0002235	ESY20_g13097_DN3_SP8_c0.t1	XP_006282892.1
OG0002235	ESY1_g10347_DN3_SP0_c0.t1	XP_006307281.1
OG0002236	ESY6_g46729_DN3_SP1_c0.t1	XP_023638141.1
OG0002236	ESY13_g56503_DN3_SP0_c0.t1	XP_006284598.1
OG0002237	ESY4_g23055_DN3_SP0_c0.t1	XP_006304230.1, XP_006295511.1
OG0002238	ESY11_g54204_DN3_SP8_c0.t1	XP_006303337.1
OG0002240	ESY16_g61923_DN3_SP6_c11.t1	XP_023644986.1
OG0002240	ESY9_g43964_DN2_SP0_c0.t1	XP_006295782.1
OG0002241	ESY16_g61705_DN3_SP8_c0.t1	XP_023645458.1
OG0002241	ESY9_g43892_DN3_SP8_c0.t1	XP_006294341.1
OG0002242	ESY6_g50349_DN2_SP0_c0.t1	XP_006282279.1
OG0002242	ESY1_g9887_DN1_SP0_c0.t1	XP_006292547.1
OG0002243	ESY7_g18520_DN3_SP8_c0.t1	XP_006287636.1
OG0002243	ESY6_g49444_DN3_SP1_c0.t1	XP_006279765.1
OG0002244	ESY6_g49594_DN3_SP0_c0.t1	XP_006281059.2
OG0002245	ESY9_g45406_DN3_SP0_c0.t1, ESY12_g52075_DN3_SP0_c0.t1	XP_023632558.1, XP_023639781.1
OG0002246	ESY6_g49191_DN3_SP7_c0.t1, ESY1_g6817_DN3_SP6_c0.t1	XP_006292073.1, XP_006288914.2
OG0002247	ESY6_g49168_DN2_SP0_c0.t1	XP_006289919.1, XP_006292946.1
OG0002249	ESY6_g48818_DN3_SP8_c0.t1	XP_006280747.1
OG0002249	ESY1_g8026_DN3_SP7_c0.t1	XP_006291393.2
OG0002250	ESY6_g48628_DN3_SP0_c0.t1	XP_006280715.1
OG0002250	ESY3_g32626_DN3_SP0_c0.t1	XP_006300236.2
OG0002251	ESY6_g48469_DN3_SP2_c0.t1	XP_006281432.1, XP_006282572.1
OG0002252	ESY13_g55958_DN3_SP7_p0.t1	XP_006284128.1
OG0002252	ESY6_g48283_DN3_SP7_c32.t1	XP_006285955.2, XP_006279854.1
OG0002253	ESY6_g47943_DN3_SP8_c0.t1	XP_006280413.1
OG0002253	ESY16_g62334_DN3_SP0_c0.t1	XP_006282591.1
OG0002254	ESY5_g5241_DN3_SP8_c0.t1	XP_006306566.1, XP_023635852.1
OG0002255	ESY9_g43541_DN3_SP0_c0.t1	XP_023641883.1, XP_006283405.1
OG0002257	ESY3_g31186_DN2_SP0_c0.t1	XP_006297355.1
OG0002257	ESY7_g18929_DN3_SP0_c3.t1	XP_006287467.1
OG0002258	ESY9_g45327_DN3_SP2_c10.t1	XP_023640192.1
OG0002258	ESY7_g19275_DN3_SP0_c8.t1	XP_006287550.1
OG0002260	ESY7_g19600_DN3_SP0_c0.t1	XP_006288284.1, XP_006294648.1
OG0002261	ESY10_g13757_DN3_SP0_c0.t1	XP_006284899.1, XP_006291775.1
OG0002262	ESY2_g36534_DN3_SP8_c0.t1	XP_006302910.1
OG0002262	ESY5_g2915_DN2_SP0_c0.t1	XP_006305709.1
OG0002263	ESY2_g36553_DN3_SP8_c0.t1	XP_023643158.1
OG0002263	ESY5_g2930_DN3_SP6_c0.t1	XP_006307012.1
OG0002264	ESY2_g36622_DN3_SP0_c0.t1	XP_006302695.2
OG0002264	ESY5_g2980_DN3_SP0_c0.t1	XP_006306471.1
OG0002265	ESY2_g35050_DN3_SP5_c0.t1	XP_006305204.1, XP_006301178.1
OG0002266	ESY2_g35087_DN3_SP8_c11.t1	XP_006300776.1
OG0002266	ESY5_g2372_DN3_SP8_c11.t1	XP_006306839.1
OG0002267	ESY2_g34678_DN3_SP2_c0.t1	XP_006302760.1
OG0002268	ESY2_g34776_DN2_SP0_c0.t1	XP_006303032.1, XP_006303449.1
OG0002269	ESY2_g36044_DN3_SP0_c0.t1	XP_023644116.1
OG0002269	ESY5_g4033_DN3_SP0_c0.t1	XP_023644884.1
OG0002270	ESY5_g4042_DN3_SP0_c0.t1	XP_023645038.1
OG0002270	ESY2_g36029_DN3_SP8_c0.t1	XP_006302548.1
OG0002271	ESY1_g11956_DN3_SP0_c0.t1	XP_006291028.1
OG0002271	ESY2_g36337_DN2_SP0_c0.t1	XP_023645421.1
OG0002272	ESY3_g30211_DN3_SP0_c12.t1	XP_006298099.1
OG0002272	ESY2_g36303_DN2_SP0_c25.t1	XP_006305221.1
OG0002273	ESY3_g30227_DN3_SP7_c0.t1	XP_006297754.1
OG0002273	ESY2_g36285_DN3_SP8_c0.t1	XP_006307614.1
OG0002274	ESY3_g28483_DN3_SP8_c0.t1	XP_006297323.1
OG0002274	ESY22_g40388_DN3_SP8_c0.t1	XP_006285190.1
OG0002275	ESY10_g14448_DN2_SP0_c0.t1	XP_006284445.1
OG0002275	ESY22_g40543_DN3_SP0_c0.t1	XP_006284990.2
OG0002276	ESY2_g35928_DN3_SP8_c0.t1	XP_023643692.1
OG0002276	ESY5_g4257_DN3_SP8_c0.t1	XP_023632947.1
OG0002277	ESY2_g35367_DN3_SP8_c0.t1	XP_006301567.1, XP_006304696.1
OG0002278	ESY11_g54956_DN3_SP7_c0.t1	XP_023633763.1, XP_006298283.1
OG0002279	ESY4_g24182_DN3_SP0_c0.t1	XP_006284717.1
OG0002279	ESY11_g54845_DN3_SP3_c0.t1	XP_006298744.1
OG0002280	ESY8_g60295_DN2_SP0_c0.t1	XP_006284784.1
OG0002280	ESY21_g55828_DN2_SP0_c36.t1	XP_006292089.1
OG0002281	ESY10_g13712_DN3_SP0_c0.t1	XP_023639200.1
OG0002281	ESY8_g60233_DN3_SP0_c0.t1	XP_006285216.1
OG0002283	ESY3_g29398_DN3_SP0_c0.t1	XP_006297182.1
OG0002283	ESY2_g37569_DN3_SP8_c0.t1	XP_006306956.1
OG0002284	ESY2_g37092_DN3_SP8_c0.t1	XP_006305619.1
OG0002284	ESY3_g30007_DN3_SP7_c0.t1	XP_006298562.1
OG0002285	ESY6_g49675_DN3_SP2_c0.t1	XP_023641046.1
OG0002285	ESY1_g5818_DN3_SP2_c0.t1	XP_006294011.1
OG0002286	ESY2_g37895_DN1_SP0_c0.t1	XP_006294366.1, XP_006296484.1
OG0002287	ESY16_g61495_DN3_SP0_c0.t1	XP_006282902.1
OG0002287	ESY9_g44020_DN3_SP8_c0.t1	XP_006294010.1
OG0002288	ESY10_g15008_DN3_SP0_c0.t1	XP_006282167.1
OG0002288	ESY9_g42527_DN2_SP0_c0.t1	XP_006283693.1
OG0002289	ESY9_g42432_DN3_SP6_c0.t1	XP_023635405.1
OG0002289	ESY10_g14807_DN3_SP0_c0.t1	XP_023637107.1
OG0002290	ESY3_g31128_DN3_SP0_c0.t1	XP_006292614.2, XP_006298960.1
OG0002291	ESY1_g9990_DN3_SP0_c0.t1	XP_023638939.1
OG0002291	ESY7_g18824_DN2_SP0_c0.t1	XP_006305241.1
OG0002292	ESY1_g12100_DN3_SP0_c0.t1, ESY1_g12108_DN2_SP0_c0.t1, ESY1_g9865_DN3_SP0_c0.t1, ESY1_g9864_DN3_SP0_c0.t1	XP_006293111.2, XP_006290309.1
OG0002293	ESY23_g85_DN3_SP0_c0.t1	XP_006285142.1
OG0002293	ESY6_g46142_DN3_SP0_c0.t1	XP_006282077.1
OG0002294	ESY7_g16648_DN3_SP3_c0.t1	XP_006280340.1
OG0002294	ESY9_g43259_DN3_SP4_c0.t1	XP_006283465.2
OG0002295	ESY19_g41355_DN3_SP0_c0.t1	XP_006288090.1
OG0002295	ESY5_g2833_DN2_SP0_c0.t1	XP_006304069.1
OG0002296	ESY16_g61536_DN3_SP8_c0.t1	XP_006293812.1, XP_006283277.1
OG0002297	ESY12_g52335_DN3_SP0_c0.t1	XP_023640486.1
OG0002298	ESY12_g51800_DN3_SP8_c0.t1	XP_006294022.1
OG0002298	ESY1_g12257_DN3_SP8_c0.t1	XP_006290970.1
OG0002299	ESY1_g11724_DN3_SP4_c0.t1	XP_006292598.1
OG0002300	ESY1_g10524_DN3_SP1_c0.t1	XP_006293425.1, XP_006292838.1
OG0002302	ESY9_g45533_DN3_SP8_c0.t1	XP_006296203.1
OG0002302	ESY1_g10766_DN3_SP8_c0.t1	XP_006290501.1
OG0002303	ESY1_g10801_DN3_SP6_c0.t1	XP_023637817.1
OG0002303	ESY9_g45478_DN3_SP0_c0.t1	XP_023639657.1
OG0002304	ESY5_g2829_DN3_SP8_c0.t1	XP_006303567.1
OG0002305	ESY4_g26918_DN3_SP7_c0.t1	XP_023633975.1
OG0002305	ESY2_g34518_DN3_SP8_c0.t1	XP_023643406.1
OG0002306	ESY5_g4897_DN3_SP6_c0.t1	XP_006304089.2
OG0002306	ESY7_g16124_DN3_SP8_c0.t1	XP_006288592.2
OG0002307	ESY8_g59821_DN3_SP8_c9.t1	XP_006294016.1
OG0002307	ESY4_g26798_DN3_SP7_c0.t1	XP_006282507.1
OG0002308	ESY4_g26678_DN3_SP0_c0.t1, ESY4_g26679_DN3_SP0_c0.t1	XP_006283648.2
OG0002308	ESY8_g59702_DN3_SP8_c0.t1	XP_006294196.2
OG0002309	ESY14_g21119_DN3_SP8_c0.t1	XP_006306571.1, XP_006303734.1
OG0002310	ESY18_g64077_DN3_SP0_c60.t1	XP_023636965.1, XP_006288068.1
OG0002311	ESY2_g38054_DN3_SP0_c0.t1, ESY2_g35430_DN3_SP0_c0.t1, ESY2_g35933_DN3_SP0_c0.t1	XP_023635332.1, XP_023635636.1
OG0002312	ESY9_g42460_DN3_SP5_c0.t1, ESY9_g42459_DN3_SP4_c0.t1	XP_006284481.1, XP_006281041.1
OG0002313	ESY3_g31434_DN3_SP7_c0.t1	XP_006298741.1, XP_006281284.1
OG0002314	ESY2_g35120_DN2_SP0_c0.t1, ESY2_g35127_DN2_SP0_c0.t1, ESY2_g35121_DN3_SP0_c0.t1, ESY2_g35138_DN2_SP0_c0.t1, ESY2_g35135_DN2_SP0_c0.t1, ESY2_g35131_DN2_SP0_c0.t1, ESY2_g35123_DN3_SP0_c0.t1	XP_006292974.1
OG0002315	ESY2_g38032_DN3_SP8_c0.t1	XP_006297072.1, XP_006306886.1
OG0002316	ESY2_g38006_DN3_SP7_c0.t1	XP_023645617.1
OG0002316	ESY3_g29756_DN3_SP8_c0.t1	XP_006297281.1
OG0002317	ESY3_g29748_DN3_SP8_c0.t1	XP_006296838.1
OG0002318	ESY3_g29689_DN3_SP0_c0.t1	XP_006300130.1
OG0002318	ESY2_g37927_DN2_SP0_c0.t1	XP_006305685.1
OG0002320	ESY5_g5530_DN3_SP5_c0.t1, ESY5_g5531_DN3_SP5_c0.t1	XP_023633246.1, XP_023636171.1
OG0002321	ESY5_g5525_DN3_SP0_c0.t1	XP_023645094.1
OG0002321	ESY20_g12985_DN3_SP8_c0.t1	XP_023636710.1
OG0002322	ESY20_g12949_DN3_SP8_c0.t1	XP_006286777.1
OG0002322	ESY5_g5519_DN3_SP5_c0.t1	XP_006304625.1
OG0002324	ESY5_g4514_DN3_SP3_c0.t1, ESY5_g4516_DN3_SP4_c0.t1	XP_023645287.1, XP_006305104.1
OG0002325	ESY5_g3208_DN3_SP2_c0.t1	XP_006305729.2, XP_023643828.1
OG0002326	ESY5_g3448_DN3_SP7_c0.t1	XP_006305234.1
OG0002326	ESY2_g34057_DN3_SP7_c0.t1	XP_006301117.1
OG0002327	ESY10_g14433_DN3_SP8_c0.t1	XP_006291569.1
OG0002327	ESY5_g2818_DN3_SP8_c0.t1	XP_006305437.1
OG0002328	ESY5_g3027_DN3_SP1_c0.t1	XP_006306059.1
OG0002328	ESY2_g36666_DN3_SP7_c0.t1	XP_006301326.1
