Orthogroup	Euclidium_syriacum	Arabidopsis_lyrata_NCBI
OG0004182	ESY6_g49999_DN3_SP7_c0.t1	XP_002874237.1
OG0004183	ESY7_g17828_DN3_SP0_c0.t1	XP_020870829.1, XP_020878494.1
OG0004185	ESY7_g18680_DN3_SP7_c0.t1	XP_020878593.1
OG0004186	ESY4_g25025_DN3_SP0_c0.t1, ESY4_g26048_DN3_SP0_c0.t1, ESY4_g26046_DN3_SP0_c0.t1	XP_020873239.1, XP_020890623.1
OG0004187	ESY8_g59146_DN3_SP0_c9.t1, ESY8_g59147_DN3_SP0_c8.t1, ESY8_g59145_DN3_SP0_c9.t1	XP_020883232.1
OG0004188	ESY8_g59100_DN3_SP8_c0.t1	XP_020885414.1
OG0004189	ESY8_g59059_DN3_SP0_c0.t1	XP_020885322.1
OG0004190	ESY16_g62523_DN3_SP0_c0.t1, ESY8_g59037_DN3_SP1_c0.t1, ESY8_g59026_DN3_SP0_c0.t1	XP_020883389.1
OG0004191	ESY8_g58924_DN3_SP6_c0.t1	XP_002879093.1
OG0004192	ESY8_g58661_DN3_SP0_c9.t1	XP_020884380.1
OG0004193	ESY8_g58657_DN2_SP0_c0.t1	XP_002862819.2, XP_002879263.2
OG0004194	ESY8_g58615_DN3_SP0_c22.t1	XP_002881115.1
OG0004195	ESY8_g58544_DN2_SP0_c0.t1	XP_020885637.1
OG0004199	ESY1_g11680_DN3_SP8_c0.t1	XP_002894072.1
OG0004200	ESY15_g64858_DN1_SP0_c0.t1, ESY1_g11305_DN1_SP0_c0.t1	XP_002874479.2, XP_020870368.1
OG0004201	ESY4_g22419_DN3_SP4_c0.t1	XP_020870773.1
OG0004202	ESY4_g22809_DN3_SP7_c0.t1	XP_020869210.1
OG0004203	ESY4_g23044_DN3_SP8_c0.t1	XP_020866905.1
OG0004204	ESY6_g48883_DN3_SP1_c0.t1	XP_002890824.2
OG0004205	ESY1_g5771_DN3_SP6_c0.t1	XP_020883002.1, XP_020868697.1
OG0004206	ESY4_g23565_DN3_SP8_c0.t1	XP_020870724.1
OG0004207	ESY4_g23660_DN3_SP8_c9.t1	XP_020866843.1
OG0004208	ESY4_g23680_DN3_SP8_c0.t1	XP_002893634.1
OG0004209	ESY7_g17508_DN1_SP0_c0.t1, ESY16_g62058_DN3_SP0_c0.t1	XP_020870687.1
OG0004210	ESY16_g61777_DN3_SP8_c0.t1	XP_002890967.1
OG0004211	ESY10_g14323_DN3_SP0_c0.t1	XP_002876852.1
OG0004212	ESY4_g25115_DN2_SP0_c0.t1, ESY6_g50359_DN3_SP0_c0.t1	XP_020871493.1, XP_002862166.2, XP_002888458.1
OG0004213	ESY12_g51991_DN3_SP0_c0.t1	XP_020881969.1, XP_020872747.1
OG0004214	ESY6_g50351_DN1_SP0_c0.t1	XP_020868006.1
OG0004215	ESY6_g50428_DN3_SP8_c16.t1	XP_002864989.1
OG0004217	ESY6_g49666_DN3_SP0_c0.t1	XP_002862512.2, XP_002864853.2
OG0004218	ESY6_g49811_DN3_SP5_c0.t1	XP_020878904.1
OG0004219	ESY4_g25565_DN1_SP0_c0.t1	XP_020870356.1, XP_020884486.1, XP_020866213.1
OG0004220	ESY6_g49522_DN3_SP1_c0.t1	XP_020866528.1, XP_002866428.1
OG0004221	ESY6_g49589_DN3_SP2_c0.t1	XP_020865777.1
OG0004222	ESY16_g61497_DN3_SP0_c17.t1	XP_002868111.1
OG0004223	ESY20_g12867_DN2_SP0_c0.t1, ESY20_g12868_DN1_SP0_c0.t1	XP_020866335.1, XP_002863658.1
OG0004224	ESY6_g50113_DN3_SP0_c0.t1	XP_002874163.1
OG0004224	ESY4_g26344_DN3_SP0_c0.t1, ESY5_g5392_DN1_SP0_c0.t1	XP_002874162.1
OG0004226	ESY6_g49294_DN3_SP8_c0.t1	XP_002873965.1
OG0004227	ESY6_g49177_DN3_SP2_c0.t1	XP_002871953.1
OG0004228	ESY6_g49043_DN2_SP0_c0.t1	XP_020876662.1
OG0004229	ESY6_g48692_DN3_SP0_c0.t1	XP_020869627.1
OG0004230	ESY6_g48665_DN3_SP2_c0.t1	XP_020889568.1
OG0004231	ESY10_g14285_DN3_SP0_c0.t1	XP_002875196.2
OG0004233	ESY26_g42357_DN3_SP0_c0.t1	XP_020873223.1
OG0004234	ESY6_g48093_DN3_SP0_c0.t1	XP_020877637.1
OG0004235	ESY1_g9716_DN3_SP0_c0.t1, ESY7_g16118_DN3_SP0_c0.t1	XP_020881521.1, XP_020875339.1
OG0004236	ESY6_g47930_DN3_SP8_c0.t1	XP_002864354.1
OG0004237	ESY20_g13225_DN3_SP1_c0.t1	XP_020878946.1
OG0004238	ESY20_g13297_DN3_SP0_c0.t1	XP_020878169.1
OG0004239	ESY7_g18766_DN3_SP0_c0.t1	XP_002878993.1, XP_002874334.1, XP_020877978.1
OG0004240	ESY3_g31074_DN3_SP8_c0.t1	XP_020888889.1
OG0004240	ESY7_g19139_DN3_SP2_c0.t1, ESY7_g19135_DN3_SP0_c0.t1, ESY7_g19137_DN3_SP0_c0.t1, ESY7_g19133_DN3_SP0_c0.t1	XP_002871081.1
OG0004241	ESY7_g19164_DN3_SP0_c0.t1	XP_020878425.1
OG0004242	ESY3_g30098_DN3_SP0_c0.t1	XP_002873068.1
OG0004243	ESY7_g19640_DN3_SP0_c0.t1, ESY10_g14730_DN3_SP0_c0.t1	XP_020876630.1
OG0004244	ESY8_g60230_DN3_SP7_c0.t1	XP_002868639.1
OG0004246	ESY2_g36623_DN3_SP0_c0.t1	XP_002887812.1
OG0004247	ESY2_g36698_DN3_SP0_c0.t1	XP_020890241.1
OG0004248	ESY2_g36156_DN3_SP0_c0.t1	XP_002889213.1
OG0004249	ESY2_g35092_DN3_SP6_c0.t1	XP_020890590.1
OG0004250	ESY3_g30779_DN3_SP3_c0.t1	XP_020887359.1
OG0004251	ESY2_g36381_DN3_SP0_c0.t1	XP_020867811.1
OG0004252	ESY5_g1212_DN3_SP6_c0.t1	XP_020877541.1, XP_020889911.1, XP_020867902.1
OG0004253	ESY2_g36938_DN3_SP8_c0.t1	XP_020867150.1
OG0004254	ESY1_g9456_DN3_SP0_c0.t1, ESY15_g65619_DN3_SP8_c0.t1	XP_002863129.1
OG0004255	ESY12_g52053_DN3_SP6_c0.t1	XP_002880126.1
OG0004256	ESY2_g35867_DN3_SP8_c0.t1	XP_020890258.1
OG0004257	ESY5_g1878_DN3_SP1_c0.t1	XP_020868083.1, XP_002865841.2
OG0004258	ESY5_g2597_DN3_SP0_c0.t1	XP_020870114.1, XP_020877192.1
OG0004259	ESY21_g55410_DN3_SP0_c0.t1	XP_002877108.1
OG0004260	ESY6_g45818_DN3_SP0_c0.t1	XP_020880138.1
OG0004261	ESY21_g55756_DN2_SP0_c0.t1	XP_002875399.2, XP_020881926.1
OG0004262	ESY10_g13980_DN3_SP4_c0.t1	XP_020880288.1, XP_020880289.1
OG0004263	ESY2_g35442_DN2_SP0_c0.t1	XP_020866645.1
OG0004264	ESY2_g35402_DN3_SP8_c8.t1	XP_020890206.1
OG0004265	ESY10_g15127_DN3_SP0_c0.t1	XP_020890649.1
OG0004266	ESY10_g15229_DN3_SP8_c0.t1	XP_002863434.1
OG0004267	ESY7_g16799_DN3_SP0_c0.t1	XP_020886162.1
OG0004269	ESY8_g59204_DN3_SP0_c0.t1	XP_020882821.1
OG0004270	ESY2_g35670_DN3_SP8_c0.t1	XP_002888835.1
OG0004271	ESY2_g37286_DN2_SP0_c0.t1	XP_020869213.1
OG0004272	ESY16_g61819_DN3_SP0_c0.t1	XP_020867999.1, XP_020870270.1, XP_020866210.1
OG0004273	ESY2_g37086_DN3_SP0_c0.t1	XP_002891686.1
OG0004274	ESY9_g42707_DN3_SP3_c0.t1	XP_020873057.1
OG0004275	ESY9_g42683_DN3_SP6_c0.t1	XP_020872741.1
OG0004277	ESY9_g42440_DN3_SP1_c0.t1	XP_020875694.1
OG0004278	ESY1_g10116_DN3_SP0_c0.t1	XP_020880063.1
OG0004279	ESY23_g193_DN3_SP0_c0.t1	XP_002867693.1
OG0004280	ESY23_g143_DN3_SP0_c0.t1	XP_002867708.1
OG0004281	ESY6_g46419_DN3_SP0_c0.t1	XP_020871885.1
OG0004282	ESY23_g404_DN3_SP0_c0.t1	XP_020873679.1
OG0004283	ESY2_g38094_DN3_SP0_c11.t1	XP_002881366.1
OG0004285	ESY9_g43231_DN3_SP0_c0.t1	XP_020872855.1
OG0004286	ESY9_g43360_DN3_SP0_c0.t1	XP_020874966.1
OG0004287	ESY1_g9102_DN3_SP8_c0.t1, ESY9_g43420_DN3_SP0_c0.t1	XP_002869907.1
OG0004288	ESY16_g61557_DN2_SP0_c0.t1, ESY16_g61562_DN1_SP0_c0.t1	XP_020875368.1
OG0004289	ESY3_g32658_DN1_SP0_c0.t1	XP_020879513.1, XP_002884262.1
OG0004290	ESY6_g49901_DN3_SP7_c0.t1	XP_020889823.1, XP_002886410.1
OG0004291	ESY1_g12534_DN3_SP0_c0.t1	XP_020882207.1
OG0004292	ESY1_g12313_DN3_SP7_c0.t1	XP_002878388.1, XP_020884049.1
OG0004293	ESY1_g12241_DN3_SP8_c0.t1	XP_020880001.1
OG0004294	ESY1_g11860_DN3_SP7_c0.t1	XP_002876514.1, XP_002891800.1
OG0004295	ESY1_g11412_DN3_SP8_c3.t1	XP_020880500.1
OG0004296	ESY1_g11844_DN3_SP0_c0.t1, ESY1_g11486_DN3_SP0_c0.t1	XP_002878197.1
OG0004297	ESY1_g11499_DN3_SP8_c0.t1	XP_020880161.1
OG0004298	ESY1_g11623_DN3_SP8_c0.t1	XP_020882489.1
OG0004299	ESY1_g11778_DN3_SP0_c0.t1	XP_002878118.2
OG0004300	ESY1_g11834_DN3_SP0_c0.t1	XP_020880241.1
OG0004301	ESY2_g36037_DN3_SP0_c0.t1	XP_020881902.1
OG0004302	ESY1_g10802_DN3_SP0_c0.t1, ESY1_g10803_DN3_SP7_c0.t1	XP_002876282.1
OG0004303	ESY6_g47385_DN3_SP1_c0.t1	XP_002864240.1
OG0004304	ESY2_g34710_DN3_SP2_c0.t1, ESY3_g28044_DN3_SP0_c0.t1	XP_002862506.2, XP_002885636.1
OG0004305	ESY11_g54165_DN2_SP0_c31.t1, ESY11_g54166_DN3_SP0_c31.t1	XP_002886138.1
OG0004306	ESY11_g54216_DN3_SP0_c0.t1	XP_020888357.1
OG0004307	ESY11_g54322_DN3_SP0_c13.t1	XP_020888731.1
OG0004308	ESY11_g54624_DN3_SP6_c0.t1	XP_020888347.1
OG0004309	ESY10_g14533_DN2_SP0_c0.t1	XP_020879996.1
OG0004310	ESY12_g51059_DN3_SP8_c0.t1	XP_002881760.1
OG0004311	ESY12_g51012_DN3_SP8_c0.t1	XP_002881744.1
OG0004312	ESY12_g50975_DN3_SP0_c0.t1	XP_002881736.1, XP_002881532.1
OG0004313	ESY9_g45687_DN3_SP8_c0.t1	XP_002879846.1
OG0004314	ESY9_g45461_DN3_SP6_c0.t1	XP_002881634.1
OG0004315	ESY9_g45360_DN3_SP1_c0.t1	XP_020885675.1
OG0004316	ESY9_g44939_DN2_SP1_c0.t1	XP_020883394.1, XP_002879686.1
OG0004317	ESY18_g63045_DN3_SP0_c0.t1	XP_020877734.1
OG0004318	ESY8_g59540_DN3_SP2_c0.t1	XP_020885400.1
OG0004319	ESY13_g57116_DN2_SP5_c0.t1	XP_020870652.1
OG0004320	ESY5_g5004_DN2_SP0_c0.t1	XP_020870674.1
OG0004321	ESY3_g32325_DN3_SP0_c0.t1, ESY3_g32322_DN3_SP0_c0.t1, ESY3_g32326_DN3_SP0_c0.t1	XP_020881837.1, XP_020881838.1, XP_020881841.1, XP_002877470.1
OG0004322	ESY10_g15298_DN2_SP0_c0.t1	XP_002874314.1
OG0004323	ESY2_g34427_DN2_SP0_c0.t1	XP_002874345.1
OG0004324	ESY10_g15486_DN3_SP8_c0.t1	XP_002874352.2
OG0004326	ESY12_g51397_DN3_SP0_c0.t1	XP_020885023.1
OG0004328	ESY12_g51674_DN2_SP0_c0.t1, ESY7_g19193_DN1_SP0_c0.t1	XP_002880249.1
OG0004329	ESY12_g51710_DN3_SP1_c0.t1	XP_020883483.1
OG0004330	ESY12_g51730_DN3_SP5_c0.t1	XP_002882055.2, XP_002893400.1
OG0004331	ESY3_g29085_DN3_SP0_c0.t1	XP_020888732.1
OG0004332	ESY12_g51839_DN2_SP5_c0.t1	XP_002878362.2, XP_020884252.1
OG0004333	ESY12_g52178_DN2_SP0_c0.t1	XP_002881925.1
OG0004334	ESY12_g51517_DN3_SP4_c0.t1	XP_020885701.1
OG0004335	ESY12_g51528_DN3_SP0_c0.t1	XP_020885394.1
OG0004336	ESY12_g51563_DN3_SP0_c0.t1	XP_002881876.1, XP_020879653.1
OG0004337	ESY10_g14862_DN3_SP8_c0.t1	XP_020868268.1
OG0004338	ESY10_g14871_DN3_SP0_c0.t1	XP_002865139.1
OG0004339	ESY10_g14894_DN3_SP6_c0.t1	XP_020885101.1
OG0004340	ESY3_g31638_DN3_SP0_c0.t1	XP_002882436.1
OG0004341	ESY3_g31607_DN1_SP0_c0.t1	XP_002884549.1
OG0004342	ESY3_g31425_DN3_SP8_c0.t1, ESY11_g54096_DN3_SP0_c0.t1	XP_020888040.1
OG0004343	ESY3_g31438_DN3_SP6_c0.t1	XP_002882492.1
OG0004344	ESY3_g30727_DN3_SP8_c0.t1	XP_002884671.1
OG0004345	ESY6_g49314_DN3_SP0_c0.t1, ESY3_g31029_DN3_SP4_c0.t1	XP_002884774.1
OG0004346	ESY3_g31225_DN3_SP8_c0.t1	XP_020888328.1
OG0004347	ESY3_g31307_DN3_SP0_c0.t1	XP_002884868.2
OG0004348	ESY3_g31357_DN3_SP0_c0.t1	XP_020888316.1
OG0004348	ESY7_g18724_DN3_SP0_c0.t1	XP_002871226.1
OG0004349	ESY7_g17735_DN3_SP0_c0.t1, ESY3_g30092_DN3_SP5_c0.t1	XP_020888320.1
OG0004350	ESY3_g30162_DN3_SP5_c0.t1	XP_002862157.2, XP_002884945.1
OG0004351	ESY2_g36296_DN3_SP7_c18.t1	XP_002891838.1, XP_020888089.1
OG0004352	ESY3_g30287_DN3_SP4_c0.t1	XP_020888057.1
OG0004353	ESY3_g30335_DN3_SP8_c0.t1	XP_020886614.1
OG0004354	ESY3_g30352_DN3_SP3_c0.t1	XP_020888657.1
OG0004355	ESY3_g30496_DN3_SP0_c0.t1	XP_020888819.1
OG0004356	ESY3_g30569_DN3_SP0_c0.t1	XP_020887702.1
OG0004357	ESY3_g30564_DN3_SP0_c0.t1	XP_020872066.1, XP_020886367.1
OG0004358	ESY3_g30560_DN3_SP2_c0.t1	XP_002889275.1, XP_020886840.1
OG0004359	ESY2_g37075_DN3_SP0_c0.t1, ESY3_g30652_DN3_SP8_c0.t1	XP_020886108.1
OG0004360	ESY11_g54969_DN3_SP0_c0.t1	XP_020889571.1
OG0004361	ESY3_g29842_DN3_SP2_c0.t1	XP_020889218.1
OG0004362	ESY3_g29632_DN2_SP0_c0.t1	XP_002885273.1, XP_002885272.1
OG0004363	ESY3_g29547_DN3_SP6_c0.t1	XP_020888470.1
OG0004364	ESY3_g29397_DN3_SP0_c0.t1	XP_002885316.1
OG0004365	ESY3_g29259_DN3_SP0_c0.t1, ESY9_g42739_DN3_SP0_c0.t1, ESY9_g42741_DN3_SP0_c0.t1	XP_002883236.1
OG0004366	ESY3_g29229_DN2_SP0_c0.t1	XP_002862716.1, XP_020888356.1
OG0004367	ESY3_g29144_DN2_SP0_c0.t1	XP_020888044.1
OG0004368	ESY3_g29123_DN3_SP8_c0.t1	XP_002885420.1
OG0004369	ESY3_g29100_DN3_SP6_c0.t1	XP_020889377.1
OG0004370	ESY8_g61321_DN3_SP0_c0.t1	XP_002868538.1
OG0004371	ESY17_g40164_DN3_SP5_c0.t1	XP_020873073.1
OG0004372	ESY6_g50045_DN3_SP0_c0.t1, ESY6_g50044_DN1_SP0_c0.t1, ESY15_g64825_DN3_SP1_c0.t1	XP_002865590.1
OG0004373	ESY3_g28277_DN3_SP1_c0.t1	XP_002883459.2
OG0004374	ESY3_g28514_DN3_SP0_c0.t1	XP_020889427.1
OG0004375	ESY3_g28757_DN3_SP0_c0.t1	XP_020886684.1
OG0004376	ESY3_g28970_DN3_SP5_c0.t1	XP_002885473.1
OG0004377	ESY3_g28985_DN2_SP0_c0.t1	XP_020886166.1
OG0004378	ESY3_g28987_DN3_SP8_c0.t1	XP_020888915.1
OG0004379	ESY8_g59331_DN3_SP0_c0.t1, ESY3_g29055_DN3_SP0_c0.t1	XP_002885441.2
OG0004380	ESY2_g34376_DN3_SP1_c0.t1	XP_020890939.1
OG0004381	ESY7_g16981_DN3_SP8_c0.t1	XP_002871827.1
OG0004382	ESY1_g10199_DN3_SP8_c0.t1	XP_020881269.1
OG0004384	ESY5_g5386_DN3_SP8_c0.t1	XP_002889395.1, XP_002889394.1
OG0004385	ESY5_g5165_DN3_SP8_c0.t1	XP_002892163.1
OG0004385	ESY8_g58301_DN3_SP5_c0.t1	XP_020876422.1
OG0004387	ESY5_g4734_DN3_SP1_c0.t1, ESY5_g4587_DN3_SP0_c0.t1	XP_020867422.1
OG0004388	ESY5_g4455_DN3_SP4_c0.t1	XP_020867411.1
OG0004389	ESY5_g3258_DN2_SP0_c0.t1	XP_020879807.1, XP_002889735.2
OG0004391	ESY5_g3355_DN3_SP8_c0.t1	XP_020868193.1
OG0004392	ESY5_g3734_DN3_SP8_c0.t1	XP_002889901.1
OG0004393	ESY5_g3839_DN3_SP0_c0.t1, ESY5_g3822_DN3_SP0_c0.t1	XP_020869918.1
OG0004394	ESY5_g3831_DN3_SP0_c0.t1	XP_020870917.1
OG0004395	ESY5_g3854_DN3_SP7_c0.t1	XP_020869518.1
OG0004396	ESY5_g3065_DN3_SP7_c0.t1	XP_020870427.1, XP_020878024.1
OG0004397	ESY2_g34662_DN3_SP1_c0.t1	XP_020870587.1
OG0004397	ESY5_g2459_DN3_SP8_c0.t1	XP_002893163.1
OG0004398	ESY2_g34833_DN3_SP0_c6.t1, ESY5_g2360_DN3_SP0_c0.t1, ESY5_g2355_DN3_SP0_c0.t1	XP_020889720.1, XP_002893210.1
OG0004399	ESY5_g2251_DN3_SP8_c0.t1	XP_020867354.1
OG0004400	ESY2_g35711_DN3_SP1_c0.t1	XP_020889926.1
OG0004401	ESY2_g35529_DN3_SP1_c0.t1	XP_002888762.1
OG0004403	ESY2_g33537_DN3_SP1_c0.t1	XP_002887967.1
OG0004404	ESY2_g34226_DN3_SP0_c0.t1	XP_002894632.1
OG0004405	ESY8_g59974_DN1_SP0_c0.t1	XP_002868563.1, XP_020889978.1
OG0004407	ESY8_g59215_DN2_SP0_c0.t1	XP_020884647.1
OG0004407	ESY3_g31697_DN3_SP0_c0.t1	XP_002877935.1
OG0004408	ESY8_g59709_DN2_SP0_c0.t1	XP_002868935.1
OG0004409	ESY4_g26342_DN3_SP0_c0.t1	XP_020872146.1
OG0004410	ESY10_g14247_DN3_SP0_c0.t1, ESY4_g25454_DN3_SP0_c0.t1	XP_002867086.1
OG0004411	ESY4_g25966_DN3_SP8_c0.t1	XP_002867194.1
OG0004412	ESY20_g12922_DN3_SP0_c0.t1	XP_020876853.1
OG0004413	ESY4_g25833_DN3_SP8_c12.t1	XP_020874027.1
OG0004414	ESY4_g25785_DN3_SP4_c0.t1	XP_020875027.1
OG0004415	ESY4_g25682_DN3_SP1_c0.t1	XP_020874893.1
OG0004416	ESY4_g25056_DN3_SP0_c0.t1, ESY4_g25055_DN1_SP0_c0.t1	XP_002869297.1
OG0004417	ESY4_g24932_DN3_SP0_c0.t1	XP_020872302.1
OG0004418	ESY4_g24874_DN3_SP0_c0.t1	XP_020872240.1
OG0004419	ESY16_g61695_DN3_SP2_c0.t1	XP_020886878.1
OG0004420	ESY3_g31417_DN3_SP0_c0.t1	XP_020868819.1, XP_002893864.2, XP_002891171.1
OG0004421	ESY20_g13064_DN3_SP3_c0.t1	XP_020879251.1
OG0004422	ESY20_g13051_DN3_SP0_c11.t1	XP_020876520.1
OG0004423	ESY4_g23950_DN2_SP0_c0.t1, ESY11_g54964_DN3_SP0_c0.t1	XP_020875117.1
OG0004425	ESY19_g41914_DN2_SP0_c0.t1	XP_020870916.1, XP_002887138.1
OG0004427	ESY2_g37955_DN3_SP0_c0.t1	XP_020866377.1, XP_020871037.1, XP_020866569.1
OG0004428	ESY2_g37516_DN3_SP0_c0.t1	XP_002891554.1
OG0004429	ESY2_g37002_DN3_SP0_c0.t1	XP_020874217.1, XP_002894402.1
OG0004431	ESY3_g29665_DN2_SP0_c0.t1	XP_020889057.1, XP_020889317.1
OG0004434	ESY12_g51366_DN3_SP0_c0.t1	XP_002869546.1
OG0004435	ESY16_g61769_DN3_SP0_c0.t1	XP_020883956.1, XP_002880863.1
OG0004440	ESY2_g36807_DN3_SP4_c0.t1	XP_020890425.1
OG0004440	ESY2_g36809_DN3_SP0_c0.t1	XP_020890431.1
OG0004451	ESY26_g42410_DN3_SP0_c0.t1	XP_020873451.1
OG0004452	ESY1_g8346_DN3_SP1_c0.t1	XP_002877547.1
OG0004452	ESY6_g48644_DN3_SP0_c0.t1	XP_002864590.1
OG0004453	ESY9_g45424_DN3_SP0_c0.t1	XP_020883463.1
OG0004454	ESY11_g54659_DN3_SP2_c0.t1	XP_020871581.1
OG0004455	ESY10_g14438_DN3_SP4_c0.t1	XP_002876802.1
OG0004457	ESY5_g4965_DN1_SP0_c0.t1, ESY7_g17360_DN1_SP0_c0.t1	XP_020867464.1
OG0004458	ESY7_g17246_DN3_SP6_c0.t1	XP_002873796.1
OG0004459	ESY1_g12579_DN3_SP8_c0.t1	XP_020882120.1
OG0004460	ESY7_g17326_DN3_SP0_c0.t1	XP_002871712.1
OG0004461	ESY7_g17396_DN2_SP0_c0.t1	XP_020876606.1
OG0004462	ESY7_g17490_DN3_SP0_c0.t1	XP_020878621.1
OG0004463	ESY7_g17557_DN3_SP8_c0.t1, ESY2_g33357_DN3_SP2_c0.t1	XP_002871631.1
OG0004464	ESY11_g53869_DN3_SP8_c0.t1, ESY4_g24639_DN3_SP0_c0.t1	XP_020888020.1
OG0004465	ESY7_g17706_DN3_SP3_c0.t1	XP_020878537.1
OG0004466	ESY7_g17753_DN3_SP0_c0.t1	XP_020879151.1
OG0004468	ESY7_g18408_DN3_SP0_c0.t1	XP_020878740.1
OG0004469	ESY7_g18385_DN3_SP0_c0.t1	XP_020879528.1, XP_002871538.1, XP_020879211.1
OG0004470	ESY7_g18347_DN3_SP0_c0.t1	XP_020876256.1
OG0004471	ESY7_g18292_DN2_SP0_c0.t1	XP_020878936.1
OG0004472	ESY7_g18251_DN3_SP0_c0.t1	XP_020878852.1
OG0004474	ESY1_g6966_DN3_SP0_c100.t1	XP_020871495.1, XP_020881903.1
OG0004476	ESY7_g18049_DN3_SP8_c0.t1	XP_020876725.1
OG0004477	ESY6_g50436_DN2_SP0_c0.t1	XP_002871393.2
OG0004478	ESY7_g17800_DN3_SP8_c0.t1	XP_002873383.1
OG0004479	ESY7_g18638_DN3_SP7_c0.t1	XP_002871307.1
OG0004480	ESY8_g58315_DN3_SP4_c0.t1	XP_002874880.1
OG0004481	ESY8_g58297_DN3_SP1_c0.t1	XP_002872789.1
OG0004482	ESY9_g42989_DN3_SP0_c0.t1	XP_020891489.1, XP_020875060.1, XP_002867627.1
OG0004483	ESY13_g56962_DN3_SP7_c0.t1	XP_020873521.1
OG0004484	ESY8_g59045_DN3_SP0_c0.t1	XP_002880914.1
OG0004485	ESY8_g58987_DN3_SP8_c0.t1	XP_002880957.1
OG0004486	ESY8_g58966_DN3_SP6_c0.t1	XP_002880946.1
OG0004487	ESY8_g58756_DN3_SP3_c0.t1	XP_020884870.1
OG0004489	ESY8_g58720_DN3_SP8_c0.t1	XP_020884550.1
OG0004490	ESY8_g58668_DN1_SP0_c0.t1, ESY6_g49645_DN3_SP0_c0.t1	XP_020882817.1
OG0004492	ESY8_g58623_DN3_SP0_c0.t1, ESY8_g58620_DN3_SP0_c0.t1	XP_002881112.1
OG0004493	ESY8_g58448_DN3_SP8_c0.t1	XP_002879331.1
OG0004494	ESY20_g12699_DN3_SP0_c0.t1	XP_020883687.1
OG0004495	ESY20_g12720_DN3_SP0_c0.t1, ESY20_g12721_DN3_SP0_c0.t1	XP_002879413.1
OG0004496	ESY20_g12777_DN3_SP8_c0.t1	XP_002881258.1
OG0004497	ESY20_g12835_DN3_SP0_c0.t1	XP_020883152.1
OG0004498	ESY20_g12847_DN3_SP0_c0.t1	XP_020874596.1
OG0004500	ESY5_g5048_DN2_SP0_c0.t1	XP_020867605.1
OG0004502	ESY13_g56420_DN3_SP0_c5.t1	XP_002867594.1, XP_002872753.1
OG0004503	ESY4_g25644_DN3_SP0_c0.t1	XP_020869882.1
OG0004504	ESY4_g22577_DN3_SP0_c0.t1	XP_002890752.1
OG0004505	ESY22_g40960_DN3_SP1_c26.t1	XP_020870372.1
OG0004507	ESY4_g22807_DN3_SP0_c0.t1	XP_020868226.1, XP_020884687.1
OG0004508	ESY4_g22901_DN3_SP4_c0.t1	XP_020869994.1
OG0004509	ESY4_g23034_DN3_SP5_c0.t1	XP_002890790.1
OG0004510	ESY4_g23224_DN3_SP0_c0.t1	XP_020868264.1, XP_020868263.1
OG0004511	ESY6_g48882_DN2_SP0_c0.t1	XP_002893572.1
OG0004512	ESY4_g23308_DN3_SP0_c0.t1	XP_020866681.1
OG0004514	ESY6_g46622_DN3_SP1_c0.t1, ESY8_g60287_DN3_SP1_c0.t1	XP_020885092.1
OG0004515	ESY4_g23544_DN3_SP8_c0.t1	XP_020868056.1
OG0004516	ESY16_g62236_DN2_SP0_c0.t1, ESY4_g23720_DN3_SP0_c0.t1, ESY4_g23753_DN3_SP0_c0.t1	XP_002890889.2
OG0004517	ESY16_g61973_DN3_SP2_c0.t1	XP_002891116.1
OG0004518	ESY10_g14357_DN3_SP0_c0.t1	XP_002875142.1
OG0004519	ESY10_g14299_DN3_SP8_c0.t1	XP_002875188.1
OG0004520	ESY10_g14169_DN3_SP8_c0.t1	XP_002876891.1, XP_002875224.1
OG0004521	ESY6_g50334_DN3_SP8_c0.t1	XP_002866726.1
OG0004522	ESY6_g50495_DN3_SP0_c0.t1	XP_002864959.1
OG0004523	ESY6_g50655_DN3_SP0_c0.t1	XP_002864910.1
OG0004524	ESY11_g52759_DN3_SP0_c0.t1, ESY1_g11452_DN3_SP0_c0.t1, ESY17_g40094_DN3_SP0_c0.t1	XP_002866594.1
OG0004525	ESY6_g50733_DN3_SP6_c0.t1	XP_002866588.1
OG0004526	ESY6_g49629_DN3_SP0_c0.t1	XP_020869820.1, XP_020869792.1
OG0004527	ESY6_g49743_DN3_SP1_c0.t1	XP_002864839.1
OG0004528	ESY6_g49363_DN3_SP2_c0.t1	XP_002877563.1
OG0004529	ESY6_g49391_DN3_SP0_c0.t1, ESY6_g49390_DN3_SP0_c0.t1	XP_002866476.1
OG0004530	ESY6_g49511_DN3_SP0_c0.t1	XP_002866434.1
OG0004531	ESY6_g49717_DN3_SP0_c0.t1	XP_020876103.1
OG0004532	ESY10_g14218_DN2_SP0_c0.t1	XP_020879741.1
OG0004533	ESY6_g49962_DN3_SP0_c0.t1	XP_002888423.1, XP_002874259.1
OG0004534	ESY6_g49943_DN3_SP0_c0.t1	XP_002874271.1
OG0004535	ESY6_g49942_DN3_SP8_c0.t1	XP_002874274.1
OG0004536	ESY6_g49895_DN3_SP8_c0.t1	XP_002874304.1
OG0004537	ESY17_g40001_DN3_SP0_c0.t1	XP_002870475.1
OG0004538	ESY6_g49236_DN3_SP0_c0.t1	XP_002871927.1
OG0004539	ESY6_g49181_DN1_SP0_c0.t1	XP_002874008.1
