Orthogroup	Noccaea_praecox	Odontarrhena_muralis
OG0002602	Np007G408180	Om002G057020
OG0002603	Np007G380690	Om002G068940, Om001G032110
OG0002603	Np004G195680	Om003G095950
OG0002604	Np004G198390	Om007G278920, Om001G026100, Om001G006080, Om007G278910
OG0002605	Np001G060610	Om003G119300
OG0002605	Np006G330990	Om008G329110
OG0002606	Np006G328900	Om008G326970
OG0002607	Np001G065560	Om003G117210, Om003G124640
OG0002608	Np007G383920	Om001G031230
OG0002610	Np002G113040	Om001G000970
OG0002610	Np001G035880	Om008G359690
OG0002611	Np006G334690, Np006G334670	Om008G332990, Om008G332980
OG0002612	Np005G270380	Om001G029260
OG0002614	Np001G021980, Np004G244760	Om005G192350
OG0002615	Np004G232970	Om005G204330
OG0002617	Np005G312850, Np005G312820	Om001G003280, Om001G003330, Om001G003320
OG0002617	Np005G312830	Om003G091590
OG0002618	Np001G005410	Om006G233830
OG0002618	Np001G005420	Om006G233820
OG0002622	Np007G372270	Om002G088000
OG0002622	Np005G275950	Om001G023370
OG0002623	Np005G272450, Np006G365970	Om001G027230
OG0002624	Np005G262860	Om001G029870
OG0002625	Np031G440040	Om006G269700
OG0002626	Np005G264790	Om001G032770
OG0002627	Np005G264910	Om001G032930
OG0002627	Np007G377430, Np007G377420	Om002G082410
OG0002628	Np005G265670	Om001G033610
OG0002629	Np006G340950	Om008G339210
OG0002629	Np004G215250	Om007G291820
OG0002630	Np004G217890, Np006G340340	Om007G277280
OG0002631	Np005G298260	Om007G276150
OG0002632	Np002G108420	Om005G218520, Om011G366000
OG0002632	Np004G249900	Om005G187310
OG0002633	Np004G249460	Om005G187900
OG0002634	Np002G113880	Om005G219420
OG0002635	Np004G246900	Om005G190430
OG0002635	Np002G118570	Om005G223400
OG0002636	Np004G241750	Om005G195180
OG0002636	Np001G026490	Om006G275000
OG0002637	Np004G242810	Om005G193990
OG0002637	Np001G024790	Om006G274080
OG0002638	Np001G023530	Om006G273050
OG0002638	Np004G244090	Om005G192960
OG0002639	Np001G021740	Om006G271850
OG0002639	Np003G127000	Om004G175210
OG0002640	Np001G019520	Om006G270780
OG0002641	Np005G315570, Np005G318700	Om007G315580
OG0002642	Np002G092580	Om005G212770
OG0002642	Np005G313860	Om007G314960
OG0002643	Np005G312470	Om007G314320
OG0002643	Np002G095040	Om005G213670, Om008G349440
OG0002644	Np005G277540	Om001G020920, Om001G020880
OG0002645	Np003G156320	Om006G249620
OG0002645	Np005G279910	Om001G018010
OG0002646	Np003G128580	Om004G173350
OG0002648	Np003G164430, Np005G277090	Om003G114570
OG0002649	Np003G161350, Np003G161300	Om003G115280
OG0002650	Np003G162680, Np003G162580	Om003G116030
OG0002651	Np003G163320	Om003G116250
OG0002652	Np007G373980	Om002G086420
OG0002653	Np003G137300	Om004G164630
OG0002653	Np001G012430	Om006G239790
OG0002654	Np001G002850	Om006G231550
OG0002654	Np003G136870	Om004G165250
OG0002655	Np003G136310	Om004G166030, Om004G166000
OG0002655	Np001G003410	Om006G232090
OG0002656	Np001G004260	Om006G232810
OG0002656	Np003G135960	Om004G166430
OG0002657	Np005G292640	Om001G001370
OG0002657	Np001G034990	Om008G360850, Om008G360860
OG0002657	Np005G303100	Om003G101600
OG0002658	Np005G287130	Om001G006450
OG0002658	Np005G311820	Om001G006470, Om007G317650
OG0002659	Np005G285630	Om001G008860
OG0002659	Np003G182870	Om008G353580
OG0002660	Np003G182520	Om008G353270
OG0002660	Np005G285040	Om001G009240
OG0002661	Np005G283520	Om001G010660
OG0002661	Np003G180430	Om008G351450
OG0002662	Np004G204600	Om001G014200
OG0002663	Np004G210920	Om007G288370
OG0002665	Np005G267720	Om001G035740
OG0002665	Np001G021500, Np007G375080, Np001G021490	Om002G084860
OG0002666	Np005G268160	Om001G036230, Om002G068270, Om001G036220
OG0002667	Np005G268260	Om001G036470
OG0002667	Np007G374610	Om002G085650
OG0002668	Np005G268750, Np005G268740	Om001G037280, Om001G037270
OG0002669	Np006G368260	Om004G154330
OG0002669	Np005G269730	Om001G038670, Om001G038640, Om001G038650
OG0002670	Np006G370000	Om004G155920
OG0002670	Np005G261270	Om001G040720
OG0002672	Np005G315930	Om007G315760
OG0002673	Np003G176310	Om008G343790
OG0002673	Np004G241820	Om005G195110
OG0002674	Np003G182610, Np003G157230	Om002G074280
OG0002675	Np005G287490	Om001G006840
OG0002675	Np003G184880	Om008G355470
OG0002676	Np005G307700	Om003G104840
OG0002678	Np005G308180	Om003G104450
OG0002678	Np005G307200	Om003G103880
OG0002679	Np007G384000	Om002G071590
OG0002680	Np007G383930	Om002G071470
OG0002681	Np006G322940	Om008G320940
OG0002682	Np006G327390	Om008G325580
OG0002683	Np006G329120	Om008G327210, Om008G327190, Om008G327200
OG0002684	Np006G329960	Om008G327800
OG0002685	Np007G414050	Om002G051330
OG0002686	Np003G128560	Om004G173370
OG0002686	Np003G142940	Om007G299070
OG0002687	Np001G045030	Om001G029770
OG0002687	Np003G151900	Om006G245030
OG0002688	Np001G045550	Om006G267570
OG0002688	Np003G152270	Om006G245440
OG0002689	Np003G152820, Np003G152810	Om006G245930, Om006G245950
OG0002691	Np001G049190	Om006G261800
OG0002691	Np001G005910	Om006G234180
OG0002692	Np003G189290	Om004G157620
OG0002692	Np004G259300	Om005G178060
OG0002693	Np003G185860	Om004G160520
OG0002694	Np001G040030	Om007G293050
OG0002695	Np006G355410	Om007G280230
OG0002695	Np004G253930	Om005G183210
OG0002696	Np004G251580	Om005G185640
OG0002696	Np006G359830	Om007G283290
OG0002697	Np007G414300	Om002G051140
OG0002698	Np007G422350	Om002G044740
OG0002698	Np003G144710	Om007G297130
OG0002699	Np007G422240	Om004G156870, Om002G044820
OG0002699	Np003G144760	Om007G297080
OG0002700	Np007G421380	Om002G045560
OG0002701	Np007G415890, Np001G017260	Om002G049880
OG0002702	Np001G060150	Om006G250810
OG0002702	Np007G386780, Np006G331700	Om008G329930
OG0002703	Np004G213500	Om002G085030
OG0002704	Np006G337870	Om008G336140
OG0002705	Np001G057340	Om006G253600
OG0002705	Np006G335000	Om008G333280
OG0002706	Np002G072130	Om004G131710
OG0002706	Np004G239930	Om005G197250
OG0002707	Np002G081140	Om004G141160
OG0002707	Np004G238020	Om005G199470
OG0002708	Np002G078070	Om004G137980
OG0002708	Np004G235850	Om005G201610
OG0002709	Np002G075640	Om004G135410
OG0002709	Np004G234150	Om005G203530
OG0002710	Np002G083750	Om005G206380
OG0002711	Np004G229190	Om004G144560
OG0002712	Np004G209020, Np002G088770	Om005G210530
OG0002714	Np004G241260	Om005G195780
OG0002715	Np001G027050	Om008G335830, Om006G275190
OG0002715	Np004G241530	Om005G195500
OG0002716	Np004G248460	Om005G188890
OG0002717	Np003G143440	Om007G298470
OG0002717	Np002G077130, Np006G334770	Om004G136830, Om004G136840
OG0002718	Np003G144630	Om007G297190
OG0002719	Np001G012050	Om006G239420
OG0002720	Np001G052580	Om006G257880
OG0002721	Np001G050330	Om006G260380
OG0002721	Np001G011760	Om006G239060
OG0002722	Np002G087300	Om005G209590
OG0002723	Np002G073840	Om004G133920
OG0002723	Np004G232560	Om005G204700
OG0002724	Np004G234650	Om005G202940
OG0002724	Np002G076480	Om004G136150
OG0002725	Np007G408080	Om002G057080
OG0002725	Np007G408090	Om002G057070
OG0002726	Np007G403690	Om002G060810
OG0002726	Np004G193810	Om003G093780
OG0002727	Np007G390490	Om002G062180
OG0002728	Np007G395850	Om002G066520
OG0002730	Np007G382010	Om002G069810
OG0002731	Np007G383190	Om002G070720
OG0002731	Np005G303920	Om003G102190
OG0002733	Np004G198370	Om003G098420
OG0002734	Np004G213380	Om007G290600, Om008G339900
OG0002735	Np001G056120, Np007G390820	Om006G254820
OG0002736	Np006G336300	Om008G334650
OG0002736	Np001G057180	Om006G253880
OG0002737	Np006G331030	Om008G329140
OG0002737	Np001G060600, Np001G058230	Om003G119290
OG0002738	Np002G124570, Np003G184100, Np006G322710	Om008G362730, Om004G135450, Om008G362740
OG0002739	Np001G051100	Om006G259500
OG0002739	Np001G002180	Om006G230820
OG0002740	Np001G064460	Om003G123360, Om003G123350
OG0002741	Np002G088950	Om005G201440
OG0002741	Np004G201390	Om004G147080
OG0002743	Np005G263770	Om001G031110
OG0002745	Np004G246340	Om005G190950, Om005G190960
OG0002747	Np007G390280	Om002G061840
OG0002748	Np003G136020	Om004G166360
OG0002749	Np003G157660	Om003G119030
OG0002753	Np005G276590	Om001G022380
OG0002754	Np005G275590	Om002G087900
OG0002755	Np006G364890	Om001G028310
OG0002756	Np002G100300	Om008G350690
OG0002757	Np007G377560, Np005G264820	Om001G032800
OG0002760	Np005G281300, Np004G205300	Om007G276790
OG0002761	Np006G342610	Om005G225420
OG0002762	Np002G118760	Om005G223750
OG0002762	Np004G246740	Om005G190640
OG0002763	Np004G241510	Om005G195540
OG0002764	Np004G243140	Om005G193700
OG0002764	Np001G024250	Om006G273760
OG0002765	Np001G021600	Om006G271710
OG0002765	Np003G134680	Om004G167630
OG0002766	Np005G312440	Om007G314260
OG0002767	Np002G121780	Om005G225810
OG0002767	Np004G244840	Om005G192280
OG0002768	Np003G157330	Om006G250360
OG0002769	Np007G413440	Om002G051970, Om002G051980
OG0002770	Np003G172410	Om003G111920
OG0002771	Np001G003590	Om006G232170
OG0002772	Np001G005270	Om006G233690
OG0002772	Np003G135360	Om004G167030
OG0002773	Np003G133400	Om004G168820, Om004G168770
OG0002773	Np001G008860	Om006G236440
OG0002774	Np005G288910	Om001G005210
OG0002774	Np001G038720	Om008G356980
OG0002775	Np005G288750	Om001G005390
OG0002775	Np001G038900	Om008G356880
OG0002776	Np005G286900	Om001G007460
OG0002776	Np005G286910	Om001G007450
OG0002777	Np005G286350	Om001G008140
OG0002778	Np005G284220	Om001G006980
OG0002779	Np004G208390	Om001G012910
OG0002780	Np004G204820	Om001G014540
OG0002781	Np005G269620	Om001G038440
OG0002782	Np005G262150	Om001G039650
OG0002783	Np006G370910, Np005G307110	Om001G041150
OG0002784	Np005G294520	Om001G000420, Om008G362160
OG0002785	Np005G309960	Om003G106070
OG0002785	Np007G389930	Om002G077980
OG0002786	Np005G310020	Om001G029450
OG0002787	Np005G310440	Om003G106580
OG0002788	Np007G384260	Om002G071780
OG0002789	Np007G383630	Om002G071170
OG0002789	Np005G304390	Om003G102480
OG0002790	Np007G383020	Om002G070590
OG0002790	Np007G383040	Om002G070610
OG0002791	Np007G381890	Om002G069720
OG0002793	Np006G322020, Np003G182030	Om008G320090
OG0002793	Np001G068410	Om003G127760
OG0002794	Np006G324580, Np001G066570	Om003G125810
OG0002795	Np001G065830	Om003G124940
OG0002797	Np001G062600	Om003G121020
OG0002797	Np006G328760	Om008G326850
OG0002798	Np006G329650	Om008G327430
OG0002798	Np001G062070	Om003G120540
OG0002800	Np002G117740, Np003G128010	Om004G174110
OG0002801	Np003G149110	Om006G242580
OG0002802	Np001G043600, Np003G149500	Om006G242930
OG0002803	Np001G046860	Om006G266300
OG0002804	Np001G051710, Np001G001590	Om006G258890
OG0002806	Np003G187730	Om004G158840
OG0002807	Np003G185660	Om004G160720
OG0002807	Np004G256980	Om005G180360
OG0002808	Np006G356800	Om007G279420, Om007G279410
OG0002808	Np004G254930	Om005G182400
OG0002809	Np006G355070	Om007G280580
OG0002810	Np004G253060	Om005G184140
OG0002810	Np006G353910	Om007G281200
OG0002812	Np006G360770	Om007G284670
OG0002813	Np007G425020	Om002G042450
OG0002813	Np003G141280	Om007G301390
OG0002814	Np003G142540	Om007G299550
OG0002814	Np007G423760	Om002G043490
OG0002815	Np007G422230	Om002G044830
OG0002815	Np003G144790	Om007G297030
OG0002817	Np007G420750	Om002G046040
OG0002817	Np003G146310	Om007G295770
OG0002818	Np007G419440	Om002G046980
OG0002819	Np003G146880	Om007G295120
OG0002819	Np007G417410	Om002G048670
OG0002821	Np007G416390	Om002G049510
OG0002822	Np007G420400	Om002G046350
OG0002823	Np001G054980	Om006G255600
OG0002823	Np006G339450	Om008G337460
OG0002824	Np001G056830	Om006G254050
OG0002824	Np006G336540	Om008G334860
OG0002825	Np006G360740	Om004G130210
OG0002825	Np004G240820	Om005G196210
OG0002826	Np002G071570	Om004G131270
OG0002826	Np004G240210	Om005G196940
OG0002827	Np004G238570	Om005G198760
OG0002827	Np002G082110	Om004G142370
OG0002828	Np004G238520	Om005G198790
OG0002828	Np002G082040	Om004G142330
OG0002829	Np004G238060	Om005G199440, Om005G199430
OG0002829	Np002G081320	Om004G141650
OG0002831	Np002G078880	Om004G138970
OG0002831	Np004G236750	Om005G200810
OG0002832	Np004G234960	Om005G202620
OG0002832	Np002G076720	Om004G136520
OG0002833	Np004G234950	Om005G202630
OG0002833	Np002G076710	Om004G136510
OG0002834	Np004G229480	Om004G144470
OG0002834	Np002G085550	Om005G208000
OG0002835	Np002G087360	Om005G209680
OG0002835	Np004G225230	Om004G146400
OG0002836	Np002G088230, Np004G209010	Om005G210220
OG0002837	Np002G089200	Om005G210950
OG0002838	Np005G282550	Om001G006670, Om002G051050
OG0002840	Np005G261220	Om001G040750
OG0002840	Np006G369910	Om004G155980
OG0002841	Np006G356850	Om007G279460
OG0002841	Np007G409830, Np004G254950	Om005G182370
OG0002842	Np002G113440, Np004G257170	Om005G180110, Om005G180130
OG0002845	Np003G146650	Om007G295280
OG0002846	Np001G016250	Om007G303550
OG0002847	Np007G408410	Om004G132130, Om002G056780
OG0002848	Np001G011790	Om006G239100
OG0002849	Np001G050220	Om006G260470
OG0002849	Np001G011530	Om006G238920
OG0002850	Np002G110620, Np002G110230, Np001G008750	Om006G236350
OG0002850	Np001G008800	Om006G236370
OG0002851	Np001G010840	Om006G238240
OG0002851	Np001G049520	Om006G261280
OG0002852	Np001G010740	Om006G238130
OG0002853	Np001G008660	Om004G152780, Om004G152760, Om004G152770, Om006G236240
OG0002854	Np003G154000	Om006G247310
OG0002855	Np007G424690	Om002G042780
OG0002855	Np003G154150	Om006G247440
OG0002856	Np001G046990, Np003G154180	Om006G247470
OG0002857	Np001G051350	Om006G259130
OG0002858	Np006G341590	Om006G260610, Om006G260630
OG0002859	Np003G152620, Np001G045830	Om006G245760
OG0002860	Np005G264850	Om001G032850
OG0002860	Np007G377520	Om002G082200
OG0002861	Np004G258050	Om005G179190
OG0002861	Np002G084310	Om005G206880
OG0002862	Np002G079280	Om004G139540
OG0002863	Np002G071250	Om004G130930
OG0002863	Np004G240410	Om005G196710
OG0002864	Np004G191060	Om003G090410
OG0002864	Np007G407520	Om002G057700
OG0002865	Np004G191510	Om003G090970
OG0002865	Np007G406720	Om002G058150
OG0002866	Np007G406350	Om002G058560
OG0002866	Np004G191750	Om003G091270
OG0002867	Np007G406080	Om002G058730
OG0002867	Np004G191960	Om003G091480
OG0002868	Np007G403680	Om002G060820
OG0002869	Np004G196330	Om003G096560
OG0002869	Np011G436170	Om002G068310
OG0002870	Np003G188760	Om006G248710
OG0002870	Np005G273780	Om006G246930
OG0002871	Np007G378440	Om007G280550
OG0002872	Np005G286340, Np007G377040	Om001G008150
OG0002873	Np005G273510	Om001G025790
OG0002874	Np007G371510	Om005G177520, Om007G275560
OG0002874	Np005G276810	Om001G022110
OG0002875	Np011G436220, Np012G436900	Om002G068360
OG0002876	Np004G196120	Om003G096250
OG0002876	Np004G198340	Om003G098370
OG0002877	Np001G058530	Om006G252490
OG0002877	Np006G334020	Om008G332170
OG0002878	Np006G331190	Om008G329300
OG0002878	Np001G060560	Om003G119180
OG0002879	Np001G061600	Om003G120150
OG0002879	Np006G330360	Om008G328200
OG0002880	Np001G061950	Om003G120450
OG0002880	Np003G130740	Om004G171200
OG0002885	Np007G391840, Np004G193340	Om002G063510
OG0002886	Np003G143400, Np002G073610	Om007G298510
OG0002887	Np003G145630, Np003G141530	Om007G296100
OG0002890	Np007G371820	Om002G088470
OG0002890	Np005G276530	Om001G022550
OG0002891	Np005G273240	Om001G026250
OG0002892	Np006G364360	Om004G148590
OG0002892	Np005G271070	Om001G028680
OG0002893	Np005G270820	Om001G028920
OG0002894	Np001G044010	Om006G268780
OG0002894	Np005G269980	Om001G029590
OG0002895	Np005G263070	Om001G030150
OG0002896	Np005G263920	Om001G031370
OG0002897	Np005G265370	Om001G033250, Om001G033240
OG0002898	Np007G377050	Om002G082630, Om002G062900
OG0002899	Np004G219720	Om008G338580, Om007G277050
OG0002900	Np006G340160	Om008G338290
OG0002900	Np005G297400	Om007G276280
OG0002901	Np004G247980	Om005G189330
OG0002901	Np002G116670	Om005G221640
OG0002902	Np002G118740	Om005G223730
OG0002903	Np004G241220	Om005G195830, Om005G195820, Om007G305780
OG0002904	Np004G241770	Om005G195160
OG0002904	Np001G026430	Om002G087120
OG0002905	Np001G020050	Om006G269920
OG0002906	Np002G122810, Np005G319230	Om005G226660
OG0002907	Np003G155970, Np005G280120	Om006G249330
OG0002908	Np003G155060	Om008G337450, Om008G342510, Om008G342410, Om008G323140, Om006G248740, Om006G248850, Om006G248800, Om006G248210
OG0002909	Np007G411520	Om002G053690
OG0002909	Np003G129410	Om004G172520
OG0002910	Np003G131730	Om004G170400
OG0002910	Np007G410070	Om002G055210
OG0002911	Np007G409010	Om002G056120
OG0002911	Np003G140720	Om007G302130
OG0002912	Np003G161430	Om003G115360
OG0002912	Np004G226420	Om004G145600
OG0002913	Np003G163060	Om003G116110
OG0002914	Np003G158440	Om003G118210
OG0002915	Np003G155000, Np003G154830	Om006G248150, Om006G248030
OG0002916	Np004G210220, Np004G209980	Om004G149230, Om004G148230
OG0002917	Np003G138670, Np001G013710	Om004G162910
OG0002918	Np001G010260	Om006G237660
OG0002918	Np003G134450	Om004G167780
OG0002919	Np003G133760	Om004G168370
OG0002920	Np003G133010	Om004G169170
OG0002920	Np001G007840	Om006G235920
OG0002921	Np005G295510	Om001G000160
OG0002921	Np005G285650	Om008G362540
OG0002922	Np005G293690	Om001G000680
OG0002924	Np003G182040, Np003G181830, Np005G284800	Om008G352030
OG0002925	Np005G284620	Om001G009780
OG0002926	Np003G178460	Om001G011850
OG0002927	Np003G177810	Om008G346410
OG0002927	Np004G206870	Om001G012490
OG0002928	Np004G208620	Om001G013220
OG0002928	Np002G083390	Om005G205910
OG0002929	Np004G204020	Om001G013520
OG0002929	Np004G232480	Om005G204780
OG0002930	Np006G343300	Om008G340690
OG0002931	Np005G267000	Om001G034890, Om001G034900
OG0002932	Np005G268710	Om001G037170
OG0002932	Np006G367060	Om004G152100
OG0002933	Np005G269300	Om001G038130
OG0002934	Np005G262750	Om001G038930
OG0002935	Np006G370490	Om004G151940
OG0002936	Np005G261110	Om001G040850
OG0002937	Np005G260940	Om001G040980, Om001G040970
OG0002938	Np005G260400	Om001G041510
OG0002938	Np006G371300	Om004G156600
OG0002939	Np003G175620	Om003G092340
OG0002940	Np003G175450	Om001G023440
OG0002942	Np007G385390	Om002G072800
OG0002943	Np005G318900	Om007G317950
OG0002944	Np001G068880	Om003G128120
OG0002944	Np006G321300	Om008G319440
OG0002945	Np007G423390	Om005G196470, Om002G043780
OG0002946	Np006G323020	Om008G321020
OG0002946	Np001G067190, Np001G067540	Om003G126830
OG0002947	Np006G325040	Om008G322850
OG0002949	Np006G325660	Om008G323380
OG0002950	Np001G000130	Om006G229040
OG0002950	Np001G053240	Om006G257270
OG0002951	Np006G326320	Om008G324340
OG0002952	Np006G326640	Om008G324830
OG0002952	Np001G064880	Om003G123910
OG0002953	Np006G326930	Om008G325130
OG0002953	Np001G064820	Om003G123840
OG0002954	Np001G064790	Om003G123800
OG0002954	Np006G327000	Om008G325210
OG0002955	Np003G125420	Om004G176770
OG0002955	Np007G414030	Om002G051350
OG0002956	Np003G149410	Om006G242850
OG0002956	Np003G149720	Om006G243020
OG0002957	Np003G152020	Om006G245190
OG0002958	Np003G151210, Np003G151280	Om006G244470, Om006G244440, Om008G341360, Om008G341350, Om006G244450, Om008G358580
OG0002959	Np003G136650	Om004G165630
OG0002960	Np001G002060	Om006G230750
OG0002961	Np001G000810	Om006G229690
OG0002962	Np004G200330	Om004G156990, Om004G156970
OG0002963	Np003G188200	Om008G354200, Om008G354130, Om004G158530
OG0002963	Np004G258560	Om005G178750
OG0002964	Np003G186840	Om004G159690
OG0002964	Np003G186830	Om004G159700
OG0002965	Np005G295810, Np001G040130	Om007G292980
OG0002966	Np001G040340	Om007G292770
OG0002967	Np004G256180	Om005G181180
