Orthogroup	Noccaea_praecox	Cardamine_amara
OG0002656	Np003G135960	evm.model.RL_4.2613
OG0002657	Np005G292640	evm.model.RL_2.1360
OG0002658	Np005G287130	evm.model.RL_2.1602
OG0002659	Np005G285630	evm.model.RL_2.1732
OG0002659	Np003G182870	evm.model.RL_8.515.1.687c8557.1.687c97bc
OG0002660	Np003G182520	evm.model.RL_8.543
OG0002660	Np005G285040	evm.model.RL_2.1763
OG0002661	Np005G283520	evm.model.RL_2.1860.1.687c86e4
OG0002661	Np003G180430	evm.model.RL_8.642
OG0002662	Np004G204600	evm.model.RL_5.2457
OG0002662	Np003G177050	evm.model.RL_8.829
OG0002663	Np004G210920	evm.model.RL_5.3085
OG0002665	Np005G267720	evm.model.RL_2.3140
OG0002665	Np001G021500, Np007G375080, Np001G021490	evm.model.RL_1.2981.1.687c87f0
OG0002666	Np005G268160	evm.model.RL_2.3168
OG0002667	Np005G268260	evm.model.RL_2.3176
OG0002667	Np007G374610	evm.model.RL_1.3019
OG0002668	Np005G268750, Np005G268740	evm.model.RL_2.3222
OG0002669	Np006G368250, Np006G368260	evm.model.RL_6.192
OG0002669	Np005G269730	evm.model.RL_2.3287
OG0002670	Np006G370000	evm.model.RL_6.68
OG0002670	Np005G261270	evm.model.RL_2.3412.1.687c86e9
OG0002672	Np005G315930	evm.model.RL_2.254, evm.model.RL_2.255
OG0002673	Np003G176310	evm.model.RL_8.853
OG0002673	Np004G241820	evm.model.RL_5.1317
OG0002674	Np003G182610, Np003G157230	evm.model.RL_8.535
OG0002675	Np005G287490	evm.model.RL_2.1621
OG0002675	Np003G184880	evm.model.RL_8.401
OG0002676	Np005G307700	evm.model.RL_2.786
OG0002676	Np007G388040	evm.model.RL_1.2429
OG0002677	Np005G307950	evm.model.RL_2.812
OG0002677	Np005G308050	evm.model.RL_2.811, evm.model.RL_2.810
OG0002679	Np007G384000	evm.model.RL_2.973.1.687c86e1
OG0002680	Np005G304680	evm.model.RL_2.984
OG0002680	Np007G383930	evm.model.RL_1.2192
OG0002681	Np006G322940	evm.model.RL_6.2785
OG0002682	Np006G327390	evm.model.RL_6.2441
OG0002682	Np001G064550	evm.model.RL_7.430
OG0002683	Np001G062870	evm.model.RL_7.549
OG0002684	Np006G329960	evm.model.RL_6.2290
OG0002685	Np003G125510	evm.model.RL_4.3379
OG0002685	Np007G414050	evm.model.RL_1.797
OG0002686	Np003G128560	evm.model.RL_4.3122
OG0002687	Np001G045030	evm.model.RL_7.1814
OG0002687	Np003G151900	evm.model.RL_8.2108
OG0002688	Np001G045550	evm.model.RL_7.1782
OG0002688	Np003G152270	evm.model.RL_8.2075
OG0002690	Np001G046390	evm.model.RL_7.1707
OG0002691	Np001G049190	evm.model.RL_7.1521
OG0002691	Np001G005910	evm.model.RL_8.2414
OG0002692	Np004G259300	evm.model.RL_8.2878
OG0002693	Np003G185860	evm.model.RL_8.321
OG0002694	Np001G040030	evm.model.RL_4.437
OG0002694	Np004G256630	evm.model.RL_5.232
OG0002695	Np006G355410	evm.model.RL_6.1261
OG0002695	Np004G253930	evm.model.RL_5.439
OG0002696	Np004G251580	evm.model.RL_5.631
OG0002696	Np006G359830	evm.model.RL_6.980
OG0002697	Np007G414300	evm.model.RL_1.780_evm.model.RL_1.781.1.687c9a65
OG0002698	Np007G422350	evm.model.RL_1.250
OG0002699	Np007G422240	evm.model.RL_1.256
OG0002699	Np003G144760	evm.model.RL_4.1900
OG0002700	Np003G145680	evm.model.RL_4.1831
OG0002700	Np007G421380	evm.model.RL_1.311
OG0002701	Np007G415890, Np001G017260	evm.model.RL_4.843
OG0002702	Np001G060150	evm.model.RL_7.734
OG0002702	Np007G386780, Np006G331700	evm.model.RL_6.2160
OG0002704	Np006G337870	evm.model.RL_6.1805
OG0002704	Np001G056140	evm.model.RL_7.1056
OG0002705	Np001G057340	evm.model.RL_7.957, evm.model.RL_7.952
OG0002705	Np006G335000	evm.model.RL_6.1979
OG0002706	Np002G072130	evm.model.RL_3.2348
OG0002706	Np004G239930	evm.model.RL_5.1482
OG0002707	Np002G081140	evm.model.RL_3.1742
OG0002707	Np004G238020	evm.model.RL_5.1625
OG0002708	Np002G078070	evm.model.RL_3.1952
OG0002708	Np004G235850	evm.model.RL_5.1797
OG0002709	Np002G075640	evm.model.RL_3.2098
OG0002710	Np002G083750	evm.model.RL_3.1545
OG0002711	Np002G085630	evm.model.RL_3.1418_evm.model.RL_3.1419
OG0002711	Np004G229190	evm.model.RL_5.3383
OG0002712	Np004G209020	evm.model.RL_5.3243
OG0002715	Np001G027050	evm.model.RL_7.2703
OG0002715	Np004G241530	evm.model.RL_5.1343
OG0002716	Np004G248460	evm.model.RL_5.898
OG0002716	Np004G248470	evm.model.RL_5.897
OG0002717	Np003G143440	evm.model.RL_4.2002
OG0002718	Np003G144630	evm.model.RL_4.1909
OG0002718	Np003G144580	evm.model.RL_4.1910
OG0002719	Np001G012050	evm.model.RL_4.1250, evm.model.RL_4.1249, evm.model.RL_4.1251
OG0002720	Np001G052580	evm.model.RL_4.775
OG0002721	Np001G050330	evm.model.RL_7.1457
OG0002721	Np001G011760	evm.model.RL_4.1282
OG0002722	Np002G087300	evm.model.RL_3.1311
OG0002722	Np002G087680, Np002G096620	evm.model.RL_3.1285
OG0002723	Np002G073840	evm.model.RL_3.2206
OG0002723	Np004G232560	evm.model.RL_5.3542
OG0002724	Np004G234650	evm.model.RL_5.3663
OG0002724	Np002G076480	evm.model.RL_3.2051
OG0002725	Np007G408080	evm.model.RL_1.1214
OG0002725	Np007G408090	evm.model.RL_1.1213
OG0002726	Np007G403690	evm.model.RL_1.1472
OG0002726	Np004G193810	evm.model.RL_5.3755
OG0002727	Np007G390490	evm.model.RL_1.1556
OG0002728	Np007G395850	evm.model.RL_1.1822
OG0002729	Np004G196280	evm.model.RL_5.1974
OG0002730	Np007G382010	evm.model.RL_1.2094
OG0002731	Np007G383190	evm.model.RL_1.2151
OG0002731	Np005G303920	evm.model.RL_2.1023
OG0002733	Np004G198370	evm.model.RL_5.2091
OG0002734	Np004G213380	evm.model.RL_5.2941, evm.model.RL_6.1548
OG0002735	Np001G056120, Np007G390820	evm.model.RL_7.1058, evm.model.RL_7.1053
OG0002736	Np006G336300	evm.model.RL_6.1901
OG0002737	Np006G331030	evm.model.RL_6.2207
OG0002737	Np001G060600, Np001G058230	evm.model.RL_7.725
OG0002738	Np002G124570, Np003G184100, Np006G322710	evm.model.RL_4.31, evm.model.RL_4.28
OG0002739	Np001G051100	evm.model.RL_7.1404
OG0002739	Np001G002180	evm.model.RL_8.2710
OG0002741	Np002G088950	evm.model.RL_3.1238
OG0002743	Np005G263770	evm.model.RL_2.2874
OG0002745	Np004G246340	evm.model.RL_5.1047
OG0002747	Np007G390270	evm.model.RL_4.472, evm.model.RL_1.1526
OG0002753	Np005G276590	evm.model.RL_2.2344
OG0002753	Np007G371780	evm.model.RL_1.3258
OG0002754	Np005G275590	evm.model.RL_1.3187
OG0002755	Np006G364890	evm.model.RL_6.378, evm.model.RL_2.2684
OG0002756	Np002G100300	evm.model.RL_3.782, evm.model.RL_2.750
OG0002757	Np007G377560	evm.model.RL_1.2803
OG0002757	Np005G264820	evm.model.RL_2.2973
OG0002758	Np005G265850	evm.model.RL_2.3033
OG0002760	Np005G281300	evm.model.RL_6.1619
OG0002761	Np006G342610	evm.model.RL_8.780, evm.model.RL_3.510, evm.model.RL_8.781
OG0002762	Np002G118760	evm.model.RL_3.307
OG0002762	Np004G246740	evm.model.RL_5.1026
OG0002763	Np004G241510	evm.model.RL_5.1345
OG0002764	Np004G243140	evm.model.RL_5.1216
OG0002764	Np001G024250	evm.model.RL_7.2506
OG0002765	Np001G021600	evm.model.RL_7.2321
OG0002766	Np005G312440	evm.model.RL_2.442
OG0002766	Np002G095770	evm.model.RL_3.1005
OG0002767	Np002G121780	evm.model.RL_3.173
OG0002768	Np003G157330	evm.model.RL_8.1737
OG0002768	Np005G279500	evm.model.RL_2.2143
OG0002769	Np007G413440	evm.model.RL_1.851
OG0002770	Np005G281420	evm.model.RL_2.2010
OG0002770	Np003G172410	evm.model.RL_8.1176
OG0002771	Np003G136410	evm.model.RL_4.2567
OG0002771	Np001G003590	evm.model.RL_8.2593
OG0002772	Np001G005270	evm.model.RL_8.2457.1.687c8561
OG0002772	Np003G135360	evm.model.RL_4.2661
OG0002773	Np003G133400	evm.model.RL_4.2800
OG0002773	Np001G008860	evm.model.RL_8.2241
OG0002774	Np005G288910	evm.model.RL_2.1540
OG0002774	Np001G038720	evm.model.RL_4.364
OG0002775	Np005G288750	evm.model.RL_2.1550
OG0002775	Np001G038900	evm.model.RL_4.375
OG0002776	Np005G286900	evm.model.RL_2.1657
OG0002776	Np005G286910	evm.model.RL_2.1656
OG0002777	Np005G286350	evm.model.RL_2.1695, evm.model.RL_2.1696
OG0002778	Np005G284200, Np001G035000, Np005G284220	evm.model.RL_2.1819
OG0002779	Np004G208390	evm.model.RL_5.2567
OG0002781	Np005G269620	evm.model.RL_2.3278
OG0002782	Np005G262150	evm.model.RL_2.3347, evm.model.RL_6.133
OG0002783	Np006G370910, Np005G307110	evm.model.RL_6.32, evm.model.RL_2.3442
OG0002784	Np005G294520	evm.model.RL_2.1307
OG0002785	Np005G309960	evm.model.RL_2.631
OG0002785	Np007G389930	evm.model.RL_1.2575
OG0002786	Np007G389740	evm.model.RL_1.2563
OG0002786	Np005G310020	evm.model.RL_2.625
OG0002787	Np005G310440	evm.model.RL_2.599
OG0002787	Np007G388830	evm.model.RL_1.2488
OG0002788	Np005G305290	evm.model.RL_2.965
OG0002788	Np007G384260	evm.model.RL_1.2213
OG0002789	Np007G383630	evm.model.RL_1.2177
OG0002789	Np005G304390	evm.model.RL_2.1001
OG0002790	Np007G383020	evm.model.RL_1.2141_evm.model.RL_1.2143.1.687c9a6b
OG0002791	Np007G381890	evm.model.RL_1.2089
OG0002793	Np006G322020, Np003G182030, Np001G068410	evm.model.RL_6.2848, evm.model.RL_7.149
OG0002794	Np001G066570	evm.model.RL_7.290
OG0002795	Np001G065830	evm.model.RL_7.332
OG0002796	Np003G153790, Np006G326740	evm.model.RL_6.2480
OG0002797	Np001G062600	evm.model.RL_7.577
OG0002798	Np006G329650	evm.model.RL_6.2304
OG0002799	Np006G335810	evm.model.RL_6.1929
OG0002800	Np003G128030, Np002G117740, Np003G128010	evm.model.RL_4.3170
OG0002801	Np003G149110	evm.model.RL_7.1957
OG0002802	Np001G043600	evm.model.RL_7.1977.1.687c84bb
OG0002802	Np003G149500	evm.model.RL_4.1549
OG0002803	Np001G046860	evm.model.RL_7.1666
OG0002804	Np001G001590	evm.model.RL_8.2748
OG0002806	Np003G187730	evm.model.RL_8.208
OG0002808	Np006G356800	evm.model.RL_6.1334
OG0002808	Np004G254930	evm.model.RL_5.373
OG0002809	Np006G355070	evm.model.RL_6.1231, evm.model.RL_5.469
OG0002810	Np004G253060	evm.model.RL_5.519
OG0002810	Np006G353910	evm.model.RL_6.1170
OG0002811	Np006G360460	evm.model.RL_6.1028
OG0002811	Np006G360470	evm.model.RL_6.1029, evm.model.RL_6.1030
OG0002812	Np004G251010	evm.model.RL_5.692
OG0002813	Np007G425020	evm.model.RL_1.47
OG0002813	Np003G141280	evm.model.RL_4.2186
OG0002814	Np003G142540	evm.model.RL_4.2076
OG0002814	Np007G423760	evm.model.RL_1.131
OG0002815	Np003G144790	evm.model.RL_4.1897
OG0002817	Np007G420750	evm.model.RL_1.350
OG0002817	Np003G146310	evm.model.RL_4.1804
OG0002818	Np007G419440	evm.model.RL_1.421
OG0002818	Np001G015350	evm.model.RL_4.1011
OG0002819	Np003G146880	evm.model.RL_4.1752
OG0002819	Np007G417410	evm.model.RL_1.553
OG0002820	Np007G417000	evm.model.RL_1.581
OG0002821	Np007G416390	evm.model.RL_1.625
OG0002822	Np007G420400	evm.model.RL_1.372.1.687c87ea
OG0002822	Np007G422450	evm.model.RL_3.1124
OG0002823	Np001G054980	evm.model.RL_7.1110
OG0002823	Np006G339450	evm.model.RL_6.1718
OG0002824	Np001G056830	evm.model.RL_7.989.1.687c84b7, evm.model.RL_7.629
OG0002824	Np006G336540	evm.model.RL_6.1888
OG0002825	Np006G360740	evm.model.RL_3.2449
OG0002825	Np004G240820	evm.model.RL_5.1404
OG0002826	Np002G071570	evm.model.RL_3.2381
OG0002826	Np004G240210	evm.model.RL_5.1455
OG0002827	Np004G238570	evm.model.RL_5.1585
OG0002827	Np002G082110	evm.model.RL_3.1658
OG0002828	Np004G238520	evm.model.RL_5.1588
OG0002828	Np002G082040	evm.model.RL_3.1662
OG0002829	Np004G238060	evm.model.RL_5.1622
OG0002829	Np002G081320	evm.model.RL_3.1731
OG0002830	Np004G236890	evm.model.RL_5.1718
OG0002831	Np002G078880	evm.model.RL_3.1889
OG0002831	Np004G236750	evm.model.RL_5.1728
OG0002832	Np004G234960	evm.model.RL_5.3683
OG0002832	Np002G076720	evm.model.RL_3.2039
OG0002833	Np004G234950	evm.model.RL_5.3682
OG0002833	Np002G076710	evm.model.RL_3.2040
OG0002834	Np004G229480	evm.model.RL_5.3392
OG0002835	Np004G225230	evm.model.RL_5.3271
OG0002836	Np004G209010	evm.model.RL_5.3244
OG0002837	Np002G089200	evm.model.RL_3.1226
OG0002838	Np005G282550	evm.model.RL_2.555, evm.model.RL_2.557
OG0002840	Np005G261220	evm.model.RL_2.3414
OG0002840	Np006G369910	evm.model.RL_6.62
OG0002841	Np006G356850	evm.model.RL_6.1338
OG0002841	Np007G409830, Np004G254950	evm.model.RL_5.371
OG0002842	Np002G113440, Np004G257170	evm.model.RL_5.156
OG0002844	Np003G141810	evm.model.RL_4.2140, evm.model.RL_4.2139
OG0002845	Np003G146650	evm.model.RL_4.1775
OG0002846	Np001G016250	evm.model.RL_3.325, evm.model.RL_4.935, evm.model.RL_3.721
OG0002847	Np007G408410, Np004G190280	evm.model.RL_5.3988
OG0002848	Np001G011790	evm.model.RL_4.1278
OG0002848	Np001G050380	evm.model.RL_7.1452
OG0002849	Np001G050220	evm.model.RL_7.1464, evm.model.RL_7.1463
OG0002849	Np001G011530	evm.model.RL_4.1297
OG0002850	Np002G110620, Np002G110230, Np001G008750	evm.model.RL_8.2247
OG0002851	Np001G010840	evm.model.RL_4.1358
OG0002851	Np001G049520	evm.model.RL_7.1500
OG0002852	Np001G010740	evm.model.RL_4.1369
OG0002853	Np001G008660	evm.model.RL_8.2256
OG0002854	Np003G154000	evm.model.RL_8.1958
OG0002855	Np007G424690	evm.model.RL_1.80
OG0002855	Np003G154150	evm.model.RL_8.1944
OG0002856	Np001G046990	evm.model.RL_7.1655
OG0002856	Np003G154180	evm.model.RL_8.1940
OG0002857	Np001G051350	evm.model.RL_7.1377
OG0002858	Np001G050160	evm.model.RL_1.1984, evm.model.RL_7.1470
OG0002859	Np003G152620	evm.model.RL_8.2051
OG0002859	Np001G045830	evm.model.RL_7.1753
OG0002860	Np005G264850	evm.model.RL_2.2976
OG0002861	Np004G258050	evm.model.RL_5.94
OG0002861	Np002G084310	evm.model.RL_3.1502
OG0002863	Np002G071250	evm.model.RL_3.2399
OG0002863	Np004G240410	evm.model.RL_5.1442
OG0002864	Np004G191060	evm.model.RL_5.3929
OG0002864	Np007G407520	evm.model.RL_1.1255
OG0002865	Np007G406720	evm.model.RL_1.1291
OG0002866	Np007G406350	evm.model.RL_1.1317
OG0002866	Np004G191750	evm.model.RL_5.3882
OG0002867	Np007G406080	evm.model.RL_1.1327
OG0002867	Np004G191960	evm.model.RL_5.3871
OG0002868	Np007G403680	evm.model.RL_1.1473
OG0002868	Np004G193820	evm.model.RL_5.3754
OG0002869	Np004G196330	evm.model.RL_5.1975
OG0002869	Np011G436170	evm.model.RL_1.1972
OG0002870	Np005G260790	evm.model.RL_8.1994
OG0002870	Np005G273780	evm.model.RL_3.1752
OG0002871	Np007G378440	evm.model.RL_1.2732
OG0002872	Np007G377040	evm.model.RL_1.2837
OG0002873	Np005G273510	evm.model.RL_2.2545
OG0002874	Np007G371510	evm.model.RL_1.3291
OG0002874	Np005G276810	evm.model.RL_2.2325
OG0002875	Np004G196240	evm.model.RL_5.1970
OG0002875	Np011G436220, Np012G436900	evm.model.RL_1.1976
OG0002876	Np004G198340	evm.model.RL_5.2089
OG0002877	Np001G058530	evm.model.RL_7.868
OG0002877	Np006G334020	evm.model.RL_6.2041
OG0002878	Np006G331190	evm.model.RL_6.2191
OG0002879	Np001G061600	evm.model.RL_7.658
OG0002879	Np006G330360	evm.model.RL_6.2264
OG0002880	Np001G061950	evm.model.RL_7.634
OG0002880	Np003G130740	evm.model.RL_4.2970
OG0002882	Np001G037820	evm.model.RL_4.317
OG0002885	Np007G391840, Np004G193340	evm.model.RL_1.1625
OG0002886	Np003G143400, Np002G073610	evm.model.RL_4.2007, evm.model.RL_4.2006, evm.model.RL_4.2005
OG0002887	Np003G145630	evm.model.RL_4.1834
OG0002890	Np007G371820	evm.model.RL_1.3256
OG0002890	Np005G276530	evm.model.RL_2.2350
OG0002891	Np006G366620	evm.model.RL_6.272
OG0002891	Np005G273240	evm.model.RL_2.2561
OG0002892	Np006G364360	evm.model.RL_6.416
OG0002892	Np005G271070	evm.model.RL_2.2707
OG0002893	Np005G270820	evm.model.RL_2.2721
OG0002893	Np006G364140	evm.model.RL_6.433
OG0002894	Np001G044010	evm.model.RL_7.1916
OG0002894	Np005G269980	evm.model.RL_2.2778
OG0002895	Np006G363110	evm.model.RL_6.518
OG0002895	Np005G263070	evm.model.RL_2.2809
OG0002896	Np005G263920	evm.model.RL_2.2886
OG0002896	Np007G379340	evm.model.RL_1.2691
OG0002897	Np005G265370	evm.model.RL_2.2999
OG0002897	Np007G377160	evm.model.RL_1.2830
OG0002899	Np004G219720	evm.model.RL_5.2739, evm.model.RL_6.1637
OG0002900	Np006G340160	evm.model.RL_6.1657
OG0002901	Np004G247980	evm.model.RL_5.932
OG0002901	Np002G116670	evm.model.RL_3.389
OG0002902	Np002G118740	evm.model.RL_3.309
OG0002902	Np004G246810	evm.model.RL_5.1019
OG0002903	Np004G241220	evm.model.RL_5.1366
OG0002904	Np004G241770	evm.model.RL_5.1322
OG0002904	Np001G026430	evm.model.RL_7.2632
OG0002905	Np001G020050	evm.model.RL_7.2210
OG0002906	Np002G122810	evm.model.RL_3.133_evm.model.RL_3.134.1.687c975b
OG0002906	Np005G319230	evm.model.RL_2.130
OG0002907	Np003G155970	evm.model.RL_8.1821
OG0002907	Np005G280120	evm.model.RL_2.2100
OG0002908	Np003G155060	evm.model.RL_5.918
OG0002909	Np007G411520	evm.model.RL_1.972
OG0002909	Np003G129410	evm.model.RL_4.3062
OG0002910	Np003G131730	evm.model.RL_4.2909
OG0002910	Np007G410070	evm.model.RL_1.1072
OG0002911	Np007G409010	evm.model.RL_1.1144
OG0002911	Np003G140720	evm.model.RL_4.2240
OG0002912	Np003G161430	evm.model.RL_8.1465
OG0002912	Np004G226420	evm.model.RL_5.3306
OG0002913	Np005G278240	evm.model.RL_2.2242
OG0002916	Np004G210220, Np004G209980	evm.model.RL_5.3147, evm.model.RL_5.3169
OG0002917	Np003G138670	evm.model.RL_4.2390
OG0002917	Np001G013710	evm.model.RL_4.1141
OG0002918	Np001G010260	evm.model.RL_4.1404
OG0002918	Np003G134450	evm.model.RL_4.2722
OG0002919	Np003G133760	evm.model.RL_4.2775
OG0002920	Np001G007840	evm.model.RL_8.2282
OG0002921	Np005G295510	evm.model.RL_2.1288
OG0002921	Np005G285650	evm.model.RL_4.50
OG0002922	Np005G293690	evm.model.RL_2.1324, evm.model.RL_4.118, evm.model.RL_4.109
OG0002923	Np005G286790	evm.model.RL_2.1667_evm.model.RL_2.1668_evm.model.RL_2.1669_evm.model.RL_2.1670
OG0002924	Np003G182040, Np003G181830	evm.model.RL_8.561
OG0002924	Np005G284800	evm.model.RL_2.1780
OG0002925	Np003G181570	evm.model.RL_8.585
OG0002925	Np005G284620	evm.model.RL_2.1799
OG0002926	Np003G178460	evm.model.RL_8.734
OG0002927	Np004G206870	evm.model.RL_5.2599
OG0002928	Np004G208620	evm.model.RL_5.2550
OG0002928	Np002G083390	evm.model.RL_3.1575
OG0002929	Np004G204020	evm.model.RL_5.2522.1.687c88bb
OG0002929	Np004G232480	evm.model.RL_5.3531
OG0002931	Np005G267000	evm.model.RL_2.3080
OG0002933	Np005G269300	evm.model.RL_2.3256
OG0002933	Np006G367720	evm.model.RL_6.218
OG0002934	Np005G262750	evm.model.RL_2.3299, evm.model.RL_2.3300
OG0002936	Np005G261110	evm.model.RL_2.3423
OG0002937	Np005G260940	evm.model.RL_2.3434
OG0002938	Np005G260400	evm.model.RL_2.3471
OG0002939	Np003G175620	evm.model.RL_8.919, evm.model.RL_1.2708, evm.model.RL_8.918, evm.model.RL_8.572
OG0002940	Np005G286170	evm.model.RL_6.1510
OG0002942	Np005G306180	evm.model.RL_2.918
OG0002942	Np007G385390	evm.model.RL_1.2275
OG0002943	Np005G318900	evm.model.RL_2.106, evm.model.RL_2.108, evm.model.RL_1.2621
OG0002944	Np001G068880	evm.model.RL_7.113
OG0002944	Np006G321300	evm.model.RL_6.2897
OG0002945	Np007G423390, Np003G154640	evm.model.RL_8.1908
OG0002946	Np006G323020	evm.model.RL_6.2776
OG0002947	Np001G066090	evm.model.RL_7.329
OG0002947	Np006G325040	evm.model.RL_6.2624
OG0002951	Np006G326320	evm.model.RL_6.2512
OG0002952	Np006G326640	evm.model.RL_6.2489
OG0002952	Np001G064880	evm.model.RL_7.398
OG0002953	Np006G326930	evm.model.RL_6.2472
OG0002953	Np001G064820	evm.model.RL_7.402
OG0002954	Np001G064790	evm.model.RL_7.405
OG0002954	Np006G327000	evm.model.RL_6.2465
OG0002955	Np003G125420	evm.model.RL_4.3385
OG0002955	Np007G414030	evm.model.RL_1.799
OG0002956	Np003G149720	evm.model.RL_4.1541
OG0002957	Np001G045290	evm.model.RL_7.1805
OG0002957	Np003G152020	evm.model.RL_8.2101
OG0002958	Np003G151210, Np003G151280	evm.model.RL_4.1427
OG0002959	Np003G136650	evm.model.RL_4.2544
OG0002959	Np001G003270	evm.model.RL_8.2613
OG0002961	Np001G000810	evm.model.RL_8.2801
OG0002961	Np001G052470	evm.model.RL_7.1300
OG0002962	Np004G200330	evm.model.RL_5.3035
OG0002963	Np004G258560	evm.model.RL_5.58
OG0002964	Np003G186830	evm.model.RL_8.251
OG0002965	Np005G295810, Np001G040130	evm.model.RL_4.444
OG0002966	Np004G256420	evm.model.RL_5.248
OG0002966	Np001G040340	evm.model.RL_4.460
OG0002967	Np001G040590	evm.model.RL_4.481
OG0002967	Np004G256180	evm.model.RL_5.269
OG0002968	Np004G256120	evm.model.RL_5.270
OG0002968	Np001G040630	evm.model.RL_4.484
OG0002969	Np004G255760	evm.model.RL_5.303
OG0002970	Np004G255660	evm.model.RL_5.313
OG0002971	Np004G255670	evm.model.RL_5.312
OG0002971	Np006G357860	evm.model.RL_6.1408
OG0002972	Np004G254920	evm.model.RL_5.374
OG0002972	Np006G356790	evm.model.RL_6.1333
OG0002973	Np004G253570	evm.model.RL_5.478
OG0002973	Np006G348220, Np006G354700	evm.model.RL_6.1210
OG0002974	Np006G359990	evm.model.RL_6.993
OG0002975	Np005G262910	evm.model.RL_2.2797
OG0002975	Np006G363160	evm.model.RL_6.509
OG0002976	Np003G141430	evm.model.RL_4.2176
OG0002976	Np007G424910	evm.model.RL_1.56
OG0002977	Np007G424840	evm.model.RL_1.65
OG0002977	Np003G141600	evm.model.RL_4.2161
OG0002978	Np003G153910	evm.model.RL_8.1964
OG0002978	Np003G137530	evm.model.RL_4.2480
OG0002979	Np003G160020	evm.model.RL_8.1625
OG0002979	Np005G278890	evm.model.RL_2.2188.2.687c86e5
OG0002980	Np007G419050	evm.model.RL_1.451
OG0002980	Np001G014950	evm.model.RL_4.1044
OG0002981	Np003G146930	evm.model.RL_4.1748
OG0002982	Np006G339340	evm.model.RL_6.1723
OG0002982	Np001G054990	evm.model.RL_7.1109
OG0002983	Np006G338670	evm.model.RL_6.1761
OG0002983	Np001G055490	evm.model.RL_7.1080
OG0002985	Np001G056230	evm.model.RL_7.1050.1.687c84b7
OG0002988	Np002G078000	evm.model.RL_3.1956
OG0002988	Np004G235790	evm.model.RL_5.1802
OG0002990	Np004G209140	evm.model.RL_5.3232
OG0002990	Np002G089000	evm.model.RL_3.1237
OG0002992	Np004G246850	evm.model.RL_5.1015
OG0002993	Np003G156610, Np004G249500, Np004G241850, Np007G423960	evm.model.RL_4.1296.1.687c86d3
OG0002995	Np005G288410	evm.model.RL_2.1593
OG0002996	Np001G014060	evm.model.RL_4.1115
OG0002996	Np001G014040	evm.model.RL_4.1117
OG0002997	Np001G015870	evm.model.RL_4.962
OG0002998	Np003G132610	evm.model.RL_4.2857
OG0002998	Np007G409260	evm.model.RL_1.1127.1.687c87ec
OG0002999	Np006G360990	evm.model.RL_4.2997
