Orthogroup	Noccaea_praecox	Brassica_napus
OG0001012	Np002G111750	XP_013730540.2, XP_013686772.1, XP_048600922.1, XP_013746507.1
OG0001012	Np004G249570	XP_013646446.2, XP_013695750.3, XP_013640292.1, XP_013655338.1
OG0001013	Np001G050250	XP_048607116.1, XP_048632617.1
OG0001014	Np001G017750	XP_048601411.1, XP_048602974.1, XP_022564985.1, XP_013721387.2, XP_048605183.1, XP_013677704.2, XP_013721377.1, XP_013644299.1, XP_013663332.2, XP_013660763.1, XP_048625613.1, XP_013724384.2, XP_013660762.2
OG0001015	Np005G280380	XP_013722578.1, XP_013656522.2, XP_013705800.1, XP_013741534.2, XP_013642045.1, XP_013740003.2
OG0001016	Np003G137630	XP_013726297.1, XP_013661883.1, XP_013712644.1, XP_022549338.2, XP_013678601.2
OG0001016	Np001G012680	XP_022547964.2, XP_013660869.3, XP_048629455.1, XP_048591083.1, XP_013706459.1
OG0001017	Np003G161870	XP_048607669.1, XP_048604149.1
OG0001018	Np001G010790	XP_048617945.1, XP_013647161.2, XP_013675562.2, XP_048626299.1, XP_048628278.1, XP_048602560.1
OG0001019	Np005G293910	XP_013737297.2, XP_022572493.1
OG0001019	Np001G033220	XP_013677276.1, XP_048614350.1, XP_048637342.1, XP_013648827.2
OG0001020	Np005G293230	XP_013723398.2, XP_022550295.1, XP_048632794.1, XP_013707790.1, XP_013726851.1, XP_013655969.2
OG0001020	Np001G034430	XP_048596626.1, XP_013746814.1, XP_013703117.1, XP_013693324.2
OG0001021	Np001G069350	XP_013670549.1, XP_013710071.2, XP_013652054.1, XP_013731570.1, XP_013746269.1, XP_013746299.1
OG0001021	Np006G320760	XP_013732554.1, XP_013747507.1, XP_013690409.1
OG0001022	Np002G077740	XP_013648758.2
OG0001022	Np001G068590	XP_013749451.1, XP_048597327.1
OG0001023	Np007G374440, Np007G374450	XP_013650472.3, XP_048593314.1
OG0001023	Np003G151290	XP_048598996.1, XP_013704083.1
OG0001025	Np004G252970, Np007G377620, Np003G155610, Np008G425890, Np005G269230	XP_013723260.2, XP_013695530.1
OG0001025	Np006G347150, Np006G353650	XP_013748794.1, XP_013711726.1
OG0001026	Np007G424500	XP_013729694.2, XP_048602016.1, XP_048605990.1, XP_013735648.1
OG0001026	Np003G141970	XP_022549240.1, XP_022568216.1, XP_048607919.1, XP_022554386.2, XP_048626374.1
OG0001028	Np001G058770	XP_048610006.1, XP_022573670.2
OG0001029	Np004G233020	XP_022564676.1, XP_013722095.2, XP_013653392.2, XP_013721836.2, XP_048612773.1, XP_013693857.2
OG0001029	Np002G074610	XP_013681291.1, XP_048615798.1, XP_013693789.2, XP_048603346.1
OG0001030	Np002G077800, Np002G077790	XP_013717865.2, XP_048592232.1, XP_013718622.1, XP_013670324.1
OG0001031	Np004G235500	XP_013669888.1, XP_013642017.2, XP_013729465.1, XP_013741500.1, XP_013705997.2, XP_013681937.1
OG0001031	Np002G077480	XP_013717813.1, XP_013699019.1, XP_048616337.1, XP_013648760.1
OG0001032	Np002G076160	XP_013652109.1, XP_013652116.1, XP_022571311.1, XP_013693708.1
OG0001032	Np004G234330	XP_022569204.1, XP_013710123.2, XP_013742038.2, XP_048638504.1, XP_013669938.1, XP_013651633.1
OG0001033	Np002G089740	XP_013705667.2, XP_013663791.1
OG0001033	Np004G209360	XP_013746229.1, XP_013651196.1, XP_022558580.2
OG0001034	Np002G084810	XP_013652209.1, XP_013746978.1, XP_013698971.1, XP_048592084.1
OG0001035	Np002G096130	XP_013689627.1, XP_048615910.1, XP_013679786.1, XP_013674154.3, XP_013658108.3
OG0001035	Np006G358590	XP_022568445.1, XP_022547394.2, XP_022547392.2, XP_022568452.1
OG0001036	Np002G073150	XP_013650135.2, XP_013685900.2
OG0001037	Np002G071600	XP_013650308.2, XP_013726993.2
OG0001037	Np001G039100	XP_048605446.1, XP_048615280.1
OG0001038	Np007G408250	XP_048600600.1, XP_022544481.1, XP_048635876.1, XP_048615157.1
OG0001039	Np004G199650	XP_022559420.1, XP_013639871.1, XP_013652212.2, XP_013654608.2, XP_013654657.1
OG0001039	Np007G392760	XP_013681640.1, XP_013741101.1, XP_013705693.1
OG0001040	Np004G195350	NP_001302867.1, XP_013655549.1, XP_048630074.1, XP_013749047.2, XP_013726826.1
OG0001040	Np007G381140	XP_013736612.2, XP_013685046.1, XP_013685049.2, XP_013736608.2, XP_013670250.2, XP_013674707.1
OG0001041	Np001G047350	XP_013672840.1, XP_013639891.1, XP_048626561.1, XP_013691495.1
OG0001043	Np004G195130	XP_048636911.1, XP_013749028.2
OG0001043	Np004G195120	XP_048616607.1
OG0001044	Np001G059160	XP_048592979.1, XP_048616770.1, XP_013692916.2, XP_013710398.2, XP_048620620.1, XP_013742339.1, XP_022568097.1
OG0001044	Np006G333460, Np006G333510	XP_048609395.1, XP_013752230.2
OG0001045	Np001G045780, Np001G045530, Np001G045520, Np001G045790	XP_022560052.1, XP_013746279.2, XP_048638558.1, XP_048638559.1, XP_048638560.1
OG0001046	Np002G084780	XP_048625397.1, XP_048620142.1, XP_048605546.1, XP_048614973.1
OG0001048	Np003G136100	XP_013659444.2, XP_013665777.2
OG0001048	Np002G096250, Np006G338520, Np003G138330	XP_013720783.1, XP_013720795.2, XP_048625233.1, XP_048625231.1
OG0001049	Np007G410720, Np004G241160, Np003G171050	XP_048593292.1, XP_013704300.1, XP_048599902.1, XP_022573078.1, XP_013645712.1, XP_013674038.2, XP_013700322.1, XP_048615646.1, XP_048599233.1, XP_048596372.1, XP_048605701.1, XP_048605639.1, XP_048613314.1, XP_048615632.1, XP_013679835.1, XP_022553370.1, XP_048629227.1, XP_048592139.1, XP_013751921.1, XP_013738862.2, XP_048622682.1, XP_013713320.1, XP_048624768.1, XP_013669257.1, XP_022544140.1, XP_048604966.1, XP_013694487.1, XP_013713619.1, XP_013689100.1, XP_048598077.1, XP_013700209.1, XP_013674116.2
OG0001051	Np007G376840	XP_013641989.1, XP_013655849.2, XP_013685167.1, XP_013736815.2
OG0001051	Np005G265700	XP_013656155.2, XP_013717992.1, XP_013670600.2, XP_013731054.2
OG0001053	Np002G113370	XP_013672224.1, XP_048595836.1, XP_013733138.1, XP_013744720.2
OG0001053	Np004G249020	XP_022569925.2, XP_013716421.2
OG0001054	Np002G118820	XP_048602251.1, XP_022550026.2
OG0001054	Np002G118810, Np002G118780, Np002G118800	XP_013672459.3, XP_022575794.2
OG0001055	Np001G024050	XP_013723130.1, XP_048604523.1, XP_013652916.2, XP_022552742.2, XP_048626320.1, XP_022552741.2, NP_001302500.1
OG0001056	Np007G411790	XP_048635945.1, XP_013670327.1
OG0001056	Np003G128990	XP_013732898.2, XP_022569432.2, XP_013740063.2, XP_022553453.1, XP_013721481.3
OG0001057	Np005G277390	XP_022567454.2, XP_013668281.1, XP_013705463.3, XP_013741587.1
OG0001057	Np003G162310	XP_013681088.1, XP_013730828.3, XP_013733498.1
OG0001058	Np005G296090	XP_013741999.1, XP_022569078.1, XP_013655802.1, XP_013671347.1, XP_013733825.1
OG0001058	Np005G267400	XP_013748838.1, XP_022561214.1
OG0001059	Np001G038350	XP_048592583.1, XP_048601829.1, XP_013713857.1, XP_048596591.1, XP_013697178.1
OG0001059	Np005G289340	XP_048620942.1, XP_013717350.1, XP_048627602.1, XP_013734028.1, XP_013660888.1
OG0001060	Np005G306670	XP_013695581.1, XP_013734056.2, XP_013742588.2, XP_048634023.1
OG0001060	Np007G385470	XP_048592512.1, XP_022552010.2, XP_013732911.1, XP_048601646.1, XP_013711974.1, XP_013685436.2
OG0001061	Np007G383970	XP_048635190.1, XP_048612861.1, NP_001303016.1, XP_022576023.1
OG0001061	Np005G304890, Np005G304850, Np005G304880	XP_048601874.1, XP_013734374.2, XP_048631737.1, XP_013644418.1
OG0001062	Np001G051190	XP_013686876.2, XP_022570746.1, XP_048622060.1
OG0001062	Np006G367830	XP_013745450.2
OG0001063	Np007G417970	XP_048615380.1, XP_048636075.1
OG0001063	Np002G113360, Np002G113350	XP_013677458.2, XP_048637077.1, XP_048601807.1, XP_013657477.2, XP_048595732.1
OG0001064	Np006G337940	NP_001302615.1, XP_013694760.2, NP_001303114.1, XP_048611047.1
OG0001064	Np001G056040	XP_013750013.2, XP_048592953.1, XP_022543902.2, NP_001303204.1, XP_013684774.1, XP_013666976.1, NP_001302899.1
OG0001065	Np006G337660	XP_013691215.1, XP_022554734.1, XP_022571668.1, XP_013691135.1, XP_048636521.1
OG0001065	Np001G056280	XP_048610893.1, XP_013651897.1, XP_013640120.1, XP_013661122.2
OG0001066	Np006G337650	XP_013688985.1, XP_013738305.2, XP_013692252.2, XP_013694669.2, XP_048611053.1, XP_022574077.2
OG0001066	Np001G056290	XP_013678329.1, XP_013661120.1, XP_013647925.2, XP_013750032.1
OG0001067	Np002G072710	XP_013676914.2, XP_048592359.1, XP_048629888.1, XP_022559073.2, XP_048603380.1
OG0001067	Np004G239480	XP_013711049.2, XP_013682931.2, XP_013711182.2, XP_022563890.1
OG0001068	Np006G365790	XP_048633656.1, XP_013743875.1
OG0001069	Np002G078480	XP_013698897.1, XP_013649931.1, XP_013648890.1, XP_013682534.1
OG0001069	Np004G236230	XP_013696538.1, XP_013641895.1, XP_013737959.2, XP_013746614.2, XP_013664647.1, XP_013664433.1
OG0001070	Np004G209110	XP_013697582.1, XP_013642103.1, XP_013657193.1, XP_048593938.1, XP_048626650.1
OG0001070	Np007G375840	XP_048617805.1, XP_048593251.1
OG0001071	Np004G242700	XP_013677797.2, XP_013657373.1
OG0001072	Np001G011020	XP_013661033.1, XP_013661023.2
OG0001072	Np003G175030, Np003G175040, Np001G049860	XP_022550757.1, NP_001303228.1, XP_013642428.1, XP_022566783.1, XP_013660390.1, NP_001302907.1
OG0001074	Np002G091260, Np001G008220	XP_013660219.1, XP_013699725.2
OG0001076	Np003G181240, Np001G008330	XP_013665658.1, XP_048627509.1, XP_048630511.1, XP_022569812.2, XP_048608668.1, XP_048612787.1, XP_013730696.2, XP_013730701.1
OG0001080	Np001G001570	XP_013689676.2, XP_013650740.2
OG0001084	Np007G371940	XP_048597530.1, XP_013733106.1
OG0001084	Np005G276360	XP_013734669.1, XP_013696286.1, XP_013703116.1, XP_013738230.2, XP_048621758.1
OG0001085	Np007G372960	XP_013744435.1, XP_048593108.1, XP_013671721.1, XP_013670897.1, XP_013732461.1, XP_013664453.1
OG0001085	Np005G275170	XP_013693277.1, XP_013681652.1, XP_013713323.1, XP_013685932.1, XP_048593659.1
OG0001086	Np005G263530	XP_013672254.1, XP_013707345.2, XP_013735174.1, XP_013664211.1, XP_013656251.2, XP_013701820.2
OG0001086	Np007G379730	XP_013736712.2, XP_022555421.1, XP_022562123.1, XP_048591592.1
OG0001087	Np005G265190	XP_022563005.1, XP_022572796.1, XP_048634980.1, XP_022569989.1, XP_048628413.1, XP_013666764.2, XP_013656173.2
OG0001087	Np005G265250, Np005G265220, Np005G265230, Np005G265210, Np005G265200	XP_013648704.2, XP_022569988.1
OG0001088	Np001G020370, Np001G020380	XP_013644616.1, XP_048618083.1, XP_013677562.2, XP_048600932.1, XP_048618084.1, XP_013644617.1, XP_013725092.2
OG0001089	Np001G019530	XP_013646137.2, XP_048618115.1
OG0001089	Np001G019550	XP_013665666.1, XP_048631465.1, XP_013675535.2, XP_013694057.1, XP_013689113.2, XP_013657960.2, XP_048631463.1, XP_048627535.1
OG0001091	Np001G049530	XP_013727054.1, XP_022552604.1, XP_013744927.2, XP_022556748.2
OG0001091	Np003G171060	XP_013682852.1, XP_013683300.1
OG0001092	Np003G132520	XP_013718893.1, XP_013718892.2
OG0001092	Np003G158760	XP_013746252.3, XP_013693891.1
OG0001092	Np003G132510	XP_013715247.2, XP_013745639.3
OG0001093	Np003G147310	XP_022555443.2, XP_013721979.3, XP_048624962.1, XP_013665925.1
OG0001093	Np003G139020	XP_013668005.1, XP_013720811.1, XP_048602800.1, XP_013702611.2, XP_013716324.2, XP_048607879.1
OG0001094	Np003G136280	XP_048598408.1, XP_048626273.1, XP_013712735.2, XP_013678618.1
OG0001094	Np001G003370	XP_013678434.1, XP_048616794.1, XP_022562492.2, XP_048626578.1, XP_048590857.1, XP_048626571.1, XP_048606598.1
OG0001095	Np005G307690	XP_013695976.2, XP_013719583.2, XP_022545523.1, XP_013708205.2
OG0001096	Np001G062860	XP_013648371.1, XP_013728425.1, XP_013686060.1, XP_048609686.1, XP_048609684.1, XP_013678336.1, XP_013663529.1, XP_013699147.1
OG0001096	Np006G329100	XP_048634683.1, XP_048608609.1, XP_013724378.1
OG0001097	Np003G153640	XP_022570412.2, XP_048606358.1
OG0001098	Np001G050770	XP_013646853.1, XP_013746868.1, XP_022573415.1, XP_013693256.1
OG0001098	Np001G002590	XP_013710440.1, XP_013741704.1, XP_013647108.2, XP_013646579.1, XP_013712014.3, XP_013722427.2, XP_048627053.1
OG0001099	Np004G258850	XP_013693709.1, XP_013666324.1
OG0001099	Np003G188440	XP_048625484.1, XP_013660542.2, XP_013684345.2, XP_013735320.2, NP_001302991.1, XP_048612304.1, XP_013718524.2
OG0001100	Np006G356170	XP_013695949.1, XP_013747214.1, XP_013675817.1
OG0001100	Np004G254600	XP_048599410.1
OG0001101	Np003G141550	XP_013667686.1, XP_013714561.2, XP_048604373.1
OG0001101	Np006G366540	XP_048617211.1, XP_022544854.2, XP_013701081.2
OG0001102	Np007G423700	XP_048601994.1, XP_048633271.1, XP_048614283.1, XP_013678404.2, XP_048632157.1, XP_013735675.2
OG0001102	Np003G142660	XP_013728393.2, XP_013728721.2, XP_013728764.1, XP_013720927.1, XP_013667787.2
OG0001103	Np001G015670	XP_022548008.2, XP_022568441.1
OG0001104	Np001G015550	XP_022568417.1, XP_022543455.1, XP_013729665.1, XP_048595309.1, XP_013643865.1, XP_048602039.1, XP_013750763.1, XP_013723543.1, XP_048629906.1, XP_013663076.1, XP_022563267.1
OG0001105	Np002G071110	XP_013650339.2, XP_013727006.1, XP_048630824.1, XP_013676934.2, XP_013692746.2, XP_013648575.2, XP_013699169.1
OG0001105	Np004G240490	XP_013710202.2, XP_013662220.2, XP_013687645.2, XP_013641703.2
OG0001106	Np004G239310	XP_013641612.1, XP_013682948.2
OG0001106	Np002G072900	XP_013676804.1, XP_013676780.1, XP_013676909.1, XP_048617547.1, XP_013731198.1, XP_013711220.1, XP_013650121.2, XP_013701649.2
OG0001107	Np004G238070	XP_013687647.1, XP_013653873.2, XP_048621125.1, XP_013664592.2, XP_013723359.2, XP_013641740.1
OG0001108	Np002G078960	XP_048613750.1, XP_013672189.1, XP_048592213.1, XP_013700626.2, XP_022548960.1, XP_013682507.1
OG0001108	Np004G236790	XP_013715406.1, XP_022559666.2
OG0001109	Np002G074900	XP_013696245.2, XP_013650033.2, XP_013685367.2, XP_048609795.1
OG0001109	Np004G233390	XP_048592731.1, XP_013643816.1, XP_013646852.1, XP_013695693.1, XP_013722128.2, XP_013728290.1
OG0001110	Np002G086110	XP_013671150.2, XP_013678037.2, XP_013690927.1
OG0001110	Np004G227680, Np004G228010, Np007G402140	XP_048592685.1, XP_013666512.1, XP_013698071.2, XP_013662788.1
OG0001111	Np002G091900	XP_013668656.2, XP_013688300.1, XP_013706899.1, XP_048616135.1, XP_013701831.1
OG0001111	Np004G210000	XP_048618402.1, XP_048592634.1, XP_013652998.2, XP_013662516.1, XP_022555612.1, XP_013659835.1
OG0001112	Np006G368050	XP_013743643.2, XP_013688667.2, XP_013666855.2, XP_013711672.1
OG0001113	Np003G132580	XP_048624751.1
OG0001113	Np003G132570	NP_001302897.1, XP_048598512.1
OG0001114	Np003G132070	XP_048624165.1, XP_048623193.1, XP_048624163.1, XP_048624166.1, XP_048624168.1, XP_048624167.1, XP_013679582.1, XP_013715331.1, XP_048598083.1, XP_013699796.2, XP_013715334.1, XP_048624159.1, XP_048624156.1, XP_013668580.2, XP_013715339.2, XP_013718895.1, XP_048616917.1
OG0001115	Np002G082510	XP_022544738.1
OG0001115	Np004G238840, Np004G238810	XP_048638349.1, XP_013682971.2, XP_048594102.1
OG0001116	Np004G195480	XP_048630075.1, XP_013749050.2, XP_013726848.1
OG0001116	Np007G380900	XP_048630317.1, XP_013718120.2, XP_013693192.2, XP_013640422.1, XP_013672494.1, XP_013685039.1, XP_013736615.2
OG0001117	Np005G302260	XP_013710659.2, XP_013654712.2, XP_048628111.1, XP_013689357.1, XP_013741269.2
OG0001118	Np001G009190	XP_013744395.2, XP_013723861.1
OG0001118	Np004G192060	XP_013732905.2, XP_048628097.1, NP_001302986.1, XP_013640463.1, XP_013683391.2, XP_013712131.2, XP_022560625.2, XP_048637407.1, XP_013640457.1, XP_013713114.1, XP_022545459.1
OG0001120	Np005G267470	XP_048607215.1, XP_048629118.1, XP_013656483.2, XP_022561691.1, XP_013748856.1
OG0001120	Np007G375410	XP_013693795.1, XP_048595581.1, XP_048617820.1, XP_048593235.1
OG0001121	Np003G161210	XP_048608296.1, XP_013647592.2, XP_048604198.1, XP_048591899.1, XP_048616145.1, XP_048610875.1
OG0001122	Np007G396750	XP_048591964.1, XP_022559744.2
OG0001124	Np005G278470, Np007G373600	XP_013741712.1, XP_013711743.1, XP_013738141.1, XP_048619110.1, XP_013742639.1
OG0001125	Np004G215940	XP_048595028.1, XP_013659281.1
OG0001125	Np006G340220	XP_013746163.2, XP_022574952.1, XP_013691746.2, XP_048629639.1, XP_013679404.2, XP_048631292.1
OG0001126	Np002G113850, Np002G113860	XP_013659362.2, XP_013729232.2, XP_013729236.2, XP_013713414.2, XP_013730056.1, XP_048623679.1, XP_048596287.1
OG0001127	Np004G242060	XP_048614040.1, XP_013696071.1, XP_022543883.2, XP_013657390.2, XP_013677784.1
OG0001127	Np001G026140	XP_048624475.1, XP_048596660.1, XP_013691839.2, XP_048637246.1, XP_013736158.1
OG0001128	Np001G023760	XP_022555284.1, XP_048596692.1, XP_013720642.2, XP_048600280.1, XP_048603868.1, XP_013647528.2, XP_013640250.1
OG0001128	Np004G243380	XP_013669997.2, XP_013691364.1
OG0001129	Np001G019330	XP_013677578.2, XP_048631457.1, XP_013666619.2, XP_013703462.1, XP_048591286.1
OG0001130	Np001G018490	XP_013644464.2, XP_048618131.1, XP_013697647.2, XP_013660791.2, XP_013698470.2
OG0001131	Np005G280030, Np005G280080, Np005G280040	XP_022568300.1, XP_013741636.1, XP_022546766.1
OG0001131	Np003G156230	XP_022549018.1, XP_013696969.1
OG0001132	Np003G127170	XP_013706254.1, XP_022549533.2, XP_048623973.1, XP_013745929.2, XP_013720238.2, XP_048602617.1
OG0001132	Np007G413090, Np007G413180	XP_048600734.1, XP_013724095.2, XP_048632299.1, XP_048606133.1
OG0001133	Np005G278710	XP_013738126.3, XP_013707018.1, XP_013741756.2, XP_013742468.1, XP_013725659.1, XP_013656546.2
OG0001133	Np003G160440	XP_013666828.1, XP_013666952.1, XP_013685781.1
OG0001134	Np003G140250	XP_013679653.1, XP_013640510.1, XP_022554337.1, XP_013728253.1, XP_013728234.2, XP_022554338.1, XP_013667931.1, XP_022549284.1, XP_048604067.1, XP_013640511.1
OG0001135	Np001G003870	XP_048603262.1, XP_048630944.1, XP_013678428.1, XP_013710646.1, XP_048595464.1, XP_013671004.2, XP_013729796.1
OG0001135	Np003G136210	XP_013722909.1, XP_013715388.1, XP_048603570.1, XP_048602717.1
OG0001136	Np005G293350	XP_013706191.1, XP_048632792.1
OG0001136	Np001G034270	XP_013693067.2, XP_013703268.1, XP_013661965.1, XP_013743291.1
OG0001137	Np001G037390	XP_013721661.1, XP_013656410.2, XP_013681701.2, XP_013674835.1, XP_013712839.1, XP_013723627.2
OG0001137	Np005G290110	XP_022562871.2, XP_048628575.1, XP_048629087.1, XP_013716072.2, XP_022565448.2, XP_013670307.2
OG0001138	Np005G285730	XP_013734010.2, XP_013672047.2, XP_013678650.1, XP_013656125.2
OG0001139	Np004G210750	XP_013685306.1, XP_013656965.1, XP_013662495.1, XP_013714849.1, XP_013653240.2, XP_013685412.2
OG0001139	Np004G210110	XP_013663214.1, XP_013721612.1, XP_048592637.1, XP_013662537.1, XP_013698259.1
OG0001140	Np005G267640	XP_048607219.1, XP_013675271.1, XP_013654948.2
OG0001140	Np007G375240	XP_048590978.1, XP_022553943.2, XP_013695417.2, XP_013659288.1
OG0001141	Np002G092330	XP_013704799.1, XP_048590730.1, XP_013711615.2, XP_013671997.1
OG0001142	Np007G383470	XP_013749200.1, XP_048627822.1, XP_013691333.1
OG0001142	Np005G304180	XP_013655688.2, XP_048621909.1, XP_013664769.1, XP_013668465.1, XP_048628118.1, XP_013730400.1, XP_048636833.1, XP_048628250.1, XP_013703028.1
OG0001143	Np006G324770	XP_048634767.1, XP_013665709.1, XP_013734794.2, XP_022551676.1
OG0001143	Np001G066340	XP_013691276.2, XP_048634264.1, XP_013651976.2, XP_022570762.2, XP_013712128.2
OG0001144	Np001G065540	XP_013708399.1, XP_013663819.1, XP_013742071.1, XP_048609629.1
OG0001145	Np007G418850	XP_013750723.1, XP_048636109.1
OG0001146	Np006G329950	XP_013734466.1, XP_013647891.1, XP_013747824.1, XP_048610401.1
OG0001146	Np003G128710, Np007G411980	XP_013736105.1, XP_013684738.1
OG0001147	Np003G147580	XP_013676034.1, XP_013721995.1, XP_022549132.1, XP_013663181.1
OG0001147	Np002G120910	XP_013695816.1, XP_013659343.1
OG0001147	Np002G120930	XP_013664372.1, XP_048625902.1, XP_013690705.1, XP_013743854.2
OG0001148	Np001G004300	XP_013672893.1, XP_013643132.1, XP_048631277.1, XP_048595456.1, XP_013698733.1, XP_013721998.1, XP_048616631.1, XP_013675414.1
OG0001148	Np003G135940	XP_048602712.1
OG0001149	Np001G052900	XP_013718190.1, XP_013644370.1, XP_013737156.2, XP_013745556.2, XP_013655028.1, XP_048596999.1
OG0001149	Np001G000620	XP_048631530.1, XP_013702003.1, XP_013712904.1, XP_013653740.1
OG0001150	Np003G143130	XP_022567496.2, XP_048607936.1, XP_013651294.2, XP_013667606.2, XP_013667809.2
OG0001150	Np007G423290	XP_013659457.2, XP_022544178.1, XP_013659279.2, XP_048626823.1, XP_048614260.1, XP_048606003.1, XP_048632176.1
OG0001151	Np007G416530	XP_013681047.2, XP_013681024.1, XP_013644007.2, XP_013696345.1
OG0001151	Np001G016560	XP_013699352.1, XP_013703667.2, XP_013647337.2, XP_022558458.2, XP_013659105.2
OG0001152	Np001G060470	XP_048597140.1, XP_048620649.1, XP_022556880.1, XP_013746452.2
OG0001152	Np006G331460	XP_048611164.1, XP_048634195.1, XP_013692940.1, XP_013747863.1
