Orthogroup	Noccaea_praecox	Erysimum_linariifolium
OG0002194	Np004G190370	El002G141260
OG0002194	Np007G408300	El005G248840
OG0002195	Np005G311990, Np007G407610	El005G249370
OG0002195	Np004G190960	El002G140570
OG0002196	Np005G301610	El003G172030, El005G253460
OG0002197	Np007G392590	El005G254360
OG0002197	Np004G199750	El002G131660
OG0002198	Np007G393540	El005G255000
OG0002198	Np004G199250	El002G132290
OG0002199	Np007G393870	El005G255290
OG0002199	Np004G199180	El002G132350
OG0002200	Np007G377630, Np003G162450	El005G273420
OG0002201	Np007G376510	El005G274290
OG0002201	Np007G376500	El005G274300
OG0002202	Np005G266140	El005G274610, El005G274620
OG0002203	Np003G130670	El001G076570
OG0002203	Np007G374090	El001G066470, El005G277210
OG0002204	Np007G373690, Np007G373680	El005G277590
OG0002205	Np004G197040	El002G134410
OG0002206	Np004G197780	El002G133890
OG0002206	Np007G396020	El005G256700
OG0002207	Np005G301580	El003G172010
OG0002207	Np005G301540	El003G172000
OG0002208	Np001G061520	El001G028410
OG0002209	Np006G324350, Np006G324310	El006G282980
OG0002209	Np001G066730	El001G032860
OG0002210	Np005G264590, Np005G264760, Np001G040140, Np002G095440	El007G357870
OG0002213	Np002G098050, Np002G098040	El004G213520, El004G213470
OG0002215	Np002G091370	El007G335490
OG0002219	Np007G372780	El005G278280
OG0002219	Np005G275410	El003G154520
OG0002220	Np005G275020	El003G153860
OG0002221	Np007G373210	El005G278030
OG0002222	Np005G270210	El003G150310, El001G052770
OG0002223	Np005G272480	El003G151970
OG0002223	Np006G333140	El001G015650
OG0002224	Np006G365520	El006G316730
OG0002224	Np005G271630	El003G151380
OG0002225	Np005G271000	El003G150840
OG0002225	Np006G364250	El006G315160
OG0002226	Np005G264260	El008G370540, El003G148490
OG0002226	Np007G378160	El005G272910
OG0002227	Np007G376040	El005G274490
OG0002228	Np006G340640	El006G295710
OG0002228	Np004G205160	El002G119770
OG0002229	Np001G027960	El001G036150
OG0002229	Np004G241370	El002G099100
OG0002230	Np001G026300	El001G036960
OG0002231	Np001G023750	El001G039180
OG0002231	Np004G243410	El002G097200
OG0002232	Np001G023070	El001G040240
OG0002232	Np004G243610	El002G097100
OG0002233	Np001G019630	El001G044040
OG0002234	Np005G315950	El003G189650
OG0002234	Np001G019350	El001G044400
OG0002235	Np002G094070	El004G216260
OG0002236	Np005G311790	El003G185480
OG0002237	Np005G311130	El003G184770
OG0002237	Np002G097520	El004G214050
OG0002238	Np002G124030	El004G194400
OG0002238	Np005G319950, Np005G319810	El003G193230
OG0002239	Np002G119960	El004G198120
OG0002239	Np004G245890	El002G095430
OG0002240	Np003G156310	El007G334560
OG0002240	Np005G279940	El003G158530
OG0002241	Np003G125750	El001G081350
OG0002241	Np007G413830	El005G244200
OG0002242	Np007G412110	El005G245530
OG0002242	Np003G128540	El001G078550
OG0002243	Np005G303120	El003G173100
OG0002243	Np002G070500	El004G234460
OG0002244	Np001G006690	El007G327650
OG0002244	Np007G409940	El005G247440
OG0002245	Np005G281150	El003G159480
OG0002245	Np003G184460	El007G342810
OG0002246	Np003G167400	El007G341880, El007G341840
OG0002247	Np003G167080	El007G341700
OG0002247	Np005G280730	El003G159070
OG0002248	Np003G163080, Np003G159840	El007G337910
OG0002248	Np005G278270	El003G157050
OG0002249	Np003G160620	El007G337230
OG0002250	Np003G158640	El007G336210
OG0002251	Np003G158100	El007G335860
OG0002251	Np005G279240	El003G158040
OG0002252	Np003G155760	El007G334040
OG0002252	Np005G280180	El003G158680
OG0002253	Np003G139750	El001G068650
OG0002253	Np004G210190	El002G112860
OG0002254	Np003G147380	El001G060910
OG0002254	Np003G139150	El001G069200
OG0002255	Np001G013760	El001G051670
OG0002255	Np003G138840	El001G069520
OG0002256	Np001G033960, Np001G037000	El007G363770
OG0002256	Np005G290440	El003G167250
OG0002257	Np005G285600	El003G163270
OG0002257	Np005G285620	El003G163280
OG0002258	Np003G184160	El006G296290
OG0002259	Np005G267960	El003G145880
OG0002259	Np005G267950	El003G145890
OG0002260	Np005G284880, Np005G284890	El001G010470, El003G184440, El003G162820, El003G184980, El003G184950, El003G185020
OG0002261	Np005G268670	El003G145190
OG0002262	Np005G269090	El003G144880
OG0002262	Np006G367520	El006G318710
OG0002263	Np005G261990	El003G143360
OG0002264	Np005G260540	El003G142130
OG0002265	Np005G315110	El003G189110
OG0002265	Np001G018810	El001G045450
OG0002266	Np001G042260	El007G357680
OG0002266	Np004G200970	El002G129390
OG0002267	Np005G307150	El003G176890
OG0002267	Np007G386030	El005G266960
OG0002268	Np007G384450	El005G264580
OG0002268	Np005G305410	El003G175120
OG0002269	Np005G304970	El003G174860
OG0002269	Np007G383990	El005G263150
OG0002270	Np007G383830	El005G262350
OG0002271	Np005G303590	El003G173930
OG0002272	Np005G302520, Np005G302540	El003G172740
OG0002273	Np001G066760	El001G032880
OG0002273	Np006G324250	El006G282950
OG0002274	Np006G325820	El006G284460
OG0002274	Np001G065350	El001G031790
OG0002275	Np006G325950	El006G284670
OG0002276	Np006G325960	El006G284680
OG0002276	Np001G065260	El001G031600
OG0002277	Np001G062650	El001G029360
OG0002277	Np006G328810, Np004G227080	El006G286890
OG0002278	Np001G062030	El001G028850
OG0002279	Np003G125440	El001G081630
OG0002279	Np007G422520	El005G237470
OG0002280	Np003G151110	El001G013710
OG0002280	Np003G151100	El001G057330
OG0002281	Np001G044660	El001G013790
OG0002281	Np003G151160	El001G057290
OG0002282	Np003G151960	El007G330640, El007G330630
OG0002283	Np001G003130	El007G324760
OG0002284	Np004G259060	El002G083260
OG0002286	Np004G256500	El002G085680
OG0002287	Np004G254330	El002G087810
OG0002287	Np006G355720	El006G300410, El006G300400
OG0002288	Np006G348240, Np006G354680	El006G301350
OG0002288	Np004G253560	El002G088600
OG0002289	Np004G252050, Np004G252030	El002G090020, El002G090050
OG0002290	Np004G250920	El002G091150
OG0002291	Np005G263170	El003G149630
OG0002291	Np006G362890	El006G312770
OG0002292	Np003G141540	El001G066870
OG0002292	Np007G424860	El005G235470
OG0002293	Np007G424090	El005G236150
OG0002293	Np003G142380	El001G065990
OG0002294	Np003G143280	El001G065080
OG0002294	Np003G187980, Np007G423190	El005G236870
OG0002295	Np003G143500	El001G064580
OG0002295	Np007G423050	El005G237020
OG0002296	Np007G422840	El005G237220
OG0002297	Np003G143960	El001G064150
OG0002297	Np007G422780	El005G237270
OG0002298	Np003G144880	El001G063320
OG0002298	Np007G422080	El005G237820
OG0002299	Np001G014500	El001G050710
OG0002300	Np001G016550	El007G345980, El007G345990
OG0002301	Np007G416270	El005G242210
OG0002301	Np001G016790	El007G346550
OG0002302	Np006G337860	El006G293460
OG0002302	Np001G056130	El001G023920
OG0002303	Np002G070950	El004G233970
OG0002303	Np004G240610	El002G099780
OG0002304	Np004G239970	El002G100300
OG0002304	Np002G072080	El004G233040
OG0002305	Np002G072390	El004G232750
OG0002305	Np004G239800, Np004G239830	El002G100420
OG0002306	Np004G239520	El002G100650
OG0002306	Np002G072680	El004G232480
OG0002307	Np004G236980	El002G102920
OG0002308	Np004G234290	El002G105470
OG0002308	Np002G076050	El004G229620
OG0002309	Np004G233300	El002G106340
OG0002309	Np002G074720	El004G230680
OG0002310	Np004G232850	El002G106460
OG0002310	Np002G074500	El004G230850
OG0002311	Np004G229470	El002G109270
OG0002311	Np002G085560	El004G221800
OG0002312	Np002G085720	El004G221700
OG0002313	Np002G087560	El004G220160
OG0002314	Np004G209920	El002G112760
OG0002314	Np002G091280	El004G217990
OG0002315	Np005G273280	El003G152630
OG0002316	Np002G106240	El004G209540
OG0002318	Np004G190340	El002G141270
OG0002319	Np004G257660	El002G084470
OG0002320	Np003G188370	El001G001260
OG0002320	Np004G258770	El002G083470
OG0002321	Np007G408920	El005G248290
OG0002321	Np003G140360	El001G068110
OG0002325	Np007G407990	El005G249080
OG0002325	Np004G190530	El002G141030
OG0002326	Np007G407680	El005G249320
OG0002326	Np004G190840	El002G140680
OG0002327	Np004G192510	El002G139200
OG0002327	Np007G405630	El005G250670
OG0002328	Np007G402800	El005G252340
OG0002328	Np004G194190	El002G137520, El002G137510
OG0002329	Np007G394150	El005G255500
OG0002329	Np004G199000	El002G132570
OG0002331	Np007G380830	El005G259080
OG0002331	Np004G195560	El002G135840
OG0002333	Np005G264750	El003G148020
OG0002333	Np007G378040	El005G273120
OG0002334	Np007G371750	El005G279220
OG0002334	Np005G276630	El003G155660
OG0002335	Np004G194660	El002G136920
OG0002335	Np007G390360	El005G252850
OG0002336	Np007G390380	El005G252870
OG0002336	Np004G194680	El002G136900
OG0002337	Np001G054590	El001G022820
OG0002337	Np006G339750	El006G294940
OG0002338	Np001G060100	El001G027390
OG0002338	Np006G331840	El006G289280
OG0002339	Np006G330260	El006G287990
OG0002339	Np001G061630	El001G028500
OG0002340	Np001G045810	El004G214490
OG0002343	Np001G046940, Np001G046660	El001G016450, El001G016220, El001G016230, El006G306060
OG0002345	Np004G229730	El002G109230
OG0002348	Np005G276480	El003G155500
OG0002349	Np005G276260	El003G155320
OG0002349	Np007G372070	El005G278880
OG0002350	Np007G372730	El005G278330
OG0002351	Np006G366410	El006G317660
OG0002352	Np006G365780	El006G317030
OG0002352	Np005G272230	El003G151730
OG0002353	Np005G266000	El003G147220
OG0002354	Np004G215910	El002G118680, El006G295420
OG0002355	Np002G106320	El004G209620
OG0002355	Np007G419130	El005G240150
OG0002356	Np004G249370	El002G092510
OG0002357	Np001G062730	El001G029440
OG0002357	Np004G248260	El002G093460
OG0002358	Np004G241810	El002G098690
OG0002359	Np004G242120	El002G098550
OG0002359	Np001G025890	El001G037270
OG0002361	Np005G318190	El003G191760
OG0002361	Np001G020930	El001G042240
OG0002362	Np001G020570	El001G042600
OG0002362	Np005G317680	El003G191330
OG0002363	Np001G020200	El001G043020
OG0002364	Np002G097210, Np002G089910	El004G214540
OG0002365	Np002G099790	El004G211800
OG0002365	Np005G310670	El003G183930
OG0002366	Np004G245070	El002G096130
OG0002366	Np002G121370	El004G196940
OG0002367	Np003G157490	El007G335420
OG0002367	Np005G279400	El003G158140
OG0002368	Np006G330680	El006G288350
OG0002368	Np001G047730, Np001G061330	El001G028210
OG0002369	Np006G331340	El006G288930
OG0002369	Np006G331330	El006G288920
OG0002371	Np007G412750, Np007G423920	El005G245120
OG0002371	Np003G127820	El001G079260
OG0002372	Np007G411030	El005G246400
OG0002372	Np003G130360	El001G076930
OG0002373	Np003G132450	El001G075120
OG0002373	Np007G409320	El005G247940
OG0002374	Np003G174130	El007G344620
OG0002375	Np005G283800	El003G161880
OG0002375	Np003G184490	El007G342740
OG0002376	Np005G280650	El003G158980
OG0002376	Np003G166460	El007G341440
OG0002377	Np005G277980	El003G156770
OG0002378	Np005G278460	El003G157250
OG0002378	Np003G163440	El007G337590
OG0002379	Np005G279720	El003G158370
OG0002379	Np003G156760	El007G334930
OG0002380	Np001G003880	El007G325470
OG0002380	Np003G136200	El001G072110
OG0002381	Np003G135080	El001G073090
OG0002381	Np001G005620	El007G326910
OG0002382	Np003G133860	El001G073990
OG0002382	Np001G009440	El007G329610
OG0002383	Np005G291540	El003G168040
OG0002384	Np001G039550	El007G361090
OG0002384	Np005G288370	El003G165450
OG0002385	Np003G184930	El001G004480
OG0002385	Np005G287430	El003G164980
OG0002386	Np003G182650, Np003G182640	El001G006050
OG0002386	Np005G285320	El003G163110
OG0002387	Np005G268970	El003G144930
OG0002387	Np006G367470	El006G318600
OG0002388	Np005G269360	El003G144440
OG0002388	Np006G367760	El006G318890
OG0002389	Np005G292540	El003G141700
OG0002390	Np006G340690	El006G295770
OG0002390	Np004G205330	El002G119960
OG0002392	Np005G287440	El003G164970
OG0002392	Np003G184900	El001G004530
OG0002393	Np005G308240	El003G178570
OG0002393	Np007G387610	El005G268410
OG0002394	Np005G308810	El003G177800
OG0002394	Np007G386990	El005G267670
OG0002395	Np007G386740	El005G267420
OG0002396	Np007G384490	El005G264740
OG0002396	Np005G305570	El003G175150
OG0002397	Np005G318020	El003G191590
OG0002397	Np001G020830	El001G042350
OG0002398	Np006G320370	El006G279660
OG0002398	Np001G069510	El001G035390
OG0002399	Np001G069180	El001G035000
OG0002399	Np006G320970	El006G280110
OG0002400	Np006G322910	El006G281650
OG0002400	Np001G067680, Np001G067700	El001G033850
OG0002401	Np006G323630	El006G282480
OG0002401	Np001G067030	El001G033130
OG0002402	Np006G324180	El006G282880
OG0002402	Np001G066780	El001G032900
OG0002403	Np002G080440	El004G226070
OG0002403	Np004G237860	El002G102140
OG0002404	Np006G326940	El001G055880
OG0002405	Np006G329510	El004G204430
OG0002406	Np003G148770	El001G059550
OG0002406	Np001G043070	El001G046900
OG0002407	Np001G043140	El001G011720
OG0002408	Np001G044940	El001G014100
OG0002409	Np001G003820	El007G325410, El007G325420
OG0002410	Np001G050980	El001G019790
OG0002410	Np001G002380	El007G323940
OG0002411	Np002G081870	El004G224930
OG0002412	Np004G259370	El002G082990
OG0002412	Np003G189100	El001G000800
OG0002413	Np004G259150	El002G083180
OG0002414	Np004G257040	El002G085210
OG0002414	Np003G185740	El001G003680
OG0002415	Np004G256100	El007G359810, El002G086080
OG0002416	Np001G041240	El007G359070
OG0002416	Np004G255950	El002G086280
OG0002417	Np006G357420	El006G299220
OG0002417	Np004G255260	El002G087020
OG0002418	Np006G355890	El006G300310
OG0002418	Np004G254360	El002G087780
OG0002419	Np004G252960	El002G089160
OG0002419	Np006G353580, Np006G347200	El006G302060
OG0002420	Np006G358600	El006G305970
OG0002420	Np006G358610	El006G305960
OG0002421	Np006G358020	El006G306490
OG0002421	Np004G251080	El002G090990
OG0002422	Np003G161230	El007G337560
OG0002422	Np005G278490	El003G157280
OG0002423	Np007G423800	El005G236330
OG0002423	Np003G142510	El001G065800
OG0002424	Np003G142790	El001G065490
OG0002424	Np007G423490	El005G236560
OG0002425	Np007G423420, Np007G423410	El005G236610
OG0002425	Np003G142930	El001G065410
OG0002426	Np007G423350	El005G236680
OG0002426	Np003G143040	El001G065300
OG0002427	Np007G422540	El005G237400
OG0002427	Np003G144260	El001G063900
OG0002428	Np007G421390	El005G238480
OG0002428	Np003G145670	El001G062490
OG0002430	Np007G414380	El005G243730
OG0002430	Np007G414390	El005G243680
OG0002431	Np001G058890	El001G026210
OG0002432	Np006G333820	El006G290540
OG0002432	Np006G333800	El006G290530
OG0002433	Np002G071200	El004G233690
OG0002433	Np004G240420	El002G099940
OG0002435	Np002G080860	El004G225960
OG0002435	Np004G237650	El002G102360, El004G206980
OG0002436	Np004G233460	El002G106230
OG0002436	Np002G074910	El004G230570
OG0002437	Np004G232620	El002G107110, El002G106790
OG0002437	Np002G073930	El004G231310
OG0002438	Np004G232500	El002G107220
OG0002439	Np002G082820	El004G224090
OG0002439	Np004G232070	El002G107610
OG0002440	Np004G189980, Np005G307140	El001G035970
OG0002441	Np004G231070	El002G108260
OG0002441	Np002G084170, Np003G172720	El004G222870
OG0002442	Np004G230110	El002G108880
OG0002443	Np004G226380	El002G111370
OG0002443	Np002G087020	El004G220580
OG0002444	Np002G088710	El004G219550
OG0002444	Np004G208880	El002G111750
OG0002445	Np003G166990	El007G341620
OG0002445	Np005G280670	El003G159010
OG0002446	Np005G277350	El003G156370
OG0002446	Np003G163730	El007G339510
OG0002447	Np005G270010	El003G150140
OG0002447	Np006G363610	El006G313990
OG0002448	Np001G052080	El001G020660
OG0002448	Np004G202650	El002G127920
OG0002449	Np004G244560	El002G096500
OG0002449	Np001G022360	El001G041040
OG0002450	Np001G040930	El003G188190
OG0002450	Np004G251240	El002G090830
OG0002451	Np004G251370	El002G090710
OG0002451	Np006G359060	El006G305440
OG0002452	Np004G252200	El002G089860
OG0002452	Np008G428310, Np006G350360	El006G303300
OG0002453	Np003G186220	El001G003270
OG0002453	Np004G257330	El002G084870
OG0002454	Np004G257340	El002G084860
OG0002454	Np003G186250	El001G003240
OG0002455	Np005G302130, Np003G144230, Np003G144240	El001G063910, El001G063930, El001G063920
OG0002456	Np003G145390	El001G062680
OG0002456	Np003G145560	El001G062570
OG0002458	Np001G057960, Np001G057930	El001G025520
OG0002460	Np003G132870	El001G074710
OG0002460	Np003G154530	El007G333050
OG0002461	Np001G053110	El001G021600, El001G021590
OG0002462	Np002G076370	El004G229430
OG0002462	Np004G234520	El002G105270
OG0002463	Np004G234910	El002G104950
OG0002464	Np002G079350	El004G226900
OG0002465	Np004G240950	El002G099440
OG0002466	Np004G191820	El002G139820
OG0002467	Np004G192320	El005G250560
OG0002468	Np004G193420	El002G138520, El002G138640
OG0002469	Np005G301260	El003G171620
OG0002469	Np007G391620	El005G253690
OG0002470	Np007G392600	El005G254370
OG0002470	Np004G199740	El002G131670
OG0002471	Np007G392840	El005G254560
OG0002472	Np007G393040	El005G254680
OG0002472	Np004G199480	El002G132000
OG0002473	Np007G393530	El005G254990
OG0002473	Np004G199260	El002G132280
OG0002474	Np005G304050	El003G174200
OG0002474	Np007G383310	El005G261440
OG0002475	Np005G305090	El003G174970
OG0002475	Np007G384030	El005G263640
OG0002477	Np005G276250	El003G155310
OG0002478	Np007G404780	El005G251420
OG0002478	Np004G193300	El002G138420
OG0002479	Np006G341690	El006G296500
OG0002480	Np006G331070	El006G288700
OG0002482	Np001G033140, Np001G033130	El007G366310
OG0002483	Np004G190850	El002G140670
OG0002485	Np001G013990	El001G051370
OG0002490	Np007G395970	El006G320490
OG0002494	Np007G371610	El005G279490
OG0002494	Np005G276740	El003G155770
OG0002496	Np006G370130	El006G320630
OG0002497	Np005G271710	El003G151460
OG0002498	Np005G271620	El003G151370
OG0002498	Np006G365470	El006G316700
OG0002499	Np003G150290	El001G058250
OG0002500	Np005G264460, Np007G378280	El005G272750
OG0002502	Np006G340770	El006G295840
OG0002503	Np002G105110	El004G210050
OG0002504	Np004G249190	El002G092800
OG0002505	Np004G248490	El002G093310
OG0002505	Np002G114670	El004G202180
OG0002506	Np002G115760, Np003G171450	El004G201320
