Orthogroup	Noccaea_praecox	Aethionema_saxatile
OG0001590	Np001G002640, Np001G002670	As006G143440, As005G118810
OG0001591	Np004G257510, Np003G186590	As006G123270
OG0001592	Np004G257160	As008G197260
OG0001592	Np003G185940	As006G123590, As006G123580
OG0001593	Np006G345250, Np009G431960	As006G125280
OG0001593	Np004G255830	As008G196140
OG0001594	Np006G356680, Np006G356670	As006G126140
OG0001595	Np007G422440, Np007G422470	As006G136270, As006G136260, As006G136250
OG0001596	Np003G145610	As009G204010
OG0001597	Np001G014120, Np007G417910	As009G205500, As006G139340
OG0001598	Np007G417310	As006G139870
OG0001598	Np003G146730	As009G204700
OG0001599	Np001G017870, Np007G415240	As006G141340, As006G141350
OG0001600	Np006G338890, Np001G055250	As006G145110
OG0001601	Np004G238200	As007G154270
OG0001601	Np002G081450	As010G240560
OG0001602	Np004G233810, Np004G233840, Np002G075210	As007G157510
OG0001603	Np002G084830	As010G233600
OG0001603	Np004G230530	As007G159420
OG0001604	Np004G230460	As007G159450
OG0001605	Np004G230410, Np004G230430	As007G159480
OG0001605	Np002G085170	As010G233470
OG0001606	Np006G366890	As007G179370
OG0001606	Np006G366910	As007G179310, As007G179300, As007G179340, As007G179380
OG0001607	Np004G245130, Np002G121350	As008G184640
OG0001608	Np004G247180	As008G186120, As008G186140
OG0001609	Np003G146940	As009G204900
OG0001609	Np004G257140	As008G197240
OG0001610	Np007G411510, Np003G129430	As009G214300
OG0001611	Np002G078160, Np005G274720	As010G238260
OG0001612	Np007G407780	As011G245190
OG0001613	Np004G193520	As012G270010
OG0001613	Np007G404250	As011G247430
OG0001614	Np004G195670	As012G271870
OG0001614	Np007G380800	As011G253200
OG0001615	Np007G385340	As011G261220
OG0001616	Np007G375760, Np005G266550	As011G264510
OG0001617	Np007G373280, Np005G274790	As011G266230
OG0001618	Np004G190210	As012G267820
OG0001619	Np001G055240, Np006G339050, Np006G338940	As012G276530
OG0001642	Np007G378890, Np005G295130	As011G262450
OG0001642	Np005G264100	As001G012500
OG0001643	Np007G377020	As011G263530
OG0001643	Np005G265580	As001G014740
OG0001644	Np002G116600	As001G021040
OG0001644	Np004G247910	As008G186840
OG0001645	Np005G319280, Np002G102860	As001G024450
OG0001646	Np001G022590	As001G025330
OG0001646	Np004G244480	As008G184320
OG0001647	Np005G318430	As005G112760
OG0001647	Np001G021340	As001G026040
OG0001648	Np005G318250	As004G097600
OG0001648	Np001G021030	As001G026180
OG0001649	Np005G316060	As004G078610
OG0001649	Np001G019480	As001G027380
OG0001650	Np001G018580	As001G028040
OG0001650	Np005G314550	As004G078090
OG0001651	Np005G279490	As002G032930
OG0001651	Np003G157340	As002G048310
OG0001652	Np007G413630	As002G034080
OG0001652	Np003G126080	As005G107010
OG0001653	Np007G412860	As002G034830
OG0001653	Np003G175770	As004G080660
OG0001654	Np003G127760	As005G108360
OG0001654	Np007G412770	As002G034960
OG0001655	Np003G130530	As009G213200
OG0001655	Np007G410900	As002G036620
OG0001656	Np007G409020	As002G039040
OG0001657	Np005G278580	As006G132670
OG0001657	Np003G160930	As002G046680
OG0001658	Np003G160430, Np005G278720	As002G047020
OG0001659	Np003G133370, Np003G133360	As002G055320
OG0001660	Np005G288390	As003G058550
OG0001660	Np001G039420	As004G086970
OG0001661	Np003G181800	As004G084980
OG0001662	Np005G284650	As003G060900
OG0001662	Np003G181600	As004G084850
OG0001663	Np003G177890	As003G062880, As004G083340
OG0001663	Np004G231330	As007G158950
OG0001664	Np006G341760	As012G275120
OG0001664	Np004G213760	As003G070920
OG0001665	Np006G341610	As012G274990
OG0001666	Np005G267380, Np006G327460	As003G072130
OG0001666	Np007G375480	As011G264730
OG0001667	Np006G367550	As007G179670
OG0001667	Np005G269120	As003G073520
OG0001668	Np005G269510	As003G073870
OG0001668	Np006G367940	As007G179790
OG0001669	Np006G369260	As007G180470
OG0001669	Np005G261900	As003G074980
OG0001670	Np006G370900	As007G181810
OG0001671	Np003G175970	As004G080500
OG0001672	Np004G210560	As009G214760
OG0001673	Np005G310310	As004G092150, As011G259110
OG0001674	Np004G202350, Np004G202270, Np005G305920, Np005G305910	As004G095240
OG0001675	Np006G322030	As005G100000
OG0001676	Np006G325540	As005G102620
OG0001677	Np001G064640	As012G285380
OG0001677	Np006G327250	As005G104070
OG0001678	Np001G063730	As012G285040
OG0001678	Np006G327920	As005G104530
OG0001679	Np001G063400	As012G284790
OG0001679	Np006G328340	As005G104840
OG0001680	Np002G093320, Np005G296520, Np002G097090	As005G108210
OG0001681	Np001G000840	As005G120190
OG0001681	Np001G052450	As010G220710
OG0001682	Np003G185720	As006G123800
OG0001682	Np004G257000	As008G197100
OG0001683	Np004G256260	As008G196540
OG0001683	Np001G040530	As006G124600
OG0001684	Np001G041440	As006G125200
OG0001684	Np004G255890	As008G196190
OG0001685	Np004G255860	As008G196160
OG0001685	Np001G041450	As006G125210
OG0001686	Np004G255770	As008G196070
OG0001687	Np006G357700	As006G125460
OG0001688	Np004G253580	As008G193980
OG0001688	Np006G354740, Np006G348180	As006G127480
OG0001689	Np004G253050	As006G127840
OG0001689	Np006G346950, Np006G353900, Np006G353870	As008G193490
OG0001690	Np006G353160, Np006G347630	As006G128090
OG0001690	Np004G252780	As008G193250
OG0001691	Np004G252540	As008G193060
OG0001691	Np006G352330	As006G128380
OG0001692	Np006G352020	As006G128520
OG0001693	Np004G251920	As008G192240
OG0001694	Np003G144100	As009G202860
OG0001694	Np007G422650	As006G136060
OG0001695	Np004G250640	As008G190150
OG0001695	Np007G420500	As006G137700
OG0001696	Np007G419380	As009G206860, As006G138230
OG0001697	Np007G416610	As006G140340
OG0001697	Np001G016450	As009G207580
OG0001698	Np006G332850	As006G143090
OG0001698	Np001G059710	As012G282250
OG0001699	Np001G056390	As012G277290
OG0001699	Np006G337380, Np006G337370, Np006G337360	As006G146140
OG0001700	Np002G072430	As010G242590
OG0001700	Np002G115790, Np004G239740	As007G152930
OG0001701	Np004G235100	As007G156550
OG0001701	Np002G076900	As010G237360
OG0001702	Np002G075530	As010G236450
OG0001702	Np004G234040	As007G157320
OG0001703	Np004G233260, Np004G231600	As007G157920
OG0001703	Np002G074640	As010G235780
OG0001704	Np004G231280	As007G158980
OG0001704	Np002G083700	As010G234260
OG0001705	Np004G230650, Np002G084680	As007G159350
OG0001706	Np004G210080	As010G227390
OG0001707	Np004G213090	As008G182520
OG0001708	Np001G014100, Np007G417890	As009G205470
OG0001709	Np001G006800	As009G219330
OG0001709	Np001G048040	As010G223090
OG0001710	Np002G075650	As010G236530
OG0001711	Np007G391300	As011G248830
OG0001711	Np005G302040	As012G274730
OG0001712	Np004G198010	As012G272750
OG0001712	Np007G395800	As011G251230
OG0001713	Np004G197330	As012G272600
OG0001713	Np007G396480	As011G251610
OG0001714	Np001G028130, Np004G196200	As011G252860
OG0001715	Np007G387240, Np007G387210, Np007G387180, Np007G386910	As011G256690
OG0001730	Np005G276620	As001G000160
OG0001731	Np005G274190	As001G002090
OG0001731	Np005G274200	As001G002080
OG0001732	Np005G274050, Np007G373910	As001G002180
OG0001733	Np005G273130	As001G002610
OG0001733	Np006G366520	As007G178980
OG0001734	Np005G272630	As001G003070
OG0001734	Np006G366270	As001G003060
OG0001735	Np007G378900	As011G262440
OG0001735	Np005G264090	As001G012490
OG0001736	Np005G266320	As001G015660
OG0001737	Np006G341000	As004G078750
OG0001737	Np004G215060	As001G015720
OG0001738	Np004G205290	As001G016990, As004G079600
OG0001739	Np002G112490	As001G019330
OG0001740	Np002G113530	As001G019770
OG0001740	Np004G248910	As008G187740
OG0001741	Np004G248420, Np002G114540	As001G020250
OG0001742	Np002G116050	As001G020840
OG0001742	Np007G389910, Np007G387960	As011G257950, As011G257920, As011G257860
OG0001743	Np004G247400	As001G021590
OG0001743	Np002G117760	As008G186310
OG0001744	Np005G318770, Np001G021690	As001G025880
OG0001745	Np001G020820	As001G026390
OG0001745	Np005G317950	As004G097440
OG0001746	Np001G019800	As004G096870, As001G027100, As001G027120
OG0001747	Np001G018630	As001G027980, As001G027730, As008G195410
OG0001748	Np005G313360	As004G077690
OG0001748	Np002G093470	As001G028450
OG0001749	Np002G124090	As001G030640
OG0001749	Np005G320020	As004G098210
OG0001750	Np005G319050	As004G097820
OG0001750	Np002G122580	As001G031300
OG0001751	Np007G409920	As002G037600
OG0001751	Np003G132010	As009G212190
OG0001752	Np001G049430	As002G038710
OG0001753	Np007G409140	As002G038810
OG0001753	Np003G132650	As009G211390
OG0001754	Np003G170310, Np005G281210	As002G042850
OG0001755	Np005G280280, Np003G165340	As007G165920, As002G044370
OG0001756	Np003G164750, Np005G277180	As002G045020
OG0001757	Np005G278990	As006G134330
OG0001758	Np003G147410, Np003G139500	As002G050810
OG0001759	Np003G134160, Np001G009600, Np001G009610	As002G054860
OG0001760	Np005G294470	As003G055950
OG0001760	Np001G033190	As004G089920
OG0001761	Np001G036280	As004G088340
OG0001762	Np005G290520	As003G057400
OG0001762	Np001G036940	As004G088150
OG0001763	Np005G288850, Np004G202330, Np004G202290	As003G058120
OG0001764	Np003G183210	As004G085570
OG0001764	Np005G285830	As003G060240
OG0001765	Np003G180200, Np003G180190, Np003G180240, Np003G180250	As003G061750
OG0001766	Np003G178390	As004G083700
OG0001766	Np004G206110	As003G062580
OG0001767	Np002G083260	As010G234740
OG0001767	Np004G208830	As003G063410
OG0001768	Np006G344920, Np009G432460, Np004G210870	As004G081770, As003G068330
OG0001769	Np007G375260	As011G264820
OG0001769	Np005G267600	As003G072320
OG0001770	Np005G269590, Np001G002310	As003G073930
OG0001770	Np001G051030	As010G221370
OG0001771	Np006G368340	As007G179930
OG0001772	Np005G260420	As003G076250
OG0001773	Np003G165860, Np006G342470	As004G081020
OG0001774	Np004G210480	As004G082040
OG0001775	Np005G286190, Np003G183540	As004G085690
OG0001776	Np001G037940, Np001G038000	As004G087730
OG0001777	Np003G187250, Np005G317550	As004G097230
OG0001778	Np006G321000, Np001G069230	As005G099210
OG0001779	Np001G069100	As012G288510
OG0001779	Np006G321100	As005G099320
OG0001780	Np006G324820	As005G102040
OG0001780	Np001G066310	As012G286670
OG0001781	Np001G065490	As012G286010
OG0001781	Np006G325770	As005G102880
OG0001782	Np006G327600	As005G104290
OG0001784	Np001G002190	As005G119200
OG0001784	Np001G051070	As010G221340
OG0001785	Np003G189380	As006G121560
OG0001785	Np004G259160	As008G198980
OG0001786	Np004G258870	As008G198930
OG0001786	Np003G188530	As006G122000
OG0001787	Np003G187300	As006G122800
OG0001787	Np004G258080	As008G197950
OG0001788	Np003G186980, Np004G257760	As006G123000
OG0001790	Np006G355090	As006G127300
OG0001791	Np006G354120, Np006G348870	As006G127700
OG0001792	Np006G352460	As006G128330
OG0001792	Np004G252600	As008G193120
OG0001793	Np004G252370	As008G193020
OG0001793	Np006G352110	As006G128540
OG0001794	Np004G252130	As008G192750
OG0001794	Np006G360570	As006G128910
OG0001795	Np007G423330	As006G135530, As009G201960
OG0001796	Np007G422580	As006G136170
OG0001796	Np003G144360	As009G203040
OG0001797	Np003G144950	As009G203550
OG0001797	Np007G421990	As006G136600
OG0001798	Np001G013890	As009G205220
OG0001798	Np007G417790	As006G139450
OG0001799	Np001G014900	As009G206190
OG0001799	Np007G417780	As006G139460
OG0001800	Np007G417190	As006G140000
OG0001800	Np003G146440	As009G204500
OG0001801	Np001G017020	As009G208280
OG0001801	Np007G416170	As006G140650
OG0001802	Np002G094350	As006G142180
OG0001803	Np006G339150	As006G145030
OG0001803	Np001G055180	As012G276500
OG0001804	Np002G071700	As010G243090
OG0001804	Np004G240080	As007G152670
OG0001805	Np002G072880	As010G242220
OG0001805	Np004G239360	As007G153250
OG0001806	Np002G082600	As010G241430
OG0001806	Np004G238870	As007G153740
OG0001807	Np006G340010, Np004G236050	As007G155820
OG0001808	Np002G076980	As010G237420
OG0001808	Np004G235180	As007G156490
OG0001809	Np002G085830	As010G233120
OG0001809	Np004G228720	As007G160050
OG0001810	Np004G225970	As007G160680
OG0001811	Np002G089830, Np004G209420	As007G161490
OG0001812	Np004G209570	As007G161600
OG0001814	Np006G370070	As007G180770
OG0001815	Np003G146450	As009G204510
OG0001816	Np001G015210	As009G206600
OG0001817	Np003G130610, Np007G410730, Np007G410690	As009G213110
OG0001818	Np001G050340	As010G221840
OG0001818	Np001G011780	As009G216230
OG0001819	Np001G000730, Np001G052540	As010G220640
OG0001820	Np001G049440, Np001G049450	As010G222410
OG0001821	Np004G194440	As012G270690
OG0001821	Np007G390210	As011G248150
OG0001822	Np007G381380	As011G253570
OG0001822	Np004G195050	As012G271070
OG0001823	Np007G372170, Np002G121170	As011G267030
OG0001824	Np006G337060, Np001G056550	As012G277520
OG0001825	Np001G059530, Np001G050230	As012G282110
OG0001826	Np001G061240	As012G283200
OG0001827	Np001G061470	As012G283480, As012G283450
OG0001828	Np006G325480, Np001G065640	As012G286120
OG0001844	Np005G275330	As001G001080
OG0001844	Np007G372860, Np001G036480	As011G266470
OG0001845	Np005G273300	As001G002450, As001G002440
OG0001846	Np007G376270	As011G264180
OG0001846	Np005G266100	As001G015540
OG0001847	Np005G298220	As001G017560
OG0001847	Np005G298250	As001G017570
OG0001848	Np002G115130	As001G020410
OG0001848	Np004G248290	As008G187140
OG0001849	Np002G117920	As001G021660
OG0001850	Np001G021550, Np001G021450	As001G025970
OG0001850	Np005G318560	As005G112810
OG0001851	Np005G318090, Np001G020880	As001G026330, As004G097510
OG0001852	Np005G315730	As004G078430
OG0001852	Np001G019170	As001G027590
OG0001853	Np001G021140	As001G028700
OG0001854	Np002G097050	As001G029220, As001G029200, As001G029210, As012G276250
OG0001855	Np002G098370, Np002G075670, Np005G288360	As001G029430
OG0001856	Np002G119990	As001G032090
OG0001856	Np004G245860	As008G185290
OG0001857	Np005G279740	As002G032760
OG0001857	Np003G156570	As002G048690
OG0001858	Np003G128660	As005G109210
OG0001858	Np007G412020	As002G035530
OG0001859	Np007G411690	As002G035950
OG0001859	Np003G129150	As009G214550
OG0001860	Np003G130620	As009G213100
OG0001861	Np007G410540	As002G037140
OG0001861	Np003G130970	As009G212960
OG0001862	Np003G132130	As009G211910
OG0001862	Np007G409780	As002G046460, As002G037820
OG0001863	Np005G281050	As007G164570
OG0001864	Np003G163070, Np005G278250	As002G046260
OG0001865	Np003G163370	As002G046430
OG0001865	Np005G278380	As006G132520
OG0001866	Np003G160970	As002G046650
OG0001866	Np005G278560	As006G132650
OG0001867	Np003G155940, Np005G280140	As002G049160
OG0001868	Np003G147520, Np003G138960	As002G051160, As005G109830
OG0001869	Np001G002860	As005G118670
OG0001869	Np003G136860	As002G052660
OG0001870	Np001G003110	As002G052840
OG0001870	Np003G136760	As005G118470
OG0001871	Np001G003380	As005G118300
OG0001871	Np003G136290	As002G053270
OG0001872	Np003G136150	As002G053430
OG0001873	Np003G135740	As004G079370, As010G237170, As002G053740
OG0001874	Np003G135240	As002G054100
OG0001875	Np003G134370	As002G054680
OG0001875	Np001G010090	As009G217400
OG0001876	Np001G009710, Np003G134180	As002G054840
OG0001877	Np001G008810, Np003G133350	As002G055330
OG0001878	Np005G294730	As003G055820
OG0001878	Np005G303940	As004G091220
OG0001879	Np005G292990, Np005G292970	As004G089290, As003G056220
OG0001879	Np001G034480	As003G056320, As012G271310
OG0001880	Np001G035570	As004G088810
OG0001880	Np005G292190, Np005G292180	As003G056580, As003G056590
OG0001881	Np005G287190, Np005G287230, Np005G287260	As010G228130, As003G064030, As003G058940
OG0001882	Np003G184040	As004G086070
OG0001882	Np005G286870	As003G059590
OG0001883	Np003G183770	As004G085890
OG0001883	Np005G286420	As003G059860
OG0001884	Np004G241190	As007G151870
OG0001884	Np001G054300	As003G060870
OG0001885	Np004G206090	As003G062560
OG0001885	Np003G178400	As004G083710
OG0001886	Np004G204560	As003G063880
OG0001886	Np003G176930, Np003G176850	As004G080230
OG0001887	Np003G175610, Np004G204940	As003G064240
OG0001888	Np004G211960	As003G069790, As004G081190
OG0001889	Np007G374640	As011G265390
OG0001889	Np005G268230	As003G072760, As003G072740
OG0001890	Np005G262640	As003G074350
OG0001891	Np005G279920, Np004G247970	As004G079520
OG0001892	Np001G041790, Np004G210540	As004G082000
OG0001893	Np003G178480, Np003G178470	As004G083760, As004G083800
OG0001894	Np006G332750, Np003G183190	As006G143010, As004G085550
OG0001895	Np001G017000, Np005G307710, Np005G308100	As004G091210
OG0001896	Np005G307740	As004G093180
OG0001896	Np007G415460	As006G141160
OG0001897	Np007G385590	As011G255780
OG0001898	Np007G383600	As011G254720
OG0001898	Np005G304280	As004G095870
OG0001899	Np007G389020, Np007G382610	As011G254110
OG0001900	Np005G320000	As004G098200
OG0001901	Np004G199670	As005G099020
OG0001901	Np001G069110	As012G288710
OG0001902	Np001G068300	As012G288050
OG0001902	Np006G322050	As005G100030
OG0001903	Np001G066440	As012G286750
OG0001903	Np006G324720	As005G101970
OG0001904	Np006G324830	As012G286660, As005G102050
OG0001905	Np001G065210	As012G285960
OG0001906	Np001G064630	As012G285370
OG0001906	Np006G327270	As005G104090
OG0001907	Np001G048530	As010G222720
OG0001907	Np001G006140	As005G116190
OG0001908	Np001G018920, Np001G018930	As009G208110, As005G116440, As005G116410, As005G116450
OG0001909	Np003G187490	As006G122730
OG0001909	Np004G257870	As008G198070
OG0001910	Np003G185140	As006G124200
OG0001910	Np004G256740	As008G196870
OG0001911	Np001G041330	As006G125080
OG0001911	Np004G255920	As008G196240
OG0001912	Np006G355970	As006G126470
OG0001912	Np004G254460	As008G194820
OG0001913	Np004G254170	As008G194510
OG0001913	Np006G355510	As006G127010
OG0001914	Np006G355160	As006G127230
OG0001915	Np006G354800, Np006G348100	As006G127440
OG0001915	Np004G253590	As008G194000
OG0001916	Np006G350170, Np008G428180	As006G128760
OG0001917	Np006G359760	As006G129560
OG0001918	Np006G361690, Np006G362350, Np006G362360	As006G131460, As006G131480
