Orthogroup	Alyssum_gmelinii	Erysimum_linariifolium
OG0004483	Ag004G345780	El004G221790
OG0004484	Ag004G381010	El007G341300
OG0004485	Ag004G390800	El001G038620, El001G031210
OG0004488	Ag007G612110	El001G068040
OG0004498	Ag003G253800	El003G155670
OG0004499	Ag003G254590	El003G155350
OG0004500	Ag003G255870	El003G154930
OG0004501	Ag003G259780	El003G153190
OG0004502	Ag008G702340	El007G334380
OG0004503	Ag003G261410	El003G152850
OG0004504	Ag005G436480, Ag003G266120, Ag003G265330	El006G317890, El003G152560
OG0004505	Ag003G264230, Ag003G262810	El003G152430
OG0004506	Ag003G266740	El003G150400
OG0004508	Ag003G271130	El003G151130
OG0004509	Ag003G273170	El003G150690
OG0004510	Ag003G273190	El006G314730
OG0004511	Ag003G277410	El003G149680
OG0004512	Ag003G281550	El003G148090
OG0004513	Ag003G281950	El003G147980
OG0004514	Ag004G392710, Ag008G724780, Ag008G724790, Ag002G195080, Ag001G101780	El003G170740
OG0004515	Ag004G370060	El004G201720
OG0004516	Ag004G375500	El004G199600
OG0004516	Ag004G313440, Ag004G313430	El002G094450
OG0004517	Ag002G205800, Ag003G209620, Ag008G733100	El004G233620
OG0004518	Ag006G542070, Ag006G547020, Ag006G515140	El003G161370
OG0004519	Ag008G658140, Ag008G659290	El001G036400
OG0004520	Ag001G005090	El002G112160
OG0004521	Ag008G665000	El001G040010
OG0004522	Ag008G673270	El001G043110
OG0004525	Ag004G364020	El004G212600
OG0004526	Ag004G315830	El002G095910
OG0004527	Ag005G470960	El005G248400
OG0004529	Ag005G471420	El005G248100
OG0004530	Ag008G710040	El007G331150
OG0004531	Ag008G696550	El007G336270
OG0004532	Ag008G698230	El007G335950
OG0004533	Ag008G699890	El007G335280
OG0004534	Ag008G700050, Ag001G097530	El007G335160
OG0004535	Ag008G703320, Ag008G703300	El007G334130, El007G334140
OG0004536	Ag008G704590, Ag008G701490	El007G333660
OG0004537	Ag005G466560, Ag005G466490, Ag005G466530, Ag007G644640	El006G317850
OG0004538	Ag007G609920	El001G068880
OG0004539	Ag007G609480	El001G069100
OG0004540	Ag007G608950	El001G069480
OG0004541	Ag007G608380	El001G069640
OG0004542	Ag007G606470	El001G070540
OG0004543	Ag007G605470	El001G071250
OG0004544	Ag007G604460	El001G071700
OG0004545	Ag007G602030	El001G072870
OG0004546	Ag007G600700	El001G073720
OG0004547	Ag006G508430	El001G074330
OG0004550	Ag006G572120	El003G167030
OG0004551	Ag006G552150	El003G162930, El001G006140
OG0004552	Ag006G548400, Ag006G546230	El003G161560
OG0004553	Ag006G545950, Ag006G548610	El003G161540
OG0004554	Ag006G544120, Ag006G543400	El003G160800
OG0004556	Ag002G104570, Ag002G104540	El002G124610
OG0004557	Ag007G584510, Ag007G584520	El002G128820
OG0004558	Ag007G583670	El002G113750
OG0004559	Ag007G583090	El002G114250
OG0004560	Ag007G583050	El002G114310
OG0004561	Ag007G581610	El002G115800
OG0004562	Ag007G581000	El002G116250
OG0004563	Ag007G579840	El002G093540, El002G117600
OG0004564	Ag003G285620	El003G146820
OG0004565	Ag003G285830	El003G146720
OG0004566	Ag003G288750	El003G145730
OG0004567	Ag003G294260	El003G143150
OG0004568	Ag008G718310	El003G184170
OG0004569	Ag007G645420	El003G184890
OG0004570	Ag007G648920	El003G189530
OG0004571	Ag002G162300	El001G017140
OG0004572	Ag002G162430	El006G295980
OG0004573	Ag002G120850, Ag002G115520	El007G366010
OG0004574	Ag002G164490	El006G295340
OG0004575	Ag002G158940, Ag007G629050	El006G298210
OG0004577	Ag002G146420	El001G007870
OG0004578	Ag002G132030	El003G164570
OG0004580	Ag008G684720, Ag005G477840, Ag003G226410, Ag002G158130, Ag002G127220	El007G360960
OG0004581	Ag002G108820, Ag002G112850	El007G364510
OG0004582	Ag002G115380, Ag002G121020	El007G366030
OG0004583	Ag006G570680, Ag006G557120, Ag006G557090, Ag006G557080	El003G181520, El003G180050
OG0004584	Ag001G038910	El003G177570
OG0004585	Ag001G037820	El003G175930
OG0004586	Ag005G439340	El005G261010, El005G261020
OG0004588	Ag002G201200, Ag003G222990	El006G283310
OG0004589	Ag005G410880, Ag006G560700, Ag001G021530, Ag001G037040, Ag008G662580, Ag004G364330, Ag002G199810	El006G284070
OG0004590	Ag002G199800	El006G284080
OG0004591	Ag002G199660	El006G284120
OG0004592	Ag002G197110	El006G285430
OG0004593	Ag006G493000	El001G080810
OG0004594	Ag006G495460	El001G079430
OG0004595	Ag008G717580	El001G059340
OG0004596	Ag008G716650	El001G059050
OG0004597	Ag008G715560	El001G058260
OG0004598	Ag008G714170	El001G057610
OG0004599	Ag008G729070	El004G208300, El007G327440
OG0004600	Ag008G730160	El007G326850
OG0004601	Ag008G730760	El007G326390, El004G217300
OG0004602	Ag008G731410	El007G325880
OG0004604	Ag005G426440, Ag008G733050	El007G324640
OG0004606	Ag001G100090	El007G322770
OG0004607	Ag001G067440	El001G021520
OG0004608	Ag008G724170	El007G324930
OG0004609	Ag006G511730	El001G002770
OG0004610	Ag008G723380	El007G359010, El007G359000
OG0004611	Ag007G588600	El006G299030
OG0004612	Ag007G590990	El006G300840
OG0004614	Ag007G597240	El006G307420
OG0004615	Ag007G596940	El006G306690, El004G222880
OG0004616	Ag004G330450, Ag001G100520	El002G100540, El005G235400
OG0004617	Ag001G100720, Ag001G100710	El005G235260, El001G067220
OG0004618	Ag007G613180	El001G067570
OG0004619	Ag001G101050	El005G256840
OG0004620	Ag005G478630	El005G243800
OG0004621	Ag001G091830	El001G045390, El005G237010
OG0004622	Ag005G488350	El005G237240
OG0004624	Ag005G482880	El005G240800
OG0004625	Ag005G482640	El005G240970
OG0004626	Ag005G482350	El005G241150
OG0004627	Ag005G482310	El005G241180
OG0004628	Ag005G481770	El005G241500
OG0004629	Ag005G479760	El005G242670
OG0004630	Ag005G479350	El005G243090
OG0004631	Ag002G147440	El005G243140
OG0004632	Ag005G479130	El005G243330
OG0004633	Ag005G479110	El005G243370
OG0004634	Ag002G187370	El006G289000
OG0004635	Ag002G185850	El006G289330
OG0004636	Ag002G185780	El006G289370
OG0004637	Ag002G185090	El006G289570
OG0004638	Ag002G183090	El006G290110, El003G150010
OG0004639	Ag002G166930	El006G294420
OG0004640	Ag002G167220	El006G294320
OG0004641	Ag002G169170	El006G293680
OG0004642	Ag002G172780	El006G292740
OG0004643	Ag002G177740	El006G291540
OG0004644	Ag004G324100	El002G099960
OG0004645	Ag004G324300	El002G100010
OG0004646	Ag004G328640, Ag004G328650	El002G102000
OG0004647	Ag004G330230	El002G102750
OG0004648	Ag004G333110, Ag004G333020, Ag004G333090	El002G104220
OG0004649	Ag004G336980	El002G105910
OG0004651	Ag003G241980, Ag003G241960	El002G108690
OG0004653	Ag003G242270	El002G108860
OG0004654	Ag003G244320	El002G110250
OG0004656	Ag007G598470	El003G159920
OG0004658	Ag007G585450	El003G158760
OG0004659	Ag006G525390	El006G315560
OG0004660	Ag002G140540, Ag008G712420	El006G316000, El006G316020
OG0004661	Ag004G316110	El002G096050
OG0004662	Ag004G311410	El001G076610, El002G093180
OG0004663	Ag004G310990	El002G092950
OG0004664	Ag008G705580, Ag004G310590	El002G092570
OG0004665	Ag004G310340	El002G092340
OG0004666	Ag004G309410, Ag004G309420	El001G027020, El002G091910
OG0004667	Ag004G309220	El002G091770
OG0004668	Ag004G308640	El002G091240
OG0004669	Ag004G307810	El002G090670
OG0004670	Ag004G306290	El002G089560
OG0004671	Ag004G303080	El002G086960
OG0004672	Ag007G613570	El001G067290
OG0004673	Ag007G622410	El001G064550
OG0004674	Ag007G627760	El001G063020
OG0004675	Ag007G628030	El001G062920
OG0004676	Ag007G630390	El001G062130
OG0004677	Ag007G630230	El001G062040
OG0004678	Ag007G632590	El001G061260
OG0004679	Ag007G635450	El001G050760
OG0004680	Ag005G488400, Ag007G637680	El001G048790
OG0004681	Ag007G641400	El001G047290
OG0004684	Ag001G038820	El007G344020
OG0004684	Ag007G643060	El007G348690
OG0004685	Ag007G612440	El001G067910
OG0004686	Ag007G644780	El007G350990
OG0004687	Ag001G090860	El001G031160, El001G031140, El004G213460
OG0004688	Ag006G503730	El001G075890
OG0004689	Ag006G500350	El001G076940
OG0004690	Ag006G498130	El001G078090
OG0004691	Ag008G720310	El001G052430
OG0004692	Ag008G720370	El001G052530
OG0004693	Ag008G721190	El001G053530
OG0004694	Ag008G724230	El001G056810
OG0004695	Ag008G726800	El007G328760
OG0004696	Ag008G727040, Ag004G328270	El007G328550
OG0004697	Ag008G727170	El007G328410
OG0004698	Ag008G727270	El007G328310
OG0004699	Ag008G727780	El007G328200
OG0004700	Ag002G128920, Ag002G128940, Ag001G039400, Ag001G043890, Ag002G128950, Ag002G139040, Ag008G728510	El007G327770
OG0004701	Ag001G059470, Ag001G059720	El001G021260
OG0004702	Ag008G691180, Ag008G723560	El001G018540
OG0004703	Ag001G056130	El001G018050
OG0004704	Ag001G052830	El006G308430, El006G308480, El006G308530, El006G309390, El006G308400
OG0004705	Ag005G427950	El005G268260
OG0004707	Ag004G349710	El004G220340
OG0004708	Ag004G349120	El004G220520
OG0004709	Ag004G347390	El004G221190
OG0004710	Ag003G241070	El004G223800
OG0004711	Ag003G240220	El004G224150
OG0004712	Ag003G221080	El004G229220
OG0004714	Ag003G225770	El004G228090
OG0004715	Ag003G225810	El002G111790
OG0004716	Ag003G239540, Ag003G239760, Ag001G036540, Ag003G233710	El004G227060
OG0004717	Ag004G329260	El002G102160
OG0004718	Ag003G212160, Ag006G577770	El004G232490
OG0004719	Ag003G210570	El004G233400
OG0004720	Ag003G209600	El004G233710
OG0004721	Ag003G208990	El004G233910
OG0004722	Ag003G208830, Ag004G373130, Ag004G373110	El004G234010
OG0004723	Ag003G208460	El004G234120
OG0004724	Ag003G208450	El004G234130
OG0004725	Ag004G323010	El002G099520
OG0004726	Ag005G470860, Ag005G470850	El005G248460
OG0004727	Ag005G470410	El005G248680
OG0004728	Ag005G469900	El005G249040
OG0004729	Ag005G469120	El005G249420
OG0004730	Ag005G467880	El005G250050
OG0004731	Ag005G464810	El005G251280
OG0004732	Ag005G464550	El005G251440
OG0004733	Ag005G463810, Ag003G217000	El005G251970
OG0004734	Ag005G460000	El005G253570
OG0004735	Ag001G027210	El002G131480
OG0004735	Ag005G458140	El005G254250
OG0004737	Ag005G453530	El005G255910
OG0004738	Ag005G453060	El005G256130
OG0004739	Ag005G452410	El005G256400
OG0004740	Ag005G447620	El005G257460
OG0004741	Ag005G441590	El005G259680
OG0004742	Ag005G438090	El005G261430
OG0004743	Ag005G437890	El005G261470
OG0004744	Ag005G435730	El005G264130
OG0004745	Ag005G435070	El005G264870
OG0004746	Ag005G431630	El005G266900
OG0004748	Ag003G235820, Ag003G235800	El001G079500, El004G225760
OG0004749	Ag005G468980	El005G273750
OG0004750	Ag005G406400	El005G277940
OG0004751	Ag005G403370	El005G278800
OG0004752	Ag001G000950, Ag001G000940, Ag001G000930	El002G140970
OG0004753	Ag001G004950, Ag006G503050	El003G192110
OG0004754	Ag001G014620	El002G134730
OG0004756	Ag001G024690	El002G132320
OG0004757	Ag005G432880	El005G265310
OG0004758	Ag008G661850	El001G038130
OG0004759	Ag001G074750	El001G024920
OG0004760	Ag001G066970	El001G021800
OG0004761	Ag001G066730, Ag001G066830	El001G021870
OG0004762	Ag001G019170, Ag001G018910, Ag001G019390, Ag001G019260, Ag001G019300, Ag001G019420	El005G271340, El006G311350
OG0004763	Ag001G078980	El001G026580
OG0004764	Ag001G080880	El001G027480
OG0004765	Ag001G082000	El001G027960
OG0004766	Ag001G082930	El001G028160
OG0004767	Ag001G084620	El001G028840
OG0004768	Ag001G085250	El001G029110
OG0004769	Ag001G085680	El001G029370
OG0004770	Ag002G194830, Ag001G098710	El006G308410, El001G051710
OG0004771	Ag001G094500, Ag001G094470	El001G033370
OG0004772	Ag001G101670	El003G170660, El003G170670
OG0004773	Ag002G116730	El006G316970
OG0004773	Ag002G116750	El050G375370
OG0004773	Ag002G103520	El007G362910
OG0004774	Ag002G159300	El028G373670
OG0004775	Ag003G215670, Ag007G637350, Ag003G215790	El004G230990, El004G230980
OG0004776	Ag004G310580	El002G092560
OG0004777	Ag004G314660, Ag004G314650	El002G095130
OG0004778	Ag004G368160	El007G334980
OG0004779	Ag005G416920	El005G274420
OG0004780	Ag005G432120, Ag005G432270, Ag005G432210	El005G265920
OG0004781	Ag005G447500	El005G257550
OG0004782	Ag005G473130	El005G246970
OG0004785	Ag008G729680, Ag007G621870	El007G326960
OG0004786	Ag008G711500	El007G330690
OG0004801	Ag003G253870	El004G226370
OG0004802	Ag003G253890	El003G155640
OG0004803	Ag003G254000, Ag019G743040	El003G150300
OG0004804	Ag003G254110	El003G155450
OG0004805	Ag003G256410	El003G154630
OG0004806	Ag003G260750	El003G152970
OG0004807	Ag003G266760	El003G152250
OG0004808	Ag003G271090	El003G151150
OG0004809	Ag003G271430	El003G151070
OG0004810	Ag006G533300	El007G345280
OG0004811	Ag003G278020	El003G149840
OG0004812	Ag003G278220	El003G149980
OG0004813	Ag003G277330	El003G149640
OG0004814	Ag003G280380	El003G148370
OG0004815	Ag003G282400	El003G147720
OG0004817	Ag001G101740	El003G170710
OG0004818	Ag001G101790	El003G170750
OG0004819	Ag001G102000	El003G171190
OG0004821	Ag004G309200	El002G091740
OG0004822	Ag004G313530	El002G094510
OG0004822	Ag004G375510	El004G199590
OG0004823	Ag004G376200	El004G199430
OG0004824	Ag004G382650	El001G036130, El001G042550
OG0004826	Ag008G660410	El001G037290
OG0004827	Ag008G665490	El001G040140
OG0004828	Ag007G598890, Ag002G169480	El001G040930, El001G043990
OG0004829	Ag008G667200	El001G041160
OG0004830	Ag007G654150	El003G191710
OG0004831	Ag008G669500	El001G042320
OG0004832	Ag008G670730	El001G042620
OG0004833	Ag001G049110, Ag010G739240	El001G044950
OG0004834	Ag008G672570	El001G044970
OG0004835	Ag006G552840	El001G045100
OG0004838	Ag008G674140	El001G046530
OG0004839	Ag001G089100	El001G046590, El001G046960, El002G123830
OG0004840	Ag002G105660, Ag004G400850, Ag004G400870, Ag004G400820, Ag001G073040, Ag003G235750, Ag004G358530	El004G215790
OG0004842	Ag004G381850	El004G197100
OG0004842	Ag004G315880	El002G095940
OG0004844	Ag002G190260	El006G288080
OG0004845	Ag005G477630	El005G244530
OG0004846	Ag006G497450	El001G078330
OG0004847	Ag005G475290	El005G245900
OG0004848	Ag005G472700	El005G247250
OG0004849	Ag005G471440	El005G248080
OG0004850	Ag008G676530	El007G342950
OG0004851	Ag001G033590	El007G342870
OG0004852	Ag001G065500	El007G341820
OG0004853	Ag008G681860	El007G341330
OG0004855	Ag008G684530	El007G340560
OG0004857	Ag008G687710	El007G338860
OG0004858	Ag008G693570	El007G337700
OG0004860	Ag008G701680	El007G334870
OG0004861	Ag008G704220	El006G299380, El008G369820, El007G343880, El007G333860
OG0004862	Ag008G705200, Ag006G570730	El007G333480
OG0004863	Ag007G611510	El001G068370
OG0004864	Ag007G611280	El001G068490
OG0004865	Ag007G610810	El001G068550
OG0004866	Ag007G610760	El001G068560
OG0004867	Ag007G607420	El001G070230
OG0004868	Ag007G619030	El001G065820
OG0004869	Ag007G606300, Ag004G401380	El001G070610
OG0004870	Ag007G605040	El001G071440
OG0004872	Ag007G602270	El001G072640
OG0004873	Ag006G577450	El003G169410
OG0004874	Ag002G117610	El007G365420
OG0004875	Ag006G575650	El003G168560
OG0004876	Ag002G109300, Ag002G113280	El007G364890
OG0004877	Ag006G573670	El003G167520
OG0004878	Ag006G572600	El003G167430
OG0004879	Ag006G571140	El003G166570
OG0004880	Ag006G559350	El003G165820
OG0004881	Ag006G569770, Ag006G560800	El003G165570
OG0004882	Ag006G561580	El003G165320
OG0004883	Ag006G563780, Ag006G563760	El003G164940
OG0004884	Ag006G565180	El003G164620
OG0004885	Ag008G719570	El001G060890, El001G060880, El001G060900
OG0004886	Ag006G566910	El003G164140
OG0004887	Ag006G567130	El003G164100
OG0004888	Ag003G233100	El003G163200
OG0004889	Ag006G550710	El003G162520
OG0004890	Ag006G546520, Ag006G548170	El003G161740
OG0004891	Ag006G543160, Ag006G544420	El003G161090
OG0004892	Ag006G543890, Ag006G543620	El003G160750
OG0004892	Ag006G554500	El003G160760
OG0004894	Ag007G584900	El002G129980
OG0004895	Ag007G583900	El002G113590
OG0004896	Ag007G583630	El002G113790
OG0004897	Ag007G583400	El002G113910
OG0004898	Ag007G580820	El002G116530
OG0004899	Ag006G496970	El001G051490, El001G078620
OG0004900	Ag003G289280	El003G145450
OG0004901	Ag003G291320	El003G144510
OG0004902	Ag003G291990	El003G144340
OG0004906	Ag002G131970	El001G004910
OG0004907	Ag002G130120	El001G004540
OG0004908	Ag004G353130, Ag002G125100	El007G361540
OG0004909	Ag002G103860	El007G363310
OG0004910	Ag002G107760, Ag002G111300	El007G364350
OG0004911	Ag002G107860, Ag002G111400, Ag001G088380, Ag001G088340	El007G364360
OG0004912	Ag002G120180	El007G365760
OG0004913	Ag002G123540	El007G366790
OG0004914	Ag002G114250, Ag002G121930	El007G366390
OG0004915	Ag002G123420	El007G366670
OG0004916	Ag005G427560	El005G268600
OG0004918	Ag001G034530	El003G173990, El003G174000
OG0004919	Ag007G655810	El003G192400
OG0004920	Ag008G733840	El007G323990
OG0004921	Ag001G098320	El001G035300
OG0004922	Ag001G097790	El001G034830
OG0004923	Ag002G203110	El006G281870
OG0004924	Ag002G202970	El006G281990, El002G098640
OG0004925	Ag001G094790	El001G033470
OG0004926	Ag002G202820	El006G282110
OG0004927	Ag002G202570	El006G282500
OG0004928	Ag002G202230	El006G282600
OG0004929	Ag002G200170	El006G283930
OG0004930	Ag002G197620, Ag002G103760, Ag002G197670	El006G285240
OG0004931	Ag002G196340	El006G285780
OG0004932	Ag002G196060	El006G285890
OG0004933	Ag002G193990	El006G286670
OG0004934	Ag002G193330	El006G286940
OG0004936	Ag006G493100	El004G204050, El004G204110, El004G204260, El004G204020, El001G080730
OG0004937	Ag006G495680	El001G079270
OG0004938	Ag003G266110, Ag003G265320, Ag002G199540	El001G017950, El006G284180
OG0004939	Ag006G497240	El001G078500
OG0004940	Ag008G718230	El001G059940
OG0004941	Ag008G719000	El001G060280
OG0004942	Ag008G717650	El001G059410
OG0004943	Ag008G716970	El001G059160
OG0004944	Ag008G716210	El001G058610
OG0004945	Ag008G715140	El001G058190
OG0004946	Ag008G713640	El001G057340
OG0004948	Ag008G710580	El007G330930
OG0004949	Ag008G708560	El007G331800
OG0004950	Ag008G708160	El007G331920
OG0004951	Ag008G707450	El007G332320
OG0004952	Ag008G729120	El007G327380
OG0004952	Ag001G056090	El001G018010
OG0004953	Ag002G203560	El006G281520
OG0004954	Ag008G729540	El007G327090
OG0004955	Ag008G731430	El007G325860
OG0004956	Ag008G732740	El007G324870
OG0004957	Ag008G733170	El004G230410, El007G324550, El001G054980
OG0004958	Ag008G733350	El007G324450
OG0004959	Ag008G733590	El007G324270
OG0004960	Ag008G734090	El007G323810
OG0004961	Ag008G734170	El007G323730
OG0004962	Ag008G734650	El007G323330
OG0004963	Ag008G735120	El007G322840
OG0004964	Ag001G059410, Ag001G059590	El001G021340
OG0004966	Ag007G587000	El007G360000
OG0004967	Ag004G302240	El002G086160
OG0004967	Ag007G587530	El007G359270
OG0004968	Ag007G588100	El006G298490
OG0004969	Ag007G589810, Ag007G589790	El006G299490
OG0004970	Ag007G592230	El006G302050
OG0004971	Ag007G592300	El006G302120
OG0004972	Ag007G592700	El006G302440
OG0004973	Ag007G593680	El006G303100, El006G303110
OG0004974	Ag007G593810	El006G300890, El006G303290, El006G303240
OG0004975	Ag007G595560	El006G305030
OG0004976	Ag007G596290	El006G305920
OG0004977	Ag007G597740	El006G308270
OG0004978	Ag007G613070	El001G067610
OG0004979	Ag005G478670, Ag001G020020, Ag005G415110, Ag002G116250	El005G243760
OG0004980	Ag005G478590	El005G243830
OG0004981	Ag005G490450	El005G235850
OG0004982	Ag005G488540	El005G237080
OG0004983	Ag007G623880	El001G064120
OG0004984	Ag002G147330, Ag007G628350	El005G238270
OG0004985	Ag007G636510	El001G049960
OG0004986	Ag007G634480	El001G051360
OG0004987	Ag007G633840	El001G061020
OG0004988	Ag005G481940	El005G241440
OG0004989	Ag001G083800	El001G028570
OG0004990	Ag005G480520	El005G242310
