Orthogroup	Alyssum_gmelinii	Cardamine_amara
OG0002162	Ag005G433480	evm.model.RL_1.2259.1.687c87ef
OG0002162	Ag005G482200, Ag004G344390	evm.model.RL_1.545
OG0002165	Ag007G611810	evm.model.RL_4.2275.2.687c86d8
OG0002165	Ag005G478780	evm.model.RL_1.766
OG0002166	Ag001G080650	evm.model.RL_7.731
OG0002166	Ag002G186480	evm.model.RL_6.2158
OG0002167	Ag002G181860	evm.model.RL_6.2066
OG0002168	Ag001G064100	evm.model.RL_7.1150
OG0002169	Ag002G177630	evm.model.RL_6.1970
OG0002170	Ag004G324320	evm.model.RL_5.1450
OG0002170	Ag003G210320, Ag003G210410	evm.model.RL_3.2388
OG0002171	Ag004G324650	evm.model.RL_5.1464
OG0002171	Ag003G210910	evm.model.RL_3.2365.1.687c84be
OG0002172	Ag004G324740	evm.model.RL_5.1466
OG0002174	Ag003G228530	evm.model.RL_5.1761, evm.model.RL_3.1909.1.687c84bd
OG0002175	Ag003G220050	evm.model.RL_3.2064
OG0002175	Ag004G335590	evm.model.RL_5.3649
OG0002176	Ag004G339740	evm.model.RL_5.3508
OG0002177	Ag004G341090	evm.model.RL_5.3465
OG0002177	Ag004G343530	evm.model.RL_3.1512
OG0002178	Ag004G344990	evm.model.RL_3.1443
OG0002178	Ag003G242060	evm.model.RL_5.3428
OG0002179	Ag004G355430	evm.model.RL_3.1143
OG0002179	Ag001G006910	evm.model.RL_5.3175
OG0002181	Ag003G281530, Ag003G281610, Ag003G281620, Ag006G509540	evm.model.RL_2.2962
OG0002182	Ag008G725620	evm.model.RL_8.2196
OG0002183	Ag004G318160	evm.model.RL_5.1193
OG0002183	Ag008G665480	evm.model.RL_7.2420
OG0002184	Ag004G314960	evm.model.RL_5.2899, evm.model.RL_7.2187
OG0002185	Ag004G314870	evm.model.RL_5.1061
OG0002185	Ag004G378810	evm.model.RL_3.266
OG0002186	Ag004G373720	evm.model.RL_3.400
OG0002186	Ag004G312920	evm.model.RL_5.958
OG0002187	Ag004G310600	evm.model.RL_5.836
OG0002187	Ag006G534580, Ag005G478770	evm.model.RL_1.767
OG0002188	Ag004G304290, Ag004G304300, Ag004G304280	evm.model.RL_3.287, evm.model.RL_5.414, evm.model.RL_5.415
OG0002189	Ag005G473210	evm.model.RL_1.1044
OG0002189	Ag006G501930	evm.model.RL_4.2943
OG0002190	Ag005G474790	evm.model.RL_1.976
OG0002190	Ag006G499120	evm.model.RL_4.3055
OG0002191	Ag005G443170, Ag005G444380, Ag008G719900	evm.model.RL_1.2010
OG0002192	Ag008G715980, Ag008G715950	evm.model.RL_7.2021, evm.model.RL_4.1509
OG0002194	Ag001G000560	evm.model.RL_5.3982
OG0002194	Ag005G470260	evm.model.RL_1.1196
OG0002195	Ag001G001510	evm.model.RL_5.3933
OG0002196	Ag001G030380, Ag001G031560	evm.model.RL_2.1136
OG0002196	Ag005G460090	evm.model.RL_1.1598
OG0002197	Ag005G457930	evm.model.RL_1.1665
OG0002197	Ag001G026610	evm.model.RL_5.2188
OG0002198	Ag005G456430	evm.model.RL_1.1711.1.687c87ee
OG0002198	Ag001G024720	evm.model.RL_5.2150
OG0002199	Ag005G455920	evm.model.RL_1.1727
OG0002199	Ag001G024580	evm.model.RL_5.2143
OG0002201	Ag005G417000	evm.model.RL_1.2876
OG0002201	Ag008G701480	evm.model.RL_1.2877
OG0002202	Ag003G285290	evm.model.RL_1.2895, evm.model.RL_1.2896, evm.model.RL_1.2897
OG0002203	Ag006G501170	evm.model.RL_4.2978
OG0002203	Ag005G409390	evm.model.RL_1.3058
OG0002206	Ag001G018170	evm.model.RL_5.2060
OG0002206	Ag005G450710	evm.model.RL_1.1833
OG0002207	Ag001G030350, Ag001G031530	evm.model.RL_2.1138
OG0002207	Ag001G031520, Ag001G030340	evm.model.RL_2.1139
OG0002208	Ag001G083460	evm.model.RL_7.665
OG0002209	Ag002G201700	evm.model.RL_6.2679
OG0002209	Ag001G093720	evm.model.RL_7.277
OG0002210	Ag003G273930	evm.model.RL_2.2907
OG0002211	Ag005G403950	evm.model.RL_1.3248, evm.model.RL_1.3247
OG0002219	Ag005G404760	evm.model.RL_1.3156, evm.model.RL_2.2439
OG0002220	Ag003G258300	evm.model.RL_2.2472
OG0002221	Ag005G405720	evm.model.RL_1.3138
OG0002223	Ag003G267520	evm.model.RL_2.2608
OG0002224	Ag003G269840	evm.model.RL_2.2669
OG0002225	Ag003G272230	evm.model.RL_2.2713, evm.model.RL_6.422
OG0002226	Ag003G273570	evm.model.RL_2.2919
OG0002227	Ag005G416210	evm.model.RL_1.2911
OG0002228	Ag002G163270	evm.model.RL_6.1624
OG0002228	Ag007G578180	evm.model.RL_5.2719.3.687c88bd
OG0002229	Ag004G322380	evm.model.RL_5.1356
OG0002230	Ag004G321180	evm.model.RL_5.1316
OG0002230	Ag008G660030	evm.model.RL_7.2621
OG0002231	Ag008G663390	evm.model.RL_7.2473
OG0002231	Ag004G318350, Ag005G435690	evm.model.RL_5.1200.2.687c88b2
OG0002232	Ag008G665600	evm.model.RL_7.2418
OG0002232	Ag004G318230	evm.model.RL_5.1194
OG0002233	Ag005G468410	evm.model.RL_7.2169, evm.model.RL_7.2170
OG0002234	Ag007G649170	evm.model.RL_2.252
OG0002235	Ag004G358150	evm.model.RL_3.1046
OG0002236	Ag007G645560	evm.model.RL_2.487
OG0002237	Ag007G645390	evm.model.RL_2.541
OG0002237	Ag004G360480	evm.model.RL_3.956
OG0002238	Ag004G399800	evm.model.RL_3.55
OG0002239	Ag004G379650	evm.model.RL_3.249
OG0002239	Ag004G315170	evm.model.RL_5.1072
OG0002240	Ag008G701930	evm.model.RL_8.1797
OG0002241	Ag006G491980	evm.model.RL_4.3355
OG0002241	Ag005G478180	evm.model.RL_1.811
OG0002242	Ag005G475860	evm.model.RL_1.926
OG0002242	Ag007G625660, Ag007G654650, Ag003G290480, Ag005G465590, Ag006G497190	evm.model.RL_4.3123
OG0002243	Ag001G010730, Ag008G705470	evm.model.RL_2.1062, evm.model.RL_8.2759
OG0002243	Ag003G207950	evm.model.RL_3.2468
OG0002244	Ag008G728700	evm.model.RL_8.2373
OG0002245	Ag007G586370	evm.model.RL_2.2026
OG0002247	Ag008G681150	evm.model.RL_8.1297
OG0002247	Ag007G585930	evm.model.RL_2.2059
OG0002248	Ag001G057710	evm.model.RL_8.1537
OG0002249	Ag008G694500	evm.model.RL_8.1598
OG0002250	Ag008G696750	evm.model.RL_8.1674
OG0002250	Ag006G518510, Ag006G519690, Ag006G517550	evm.model.RL_2.2176
OG0002251	Ag008G697970	evm.model.RL_8.1705
OG0002252	Ag008G703840	evm.model.RL_8.1834
OG0002253	Ag007G610430	evm.model.RL_4.2315, evm.model.RL_5.3166
OG0002254	Ag008G719560	evm.model.RL_4.1709
OG0002255	Ag008G719800	evm.model.RL_4.1140
OG0002255	Ag007G608860	evm.model.RL_4.2385
OG0002256	Ag002G104780	evm.model.RL_4.273
OG0002256	Ag006G572960	evm.model.RL_2.1459
OG0002257	Ag006G531390, Ag006G553070	evm.model.RL_2.1734
OG0002257	Ag006G553280	evm.model.RL_2.1733
OG0002258	Ag007G579950	evm.model.RL_5.2852.6.687c88be
OG0002259	Ag003G288500	evm.model.RL_2.3156
OG0002259	Ag003G288490	evm.model.RL_2.3155
OG0002260	Ag006G551580	evm.model.RL_2.526, evm.model.RL_2.522
OG0002261	Ag003G289770, Ag003G289730, Ag006G541670, Ag003G289760	evm.model.RL_2.3216
OG0002261	Ag003G289780	evm.model.RL_2.3217
OG0002262	Ag003G290870	evm.model.RL_2.3245
OG0002263	Ag003G293670	evm.model.RL_2.3362
OG0002264	Ag003G296590	evm.model.RL_2.3457
OG0002265	Ag007G648260	evm.model.RL_2.296
OG0002266	Ag002G157450	evm.model.RL_4.632
OG0002266	Ag007G584810	evm.model.RL_5.2268
OG0002267	Ag005G431380	evm.model.RL_1.2306
OG0002268	Ag005G435300	evm.model.RL_1.2226
OG0002269	Ag005G436320	evm.model.RL_1.2199
OG0002271	Ag005G439310	evm.model.RL_1.2128
OG0002271	Ag001G034450	evm.model.RL_2.1037
OG0002272	Ag005G441470	evm.model.RL_2.1085.1.687c86e2
OG0002273	Ag002G201730	evm.model.RL_6.2682
OG0002274	Ag002G199100	evm.model.RL_6.2554
OG0002274	Ag001G092060	evm.model.RL_7.357.1.687c84b4
OG0002275	Ag002G198740	evm.model.RL_6.2539
OG0002276	Ag002G198730	evm.model.RL_6.2538
OG0002276	Ag001G091780	evm.model.RL_7.368
OG0002277	Ag001G085670	evm.model.RL_7.568
OG0002277	Ag002G193390	evm.model.RL_6.2347
OG0002278	Ag001G084770	evm.model.RL_7.625
OG0002278	Ag002G192320	evm.model.RL_6.2301
OG0002279	Ag006G491590	evm.model.RL_4.3383, evm.model.RL_8.1047
OG0002279	Ag005G488000	evm.model.RL_1.240
OG0002280	Ag008G713610	evm.model.RL_4.1433
OG0002281	Ag008G713470	evm.model.RL_7.1850, evm.model.RL_4.1430
OG0002282	Ag008G711540	evm.model.RL_8.2104
OG0002283	Ag008G732880	evm.model.RL_8.2624
OG0002284	Ag004G298240	evm.model.RL_5.15
OG0002284	Ag006G516520	evm.model.RL_8.101
OG0002285	Ag007G586480, Ag004G301270, Ag004G301300	evm.model.RL_5.222
OG0002286	Ag004G301680, Ag004G301690	evm.model.RL_5.242
OG0002286	Ag007G586820	evm.model.RL_4.452
OG0002287	Ag004G304350	evm.model.RL_5.420
OG0002288	Ag007G591530	evm.model.RL_6.1209
OG0002288	Ag004G305300	evm.model.RL_5.479
OG0002289	Ag004G307080, Ag004G307060	evm.model.RL_5.603, evm.model.RL_5.600
OG0002290	Ag007G597340	evm.model.RL_6.800
OG0002290	Ag004G308510	evm.model.RL_5.700
OG0002291	Ag003G277310	evm.model.RL_2.2821
OG0002292	Ag007G614660	evm.model.RL_4.2167
OG0002292	Ag001G100440	evm.model.RL_1.61
OG0002293	Ag005G490090	evm.model.RL_1.118, evm.model.RL_1.166
OG0002294	Ag007G621630	evm.model.RL_4.2015
OG0002294	Ag005G489070	evm.model.RL_1.180
OG0002295	Ag007G622340	evm.model.RL_4.1995
OG0002295	Ag005G488610	evm.model.RL_1.197
OG0002296	Ag005G488370	evm.model.RL_1.217
OG0002297	Ag007G623710	evm.model.RL_4.1960
OG0002298	Ag005G487350	evm.model.RL_1.268
OG0002299	Ag005G483080	evm.model.RL_1.501
OG0002301	Ag005G480660	evm.model.RL_1.636, evm.model.RL_4.879.1.687c86d0
OG0002302	Ag002G170820	evm.model.RL_6.1806
OG0002302	Ag001G072410	evm.model.RL_7.1057
OG0002303	Ag003G208970	evm.model.RL_3.2427
OG0002303	Ag004G323620	evm.model.RL_5.1424
OG0002304	Ag004G324850	evm.model.RL_5.1477
OG0002305	Ag003G211890	evm.model.RL_3.2329.4.687c84be
OG0002305	Ag004G325000	evm.model.RL_5.1489
OG0002306	Ag004G325380	evm.model.RL_5.1509
OG0002306	Ag003G212170	evm.model.RL_3.2308
OG0002307	Ag004G330590	evm.model.RL_5.1709
OG0002307	Ag003G231100	evm.model.RL_3.1859
OG0002308	Ag004G336030	evm.model.RL_5.3635
OG0002308	Ag003G219710	evm.model.RL_3.2077
OG0002309	Ag003G217030	evm.model.RL_3.2163
OG0002310	Ag004G338350	evm.model.RL_5.3561
OG0002310	Ag003G216320	evm.model.RL_3.2175
OG0002311	Ag004G345710	evm.model.RL_3.1423
OG0002312	Ag004G346130	evm.model.RL_3.1410
OG0002313	Ag004G350240	evm.model.RL_3.1297
OG0002314	Ag004G355490	evm.model.RL_3.1139
OG0002315	Ag003G266420, Ag003G265610	evm.model.RL_2.2557
OG0002316	Ag004G309160	evm.model.RL_5.758
OG0002316	Ag004G365020, Ag004G365560	evm.model.RL_3.739
OG0002318	Ag007G579580	evm.model.RL_3.517
OG0002318	Ag001G000390	evm.model.RL_5.3983
OG0002320	Ag004G298470	evm.model.RL_5.40
OG0002321	Ag005G471160	evm.model.RL_1.1151
OG0002321	Ag007G611970	evm.model.RL_4.2270
OG0002322	Ag003G221730, Ag003G221750, Ag006G500230, Ag006G500240, Ag006G500250	evm.model.RL_3.1701, evm.model.RL_3.1677
OG0002324	Ag004G343340	evm.model.RL_3.1523, evm.model.RL_3.1521_evm.model.RL_3.1522
OG0002326	Ag005G469510	evm.model.RL_1.1246
OG0002327	Ag001G004940	evm.model.RL_5.3838
OG0002327	Ag005G465820	evm.model.RL_1.1365
OG0002328	Ag005G462880, Ag005G453820, Ag003G243530	evm.model.RL_1.1496.2.687c87ed
OG0002328	Ag001G008040	evm.model.RL_5.3728
OG0002329	Ag005G455270	evm.model.RL_1.1744
OG0002329	Ag001G024300	evm.model.RL_5.2135
OG0002330	Ag005G454800	evm.model.RL_5.2105
OG0002331	Ag005G442720, Ag005G443960	evm.model.RL_1.2030
OG0002331	Ag001G010930	evm.model.RL_5.1922
OG0002333	Ag003G281670	evm.model.RL_2.2966
OG0002333	Ag005G419110	evm.model.RL_1.2780
OG0002334	Ag005G404260	evm.model.RL_1.3260
OG0002334	Ag002G182150, Ag006G495200, Ag003G253810	evm.model.RL_2.2340
OG0002335	Ag001G009020	evm.model.RL_5.1863
OG0002335	Ag005G461830	evm.model.RL_1.1534
OG0002336	Ag005G461810	evm.model.RL_1.1536
OG0002337	Ag001G068750	evm.model.RL_7.1142
OG0002337	Ag002G165360	evm.model.RL_6.1692
OG0002338	Ag003G231450, Ag001G080570	evm.model.RL_7.753
OG0002338	Ag002G186110	evm.model.RL_6.2151
OG0002339	Ag002G190670	evm.model.RL_6.2267
OG0002339	Ag001G101470, Ag005G428560, Ag001G083670	evm.model.RL_7.657
OG0002340	Ag001G056980	evm.model.RL_7.1755, evm.model.RL_7.1754
OG0002341	Ag002G139920	evm.model.RL_8.470
OG0002342	Ag003G286860	evm.model.RL_7.1821
OG0002348	Ag003G254070	evm.model.RL_2.2356
OG0002349	Ag003G254760	evm.model.RL_2.2372.2.687c86e5
OG0002349	Ag005G403550	evm.model.RL_1.3220
OG0002350	Ag003G256620	evm.model.RL_2.2431
OG0002351	Ag003G263270, Ag003G263710	evm.model.RL_2.2581
OG0002352	Ag006G528040	evm.model.RL_6.330
OG0002352	Ag003G268280	evm.model.RL_2.2631
OG0002353	Ag003G284180	evm.model.RL_2.3040
OG0002354	Ag007G579190	evm.model.RL_5.2803, evm.model.RL_6.1649
OG0002355	Ag004G365090, Ag004G365620	evm.model.RL_3.736
OG0002355	Ag005G484120	evm.model.RL_1.448
OG0002356	Ag004G310530	evm.model.RL_5.829
OG0002356	Ag004G368010	evm.model.RL_3.570
OG0002357	Ag001G085770	evm.model.RL_7.561
OG0002357	Ag004G311980	evm.model.RL_5.912
OG0002358	Ag004G321200	evm.model.RL_5.1318
OG0002359	Ag004G320930	evm.model.RL_5.1301
OG0002360	Ag004G336280, Ag004G336290	evm.model.RL_7.2593, evm.model.RL_7.2592
OG0002361	Ag008G669120	evm.model.RL_7.2281
OG0002362	Ag008G670510, Ag006G562590	evm.model.RL_7.2255
OG0002364	Ag002G170530, Ag002G170540	evm.model.RL_3.964
OG0002364	Ag004G360830	evm.model.RL_3.963
OG0002365	Ag004G363820	evm.model.RL_3.803
OG0002366	Ag004G316240	evm.model.RL_5.1124
OG0002366	Ag004G382510	evm.model.RL_3.183
OG0002367	Ag008G699520	evm.model.RL_8.1726, evm.model.RL_2.2150
OG0002368	Ag002G189240	evm.model.RL_6.2231
OG0002368	Ag001G082980	evm.model.RL_7.680.1.687c84b5
OG0002369	Ag002G187750	evm.model.RL_6.2183
OG0002370	Ag005G477720	evm.model.RL_1.838
OG0002371	Ag006G495690	evm.model.RL_4.3181
OG0002372	Ag005G474170	evm.model.RL_1.1010
OG0002372	Ag006G500380	evm.model.RL_4.3005
OG0002373	Ag005G471690	evm.model.RL_1.1122
OG0002374	Ag007G620210	evm.model.RL_2.1978
OG0002375	Ag006G545720, Ag006G548900	evm.model.RL_2.1852
OG0002375	Ag008G679550, Ag008G679540	evm.model.RL_8.1234
OG0002376	Ag007G585640	evm.model.RL_2.2066
OG0002377	Ag003G251680	evm.model.RL_2.2256
OG0002377	Ag008G689940	evm.model.RL_8.1513
OG0002378	Ag003G251160	evm.model.RL_2.2225
OG0002378	Ag008G693750	evm.model.RL_8.1567.1.687c855c
OG0002379	Ag008G700750, Ag006G518520	evm.model.RL_2.2129
OG0002380	Ag008G731890	evm.model.RL_8.2569
OG0002380	Ag007G603530	evm.model.RL_4.2589
OG0002381	Ag008G729780	evm.model.RL_8.2433
OG0002382	Ag007G600300	evm.model.RL_4.2768
OG0002382	Ag008G725630	evm.model.RL_8.2197
OG0002383	Ag002G110980, Ag002G107420	evm.model.RL_4.235
OG0002383	Ag006G574680	evm.model.RL_2.1406
OG0002384	Ag006G561240, Ag002G126750	evm.model.RL_4.408, evm.model.RL_2.1579
OG0002385	Ag002G130200	evm.model.RL_8.396
OG0002385	Ag006G563650	evm.model.RL_2.1616
OG0002386	Ag002G141820	evm.model.RL_8.526, evm.model.RL_8.527, evm.model.RL_8.528
OG0002387	Ag003G290750	evm.model.RL_2.3241, evm.model.RL_6.229
OG0002388	Ag003G291240	evm.model.RL_2.3261
OG0002389	Ag003G297070	evm.model.RL_2.3497
OG0002390	Ag002G163110	evm.model.RL_6.1617
OG0002390	Ag007G578040	evm.model.RL_5.2706
OG0002392	Ag006G563660	evm.model.RL_2.1617
OG0002392	Ag002G130140	evm.model.RL_8.399
OG0002393	Ag001G045940, Ag001G043610	evm.model.RL_2.815.1.687c86e1
OG0002393	Ag005G427760	evm.model.RL_1.2386
OG0002394	Ag005G430500, Ag005G430470	evm.model.RL_1.2340
OG0002395	Ag005G430000, Ag005G430860	evm.model.RL_1.2327
OG0002396	Ag001G036880	evm.model.RL_2.956
OG0002397	Ag007G653670, Ag003G246580	evm.model.RL_2.51
OG0002397	Ag008G669670	evm.model.RL_7.2270
OG0002398	Ag001G098450	evm.model.RL_7.56
OG0002399	Ag002G206200	evm.model.RL_7.86
OG0002400	Ag002G203430	evm.model.RL_6.2786
OG0002400	Ag001G095260	evm.model.RL_7.202
OG0002401	Ag002G202590	evm.model.RL_6.2727
OG0002401	Ag001G094240	evm.model.RL_7.247
OG0002402	Ag002G201810	evm.model.RL_6.2688
OG0002402	Ag001G093760	evm.model.RL_7.273, evm.model.RL_7.269
OG0002403	Ag003G234840	evm.model.RL_3.1776
OG0002403	Ag004G329240	evm.model.RL_5.1632
OG0002404	Ag002G197160	evm.model.RL_6.2471
OG0002406	Ag008G717780	evm.model.RL_4.1600
OG0002406	Ag008G673980	evm.model.RL_7.1941
OG0002408	Ag008G712320	evm.model.RL_7.1822, evm.model.RL_8.2123
OG0002410	Ag008G733900	evm.model.RL_8.2693
OG0002411	Ag004G327640	evm.model.RL_5.1596
OG0002411	Ag003G238420	evm.model.RL_3.1674
OG0002412	Ag004G297790	evm.model.RL_8.2883
OG0002413	Ag006G517610	evm.model.RL_8.54
OG0002413	Ag004G298100	evm.model.RL_8.2866
OG0002414	Ag004G300720	evm.model.RL_5.200
OG0002414	Ag007G599400	evm.model.RL_8.332
OG0002416	Ag007G587810	evm.model.RL_4.532
OG0002417	Ag002G190840, Ag001G071920, Ag007G588810	evm.model.RL_6.1371
OG0002417	Ag004G303170	evm.model.RL_5.346
OG0002418	Ag007G590210	evm.model.RL_6.1291
OG0002418	Ag004G304310	evm.model.RL_5.416
OG0002419	Ag004G305880	evm.model.RL_5.530
OG0002419	Ag007G592240	evm.model.RL_6.1152
OG0002420	Ag007G596370	evm.model.RL_6.892, evm.model.RL_6.891
OG0002420	Ag007G596360	evm.model.RL_6.893
OG0002421	Ag007G596780	evm.model.RL_6.851
OG0002421	Ag004G308280	evm.model.RL_5.684
OG0002422	Ag008G693800, Ag006G543100, Ag006G543090, Ag006G544490	evm.model.RL_8.1570
OG0002423	Ag005G489930	evm.model.RL_1.128
OG0002423	Ag007G619150	evm.model.RL_4.2079
OG0002424	Ag007G620030	evm.model.RL_4.2052
OG0002424	Ag005G488910, Ag005G489490	evm.model.RL_1.151
OG0002425	Ag005G489330, Ag001G091130	evm.model.RL_1.161
OG0002425	Ag007G620230	evm.model.RL_7.2331, evm.model.RL_4.2045
OG0002426	Ag007G621000	evm.model.RL_4.2036
OG0002427	Ag005G488080	evm.model.RL_1.234
OG0002427	Ag007G624320	evm.model.RL_4.1937
OG0002428	Ag005G486380	evm.model.RL_1.310
OG0002429	Ag004G306420	evm.model.RL_5.563, evm.model.RL_5.564
OG0002430	Ag005G478720	evm.model.RL_1.772
OG0002430	Ag005G478740	evm.model.RL_1.771
OG0002431	Ag001G078250	evm.model.RL_7.831
OG0002431	Ag002G181760	evm.model.RL_6.2061
OG0002432	Ag002G181140	evm.model.RL_6.2052
OG0002433	Ag004G324060	evm.model.RL_5.1441
OG0002434	Ag004G325400	evm.model.RL_5.1511
OG0002434	Ag003G212200	evm.model.RL_3.2306
OG0002435	Ag003G235170	evm.model.RL_3.1768
OG0002435	Ag004G329540	evm.model.RL_5.1648
OG0002436	Ag004G337820	evm.model.RL_5.3578
OG0002436	Ag003G218020	evm.model.RL_3.2154
OG0002437	Ag004G338660	evm.model.RL_5.3546
OG0002437	Ag003G215160	evm.model.RL_3.2201
OG0002438	Ag004G339010	evm.model.RL_5.3535
OG0002439	Ag003G240440	evm.model.RL_3.1609
OG0002439	Ag004G339710	evm.model.RL_5.3512
OG0002440	Ag007G589250, Ag001G099080	evm.model.RL_7.1834, evm.model.RL_7.2296, evm.model.RL_7.5
OG0002441	Ag004G341220	evm.model.RL_5.3460
OG0002442	Ag004G345220	evm.model.RL_3.1435
OG0002442	Ag003G242300	evm.model.RL_5.3412
OG0002443	Ag003G244890	evm.model.RL_5.3305
OG0002443	Ag004G364920, Ag001G075730, Ag004G348970	evm.model.RL_3.1332
OG0002444	Ag004G351440	evm.model.RL_3.1256.1.687c84bb
OG0002444	Ag003G247960	evm.model.RL_5.3254.1.687c88c1
OG0002445	Ag007G585710	evm.model.RL_2.2062
OG0002446	Ag003G252510	evm.model.RL_2.2286
OG0002446	Ag008G686830	evm.model.RL_8.1449
OG0002447	Ag003G278680, Ag006G506870, Ag005G449290	evm.model.RL_2.2775
OG0002448	Ag001G061560	evm.model.RL_7.1327
OG0002449	Ag004G317030	evm.model.RL_5.1150
OG0002450	Ag004G308040	evm.model.RL_5.662, evm.model.RL_5.664
OG0002451	Ag004G307850	evm.model.RL_5.651
OG0002451	Ag007G595910	evm.model.RL_6.932
OG0002452	Ag004G306830	evm.model.RL_5.587
OG0002453	Ag006G509810	evm.model.RL_8.292
OG0002453	Ag004G300240	evm.model.RL_5.166
OG0002454	Ag004G300210	evm.model.RL_5.165.1.687c88aa
OG0002454	Ag006G509940	evm.model.RL_8.288
OG0002455	Ag007G624220, Ag007G600320, Ag007G624300	evm.model.RL_4.1938
OG0002456	Ag007G628360	evm.model.RL_4.1842
OG0002456	Ag007G628520	evm.model.RL_4.1840
OG0002458	Ag001G076070, Ag001G076090	evm.model.RL_7.902_evm.model.RL_7.903
OG0002459	Ag008G728580	evm.model.RL_8.2361, evm.model.RL_8.2360
OG0002460	Ag006G506300	evm.model.RL_4.2838
OG0002461	Ag001G067360	evm.model.RL_7.1249
OG0002462	Ag003G220110	evm.model.RL_3.2061
OG0002463	Ag003G221680	evm.model.RL_3.2042
OG0002463	Ag004G334560	evm.model.RL_5.3679.1.687c88c4
OG0002464	Ag003G231550	evm.model.RL_3.1850
OG0002465	Ag004G322930	evm.model.RL_5.1391
OG0002465	Ag003G208170	evm.model.RL_3.2459
OG0002466	Ag005G467810	evm.model.RL_1.1319.2.687c87ec.1.687c9a67
OG0002466	Ag001G003600	evm.model.RL_5.3878
OG0002467	Ag005G466090	evm.model.RL_5.3849
OG0002468	Ag001G006760	evm.model.RL_8.78, evm.model.RL_5.3778
OG0002468	Ag005G464290	evm.model.RL_1.1440
OG0002469	Ag001G029810, Ag001G031040	evm.model.RL_2.1152
OG0002469	Ag005G459800	evm.model.RL_1.1612
OG0002470	Ag005G457920	evm.model.RL_1.1666
OG0002470	Ag001G026600	evm.model.RL_5.2187
OG0002472	Ag005G457110	evm.model.RL_1.1694
OG0002472	Ag001G025440	evm.model.RL_5.2169
OG0002473	Ag005G456440	evm.model.RL_1.1710
OG0002473	Ag001G024790	evm.model.RL_5.2151
OG0002474	Ag005G438080	evm.model.RL_1.2160
OG0002475	Ag001G036570	evm.model.RL_2.969
OG0002475	Ag005G436170	evm.model.RL_1.2204
OG0002476	Ag001G040270	evm.model.RL_1.2872
OG0002477	Ag005G403450	evm.model.RL_1.3219, evm.model.RL_2.2373
OG0002478	Ag005G464570	evm.model.RL_1.1420
OG0002478	Ag001G006560	evm.model.RL_5.3784
OG0002479	Ag002G161220	evm.model.RL_6.1561
OG0002480	Ag002G188170	evm.model.RL_6.2206
OG0002481	Ag001G086670	evm.model.RL_7.1869
OG0002482	Ag002G113820, Ag002G113650, Ag002G121600, Ag002G121650, Ag005G418640	evm.model.RL_4.81, evm.model.RL_4.84
OG0002488	Ag005G482890	evm.model.RL_1.509
OG0002494	Ag003G253690	evm.model.RL_2.2331
OG0002496	Ag006G521690	evm.model.RL_6.78
OG0002497	Ag008G701470	evm.model.RL_8.1786
OG0002497	Ag003G269460	evm.model.RL_2.2661
OG0002498	Ag003G269850	evm.model.RL_2.2670
OG0002499	Ag008G715550	evm.model.RL_4.1493
OG0002500	Ag003G280910	evm.model.RL_2.2940, evm.model.RL_1.2744
OG0002503	Ag004G309070	evm.model.RL_5.749
OG0002504	Ag004G310760	evm.model.RL_5.846
OG0002505	Ag004G311760	evm.model.RL_5.896
OG0002505	Ag004G369490	evm.model.RL_3.525
OG0002506	Ag004G371470	evm.model.RL_3.478
OG0002507	Ag004G320770, Ag006G517830	evm.model.RL_7.2584
OG0002508	Ag005G477690	evm.model.RL_7.2536
OG0002508	Ag004G319440	evm.model.RL_5.1244
OG0002510	Ag004G317010	evm.model.RL_5.1148
OG0002511	Ag001G070200, Ag001G061040	evm.model.RL_7.2139, evm.model.RL_7.2140
OG0002512	Ag001G092040	evm.model.RL_7.359
OG0002512	Ag001G001300	evm.model.RL_5.3945
OG0002513	Ag005G474690	evm.model.RL_1.983
OG0002513	Ag006G499350	evm.model.RL_4.3042
OG0002514	Ag005G473900	evm.model.RL_1.1020, evm.model.RL_4.2988
OG0002515	Ag005G472490	evm.model.RL_1.1069
OG0002516	Ag007G585490, Ag007G585510	evm.model.RL_2.2082_evm.model.RL_2.2084.1.687c99f9
OG0002517	Ag003G252570	evm.model.RL_2.2290
OG0002517	Ag008G686770	evm.model.RL_8.1446
OG0002518	Ag003G250500	evm.model.RL_2.2183
OG0002519	Ag003G250460	evm.model.RL_2.2181, evm.model.RL_8.1640
OG0002520	Ag008G696960	evm.model.RL_8.1678
OG0002522	Ag007G602560	evm.model.RL_4.2627
OG0002522	Ag008G731150	evm.model.RL_8.2523
