Orthogroup	Alyssum_gmelinii	Arabidopsis_lyrata_Rawat
OG0001373	Ag005G455280	AL3G31540
OG0001374	Ag003G227090	AL2G35170
OG0001374	Ag004G332300	AL1G32260
OG0001375	Ag004G324750	AL1G28360
OG0001375	Ag003G210970	AL2G40260
OG0001376	Ag005G467830	AL3G26180
OG0001376	Ag001G003590	AL1G62910
OG0001377	Ag005G460210, Ag005G460220, Ag005G460140	AL3G29580
OG0001377	Ag005G460240, Ag005G459960	AL3G29590
OG0001378	Ag001G025310, Ag001G024910	AL1G55070
OG0001378	Ag005G457100	AL3G30940
OG0001379	Ag005G433760	AL3G33660
OG0001379	Ag001G015150	AL1G58050
OG0001380	Ag005G446840	AL3G33740
OG0001381	Ag004G314930	nbis-gene-276
OG0001382	Ag006G523210	AL4G12160
OG0001382	Ag001G089840	AL7G12690
OG0001384	Ag004G388230, Ag004G393310, Ag004G388350, Ag004G393370, Ag004G388270	AL4G13140
OG0001384	Ag006G564300, Ag006G564270, Ag006G564200	AL4G13150
OG0001391	Ag005G471520, Ag005G471490, Ag005G471510	AL3G23900
OG0001392	Ag003G283220	AL7G16210
OG0001392	Ag005G417600	AL3G49450
OG0001393	Ag005G416570	AL3G50000
OG0001393	Ag003G285320	AL7G15900
OG0001395	Ag003G248450	AL7G26320, AL8G31530
OG0001395	Ag008G696990	AL8G31570
OG0001396	Ag002G139930, Ag001G089620	AL4G14410
OG0001397	Ag004G311550	AL1G21020
OG0001397	Ag004G369260	AL2G17450
OG0001398	Ag008G659170, Ag008G658030	AL5G10470
OG0001398	Ag004G322320	AL1G27030
OG0001399	Ag008G660940	AL4G15150, AL5G12000
OG0001399	Ag004G320580	AL1G26270
OG0001400	Ag008G664230	AL5G14290
OG0001400	Ag004G317820	AL1G24970
OG0001401	Ag007G649510	AL7G50390
OG0001401	Ag007G617620	AL6G26050
OG0001402	Ag007G648970	AL7G50640
OG0001403	Ag004G381430	AL2G12850
OG0001403	Ag004G315750	AL1G23720
OG0001404	Ag004G315290	AL1G23360
OG0001405	Ag006G499140	AL6G14540
OG0001405	Ag005G474760	AL3G22130
OG0001406	Ag003G292440	AL7G12710
OG0001406	Ag004G343080	AL6G38650
OG0001407	Ag008G684220	AL8G27350
OG0001407	Ag003G253170	AL7G24640
OG0001409	Ag008G729870	AL8G40830
OG0001409	Ag007G601630	AL6G19300
OG0001410	Ag003G262850, Ag002G120020	AL8G11590
OG0001410	Ag006G576730	AL7G36640
OG0001411	Ag006G575480	AL7G36220
OG0001412	Ag006G569940	AL7G34420
OG0001412	Ag002G103010	AL8G14070
OG0001413	Ag006G567740, Ag006G567750	AL7G31940
OG0001414	Ag006G540270	AL1G47760, AL8G14930
OG0001415	Ag002G159660	AL4G29650
OG0001415	Ag007G583150	AL1G42030
OG0001416	Ag007G581940	AL1G43370
OG0001417	Ag003G289380	AL7G14170
OG0001418	Ag003G295250	AL7G11130
OG0001418	Ag006G521500	AL4G10750
OG0001419	Ag007G647650	AL7G51610
OG0001419	Ag001G081170	AL5G37630
OG0001420	Ag002G138920	AL6G48220, AL6G48190
OG0001420	Ag006G555900, Ag006G555880	AL7G31890
OG0001422	Ag005G484500	AL3G15400
OG0001422	Ag007G637440	AL6G40010
OG0001423	Ag002G200290	AL364U10010, AL4G43850
OG0001423	Ag001G092640	AL5G42480
OG0001424	Ag006G496620	AL6G13350, AL6G13360
OG0001424	Ag006G496610	AL6G13340
OG0001425	Ag008G678130	AL5G21120
OG0001425	Ag008G717570	AL6G32250
OG0001426	Ag004G350570	AL2G27930
OG0001427	Ag004G298430	AL1G11070
OG0001428	Ag004G299960	AL1G12290
OG0001428	Ag006G510260	AL6G50610
OG0001429	Ag006G510160	AL6G50540
OG0001429	Ag001G098000	AL5G45470
OG0001430	Ag004G302280	AL1G13900
OG0001431	Ag004G303000	AL1G14530
OG0001431	Ag007G589010	AL4G28170
OG0001432	Ag004G304890	AL1G15800
OG0001432	Ag007G590910	AL5G34840, AL4G26850
OG0001433	Ag004G305660	AL1G16570
OG0001433	Ag007G591900	AL4G25870
OG0001434	Ag006G502530, Ag006G502540, Ag007G594530, Ag007G594550	AL84U10010
OG0001434	Ag006G502770, Ag006G502790	AL6G16010
OG0001435	Ag004G307510	AL1G18030
OG0001435	Ag006G521960, Ag007G595260	AL4G23220
OG0001436	Ag007G626910	AL6G28790
OG0001436	Ag005G487020	AL3G13400
OG0001437	Ag007G628100	AL6G29020
OG0001437	Ag005G486760	AL3G13610
OG0001438	Ag007G637910	AL6G40410
OG0001438	Ag005G484840	AL3G15040
OG0001439	Ag003G233670	AL2G33780
OG0001439	Ag004G329980	AL1G30900
OG0001440	Ag004G337770	AL1G34890
OG0001440	Ag003G218090	AL2G37640
OG0001441	Ag003G240490	AL2G31810
OG0001441	Ag004G339720	AL1G36070
OG0001442	Ag004G344190	AL2G30260
OG0001442	Ag003G226090	AL1G36800
OG0001443	Ag004G348030	AL2G28940
OG0001444	Ag007G585760, Ag007G585910, Ag007G585900, Ag007G585820, Ag007G585800	AL7G27600, AL7G27630
OG0001445	Ag004G312470	AL1G38340
OG0001446	Ag008G725290	AL8G37780
OG0001447	Ag004G377480	AL2G31790
OG0001447	Ag003G240560	AL2G31760
OG0001448	Ag001G002970	AL1G63110
OG0001448	Ag005G468240	AL3G25950
OG0001449	Ag005G466030	AL3G26620
OG0001449	Ag001G004450	AL1G62550
OG0001450	Ag001G004470	AL1G62540
OG0001451	Ag001G007040	AL1G61390
OG0001451	Ag005G463930	AL3G27800
OG0001452	Ag001G007440	AL1G61190
OG0001452	Ag005G463470	AL3G28080
OG0001453	Ag005G462940	AL3G28310
OG0001454	Ag005G462450	AL3G28540
OG0001454	Ag001G008380	AL1G60790
OG0001455	Ag005G460110	AL3G29620
OG0001456	Ag005G447360	AL1G24300, AL3G33650
OG0001456	Ag001G015190	AL1G58040
OG0001457	Ag005G446320	AL3G34030
OG0001457	Ag001G014090	AL1G58310
OG0001459	Ag004G336380	AL1G34370, AL1G34350, AL1G34380
OG0001460	Ag005G485890	AL2G30510
OG0001464	Ag003G259130	AL7G22400
OG0001464	Ag005G407160	AL3G48970
OG0001465	Ag005G408040	AL3G52750
OG0001465	Ag003G260200	AL7G22220
OG0001466	Ag003G269760	AL7G20480
OG0001469	Ag007G611450	AL6G50590
OG0001470	Ag002G164510	AL4G31780
OG0001471	Ag004G373750	AL2G15550
OG0001471	Ag004G312930	AL1G21920
OG0001472	Ag004G321830	AL1G26880
OG0001473	Ag008G660970	AL5G12010
OG0001473	Ag004G320570	AL1G26260
OG0001474	Ag004G314730, Ag004G314710	AL7G26980, AL7G26970
OG0001475	Ag004G315140	AL1G23220
OG0001475	Ag004G379590	AL2G13510
OG0001477	Ag006G506990	AL6G17420
OG0001478	Ag005G476680	AL3G20920
OG0001478	Ag006G494520	AL6G12320
OG0001479	Ag001G092540	AL5G42460, AL3G22490
OG0001480	Ag007G598680	AL7G28160
OG0001481	Ag003G276870, Ag003G263080, Ag002G125790, Ag002G130280, Ag003G227030, Ag007G611190, Ag007G611220, Ag003G263070, Ag007G611060	AL6G23820, AL3G40520, AL3G40540, AL3G40550
OG0001482	Ag007G606260	AL6G21680
OG0001482	Ag008G721150	AL6G36870
OG0001483	Ag008G721680	AL6G36550
OG0001483	Ag007G605530	AL6G21190
OG0001484	Ag007G605450	AL6G21160
OG0001484	Ag008G721760	AL6G36530
OG0001485	Ag007G602040	AL6G19560
OG0001485	Ag008G730290	AL8G41080
OG0001486	Ag007G601610	AL6G19280
OG0001487	Ag008G724400	AL6G34320
OG0001487	Ag007G600860	AL6G18610
OG0001488	Ag006G577270	AL7G36970
OG0001488	Ag002G115010, Ag002G121280	AL8G10980
OG0001489	Ag002G140760	AL6G47760
OG0001489	Ag006G553560	AL7G31390
OG0001490	Ag007G582360	AL1G42950
OG0001490	Ag002G160180	AL4G30060
OG0001491	Ag007G581350, Ag007G581360	AL5G24300, AL1G43830
OG0001492	Ag003G295180	AL7G11190
OG0001492	Ag006G521570	AL4G10800
OG0001493	Ag007G584240	AL1G53290
OG0001493	Ag002G158160	AL8G17690
OG0001494	Ag002G143040	AL6G47160
OG0001495	Ag002G123350	AL8G10490
OG0001495	Ag002G123340	AL8G10500
OG0001496	Ag005G431170	AL3G39360
OG0001496	Ag001G038640	AL7G43010
OG0001497	Ag001G034180	AL7G40420
OG0001497	Ag001G034190	nbis-gene-1854
OG0001498	Ag004G302140	AL1G13770
OG0001498	Ag003G267300, Ag005G416490, Ag001G080440	AL3G52110
OG0001500	Ag002G204820	AL4G46710
OG0001500	Ag001G096910	AL5G45020
OG0001501	Ag002G204270	AL4G46270
OG0001502	Ag002G199890	AL4G43750
OG0001502	Ag001G092630	AL5G42470
OG0001503	Ag001G091690	AL5G42080
OG0001503	Ag002G198680	AL4G42980
OG0001504	Ag001G090880	AL5G41510
OG0001504	Ag002G197180	AL4G42260
OG0001505	Ag001G090690, Ag004G387710	AL5G41350
OG0001505	Ag002G196780	AL4G41970
OG0001506	Ag005G478370	AL3G19880
OG0001506	Ag006G491390	AL6G10440
OG0001507	Ag008G708090	AL8G35630
OG0001508	Ag008G729500	AL8G40510
OG0001509	Ag001G058080	AL5G29670
OG0001509	Ag008G733610	AL8G43530
OG0001510	Ag007G590940	AL762U10020, AL4G26820
OG0001510	Ag004G304900	AL1G15810
OG0001511	Ag004G307620	AL1G18150
OG0001511	Ag007G595470	AL4G23080
OG0001512	Ag004G308200	AL1G18610
OG0001512	Ag007G596480	AL4G22370, AL152U10010
OG0001513	Ag005G490410	AL3G11000
OG0001514	Ag005G486110	AL3G13990
OG0001515	Ag005G482910	AL2G25290, AL3G16510, AL6G46290, AL6G46420
OG0001516	Ag005G481240	AL3G17670
OG0001517	Ag001G080350	AL5G37260
OG0001517	Ag002G185210	AL4G37850
OG0001518	Ag002G184990	AL4G37740
OG0001518	Ag001G080020	AL5G37170
OG0001519	Ag003G233700	AL2G33750
OG0001519	Ag004G329970	AL1G30890
OG0001520	Ag001G054920	AL5G27510
OG0001520	Ag004G331580	AL1G31580
OG0001521	Ag003G219030	AL2G37130
OG0001522	Ag004G341390	AL1G36650
OG0001522	Ag004G343960	AL2G30460
OG0001523	Ag004G345430	AL2G29610
OG0001524	Ag002G106090	AL1G40860
OG0001524	Ag008G726610	AL8G38610
OG0001526	Ag008G691010	AL5G43490
OG0001526	Ag001G094220	AL4G14380
OG0001527	Ag007G613490	AL6G24870, AL1G50860
OG0001527	Ag003G209110	AL2G40900
OG0001528	Ag007G616430	AL6G25700
OG0001529	Ag007G632450	AL6G30530
OG0001530	Ag003G295950, Ag003G295940, Ag003G295960	nbis-gene-1895, nbis-gene-318
OG0001531	Ag006G503410	AL6G16200
OG0001532	Ag008G706710, Ag008G706700, Ag004G349410	nbis-gene-2174
OG0001534	Ag003G212360, Ag003G213740	AL2G26090
OG0001535	Ag001G001430	AL1G63610
OG0001535	Ag005G469480	AL3G25250
OG0001536	Ag005G468450	AL3G25730
OG0001536	Ag001G002680	AL1G63240
OG0001537	Ag001G007720	AL1G61060
OG0001537	Ag005G463020	AL3G28240
OG0001538	Ag005G461050	AL3G29300
OG0001538	Ag001G009860	AL1G60040
OG0001539	Ag005G455640, Ag005G455610, Ag006G566250	AL3G40860
OG0001541	Ag003G262350, Ag003G262030, Ag003G277510	AL1G65510, AL1G65520
OG0001541	Ag001G097940	AL5G45430
OG0001543	Ag003G214460	AL1G52730
OG0001544	Ag001G033680	AL7G40050, AL7G40030
OG0001544	Ag001G033670, Ag001G033250, Ag008G700110, Ag001G033660	AL7G40020
OG0001545	Ag002G103770	AL8G13950, AL8G13930
OG0001546	Ag002G177010, Ag002G176990	AL4G35820, AL4G35810, AL3G46850
OG0001547	Ag005G432060, Ag005G444920, Ag007G623660, Ag005G444930, Ag005G444910, Ag005G472470	AL3G34500
OG0001549	Ag003G274680, Ag005G403820, Ag005G403890	AL3G53630
OG0001550	Ag006G502250	nbis-gene-1475
OG0001551	Ag003G268670	AL7G20740
OG0001552	Ag003G272480	AL7G19820
OG0001552	Ag001G094800	AL4G16620
OG0001553	Ag004G372180	AL2G16010
OG0001553	Ag004G312310	AL1G21490
OG0001554	Ag004G314460	AL1G22810
OG0001554	Ag004G377870	AL2G14160
OG0001555	Ag004G317720	AL1G24900
OG0001555	Ag008G663730	AL5G14130
OG0001556	Ag002G168490	AL4G33020
OG0001556	Ag008G666790	AL5G15290
OG0001557	Ag005G480370	AL5G10240
OG0001558	Ag006G498110	AL6G14030
OG0001558	Ag005G475420	AL3G21890
OG0001559	Ag001G041420	AL8G23650
OG0001560	Ag004G329740, Ag004G328200	AL8G23900
OG0001561	Ag008G682160, Ag008G683370	AL8G26990, AL7G27440
OG0001562	Ag008G697450	AL8G31660
OG0001562	Ag006G499320	AL6G14650
OG0001563	Ag008G719550	AL6G30910
OG0001563	Ag007G609430	AL6G23150
OG0001564	Ag002G171990	AL4G33800
OG0001564	Ag004G334100	AL1G33180
OG0001565	Ag007G600480	AL6G18210
OG0001565	Ag007G592440, Ag008G725460	AL8G37870
OG0001566	Ag006G572130	AL7G34980
OG0001567	Ag006G536350, Ag006G538870	AL1G48690
OG0001567	Ag006G536400, Ag006G538910	AL1G48680
OG0001568	Ag007G582810, Ag007G582800	AL1G42270, AL1G42280, AL1G42290
OG0001569	Ag002G160420	AL4G30230
OG0001569	Ag007G582030	AL1G43300
OG0001570	Ag001G090780	AL5G41410
OG0001570	Ag007G579780	AL1G45180
OG0001571	Ag005G415960	AL3G50290
OG0001571	Ag003G285500	AL7G15710
OG0001572	Ag003G292900	AL7G12380
OG0001573	Ag003G293680	AL7G11980
OG0001574	Ag003G295450	AL7G11090
OG0001574	Ag006G521410	AL4G10700
OG0001575	Ag006G520930	AL4G10470
OG0001576	Ag003G278840, Ag005G466390	AL7G51430
OG0001577	Ag007G648590	AL7G50860
OG0001578	Ag002G123460, Ag003G224700, Ag008G724130	AL8G10420
OG0001579	Ag006G577750	AL7G37430
OG0001581	Ag001G098160	AL5G45630
OG0001581	Ag002G206130	AL4G47210
OG0001582	Ag002G198660	AL4G42960
OG0001583	Ag002G193430	AL4G40660
OG0001583	Ag001G085640	AL5G39470
OG0001584	Ag001G085050	AL5G39130
OG0001584	Ag002G191780	AL4G40210
OG0001585	Ag001G083940	AL5G38710
OG0001585	Ag002G191010	AL4G39580
OG0001586	Ag008G719690, Ag008G719680	AL6G31030
OG0001587	Ag008G713740	AL6G33970
OG0001587	Ag008G713730	AL6G33980
OG0001588	Ag008G707740	AL48U10070, AL8G35530, AL5G25830
OG0001589	Ag008G690360	AL5G28110
OG0001590	Ag001G078570	AL5G36560
OG0001590	Ag008G733560	AL8G43470, nbis-gene-1483
OG0001591	Ag004G299980	AL1G12330
OG0001591	Ag006G510200	AL6G50580
OG0001592	Ag004G300590	AL1G12690
OG0001592	Ag007G599500, Ag007G599510	nbis-gene-1659
OG0001593	Ag007G588130	AL4G29090
OG0001593	Ag004G302500	AL1G14120
OG0001594	Ag004G303670, Ag004G303660	AL1G14980
OG0001594	Ag007G589450	AL4G27750, AL4G27760
OG0001595	Ag005G487920	AL3G12850
OG0001596	Ag007G628560	AL6G29330
OG0001596	Ag005G486450	AL3G13760
OG0001597	Ag005G482670	AL3G16670
OG0001598	Ag005G481900	AL3G17190
OG0001599	Ag003G285160	AL8G21010
OG0001599	Ag005G479430	AL3G18960, AL8G14310
OG0001600	Ag002G167520	AL4G32710
OG0001600	Ag001G070800	AL5G33760
OG0001601	Ag004G328380, Ag004G328340	AL1G30150
OG0001601	Ag003G237290, Ag003G237250	AL2G32900
OG0001602	Ag003G218670	AL2G37420
OG0001603	Ag004G344540	AL2G30090
OG0001603	Ag003G241650	AL1G37040
OG0001604	Ag003G241790	AL1G37100
OG0001604	Ag004G344830	AL2G29990
OG0001605	Ag003G241940	AL1G37140
OG0001605	Ag004G344860	AL2G29940
OG0001606	Ag006G524130	AL4G13590
OG0001607	Ag004G316190	AL1G23960
OG0001607	Ag004G382350	AL2G12560
OG0001608	Ag004G313620	AL1G22410
OG0001609	Ag007G632100	AL6G30450
OG0001609	Ag004G300610	AL1G12750
OG0001610	Ag005G474840, Ag006G499040	AL6G14450
OG0001611	Ag003G226840, Ag003G226810	AL2G35210
OG0001611	Ag003G226930	AL2G35220
OG0001612	Ag005G469640	AL3G25140
OG0001612	Ag001G001150	AL1G63780
OG0001613	Ag001G006970	AL1G61460
OG0001613	Ag005G463970	AL3G27750
OG0001614	Ag001G011210, Ag001G011220	AL1G59250
OG0001614	Ag005G444000, Ag005G442780	AL3G35000
OG0001615	Ag005G433970, Ag005G432590	AL4G26910
OG0001615	Ag004G301920	nbis-gene-284
OG0001616	Ag005G415560	AL3G50510
OG0001616	Ag003G285780	AL7G15660
OG0001617	Ag003G258680	AL7G22580
OG0001618	Ag001G000260	AL1G64380
OG0001618	Ag005G470440	AL3G24530
OG0001619	Ag001G070790	AL5G33740
OG0001619	Ag002G167510	AL4G32690
OG0001622	Ag004G336820, Ag001G056850	AL1G36940, AL7G35920, AL1G36930, AL7G35910, AL1G37000, AL1G36880
OG0001623	Ag001G082200	AL5G38070
OG0001624	Ag002G188290	AL2G11610
OG0001625	Ag002G191290	AL4G39760
OG0001625	Ag002G191600, Ag004G339490, Ag002G191610	AL4G39850, AL4G39780
OG0001625	Ag002G192180, Ag002G192170, Ag002G192090	AL4G39690
OG0001625	Ag002G191260	AL4G39830, AL4G39770
OG0001626	Ag003G227320, Ag003G227290, Ag003G227530	AL4G41300, AL4G41290
OG0001627	Ag003G246360	AL1G40760
OG0001627	Ag003G246280	AL1G40770
OG0001628	Ag004G319830, Ag004G319820	AL1G26060
OG0001629	Ag004G318330	AL1G25300
OG0001629	Ag008G663580	AL5G14090
OG0001630	Ag005G488180, Ag007G590600	AL4G27020, AL4G27030
OG0001642	Ag003G274030	AL7G17530
OG0001643	Ag005G417750	AL3G49350
OG0001643	Ag003G283020	AL7G16270
OG0001644	Ag004G372810	AL2G15800
OG0001644	Ag004G312500	AL1G21650
OG0001645	Ag001G031810, Ag001G031800	AL5G13750
OG0001646	Ag008G666370	AL5G15170
OG0001646	Ag004G317180	AL1G24670
OG0001647	Ag007G655270	AL7G48680
OG0001647	Ag008G668770	AL5G16280
OG0001648	Ag007G654460	AL7G48950
OG0001648	Ag008G669020	AL5G16470
OG0001650	Ag008G699180	AL5G19860
OG0001650	Ag007G647790	AL7G51450
OG0001651	Ag008G699860	AL8G32450
OG0001652	Ag005G477870	AL710U10010, AL3G20350
OG0001652	Ag006G492330	AL6G11170
OG0001653	Ag005G476540	AL3G21030
OG0001654	Ag006G495630	AL6G12850
OG0001654	Ag005G476310	AL3G21120
OG0001655	Ag006G500650	AL6G15410
OG0001655	Ag005G474070	AL3G22610
OG0001656	Ag005G471300	AL3G24050
OG0001656	Ag007G612900	AL6G24490
OG0001657	Ag008G694120	AL8G30360
OG0001658	Ag008G694910	AL8G30720
OG0001659	Ag006G508420	AL6G17730
OG0001659	Ag006G508280, Ag006G508350, Ag006G508390, Ag006G508370	AL6G17720
OG0001660	Ag006G561170	AL7G33530
OG0001661	Ag002G144120, Ag002G144650	AL6G46920
OG0001661	Ag006G551290	AL7G30760
OG0001662	Ag006G550790	AL7G30630
OG0001662	Ag002G143570	AL6G46730
OG0001663	Ag002G148810	AL6G43790
OG0001663	Ag004G340710	AL1G36380
OG0001664	Ag002G161170	AL4G30650
OG0001664	Ag007G580680	AL1G44330
OG0001665	Ag007G580400	AL1G44630, AL4G35010, AL4G36550
OG0001666	Ag003G286820	AL7G15230
OG0001666	Ag005G414340	AL3G50740
OG0001668	Ag003G291670	AL7G13180
OG0001669	Ag006G522520	AL4G11640
OG0001669	Ag003G293970, Ag001G077970	AL7G11930
OG0001670	Ag003G296200	AL7G10800
OG0001670	Ag006G520770	AL4G10380
OG0001671	Ag002G155570, Ag002G149380	AL6G42660
OG0001672	Ag007G584070	AL1G41260
OG0001672	Ag006G497930	AL6G13960
OG0001673	Ag005G426190	AL7G44520
OG0001674	Ag001G037360	AL7G42110
OG0001674	Ag001G037300, Ag001G037260	AL7G42100
OG0001675	Ag001G096570	AL5G44860
OG0001675	Ag002G204570	AL5G29570
OG0001676	Ag002G199630	AL4G43590
OG0001676	Ag002G199590	AL4G43580, AL4G43570
OG0001677	Ag001G090420	AL5G41220
OG0001677	Ag002G196690	AL4G41900
OG0001678	Ag001G088790	AL5G40560
OG0001678	Ag002G195570	AL4G41440
OG0001679	Ag001G088020	AL5G40280
OG0001679	Ag002G194650	AL4G41060
OG0001681	Ag001G099990	AL8G44940
OG0001682	Ag007G599390	AL6G49920
OG0001682	Ag004G300850	AL1G12940
OG0001683	Ag007G587060	AL8G16140
OG0001684	Ag007G588040	AL8G17050
OG0001684	Ag004G302440	AL1G14020
OG0001685	Ag004G302470	AL1G14080
OG0001685	Ag007G588050	AL8G17060
OG0001686	Ag007G588230	AL4G28990
OG0001686	Ag004G302550	AL1G14160
OG0001687	Ag004G302910	AL1G14430
OG0001687	Ag007G588540	AL4G28710
OG0001688	Ag004G305280	AL1G16140
OG0001688	Ag007G591490	AL4G26380
OG0001689	Ag004G305770	AL1G16690
OG0001689	Ag007G592050	AL4G25720
OG0001690	Ag007G592430	AL4G25320
OG0001690	Ag004G306000	AL1G16890
OG0001691	Ag004G306280	AL1G17210
OG0001691	Ag007G593120	AL4G24900, AL201U10010
OG0001692	Ag004G306470	AL4G24770
OG0001693	Ag007G594940	AL4G23480
OG0001693	Ag004G307230	AL1G17750
OG0001694	Ag007G624060	AL6G27910
OG0001694	Ag005G488160	AL3G12560
OG0001695	Ag004G308760	AL1G19060
OG0001695	Ag005G485500	AL3G14530
OG0001696	Ag005G484450	AL3G15450
OG0001697	Ag005G481080	AL3G17810
OG0001698	Ag002G184090	AL4G37480
OG0001698	Ag001G079680	AL5G37050
OG0001699	Ag001G072890	AL5G34490
OG0001699	Ag002G171980	AL4G33790
OG0001700	Ag003G211910	AL2G39700
OG0001700	Ag004G325030	AL1G28600
OG0001701	Ag004G334170	AL1G33310
OG0001701	Ag003G222410	AL2G36190
OG0001702	Ag003G219020	AL2G37140, AL402U10010
OG0001702	Ag004G336780	AL1G34490
OG0001703	Ag004G338070	AL1G35110
OG0001703	Ag003G216990	AL2G37850
OG0001704	Ag004G340770	AL1G36410
OG0001704	Ag004G343030	AL158U10010, AL2G31070
OG0001705	Ag003G241480	AL1G36920
OG0001705	Ag004G344380	AL2G30160
OG0001707	Ag008G715840, Ag001G052200	AL1G43710, AL7G10960
OG0001707	Ag007G581490	AL1G43730
OG0001708	Ag007G634700	AL6G38500
OG0001708	Ag005G482650	AL3G16680
OG0001709	Ag008G728620	AL8G39930
OG0001709	Ag001G055050	AL5G27400
OG0001710	Ag003G219320, Ag003G219330	AL2G37060
OG0001711	Ag005G460900	AL3G29440
OG0001711	Ag001G031890	AL7G39500
OG0001712	Ag001G018820, Ag001G019120	AL1G57010
OG0001712	Ag005G450890	AL3G32520
OG0001713	Ag001G017550	AL1G57380
OG0001713	Ag005G449430	AL3G32950
OG0001714	Ag005G445110	AL3G34420
OG0001714	Ag002G102760, Ag001G012220	AL1G58680
OG0001715	Ag005G428970	AL3G40090
OG0001715	Ag005G430310, Ag005G430650	AL3G40080
OG0001716	Ag001G050390	nbis-gene-478
OG0001717	Ag002G144940	AL5G11320, AL5G11340
OG0001719	Ag003G283360, Ag003G283340	AL3G52380, AL3G52390
OG0001720	Ag007G623570, Ag004G382420	AL5G22930, AL2G17010, AL1G18540, AL8G12670, AL4G20600
OG0001720	Ag003G294160, Ag004G382410	AL3G41440, AL7G51780, nbis-gene-381, AL8G12610
OG0001721	Ag004G317300	AL5G15780, AL1G24750
OG0001722	Ag008G698790	nbis-gene-2152
OG0001722	Ag004G344700	nbis-gene-2151, AL8G32090
OG0001723	Ag004G397860, Ag004G397890	AL6G48900, AL6G49350
OG0001724	Ag007G591990	AL4G25790
OG0001725	Ag007G631160	AL6G29570, AL6G29580, AL6G29550
OG0001730	Ag003G253820	AL7G24310
OG0001731	Ag003G260590	AL7G22080
OG0001731	Ag003G260520	AL7G22090
OG0001732	Ag003G261020	AL7G22010
OG0001732	Ag005G408690	AL3G52940
OG0001733	Ag003G264260, Ag003G265980	AL7G21580
OG0001734	Ag003G267260	AL7G21180, AL7G21170
OG0001735	Ag003G274040	AL7G17540
OG0001736	Ag003G284940	AL7G15800
OG0001736	Ag005G416190	AL3G50210
OG0001737	Ag002G162270	AL4G31040
OG0001737	Ag007G579660	AL1G45460
OG0001738	Ag007G578090	AL1G46720, AL4G31420
OG0001739	Ag004G367250	AL1G67420
OG0001739	Ag004G310460, Ag006G552920	AL1G20180
OG0001740	Ag004G368780	AL2G17870
OG0001740	Ag004G311010	AL1G20690
OG0001741	Ag004G311830	AL1G21160
OG0001741	Ag004G369320	AL2G17280
OG0001742	Ag004G371790	AL2G16240
OG0001742	Ag006G570030	AL3G41180
OG0001743	Ag004G313300	AL1G22200
OG0001743	Ag004G375130	AL2G15080
OG0001744	Ag007G655530	AL7G48500
OG0001744	Ag008G667980	AL5G16010
OG0001745	Ag008G669680	AL5G16840, AL2G24690, AL2G24720, AL398U10010
OG0001745	Ag007G653630	AL7G49220
OG0001746	Ag003G277640	AL5G18130, AL352U10010
OG0001746	Ag007G650330	AL7G49960
OG0001748	Ag007G646720	AL7G52500
OG0001748	Ag004G357470	AL2G25370
OG0001749	Ag004G400030	AL2G10610
OG0001750	Ag004G386680	AL2G11740, AL2G11750
OG0001751	Ag005G472200	AL3G23340
OG0001751	Ag006G504530	AL6G16540
OG0001753	Ag005G471450	AL3G23910
OG0001753	Ag006G505870	AL6G17100
OG0001754	Ag008G677280	AL8G25300
OG0001754	Ag007G598780, Ag001G029980, Ag001G031300	AL8G19190, AL7G28060
OG0001755	Ag003G231370, Ag007G585470	AL7G27380, AL8G27050
OG0001756	Ag008G684760	AL8G27530, AL8G27590, AL4G21080
OG0001756	Ag003G252770	AL7G24810
OG0001757	Ag008G696650	AL8G31470, AL7G26280
OG0001758	Ag008G719580	AL6G30940
OG0001758	Ag007G609630	AL6G23380
OG0001760	Ag006G577320	AL7G37000
OG0001760	Ag002G121300, Ag002G115000	AL8G10970
OG0001761	Ag002G110270, Ag002G106640	AL8G12690
OG0001761	Ag006G574310	AL7G35650
OG0001762	Ag006G572840	AL7G35200
OG0001762	Ag002G104960	AL8G12980
OG0001763	Ag006G558160	AL7G33950
OG0001764	Ag002G140450	AL6G47850
OG0001764	Ag006G554270	AL7G31550
OG0001765	Ag006G547080, Ag006G542100	AL6G45380, AL6G45390
OG0001766	Ag002G147890	AL6G44380
OG0001767	Ag006G535950	AL1G49000
OG0001769	Ag005G414730	AL3G50910
OG0001770	Ag008G734030	AL8G43790
OG0001770	Ag001G058970	AL5G29920
OG0001771	Ag006G523520	AL4G12330
OG0001771	Ag003G292160	AL7G12850
OG0001772	Ag003G296700	AL7G10460
OG0001772	Ag004G354510	AL2G26920
OG0001773	Ag008G682100, Ag008G682870	AL8G26880
OG0001773	Ag002G160550	AL4G30330
OG0001774	Ag007G584140	AL6G42380
OG0001775	Ag006G555690	AL7G31710
