Orthogroup	Cardamine_hirsuta	Odontarrhena_muralis
OG0003207	CARHR274520	Om006G237420
OG0003208	CARHR070310	Om004G135610
OG0003209	CARHR089170, CARHR089180	Om002G059040
OG0003210	CARHR089470	Om002G059210
OG0003211	CARHR090340, CARHR215320, CARHR090350	Om006G273370, Om002G060610
OG0003212	CARHR090980	Om002G061520, Om002G061560, Om002G061570
OG0003213	CARHR091340	Om002G062000
OG0003214	CARHR093340	Om002G064780
OG0003215	CARHR093960	Om002G065610
OG0003216	CARHR108720, CARHR105920	Om003G093560, Om002G085160
OG0003216	CARHR108710, CARHR219930	Om003G093580, Om003G093540, Om002G085190
OG0003217	CARHR111240	Om002G088430
OG0003217	CARHR236190	Om001G022680
OG0003218	CARHR043290	Om003G093590
OG0003218	CARHR043300	Om003G093570
OG0003219	CARHR096950	Om002G069110
OG0003222	CARHR165000	Om006G252540
OG0003222	CARHR165010	Om006G252530
OG0003223	CARHR240460	Om001G029420
OG0003224	CARHR166040	Om006G251110
OG0003225	CARHR098750, CARHR050030	Om008G326500
OG0003225	CARHR166300	Om006G250800
OG0003226	CARHR138980	Om008G324500
OG0003227	CARHR058700	Om005G213510
OG0003230	CARHR174200	Om008G359900, Om008G362080, Om008G362050, Om008G362140
OG0003231	CARHR226730	Om001G005230
OG0003231	CARHR177960	Om008G356950, Om008G356960
OG0003233	CARHR247450	Om001G040670
OG0003234	CARHR120520	Om007G284290
OG0003235	CARHR013510	Om005G192830
OG0003235	CARHR013520	Om005G192840
OG0003236	CARHR019910	Om005G201240
OG0003248	CARHR118300	Om004G155000, Om004G152810
OG0003249	CARHR240040	Om001G028930
OG0003250	CARHR240330	Om001G029300
OG0003251	CARHR221990	Om003G101680
OG0003252	CARHR241820, CARHR156580	Om001G031430, Om001G031440
OG0003253	CARHR179150	Om007G292810, Om007G292830
OG0003254	CARHR137030	Om008G327260
OG0003254	CARHR137670	Om001G006950, Om005G225650
OG0003255	CARHR030680	Om007G291900
OG0003255	CARHR010260	Om005G188640
OG0003256	CARHR013610	Om005G192950
OG0003257	CARHR149790	Om007G297790, Om006G269890
OG0003258	CARHR264020	Om007G315080
OG0003259	CARHR057740	Om005G224900
OG0003260	CARHR166130	Om006G250960
OG0003261	CARHR266110	Om003G114360
OG0003262	CARHR266930	Om003G115380
OG0003263	CARHR268310	Om003G116700
OG0003264	CARHR201970	Om004G164040
OG0003265	CARHR202600	Om004G165000
OG0003265	CARHR155340	Om006G239590
OG0003266	CARHR190220	Om006G237810
OG0003266	CARHR204740	Om004G167700
OG0003267	CARHR067100	Om004G140210
OG0003267	CARHR205000	Om004G167860
OG0003268	CARHR225540, CARHR225550	Om001G002730, Om001G002720
OG0003269	CARHR253600	Om008G353480
OG0003270	CARHR117560, CARHR120200, CARHR120210	Om001G014260
OG0003271	CARHR027510	Om007G288320, Om001G000550, Om003G118910
OG0003272	CARHR029990	Om007G291170
OG0003274	CARHR107540	Om002G083980
OG0003275	CARHR243980	Om001G034950
OG0003276	CARHR244780	Om001G036180
OG0003276	CARHR108690	Om002G085150, Om006G260160
OG0003277	CARHR118850, CARHR244930	Om001G036400
OG0003277	CARHR108930	Om005G221150, Om002G085620
OG0003278	CARHR112050	Om004G156330
OG0003278	CARHR247940	Om001G041260
OG0003279	CARHR294460	Om001G041270
OG0003280	CARHR129790	Om008G338490
OG0003281	CARHR176540	Om008G358380
OG0003282	CARHR103060	Om002G077400, Om002G077340
OG0003283	CARHR218570	Om003G094490
OG0003284	CARHR219500, CARHR099910	Om003G103760
OG0003285	CARHR219670	Om005G189580, Om004G141300
OG0003286	CARHR221200	Om003G102500
OG0003287	CARHR221460	Om003G102230
OG0003287	CARHR098370	Om002G070800
OG0003288	CARHR142910	Om008G319300
OG0003289	CARHR199330, CARHR058880, CARHR139040, CARHR199340	Om008G324380, Om008G324370
OG0003292	CARHR190820	Om006G244220
OG0003293	CARHR277200	Om006G234310
OG0003294	CARHR278670	Om006G232700
OG0003294	CARHR203570	Om004G166330
OG0003295	CARHR279690	Om006G231440
OG0003296	CARHR281190	Om006G229680
OG0003296	CARHR160400	Om006G258150
OG0003297	CARHR160540	Om006G257850
OG0003297	CARHR034760	Om006G229480
OG0003298	CARHR179190	Om007G292760
OG0003299	CARHR126430	Om007G279530
OG0003299	CARHR004540	Om005G182300
OG0003300	CARHR123240	Om007G282080
OG0003301	CARHR119470	Om007G285080, Om007G285060
OG0003302	CARHR241270	Om001G030590
OG0003303	CARHR199320	Om007G301850
OG0003304	CARHR083060, CARHR083080, CARHR083070, CARHR083090	Om002G051180
OG0003305	CARHR077040	Om002G044450
OG0003305	CARHR196280	Om007G297630
OG0003306	CARHR079090	Om002G046640
OG0003307	CARHR079440	Om002G047110
OG0003308	CARHR259910, CARHR082280	Om002G050360
OG0003309	CARHR232610	Om007G286100, Om008G347750, Om008G347760
OG0003310	CARHR017570	Om005G198170
OG0003310	CARHR072030	Om004G133040
OG0003311	CARHR017750	Om005G198300, Om005G198290
OG0003312	CARHR066520	Om004G141070
OG0003313	CARHR066700, CARHR018780	Om004G140830
OG0003314	CARHR019550	Om005G200800
OG0003315	CARHR070380	Om004G135530
OG0003315	CARHR021650	Om005G203390
OG0003316	CARHR022600, CARHR022660, CARHR022640, CARHR022630	Om004G133650
OG0003317	CARHR022960, CARHR258050, CARHR022900, CARHR182360, CARHR182150	Om005G205100
OG0003318	CARHR023720	Om007G317980
OG0003319	CARHR025050	Om004G145280
OG0003320	CARHR026340	Om004G147500
OG0003321	CARHR239900	Om001G028740
OG0003322	CARHR100170, CARHR011990	Om006G244400
OG0003323	CARHR007330	Om005G185340, Om004G146230
OG0003323	CARHR196840	Om004G146240
OG0003324	CARHR198170	Om007G300270
OG0003325	CARHR185830	Om007G293440
OG0003326	CARHR206470	Om004G169960
OG0003326	CARHR206480	Om004G169970
OG0003327	CARHR207540	Om004G171220
OG0003327	CARHR165970	Om006G251220
OG0003328	CARHR189580	Om006G238600
OG0003329	CARHR060520	Om005G211810
OG0003330	CARHR062930	Om005G208570
OG0003331	CARHR071210	Om004G134380
OG0003332	CARHR068560	Om005G201430, Om004G137790, Om004G173530
OG0003333	CARHR067010	Om004G140320
OG0003333	CARHR019030	Om005G200050
OG0003334	CARHR072390	Om004G132600
OG0003335	CARHR072480	Om004G132460
OG0003335	CARHR017290	Om005G197770
OG0003336	CARHR087910	Om002G057380, Om002G057390
OG0003337	CARHR092430	Om002G063700
OG0003338	CARHR098110	Om002G070480
OG0003339	CARHR043480	Om003G093230
OG0003340	CARHR167560	Om003G120470
OG0003340	CARHR076350	Om002G043680
OG0003341	CARHR168400, CARHR168420, CARHR168410	Om003G121490, Om003G121510
OG0003342	CARHR169060	Om003G122450, Om008G355340
OG0003343	CARHR172460	Om003G127730
OG0003344	CARHR042080	Om003G095290
OG0003350	CARHR239560, CARHR239510	Om001G028090
OG0003351	CARHR229530	Om001G009260, Om001G009300
OG0003352	CARHR289010, CARHR196920, CARHR196900, CARHR196930, CARHR062790, CARHR196950	Om007G298520
OG0003359	CARHR239990	Om001G028860
OG0003360	CARHR240230	Om001G029150
OG0003361	CARHR287180	Om003G089580
OG0003362	CARHR241900, CARHR146060	Om001G031580
OG0003364	CARHR243170	Om001G033440
OG0003364	CARHR250380	Om004G159490
OG0003365	CARHR241800, CARHR241810	Om001G031400, Om001G031420
OG0003366	CARHR223660, CARHR129330	Om007G276460
OG0003367	CARHR144710	Om004G140190
OG0003367	CARHR015090	Om005G194830
OG0003368	CARHR145370	Om006G274340
OG0003369	CARHR262200	Om007G316340
OG0003369	CARHR262190	Om001G004520, Om007G316350
OG0003370	CARHR013730	Om005G193070
OG0003370	CARHR146790	Om006G272920
OG0003371	CARHR148940	Om006G271110
OG0003372	CARHR262560	Om003G119350, Om007G315730
OG0003373	CARHR214960, CARHR058510	Om005G213610
OG0003374	CARHR056390	Om005G215590
OG0003374	CARHR235330	Om001G021030
OG0003375	CARHR212980	Om007G318140
OG0003376	CARHR233370	Om001G016920, Om005G202760
OG0003377	CARHR270770	Om006G249850
OG0003378	CARHR258730	Om003G109000
OG0003379	CARHR268650, CARHR204420, CARHR234320	Om003G117130
OG0003380	CARHR271540	Om006G248500
OG0003381	CARHR235800	Om001G021990
OG0003382	CARHR203060	Om004G165770
OG0003383	CARHR275170	Om006G236710
OG0003385	CARHR227270	Om001G006070
OG0003387	CARHR032620, CARHR256240	Om001G012080
OG0003389	CARHR128120	Om008G340540
OG0003389	CARHR028240	Om007G289230
OG0003390	CARHR029790, CARHR029800, CARHR219130	Om007G290970
OG0003391	CARHR245030	Om001G036650
OG0003394	CARHR191050	Om006G243900
OG0003395	CARHR255490	Om008G350910, Om004G150600
OG0003396	CARHR255260, CARHR255270	Om008G351370, Om008G351360
OG0003397	CARHR176470	Om008G358480
OG0003398	CARHR218290	Om003G104770
OG0003400	CARHR219820, CARHR179980	Om003G103640
OG0003401	CARHR221180	Om008G358230
OG0003402	CARHR222160, CARHR058620, CARHR187980	Om002G085790, Om002G085800, Om002G085780, Om002G085810, Om002G085820, Om001G032240, Om005G197950, Om003G101570, Om005G197940
OG0003403	CARHR173240	Om003G128710
OG0003404	CARHR142630	Om008G319750
OG0003405	CARHR170150	Om003G124140, Om008G324470
OG0003406	CARHR016340, CARHR146250	Om006G273650
OG0003407	CARHR212130	Om004G177090
OG0003407	CARHR083160	Om002G051230
OG0003408	CARHR158850	Om006G259790
OG0003408	CARHR279860	Om006G231220
OG0003409	CARHR159040	Om006G259490
OG0003409	CARHR280200	Om006G230800
OG0003410	CARHR249030	Om004G158050
OG0003410	CARHR000850	Om005G178370
OG0003411	CARHR250810	Om004G159970
OG0003412	CARHR126280	Om007G279430
OG0003412	CARHR004600	Om005G182390
OG0003413	CARHR124030	Om007G281380
OG0003414	CARHR123040	Om007G282250
OG0003414	CARHR207560	Om004G171230
OG0003415	CARHR075320	Om002G042540
OG0003415	CARHR198820	Om007G301260
OG0003416	CARHR197080	Om007G298670
OG0003417	CARHR079530, CARHR186010	Om002G047230
OG0003418	CARHR079620	Om002G047340
OG0003419	CARHR194020	Om007G295060
OG0003420	CARHR135290	Om008G330230, Om008G330210, Om003G117770, Om008G332600, Om008G330220, Om008G334330
OG0003421	CARHR130680	Om008G337200
OG0003422	CARHR132240	Om008G335790
OG0003422	CARHR163410	Om006G254550
OG0003424	CARHR133290	Om008G333400
OG0003424	CARHR164080	Om006G253960
OG0003425	CARHR016010	Om005G196190
OG0003426	CARHR017870	Om005G198410
OG0003427	CARHR021350	Om005G203080
OG0003427	CARHR084030	Om002G052220
OG0003429	CARHR021630	Om005G203370
OG0003430	CARHR063160	Om005G208330
OG0003431	CARHR025090	Om004G145330
OG0003432	CARHR026100	Om004G147260
OG0003434	CARHR114260, CARHR114300, CARHR114280, CARHR114270	Om007G283260
OG0003435	CARHR000710	Om004G154540, Om005G178210
OG0003436	CARHR009490	Om005G187670
OG0003437	CARHR257250	Om002G067280
OG0003437	CARHR257230	Om001G002880
OG0003438	CARHR075650	Om002G042870
OG0003439	CARHR195680	Om007G296980
OG0003439	CARHR077490	Om002G044990
OG0003440	CARHR195220	Om007G296410, Om005G202040
OG0003443	CARHR157980	Om006G260860
OG0003443	CARHR189530	Om006G238660
OG0003444	CARHR156820, CARHR156810	Om008G334660, Om006G263360
OG0003446	CARHR064260	Om005G206890
OG0003447	CARHR022860	Om005G205020
OG0003447	CARHR065030	Om004G142950
OG0003448	CARHR016830	Om004G131730, Om005G197260
OG0003449	CARHR087360	Om002G056670
OG0003450	CARHR045030	Om003G090530
OG0003450	CARHR088170	Om002G057740
OG0003451	CARHR093050	Om002G064430, Om004G145120
OG0003452	CARHR093400	Om002G064840
OG0003453	CARHR093500, CARHR093510	Om002G065060
OG0003455	CARHR242800	Om001G032960
OG0003456	CARHR043130	Om003G093800
OG0003457	CARHR164980	Om006G252560
OG0003458	CARHR170880	Om003G125470
OG0003459	CARHR044840	Om003G090850
OG0003459	CARHR088390	Om002G058020
OG0003460	CARHR050900, CARHR247130, CARHR117970, CARHR103850	Om001G040150
OG0003462	CARHR010750	Om002G075060, Om005G189230, Om005G189220
OG0003463	CARHR016140	Om001G020840
OG0003463	CARHR016150	Om005G196400
OG0003464	CARHR080200, CARHR080190	Om002G048040, Om002G048030, Om002G048020
OG0003465	CARHR286920	Om007G292330
OG0003466	CARHR205330	Om004G168240, Om004G168230
OG0003467	CARHR139730	Om006G250190
OG0003467	CARHR270550	Om006G250180
OG0003481	CARHR237740	Om001G025000
OG0003483	CARHR037210	Om007G287140
OG0003483	CARHR238960	Om001G027280
OG0003484	CARHR240320	Om001G029290
OG0003485	CARHR241680	Om006G233130, Om001G031050
OG0003487	CARHR214520	Om005G186770
OG0003488	CARHR054250, CARHR054240	Om006G259530
OG0003489	CARHR052940	Om005G220310
OG0003489	CARHR010700	Om005G189160
OG0003490	CARHR011320	Om005G189910
OG0003491	CARHR261430	Om007G317200, Om007G317130
OG0003492	CARHR215890	Om008G355190
OG0003493	CARHR084480	Om002G052780, Om005G223250
OG0003494	CARHR259140, CARHR014940	Om001G008370
OG0003495	CARHR256760	Om003G112280
OG0003497	CARHR271090	Om006G249510
OG0003498	CARHR288960	Om004G164200, Om004G164190
OG0003499	CARHR203740	Om004G166510
OG0003499	CARHR278470	Om006G232910
OG0003500	CARHR277980	Om006G233470
OG0003501	CARHR204070	Om004G166950
OG0003501	CARHR095280	Om002G067190
OG0003502	CARHR228380	Om001G007600
OG0003503	CARHR050230, CARHR230940	Om001G010540
OG0003505	CARHR260090	Om001G013700
OG0003506	CARHR030100	Om007G291290
OG0003507	CARHR030180	Om007G291380
OG0003508	CARHR107840	Om002G084300
OG0003509	CARHR108600, CARHR244650	Om001G035990
OG0003510	CARHR292870	Om003G116770
OG0003510	CARHR245650	Om001G037930
OG0003511	CARHR214750	Om001G027950
OG0003512	CARHR181060	Om008G341560
OG0003513	CARHR252360	Om002G074850, Om008G355200
OG0003513	CARHR227850	Om001G007010
OG0003515	CARHR173550, CARHR223760	Om005G212720, Om005G212670, Om007G302820
OG0003517	CARHR218090	Om003G105180
OG0003519	CARHR219150	Om003G103990, Om007G303340
OG0003521	CARHR140940	Om008G321730
OG0003522	CARHR058340, CARHR058290	Om008G322600
OG0003523	CARHR168450	Om003G121530
OG0003524	CARHR277440	Om006G234080
OG0003525	CARHR279220	Om006G231980
OG0003526	CARHR158750	Om006G260080
OG0003527	CARHR280550, CARHR066690	Om002G062740
OG0003528	CARHR123520	Om007G281820
OG0003528	CARHR006690	Om005G184510
OG0003529	CARHR268260	Om003G116650
OG0003530	CARHR197330	Om007G299010
OG0003531	CARHR193660	Om007G294730
OG0003533	CARHR051330	Om008G331950
OG0003534	CARHR164990, CARHR133990	Om006G252550
OG0003535	CARHR130830	Om008G336980
OG0003536	CARHR017590	Om005G198140
OG0003536	CARHR115800	Om004G133110, Om004G133080
OG0003537	CARHR066590	Om004G140970
OG0003537	CARHR018810	Om005G199800
OG0003538	CARHR068100	Om004G138490
OG0003538	CARHR019580	Om005G200830
OG0003539	CARHR023020	Om005G205170
OG0003540	CARHR023640	Om004G143430
OG0003540	CARHR063990	Om005G207220
OG0003541	CARHR063540	Om005G207830
OG0003544	CARHR215860	Om008G332550
OG0003545	CARHR294550	Om004G154630
OG0003546	CARHR005060	Om005G182930
OG0003547	CARHR144610, CARHR195890	Om007G297200
OG0003548	CARHR194130, CARHR194140	Om007G295160
OG0003549	CARHR081180, CARHR182040	Om002G049290
OG0003550	CARHR081830	Om002G049910, Om002G049900
OG0003551	CARHR188800	Om006G239340
OG0003552	CARHR276610	Om006G234980
OG0003552	CARHR156710	Om006G263550
OG0003553	CARHR276830	Om006G234740
OG0003554	CARHR160250	Om006G258300
OG0003555	CARHR157420	Om006G261680
OG0003556	CARHR023300	Om005G205540
OG0003558	CARHR017240	Om005G197730
OG0003559	CARHR073160	Om004G131680
OG0003560	CARHR043950	Om003G092350, Om003G092380
OG0003561	CARHR089790	Om002G059950, Om002G059930, Om002G059940
OG0003562	CARHR092090	Om002G063240, Om002G063230
OG0003564	CARHR041930	Om003G095480
OG0003565	CARHR099650	Om002G072730
OG0003567	CARHR109270	Om002G086060
OG0003569	CARHR045840, CARHR045850, CARHR044320, CARHR043880, CARHR045830	Om003G089520
OG0003570	CARHR126950	Om006G258050, Om006G258060
OG0003573	CARHR213970	Om004G172130
OG0003573	CARHR048300	Om005G228000
OG0003574	CARHR195420	Om007G296550
OG0003574	CARHR195430	Om007G296560
OG0003575	CARHR193730	Om007G294800
OG0003583	CARHR241170	Om001G030410
OG0003584	CARHR237300	Om001G024470
OG0003585	CARHR165680	Om006G251650
OG0003586	CARHR238370	Om001G026260
OG0003587	CARHR115540	Om003G116620, Om001G014890, Om005G206400
OG0003588	CARHR208940	Om004G173020
OG0003589	CARHR242630	Om001G032230
OG0003590	CARHR293610	Om002G083820
OG0003591	CARHR010310	Om005G188730
OG0003592	CARHR051570, CARHR051600, CARHR051610	Om005G222170
OG0003594	CARHR014850	Om005G194540
OG0003595	CARHR292470	Om006G270500
OG0003596	CARHR263860	Om007G315110
OG0003597	CARHR013030	Om005G192210
OG0003598	CARHR083530, CARHR083390	Om002G051510
OG0003599	CARHR085460	Om002G054110
OG0003600	CARHR145210, CARHR086010	Om002G054900
OG0003601	CARHR086870	Om007G312910, Om007G307700
OG0003603	CARHR235580	Om001G021650
OG0003604	CARHR235210	Om001G020730
OG0003605	CARHR117950	Om003G127860
OG0003606	CARHR269400	Om003G118180
OG0003607	CARHR201230	Om004G163030
OG0003607	CARHR201240	Om004G163040
OG0003608	CARHR007640	Om005G185670
OG0003609	CARHR203070	Om004G165790
OG0003610	CARHR278620	Om006G232760
OG0003611	CARHR225150	Om001G002140
OG0003612	CARHR225270	Om001G002320
OG0003613	CARHR186940	Om007G294430
OG0003614	CARHR027460	Om007G317030
OG0003615	CARHR028170, CARHR128050	Om007G289150
OG0003616	CARHR244150	Om001G035230
OG0003617	CARHR033540	Om001G012940
OG0003618	CARHR163170, CARHR163160	Om003G100680, Om006G254910
OG0003619	CARHR085350	Om002G053910, Om002G053930, Om002G053920
OG0003620	CARHR178350, CARHR178360	Om008G356460
OG0003621	CARHR178180	Om008G356730
OG0003622	CARHR149580, CARHR175040	Om005G203660, Om008G360880
OG0003624	CARHR173910	Om008G362570
OG0003625	CARHR142750	Om001G033190, Om008G319540
OG0003626	CARHR172590	Om003G127890
OG0003627	CARHR141040	Om008G321620, Om008G321610
OG0003628	CARHR170460, CARHR139740	Om003G124690
OG0003629	CARHR139530, CARHR139540	Om008G323580
OG0003630	CARHR139120	Om008G324260
OG0003631	CARHR191930	Om006G242710
OG0003632	CARHR015140	Om005G195050
OG0003633	CARHR160160	Om006G229960
OG0003635	CARHR160970	Om006G257360
OG0003635	CARHR281670	Om006G229110
OG0003636	CARHR000800, CARHR248970	Om004G157990
OG0003637	CARHR250700, CARHR002180	Om004G159900
OG0003638	CARHR002480, CARHR251140	Om004G160360
OG0003639	CARHR241020, CARHR114810	Om001G030260
OG0003640	CARHR075340	Om002G042580
OG0003640	CARHR198770	Om007G301210
OG0003642	CARHR186270	Om007G293950
OG0003642	CARHR079950	Om002G047700
OG0003643	CARHR134630	Om008G331030
OG0003644	CARHR074560, CARHR074550	Om004G129730
OG0003645	CARHR017080	Om005G197560
OG0003646	CARHR019060, CARHR067020	Om005G200080
OG0003647	CARHR019850	Om005G201190
OG0003648	CARHR022760	Om005G204870
OG0003648	CARHR071730	Om004G133460
OG0003649	CARHR060430	Om005G211930
OG0003650	CARHR168660	Om003G121960
OG0003651	CARHR013530	Om005G192850
OG0003652	CARHR005870	Om005G183760
OG0003653	CARHR005200	Om005G219580, Om005G183070
OG0003654	CARHR005170	Om005G183050
OG0003655	CARHR196270	Om007G297620
OG0003656	CARHR195900	Om006G255510, Om006G255500
OG0003657	CARHR087140	Om002G056410
OG0003658	CARHR208610	Om004G172620
OG0003659	CARHR275450	Om006G236430
OG0003660	CARHR272290	Om006G247730
OG0003661	CARHR160600	Om006G257750
OG0003662	CARHR154930, CARHR285600	Om006G266960
OG0003663	CARHR062580	Om005G209120
OG0003664	CARHR113110	Om006G237330, Om006G237340
OG0003665	CARHR065230	Om002G069060, Om004G142710
OG0003666	CARHR073980	Om004G130480, Om008G331540
OG0003667	CARHR087670	Om002G057060
OG0003668	CARHR088310	Om002G057900
OG0003669	CARHR044670	Om003G091010
OG0003670	CARHR088990, CARHR089010	Om002G058860, Om002G058850
OG0003671	CARHR090330	Om002G060590
OG0003673	CARHR100450	Om002G073850
OG0003674	CARHR102050, CARHR183990	Om002G075460
OG0003675	CARHR269770	Om003G118740
OG0003676	CARHR105270	Om001G031360
OG0003677	CARHR043080, CARHR090600	Om003G093880
OG0003678	CARHR096460	Om001G004200, Om002G068540
OG0003679	CARHR162070	Om006G256160
OG0003680	CARHR162200	Om006G256000, Om006G255990
OG0003681	CARHR163590	Om006G254350
OG0003681	CARHR132090	Om008G335440
OG0003682	CARHR166190	Om006G250850
OG0003683	CARHR161600, CARHR161620, CARHR161630	Om003G129290
OG0003685	CARHR164420	Om006G253190
OG0003686	CARHR106790	Om004G135320
OG0003687	CARHR053520	Om005G219730
OG0003689	CARHR148980, CARHR148970	Om001G002020, Om001G002010
OG0003695	CARHR240410, CARHR236100	Om001G022540
OG0003696	CARHR238070	Om001G025640
OG0003697	CARHR242660, CARHR242670	Om001G032180
OG0003698	CARHR243190	Om001G033480
OG0003699	CARHR033890	Om008G331900
OG0003700	CARHR222920	Om007G275810
OG0003701	CARHR144620	Om001G008520
OG0003702	CARHR224180, CARHR147650	Om006G272200
