Orthogroup	Raphanus_sativus	Cardamine_amara
OG0000809	XP_018433973.1, XP_018441904.1, XP_018441867.1, XP_018447443.1, XP_018460428.1	evm.model.RL_5.3297
OG0000809	XP_018453111.1	evm.model.RL_3.1324
OG0000809	XP_018436027.1	evm.model.RL_5.1238.3.687c88b2
OG0000813	XP_018490063.1, XP_018488265.1, XP_018489058.1, XP_018487260.1	evm.model.RL_1.1651
OG0000813	XP_018486129.1	evm.model.RL_1.1652, evm.model.RL_1.1650
OG0000814	XP_018469452.1, XP_018469278.1	evm.model.RL_8.2082, evm.model.RL_8.2083, evm.model.RL_8.862
OG0000815	XP_018460607.1	evm.model.RL_6.808, evm.model.RL_7.2398, evm.model.RL_8.1004
OG0000818	XP_018463091.1, XP_018485633.1, XP_018485758.1, XP_018437292.1	evm.model.RL_7.1461
OG0000818	XP_018470366.1, XP_018470364.1	evm.model.RL_2.2289
OG0000819	XP_018488911.1, XP_018488912.1	evm.model.RL_1.966
OG0000819	XP_018475089.1, XP_018471640.1	evm.model.RL_4.3071
OG0000819	XP_018461217.1	evm.model.RL_7.744
OG0000821	XP_018476835.1, XP_018449581.1	evm.model.RL_8.1294
OG0000823	XP_018477460.1, XP_018453323.1, XP_018440370.1, XP_018452336.1	evm.model.RL_4.73
OG0000823	XP_018451204.1, XP_018463643.1, XP_018484088.1, XP_018471809.1	evm.model.RL_2.1303
OG0000824	XP_018432644.1	evm.model.RL_5.2646.1.687c88bc, evm.model.RL_5.2647
OG0000824	XP_018452764.1, XP_018450186.1	evm.model.RL_8.737
OG0000825	XP_018446165.1	evm.model.RL_7.212
OG0000825	XP_018465207.1, XP_018465847.1, XP_018442037.1, XP_018442016.1	evm.model.RL_6.2770
OG0000826	XP_018490871.1	evm.model.RL_4.393
OG0000827	XP_018456952.1	evm.model.RL_8.1586
OG0000827	XP_018446471.1, XP_018442240.1	evm.model.RL_4.3372
OG0000828	XP_018474112.1, XP_018474125.1, XP_018474114.1, XP_018435551.1	evm.model.RL_6.1395, evm.model.RL_6.902, evm.model.RL_6.1368, evm.model.RL_4.335
OG0000829	XP_018475637.1, XP_018461386.1	evm.model.RL_4.1889, evm.model.RL_4.1890
OG0000830	XP_018441151.1, XP_018450724.1	evm.model.RL_2.3475
OG0000830	XP_018446993.1	evm.model.RL_3.2014
OG0000831	XP_018458483.1	evm.model.RL_5.3686, evm.model.RL_2.166
OG0000833	XP_018492244.1, XP_018440629.1, XP_018466455.1, XP_018486106.1	evm.model.RL_1.1403, evm.model.RL_1.3124, evm.model.RL_1.2735
OG0000833	XP_018469982.1	evm.model.RL_5.3799
OG0000834	XP_018487035.1, XP_018488668.1	evm.model.RL_1.1773
OG0000835	XP_018439798.1, XP_018464403.1, XP_018488750.1, XP_018491681.1	evm.model.RL_1.1819
OG0000835	XP_018451650.1, XP_018451631.1, XP_018434284.1, XP_018493315.1	evm.model.RL_5.2067
OG0000837	XP_018458311.1, XP_018458313.1	evm.model.RL_5.1028
OG0000841	XP_018453061.1, XP_018462739.1, XP_018475685.1	evm.model.RL_3.847
OG0000842	XP_018462418.1, XP_018434601.1	evm.model.RL_7.2394
OG0000842	XP_018438542.1, XP_018438674.1	evm.model.RL_7.2390, evm.model.RL_7.2392
OG0000843	XP_018462710.1, XP_018437944.1	evm.model.RL_8.2205
OG0000844	XP_018440536.1, XP_018467244.1, XP_018493547.1, XP_018493498.1	evm.model.RL_1.867
OG0000844	XP_018476713.1, XP_018445523.1	evm.model.RL_4.3252
OG0000845	XP_018474807.1	evm.model.RL_2.2005, evm.model.RL_8.1161
OG0000845	XP_018434633.1	evm.model.RL_7.1523
OG0000846	XP_018444799.1, XP_018462037.1	evm.model.RL_2.2840_evm.model.RL_2.2841
OG0000847	XP_018444180.1	evm.model.RL_4.2614
OG0000847	XP_018452174.1, XP_018440966.1, XP_018492647.1, XP_018492630.1	evm.model.RL_8.2540
OG0000848	XP_018432766.1, XP_018492712.1, XP_018490437.1, XP_018466472.1, XP_018460530.1	evm.model.RL_2.602.1.687c86e1, evm.model.RL_5.66.1.687c88a9
OG0000848	XP_018453052.1, XP_018474393.1, XP_018474394.1	evm.model.RL_2.768
OG0000849	XP_018480814.1, XP_018436699.1	evm.model.RL_6.2812
OG0000849	XP_018453096.1	evm.model.RL_8.147
OG0000849	XP_018489245.1	evm.model.RL_7.178
OG0000850	XP_018488057.1, XP_018488061.1, XP_018490903.1, XP_018490911.1	evm.model.RL_7.242
OG0000850	XP_018488060.1, XP_018488055.1	evm.model.RL_7.243
OG0000850	XP_018481714.1	evm.model.RL_7.240
OG0000851	XP_018441016.1	evm.model.RL_6.2305
OG0000851	XP_018442463.1	evm.model.RL_7.619
OG0000853	XP_018474566.1, XP_018475111.1, XP_018453273.1	evm.model.RL_8.338
OG0000854	XP_018458844.1, XP_018441963.1	evm.model.RL_6.936
OG0000854	XP_018485655.1, XP_018451387.1, XP_018491745.1	evm.model.RL_5.648
OG0000855	XP_018440994.1, XP_018488795.1	evm.model.RL_7.1584
OG0000855	XP_018458213.1, XP_018457495.1, XP_018491983.1	evm.model.RL_8.2339
OG0000857	XP_018457970.1	evm.model.RL_7.2100
OG0000857	XP_018441186.1, XP_018460650.1, XP_018463254.1	evm.model.RL_7.1477
OG0000859	XP_018473952.1, XP_018473953.1	evm.model.RL_6.2674
OG0000860	XP_018473962.1, XP_018443417.1, XP_018444324.1, XP_018469698.1	evm.model.RL_2.1168
OG0000863	XP_018467658.1	evm.model.RL_2.1036
OG0000868	XP_018445477.1, XP_018476417.1, XP_018469741.1	evm.model.RL_4.2884
OG0000868	XP_018460959.1, XP_018489790.1, XP_018493037.1	evm.model.RL_1.1099.1.687c87ec
OG0000869	XP_018463645.1, XP_018484093.1, XP_018451205.1, XP_018452862.1, XP_018478014.1	evm.model.RL_4.74
OG0000869	XP_018471811.1, XP_018461953.1	evm.model.RL_2.1304
OG0000870	XP_018450062.1	evm.model.RL_5.3073
OG0000870	XP_018482770.1	evm.model.RL_6.1464, evm.model.RL_5.3407, evm.model.RL_6.1463
OG0000871	XP_018490613.1, XP_018493587.1	evm.model.RL_1.168
OG0000871	XP_018445950.1	evm.model.RL_2.373
OG0000872	XP_018482998.1	evm.model.RL_6.1343
OG0000872	XP_018449651.1	evm.model.RL_2.1058
OG0000875	XP_018472691.1, XP_018489673.1, XP_018489736.1	evm.model.RL_5.516
OG0000881	XP_018487810.1	evm.model.RL_6.567
OG0000884	XP_018461388.1, XP_018468345.1, XP_018454757.1, XP_018443485.1	evm.model.RL_3.1214
OG0000884	XP_018448080.1, XP_018448074.1, XP_018491392.1	evm.model.RL_5.3223
OG0000885	XP_018469516.1, XP_018450047.1, XP_018449819.1, XP_018433812.1	evm.model.RL_5.3520.2.687c88c3
OG0000885	XP_018471452.1	evm.model.RL_2.2318.1.687c86e5
OG0000886	XP_018481937.1, XP_018460393.1, XP_018433250.1	evm.model.RL_4.585, evm.model.RL_4.584
OG0000886	XP_018460239.1	evm.model.RL_3.1957
OG0000887	XP_018475382.1	evm.model.RL_6.2864
OG0000887	XP_018464410.1	evm.model.RL_6.2862
OG0000888	XP_018478094.1, XP_018491522.1, XP_018446787.1, XP_018465392.1	evm.model.RL_7.511
OG0000888	XP_018436552.1, XP_018436553.1, XP_018482781.1, XP_018483637.1, XP_018476480.1	evm.model.RL_6.2372
OG0000889	XP_018487027.1, XP_018477634.1	evm.model.RL_7.825
OG0000890	XP_018442409.1, XP_018432937.1	evm.model.RL_7.1019
OG0000890	XP_018484215.1, XP_018441375.1	evm.model.RL_6.1835
OG0000891	XP_018490490.1	evm.model.RL_5.3522
OG0000891	XP_018449356.1, XP_018448283.1	evm.model.RL_5.3521
OG0000892	XP_018481511.1, XP_018482130.1, XP_018437705.1, XP_018434393.1, XP_018491315.1, XP_018489812.1	evm.model.RL_4.1191
OG0000894	XP_018448634.1, XP_018435802.1, XP_018450049.1	evm.model.RL_7.1693
OG0000895	XP_018491009.1, XP_018438264.1, XP_018492338.1	evm.model.RL_1.2442, evm.model.RL_1.2443, evm.model.RL_1.2440, evm.model.RL_1.2441
OG0000896	XP_018474000.1	evm.model.RL_6.611
OG0000897	XP_018473039.1	evm.model.RL_6.1893
OG0000900	XP_018434320.1, XP_018438996.1	evm.model.RL_5.1195
OG0000900	XP_018460556.1	evm.model.RL_5.1196
OG0000901	XP_018467671.1, XP_018460242.1, XP_018465130.1	evm.model.RL_2.1203
OG0000902	XP_018468591.1	evm.model.RL_4.3002
OG0000902	XP_018435213.1, XP_018492608.1	evm.model.RL_1.998
OG0000903	XP_018443756.1, XP_018443763.1	evm.model.RL_7.1829
OG0000904	XP_018460924.1, XP_018448601.1, XP_018472776.1, XP_018470659.1, XP_018449973.1, XP_018445626.1, XP_018447208.1, XP_018477066.1	evm.model.RL_2.2680
OG0000905	XP_018446745.1	evm.model.RL_4.2551
OG0000906	XP_018466383.1	evm.model.RL_2.1348, evm.model.RL_8.1572
OG0000906	XP_018445428.1, XP_018471317.1, XP_018473271.1	evm.model.RL_4.2580
OG0000907	XP_018470535.1	evm.model.RL_2.1418
OG0000907	XP_018481872.1, XP_018437156.1, XP_018452690.1	evm.model.RL_4.240
OG0000908	XP_018484233.1	evm.model.RL_2.3408
OG0000908	XP_018491854.1	evm.model.RL_1.481
OG0000909	XP_018433141.1	evm.model.RL_5.3381.1.687c88c2
OG0000909	XP_018477815.1	evm.model.RL_2.844
OG0000909	XP_018445345.1, XP_018472759.1	evm.model.RL_4.2021
OG0000910	XP_018455147.1	evm.model.RL_8.2090
OG0000910	XP_018469356.1, XP_018464888.1	evm.model.RL_8.2089, evm.model.RL_8.2088
OG0000911	XP_018457879.1, XP_018433287.1	evm.model.RL_8.2788
OG0000912	XP_018476448.1, XP_018457360.1, XP_018457330.1	evm.model.RL_8.279
OG0000914	XP_018488327.1	evm.model.RL_1.312
OG0000915	XP_018491813.1, XP_018481282.1, XP_018464832.1	evm.model.RL_7.1095
OG0000915	XP_018482905.1, XP_018440892.1, XP_018474988.1	evm.model.RL_6.1737
OG0000917	XP_018447876.1, XP_018481892.1, XP_018477688.1, XP_018458808.1	evm.model.RL_5.1164
OG0000918	XP_018461697.1, XP_018479501.1, XP_018454642.1, XP_018480460.1	evm.model.RL_4.390.3.687c86ce
OG0000919	XP_018490444.1, XP_018490445.1, XP_018488254.1, XP_018488255.1	evm.model.RL_1.1647
OG0000921	XP_018479911.1, XP_018451794.1	evm.model.RL_5.2063
OG0000923	XP_018464750.1	evm.model.RL_8.1096, evm.model.RL_8.1098, evm.model.RL_8.1154, evm.model.RL_8.1095
OG0000924	XP_018480974.1, XP_018447662.1	evm.model.RL_2.3157, evm.model.RL_3.688
OG0000924	XP_018434532.1, XP_018454770.1	evm.model.RL_1.2997
OG0000930	XP_018464789.1, XP_018440303.1	evm.model.RL_1.3153
OG0000930	XP_018450976.1, XP_018481658.1, XP_018460080.1, XP_018470642.1	evm.model.RL_2.2456
OG0000931	XP_018488516.1	evm.model.RL_1.762
OG0000931	XP_018436577.1, XP_018490874.1	evm.model.RL_1.1022
OG0000932	XP_018478096.1, XP_018478079.1	evm.model.RL_6.1855
OG0000932	XP_018491054.1, XP_018434853.1, XP_018460949.1, XP_018464817.1	evm.model.RL_1.1104
OG0000933	XP_018468903.1, XP_018481601.1	evm.model.RL_2.2073
OG0000933	XP_018468841.1	evm.model.RL_8.1331
OG0000934	XP_018470367.1	evm.model.RL_2.1503
OG0000935	XP_018474698.1, XP_018454906.1	evm.model.RL_8.408
OG0000935	XP_018484398.1, XP_018484404.1, XP_018447743.1, XP_018469997.1	evm.model.RL_2.1623
OG0000936	XP_018467713.1, XP_018468275.1	evm.model.RL_2.1661
OG0000936	XP_018469371.1, XP_018468729.1	evm.model.RL_2.1663
OG0000937	XP_018482582.1	evm.model.RL_8.883
OG0000938	XP_018448357.1	evm.model.RL_2.3376
OG0000938	XP_018468031.1	evm.model.RL_2.3377
OG0000940	XP_018492044.1, XP_018492013.1	evm.model.RL_1.2529
OG0000940	XP_018449130.1, XP_018463972.1	evm.model.RL_1.2530
OG0000941	XP_018451203.1, XP_018484062.1	evm.model.RL_2.925
OG0000941	XP_018447524.1	evm.model.RL_5.413.1.687c88ac
OG0000942	XP_018488713.1, XP_018488704.1, XP_018436759.1, XP_018466293.1, XP_018483528.1, XP_018447774.1, XP_018492576.1	evm.model.RL_6.2495
OG0000943	XP_018490290.1, XP_018488558.1	evm.model.RL_1.485, evm.model.RL_4.1067
OG0000945	XP_018458857.1, XP_018474284.1	evm.model.RL_4.1934
OG0000946	XP_018464734.1, XP_018464712.1	evm.model.RL_4.3392
OG0000946	XP_018474209.1	evm.model.RL_4.3394
OG0000946	XP_018470013.1, XP_018470012.1	evm.model.RL_4.3393
OG0000947	XP_018446428.1, XP_018476005.1, XP_018446955.1	evm.model.RL_4.2073
OG0000947	XP_018485568.1, XP_018433954.1, XP_018485598.1	evm.model.RL_1.134
OG0000948	XP_018477505.1, XP_018493420.1	evm.model.RL_6.2059, evm.model.RL_7.833
OG0000950	XP_018440286.1, XP_018484595.1, XP_018480279.1	evm.model.RL_4.1087
OG0000950	XP_018434337.1	evm.model.RL_1.511
OG0000951	XP_018455256.1, XP_018465218.1, XP_018455426.1, XP_018456267.1	evm.model.RL_4.105
OG0000952	XP_018464107.1	evm.model.RL_3.2247
OG0000953	XP_018439322.1	evm.model.RL_7.1379
OG0000953	XP_018437744.1	evm.model.RL_7.1371
OG0000954	XP_018432604.1, XP_018433013.1	evm.model.RL_1.1843
OG0000956	XP_018469149.1, XP_018475765.1, XP_018466947.1, XP_018460783.1, XP_018443606.1, XP_018465774.1	evm.model.RL_5.2612
OG0000962	XP_018481538.1, XP_018479645.1, XP_018481548.1, XP_018463953.1, XP_018471069.1, XP_018444516.1, XP_018453513.1	evm.model.RL_2.225
OG0000962	XP_018454112.1, XP_018454110.1	evm.model.RL_7.2182
OG0000963	XP_018438222.1, XP_018486150.1	evm.model.RL_1.847
OG0000965	XP_018489227.1	evm.model.RL_1.1272
OG0000965	XP_018451662.1, XP_018484602.1, XP_018471820.1	evm.model.RL_2.1483
OG0000966	XP_018480583.1, XP_018471464.1, XP_018450891.1	evm.model.RL_2.1500
OG0000967	XP_018487120.1, XP_018447523.1	evm.model.RL_5.2441
OG0000967	XP_018434632.1, XP_018489857.1	evm.model.RL_5.3543
OG0000968	XP_018458511.1, XP_018461817.1, XP_018460034.1	evm.model.RL_2.433
OG0000968	XP_018461820.1, XP_018481839.1	evm.model.RL_2.434
OG0000970	XP_018438951.1, XP_018452221.1	evm.model.RL_8.2730
OG0000970	XP_018465206.1, XP_018469166.1	evm.model.RL_7.1381, evm.model.RL_2.611
OG0000970	XP_018433894.1	evm.model.RL_6.92
OG0000972	XP_018466337.1, XP_018482186.1	evm.model.RL_4.1104
OG0000972	XP_018489908.1, XP_018486015.1, XP_018438290.1	evm.model.RL_1.518
OG0000973	XP_018472197.1, XP_018476598.1, XP_018445540.1	evm.model.RL_4.1755
OG0000973	XP_018440343.1, XP_018487372.1, XP_018462416.1, XP_018462363.1, XP_018432842.1	evm.model.RL_1.554
OG0000974	XP_018466502.1, XP_018484331.1	evm.model.RL_6.1729
OG0000975	XP_018450527.1, XP_018468828.1, XP_018468732.1	evm.model.RL_5.1807
OG0000975	XP_018487575.1	evm.model.RL_5.1808
OG0000976	XP_018475108.1, XP_018436863.1	evm.model.RL_5.1341, evm.model.RL_5.1340
OG0000977	XP_018439383.1	evm.model.RL_7.1667_evm.model.RL_7.1668_evm.model.RL_7.1669
OG0000981	XP_018475492.1	evm.model.RL_2.1783
OG0000983	XP_018475276.1, XP_018475434.1, XP_018474254.1, XP_018474250.1, XP_018474251.1, XP_018474259.1, XP_018474253.1, XP_018474256.1, XP_018448346.1	evm.model.RL_4.1504, evm.model.RL_4.1506, evm.model.RL_4.1508
OG0000986	XP_018492224.1	evm.model.RL_2.2624
OG0000986	XP_018477486.1, XP_018470702.1	evm.model.RL_3.121
OG0000987	XP_018459286.1	evm.model.RL_5.2787
OG0000988	XP_018445237.1, XP_018445576.1	evm.model.RL_4.2964
OG0000988	XP_018441707.1	evm.model.RL_1.1035
OG0000989	XP_018474166.1, XP_018472807.1, XP_018472810.1, XP_018462367.1, XP_018462376.1, XP_018444390.1, XP_018458813.1	evm.model.RL_8.1304.1.687c855b
OG0000989	XP_018453068.1	evm.model.RL_4.652
OG0000990	XP_018478159.1, XP_018455442.1, XP_018447749.1, XP_018457483.1, XP_018478359.1	evm.model.RL_4.178
OG0000991	XP_018469959.1	evm.model.RL_5.2650
OG0000991	XP_018447322.1, XP_018432629.1	evm.model.RL_5.2648
OG0000992	XP_018438688.1, XP_018482405.1, XP_018482392.1	evm.model.RL_6.83
OG0000992	XP_018483411.1	evm.model.RL_2.3399
OG0000993	XP_018457453.1, XP_018466415.1, XP_018485528.1	evm.model.RL_1.2435, evm.model.RL_2.253, evm.model.RL_1.2104
OG0000994	XP_018464018.1, XP_018437973.1	evm.model.RL_6.1111
OG0000994	XP_018472987.1, XP_018439037.1	evm.model.RL_6.1110
OG0000995	XP_018476246.1, XP_018482882.1	evm.model.RL_6.1248
OG0000995	XP_018451234.1, XP_018489718.1	evm.model.RL_5.448, evm.model.RL_7.480
OG0000996	XP_018476849.1, XP_018483165.1, XP_018441507.1	evm.model.RL_6.1167
OG0000996	XP_018472672.1, XP_018493462.1	evm.model.RL_5.522
OG0000997	XP_018451763.1, XP_018464558.1, XP_018439265.1, XP_018432846.1, XP_018441244.1	evm.model.RL_1.332, evm.model.RL_5.1192
OG0000998	XP_018442069.1, XP_018467520.1, XP_018477103.1	evm.model.RL_6.2077
OG0000998	XP_018487080.1, XP_018480621.1	evm.model.RL_7.810
OG0001000	XP_018445207.1	evm.model.RL_4.2147
OG0001001	XP_018482156.1, XP_018479308.1	evm.model.RL_4.1155
OG0001001	XP_018435613.1	evm.model.RL_4.1156, evm.model.RL_4.1157
OG0001002	XP_018488440.1	evm.model.RL_1.1244
OG0001002	XP_018486180.1	evm.model.RL_5.3947
OG0001003	XP_018479839.1, XP_018488511.1	evm.model.RL_5.3722
OG0001004	XP_018464705.1, XP_018436401.1, XP_018436400.1	evm.model.RL_6.2130
OG0001008	XP_018475125.1, XP_018450975.1	evm.model.RL_2.2446
OG0001008	XP_018450974.1, XP_018477277.1, XP_018460075.1	evm.model.RL_2.2445
OG0001009	XP_018467867.1, XP_018447810.1, XP_018449870.1	evm.model.RL_2.2489, evm.model.RL_2.2488
OG0001009	XP_018468810.1	evm.model.RL_2.2487
OG0001010	XP_018488855.1, XP_018479159.1	evm.model.RL_5.2768
OG0001010	XP_018439777.1, XP_018482911.1	evm.model.RL_6.1643
OG0001011	XP_018485840.1, XP_018485733.1	evm.model.RL_5.2750
OG0001011	XP_018485734.1	evm.model.RL_2.869
OG0001012	XP_018456276.1, XP_018456281.1, XP_018434278.1	evm.model.RL_3.631
OG0001012	XP_018485602.1, XP_018451221.1, XP_018460012.1	evm.model.RL_5.817
OG0001013	XP_018488160.1, XP_018452150.1, XP_018469036.1, XP_018452122.1	evm.model.RL_3.894, evm.model.RL_3.861, evm.model.RL_3.895
OG0001015	XP_018481824.1, XP_018472436.1, XP_018447285.1	evm.model.RL_2.2077
OG0001016	XP_018475923.1, XP_018476395.1, XP_018442157.1, XP_018465326.1	evm.model.RL_4.2475
OG0001016	XP_018452808.1, XP_018455994.1, XP_018461074.1, XP_018484641.1	evm.model.RL_4.1210
OG0001017	XP_018486819.1	evm.model.RL_8.2647
OG0001018	XP_018474513.1, XP_018446593.1, XP_018479282.1, XP_018438768.1	evm.model.RL_4.1363
OG0001019	XP_018482980.1	evm.model.RL_2.1315
OG0001019	XP_018434987.1, XP_018482024.1	evm.model.RL_4.90.4.687c86cd
OG0001020	XP_018458419.1, XP_018477844.1, XP_018447301.1	evm.model.RL_2.1342
OG0001020	XP_018454684.1, XP_018482806.1, XP_018466633.1, XP_018481735.1	evm.model.RL_4.140
OG0001021	XP_018464258.1, XP_018489518.1, XP_018444206.1, XP_018481002.1	evm.model.RL_7.69
OG0001021	XP_018466366.1, XP_018437980.1, XP_018437979.1	evm.model.RL_6.2938
OG0001022	XP_018476276.1	evm.model.RL_6.2879
OG0001022	XP_018492060.1	evm.model.RL_7.133
OG0001023	XP_018435854.1, XP_018443256.1	evm.model.RL_4.1424
OG0001024	XP_018453667.1	evm.model.RL_6.1242
OG0001025	XP_018471445.1, XP_018486112.1	evm.model.RL_5.529
OG0001025	XP_018440224.1, XP_018441711.1	evm.model.RL_6.1155
OG0001026	XP_018444431.1, XP_018489269.1	evm.model.RL_1.95
OG0001026	XP_018444852.1, XP_018475194.1, XP_018475193.1, XP_018475029.1	evm.model.RL_4.2120
OG0001027	XP_018450253.1, XP_018450251.1, XP_018462934.1	evm.model.RL_5.977
OG0001028	XP_018437189.1, XP_018437542.1	evm.model.RL_6.2049
OG0001028	XP_018484866.1, XP_018489845.1, XP_018489846.1	evm.model.RL_7.855
OG0001029	XP_018447904.1, XP_018447946.1, XP_018447984.1, XP_018434826.1, XP_018449083.1	evm.model.RL_5.3564
OG0001029	XP_018456104.1	evm.model.RL_3.2167
OG0001030	XP_018438401.1	evm.model.RL_5.1813
OG0001030	XP_018444092.1, XP_018468161.1	evm.model.RL_3.1974
OG0001031	XP_018486118.1, XP_018486203.1, XP_018462561.1, XP_018449747.1, XP_018438227.1	evm.model.RL_5.1826
OG0001031	XP_018463602.1, XP_018463480.1, XP_018443036.1, XP_018461233.1	evm.model.RL_3.1986
OG0001032	XP_018444011.1, XP_018480528.1	evm.model.RL_3.2070
OG0001032	XP_018449574.1, XP_018481773.1, XP_018437215.1	evm.model.RL_5.3640
OG0001033	XP_018443497.1, XP_018443499.1	evm.model.RL_6.971
OG0001034	XP_018435984.1	evm.model.RL_5.3439
OG0001035	XP_018454048.1, XP_018465980.1, XP_018455368.1, XP_018455448.1, XP_018455490.1	evm.model.RL_1.349
OG0001036	XP_018457158.1	evm.model.RL_3.2263_evm.model.RL_3.2264_evm.model.RL_3.2265.6.687c9761
OG0001037	XP_018470350.1	evm.model.RL_3.2379
OG0001038	XP_018438278.1, XP_018491542.1	evm.model.RL_1.1203
OG0001038	XP_018485877.1, XP_018489865.1, XP_018463084.1, XP_018438827.1	evm.model.RL_1.1204
OG0001039	XP_018488851.1, XP_018482975.1, XP_018449682.1	evm.model.RL_5.2178
OG0001039	XP_018462281.1, XP_018490006.1, XP_018441422.1, XP_018489783.1	evm.model.RL_1.1675
OG0001040	XP_018449142.1, XP_018466034.1, XP_018491990.1	evm.model.RL_5.1907
OG0001040	XP_018488229.1, XP_018492095.1, XP_018465596.1, XP_018459587.1	evm.model.RL_1.2042
OG0001041	XP_018440119.1, XP_018434209.1	evm.model.RL_1.3135
OG0001041	XP_018441219.1	evm.model.RL_7.1628
OG0001042	XP_018493393.1	evm.model.RL_8.872
OG0001042	XP_018491601.1	evm.model.RL_5.1875
OG0001043	XP_018489572.1	evm.model.RL_5.1891
OG0001044	XP_018446956.1, XP_018492247.1, XP_018491208.1, XP_018478920.1	evm.model.RL_7.820
OG0001045	XP_018439288.1, XP_018437949.1, XP_018475591.1	evm.model.RL_7.1862, evm.model.RL_7.1863, evm.model.RL_7.1781, evm.model.RL_7.1780
OG0001051	XP_018453950.1	evm.model.RL_1.2855
OG0001051	XP_018447407.1, XP_018459368.1	evm.model.RL_2.3027
OG0001052	XP_018450275.1, XP_018450157.1, XP_018448473.1	evm.model.RL_2.3036
OG0001053	XP_018433182.1, XP_018457379.1	evm.model.RL_3.565
OG0001053	XP_018466361.1, XP_018432640.1	evm.model.RL_5.857
OG0001054	XP_018437662.1	evm.model.RL_3.300
OG0001054	XP_018434548.1	evm.model.RL_3.301
OG0001056	XP_018489986.1, XP_018489983.1	evm.model.RL_1.953
OG0001056	XP_018444409.1, XP_018475499.1, XP_018469616.1	evm.model.RL_4.3093
OG0001057	XP_018468388.1, XP_018483819.1	evm.model.RL_2.2283
OG0001057	XP_018474188.1	evm.model.RL_8.1506, evm.model.RL_8.1507
OG0001058	XP_018483001.1, XP_018461576.1, XP_018458064.1, XP_018463900.1, XP_018449812.1	evm.model.RL_2.1269
OG0001058	XP_018471730.1	evm.model.RL_2.3110
OG0001060	XP_018450869.1	evm.model.RL_2.896
OG0001060	XP_018432620.1, XP_018461835.1, XP_018439510.1, XP_018440611.1, XP_018485458.1	evm.model.RL_1.2283
OG0001061	XP_018491929.1, XP_018435490.1, XP_018441443.1	evm.model.RL_1.2195
OG0001061	XP_018469701.1, XP_018463513.1, XP_018466238.1	evm.model.RL_2.977, evm.model.RL_2.976
OG0001062	XP_018440933.1	evm.model.RL_8.2716
OG0001063	XP_018490299.1, XP_018441124.1, XP_018437602.1	evm.model.RL_1.519
OG0001064	XP_018440140.1, XP_018459001.1, XP_018484284.1	evm.model.RL_6.1802
OG0001064	XP_018492187.1, XP_018484019.1	evm.model.RL_7.1064, evm.model.RL_7.1062, evm.model.RL_7.1851, evm.model.RL_7.1063
OG0001065	XP_018474976.1, XP_018439646.1, XP_018437500.1	evm.model.RL_6.1862
OG0001065	XP_018486069.1, XP_018464954.1	evm.model.RL_7.1043
OG0001066	XP_018476986.1, XP_018435011.1, XP_018477761.1, XP_018477833.1	evm.model.RL_6.1861
OG0001066	XP_018485991.1, XP_018446474.1	evm.model.RL_7.1042
OG0001067	XP_018456445.1, XP_018461544.1	evm.model.RL_3.2305.2.687c84be
OG0001067	XP_018450732.1, XP_018459779.1, XP_018465332.1	evm.model.RL_5.1512
