Orthogroup	Raphanus_sativus	Erysimum_linariifolium
OG0002867	XP_018491672.1	El005G250220
OG0002867	XP_018451018.1	El002G139750
OG0002868	XP_018490715.1, XP_018459450.1, XP_018491125.1	El005G252020
OG0002869	XP_018479221.1, XP_018472822.1	El002G135050
OG0002869	XP_018490921.1, XP_018492669.1	El005G258340
OG0002870	XP_018451110.1	El007G332290
OG0002872	XP_018433685.1	El005G273840
OG0002873	XP_018450353.1, XP_018468408.1, XP_018447585.1, XP_018464178.1	El003G152820
OG0002874	XP_018452571.1, XP_018439193.1	El002G125460
OG0002875	XP_018436352.1	El002G135170
OG0002875	XP_018491980.1	El005G258380
OG0002876	XP_018491498.1, XP_018491512.1, XP_018433019.1	El002G133320
OG0002877	XP_018491882.1	El001G025910
OG0002878	XP_018474695.1	El006G288830
OG0002878	XP_018489959.1, XP_018459230.1	El001G027710
OG0002879	XP_018487169.1	El001G028480
OG0002879	XP_018482373.1	El006G288020
OG0002880	XP_018488021.1, XP_018491743.1	El001G028780
OG0002880	XP_018446737.1	El001G076490
OG0002881	XP_018460383.1	El001G029230, El001G029240
OG0002882	XP_018436359.1	El007G365310
OG0002883	XP_018466904.1, XP_018439907.1, XP_018481890.1, XP_018450453.1, XP_018462730.1, XP_018471042.1, XP_018467844.1, XP_018467843.1	El002G094270
OG0002886	XP_018466723.1, XP_018466865.1, XP_018445369.1	El001G064950, El001G064780, El001G064940
OG0002887	XP_018469659.1	El001G066880
OG0002890	XP_018467088.1	El005G279170
OG0002890	XP_018447430.1	El003G155550
OG0002891	XP_018478480.1	El006G317940
OG0002891	XP_018477715.1	El003G152590
OG0002892	XP_018477334.1	El006G315440
OG0002892	XP_018468868.1, XP_018461714.1	El003G150920
OG0002893	XP_018451271.1	El003G150720
OG0002893	XP_018436674.1	El006G314920
OG0002894	XP_018440319.1	El001G012650
OG0002894	XP_018471095.1	El003G150110
OG0002895	XP_018437085.1	El006G313380
OG0002895	XP_018471356.1	El003G149730
OG0002896	XP_018470794.1	El003G175600, El003G148930
OG0002896	XP_018493391.1	El005G272300
OG0002897	XP_018470600.1	El003G147680
OG0002897	XP_018433269.1	El005G273770, El007G357480
OG0002898	XP_018491614.1, XP_018492098.1	El005G253390
OG0002899	XP_018479974.1, XP_018466405.1, XP_018459299.1, XP_018447908.1	El002G119590
OG0002900	XP_018476796.1, XP_018464746.1	El006G295360
OG0002901	XP_018442070.1	El002G093720
OG0002901	XP_018455626.1	El004G200460
OG0002902	XP_018441845.1, XP_018458084.1	El004G199100
OG0002903	XP_018469810.1, XP_018433423.1	El002G099220, El002G099240
OG0002904	XP_018447755.1	El002G098740
OG0002904	XP_018460334.1, XP_018459531.1	El001G036860
OG0002905	XP_018478593.1, XP_018478736.1	El003G190670
OG0002905	XP_018451977.1, XP_018434048.1, XP_018434065.1	El001G043170
OG0002906	XP_018457069.1	El004G195790
OG0002906	XP_018466017.1	El003G192500
OG0002907	XP_018456232.1	El007G334240
OG0002907	XP_018477949.1	El003G158630
OG0002909	XP_018473561.1	El001G077780
OG0002910	XP_018467570.1, XP_018434069.1, XP_018486294.1	El005G247340
OG0002911	XP_018490424.1, XP_018487055.1	El005G248210
OG0002911	XP_018446247.1	El001G067770
OG0002912	XP_018457668.1	El007G338960
OG0002912	XP_018473914.1	El002G111380
OG0002913	XP_018468047.1	El007G337930
OG0002913	XP_018448645.1	El003G157020
OG0002914	XP_018466069.1, XP_018467762.1, XP_018465139.1	El003G157890
OG0002915	XP_018466015.1, XP_018455656.1, XP_018469759.1	El007G333500, El007G333360
OG0002916	XP_018450268.1, XP_018450267.1	El002G112810, El002G113060
OG0002917	XP_018470810.1, XP_018443835.1	El001G069570
OG0002917	XP_018454472.1	El001G051680
OG0002918	XP_018482857.1, XP_018485344.1	El001G056900
OG0002919	XP_018470406.1, XP_018476072.1	El001G074050
OG0002920	XP_018437754.1	El007G328620
OG0002921	XP_018451211.1	El003G169750
OG0002921	XP_018485073.1	El007G366540
OG0002924	XP_018455800.1	El001G006670
OG0002924	XP_018450713.1	El003G162750
OG0002925	XP_018471582.1, XP_018448939.1, XP_018448943.1, XP_018478771.1, XP_018478755.1	El003G162550
OG0002926	XP_018473259.1, XP_018452540.1, XP_018460927.1	El001G008790
OG0002927	XP_018459720.1, XP_018490491.1, XP_018463049.1	El002G121780
OG0002928	XP_018446947.1, XP_018453092.1, XP_018455471.1	El004G223620
OG0002929	XP_018450844.1	El002G123420
OG0002929	XP_018440778.1	El002G107360
OG0002930	XP_018432592.1	El002G114100
OG0002931	XP_018450117.1, XP_018450063.1	El003G146660
OG0002932	XP_018470836.1, XP_018451796.1	El003G145160
OG0002932	XP_018480288.1	El006G318400
OG0002933	XP_018451081.1	El003G144720
OG0002934	XP_018449474.1, XP_018449471.1, XP_018469677.1	El007G337960
OG0002935	XP_018484165.1, XP_018454040.1, XP_018451025.1	El003G142640
OG0002936	XP_018472249.1, XP_018451579.1	El003G142560
OG0002936	XP_018481304.1	El006G321180
OG0002937	XP_018483848.1, XP_018454220.1	El003G142450
OG0002938	XP_018450225.1	El003G142000
OG0002938	XP_018460611.1, XP_018474364.1, XP_018439192.1	El006G321710
OG0002939	XP_018435863.1	El001G011010, El001G006850
OG0002940	XP_018475897.1	El006G297120
OG0002941	XP_018481259.1, XP_018469213.1, XP_018466529.1	El003G179800
OG0002942	XP_018447939.1	El003G175870
OG0002942	XP_018486738.1	El005G265640
OG0002943	XP_018448703.1, XP_018481092.1	El003G192270, El003G192320
OG0002944	XP_018485984.1	El001G034770
OG0002944	XP_018478333.1, XP_018462814.1, XP_018435154.1	El006G280380
OG0002945	XP_018457066.1, XP_018485553.1, XP_018492408.1	El002G099750
OG0002946	XP_018441929.1, XP_018441890.1, XP_018474633.1	El006G281740
OG0002947	XP_018484140.1	El001G032060, El008G369360
OG0002947	XP_018480323.1	El006G283620
OG0002949	XP_018436408.1, XP_018463310.1, XP_018481374.1	El006G284230
OG0002949	XP_018434157.1	El004G205200, El004G205230
OG0002950	XP_018452125.1	El007G322010
OG0002950	XP_018447424.1, XP_018440248.1, XP_018440249.1	El001G021700
OG0002951	XP_018438755.1, XP_018482345.1	El006G284930
OG0002952	XP_018477097.1	El006G285190
OG0002952	XP_018487297.1	El001G031240
OG0002953	XP_018441268.1, XP_018477349.1	El006G285380
OG0002954	XP_018488037.1	El001G031120
OG0002954	XP_018439437.1	El006G285450
OG0002955	XP_018432701.1, XP_018432779.1	El005G244030
OG0002956	XP_018443266.1, XP_018461660.1	El001G059010
OG0002956	XP_018470148.1, XP_018444518.1	El001G058850
OG0002957	XP_018472167.1	El001G014510
OG0002957	XP_018472500.1	El007G330710
OG0002958	XP_018443257.1, XP_018474241.1, XP_018474242.1, XP_018474240.1	El001G057220, El001G057250
OG0002959	XP_018492163.1	El007G324950
OG0002960	XP_018440106.1, XP_018452932.1, XP_018452811.1, XP_018441684.1, XP_018441696.1	El007G323690
OG0002961	XP_018440217.1, XP_018436247.1	El007G322630
OG0002961	XP_018437918.1	El001G021040, El002G126230
OG0002962	XP_018489616.1	El002G114540, El002G114530
OG0002963	XP_018486865.1	El002G083710
OG0002964	XP_018456028.1	El001G002820
OG0002964	XP_018456027.1, XP_018453883.1	El001G002830
OG0002965	XP_018437782.1	El007G360320
OG0002965	XP_018449794.1	El002G085610
OG0002966	XP_018486704.1, XP_018488560.1	El002G085770
OG0002966	XP_018455817.1, XP_018484361.1	El007G360120
OG0002967	XP_018450694.1, XP_018450697.1, XP_018492501.1	El002G086000
OG0002968	XP_018486415.1	El002G086060
OG0002968	XP_018483435.1, XP_018455524.1	El007G359820
OG0002969	XP_018479838.1	El002G086530
OG0002969	XP_018442041.1	El006G298630
OG0002970	XP_018438316.1	El006G298800
OG0002970	XP_018487611.1, XP_018489607.1	El002G086640
OG0002971	XP_018449190.1	El002G086630
OG0002971	XP_018476900.1, XP_018436338.1	El006G298780
OG0002972	XP_018479055.1	El002G087300
OG0002972	XP_018434193.1	El006G299780
OG0002973	XP_018437021.1	El002G088590
OG0002973	XP_018475964.1	El006G301330
OG0002974	XP_018436849.1	El006G304390
OG0002974	XP_018441699.1	El002G090240
OG0002975	XP_018447808.1	El003G149870
OG0002976	XP_018473514.1	El001G066980
OG0002976	XP_018490994.1	El005G235420
OG0002977	XP_018486920.1, XP_018463042.1	El005G235500
OG0002977	XP_018446342.1	El001G066800
OG0002978	XP_018472526.1, XP_018469808.1	El007G332510
OG0002979	XP_018476591.1	El007G336770
OG0002979	XP_018450246.1	El003G157650
OG0002980	XP_018487073.1	El005G240180
OG0002980	XP_018477910.1, XP_018456361.1	El001G049590
OG0002981	XP_018442801.1	El001G061410
OG0002982	XP_018433576.1	El006G294550
OG0002983	XP_018434669.1	El006G294040
OG0002983	XP_018480434.1	El001G023720
OG0002984	XP_018433707.1	El006G294010
OG0002985	XP_018485608.1, XP_018477376.1	El001G023990
OG0002988	XP_018491924.1, XP_018491935.1	El037G374530, El002G104000
OG0002990	XP_018442539.1, XP_018470336.1, XP_018486969.1	El002G112010
OG0002993	XP_018491413.1, XP_018483207.1	El002G092430, El007G344720, El002G114060, El002G114020
OG0002994	XP_018485231.1	El002G087170
OG0002995	XP_018464304.1, XP_018442209.1	El002G085110
OG0002996	XP_018456924.1	El001G051310
OG0002997	XP_018452648.1	El001G047370
OG0002997	XP_018440041.1, XP_018434098.1, XP_018483508.1	El007G335910, El001G047430
OG0002998	XP_018440817.1, XP_018488649.1	El005G248020
OG0002999	XP_018446756.1	El001G076840
OG0002999	XP_018469310.1	El004G224780
OG0003000	XP_018432816.1, XP_018466699.1, XP_018440358.1	El003G191250, El007G329650
OG0003001	XP_018486862.1	El007G328460
OG0003001	XP_018442805.1	El001G074620
OG0003002	XP_018472501.1, XP_018456130.1, XP_018456136.1	El007G330700
OG0003003	XP_018489817.1, XP_018480219.1	El002G101450
OG0003003	XP_018453017.1, XP_018453485.1	El004G224460
OG0003004	XP_018457230.1	El002G138840
OG0003004	XP_018486541.1, XP_018466516.1	El005G251180
OG0003005	XP_018477625.1, XP_018477365.1	El003G172150
OG0003005	XP_018440905.1, XP_018493533.1	El005G253400
OG0003006	XP_018444380.1	El003G171520
OG0003006	XP_018432743.1	El005G253760
OG0003007	XP_018458677.1, XP_018450153.1	El003G171390, El005G253830
OG0003008	XP_018490132.1	El005G255470
OG0003009	XP_018461327.1, XP_018438097.1	El005G257090
OG0003009	XP_018435917.1, XP_018487459.1	El002G134090
OG0003010	XP_018469927.1, XP_018488681.1	El002G135430
OG0003011	XP_018441234.1, XP_018441231.1, XP_018441429.1	El005G265040, El005G265100
OG0003012	XP_018489182.1	El005G267400
OG0003014	XP_018492704.1	El003G173380, El003G179040, El005G275570
OG0003015	XP_018440415.1	El005G278150
OG0003015	XP_018470109.1	El003G154230
OG0003016	XP_018491989.1	El002G136120
OG0003017	XP_018445795.1, XP_018445769.1, XP_018483674.1	El001G029380, El002G135950
OG0003018	XP_018489890.1, XP_018487996.1	El001G026130
OG0003018	XP_018484319.1	El006G290550
OG0003019	XP_018491514.1, XP_018491536.1	El005G251400
OG0003019	XP_018489342.1, XP_018435399.1	El002G138380
OG0003020	XP_018473419.1, XP_018478962.1, XP_018478971.1	El006G284780
OG0003021	XP_018482076.1	El004G213880, El004G213870, El004G213950, El004G213890
OG0003021	XP_018446457.1	El004G213900
OG0003022	XP_018482317.1, XP_018479475.1	El001G040760, El003G188600
OG0003023	XP_018438788.1, XP_018439667.1, XP_018439669.1, XP_018438782.1, XP_018439666.1, XP_018438772.1, XP_018439670.1, XP_018434708.1	El005G254030
OG0003024	XP_018462243.1	El002G129200
OG0003024	XP_018475021.1	El002G129230, El002G129190
OG0003025	XP_018471186.1	El003G158810
OG0003025	XP_018471185.1	El003G158840
OG0003027	XP_018435474.1, XP_018435473.1, XP_018435475.1, XP_018435476.1, XP_018487615.1, XP_018487614.1, XP_018491894.1, XP_018487589.1	El005G258670
OG0003030	XP_018466419.1	El007G342370
OG0003031	XP_018468809.1, XP_018471553.1, XP_018471554.1, XP_018440505.1, XP_018468919.1	El001G049140
OG0003033	XP_018455758.1	El003G155070
OG0003033	XP_018440369.1	El005G278650
OG0003036	XP_018470647.1	El003G148280
OG0003036	XP_018457092.1	El005G272740
OG0003037	XP_018460235.1	El003G147550
OG0003039	XP_018440361.1	El004G201800
OG0003041	XP_018455622.1, XP_018466631.1	El004G200490
OG0003041	XP_018481375.1	El002G093750
OG0003042	XP_018437459.1	El001G042860
OG0003042	XP_018481504.1	El003G190940
OG0003043	XP_018446178.1, XP_018452849.1	El004G212690
OG0003044	XP_018456252.1	El004G197580
OG0003045	XP_018434854.1	El005G247690, El005G247680
OG0003046	XP_018457567.1	El007G339690
OG0003047	XP_018487160.1	El007G326150
OG0003048	XP_018433902.1	El007G326880
OG0003048	XP_018462546.1, XP_018476392.1	El001G073130
OG0003049	XP_018457558.1, XP_018433998.1	El007G366280
OG0003050	XP_018468253.1	El001G006710
OG0003050	XP_018448944.1	El003G162740
OG0003051	XP_018465112.1	El003G162460
OG0003051	XP_018452044.1, XP_018455376.1	El001G007100
OG0003052	XP_018438397.1, XP_018451145.1, XP_018466430.1	El002G123120
OG0003053	XP_018485044.1, XP_018466142.1, XP_018476711.1	El001G011450
OG0003054	XP_018476523.1, XP_018476514.1	El002G130190
OG0003054	XP_018457663.1	El007G357390
OG0003055	XP_018448319.1, XP_018465274.1, XP_018449204.1, XP_018461858.1, XP_018470047.1, XP_018485582.1	El002G113880
OG0003056	XP_018482611.1	El006G298090
OG0003056	XP_018438777.1, XP_018485457.1	El002G113930
OG0003057	XP_018432875.1, XP_018455251.1, XP_018438015.1	El005G275170
OG0003058	XP_018480297.1	El006G318290
OG0003058	XP_018472353.1, XP_018472343.1, XP_018481804.1	El003G145200
OG0003060	XP_018457644.1	El001G005080
OG0003061	XP_018485074.1	El007G366560
OG0003062	XP_018448629.1	El003G182720
OG0003062	XP_018488139.1	El005G271300
OG0003063	XP_018488523.1	El005G268140
OG0003063	XP_018481953.1	El003G178200
OG0003064	XP_018480887.1, XP_018489170.1, XP_018489279.1	El005G264760, El003G175160
OG0003065	XP_018438218.1	El005G260370
OG0003066	XP_018454279.1	El004G195180
OG0003066	XP_018483329.1	El004G202720
OG0003067	XP_018434482.1	El006G283040
OG0003067	XP_018480556.1, XP_018480567.1, XP_018486404.1	El001G032660
OG0003068	XP_018443611.1	El001G031390
OG0003069	XP_018473066.1	El006G287950
OG0003070	XP_018443042.1, XP_018470511.1, XP_018461949.1, XP_018474631.1	El001G011840
OG0003071	XP_018442939.1	El007G330260
OG0003072	XP_018454434.1, XP_018455479.1, XP_018457079.1, XP_018469018.1, XP_018465755.1, XP_018472915.1	El007G330680
OG0003073	XP_018456686.1, XP_018478127.1, XP_018465783.1	El005G240810, El001G050930
OG0003074	XP_018435133.1	El001G019670
OG0003074	XP_018457012.1, XP_018453033.1	El007G324230
OG0003075	XP_018452845.1	El007G324080
OG0003075	XP_018472328.1	El001G019740
OG0003076	XP_018439146.1, XP_018439147.1	El007G323120
OG0003076	XP_018477145.1	El001G020560
OG0003077	XP_018477243.1, XP_018477249.1, XP_018470583.1	El003G160610
OG0003078	XP_018480276.1, XP_018477783.1, XP_018433229.1	El001G021500
OG0003079	XP_018456215.1	El001G000770
OG0003079	XP_018466807.1, XP_018489852.1, XP_018434878.1	El002G082980
OG0003080	XP_018477199.1	El006G300740
OG0003080	XP_018492033.1	El002G088130
OG0003081	XP_018452352.1, XP_018466407.1	El007G329410
OG0003081	XP_018477641.1	El006G302100
OG0003082	XP_018477840.1, XP_018476746.1	El006G302170
OG0003083	XP_018489408.1, XP_018461520.1, XP_018487414.1, XP_018434778.1	El002G089800
OG0003084	XP_018433208.1, XP_018465504.1, XP_018478949.1	El006G306330, El006G306320
OG0003085	XP_018477859.1, XP_018464894.1	El006G307320
OG0003086	XP_018446842.1, XP_018442390.1, XP_018471920.1	El001G067690
OG0003087	XP_018436643.1	El005G237540
OG0003087	XP_018473021.1	El001G063660
OG0003089	XP_018486474.1, XP_018434649.1	El005G240680
OG0003090	XP_018476471.1	El001G061560, El001G061550
OG0003091	XP_018440634.1, XP_018484974.1, XP_018484961.1	El001G022040
OG0003093	XP_018471536.1	El004G234240
OG0003093	XP_018435395.1	El002G099580
OG0003094	XP_018453956.1	El002G101130
OG0003094	XP_018457870.1	El004G231890
OG0003095	XP_018451048.1, XP_018447220.1, XP_018472196.1	El007G343840
OG0003096	XP_018484120.1	El007G356950
OG0003097	XP_018438676.1	El002G109700
OG0003097	XP_018454834.1	El004G221370
OG0003098	XP_018434775.1, XP_018437078.1, XP_018480518.1, XP_018437079.1	El002G098870
OG0003099	XP_018469703.1, XP_018464793.1, XP_018463962.1, XP_018468578.1	El001G020450
OG0003100	XP_018447229.1, XP_018440027.1, XP_018486193.1	El002G089260
OG0003101	XP_018443030.1, XP_018470823.1	El001G066610
OG0003101	XP_018439121.1	El005G235630
OG0003102	XP_018443306.1, XP_018443308.1, XP_018467623.1	El001G067820, El001G067830
OG0003103	XP_018485062.1	El007G329350
OG0003103	XP_018472208.1	El001G074130
OG0003104	XP_018482136.1	El005G265710
OG0003105	XP_018488794.1	El001G017420, El001G017430
OG0003106	XP_018440742.1	El007G322320
OG0003106	XP_018434499.1	El001G021440
OG0003107	XP_018492378.1, XP_018492379.1	El007G328280
OG0003107	XP_018440052.1	El001G016790
OG0003108	XP_018476298.1, XP_018445790.1	El001G059220
OG0003109	XP_018444352.1, XP_018454353.1, XP_018454357.1	El004G212780, El004G225430
OG0003110	XP_018453401.1, XP_018442376.1	El004G233200
OG0003111	XP_018485793.1, XP_018488500.1, XP_018467193.1, XP_018434061.1	El002G140600
OG0003112	XP_018493187.1	El005G243440
OG0003112	XP_018492072.1	El005G249470
OG0003113	XP_018493296.1, XP_018439535.1, XP_018464670.1, XP_018492472.1, XP_018492473.1	El005G252500, El005G252490
OG0003114	XP_018491738.1, XP_018488527.1, XP_018433837.1	El005G256680
OG0003115	XP_018459592.1	El002G136030
OG0003116	XP_018491472.1	El005G265020
OG0003117	XP_018455230.1	El005G268250
OG0003117	XP_018480033.1	El003G178310
OG0003118	XP_018475954.1, XP_018454501.1, XP_018454516.1	El001G002330
OG0003119	XP_018491689.1, XP_018486169.1	El005G273670
OG0003120	XP_018440451.1	El005G273720
OG0003120	XP_018483499.1, XP_018451053.1	El003G147710
OG0003121	XP_018492902.1	El005G249990
OG0003121	XP_018486730.1	El002G139970
OG0003122	XP_018482308.1, XP_018475518.1, XP_018466572.1	El006G296350
OG0003123	XP_018446579.1, XP_018484558.1, XP_018491489.1	El001G024170
OG0003125	XP_018488257.1	El005G254010
OG0003127	XP_018454418.1, XP_018457389.1, XP_018460474.1	El004G195910
OG0003128	XP_018467550.1	El004G203100, El004G203250, El004G203200, El004G201910
OG0003130	XP_018486749.1, XP_018489853.1	El005G243300, El007G343200
OG0003133	XP_018444971.1, XP_018479828.1, XP_018461291.1	El007G355480
OG0003139	XP_018482069.1	El003G154530
OG0003139	XP_018467796.1	El003G153880, El003G153450
OG0003141	XP_018470044.1	El003G148100
OG0003141	XP_018441459.1	El005G273410
OG0003142	XP_018490300.1, XP_018482399.1, XP_018452607.1	El003G147000
OG0003143	XP_018481811.1	El006G295260
OG0003143	XP_018470857.1, XP_018470869.1	El003G171140
OG0003144	XP_018490039.1	El002G093920
OG0003144	XP_018433155.1	El004G200640
OG0003145	XP_018490030.1	El002G093940
OG0003145	XP_018452166.1	El004G200360
OG0003146	XP_018434521.1, XP_018484363.1	El001G037280
OG0003146	XP_018472367.1, XP_018467358.1	El002G098530
OG0003147	XP_018478364.1	El003G192100
OG0003147	XP_018457055.1	El001G041670
OG0003148	XP_018454764.1	El001G042080
OG0003149	XP_018438216.1	El001G037580, El001G037190
OG0003150	XP_018458470.1, XP_018483893.1	El001G045030
OG0003150	XP_018479629.1, XP_018479628.1	El003G189230
OG0003151	XP_018463677.1	El003G184140
OG0003152	XP_018456674.1, XP_018456461.1	El004G194660
OG0003152	XP_018484238.1	El003G193130
OG0003153	XP_018454904.1, XP_018454900.1, XP_018456464.1, XP_018456676.1	El004G194670
OG0003154	XP_018457695.1, XP_018456489.1	El004G195930
OG0003155	XP_018475446.1, XP_018461907.1, XP_018469509.1, XP_018443901.1	El001G077440
OG0003157	XP_018447281.1, XP_018482657.1, XP_018484703.1	El003G157610
OG0003158	XP_018446157.1, XP_018475892.1, XP_018475891.1, XP_018471782.1	El001G071880
OG0003159	XP_018478950.1, XP_018467968.1	El003G165430
OG0003161	XP_018448369.1, XP_018450099.1, XP_018450068.1, XP_018467846.1	El004G212140, El004G212330
