Orthogroup	Arabidopsis_lyrata_Rawat	Erysimum_linariifolium
OG0002471	AL1G54970	El002G131870
OG0002472	AL3G30930	El005G254680
OG0002472	AL1G55060	El002G132000
OG0002473	AL3G31140	El005G254990
OG0002473	AL1G55230	El002G132280
OG0002474	AL7G41020, AL1G56850	El003G174200
OG0002474	AL3G36840, AL3G32630	El005G261440
OG0002475	AL7G41630	El003G174970
OG0002475	AL3G37520	El005G263640
OG0002477	AL3G53410	El005G278870
OG0002477	AL7G23990	El003G155310
OG0002478	AL3G27360	El005G251420
OG0002478	AL1G61640	El002G138420
OG0002479	AL4G30680	El006G296500
OG0002480	AL4G38680	El006G288700
OG0002482	AL4G42560, AL8G10940	El007G366310
OG0002483	AL1G63660	El002G140670
OG0002484	AL8G32380	El003G189000, El007G335380
OG0002484	AL8G32390	El007G335360, El007G335370
OG0002485	AL6G38370	El001G051370
OG0002485	nbis-gene-1580	El001G051380
OG0002486	AL1G33970	El002G105320
OG0002487	AL4G33860, AL4G33850	El006G292970
OG0002487	AL2G12200	El004G196430, El004G196380
OG0002489	AL4G39720	El007G341520
OG0002489	nbis-gene-2102	El007G341510
OG0002490	AL3G32070	El006G320490
OG0002494	AL3G53990	El005G279490
OG0002494	AL7G24410	El003G155770
OG0002496	AL4G10950	El006G320630
OG0002498	AL7G20450	El003G151370
OG0002498	AL4G15300	El006G316700
OG0002499	AL6G33280	El001G058250
OG0002500	AL7G17110	El003G148300
OG0002500	AL3G47060	El005G272750
OG0002501	nbis-gene-191	El002G119110
OG0002502	AL1G46820	El002G120000
OG0002502	AL4G31280, AL941U10010	El006G295840
OG0002503	AL1G19310	El002G091630
OG0002503	AL1G65100	El004G210050
OG0002504	AL2G18560	El004G205240
OG0002504	AL1G20440	El002G092800
OG0002505	AL1G21090	El002G093310
OG0002506	AL2G16440	El004G201320
OG0002506	AL1G21390	El002G093580
OG0002507	AL1G26340	El002G098380
OG0002507	AL5G11780	El001G037710
OG0002508	nbis-gene-1194	El001G038290, El001G038360
OG0002508	AL1G25850	El002G097870
OG0002509	AL5G13390	El001G038700
OG0002509	AL5G13380	El001G038690
OG0002510	AL1G24540	El002G096480
OG0002510	AL5G15490	El001G041110
OG0002511	AL5G18540, AL5G18840	El001G044210, El001G044190, El001G044490
OG0002512	AL5G42240	El001G031800
OG0002512	AL1G63710	El002G140700
OG0002513	AL3G22180	El005G246100
OG0002513	AL6G14670	El001G077380, El001G077400
OG0002514	AL3G22640	El005G246560
OG0002514	AL6G15440	El001G076750
OG0002515	AL6G16330	El001G075860
OG0002515	AL3G23180	El005G247310
OG0002516	AL7G27420, AL7G27400	El003G158820, El003G158850
OG0002517	AL7G24930	El003G156320
OG0002517	AL8G28230	El007G339560, El007G339590
OG0002518	AL8G31100	El007G336590
OG0002518	AL7G26230	El003G157720
OG0002519	AL7G26250	El003G157740
OG0002520	AL8G31550	El007G336170
OG0002520	AL7G26310	El003G157840
OG0002521	AL6G22820	El001G069500
OG0002522	AL8G41760	El007G326040
OG0002523	AL7G37300	El003G169650
OG0002524	AL6G46880	El001G006770
OG0002524	AL7G30710	El003G162670
OG0002525	AL6G42940	El001G010210
OG0002525	AL1G50310	El002G123890
OG0002526	AL1G44600	El002G117200
OG0002526	AL7G27930	El003G159400
OG0002527	AL4G30960	El006G296150
OG0002527	AL1G45190	El002G117670
OG0002528	AL3G50950	El005G275510
OG0002528	AL7G14960	El003G146060
OG0002529	AL7G13700	El003G144970
OG0002529	AL4G13330	El006G318530
OG0002530	AL4G12600	El006G319160
OG0002530	AL7G13130	El003G144600
OG0002531	AL4G11860	El006G319950
OG0002531	AL7G12250	El003G143610
OG0002532	AL4G11070	El006G320540
OG0002532	AL2G17670	El002G128460
OG0002532	AL7G11360	El003G142840
OG0002533	AL5G24680	El001G015030
OG0002533	AL5G24660	El001G015020
OG0002533	AL7G10270	El003G141860
OG0002534	AL6G42860	El001G010260
OG0002535	AL6G46510	El001G007110
OG0002535	AL7G30520	El003G162450
OG0002536	AL7G31210	El003G163130
OG0002536	AL6G47550	El001G005980
OG0002537	AL6G47740	El001G005800
OG0002537	AL1G14740	El002G087120
OG0002538	AL7G42390	El003G175970
OG0002538	AL7G42400	El003G175980
OG0002539	AL7G41700	El003G175060
OG0002539	AL7G41710	El003G175070
OG0002540	AL7G39960	El003G172750, El003G172760
OG0002541	AL5G45890	El001G035380
OG0002541	AL4G47730	El006G279670
OG0002542	AL4G45420	El006G281940
OG0002542	AL5G43930	El001G033580
OG0002543	AL4G44950	El006G282560
OG0002543	AL5G43430	El001G033060
OG0002544	AL4G42720	El006G284960
OG0002544	AL5G41930	El001G031430
OG0002545	AL4G39740	El006G287730
OG0002547	AL5G38690	El001G028670
OG0002547	AL4G39530	El006G287920
OG0002548	AL4G35730	El006G291740
OG0002548	AL6G13070	El001G079150
OG0002549	AL1G53000	El002G128910, El008G369100
OG0002549	AL4G37660	El006G289730
OG0002550	AL6G32110	El001G059480
OG0002551	AL5G25510	El001G015900
OG0002551	AL8G36040	El007G331580
OG0002552	AL8G40560	El007G327080
OG0002553	AL8G44290	El007G323340
OG0002553	AL5G30440	El001G020410
OG0002554	AL8G44880	El007G362220, El007G322730
OG0002555	AL6G52610	El001G001470
OG0002555	AL1G11340	El002G083720
OG0002556	AL6G51830	El001G001710
OG0002556	AL1G11510	El002G083870
OG0002557	AL1G15860	El002G088270
OG0002557	AL4G26720	El006G300960
OG0002558	AL1G52050, AL1G51930	El005G264510
OG0002558	AL7G25820	El003G157330
OG0002559	AL3G10640	El005G235510
OG0002559	AL6G25460	El001G066790
OG0002560	AL6G26200	El001G066120
OG0002560	AL3G11130	El005G236030
OG0002561	AL6G27660	El001G064310
OG0002561	AL3G12350	El005G237190
OG0002562	AL6G40350	El001G048660
OG0002562	AL3G15240	El005G239710
OG0002564	AL3G17250, AL6G30140	El005G241490
OG0002565	AL5G33320	El001G022970
OG0002565	AL4G32150	El006G294800
OG0002566	AL4G33890	El006G292910
OG0002567	AL1G28440	El002G100310
OG0002567	AL2G40130, AL891U10010	El004G233020
OG0002568	AL2G35300	El004G227920
OG0002568	AL1G32370	El002G103940
OG0002569	AL2G36140	El004G228890
OG0002569	AL1G33170	El002G104640
OG0002570	AL1G33390	El002G104770, El004G229000
OG0002571	AL2G36670	El004G229470
OG0002571	AL1G33960	El002G105310
OG0002572	AL2G37510	El004G230370
OG0002572	AL1G34750	El002G106060
OG0002573	AL2G29410	El004G221650
OG0002573	AL1G37980	El002G109580
OG0002574	AL1G39600	El002G111730
OG0002574	AL2G27610	El004G219530
OG0002575	AL1G26580	El002G098630
OG0002575	AL3G41580, AL3G41420	El002G109730, El005G267440
OG0002576	AL4G20530	El002G096690, El006G302490, El006G302460
OG0002576	AL1G24780, AL165U10010	El003G179980
OG0002577	AL1G17590	El002G089980
OG0002578	AL1G16370	El002G088730
OG0002578	AL1G16360	El002G088740
OG0002579	AL1G16040	El002G088470
OG0002580	AL4G27350	El006G300270
OG0002580	AL1G15350	El002G087730
OG0002581	AL1G11450	El002G083820
OG0002581	AL1G22540	El002G094730
OG0002582	AL4G38080	El004G200330, El006G289290
OG0002582	AL6G15360	El001G076810
OG0002583	AL5G29400	El001G019480
OG0002583	AL6G36250	El001G055030
OG0002584	AL5G26420	El001G016530
OG0002584	AL8G35080	El007G332610
OG0002585	AL5G25190	El001G015510
OG0002585	AL8G36220	El007G331300
OG0002586	AL2G27460	El004G219360
OG0002586	AL5G20720, AL5G24630	El001G014990
OG0002587	AL1G32470	El037G374570, El002G104040
OG0002587	AL2G35430	El004G228030
OG0002588	AL2G34170	El004G226850
OG0002588	AL7G41340, AL7G41360	El003G174590, El003G174560
OG0002589	AL1G29830	El002G101660
OG0002589	AL2G32430	El004G224850
OG0002590	AL3G26330	El005G250260
OG0002590	AL1G62780	El002G139700
OG0002591	AL3G25420	El005G249450
OG0002591	AL1G63410	El002G140370
OG0002592	AL1G62850	El002G139770
OG0002592	AL3G26250	El005G250190
OG0002593	AL3G28040	El005G252050
OG0002594	AL1G61050	El002G137640
OG0002594	AL3G28250	El005G252250
OG0002595	AL1G60440	El002G136940
OG0002596	AL3G29570	El005G253420, El003G163150
OG0002596	AL7G39370	El003G172120
OG0002597	AL3G30280	El005G254160
OG0002597	AL1G54550	El002G131410
OG0002598	AL3G31010	El005G254770
OG0002598	AL1G55140	El002G132110
OG0002599	AL3G35890	El005G260140
OG0002600	AL3G11690	El005G236550
OG0002600	AL7G41650	El003G174980
OG0002601	AL4G17060	El006G314180
OG0002601	AL7G19310	El003G150280
OG0002602	AL1G64210	El002G141200, El002G141150
OG0002602	AL3G24790	El005G248970
OG0002603	AL1G59240	El002G135710
OG0002604	AL1G56150, AL1G56240	El002G133260
OG0002605	AL5G37770	El001G027780
OG0002605	AL4G34480, nbis-gene-1133	El006G288670
OG0002606	AL5G39600	El001G029450
OG0002606	AL4G40540	El006G286990, El006G286970
OG0002607	AL5G42350	El001G015460, El001G031720
OG0002608	AL3G37360	El005G262740
OG0002608	AL3G39210	El005G266930
OG0002608	AL3G39180	El005G267070, El005G267030
OG0002609	AL2G23450	El003G169120
OG0002610	AL7G36670	El003G168980
OG0002610	AL8G12260	El007G364540
OG0002611	AL4G36170	El006G291200
OG0002612	AL7G19470	El003G150460
OG0002613	nbis-gene-1377	El002G123430
OG0002614	AL1G24460	El002G096390
OG0002614	AL5G15690	El001G041300
OG0002615	AL1G35300	El002G106430
OG0002616	AL5G22990, AL5G23050	El001G013260
OG0002616	AL3G34400, AL126U10040, AL3G34320	El003G174610
OG0002617	AL7G52830, AL7G52820	El003G186740
OG0002617	AL7G52840	El003G186730
OG0002618	AL8G40970	El007G326810
OG0002618	AL8G40980	El007G358580, El007G326800
OG0002619	AL6G43120, AL8G20590, AL8G20510	El005G267010
OG0002622	AL3G47830	El005G278680
OG0002622	AL7G23750	El003G155090
OG0002624	AL4G17540	El006G313680
OG0002624	AL7G18930	El003G149920
OG0002626	AL7G16780	El003G147990, El002G127200
OG0002627	AL7G16640	El003G147850
OG0002627	AL3G52520	El005G273610
OG0002628	AL3G49430	El005G273920
OG0002628	AL7G16220	El003G147440
OG0002629	AL4G31090	El006G296020
OG0002629	AL1G45650	El002G118160
OG0002630	AL1G46120, AL4G31610, AL212U10010	El006G295540
OG0002631	AL4G31770	El006G295330
OG0002631	AL7G37930	El003G170530
OG0002632	AL1G66150	El004G207500
OG0002632	AL1G19740	El002G091990
OG0002633	AL1G20190	El002G092460
OG0002634	AL2G17680	El004G202960
OG0002634	AL1G20780	El002G093070
OG0002635	AL1G22580	El002G094740
OG0002635	AL2G14420	El004G199190
OG0002636	AL1G26730	El002G098770
OG0002636	AL5G10960	El001G036820
OG0002637	AL1G25860	El002G097880
OG0002637	AL5G12920	El001G038280
OG0002638	AL1G24940	El002G096890
OG0002639	AL5G15970	El001G041580
OG0002639	AL6G12060	El001G080100
OG0002640	AL5G18590	El001G044240
OG0002640	AL5G18520	El001G044170
OG0002641	AL7G50800	El003G189270
OG0002641	AL5G19000	El001G044980
OG0002642	AL2G25760	El004G217310
OG0002643	AL7G46640	El003G186210
OG0002643	AL2G24180	El004G215660
OG0002644	AL2G19630	El004G211630
OG0002644	AL7G25140	El003G156560
OG0002645	AL8G33120	El007G334590
OG0002645	AL7G27030	El003G158500
OG0002646	AL6G13720	El001G078520
OG0002646	AL3G21580	El005G245580
OG0002647	AL7G28600	El003G160120
OG0002647	AL8G23640	El007G345040
OG0002648	AL8G27810	El007G340010
OG0002648	nbis-gene-1768	El003G156120
OG0002649	nbis-gene-124	El001G070270
OG0002649	AL281U10010	El007G339070
OG0002650	AL8G29690	El007G338030
OG0002650	AL7G25390	El003G156860
OG0002651	AL8G30080	El007G337750
OG0002651	AL7G25580	El003G157080
OG0002652	AL8G33340	El007G334340
OG0002652	AL3G53000	El005G277370
OG0002653	AL6G21490	El001G070990
OG0002653	AL6G36760	El001G053980
OG0002654	AL8G43220, AL112U10050	El007G324490
OG0002654	AL6G21080	El001G071380
OG0002655	AL6G20510	El001G071970
OG0002655	AL8G42710	El007G325070
OG0002656	AL8G42020	El007G325810
OG0002656	AL6G20140	El001G072320
OG0002657	AL7G36380	El003G168670
OG0002657	AL7G40180	El003G173070
OG0002658	AL7G33240	El003G165150
OG0002658	AL7G33230	El003G165140
OG0002659	AL7G31330	El003G163290
OG0002659	AL6G47650	El001G005870
OG0002660	AL6G47320	El001G006160
OG0002660	AL7G30990	El003G162910
OG0002661	AL7G30000	El003G161730
OG0002662	AL1G50560	El002G123590
OG0002662	AL6G43150	El001G010040
OG0002663	AL4G29200	El006G298400
OG0002663	AL1G41630	El002G113730
OG0002664	AL7G15410	El003G146540
OG0002664	AL7G15430	El003G146560
OG0002665	AL6G43540	El005G275590
OG0002666	AL7G14560	El003G145720
OG0002667	AL7G14460	El003G145610
OG0002667	AL3G51630	El005G276690
OG0002668	AL7G13840, AL7G13850	El003G145130
OG0002669	AL4G12410	El006G319320
OG0002669	AL7G12920	El003G144330
OG0002670	AL4G10790	El006G320730
OG0002670	AL7G11180	El003G142680
OG0002671	AL7G49400	El003G191260
OG0002672	AL7G50580	El003G189620
OG0002672	AL7G50570	El003G189630
OG0002673	AL6G41440	El001G010320
OG0002673	AL1G26650	El002G098680
OG0002674	AL6G47460, AL6G47450	El001G006080
OG0002675	AL7G32980	El003G164930
OG0002675	AL6G48990	El001G004550
OG0002676	AL9U11590	El003G179390
OG0002676	AL3G41290	El005G268960
OG0002678	AL3G39170	El005G266980
OG0002678	AL7G42970	El003G176970
OG0002679	AL7G41590	El003G174880
OG0002680	AL7G41480	El003G174760
OG0002680	AL3G37380	El005G262780
OG0002681	AL5G44160	El001G033810, El001G033750
OG0002683	AL4G40320	El006G287200
OG0002683	AL5G39720	El001G029570
OG0002684	AL4G39710	El006G287750
OG0002684	AL5G38890	El001G028790
OG0002685	AL6G10730	El001G081590
OG0002685	AL3G19910	El005G244010
OG0002686	AL6G13700	El001G078540
OG0002687	AL5G23920	El001G014260
OG0002687	AL8G36970	El007G330590
OG0002688	AL5G24510	El001G014850
OG0002688	AL8G36600	El007G330940
OG0002689	AL8G36070	El007G331490
OG0002689	AL8G36080	El007G331480
OG0002690	AL5G25530	El001G015920
OG0002690	AL8G36060	El007G331500, El007G362080
OG0002691	AL5G28040	El001G018270
OG0002691	AL8G40530	El007G327110
OG0002692	AL6G53000	El001G000570
OG0002693	AL1G12860	El002G085180
OG0002693	AL6G50000	El001G003590
OG0002694	AL8G15720	El007G360400
OG0002694	AL1G13320	El002G085580
OG0002695	AL4G26920	El006G300710
OG0002695	AL1G15740	El002G088110
OG0002696	AL1G18080	El002G090460
OG0002696	nbis-gene-1031	El006G304670
OG0002697	AL3G19720	El005G243810
OG0002698	AL3G12910	El005G237600
OG0002698	AL6G28460	El001G063570
OG0002699	AL3G12970	El005G237660
OG0002699	AL6G28510	El001G063520
OG0002700	AL6G29380	El001G062480
OG0002700	AL3G13810	El005G238490
OG0002701	AL3G18420	El005G242440
OG0002701	AL8G21740	El007G347620
OG0002702	AL5G37460	El001G027440
OG0002702	AL4G38220	El006G289180
OG0002703	AL1G44150	El002G116460
OG0002703	AL3G51290	El005G276190
OG0002704	AL4G33410	El006G293470
OG0002704	AL5G34250	El001G023940
OG0002705	AL5G35290	El001G024990
OG0002705	AL4G36000	El006G291430
OG0002706	AL2G40080	El004G232980
OG0002706	AL1G28470	El002G100340
OG0002707	AL2G33180	El004G225650
OG0002707	AL1G30290	El002G102060
OG0002708	AL2G35310	El004G227930
OG0002708	AL1G32380	El002G103950
OG0002709	AL2G37070	El004G229920
OG0002709	AL1G34410	El002G105740
OG0002710	AL1G36420	El002G108040
OG0002710	AL2G31030	El004G223240
OG0002711	AL1G37810	El005G266790, El002G109370
OG0002712	AL2G27590	El004G219500
OG0002712	AL1G39750	El002G111900
OG0002713	AL2G27570	El004G219480
OG0002713	AL1G39780	El002G111930
OG0002714	nbis-gene-88	El002G099180
OG0002715	AL5G10700	El001G036540
OG0002715	AL1G26930	El002G098960
OG0002716	AL1G21110	El002G093330
OG0002716	AL1G21100	El002G093320
OG0002717	AL6G27290	El001G064770, El001G064930
OG0002718	AL6G28410	El006G314750, El005G273050
OG0002719	AL6G36370	El001G054610
OG0002719	AL6G36360, AL6G36400	El001G054720, El007G358870, El001G054630, El001G054650, El001G054710, El007G358880
OG0002720	AL113U10020	El001G021170, El003G175950
OG0002721	AL5G29120	El001G019290
OG0002721	AL6G35990	El001G055370, El001G055400
OG0002722	AL2G28380	El004G220330
OG0002722	AL2G28030	El004G220010, El004G219970
OG0002723	AL2G38400	El004G231390
OG0002723	AL1G35660	El002G107150
OG0002724	AL1G33820	El002G105170
OG0002724	AL2G36510	El004G229290
OG0002725	AL3G24840	El005G249020
OG0002725	AL3G24830	El005G249010
OG0002726	AL3G28000	El005G252010
OG0002726	AL1G61280	El002G137910
OG0002727	AL1G60280	El002G136800
OG0002728	AL3G32540	El005G256580
OG0002729	AL3G34360	El005G258370
OG0002729	AL1G58530	El002G135120
OG0002730	AL3G35810	El005G260070
OG0002731	nbis-gene-758	El005G261310
OG0002731	AL7G40920	El003G174120
OG0002732	AL1G60120	El002G136650
OG0002732	AL1G60130	El002G136660
OG0002733	AL1G56260, AL1G56180	El002G133280, El002G133290
OG0002734	AL1G44020	El002G116260
OG0002734	AL4G30570	El006G296690
OG0002735	AL5G34220	El005G270080, El001G015850
OG0002735	AL5G32350	El007G347040
OG0002736	AL4G34960	El006G292290
OG0002736	AL5G35120	El001G024810
OG0002737	AL4G38690	El006G288690
OG0002737	AL5G37760	El001G027770
OG0002738	AL8G10370	El007G366770
OG0002739	AL5G29980	El001G020020
OG0002739	AL8G43900	El007G323770
OG0002740	AL5G41070	El001G030760
OG0002741	AL2G27440	El004G219310
OG0002741	AL1G39840	El002G112000
OG0002742	AL27U10050, AL8G23590, AL2G22270, AL5G12690, AL3G51050, AL5G12680, AL2G19940, AL1G55610, AL7G11660, AL6G41940, AL4G18530, AL8G20220, AL1G44440, AL8G18780, AL9U11510, AL2G22280, AL1G50700, AL4G20720, AL5G28280, AL5G15210, AL7G49530, AL8G21910, AL7G24600	El001G044740, El004G212450
OG0002743	nbis-gene-1723	El003G149080
OG0002743	nbis-gene-1722	El003G149070
OG0002744	AL1G21080	El002G093300
OG0002745	AL1G22960	El002G095140
OG0002745	AL1G10340	El002G082680
OG0002746	AL1G25690	El002G097500
OG0002746	AL5G13240	El001G038550
OG0002747	AL3G28680	El005G252740
OG0002748	AL6G20210	El001G072260
OG0002750	AL2G25110	El004G216860
OG0002750	AL2G25120	El004G216420
OG0002750	AL2G25220	El004G216680
OG0002750	AL7G52650	El003G186920
OG0002751	AL7G33110	El003G176340
OG0002753	AL7G24280	El003G155630
OG0002753	AL3G53770	El005G279200
OG0002754	AL7G23400	El003G154710
OG0002754	AL3G47950	El005G278580
OG0002755	AL7G20280	El003G151190
OG0002757	AL7G16750	El003G147960
OG0002758	AL3G49560	El005G274110
OG0002758	AL7G16120	El003G147310
OG0002760	AL7G28140	El003G159660
OG0002760	AL1G46740	El002G119920
OG0002761	AL2G17180, AL2G16970, AL2G16990	El004G202610
OG0002762	AL2G14290	El004G199080
OG0002762	AL1G22720	El002G094900
OG0002763	AL1G26970	El002G098990
OG0002764	AL1G25520	El002G097400
OG0002764	AL5G13420	El001G038750
OG0002765	AL6G18840	El001G073390
OG0002766	AL7G46560	El003G186090
OG0002766	AL2G24000	El004G215440
OG0002767	AL2G12330	El004G196520
OG0002767	AL1G24390, AL1G24240	El002G096310
OG0002768	AL8G32460	El007G335290
OG0002768	AL7G26690	El003G158200
OG0002769	AL3G20600	El005G244600
OG0002770	AL7G28240	El003G159750
OG0002770	AL8G24880	El007G343510
OG0002771	AL6G20590	El001G071900
OG0002771	AL8G42600	El007G325180
OG0002772	AL8G41110	El007G326680
OG0002772	AL6G19650	El001G072820
OG0002773	AL6G17770	El001G074300
OG0002773	AL8G38380	El007G329140
OG0002774	AL7G33970	El003G165960
OG0002774	AL8G14640, AL8G14610	El007G361760
OG0002775	AL7G33850	El003G165830
OG0002775	AL8G14740	El007G361630
OG0002776	AL7G32480	El003G164500
OG0002776	AL7G32490	El003G164510
OG0002777	AL7G31970	El003G163920, El003G163930
OG0002778	AL7G30360, AL4G16290	El006G315620, El006G315680, El006G315670, El006G315600
OG0002779	AL1G48560	El002G122280, El002G122260
OG0002780	AL1G50880	El002G125070
OG0002780	AL1G50870	El002G125060
OG0002781	AL7G13100	El003G144640
OG0002783	AL4G10370	El006G321420, El003G185630
OG0002783	AL7G10790, AL2G17580	El003G142360
OG0002784	AL7G37060	El003G169400
OG0002784	AL8G10840	El007G366350
OG0002785	AL7G44190	El003G182730
OG0002785	AL3G43970	El005G271310
OG0002786	AL3G43810	El005G271090
OG0002787	AL7G44580	El003G183460
OG0002787	AL3G42390	El005G269790
OG0002788	AL7G41690	El003G175050, El003G175040
OG0002788	AL3G37790	El005G264070
OG0002789	AL166U10010, AL3G37130	El005G261870
OG0002789	AL7G41200	El003G174430
OG0002790	AL3G36580	El005G261140
OG0002790	AL3G36610	El005G261160
OG0002791	AL7G40160	El003G173020
OG0002791	AL3G35770	El005G260000
OG0002792	AL7G49720	El003G190810
OG0002793	AL4G46490	El006G280890
OG0002793	nbis-gene-1410	El001G034430
OG0002794	AL5G43060	El001G032610
OG0002795	AL5G42540	El001G032030
OG0002795	AL4G43920	El006G283810
OG0002796	AL4G42370	El006G285300
OG0002797	AL5G39450	El001G029310
OG0002797	AL4G40670	El006G286840
OG0002798	AL4G39860, AL4G40080	El006G287510
OG0002798	AL5G38950	El001G028860
OG0002799	AL4G35230	El006G292010
OG0002799	AL6G10710	El001G081610
OG0002800	AL6G13120	El001G079090
OG0002801	AL5G21270	El001G011750
OG0002801	AL6G32340	El001G059240
OG0002802	AL5G21710	El001G012040
OG0002802	AL6G32650	El001G058930
OG0002803	AL5G26300	El001G016500
OG0002803	AL3G40320, AL8G35200	El007G332480
OG0002804	AL8G44340	El007G323250
OG0002805	AL1G17420	El002G089760
OG0002805	AL4G24450	El006G303140
OG0002806	AL6G51710	El001G001830
