Orthogroup	Arabidopsis_lyrata_Rawat	Odontarrhena_muralis
OG0002294	AL3G12010	Om002G043960
OG0002295	AL6G27380	Om007G298290
OG0002295	AL3G12180	Om002G044120
OG0002296	AL6G27740	Om007G297870
OG0002296	AL3G12390	Om002G044320
OG0002297	AL6G27820	Om007G297760
OG0002297	AL3G12440	Om002G044400
OG0002298	AL3G13170	Om002G045020
OG0002299	AL6G38920	Om007G294180
OG0002299	AL88U10030, AL3G16390	Om002G047980
OG0002301	AL3G18100, AL8G22390	Om002G049640
OG0002302	AL4G33420	Om008G336130
OG0002302	AL1G31250, AL1G59070, AL5G34230	Om006G254810
OG0002303	AL2G40980	Om004G130500
OG0002303	AL1G27860	Om005G196500
OG0002304	AL1G28430	Om005G197220
OG0002304	AL2G40140	Om004G131630
OG0002305	AL2G39850	Om004G132000
OG0002305	nbis-gene-93	Om005G197380
OG0002306	AL1G28840	Om005G197630
OG0002306	AL2G39490	Om004G132230
OG0002307	AL1G31190	Om005G200550
OG0002308	AL1G34120	Om005G203280
OG0002308	AL2G36810	Om004G135690
OG0002309	AL2G37820, AL142U10020	Om004G134540
OG0002310	AL1G35380, AL1G35190	Om005G204370
OG0002310	AL2G37970	Om004G134340
OG0002311	AL1G37630	Om004G144480
OG0002311	AL2G29580	Om005G208010
OG0002312	AL2G29450	Om005G208170
OG0002313	AL2G28180	Om005G209770
OG0002314	AL2G26270	Om005G212210
OG0002315	AL7G21720	Om001G026210
OG0002316	AL1G19400	Om005G186980
OG0002320	nbis-gene-1675	Om004G158360
OG0002320	AL1G11100	Om005G178530
OG0002321	AL3G24150	Om002G056240
OG0002321	AL6G24160	Om004G161260
OG0002322	AL22U10060	Om004G136370
OG0002324	AL2G30720, nbis-gene-593, nbis-gene-594	Om005G206660, Om005G206650
OG0002325	AL3G24900	Om002G055830, Om002G057160
OG0002326	AL3G25230	Om002G057530
OG0002327	AL1G62390	Om003G092230
OG0002327	AL3G26710	Om002G059370
OG0002328	AL3G28350	Om002G061320
OG0002328	AL1G60940	Om003G094220
OG0002329	AL3G31550	Om002G065240
OG0002329	AL1G55500	Om003G099100
OG0002330	AL1G56000	Om002G065460
OG0002331	AL3G35030	Om002G069070
OG0002331	AL1G59390	Om003G095830
OG0002333	AL7G16810	Om001G032720, Om001G032730
OG0002334	AL7G24320	Om001G022320
OG0002335	AL1G60420	Om003G094750
OG0002335	AL3G28800	Om002G061920
OG0002336	AL3G28820	Om002G061950
OG0002337	AL5G33130	Om006G255900
OG0002337	AL4G32070	Om008G337880
OG0002338	AL5G37410	Om006G250880
OG0002338	AL4G38110	Om008G330120
OG0002339	AL4G39400	Om008G328120
OG0002339	AL5G38580	Om003G120170
OG0002343	AL5G26410, AL4G20430, AL5G25940	Om006G266780, Om006G266770, Om006G266730
OG0002345	AL1G37600	Om003G114180, Om004G144450
OG0002348	AL7G24170	Om001G022630
OG0002349	AL7G24000	Om001G022910
OG0002349	AL3G53420	Om002G088200
OG0002350	AL7G23310	Om001G023870
OG0002352	AL7G20860	Om001G027510
OG0002353	AL7G16050	Om001G033940
OG0002354	AL1G49630, AL4G31690	Om007G292170
OG0002355	AL3G15700	Om002G047320
OG0002356	AL1G20260	Om005G187980, Om007G308420
OG0002356	AL2G18190	Om005G218770
OG0002357	AL1G21290, AL3G43770	Om005G189060
OG0002358	AL1G26660	Om005G195120
OG0002359	AL1G26500	Om005G194760
OG0002360	AL5G11610	Om005G203380
OG0002361	AL7G49020	Om007G317390
OG0002361	AL5G16650	Om006G271300
OG0002362	AL5G17050	Om006G271070
OG0002363	AL5G17510	Om006G269760
OG0002363	AL7G49660	Om007G316790
OG0002364	AL2G23100	Om008G336250
OG0002365	AL2G19730, nbis-gene-1894	Om005G215350
OG0002366	AL1G24100, AL1G23990	Om005G192120
OG0002366	AL2G12540	Om005G225630
OG0002367	AL8G32280, AL7G26620	Om003G119150
OG0002368	AL4G39030	Om008G328710
OG0002368	AL5G38250	Om003G119820
OG0002369	AL4G38460	Om008G329410
OG0002369	AL4G38470	Om008G329400
OG0002371	AL3G21140	Om002G052630
OG0002371	AL6G12960	Om004G174240
OG0002372	AL3G22520	Om002G054270
OG0002372	AL6G15220	Om004G171700
OG0002373	AL6G16880	Om004G169920
OG0002373	AL3G23760	Om002G055760
OG0002374	AL7G28570	Om007G299120
OG0002375	AL8G25580	Om003G112400
OG0002376	AL8G26580	Om003G113340
OG0002377	AL7G25330	Om001G020490
OG0002377	AL1072U10010, AL8G29420	Om003G115880
OG0002378	AL7G25700	Om001G019530
OG0002378	AL8G30210	Om003G116450
OG0002379	AL7G26870	Om006G249920
OG0002380	AL8G42320	Om006G232520
OG0002380	AL6G20350	Om004G166210
OG0002381	AL6G19320	Om004G167280
OG0002381	AL8G40790	Om006G233970
OG0002382	AL6G18170	Om004G168290
OG0002382	AL665U10010, AL8G37910	Om006G236890
OG0002383	AL8G12600	Om008G359100
OG0002383	AL7G35800	Om001G002370
OG0002384	AL8G15260, AL66U10020	Om001G005940, Om008G356250
OG0002385	AL6G49040	Om008G355540
OG0002385	AL7G33040	Om001G006760
OG0002386	AL7G31160	Om001G009080
OG0002387	AL7G13660, AL4G13230	Om001G037680
OG0002388	AL7G13340	Om001G038210
OG0002389	nbis-gene-1687	Om001G041870
OG0002389	AL4G31490, AL4G31480	Om008G338820
OG0002390	AL4G31360	Om008G338930
OG0002390	AL1G46780	Om007G276750
OG0002391	AL6G44160	Om008G347570
OG0002392	AL7G33030	Om001G006770
OG0002392	AL6G49010	Om008G355490
OG0002393	AL9U11010	Om003G104420
OG0002393	AL3G40640	Om002G074760
OG0002394	AL3G39890	Om002G074030
OG0002395	AL9U10050	Om003G104010
OG0002395	AL397U10010, AL3G39730	Om002G073690
OG0002396	AL7G41880	Om003G103140
OG0002397	AL7G49210	Om007G317220
OG0002397	AL5G16780	Om006G271180
OG0002398	AL5G45900	Om003G128860
OG0002399	AL4G47260	Om008G319120
OG0002400	AL4G45720	Om006G262180
OG0002400	AL5G44210	Om003G127010
OG0002401	AL5G43510	Om003G126210
OG0002402	AL4G44720	Om008G322070
OG0002402	AL5G43240	Om003G125990
OG0002403	AL2G33490	Om004G140740
OG0002403	AL1G30390	Om005G199570
OG0002404	AL4G42230	Om008G325140
OG0002404	AL6G35420	Om006G238670
OG0002406	AL6G32040	Om006G242220
OG0002406	AL5G20980	Om006G268310
OG0002407	AL5G21230	Om006G242550, Om006G242540
OG0002408	AL5G23810, AL8G37140	Om006G244830
OG0002409	AL8G42380, AL8G35260, AL139U10010	Om006G232440, Om006G232450
OG0002410	AL8G43720	Om006G231030
OG0002411	AL1G29910	Om005G198890
OG0002411	AL2G32520	Om004G142100
OG0002412	AL1G10600	Om005G178120
OG0002412	AL6G52760	Om004G157830
OG0002413	AL6G53070	Om004G157540
OG0002413	AL1G10780	Om005G178250
OG0002414	AL1G12890	Om005G180280
OG0002414	AL6G49930	Om004G160600
OG0002415	AL1G13780	Om005G181220
OG0002416	AL349U10010	Om007G277950
OG0002416	AL1G13940	Om005G181380
OG0002417	AL4G28340	Om007G278870
OG0002417	AL1G14650	Om005G182110
OG0002418	AL4G27310	Om007G279890
OG0002418	AL1G15440	Om005G182920
OG0002419	AL1G16780	Om005G184250
OG0002419	AL4G25470	Om007G281360
OG0002420	AL4G22230	Om007G284180
OG0002421	AL4G22800	Om007G284530
OG0002421	AL1G18670	Om005G186210
OG0002422	AL8G30240	Om003G116490
OG0002423	AL3G11410	Om002G043450
OG0002423	AL6G26430	Om007G299650
OG0002424	AL6G26740	Om007G299190
OG0002424	AL3G11700	Om002G043710
OG0002425	AL3G11770	Om002G043760
OG0002426	AL3G11870	Om002G043810
OG0002426	AL6G26920	Om007G298940
OG0002427	AL3G12730	Om002G044570
OG0002427	AL6G28080	Om007G297420
OG0002428	AL3G13800	Om002G045550
OG0002428	AL6G29370	Om007G296080
OG0002429	AL1G17260	Om005G184690
OG0002430	AL3G19640	Om002G051040
OG0002430	AL3G19620	Om002G051020
OG0002431	AL5G36440	Om006G252060
OG0002431	AL4G36870	Om008G331860
OG0002432	AL4G36760, AL380U10030	Om008G332010
OG0002433	AL1G28020	Om005G196700
OG0002434	AL1G28860	Om005G197650
OG0002434	AL2G39470	Om004G132260
OG0002435	AL2G33400	Om004G140870
OG0002435	AL1G30620	Om005G199790
OG0002436	AL3G43350, AL1G34940	Om005G204160
OG0002436	AL2G37700	Om004G134750
OG0002437	AL1G35620	Om005G204660
OG0002437	AL2G38340	Om004G133980
OG0002438	AL1G35720	Om005G204760
OG0002438	AL2G38520	Om004G133620
OG0002439	AL2G31830	Om004G142960
OG0002439	AL1G36060	Om005G205030
OG0002440	AL5G23660	Om003G129420
OG0002441	AL1G36600	Om005G205650
OG0002441	AL2G30590	Om005G206820
OG0002442	AL2G29810	Om005G207770
OG0002442	AL1G37310	Om004G143940
OG0002443	AL1G39020	Om004G145670
OG0002443	AL2G28570	Om005G209380
OG0002444	AL2G27620	Om005G210480
OG0002444	AL1G39620	Om004G146750
OG0002445	AL7G27590	Om007G286500
OG0002446	AL7G24980	Om001G021220
OG0002447	AL7G19150	Om001G029560
OG0002448	AL5G30730	Om006G258430
OG0002449	AL1G24560	Om005G192490
OG0002449	AL5G15450	Om006G272210
OG0002450	AL1G56130	Om006G263110
OG0002450	AL1G18510	Om005G186060
OG0002451	AL4G21790	Om007G283780
OG0002452	AL1G17510	Om005G185090
OG0002453	AL6G50340	Om004G160200
OG0002453	AL1G12530	Om005G179940
OG0002454	AL1G12520	Om005G179920
OG0002454	AL6G50380	Om004G160150
OG0002455	AL6G28060, AL3G44980	Om007G297470, Om007G297430
OG0002456	AL6G29100	Om007G296270
OG0002456	AL6G29290	Om007G296180
OG0002457	AL6G30800	Om007G294720
OG0002458	AL5G35840, AL5G35830	Om006G252900, Om006G252890
OG0002459	AL8G39890	Om006G234910
OG0002460	AL6G17300	Om004G169360
OG0002460	AL8G34630	Om006G247760
OG0002461	AL5G31780	Om006G257410
OG0002462	AL2G36650	Om004G135990
OG0002463	AL2G36390	Om004G136380
OG0002463	AL1G33520	Om005G202660
OG0002464	AL2G34210	Om004G139620
OG0002465	AL1G27480	Om005G196090
OG0002465	AL2G41360	Om004G130090
OG0002466	AL3G26200	Om002G058600
OG0002466	AL1G62900	Om003G091330
OG0002467	AL3G26610	Om002G059120
OG0002468	AL1G61540	Om003G093430
OG0002468	AL3G27620	Om002G060440
OG0002469	AL7G39050	Om003G100420
OG0002469	AL3G29830	Om002G063280
OG0002470	AL3G30520	Om002G064040
OG0002470	AL1G54830	Om003G099740
OG0002471	AL3G30750	Om002G064290
OG0002472	AL3G30930	Om002G064500
OG0002472	AL1G55060	Om003G099560
OG0002473	AL3G31140	Om002G064740
OG0002473	AL1G55230	Om003G099360
OG0002474	AL7G41020, AL1G56850	Om003G102290
OG0002474	AL3G36840, AL3G32630	Om002G070890
OG0002475	AL7G41630	Om003G102650
OG0002475	AL3G37520	Om002G071660
OG0002477	AL3G53410, AL7G23990	Om001G022930, Om002G088190
OG0002478	AL3G27360	Om002G060170
OG0002478	AL1G61640	Om003G093240
OG0002479	AL4G30680	Om008G339820
OG0002480	AL4G38680	Om008G329150
OG0002482	AL4G42560, AL8G10940	Om008G362070, Om002G082070, Om002G082080
OG0002485	AL6G38370	Om007G294530
OG0002486	AL1G33090, AL1G45220, AL1G33970	Om005G202770
OG0002494	AL7G24410	Om001G022180
OG0002496	AL4G10950	Om004G155830
OG0002497	AL8G33000	Om006G249730
OG0002498	AL7G20450	Om001G028020
OG0002499	AL6G33280	Om006G243670
OG0002500	AL7G17110, AL3G47060	Om001G032310
OG0002502	AL4G31280, AL941U10010	Om008G339020
OG0002503	AL1G65100	Om005G186910
OG0002504	AL1G20440	Om005G188200
OG0002505	AL1G21090	Om005G188870
OG0002505	AL2G17170	Om005G219760
OG0002506	AL2G16440	Om005G220560
OG0002506	AL1G21390	Om005G189200
OG0002507	AL1G26340	Om005G194620
OG0002508	nbis-gene-1194	Om006G274070
OG0002508	AL1G25850	Om005G194000
OG0002509	AL5G13380	Om006G273800
OG0002510	AL1G24540	Om005G192470
OG0002511	AL5G18540, AL5G18840	Om006G258800
OG0002512	AL5G42240	Om003G124540
OG0002512	AL1G63710	Om003G090130
OG0002513	AL3G22180	Om002G053810
OG0002513	AL6G14670	Om004G172240
OG0002514	AL3G22640, AL6G15440	Om002G054400
OG0002515	AL3G23180	Om002G055180
OG0002516	AL7G27420, AL7G27400	Om007G286760, Om007G286740
OG0002517	AL7G24930	Om001G021280
OG0002517	AL8G28230	Om003G115090
OG0002518	AL7G26230	Om001G018700
OG0002520	AL8G31550	Om003G118140
OG0002521	AL6G22810	Om004G162830, Om004G162810
OG0002522	nbis-gene-1496	Om004G166680
OG0002522	AL8G41760	Om006G233080
OG0002523	AL7G37300	Om001G000210
OG0002523	AL8G10630	Om008G362500
OG0002524	AL6G46880	Om008G352230
OG0002524	AL7G30710	Om001G009650
OG0002525	AL1G50310	Om001G013860
OG0002526	AL1G44600	Om007G291200
OG0002526	AL7G27930	Om007G286110
OG0002527	AL4G30960	Om008G339380
OG0002527	AL1G45190	Om007G291660
OG0002528	AL3G50950	Om002G084630
OG0002528	AL7G14960	Om001G035710
OG0002529	AL7G13700	Om001G037570, Om009G363220
OG0002529	AL4G13330	Om004G152030
OG0002530	AL7G13130	Om001G038400
OG0002531	AL7G12250	Om001G039580
OG0002532	AL7G11360	Om001G040450
OG0002533	AL7G10270	Om001G041720
OG0002534	AL6G42850, AL6G42830, AL6G42820, AL6G42860	Om008G343760
OG0002535	AL6G46510, AL7G30520	Om008G352840
OG0002536	AL7G31210	Om001G009040
OG0002536	AL6G47550	Om008G353500
OG0002537	AL6G47740	Om008G353650
OG0002537	AL1G14740	Om005G182210
OG0002538	AL7G42400	Om003G103530
OG0002539	AL7G41700	Om003G102700
OG0002539	AL7G41710	Om003G102710
OG0002540	AL7G39960	Om003G101390
OG0002541	AL4G47730	Om008G318620
OG0002542	AL4G45420	Om008G321170
OG0002542	AL5G43930	Om003G126750
OG0002543	AL4G44950	Om008G321630
OG0002543	AL5G43430	Om003G126150
OG0002544	AL4G42720	Om008G324390
OG0002544	AL5G41930	Om003G124160
OG0002545	AL4G39740	Om008G327780
OG0002545	AL5G38910	Om003G120490
OG0002546	AL4G40040	Om005G223600, Om005G223580, Om005G223690
OG0002547	AL5G38690	Om003G120350
OG0002547	AL4G39530	Om008G327970
OG0002548	AL4G35730	Om007G278310, Om008G333730
OG0002548	AL6G13070	Om004G174130
OG0002551	AL8G36040	Om006G245990
OG0002552	AL5G28070	Om005G189940, Om006G261690
OG0002552	AL8G40560	Om006G234150
OG0002553	AL8G44290	Om006G230380
OG0002553	AL5G30440	Om006G258940
OG0002554	AL8G44880, AL8G44890	Om008G349110, Om006G229790, Om006G229770
OG0002555	AL6G52610	Om004G158540
OG0002555	AL1G11340	Om005G178760
OG0002556	AL6G51830	Om004G158740
OG0002556	AL1G11510	Om005G178920
OG0002557	AL1G15860	Om005G183350
OG0002557	AL4G26720	Om007G280420
OG0002558	AL1G52050, AL1G51930	Om002G081980, Om004G142620
OG0002558	AL7G25820, AL2G26020	Om001G019410
OG0002559	AL3G10640	Om002G042630
OG0002559	AL6G25460	Om007G301000
OG0002560	AL6G26200	Om007G300020
OG0002560	AL3G11130	Om002G043100
OG0002561	AL6G27660	Om007G297980
OG0002562	AL6G40350	Om007G293330
OG0002562	AL3G15240	Om002G046800
OG0002563	AL3G11490, AL8G13590	Om008G358000
OG0002564	AL3G17250, AL6G30140	Om002G048840, Om002G048850
OG0002565	AL4G32150	Om006G255810
OG0002566	AL4G33890	Om008G335590
OG0002567	AL1G28440	Om005G197230
OG0002568	AL2G35300	Om004G137960
OG0002568	AL1G32370	Om005G201600
OG0002569	AL2G36140	Om004G136990
OG0002569	AL1G33170	Om005G202460
OG0002570	AL1G33390	Om005G202540
OG0002571	AL2G36670	Om004G135920
OG0002571	AL1G33960	Om005G203100
OG0002572	AL2G37510	Om004G134930
OG0002572	AL1G34750	Om005G203930
OG0002573	AL2G29410	Om005G208210
OG0002573	AL1G37980	Om004G144750
OG0002574	AL1G39600	Om004G146730
OG0002574	AL2G27610	Om005G210500
OG0002575	AL3G41580, AL3G41420	Om005G194880, Om005G194980, Om005G194910, Om005G195000, Om001G025040
OG0002577	AL1G17590	Om005G185180
OG0002578	AL1G16370	Om005G183810
OG0002578	AL1G16360	Om005G183800
OG0002580	AL4G27350	Om007G279840
OG0002580	AL1G15350	Om005G182880
OG0002581	AL1G11450, AL1G22540	Om005G178870, Om007G305570
OG0002582	AL4G38080	Om008G330130
OG0002583	AL5G29400	Om006G260240
OG0002583	AL6G36250	Om006G239330
OG0002584	AL8G35080	Om006G247270
OG0002585	AL8G36220	Om006G245810
OG0002586	AL5G20720, AL5G24630	Om006G267290
OG0002587	AL1G32470	Om005G201720
OG0002587	AL2G35430	Om004G138100
OG0002588	AL2G34170	Om004G139700
OG0002588	AL1G31100, AL7G41340, AL7G41360	Om005G200420, Om005G200430
OG0002589	AL2G32430	Om004G142230
OG0002590	AL3G26330	Om002G058800
OG0002590	AL1G62780	Om003G091560
OG0002591	AL3G25420	Om002G057760
OG0002591	AL1G63410	Om003G090550
OG0002592	AL1G62850	Om003G091390
OG0002592	AL3G26250	Om005G219360, Om002G058660
OG0002593	AL3G28040	Om002G060860
OG0002594	AL1G61050	Om003G094080
OG0002594	AL3G28250	Om002G061220
OG0002595	AL3G28750	Om002G061900
OG0002595	AL1G60440	Om003G094740
OG0002596	AL3G29570	Om002G062960
OG0002596	AL7G39370	Om003G100750
OG0002597	AL3G30280	Om002G063790
OG0002597	AL1G54550	Om003G099940
OG0002598	AL3G31010	Om002G064590
OG0002599	AL3G35890	Om002G069870
OG0002600	AL3G11690	Om002G043700
OG0002600	AL7G41650	Om003G102660
OG0002601	AL4G17060	Om001G038450
OG0002601	AL7G19310	Om001G029380
OG0002602	AL3G24790	Om002G057020
OG0002603	AL1G59240	Om003G095950
OG0002604	AL1G56150, AL1G56240	Om007G278920, Om001G026100, Om001G006080, Om007G278910
OG0002605	AL5G37770	Om003G119300
OG0002605	AL4G34480, nbis-gene-1133	Om008G329110
OG0002606	AL4G40540	Om008G326970
OG0002607	AL5G42350	Om003G117210, Om003G124640
OG0002608	AL3G37360	Om001G031230
OG0002608	AL3G39210, AL3G39180	Om003G092420, Om002G073240
OG0002610	AL7G36670	Om001G000970
OG0002610	AL8G12260	Om008G359690
OG0002611	AL4G36170	Om008G332990, Om008G332980
OG0002612	AL7G19460	Om001G029260
OG0002612	AL7G19470	Om001G029250
OG0002614	AL1G24460, AL5G15690	Om005G192350
OG0002615	AL1G35160	Om005G204330
OG0002615	AL1G35300	Om005G204320
OG0002616	AL5G23070, AL5G23090, AL5G22990, AL5G23050, AL3G34400, AL126U10040, AL3G34320	Om007G290040
OG0002617	AL7G52830, AL7G52820, AL7G52840	Om001G003280, Om001G003330, Om001G003320
OG0002618	AL8G40950, AL8G40970, AL8G40980	Om006G233830
OG0002622	AL3G47830	Om002G088000
OG0002622	AL7G23750	Om001G023370
OG0002623	AL4G14640	Om001G027230
OG0002624	AL7G18930	Om001G029870
OG0002625	AL2G20620	Om006G269700
OG0002626	AL7G16780	Om001G032770
OG0002627	AL7G16640	Om001G032930
OG0002627	AL3G52520	Om002G082410
OG0002628	AL7G16220	Om001G033610
OG0002629	AL4G31090	Om008G339210
OG0002629	AL1G45650	Om007G291820
OG0002630	AL1G46120, AL4G31610, AL212U10010	Om007G277280
OG0002631	AL7G37930	Om007G276150
OG0002632	AL1G66150	Om005G218520, Om011G366000
OG0002632	AL1G19740	Om005G187310
OG0002633	AL1G20190	Om005G187900
OG0002634	AL2G17680	Om005G219420
OG0002635	AL1G22580	Om005G190430
OG0002635	AL2G14420	Om005G223400
OG0002636	AL1G26730	Om005G195180
OG0002636	AL5G10960	Om006G275000
OG0002637	AL1G25860	Om005G193990
OG0002637	AL5G12920	Om006G274080
OG0002638	AL1G24940	Om005G192960
OG0002639	AL5G15970	Om006G271850
OG0002639	AL6G12060	Om004G175210
OG0002640	AL5G18590	Om006G270780
OG0002641	AL7G50800	Om007G315580
OG0002642	AL2G25760	Om005G212770
OG0002643	AL7G46640	Om007G314320
OG0002643	AL2G24180	Om005G213670, Om008G349440
OG0002644	AL7G25140	Om001G020920, Om001G020880
OG0002645	nbis-gene-2164, AL8G33120	Om006G249620
OG0002645	AL7G27030	Om001G018010
OG0002646	AL6G13720	Om004G173350
OG0002646	AL3G21580	Om002G053090
OG0002647	AL8G23640	Om003G107520
OG0002648	AL8G27810, nbis-gene-1768	Om003G114570
OG0002649	nbis-gene-124, nbis-gene-2118, AL281U10010	Om003G115280
OG0002650	AL8G29690	Om003G116030
OG0002651	AL8G30080	Om003G116250
OG0002652	AL8G33340	Om006G249410
OG0002652	AL3G53000	Om002G086410, Om002G086420
OG0002653	AL6G21490	Om004G164630
OG0002653	AL6G36760	Om006G239790
OG0002654	AL8G43220, AL112U10050	Om006G231550
OG0002654	AL6G21080	Om004G165250
OG0002655	AL6G20510	Om004G166030, Om004G166000
OG0002655	AL8G42710	Om006G232090
OG0002656	AL8G42020	Om006G232810
OG0002656	AL6G20140	Om004G166430
OG0002657	AL7G36380	Om001G001370
OG0002657	AL8G11810	Om008G360850, Om008G360860
OG0002657	AL7G40180	Om003G101600
OG0002658	AL7G33240	Om001G006450
OG0002658	AL7G33230	Om001G006470, Om007G317650
OG0002659	AL7G31330	Om001G008860
OG0002659	AL6G47650	Om008G353580
OG0002660	AL6G47320	Om008G353270
OG0002660	AL7G30990	Om001G009240
OG0002661	AL7G30000	Om001G010660
OG0002661	AL6G45790	Om008G351450
OG0002662	AL1G50560	Om001G014200
OG0002663	AL1G41630	Om007G288370
OG0002664	AL7G15410	Om001G035050
OG0002665	AL6G43540, AL3G51060	Om002G084860
OG0002666	AL7G14560	Om001G036230, Om002G068270, Om001G036220
OG0002667	AL7G14460	Om001G036470
OG0002667	AL3G51630	Om002G085650
OG0002668	AL7G13840, AL7G13850	Om001G037260, Om001G037280, Om001G037270
OG0002669	AL4G12410	Om004G154330
OG0002669	AL7G12920	Om001G038670, Om001G038640, Om001G038650
OG0002670	AL4G10790	Om004G155920
OG0002670	AL7G11180	Om001G040720
OG0002672	AL7G50580	Om007G315760
OG0002673	AL6G41440	Om008G343790
OG0002673	AL1G26650	Om005G195110
OG0002674	AL6G47460, AL6G47450	Om002G074280
OG0002675	AL7G32980	Om001G006840
OG0002675	AL6G48990	Om008G355470
OG0002676	AL9U11590	Om003G104840
OG0002678	AL3G39170	Om003G104450
OG0002678	AL8G12500	Om002G073220
OG0002678	AL7G42970	Om003G103880
OG0002679	AL7G41590, AL3G37490	Om002G071590
OG0002680	AL3G37380	Om002G071470
OG0002681	AL5G44160	Om003G126960
OG0002682	AL4G41820	Om008G325580
OG0002683	AL4G40320	Om008G327210, Om008G327190, Om008G327200
OG0002684	AL4G39710	Om008G327800
OG0002684	AL5G38890	Om003G120460
OG0002685	AL3G19910	Om002G051330
OG0002686	AL6G13700	Om004G173370
OG0002686	AL6G26820	Om007G299070
OG0002687	AL5G23920	Om001G029770
OG0002687	AL8G36970	Om006G245030
OG0002688	AL5G24510	Om006G267570
OG0002688	AL8G36600	Om006G245440
OG0002689	AL8G36090	Om006G245930, Om006G245950
OG0002690	AL8G36060	Om006G267000, Om006G245960
OG0002691	AL5G28040	Om006G261800
OG0002691	AL8G40530	Om006G234180
OG0002692	AL6G53000	Om004G157620
OG0002693	AL1G12860	Om005G180250
OG0002693	AL6G50000	Om004G160520
OG0002694	AL8G15720	Om007G293050
OG0002695	AL4G26920	Om007G280230
OG0002695	AL1G15740	Om005G183210
OG0002696	AL1G18080	Om005G185640
OG0002696	nbis-gene-1031	Om007G283290
OG0002697	AL3G19730	Om002G051150
OG0002697	AL3G19720	Om002G051140
OG0002698	AL3G12910	Om002G044740
OG0002698	AL6G28460	Om007G297130
OG0002699	AL3G12970	Om004G156870, Om002G044820
OG0002700	AL3G13810	Om002G045560
OG0002701	AL3G18420, AL8G21740	Om002G049880
OG0002702	AL5G37460	Om006G250810
OG0002702	AL4G38220	Om008G329930
OG0002704	AL4G33410	Om008G336140
OG0002705	AL5G35290	Om006G253600
OG0002705	AL4G36000	Om008G333280
OG0002706	AL2G40080	Om004G131710
OG0002706	AL1G28470	Om005G197250
OG0002707	AL2G33180	Om004G141160
OG0002707	AL1G30290	Om005G199470
OG0002708	AL2G35310	Om004G137980
OG0002708	AL1G32380	Om005G201610
OG0002709	AL2G37070	Om004G135410
OG0002709	AL1G34410	Om005G203530
OG0002710	AL1G36420	Om005G205410
OG0002710	AL2G31030	Om005G206380
OG0002711	AL1G37810	Om004G144560
