Orthogroup	Arabidopsis_lyrata_Rawat	Cardamine_glauca
OG0001264	AL3G25240	Cg004G129230
OG0001264	AL1G63620	Cg006G194710
OG0001265	nbis-gene-287	Cg006G198180
OG0001265	AL3G35110	Cg004G138100
OG0001267	AL8G15490, AL8G15500, AL8G15480	Cg008G320730
OG0001268	AL1G39030	Cg006G220960
OG0001269	AL1G43160	Cg006G217210
OG0001274	AL4G14670	Cg005G190230
OG0001274	AL7G21040	Cg001G009470
OG0001275	AL1G33590	Cg006G225390
OG0001275	AL7G16130	Cg001G005160
OG0001276	AL2G15180	Cg007G249500
OG0001276	AL1G22120	Cg006G234830
OG0001277	AL2G14700, AL2G14720, AL8G22740	Cg007G249000
OG0001278	AL3G42720	Cg004G144900
OG0001279	AL6G25900	Cg008G295310
OG0001279	AL3G10940	Cg004G116820
OG0001280	AL5G18970	Cg002G070230
OG0001280	AL7G50740	Cg001G039680
OG0001281	AL7G47670	Cg001G042520
OG0001282	AL7G26820	Cg001G014580
OG0001282	AL8G32710	Cg003G104330
OG0001283	AL5G38390	Cg002G049330
OG0001283	AL4G39180	Cg005G164810
OG0001284	AL8G39900	Cg003G110720
OG0001285	AL8G29800	Cg003G101660
OG0001285	AL7G25490	Cg001G013410
OG0001286	AL8G30530	Cg003G102320
OG0001287	AL7G26070	Cg001G013910
OG0001287	AL8G30780	Cg003G102500
OG0001288	AL6G22080	Cg008G291860
OG0001288	AL6G37250	Cg008G305210
OG0001289	AL7G37150	Cg001G023490
OG0001289	AL8G10800	Cg008G324830
OG0001290	AL6G45440	Cg003G082590
OG0001290	AL7G29740	Cg001G017270
OG0001291	AL1G47200	Cg006G212990
OG0001292	AL3G10870	Cg004G116750
OG0001293	AL5G41100	Cg002G047250
OG0001294	AL4G11820	Cg005G192570
OG0001294	AL7G12200	Cg001G001760
OG0001295	AL7G52990	Cg001G037660, Cg001G037480, Cg001G037310, Cg001G037510, Cg001G037610, Cg001G037690
OG0001296	AL4G12270	Cg005G192030
OG0001296	AL4G31180	Cg005G171450
OG0001297	AL6G48240	Cg003G080390, Cg003G093590
OG0001297	AL6G48250	Cg003G093600
OG0001298	AL7G41050	Cg001G027000
OG0001298	AL3G36900	Cg004G139800
OG0001299	AL4G46230	Cg005G158940
OG0001300	AL5G39810	Cg002G048170
OG0001300	AL4G40800	Cg005G163630
OG0001301	AL5G39550	Cg002G048410
OG0001301	AL4G40590	Cg005G163780
OG0001302	AL5G29880	Cg002G056970
OG0001303	AL6G53400	Cg003G076010
OG0001303	AL4G44410	Cg005G160500
OG0001303	AL1G10320	Cg006G245240
OG0001304	AL1G18180	Cg006G238170
OG0001304	AL4G22880	Cg005G178750
OG0001305	AL3G15980	Cg004G121200
OG0001305	AL6G39400	Cg008G306870
OG0001306	AL6G39100	Cg008G306650
OG0001306	AL3G16210	Cg004G121380
OG0001307	AL3G18780	Cg004G123550
OG0001307	AL3G18790	Cg004G123560
OG0001308	AL5G33550	Cg002G053990
OG0001308	AL4G32430	Cg005G170250
OG0001309	AL4G34890	Cg005G168500
OG0001309	AL5G35020	Cg002G052540
OG0001310	AL1G29030	Cg006G229110
OG0001310	AL2G39290	Cg007G279530
OG0001311	AL6G40340, AL8G22540	Cg008G307410
OG0001311	AL6G40300	Cg008G307370
OG0001312	AL3G18470	Cg004G123280
OG0001312	AL8G21690	Cg008G309750, Cg008G311580
OG0001313	AL1G49960	Cg006G209750
OG0001313	AL2G27110	Cg007G268380
OG0001314	AL3G25170	Cg004G129180
OG0001314	AL1G63750	Cg006G194620
OG0001315	AL3G28400	Cg004G132140
OG0001315	AL1G60850	Cg006G197200
OG0001316	AL1G54800	Cg006G201660
OG0001316	AL3G30490	Cg004G133940
OG0001317	AL3G33510	Cg004G136730
OG0001318	nbis-gene-1846	Cg002G071840
OG0001319	AL5G33850	Cg002G053640
OG0001320	AL4G33910, AL7G29940, AL7G29920	Cg001G006850
OG0001321	nbis-gene-1981, AL1G65050	Cg007G256700, Cg007G256650
OG0001328	AL7G20620	Cg001G009110
OG0001328	AL4G15070	Cg005G189850
OG0001329	nbis-gene-821, nbis-gene-474	Cg025G336190
OG0001330	AL3G50160	Cg004G153240
OG0001330	AL7G15840	Cg001G004890
OG0001331	AL1G66240	Cg007G254050, Cg007G254090
OG0001331	AL1G66210	Cg007G254110, Cg007G254040
OG0001332	AL2G17990, AL2G18010, AL2G17980	Cg007G252460
OG0001332	AL1G20370	Cg006G236220
OG0001333	AL1G21930	Cg006G234980
OG0001334	AL1G26960	Cg006G230940
OG0001334	AL5G10690	Cg002G075250
OG0001335	AL6G14190	Cg008G285370
OG0001335	AL3G21970	Cg004G126180
OG0001336	AL3G23260	Cg004G127500
OG0001336	AL6G16480	Cg008G287240
OG0001337	AL8G29230	Cg003G101270
OG0001337	AL7G25170	Cg001G013110
OG0001338	AL8G29220	Cg003G101260
OG0001339	AL8G31240	Cg003G102970
OG0001339	AL7G26260	Cg001G014060
OG0001340	AL6G21810	Cg008G291640, Cg008G291650
OG0001341	AL6G36730	Cg008G304680
OG0001341	AL6G21420	Cg008G291300
OG0001342	AL6G20500	Cg008G290470
OG0001342	AL8G42730	Cg003G112960
OG0001343	AL6G18700	Cg008G289110
OG0001343	AL6G34470	Cg008G302960
OG0001344	AL7G36900	Cg001G023260
OG0001344	AL8G11280	Cg008G324530
OG0001345	AL7G35450	Cg001G021930
OG0001345	AL8G12860	Cg008G322920
OG0001346	AL7G33320	Cg001G020230
OG0001347	AL7G29650	Cg001G017200
OG0001347	AL3G10810	Cg004G116690
OG0001348	AL3G50720	Cg004G153810
OG0001348	AL7G15260	Cg001G004350
OG0001349	AL3G51250	Cg004G154200
OG0001349	AL7G14860	Cg001G003900
OG0001350	AL4G12170	Cg005G192110
OG0001350	AL7G12700	Cg001G002180
OG0001351	AL7G43730, AL7G43740	Cg007G254350, Cg007G254360, Cg007G254330, Cg007G254390
OG0001352	AL1G50850	Cg006G208500
OG0001352	AL6G42440	Cg003G086740
OG0001353	AL7G35010	Cg001G021580
OG0001353	AL8G13220	Cg008G322620
OG0001354	AL5G45400	Cg002G044050
OG0001354	AL4G47050	Cg005G158140
OG0001355	AL5G43530	Cg002G045480
OG0001355	AL4G45030	Cg005G159910
OG0001356	AL5G40440	Cg002G047670
OG0001357	AL5G39580	Cg002G048380
OG0001357	AL4G40550	Cg005G163820
OG0001358	AL4G40190	Cg005G164100
OG0001358	AL5G39110	Cg002G048780
OG0001359	AL5G24870	Cg002G061120
OG0001359	AL8G36320	Cg003G107450
OG0001360	AL1G15120	Cg006G240990
OG0001360	AL4G27610	Cg005G174440
OG0001361	AL4G28130	Cg005G174000
OG0001361	AL1G14520	Cg006G241590
OG0001362	AL3G34690	Cg004G137670
OG0001362	AL4G20610	Cg005G182160
OG0001363	AL7G25800	Cg001G013660
OG0001363	AL2G13730	Cg007G248340
OG0001364	AL6G25890	Cg008G295300
OG0001364	AL3G10930	Cg004G116810
OG0001365	AL3G11020	Cg004G116920
OG0001365	AL6G25970	Cg008G295410
OG0001366	AL6G26830	Cg008G296250
OG0001366	AL3G11790	Cg004G117590
OG0001367	AL8G23450	Cg008G307950
OG0001367	AL3G17520	Cg004G122470
OG0001368	AL6G24960	Cg008G294430
OG0001370	AL1G34070	Cg006G224980
OG0001370	AL2G36730	Cg007G277230
OG0001372	AL3G12720	Cg004G118280
OG0001372	AL6G28020	Cg008G297240
OG0001373	AL1G55490	Cg006G201060
OG0001373	AL3G31540	Cg004G134950
OG0001374	AL2G35170	Cg007G275740
OG0001374	AL1G32260	Cg006G226500
OG0001375	AL1G28360	Cg006G229720
OG0001375	AL2G40260	Cg007G280250
OG0001376	AL3G26180	Cg004G129940
OG0001376	AL1G62910	Cg006G195310
OG0001377	AL3G29580	Cg004G133120
OG0001377	AL3G29590	Cg004G133130
OG0001378	AL1G55070	Cg006G201440
OG0001378	AL3G30940	Cg004G134310
OG0001379	AL3G33660	Cg004G136810
OG0001379	AL1G58050	Cg006G199380
OG0001380	AL3G33740	Cg004G136860
OG0001381	nbis-gene-276	Cg006G234510
OG0001381	nbis-gene-274	Cg006G234330
OG0001382	AL4G12160	Cg005G192140
OG0001382	AL7G12690	Cg001G002170
OG0001384	AL4G13140	Cg005G191510
OG0001384	AL4G13150	Cg005G191480
OG0001392	AL7G16210	Cg001G005240
OG0001392	AL3G49450	Cg004G152630
OG0001393	AL3G50000	Cg004G153040
OG0001393	AL7G15900	Cg001G004940
OG0001394	AL1G46100	Cg006G214170
OG0001394	AL1G46080	Cg005G178210, Cg006G214210
OG0001395	AL7G26320	Cg001G014120
OG0001396	AL34U10030, AL8G22280, AL8G22260, AL34U10020	Cg008G311270, Cg008G309440
OG0001397	AL1G21020	Cg006G235730
OG0001397	AL2G17450	Cg007G251540
OG0001398	AL5G10470	Cg002G075390
OG0001398	AL1G27030	Cg006G230880
OG0001399	AL4G15150, AL5G12000	Cg002G074330
OG0001399	AL1G26270	Cg006G231540
OG0001400	AL5G14290	Cg002G073030
OG0001400	AL1G24970	Cg006G232650
OG0001401	AL7G50390	Cg001G040100
OG0001401	AL6G26050	Cg008G295470
OG0001402	AL7G50640	Cg001G039770
OG0001402	nbis-gene-1250	Cg002G070100
OG0001403	AL2G12850	Cg007G247500
OG0001404	AL1G23360	Cg006G233750
OG0001405	AL6G14540	Cg008G285720
OG0001405	AL3G22130	Cg004G126330
OG0001406	AL7G12710	Cg001G002190
OG0001406	AL6G38650	Cg008G306320
OG0001407	AL8G27350	Cg003G099590
OG0001407	AL7G24640	Cg001G012680
OG0001409	AL8G40830	Cg003G111510
OG0001409	AL6G19300	Cg008G289470
OG0001410	AL8G11590	Cg008G324280
OG0001410	AL7G36640	Cg001G023030
OG0001411	AL7G36220	Cg001G022650
OG0001411	AL7G36230	Cg001G022660
OG0001412	AL7G34420	Cg001G021080
OG0001412	AL8G14070	Cg008G321900
OG0001413	AL7G31930	Cg001G019070
OG0001415	AL4G29650	Cg005G172700
OG0001415	AL1G42030	Cg006G218170
OG0001416	AL4G30240	Cg005G172300
OG0001416	AL1G43370	Cg006G216990
OG0001417	AL7G14170	Cg001G003350
OG0001418	AL7G11130	Cg001G001010
OG0001418	AL4G10750	Cg005G193260, Cg005G193280
OG0001419	AL7G51610	Cg001G038600
OG0001420	AL6G48220, AL6G48190	Cg003G080410, Cg003G093530
OG0001420	AL7G31890	Cg001G019040
OG0001422	AL3G15400	Cg004G120730
OG0001422	AL6G40010	Cg008G307250
OG0001423	AL364U10010, AL4G43850	Cg005G161050
OG0001423	AL5G42480	Cg002G046340
OG0001424	AL6G13350, AL6G13360	Cg008G284550, Cg008G284560
OG0001424	AL6G13340	Cg008G284530
OG0001425	AL5G21120	Cg002G066490
OG0001425	AL6G32250	Cg008G301120
OG0001426	nbis-gene-565	Cg007G269190
OG0001427	AL6G52310	Cg003G077040, Cg014G332590
OG0001427	AL1G11070	Cg006G244600
OG0001428	AL1G12290	Cg006G243500
OG0001428	AL6G50610	Cg003G078470, Cg014G331130
OG0001429	AL6G50540	Cg014G330980, Cg003G078570
OG0001429	AL5G45470	Cg002G043970
OG0001430	AL1G13900	Cg006G242170
OG0001430	AL8G43430, AL8G16740	Cg008G319330
OG0001431	AL1G14530	Cg006G241570
OG0001431	AL4G28170	Cg005G173960
OG0001432	AL1G15800	Cg006G240360
OG0001432	AL5G34840, AL4G26850	Cg005G175090
OG0001433	AL1G16570	Cg006G239660
OG0001433	AL4G25870	Cg005G175820
OG0001434	AL84U10010	Cg005G177710
OG0001434	AL6G16010	Cg008G286850
OG0001435	AL1G18030	Cg006G238290
OG0001435	AL4G23220	Cg005G178440
OG0001436	AL6G28790	Cg008G297990
OG0001436	AL3G13400	Cg004G119330
OG0001437	AL6G29020	Cg008G298220
OG0001437	AL3G13610	Cg004G119500
OG0001438	AL6G40410	Cg008G307460
OG0001438	AL3G15040	Cg004G120540
OG0001439	AL2G33780	Cg007G274410
OG0001439	AL1G30900	Cg006G227580
OG0001440	AL1G34890	Cg006G224280
OG0001440	AL2G37640	Cg007G278080
OG0001441	AL2G31810	Cg007G272590
OG0001441	AL1G36070	Cg006G223410
OG0001442	AL2G30260	Cg007G271260
OG0001442	AL1G36800	Cg006G222710
OG0001443	AL1G38630	Cg006G221220
OG0001443	AL2G28940	Cg007G270160
OG0001444	AL7G27600, AL7G27630	Cg001G015320
OG0001445	AL4G39490	Cg005G164560
OG0001446	AL8G37780	Cg003G108840
OG0001448	AL1G63110	Cg006G195150
OG0001448	AL3G25950	Cg004G129720
OG0001449	AL1G62550	Cg006G195740
OG0001450	AL1G62540	Cg006G195750
OG0001450	AL3G26630	Cg004G130450
OG0001451	AL1G61390	Cg006G196670
OG0001452	AL1G61190	Cg006G196840
OG0001452	AL3G28080	Cg004G131880
OG0001453	AL3G28310	Cg004G132060
OG0001454	AL3G28540	Cg004G132270
OG0001454	AL1G60790	Cg006G197270
OG0001456	AL1G24300, AL3G33650	Cg004G136800
OG0001456	AL1G58040	Cg006G199390
OG0001457	AL3G34030	Cg004G137180
OG0001457	AL1G58310	Cg006G199140
OG0001459	AL1G34370, AL1G34350, AL1G34380	Cg006G224750
OG0001461	AL4G28580	Cg005G173650
OG0001464	AL7G22400	Cg001G010700
OG0001464	AL3G48970	Cg004G155660
OG0001465	AL3G52750	Cg004G155420
OG0001465	AL7G22220	Cg001G010520
OG0001466	AL7G20480	Cg001G009010
OG0001466	AL4G15120	Cg005G189820
OG0001467	AL6G12350	Cg008G283780
OG0001467	AL6G45250	Cg003G082780
OG0001468	AL7G17260	Cg001G006180
OG0001469	AL6G50590	Cg014G331020, Cg003G078530
OG0001470	AL4G31780	Cg005G170880
OG0001470	AL7G37940	Cg001G024380
OG0001471	AL2G15550	Cg007G250030
OG0001471	AL1G21920	Cg006G234990
OG0001472	AL1G26880	Cg006G230990
OG0001472	AL5G10770	Cg002G075160
OG0001473	AL5G12010	Cg002G074310
OG0001473	AL1G26260	Cg006G231550
OG0001474	AL7G26980, AL7G26970	Cg001G014720, Cg001G014730
OG0001475	AL1G23220	Cg006G233850
OG0001475	AL2G13510	Cg007G248000
OG0001476	AL3G20640, AL6G11750	Cg004G125080
OG0001477	AL6G17420	Cg008G318910, Cg008G288020
OG0001478	AL3G20920	Cg004G125300
OG0001478	AL6G12320	Cg008G283750
OG0001479	AL3G22490	Cg004G126710
OG0001480	AL7G28160	Cg001G015840
OG0001481	AL6G23820, AL3G40520, AL3G40540, AL3G40550	Cg008G293350
OG0001482	AL6G21680	Cg008G291530
OG0001482	AL6G36870	Cg008G304840
OG0001483	AL6G36550	Cg008G304530
OG0001483	AL6G21190	Cg008G291120
OG0001484	AL6G21160	Cg008G291090
OG0001484	AL6G36530	Cg008G304510
OG0001485	AL6G19560	Cg008G289620
OG0001485	AL8G41080	Cg003G111670
OG0001486	AL6G19280	Cg008G289450
OG0001486	AL8G40810	Cg003G111480
OG0001487	AL6G34320	Cg008G302860
OG0001487	AL6G18610	Cg008G289030
OG0001488	AL7G36970	Cg001G023350
OG0001488	AL8G10980	Cg008G324690
OG0001489	AL6G47760	Cg003G080920
OG0001489	AL7G31390	Cg001G018710
OG0001490	AL1G42950	Cg006G217560
OG0001490	AL4G30060	Cg005G172410
OG0001491	AL5G24300, AL1G43830	Cg006G216460
OG0001492	AL7G11190	Cg001G001060
OG0001492	AL4G10800	Cg005G193230
OG0001493	AL1G53290	Cg006G203300
OG0001493	AL8G17690	Cg008G318440
OG0001494	AL6G47160	Cg003G081420
OG0001494	AL6G47150	Cg003G081430
OG0001495	AL8G10500	Cg008G324990, Cg008G325060
OG0001496	AL3G39360	Cg004G141810
OG0001496	AL7G43010	Cg001G029290
OG0001497	AL7G40420	Cg001G026430
OG0001497	nbis-gene-1854	Cg001G026440
OG0001498	AL1G13770	Cg006G242300
OG0001498	AL2G16760, AL2G15630	Cg006G202250
OG0001500	AL4G46710	Cg005G158530
OG0001500	AL5G45020	Cg002G044350
OG0001501	AL5G40600	Cg002G047520
OG0001501	AL4G46270	Cg005G158900
OG0001502	AL4G43750	Cg005G161150
OG0001502	AL5G42470	Cg002G046350
OG0001503	AL5G42080	Cg002G046660
OG0001503	AL4G42980	Cg005G161700
OG0001504	AL5G41510	Cg002G046920
OG0001504	AL4G42260	Cg005G162360
OG0001505	AL5G41350	Cg002G047050
OG0001505	AL4G41970	Cg005G162600
OG0001506	AL3G19880	Cg004G124530
OG0001506	AL6G10440	Cg008G282270
OG0001507	AL5G25910	Cg002G060190
OG0001507	AL8G35630	Cg003G106840
OG0001508	AL8G40510	Cg003G111240
OG0001509	AL5G29670	Cg002G057130
OG0001510	AL1G15810	Cg006G240350
OG0001511	AL1G18150	Cg006G238200
OG0001511	AL4G23080	Cg005G178620
OG0001512	AL1G18610	Cg006G237850
OG0001512	AL4G22370, AL152U10010	Cg005G179610
OG0001513	AL3G11000	Cg004G116880
OG0001514	AL3G13990	Cg004G119780
OG0001514	AL6G29510	Cg008G298630
OG0001515	AL2G25290, AL3G16510, AL6G46290, AL6G46420	Cg004G121610
OG0001516	AL3G17670	Cg004G122650
OG0001516	AL3G17690, AL3G17680	Cg004G122660
OG0001517	AL5G37260	Cg002G050350
OG0001517	AL4G37850	Cg005G166010
OG0001518	AL4G37740	Cg005G166090
OG0001518	AL5G37170	Cg002G050460
OG0001519	AL2G33750	Cg007G274380
OG0001519	AL1G30890	Cg006G227590
OG0001520	AL5G27510	Cg002G058850
OG0001520	AL1G31580	Cg006G226990
OG0001521	AL2G37130	Cg007G277630
OG0001522	AL1G36650	Cg006G222810
OG0001522	AL2G30460	Cg007G271400
OG0001523	AL1G37570	Cg006G222040
OG0001523	AL2G29610	Cg007G270750
OG0001524	AL1G40860	Cg006G219160
OG0001524	AL8G38610	Cg003G109580
OG0001526	AL1G10540	Cg006G245090
OG0001526	AL4G14380	Cg005G190450
OG0001527	AL6G24870, AL1G50860	Cg008G294350
OG0001527	AL2G40900	Cg007G280760
OG0001528	AL6G25700	Cg008G295140
OG0001529	AL6G30530	Cg008G299560
OG0001530	nbis-gene-1895, nbis-gene-318	Cg002G062860
OG0001531	AL6G16200	Cg008G287010
OG0001531	AL3G23100	Cg004G127280
OG0001532	nbis-gene-2174	Cg003G106390
OG0001534	AL2G39410	Cg007G279650
OG0001535	AL1G63610	Cg006G194730
OG0001535	AL3G25250	Cg004G129240
OG0001536	AL3G25730	Cg004G129580
OG0001536	AL1G63240	Cg006G195040
OG0001537	AL1G61060	Cg006G196980
OG0001537	AL3G28240	Cg004G132010
OG0001538	AL3G29300	Cg004G132900
OG0001538	AL1G60040	Cg006G197770
OG0001539	AL3G40860	Cg004G133260
OG0001539	AL3G40850	Cg004G142990
OG0001540	AL4G30470	Cg005G172120
OG0001540	AL4G30460	Cg005G172150
OG0001541	AL1G65510, AL1G65520, AL5G45430	Cg002G044010
OG0001544	AL7G40050, AL7G40030	Cg001G025990
OG0001544	AL7G40020	Cg001G025960, Cg001G025970
OG0001545	AL8G13950	Cg008G322010
OG0001545	AL8G13930	Cg008G321980
OG0001546	AL4G35810	Cg005G167770
OG0001547	AL3G34490, AL3G34500	Cg004G137500
OG0001549	AL3G53630	Cg004G156940
OG0001549	AL7G24090	Cg001G012040
OG0001550	AL3G22920, AL5G36330	Cg004G127100
OG0001551	AL7G20740	Cg001G009210
OG0001551	AL4G14850	Cg005G190360
OG0001552	AL7G19820	Cg001G008410
OG0001552	AL4G16620	Cg005G188350
OG0001553	AL2G16010	Cg007G250390
OG0001553	AL1G21490	Cg006G235350
OG0001554	AL1G22810	Cg006G234260
OG0001554	AL2G14160	Cg007G248640
OG0001555	AL1G24900	Cg006G232700
OG0001555	AL5G14130	Cg002G073120
OG0001556	AL4G33020	Cg005G169760
OG0001556	AL5G15290	Cg002G072140
OG0001557	AL3G20510	Cg004G124990
OG0001557	AL5G10240	Cg010G326160, Cg003G092520, Cg003G076150
OG0001558	AL6G14030	Cg008G285240
OG0001558	AL3G21890	Cg004G126120
OG0001559	AL8G23650	Cg003G091730
OG0001559	AL7G29010	Cg001G016630
OG0001560	AL8G23900	Cg003G090940
OG0001560	AL7G28890	Cg001G016550
OG0001561	AL7G27440	Cg001G015120, Cg001G015110
OG0001562	AL8G31660	Cg003G103370
OG0001562	AL6G14650	Cg008G285810
OG0001563	AL6G30910	Cg008G299900
OG0001563	AL6G23150	Cg008G292800
OG0001564	AL4G33800	Cg005G169090
OG0001564	AL1G33180	Cg006G225630
OG0001565	AL6G18210	Cg008G288680
OG0001565	AL8G37870	Cg003G108940
OG0001566	AL7G34980	Cg001G021550
OG0001567	AL1G48690	Cg006G210750
OG0001568	AL1G42270, AL1G42280, AL1G42290	Cg006G217940, Cg006G217930
OG0001569	AL4G30230	Cg005G172310
OG0001569	AL1G43300	Cg006G217080
OG0001570	AL5G41410	Cg002G047010
OG0001570	AL1G45180	Cg006G215380
OG0001571	AL3G50290	Cg004G153430
OG0001571	AL7G15710	Cg001G004750
OG0001572	AL7G12380	Cg001G001950
OG0001572	AL4G11940	Cg005G192390
OG0001573	AL7G11980	Cg001G001570
OG0001573	AL4G11670	Cg005G192630
OG0001574	AL7G11090	Cg001G000970
OG0001574	AL4G10700	Cg005G193350
OG0001575	AL4G10470	Cg005G193570
OG0001576	AL7G51430	Cg001G038920
OG0001577	AL7G50860	Cg001G039520
OG0001577	AL7G50850, AL7G50830, AL7G50820	Cg001G039590, Cg001G039530, Cg001G039580
OG0001578	AL8G10420	Cg008G325140
OG0001579	AL7G37430	Cg001G023720
OG0001579	AL8G10430	Cg008G325130
OG0001581	AL5G45630	Cg002G043850
OG0001581	AL4G47210	Cg005G157980
OG0001582	AL5G42060	Cg002G046680
OG0001582	AL4G42960	Cg005G161720
OG0001583	AL4G40660	Cg005G163710
OG0001583	AL5G39470	Cg002G048470
OG0001584	AL4G40210	Cg005G164090
OG0001585	AL5G38710	Cg002G049060
OG0001585	AL4G39580	Cg005G164460
OG0001586	AL6G31030	Cg008G300040
OG0001587	AL6G33970	Cg008G302600
OG0001588	AL5G25830	Cg002G060230
OG0001589	AL8G40570	Cg003G111290
OG0001589	AL5G28110	Cg002G058270
OG0001590	AL5G36560	Cg002G051050
OG0001590	AL8G43470, nbis-gene-1483	Cg003G113810
OG0001591	AL1G12330	Cg006G243470
OG0001591	AL6G50580	Cg003G078540, Cg014G331010
OG0001592	AL1G12690	Cg006G243160
OG0001592	nbis-gene-1659	Cg003G094970, Cg003G078980
OG0001593	AL4G29090	Cg005G173210
OG0001593	AL1G14120	Cg006G241970
OG0001594	AL1G14980	Cg006G241130
OG0001594	AL4G27750, AL4G27760	Cg005G174310
OG0001595	AL3G12850	Cg004G118410
OG0001596	AL6G29330	Cg008G298470
OG0001596	AL3G13760	Cg004G119570
OG0001597	AL3G16670	Cg004G121750
OG0001598	AL3G17190	Cg004G122230
OG0001598	AL6G30250	Cg008G299270
OG0001599	AL8G21010	Cg008G312620
OG0001600	AL4G32710	Cg005G170000
OG0001600	AL5G33760	Cg002G053710
OG0001601	AL1G30150	Cg006G228200
OG0001601	AL2G32900	Cg007G273590
OG0001602	AL1G34690	Cg006G224460
OG0001603	AL2G30090	Cg007G271120
OG0001603	AL1G37040	Cg006G222590
OG0001604	AL1G37100	Cg006G222540
OG0001604	AL2G29990	Cg007G271020
OG0001605	AL1G37140	Cg006G222490
OG0001605	AL2G29940	Cg007G270980
OG0001606	AL4G13590	Cg005G191150
OG0001607	AL1G23960	Cg006G233330
OG0001607	AL2G12560	Cg007G247280
OG0001608	AL1G22410	Cg006G234620
OG0001609	AL6G30450	Cg008G299470
OG0001609	AL1G12750	Cg006G243140
OG0001610	AL6G14450	Cg008G285620
OG0001611	AL2G35220	Cg007G275780
OG0001612	AL3G25140	Cg004G129160
OG0001612	AL1G63780	Cg006G194600
OG0001613	AL1G61460	Cg006G196610
OG0001613	AL3G27750	Cg004G131620
OG0001614	AL1G59250	Cg006G198360
OG0001614	AL3G35000	Cg004G137990
OG0001615	AL4G26910	Cg005G175050
OG0001615	nbis-gene-284	Cg006G198390
OG0001616	AL3G50510	Cg004G153630
OG0001616	AL7G15660	Cg001G004680
OG0001617	AL7G22580	Cg001G010850
OG0001618	AL1G64380	Cg006G194190
OG0001618	AL3G24530	Cg004G128570
OG0001619	AL5G33740	Cg002G053720
OG0001619	AL4G32690	Cg005G170010
OG0001620	AL7G36490, AL7G36510, AL7G36480	Cg001G022940, Cg001G022920
OG0001621	nbis-gene-281, AL1G58790	Cg006G198740, Cg006G198730
OG0001623	AL5G38070	Cg002G049600
OG0001625	AL4G39830, AL4G39770, AL4G31390, AL4G21770	Cg005G163250
OG0001626	AL4G41290	Cg005G163420, Cg005G163210
OG0001627	AL1G40760	Cg006G219260
OG0001627	AL1G40770	Cg006G219250
OG0001628	AL1G26060	Cg006G231790
OG0001628	AL6G44410, AL2G19860, nbis-gene-451	Cg007G261640
OG0001629	AL1G25300	Cg006G232420
OG0001629	AL5G14090	Cg002G073160
OG0001630	AL4G27020	Cg005G174930
OG0001630	AL4G27030	Cg005G174920
OG0001631	AL2G26720	Cg007G267900
OG0001633	nbis-gene-1794, AL7G31100, AL7G31090	Cg001G018470
OG0001641	AL3G48830	Cg019G335200, Cg019G335010, Cg019G335050
OG0001642	AL3G46640	Cg004G149310
OG0001642	AL7G17530	Cg001G006430
OG0001643	AL3G49350	Cg004G152500
OG0001643	AL7G16270	Cg001G005310
OG0001644	AL2G15800	Cg007G249790
OG0001644	AL1G21650	Cg006G235240
OG0001645	AL5G13750	Cg002G073340
OG0001646	AL5G15170	Cg002G072230
OG0001646	AL1G24670	Cg006G232910
OG0001647	AL7G48680	Cg001G041690
OG0001647	AL5G16280	Cg002G071330
OG0001648	AL7G48950	Cg001G041490
OG0001648	AL5G16470	Cg002G071130
OG0001649	AL7G50380	Cg001G040110
OG0001649	AL5G18620	Cg002G069720
OG0001650	AL5G19860	Cg002G065370
OG0001650	AL7G51450	Cg001G038810
OG0001651	AL7G26680	Cg001G014430
OG0001651	AL8G32450	Cg003G104100
OG0001652	AL710U10010, AL3G20350	Cg004G124860
OG0001652	AL6G11170	Cg008G282820
OG0001653	AL3G21030	Cg004G125400
OG0001653	AL6G42330	Cg003G087040
OG0001654	AL6G12850	Cg008G284220
OG0001654	AL3G21120	Cg004G125490
OG0001655	AL6G15410	Cg008G286330
OG0001655	AL3G22610	Cg004G126840
OG0001656	AL3G24050	Cg004G128150
OG0001656	AL6G24490	Cg008G293980
OG0001657	AL7G25830	Cg001G013690
OG0001657	AL8G30360	Cg003G102180
OG0001658	AL8G30720	Cg003G102450
OG0001659	AL6G17720	Cg008G288230
OG0001660	AL7G33530	Cg001G020420
OG0001661	AL6G46920	Cg003G081640
OG0001661	AL7G30760	Cg001G018180
OG0001662	AL7G30630	Cg001G018060
OG0001662	AL6G46730	Cg003G081760
OG0001663	AL6G43790	Cg003G084290
OG0001663	AL1G36380	Cg006G223100
OG0001664	AL4G30650	Cg005G171930
OG0001664	AL1G44330	Cg006G216040
OG0001665	AL4G30740	Cg005G171840
OG0001666	AL7G15230	Cg001G004330
OG0001666	AL3G50740	Cg004G153820
OG0001668	AL7G13180	Cg001G002640
OG0001668	AL4G12840	Cg005G191700
OG0001669	AL4G11640	Cg005G192650
OG0001669	AL7G11930	Cg001G001550
OG0001670	AL7G10800	Cg001G000730
OG0001670	AL4G10380	Cg005G193660
OG0001671	AL6G42660	Cg003G086300
