Orthogroup	Brassica_oleracea	Arabis_alpina
OG0003469	XP_013607016.1	Aa_G190590.h1.t1
OG0003470	XP_013602435.1, XP_013604975.1, XP_013586292.1	Aa_G19350.h1.t1
OG0003472	XP_013603167.1, XP_013615692.1, XP_013583798.1	Aa_G73520.h1.t1
OG0003473	XP_013602918.1, XP_013584456.1	Aa_G671210.h1.t1
OG0003474	XP_013637925.1	Aa_G446360.h1.t1
OG0003474	XP_013618818.1	Aa_G282510.h1.t1
OG0003475	XP_013637905.1	Aa_G10840.h1.t1
OG0003476	XP_013601063.1	Aa_G26550.h1.t1, Aa_G25640.h1.t1
OG0003477	XP_013586480.1, XP_013604177.1	Aa_G115500.h1.t1
OG0003478	XP_013609828.1, XP_013630865.1	Aa_G121230.h1.t1
OG0003480	XP_013612788.1	Aa_G151380.h1.t1, Aa_G151370.h1.t1
OG0003481	XP_013595275.1, XP_013618156.1	Aa_G63500.h1.t1
OG0003482	XP_013585553.1	Aa_G56930.h1.t1
OG0003482	XP_013628810.1	Aa_G380660.h1.t1
OG0003483	XP_013616143.1, XP_013597830.1	Aa_G381010.h1.t1
OG0003484	XP_013593320.1	Aa_G219310.h1.t1
OG0003485	XP_013600752.1	Aa_G153250.h1.t1
OG0003485	XP_013600744.1	Aa_G153240.h1.t1
OG0003486	XP_013595465.1	Aa_G329670.h1.t1
OG0003491	XP_013613621.1, XP_013588500.1	Aa_G622060.h1.t1
OG0003493	XP_013583355.1, XP_013614939.1, XP_013632605.1, XP_013607643.1, XP_013607666.1	Aa_G455310.h1.t1
OG0003494	XP_013614725.1, XP_013624968.1	Aa_G193170.h1.t1
OG0003504	XP_013615176.1	Aa_G87460.h1.t1
OG0003504	XP_013622321.1	Aa_G87530.h1.t1
OG0003505	XP_013597427.1, XP_013595834.1, XP_013639475.1	Aa_G108510.h1.t1, Aa_G85070.h1.t1
OG0003512	XP_013626608.1	Aa_G663300.h1.t1
OG0003514	XP_013620312.1	Aa_G162250.h1.t1
OG0003514	XP_013611091.1, XP_013629877.1	Aa_G111840.h1.t1
OG0003515	XP_013612153.1	Aa_G356650.h1.t1
OG0003516	XP_013626846.1, XP_013606187.1	Aa_G116810.h1.t1
OG0003516	XP_013607518.1	Aa_G539230.h1.t1
OG0003517	XP_013611569.1	Aa_G130520.h1.t1
OG0003517	XP_013638480.1	Aa_G164630.h1.t1
OG0003519	XP_013612409.1	Aa_G76370.h1.t1
OG0003519	XP_013597932.1	Aa_G606840.h1.t1
OG0003520	XP_013608505.1, XP_013616274.1	Aa_G471520.h1.t1
OG0003521	XP_013631783.1	Aa_G570510.h1.t1, Aa_G180180.h1.t1
OG0003522	XP_013631710.1	Aa_G144590.h1.t1
OG0003523	XP_013636763.1, XP_013630850.1	Aa_G18080.h1.t1
OG0003525	XP_013634151.1	Aa_G737950.h3.t1, Aa_G737950.h4.t1, Aa_G737950.h2.t1, Aa_G737950.h1.t1, Aa_G645460.h1.t1, Aa_G257690.h2.t1, Aa_G257690.h1.t1, Aa_G257690.h3.t1, Aa_G257690.h4.t1
OG0003527	XP_013633494.1	Aa_G167470.h1.t1, Aa_G140060.h1.t1
OG0003528	XP_013623909.1, XP_013632043.1	Aa_G640490.h1.t1
OG0003529	XP_013630914.1, XP_013622580.1	Aa_G424790.h1.t1
OG0003529	XP_013602223.1	Aa_G241710.h1.t1
OG0003530	XP_013593741.1	Aa_G203730.h1.t1
OG0003532	XP_013600250.1, XP_013603555.1	Aa_G216380.h1.t1
OG0003533	XP_013619376.1, XP_013598386.1	Aa_G482320.h1.t1
OG0003534	XP_013598571.1, XP_013596844.1, XP_013632221.1, XP_013597184.1	Aa_G383170.h1.t1, Aa_G383160.h1.t1, Aa_G383140.h1.t1, Aa_G383130.h1.t1, Aa_G383120.h1.t1
OG0003535	XP_013630182.1	Aa_G292900.h1.t1
OG0003536	XP_013627093.1	Aa_G244240.h1.t1
OG0003537	XP_013618900.1, XP_013630819.1	Aa_G435130.h1.t1
OG0003538	XP_013598863.1	Aa_G539310.h1.t1, Aa_G539280.h1.t1
OG0003541	XP_013610454.1, XP_013610467.1	Aa_G337310.h1.t1, Aa_G337320.h1.t1
OG0003542	XP_013590588.1	Aa_G567790.h1.t1, Aa_G184590.h1.t1
OG0003543	XP_013609766.1, XP_013616581.1	Aa_G28130.h1.t1, Aa_G28120.h1.t1
OG0003544	XP_013608293.1, XP_013618245.1, XP_013626860.1	Aa_G28000.h1.t1, Aa_G28040.h1.t1, Aa_G27980.h1.t1
OG0003545	XP_013606110.1, XP_013622006.1, XP_013621673.1	Aa_G209530.h1.t1, Aa_G344240.h1.t1, Aa_G344250.h1.t1
OG0003546	XP_013621098.1, XP_013612747.1, XP_013627379.1, XP_013623851.1	Aa_G763610.h1.t1
OG0003547	XP_013584860.1	Aa_G286040.h1.t1
OG0003548	XP_013628849.1, XP_013621649.1, XP_013613197.1	Aa_G679170.h1.t1
OG0003549	XP_013627368.1, XP_013610469.1	Aa_G644070.h1.t1
OG0003550	XP_013587635.1	Aa_G285190.h1.t1
OG0003550	XP_013606366.1	Aa_G195230.h1.t1
OG0003551	XP_013628598.1, XP_013620142.1	Aa_G353330.h1.t1
OG0003552	XP_013606829.1	Aa_G143460.h1.t1
OG0003554	XP_013595321.1	Aa_G27490.h1.t1
OG0003555	XP_013590548.1, XP_013590839.1	Aa_G797250.h1.t1, Aa_G800460.h1.t1
OG0003556	XP_013586722.1, XP_013599612.1, XP_013588000.1	Aa_G502390.h1.t1
OG0003558	XP_013584887.1, XP_013591155.1	Aa_G963130.h2.t1, Aa_G963130.h1.t1
OG0003559	XP_013634816.1, XP_013596834.1	Aa_G54980.h1.t1
OG0003560	XP_013605143.1, XP_013592537.1, XP_013624955.1	Aa_G518840.h1.t1, Aa_G479680.h1.t1
OG0003561	XP_013607145.1	Aa_G83940.h1.t1
OG0003562	XP_013601609.1, XP_013595639.1	Aa_G550950.h1.t1
OG0003563	XP_013591685.1	Aa_G403170.h1.t1, Aa_G762350.h1.t1
OG0003564	XP_013587162.1	Aa_G64480.h1.t1
OG0003564	XP_013605693.1, XP_013599567.1	Aa_G493850.h1.t1
OG0003567	XP_013612248.1	Aa_G176730.h1.t1, Aa_G176690.h1.t1
OG0003568	XP_013609974.1, XP_013634652.1	Aa_G246750.h1.t1
OG0003571	XP_013619811.1, XP_013586964.1	Aa_G68840.h1.t1
OG0003572	XP_013597661.1, XP_013618516.1	Aa_G448060.h1.t1
OG0003573	XP_013600801.1, XP_013590072.1, XP_013596713.1	Aa_G49350.h1.t1
OG0003575	XP_013603303.1, XP_013634760.1	Aa_G364410.h1.t1
OG0003577	XP_013635981.1	Aa_G593420.h1.t1
OG0003578	XP_013605040.1	Aa_G128090.h1.t1
OG0003579	XP_013636937.1	Aa_G48640.h1.t1
OG0003580	XP_013614443.1, XP_013604005.1	Aa_G268640.h1.t1
OG0003581	XP_013591821.1	Aa_G98580.h1.t1
OG0003582	XP_013635388.1	Aa_G114690.h1.t1
OG0003582	XP_013627257.1	Aa_G67210.h1.t1
OG0003583	XP_013589883.1, XP_013602014.1	Aa_G566600.h1.t1
OG0003584	XP_013590118.1	Aa_G14270.h1.t1
OG0003585	XP_013617033.1, XP_013630569.1	Aa_G82410.h1.t1, Aa_G513840.h1.t1
OG0003586	XP_013590763.1	Aa_G454570.h1.t1
OG0003587	XP_013604692.1	Aa_G287290.h1.t1
OG0003591	XP_013632025.1	Aa_G305690.h1.t1
OG0003592	XP_013636842.1	Aa_G506490.h1.t1, Aa_G17960.h1.t1
OG0003593	XP_013630238.1, XP_013592463.1, XP_013586070.1	Aa_G57250.h1.t1
OG0003594	XP_013626269.1, XP_013634284.1, XP_013609245.1	Aa_G39360.h1.t1, Aa_G39380.h1.t1, Aa_G39370.h1.t1
OG0003595	XP_013591645.1, XP_013620998.1, XP_013608672.1	Aa_G66270.h1.t1, Aa_G40960.h1.t1, Aa_G363160.h1.t1
OG0003596	XP_013598819.1	Aa_G251140.h1.t1
OG0003597	XP_013585462.1	Aa_G400420.h1.t1
OG0003601	XP_013638131.1, XP_013607998.1, XP_013635474.1, XP_013624444.1, XP_013622469.1, XP_013597489.1	Aa_G40210.h1.t1
OG0003602	XP_013583338.1	Aa_G669170.h1.t1, Aa_G684300.h2.t1, Aa_G684300.h1.t1, Aa_G331770.h1.t1
OG0003603	XP_013603855.1	Aa_G241870.h1.t1
OG0003604	XP_013631150.1	Aa_G569080.h1.t1
OG0003604	XP_013627824.1	Aa_G163920.h1.t1
OG0003605	XP_013626042.1, XP_013583483.1	Aa_G138510.h1.t1
OG0003606	XP_013611596.1, XP_013583653.1	Aa_G531180.h1.t1, Aa_G254110.h1.t1
OG0003607	XP_013607060.1	Aa_G87450.h1.t1
OG0003607	XP_013629872.1	Aa_G249230.h1.t1
OG0003608	XP_013597580.1, XP_013630337.1	Aa_G291460.h1.t1
OG0003609	XP_013610030.1, XP_013618859.1	Aa_G186490.h1.t1, Aa_G448960.h1.t1
OG0003611	XP_013635825.1	Aa_G316180.h1.t1
OG0003612	XP_013598976.1, XP_013637181.1, XP_013602511.1, XP_013604318.1	Aa_G311930.h1.t1, Aa_G700450.h1.t1
OG0003613	XP_013604165.1	Aa_G105710.h1.t1
OG0003614	XP_013584553.1	Aa_G6870.h1.t1, Aa_G6880.h1.t1
OG0003616	XP_013602940.1, XP_013600685.1, XP_013584038.1	Aa_G706780.h1.t1, Aa_G706760.h1.t1
OG0003617	XP_013586587.1	Aa_G22950.h1.t1
OG0003618	XP_013586805.1	Aa_G574650.h1.t1
OG0003618	XP_013601017.1	Aa_G574680.h1.t1, Aa_G574660.h1.t1, Aa_G829400.h1.t1, Aa_G151710.h1.t1, Aa_G574670.h1.t1
OG0003619	XP_013615233.1, XP_013607794.1	Aa_G171390.h1.t1
OG0003620	XP_013605347.1	Aa_G192540.h1.t1
OG0003621	XP_013604055.1, XP_013585283.1, XP_013601431.1, XP_013603852.1, XP_013585235.1	Aa_G678810.h1.t1
OG0003622	XP_013589467.1	Aa_G792320.h1.t1
OG0003622	XP_013584533.1	Aa_G572740.h1.t1
OG0003623	XP_013600472.1, XP_013638591.1	Aa_G193760.h1.t1
OG0003624	XP_013603520.1	Aa_G284100.h1.t1
OG0003625	XP_013604940.1	Aa_G103860.h1.t1, Aa_G80340.h1.t1
OG0003626	XP_013615507.1	Aa_G274950.h1.t1
OG0003627	XP_013587712.1	Aa_G546740.h1.t1
OG0003628	XP_013613594.1	Aa_G123730.h1.t1
OG0003629	XP_013625053.1, XP_013598220.1, XP_013603797.1	Aa_G909550.h1.t1, Aa_G793090.h1.t1, Aa_G770570.h1.t1
OG0003631	XP_013622617.1, XP_013596623.1	Aa_G214560.h1.t1
OG0003632	XP_013614217.1	Aa_G394940.h1.t1
OG0003633	XP_013587782.1	Aa_G504890.h1.t1
OG0003633	XP_013585806.1, XP_013593011.1	Aa_G281100.h1.t1
OG0003634	XP_013612641.1	Aa_G425550.h1.t1
OG0003636	XP_013603587.1	Aa_G310560.h1.t1
OG0003637	XP_013596633.1, XP_013596253.1	Aa_G62270.h1.t1, Aa_G62260.h1.t1
OG0003646	XP_013623470.1, XP_013619049.1	Aa_G208290.h1.t1
OG0003656	XP_013604507.1	Aa_G768770.h1.t1, Aa_G522150.h1.t1
OG0003657	XP_013601515.1, XP_013623263.1, XP_013626416.1	Aa_G377230.h1.t1, Aa_G13700.h1.t1
OG0003658	XP_013602009.1	Aa_G78100.h1.t1
OG0003659	XP_013635644.1	Aa_G71730.h1.t1
OG0003660	XP_013598501.1, XP_013615168.1	Aa_G419770.h1.t1
OG0003661	XP_013627072.1	Aa_G279040.h1.t1
OG0003662	XP_013607287.1, XP_013618889.1	Aa_G267470.h1.t1
OG0003665	XP_013614517.1, XP_013594842.1, XP_013585083.1	Aa_G136950.h1.t1
OG0003666	XP_013631143.1	Aa_G35390.h1.t1
OG0003668	XP_013617064.1	Aa_G566610.h1.t1, Aa_G29730.h1.t1
OG0003670	XP_013621648.1, XP_013617938.1, XP_013608353.1, XP_013620722.1, XP_013597530.1, XP_013611205.1	Aa_G143190.h1.t1
OG0003671	XP_013619320.1	Aa_G392350.h1.t1
OG0003672	XP_013620804.1, XP_013620803.1, XP_013616728.1, XP_013611518.1	Aa_G539330.h1.t1
OG0003673	XP_013622649.1	Aa_G404770.h1.t1
OG0003674	XP_013625378.1	Aa_G403360.h1.t1
OG0003675	XP_013611418.1, XP_013619122.1, XP_013628787.1	Aa_G362120.h1.t1
OG0003676	XP_013616923.1, XP_013625907.1	Aa_G699370.h1.t1
OG0003678	XP_013629587.1, XP_013611621.1	Aa_G242690.h1.t1
OG0003679	XP_013626382.1, XP_013591270.1, XP_013616601.1, XP_013609448.1	Aa_G48450.h1.t1
OG0003680	XP_013594998.1, XP_013603263.1	Aa_G250810.h1.t1
OG0003681	XP_013621718.1, XP_013586777.1	Aa_G168320.h1.t1
OG0003682	XP_013607459.1, XP_013621013.1	Aa_G297830.h1.t1, Aa_G99660.h1.t1
OG0003683	XP_013630675.1	Aa_G430020.h1.t1, Aa_G430050.h1.t1, Aa_G420160.h1.t1, Aa_G206190.h1.t1, Aa_G206220.h1.t1
OG0003684	XP_013609276.1, XP_013595664.1	Aa_G27450.h1.t1
OG0003685	XP_013605167.1, XP_013584052.1	Aa_G481420.h1.t1
OG0003686	XP_013592163.1	Aa_G184930.h1.t1
OG0003687	XP_013589487.1	Aa_G119040.h1.t1
OG0003688	XP_013591452.1, XP_013621254.1	Aa_G410350.h1.t1
OG0003689	XP_013591454.1, XP_013635166.1	Aa_G410380.h1.t1
OG0003692	XP_013620177.1	Aa_G205650.h1.t1
OG0003693	XP_013590926.1	Aa_G381950.h1.t1
OG0003694	XP_013610010.1, XP_013618933.1, XP_013626070.1, XP_013591547.1	Aa_G73990.h1.t1
OG0003695	XP_013595435.1, XP_013600776.1	Aa_G720130.h2.t1, Aa_G720130.h1.t1
OG0003697	XP_013599064.1	Aa_G319940.h1.t1
OG0003698	XP_013593179.1	Aa_G34340.h1.t1
OG0003699	XP_013622593.1	Aa_G53370.h1.t1
OG0003700	XP_013612527.1, XP_013621438.1, XP_013599040.1	Aa_G58290.h1.t1
OG0003701	XP_013637704.1, XP_013639387.1	Aa_G522740.h1.t1
OG0003701	XP_013591102.1	Aa_G225220.h1.t1, Aa_G367640.h1.t1
OG0003702	XP_013626501.1	Aa_G284410.h1.t1
OG0003703	XP_013613463.1, XP_013621608.1	Aa_G200170.h1.t1
OG0003704	XP_013586821.1, XP_013624954.1	Aa_G178320.h1.t1, Aa_G178330.h1.t1
OG0003709	XP_013634866.1	Aa_G113410.h1.t1
OG0003710	XP_013631767.1	Aa_G24530.h1.t1
OG0003711	XP_013605312.1	Aa_G482010.h1.t1
OG0003712	XP_013606540.1, XP_013606539.1, XP_013598600.1	Aa_G43600.h1.t1
OG0003713	XP_013636366.1, XP_013604904.1	Aa_G570130.h1.t1
OG0003714	XP_013636778.1	Aa_G332660.h1.t1
OG0003715	XP_013639672.1, XP_013605471.1, XP_013636669.1	Aa_G81110.h1.t1
OG0003716	XP_013588573.1, XP_013600176.1	Aa_G57920.h1.t1
OG0003718	XP_013589348.1, XP_013603606.1	Aa_G386980.h1.t1
OG0003719	XP_013637531.1, XP_013630299.1, XP_013636228.1	Aa_G586040.h1.t1
OG0003720	XP_013619236.1, XP_013590801.1, XP_013610327.1	Aa_G56670.h1.t1
OG0003721	XP_013628539.1, XP_013597933.1, XP_013586161.1	Aa_G61680.h1.t1
OG0003722	XP_013595348.1, XP_013611338.1	Aa_G688030.h1.t1
OG0003724	XP_013627309.1	Aa_G695510.h1.t1, Aa_G607510.h1.t1, Aa_G695500.h1.t1, Aa_G461530.h1.t1
OG0003725	XP_013629796.1, XP_013615462.1	Aa_G386780.h1.t1
OG0003726	XP_013629158.1, XP_013596457.1	Aa_G301270.h1.t1
OG0003726	XP_013606429.1	Aa_G244930.h1.t1
OG0003727	XP_013596008.1, XP_013613906.1	Aa_G581140.h1.t1
OG0003729	XP_013608678.1, XP_013614666.1	Aa_G128680.h1.t1, Aa_G238070.h1.t1
OG0003731	XP_013622943.1, XP_013637524.1	Aa_G175140.h1.t1
OG0003733	XP_013623531.1, XP_013623547.1, XP_013633719.1	Aa_G595250.h1.t1
OG0003734	XP_013634421.1	Aa_G360600.h1.t1, Aa_G360620.h1.t1, Aa_G360610.h1.t1
OG0003735	XP_013633779.1, XP_013625786.1	Aa_G445420.h1.t1
OG0003736	XP_013624051.1, XP_013638851.1, XP_013629268.1	Aa_G47770.h1.t1
OG0003738	XP_013585018.1, XP_013628389.1, XP_013628386.1, XP_013638112.1	Aa_G302020.h1.t1
OG0003739	XP_013610644.1	Aa_G458840.h1.t1, Aa_G713570.h1.t1
OG0003741	XP_013585904.1	Aa_G121220.h1.t1
OG0003742	XP_013613955.1	Aa_G62950.h1.t1
OG0003743	XP_013639048.1, XP_013584077.1, XP_013627615.1	Aa_G104710.h1.t1
OG0003744	XP_013584195.1, XP_013584832.1	Aa_G399600.h1.t1
OG0003745	XP_013595325.1, XP_013617029.1, XP_013604395.1	Aa_G236080.h1.t1
OG0003746	XP_013604417.1, XP_013605002.1	Aa_G358060.h1.t1
OG0003747	XP_013614797.1, XP_013586746.1, XP_013614788.1, XP_013614790.1	Aa_G219920.h1.t1
OG0003748	XP_013638216.1	Aa_G310620.h1.t1, Aa_G310610.h1.t1
OG0003751	XP_013601808.1, XP_013599597.1, XP_013587400.1, XP_013600838.1, XP_013600850.1	Aa_G495520.h1.t1
OG0003752	XP_013590036.1, XP_013591533.1	Aa_G150430.h1.t1, Aa_G170780.h1.t1, Aa_G170770.h1.t1
OG0003753	XP_013590535.1, XP_013590143.1, XP_013618717.1	Aa_G438010.h1.t1, Aa_G438000.h1.t1, Aa_G68560.h1.t1
OG0003754	XP_013625387.1	Aa_G194430.h1.t1
OG0003756	XP_013612174.1, XP_013598669.1	Aa_G103170.h1.t1
OG0003757	XP_013590100.1	Aa_G57600.h1.t1
OG0003758	XP_013615701.1, XP_013588311.1	Aa_G255190.h1.t1
OG0003759	XP_013603197.1, XP_013590120.1	Aa_G95970.h1.t1
OG0003760	XP_013597982.1	Aa_G676580.h1.t1
OG0003761	XP_013634012.1	Aa_G450590.h1.t1
OG0003762	XP_013590749.1	Aa_G423700.h1.t1
OG0003763	XP_013634806.1	Aa_G294350.h1.t1
OG0003764	XP_013595920.1, XP_013638818.1	Aa_G681550.h1.t1
OG0003765	XP_013584137.1, XP_013600073.1, XP_013600060.1	Aa_G153920.h1.t1, Aa_G565400.h1.t1
OG0003766	XP_013607456.1	Aa_G46750.h1.t1
OG0003768	XP_013600740.1, XP_013584235.1, XP_013598044.1	Aa_G4790.h1.t1, Aa_G4810.h1.t1, Aa_G512420.h1.t1
OG0003769	XP_013593784.1, XP_013593786.1, XP_013639500.1, XP_013602760.1	Aa_G138800.h1.t1
OG0003776	XP_013591334.1, XP_013600587.1	Aa_G49370.h1.t1
OG0003778	XP_013635621.1, XP_013635568.1, XP_013627544.1	Aa_G400150.h1.t1
OG0003790	XP_013623179.1, XP_013606744.1, XP_013618412.1, XP_013627326.1	Aa_G56680.h1.t1
OG0003791	XP_013612089.1, XP_013621793.1	Aa_G523370.h1.t1
OG0003792	XP_013619485.1, XP_013610478.1	Aa_G59290.h1.t1
OG0003794	XP_013630678.1, XP_013613141.1	Aa_G279000.h1.t1
OG0003795	XP_013611863.1, XP_013622686.1, XP_013620805.1	Aa_G168590.h1.t1
OG0003796	XP_013609610.1, XP_013610147.1, XP_013629548.1, XP_013613170.1, XP_013612860.1	Aa_G309230.h1.t1
OG0003797	XP_013610924.1	Aa_G210600.h1.t1, Aa_G104770.h1.t1, Aa_G104780.h1.t1
OG0003798	XP_013593838.1, XP_013600407.1, XP_013605916.1	Aa_G130120.h1.t1, Aa_G460470.h1.t1
OG0003800	XP_013625340.1, XP_013637462.1	Aa_G86070.h1.t1
OG0003801	XP_013634944.1, XP_013634973.1	Aa_G460440.h1.t1
OG0003802	XP_013634919.1, XP_013635004.1, XP_013627364.1	Aa_G154630.h1.t1
OG0003803	XP_013632118.1	Aa_G208580.h1.t1
OG0003804	XP_013593135.1, XP_013605755.1	Aa_G90850.h1.t1
OG0003806	XP_013634071.1, XP_013604889.1, XP_013587553.1	Aa_G434810.h1.t1
OG0003808	XP_013609965.1	Aa_G165890.h1.t1
OG0003809	XP_013588021.1, XP_013612111.1	Aa_G76000.h1.t1
OG0003810	XP_013626738.1	Aa_G390190.h1.t1
OG0003810	XP_013602059.1	Aa_G320860.h1.t1
OG0003811	XP_013625100.1, XP_013630135.1	Aa_G13740.h1.t1
OG0003812	XP_013618121.1, XP_013622001.1	Aa_G13560.h1.t1
OG0003813	XP_013621942.1	Aa_G37300.h1.t1
OG0003814	XP_013618523.1, XP_013613037.1	Aa_G637260.h1.t1
OG0003815	XP_013599247.1	Aa_G539360.h1.t1
OG0003816	XP_013615684.1, XP_013615282.1, XP_013621776.1, XP_013606265.1	Aa_G8790.h1.t1
OG0003817	XP_013612427.1, XP_013611543.1	Aa_G127210.h1.t1
OG0003818	XP_013625243.1, XP_013608767.1	Aa_G31660.h1.t1
OG0003819	XP_013606340.1	Aa_G537140.h1.t1
OG0003819	XP_013600417.1	Aa_G69720.h1.t1
OG0003821	XP_013621578.1	Aa_G483100.h1.t1
OG0003822	XP_013623555.1, XP_013609426.1, XP_013612384.1	Aa_G54520.h1.t1
OG0003823	XP_013610800.1	Aa_G363980.h1.t1, Aa_G244280.h1.t1, Aa_G244290.h1.t1
OG0003824	XP_013623760.1, XP_013614275.1	Aa_G570060.h1.t1
OG0003825	XP_013630792.1	Aa_G337540.h1.t1
OG0003826	XP_013593847.1, XP_013618587.1	Aa_G9460.h1.t1
OG0003828	XP_013597705.1	Aa_G453290.h1.t1
OG0003828	XP_013622092.1	Aa_G466370.h1.t1
OG0003829	XP_013610271.1, XP_013588733.1, XP_013637237.1	Aa_G298240.h1.t1
OG0003830	XP_013592067.1, XP_013592491.1, XP_013621023.1	Aa_G370260.h1.t1
OG0003831	XP_013590351.1	Aa_G730820.h1.t1, Aa_G730830.h1.t1
OG0003831	XP_013590840.1	Aa_G730840.h1.t1
OG0003833	XP_013629241.1	Aa_G420940.h1.t1
OG0003834	XP_013588381.1, XP_013629646.1	Aa_G346400.h1.t1, Aa_G184660.h1.t1
OG0003835	XP_013625523.1	Aa_G597800.h1.t1
OG0003836	XP_013627823.1	Aa_G207670.h1.t1
OG0003837	XP_013631833.1	Aa_G391410.h1.t1
OG0003838	XP_013596676.1, XP_013594314.1	Aa_G295150.h1.t1
OG0003841	XP_013616038.1, XP_013591407.1, XP_013591410.1, XP_013588236.1	Aa_G278680.h1.t1
OG0003842	XP_013619866.1, XP_013592143.1	Aa_G372890.h1.t1
OG0003843	XP_013588724.1	Aa_G178350.h1.t1, Aa_G178360.h1.t1, Aa_G178380.h1.t1, Aa_G178370.h1.t1
OG0003844	XP_013629487.1	Aa_G36920.h1.t1
OG0003846	XP_013613545.1	Aa_G169290.h1.t1
OG0003846	XP_013593005.1	Aa_G486870.h1.t1
OG0003848	XP_013611722.1	Aa_G147080.h1.t1
OG0003849	XP_013595569.1, XP_013595568.1, XP_013625787.1	Aa_G417370.h1.t1
OG0003850	XP_013607857.1	Aa_G537980.h1.t1, Aa_G537950.h1.t1, Aa_G537990.h1.t1
OG0003851	XP_013614029.1	Aa_G52340.h1.t1
OG0003852	XP_013629821.1	Aa_G451710.h1.t1
OG0003854	XP_013630623.1, XP_013637644.1	Aa_G289690.h1.t1
OG0003855	XP_013599763.1, XP_013632240.1, XP_013590602.1	Aa_G271320.h1.t1
OG0003856	XP_013591871.1	Aa_G98550.h1.t1
OG0003857	XP_013614180.1, XP_013599991.1	Aa_G221020.h1.t1
OG0003858	XP_013633448.1	Aa_G230730.h1.t1
OG0003859	XP_013634972.1, XP_013590513.1, XP_013603347.1, XP_013634963.1	Aa_G265950.h1.t1
OG0003860	XP_013595961.1, XP_013620889.1	Aa_G278080.h1.t1
OG0003861	XP_013597610.1	Aa_G110.h1.t1
OG0003862	XP_013599087.1	Aa_G26900.h1.t1
OG0003863	XP_013618127.1	Aa_G283910.h1.t1, Aa_G141440.h1.t1
OG0003865	XP_013631172.1	Aa_G30050.h1.t1
OG0003866	XP_013615046.1, XP_013633746.1	Aa_G231850.h1.t1
OG0003867	XP_013599729.1	Aa_G161390.h1.t1
OG0003867	XP_013627139.1	Aa_G294370.h1.t1
OG0003868	XP_013605808.1, XP_013637723.1	Aa_G272420.h1.t1, Aa_G382640.h1.t1
OG0003869	XP_013591180.1, XP_013585072.1, XP_013603749.1	Aa_G645960.h1.t1
OG0003870	XP_013591842.1	Aa_G260300.h1.t1
OG0003871	XP_013612426.1	Aa_G107450.h1.t1
OG0003872	XP_013608651.1, XP_013629079.1, XP_013620744.1	Aa_G39310.h1.t1
OG0003873	XP_013608864.1, XP_013593601.1	Aa_G194780.h1.t1
OG0003874	XP_013631735.1, XP_013623371.1, XP_013631858.1	Aa_G177870.h1.t1
OG0003875	XP_013635340.1, XP_013633461.1, XP_013635743.1	Aa_G284500.h1.t1
OG0003876	XP_013636603.1, XP_013637533.1	Aa_G574100.h1.t1
OG0003878	XP_013631078.1, XP_013631139.1	Aa_G188420.h1.t1
OG0003879	XP_013583603.1	Aa_G162360.h1.t1
OG0003880	XP_013638973.1, XP_013620430.1, XP_013618500.1	Aa_G174780.h1.t1
OG0003881	XP_013628954.1	Aa_G174110.h1.t1
OG0003882	XP_013586388.1, XP_013638300.1, XP_013623413.1	Aa_G285130.h1.t1
OG0003883	XP_013596327.1, XP_013627668.1, XP_013611451.1	Aa_G529360.h1.t1, Aa_G323540.h1.t1
OG0003884	XP_013627302.1, XP_013638569.1, XP_013583889.1	Aa_G32150.h1.t1
OG0003885	XP_013586611.1, XP_013639067.1	Aa_G211760.h1.t1
OG0003886	XP_013609423.1	Aa_G457160.h1.t1
OG0003886	XP_013618841.1	Aa_G375230.h1.t1
OG0003887	XP_013602106.1	Aa_G114540.h1.t1
OG0003887	XP_013595345.1, XP_013631882.1	Aa_G24540.h1.t1
OG0003888	XP_013638850.1	Aa_G341280.h1.t1
OG0003890	XP_013618092.1	Aa_G63590.h1.t1
OG0003891	XP_013583970.1, XP_013602086.1, XP_013604976.1	Aa_G19360.h1.t1
OG0003892	XP_013639140.1	Aa_G19260.h1.t1
OG0003893	XP_013603339.1	Aa_G583610.h1.t1
OG0003893	XP_013600945.1	Aa_G193900.h1.t1
OG0003894	XP_013602072.1, XP_013585357.1, XP_013604192.1	Aa_G516470.h1.t1
OG0003895	XP_013605039.1	Aa_G10860.h1.t1, Aa_G487460.h1.t1
OG0003896	XP_013603586.1, XP_013584960.1, XP_013603336.1, XP_013615860.1, XP_013603626.1	Aa_G55200.h1.t1
OG0003897	XP_013602776.1, XP_013602606.1, XP_013601795.1, XP_013584516.1	Aa_G214280.h1.t1, Aa_G676960.h1.t1
OG0003899	XP_013585060.1, XP_013603823.1	Aa_G407830.h1.t1
OG0003900	XP_013614055.1, XP_013596591.1	Aa_G563070.h1.t1, Aa_G347340.h1.t1, Aa_G563080.h1.t1, Aa_G347360.h1.t1
OG0003901	XP_013612982.1	Aa_G473810.h1.t1
OG0003902	XP_013606097.1	Aa_G482470.h1.t1
OG0003903	XP_013612439.1	Aa_G167250.h1.t1
OG0003904	XP_013585797.1, XP_013585798.1	Aa_G410410.h1.t1, Aa_G406350.h1.t1, Aa_G391050.h1.t1
OG0003904	XP_013613825.1	Aa_G193670.h1.t1, Aa_G764060.h1.t1, Aa_G124670.h1.t1
OG0003905	XP_013611125.1, XP_013620410.1, XP_013595632.1	Aa_G63390.h1.t1
OG0003906	XP_013603030.1	Aa_G36460.h1.t1
