Orthogroup	Brassica_oleracea	Rorippa_islandica
OG0000426	XP_013608985.1, XP_013615876.1	Roisl.0066s0302.1.p, Roisl.0066s0269.1.p
OG0000427	XP_013617226.1	Roisl.0047s0044.1.p
OG0000428	XP_013588979.1, XP_013624625.1, XP_013639392.1, XP_013594405.1, XP_013627267.1	Roisl.0024s0015.1.p
OG0000428	XP_013594944.1, XP_013631393.1, XP_013624198.1, XP_013629910.1	Roisl.0189s0209.1.p
OG0000429	XP_013600273.1	Roisl.0026s0059.1.p
OG0000429	XP_013601697.1	Roisl.0026s0050.1.p
OG0000430	XP_013598606.1, XP_013603143.1	Roisl.0091s0123.1.p
OG0000430	XP_013609350.1, XP_013615009.1	Roisl.0082s0216.1.p
OG0000430	XP_013633960.1	Roisl.0209s0626.1.p
OG0000431	XP_013607707.1	Roisl.0209s0731.1.p
OG0000432	XP_013597168.1	Roisl.0091s0284.1.p
OG0000434	XP_013635801.1, XP_013588020.1	Roisl.0046s0002.1.p, Roisl.0008s0061.1.p
OG0000434	XP_013595157.1	Roisl.0210s1041.1.p
OG0000434	XP_013624926.1, XP_013606745.1	Roisl.0001s0158.1.p
OG0000434	XP_013623746.1, XP_013623745.1	Roisl.0048s0005.1.p, Roisl.0048s0035.1.p
OG0000436	XP_013625383.1	Roisl.0209s0301.1.p
OG0000436	XP_013606356.1, XP_013618151.1, XP_013622845.1	Roisl.0080s0279.1.p
OG0000436	XP_013615121.1, XP_013622251.1	Roisl.0080s0278.1.p
OG0000437	XP_013628294.1, XP_013608880.1, XP_013614649.1, XP_013584190.1	Roisl.0080s0643.1.p
OG0000437	XP_013603841.1	Roisl.0022s0283.1.p
OG0000437	XP_013602307.1, XP_013609211.1, XP_013595626.1	Roisl.0214s0375.1.p
OG0000439	XP_013609440.1, XP_013623414.1	Roisl.0012s0242.1.p, Roisl.0042s0046.1.p
OG0000440	XP_013626620.1, XP_013627556.1, XP_013636988.1, XP_013635446.1	Roisl.0036s0037.1.p, Roisl.0036s0053.1.p
OG0000442	XP_013595711.1	Roisl.0080s0124.1.p
OG0000442	XP_013604756.1, XP_013591830.1, XP_013634403.1, XP_013636234.1, XP_013622298.1	Roisl.0067s0080.1.p
OG0000442	XP_013635173.1	Roisl.0018s0378.1.p, Roisl.0009s0211.1.p
OG0000443	XP_013604836.1	Roisl.0003s0256.1.p
OG0000443	XP_013636891.1, XP_013605581.1	Roisl.0023s0090.1.p
OG0000443	XP_013612830.1	Roisl.0210s0838.1.p
OG0000443	XP_013596454.1, XP_013619560.1	Roisl.0046s0214.1.p
OG0000444	XP_013633507.1, XP_013625130.1, XP_013636348.1	Roisl.0017s0522.1.p
OG0000444	XP_013600923.1, XP_013634024.1, XP_013590737.1	Roisl.0018s0061.1.p
OG0000444	XP_013586994.1	Roisl.0091s0871.1.p
OG0000445	XP_013636844.1, XP_013599526.1, XP_013597853.1, XP_013608867.1, XP_013618555.1	Roisl.0210s2042.1.p
OG0000446	XP_013625683.1, XP_013619701.1	Roisl.0210s1929.1.p
OG0000446	XP_013616903.1	Roisl.0011s0542.1.p
OG0000446	XP_013623266.1	Roisl.0214s0465.1.p
OG0000447	XP_013610233.1, XP_013634092.1, XP_013625255.1, XP_013583772.1, XP_013625723.1, XP_013634066.1, XP_013600607.1, XP_013637254.1	Roisl.0046s1230.1.p, Roisl.0074s0857.1.p, Roisl.0028s1045.1.p, Roisl.0042s0051.1.p
OG0000449	XP_013604627.1, XP_013622466.1, XP_013604174.1, XP_013634926.1, XP_013632057.1	Roisl.0016s0238.1.p
OG0000450	XP_013585748.1	Roisl.0046s0845.1.p, Roisl.0036s0034.1.p
OG0000451	XP_013630317.1, XP_013635025.1, XP_013589501.1, XP_013629014.1, XP_013595288.1	Roisl.0067s0045.1.p
OG0000457	XP_013602165.1	Roisl.0011s0222.1.p, Roisl.0046s0579.1.p, Roisl.0210s1890.1.p, Roisl.0028s0042.1.p, Roisl.0210s0385.1.p, Roisl.0016s0382.1.p, Roisl.0028s0734.1.p
OG0000458	XP_013584803.1, XP_013596648.1	Roisl.0213s0155.1.p, Roisl.0027s0080.1.p
OG0000458	XP_013600445.1	Roisl.0027s0079.1.p, Roisl.0213s0157.1.p
OG0000459	XP_013615006.1	Roisl.0006s0240.1.p
OG0000460	XP_013583937.1, XP_013584262.1	Roisl.0074s0637.1.p
OG0000460	XP_013619540.1	Roisl.0080s0662.1.p
OG0000460	XP_013597959.1, XP_013594456.1	Roisl.0022s0290.1.p
OG0000461	XP_013594659.1, XP_013594886.1	Roisl.0056s0012.1.p, Roisl.0005s0081.1.p
OG0000463	XP_013637737.1	Roisl.0048s0033.1.p
OG0000463	XP_013628249.1	Roisl.0209s0346.1.p
OG0000464	XP_013585394.1, XP_013601909.1, XP_013603918.1, XP_013639072.1, XP_013639076.1, XP_013638579.1, XP_013639075.1	Roisl.0091s0864.1.p
OG0000467	XP_013617912.1, XP_013617911.1, XP_013618873.1	Roisl.0080s0232.1.p
OG0000468	XP_013595676.1, XP_013596157.1	Roisl.0209s0583.1.p, Roisl.0018s0415.1.p
OG0000469	XP_013597087.1, XP_013595406.1, XP_013616324.1, XP_013602025.1, XP_013608912.1, XP_013595420.1	Roisl.0005s0262.1.p, Roisl.0091s0439.1.p, Roisl.0026s0016.1.p
OG0000470	XP_013596620.1	Roisl.0091s0428.1.p, Roisl.0091s0370.1.p, Roisl.0091s0369.1.p
OG0000471	XP_013631312.1, XP_013620731.1	Roisl.0075s0094.1.p, Roisl.0075s0095.1.p
OG0000471	XP_013600914.1, XP_013634976.1, XP_013619175.1, XP_013621114.1	Roisl.0075s0102.1.p, Roisl.0075s0103.1.p, Roisl.0089s0002.1.p
OG0000473	XP_013601033.1	Roisl.0210s0001.1.p
OG0000474	XP_013604808.1, XP_013604640.1, XP_013586099.1	Roisl.0210s0365.1.p
OG0000474	XP_013594193.1	Roisl.0012s0126.1.p
OG0000475	XP_013631638.1	Roisl.0075s0060.1.p
OG0000475	XP_013631626.1, XP_013613261.1	Roisl.0209s0658.1.p
OG0000476	XP_013588208.1, XP_013589556.1, XP_013605329.1	Roisl.0046s0363.1.p, Roisl.0046s0342.1.p
OG0000477	XP_013618718.1	Roisl.0024s0121.1.p
OG0000477	XP_013618097.1	Roisl.0011s0165.1.p
OG0000477	XP_013638737.1, XP_013605186.1, XP_013604848.1	Roisl.0007s0708.1.p
OG0000478	XP_013626611.1	Roisl.0210s1894.1.p
OG0000480	XP_013592398.1	Roisl.0209s0759.1.p
OG0000481	XP_013585423.1, XP_013635592.1, XP_013610786.1	Roisl.0214s0733.1.p
OG0000481	XP_013586575.1	Roisl.0021s0049.1.p
OG0000481	XP_013584815.1, XP_013584691.1, XP_013599620.1, XP_013601938.1, XP_013594035.1, XP_013599619.1	Roisl.0191s0249.1.p
OG0000482	XP_013615444.1, XP_013613801.1, XP_013613792.1, XP_013615439.1	Roisl.0019s0273.1.p
OG0000482	XP_013614680.1, XP_013621095.1	Roisl.0019s0278.1.p, Roisl.0019s0279.1.p, Roisl.0019s0277.1.p
OG0000482	XP_013613800.1, XP_013613806.1, XP_013613804.1, XP_013613795.1, XP_013613805.1	Roisl.0019s0274.1.p
OG0000483	XP_013627388.1	Roisl.0002s0041.1.p
OG0000483	XP_013602611.1, XP_013603475.1, XP_013612895.1, XP_013620174.1, XP_013603159.1	Roisl.0046s0280.1.p
OG0000484	XP_013607645.1, XP_013626294.1, XP_013593932.1	Roisl.0003s0037.1.p
OG0000485	XP_013595108.1	Roisl.0008s0138.1.p
OG0000491	XP_013623709.1, XP_013593563.1, XP_013592787.1	Roisl.0046s0751.1.p, Roisl.0046s0750.1.p, Roisl.0046s0749.1.p
OG0000491	XP_013591150.1, XP_013587346.1	Roisl.0046s0753.1.p
OG0000492	XP_013634650.1, XP_013603107.1	Roisl.0046s1455.1.p
OG0000492	XP_013630529.1	Roisl.0028s0671.1.p
OG0000492	XP_013631441.1	Roisl.0017s0263.1.p
OG0000493	XP_013613614.1	Roisl.0024s0426.1.p
OG0000493	XP_013633147.1, XP_013633151.1, XP_013633153.1, XP_013633155.1	Roisl.0009s0247.1.p
OG0000494	XP_013613968.1	Roisl.0046s1201.1.p
OG0000496	XP_013624681.1	Roisl.0046s0680.1.p, Roisl.0046s0679.1.p, Roisl.0046s0681.1.p
OG0000496	XP_013618410.1, XP_013630402.1	Roisl.0046s0682.1.p
OG0000497	XP_013591298.1, XP_013614964.1	Roisl.0019s0222.1.p
OG0000497	XP_013586404.1, XP_013630126.1, XP_013610739.1	Roisl.0074s0585.1.p
OG0000497	XP_013590584.1	Roisl.0006s0506.1.p
OG0000498	XP_013616823.1	Roisl.0210s1497.1.p
OG0000499	XP_013637416.1	Roisl.0115s0358.1.p, Roisl.0191s0428.1.p
OG0000500	XP_013637401.1, XP_013588019.1, XP_013636154.1, XP_013635885.1, XP_013635883.1	Roisl.0046s0003.1.p
OG0000500	XP_013619222.1, XP_013619178.1, XP_013615687.1	Roisl.0024s0094.1.p
OG0000501	XP_013587636.1	Roisl.0209s0136.1.p
OG0000501	XP_013587637.1	Roisl.0209s0135.1.p, Roisl.0209s0134.1.p
OG0000501	XP_013606909.1	Roisl.0057s0011.1.p
OG0000502	XP_013635269.1	Roisl.0022s0079.1.p
OG0000502	XP_013635124.1	Roisl.0022s0080.1.p, Roisl.0022s0081.1.p
OG0000506	XP_013606318.1, XP_013622449.1, XP_013622723.1, XP_013611586.1, XP_013618171.1	Roisl.0066s0207.1.p, Roisl.0017s0191.1.p, Roisl.0210s0444.1.p
OG0000508	XP_013589089.1	Roisl.0006s0512.1.p, Roisl.0006s0510.1.p, Roisl.0006s0511.1.p
OG0000509	XP_013626849.1	Roisl.0082s0087.1.p
OG0000509	XP_013598638.1, XP_013600231.1	Roisl.0002s0005.1.p, Roisl.0082s0088.1.p
OG0000510	XP_013635778.1	Roisl.0009s0229.1.p
OG0000510	XP_013596689.1, XP_013633635.1, XP_013589260.1	Roisl.0009s0230.1.p
OG0000511	XP_013615733.1	Roisl.0052s0064.1.p
OG0000511	XP_013620007.1	Roisl.0052s0057.1.p
OG0000512	XP_013626340.1, XP_013598759.1, XP_013626942.1, XP_013585665.1	Roisl.0008s0334.1.p
OG0000516	XP_013589587.1	Roisl.0019s0807.1.p
OG0000517	XP_013600759.1	Roisl.0210s1410.1.p
OG0000517	XP_013627691.1, XP_013614844.1, XP_013625865.1, XP_013626385.1, XP_013627296.1, XP_013614847.1, XP_013623818.1, XP_013614846.1	Roisl.0210s1409.1.p
OG0000518	XP_013618999.1, XP_013608151.1	Roisl.0031s0111.1.p
OG0000518	XP_013627770.1	Roisl.0210s0966.1.p
OG0000519	XP_013618020.1	Roisl.0214s0641.1.p
OG0000519	XP_013635386.1, XP_013635346.1	Roisl.0033s0086.1.p, Roisl.0033s0088.1.p
OG0000520	XP_013614430.1, XP_013603951.1, XP_013603925.1, XP_013639514.1, XP_013585362.1	Roisl.0021s0358.1.p
OG0000522	XP_013626542.1	Roisl.0017s0312.1.p
OG0000523	XP_013614257.1	Roisl.0214s0047.1.p
OG0000523	XP_013614261.1	Roisl.0214s0048.1.p
OG0000523	XP_013628248.1	Roisl.0003s0184.1.p
OG0000524	XP_013608019.1, XP_013591095.1	Roisl.0213s0545.1.p, Roisl.0213s0546.1.p, Roisl.0213s0544.1.p
OG0000525	XP_013598248.1	Roisl.0091s0550.1.p
OG0000526	XP_013623824.1	Roisl.0210s1587.1.p, Roisl.0210s1584.1.p
OG0000529	XP_013635566.1, XP_013633504.1	Roisl.0017s0504.1.p
OG0000529	XP_013635665.1	Roisl.0033s0046.1.p
OG0000530	XP_013612820.1, XP_013612819.1, XP_013626535.1, XP_013626440.1, XP_013619438.1, XP_013614293.1, XP_013614290.1, XP_013619681.1, XP_013619755.1	Roisl.0031s0035.1.p, Roisl.0031s0036.1.p
OG0000531	XP_013610476.1, XP_013593438.1, XP_013609742.1, XP_013596779.1, XP_013613364.1, XP_013630626.1, XP_013595009.1	Roisl.0046s0196.1.p, Roisl.0046s0191.1.p
OG0000532	XP_013614627.1	Roisl.0004s0116.1.p
OG0000534	XP_013585442.1	Roisl.0111s0016.1.p, Roisl.0049s0033.1.p, Roisl.0040s0094.1.p, Roisl.0214s0167.1.p
OG0000535	XP_013585243.1	Roisl.0191s0126.1.p
OG0000535	XP_013632962.1	Roisl.0026s0078.1.p, Roisl.0026s0080.1.p
OG0000536	XP_013637606.1	Roisl.0210s2227.1.p
OG0000537	XP_013628956.1, XP_013614631.1	Roisl.0079s0183.1.p
OG0000537	XP_013596317.1	Roisl.0014s0002.1.p
OG0000537	XP_013626396.1, XP_013614628.1, XP_013583265.1, XP_013615750.1	Roisl.0079s0184.1.p
OG0000538	XP_013607487.1	Roisl.0184s0240.1.p
OG0000538	XP_013634796.1	Roisl.0080s0145.1.p, Roisl.0080s0144.1.p
OG0000539	XP_013632126.1, XP_013607186.1	Roisl.0082s0707.1.p
OG0000540	XP_013635802.1, XP_013616724.1	Roisl.0033s0164.1.p, Roisl.0033s0128.1.p
OG0000542	XP_013585672.1, XP_013604481.1	Roisl.0021s0107.1.p
OG0000542	XP_013606668.1	Roisl.0214s0658.1.p
OG0000542	XP_013615541.1, XP_013591796.1	Roisl.0191s0287.1.p, Roisl.0019s0537.1.p
OG0000543	XP_013610853.1	Roisl.0012s0382.1.p
OG0000543	XP_013603271.1	Roisl.0012s0151.1.p, Roisl.0012s0384.1.p
OG0000543	XP_013596568.1	Roisl.0012s0375.1.p
OG0000543	XP_013596414.1	Roisl.0012s0381.1.p, Roisl.0012s0149.1.p
OG0000544	XP_013614130.1	Roisl.0091s0318.1.p
OG0000546	XP_013633474.1, XP_013583281.1	Roisl.0115s0632.1.p
OG0000547	XP_013623530.1	Roisl.0028s0243.1.p, Roisl.0028s0242.1.p
OG0000548	XP_013631725.1	Roisl.0058s0081.1.p, Roisl.0006s0570.1.p
OG0000548	XP_013632076.1	Roisl.0009s0293.1.p
OG0000549	XP_013636958.1, XP_013630851.1	Roisl.0028s0700.1.p
OG0000549	XP_013626771.1	Roisl.0028s0670.1.p, Roisl.0012s0094.1.p
OG0000549	XP_013635857.1, XP_013636509.1, XP_013632588.1	Roisl.0028s0699.1.p
OG0000549	XP_013634682.1	Roisl.0082s0653.1.p
OG0000549	XP_013631101.1, XP_013627508.1	Roisl.0028s0697.1.p, Roisl.0028s0698.1.p
OG0000552	XP_013609262.1	Roisl.0027s0072.1.p
OG0000553	XP_013609170.1, XP_013622562.1, XP_013593420.1	Roisl.0053s0180.1.p
OG0000553	XP_013606918.1, XP_013616414.1, XP_013597865.1	Roisl.0036s0010.1.p
OG0000554	XP_013625485.1, XP_013635893.1, XP_013615836.1, XP_013609782.1	Roisl.0019s0014.1.p, Roisl.0209s0248.1.p, Roisl.0209s0247.1.p, Roisl.0209s0249.1.p
OG0000555	XP_013639760.1	Roisl.0115s0459.1.p
OG0000555	XP_013589570.1	Roisl.0046s0359.1.p
OG0000555	XP_013627987.1, XP_013583427.1	Roisl.0079s0348.1.p, Roisl.0074s1041.1.p
OG0000556	XP_013591335.1	Roisl.0209s0587.1.p
OG0000557	XP_013630249.1, XP_013604409.1	Roisl.0046s0526.1.p
OG0000558	XP_013639538.1, XP_013583466.1	Roisl.0005s0372.1.p, Roisl.0066s0056.1.p, Roisl.0083s0055.1.p, Roisl.0036s0105.1.p, Roisl.0189s0076.1.p, Roisl.0023s0113.1.p, Roisl.0047s0015.1.p, Roisl.0013s0224.1.p, Roisl.0025s0029.1.p, Roisl.0029s0030.1.p, Roisl.0029s0047.1.p, Roisl.0029s0049.1.p, Roisl.0064s0022.1.p, Roisl.0061s0014.1.p
OG0000558	XP_013634289.1	Roisl.0210s2129.1.p, Roisl.0040s0023.1.p, Roisl.0022s0017.1.p, Roisl.0006s0558.1.p, Roisl.0011s0450.1.p
OG0000558	XP_013594706.1, XP_013632914.1	Roisl.0210s2128.1.p
OG0000558	XP_013615181.1	Roisl.0185s0056.1.p
OG0000561	XP_013636776.1, XP_013613723.1	Roisl.0022s0082.1.p
OG0000561	XP_013623198.1, XP_013612823.1, XP_013612129.1	Roisl.0210s1249.1.p
OG0000562	XP_013631368.1, XP_013631025.1	Roisl.0204s0059.1.p
OG0000562	XP_013608728.1, XP_013625204.1	Roisl.0210s1908.1.p
OG0000563	XP_013623008.1	Roisl.0033s0139.1.p, Roisl.0018s0354.1.p
OG0000563	XP_013594087.1, XP_013587100.1	Roisl.0191s0181.1.p
OG0000564	XP_013628912.1, XP_013609483.1, XP_013604812.1, XP_013595875.1, XP_013590153.1, XP_013618531.1	Roisl.0041s0005.1.p
OG0000565	XP_013624982.1	Roisl.0021s0239.1.p
OG0000565	XP_013599747.1	Roisl.0021s0237.1.p
OG0000567	XP_013615614.1, XP_013627377.1, XP_013584133.1	Roisl.0002s0214.1.p, Roisl.0184s0059.1.p, Roisl.0002s0213.1.p, Roisl.0002s0215.1.p
OG0000568	XP_013635111.1, XP_013634467.1	Roisl.0028s0167.1.p
OG0000568	XP_013634865.1, XP_013635298.1, XP_013634873.1, XP_013632412.1, XP_013631695.1, XP_013635179.1, XP_013632413.1, XP_013584785.1	Roisl.0204s0145.1.p
OG0000568	XP_013627327.1	Roisl.0028s0165.1.p
OG0000569	XP_013597541.1	Roisl.0024s0542.1.p
OG0000570	XP_013608285.1, XP_013608283.1, XP_013608281.1, XP_013616936.1, XP_013616942.1, XP_013616944.1, XP_013616940.1	Roisl.0080s0358.1.p, Roisl.0080s0384.1.p, Roisl.0080s0393.1.p, Roisl.0080s0317.1.p
OG0000571	XP_013635741.1	Roisl.0008s0268.1.p, Roisl.0058s0074.1.p
OG0000572	XP_013607264.1	Roisl.0066s0252.1.p
OG0000572	XP_013621535.1	Roisl.0075s0032.1.p
OG0000573	XP_013607314.1	Roisl.0082s0270.1.p
OG0000573	XP_013607083.1	Roisl.0082s0272.1.p, Roisl.0082s0269.1.p
OG0000579	XP_013638257.1, XP_013583862.1	Roisl.0016s0129.1.p
OG0000579	XP_013609181.1	Roisl.0210s0534.1.p, Roisl.0080s0143.1.p
OG0000580	XP_013625138.1, XP_013630432.1, XP_013632625.1, XP_013635800.1, XP_013635787.1, XP_013635732.1	Roisl.0091s0880.1.p
OG0000581	XP_013610540.1, XP_013619827.1	Roisl.0210s1761.1.p
OG0000581	XP_013610848.1	Roisl.0210s1780.1.p
OG0000582	XP_013626037.1	Roisl.0027s0016.1.p
OG0000582	XP_013626607.1	Roisl.0027s0019.1.p, Roisl.0027s0018.1.p
OG0000583	XP_013613494.1, XP_013592137.1	Roisl.0006s0423.1.p
OG0000583	XP_013585326.1	Roisl.0007s0430.1.p
OG0000583	XP_013591486.1	Roisl.0004s0039.1.p
OG0000583	XP_013616418.1, XP_013586552.1	Roisl.0074s0487.1.p
OG0000584	XP_013631624.1, XP_013606313.1	Roisl.0209s0687.1.p
OG0000585	XP_013607494.1	Roisl.0046s1658.1.p, Roisl.0046s1656.1.p, Roisl.0046s1657.1.p
OG0000586	XP_013624774.1	Roisl.0027s0133.1.p
OG0000587	XP_013603384.1	Roisl.0007s0055.1.p
OG0000588	XP_013634184.1	Roisl.0082s0741.1.p
OG0000588	XP_013634839.1	Roisl.0082s0740.1.p
OG0000588	XP_013632129.1	Roisl.0082s0735.1.p, Roisl.0082s0736.1.p, Roisl.0082s0739.1.p
OG0000589	XP_013616292.1, XP_013606510.1	Roisl.0080s0813.1.p
OG0000591	XP_013587825.1	Roisl.0024s0074.1.p, Roisl.0024s0083.1.p, Roisl.0024s0081.1.p, Roisl.0024s0075.1.p
OG0000591	XP_013600524.1, XP_013593840.1	Roisl.0022s0332.1.p
OG0000592	XP_013616329.1	Roisl.0004s0038.1.p
OG0000592	XP_013584837.1	Roisl.0007s0432.1.p
OG0000592	XP_013639259.1	Roisl.0007s0431.1.p
OG0000592	XP_013597202.1	Roisl.0022s0416.1.p
OG0000593	XP_013590582.1, XP_013587874.1	Roisl.0004s0101.1.p
OG0000593	XP_013584093.1, XP_013608583.1, XP_013625630.1	Roisl.0074s0059.1.p
OG0000594	XP_013592775.1, XP_013597429.1	Roisl.0044s0091.1.p
OG0000594	XP_013603844.1, XP_013597462.1, XP_013593785.1	Roisl.0082s0559.1.p
OG0000595	XP_013610416.1, XP_013607714.1	Roisl.0214s0554.1.p, Roisl.0214s0541.1.p, Roisl.0214s0553.1.p, Roisl.0214s0556.1.p
OG0000595	XP_013590020.1, XP_013588475.1	Roisl.0004s0494.1.p
OG0000596	XP_013627887.1, XP_013621933.1	Roisl.0021s0621.1.p
OG0000596	XP_013598106.1, XP_013598105.1	Roisl.0011s0347.1.p
OG0000597	XP_013631399.1	Roisl.0075s0161.1.p, Roisl.0075s0162.1.p
OG0000597	XP_013631400.1	Roisl.0075s0160.1.p
OG0000598	XP_013624382.1, XP_013595081.1, XP_013595082.1	Roisl.0001s0122.1.p
OG0000598	XP_013614274.1, XP_013634114.1	Roisl.0001s0327.1.p
OG0000599	XP_013614562.1, XP_013626196.1, XP_013599590.1, XP_013595941.1	Roisl.0082s0122.1.p, Roisl.0115s0676.1.p
OG0000600	XP_013584582.1, XP_013603904.1	Roisl.0210s0211.1.p
OG0000600	XP_013596675.1	Roisl.0046s0377.1.p
OG0000602	XP_013637827.1, XP_013638827.1	Roisl.0079s0051.1.p, Roisl.0079s0058.1.p
OG0000602	XP_013593080.1	Roisl.0003s0288.1.p
OG0000603	XP_013596211.1	Roisl.0022s0075.1.p
OG0000604	XP_013590042.1, XP_013633563.1	Roisl.0009s0079.1.p
OG0000604	XP_013608949.1, XP_013625277.1	Roisl.0074s0188.1.p, Roisl.0031s0030.1.p
OG0000604	XP_013595376.1	Roisl.0022s0225.1.p
OG0000605	XP_013628964.1	Roisl.0191s0532.1.p
OG0000605	XP_013623091.1, XP_013591272.1, XP_013603247.1, XP_013610077.1, XP_013609900.1, XP_013627721.1	Roisl.0191s0617.1.p, Roisl.0191s0616.1.p
OG0000606	XP_013610929.1	Roisl.0005s0348.1.p, Roisl.0012s0165.1.p
OG0000609	XP_013628079.1, XP_013597069.1	Roisl.0066s0238.1.p
OG0000609	XP_013627748.1	Roisl.0066s0237.1.p, Roisl.0066s0243.1.p, Roisl.0066s0239.1.p, Roisl.0066s0241.1.p
OG0000610	XP_013615644.1, XP_013632077.1	Roisl.0051s0048.1.p
OG0000610	XP_013603572.1, XP_013636296.1, XP_013628153.1, XP_013636297.1	Roisl.0214s0032.1.p, Roisl.0023s0026.1.p
OG0000613	XP_013588422.1	Roisl.0046s1299.1.p
OG0000613	XP_013606982.1, XP_013627986.1	Roisl.0079s0344.1.p
OG0000613	XP_013628234.1	Roisl.0030s0055.1.p
OG0000615	XP_013602939.1	Roisl.0214s0171.1.p
OG0000617	XP_013612465.1	Roisl.0042s0080.1.p
OG0000617	XP_013627276.1, XP_013610243.1	Roisl.0042s0078.1.p, Roisl.0042s0079.1.p
OG0000618	XP_013620482.1, XP_013622716.1	Roisl.0034s0030.1.p
OG0000618	XP_013628472.1	Roisl.0074s0830.1.p
OG0000619	XP_013625027.1	Roisl.0007s0793.1.p, Roisl.0007s0790.1.p
OG0000619	XP_013625029.1, XP_013599086.1, XP_013606464.1, XP_013613553.1	Roisl.0007s0789.1.p
OG0000620	XP_013610284.1	Roisl.0012s0320.1.p
OG0000621	XP_013629520.1	Roisl.0026s0123.1.p
OG0000622	XP_013607296.1	Roisl.0080s0204.1.p
OG0000623	XP_013593332.1, XP_013622342.1	Roisl.0066s0116.1.p
OG0000623	XP_013596533.1	Roisl.0046s1070.1.p
OG0000623	XP_013625070.1, XP_013584042.1, XP_013599425.1	Roisl.0001s0238.1.p
OG0000624	XP_013628169.1	Roisl.0028s0219.1.p, Roisl.0028s0221.1.p
OG0000625	XP_013583707.1	Roisl.0074s0657.1.p
OG0000625	XP_013591080.1	Roisl.0179s0118.1.p
OG0000626	XP_013599483.1, XP_013632255.1, XP_013632169.1, XP_013609726.1, XP_013601055.1	Roisl.0021s0404.1.p, Roisl.0057s0042.1.p
OG0000626	XP_013615378.1, XP_013619874.1, XP_013622074.1	Roisl.0003s0165.1.p
OG0000627	XP_013610498.1	Roisl.0214s0591.1.p
OG0000627	XP_013592321.1	Roisl.0214s0593.1.p
OG0000628	XP_013595172.1, XP_013627487.1, XP_013624903.1	Roisl.0008s0329.1.p
OG0000628	XP_013627070.1	Roisl.0008s0330.1.p
OG0000629	XP_013610137.1, XP_013610601.1, XP_013635089.1, XP_013596928.1, XP_013610570.1	Roisl.0188s0145.1.p, Roisl.0056s0056.1.p, Roisl.0056s0036.1.p
OG0000635	XP_013610235.1	Roisl.0080s0192.1.p
OG0000635	XP_013603607.1, XP_013637781.1, XP_013637782.1	Roisl.0091s1091.1.p
OG0000636	XP_013616421.1, XP_013609658.1, XP_013608779.1, XP_013623049.1	Roisl.0080s0288.1.p
OG0000636	XP_013585193.1, XP_013603883.1	Roisl.0075s0076.1.p, Roisl.0021s0126.1.p
OG0000637	XP_013636165.1, XP_013625281.1	Roisl.0209s0306.1.p
OG0000637	XP_013608957.1, XP_013625396.1, XP_013621371.1	Roisl.0080s0289.1.p
OG0000637	XP_013613501.1, XP_013600675.1	Roisl.0046s1339.1.p
OG0000638	XP_013623570.1, XP_013619843.1, XP_013609906.1	Roisl.0080s0291.1.p
OG0000638	XP_013627620.1, XP_013591437.1	Roisl.0209s0307.1.p, Roisl.0209s0308.1.p
OG0000639	XP_013591912.1	Roisl.0018s0283.1.p
OG0000639	XP_013600486.1	Roisl.0191s0536.1.p
OG0000639	XP_013637367.1, XP_013630510.1	Roisl.0035s0123.1.p
OG0000641	XP_013612142.1, XP_013626154.1	Roisl.0080s0656.1.p
OG0000641	XP_013601362.1	Roisl.0044s0088.1.p, Roisl.0214s0379.1.p
OG0000642	XP_013626707.1	Roisl.0035s0099.1.p, Roisl.0035s0103.1.p, Roisl.0035s0104.1.p, Roisl.0213s0783.1.p, Roisl.0035s0100.1.p
OG0000642	XP_013637120.1	Roisl.0035s0105.1.p
OG0000643	XP_013611300.1, XP_013625636.1, XP_013618202.1, XP_013630172.1	Roisl.0030s0014.1.p
OG0000644	XP_013615028.1, XP_013633171.1, XP_013635746.1	Roisl.0075s0147.1.p, Roisl.0009s0163.1.p, Roisl.0053s0117.1.p, Roisl.0053s0118.1.p
OG0000646	XP_013605172.1, XP_013591857.1	Roisl.0046s1319.1.p
OG0000646	XP_013622493.1, XP_013637392.1, XP_013636971.1	Roisl.0017s0056.1.p
OG0000647	XP_013586966.1, XP_013614924.1, XP_013614921.1, XP_013615730.1	Roisl.0091s0869.1.p
OG0000647	XP_013614922.1	Roisl.0091s0870.1.p
OG0000647	XP_013601090.1	Roisl.0019s0720.1.p
OG0000649	XP_013603334.1, XP_013587459.1	Roisl.0007s0328.1.p
OG0000649	XP_013590768.1, XP_013584437.1	Roisl.0013s0086.1.p
OG0000649	XP_013610846.1, XP_013613965.1	Roisl.0074s0125.1.p
OG0000650	XP_013608503.1, XP_013626493.1	Roisl.0074s0031.1.p
OG0000650	XP_013619907.1, XP_013628168.1	Roisl.0008s0350.1.p
OG0000652	XP_013637989.1	Roisl.0016s0243.1.p
OG0000652	XP_013626890.1, XP_013612018.1	Roisl.0210s1401.1.p
OG0000653	XP_013595518.1, XP_013637135.1	Roisl.0022s0139.1.p
OG0000653	XP_013622417.1, XP_013636544.1, XP_013631341.1, XP_013600167.1, XP_013588341.1	Roisl.0018s0422.1.p, Roisl.0067s0056.1.p
OG0000655	XP_013622620.1, XP_013586087.1	Roisl.0074s0504.1.p, Roisl.0028s0853.1.p, Roisl.0213s0262.1.p
OG0000656	XP_013609762.1, XP_013606332.1, XP_013621174.1, XP_013597726.1	Roisl.0011s0210.1.p
