Orthogroup	Brassica_oleracea	Euclidium_syriacum
OG0001738	XP_013615459.1, XP_013609437.1, XP_013600003.1, XP_013638140.1	ESY5_g3764_DN3_SP0_c0.t1
OG0001739	XP_013600570.1, XP_013600701.1, XP_013605599.1	ESY5_g2588_DN3_SP0_c0.t1
OG0001740	XP_013591753.1, XP_013591894.1, XP_013599383.1, XP_013603596.1	ESY2_g35625_DN3_SP8_c0.t1
OG0001741	XP_013607410.1, XP_013629759.1	ESY4_g26625_DN3_SP8_c0.t1
OG0001741	XP_013592155.1, XP_013592395.1	ESY15_g64992_DN3_SP8_c0.t1
OG0001742	XP_013612847.1, XP_013614122.1	ESY2_g35576_DN3_SP7_c0.t1
OG0001742	XP_013600952.1, XP_013584266.1	ESY5_g2077_DN3_SP6_c0.t1
OG0001743	XP_013587505.1	ESY5_g1927_DN3_SP8_c0.t1
OG0001743	XP_013598941.1	ESY6_g49464_DN3_SP0_c0.t1
OG0001745	XP_013596237.1, XP_013638561.1, XP_013626251.1	ESY4_g26717_DN3_SP7_c0.t1
OG0001745	XP_013632188.1	ESY8_g59719_DN3_SP2_c0.t1
OG0001746	XP_013605522.1	ESY8_g59696_DN3_SP2_c0.t1
OG0001746	XP_013623152.1, XP_013609150.1	ESY4_g26644_DN3_SP1_c0.t1
OG0001747	XP_013587508.1, XP_013593873.1, XP_013625835.1	ESY4_g26541_DN3_SP8_c0.t1
OG0001747	XP_013635237.1	ESY8_g59623_DN3_SP6_c0.t1
OG0001748	XP_013586863.1	ESY3_g29315_DN3_SP8_c0.t1
OG0001748	XP_013586605.1, XP_013591615.1, XP_013589004.1	ESY2_g37478_DN3_SP7_c0.t1
OG0001750	XP_013620599.1	ESY4_g24937_DN3_SP0_c0.t1
OG0001751	XP_013597725.1	ESY4_g24783_DN3_SP0_c0.t1
OG0001751	XP_013639379.1	ESY3_g32524_DN3_SP0_c0.t1
OG0001755	XP_013627970.1	ESY8_g59848_DN3_SP0_c0.t1
OG0001755	XP_013624558.1	ESY9_g42673_DN3_SP0_c0.t1, ESY9_g45144_DN3_SP0_c0.t1
OG0001756	XP_013590183.1, XP_013595042.1, XP_013614326.1, XP_013614330.1	ESY2_g38894_DN3_SP0_c36.t1
OG0001757	XP_013629244.1, XP_013608472.1, XP_013632731.1	ESY18_g64144_DN1_SP0_c19.t1, ESY17_g40123_DN3_SP0_c52.t1
OG0001758	XP_013583262.1, XP_013613794.1, XP_013594804.1, XP_013607580.1, XP_013624829.1, XP_013616937.1, XP_013632414.1	ESY7_g16249_DN2_SP0_c100.t1
OG0001763	XP_013625357.1, XP_013608861.1	ESY7_g17152_DN3_SP6_c0.t1
OG0001764	XP_013611686.1, XP_013584978.1	ESY7_g17259_DN3_SP0_c9.t1
OG0001765	XP_013629349.1	ESY7_g17303_DN3_SP8_c0.t1
OG0001765	XP_013630420.1, XP_013632761.1, XP_013587168.1	ESY3_g32442_DN3_SP8_c0.t1
OG0001766	XP_013610843.1, XP_013621212.1	ESY7_g17317_DN3_SP0_c0.t1
OG0001766	XP_013628655.1, XP_013628654.1	ESY7_g17312_DN3_SP0_c0.t1
OG0001768	XP_013592812.1, XP_013621642.1	ESY2_g35537_DN3_SP8_c18.t1
OG0001768	XP_013620687.1	ESY7_g17551_DN3_SP8_c7.t1
OG0001769	XP_013583563.1, XP_013623707.1	ESY3_g32653_DN3_SP0_c0.t1
OG0001769	XP_013627353.1, XP_013610109.1	ESY7_g17621_DN3_SP0_c0.t1
OG0001770	XP_013620406.1, XP_013591248.1	ESY2_g36596_DN3_SP8_c0.t1
OG0001770	XP_013618232.1	ESY7_g17642_DN3_SP8_c0.t1
OG0001771	XP_013594640.1, XP_013594555.1	ESY11_g54758_DN3_SP0_c0.t1, ESY20_g13247_DN3_SP0_c0.t1, ESY11_g54769_DN3_SP0_c0.t1
OG0001771	XP_013593276.1	ESY16_g61881_DN3_SP0_c0.t1
OG0001772	XP_013621525.1, XP_013628577.1	ESY7_g18057_DN3_SP8_c0.t1
OG0001772	XP_013628521.1	ESY6_g50474_DN3_SP7_c0.t1
OG0001773	XP_013627312.1, XP_013610069.1	ESY7_g18035_DN2_SP0_c0.t1
OG0001774	XP_013625590.1	ESY7_g18632_DN3_SP0_c0.t1
OG0001774	XP_013607058.1, XP_013596245.1	ESY6_g49567_DN3_SP4_c0.t1
OG0001775	XP_013609344.1	ESY7_g18566_DN3_SP0_c0.t1
OG0001775	XP_013597617.1	ESY6_g49481_DN3_SP0_c0.t1
OG0001776	XP_013587720.1	ESY5_g5202_DN3_SP0_c0.t1
OG0001776	XP_013615873.1	ESY8_g58346_DN3_SP0_c0.t1, ESY20_g13322_DN3_SP0_c0.t1
OG0001777	XP_013599708.1	ESY5_g4508_DN3_SP8_c0.t1
OG0001777	XP_013636477.1	ESY8_g58826_DN3_SP8_c0.t1
OG0001778	XP_013630931.1	ESY8_g58791_DN3_SP8_c0.t1
OG0001778	XP_013600463.1, XP_013638844.1, XP_013603165.1	ESY5_g4524_DN3_SP8_c0.t1
OG0001779	XP_013637358.1	ESY8_g58762_DN3_SP6_c0.t1
OG0001779	XP_013602265.1	ESY5_g4539_DN3_SP8_c0.t1
OG0001780	XP_013638712.1	ESY5_g4588_DN3_SP8_c0.t1
OG0001780	XP_013631883.1, XP_013636422.1	ESY8_g58687_DN3_SP8_c0.t1
OG0001781	XP_013584762.1	ESY5_g4706_DN3_SP0_c0.t1
OG0001781	XP_013634648.1, XP_013633827.1	ESY8_g58543_DN3_SP1_c0.t1
OG0001782	XP_013621828.1, XP_013631117.1, XP_013629134.1	ESY20_g12802_DN3_SP6_c0.t1
OG0001783	XP_013595759.1, XP_013607238.1	ESY8_g58172_DN3_SP8_c0.t1
OG0001783	XP_013602057.1, XP_013600970.1	ESY5_g5156_DN3_SP4_c0.t1
OG0001784	XP_013617970.1	ESY13_g56757_DN3_SP8_c0.t1
OG0001784	XP_013626734.1, XP_013610579.1, XP_013619137.1	ESY6_g46333_DN3_SP3_c0.t1
OG0001785	XP_013622362.1, XP_013612061.1	ESY6_g46664_DN3_SP7_c0.t1
OG0001786	XP_013625813.1, XP_013595243.1	ESY11_g54640_DN3_SP0_c0.t1, ESY11_g54795_DN2_SP0_c0.t1
OG0001787	XP_013600648.1, XP_013610748.1	ESY1_g6183_DN3_SP0_c0.t1
OG0001787	XP_013592044.1	ESY4_g25071_DN3_SP0_c0.t1
OG0001788	XP_013596944.1, XP_013639446.1, XP_013635440.1, XP_013610494.1	ESY1_g5960_DN3_SP0_c0.t1
OG0001789	XP_013628503.1, XP_013585924.1	ESY4_g23650_DN3_SP8_c0.t1
OG0001789	XP_013636038.1	ESY1_g5701_DN3_SP8_c0.t1
OG0001792	XP_013608620.1, XP_013608619.1	ESY6_g49799_DN3_SP0_c0.t1
OG0001793	XP_013583740.1, XP_013622699.1, XP_013584277.1	ESY13_g57895_DN3_SP0_c0.t1, ESY13_g57899_DN3_SP0_c0.t1
OG0001794	XP_013619954.1	ESY6_g50118_DN3_SP0_c0.t1, ESY3_g32231_DN3_SP0_c8.t1, ESY8_g58204_DN3_SP0_c0.t1
OG0001794	XP_013593448.1	ESY6_g50052_DN3_SP0_c0.t1
OG0001795	XP_013597224.1	ESY3_g29156_DN2_SP0_c0.t1
OG0001796	XP_013622426.1	ESY12_g51522_DN3_SP0_c0.t1
OG0001797	XP_013616204.1, XP_013622136.1, XP_013607339.1, XP_013622098.1	ESY6_g49046_DN3_SP0_c0.t1
OG0001798	XP_013628264.1, XP_013620699.1, XP_013611935.1	ESY6_g48919_DN3_SP6_c0.t1
OG0001799	XP_013608793.1	ESY6_g48836_DN3_SP2_c0.t1, ESY4_g25901_DN3_SP1_c0.t1, ESY6_g48846_DN3_SP0_c0.t1
OG0001799	XP_013618251.1, XP_013623428.1	ESY3_g30794_DN3_SP6_c0.t1
OG0001800	XP_013622221.1, XP_013622253.1, XP_013606628.1, XP_013615450.1	ESY6_g48682_DN3_SP8_c0.t1
OG0001801	XP_013627624.1, XP_013610587.1, XP_013619818.1	ESY6_g48272_DN3_SP0_c0.t1
OG0001802	XP_013616990.1, XP_013601277.1, XP_013616303.1, XP_013605999.1	ESY6_g48108_DN3_SP0_c0.t1
OG0001802	XP_013617378.1	ESY16_g62488_DN3_SP2_c0.t1
OG0001803	XP_013638380.1, XP_013636996.1	ESY3_g31314_DN2_SP0_c0.t1
OG0001803	XP_013625263.1	ESY7_g18753_DN2_SP0_c0.t1
OG0001804	XP_013625594.1, XP_013609531.1	ESY7_g18878_DN3_SP8_c0.t1
OG0001804	XP_013594014.1	ESY11_g54359_DN3_SP1_c0.t1
OG0001805	XP_013616660.1, XP_013584902.1	ESY3_g31109_DN3_SP8_c0.t1
OG0001805	XP_013606355.1	ESY7_g19078_DN3_SP8_c0.t1
OG0001806	XP_013596595.1	ESY4_g22335_DN2_SP0_c0.t1, ESY3_g31066_DN3_SP7_c0.t1
OG0001806	XP_013622313.1	ESY7_g19155_DN3_SP5_c0.t1
OG0001807	XP_013612736.1	ESY7_g19160_DN3_SP0_c0.t1
OG0001807	XP_013587612.1	ESY3_g31060_DN3_SP8_c0.t1
OG0001808	XP_013637977.1, XP_013616240.1, XP_013610679.1, XP_013617161.1	ESY3_g30988_DN3_SP0_c0.t1
OG0001809	XP_013593858.1, XP_013611670.1	ESY10_g13720_DN3_SP8_c18.t1
OG0001809	XP_013592576.1	ESY8_g60227_DN3_SP8_c18.t1
OG0001810	XP_013603612.1	ESY4_g26200_DN3_SP0_c0.t1, ESY4_g26202_DN3_SP0_c0.t1, ESY4_g26199_DN3_SP0_c0.t1, ESY4_g26193_DN3_SP0_c0.t1
OG0001811	XP_013605410.1, XP_013587632.1	ESY5_g4365_DN3_SP0_c0.t1
OG0001811	XP_013590188.1	ESY2_g36101_DN3_SP0_c0.t1
OG0001812	XP_013592724.1	ESY9_g43988_DN3_SP0_c0.t1, ESY1_g5709_DN3_SP0_c0.t1
OG0001812	XP_013598783.1, XP_013587003.1	ESY5_g2486_DN3_SP0_c0.t1
OG0001813	XP_013590277.1, XP_013591854.1, XP_013620759.1, XP_013585309.1	ESY2_g34689_DN3_SP8_c0.t1
OG0001814	XP_013592235.1	ESY2_g34702_DN3_SP5_c0.t1
OG0001814	XP_013599970.1, XP_013583832.1	ESY5_g2551_DN3_SP8_c0.t1
OG0001815	XP_013592872.1	ESY2_g34792_DN3_SP0_c0.t1
OG0001815	XP_013615337.1, XP_013586147.1, XP_013586148.1	ESY5_g3957_DN3_SP0_c0.t1
OG0001816	XP_013588510.1, XP_013588511.1, XP_013620856.1, XP_013591057.1	ESY1_g12039_DN3_SP0_c34.t1
OG0001817	XP_013615157.1	ESY7_g19240_DN3_SP0_c0.t1, ESY2_g33672_DN3_SP0_c0.t1
OG0001818	XP_013604809.1, XP_013586195.1	ESY5_g4078_DN3_SP5_c0.t1
OG0001818	XP_013591834.1	ESY2_g35979_DN3_SP0_c0.t1
OG0001819	XP_013614521.1, XP_013593372.1	ESY11_g54062_DN2_SP0_c0.t1
OG0001819	XP_013637661.1, XP_013594061.1	ESY4_g25361_DN2_SP0_c0.t1
OG0001820	XP_013623390.1, XP_013597596.1	ESY4_g26127_DN3_SP5_c0.t1
OG0001820	XP_013596891.1	ESY11_g54152_DN1_SP0_c0.t1
OG0001821	XP_013633610.1, XP_013625236.1	ESY9_g44393_DN3_SP5_c0.t1
OG0001821	XP_013588265.1	ESY1_g10502_DN3_SP8_c0.t1
OG0001822	XP_013599150.1, XP_013613430.1, XP_013621827.1, XP_013637482.1	ESY10_g13907_DN3_SP8_c0.t1
OG0001823	XP_013598871.1	ESY11_g54855_DN2_SP0_c0.t1, ESY11_g54856_DN3_SP0_c0.t1, ESY2_g37888_DN3_SP0_c0.t1, ESY11_g54785_DN3_SP0_c0.t1, ESY11_g54886_DN2_SP0_c0.t1, ESY11_g54887_DN3_SP0_c0.t1
OG0001824	XP_013588126.1, XP_013621411.1, XP_013588594.1	ESY2_g35879_DN3_SP8_c0.t1
OG0001825	XP_013623472.1, XP_013609808.1	ESY6_g47895_DN2_SP0_c0.t1, ESY6_g47892_DN3_SP0_c0.t1, ESY6_g47900_DN1_SP0_c0.t1, ESY6_g47894_DN3_SP0_c0.t1, ESY5_g2062_DN3_SP0_c0.t1, ESY6_g47898_DN2_SP0_c0.t1
OG0001826	XP_013591385.1	ESY2_g34962_DN3_SP0_c0.t1
OG0001826	XP_013585291.1	ESY5_g4165_DN3_SP0_c0.t1
OG0001827	XP_013595334.1, XP_013636314.1	ESY4_g24300_DN3_SP8_c0.t1
OG0001827	XP_013607252.1	ESY11_g54705_DN3_SP0_c0.t1
OG0001828	XP_013614494.1, XP_013592810.1, XP_013612633.1	ESY2_g35424_DN3_SP8_c0.t1
OG0001829	XP_013607618.1	ESY9_g42647_DN2_SP0_c0.t1
OG0001829	XP_013614739.1, XP_013593304.1	ESY10_g15145_DN2_SP0_c0.t1
OG0001830	XP_013612109.1, XP_013598050.1, XP_013598200.1, XP_013628959.1	ESY9_g42880_DN3_SP8_c0.t1
OG0001831	XP_013599803.1	ESY5_g4529_DN3_SP0_c40.t1, ESY5_g4530_DN3_SP0_c38.t1
OG0001832	XP_013588384.1, XP_013622606.1, XP_013587834.1	ESY2_g37230_DN3_SP8_c0.t1
OG0001833	XP_013617552.1, XP_013637994.1	ESY3_g30000_DN3_SP8_c0.t1
OG0001833	XP_013625996.1	ESY2_g37103_DN3_SP8_c0.t1
OG0001834	XP_013622148.1, XP_013632251.1	ESY6_g48268_DN3_SP3_c9.t1
OG0001834	XP_013621175.1	ESY6_g46814_DN3_SP5_c0.t1
OG0001835	XP_013617989.1, XP_013616371.1	ESY3_g31279_DN3_SP0_c0.t1
OG0001836	XP_013631478.1	ESY7_g18778_DN3_SP0_c9.t1
OG0001836	XP_013605571.1	ESY5_g4540_DN3_SP3_c0.t1
OG0001837	XP_013596133.1, XP_013629044.1, XP_013629045.1, XP_013598408.1	ESY4_g25768_DN3_SP3_c0.t1
OG0001838	XP_013599422.1	ESY11_g53957_DN3_SP8_c0.t1
OG0001838	XP_013630727.1, XP_013611345.1	ESY4_g25432_DN3_SP8_c0.t1
OG0001839	XP_013606217.1, XP_013626988.1, XP_013606498.1	ESY23_g236_DN3_SP0_c0.t1
OG0001840	XP_013598612.1, XP_013595175.1	ESY26_g42343_DN3_SP3_c0.t1
OG0001840	XP_013629538.1	ESY18_g63073_DN3_SP7_c0.t1
OG0001841	XP_013614717.1	ESY9_g43174_DN2_SP0_c0.t1, ESY9_g43175_DN2_SP0_c0.t1
OG0001841	XP_013597377.1, XP_013635736.1	ESY11_g54669_DN2_SP0_c0.t1
OG0001842	XP_013586271.1	ESY5_g5192_DN3_SP0_c0.t1
OG0001842	XP_013611759.1	ESY9_g43335_DN3_SP0_c0.t1, ESY9_g45710_DN2_SP0_c0.t1
OG0001843	XP_013611464.1	ESY7_g16519_DN3_SP8_c0.t1
OG0001843	XP_013630620.1	ESY9_g43295_DN1_SP0_c0.t1, ESY9_g43412_DN3_SP6_c0.t1
OG0001844	XP_013609380.1	ESY7_g16427_DN2_SP0_c0.t1
OG0001844	XP_013601775.1, XP_013621704.1	ESY9_g43630_DN3_SP0_c0.t1
OG0001845	XP_013605373.1, XP_013614525.1	ESY5_g3082_DN3_SP7_c0.t1
OG0001846	XP_013602548.1	ESY77_g64221_DN3_SP0_c0.t1, ESY1_g11748_DN3_SP0_c0.t1
OG0001846	XP_013634180.1	ESY12_g51126_DN3_SP7_c0.t1
OG0001847	XP_013588018.1, XP_013634316.1, XP_013604328.1, XP_013604330.1	ESY12_g52256_DN3_SP8_c0.t1
OG0001848	XP_013635192.1, XP_013603575.1, XP_013590731.1, XP_013635255.1	ESY12_g51379_DN2_SP2_c0.t1
OG0001849	XP_013631110.1	ESY1_g12133_DN3_SP0_c0.t1
OG0001849	XP_013587926.1, XP_013630167.1	ESY12_g51946_DN3_SP0_c0.t1
OG0001850	XP_013632052.1	ESY1_g12027_DN3_SP0_c0.t1, ESY1_g12028_DN3_SP0_c0.t1, ESY1_g12029_DN3_SP0_c0.t1
OG0001850	XP_013637147.1	ESY12_g52021_DN3_SP0_c0.t1, ESY3_g32258_DN3_SP0_c0.t1
OG0001851	XP_013605559.1, XP_013631449.1	ESY1_g12002_DN3_SP8_c0.t1
OG0001851	XP_013634661.1	ESY12_g52058_DN3_SP0_c0.t1
OG0001852	XP_013637178.1	ESY1_g11976_DN3_SP8_c0.t1
OG0001852	XP_013622057.1, XP_013637352.1	ESY12_g52094_DN3_SP8_c0.t1
OG0001853	XP_013626324.1	ESY12_g52114_DN3_SP4_c0.t1
OG0001853	XP_013604199.1, XP_013591734.1	ESY1_g11928_DN3_SP8_c0.t1
OG0001854	XP_013632936.1	ESY1_g11884_DN3_SP0_c4.t1
OG0001854	XP_013590724.1, XP_013632086.1	ESY1_g11874_DN3_SP0_c3.t1
OG0001855	XP_013636928.1, XP_013637012.1	ESY12_g51023_DN3_SP5_c0.t1, ESY12_g51063_DN2_SP0_c0.t1
OG0001855	XP_013631426.1	ESY1_g11822_DN3_SP0_c0.t1
OG0001856	XP_013636231.1	ESY9_g45605_DN3_SP1_c0.t1
OG0001856	XP_013636520.1	ESY1_g10704_DN3_SP0_c0.t1
OG0001857	XP_013636442.1, XP_013636393.1, XP_013615383.1	ESY1_g10867_DN2_SP0_c0.t1, ESY1_g10827_DN3_SP0_c0.t1
OG0001858	XP_013600779.1	ESY1_g11124_DN3_SP0_c0.t1
OG0001858	XP_013634320.1	ESY9_g44718_DN3_SP0_c0.t1
OG0001859	XP_013592039.1	ESY4_g26253_DN3_SP1_c0.t1
OG0001859	XP_013606254.1, XP_013622150.1	ESY11_g54272_DN3_SP8_c0.t1
OG0001860	XP_013629097.1, XP_013596190.1, XP_013595533.1	ESY4_g26314_DN3_SP8_c0.t1
OG0001860	XP_013609203.1	ESY11_g54324_DN3_SP0_c0.t1, ESY20_g12919_DN3_SP2_c0.t1
OG0001861	XP_013591326.1	ESY2_g35304_DN3_SP0_c0.t1
OG0001861	XP_013616863.1	ESY3_g30088_DN3_SP0_c0.t1, ESY2_g35302_DN3_SP0_c0.t1, ESY2_g35301_DN3_SP0_c0.t1
OG0001862	XP_013635894.1, XP_013626238.1, XP_013615739.1	ESY7_g16050_DN3_SP0_c0.t1, ESY7_g16048_DN3_SP0_c0.t1, ESY7_g16054_DN3_SP0_c0.t1, ESY7_g16027_DN3_SP0_c0.t1, ESY7_g16017_DN3_SP0_c0.t1, ESY7_g16026_DN3_SP0_c0.t1, ESY7_g16055_DN3_SP0_c0.t1
OG0001863	XP_013617476.1, XP_013628412.1, XP_013610847.1	ESY7_g16283_DN2_SP2_c0.t1
OG0001864	XP_013636673.1, XP_013604408.1	ESY8_g59646_DN3_SP0_c0.t1
OG0001864	XP_013629650.1	ESY4_g26583_DN3_SP0_c0.t1
OG0001865	XP_013591449.1	ESY14_g21401_DN3_SP0_c0.t1
OG0001865	XP_013630220.1	ESY19_g41765_DN3_SP0_c0.t1
OG0001866	XP_013604208.1	ESY5_g3359_DN3_SP8_c0.t1
OG0001866	XP_013587108.1	ESY3_g30764_DN3_SP8_c12.t1
OG0001867	XP_013621988.1, XP_013621990.1	ESY12_g51349_DN3_SP0_c0.t1
OG0001869	XP_013617016.1	ESY5_g4853_DN3_SP8_c0.t1
OG0001869	XP_013624872.1	ESY2_g36643_DN3_SP0_c0.t1
OG0001869	XP_013627096.1	ESY12_g51299_DN1_SP0_c0.t1
OG0001871	XP_013586938.1, XP_013637241.1, XP_013623592.1, XP_013590615.1, XP_013623593.1, XP_013623594.1	ESY3_g32471_DN3_SP5_c0.t1
OG0001872	XP_013584179.1	ESY7_g16204_DN3_SP2_c0.t1
OG0001872	XP_013596060.1	ESY3_g28347_DN3_SP2_c0.t1
OG0001873	XP_013602558.1, XP_013605525.1	ESY5_g2734_DN3_SP0_c0.t1
OG0001873	XP_013619723.1	ESY10_g14273_DN3_SP0_c0.t1
OG0001874	XP_013595925.1, XP_013599740.1	ESY8_g59294_DN3_SP1_c0.t1
OG0001874	XP_013598218.1, XP_013629042.1	ESY4_g25186_DN3_SP0_c0.t1
OG0001875	XP_013590191.1, XP_013613533.1	ESY8_g60800_DN3_SP3_c0.t1
OG0001875	XP_013609231.1, XP_013595617.1	ESY2_g34549_DN3_SP2_c0.t1
OG0001876	XP_013613521.1	ESY8_g60809_DN3_SP0_c0.t1
OG0001876	XP_013613516.1, XP_013613522.1	ESY8_g60810_DN3_SP0_c0.t1
OG0001877	XP_013634436.1	ESY8_g61128_DN3_SP0_c0.t1
OG0001877	XP_013613599.1, XP_013588538.1	ESY2_g35196_DN3_SP0_c0.t1
OG0001878	XP_013606490.1, XP_013604169.1, XP_013586542.1	ESY20_g12944_DN3_SP8_c0.t1
OG0001879	XP_013639162.1	ESY5_g3526_DN3_SP4_c6.t1, ESY5_g3527_DN3_SP0_c13.t1
OG0001879	XP_013600083.1, XP_013593681.1	ESY13_g56259_DN3_SP8_c0.t1
OG0001880	XP_013638288.1, XP_013600500.1	ESY5_g3533_DN3_SP8_c7.t1
OG0001880	XP_013605908.1	ESY2_g33942_DN3_SP8_c7.t1
OG0001881	XP_013602185.1, XP_013583941.1	ESY5_g3755_DN3_SP5_c0.t1
OG0001881	XP_013633584.1, XP_013612898.1	ESY2_g33685_DN3_SP7_c0.t1
OG0001882	XP_013601962.1, XP_013585011.1, XP_013602396.1	ESY5_g3758_DN3_SP0_c19.t1
OG0001882	XP_013605979.1	ESY2_g33675_DN3_SP0_c18.t1
OG0001883	XP_013613991.1, XP_013608926.1	ESY2_g33566_DN3_SP3_c0.t1
OG0001883	XP_013584384.1	ESY5_g3849_DN3_SP0_c0.t1
OG0001885	XP_013596599.1, XP_013606239.1	ESY3_g27132_DN1_SP0_c0.t1, ESY10_g14383_DN3_SP8_c0.t1
OG0001885	XP_013600253.1, XP_013600194.1	ESY5_g2809_DN3_SP8_c0.t1
OG0001886	XP_013583916.1	ESY2_g38579_DN3_SP0_c0.t1, ESY6_g49826_DN3_SP0_c0.t1
OG0001886	XP_013592729.1, XP_013605795.1	ESY5_g2904_DN3_SP8_c0.t1
OG0001887	XP_013584424.1, XP_013638226.1	ESY5_g2967_DN3_SP0_c0.t1, ESY5_g2968_DN2_SP0_c0.t1, ESY5_g2966_DN3_SP0_c0.t1, ESY2_g36307_DN3_SP0_c0.t1
OG0001888	XP_013587030.1, XP_013605915.1, XP_013605839.1	ESY5_g4342_DN3_SP8_c0.t1
OG0001889	XP_013589948.1, XP_013618741.1	ESY2_g35836_DN3_SP0_c0.t1
OG0001890	XP_013599284.1	ESY10_g14389_DN3_SP7_c0.t1
OG0001890	XP_013606949.1, XP_013617750.1	ESY10_g14395_DN3_SP0_c0.t1, ESY10_g14398_DN2_SP0_c0.t1
OG0001891	XP_013592476.1	ESY2_g35501_DN3_SP0_c0.t1
OG0001891	XP_013598060.1, XP_013585804.1	ESY5_g1803_DN2_SP0_c0.t1
OG0001892	XP_013623699.1	ESY4_g26618_DN3_SP0_c0.t1
OG0001892	XP_013639314.1	ESY4_g26620_DN3_SP0_c0.t1, ESY4_g26619_DN3_SP1_c0.t1
OG0001893	XP_013601748.1, XP_013631069.1, XP_013628458.1, XP_013602883.1	ESY4_g25224_DN3_SP0_c0.t1
OG0001894	XP_013625241.1, XP_013606402.1	ESY11_g53518_DN3_SP0_c0.t1
OG0001894	XP_013598757.1	ESY4_g25781_DN3_SP0_c0.t1
OG0001895	XP_013637734.1	ESY4_g24872_DN3_SP0_c0.t1
OG0001895	XP_013602791.1, XP_013631925.1	ESY8_g59432_DN3_SP0_c0.t1
OG0001896	XP_013630869.1, XP_013599669.1	ESY8_g59435_DN3_SP0_c0.t1
OG0001896	XP_013595696.1, XP_013586896.1	ESY4_g24869_DN3_SP1_c0.t1
OG0001897	XP_013601098.1	ESY4_g24757_DN3_SP8_c0.t1
OG0001897	XP_013633876.1, XP_013605509.1, XP_013636911.1	ESY8_g59492_DN3_SP7_c0.t1
OG0001899	XP_013626386.1, XP_013632660.1, XP_013633113.1, XP_013607527.1	ESY9_g43537_DN3_SP0_c0.t1, ESY9_g43960_DN2_SP0_c0.t1
OG0001900	XP_013590340.1	ESY8_g60558_DN2_SP2_c0.t1
OG0001900	XP_013619191.1, XP_013609367.1	ESY21_g55220_DN3_SP1_c0.t1
OG0001901	XP_013595555.1, XP_013611046.1	ESY9_g42763_DN2_SP0_c0.t1
OG0001910	XP_013598027.1	ESY4_g24650_DN3_SP8_c0.t1
OG0001910	XP_013605457.1, XP_013636917.1	ESY8_g59505_DN3_SP8_c11.t1
OG0001911	XP_013631565.1	ESY8_g59478_DN3_SP8_c0.t1
OG0001911	XP_013599281.1	ESY4_g24718_DN3_SP5_c0.t1
OG0001912	XP_013618168.1	ESY7_g17307_DN3_SP2_c0.t1
OG0001912	XP_013633231.1, XP_013583760.1	ESY3_g32448_DN3_SP5_c0.t1
OG0001913	XP_013597334.1, XP_013586942.1, XP_013602620.1, XP_013603212.1, XP_013594526.1	ESY3_g31376_DN2_SP0_c0.t1
OG0001914	XP_013637208.1	ESY3_g32498_DN1_SP0_c0.t1
OG0001914	XP_013618743.1, XP_013608432.1	ESY7_g17399_DN3_SP0_c0.t1
OG0001915	XP_013621224.1, XP_013612480.1, XP_013625511.1	ESY7_g17741_DN3_SP0_c0.t1, ESY3_g30763_DN3_SP8_c0.t1
OG0001916	XP_013625586.1	ESY6_g49877_DN3_SP1_c51.t1
OG0001916	XP_013611524.1, XP_013602050.1, XP_013622842.1	ESY7_g18335_DN3_SP0_c8.t1
OG0001917	XP_013611491.1	ESY7_g18298_DN3_SP2_c0.t1
OG0001917	XP_013623227.1, XP_013621342.1, XP_013606734.1	ESY6_g49890_DN3_SP0_c0.t1
OG0001918	XP_013621593.1, XP_013598732.1, XP_013621246.1, XP_013609746.1	ESY7_g18080_DN3_SP8_c0.t1
OG0001919	XP_013610568.1, XP_013596839.1	ESY6_g50020_DN3_SP0_c0.t1
OG0001919	XP_013610257.1, XP_013630278.1	ESY7_g18065_DN2_SP0_c0.t1
OG0001920	XP_013613612.1, XP_013623690.1, XP_013610480.1	ESY6_g50534_DN3_SP0_c0.t1
OG0001921	XP_013625796.1, XP_013606125.1	ESY10_g15011_DN3_SP0_c0.t1, ESY5_g3788_DN2_SP0_c0.t1, ESY7_g17947_DN3_SP0_c0.t1
OG0001922	XP_013630947.1	ESY8_g59649_DN3_SP8_c0.t1
OG0001922	XP_013612595.1, XP_013620271.1	ESY7_g17894_DN3_SP8_c0.t1
OG0001923	XP_013613314.1	ESY7_g17845_DN3_SP0_c0.t1
OG0001923	XP_013621839.1, XP_013612477.1	ESY6_g50708_DN3_SP0_c0.t1
OG0001924	XP_013612446.1	ESY7_g18610_DN3_SP0_c0.t1
OG0001924	XP_013599159.1	ESY6_g49540_DN3_SP6_c0.t1
OG0001925	XP_013633636.1	ESY8_g58600_DN3_SP0_c0.t1
OG0001926	XP_013635132.1, XP_013634804.1	ESY8_g58596_DN3_SP8_c0.t1
OG0001927	XP_013599532.1, XP_013586793.1	ESY5_g4703_DN3_SP7_c0.t1
OG0001927	XP_013625656.1	ESY8_g58528_DN3_SP6_c0.t1
OG0001928	XP_013622780.1	ESY11_g53565_DN3_SP0_c0.t1
OG0001929	XP_013599943.1	ESY5_g4956_DN3_SP0_c0.t1
OG0001929	XP_013637065.1, XP_013631672.1, XP_013630774.1	ESY20_g12787_DN3_SP8_c6.t1
OG0001930	XP_013638328.1, XP_013601992.1, XP_013600220.1	ESY5_g5148_DN3_SP7_c0.t1
OG0001931	XP_013602541.1, XP_013605425.1, XP_013593506.1	ESY13_g56726_DN3_SP5_c0.t1
