Orthogroup	Brassica_oleracea	Cochlearia_excelsa
OG0000699	XP_013603722.1, XP_013589483.1, XP_013603843.1, XP_013591060.1, XP_013602817.1, XP_013639815.1, XP_013585076.1, XP_013639812.1, XP_013639814.1, XP_013632308.1, XP_013633249.1	g51991
OG0000700	XP_013624963.1, XP_013585333.1, XP_013592316.1, XP_013591163.1, XP_013591225.1	g28045, g28051
OG0000701	XP_013633161.1, XP_013637339.1, XP_013632571.1	g53817
OG0000701	XP_013594452.1	g14277
OG0000702	XP_013614879.1	g52005
OG0000703	XP_013636491.1, XP_013631684.1	g37337
OG0000703	XP_013603613.1	g19066
OG0000703	XP_013631455.1	g19065
OG0000704	XP_013590352.1, XP_013600258.1, XP_013636260.1	g4789, g10133
OG0000705	XP_013621879.1	g37342
OG0000705	XP_013621859.1, XP_013587701.1, XP_013615221.1	g13022, g7512
OG0000706	XP_013634673.1, XP_013631736.1	g50800
OG0000706	XP_013618648.1, XP_013608807.1	g45222
OG0000707	XP_013631739.1, XP_013633597.1	g52160, g37530
OG0000707	XP_013612896.1, XP_013593543.1, XP_013616063.1	g10812
OG0000708	XP_013609649.1	g12089
OG0000708	XP_013586355.1	g12085, g12088, g12084, g12086, g12087, g12083
OG0000713	XP_013591442.1, XP_013623728.1, XP_013594277.1, XP_013615594.1, XP_013626489.1, XP_013624643.1, XP_013624395.1	g4632, g39532
OG0000715	XP_013596900.1	g18570
OG0000716	XP_013591741.1, XP_013629407.1	g36715
OG0000716	XP_013628698.1, XP_013612105.1, XP_013630543.1	g54319
OG0000717	XP_013602563.1, XP_013602104.1, XP_013583625.1	g31518
OG0000717	XP_013592142.1, XP_013615951.1	g45812
OG0000718	XP_013609926.1, XP_013621668.1, XP_013594255.1	g16643
OG0000719	XP_013608109.1, XP_013615654.1, XP_013626614.1, XP_013618935.1	g1309
OG0000719	XP_013619709.1	g1310
OG0000720	XP_013586599.1, XP_013604115.1, XP_013604116.1, XP_013635953.1	g18725, g18726, g18727, g18724
OG0000723	XP_013596247.1, XP_013618583.1, XP_013621295.1	g1518, g1520
OG0000724	XP_013605762.1, XP_013585667.1	g30842, g49434
OG0000726	XP_013608249.1	g4059
OG0000726	XP_013603651.1	g44626
OG0000728	XP_013621820.1	g45753
OG0000730	XP_013588377.1, XP_013615500.1	g46550
OG0000730	XP_013631289.1	g39816
OG0000730	XP_013585750.1	g31624
OG0000732	XP_013620018.1	g587
OG0000732	XP_013590652.1, XP_013619311.1, XP_013622677.1	g18655
OG0000734	XP_013608929.1, XP_013629993.1	g28342, g1326, g41169
OG0000736	XP_013618401.1, XP_013618637.1, XP_013607161.1	g50687, g39240
OG0000737	XP_013612334.1, XP_013614540.1	g39592
OG0000737	XP_013590963.1	g45240, g25475
OG0000738	XP_013609951.1	g29827
OG0000738	XP_013637326.1	g19214
OG0000740	XP_013592736.1, XP_013620875.1, XP_013592287.1	g46440
OG0000740	XP_013587239.1	g32883, g27873
OG0000741	XP_013590065.1, XP_013590112.1, XP_013620748.1	g46133, g44537
OG0000742	XP_013589036.1	g36539
OG0000742	XP_013609679.1	g36535
OG0000742	XP_013627381.1, XP_013627380.1	g28026
OG0000744	XP_013635492.1	g18713
OG0000745	XP_013630726.1, XP_013620281.1, XP_013598345.1	g47697
OG0000745	XP_013602280.1, XP_013594259.1	g23710
OG0000747	XP_013583315.1	g6993
OG0000747	XP_013600096.1, XP_013602000.1, XP_013583596.1	g49388, g30789, g26898
OG0000748	XP_013608221.1, XP_013610671.1, XP_013594418.1	g17396, g44135, g44131
OG0000749	XP_013594964.1	g10211
OG0000749	XP_013631628.1, XP_013604728.1	g4581
OG0000750	XP_013585116.1, XP_013596389.1, XP_013596399.1, XP_013627708.1, XP_013627186.1, XP_013627304.1, XP_013629208.1, XP_013629209.1, XP_013603201.1	g23088, g23092
OG0000751	XP_013589764.1, XP_013602641.1	g16954, g25974
OG0000761	XP_013606002.1	g6195
OG0000761	XP_013608373.1	g19417
OG0000762	XP_013635349.1	g12773
OG0000763	XP_013620205.1	g5274
OG0000763	XP_013628487.1, XP_013610157.1	g29359
OG0000764	XP_013604011.1, XP_013636933.1	g38506
OG0000764	XP_013616116.1	g29511
OG0000764	XP_013606521.1	g22739
OG0000766	XP_013625593.1	g28866, g807
OG0000766	XP_013583952.1	g3089
OG0000767	XP_013622971.1	g5584
OG0000767	XP_013606691.1, XP_013607099.1, XP_013608775.1	g5583, g1670
OG0000768	XP_013594783.1	g50704
OG0000768	XP_013609855.1, XP_013611709.1, XP_013606963.1	g45398
OG0000769	XP_013636569.1	g38177, g9749
OG0000770	XP_013602094.1, XP_013586471.1	g31913
OG0000770	XP_013598621.1	g50129
OG0000771	XP_013606086.1, XP_013598888.1	g19649
OG0000772	XP_013590476.1, XP_013591438.1, XP_013591440.1, XP_013620163.1, XP_013607997.1	g41820
OG0000772	XP_013636837.1, XP_013632161.1	g46750
OG0000774	XP_013597075.1	g6414
OG0000774	XP_013597955.1, XP_013600296.1	g47581
OG0000775	XP_013599105.1, XP_013584245.1	g27461
OG0000776	XP_013599399.1, XP_013602316.1	g31967
OG0000777	XP_013585301.1	g36973
OG0000777	XP_013633132.1	g12736
OG0000782	XP_013629485.1, XP_013636640.1	g24567
OG0000782	XP_013599510.1	g30936, g49502
OG0000783	XP_013627955.1, XP_013630533.1	g51317, g51340, g51316
OG0000784	XP_013625850.1	g50452, g50492
OG0000786	XP_013610268.1	g706
OG0000787	XP_013628975.1	g1090
OG0000787	XP_013595557.1, XP_013605290.1	g23718
OG0000787	XP_013636564.1	g11321
OG0000788	XP_013629202.1, XP_013598284.1	g18150
OG0000788	XP_013611470.1	g29776
OG0000789	XP_013602602.1	g19178
OG0000789	XP_013590653.1	g37224
OG0000790	XP_013593857.1, XP_013625643.1	g32229
OG0000790	XP_013613079.1, XP_013590931.1	g44869
OG0000791	XP_013590785.1, XP_013615587.1	g31729
OG0000793	XP_013638287.1	g12159
OG0000793	XP_013628861.1	g54285
OG0000793	XP_013636050.1	g52074
OG0000794	XP_013593107.1, XP_013619036.1, XP_013606622.1	g10410
OG0000795	XP_013589942.1, XP_013590019.1, XP_013618398.1, XP_013609525.1, XP_013602792.1	g44749
OG0000796	XP_013593219.1, XP_013615534.1, XP_013594916.1	g32196
OG0000797	XP_013630109.1	g2808
OG0000797	XP_013583286.1	g2807
OG0000799	XP_013588820.1	g36525
OG0000800	XP_013598620.1, XP_013602736.1	g17612
OG0000801	XP_013587865.1, XP_013605658.1	g1754
OG0000801	XP_013621785.1, XP_013620529.1	g39542
OG0000802	XP_013636152.1	g19102
OG0000803	XP_013627641.1, XP_013623541.1, XP_013630369.1, XP_013632185.1	g38223
OG0000803	XP_013632296.1	g37524
OG0000804	XP_013625818.1, XP_013616513.1	g7507, g2527
OG0000804	XP_013584364.1, XP_013584267.1	g13025
OG0000806	XP_013639199.1	g53643, g38564, g21523, g42181, g35103, g32971, g42285, g43204, g41932
OG0000806	XP_013633203.1, XP_013601107.1	g19898
OG0000813	XP_013587843.1	g6899, g13299
OG0000813	XP_013602934.1	g54336
OG0000814	XP_013601778.1, XP_013601845.1	g27166
OG0000817	XP_013606950.1	g29708
OG0000817	XP_013619727.1	g13113
OG0000818	XP_013606939.1, XP_013620353.1	g5834
OG0000818	XP_013622738.1	g5833
OG0000822	XP_013605253.1	g24320, g47203
OG0000824	XP_013626262.1, XP_013637992.1, XP_013637990.1	g11934
OG0000825	XP_013624223.1, XP_013586830.1	g6958
OG0000825	XP_013583301.1	g13279
OG0000826	XP_013603451.1	g31013
OG0000827	XP_013605130.1, XP_013611947.1	g41060
OG0000827	XP_013605500.1	g49716
OG0000827	XP_013584162.1	g27098
OG0000828	XP_013637687.1, XP_013625216.1	g27587
OG0000828	XP_013590364.1	g32151
OG0000829	XP_013619446.1, XP_013629247.1, XP_013619801.1	g11006
OG0000832	XP_013633577.1	g39999
OG0000832	XP_013603007.1	g2880
OG0000832	XP_013629824.1, XP_013614204.1	g1260
OG0000833	XP_013633313.1	g46873
OG0000834	XP_013584168.1, XP_013603168.1	g49354
OG0000834	XP_013602713.1	g49351
OG0000835	XP_013608077.1	g37905
OG0000836	XP_013595000.1	g18547, g18546
OG0000837	XP_013608343.1	g778
OG0000839	XP_013611602.1, XP_013630313.1	g29846, g5767
OG0000839	XP_013586897.1, XP_013612104.1	g7481
OG0000840	XP_013592777.1, XP_013626953.1, XP_013626570.1	g54357, g54355, g54356
OG0000841	XP_013606494.1, XP_013628289.1, XP_013628285.1, XP_013609536.1, XP_013615670.1, XP_013607310.1	g26701
OG0000842	XP_013591100.1, XP_013590136.1, XP_013639603.1, XP_013588704.1	g36403, g36381
OG0000843	XP_013601737.1	g1795
OG0000844	XP_013588318.1	g2152
OG0000844	XP_013626163.1, XP_013634401.1	g19031
OG0000845	XP_013616109.1, XP_013606961.1	g40312
OG0000845	XP_013587936.1, XP_013616082.1, XP_013610048.1	g27798, g32658
OG0000846	XP_013593251.1, XP_013594194.1, XP_013615540.1	g4864
OG0000847	XP_013589534.1	g28734
OG0000850	XP_013593751.1	g24753
OG0000851	XP_013596325.1	g48007
OG0000851	XP_013603018.1, XP_013592924.1	g38444
OG0000853	XP_013594671.1, XP_013603959.1, XP_013593290.1	g50344
OG0000857	XP_013589239.1	g46806
OG0000857	XP_013597121.1, XP_013608478.1, XP_013607590.1	g29451
OG0000858	XP_013614864.1, XP_013631023.1	g37044
OG0000859	XP_013608903.1	g28935
OG0000860	XP_013610242.1, XP_013597141.1, XP_013594354.1	g13766
OG0000861	XP_013619904.1, XP_013610718.1	g828
OG0000861	XP_013603397.1	g3011
OG0000861	XP_013603304.1, XP_013626598.1	g3012
OG0000863	XP_013592593.1, XP_013621472.1	g44317
OG0000863	XP_013629856.1, XP_013611283.1, XP_013587020.1	g13146
OG0000865	XP_013616480.1	g19586
OG0000867	XP_013612330.1, XP_013593146.1, XP_013620973.1	g10891, g40691
OG0000867	XP_013597709.1, XP_013604959.1, XP_013601619.1	g24255
OG0000868	XP_013593988.1, XP_013600342.1, XP_013597389.1	g2592
OG0000869	XP_013603509.1	g3375
OG0000869	XP_013627479.1, XP_013623788.1, XP_013623787.1, XP_013601655.1, XP_013623786.1, XP_013601656.1	g40440
OG0000870	XP_013590141.1, XP_013633622.1, XP_013602371.1	g2161
OG0000870	XP_013627129.1, XP_013619169.1	g29778
OG0000870	XP_013637894.1	g12365
OG0000871	XP_013588888.1, XP_013636869.1, XP_013622346.1, XP_013637246.1	g51643
OG0000871	XP_013588508.1, XP_013600413.1	g19181, g2336
OG0000872	XP_013609671.1	g52166
OG0000872	XP_013626777.1	g19425
OG0000872	XP_013635999.1, XP_013631280.1	g37548
OG0000873	XP_013627925.1, XP_013614849.1, XP_013623817.1, XP_013600760.1	g29149, g29151
OG0000874	XP_013603713.1, XP_013600552.1	g49875
OG0000874	XP_013603223.1, XP_013601464.1, XP_013603137.1	g31459, g53611
OG0000875	XP_013599489.1	g27797
OG0000876	XP_013594534.1, XP_013593974.1	g18479
OG0000882	XP_013585226.1	g27747
OG0000882	XP_013635951.1	g38007
OG0000882	XP_013593716.1	g50590
OG0000888	XP_013597417.1	g47313
OG0000889	XP_013638898.1	g47385
OG0000890	XP_013628233.1, XP_013583750.1, XP_013622745.1, XP_013606389.1, XP_013637446.1	g29042, g4923
OG0000894	XP_013605847.1	g19373, g2597
OG0000896	XP_013601411.1	g11274
OG0000896	XP_013589336.1	g11430, g26094, g37070, g37071, g37072
OG0000897	XP_013611649.1, XP_013629183.1, XP_013620700.1	g29666
OG0000897	XP_013586795.1, XP_013629344.1, XP_013611723.1	g13126, g7345, g12305
OG0000898	XP_013605962.1	g29730, g5640
OG0000898	XP_013586710.1	g12349
OG0000899	XP_013618228.1	g46468
OG0000899	XP_013592611.1	g46469
OG0000900	XP_013597346.1	g36677
OG0000901	XP_013627622.1, XP_013590932.1, XP_013584922.1	g2066
OG0000903	XP_013609800.1, XP_013622299.1	g23485
OG0000903	XP_013615079.1	g17010
OG0000904	XP_013608484.1, XP_013630534.1, XP_013587228.1	g6829, g11975
OG0000904	XP_013600845.1, XP_013592364.1, XP_013587696.1	g36401
OG0000905	XP_013632429.1	g17414
OG0000906	XP_013595231.1	g17236
OG0000906	XP_013639438.1	g23857
OG0000907	XP_013629398.1, XP_013584625.1	g7952
OG0000907	XP_013633722.1	g37537
OG0000908	XP_013631189.1, XP_013591938.1, XP_013599511.1	g11209, g1980, g18951
OG0000908	XP_013630985.1, XP_013636604.1, XP_013629085.1	g52055
OG0000910	XP_013625211.1, XP_013592136.1	g38113, g37307
OG0000911	XP_013599164.1, XP_013594784.1	g22703
OG0000911	XP_013603851.1, XP_013635601.1	g36959, g50882, g54088
OG0000912	XP_013619567.1, XP_013625529.1	g7695
OG0000912	XP_013617155.1, XP_013612252.1, XP_013616209.1, XP_013593602.1	g4794, g10126
OG0000913	XP_013637375.1, XP_013614383.1	g18093
OG0000913	XP_013630335.1, XP_013614755.1	g7867
OG0000914	XP_013622316.1, XP_013613035.1, XP_013621576.1	g25399
OG0000916	XP_013604000.1, XP_013605855.1	g31437
OG0000917	XP_013595882.1, XP_013602091.1	g27518
OG0000922	XP_013607163.1	g29369
OG0000923	XP_013629352.1, XP_013603457.1, XP_013621918.1	g2757
OG0000923	XP_013612985.1, XP_013620384.1, XP_013629060.1	g340
OG0000924	XP_013631773.1, XP_013593431.1	g50312
OG0000924	XP_013611213.1, XP_013622009.1	g29200
OG0000925	XP_013619186.1, XP_013595509.1	g18564
OG0000925	XP_013622243.1	g29481
OG0000926	XP_013622021.1, XP_013616337.1, XP_013615362.1, XP_013622336.1, XP_013612476.1	g23312
OG0000927	XP_013621833.1, XP_013611640.1, XP_013630262.1	g29713
OG0000928	XP_013631826.1, XP_013629101.1	g39900, g51220
OG0000928	XP_013583535.1	g31022
OG0000929	XP_013583529.1, XP_013604954.1	g37900, g26987, g31018, g49550
OG0000930	XP_013627864.1, XP_013623832.1, XP_013623831.1	g3079
OG0000931	XP_013590260.1, XP_013633621.1	g2212, g19095
OG0000932	XP_013593300.1, XP_013601160.1	g17066, g23580
OG0000932	XP_013638969.1	g50244
OG0000934	XP_013602214.1	g23730
OG0000934	XP_013611716.1	g39310
OG0000936	XP_013627316.1	g18231
OG0000939	XP_013600410.1	g27912
OG0000939	XP_013595455.1, XP_013638410.1	g50234
OG0000940	XP_013595884.1, XP_013589409.1	g23591
OG0000941	XP_013637281.1, XP_013633941.1, XP_013626597.1, XP_013599206.1, XP_013626217.1	g6533, g24536, g17723
OG0000944	XP_013602027.1	g2591
OG0000945	XP_013589189.1, XP_013624610.1, XP_013613388.1, XP_013617907.1	g43834, g14814
OG0000946	XP_013586398.1, XP_013586034.1	g31012
OG0000947	XP_013634525.1, XP_013627262.1, XP_013635169.1	g37763
OG0000947	XP_013604622.1, XP_013590895.1, XP_013634472.1	g18748
OG0000948	XP_013588400.1	g18992
OG0000949	XP_013602344.1, XP_013631919.1	g51777, g2220
OG0000949	XP_013637024.1, XP_013635370.1, XP_013628444.1	g37318
OG0000950	XP_013601543.1	g12941, g12477
OG0000951	XP_013601275.1, XP_013629179.1	g22969
OG0000951	XP_013597907.1, XP_013628812.1	g11622
OG0000952	XP_013620067.1	g27082
OG0000952	XP_013600718.1, XP_013600636.1	g49628, g49629
OG0000954	XP_013630271.1	g7801
OG0000955	XP_013585020.1, XP_013638977.1, XP_013638976.1, XP_013601829.1, XP_013605604.1, XP_013602397.1, XP_013605605.1, XP_013600364.1	g31477
OG0000957	XP_013608551.1, XP_013613042.1, XP_013608538.1	g22720
OG0000957	XP_013591011.1, XP_013596957.1	g18138
OG0000957	XP_013627804.1	g22721
OG0000958	XP_013624690.1	g27596
OG0000960	XP_013608366.1, XP_013626315.1	g31974, g24409, g23553, g44765, g31973, g15602
OG0000961	XP_013583381.1	g20030, g45642, g30453, g38811, g52354, g22432, g52383, g11698, g9442, g30757, g49880, g52189, g52365, g54395, g48536, g39003, g20576, g52706, g21251, g20597, g20035, g25706, g38809, g21000, g48039, g20766, g9379, g20488, g52464, g36771, g9528, g21431, g38812, g34162, g51798, g21010, g9551, g20040, g22062, g9371, g34145, g25146, g39082, g20041, g30490, g20481, g38937, g9495
OG0000962	XP_013609792.1, XP_013619439.1	g16672
OG0000963	XP_013626523.1, XP_013609069.1	g29281
OG0000963	XP_013630590.1	g14070
OG0000964	XP_013635506.1, XP_013632611.1, XP_013636047.1, XP_013635573.1, XP_013633325.1	g37911
OG0000965	XP_013596896.1, XP_013600301.1, XP_013587991.1	g47552, g23748
OG0000966	XP_013603953.1, XP_013600518.1, XP_013630250.1	g19445
OG0000967	XP_013597929.1, XP_013621349.1, XP_013635562.1, XP_013583600.1, XP_013627909.1	g602
OG0000968	XP_013614519.1	g41318
OG0000968	XP_013612535.1	g28800
OG0000968	XP_013612533.1	g28799
OG0000969	XP_013618711.1, XP_013619266.1	g1171
OG0000969	XP_013626264.1	g5642
OG0000970	XP_013614932.1, XP_013593700.1, XP_013599029.1, XP_013599028.1	g10457
OG0000971	XP_013609721.1, XP_013607084.1, XP_013618425.1	g43973
OG0000974	XP_013585559.1, XP_013625408.1, XP_013628267.1	g12335
OG0000975	XP_013632304.1, XP_013588824.1, XP_013600064.1	g2322
OG0000976	XP_013626792.1, XP_013623374.1	g26454
OG0000976	XP_013609027.1	g37017, g37018
OG0000978	XP_013625235.1, XP_013595276.1, XP_013601191.1, XP_013627273.1, XP_013583622.1, XP_013625177.1	g47886
OG0000979	XP_013589229.1, XP_013589227.1	g41683, g41660, g41662, g41633, g36993, g36966, g36967
OG0000980	XP_013615083.1	g10340
OG0000983	XP_013625486.1, XP_013621332.1, XP_013611217.1	g45719, g5064
OG0000984	XP_013615084.1, XP_013628175.1	g5091
OG0000984	XP_013636524.1, XP_013638607.1, XP_013621934.1	g7889
OG0000985	XP_013629558.1	g40140
OG0000985	XP_013586213.1, XP_013608113.1, XP_013629394.1	g6706, g11898
OG0000986	XP_013633497.1, XP_013625124.1	g51255
OG0000986	XP_013599942.1, XP_013585679.1	g30960
OG0000987	XP_013619373.1	g28366, g41220
OG0000987	XP_013623411.1	g879
OG0000987	XP_013596677.1, XP_013589215.1, XP_013603105.1	g17162
OG0000988	XP_013609909.1	g23705
OG0000988	XP_013635726.1	g23707, g23706
OG0000989	XP_013637413.1, XP_013622840.1	g38167, g37399
OG0000989	XP_013628652.1	g7437
OG0000991	XP_013620262.1, XP_013611258.1, XP_013632482.1, XP_013594735.1, XP_013596464.1, XP_013589296.1, XP_013617147.1	g22654
OG0000992	XP_013612668.1	g5587
OG0000992	XP_013608208.1	g1033
OG0000993	XP_013613178.1, XP_013622515.1, XP_013620072.1	g5792
OG0000993	XP_013622119.1, XP_013638748.1	g7494
OG0000994	XP_013639044.1, XP_013602800.1	g49952
OG0000994	XP_013639380.1	g27323
OG0000994	XP_013591250.1, XP_013616696.1, XP_013588819.1	g46568
OG0000995	XP_013592245.1	g44850
OG0000996	XP_013627470.1, XP_013589310.1, XP_013601572.1	g2912, g2937, g2933
OG0000997	XP_013594391.1	g32197
OG0000998	XP_013596199.1, XP_013606641.1	g6045
OG0000998	XP_013596590.1, XP_013624815.1	g22964, g47945
OG0001001	XP_013636224.1, XP_013636924.1	g37165
OG0001001	XP_013600896.1, XP_013590378.1, XP_013634855.1	g2397
OG0001001	XP_013603680.1	g51582
OG0001002	XP_013586557.1, XP_013624894.1	g6557
OG0001002	XP_013594156.1, XP_013619965.1	g47060
OG0001003	XP_013635350.1	g25184
OG0001003	XP_013635065.1	g16220
OG0001003	XP_013589246.1, XP_013633190.1	g46773
OG0001004	XP_013616611.1, XP_013617853.1, XP_013616612.1, XP_013596888.1, XP_013610382.1, XP_013609561.1	g10270
OG0001005	XP_013609942.1, XP_013595409.1	g40644, g10924
OG0001005	XP_013636046.1, XP_013593642.1, XP_013602039.1	g47245, g17514
OG0001007	XP_013629880.1	g17365
OG0001007	XP_013598366.1	g24033
OG0001007	XP_013628832.1, XP_013611104.1	g25539
OG0001008	XP_013614110.1, XP_013620895.1, XP_013633760.1, XP_013627177.1	g3287
OG0001009	XP_013631574.1	g2210
OG0001009	XP_013604632.1, XP_013605761.1	g19086
OG0001010	XP_013627199.1, XP_013598048.1, XP_013596686.1	g23477
OG0001010	XP_013603388.1, XP_013596766.1, XP_013610150.1	g13896
OG0001011	XP_013597067.1, XP_013610792.1	g10114, g4838, g18527
OG0001011	XP_013593235.1	g12522
OG0001012	XP_013590485.1, XP_013596815.1	g47639
OG0001013	XP_013629138.1, XP_013606143.1	g41449
OG0001013	XP_013614321.1, XP_013630505.1	g7660, g12501
OG0001015	XP_013608311.1, XP_013605042.1	g5942
OG0001015	XP_013596635.1, XP_013596640.1	g5941
OG0001016	XP_013585652.1, XP_013599963.1	g31167
OG0001016	XP_013611398.1, XP_013597008.1	g27062
OG0001017	XP_013638335.1	g32060
OG0001017	XP_013592877.1, XP_013621073.1, XP_013602908.1	g44683
OG0001018	XP_013627945.1, XP_013628030.1, XP_013597316.1	g47909, g47910
OG0001019	XP_013613921.1, XP_013632364.1, XP_013588919.1	g37254
OG0001022	XP_013632565.1	g23906
OG0001022	XP_013639377.1, XP_013607488.1, XP_013594749.1	g49314, g25459, g30766, g180
OG0001022	XP_013617939.1, XP_013613771.1	g53581
OG0001030	XP_013619588.1	g47151
OG0001031	XP_013611694.1, XP_013616623.1	g45664
OG0001031	XP_013588677.1, XP_013588674.1	g13606
OG0001032	XP_013622121.1, XP_013606071.1, XP_013620109.1	g29459
OG0001032	XP_013612974.1	g45562
OG0001032	XP_013598304.1	g10052
OG0001033	XP_013623509.1, XP_013588648.1, XP_013636717.1	g39943
OG0001034	XP_013634603.1, XP_013627488.1	g39793
OG0001034	XP_013602026.1, XP_013603195.1, XP_013600572.1	g26954
OG0001035	XP_013596333.1, XP_013628262.1	g14026, g38532
OG0001036	XP_013639481.1	g32424
OG0001037	XP_013635959.1	g36926
OG0001037	XP_013631113.1	g22456, g3733, g22455
OG0001038	XP_013619565.1, XP_013620206.1, XP_013609169.1	g10400
OG0001038	XP_013597340.1	g16485
OG0001039	XP_013612157.1, XP_013634115.1, XP_013618804.1	g18572
OG0001042	XP_013603838.1, XP_013603535.1	g2682, g19439
OG0001042	XP_013628301.1	g1352
OG0001043	XP_013619828.1, XP_013620036.1	g45573
OG0001043	XP_013610627.1, XP_013610905.1, XP_013610547.1, XP_013610751.1, XP_013627552.1, XP_013627097.1	g17845
OG0001043	XP_013627946.1	g45421, g45419
OG0001044	XP_013584958.1	g13098
OG0001044	XP_013627375.1, XP_013609991.1, XP_013620812.1	g29792, g5691
OG0001044	XP_013592850.1	g7431
OG0001045	XP_013592529.1, XP_013619039.1	g46369
OG0001045	XP_013599001.1, XP_013584715.1, XP_013605424.1	g27495, g50209
OG0001046	XP_013603008.1	g50165, g31961
OG0001046	XP_013590392.1, XP_013618548.1	g46291
OG0001047	XP_013596887.1, XP_013603139.1	g50115
OG0001047	XP_013590134.1, XP_013589815.1	g46230
OG0001048	XP_013589583.1, XP_013589585.1, XP_013589586.1, XP_013589596.1	g44964
