Orthogroup	Brassica_oleracea	Camelina_sativa
OG0002336	XP_013634555.1, XP_013610302.1	XP_010430267.1, XP_010418202.1
OG0002336	XP_013610636.1, XP_013635017.1	XP_010473443.1, XP_010418208.1, XP_010430269.1
OG0002337	XP_013608663.1	XP_010510986.1, XP_010414621.1, XP_010470168.1, XP_010510987.1, XP_010470169.1, XP_010414623.1
OG0002340	XP_013628788.1, XP_013598161.1	XP_010437573.1, XP_010432382.1, XP_010447041.1
OG0002341	XP_013595169.1, XP_013624905.1	XP_010447220.1, XP_010432541.1, XP_019087297.1, XP_010444985.1, XP_010444986.1, XP_010437745.1
OG0002342	XP_013597736.1, XP_013612605.1	XP_019092351.1, XP_010468619.1, XP_010488963.2, XP_010517398.1
OG0002343	XP_013603983.1, XP_013599138.1	XP_010438020.1, XP_010432844.1, XP_010447519.1
OG0002343	XP_013600090.1	XP_010429444.1, XP_010417219.1, XP_010472471.1
OG0002344	XP_013597323.1	XP_010438021.1, XP_010447518.1, XP_010432845.1
OG0002344	XP_013599493.1	XP_010417215.1, XP_010472468.1, XP_010429442.1
OG0002346	XP_013623060.1	XP_010443192.1, XP_010449765.1, XP_010483006.1
OG0002346	XP_013599294.1, XP_013614736.1	XP_010448232.1, XP_010438716.1, XP_010433462.1
OG0002352	XP_013626287.1	XP_010447720.1, XP_010438180.1, XP_010432988.1, XP_010436326.1, XP_010451104.2, XP_010438179.1
OG0002353	XP_013606754.1	XP_010453929.1, XP_010420453.1, XP_010492691.2
OG0002353	XP_013585273.1	XP_019099050.1, XP_010463779.1, XP_010485664.1
OG0002354	XP_013606746.1	XP_010453886.1, XP_010420414.1, XP_010492638.1
OG0002355	XP_013620486.1	XP_010424133.1, XP_010453885.1, XP_010492637.1, XP_010420413.1
OG0002356	XP_013611059.1, XP_013628546.1	XP_010492579.1, XP_010420366.1, XP_010453828.1
OG0002356	XP_013621970.1	XP_010485622.1, XP_010503203.1, XP_010463723.1
OG0002357	XP_013612369.1	XP_010452298.1, XP_010490903.1, XP_010423636.1
OG0002358	XP_013586124.1, XP_013628508.1	XP_010451879.1
OG0002358	XP_013620598.1, XP_013611591.1	XP_010420222.1
OG0002359	XP_013626720.1, XP_013610594.1	XP_010492365.1, XP_019083821.1
OG0002359	XP_013584200.1	XP_019096620.1, XP_010463577.1
OG0002360	XP_013584022.1, XP_013626509.1	XP_010460477.1, XP_010499190.1
OG0002361	XP_013596800.1	XP_010454834.1, XP_010493758.1
OG0002361	XP_013610999.1	XP_010491779.1, XP_010453126.1, XP_010419646.1
OG0002362	XP_013620675.1	XP_010484281.1, XP_010444440.1
OG0002362	XP_013606249.1	XP_010491636.1, XP_010422923.1, XP_010453001.1
OG0002363	XP_013629316.1, XP_013613244.1	XP_010423046.1, XP_010491506.1, XP_010452877.1
OG0002363	XP_013625413.1	XP_010484120.1, XP_010460858.1, XP_010444281.1
OG0002364	XP_013611203.1, XP_013597529.1	XP_010454648.1, XP_010493480.1
OG0002364	XP_013606545.1	XP_010491489.1
OG0002365	XP_013620318.1, XP_013618017.1, XP_013636194.1	XP_010491415.1, XP_010491414.1, XP_010423156.1, XP_010452762.1, XP_010452761.1, XP_010423155.1
OG0002366	XP_013627218.1	XP_010422528.1, XP_010430455.1
OG0002367	XP_013614183.1	XP_019101451.1, XP_010414412.1
OG0002368	XP_013583900.1	XP_010457592.1, XP_010475188.1
OG0002368	XP_013631527.1	XP_010469585.1, XP_010413993.1, XP_010510015.1
OG0002369	XP_013606589.1	XP_010481836.1, XP_010441996.1
OG0002369	XP_013604528.1, XP_013584453.1	XP_010457462.2, XP_010475074.1
OG0002370	XP_013608569.1, XP_013597906.1	XP_010481807.2, XP_010441966.2
OG0002370	XP_013602198.1	XP_010475059.1
OG0002371	XP_013639092.1	XP_010457396.1, XP_010475009.1, XP_010482529.1
OG0002371	XP_013619561.1	XP_010441914.1, XP_010481767.1, XP_010494425.1
OG0002372	XP_013599860.1, XP_013600199.1, XP_013599847.1	XP_010448389.1, XP_010433598.1, XP_010438841.1, XP_010448394.1, XP_010438844.1, XP_010433604.1
OG0002373	XP_013595130.1	XP_010470189.1, XP_010470186.1, XP_019082895.1, XP_019093258.1, XP_019082901.1, XP_010414616.1, XP_019100861.1, XP_019100860.1, XP_010418846.1, XP_019087047.1
OG0002375	XP_013616606.1, XP_013607224.1	XP_010502381.1, XP_010425159.1
OG0002377	XP_013615217.1, XP_013618469.1	XP_010425833.1, XP_010514732.1, XP_010503051.1
OG0002378	XP_013626804.1	XP_010514767.1, XP_010503080.1, XP_010425841.1
OG0002378	XP_013618670.1, XP_013625908.1	XP_010421015.1, XP_010493301.1, XP_010454490.1
OG0002379	XP_013630663.1	XP_010426127.1, XP_010503300.1, XP_010515008.1
OG0002379	XP_013616474.1, XP_013606755.1	XP_010483535.1, XP_010443664.1, XP_010454720.1
OG0002380	XP_013597783.1, XP_013628664.1	XP_010438032.1, XP_010447502.1, XP_010451794.1, XP_010443380.1, XP_010483206.1
OG0002381	XP_013630254.1	XP_010482984.1, XP_010443166.1, XP_010449567.1
OG0002381	XP_013605212.1, XP_013610899.1	XP_010438710.1, XP_010433452.1, XP_010448225.1
OG0002382	XP_013615605.1, XP_013609499.1	XP_010448429.1, XP_010443040.1, XP_010482869.1
OG0002382	XP_013638058.1	XP_010448164.1, XP_010433392.1, XP_010438645.1
OG0002383	XP_013600792.1, XP_013598475.1	XP_010438615.1, XP_010448134.1, XP_010433367.1
OG0002386	XP_013638721.1	XP_019092123.1, XP_010486076.1
OG0002386	XP_013625933.1	XP_010490980.1, XP_010423551.1, XP_010452364.1
OG0002387	XP_013612368.1	XP_010423637.1, XP_010452296.1, XP_010490902.1
OG0002387	XP_013638779.1	XP_010486617.1, XP_010481335.1, XP_010464686.1
OG0002388	XP_013636984.1	XP_010441331.1, XP_010447780.1, XP_010436115.1
OG0002388	XP_013611252.1	XP_010473675.1, XP_010418473.1, XP_010430539.1
OG0002389	XP_013585663.1	XP_010429772.1
OG0002390	XP_013591732.1	XP_010428844.1, XP_010416714.1, XP_010471958.1
OG0002390	XP_013603643.1	XP_010459907.1, XP_010477436.1
OG0002391	XP_013616634.1, XP_013592634.1, XP_013588291.1	XP_010471918.1, XP_010428806.1, XP_010416665.1
OG0002392	XP_013592116.1	XP_010471775.1
OG0002392	XP_013637670.1	XP_010459738.1, XP_010498487.1, XP_010477297.1
OG0002393	XP_013598728.1, XP_013639161.1	XP_010432260.1, XP_010446908.1, XP_019087280.1
OG0002393	XP_013595814.1	XP_010514804.1, XP_010467531.1, XP_010489389.1
OG0002394	XP_013594360.1	XP_010446831.1
OG0002394	XP_013627426.1, XP_013609057.1	XP_010489433.1, XP_019092374.1
OG0002395	XP_013611066.1, XP_013628951.1	XP_010465108.1, XP_010499897.1, XP_010487050.1
OG0002396	XP_013630013.1, XP_013585367.1	XP_010465239.1, XP_010501142.1, XP_010487147.1
OG0002397	XP_013584616.1	XP_010465273.1, XP_010501473.1, XP_010487180.1
OG0002397	XP_013590636.1	XP_010462328.1
OG0002398	XP_013587918.1, XP_013592792.1, XP_013622211.1	XP_010462202.1, XP_010500961.1, XP_010479877.1
OG0002399	XP_013627240.1	XP_010516847.1, XP_019091991.1, XP_010489202.1
OG0002399	XP_013627075.1	XP_010447066.1, XP_010437604.1, XP_010437603.1, XP_010432404.1
OG0002400	XP_013588375.1	XP_019096582.1, XP_010462156.2, XP_010479833.1
OG0002401	XP_013637225.1	XP_010516836.1, XP_010505156.1, XP_010509497.1
OG0002401	XP_013604513.1	XP_010515749.1, XP_010426896.1, XP_010504020.1
OG0002402	XP_013631383.1	XP_010435332.1
OG0002402	XP_013596808.1	XP_010466954.1, XP_019083598.1
OG0002403	XP_013597569.1, XP_013628446.1	XP_010497055.1, XP_010513796.1, XP_019098538.1, XP_010488603.1, XP_019092296.1
OG0002404	XP_013603794.1, XP_013635508.1	XP_010450192.1
OG0002404	XP_013597327.1	XP_010488519.1, XP_010513353.1, XP_010466819.1
OG0002405	XP_013603042.1, XP_013636581.1, XP_013605723.1	XP_010435198.1
OG0002405	XP_013636580.1, XP_013605791.1	XP_010450113.1, XP_010435199.1, XP_010450132.1
OG0002406	XP_013614285.1	XP_010440408.1, XP_010450005.1, XP_010435081.1, XP_010440409.1, XP_010435085.1
OG0002407	XP_013637663.1	XP_010449972.1, XP_010435049.1
OG0002407	XP_013583652.1	XP_010511345.1, XP_010466522.1
OG0002408	XP_013587876.1	XP_010476952.1, XP_010416118.1, XP_010471384.1, XP_010416117.1, XP_010428236.1
OG0002409	XP_013603333.1, XP_013602289.1	XP_010476966.1, XP_010498180.1
OG0002410	XP_013592033.1, XP_013591349.1	XP_010471516.1, XP_010428412.1
OG0002411	XP_013602043.1, XP_013600635.1	XP_010459514.1, XP_010498283.1, XP_010477071.1
OG0002411	XP_013590427.1	XP_010416300.1, XP_010428428.1
OG0002412	XP_013605191.1	XP_010459541.1, XP_010498298.1, XP_010477092.1
OG0002412	XP_013592641.1, XP_013589727.1	XP_010428467.1, XP_010416333.1
OG0002413	XP_013591686.1, XP_013620695.1, XP_013592021.1	XP_010511858.1, XP_010415479.1, XP_010470809.1, XP_019101866.1, XP_010426022.1, XP_010514918.1
OG0002414	XP_013595991.1, XP_013585930.1	XP_010477901.1
OG0002414	XP_013625278.1	XP_010499099.1
OG0002415	XP_013587375.1	XP_010460343.1, XP_010477890.1, XP_010499077.1
OG0002416	XP_013591496.1, XP_013591667.1	XP_010511882.1, XP_010474220.1
OG0002416	XP_013598222.1	XP_019091232.1, XP_010499079.1, XP_010477891.1
OG0002417	XP_013613945.1	XP_010499048.1, XP_010460319.1, XP_010477863.1
OG0002417	XP_013619073.1	XP_010470899.1, XP_010415558.1, XP_010511946.1
OG0002418	XP_013616224.1	XP_010511923.1, XP_010415524.1, XP_019093181.1
OG0002418	XP_013621562.1	XP_010470906.1, XP_010511952.1, XP_019083262.1
OG0002419	XP_013609660.1, XP_013593522.1	XP_010447962.1, XP_010433204.1, XP_010438431.1
OG0002420	XP_013634848.1	XP_019091733.1
OG0002420	XP_013612689.1, XP_013612832.1	XP_010473609.1, XP_010418390.1
OG0002421	XP_013633953.1, XP_013608960.1, XP_013636301.1	XP_010414989.1, XP_010480255.1, XP_010511285.1
OG0002422	XP_013596226.1, XP_013610691.1, XP_013618574.1	XP_019085794.1, XP_010514506.1, XP_010502806.1
OG0002422	XP_013633202.1	XP_010441163.1, XP_010435914.1, XP_010450682.2
OG0002423	XP_013613427.1	XP_010502624.1, XP_010425404.1, XP_010514346.1
OG0002424	XP_013631648.1	XP_010458551.1, XP_010492929.1, XP_010476078.1
OG0002425	XP_013620301.1	XP_010494748.1, XP_010441650.1
OG0002425	XP_013599052.1, XP_013596986.1	XP_010434526.1, XP_010439849.1, XP_010496228.1
OG0002426	XP_013612448.1, XP_013620718.1	XP_010441733.1, XP_010481593.1, XP_010494641.1
OG0002426	XP_013598511.1	XP_010449392.1, XP_010434447.1, XP_010439755.1
OG0002427	XP_013624727.1, XP_013626815.1, XP_013599211.1	XP_010478203.1, XP_010499358.1, XP_010460622.1
OG0002428	XP_013596840.1, XP_013597456.1	XP_010494997.1, XP_010441436.1, XP_010481303.1, XP_010447952.1, XP_010433198.1, XP_010497383.1, XP_010438423.1
OG0002429	XP_013602099.1	XP_010449621.1, XP_010434674.1, XP_010440011.1
OG0002429	XP_013608748.1	XP_010494972.1, XP_010441464.1, XP_019096038.1
OG0002430	XP_013611805.1	XP_010455544.1, XP_010422092.1, XP_010434997.1
OG0002430	XP_013598481.1	XP_010448704.1, XP_010439170.1, XP_010433903.1
OG0002431	XP_013584601.1	XP_010486012.1, XP_010464084.1, XP_010429082.1
OG0002432	XP_013586071.1, XP_013595978.1	XP_010448831.1, XP_010439279.1, XP_010433987.1
OG0002434	XP_013595469.1, XP_013616218.1	XP_010448868.1, XP_010434016.1, XP_010439311.1
OG0002435	XP_013608718.1	XP_010455710.1, XP_010422233.1, XP_010433251.1
OG0002436	XP_013593887.1, XP_013598635.1	XP_010448911.1, XP_010434063.1, XP_010439347.1
OG0002437	XP_013593330.1	XP_010481709.1, XP_010441826.1, XP_010494530.1
OG0002437	XP_013599244.1	XP_010439624.1, XP_010449260.1, XP_010434331.1
OG0002438	XP_013586709.1, XP_013586520.1	XP_010449140.1
OG0002438	XP_013598001.1	XP_019086697.1, XP_010439550.1
OG0002439	XP_013588603.1	XP_010482286.1, XP_010448582.1, XP_010433791.1, XP_010439061.1
OG0002440	XP_013613054.1	XP_010455865.1, XP_010422429.1, XP_010431445.1
OG0002440	XP_013637885.1	XP_010449113.1, XP_010434231.1, XP_010439515.1
OG0002441	XP_013621702.1	XP_010434166.1, XP_010439465.1, XP_010449042.1
OG0002441	XP_013593158.1	XP_010449046.1, XP_010434168.1, XP_010439462.1
OG0002443	XP_013592240.1, XP_013614809.1, XP_013614775.1, XP_013620676.1, XP_013591672.1	XP_010514852.1, XP_010503164.1, XP_010495848.1, XP_010503163.1, XP_010514856.1, XP_010495847.1, XP_010512789.1
OG0002444	XP_013609213.1, XP_013597998.1	XP_010452274.1
OG0002445	XP_013610889.1	XP_010474561.1, XP_010431665.1, XP_019093056.1, XP_010418039.1, XP_019085269.1
OG0002446	XP_013599871.1	XP_010512452.1, XP_010469042.1, XP_010413448.1
OG0002447	XP_013632049.1	XP_010508394.1, XP_010517943.1, XP_010506257.1
OG0002447	XP_013605933.1, XP_013615797.1	XP_010512233.1
OG0002448	XP_013590560.1, XP_013602702.1	XP_010500330.1, XP_010461620.1
OG0002449	XP_013591594.1, XP_013633537.1	XP_010427678.1, XP_010516424.1, XP_010504727.1, XP_010479644.1, XP_010500735.1
OG0002450	XP_013637278.1, XP_013628859.1	XP_010508659.1, XP_010517679.1
OG0002451	XP_013631808.1	XP_010508729.1, XP_010507680.1, XP_010517621.1
OG0002451	XP_013600798.1	XP_010516317.1, XP_010504630.1, XP_010427573.1
OG0002452	XP_013592562.1, XP_013614085.1, XP_013602434.1, XP_013614273.1	XP_010516305.1
OG0002453	XP_013637654.1	XP_010427097.1, XP_010515945.1, XP_010504223.1
OG0002453	XP_013602063.1	XP_010505522.1, XP_010509167.1
OG0002454	XP_013632258.1, XP_013625677.1	XP_010516951.1, XP_010509397.1
OG0002455	XP_013603807.1, XP_013590762.1, XP_013627737.1	XP_010504088.1, XP_010515820.1, XP_010412761.1, XP_010426969.1, XP_010518200.1, XP_010413386.1, XP_019094016.1, XP_010512501.1
OG0002456	XP_013614508.1, XP_013600454.1	XP_010505135.1, XP_010509515.1, XP_010516816.1
OG0002456	XP_013633637.1	XP_010504000.1, XP_010515721.1, XP_010426871.1
OG0002457	XP_013608107.1	XP_010446823.1, XP_010437380.1
OG0002457	XP_013622366.1, XP_013593419.1	XP_010489441.1, XP_010413224.1, XP_010467596.1
OG0002458	XP_013627018.1	XP_019096850.1, XP_010467647.1, XP_019098920.1
OG0002458	XP_013588106.1	XP_010432163.1, XP_010446771.1, XP_010437328.1
OG0002459	XP_013596174.1	XP_010446741.1, XP_010432134.2, XP_010437301.1
OG0002461	XP_013610124.1, XP_013595591.1, XP_013627920.1	XP_010438328.1, XP_010438330.1, XP_010438329.1, XP_010447881.1, XP_010433125.1
OG0002462	XP_013634784.1	XP_010517500.1, XP_010505806.1, XP_010508830.1
OG0002462	XP_013635103.1	XP_019099785.1
OG0002464	XP_013593830.1	XP_010433954.1, XP_010448786.1
OG0002464	XP_013621180.1, XP_013611664.1	XP_010455595.1, XP_010434128.1, XP_010422134.1
OG0002465	XP_013595189.1	XP_010432102.1, XP_010446715.1
OG0002465	XP_013636916.1	XP_010417099.1, XP_010472347.1, XP_010429303.1
OG0002466	XP_013599602.1	XP_019099365.1, XP_010478827.1
OG0002466	XP_013590698.1	XP_010478823.1, XP_010461224.1
OG0002467	XP_013620349.1	XP_010433735.1, XP_019090618.1, XP_010422182.1
OG0002467	XP_013617091.1	XP_010448845.1, XP_010433996.1, XP_010439289.1
OG0002468	XP_013596753.1	XP_010454979.1
OG0002468	XP_013628728.1, XP_013624134.1, XP_013587609.1, XP_013584526.1	XP_019096853.1, XP_010434418.1, XP_019092486.1
OG0002470	XP_013632423.1, XP_013636003.1	XP_010511362.1, XP_010470310.2
OG0002470	XP_013634360.1	XP_019100626.1, XP_019101181.1
OG0002471	XP_013635276.1	XP_010506360.1, XP_010508303.1
OG0002472	XP_013635724.1	XP_010517915.1, XP_010506230.1, XP_010508422.1
OG0002472	XP_013610571.1, XP_013597023.1	XP_010454697.1, XP_010493538.1, XP_010421216.1
OG0002473	XP_013628093.1	XP_010416503.1, XP_010463941.1, XP_010485838.1
OG0002474	XP_013630456.1, XP_013608205.1, XP_013617410.1, XP_013591668.1, XP_013613996.1	XP_010463944.1, XP_010485843.1, XP_010417092.1
OG0002475	XP_013622833.1, XP_013638433.1	XP_019093489.1, XP_019091986.1
OG0002475	XP_013624616.1	XP_019091984.1, XP_019093512.1, XP_019096126.1
OG0002476	XP_013585880.1, XP_013617252.1	XP_010486419.1, XP_010464132.1, XP_010464484.1
OG0002476	XP_013585882.1	XP_010464481.1, XP_010486417.1, XP_010463806.1
OG0002477	XP_013617572.1, XP_013623088.1	XP_010466520.1, XP_010486439.1, XP_010464510.1
OG0002478	XP_013587708.1, XP_013611633.1	XP_010452457.1, XP_010423458.1
OG0002479	XP_013593041.1, XP_013587241.1, XP_013635675.1	XP_010464978.1
OG0002480	XP_013596856.1	XP_010465270.1
OG0002481	XP_013591756.1, XP_013622096.1	XP_019099527.1, XP_010479988.1
OG0002483	XP_013602794.1, XP_013587755.1	XP_010465727.1, XP_010504868.1, XP_010487568.1, XP_010440185.1, XP_010434857.1, XP_010449817.1
OG0002484	XP_013626967.1	XP_019089137.1, XP_010445354.1
OG0002484	XP_013585556.1, XP_013619869.1	XP_010489198.1, XP_010516858.1
OG0002485	XP_013634212.1	XP_010435857.1, XP_010441085.1, XP_010445661.1, XP_010450778.1
OG0002485	XP_013636714.1, XP_013591094.1	XP_010450779.1, XP_010441084.1, XP_010435858.1
OG0002486	XP_013590111.1	XP_010415182.1, XP_010511464.1, XP_010470515.1
OG0002487	XP_013618858.1	XP_010415112.1, XP_010511116.1
OG0002487	XP_013591348.1, XP_013635419.1	XP_010435523.1, XP_010450459.1, XP_010440807.1
OG0002489	XP_013607165.1, XP_013613657.1, XP_013626106.1	XP_010420653.1, XP_010454127.1, XP_010492915.1
OG0002490	XP_013603507.1	XP_019085864.1
OG0002490	XP_013594141.1	XP_010426688.1, XP_019082460.1
OG0002491	XP_013601908.1	XP_010480949.1, XP_019091501.1, XP_010474654.1
OG0002491	XP_013590900.1	XP_010415791.1, XP_010427812.1, XP_010427912.1, XP_010471104.1
OG0002492	XP_013612085.1, XP_013605022.1	XP_010470273.1, XP_010418881.1, XP_010511098.1
OG0002492	XP_013638600.1	XP_010458269.1, XP_010490264.1, XP_010475815.1
OG0002493	XP_013599835.1, XP_013587682.1	XP_010458292.1, XP_010490391.1, XP_010475837.1
OG0002494	XP_013600784.1	XP_010475897.1
OG0002494	XP_013586875.1, XP_013586876.1	XP_010475898.1, XP_010458381.1
OG0002495	XP_013586085.1	XP_010476256.1, XP_010494648.1
OG0002496	XP_013613431.1	XP_010502597.1, XP_010425375.1
OG0002496	XP_013587019.1, XP_013601058.1	XP_010494747.1, XP_010476269.1
OG0002497	XP_013602246.1	XP_010495391.1, XP_010476360.1
OG0002497	XP_013613643.1	XP_010514167.1, XP_010425194.1, XP_010502423.1
OG0002498	XP_013609149.1	XP_019085949.1, XP_019102160.1, XP_019100035.1
OG0002498	XP_013638543.1, XP_013600158.1	XP_010458874.1, XP_010495720.1, XP_010476436.1
OG0002499	XP_013620910.1	XP_019102137.1, XP_019099999.1, XP_019085343.1
OG0002500	XP_013602001.1	XP_010476541.1, XP_010496455.1, XP_010458984.1
OG0002500	XP_013597698.1	XP_010424960.1, XP_010513916.1, XP_010496847.1
OG0002501	XP_013585659.1, XP_013602007.1, XP_013604161.1	XP_010476656.1, XP_010497310.1, XP_010459106.1
OG0002501	XP_013591451.1	XP_010429951.1, XP_010472923.1, XP_010417704.1
OG0002502	XP_013603132.1, XP_013621482.1	XP_010482356.1, XP_010442117.1, XP_010442530.1
OG0002503	XP_013584268.1, XP_013594133.1	XP_010477485.1, XP_010498694.1, XP_010459972.1
OG0002503	XP_013590872.1	XP_010472027.1, XP_010472026.1, XP_010428939.1, XP_010416791.1
OG0002504	XP_013600741.1, XP_013638685.1	XP_010498846.1, XP_010460124.1
OG0002504	XP_013619273.1	XP_010471046.1, XP_010415735.1, XP_010427829.1
OG0002505	XP_013595843.1, XP_013586909.1	XP_010498866.1, XP_010477650.1
OG0002505	XP_013592383.1	XP_010427817.1, XP_010471034.1
OG0002506	XP_013589749.1	XP_010415688.1, XP_010474250.1, XP_010512092.1
OG0002506	XP_013638005.1	XP_010460192.1, XP_010498940.1, XP_010477739.1
OG0002507	XP_013607806.1, XP_013630911.1	XP_010418153.1, XP_010430197.1, XP_019093936.1
OG0002508	XP_013623056.1	XP_010416845.1, XP_010472081.1, XP_010428999.1, XP_010472084.1, XP_010446385.1, XP_010436970.1
OG0002509	XP_013635195.1	XP_010416976.1, XP_010429137.1, XP_010472214.1
OG0002509	XP_013625585.1, XP_013623933.1, XP_013638280.1, XP_013593499.1	XP_010431962.1, XP_010437100.1, XP_010446537.1
OG0002510	XP_013624794.1, XP_013597948.1	XP_010437200.1, XP_019089697.1
OG0002510	XP_013604088.1	XP_010429229.1, XP_010417052.1, XP_010472294.1
OG0002511	XP_013619655.1	XP_010437234.1, XP_010446666.1, XP_010432064.1, XP_010497199.1
OG0002511	XP_013603160.1	XP_010429260.1, XP_010472316.1, XP_010417072.1
OG0002512	XP_013599236.1, XP_013637709.1	XP_010451021.1, XP_010444933.1, XP_010432078.1
OG0002512	XP_013633600.1	XP_010417086.1, XP_010472334.1, XP_010431584.1
OG0002513	XP_013623299.1, XP_013622567.1, XP_013594263.1, XP_013595771.1	XP_010446970.1, XP_010437514.1, XP_010432319.1
OG0002514	XP_013607907.1, XP_013599447.1, XP_013625052.1	XP_010432449.1, XP_010437655.1, XP_010447121.1
OG0002515	XP_013626147.1	XP_010447335.1, XP_010432656.1
OG0002515	XP_013609474.1	XP_010417365.1
OG0002516	XP_013602248.1	XP_010472532.1, XP_010417297.1, XP_010429525.1
OG0002516	XP_013636925.1	XP_010447437.1, XP_010437952.1, XP_010432770.1
OG0002517	XP_013587747.1, XP_013623376.1, XP_013598972.1	XP_019086204.1, XP_010451094.1, XP_010445032.1, XP_010445033.1, XP_019089533.1
OG0002518	XP_013618614.1	XP_019082774.1, XP_019093510.1, XP_010512101.1
OG0002518	XP_013585983.1	XP_010477727.1, XP_010498926.1, XP_010460177.1
OG0002519	XP_013600810.1, XP_013604308.1	XP_010438588.1, XP_010433346.1, XP_010448109.1
OG0002520	XP_013615721.1, XP_013615060.1	XP_010470547.1, XP_010415208.1
OG0002521	XP_013626821.1, XP_013628068.1	XP_010485118.1, XP_010442998.1
OG0002522	XP_013617877.1	XP_010431328.1, XP_010487931.2, XP_010412981.1, XP_010451454.1, XP_010440162.1, XP_010412491.1
OG0002523	XP_013622396.1	XP_010455323.1, XP_010421832.1, XP_010456801.1, XP_010435943.1, XP_010435933.1, XP_010455325.1
OG0002530	XP_013625459.1	XP_010447694.1, XP_010432965.1, XP_010438154.1
OG0002530	XP_013602274.1	XP_010472397.1, XP_010417141.1, XP_010429354.1
OG0002531	XP_013622363.1, XP_013629214.1	XP_010446394.1, XP_010436975.1, XP_010431828.1
OG0002532	XP_013630550.1	XP_010503276.1, XP_010514985.1, XP_010426101.1
OG0002533	XP_013600104.1	XP_010426356.1, XP_010515180.1
