Orthogroup	Brassica_oleracea	Arabidopsis_arenosa
OG0001784	XP_013626734.1, XP_013610579.1, XP_013619137.1	jg21819
OG0001785	XP_013622362.1, XP_013612061.1	jg21881
OG0001785	XP_013618608.1	jg9921
OG0001786	XP_013625813.1, XP_013595243.1	jg9917, jg9919, jg9918
OG0001787	XP_013600648.1, XP_013610748.1	jg20966
OG0001787	XP_013592044.1	jg32681
OG0001788	XP_013596944.1, XP_013639446.1	jg7104, jg7134, jg7129
OG0001789	XP_013628503.1, XP_013585924.1	jg31585
OG0001789	XP_013636038.1	jg18570
OG0001790	XP_013610094.1, XP_013618899.1, XP_013627678.1	jg23316
OG0001790	XP_013600734.1	jg14669
OG0001791	XP_013620512.1, XP_013584264.1	jg26374, jg25129
OG0001792	XP_013608620.1, XP_013608619.1	jg23245, jg23247
OG0001793	XP_013583740.1, XP_013622699.1	jg31251
OG0001793	XP_013584277.1	jg31252
OG0001794	XP_013619954.1	jg14746
OG0001794	XP_013593448.1	jg6245
OG0001795	XP_013597224.1	jg6499, jg6500
OG0001796	XP_013622426.1	jg14132
OG0001796	XP_013618492.1	jg6016
OG0001797	XP_013616204.1, XP_013622136.1	jg14141
OG0001797	XP_013607339.1, XP_013622098.1	jg6033
OG0001798	XP_013628264.1	jg14298
OG0001798	XP_013620699.1, XP_013611935.1	jg22983
OG0001800	XP_013622221.1	jg14469, jg22842
OG0001801	XP_013627624.1, XP_013610587.1, XP_013619818.1	jg22536, jg22539
OG0001802	XP_013616990.1, XP_013601277.1, XP_013616303.1, XP_013605999.1	jg22432
OG0001802	XP_013617378.1	jg9790
OG0001803	XP_013638380.1, XP_013636996.1	jg25131
OG0001803	XP_013625263.1	jg4424
OG0001804	XP_013625594.1, XP_013609531.1	jg4325
OG0001804	XP_013594014.1	jg28056
OG0001805	XP_013616660.1, XP_013584902.1	jg24993
OG0001805	XP_013606355.1	jg4202
OG0001806	XP_013596595.1	jg24964
OG0001806	XP_013613022.1, XP_013622313.1	jg4164
OG0001807	XP_013612736.1	jg4160
OG0001807	XP_013587612.1	jg24961
OG0001808	XP_013616240.1, XP_013610679.1	jg4050
OG0001809	XP_013593858.1, XP_013611670.1	jg13459
OG0001809	XP_013592576.1	jg12695
OG0001811	XP_013587632.1	jg30236
OG0001811	XP_013590188.1	jg3520
OG0001812	XP_013592724.1	jg3355
OG0001812	XP_013598783.1, XP_013587003.1	jg30675
OG0001813	XP_013585309.1	jg30660
OG0001814	XP_013592235.1	jg3333
OG0001814	XP_013599970.1, XP_013583832.1	jg30651
OG0001815	XP_013592872.1	jg3264
OG0001815	XP_013615337.1, XP_013586147.1, XP_013586148.1	jg30558
OG0001816	XP_013588510.1	jg2842
OG0001818	XP_013604809.1, XP_013586195.1	jg30462
OG0001818	XP_013591834.1	jg3163, jg3164
OG0001819	XP_013614521.1, XP_013593372.1	jg27886
OG0001819	XP_013637661.1, XP_013594061.1	jg8796
OG0001820	XP_013623390.1, XP_013597596.1	jg8733
OG0001820	XP_013596891.1	jg27922
OG0001821	XP_013633610.1, XP_013625236.1	jg18776
OG0001821	XP_013588265.1	jg15217
OG0001822	XP_013599150.1, XP_013613430.1	jg13341
OG0001822	XP_013621827.1, XP_013637482.1	jg18822
OG0001823	XP_013598871.1	jg11131
OG0001824	XP_013588126.1, XP_013621411.1, XP_013588594.1	jg2943
OG0001826	XP_013591385.1, XP_013591558.1	jg3090
OG0001826	XP_013585291.1	jg30392
OG0001827	XP_013595334.1, XP_013636314.1	jg9518
OG0001827	XP_013607252.1	jg28180
OG0001828	XP_013614494.1	jg31077
OG0001828	XP_013592810.1, XP_013612633.1	jg2539
OG0001829	XP_013607618.1	jg10755
OG0001829	XP_013614739.1, XP_013593304.1	jg20453
OG0001830	XP_013612109.1, XP_013598050.1	jg20541
OG0001830	XP_013598200.1, XP_013628959.1	jg10668
OG0001831	XP_013599803.1	jg29070
OG0001832	XP_013588384.1, XP_013622606.1, XP_013587834.1	jg33328
OG0001833	XP_013617552.1, XP_013637994.1	jg25659
OG0001833	XP_013625996.1, XP_013592401.1	jg33407
OG0001834	XP_013622148.1, XP_013632251.1	jg18537
OG0001834	XP_013621175.1	jg21940
OG0001836	XP_013631478.1	jg17976
OG0001836	XP_013605571.1	jg29090
OG0001837	XP_013596133.1, XP_013629044.1, XP_013629045.1, XP_013598408.1	jg27574
OG0001838	XP_013599422.1	jg27834
OG0001838	XP_013630727.1, XP_013611345.1	jg8821
OG0001839	XP_013606217.1	jg10110
OG0001839	XP_013606498.1	jg7468
OG0001840	XP_013598612.1, XP_013595175.1	jg10236
OG0001840	XP_013629538.1	jg7597
OG0001841	XP_013597377.1, XP_013635736.1	jg10579
OG0001842	XP_013586271.1	jg28643
OG0001842	XP_013611759.1	jg10535
OG0001843	XP_013611464.1	jg7806
OG0001843	XP_013630620.1	jg10460
OG0001844	XP_013609380.1	jg7761
OG0001844	XP_013601775.1, XP_013621704.1	jg10406
OG0001845	XP_013605373.1, XP_013614525.1	jg29176
OG0001846	XP_013602548.1	jg15673
OG0001846	XP_013634180.1	jg19419
OG0001847	XP_013588018.1, XP_013634316.1, XP_013604328.1, XP_013604330.1	jg20180
OG0001848	XP_013635192.1, XP_013603575.1, XP_013590731.1	jg16280
OG0001848	XP_013635255.1	jg20106
OG0001849	XP_013631110.1	jg16122
OG0001849	XP_013587926.1, XP_013630167.1	jg19903
OG0001850	XP_013632052.1	jg16086
OG0001850	XP_013637147.1	jg19840
OG0001851	XP_013605559.1, XP_013631449.1	jg16074
OG0001851	XP_013634661.1	jg19816
OG0001852	XP_013637178.1	jg16066
OG0001852	XP_013622057.1, XP_013637352.1	jg19785
OG0001853	XP_013626324.1	jg19769
OG0001853	XP_013604199.1, XP_013591734.1	jg16052
OG0001854	XP_013632936.1	jg16020
OG0001854	XP_013590724.1, XP_013632086.1	jg16018
OG0001855	XP_013636928.1, XP_013637012.1	jg19371
OG0001855	XP_013631426.1	jg15633
OG0001856	XP_013636231.1	jg19206
OG0001856	XP_013636520.1	jg15506
OG0001857	XP_013636442.1, XP_013636393.1, XP_013615383.1	jg15410
OG0001858	XP_013600779.1	jg15264
OG0001858	XP_013634320.1	jg18853
OG0001859	XP_013592039.1	jg8680
OG0001859	XP_013606254.1, XP_013622150.1	jg27993
OG0001860	XP_013609203.1	jg28030
OG0001861	XP_013591326.1	jg1997
OG0001861	XP_013616863.1	jg2006
OG0001862	XP_013635894.1, XP_013626238.1, XP_013615739.1	jg7655, jg7654
OG0001863	XP_013617476.1	jg7710
OG0001863	XP_013628412.1, XP_013610847.1	jg7709, jg7706, jg7708
OG0001864	XP_013636673.1, XP_013604408.1	jg16709
OG0001864	XP_013629650.1	jg8552
OG0001865	XP_013591449.1	jg32330
OG0001865	XP_013630220.1	jg7096, jg7149
OG0001866	XP_013604208.1	jg29348
OG0001866	XP_013587108.1	jg24772
OG0001867	XP_013621988.1, XP_013621990.1	jg19569, jg19570
OG0001868	XP_013613193.1	jg16710
OG0001868	XP_013632531.1	jg21416, jg21422
OG0001869	XP_013617016.1	jg30641
OG0001869	XP_013627096.1	jg19528
OG0001871	XP_013586938.1, XP_013637241.1, XP_013623592.1	jg24077
OG0001871	XP_013590615.1, XP_013623593.1, XP_013623594.1	jg24079, jg24078
OG0001872	XP_013584179.1	jg24542
OG0001872	XP_013596060.1	jg26612
OG0001873	XP_013602558.1, XP_013605525.1	jg29872
OG0001873	XP_013619723.1	jg13127
OG0001874	XP_013599740.1	jg17160
OG0001875	XP_013590191.1, XP_013613533.1	jg12535
OG0001875	XP_013609231.1, XP_013595617.1	jg13709
OG0001876	XP_013613516.1, XP_013613522.1	jg12520
OG0001877	XP_013634436.1	jg12343
OG0001877	XP_013613599.1, XP_013588538.1	jg2216
OG0001878	XP_013606490.1	jg8204
OG0001878	XP_013604169.1, XP_013586542.1	jg28459
OG0001879	XP_013639162.1	jg29470
OG0001879	XP_013600083.1, XP_013593681.1	jg9863
OG0001880	XP_013638288.1, XP_013600500.1	jg29476
OG0001880	XP_013605908.1	jg909
OG0001881	XP_013602185.1, XP_013583941.1	jg29643
OG0001881	XP_013633584.1, XP_013612898.1	jg686
OG0001882	XP_013601962.1, XP_013585011.1, XP_013602396.1	jg29646
OG0001882	XP_013605979.1	jg678
OG0001883	XP_013613991.1, XP_013608926.1	jg579
OG0001883	XP_013584384.1	jg29727
OG0001884	XP_013598506.1, XP_013621064.1	jg13222
OG0001884	XP_013605071.1, XP_013584394.1	jg29784
OG0001885	XP_013596599.1, XP_013606239.1	jg13058
OG0001885	XP_013600253.1, XP_013600194.1	jg29930
OG0001886	XP_013583916.1	jg30017
OG0001886	XP_013592729.1, XP_013605795.1	jg32974
OG0001888	XP_013587030.1, XP_013605915.1, XP_013605839.1	jg30254
OG0001890	XP_013599284.1	jg13050, jg13051
OG0001891	XP_013592476.1	jg2617
OG0001891	XP_013598060.1, XP_013585804.1	jg30992
OG0001892	XP_013623699.1	jg8533
OG0001892	XP_013639314.1	jg8534
OG0001893	XP_013601748.1, XP_013631069.1	jg17140
OG0001893	XP_013628458.1, XP_013602883.1	jg9149
OG0001894	XP_013625241.1, XP_013606402.1	jg27523
OG0001894	XP_013598757.1	jg8979
OG0001895	XP_013637734.1	jg9266
OG0001895	XP_013602791.1, XP_013631925.1	jg16927
OG0001896	XP_013630869.1, XP_013599669.1	jg16925
OG0001896	XP_013595696.1, XP_013586896.1	jg9269
OG0001897	XP_013601098.1	jg9308
OG0001897	XP_013633876.1, XP_013605509.1, XP_013636911.1	jg16891
OG0001899	XP_013626386.1, XP_013632660.1, XP_013633113.1, XP_013607527.1	jg12207, jg17387
OG0001900	XP_013590340.1	jg12561
OG0001900	XP_013619191.1, XP_013609367.1	jg13666
OG0001901	XP_013611046.1	jg4678
OG0001910	XP_013598027.1	jg9354
OG0001910	XP_013605457.1, XP_013636917.1	jg16859
OG0001911	XP_013631565.1	jg16870
OG0001911	XP_013599281.1	jg9340
OG0001912	XP_013618168.1	jg5465
OG0001912	XP_013633231.1, XP_013583760.1	jg24095
OG0001913	XP_013586942.1, XP_013602620.1, XP_013603212.1	jg9641
OG0001913	XP_013594526.1	jg24697
OG0001914	XP_013637208.1	jg24049
OG0001914	XP_013618743.1, XP_013608432.1	jg5407
OG0001915	XP_013621224.1, XP_013612480.1, XP_013625511.1	jg5162
OG0001916	XP_013625586.1	jg5802
OG0001916	XP_013611524.1, XP_013602050.1, XP_013622842.1	jg5073
OG0001917	XP_013611491.1	jg5050
OG0001917	XP_013623227.1, XP_013621342.1, XP_013606734.1	jg5812
OG0001918	XP_013621593.1, XP_013598732.1	jg6368
OG0001918	XP_013621246.1, XP_013609746.1	jg4903
OG0001919	XP_013610568.1, XP_013596839.1	jg6358
OG0001920	XP_013613612.1, XP_013623690.1, XP_013610480.1	jg23530
OG0001921	XP_013625796.1, XP_013606125.1	jg22345
OG0001922	XP_013630947.1	jg16707
OG0001922	XP_013612595.1, XP_013620271.1	jg4782
OG0001923	XP_013613314.1	jg4759
OG0001923	XP_013621839.1, XP_013612477.1	jg23417
OG0001924	XP_013599159.1	jg23065
OG0001925	XP_013631359.1	jg18100
OG0001926	XP_013634804.1	jg18108
OG0001927	XP_013599532.1, XP_013586793.1	jg28969
OG0001927	XP_013625656.1	jg18167
OG0001928	XP_013622780.1	jg27547
OG0001929	XP_013599943.1	jg28794
OG0001929	XP_013637065.1, XP_013631672.1, XP_013630774.1	jg18399
OG0001931	XP_013602541.1, XP_013605425.1	jg9916
OG0001931	XP_013630586.1	jg21888
OG0001932	XP_013634834.1	jg20055
OG0001932	XP_013637086.1	jg20054
OG0001932	XP_013635739.1	jg20053
OG0001934	XP_013618754.1, XP_013638003.1	jg31693
OG0001934	XP_013631034.1	jg18619
OG0001935	XP_013631274.1	jg18660
OG0001935	XP_013585466.1, XP_013600285.1, XP_013637824.1	jg31900
OG0001936	XP_013637331.1	jg18654
OG0001936	XP_013586301.1	jg31905
OG0001937	XP_013604687.1	jg14875
OG0001937	XP_013597540.1, XP_013613212.1	jg23656
OG0001938	XP_013620313.1, XP_013630128.1	jg23026
OG0001939	XP_013593322.1	jg6217, jg13926
OG0001939	XP_013603536.1	jg14710
OG0001940	XP_013628463.1, XP_013583913.1	jg9146
OG0001940	XP_013619289.1	jg6429
OG0001941	XP_013618172.1	jg22834
OG0001942	XP_013589985.1	jg14242
OG0001942	XP_013620030.1	jg6125
OG0001943	XP_013606685.1	jg22994
OG0001943	XP_013616917.1	jg14291
OG0001945	XP_013635891.1	jg927
OG0001945	XP_013612038.1	jg898
OG0001946	XP_013612467.1	jg22756
OG0001946	XP_013611585.1, XP_013630202.1	jg4539
OG0001947	XP_013599988.1	jg9882
OG0001948	XP_013594197.1, XP_013622194.1	jg9879
OG0001949	XP_013626606.1	jg27801
OG0001949	XP_013624360.1, XP_013596612.1	jg27802
OG0001950	XP_013634039.1	jg12451
OG0001950	XP_013609916.1, XP_013593782.1	jg13850
OG0001951	XP_013603637.1, XP_013599026.1	jg9805
OG0001951	XP_013606336.1, XP_013622357.1	jg22462
OG0001952	XP_013613295.1	jg22316
OG0001952	XP_013598848.1, XP_013604454.1, XP_013608490.1	jg9750
OG0001953	XP_013606290.1, XP_013612990.1	jg22291
OG0001953	XP_013610404.1	jg9734
OG0001954	XP_013611544.1, XP_013628367.1, XP_013586407.1	jg25182
OG0001954	XP_013606547.1	jg4520
OG0001955	XP_013606130.1	jg4435, jg4456
OG0001955	XP_013638267.1	jg25140
OG0001956	XP_013625945.1	jg25004
OG0001956	XP_013609138.1, XP_013626904.1	jg4233
OG0001957	XP_013586028.1	jg24916
OG0001957	XP_013622838.1	jg4094, jg8605
OG0001958	XP_013622527.1, XP_013606049.1	jg4061
OG0001958	XP_013594833.1	jg24909
OG0001959	XP_013617936.1	jg9076
OG0001960	XP_013611676.1, XP_013618157.1, XP_013593203.1	jg13473
OG0001961	XP_013584573.1	jg30064
OG0001961	XP_013590540.1, XP_013590818.1	jg3715
OG0001962	XP_013621397.1	jg3677
OG0001962	XP_013586939.1	jg30087
OG0001963	XP_013585957.1	jg30092
OG0001963	XP_013590155.1, XP_013621336.1	jg3669
OG0001964	XP_013583650.1	jg30116
OG0001964	XP_013588454.1	jg3641
OG0001965	XP_013599919.1, XP_013587668.1	jg30640
OG0001965	XP_013592799.1	jg3317
OG0001966	XP_013592252.1	jg8787
OG0001966	XP_013591069.1	jg8773
OG0001967	XP_013600137.1, XP_013584000.1	jg30599
OG0001967	XP_013588037.1	jg3290
OG0001968	XP_013590959.1	jg3246
OG0001969	XP_013598829.1	jg27850
OG0001969	XP_013628640.1, XP_013604944.1	jg8818
OG0001970	XP_013598780.1	jg27884
OG0001970	XP_013600295.1, XP_013593348.1	jg8797
OG0001971	XP_013625352.1, XP_013593684.1	jg27906
OG0001971	XP_013622904.1	jg8757
OG0001972	XP_013606637.1	jg27914
OG0001972	XP_013594899.1	jg8741
OG0001973	XP_013639549.1, XP_013638981.1	jg25405
OG0001973	XP_013588519.1	jg33650
OG0001974	XP_013628454.1, XP_013638630.1	jg25516
OG0001974	XP_013588649.1	jg33533
OG0001975	XP_013604347.1, XP_013591959.1, XP_013631188.1	jg15225, jg18794
OG0001977	XP_013633630.1	jg11458
OG0001977	XP_013638101.1	jg26685
OG0001978	XP_013628315.1, XP_013634428.1, XP_013584597.1	jg24053
OG0001979	XP_013602423.1	jg11308
OG0001979	XP_013625564.1, XP_013636218.1, XP_013638497.1	jg26546
OG0001980	XP_013607896.1	jg11292
OG0001980	XP_013630312.1, XP_013586582.1	jg26525
OG0001982	XP_013588646.1, XP_013605481.1	jg15578
OG0001982	XP_013636605.1	jg19282
OG0001983	XP_013591815.1, XP_013624654.1	jg14421
OG0001984	XP_013595815.1	jg13358
OG0001985	XP_013605949.1	jg20529
OG0001985	XP_013593432.1, XP_013597220.1	jg10678
OG0001986	XP_013600292.1, XP_013592903.1	jg33092, jg33094
OG0001986	XP_013638057.1	jg26065
OG0001987	XP_013590394.1	jg33230
OG0001987	XP_013622068.1, XP_013637835.1	jg26215
OG0001988	XP_013625315.1	jg33319
OG0001989	XP_013637995.1	jg25657
OG0001989	XP_013627331.1, XP_013592403.1, XP_013592585.1	jg33409
OG0001990	XP_013639416.1, XP_013601364.1, XP_013608034.1, XP_013613450.1, XP_013624296.1, XP_013594982.1, XP_013633075.1	jg27583
OG0001992	XP_013605597.1	jg10824
OG0001992	XP_013612311.1, XP_013598243.1	jg20386
OG0001993	XP_013609880.1	jg8088
OG0001993	XP_013639068.1, XP_013586613.1	jg28526
OG0001994	XP_013619433.1	jg7590
OG0001994	XP_013604319.1	jg10233
OG0001995	XP_013593386.1	jg10302
OG0001995	XP_013593388.1	jg10301
OG0001996	XP_013593165.1, XP_013619756.1, XP_013622721.1	jg10360, jg10361
OG0001997	XP_013612975.1	jg7782
OG0001997	XP_013607366.1	jg10439
OG0001998	XP_013603504.1	jg16368
OG0001998	XP_013635631.1, XP_013627089.1	jg20210
OG0001999	XP_013637233.1, XP_013632088.1	jg19936
OG0001999	XP_013602221.1, XP_013635618.1	jg16146
OG0002000	XP_013626709.1, XP_013634373.1	jg19876
OG0002000	XP_013591082.1, XP_013603111.1	jg16114
OG0002001	XP_013634088.1	jg16113
OG0002002	XP_013631697.1	jg16063
OG0002002	XP_013635136.1, XP_013637610.1	jg19778
OG0002003	XP_013605472.1	jg29440
OG0002003	XP_013605681.1	jg15813
OG0002004	XP_013635758.1	jg19442
OG0002004	XP_013604737.1, XP_013591516.1	jg15744
OG0002005	XP_013600950.1	jg9674
OG0002008	XP_013615655.1, XP_013632122.1, XP_013630892.1	jg19037, jg27542, jg19038
OG0002009	XP_013598579.1	jg15086
OG0002009	XP_013636470.1, XP_013637279.1	jg18988, jg19001
OG0002010	XP_013596342.1, XP_013596712.1	jg20277, jg20279
OG0002011	XP_013603322.1	jg16532
OG0002011	XP_013595824.1, XP_013636265.1	jg8353
OG0002012	XP_013610541.1	jg7318
OG0002013	XP_013625191.1	jg24478
OG0002013	XP_013615098.1, XP_013606557.1	jg6603
OG0002014	XP_013588017.1, XP_013637328.1, XP_013604326.1	jg16350
OG0002015	XP_013631621.1, XP_013633973.1	jg20171
OG0002015	XP_013590145.1, XP_013602078.1	jg16336
OG0002016	XP_013592573.1	jg25801
OG0002017	XP_013634380.1, XP_013634020.1	jg19506
OG0002017	XP_013603947.1	jg15822
OG0002018	XP_013584156.1	jg24426
OG0002018	XP_013588871.1	jg1497
OG0002020	XP_013594862.1, XP_013627849.1	jg25802
OG0002021	XP_013586991.1	jg25819
OG0002021	XP_013591550.1	jg32878
OG0002022	XP_013583295.1, XP_013613837.1	jg25847
OG0002022	XP_013604739.1, XP_013588497.1	jg32900
OG0002023	XP_013597790.1, XP_013609576.1	jg13772
OG0002023	XP_013633864.1	jg12495
OG0002024	XP_013633847.1	jg12191
OG0002025	XP_013586186.1, XP_013607579.1	jg26453
OG0002025	XP_013601873.1	jg11240
OG0002026	XP_013613681.1, XP_013612768.1	jg5711
OG0002026	XP_013613684.1, XP_013612771.1	jg5710
OG0002027	XP_013612012.1	jg8103
OG0002027	XP_013600347.1, XP_013587354.1	jg28466
OG0002028	XP_013628634.1	jg8132
OG0002028	XP_013583876.1, XP_013583671.1	jg28491
OG0002029	XP_013619650.1	jg8133
OG0002029	XP_013637940.1	jg28493
OG0002030	XP_013602595.1, XP_013583947.1	jg28575
OG0002030	XP_013627155.1	jg8003
OG0002031	XP_013630798.1	jg28890
OG0002032	XP_013609244.1	jg1360
OG0002032	XP_013614642.1	jg29297
OG0002033	XP_013586313.1	jg29452
OG0002033	XP_013612591.1	jg980
OG0002034	XP_013583511.1, XP_013601959.1, XP_013601931.1	jg29540
OG0002035	XP_013600541.1	jg29607
OG0002035	XP_013612607.1, XP_013606509.1	jg756
OG0002036	XP_013614483.1, XP_013613987.1	jg591
OG0002036	XP_013637732.1	jg29714
OG0002037	XP_013600566.1, XP_013638621.1, XP_013601064.1	jg29763
OG0002038	XP_013599843.1, XP_013638293.1, XP_013600188.1	jg29949
OG0002039	XP_013639242.1	jg30049, jg30048
OG0002040	XP_013639320.1	jg30664
OG0002040	XP_013639322.1	jg30674
OG0002041	XP_013584611.1	jg30888
OG0002041	XP_013587797.1, XP_013592892.1	jg2685
OG0002042	XP_013634921.1	jg12799
OG0002042	XP_013615359.1, XP_013610223.1, XP_013610100.1	jg406
OG0002043	XP_013637055.1, XP_013593185.1	jg8303, jg8296
OG0002044	XP_013622300.1	jg27764
OG0002045	XP_013621736.1, XP_013599108.1	jg9078
OG0002045	XP_013637310.1	jg17297
OG0002046	XP_013632599.1, XP_013632598.1	jg33245, jg17712, jg17714, jg17710, jg17709
OG0002047	XP_013602779.1, XP_013603523.1	jg14915, jg14914
OG0002048	XP_013612517.1	jg7327
OG0002056	XP_013625953.1	jg22795
OG0002056	XP_013629260.1	jg14511
OG0002057	XP_013599584.1	jg14613
OG0002057	XP_013629432.1	jg23250
OG0002058	XP_013605964.1	jg5658
OG0002058	XP_013584749.1, XP_013619637.1	jg24248
OG0002059	XP_013622954.1, XP_013615092.1	jg5655
OG0002059	XP_013620032.1	jg5283
OG0002060	XP_013610026.1, XP_013611359.1	jg5649
OG0002060	XP_013614125.1	jg5633
OG0002061	XP_013584116.1	jg24185
OG0002062	XP_013625345.1, XP_013608858.1	jg5509
OG0002062	XP_013584535.1	jg24124
OG0002063	XP_013630421.1, XP_013632804.1	jg24099
OG0002063	XP_013629350.1	jg5469
OG0002064	XP_013612903.1	jg5448
OG0002064	XP_013630756.1, XP_013585166.1	jg24082
OG0002065	XP_013618547.1	jg24069
OG0002065	XP_013612846.1	jg5429
OG0002066	XP_013628318.1	jg24061
OG0002067	XP_013618271.1, XP_013613188.1	jg5258
OG0002067	XP_013614033.1	jg23925
OG0002068	XP_013606162.1, XP_013625509.1	jg5167
OG0002068	XP_013625722.1	jg25206
OG0002069	XP_013611768.1, XP_013628826.1	jg5125
OG0002069	XP_013598053.1	jg31249
OG0002070	XP_013593576.1	jg6473
OG0002070	XP_013628976.1	jg4999
OG0002071	XP_013612399.1	jg20791
OG0002072	XP_013616026.1, XP_013630287.1, XP_013606242.1	jg23483
OG0002073	XP_013618577.1, XP_013611505.1, XP_013625025.1	jg4769
OG0002074	XP_013598288.1	jg23070
OG0002074	XP_013612445.1	jg4624
OG0002075	XP_013612308.1	jg7899
OG0002075	XP_013586653.1	jg28653
OG0002076	XP_013625063.1	jg17733
OG0002076	XP_013634922.1	jg17735
OG0002077	XP_013631438.1, XP_013633873.1	jg17791
OG0002077	XP_013638724.1	jg29164
OG0002078	XP_013635436.1	jg18267
OG0002079	XP_013586767.1	jg28866
OG0002079	XP_013635156.1	jg18297
OG0002080	XP_013612703.1, XP_013616298.1	jg20780
OG0002081	XP_013606052.1, XP_013631230.1	jg21021
OG0002081	XP_013600181.1	jg32752
OG0002082	XP_013587085.1	jg29911
OG0002082	XP_013616232.1	jg13079
OG0002083	XP_013613099.1, XP_013598748.1, XP_013621687.1	jg23714
OG0002083	XP_013627148.1	jg28006
OG0002084	XP_013603556.1	jg14856
OG0002084	XP_013596276.1	jg23637
OG0002085	XP_013622601.1, XP_013626305.1, XP_013619427.1	jg23497
OG0002087	XP_013600553.1	jg14810
OG0002087	XP_013593945.1	jg6332
OG0002088	XP_013618538.1	jg6346, jg6344, jg6343, jg6345
OG0002089	XP_013628713.1	jg13967
OG0002089	XP_013613307.1, XP_013616110.1	jg5913
OG0002090	XP_013625918.1, XP_013614229.1	jg6128
OG0002090	XP_013587455.1	jg14247
OG0002091	XP_013611645.1	jg22906
OG0002092	XP_013607316.1	jg9862
OG0002093	XP_013602581.1, XP_013614200.1	jg9847
OG0002093	XP_013606394.1	jg22583
OG0002094	XP_013596691.1, XP_013618879.1	jg9812
OG0002094	XP_013611487.1	jg22478
OG0002096	XP_013609438.1, XP_013620835.1	jg22313
OG0002096	XP_013600649.1	jg9748
OG0002097	XP_013619556.1	jg7942
OG0002097	XP_013585209.1	jg28622
OG0002098	XP_013620702.1	jg8916
OG0002099	XP_013618074.1, XP_013606631.1, XP_013622866.1	jg4334
OG0002100	XP_013611888.1	jg3905
OG0002100	XP_013586178.1, XP_013585187.1	jg24822
OG0002101	XP_013621811.1	jg24149
OG0002101	XP_013614162.1, XP_013621748.1	jg3883
OG0002102	XP_013592918.1	jg13424
OG0002102	XP_013631743.1	jg12707
OG0002103	XP_013590430.1	jg1013
OG0002103	XP_013605910.1, XP_013585515.1, XP_013585514.1	jg30007
OG0002104	XP_013604857.1, XP_013585649.1	jg30063
OG0002104	XP_013591990.1	jg3718
OG0002105	XP_013604406.1, XP_013583777.1	jg30108
OG0002105	XP_013592546.1	jg3656
