Orthogroup	Brassica_oleracea	Capsella_rubella
OG0003229	XP_013604042.1, XP_013584937.1	XP_023632920.1, XP_006305850.1
OG0003230	XP_013600854.1	XP_006283681.1
OG0003230	XP_013621552.1	XP_006302216.1
OG0003231	XP_013596305.1	XP_006292439.1
OG0003231	XP_013619343.1	XP_006291887.1
OG0003233	XP_013598410.1, XP_013625066.1	XP_023635267.1, XP_006301757.1
OG0003234	XP_013586528.1	XP_006303498.1
OG0003236	XP_013635155.1, XP_013600370.1	XP_006296193.1
OG0003237	XP_013596330.1, XP_013619546.1	XP_006291935.1
OG0003239	XP_013596319.1	XP_023638599.1
OG0003239	XP_013629364.1	XP_023638749.1
OG0003240	XP_013597467.1, XP_013597438.1	XP_006285552.1, XP_006284982.1
OG0003247	XP_013628916.1	XP_006290594.2
OG0003247	XP_013603198.1	XP_006281878.1
OG0003248	XP_013604989.1	XP_006290744.1
OG0003249	XP_013616098.1	XP_023638643.1
OG0003250	XP_013609999.1, XP_013626748.1	XP_006287626.1
OG0003251	XP_013606111.1, XP_013612922.1	XP_023642404.1
OG0003251	XP_013628017.1	XP_006287937.1
OG0003252	XP_013617902.1	XP_023635779.1
OG0003254	XP_013621877.1	XP_006287293.2
OG0003255	XP_013609933.1	XP_006288241.1
OG0003256	XP_013612271.1, XP_013628481.1	XP_023635899.1
OG0003257	XP_013622892.1, XP_013606296.1	XP_006298216.1
OG0003258	XP_013618601.1, XP_013625676.1	XP_023641456.1
OG0003259	XP_013636853.1	XP_006295188.1
OG0003260	XP_013637083.1, XP_013630190.1	XP_006294053.1
OG0003261	XP_013631130.1, XP_013631192.1, XP_013631547.1	XP_006295756.1
OG0003262	XP_013639047.1, XP_013585303.1	XP_006304341.1
OG0003262	XP_013634890.1	XP_006295298.1
OG0003263	XP_013639595.1, XP_013594292.1, XP_013590881.1	XP_006304698.1
OG0003266	XP_013584161.1, XP_013601991.1	XP_006305441.1
OG0003267	XP_013598069.1	XP_006305999.1
OG0003268	XP_013595030.1, XP_013588798.1	XP_006282090.1
OG0003269	XP_013628721.1, XP_013618320.1	XP_023635901.1
OG0003270	XP_013620443.1, XP_013603998.1, XP_013620012.1, XP_013628049.1, XP_013599160.1, XP_013601746.1	XP_023637229.1, XP_006279517.1
OG0003273	XP_013619379.1	XP_006291692.2
OG0003273	XP_013630610.1	XP_006288588.1
OG0003274	XP_013596191.1	XP_006285554.2
OG0003275	XP_013629035.1, XP_013629003.1, XP_013611055.1	XP_006296826.1
OG0003276	XP_013616950.1, XP_013623849.1, XP_013608263.1	XP_006281504.1, XP_006282808.1
OG0003277	XP_013637852.1, XP_013598721.1	XP_006282707.1
OG0003278	XP_013600017.1, XP_013601415.1	XP_006291199.1
OG0003279	XP_013629284.1	XP_006291513.1, XP_006279650.1
OG0003280	XP_013611499.1	XP_023637020.1
OG0003280	XP_013618798.1	XP_006288612.2
OG0003281	XP_013606293.1, XP_013620134.1	XP_023645574.1
OG0003282	XP_013625686.1, XP_013618927.1, XP_013589991.1, XP_013586686.1	XP_006304050.1
OG0003283	XP_013618150.1	XP_023640219.1, XP_023640065.1
OG0003285	XP_013595287.1, XP_013597144.1	XP_006284229.1
OG0003286	XP_013597656.1, XP_013590315.1, XP_013587751.1, XP_013596550.1	XP_006285709.1
OG0003287	XP_013588203.1, XP_013588687.1	XP_023632718.1, XP_006304762.1
OG0003289	XP_013599760.1	XP_006284124.1
OG0003290	XP_013585579.1	XP_023641087.1
OG0003290	XP_013602618.1	XP_023634958.1
OG0003291	XP_013610417.1	XP_006300350.1, XP_023642994.1
OG0003292	XP_013603948.1, XP_013585218.1	XP_023632826.1
OG0003292	XP_013589625.1	XP_006301116.1
OG0003293	XP_013589141.1	XP_006306335.1
OG0003293	XP_013624975.1	XP_023634341.1
OG0003294	XP_013584644.1, XP_013590010.1	XP_006298925.1
OG0003295	XP_013596396.1, XP_013593683.1	XP_006285662.1
OG0003297	XP_013627992.1	XP_023633471.1
OG0003298	XP_013597444.1	XP_006283107.1
OG0003299	XP_013628653.1	XP_006280024.1
OG0003300	XP_013591583.1	XP_006306893.1
OG0003301	XP_013604985.1	XP_006291300.1
OG0003303	XP_013637094.1	XP_006293281.1
OG0003304	XP_013599271.1	XP_006285228.1
OG0003305	XP_013609024.1	XP_006297868.1
OG0003306	XP_013599181.1, XP_013597997.1	XP_006280308.1
OG0003307	XP_013588345.1	XP_023633287.1, XP_006301528.2
OG0003308	XP_013626395.1	XP_006298890.1
OG0003309	XP_013627449.1, XP_013588108.1	XP_006303464.1
OG0003310	XP_013587823.1	XP_023646060.1
OG0003311	XP_013636455.1, XP_013623399.1, XP_013637098.1	XP_006293795.2
OG0003312	XP_013591778.1	XP_023643601.1
OG0003312	XP_013633862.1	XP_006294486.1
OG0003313	XP_013617435.1	XP_006284527.1
OG0003314	XP_013597363.1, XP_013586242.1, XP_013622822.1	XP_006298097.1
OG0003315	XP_013624312.1	XP_006287408.1
OG0003316	XP_013584446.1	XP_006296978.1
OG0003316	XP_013612414.1	XP_006286442.1
OG0003317	XP_013618091.1, XP_013594178.1	XP_006281079.1
OG0003318	XP_013638705.1, XP_013617790.1	XP_006299904.1, XP_006303507.1
OG0003319	XP_013586220.1, XP_013609528.1	XP_006299477.1
OG0003320	XP_013599854.1	XP_006304312.1
OG0003321	XP_013603993.1, XP_013592610.1	XP_006286223.1
OG0003322	XP_013635149.1	XP_006284765.1
OG0003322	XP_013596807.1	XP_006279460.1
OG0003323	XP_013615501.1	XP_006299050.1
OG0003324	XP_013596126.1	XP_006284105.1
OG0003324	XP_013583986.1	XP_006300101.1
OG0003325	XP_013612669.1	XP_006280141.2
OG0003326	XP_013603048.1, XP_013598609.1	XP_023638176.1
OG0003327	XP_013608711.1	XP_006288162.2
OG0003328	XP_013629961.1	XP_006287167.1
OG0003329	XP_013627651.1	XP_006286007.1
OG0003330	XP_013605553.1, XP_013585960.1	XP_006304695.2
OG0003330	XP_013610583.1	XP_023640037.1
OG0003331	XP_013611858.1	XP_023642959.1
OG0003331	XP_013586543.1	XP_006303742.1
OG0003332	XP_013602028.1, XP_013594619.1	XP_006303274.1
OG0003332	XP_013595615.1	XP_006291681.1
OG0003333	XP_013600383.1	XP_006302718.2
OG0003333	XP_013601816.1, XP_013583790.1	XP_023645173.1
OG0003334	XP_013584344.1, XP_013584274.1, XP_013600307.1, XP_013603207.1	XP_023644977.1
OG0003335	XP_013593319.1, XP_013587156.1	XP_006304111.1
OG0003336	XP_013592978.1	XP_006304593.1
OG0003336	XP_013587762.1	XP_006301571.1
OG0003337	XP_013587289.1	XP_006300411.1
OG0003337	XP_013605807.1	XP_006307091.1
OG0003338	XP_013591291.1, XP_013591580.1	XP_006304840.1, XP_006300378.1
OG0003339	XP_013617944.1	XP_023645728.1
OG0003339	XP_013609647.1, XP_013609452.1	XP_023641587.1
OG0003340	XP_013615958.1	XP_006284779.2
OG0003341	XP_013618833.1, XP_013596459.1	XP_006286804.1
OG0003342	XP_013618506.1	XP_006300565.1
OG0003342	XP_013636454.1	XP_023634714.1
OG0003343	XP_013594086.1	XP_006285671.2, XP_006284994.1
OG0003347	XP_013630706.1, XP_013593542.1, XP_013637586.1, XP_013594202.1	XP_006283798.1
OG0003348	XP_013627999.1, XP_013596503.1, XP_013594692.1, XP_013591373.1, XP_013627866.1	XP_023635387.1, XP_006284838.2, XP_023635515.1, XP_023635545.1
OG0003349	XP_013610866.1	XP_006306357.1
OG0003349	XP_013598221.1	XP_006284362.1
OG0003350	XP_013599173.1, XP_013604699.1, XP_013621886.1	XP_023634527.1
OG0003351	XP_013589975.1, XP_013620859.1	XP_023643260.1, XP_006302084.1
OG0003352	XP_013623337.1	XP_006305119.1
OG0003353	XP_013604996.1, XP_013597203.1	XP_006283362.1
OG0003354	XP_013614582.1	XP_023632706.1
OG0003356	XP_013614712.1	XP_006304487.1
OG0003358	XP_013616988.1, XP_013607638.1, XP_013639594.1	XP_023643686.1, XP_023633323.1
OG0003364	XP_013618566.1	XP_006292147.1
OG0003364	XP_013632284.1, XP_013590301.1	XP_023635411.1
OG0003366	XP_013628661.1	XP_023645113.1
OG0003366	XP_013627943.1, XP_013585503.1, XP_013590743.1	XP_023641803.1
OG0003367	XP_013593035.1	XP_023642795.1
OG0003372	XP_013616779.1, XP_013604323.1	XP_006291376.1
OG0003373	XP_013585733.1	XP_023632828.1
OG0003374	XP_013584260.1	XP_006305007.1
OG0003375	XP_013637877.1, XP_013617073.1	XP_006280724.1
OG0003378	XP_013606169.1	XP_006287900.1
OG0003381	XP_013612647.1	XP_023636286.1
OG0003381	XP_013630806.1	XP_023641282.1
OG0003382	XP_013619962.1	XP_006301885.1
OG0003383	XP_013622688.1	XP_023636804.1
OG0003383	XP_013598733.1	XP_006289020.1
OG0003384	XP_013629811.1, XP_013592943.1	XP_006284847.1
OG0003385	XP_013602446.1, XP_013609416.1	XP_006286595.1
OG0003386	XP_013629401.1	XP_023637696.1
OG0003387	XP_013618742.1	XP_006284118.1
OG0003388	XP_013616979.1	XP_006283344.1
OG0003389	XP_013604312.1, XP_013585438.1	XP_006294453.1, XP_006296486.1
OG0003390	XP_013634405.1, XP_013634327.1	XP_006296399.1
OG0003392	XP_013620882.1, XP_013596349.1	XP_006281468.1, XP_006279075.1, XP_006282361.1
OG0003393	XP_013631880.1	XP_023640129.1
OG0003393	XP_013638487.1	XP_023645076.1
OG0003394	XP_013625692.1, XP_013631824.1	XP_006294720.1
OG0003395	XP_013619717.1	XP_006281700.1
OG0003395	XP_013629467.1, XP_013603752.1	XP_006292387.1
OG0003396	XP_013610910.1	XP_006281236.1, XP_006288819.1
OG0003397	XP_013625288.1, XP_013636914.1, XP_013595981.1, XP_013629305.1	XP_006284186.1
OG0003398	XP_013620013.1	XP_006282047.1
OG0003399	XP_013618921.1, XP_013590630.1, XP_013610352.1	XP_006295190.1, XP_023644146.1
OG0003400	XP_013618338.1	XP_006281091.1
OG0003400	XP_013608621.1, XP_013625467.1	XP_006291853.1
OG0003401	XP_013619754.1	XP_023636972.1
OG0003402	XP_013620479.1, XP_013608983.1	XP_023635957.1
OG0003404	XP_013622712.1	XP_006281061.1, XP_006292640.2
OG0003405	XP_013628295.1, XP_013612471.1	XP_006280241.1
OG0003408	XP_013628260.1, XP_013616351.1, XP_013611032.1, XP_013612406.1	XP_006289738.1
OG0003409	XP_013623744.1	XP_023637644.1
OG0003409	XP_013623743.1	XP_006289900.1
OG0003410	XP_013625554.1	XP_006288935.1
OG0003411	XP_013617637.1	XP_023637643.1, XP_023642056.1
OG0003412	XP_013628808.1, XP_013586333.1	XP_006299577.1
OG0003413	XP_013633915.1	XP_006297382.2
OG0003414	XP_013620374.1, XP_013592071.1	XP_006300751.1
OG0003415	XP_013593978.1, XP_013614669.1, XP_013622789.1	XP_006283385.1
OG0003416	XP_013591903.1, XP_013614461.1	XP_023642887.1, XP_023642884.1
OG0003417	XP_013587999.1, XP_013622711.1, XP_013588247.1	XP_006306215.1
OG0003418	XP_013620397.1	XP_006304511.2
OG0003419	XP_013613493.1	XP_006304589.1, XP_006306238.1, XP_023645013.1
OG0003421	XP_013606752.1, XP_013598938.1	XP_006296836.1
OG0003422	XP_013600634.1	XP_006295445.1
OG0003422	XP_013595810.1	XP_023633708.1
OG0003423	XP_013592359.1	XP_006302211.1, XP_023641919.1
OG0003423	XP_013598753.1	XP_006297558.1, XP_006300152.2
OG0003424	XP_013608843.1, XP_013593982.1	XP_006291518.1
OG0003425	XP_013597600.1	XP_006305767.1
OG0003426	XP_013598581.1, XP_013620913.1	XP_023633850.1
OG0003427	XP_013592589.1, XP_013588555.1	XP_023645116.1
OG0003428	XP_013592882.1	XP_023645117.1
OG0003428	XP_013585345.1	XP_006299117.1
OG0003429	XP_013592805.1	XP_006303704.1
OG0003429	XP_013593461.1	XP_006299729.1
OG0003430	XP_013593002.1	XP_006293097.1
OG0003430	XP_013613544.1	XP_006284328.1
OG0003431	XP_013624282.1, XP_013597102.1	XP_006285421.1
OG0003432	XP_013619547.1	XP_006282475.2
OG0003433	XP_013596481.1	XP_006293138.1
OG0003434	XP_013607205.1, XP_013622636.1	XP_006280448.1, XP_006281528.1
OG0003435	XP_013613914.1, XP_013615015.1	XP_023639926.1
OG0003437	XP_013606074.1	XP_023633839.1
OG0003438	XP_013622370.1, XP_013600913.1, XP_013596195.1	XP_006284391.1
OG0003439	XP_013592953.1	XP_023641255.1
OG0003440	XP_013627337.1, XP_013586482.1, XP_013589293.1, XP_013588853.1	XP_006284492.1
OG0003441	XP_013604864.1, XP_013589812.1	XP_006284570.1, XP_006303289.2
OG0003442	XP_013634054.1	XP_023637885.1
OG0003442	XP_013633988.1	XP_023639457.1
OG0003443	XP_013599889.1, XP_013631297.1, XP_013591648.1	XP_006296390.1, XP_006290420.1
OG0003445	XP_013614082.1, XP_013614084.1	XP_006291310.1, XP_006291314.1
OG0003446	XP_013635181.1	XP_006295954.1
OG0003447	XP_013626784.1, XP_013594223.1	XP_023642208.1
OG0003448	XP_013616644.1, XP_013625697.1, XP_013593497.1	XP_006298053.1
OG0003449	XP_013611335.1, XP_013629705.1, XP_013622715.1	XP_023635345.1
OG0003450	XP_013602018.1, XP_013634568.1	XP_006284091.1
OG0003452	XP_013612184.1	XP_006287803.2
OG0003452	XP_013588160.1	XP_006303649.1
OG0003453	XP_013635095.1, XP_013635744.1	XP_006293429.1
OG0003454	XP_013632171.1, XP_013634235.1	XP_006294557.1, XP_006298115.1
OG0003455	XP_013627673.1, XP_013637319.1, XP_013634901.1	XP_006295550.1
OG0003456	XP_013625667.1	XP_006295040.1
OG0003457	XP_013628877.1	XP_006295513.2
OG0003457	XP_013633583.1	XP_006291607.1
OG0003458	XP_013632410.1	XP_006294880.1, XP_023640711.1
OG0003459	XP_013614318.1	XP_006289567.1
OG0003461	XP_013623370.1	XP_006296625.1
OG0003462	XP_013629775.1, XP_013586893.1	XP_006296653.1
OG0003463	XP_013638201.1	XP_006292644.1
OG0003464	XP_013611705.1, XP_013587225.1, XP_013630809.1	XP_023641496.1
OG0003465	XP_013619976.1, XP_013627979.1, XP_013638036.1, XP_013583374.1	XP_006299806.1
OG0003466	XP_013637068.1, XP_013638762.1	XP_006299764.1, XP_006300164.1
OG0003467	XP_013627162.1	XP_006300242.1
OG0003468	XP_013599457.1, XP_013614065.1	XP_006286134.2, XP_006286102.1
OG0003469	XP_013607016.1	XP_023634629.1
OG0003470	XP_013609930.1	XP_006300956.2
OG0003471	XP_013600001.1	XP_023645368.1
OG0003472	XP_013603167.1, XP_013615692.1, XP_013583798.1	XP_006303836.1
OG0003473	XP_013602918.1, XP_013584456.1	XP_006303181.1
OG0003474	XP_013618818.1	XP_006300469.2
OG0003475	XP_013637905.1	XP_006303147.1
OG0003476	XP_013601063.1	XP_006304591.1, XP_006291421.1
OG0003477	XP_013586480.1, XP_013604177.1	XP_023632726.1
OG0003479	XP_013635175.1	XP_023635161.1, XP_023635162.1
OG0003480	XP_013612788.1	XP_006281281.1
OG0003481	XP_013595275.1, XP_013618156.1	XP_006281527.1, XP_023637622.1, XP_006284544.2
OG0003482	XP_013585553.1	XP_006296857.1
OG0003482	XP_013628810.1	XP_006283034.1
OG0003483	XP_013616143.1, XP_013597830.1	XP_006294579.1
OG0003484	XP_013593320.1	XP_006283464.1
OG0003485	XP_013600744.1	XP_023635598.1
OG0003486	XP_013617943.1, XP_013622572.1, XP_013595465.1	XP_023633687.1
OG0003487	XP_013589231.1, XP_013627112.1, XP_013599000.1	XP_006284859.1
OG0003488	XP_013599825.1	XP_006295476.1
OG0003494	XP_013591013.1, XP_013627577.1, XP_013590971.1, XP_013614725.1, XP_013624968.1	XP_023645943.1
OG0003496	XP_013624366.1	XP_006300929.1, XP_006301393.1, XP_006300988.1, XP_006300969.1
OG0003497	XP_013589939.1, XP_013618673.1	XP_023643170.1, XP_023645946.1, XP_023643807.1, XP_006301976.1
OG0003503	XP_013635766.1	XP_006292363.1, XP_023638035.1, XP_023639184.1, XP_006292866.1, XP_023639088.1
OG0003505	XP_013597427.1, XP_013595834.1, XP_013639475.1	XP_023632921.1
OG0003512	XP_013626608.1	XP_006291236.1, XP_023640292.1
OG0003514	XP_013620312.1	XP_006289380.1
OG0003515	XP_013612153.1	XP_006287120.1
OG0003515	XP_013619394.1, XP_013639270.1	XP_006303166.2
OG0003516	XP_013626846.1, XP_013606187.1	XP_023637151.1
OG0003516	XP_013607518.1	XP_023637122.1
OG0003517	XP_013611569.1	XP_023635902.1
OG0003517	XP_013638480.1	XP_023642320.1
OG0003518	XP_013604078.1, XP_013609731.1	XP_023638584.1
OG0003519	XP_013597932.1	XP_006280926.1
OG0003521	XP_013631783.1	XP_006294624.1
OG0003522	XP_013631710.1	XP_023639902.1, XP_023639889.1
OG0003523	XP_013636763.1, XP_013630850.1	XP_006294728.1, XP_006294768.1
OG0003525	XP_013634151.1	XP_006295266.1
OG0003527	XP_013633494.1	XP_006293642.1
OG0003528	XP_013623909.1, XP_013632043.1	XP_023640266.1
OG0003529	XP_013630914.1, XP_013622580.1	XP_006294604.1
OG0003530	XP_013593741.1	XP_006304378.2, XP_023639403.1
OG0003531	XP_013594614.1, XP_013598179.1	XP_023633108.1
OG0003532	XP_013600250.1, XP_013603555.1	XP_006289817.1, XP_006306300.1
OG0003533	XP_013619376.1	XP_023635441.1
OG0003534	XP_013598571.1, XP_013596844.1, XP_013632221.1, XP_013597184.1	XP_023633449.1, XP_006287510.2
OG0003535	XP_013630182.1	XP_023639731.1
OG0003536	XP_013627093.1, XP_013625453.1, XP_013618111.1	XP_006281076.2
OG0003537	XP_013618900.1, XP_013630819.1	XP_023640284.1, XP_006279767.1
OG0003538	XP_013598863.1	XP_006287441.2, XP_023637548.1
OG0003540	XP_013618910.1	XP_006289997.1
OG0003541	XP_013610454.1, XP_013610467.1	XP_006281674.1, XP_006279833.1
OG0003542	XP_013590588.1	XP_006300893.1, XP_006289010.1
OG0003543	XP_013609766.1, XP_013616581.1	XP_006281623.1, XP_006281852.1
OG0003544	XP_013618245.1	XP_006280964.2
OG0003545	XP_013606110.1, XP_013622006.1, XP_013621673.1	XP_006279634.1
OG0003546	XP_013621098.1, XP_013612747.1, XP_013627379.1, XP_013623851.1	XP_006279594.1
OG0003547	XP_013584860.1	XP_006304810.2
OG0003548	XP_013628849.1, XP_013621649.1, XP_013613197.1	XP_006280688.1
OG0003549	XP_013627368.1, XP_013610469.1	XP_023634973.1, XP_023634260.1, XP_006289816.1
OG0003550	XP_013606366.1	XP_023635953.1
OG0003551	XP_013628598.1, XP_013620142.1	XP_006289427.1
OG0003552	XP_013606829.1	XP_006296706.1
OG0003553	XP_013608556.1, XP_013608557.1, XP_013608555.1, XP_013608558.1	XP_023637457.1
OG0003554	XP_013595321.1	XP_023638535.1
OG0003555	XP_013590548.1, XP_013590839.1	XP_006301720.1
OG0003556	XP_013586722.1, XP_013599612.1, XP_013588000.1	XP_006307235.1
OG0003557	XP_013592997.1, XP_013606135.1, XP_013622114.1	XP_006285055.1
OG0003558	XP_013584887.1, XP_013591155.1	XP_006304908.2
OG0003559	XP_013634816.1	XP_006284497.1
OG0003560	XP_013605143.1, XP_013592537.1, XP_013624955.1	XP_006285247.1, XP_023642014.1, XP_006279108.2
OG0003561	XP_013607145.1	XP_006281570.1
OG0003562	XP_013601609.1, XP_013595639.1	XP_006284858.1
OG0003563	XP_013591685.1	XP_006302823.1
OG0003564	XP_013605693.1, XP_013599567.1	XP_023645218.1
OG0003565	XP_013596872.1, XP_013596353.1, XP_013610180.1	XP_006291745.1, XP_006291721.1
OG0003566	XP_013592484.1	XP_023643280.1
OG0003566	XP_013592789.1, XP_013588095.1	XP_006302462.2
OG0003567	XP_013612248.1	XP_023633530.1
OG0003568	XP_013609974.1, XP_013634652.1	XP_006279618.1, XP_006301751.1
OG0003569	XP_013591132.1, XP_013638006.1, XP_013594689.1	XP_006301586.1
OG0003571	XP_013619811.1, XP_013586964.1	XP_006285907.1, XP_006286230.2
OG0003573	XP_013600801.1, XP_013590072.1, XP_013596713.1	XP_006285288.1
OG0003575	XP_013635751.1	XP_006292766.1
OG0003577	XP_013635981.1	XP_006294329.2
OG0003578	XP_013605040.1	XP_006287661.1, XP_006291039.1
OG0003579	XP_013636937.1	XP_006290509.1
OG0003580	XP_013614443.1, XP_013604005.1	XP_006290583.1
OG0003581	XP_013591821.1	XP_006290626.1
OG0003583	XP_013589883.1, XP_013602014.1	XP_006293143.1
OG0003584	XP_013590118.1	XP_006303651.1, XP_023638309.1
OG0003585	XP_013617033.1, XP_013630569.1	XP_023642120.1
OG0003586	XP_013590763.1	XP_023638655.1, XP_006302847.1
OG0003587	XP_013604692.1	XP_006292480.1
OG0003590	XP_013635930.1, XP_013626547.1	XP_006294573.2, XP_006279122.2
OG0003591	XP_013632025.1	XP_023640074.1
OG0003592	XP_013636842.1	XP_006294007.1, XP_006292330.1
OG0003593	XP_013630238.1	XP_006290034.1
OG0003593	XP_013592463.1, XP_013586070.1	XP_006305303.1
OG0003594	XP_013626269.1, XP_013634284.1, XP_013609245.1	XP_006290137.1
OG0003595	XP_013591645.1, XP_013620998.1, XP_013608672.1	XP_006287155.1, XP_006286834.1
OG0003596	XP_013598819.1	XP_006286930.1
OG0003597	XP_013612015.1	XP_006296825.1
OG0003597	XP_013585462.1	XP_006306584.1
OG0003598	XP_013585374.1	XP_006296022.1, XP_006279766.1
OG0003599	XP_013609487.1	XP_023636976.1
OG0003601	XP_013638131.1, XP_013607998.1, XP_013635474.1, XP_013624444.1, XP_013622469.1, XP_013597489.1	XP_006298707.1
OG0003602	XP_013633485.1	XP_006299029.1
OG0003603	XP_013603855.1	XP_006297318.2
OG0003603	XP_013592574.1	XP_006303957.1
OG0003604	XP_013631150.1	XP_006294084.1
OG0003604	XP_013627824.1	XP_023634791.1
OG0003605	XP_013626042.1, XP_013583483.1	XP_006298521.1
OG0003606	XP_013611596.1, XP_013583653.1	XP_006297940.1
OG0003607	XP_013607060.1	XP_023642178.1
OG0003607	XP_013629872.1	XP_023635638.1
OG0003608	XP_013597580.1, XP_013630337.1	XP_006283363.1, XP_023641820.1
OG0003609	XP_013610030.1, XP_013618859.1	XP_006290959.2
OG0003610	XP_013605107.1	XP_006302378.1
OG0003611	XP_013635825.1	XP_006302788.2
OG0003612	XP_013598976.1, XP_013637181.1, XP_013602511.1, XP_013604318.1	XP_006290857.1, XP_006290861.1
OG0003613	XP_013604165.1	XP_006306803.2
OG0003614	XP_013584553.1	XP_006306479.1, XP_006304809.1, XP_006305617.1
OG0003615	XP_013585206.1, XP_013614798.1	XP_006304501.1, XP_006306433.1
OG0003616	XP_013602940.1, XP_013600685.1, XP_013584038.1	XP_006305459.1
OG0003617	XP_013586587.1	XP_006306351.1
OG0003618	XP_013586805.1, XP_013601017.1	XP_006303511.1
OG0003619	XP_013615233.1, XP_013607794.1	XP_023633126.1
OG0003620	XP_013605347.1	XP_006300657.1
OG0003621	XP_013604055.1, XP_013585283.1, XP_013601431.1, XP_013603852.1, XP_013585235.1	XP_006306058.1, XP_006304235.1
OG0003622	XP_013584533.1	XP_006303370.1
OG0003623	XP_013600472.1, XP_013638591.1	XP_006307442.1
OG0003625	XP_013604750.1	XP_006307647.1
OG0003627	XP_013587712.1	XP_006306601.1
OG0003628	XP_013613594.1	XP_006282255.1
OG0003629	XP_013625053.1, XP_013598220.1, XP_013603797.1	XP_006283723.1
OG0003630	XP_013595314.1	XP_006283054.1
OG0003631	XP_013622617.1, XP_013596623.1	XP_006290474.2, XP_023633860.1, XP_006283617.1
OG0003632	XP_013614217.1	XP_006294895.1, XP_006284578.2
OG0003633	XP_013585806.1, XP_013593011.1	XP_006307526.2
OG0003634	XP_013612641.1	XP_006288019.1, XP_006289805.2, XP_006288073.1, XP_006288063.1, XP_006286721.1
OG0003635	XP_013585246.1	XP_006306089.1
OG0003635	XP_013635762.1	XP_006296460.1
OG0003636	XP_013634367.1	XP_006296474.1
OG0003636	XP_013603029.1, XP_013584856.1	XP_006303622.1
OG0003637	XP_013596633.1, XP_013596253.1	XP_006296266.1, XP_006306462.1
OG0003641	XP_013639150.1	XP_023637565.1, XP_006281618.1, XP_023637561.1
