Orthogroup	Brassica_oleracea	Arabidopsis_lyrata_NCBI
OG0002536	XP_013616212.1, XP_013606362.1	XP_002871766.1
OG0002537	XP_013620248.1	XP_020889646.1, XP_020889645.1
OG0002538	XP_013621454.1	XP_020891406.1
OG0002538	XP_013630525.1	XP_020878647.1
OG0002539	XP_013613144.1	XP_020876584.1
OG0002540	XP_013622485.1, XP_013587492.1	XP_002882213.1
OG0002541	XP_013620691.1	XP_020877572.1
OG0002541	XP_013638870.1	XP_002882183.1
OG0002542	XP_013625407.1	XP_002873671.1
OG0002542	XP_013625246.1	XP_020888156.1
OG0002543	XP_013591880.1	XP_020880619.1
OG0002543	XP_013631169.1, XP_013631193.1	XP_002879660.2
OG0002544	XP_013618638.1, XP_013608884.1	XP_020876835.1
OG0002544	XP_013612121.1	XP_020876158.1
OG0002545	XP_013609226.1	XP_020885073.1
OG0002545	XP_013609238.1	XP_020879187.1
OG0002546	XP_013629942.1	XP_020881770.1
OG0002546	XP_013609053.1	XP_002871364.1
OG0002547	XP_013608664.1, XP_013622410.1	XP_020876401.1
OG0002548	XP_013585137.1	XP_002892166.1
OG0002548	XP_013625503.1	XP_002872787.1
OG0002549	XP_013586800.1	XP_020868755.1
OG0002549	XP_013615071.1	XP_020885600.1
OG0002550	XP_013626190.1, XP_013635069.1	XP_020882797.1
OG0002550	XP_013584777.1	XP_002892391.1
OG0002551	XP_013636014.1	XP_002881133.1
OG0002551	XP_013583520.1	XP_002889613.1
OG0002552	XP_013631091.1	XP_002879388.1
OG0002552	XP_013638601.1	XP_002892271.1
OG0002553	XP_013622939.1, XP_013636822.1	XP_020883271.1
OG0002553	XP_013604464.1	XP_020870370.1
OG0002554	XP_013604239.1, XP_013602200.1	XP_020867549.1
OG0002556	XP_013631939.1	XP_020885082.1
OG0002556	XP_013613549.1, XP_013622831.1	XP_020867716.1
OG0002557	XP_013593095.1, XP_013638127.1	XP_020869819.1
OG0002558	XP_013628209.1, XP_013585477.1	XP_002879555.1, XP_002893712.1
OG0002559	XP_013599330.1	XP_020880626.1
OG0002559	XP_013599325.1	XP_002866727.1
OG0002560	XP_013628759.1	XP_020883947.1
OG0002561	XP_013610915.1	XP_020868974.1
OG0002561	XP_013627056.1, XP_013610391.1, XP_013607213.1	XP_002871385.1
OG0002562	XP_013630698.1	XP_002864849.1
OG0002562	XP_013603276.1	XP_020880963.1
OG0002563	XP_013630390.1	XP_020871074.1
OG0002563	XP_013628873.1	XP_020879627.1
OG0002564	XP_013618805.1	XP_020871894.1
OG0002564	XP_013606060.1	XP_002873301.1
OG0002565	XP_013606662.1	XP_002873310.1
OG0002566	XP_013627589.1, XP_013595681.1	XP_020878264.1
OG0002566	XP_013602241.1	XP_020882639.1
OG0002567	XP_013621354.1, XP_013612836.1	XP_020882561.1
OG0002568	XP_013630075.1	XP_002864674.1
OG0002568	XP_013606499.1	XP_002877422.1
OG0002569	XP_013619132.1	XP_002864663.1
OG0002569	XP_013627016.1	XP_002877437.1
OG0002570	XP_013629036.1	XP_020880187.1
OG0002570	XP_013611587.1	XP_020887973.1, XP_020891114.1
OG0002571	XP_013611029.1	XP_020867072.1
OG0002572	XP_013635510.1, XP_013597739.1	XP_020890710.1
OG0002573	XP_013596016.1, XP_013634365.1	XP_020874514.1, XP_020886954.1
OG0002574	XP_013606629.1	XP_020883273.1
OG0002574	XP_013593162.1	XP_020873650.1
OG0002575	XP_013612793.1	XP_002881951.1, XP_020882987.1
OG0002575	XP_013603688.1	XP_020889010.1
OG0002576	XP_013627921.1, XP_013627913.1, XP_013623862.1	XP_020871687.1
OG0002577	XP_013608197.1	XP_020871612.1
OG0002578	XP_013603605.1, XP_013603585.1	XP_002870403.1
OG0002579	XP_013608604.1	XP_002872846.1
OG0002579	XP_013608603.1	XP_020876087.1
OG0002580	XP_013584670.1, XP_013586141.1	XP_002882768.1
OG0002581	XP_013604551.1	XP_002876412.1
OG0002582	XP_013586059.1	XP_002882687.1
OG0002582	XP_013623136.1	XP_020875939.1
OG0002583	XP_013607082.1	XP_002873138.1
OG0002584	XP_013587060.1, XP_013621851.1	XP_020886662.1
OG0002585	XP_013612045.1	XP_002877011.1
OG0002585	XP_013631970.1	XP_002870660.1
OG0002586	XP_013586748.1	XP_020868016.1
OG0002586	XP_013592411.1	XP_002889301.1
OG0002587	XP_013588133.1	XP_002889214.1
OG0002588	XP_013591902.1	XP_020890853.1
OG0002588	XP_013595762.1	XP_020870745.1
OG0002589	XP_013638541.1	XP_002890410.1
OG0002589	XP_013591531.1	XP_002887636.1
OG0002590	XP_013592118.1	XP_020890990.1
OG0002590	XP_013637669.1	XP_002890391.1
OG0002591	XP_013602101.1, XP_013587647.1, XP_013596631.1	XP_020867039.1
OG0002591	XP_013588319.1	XP_002889058.1
OG0002592	XP_013592581.1	XP_020891362.1
OG0002593	XP_013620073.1	XP_002874341.1
OG0002594	XP_013632896.1	XP_002876667.1
OG0002595	XP_013591233.1	XP_002872923.1, XP_020866799.1
OG0002596	XP_013591963.1, XP_013592306.1	XP_002891792.1
OG0002596	XP_013586577.1	XP_002885006.1
OG0002597	XP_013629989.1	XP_020866688.1
OG0002597	XP_013585947.1	XP_002885010.1
OG0002598	XP_013590746.1, XP_013623343.1, XP_013626578.1, XP_013590475.1	XP_020869094.1
OG0002599	XP_013592082.1, XP_013591799.1	XP_020889074.1, XP_020867403.1
OG0002600	XP_013631206.1	XP_020883183.1
OG0002601	XP_013593688.1	XP_020888506.1
OG0002601	XP_013600392.1	XP_002868312.1
OG0002602	XP_013616235.1	XP_020874619.1
OG0002603	XP_013594244.1	XP_002868197.1
OG0002604	XP_013591380.1	XP_002887537.2
OG0002605	XP_013586622.1	XP_020870102.1
OG0002605	XP_013592389.1	XP_002888670.1
OG0002606	XP_013621359.1, XP_013592390.1, XP_013595685.1	XP_002893418.1
OG0002607	XP_013622720.1	XP_020885648.1
OG0002607	XP_013629222.1	XP_020877450.1
OG0002608	XP_013593288.1	XP_002863539.1, XP_002863540.1
OG0002609	XP_013608473.1, XP_013628970.1	XP_020886580.1
OG0002609	XP_013587757.1	XP_002894203.1
OG0002610	XP_013627197.1	XP_002894230.1
OG0002611	XP_013586884.1	XP_002883254.1
OG0002611	XP_013586338.1	XP_020868237.1
OG0002612	XP_013638498.1	XP_002885090.1
OG0002612	XP_013626975.1, XP_013592806.1	XP_002891720.1
OG0002613	XP_013629263.1, XP_013585741.1	XP_002885088.1
OG0002614	XP_013585742.1	XP_020886298.1
OG0002614	XP_013592762.1	XP_002894413.1
OG0002616	XP_013597043.1, XP_013600602.1	XP_020882151.1, XP_020873346.1
OG0002617	XP_013612458.1, XP_013629882.1	XP_002883854.2
OG0002618	XP_013609631.1, XP_013595606.1	XP_002884160.1
OG0002618	XP_013628073.1	XP_002869143.1
OG0002619	XP_013584504.1, XP_013584506.1	XP_020889089.1
OG0002620	XP_013612099.1, XP_013593455.1	XP_002886076.1
OG0002621	XP_013593529.1	XP_002884019.1
OG0002621	XP_013629883.1, XP_013604798.1	XP_020873159.1
OG0002622	XP_013584972.1, XP_013610186.1, XP_013626878.1	XP_002867769.1
OG0002623	XP_013618816.1	XP_002872575.1, XP_002872576.1
OG0002624	XP_013591515.1, XP_013636062.1	XP_002876706.1
OG0002624	XP_013615078.1, XP_013635443.1	XP_020883659.1
OG0002625	XP_013605801.1	XP_020881570.1
OG0002625	XP_013632209.1, XP_013625652.1	XP_020885422.1
OG0002626	XP_013602802.1, XP_013592843.1	XP_002878296.1
OG0002627	XP_013635671.1, XP_013634781.1, XP_013603221.1	XP_020879884.1
OG0002627	XP_013635619.1	XP_020884977.1
OG0002628	XP_013636342.1, XP_013626744.1, XP_013633848.1	XP_002879978.1
OG0002629	XP_013604550.1	XP_020881525.1
OG0002629	XP_013635759.1	XP_020883739.1
OG0002630	XP_013592227.1	XP_002876351.1
OG0002630	XP_013636846.1	XP_020883741.1
OG0002631	XP_013601661.1	XP_002876286.1
OG0002631	XP_013632058.1	XP_020884011.1
OG0002632	XP_013607825.1	XP_020886005.1, XP_020889298.1
OG0002633	XP_013630014.1	XP_002879710.1
OG0002633	XP_013636972.1	XP_002876231.1
OG0002634	XP_013601012.1	XP_020872061.1
OG0002634	XP_013611039.1	XP_002864247.1
OG0002635	XP_013634187.1	XP_002868433.1
OG0002636	XP_013618539.1, XP_013590402.1, XP_013590237.1	XP_002888582.1
OG0002637	XP_013638347.1	XP_020873134.1
OG0002637	XP_013598193.1	XP_002883974.1
OG0002638	XP_013635234.1	XP_002881662.1
OG0002638	XP_013635020.1, XP_013635261.1	XP_002881661.2
OG0002640	XP_013638063.1	XP_020866518.1
OG0002640	XP_013609504.1	XP_002872925.1
OG0002641	XP_013603927.1, XP_013624760.1	XP_002886677.1, XP_020875423.1
OG0002642	XP_013631727.1	XP_020884481.1
OG0002643	XP_013593595.1, XP_013615263.1, XP_013623156.1	XP_020878179.1
OG0002644	XP_013604562.1, XP_013612914.1	XP_020886602.1
OG0002644	XP_013595142.1	XP_002869519.1
OG0002645	XP_013636671.1	XP_002878329.1
OG0002645	XP_013636574.1	XP_002881988.1
OG0002646	XP_013633710.1	XP_002881911.1
OG0002646	XP_013625646.1	XP_002881915.1
OG0002647	XP_013625808.1, XP_013616852.1	XP_002873875.1
OG0002647	XP_013619648.1	XP_002884418.1
OG0002648	XP_013587568.1, XP_013584725.1	XP_002882495.1
OG0002648	XP_013619030.1	XP_002865716.1
OG0002649	XP_013587628.1, XP_013590578.1	XP_020886598.1
OG0002649	XP_013608875.1	XP_020878516.1
OG0002650	XP_013584928.1, XP_013638618.1, XP_013625602.1	XP_002884736.1
OG0002651	XP_013585713.1, XP_013616144.1	XP_002882740.1
OG0002651	XP_013612352.1	XP_002871210.2
OG0002652	XP_013611044.1, XP_013621844.1	XP_002884942.1
OG0002652	XP_013586310.1	XP_002884943.1
OG0002653	XP_013603218.1	XP_002891444.1
OG0002653	XP_013629927.1	XP_020887875.1
OG0002654	XP_013637113.1	XP_002880464.2
OG0002654	XP_013607571.1	XP_020873927.1
OG0002655	XP_013608825.1	XP_002877155.1
OG0002655	XP_013613518.1, XP_013589827.1	XP_020872983.1
OG0002656	XP_013600753.1	XP_020875312.1
OG0002656	XP_013619349.1	XP_002883395.1
OG0002657	XP_013630676.1	XP_020887853.1
OG0002657	XP_013617318.1	XP_002868272.1
OG0002658	XP_013607565.1	XP_020886695.1
OG0002658	XP_013587348.1	XP_020886696.1
OG0002660	XP_013636713.1	XP_020873886.1
OG0002660	XP_013592250.1	XP_020890184.1
OG0002661	XP_013606566.1	XP_020876658.1, XP_020876655.1
OG0002662	XP_013617420.1, XP_013627153.1, XP_013619443.1	XP_002874967.1
OG0002663	XP_013602958.1	XP_020879812.1, XP_020869288.1
OG0002664	XP_013584061.1	XP_020870904.1
OG0002665	XP_013638156.1, XP_013604451.1, XP_013603009.1	XP_002889763.1
OG0002666	XP_013604834.1	XP_020870947.1
OG0002666	XP_013605688.1, XP_013635583.1	XP_002888209.1
OG0002667	XP_013612035.1	XP_020890085.1
OG0002667	XP_013600927.1	XP_020870795.1
OG0002668	XP_013601925.1, XP_013601922.1, XP_013601918.1, XP_013615781.1, XP_013583489.1, XP_013601920.1, XP_013583490.1, XP_013611311.1	XP_020866044.1
OG0002669	XP_013590408.1	XP_020869394.1
OG0002669	XP_013599964.1, XP_013584537.1	XP_002889895.2
OG0002670	XP_013614916.1	XP_020869223.1
OG0002670	XP_013606482.1, XP_013596075.1	XP_002875206.1
OG0002671	XP_013602247.1, XP_013638672.1	XP_020866788.1
OG0002672	XP_013611782.1, XP_013598468.1	XP_020880046.1, XP_020869342.1
OG0002673	XP_013605110.1, XP_013586619.1	XP_002890090.1
OG0002674	XP_013637933.1	XP_002868726.1
OG0002674	XP_013592832.1	XP_002889194.1
OG0002675	XP_013590303.1	XP_002888873.2
OG0002675	XP_013583964.1	XP_020867935.1
OG0002677	XP_013629834.1	XP_002879550.2
OG0002677	XP_013595222.1, XP_013601718.1	XP_020872526.1
OG0002678	XP_013597587.1, XP_013622246.1	XP_020874403.1
OG0002679	XP_013622241.1, XP_013594682.1	XP_020874967.1
OG0002679	XP_013604014.1	XP_020883414.1
OG0002680	XP_013599297.1, XP_013606432.1	XP_020874666.1
OG0002681	XP_013602275.1	XP_002867112.1
OG0002681	XP_013622206.1	XP_020888549.1
OG0002682	XP_013628761.1, XP_013601569.1	XP_020875581.1
OG0002682	XP_013598004.1	XP_002884158.1
OG0002683	XP_013622979.1	XP_002867127.1
OG0002683	XP_013606310.1	XP_020889356.1
OG0002684	XP_013601269.1	XP_020885037.1
OG0002684	XP_013628461.1	XP_020872662.1
OG0002685	XP_013604829.1	XP_020883197.1
OG0002685	XP_013601416.1	XP_020874652.1
OG0002686	XP_013586047.1, XP_013597014.1, XP_013597039.1	XP_020872095.1
OG0002687	XP_013594464.1	XP_002885933.1
OG0002687	XP_013596495.1	XP_002867155.1, XP_002867154.1
OG0002688	XP_013599868.1	XP_002878824.1
OG0002688	XP_013593364.1	XP_020872107.1
OG0002689	XP_013626704.1	XP_020876297.1, XP_020871194.1
OG0002689	XP_013595027.1	XP_020882002.1, XP_020871812.1, XP_020871879.1
OG0002690	XP_013615864.1, XP_013625420.1, XP_013625417.1	XP_020867292.1, XP_020868725.1
OG0002693	XP_013601291.1	XP_020868873.1, XP_020873022.1, XP_020875231.1
OG0002695	XP_013585225.1, XP_013627133.1	XP_020871509.1, XP_002885005.1, XP_002884670.1
OG0002697	XP_013603942.1	XP_020882517.1
OG0002697	XP_013594905.1	XP_002863952.2, XP_002877659.1, XP_002877662.1
OG0002699	XP_013614333.1, XP_013609697.1	XP_002865878.1
OG0002699	XP_013627102.1	XP_002862377.1, XP_020872012.1
OG0002700	XP_013610805.1	XP_002865896.1
OG0002700	XP_013617065.1	XP_020880579.1
OG0002705	XP_013606124.1	XP_002867515.2
OG0002705	XP_013618336.1	XP_020870903.1
OG0002707	XP_013628516.1, XP_013628518.1, XP_013628515.1, XP_013612159.1, XP_013630467.1	XP_020888515.1
OG0002708	XP_013618476.1	XP_020878026.1
OG0002708	XP_013587510.1	XP_020885968.1
OG0002710	XP_013626226.1, XP_013616572.1	XP_020879378.1
OG0002710	XP_013609274.1	XP_002873546.1
OG0002711	XP_013608694.1	XP_002873419.1
OG0002711	XP_013612921.1	XP_002866625.1
OG0002712	XP_013634595.1	XP_020874849.1
OG0002712	XP_013634825.1	XP_002870866.1
OG0002713	XP_013606671.1	XP_020877933.1
OG0002714	XP_013598985.1	XP_020884092.1
OG0002714	XP_013616762.1	XP_020877425.1
OG0002715	XP_013637579.1, XP_013630434.1	XP_002880982.1
OG0002715	XP_013637871.1	XP_020869182.1
OG0002716	XP_013626065.1	XP_002880973.1, XP_020884688.1, XP_002880972.1
OG0002717	XP_013625846.1	XP_002881188.1
OG0002717	XP_013603086.1	XP_002889568.1
OG0002718	XP_013586662.1	XP_020868054.1
OG0002718	XP_013631780.1	XP_020883115.1
OG0002719	XP_013614300.1, XP_013605569.1	XP_002873069.1, XP_020871048.1, XP_020874921.1
OG0002720	XP_013605228.1	XP_020873315.1, XP_002869669.1
OG0002721	XP_013613143.1	XP_020869274.1
OG0002722	XP_013639684.1, XP_013624027.1	XP_020866162.1
OG0002723	XP_013629524.1, XP_013585686.1	XP_020868055.1
OG0002724	XP_013620846.1	XP_020866098.1
OG0002724	XP_013636642.1	XP_020884508.1
OG0002725	XP_013587916.1, XP_013604602.1	XP_002876662.1
OG0002726	XP_013628075.1	XP_020872451.1
OG0002726	XP_013615969.1, XP_013595501.1	XP_020879032.1
OG0002728	XP_013608905.1	XP_002864697.1
OG0002729	XP_013630074.1, XP_013606461.1	XP_002866377.2
OG0002730	XP_013584696.1	XP_020875728.1
OG0002731	XP_013600461.1	XP_002867561.1
OG0002732	XP_013616236.1, XP_013600014.1	XP_020882163.1
OG0002733	XP_013613320.1	XP_002873299.1
OG0002733	XP_013621795.1	XP_020871539.1
OG0002734	XP_013636745.1	XP_020872156.1, XP_002884856.1
OG0002735	XP_013631200.1, XP_013631579.1	XP_020883883.1
OG0002736	XP_013627184.1	XP_020875948.1
OG0002736	XP_013589082.1, XP_013626880.1	XP_002882691.1
OG0002737	XP_013621423.1, XP_013629204.1	XP_020879581.1
OG0002738	XP_013602959.1, XP_013597007.1	XP_020875578.1
OG0002739	XP_013639260.1, XP_013623739.1, XP_013627319.1, XP_013620129.1	XP_020876271.1, XP_020878183.1, XP_020869427.1
OG0002740	XP_013585520.1	XP_020886044.1
OG0002740	XP_013620354.1	XP_020877921.1
OG0002741	XP_013602290.1	XP_020868124.1
OG0002742	XP_013595563.1	XP_020889439.1
OG0002743	XP_013593295.1, XP_013620677.1	XP_020873380.1
OG0002743	XP_013616370.1, XP_013623669.1	XP_002866046.1
OG0002744	XP_013586775.1	XP_002882859.1
OG0002744	XP_013623688.1, XP_013588841.1	XP_002894485.1
OG0002745	XP_013588495.1	XP_020867153.1
OG0002745	XP_013638162.1	XP_020888806.1
OG0002746	XP_013637854.1	XP_020887173.1
OG0002746	XP_013592702.1	XP_020867138.1
OG0002747	XP_013614108.1	XP_020881494.1
OG0002747	XP_013599267.1	XP_020872744.1
OG0002748	XP_013639245.1, XP_013602112.1, XP_013595594.1	XP_020873699.1
OG0002749	XP_013637095.1	XP_002868338.1
OG0002750	XP_013616225.1, XP_013590220.1	XP_020891303.1
OG0002751	XP_013614322.1, XP_013603729.1	XP_020873071.1, XP_002870248.1
OG0002752	XP_013586949.1	XP_002885457.1
OG0002753	XP_013590954.1, XP_013590961.1	XP_002888527.1, XP_002888526.1
OG0002754	XP_013599183.1	XP_020872865.1
OG0002754	XP_013609626.1, XP_013586623.1	XP_020889103.1
OG0002755	XP_013599816.1	XP_020869046.1
OG0002755	XP_013588389.1	XP_002887496.1
OG0002756	XP_013637760.1, XP_013602395.1, XP_013584311.1, XP_013622361.1	XP_002880872.1
OG0002757	XP_013596864.1	XP_002867437.1
OG0002757	XP_013598283.1	XP_020887362.1
OG0002759	XP_013608608.1	XP_020891633.1
OG0002760	XP_013632219.1	XP_020872138.1
OG0002761	XP_013591692.1	XP_020890733.1
OG0002761	XP_013597399.1	XP_002890621.1
OG0002762	XP_013593697.1	XP_002866966.2
OG0002762	XP_013599923.1	XP_020884084.1
OG0002763	XP_013629784.1	XP_020886946.1
OG0002764	XP_013592034.1	XP_002894328.1
OG0002765	XP_013607808.1	XP_002889808.1, XP_020880055.1, XP_002894346.1, XP_002894345.1
OG0002766	XP_013593256.1	XP_002863174.1
OG0002767	XP_013621738.1	XP_002881407.1
OG0002767	XP_013602780.1	XP_020874280.1
OG0002768	XP_013615050.1, XP_013604228.1, XP_013604230.1	XP_020874373.1, XP_020874372.1
OG0002769	XP_013598742.1	XP_020882622.1
OG0002769	XP_013639821.1	XP_020874564.1
OG0002770	XP_013619367.1, XP_013596252.1	XP_020890829.1, XP_020871830.1
OG0002770	XP_013605765.1	XP_002870110.1
OG0002771	XP_013596267.1	XP_020871678.1
OG0002772	XP_013634288.1, XP_013635543.1	XP_002881555.1
OG0002773	XP_013593409.1	XP_020873804.1
OG0002773	XP_013627850.1	XP_020872565.1
OG0002774	XP_013597863.1	XP_020873112.1
OG0002775	XP_013610677.1	XP_002873685.1
OG0002775	XP_013585296.1	XP_002884277.1
OG0002776	XP_013637497.1	XP_020882892.1
OG0002776	XP_013600453.1	XP_020879847.1
OG0002777	XP_013628760.1	XP_002881983.1
OG0002777	XP_013605548.1, XP_013636427.1	XP_020880056.1
OG0002778	XP_013636019.1	XP_020884585.1
OG0002779	XP_013625661.1	XP_020883960.1
OG0002779	XP_013635343.1, XP_013599874.1	XP_020879891.1
OG0002780	XP_013589880.1	XP_020881421.1
OG0002780	XP_013602626.1	XP_002876281.1
OG0002781	XP_013585419.1	XP_002885026.2
OG0002782	XP_013605793.1, XP_013614756.1	XP_002876203.1
OG0002783	XP_013596863.1, XP_013635558.1, XP_013635477.1, XP_013635476.1	XP_002876187.1
OG0002784	XP_013629697.1	XP_002885794.1
OG0002784	XP_013636896.1	XP_020875293.1
OG0002785	XP_013626655.1	XP_002885634.1
OG0002786	XP_013610768.1, XP_013596757.1, XP_013625650.1, XP_013609219.1	XP_020889462.1
OG0002788	XP_013597748.1	XP_020882336.1
OG0002788	XP_013600300.1	XP_020867673.1
OG0002789	XP_013587273.1, XP_013615248.1	XP_020888120.1
OG0002790	XP_013634785.1	XP_002879794.1
OG0002790	XP_013634705.1, XP_013625899.1	XP_020883748.1
OG0002791	XP_013596288.1, XP_013630294.1	XP_020872666.1
OG0002791	XP_013636970.1	XP_002880378.1
OG0002793	XP_013587828.1, XP_013588302.1	XP_002887392.1
OG0002794	XP_013638665.1, XP_013583253.1, XP_013613746.1, XP_013614987.1, XP_013583989.1, XP_013585456.1, XP_013615851.1, XP_013607870.1	XP_020880650.1
OG0002795	XP_013596541.1, XP_013609383.1	XP_002872236.1
OG0002796	XP_013627156.1	XP_002884500.1
OG0002797	XP_013630323.1, XP_013637074.1, XP_013590542.1	XP_002876524.1
OG0002798	XP_013627764.1	XP_020883601.1
OG0002799	XP_013610859.1, XP_013616139.1	XP_020885625.1
OG0002800	XP_013624119.1	XP_020886513.1
OG0002801	XP_013594059.1	XP_002863498.1, XP_002863495.1
OG0002802	XP_013606947.1	XP_020876961.1
OG0002802	XP_013629908.1	XP_020886363.1
OG0002803	XP_013607340.1	XP_020878820.1
OG0002804	XP_013639784.1	XP_002882453.2
OG0002805	XP_013622537.1, XP_013606152.1	XP_002872859.1
OG0002805	XP_013611450.1	XP_002883757.2
OG0002806	XP_013610141.1, XP_013591071.1	XP_002875603.1, XP_020886991.1
OG0002807	XP_013622059.1	XP_020889126.1
OG0002807	XP_013584524.1	XP_002868156.1
OG0002808	XP_013585082.1, XP_013625776.1	XP_020887272.1
OG0002809	XP_013587781.1	XP_002864707.1, XP_020867446.1
OG0002811	XP_013603323.1	XP_002892730.1
OG0002811	XP_013584657.1	XP_020869282.1
OG0002812	XP_013615323.1	XP_020870806.1
OG0002812	XP_013607718.1	XP_002888124.1
OG0002813	XP_013591461.1	XP_002888072.1
OG0002813	XP_013584576.1, XP_013602679.1	XP_002889871.1
OG0002814	XP_013600870.1	XP_020870937.1
OG0002814	XP_013616673.1	XP_020890209.1
OG0002815	XP_013612791.1, XP_013610953.1	XP_020890772.1, XP_020867362.1
OG0002816	XP_013584852.1	XP_020868461.1
OG0002817	XP_013591185.1	XP_020868553.1
OG0002818	XP_013620245.1, XP_013591296.1	XP_002887447.1
OG0002818	XP_013604485.1	XP_002890230.1
OG0002819	XP_013590311.1	XP_002888810.1
OG0002819	XP_013584334.1	XP_020869405.1
OG0002821	XP_013610286.1, XP_013611255.1	XP_002887915.1
OG0002822	XP_013603732.1, XP_013614777.1, XP_013585297.1, XP_013597240.1, XP_013590779.1	XP_020866393.1, XP_002894168.1
OG0002823	XP_013586084.1, XP_013596054.1, XP_013585189.1	XP_020872106.1, XP_020872105.1
OG0002824	XP_013593590.1, XP_013596011.1	XP_002876816.1, XP_002876814.1, XP_002865264.1, XP_020881097.1
OG0002825	XP_013628091.1	XP_002869067.1
OG0002825	XP_013587423.1, XP_013597120.1	XP_002869069.1
OG0002826	XP_013595770.1, XP_013597875.1	XP_020874071.1
OG0002827	XP_013604664.1	XP_020872688.1
OG0002827	XP_013622124.1	XP_020888845.1
OG0002828	XP_013607802.1	XP_002869315.1
OG0002829	XP_013614047.1, XP_013607451.1, XP_013589740.1, XP_013605970.1, XP_013606555.1	XP_020876994.1
OG0002830	XP_013624392.1	XP_002891386.1
OG0002831	XP_013584523.1	XP_020885811.1, XP_002879672.1
OG0002832	XP_013615440.1	XP_002864048.1, XP_020866561.1, XP_020889159.1, XP_020871552.1
OG0002835	XP_013596722.1	XP_020879711.1
OG0002835	XP_013594274.1, XP_013619067.1	XP_002877131.1
OG0002836	XP_013596818.1	XP_002869071.1, XP_020876248.1
OG0002837	XP_013607063.1, XP_013622880.1, XP_013618289.1	XP_002864227.1
OG0002837	XP_013618781.1	XP_002869531.1
OG0002839	XP_013608005.1	XP_002875726.1, XP_002877339.1, XP_002868789.1
OG0002845	XP_013611993.1	XP_002873833.1
OG0002846	XP_013616427.1	XP_002882151.1
OG0002846	XP_013628012.1	XP_020877912.1
OG0002847	XP_013622382.1, XP_013605982.1, XP_013621435.1, XP_013606894.1, XP_013618287.1, XP_013617861.1	XP_002871591.1
