Orthogroup	Brassica_oleracea	Conringia_planisiliqua
OG0000674	XP_013634476.1, XP_013583397.1, XP_013589321.1, XP_013583401.1, XP_013583399.1, XP_013583400.1	CP10_g43162_DN2_SP0_c.t1
OG0000679	XP_013625470.1	CP7_g46141_DN3_SP7_c.t1
OG0000679	XP_013634402.1	CP4_g25543_DN3_SP6_c.t1
OG0000680	XP_013630545.1, XP_013637288.1, XP_013636940.1, XP_013591006.1	CP7_g44981_DN3_SP8_c.t1, CP4_g25323_DN3_SP8_c.t1
OG0000681	XP_013589773.1	CP9_g29723_DN3_SP8_c.t1
OG0000681	XP_013629453.1, XP_013609882.1	CP12_g29947_DN3_SP8_c.t1
OG0000681	XP_013629378.1, XP_013591895.1, XP_013591807.1	CP1_g37884_DN3_SP8_c.t1
OG0000682	XP_013632627.1	CP4_g26841_DN1_SP0_c.t1, CP4_g25639_DN3_SP0_c.t1
OG0000683	XP_013616465.1, XP_013617826.1, XP_013593053.1	CP13_g19131_DN3_SP8_c.t1
OG0000683	XP_013635998.1, XP_013586001.1	CP10_g42190_DN3_SP8_c.t1
OG0000683	XP_013635265.1	CP5_g1532_DN3_SP0_c.t1
OG0000684	XP_013636874.1	CP4_g24450_DN3_SP8_c.t1
OG0000684	XP_013604794.1, XP_013601703.1	CP3_g13482_DN3_SP0_c.t1
OG0000684	XP_013604793.1, XP_013592766.1	CP3_g13481_DN3_SP7_c.t1
OG0000685	XP_013593912.1, XP_013618554.1, XP_013627683.1	CP10_g42243_DN3_SP2_c.t1
OG0000685	XP_013610419.1	CP8_g53350_DN3_SP3_c.t1
OG0000686	XP_013594676.1	CP7_g45338_DN3_SP2_c.t1
OG0000686	XP_013634452.1	CP7_g45337_DN3_SP1_c.t1
OG0000686	XP_013584326.1	CP7_g45336_DN3_SP2_c.t1
OG0000687	XP_013588276.1	CP1_g40927_DN3_SP1_c.t1, CP1_g40944_DN3_SP8_c.t1
OG0000690	XP_013617025.1, XP_013594128.1	CP9_g28299_DN3_SP1_c.t1, CP5_g687_DN3_SP8_c.t1
OG0000691	XP_013610154.1	CP11_g32387_DN3_SP0_c.t1
OG0000691	XP_013616700.1, XP_013607053.1	CP11_g32386_DN3_SP0_c.t1
OG0000691	XP_013635043.1, XP_013625856.1	CP10_g42234_DN3_SP0_c.t1
OG0000693	XP_013633560.1, XP_013631591.1, XP_013628156.1, XP_013628155.1, XP_013633509.1, XP_013633510.1	CP4_g25588_DN3_SP2_c.t1, CP4_g25594_DN3_SP8_c.t1, CP5_g2246_DN3_SP0_c.t1
OG0000694	XP_013635833.1, XP_013635832.1	CP4_g25523_DN3_SP0_c.t1
OG0000695	XP_013602029.1, XP_013636654.1, XP_013598642.1	CP6_g7190_DN3_SP8_c.t1
OG0000695	XP_013588712.1, XP_013629428.1	CP4_g24213_DN3_SP7_c.t1
OG0000696	XP_013622778.1	CP3_g14443_DN3_SP8_c.t1
OG0000696	XP_013601027.1, XP_013601020.1	CP5_g1230_DN3_SP8_c.t1
OG0000697	XP_013616922.1	CP8_g54032_DN3_SP0_c.t1
OG0000697	XP_013619664.1	CP8_g54031_DN3_SP0_c.t1
OG0000698	XP_013596943.1, XP_013596201.1, XP_013626457.1	CP10_g43557_DN3_SP7_c.t1
OG0000698	XP_013599982.1	CP8_g53660_DN3_SP6_c.t1
OG0000699	XP_013603722.1, XP_013589483.1, XP_013603843.1, XP_013591060.1, XP_013602817.1	CP16_g54835_DN3_SP0_c.t1
OG0000699	XP_013639815.1, XP_013585076.1, XP_013639812.1, XP_013639814.1, XP_013632308.1, XP_013633249.1	CP16_g55106_DN3_SP0_c.t1
OG0000700	XP_013624963.1, XP_013585333.1, XP_013592316.1	CP1_g38008_DN3_SP0_c.t1
OG0000700	XP_013591163.1, XP_013591225.1	CP1_g38047_DN2_SP0_c.t1
OG0000702	XP_013614879.1	CP4_g24544_DN3_SP8_c.t1
OG0000702	XP_013630887.1, XP_013605417.1	CP3_g13600_DN3_SP2_c.t1
OG0000703	XP_013636491.1, XP_013631684.1	CP4_g24737_DN3_SP8_c.t1
OG0000703	XP_013625522.1, XP_013632236.1	CP4_g24736_DN3_SP3_c.t1
OG0000703	XP_013603613.1, XP_013631455.1	CP3_g13773_DN3_SP8_c.t1
OG0000704	XP_013590352.1, XP_013600258.1, XP_013636260.1	CP3_g13971_DN3_SP7_c.t1
OG0000705	XP_013621879.1	CP4_g24723_DN3_SP7_c.t1
OG0000705	XP_013621859.1, XP_013587701.1, XP_013615221.1	CP10_g42884_DN3_SP8_c.t1
OG0000706	XP_013634673.1, XP_013631736.1	CP4_g24034_DN3_SP7_c.t1
OG0000706	XP_013618648.1, XP_013608807.1	CP8_g54533_DN3_SP8_c.t1
OG0000706	XP_013585629.1, XP_013602666.1	CP1_g36514_DN3_SP8_c.t1
OG0000707	XP_013631739.1, XP_013633597.1	CP8_g52602_DN3_SP0_c.t1, CP4_g24316_DN3_SP8_c.t1
OG0000707	XP_013612896.1, XP_013593543.1, XP_013616063.1	CP13_g19690_DN3_SP7_c.t1
OG0000708	XP_013609649.1	CP12_g29995_DN3_SP1_c.t1
OG0000708	XP_013586355.1	CP12_g29999_DN3_SP0_c.t1
OG0000710	XP_013602892.1, XP_013614493.1	CP16_g55002_DN3_SP0_c.t1
OG0000710	XP_013596759.1, XP_013596483.1, XP_013594319.1	CP5_g1033_DN3_SP0_c.t1
OG0000710	XP_013624945.1	CP5_g1031_DN3_SP0_c.t1
OG0000713	XP_013591442.1, XP_013623728.1, XP_013594277.1, XP_013615594.1, XP_013626489.1, XP_013624643.1, XP_013624395.1, XP_013632865.1, XP_013583449.1, XP_013633115.1, XP_013632428.1, XP_013624452.1	CP7_g44287_DN2_SP0_c.t1
OG0000714	XP_013633291.1, XP_013633296.1, XP_013633241.1	CP4_g25929_DN2_SP0_c.t1, CP4_g25945_DN2_SP0_c.t1, CP4_g25930_DN2_SP0_c.t1
OG0000715	XP_013596900.1	CP2_g48364_DN3_SP0_c.t1, CP2_g48363_DN3_SP0_c.t1
OG0000715	XP_013593028.1, XP_013593029.1, XP_013596892.1	CP2_g48368_DN3_SP0_c.t1
OG0000715	XP_013583398.1	CP3_g14436_DN2_SP6_c.t1
OG0000716	XP_013591741.1, XP_013629407.1	CP7_g46397_DN3_SP8_c.t1
OG0000716	XP_013628698.1	CP10_g43311_DN3_SP8_c.t1
OG0000716	XP_013630543.1	CP8_g53644_DN3_SP8_c.t1
OG0000717	XP_013602563.1, XP_013602104.1, XP_013583625.1	CP1_g37736_DN3_SP7_c.t1
OG0000717	XP_013592142.1, XP_013615951.1	CP9_g28581_DN3_SP7_c.t1
OG0000719	XP_013608109.1, XP_013615654.1, XP_013626614.1, XP_013618935.1	CP8_g53138_DN3_SP6_c.t1
OG0000719	XP_013619709.1	CP8_g53135_DN3_SP1_c.t1
OG0000720	XP_013586599.1, XP_013604115.1	CP3_g13128_DN3_SP0_c.t1
OG0000720	XP_013604116.1, XP_013635953.1	CP3_g13127_DN3_SP0_c.t1
OG0000723	XP_013619703.1	CP13_g19582_DN3_SP0_c.t1
OG0000726	XP_013603651.1	CP13_g20463_DN2_SP0_c.t1, CP6_g7428_DN2_SP0_c.t1
OG0000727	XP_013585907.1	CP1_g41279_DN1_SP0_c.t1, CP2_g50074_DN2_SP0_c.t1
OG0000728	XP_013621820.1	CP11_g32217_DN3_SP0_c.t1
OG0000728	XP_013584448.1, XP_013638123.1	CP10_g42341_DN3_SP0_c.t1
OG0000729	XP_013615667.1, XP_013627766.1	CP3_g14439_DN3_SP0_c.t1
OG0000729	XP_013615571.1, XP_013603426.1, XP_013603425.1	CP3_g14440_DN2_SP0_c.t1, CP3_g14438_DN3_SP0_c.t1
OG0000730	XP_013588377.1, XP_013615500.1	CP9_g29629_DN2_SP0_c.t1
OG0000730	XP_013631289.1	CP4_g25542_DN3_SP0_c.t1
OG0000730	XP_013585750.1	CP7_g46142_DN2_SP0_c.t1
OG0000732	XP_013620018.1	CP2_g48432_DN3_SP8_c.t1
OG0000732	XP_013590652.1, XP_013619311.1, XP_013622677.1	CP2_g47809_DN3_SP8_c.t1
OG0000733	XP_013611038.1, XP_013626071.1, XP_013621109.1	CP11_g33506_DN3_SP0_c.t1, CP11_g33507_DN3_SP0_c.t1, CP2_g47889_DN1_SP0_c.t1
OG0000734	XP_013618399.1, XP_013608929.1, XP_013629993.1	CP8_g53062_DN3_SP5_c.t1
OG0000734	XP_013609919.1, XP_013626181.1	CP2_g48064_DN3_SP7_c.t1
OG0000735	XP_013591021.1, XP_013629717.1, XP_013614457.1, XP_013624004.1, XP_013616910.1	CP8_g54129_DN1_SP0_c.t1
OG0000737	XP_013612334.1, XP_013614540.1	CP11_g32048_DN3_SP8_c.t1
OG0000737	XP_013590963.1	CP5_g1484_DN3_SP0_c.t1, CP5_g1492_DN2_SP0_c.t1
OG0000738	XP_013609951.1	CP11_g33519_DN3_SP7_c.t1
OG0000738	XP_013631124.1, XP_013634397.1	CP4_g25093_DN3_SP7_c.t1
OG0000738	XP_013637326.1	CP3_g14069_DN3_SP8_c.t1
OG0000739	XP_013591237.1, XP_013596930.1	CP1_g37683_DN3_SP0_c.t1
OG0000740	XP_013592736.1, XP_013620875.1, XP_013592287.1	CP9_g29470_DN3_SP8_c.t1
OG0000740	XP_013587239.1	CP7_g44419_DN3_SP8_c.t1
OG0000741	XP_013590065.1, XP_013590112.1, XP_013620748.1	CP9_g29068_DN3_SP4_c.t1
OG0000741	XP_013600439.1, XP_013637445.1	CP1_g36992_DN3_SP6_c.t1
OG0000742	XP_013589036.1	CP1_g37920_DN3_SP0_c.t1
OG0000742	XP_013609679.1	CP1_g37917_DN3_SP0_c.t1
OG0000742	XP_013627381.1, XP_013627380.1	CP1_g37921_DN3_SP0_c.t1, CP1_g37919_DN3_SP0_c.t1, CP1_g37918_DN3_SP0_c.t1
OG0000743	XP_013624007.1, XP_013583388.1	CP3_g13228_DN1_SP0_c.t1
OG0000744	XP_013603654.1, XP_013602668.1	CP3_g13270_DN3_SP1_c.t1
OG0000745	XP_013630726.1, XP_013620281.1, XP_013598345.1	CP5_g1051_DN3_SP7_c.t1
OG0000745	XP_013594259.1	CP19_g18016_DN3_SP6_c.t1
OG0000746	XP_013601312.1	CP6_g7231_DN3_SP0_c.t1
OG0000746	XP_013626961.1	CP4_g24292_DN3_SP0_c.t1
OG0000748	XP_013608221.1, XP_013610671.1, XP_013594418.1	CP2_g49280_DN1_SP0_c.t1
OG0000748	XP_013632799.1	CP2_g49075_DN2_SP0_c.t1, CP2_g49283_DN2_SP0_c.t1
OG0000749	XP_013594964.1	CP2_g48679_DN3_SP0_c.t1
OG0000749	XP_013631628.1, XP_013604728.1	CP16_g54928_DN3_SP0_c.t1
OG0000750	XP_013585116.1, XP_013596389.1, XP_013596399.1, XP_013627708.1, XP_013627186.1, XP_013627304.1, XP_013629208.1, XP_013629209.1, XP_013603201.1	CP5_g1015_DN2_SP0_c.t1
OG0000751	XP_013589764.1, XP_013602641.1	CP13_g20464_DN3_SP0_c.t1
OG0000752	XP_013585005.1	CP10_g42213_DN1_SP5_c.t1
OG0000752	XP_013603092.1, XP_013587193.1, XP_013626886.1, XP_013634411.1, XP_013596375.1	CP5_g805_DN2_SP3_c.t1
OG0000753	XP_013610662.1, XP_013610659.1, XP_013610276.1	CP12_g31015_DN3_SP0_c.t1
OG0000761	XP_013606002.1	CP3_g15366_DN3_SP7_c.t1
OG0000761	XP_013603674.1	CP3_g14467_DN3_SP6_c.t1
OG0000762	XP_013635349.1	CP10_g42334_DN3_SP0_c.t1
OG0000762	XP_013614452.1	CP11_g33505_DN2_SP0_c.t1
OG0000764	XP_013604011.1, XP_013636933.1	CP16_g54849_DN3_SP8_c.t1
OG0000764	XP_013616116.1	CP11_g32912_DN3_SP8_c.t1
OG0000764	XP_013606521.1	CP5_g164_DN3_SP8_c.t1
OG0000765	XP_013601641.1, XP_013613512.1	CP3_g13999_DN3_SP0_c.t1
OG0000766	XP_013625593.1	CP8_g54138_DN3_SP3_c.t1
OG0000766	XP_013583952.1	CP3_g15074_DN3_SP0_c.t1
OG0000767	XP_013606691.1	CP11_g33279_DN3_SP1_c.t1
OG0000768	XP_013626484.1	CP11_g33454_DN3_SP1_c.t1
OG0000768	XP_013611711.1	CP11_g33452_DN3_SP0_c.t1
OG0000768	XP_013609855.1, XP_013611709.1, XP_013606963.1	CP11_g33453_DN3_SP0_c.t1
OG0000769	XP_013604147.1, XP_013637875.1, XP_013636101.1, XP_013636569.1, XP_013592467.1	CP7_g46202_DN3_SP0_c.t1
OG0000770	XP_013592771.1	CP9_g29245_DN3_SP8_c.t1
OG0000770	XP_013598621.1	CP7_g45736_DN3_SP4_c.t1
OG0000771	XP_013606086.1, XP_013598888.1	CP2_g47595_DN3_SP2_c.t1
OG0000772	XP_013620163.1	CP9_g28230_DN3_SP0_c.t1
OG0000772	XP_013636837.1	CP5_g1672_DN3_SP1_c.t1
OG0000772	XP_013632161.1	CP5_g1657_DN1_SP0_c.t1, CP5_g1659_DN2_SP0_c.t1, CP5_g1662_DN3_SP0_c.t1
OG0000773	XP_013635295.1	CP16_g54999_DN3_SP0_c.t1
OG0000773	XP_013601773.1	CP16_g54885_DN3_SP0_c.t1
OG0000774	XP_013597955.1, XP_013600296.1	CP19_g18009_DN3_SP4_c.t1
OG0000775	XP_013602608.1	CP7_g45716_DN3_SP0_c.t1
OG0000775	XP_013599106.1	CP7_g45717_DN3_SP0_c.t1
OG0000775	XP_013599105.1, XP_013584245.1	CP7_g45718_DN3_SP0_c.t1
OG0000776	XP_013599399.1	CP7_g45659_DN3_SP3_c.t1
OG0000776	XP_013602316.1	CP7_g45660_DN3_SP7_c.t1
OG0000776	XP_013615004.1, XP_013587658.1, XP_013602501.1	CP7_g45658_DN3_SP5_c.t1
OG0000781	XP_013633303.1, XP_013635321.1	CP4_g25833_DN3_SP0_c.t1
OG0000782	XP_013629485.1, XP_013636640.1	CP6_g7554_DN3_SP8_c.t1
OG0000782	XP_013599510.1	CP4_g25552_DN3_SP0_c.t1, CP1_g36842_DN3_SP8_c.t1
OG0000783	XP_013623912.1	CP4_g25443_DN3_SP0_c.t1, CP4_g25472_DN3_SP0_c.t1, CP4_g26407_DN3_SP0_c.t1, CP69_g34242_DN2_SP0_c.t1, CP50_g6575_DN1_SP0_c.t1, CP1_g41094_DN1_SP0_c.t1, CP1_g41100_DN3_SP0_c.t1, CP16_g55374_DN3_SP0_c.t1
OG0000784	XP_013592040.1, XP_013637240.1	CP4_g25371_DN3_SP1_c.t1
OG0000785	XP_013619023.1	CP11_g32006_DN3_SP1_c.t1
OG0000785	XP_013593685.1	CP2_g48232_DN3_SP2_c.t1
OG0000785	XP_013618041.1	CP2_g48234_DN3_SP0_c.t1
OG0000786	XP_013621253.1, XP_013600221.1, XP_013608817.1, XP_013623380.1	CP11_g31788_DN3_SP8_c.t1
OG0000787	XP_013628975.1, XP_013620669.1	CP8_g53676_DN3_SP6_c.t1
OG0000787	XP_013595557.1, XP_013605290.1	CP19_g18025_DN3_SP5_c.t1
OG0000787	XP_013636564.1	CP3_g14078_DN3_SP3_c.t1
OG0000789	XP_013602602.1	CP3_g13984_DN3_SP2_c.t1
OG0000789	XP_013636178.1	CP11_g33632_DN3_SP3_c.t1
OG0000790	XP_013593857.1, XP_013625643.1	CP7_g45199_DN3_SP3_c.t1
OG0000790	XP_013613079.1, XP_013590931.1	CP9_g28369_DN3_SP5_c.t1
OG0000791	XP_013590785.1	CP9_g28138_DN1_SP0_c.t1, CP410_g51852_DN1_SP0_p.t1, CP151_g11199_DN1_SP0_c.t1, CP282_g12911_DN2_SP0_c.t1, CP9_g28347_DN3_SP0_c.t1, CP151_g11200_DN2_SP0_c.t1, CP9_g28146_DN2_SP0_c.t1, CP9_g28143_DN1_SP0_c.t1, CP9_g28346_DN3_SP0_c.t1, CP151_g11197_DN2_SP0_c.t1
OG0000791	XP_013615587.1	CP7_g45972_DN1_SP0_c.t1
OG0000792	XP_013629702.1, XP_013628061.1, XP_013608491.1	CP19_g18465_DN3_SP0_c.t1, CP19_g18445_DN3_SP0_c.t1
OG0000793	XP_013638287.1	CP10_g43461_DN3_SP8_c.t1
OG0000793	XP_013628861.1	CP7_g46252_DN3_SP8_c.t1
OG0000793	XP_013636050.1	CP4_g24465_DN3_SP8_c.t1
OG0000794	XP_013593107.1, XP_013619036.1, XP_013606622.1	CP13_g19187_DN3_SP0_c.t1
OG0000795	XP_013589942.1, XP_013590019.1, XP_013618398.1	CP9_g28564_DN3_SP8_c.t1
OG0000795	XP_013602792.1	CP7_g45326_DN3_SP2_c.t1
OG0000796	XP_013593219.1, XP_013615534.1, XP_013594916.1	CP7_g45237_DN3_SP8_c.t1
OG0000797	XP_013630109.1	CP3_g14703_DN3_SP3_c.t1
OG0000797	XP_013583286.1	CP3_g14701_DN3_SP1_c.t1
OG0000797	XP_013626179.1	CP3_g14702_DN3_SP2_c.t1
OG0000798	XP_013596149.1	CP6_g7131_DN3_SP0_c.t1
OG0000798	XP_013617520.1	CP20_g4298_DN3_SP0_c.t1
OG0000799	XP_013588820.1	CP1_g37932_DN3_SP0_c.t1
OG0000799	XP_013623071.1, XP_013590593.1, XP_013590274.1	CP1_g37934_DN3_SP0_c.t1
OG0000799	XP_013588811.1	CP1_g37935_DN3_SP1_c.t1
OG0000800	XP_013598620.1, XP_013602736.1	CP6_g7275_DN3_SP0_c.t1
OG0000801	XP_013587865.1, XP_013605658.1	CP3_g13135_DN1_SP0_c.t1
OG0000801	XP_013603730.1	CP1_g36798_DN3_SP0_c.t1
OG0000801	XP_013621785.1, XP_013620529.1	CP11_g32100_DN1_SP0_c.t1
OG0000802	XP_013625018.1	CP10_g43738_DN3_SP0_c.t1
OG0000803	XP_013627641.1, XP_013623541.1, XP_013630369.1, XP_013632185.1	CP4_g24344_DN3_SP3_c.t1
OG0000803	XP_013632296.1	CP4_g24343_DN3_SP2_c.t1
OG0000804	XP_013625818.1, XP_013616513.1	CP10_g42891_DN3_SP4_c.t1, CP10_g42890_DN3_SP4_c.t1
OG0000805	XP_013585861.1	CP10_g43202_DN3_SP0_c.t1
OG0000808	XP_013615713.1, XP_013617053.1, XP_013620005.1, XP_013619668.1	CP20_g3997_DN1_SP0_c.t1
OG0000809	XP_013603696.1	CP6_g8878_DN1_SP0_c.t1
OG0000812	XP_013607715.1	CP8_g52882_DN3_SP6_c.t1
OG0000812	XP_013602930.1	CP3_g14518_DN3_SP8_c.t1
OG0000813	XP_013602934.1	CP16_g55272_DN3_SP0_c.t1
OG0000815	XP_013617966.1	CP2_g48053_DN3_SP0_c.t1
OG0000816	XP_013638838.1, XP_013595576.1	CP5_g1296_DN3_SP8_c.t1
OG0000816	XP_013625497.1, XP_013588380.1	CP7_g46351_DN3_SP7_c.t1
OG0000818	XP_013606939.1, XP_013620353.1	CP11_g33726_DN1_SP0_c.t1
OG0000818	XP_013622738.1	CP11_g33725_DN3_SP0_c.t1
OG0000819	XP_013633749.1	CP4_g25108_DN3_SP0_c.t1
OG0000819	XP_013593964.1	CP5_g1791_DN3_SP0_c.t1
OG0000820	XP_013609524.1, XP_013617784.1	CP2_g49356_DN3_SP0_c.t1
OG0000822	XP_013605253.1	CP6_g7096_DN3_SP0_c.t1, CP4_g25168_DN3_SP0_c.t1
OG0000822	XP_013604145.1, XP_013601377.1	CP6_g7165_DN3_SP8_c.t1
OG0000824	XP_013626262.1	CP12_g30365_DN2_SP0_c.t1
OG0000825	XP_013624223.1	CP12_g30062_DN2_SP0_c.t1
OG0000825	XP_013583301.1	CP12_g30066_DN2_SP0_c.t1, CP12_g30065_DN3_SP0_c.t1
OG0000827	XP_013605130.1, XP_013611947.1	CP2_g49440_DN3_SP8_c.t1
OG0000827	XP_013605500.1	CP1_g37281_DN3_SP2_c.t1
OG0000828	XP_013590364.1	CP10_g43784_DN3_SP0_c.t1
OG0000829	XP_013619446.1	CP9_g27592_DN3_SP0_c.t1
OG0000829	XP_013629247.1	CP9_g28029_DN3_SP0_c.t1, CP14_g22726_DN3_SP0_c.t1
OG0000832	XP_013633577.1	CP4_g25866_DN3_SP8_c.t1
OG0000832	XP_013603007.1	CP3_g14779_DN3_SP7_c.t1
OG0000832	XP_013629824.1	CP8_g53939_DN3_SP8_c.t1
OG0000833	XP_013633313.1	CP4_g25777_DN3_SP0_c.t1
OG0000834	XP_013618809.1	CP8_g54540_DN2_SP5_c.t1
OG0000834	XP_013584168.1, XP_013603168.1	CP1_g36511_DN3_SP2_c.t1
OG0000834	XP_013602713.1	CP1_g36510_DN3_SP1_c.t1
OG0000835	XP_013608077.1	CP8_g53004_DN3_SP0_c.t1
OG0000836	XP_013595000.1	CP2_g48493_DN3_SP1_c.t1, CP2_g48494_DN3_SP0_c.t1
OG0000839	XP_013611602.1, XP_013630313.1	CP11_g33594_DN3_SP8_c.t1
OG0000839	XP_013586897.1	CP10_g42923_DN3_SP8_c.t1
OG0000840	XP_013592777.1, XP_013626953.1, XP_013626570.1	CP7_g46314_DN3_SP0_c.t1
OG0000840	XP_013592778.1	CP7_g46312_DN3_SP0_c.t1
OG0000841	XP_013606494.1, XP_013628289.1, XP_013628285.1	CP26_g51258_DN3_SP1_c.t1
OG0000842	XP_013591100.1	CP1_g38142_DN3_SP0_c.t1
OG0000842	XP_013590136.1	CP1_g38141_DN2_SP0_c.t1
OG0000842	XP_013639603.1, XP_013588704.1	CP1_g38140_DN2_SP0_c.t1
OG0000843	XP_013634305.1	CP4_g24050_DN3_SP0_c.t1
OG0000843	XP_013608891.1	CP8_g54555_DN2_SP0_c.t1
OG0000843	XP_013601737.1	CP3_g13200_DN1_SP0_c.t1
OG0000844	XP_013634308.1	CP3_g13712_DN3_SP8_c.t1
OG0000845	XP_013616109.1, XP_013606961.1	CP20_g4220_DN3_SP7_c.t1
OG0000845	XP_013587936.1	CP7_g44576_DN3_SP4_c.t1, CP7_g44578_DN3_SP4_c.t1
OG0000846	XP_013616089.1, XP_013605965.1	CP2_g48522_DN3_SP0_c.t1
OG0000846	XP_013593251.1, XP_013594194.1, XP_013615540.1	CP2_g49845_DN3_SP0_c.t1
OG0000847	XP_013589534.1	CP11_g33220_DN3_SP0_c.t1, CP11_g33079_DN3_SP0_c.t1
OG0000851	XP_013596325.1	CP5_g128_DN3_SP0_c.t1
OG0000851	XP_013603018.1	CP16_g54955_DN2_SP0_c.t1
OG0000851	XP_013592924.1	CP5_g1994_DN2_SP0_c.t1, CP5_g127_DN3_SP0_c.t1
OG0000852	XP_013629472.1	CP8_g54465_DN2_SP0_c.t1
OG0000853	XP_013613880.1, XP_013597393.1	CP2_g49119_DN2_SP0_c.t1
OG0000853	XP_013597599.1, XP_013594671.1, XP_013603959.1, XP_013593290.1	CP2_g50295_DN1_SP0_c.t1, CP2_g49118_DN1_SP0_c.t1
OG0000855	XP_013639627.1, XP_013626100.1, XP_013617563.1	CP4_g25905_DN2_SP0_c.t1, CP17_g5039_DN3_SP0_c.t1, CP8_g52525_DN2_SP0_c.t1, CP2_g49855_DN2_SP0_c.t1, CP29_g22174_DN2_SP0_c.t1, CP6_g9640_DN2_SP0_c.t1, CP13_g20617_DN2_SP0_c.t1, CP1_g39107_DN2_SP0_c.t1, CP1_g39109_DN2_SP0_c.t1, CP1_g39113_DN2_SP0_c.t1, CP1_g39111_DN2_SP0_c.t1, CP1_g39116_DN2_SP0_c.t1, CP8_g52631_DN1_SP0_c.t1, CP13_g20668_DN1_SP0_c.t1, CP29_g22178_DN2_SP0_c.t1, CP29_g22176_DN2_SP0_c.t1, CP1_g39108_DN3_SP0_c.t1, CP1_g39110_DN3_SP0_c.t1, CP1_g39106_DN3_SP0_c.t1, CP1_g39112_DN3_SP0_c.t1, CP1_g39115_DN1_SP0_c.t1, CP1_g39105_DN3_SP0_c.t1, CP1_g39114_DN2_SP0_c.t1, CP9_g28264_DN3_SP0_c.t1, CP8_g52886_DN3_SP0_c.t1, CP6_g9469_DN3_SP0_c.t1, CP16_g55351_DN3_SP0_c.t1, CP14_g23545_DN3_SP0_c.t1, CP8_g52630_DN2_SP0_c.t1, CP84_g51828_DN3_SP0_c.t1, CP6_g9637_DN3_SP0_c.t1, CP3_g16176_DN2_SP0_c.t1, CP31_g46767_DN2_SP0_c.t1, CP2_g49856_DN3_SP0_c.t1, CP14_g23544_DN3_SP0_c.t1, CP58_g46909_DN3_SP0_c.t1, CP31_g46766_DN2_SP0_c.t1, CP6_g9639_DN1_SP0_c.t1, CP8_g52526_DN3_SP0_c.t1, CP29_g22177_DN3_SP0_c.t1, CP29_g22175_DN3_SP0_c.t1, CP13_g20667_DN3_SP0_c.t1, CP17_g5040_DN3_SP0_c.t1, CP6_g9638_DN2_SP0_c.t1, CP58_g46911_DN2_SP0_c.t1, CP14_g23546_DN1_SP0_c.t1, CP8_g52629_DN2_SP0_c.t1, CP14_g23547_DN1_SP0_c.t1, CP9_g28263_DN2_SP0_c.t1, CP84_g51829_DN1_SP0_c.t1, CP3_g16177_DN2_SP0_c.t1, CP17_g5289_DN2_SP0_c.t1, CP4_g25906_DN3_SP0_c.t1, CP58_g46912_DN2_SP0_c.t1, CP8_g52527_DN2_SP0_c.t1
OG0000857	XP_013589239.1	CP5_g2042_DN1_SP0_c.t1, CP5_g2010_DN1_SP0_c.t1
OG0000857	XP_013597121.1, XP_013608478.1, XP_013607590.1	CP11_g32809_DN1_SP0_c.t1
OG0000858	XP_013619197.1, XP_013619198.1	CP9_g29180_DN3_SP0_c.t1
OG0000858	XP_013614864.1, XP_013631023.1	CP13_g20432_DN3_SP8_c.t1
OG0000859	XP_013608903.1	CP8_g54282_DN3_SP2_c.t1
OG0000860	XP_013610242.1	CP8_g54104_DN2_SP0_c.t1
OG0000860	XP_013597141.1, XP_013594354.1	CP10_g43664_DN1_SP0_c.t1
OG0000861	XP_013619904.1, XP_013610718.1	CP8_g54100_DN3_SP8_c.t1
OG0000861	XP_013603397.1	CP3_g14929_DN3_SP6_c.t1
OG0000861	XP_013603304.1, XP_013626598.1	CP3_g14931_DN3_SP8_c.t1
OG0000863	XP_013592593.1, XP_013621472.1	CP9_g29591_DN3_SP8_c.t1
OG0000863	XP_013611283.1, XP_013587020.1	CP10_g43237_DN3_SP8_c.t1
OG0000864	XP_013583302.1	CP6_g7374_DN3_SP0_c.t1
OG0000865	XP_013623968.1	CP3_g14862_DN3_SP0_c.t1
OG0000865	XP_013616480.1	CP3_g14861_DN3_SP1_c.t1, CP14_g23238_DN1_SP0_c.t1
OG0000867	XP_013612330.1, XP_013593146.1, XP_013620973.1	CP13_g19770_DN3_SP0_c.t1
OG0000867	XP_013597709.1, XP_013604959.1, XP_013601619.1	CP6_g7080_DN3_SP0_c.t1
OG0000868	XP_013593988.1, XP_013600342.1	CP3_g14365_DN3_SP8_c.t1
OG0000868	XP_013597389.1	CP3_g14361_DN3_SP0_c.t1
OG0000869	XP_013603509.1	CP6_g7426_DN3_SP0_c.t1
OG0000870	XP_013590141.1, XP_013633622.1, XP_013602371.1	CP3_g13723_DN3_SP7_c.t1
OG0000870	XP_013627129.1, XP_013619169.1	CP11_g33425_DN3_SP3_c.t1
OG0000870	XP_013637894.1	CP10_g43023_DN3_SP8_c.t1
OG0000871	XP_013588888.1, XP_013636869.1, XP_013622346.1, XP_013637246.1	CP4_g24985_DN3_SP0_c.t1
OG0000871	XP_013588508.1, XP_013600413.1	CP3_g13989_DN3_SP0_c.t1
OG0000872	XP_013609671.1	CP2_g49435_DN3_SP0_c.t1, CP2_g49434_DN3_SP3_c.t1
OG0000872	XP_013626777.1	CP3_g14515_DN3_SP2_c.t1
OG0000872	XP_013635999.1, XP_013631280.1	CP4_g24284_DN3_SP8_c.t1
