Orthogroup	Brassica_oleracea	Eutrema_salsugineum
OG0004063	XP_013586078.1, XP_013600430.1, XP_013591473.1	XP_024008581.1
OG0004064	XP_013620654.1, XP_013612051.1	XP_006397105.1
OG0004065	XP_013615305.1, XP_013604591.1	XP_024009963.1
OG0004066	XP_013612076.1	XP_024011454.1
OG0004068	XP_013598340.1	XP_006394991.1
OG0004069	XP_013622297.1, XP_013637154.1, XP_013632008.1	XP_006397935.1
OG0004070	XP_013632044.1, XP_013629012.1	XP_024010766.1
OG0004071	XP_013592961.1, XP_013609360.1	XP_024016466.1, XP_006393120.1
OG0004072	XP_013632250.1	XP_006397637.1
OG0004073	XP_013633831.1, XP_013628502.1, XP_013632051.1	XP_006397536.1
OG0004074	XP_013604761.1	XP_006416746.1
OG0004075	XP_013627127.1, XP_013627299.1, XP_013584872.1	XP_006409284.2, XP_006418111.1
OG0004076	XP_013627340.1, XP_013618934.1, XP_013583686.1	XP_006408343.1
OG0004077	XP_013585185.1	XP_006393265.2
OG0004077	XP_013591052.1	XP_006408305.1
OG0004078	XP_013585842.1, XP_013629573.1, XP_013621806.1	XP_006408237.1
OG0004079	XP_013598296.1	XP_006395036.1
OG0004080	XP_013626871.1	XP_006408161.1
OG0004081	XP_013612826.1	XP_006394982.1
OG0004082	XP_013586447.1, XP_013629911.1, XP_013584173.1	XP_006408119.1
OG0004083	XP_013587189.1	XP_006408100.1
OG0004084	XP_013588629.1, XP_013584783.1, XP_013626934.1	XP_006408011.1
OG0004085	XP_013638520.1	XP_006407987.1
OG0004085	XP_013613120.1	XP_006400478.2
OG0004086	XP_013638183.1, XP_013630562.1, XP_013620541.1	XP_006407851.1
OG0004087	XP_013627538.1, XP_013585068.1, XP_013593370.1	XP_024015725.1
OG0004088	XP_013610917.1, XP_013628697.1, XP_013586168.1	XP_024014851.1
OG0004090	XP_013627392.1, XP_013638698.1	XP_006406988.1
OG0004091	XP_013586166.1, XP_013628986.1	XP_006406890.1
OG0004092	XP_013627389.1, XP_013589550.1, XP_013584626.1	XP_006406763.1
OG0004093	XP_013637789.1, XP_013629922.1	XP_006406668.1
OG0004094	XP_013628310.1, XP_013608350.1, XP_013637711.1	XP_006406464.1
OG0004095	XP_013596403.1	XP_006395104.1
OG0004096	XP_013619925.1, XP_013596719.1	XP_006395278.2
OG0004097	XP_013613523.1	XP_006405607.1
OG0004099	XP_013592899.1, XP_013597170.1	XP_006406034.1
OG0004100	XP_013635805.1, XP_013583681.1	XP_006406122.1
OG0004101	XP_013585302.1, XP_013619034.1, XP_013626613.1	XP_006406123.1
OG0004102	XP_013591883.1	XP_006406260.1
OG0004103	XP_013608092.1	XP_024006256.1, XP_006412778.1
OG0004104	XP_013599275.1	XP_006395054.1
OG0004105	XP_013606056.1, XP_013599386.1	XP_006395038.1
OG0004106	XP_013620694.1	XP_024009906.1
OG0004107	XP_013602730.1	XP_006418417.1
OG0004108	XP_013586778.1	XP_006418169.1
OG0004108	XP_013604241.1	XP_006403157.1
OG0004109	XP_013605603.1, XP_013603285.1	XP_006417935.2
OG0004110	XP_013585383.1, XP_013604455.1	XP_006417763.1
OG0004111	XP_013586061.1	XP_006417623.1
OG0004113	XP_013602467.1, XP_013583829.1	XP_006417392.1
OG0004114	XP_013606155.1	XP_006391802.1
OG0004115	XP_013603482.1, XP_013603356.1, XP_013585150.1	XP_006416975.1
OG0004116	XP_013599673.1, XP_013613983.1	XP_006416660.1
OG0004117	XP_013603498.1	XP_006405722.1
OG0004117	XP_013587325.1	XP_006416643.1
OG0004118	XP_013588464.1	XP_024008548.1
OG0004119	XP_013611861.1	XP_006402243.2
OG0004120	XP_013591283.1, XP_013619969.1, XP_013592444.1	XP_006390770.1
OG0004121	XP_013619405.1, XP_013590927.1	XP_006390903.2
OG0004122	XP_013613897.1	XP_006391780.1
OG0004123	XP_013593939.1	XP_006398508.1
OG0004124	XP_013605797.1, XP_013605119.1	XP_024004354.1
OG0004124	XP_013606080.1	XP_024015849.1
OG0004125	XP_013606825.1	XP_006396599.2
OG0004129	XP_013590562.1, XP_013598914.1	XP_024006184.1
OG0004130	XP_013622174.1, XP_013593742.1, XP_013634270.1	XP_006411882.1
OG0004131	XP_013625065.1, XP_013593120.1, XP_013617282.1	XP_006412015.1
OG0004132	XP_013605776.1, XP_013598855.1, XP_013621719.1	XP_006412048.1
OG0004133	XP_013617991.1	XP_006412314.1
OG0004134	XP_013597139.1	XP_006418831.1
OG0004135	XP_013622358.1, XP_013618564.1, XP_013597072.1	XP_006418807.1
OG0004136	XP_013612642.1, XP_013621813.1, XP_013595804.1	XP_024010061.1, XP_006411842.1
OG0004137	XP_013613160.1, XP_013622783.1	XP_006401774.1, XP_006413005.1
OG0004141	XP_013608776.1	XP_024004945.1, XP_006392505.1
OG0004144	XP_013594514.1	XP_024009285.1
OG0004146	XP_013635575.1	XP_024013276.1, XP_024016667.1
OG0004148	XP_013595611.1, XP_013613571.1	XP_006398517.1
OG0004149	XP_013595272.1	XP_006395392.1
OG0004152	XP_013619947.1, XP_013635556.1, XP_013610439.1, XP_013619665.1, XP_013627518.1	XP_006397274.1
OG0004153	XP_013618284.1, XP_013600668.1, XP_013598498.1	XP_006413091.1
OG0004154	XP_013623833.1, XP_013609591.1	XP_006400805.1
OG0004155	XP_013603877.1	XP_006394296.1
OG0004157	XP_013626127.1, XP_013632272.1, XP_013634274.1, XP_013634031.1	XP_024003805.1
OG0004165	XP_013597686.1	XP_006412699.1
OG0004166	XP_013598031.1, XP_013623298.1, XP_013598712.1	XP_006412693.1
OG0004167	XP_013597265.1, XP_013627940.1	XP_006412687.1
OG0004168	XP_013628889.1	XP_006394304.1
OG0004169	XP_013607133.1, XP_013622727.1, XP_013622726.1, XP_013619234.1	XP_024011418.1
OG0004170	XP_013620314.1	XP_006400226.1
OG0004171	XP_013623815.1, XP_013614980.1, XP_013616809.1	XP_024012121.1
OG0004172	XP_013614193.1	XP_006396300.1, XP_006394259.1
OG0004173	XP_013621202.1	XP_006400130.1
OG0004174	XP_013627243.1	XP_006400033.1
OG0004175	XP_013619282.1, XP_013609635.1, XP_013626680.1	XP_024011793.1
OG0004176	XP_013620401.1	XP_024012575.1
OG0004177	XP_013599249.1, XP_013600877.1	XP_006416072.1
OG0004178	XP_013628019.1, XP_013618100.1, XP_013608897.1	XP_006399908.1
OG0004180	XP_013625494.1, XP_013607055.1, XP_013620112.1	XP_006399607.1
OG0004181	XP_013599037.1, XP_013618383.1, XP_013610503.1	XP_024006937.1
OG0004182	XP_013611751.1	XP_006394750.1
OG0004183	XP_013608493.1, XP_013619179.1	XP_006399412.1, XP_024009664.1, XP_006418591.2
OG0004184	XP_013620089.1, XP_013606878.1	XP_006399335.1
OG0004187	XP_013615709.1	XP_006397371.1
OG0004188	XP_013633624.1, XP_013632055.1	XP_006408588.1
OG0004189	XP_013626956.1, XP_013631777.1, XP_013632082.1	XP_024016037.1
OG0004190	XP_013622446.1	XP_006409759.1
OG0004191	XP_013632705.1, XP_013622443.1	XP_006409872.2
OG0004192	XP_013631459.1, XP_013622731.1, XP_013631486.1	XP_006410120.1
OG0004193	XP_013634615.1, XP_013635260.1, XP_013627280.1	XP_006410100.1
OG0004194	XP_013630862.1	XP_006410153.1
OG0004195	XP_013634535.1, XP_013625135.1, XP_013633966.1	XP_006410255.1
OG0004197	XP_013636044.1	XP_024003708.1
OG0004198	XP_013635293.1, XP_013635490.1	XP_024003657.1
OG0004199	XP_013609147.1	XP_006403380.1
OG0004199	XP_013588229.1	XP_006393518.1
OG0004201	XP_013586448.1, XP_013600338.1, XP_013589934.1	XP_006393614.1
OG0004202	XP_013599416.1, XP_013638446.1, XP_013622041.1	XP_006415681.1
OG0004203	XP_013627101.1, XP_013596756.1	XP_006415610.1
OG0004204	XP_013630761.1, XP_013592989.1	XP_006415558.1
OG0004205	XP_013628555.1, XP_013635844.1	XP_006410586.1
OG0004206	XP_013598889.1, XP_013629661.1, XP_013637671.1	XP_006415491.1
OG0004207	XP_013587022.1, XP_013628627.1, XP_013598270.1	XP_006415470.1
OG0004208	XP_013599893.1, XP_013592991.1, XP_013586165.1	XP_024008715.1
OG0004209	XP_013584578.1, XP_013615576.1, XP_013639509.1	XP_006415403.1
OG0004210	XP_013586668.1, XP_013587115.1, XP_013605171.1	XP_006415259.1
OG0004211	XP_013616378.1, XP_013609821.1, XP_013593495.1	XP_006395749.1
OG0004212	XP_013607581.1, XP_013594762.1	XP_024006783.1
OG0004214	XP_013619019.1, XP_013596559.1, XP_013610045.1	XP_006393904.1
OG0004215	XP_013630404.1	XP_006393970.1
OG0004216	XP_013589174.1	XP_024005644.1, XP_024006460.1, XP_024004780.1
OG0004217	XP_013612767.1	XP_006394264.2
OG0004218	XP_013607546.1, XP_013627654.1	XP_006394345.1
OG0004220	XP_013595363.1, XP_013613338.1	XP_006394518.1, XP_024014896.1
OG0004221	XP_013610139.1, XP_013616102.1, XP_013618713.1, XP_013595579.1	XP_006394556.1
OG0004222	XP_013637437.1, XP_013596442.1	XP_024005549.1
OG0004223	XP_013593517.1	XP_006403245.1
OG0004225	XP_013593824.1	XP_006394743.1
OG0004226	XP_013628815.1, XP_013611556.1, XP_013620589.1	XP_006400541.1
OG0004227	XP_013615922.1, XP_013613356.1, XP_013623654.1	XP_006400636.1
OG0004228	XP_013607237.1, XP_013615651.1, XP_013627643.1, XP_013619050.1	XP_024011534.1
OG0004229	XP_013623379.1, XP_013615985.1, XP_013607018.1	XP_006400984.1
OG0004230	XP_013626322.1, XP_013618415.1	XP_006401015.1
OG0004231	XP_013608250.1	XP_006401184.1
OG0004232	XP_013607087.1	XP_006401287.2
OG0004233	XP_013593487.1, XP_013609490.1	XP_024005724.1
OG0004234	XP_013625810.1, XP_013609523.1	XP_024012101.1
OG0004235	XP_013600131.1, XP_013629286.1	XP_006404119.2, XP_006391484.1
OG0004236	XP_013629162.1, XP_013612424.1, XP_013620737.1	XP_006401539.1
OG0004237	XP_013625872.1, XP_013619176.1, XP_013610309.1	XP_006396445.1
OG0004238	XP_013615656.1, XP_013612249.1, XP_013629985.1, XP_013600745.1, XP_013627741.1, XP_013627688.1	XP_006396487.1
OG0004239	XP_013606948.1	XP_024012271.1
OG0004240	XP_013585642.1	XP_006407580.1
OG0004241	XP_013623043.1, XP_013612363.1	XP_024010317.1, XP_006397136.2
OG0004242	XP_013628716.1, XP_013609493.1, XP_013616473.1	XP_006398747.1
OG0004243	XP_013628341.1	XP_024011976.1
OG0004243	XP_013588805.1	XP_006405906.2
OG0004244	XP_013592884.1, XP_013630889.1	XP_006405433.1
OG0004245	XP_013591010.1	XP_006405382.2
OG0004246	XP_013619321.1, XP_013590742.1, XP_013590930.1	XP_006389829.1
OG0004247	XP_013614871.1, XP_013588793.1, XP_013590943.1	XP_006389892.1
OG0004248	XP_013590448.1, XP_013590590.1, XP_013618770.1	XP_006389954.1
OG0004249	XP_013614563.1, XP_013617348.1, XP_013590324.1, XP_013590803.1, XP_013590124.1	XP_006390065.2
OG0004250	XP_013629031.1, XP_013586879.1	XP_006407753.1
OG0004251	XP_013588686.1, XP_013632114.1, XP_013590081.1, XP_013622294.1	XP_006392584.1
OG0004252	XP_013587271.1	XP_006415861.1
OG0004253	XP_013592315.1	XP_006392816.1, XP_006414715.2
OG0004254	XP_013637378.1, XP_013613930.1	XP_006414912.1
OG0004255	XP_013629762.1, XP_013634259.1	XP_006397643.1
OG0004256	XP_013620965.1, XP_013589837.1, XP_013589928.1	XP_006390611.1
OG0004257	XP_013585979.1	XP_006416031.1
OG0004258	XP_013600443.1	XP_024009162.1
OG0004259	XP_013596796.1, XP_013619355.1, XP_013609948.1	XP_006395363.1
OG0004260	XP_013619623.1, XP_013627349.1, XP_013610437.1	XP_006402057.1
OG0004261	XP_013610208.1, XP_013615933.1	XP_006395406.1
OG0004262	XP_013598117.1	XP_006395597.1
OG0004263	XP_013639403.1, XP_013603172.1	XP_006415972.1
OG0004264	XP_013592307.1, XP_013592502.1, XP_013603346.1, XP_013621157.1	XP_006391018.1
OG0004265	XP_013619952.1	XP_006398312.1
OG0004265	XP_013606618.1	XP_006398313.1
OG0004266	XP_013618169.1, XP_013609072.1, XP_013598838.1	XP_006398283.1
OG0004267	XP_013615769.1, XP_013621541.1	XP_006398219.1
OG0004268	XP_013617654.1	XP_024011111.1
OG0004269	XP_013605362.1	XP_006398019.1
OG0004271	XP_013584840.1, XP_013591056.1, XP_013627057.1	XP_006393062.1
OG0004272	XP_013588829.1	XP_006392993.1
OG0004273	XP_013588480.1, XP_013590829.1	XP_006392933.1
OG0004274	XP_013629669.1, XP_013607810.1, XP_013598894.1	XP_006414088.1
OG0004275	XP_013616574.1, XP_013627457.1, XP_013596822.1	XP_006414091.2
OG0004277	XP_013595699.1, XP_013609217.1, XP_013609239.1, XP_013626595.1	XP_024005431.1
OG0004278	XP_013604571.1, XP_013598038.1	XP_006403953.1
OG0004279	XP_013626633.1, XP_013584770.1, XP_013595735.1	XP_006413528.1
OG0004280	XP_013607041.1, XP_013593232.1	XP_024005541.1
OG0004281	XP_013611555.1, XP_013622693.1, XP_013618507.1	XP_006401935.1
OG0004282	XP_013625370.1	XP_006414680.2
OG0004283	XP_013623160.1, XP_013636199.1	XP_006410650.1
OG0004284	XP_013593454.1, XP_013629300.1	XP_006413634.1
OG0004285	XP_013597851.1, XP_013599243.1	XP_006413909.1
OG0004286	XP_013618808.1, XP_013625638.1, XP_013615309.1, XP_013595088.1	XP_024004341.1
OG0004287	XP_013639795.1, XP_013622556.1, XP_013598898.1	XP_006413821.1, XP_024010066.1
OG0004288	XP_013601323.1, XP_013602770.1	XP_006414291.1
OG0004289	XP_013625534.1	XP_006399939.1, XP_006408542.1
OG0004290	XP_013595745.1	XP_006394856.1
OG0004291	XP_013600491.1, XP_013590375.1, XP_013633975.1	XP_006402318.2
OG0004293	XP_013599912.1, XP_013587953.1	XP_006402517.1
OG0004295	XP_013605245.1, XP_013637059.1, XP_013598736.1, XP_013592164.1	XP_006402768.1
OG0004296	XP_013635668.1, XP_013588857.1	XP_024012761.1
OG0004297	XP_013602262.1	XP_024012863.1
OG0004298	XP_013635245.1, XP_013590861.1	XP_006402857.1
OG0004299	XP_013599731.1, XP_013633658.1, XP_013589342.1	XP_006402933.1
OG0004300	XP_013590517.1, XP_013602677.1, XP_013633948.1	XP_006402969.1
OG0004301	XP_013632982.1, XP_013632984.1, XP_013614441.1, XP_013635549.1, XP_013635552.1, XP_013635456.1	XP_024012938.1
OG0004302	XP_013604778.1, XP_013589955.1	XP_006403504.1
OG0004303	XP_013606978.1, XP_013625280.1	XP_006401710.1
OG0004304	XP_013596283.1, XP_013587255.1, XP_013627118.1	XP_006418765.2
OG0004305	XP_013597192.1, XP_013610365.1, XP_013627198.1	XP_006409217.2
OG0004306	XP_013623036.1, XP_013593333.1, XP_013612816.1	XP_006409191.1
OG0004307	XP_013596345.1	XP_024016640.1
OG0004308	XP_013606384.1, XP_013600005.1, XP_013593192.1	XP_006409050.1
OG0004309	XP_013597699.1, XP_013597749.1	XP_006395842.1
OG0004310	XP_013637035.1, XP_013626285.1, XP_013634819.1	XP_006411385.1
OG0004311	XP_013629897.1, XP_013636770.1, XP_013635018.1	XP_006411356.1
OG0004312	XP_013632039.1, XP_013634928.1, XP_013626858.1	XP_024003898.1
OG0004313	XP_013635045.1, XP_013634906.1, XP_013626827.1	XP_024003858.1
OG0004314	XP_013628421.1, XP_013628420.1, XP_013626441.1	XP_006411145.1
OG0004315	XP_013625093.1, XP_013625095.1, XP_013634067.1, XP_013634878.1	XP_006411081.1
OG0004316	XP_013634080.1, XP_013634102.1	XP_006410949.1
OG0004317	XP_013606134.1, XP_013619201.1, XP_013618099.1, XP_013625689.1	XP_006396803.1
OG0004318	XP_013631154.1	XP_006404856.1
OG0004319	XP_013596517.1, XP_013625664.1	XP_006415839.1
OG0004320	XP_013604694.1, XP_013601892.1	XP_006418127.1
OG0004321	XP_013628080.1	XP_006418929.2
OG0004322	XP_013608673.1, XP_013620999.1, XP_013597243.1, XP_013626052.1	XP_006394892.1
OG0004323	XP_013618676.1	XP_024014317.1, XP_024007390.1
OG0004324	XP_013587313.1	XP_006408062.1
OG0004325	XP_013618231.1	XP_006394950.1
OG0004326	XP_013627247.1, XP_013634708.1, XP_013634764.1	XP_006397895.1
OG0004327	XP_013635752.1, XP_013628031.1, XP_013635701.1	XP_006397894.1
OG0004328	XP_013636298.1	XP_006397844.1
OG0004329	XP_013621759.1, XP_013632135.1, XP_013636858.1	XP_006397823.1
OG0004330	XP_013634410.1, XP_013614728.1	XP_006397809.1
OG0004331	XP_013586136.1, XP_013626301.1, XP_013584782.1	XP_006406284.1
OG0004332	XP_013628911.1	XP_006397750.1
OG0004333	XP_013627676.1	XP_024010845.1
OG0004334	XP_013635790.1, XP_013632282.1, XP_013626713.1	XP_024003770.1
OG0004336	XP_013626465.1, XP_013634902.1, XP_013634566.1	XP_006411559.1
OG0004337	XP_013610860.1, XP_013598918.1, XP_013618449.1	XP_006398414.1
OG0004338	XP_013612520.1, XP_013610850.1, XP_013593756.1	XP_006398409.1
OG0004339	XP_013596020.1, XP_013609187.1, XP_013618876.1	XP_006398400.1
OG0004340	XP_013584056.1, XP_013635162.1	XP_006408027.1
OG0004341	XP_013635140.1, XP_013585406.1	XP_006408003.1
OG0004342	XP_013621353.1, XP_013630005.1, XP_013585690.1	XP_006407915.1
OG0004343	XP_013630412.1, XP_013635044.1, XP_013635530.1, XP_013585692.1	XP_006407905.1
OG0004344	XP_013637831.1	XP_006407784.2
OG0004345	XP_013603799.1, XP_013629974.1, XP_013583545.1	XP_024015515.1
OG0004346	XP_013628413.1, XP_013624032.1, XP_013586958.1	XP_006407463.1
OG0004347	XP_013628025.1, XP_013586402.1, XP_013587093.1	XP_006407405.1
OG0004348	XP_013611646.1	XP_006407379.1
OG0004349	XP_013605941.1, XP_013587735.1, XP_013625882.1	XP_006407316.1
OG0004350	XP_013638306.1, XP_013623033.1	XP_006407260.1
OG0004351	XP_013630365.1	XP_006392631.1
OG0004352	XP_013610759.1, XP_013629390.1, XP_013587477.1, XP_013591197.1	XP_006407162.2
OG0004353	XP_013625642.1, XP_013610656.1, XP_013586289.1	XP_006407130.1
OG0004354	XP_013584108.1, XP_013610596.1, XP_013625312.1	XP_006407114.1
OG0004355	XP_013583344.1, XP_013584125.1, XP_013625844.1, XP_013639813.1	XP_006407039.1
OG0004356	XP_013586919.1, XP_013610133.1	XP_006406978.1
OG0004357	XP_013585879.1, XP_013583639.1	XP_024015115.1
OG0004358	XP_013606065.1, XP_013618443.1	XP_006406970.1
OG0004359	XP_013628987.1, XP_013636756.1, XP_013586167.1	XP_024015774.1
OG0004360	XP_013598370.1	XP_006409009.1
OG0004361	XP_013637649.1, XP_013639005.1, XP_013623175.1	XP_006406764.1
OG0004362	XP_013624243.1, XP_013620114.1, XP_013587425.1	XP_006406577.1
OG0004363	XP_013622983.1, XP_013622795.1, XP_013615388.1, XP_013586558.1, XP_013639848.1	XP_006406544.1
OG0004364	XP_013638501.1, XP_013622734.1, XP_013618462.1	XP_006406484.1
OG0004365	XP_013637860.1, XP_013615280.1	XP_006406410.1
OG0004366	XP_013584639.1	XP_006406379.1
OG0004366	XP_013585080.1	XP_006406380.1
OG0004367	XP_013626210.1, XP_013584365.1, XP_013585460.1	XP_006406334.1
OG0004368	XP_013625572.1	XP_006406319.1
OG0004369	XP_013597820.1, XP_013585819.1	XP_006406295.1
OG0004370	XP_013588836.1, XP_013637651.1, XP_013631852.1	XP_006405837.1
OG0004371	XP_013592069.1	XP_006391521.1
OG0004372	XP_013618087.1, XP_013598815.1	XP_006395223.1
OG0004373	XP_013596387.1, XP_013626743.1, XP_013587170.1	XP_006418839.1
OG0004374	XP_013584092.1, XP_013626405.1, XP_013596435.1	XP_006406061.1
OG0004375	XP_013585470.1, XP_013628371.1, XP_013607554.1	XP_024014954.1
OG0004376	XP_013622423.1, XP_013583631.1, XP_013607626.1	XP_006406232.1
OG0004377	XP_013626692.1, XP_013585029.1, XP_013589017.1	XP_006406240.1
OG0004378	XP_013625718.1, XP_013638842.1	XP_006406241.1
OG0004379	XP_013589876.1	XP_006406268.1
OG0004379	XP_013626791.1	XP_006406267.1
OG0004380	XP_013631750.1	XP_024007065.1
OG0004381	XP_013622933.1, XP_013613685.1, XP_013611639.1	XP_006400417.1
OG0004382	XP_013594095.1, XP_013605796.1	XP_006403894.1
OG0004383	XP_013604369.1, XP_013597914.1, XP_013627655.1, XP_013615349.1	XP_006403905.1
OG0004384	XP_013632396.1, XP_013593173.1	XP_006418358.1
OG0004385	XP_013600487.1, XP_013637762.1	XP_006418230.1
OG0004387	XP_013605057.1, XP_013638922.1, XP_013600756.1	XP_024008183.1
OG0004388	XP_013601016.1	XP_006417755.1
OG0004389	XP_013603880.1, XP_013603871.1	XP_006417600.1
OG0004390	XP_013638078.1, XP_013638076.1, XP_013587274.1, XP_013587275.1	XP_006417568.1
OG0004391	XP_013604875.1, XP_013605507.1, XP_013585677.1	XP_006417540.1
OG0004392	XP_013604774.1, XP_013602441.1	XP_006417294.1, XP_024016224.1
OG0004393	XP_013602816.1, XP_013602269.1, XP_013583723.1	XP_006417223.1
OG0004394	XP_013615000.1, XP_013602812.1, XP_013584138.1	XP_006417217.1
OG0004395	XP_013604070.1, XP_013601061.1, XP_013586082.1	XP_006417201.1
OG0004396	XP_013604751.1, XP_013583258.1, XP_013607905.1, XP_013586873.1	XP_006416803.1
OG0004397	XP_013586025.1	XP_006416299.1
OG0004398	XP_013605402.1	XP_006416232.1
OG0004399	XP_013638786.1, XP_013602833.1, XP_013595395.1	XP_006416177.1
OG0004400	XP_013587921.1	XP_024007615.1
OG0004401	XP_013588826.1, XP_013616380.1, XP_013589763.1	XP_024009634.1, XP_006390904.1
OG0004403	XP_013613904.1, XP_013612882.1	XP_006391765.1
OG0004404	XP_013613581.1	XP_024003684.1
OG0004405	XP_013612842.1	XP_024003804.1
OG0004406	XP_013607429.1	XP_024011017.1
OG0004407	XP_013602173.1	XP_006398530.1
OG0004408	XP_013610736.1, XP_013625449.1	XP_006411789.1
OG0004409	XP_013639236.1, XP_013626004.1	XP_006411952.1
OG0004410	XP_013627252.1, XP_013596449.1, XP_013624884.1, XP_013620327.1	XP_006412138.1
OG0004411	XP_013598439.1, XP_013601429.1	XP_006412379.1
OG0004412	XP_013606709.1	XP_006413924.1
OG0004413	XP_013628637.1, XP_013598317.1, XP_013602645.1	XP_006412330.1
OG0004414	XP_013597063.1, XP_013627511.1, XP_013593795.1	XP_006412303.1
OG0004415	XP_013596513.1, XP_013584346.1, XP_013626599.1	XP_006412290.1
OG0004417	XP_013622019.1, XP_013620573.1, XP_013620588.1, XP_013620545.1	XP_006412578.1
OG0004418	XP_013596764.1, XP_013627406.1, XP_013591387.1	XP_006412599.2
OG0004419	XP_013606826.1	XP_006406000.2
OG0004421	XP_013627610.1, XP_013619716.1, XP_013610976.1	XP_024010491.1
OG0004422	XP_013629067.1, XP_013606024.1	XP_006396316.1, XP_024010512.1
OG0004423	XP_013602474.1, XP_013598880.1, XP_013616315.1	XP_006412971.1
OG0004424	XP_013585287.1, XP_013585312.1, XP_013615828.1, XP_013603963.1	XP_024008025.1
OG0004425	XP_013624709.1	XP_024009194.1, XP_024007695.1
OG0004425	XP_013591723.1	XP_024012683.1
OG0004428	XP_013591079.1, XP_013591178.1	XP_006393183.1
OG0004429	XP_013602454.1	XP_006414679.1
OG0004431	XP_013627745.1	XP_024015540.1
OG0004433	XP_013619989.1, XP_013620029.1	XP_006409000.1
OG0004434	XP_013597410.1, XP_013597408.1	XP_006395434.1
OG0004436	XP_013616277.1, XP_013614412.1, XP_013593136.1	XP_006394977.2
OG0004437	XP_013590736.1	XP_006393460.1
OG0004438	XP_013597345.1	XP_006392501.1
OG0004440	XP_013590359.1	XP_006389937.1
OG0004451	XP_013593792.1, XP_013596378.1	XP_006413583.1
OG0004452	XP_013629256.1	XP_006404411.1
OG0004453	XP_013623292.1, XP_013637548.1	XP_024003878.1
