Orthogroup	Brassica_oleracea	Arabidopsis_lyrata_Rawat
OG0003584	XP_013590118.1	AL5G21410, AL5G34180
OG0003586	XP_013590763.1	AL7G52790
OG0003586	XP_013616542.1	AL2G24900
OG0003587	XP_013604692.1	AL5G37300
OG0003588	XP_013623991.1	AL4G41500
OG0003589	XP_013615266.1, XP_013604832.1	AL5G32090
OG0003590	XP_013635930.1, XP_013626547.1	AL4G34700
OG0003591	XP_013632025.1	AL4G29720
OG0003591	XP_013626837.1	AL6G12870
OG0003592	XP_013636842.1	AL4G18850, AL5G21960
OG0003593	XP_013592463.1, XP_013586070.1	AL1G48460
OG0003594	XP_013626269.1, XP_013634284.1, XP_013609245.1	AL6G45780, AL6G45770
OG0003595	XP_013591645.1, XP_013620998.1, XP_013608672.1	AL6G38480, AL1G54410
OG0003596	XP_013598819.1	AL6G39870
OG0003597	XP_013585462.1	AL1G13720
OG0003598	XP_013585374.1	AL8G29180
OG0003601	XP_013638131.1, XP_013607998.1, XP_013635474.1, XP_013624444.1, XP_013622469.1, XP_013597489.1	AL3G24300
OG0003602	XP_013633485.1	AL3G28050
OG0003603	XP_013592574.1	AL1G60430
OG0003604	XP_013631150.1	AL4G14630
OG0003604	XP_013627824.1	AL7G21070
OG0003605	XP_013626042.1, XP_013583483.1	AL3G34460, AL3G34450
OG0003606	XP_013611596.1, XP_013583653.1	AL3G34530
OG0003607	XP_013629872.1	AL7G41980
OG0003608	XP_013597580.1, XP_013630337.1	AL7G41870, AL3G37950
OG0003609	XP_013610030.1, XP_013618859.1	AL5G11210, AL5G11200
OG0003610	XP_013605107.1	AL1G64960
OG0003611	XP_013635825.1	AL1G65310
OG0003612	XP_013598976.1, XP_013637181.1, XP_013602511.1, XP_013604318.1	AL5G33080
OG0003613	XP_013604165.1	AL1G36590, AL1G10800
OG0003614	XP_013584553.1	AL1G12360, AL1G12370
OG0003615	XP_013585206.1, XP_013614798.1	AL1G15560
OG0003616	XP_013602940.1, XP_013600685.1, XP_013584038.1	AL1G16040
OG0003617	XP_013586587.1	AL1G16310
OG0003617	XP_013586589.1	AL1G16320
OG0003618	XP_013586805.1, XP_013601017.1	AL1G18720
OG0003619	XP_013615233.1, XP_013607794.1	AL1G20790, AL1G47570, AL1G47560, AL1G20660
OG0003620	XP_013605347.1	AL2G16960
OG0003621	XP_013604055.1, XP_013585283.1, XP_013601431.1, XP_013603852.1, XP_013585235.1	nbis-gene-65
OG0003622	XP_013584533.1	AL1G22110
OG0003623	XP_013600472.1, XP_013638591.1	AL1G23470
OG0003624	XP_013584374.1, XP_013600764.1, XP_013600762.1, XP_013603520.1	AL1G32130
OG0003625	XP_013587558.1	AL1G28770
OG0003625	XP_013604750.1	AL2G39560
OG0003626	XP_013615507.1	AL3G26990
OG0003627	XP_013587712.1	AL1G33710
OG0003628	XP_013613594.1	AL8G14810
OG0003629	XP_013625053.1, XP_013598220.1, XP_013603797.1	AL5G22780, AL5G22860, AL7G17190, AL7G17200
OG0003630	XP_013595314.1	AL7G18660
OG0003631	XP_013622617.1, XP_013596623.1	AL5G22610, AL7G17670
OG0003632	XP_013614217.1	AL4G16790, AL7G19680
OG0003633	XP_013585806.1, XP_013593011.1	AL1G38010
OG0003634	XP_013612641.1	AL6G52820
OG0003635	XP_013585246.1	nbis-gene-42
OG0003635	XP_013635762.1	AL4G26240
OG0003636	XP_013634367.1	AL4G23680
OG0003637	XP_013596633.1, XP_013596253.1	AL4G22700, AL1G37360, AL1G37380, AL1G37370
OG0003641	XP_013639150.1	AL4G21510
OG0003642	XP_013601575.1, XP_013604085.1	AL5G29230, AL5G29210
OG0003646	XP_013591232.1	AL8G26400
OG0003648	XP_013623039.1, XP_013623051.1, XP_013623028.1, XP_013603281.1	AL3G53090
OG0003656	XP_013604507.1	AL5G27830
OG0003657	XP_013601515.1, XP_013623263.1, XP_013626416.1	AL5G27130
OG0003659	XP_013586970.1	AL3G11320
OG0003661	XP_013627072.1	AL6G22680
OG0003662	XP_013607287.1, XP_013618889.1	AL6G22340
OG0003664	XP_013618819.1, XP_013611532.1, XP_013611531.1	AL6G20060
OG0003665	XP_013614517.1, XP_013594842.1, XP_013585083.1	nbis-gene-687
OG0003666	XP_013631143.1	AL4G25110
OG0003668	XP_013593006.1	AL7G27530
OG0003670	XP_013621648.1, XP_013617938.1, XP_013608353.1, XP_013620722.1, XP_013597530.1, XP_013611205.1	AL6G34880
OG0003671	XP_013619320.1	AL6G36270, AL6G36260
OG0003672	XP_013620804.1, XP_013620803.1, XP_013616728.1, XP_013611518.1	AL6G37600
OG0003673	XP_013622649.1	AL6G32570
OG0003673	XP_013616121.1	AL5G21610
OG0003674	XP_013625378.1	AL5G22290
OG0003675	XP_013611418.1, XP_013619122.1, XP_013628787.1	AL8G37010
OG0003677	XP_013635010.1	AL4G30170, AL4G30150, AL4G30160
OG0003678	XP_013629587.1, XP_013611621.1	AL8G32000
OG0003679	XP_013626382.1, XP_013591270.1, XP_013616601.1, XP_013609448.1	AL8G31120
OG0003680	XP_013594998.1, XP_013603263.1	AL5G29410
OG0003681	XP_013621718.1, XP_013586777.1	AL5G28120
OG0003682	XP_013607459.1, XP_013621013.1	nbis-gene-1492
OG0003683	XP_013630675.1	AL6G10880
OG0003684	XP_013609276.1, XP_013595664.1	AL5G16940
OG0003685	XP_013605167.1, XP_013584052.1	AL1G18110
OG0003686	XP_013592163.1	AL7G47190
OG0003689	XP_013591454.1, XP_013635166.1	AL2G40970, AL6G52910
OG0003692	XP_013620177.1	AL3G24590
OG0003693	XP_013590926.1	AL1G61490
OG0003694	XP_013610010.1, XP_013618933.1, XP_013626070.1, XP_013591547.1	AL8G24230
OG0003695	XP_013595435.1, XP_013600776.1	AL7G39800
OG0003696	XP_013609960.1	AL7G24040
OG0003697	XP_013599064.1	AL7G23610
OG0003697	XP_013600517.1	AL7G23620
OG0003698	XP_013593179.1	AL5G17640
OG0003699	XP_013622593.1, XP_013606793.1, XP_013585300.1, XP_013618311.1	AL6G52210
OG0003700	XP_013612527.1, XP_013621438.1, XP_013599040.1	AL8G12250
OG0003701	XP_013637704.1, XP_013639387.1, XP_013591102.1	AL3G30840, AL3G30820
OG0003702	XP_013627231.1	AL4G42420
OG0003703	XP_013613463.1, XP_013621608.1	AL8G14400
OG0003704	XP_013586821.1, XP_013624954.1	AL1G58810, AL1G58840, AL1G58160
OG0003706	XP_013586062.1, XP_013604682.1	AL1G32070
OG0003707	XP_013628707.1, XP_013588234.1	AL1G59650
OG0003709	XP_013634866.1	AL4G29340, AL1G51390
OG0003710	XP_013631767.1	AL4G31940, AL4G31930
OG0003711	XP_013588258.1, XP_013605312.1	AL3G40870, AL5G36010
OG0003712	XP_013606540.1, XP_013606539.1, XP_013598600.1	AL8G44880
OG0003713	XP_013636366.1, XP_013604904.1	AL2G23500, AL5G45060
OG0003714	XP_013636778.1	AL4G46050
OG0003715	XP_013639672.1, XP_013605471.1, XP_013636669.1	AL1G53560, AL5G43630
OG0003716	XP_013588573.1, XP_013600176.1	AL5G43400
OG0003718	XP_013589348.1	AL8G10870
OG0003718	XP_013603606.1	AL5G37060
OG0003719	XP_013637531.1, XP_013630299.1, XP_013636228.1	AL4G37250
OG0003721	XP_013628539.1, XP_013597933.1, XP_013586161.1	AL1G40440
OG0003722	XP_013595348.1, XP_013611338.1	AL3G51840
OG0003724	XP_013627309.1	AL3G52860, AL3G52870
OG0003725	XP_013629796.1, XP_013615462.1	AL1G54170, AL3G52820
OG0003726	XP_013629158.1, XP_013596457.1	AL7G22410
OG0003727	XP_013596008.1, XP_013613906.1	AL7G45710
OG0003729	XP_013608678.1, XP_013614666.1	nbis-gene-1580, AL6G38370
OG0003730	XP_013595743.1	AL6G39160
OG0003731	XP_013622943.1, XP_013637524.1	AL4G38180
OG0003733	XP_013623531.1, XP_013623547.1, XP_013633719.1	AL4G42940
OG0003734	XP_013634421.1	AL4G42810
OG0003735	XP_013633779.1, XP_013625786.1	AL4G42650
OG0003736	XP_013624051.1, XP_013638851.1, XP_013629268.1	AL3G17290
OG0003737	XP_013628394.1, XP_013586889.1, XP_013594485.1	AL3G18900
OG0003738	XP_013585018.1, XP_013628389.1, XP_013628386.1, XP_013638112.1	AL3G19430
OG0003739	XP_013610644.1, XP_013583367.1, XP_013625305.1	AL3G26360, AL3G26380
OG0003740	XP_013627625.1, XP_013584807.1	AL3G26880
OG0003741	XP_013585904.1	AL1G27360
OG0003742	XP_013613955.1	AL3G31290, AL4G11350
OG0003743	XP_013584077.1, XP_013627615.1	AL451U10010, AL3G31880
OG0003744	XP_013584195.1, XP_013584832.1	AL3G35880
OG0003745	XP_013595325.1, XP_013617029.1, XP_013604395.1	AL5G32260, AL7G47860
OG0003746	XP_013604417.1, XP_013605002.1	AL1G12610
OG0003747	XP_013614797.1, XP_013586746.1, XP_013614788.1, XP_013614790.1	AL1G15580, AL1G15590
OG0003748	XP_013638216.1	AL1G17590
OG0003749	XP_013590308.1	AL1G28160
OG0003750	XP_013584779.1	AL1G29120
OG0003751	XP_013601808.1, XP_013599597.1, XP_013587400.1, XP_013600838.1, XP_013600850.1	AL1G29590
OG0003752	XP_013590036.1, XP_013591533.1	AL2G30860
OG0003753	XP_013590535.1, XP_013590143.1, XP_013618717.1	AL2G30100
OG0003754	XP_013625387.1	AL3G43930, AL7G44130
OG0003755	XP_013608727.1, XP_013615332.1, XP_013608683.1	AL2G10280
OG0003756	XP_013612174.1, XP_013598669.1	AL8G15580
OG0003757	XP_013599935.1, XP_013590100.1	AL8G32340, AL1G54730
OG0003758	XP_013615701.1, XP_013588311.1	AL3G31300, AL814U10010, AL5G17190
OG0003759	XP_013603197.1, XP_013590120.1	AL1G56280, AL1G56190
OG0003761	XP_013634012.1	AL7G11780
OG0003762	XP_013590749.1, XP_013627833.1, XP_013596993.1	AL7G11840
OG0003763	XP_013634806.1	AL4G11980, AL7G12460
OG0003764	XP_013626450.1	AL7G14400
OG0003765	XP_013584137.1, XP_013600073.1, XP_013600060.1	AL7G27110
OG0003767	XP_013606997.1	AL6G52030, AL6G52670
OG0003768	XP_013600740.1, XP_013584235.1, XP_013598044.1	AL7G24360
OG0003770	XP_013623876.1, XP_013622039.1	AL1G48550
OG0003771	XP_013589258.1, XP_013624457.1	AL5G12110
OG0003771	XP_013634550.1, XP_013617248.1	AL8G20310, AL4G12490, AL4G12510
OG0003772	XP_013637343.1	AL7G46300
OG0003776	XP_013591334.1, XP_013600587.1	AL7G38460
OG0003778	XP_013635621.1, XP_013635568.1, XP_013627544.1	AL4G26260, AL4G26270
OG0003790	XP_013623179.1, XP_013606744.1, XP_013618412.1, XP_013627326.1	AL6G28400
OG0003791	XP_013612089.1, XP_013621793.1	AL6G28330, AL6G28350
OG0003792	XP_013619485.1, XP_013610478.1	AL6G26980
OG0003793	XP_013610749.1, XP_013610321.1, XP_013619877.1, XP_013616788.1	AL6G24230
OG0003794	XP_013630678.1, XP_013613141.1	AL3G26740, AL6G22640
OG0003795	XP_013611863.1, XP_013622686.1, XP_013620805.1	AL6G21260
OG0003796	XP_013609610.1, XP_013610147.1, XP_013629548.1, XP_013613170.1, XP_013612860.1	AL6G20160
OG0003797	XP_013610924.1	AL6G18800, AL6G34640
OG0003798	XP_013593838.1, XP_013600407.1, XP_013605916.1	AL7G28360
OG0003799	XP_013610230.1, XP_013627174.1, XP_013635489.1	AL4G21910
OG0003800	XP_013625340.1, XP_013637462.1	AL283U10030, AL4G25850
OG0003801	XP_013625663.1	AL1G15680
OG0003801	XP_013634944.1, XP_013634973.1	AL4G26950
OG0003802	XP_013634919.1, XP_013635004.1, XP_013627364.1	AL80U10090, AL4G27330
OG0003803	XP_013632118.1	AL4G29120, AL1G14110
OG0003804	XP_013593135.1, XP_013605755.1	AL8G25740
OG0003805	XP_013626735.1, XP_013608972.1	AL6G41500
OG0003806	XP_013634071.1	AL4G31670
OG0003806	XP_013604889.1, XP_013587553.1	AL1G49410
OG0003808	XP_013609965.1	AL8G44190
OG0003809	XP_013588021.1, XP_013612111.1	AL8G40850
OG0003810	XP_013626738.1	AL5G27740
OG0003810	XP_013602059.1	AL8G40240
OG0003812	XP_013618121.1, XP_013622001.1	AL1G60620
OG0003813	XP_013621942.1	AL6G53500, AL8G42840
OG0003814	XP_013618523.1, XP_013613037.1	AL6G34700, AL6G30600
OG0003815	XP_013630186.1, XP_013621674.1, XP_013599247.1	AL6G22200
OG0003816	XP_013615684.1, XP_013615282.1, XP_013621776.1, XP_013606265.1	AL6G33060
OG0003817	XP_013612427.1, XP_013611543.1	AL8G37280
OG0003818	XP_013625243.1, XP_013608767.1	AL8G34090
OG0003819	XP_013600417.1	AL7G26410
OG0003821	XP_013611804.1, XP_013621578.1, XP_013622470.1	AL8G30570
OG0003822	XP_013623555.1, XP_013609426.1, XP_013612384.1	AL8G29630
OG0003823	XP_013610800.1	AL6G17350
OG0003824	XP_013623760.1, XP_013614275.1	AL6G16130, AL7G50420
OG0003825	XP_013630792.1	AL5G21520, AL5G21420
OG0003826	XP_013593847.1, XP_013618587.1	AL8G22790
OG0003827	XP_013623748.1	AL6G13980
OG0003828	XP_013597705.1	AL7G14890
OG0003830	XP_013592067.1, XP_013592491.1, XP_013621023.1	AL2G39320
OG0003834	XP_013588381.1	AL1G43430
OG0003835	XP_013625523.1	AL5G24390, AL5G24430
OG0003836	XP_013627823.1	AL5G24270
OG0003837	XP_013631833.1	AL9U11810
OG0003838	XP_013596676.1, XP_013594314.1	AL7G40150
OG0003840	XP_013586521.1	AL1G30950
OG0003841	XP_013616038.1, XP_013591407.1, XP_013591410.1, XP_013588236.1	AL2G28340
OG0003842	XP_013619866.1	AL1G38650
OG0003842	XP_013592143.1	nbis-gene-568
OG0003843	XP_013588724.1	AL1G58200
OG0003844	XP_013629487.1	AL1G58390
OG0003845	XP_013604104.1	AL4G15890
OG0003846	XP_013610833.1	AL5G18880
OG0003849	XP_013595569.1, XP_013595568.1, XP_013625787.1	AL7G29660
OG0003850	XP_013607857.1	AL7G30030
OG0003851	XP_013614029.1	AL3G32730
OG0003852	XP_013629821.1	AL3G10540, AL1G28720
OG0003853	XP_013601735.1, XP_013601734.1	AL5G44250
OG0003854	XP_013630623.1, XP_013637644.1	AL1G55650, AL4G44400
OG0003855	XP_013599763.1, XP_013632240.1, XP_013590602.1	AL5G41160
OG0003856	XP_013591871.1	AL5G39820
OG0003857	XP_013614180.1, XP_013599991.1	AL5G39640
OG0003859	XP_013634972.1, XP_013590513.1, XP_013603347.1, XP_013634963.1	AL5G35050
OG0003860	XP_013595961.1, XP_013620889.1	AL5G10450
OG0003861	XP_013597610.1	AL3G41980
OG0003862	XP_013599087.1	AL3G39800
OG0003863	XP_013587971.1	AL2G27230
OG0003865	XP_013631172.1	AL4G33680
OG0003866	XP_013615046.1, XP_013633746.1	AL8G24670
OG0003867	XP_013599729.1	AL4G12000
OG0003867	XP_013627139.1	AL5G44590
OG0003868	XP_013605808.1, XP_013637723.1	AL2G26170, AL2G26160, AL1G52210
OG0003869	XP_013591180.1, XP_013585072.1, XP_013603749.1	AL1G48170
OG0003870	XP_013591842.1	AL1G48090
OG0003871	XP_013612426.1, XP_013609701.1, XP_013609208.1	AL2G11840
OG0003872	XP_013608651.1, XP_013629079.1, XP_013620744.1	AL6G45870
OG0003873	XP_013608864.1, XP_013593601.1	AL3G53520, AL4G32160
OG0003874	XP_013631735.1, XP_013623371.1, XP_013631858.1	AL181U10040, AL4G46330
OG0003875	XP_013635340.1, XP_013633461.1, XP_013635743.1	AL4G42490
OG0003876	XP_013636603.1, XP_013637533.1	AL4G41050
OG0003877	XP_013635104.1, XP_013632391.1	nbis-gene-1143
OG0003878	XP_013631078.1, XP_013631139.1	AL4G39590, AL3G43260
OG0003879	XP_013583603.1	AL6G27810, AL3G12410
OG0003880	XP_013638973.1, XP_013620430.1, XP_013618500.1	AL3G18570
OG0003881	XP_013628954.1, XP_013587070.1, XP_013618885.1	AL3G19180
OG0003882	XP_013586388.1, XP_013638300.1, XP_013623413.1	AL3G22950
OG0003883	XP_013596327.1, XP_013627668.1, XP_013611451.1	AL6G49210, AL3G49110
OG0003884	XP_013627302.1, XP_013638569.1, XP_013583889.1	nbis-gene-708
OG0003885	XP_013586611.1, XP_013639067.1	AL1G11530
OG0003886	XP_013618841.1	AL792U10010, AL8G32330, AL8G26290
OG0003887	XP_013602106.1	AL5G32930
OG0003888	XP_013600617.1, XP_013602363.1	AL1G13950
OG0003892	XP_013639140.1	AL1G19490, AL1G19480
OG0003893	XP_013600945.1	AL1G19910
OG0003894	XP_013602072.1, XP_013585357.1, XP_013604192.1	AL1G20080, AL1G55810
OG0003895	XP_013605039.1	AL1G23780
OG0003896	XP_013584960.1, XP_013603336.1, XP_013615860.1, XP_013603626.1	AL1G30660
OG0003897	XP_013602776.1, XP_013602606.1, XP_013601795.1, XP_013584516.1	AL1G31160
OG0003898	XP_013603569.1, XP_013638886.1	AL1G31540, AL1G31530
OG0003899	XP_013585060.1, XP_013603823.1	AL1G31830
OG0003900	XP_013614055.1, XP_013596591.1	AL6G51750
OG0003901	XP_013612982.1	AL2G13250, AL2G13270
OG0003903	XP_013612439.1	AL2G17950
OG0003904	XP_013585797.1, XP_013585798.1	AL2G18830
OG0003905	XP_013611125.1, XP_013620410.1, XP_013595632.1	AL8G10300
OG0003906	XP_013603030.1, XP_013597984.1	AL4G10060
OG0003907	XP_013623514.1, XP_013629037.1	AL5G26310
OG0003908	XP_013613296.1, XP_013625064.1	AL7G14520
OG0003909	XP_013616177.1	AL7G16330
OG0003910	XP_013625058.1, XP_013595908.1	AL7G16950
OG0003911	XP_013623127.1, XP_013637601.1	AL7G20940
OG0003912	XP_013600287.1	AL1G37010
OG0003913	XP_013600739.1	AL7G24750
OG0003915	XP_013613736.1, YP_004927463.1	AL3G48830
OG0003916	XP_013594188.1, XP_013639463.1	AL1G42260
OG0003916	XP_013609526.1, XP_013588781.1	AL2G38230
OG0003917	XP_013629522.1	AL6G42920
OG0003917	XP_013590356.1	AL1G50270
OG0003919	XP_013583276.1	AL3G43540
OG0003921	XP_013613872.1, XP_013594372.1, XP_013588940.1	AL1G54290
OG0003922	XP_013608946.1, XP_013619318.1, XP_013593754.1	AL5G19620
OG0003924	XP_013607803.1, XP_013616787.1, XP_013617088.1	AL1G62490
OG0003925	XP_013610743.1, XP_013617941.1	AL3G41410, AL8G37430
OG0003925	XP_013596090.1	nbis-gene-1486
OG0003927	XP_013614978.1, XP_013615486.1, XP_013619951.1, XP_013594046.1	AL6G27700
OG0003929	XP_013625993.1, XP_013606452.1	AL6G42570, AL6G42600, AL6G42580
OG0003930	XP_013596859.1, XP_013597256.1, XP_013603899.1	AL8G14650
OG0003931	XP_013627803.1	AL8G25790
OG0003941	XP_013628550.1, XP_013614398.1, XP_013618924.1	AL6G26070
OG0003942	XP_013611466.1, XP_013626844.1, XP_013621134.1	AL6G24930
OG0003944	XP_013618503.1, XP_013610204.1, XP_013609869.1	AL6G23510
OG0003945	XP_013610900.1, XP_013597499.1	AL6G38040
OG0003946	XP_013590366.1, XP_013590933.1	AL7G43580, AL2G28850
OG0003948	XP_013620110.1, XP_013609113.1	AL6G21890
OG0003949	XP_013612614.1	AL6G39530
OG0003951	XP_013595210.1	nbis-gene-1553
OG0003952	XP_013612993.1, XP_013625394.1, XP_013615533.1	AL6G18550
OG0003953	XP_013593124.1	AL8G38190
OG0003954	XP_013599336.1, XP_013610553.1	AL7G28340
OG0003955	XP_013604671.1, XP_013597152.1, XP_013599503.1	AL7G28510
OG0003956	XP_013623342.1	AL4G21520
OG0003957	XP_013635230.1	AL4G22830
OG0003957	XP_013635092.1, XP_013627274.1	AL5G38330
OG0003958	XP_013636091.1, XP_013636264.1, XP_013628665.1	AL4G24890
OG0003959	XP_013630601.1, XP_013631269.1, XP_013630855.1	AL4G29080
OG0003961	XP_013590543.1, XP_013596737.1, XP_013605447.1	AL7G28010
OG0003962	XP_013584283.1	AL1G43400, AL1G43440
OG0003964	XP_013634399.1	AL5G36640
OG0003965	XP_013608761.1, XP_013628044.1, XP_013620704.1, XP_013626054.1	AL1G65760
OG0003966	XP_013629802.1	AL3G14030, AL2G37540, AL8G43390, AL8G43160
OG0003967	XP_013626138.1, XP_013618930.1	AL8G41390
OG0003968	XP_013625997.1, XP_013619656.1	AL8G40840
OG0003970	XP_013596282.1, XP_013610760.1, XP_013610025.1, XP_013619378.1	AL8G38250, AL365U10010
OG0003972	XP_013597157.1, XP_013606128.1	AL8G37850
OG0003974	XP_013609680.1, XP_013596040.1	AL6G34810, AL4G15050
OG0003975	XP_013587810.1	AL5G28390
OG0003976	XP_013616442.1	AL6G37520, AL6G37530
OG0003977	XP_013597922.1, XP_013597925.1	AL6G37870
OG0003978	XP_013586992.1, XP_013601452.1	AL1G22820
OG0003979	XP_013619353.1, XP_013610741.1	AL5G23940
OG0003980	XP_013611496.1	AL8G10160, AL8G10150, AL8G36850
OG0003981	XP_013597646.1, XP_013625308.1, XP_013613397.1	nbis-gene-1213
OG0003982	XP_013612009.1, XP_013630363.1, XP_013620709.1	AL139U10040, AL8G35330, AL3G40420
OG0003983	XP_013619476.1, XP_013610710.1	nbis-gene-2174
OG0003984	XP_013628807.1, XP_013628803.1, XP_013606418.1	AL8G34800
OG0003985	XP_013630760.1, XP_013618943.1	AL8G33520
OG0003986	XP_013620739.1, XP_013629814.1, XP_013611730.1	AL191U10030, AL8G31870
OG0003987	XP_013630251.1	AL6G42740, AL5G28510
OG0003988	XP_013622963.1, XP_013613033.1	AL8G29640
OG0003989	XP_013609484.1, XP_013618813.1, XP_013626872.1	AL6G17160
OG0003990	XP_013623888.1, XP_013617047.1	AL8G27920, AL8G27910
OG0003991	XP_013619180.1, XP_013609330.1	AL22U10060, AL6G15100
OG0003992	XP_013625289.1, XP_013612831.1, XP_013621643.1	AL6G14720
OG0003993	XP_013611979.1	AL6G14220
OG0003994	XP_013609064.1, XP_013628681.1, XP_013621628.1	AL6G12710
OG0003995	XP_013609794.1, XP_013614858.1, XP_013628709.1, XP_013620070.1	AL6G11560
OG0003996	XP_013630773.1, XP_013609796.1, XP_013620132.1	AL6G11550
OG0003997	XP_013635505.1, XP_013590909.1	AL5G16460, AL7G48460
OG0003998	XP_013594794.1, XP_013585763.1	AL3G21700, AL491U10020
OG0004000	XP_013590814.1, XP_013589696.1, XP_013589695.1, XP_013616135.1, XP_013590613.1	AL2G36560
OG0004001	XP_013588040.1	AL2G36440
OG0004002	XP_013634593.1, XP_013619223.1	AL2G35920
OG0004003	XP_013595431.1	AL8G15400
OG0004004	XP_013625030.1	AL1G62420, AL1G64340
OG0004006	XP_013592023.1, XP_013629684.1	AL1G63970
OG0004008	XP_013627472.1	AL1G63280
OG0004009	XP_013590491.1, XP_013605696.1, XP_013586702.1	AL1G52150
OG0004010	XP_013592735.1	AL1G62440
OG0004011	XP_013633817.1, XP_013633821.1, XP_013633822.1	AL4G32520
OG0004012	XP_013609962.1	AL8G27670
OG0004013	XP_013602301.1, XP_013637417.1	AL7G41740, AL7G41770
OG0004014	XP_013602484.1, XP_013618474.1	AL7G41240
OG0004015	XP_013601303.1, XP_013628719.1, XP_013627051.1	AL7G39630
OG0004016	XP_013605286.1, XP_013591691.1	AL2G33230, AL2G33220
OG0004017	XP_013591351.1	AL2G34160
OG0004020	XP_013612900.1	AL5G16400
OG0004021	XP_013632372.1, XP_013598194.1	AL7G32230
OG0004022	XP_013595707.1, XP_013620385.1	AL8G13190, AL8G13340
OG0004023	XP_013586539.1, XP_013608336.1, XP_013591367.1	AL3G33330
OG0004024	XP_013586989.1	AL3G33340
OG0004025	XP_013636663.1	AL7G36090, AL4G30980
OG0004026	XP_013630904.1, XP_013625713.1, XP_013634905.1	AL4G31130
OG0004027	XP_013597773.1	AL8G12000
OG0004028	XP_013603179.1, XP_013604092.1, XP_013639019.1	AL1G28100
OG0004029	XP_013627291.1	AL7G31020
OG0004030	XP_013592901.1	AL2G22150, AL1G51320
OG0004031	XP_013613355.1	AL8G23620
OG0004032	XP_013627759.1, XP_013597839.1, XP_013595793.1	AL7G33810
OG0004033	XP_013628649.1, XP_013598434.1	AL7G33610
OG0004034	XP_013630752.1, XP_013605943.1	AL7G32340
OG0004035	XP_013595837.1, XP_013621133.1	AL7G32170
OG0004036	XP_013624451.1	AL7G34390
OG0004036	XP_013613959.1	AL7G46060, AL3G31260
OG0004037	XP_013598842.1, XP_013639601.1, XP_013624263.1, XP_013618685.1, XP_013602341.1	AL7G38560
OG0004038	XP_013604144.1, XP_013596039.1, XP_013636801.1	AL7G52620, AL7G38050
OG0004039	XP_013586677.1, XP_013638948.1	AL3G10760
OG0004040	XP_013609302.1	AL8G44970, AL4G16940
OG0004041	XP_013637418.1, XP_013604117.1, XP_013588158.1	AL5G45550
OG0004042	XP_013636779.1	AL4G46040
OG0004043	XP_013602051.1	AL7G18690
OG0004044	XP_013604593.1, XP_013632915.1, XP_013631344.1	AL3G42240, AL5G43740
OG0004046	XP_013632945.1, XP_013599482.1	AL5G41480
OG0004047	XP_013634041.1, XP_013602949.1, XP_013590585.1	AL5G38920
OG0004048	XP_013618988.1, XP_013596323.1	AL5G10260
OG0004049	XP_013634821.1	AL4G39310
OG0004049	XP_013602971.1, XP_013603361.1	AL5G38550
OG0004050	XP_013599703.1, XP_013592794.1, XP_013592838.1	AL5G38000, AL1G49030
OG0004051	XP_013602170.1, XP_013589319.1	AL5G35240
OG0004052	XP_013588267.1, XP_013601642.1	AL5G34510
OG0004053	XP_013634910.1, XP_013605837.1, XP_013613514.1	AL5G34440
OG0004054	XP_013595338.1, XP_013622701.1	AL3G40570
OG0004055	XP_013613903.1	AL1G63840
OG0004056	XP_013589949.1	AL2G31680
OG0004058	XP_013634442.1, XP_013625780.1, XP_013632162.1	AL4G38320
OG0004059	XP_013633355.1, XP_013633214.1, XP_013633353.1	AL3G40230
OG0004060	XP_013602790.1, XP_013631924.1	AL4G14880
