Orthogroup	Arabis_alpina	Odontarrhena_muralis
OG0001310	Aa_G131940.h1.t1	Om005G197840
OG0001310	Aa_G370230.h1.t1	Om004G132480
OG0001311	Aa_G598340.h1.t1	Om007G293340
OG0001312	Aa_G78720.h1.t1	Om002G049930
OG0001312	Aa_G627270.h1.t1	Om007G306710, Om009G363690
OG0001314	Aa_G600250.h1.t1	Om003G090100
OG0001315	Aa_G32190.h1.t1	Om002G061400
OG0001315	Aa_G465590.h1.t1	Om003G094330
OG0001316	Aa_G57630.h1.t1	Om003G099760
OG0001316	Aa_G53600.h1.t1	Om002G064010
OG0001317	Aa_G50680.h1.t1	Om003G097220, Om002G067410
OG0001318	Aa_G406950.h1.t1	Om003G100520, Om003G100530, Om003G100570, Om003G100550
OG0001319	Aa_G212770.h1.t1	Om006G255230
OG0001319	Aa_G402650.h1.t1	Om008G336870
OG0001321	Aa_G41220.h1.t1	Om008G361760, Om008G361770, Om008G361790, Om008G361780, Om008G361750
OG0001328	Aa_G59740.h1.t1	Om001G027840
OG0001330	Aa_G383800.h1.t1	Om002G083840
OG0001330	Aa_G293840.h1.t1	Om001G035780, Om001G034460
OG0001331	Aa_G57060.h1.t1	Om011G365640, Om020G374530
OG0001332	Aa_G100920.h1.t1	Om011G364990, Om020G374420
OG0001333	Aa_G72230.h1.t1	Om005G221890
OG0001333	Aa_G457540.h1.t1	Om005G189740
OG0001334	Aa_G375680.h1.t1	Om005G195510
OG0001334	Aa_G640090.h1.t1	Om006G275200
OG0001335	Aa_G73240.h1.t1	Om004G172750
OG0001335	Aa_G137210.h1.t1	Om002G053520
OG0001336	Aa_G102820.h1.t1	Om002G055270
OG0001336	Aa_G414750.h1.t1	Om004G170320
OG0001337	Aa_G88130.h1.t1	Om003G115730
OG0001337	Aa_G141600.h1.t1	Om001G020770
OG0001338	Aa_G88140.h1.t1	Om003G115720
OG0001339	Aa_G418050.h1.t1	Om003G117680
OG0001340	Aa_G396480.h2.t1, Aa_G396480.h1.t1	Om004G164240
OG0001341	Aa_G398110.h1.t1	Om006G239760
OG0001341	Aa_G168770.h1.t1	Om004G164720
OG0001342	Aa_G458430.h1.t1	Om004G166010, Om004G166040
OG0001342	Aa_G37200.h1.t1	Om006G232060
OG0001343	Aa_G319180.h1.t1	Om004G167750
OG0001343	Aa_G746010.h1.t1	Om006G237720
OG0001344	Aa_G41270.h1.t1	Om008G361820
OG0001345	Aa_G150210.h1.t1	Om001G002870
OG0001345	Aa_G220210.h1.t1	Om008G358760
OG0001346	Aa_G369910.h1.t1	Om001G006330
OG0001346	Aa_G369920.h1.t1	Om001G006320
OG0001348	Aa_G261520.h1.t1	Om002G084400
OG0001349	Aa_G235630.h1.t1	Om002G084970
OG0001349	Aa_G453330.h1.t1, Aa_G453340.h1.t1	Om001G035890, Om001G035900
OG0001350	Aa_G224740.h1.t1	Om004G154140
OG0001350	Aa_G237290.h1.t1	Om001G039050
OG0001351	Aa_G178120.h1.t1, Aa_G496380.h1.t1, Aa_G506220.h1.t1	Om008G323820
OG0001352	Aa_G97440.h1.t1	Om008G344590
OG0001353	Aa_G751760.h1.t1, Aa_G566330.h1.t1, Aa_G78110.h1.t1, Aa_G78090.h1.t1	Om008G358330, Om008G358340
OG0001353	Aa_G386600.h1.t1, Aa_G770240.h1.t1	Om008G358400, Om008G358390
OG0001354	Aa_G609020.h1.t1	Om003G128220
OG0001354	Aa_G731310.h1.t1	Om008G319360
OG0001355	Aa_G57800.h1.t1	Om003G126260
OG0001355	Aa_G17160.h1.t1	Om008G321560
OG0001356	Aa_G374660.h1.t1	Om008G326300
OG0001356	Aa_G114150.h1.t1	Om003G122470
OG0001357	Aa_G345850.h1.t1	Om003G121180
OG0001358	Aa_G422510.h1.t1	Om008G327570
OG0001358	Aa_G114870.h1.t1	Om003G120700
OG0001359	Aa_G318750.h1.t1	Om006G267220
OG0001359	Aa_G448450.h1.t1	Om006G245720
OG0001360	Aa_G219040.h1.t1	Om005G182650
OG0001360	Aa_G424810.h1.t1	Om007G279210
OG0001361	Aa_G709170.h1.t1	Om007G279070
OG0001361	Aa_G217690.h1.t1	Om005G181940
OG0001362	Aa_G133280.h1.t1	Om002G068640
OG0001362	Aa_G90580.h1.t1	Om007G285120
OG0001363	Aa_G330170.h1.t1	Om001G019430
OG0001364	Aa_G304340.h1.t1	Om007G300390
OG0001364	Aa_G14830.h1.t1	Om002G042910
OG0001365	Aa_G14740.h1.t1	Om002G043000
OG0001365	Aa_G240280.h1.t1	Om007G300260
OG0001366	Aa_G56490.h1.t1	Om007G299050
OG0001366	Aa_G42490.h1.t1	Om002G043770
OG0001367	Aa_G49930.h1.t1	Om002G049120
OG0001368	Aa_G72720.h1.t1	Om008G338180
OG0001370	Aa_G477450.h1.t1	Om005G203190
OG0001370	Aa_G111000.h1.t1	Om004G135860
OG0001371	Aa_G352680.h1.t1	Om004G144890, Om004G144920
OG0001372	Aa_G49820.h1.t1, Aa_G111710.h1.t1	Om002G044560
OG0001372	Aa_G499360.h1.t1	Om007G297490
OG0001373	Aa_G161210.h1.t1	Om003G099110
OG0001373	Aa_G82110.h1.t1	Om002G065230
OG0001374	Aa_G348830.h1.t1	Om004G137820
OG0001374	Aa_G323770.h1.t1	Om005G201480
OG0001376	Aa_G237700.h1.t1	Om002G058580
OG0001376	Aa_G118250.h1.t1	Om003G091280
OG0001377	Aa_G617190.h1.t1	Om006G273910, Om006G273900
OG0001378	Aa_G110750.h1.t1	Om003G099550
OG0001378	Aa_G498880.h1.t1	Om002G064510
OG0001379	Aa_G550480.h1.t1	Om002G067520
OG0001379	Aa_G334880.h1.t1	Om003G097120
OG0001380	Aa_G178310.h1.t1	Om003G096990
OG0001382	Aa_G311550.h1.t1	Om004G154100, Om001G039070, Om001G039060
OG0001391	Aa_G40610.h1.t1	Om002G055900, Om002G055910
OG0001392	Aa_G180390.h1.t1	Om001G033620
OG0001392	Aa_G70170.h1.t1	Om002G082830
OG0001393	Aa_G542160.h1.t1	Om002G083710
OG0001393	Aa_G379290.h1.t1	Om001G034290
OG0001395	Aa_G69760.h1.t1	Om001G017560
OG0001395	Aa_G441200.h1.t1	Om003G118160
OG0001397	Aa_G446410.h1.t1	Om005G188800
OG0001397	Aa_G307870.h1.t1	Om005G219700
OG0001398	Aa_G278100.h1.t1	Om006G275330
OG0001398	Aa_G661480.h1.t1	Om005G195600
OG0001399	Aa_G146220.h1.t1	Om006G274430
OG0001399	Aa_G117770.h1.t1	Om005G194500
OG0001400	Aa_G164300.h1.t1	Om005G192980
OG0001401	Aa_G582890.h1.t1	Om007G316150
OG0001401	Aa_G320980.h1.t1	Om007G300200
OG0001402	Aa_G169320.h1.t1	Om007G315710
OG0001403	Aa_G357200.h1.t1	Om005G225360
OG0001403	Aa_G270610.h1.t1	Om005G191810
OG0001404	Aa_G162420.h1.t1	Om005G224870
OG0001405	Aa_G304060.h1.t1	Om004G172430
OG0001405	Aa_G137080.h1.t1	Om002G053760
OG0001406	Aa_G237300.h1.t1	Om001G039040
OG0001406	Aa_G763500.h1.t1	Om005G206430
OG0001407	Aa_G398460.h1.t1	Om003G114110
OG0001408	Aa_G98160.h1.t1, Aa_G637120.h1.t1	Om004G165530, Om004G165500
OG0001409	Aa_G75990.h1.t1	Om006G233910
OG0001409	Aa_G210870.h1.t1	Om004G167300
OG0001410	Aa_G26380.h1.t1	Om008G361440
OG0001410	Aa_G152220.h1.t1	Om001G001020
OG0001411	Aa_G176380.h1.t1	Om001G001800
OG0001411	Aa_G524890.h1.t1	Om001G001790
OG0001412	Aa_G148360.h1.t1	Om001G004560
OG0001412	Aa_G98820.h1.t1	Om008G357580
OG0001413	Aa_G558920.h1.t1	Om001G008190, Om001G008170
OG0001415	Aa_G438690.h1.t1	Om008G340660
OG0001415	Aa_G472920.h1.t1	Om007G288810
OG0001416	Aa_G465120.h1.t1	Om007G289920
OG0001417	Aa_G223230.h1.t1	Om001G036800
OG0001417	Aa_G531970.h1.t1	Om004G155350, Om004G152970
OG0001418	Aa_G351960.h1.t1	Om001G040730
OG0001418	Aa_G546410.h1.t1	Om004G155940
OG0001419	Aa_G238620.h1.t1	Om003G120220
OG0001420	Aa_G189390.h1.t1	Om008G354210
OG0001420	Aa_G360790.h1.t1, Aa_G563340.h1.t1	Om001G008280
OG0001421	Aa_G51910.h1.t1	Om002G071350
OG0001422	Aa_G4770.h1.t1	Om002G047000
OG0001422	Aa_G251170.h1.t1	Om007G293430
OG0001423	Aa_G252320.h1.t1	Om008G322990
OG0001423	Aa_G103450.h1.t1	Om003G124870
OG0001424	Aa_G226360.h1.t1	Om004G173780
OG0001425	Aa_G252660.h1.t1	Om006G268320
OG0001425	Aa_G15370.h1.t1	Om006G242430
OG0001427	Aa_G67910.h1.t1	Om004G158300
OG0001427	Aa_G105910.h1.t1	Om005G178500
OG0001428	Aa_G6790.h1.t1	Om005G179670
OG0001428	Aa_G99570.h1.t1	Om004G159920
OG0001429	Aa_G236550.h1.t1	Om003G128350
OG0001430	Aa_G341240.h1.t1	Om005G181350
OG0001431	Aa_G217740.h1.t1	Om005G181950
OG0001431	Aa_G257840.h1.t1	Om007G279030
OG0001432	Aa_G220650.h1.t1	Om005G183280
OG0001432	Aa_G640500.h1.t1	Om007G280280
OG0001433	Aa_G22700.h1.t1	Om005G184040
OG0001433	Aa_G86090.h1.t1	Om007G281110
OG0001434	Aa_G49080.h1.t1	Om007G282800
OG0001434	Aa_G195300.h1.t1	Om004G170770
OG0001435	Aa_G558420.h1.t1	Om005G185610
OG0001435	Aa_G682710.h1.t1	Om007G283330
OG0001436	Aa_G493690.h1.t1	Om007G296660
OG0001436	Aa_G44950.h1.t1	Om002G045150
OG0001437	Aa_G70380.h1.t1	Om007G296370
OG0001437	Aa_G438140.h1.t1	Om002G045350
OG0001438	Aa_G378500.h1.t1	Om007G293250
OG0001438	Aa_G4550.h1.t1	Om002G046680
OG0001439	Aa_G30470.h1.t1	Om004G140270
OG0001439	Aa_G132400.h1.t1	Om005G200110
OG0001440	Aa_G454160.h1.t1	Om005G204130
OG0001440	Aa_G129280.h1.t1	Om004G134810
OG0001441	Aa_G252080.h1.t1	Om004G142990
OG0001441	Aa_G528420.h1.t1	Om005G205040
OG0001442	Aa_G163340.h1.t1	Om005G207110
OG0001442	Aa_G738300.h1.t1, Aa_G839010.h1.t1	Om004G143360
OG0001443	Aa_G391780.h1.t1	Om005G208910
OG0001445	Aa_G43200.h1.t1	Om005G189450
OG0001446	Aa_G541380.h1.t1	Om004G168070
OG0001446	Aa_G94960.h1.t1	Om006G237030
OG0001448	Aa_G184690.h1.t1	Om003G090990
OG0001448	Aa_G614360.h1.t1	Om002G058270
OG0001449	Aa_G56320.h1.t1, Aa_G146970.h1.t1, Aa_G146980.h1.t1	Om002G059130
OG0001449	Aa_G127790.h1.t1	Om003G091940
OG0001450	Aa_G127780.h1.t1	Om003G091950
OG0001450	Aa_G56310.h1.t1	Om002G059150
OG0001451	Aa_G396720.h1.t1	Om003G093630
OG0001452	Aa_G173490.h1.t1	Om003G093850
OG0001452	Aa_G424000.h1.t1	Om002G060900
OG0001453	Aa_G173650.h1.t1	Om003G094190
OG0001454	Aa_G233740.h1.t1	Om002G061580
OG0001454	Aa_G386130.h1.t1	Om003G094410
OG0001455	Aa_G617180.h1.t1	Om002G063020
OG0001455	Aa_G327180.h1.t1	Om003G100700
OG0001456	Aa_G50590.h1.t1	Om002G067510
OG0001456	Aa_G334870.h1.t1	Om003G097130
OG0001457	Aa_G152440.h1.t1	Om002G068010
OG0001457	Aa_G36850.h1.t1	Om003G096780
OG0001458	Aa_G249920.h1.t1	Om008G319780, Om008G319800, Om008G319790, Om007G303690
OG0001461	Aa_G647150.h1.t1	Om007G278700
OG0001464	Aa_G301260.h1.t1	Om001G025060
OG0001464	Aa_G244920.h1.t1	Om002G086890
OG0001465	Aa_G632940.h1.t1	Om002G086750
OG0001465	Aa_G506690.h2.t1, Aa_G506690.h1.t1	Om001G025360
OG0001466	Aa_G59860.h1.t1	Om001G027980
OG0001467	Aa_G456500.h1.t1	Om004G174840
OG0001468	Aa_G274390.h1.t1, Aa_G97260.h1.t1, Aa_G97250.h1.t1, Aa_G97240.h1.t1	Om001G032010
OG0001469	Aa_G434830.h1.t1	Om007G292300
OG0001470	Aa_G24710.h1.t1	Om008G338210
OG0001471	Aa_G457530.h1.t1	Om005G189730
OG0001472	Aa_G375730.h1.t1	Om005G195390
OG0001473	Aa_G146230.h1.t1	Om006G274420
OG0001473	Aa_G117780.h1.t1	Om005G194490
OG0001475	Aa_G298930.h1.t1	Om005G191310
OG0001475	Aa_G739680.h1.t1	Om005G224670
OG0001477	Aa_G668080.h1.t1	Om004G169220
OG0001478	Aa_G34690.h1.t1	Om002G052340
OG0001478	Aa_G456470.h1.t1	Om004G174870
OG0001479	Aa_G103430.h1.t1	Om003G124840
OG0001480	Aa_G708330.h1.t1	Om007G285890
OG0001482	Aa_G765980.h1.t1	Om004G164380
OG0001482	Aa_G267330.h1.t1	Om006G239940
OG0001483	Aa_G169020.h1.t1	Om006G239530
OG0001483	Aa_G168510.h1.t1	Om004G165050
OG0001484	Aa_G169040.h1.t1	Om006G239500
OG0001485	Aa_G130410.h1.t1	Om004G167070
OG0001485	Aa_G76110.h1.t1	Om006G233730
OG0001486	Aa_G210850.h1.t1	Om004G167310
OG0001487	Aa_G97910.h1.t1	Om006G237600
OG0001487	Aa_G319300.h1.t1	Om004G167840
OG0001488	Aa_G520140.h1.t1	Om001G000580
OG0001488	Aa_G213800.h1.t1	Om008G362000
OG0001489	Aa_G561120.h1.t1, Aa_G912520.h1.t1	Om008G353670
OG0001489	Aa_G517260.h1.t1	Om001G008780
OG0001490	Aa_G688980.h1.t1	Om007G289490
OG0001490	Aa_G339570.h1.t1	Om008G340460
OG0001492	Aa_G352000.h1.t1	Om001G040700
OG0001493	Aa_G171140.h1.t1	Om007G287820
OG0001493	Aa_G584440.h1.t1	Om008G341470
OG0001494	Aa_G410080.h1.t1, Aa_G410100.h1.t1	Om008G352950, Om008G352970
OG0001495	Aa_G162820.h1.t1	Om008G362610
OG0001495	Aa_G162830.h1.t1	Om008G362600
OG0001496	Aa_G199030.h1.t1	Om002G073340
OG0001496	Aa_G198090.h1.t1	Om003G103910
OG0001497	Aa_G351600.h1.t1	Om003G101750, Om005G195880
OG0001498	Aa_G400480.h1.t1	Om005G181210
OG0001499	Aa_G206120.h2.t1, Aa_G206120.h1.t1	Om003G128560
OG0001500	Aa_G453050.h1.t1	Om008G319880
OG0001500	Aa_G511430.h1.t1, Aa_G741200.h1.t1	Om003G127900
OG0001501	Aa_G556040.h1.t1	Om002G064990
OG0001501	Aa_G638270.h1.t1	Om008G320300, Om003G094850
OG0001502	Aa_G265040.h1.t1	Om008G323120
OG0001502	Aa_G103440.h1.t1	Om003G124860
OG0001503	Aa_G132590.h1.t1	Om003G124290
OG0001503	Aa_G100500.h1.t1	Om008G323980
OG0001504	Aa_G451490.h1.t1	Om003G123850
OG0001504	Aa_G125270.h1.t1	Om008G325120
OG0001505	Aa_G340550.h1.t1	Om003G123720
OG0001505	Aa_G125460.h1.t1	Om008G325410
OG0001506	Aa_G24230.h1.t1	Om002G051310
OG0001506	Aa_G53880.h1.t1	Om004G176920
OG0001507	Aa_G297070.h1.t1	Om006G246570
OG0001508	Aa_G744770.h1.t1	Om006G261900
OG0001508	Aa_G75210.h1.t1	Om006G234200
OG0001509	Aa_G342170.h1.t1	Om006G259970
OG0001509	Aa_G23350.h1.t1	Om006G231280
OG0001510	Aa_G640470.h1.t1	Om007G280310
OG0001510	Aa_G220640.h1.t1	Om005G183290
OG0001511	Aa_G481460.h1.t1	Om005G185720
OG0001511	Aa_G60060.h1.t1	Om007G283470
OG0001512	Aa_G151840.h1.t1	Om005G186140
OG0001513	Aa_G14760.h1.t1	Om002G042980
OG0001514	Aa_G553060.h1.t1	Om002G045810
OG0001515	Aa_G51240.h1.t1, Aa_G217660.h1.t1	Om002G048100
OG0001516	Aa_G47360.h1.t1	Om002G049260
OG0001517	Aa_G287340.h1.t1	Om006G251060
OG0001517	Aa_G677190.h1.t1	Om008G330500
OG0001518	Aa_G224210.h1.t1	Om008G330630
OG0001519	Aa_G30440.h1.t1	Om004G140300
OG0001519	Aa_G132390.h1.t1	Om005G200090
OG0001520	Aa_G711570.h1.t1	Om006G263160
OG0001521	Aa_G215510.h1.t1	Om004G135310
OG0001522	Aa_G367250.h1.t1	Om005G205690
OG0001522	Aa_G665770.h1.t1	Om005G206910
OG0001523	Aa_G487290.h1.t1, Aa_G487290.h2.t1	Om004G144440
OG0001524	Aa_G807280.h1.t1, Aa_G807280.h2.t1, Aa_G845300.h2.t1, Aa_G845300.h1.t1	Om008G358820
OG0001524	Aa_G61550.h1.t1, Aa_G815830.h1.t1	Om006G236220
OG0001526	Aa_G94450.h1.t1	Om005G177980
OG0001526	Aa_G57840.h1.t1	Om006G261330, Om003G126190
OG0001527	Aa_G72800.h1.t1	Om007G301640
OG0001527	Aa_G21440.h1.t1	Om004G130600
OG0001528	Aa_G644340.h1.t1	Om007G300570
OG0001528	Aa_G64960.h1.t1, Aa_G618430.h1.t1	Om004G137520
OG0001529	Aa_G128890.h1.t1	Om005G191160
OG0001530	Aa_G15200.h1.t1	Om001G041070
OG0001531	Aa_G209830.h1.t1	Om004G170570
OG0001534	Aa_G325470.h1.t1	Om004G132350, Om004G132360
OG0001535	Aa_G193210.h1.t1	Om003G090220
OG0001535	Aa_G176040.h1.t1	Om002G057550
OG0001536	Aa_G207840.h1.t1	Om002G058050
OG0001536	Aa_G375490.h1.t1	Om003G090860
OG0001537	Aa_G173620.h1.t1	Om003G094070
OG0001537	Aa_G507810.h1.t1	Om002G061210
OG0001538	Aa_G367470.h1.t1	Om002G062610
OG0001538	Aa_G685890.h1.t1	Om003G095130
OG0001539	Aa_G86320.h1.t1	Om001G007730, Om001G007640
OG0001540	Aa_G12170.h1.t1	Om008G340100
OG0001541	Aa_G453300.h1.t1, Aa_G956300.h1.t1, Aa_G717830.h1.t1	Om003G128290
OG0001543	Aa_G146310.h1.t1	Om001G037730, Om001G037830, Om001G037560, Om001G037820, Om001G037780, Om001G037750, Om004G137460
OG0001544	Aa_G37950.h1.t1	Om003G101460
OG0001544	Aa_G37910.h1.t1, Aa_G37940.h1.t1	Om003G101450, Om006G250200, Om006G250210, Om003G101440, Om005G215050
OG0001545	Aa_G574970.h1.t1	Om008G357880
OG0001545	Aa_G285780.h1.t1	Om006G267500
OG0001547	Aa_G254140.h1.t1, Aa_G158680.h1.t1, Aa_G407420.h1.t1, Aa_G407390.h1.t1	Om002G068490
OG0001549	Aa_G194720.h1.t1	Om002G088380
OG0001549	Aa_G44740.h1.t1	Om001G022730
OG0001550	Aa_G285160.h1.t1	Om002G054790
OG0001551	Aa_G420450.h1.t1	Om001G027710
OG0001551	Aa_G310020.h1.t1	Om004G153310, Om018G373980
OG0001552	Aa_G598850.h1.t1	Om001G028840
OG0001553	Aa_G330600.h1.t1	Om005G221080
OG0001553	Aa_G535880.h1.t1	Om005G189290
OG0001554	Aa_G307220.h1.t1	Om005G190820
OG0001554	Aa_G328610.h1.t1	Om005G223930
OG0001555	Aa_G584870.h1.t1	Om005G192930
OG0001555	Aa_G329000.h1.t1	Om006G273340
OG0001556	Aa_G25330.h1.t1	Om008G336560
OG0001556	Aa_G25750.h1.t1	Om006G272340
OG0001557	Aa_G403660.h1.t1	Om002G051870
OG0001558	Aa_G73080.h1.t1	Om004G172910
OG0001558	Aa_G302850.h1.t1	Om002G053430
OG0001559	Aa_G82770.h1.t1	Om003G107570
OG0001559	Aa_G253430.h1.t1	Om006G263210
OG0001560	Aa_G201680.h1.t1	Om005G199190, Om005G199900
OG0001561	Aa_G151900.h1.t1, Aa_G239370.h1.t1	Om003G113700
OG0001562	Aa_G303950.h1.t1	Om004G172250, Om003G118290
OG0001563	Aa_G199520.h1.t1, Aa_G181390.h1.t1	Om006G241030
OG0001563	Aa_G138210.h1.t1	Om004G162330
OG0001564	Aa_G249260.h1.t1	Om008G335730
OG0001564	Aa_G436680.h1.t1	Om008G325320, Om008G325290, Om005G202470
OG0001565	Aa_G499300.h1.t1, Aa_G611200.h1.t1	Om004G168220
OG0001565	Aa_G620750.h1.t1	Om006G236930
OG0001566	Aa_G239410.h1.t1	Om008G358250
OG0001566	Aa_G78130.h1.t1	Om001G003510
OG0001567	Aa_G377040.h1.t1	Om001G013140
OG0001567	Aa_G377050.h1.t1	Om001G013120
OG0001569	Aa_G142210.h1.t1	Om008G340300
OG0001569	Aa_G465000.h1.t1	Om007G289800
OG0001570	Aa_G686880.h1.t1	Om003G123760
OG0001570	Aa_G476200.h1.t1	Om007G291650
OG0001571	Aa_G314480.h1.t1	Om002G084010
OG0001572	Aa_G294310.h1.t1	Om001G039360
OG0001573	Aa_G406840.h1.t1	Om001G039820
OG0001574	Aa_G351920.h1.t1	Om001G040780
OG0001574	Aa_G50350.h1.t1	Om004G156020
OG0001575	Aa_G137780.h1.t1	Om001G041040
OG0001576	Aa_G443210.h1.t1	Om001G029490, Om002G058950
OG0001576	Aa_G508120.h1.t1, Aa_G508110.h1.t1	Om008G352860
OG0001577	Aa_G245520.h1.t1	Om007G315560
OG0001578	Aa_G248640.h2.t1, Aa_G248640.h1.t1	Om008G362670, Om006G237840
OG0001579	Aa_G96250.h1.t1	Om001G000100
OG0001581	Aa_G364320.h1.t1	Om003G128570
OG0001581	Aa_G206090.h1.t1	Om008G319170
OG0001582	Aa_G132620.h1.t1	Om003G124270
OG0001582	Aa_G100480.h1.t1	Om008G324000
OG0001583	Aa_G210110.h1.t1	Om008G326860
OG0001583	Aa_G494440.h1.t1	Om003G121060
OG0001584	Aa_G114850.h1.t1	Om003G120740
OG0001584	Aa_G67170.h1.t1	Om008G327650
OG0001585	Aa_G614520.h1.t1	Om003G120340
OG0001585	Aa_G188430.h1.t1	Om008G327920
OG0001586	Aa_G112830.h1.t1	Om006G240880, Om006G240890, Om006G240900
OG0001587	Aa_G552150.h1.t1, Aa_G552140.h1.t1	Om006G244320
OG0001587	Aa_G264060.h1.t1	Om003G104890
OG0001588	Aa_G578540.h1.t1	Om006G246680
OG0001589	Aa_G75130.h1.t1	Om006G234140
OG0001589	Aa_G168330.h1.t1	Om006G261670
OG0001590	Aa_G306810.h1.t1	Om006G251960
OG0001590	Aa_G500350.h1.t1	Om006G231330
OG0001591	Aa_G6840.h1.t1	Om005G179700
OG0001591	Aa_G354880.h1.t1	Om004G159940
OG0001592	Aa_G135150.h1.t1	Om005G180140
OG0001593	Aa_G208610.h1.t1	Om007G278260
OG0001593	Aa_G38780.h1.t1	Om005G181680
OG0001594	Aa_G235420.h1.t1	Om005G182480, Om005G182470
OG0001596	Aa_G144970.h1.t1	Om007G296130
OG0001596	Aa_G185520.h1.t1	Om002G045490
OG0001597	Aa_G40910.h1.t1	Om007G294390
OG0001597	Aa_G648160.h1.t1	Om002G048240
OG0001598	Aa_G47700.h1.t1	Om002G048810
OG0001599	Aa_G174350.h1.t1	Om002G050380
OG0001600	Aa_G11740.h1.t1	Om008G336990
OG0001601	Aa_G80290.h1.t1	Om005G199270
OG0001601	Aa_G341860.h1.t1	Om004G141820
OG0001602	Aa_G453460.h1.t1	Om005G203860, Om005G203850
OG0001602	Aa_G104340.h1.t1	Om004G135040
OG0001603	Aa_G437990.h1.t1	Om005G207310
OG0001604	Aa_G62490.h1.t1	Om004G143680
OG0001604	Aa_G17680.h1.t1	Om005G207450
OG0001605	Aa_G62460.h1.t1	Om004G143720
OG0001605	Aa_G17630.h1.t1	Om005G207530
OG0001606	Aa_G499190.h1.t1	Om004G152170
OG0001607	Aa_G319730.h1.t1	Om005G192070
OG0001607	Aa_G274800.h1.t1	Om005G225600
OG0001608	Aa_G89300.h1.t1	Om005G190190, Om005G190200
OG0001609	Aa_G120320.h1.t1	Om007G294970
OG0001609	Aa_G135130.h1.t1	Om005G180160
OG0001610	Aa_G331830.h1.t1	Om002G053700, Om004G172500
OG0001611	Aa_G348800.h1.t1	Om004G137880
OG0001611	Aa_G348790.h1.t1	Om004G137870
OG0001612	Aa_G175960.h1.t1	Om002G057420
OG0001612	Aa_G696360.h1.t1	Om003G090050
OG0001613	Aa_G443920.h1.t1	Om002G060570
OG0001614	Aa_G582100.h1.t1	Om003G095940
OG0001615	Aa_G92460.h1.t1	Om002G072780
OG0001615	Aa_G582070.h1.t1	Om005G181000
OG0001616	Aa_G650580.h1.t1	Om002G084190
OG0001617	Aa_G143510.h1.t1	Om002G087190
OG0001617	Aa_G104110.h1.t1	Om001G024810
OG0001618	Aa_G205600.h1.t1	Om003G089510
OG0001618	Aa_G40000.h1.t1	Om002G056680
OG0001619	Aa_G395700.h1.t1	Om006G255320
OG0001619	Aa_G11750.h1.t1	Om008G337000
OG0001620	Aa_G165030.h1.t1	Om001G001270, Om001G001210, Om001G001160, Om001G001290, Om001G001280, Om001G001170, Om001G001300, Om001G001150
OG0001626	Aa_G119080.h1.t1	Om006G234420
OG0001627	Aa_G61880.h1.t1	Om004G148280
OG0001628	Aa_G80850.h1.t1, Aa_G80840.h1.t1	Om002G083850, Om002G083860
OG0001628	Aa_G676710.h1.t1	Om005G194240, Om005G194230
OG0001629	Aa_G329090.h1.t1	Om006G273430
OG0001630	Aa_G529110.h1.t1, Aa_G154880.h1.t1, Aa_G154860.h1.t1	Om002G044480, Om002G044470, Om007G280110, Om007G280100
OG0001631	Aa_G285640.h1.t1	Om005G211770
OG0001633	Aa_G660310.h2.t1, Aa_G660310.h1.t1	Om001G009140, Om001G009130
OG0001642	Aa_G614960.h1.t1	Om001G031720
OG0001643	Aa_G775730.h1.t1	Om001G033530
OG0001644	Aa_G530670.h1.t1, Aa_G479250.h1.t1	Om005G189420
OG0001645	Aa_G408150.h1.t1	Om006G273540, Om006G273530
OG0001645	Aa_G408160.h1.t1	Om003G100820, Om003G100810
OG0001646	Aa_G276810.h1.t1	Om006G272500
OG0001646	Aa_G26660.h1.t1	Om005G192600
OG0001647	Aa_G229820.h1.t1	Om007G317750
OG0001647	Aa_G508060.h1.t1	Om006G271590
OG0001648	Aa_G413260.h1.t1	Om007G317430
OG0001648	Aa_G263290.h1.t1	Om006G271360
OG0001649	Aa_G756290.h1.t1	Om007G316180
OG0001650	Aa_G263570.h1.t1	Om006G269250
OG0001650	Aa_G443200.h1.t1	Om007G315230
OG0001651	Aa_G22110.h1.t1	Om006G250370
OG0001652	Aa_G101320.h1.t1	Om002G051680
OG0001652	Aa_G18650.h1.t1	Om004G176210
OG0001653	Aa_G34550.h1.t1	Om002G052460
OG0001654	Aa_G170110.h1.t1	Om004G174290
OG0001654	Aa_G34470.h1.t1	Om002G052600
OG0001655	Aa_G170350.h1.t1	Om004G171470
OG0001655	Aa_G333260.h1.t1	Om002G054370
OG0001656	Aa_G40470.h1.t1, Aa_G218370.h1.t1	Om002G056110
OG0001657	Aa_G363790.h1.t1	Om001G019400
OG0001657	Aa_G149050.h1.t1	Om003G116630
OG0001658	Aa_G442010.h1.t1	Om003G117030
OG0001658	Aa_G86600.h1.t1	Om001G018900
OG0001659	Aa_G275600.h1.t1	Om004G168860, Om004G168870
OG0001659	Aa_G275590.h1.t1	Om004G168880
OG0001660	Aa_G245310.h1.t1	Om001G005920
OG0001660	Aa_G636850.h1.t1	Om008G356450
OG0001661	Aa_G35110.h1.t1	Om008G352120
OG0001661	Aa_G6220.h1.t1	Om001G009550
OG0001662	Aa_G19940.h1.t1	Om001G009750
OG0001662	Aa_G225600.h1.t1	Om008G352460, Om008G352390
OG0001663	Aa_G294820.h1.t1	Om008G346530
OG0001663	Aa_G121830.h1.t1	Om005G205360
OG0001664	Aa_G423410.h1.t1	Om008G339790
