Orthogroup	Arabis_alpina	Brassica_napus
OG0000614	Aa_G521490.h2.t1, Aa_G521490.h1.t1	XP_048598431.1, XP_048625381.1, XP_048625380.1, XP_013715562.2, XP_048625119.1, XP_013680324.2, XP_048603362.1, XP_013692107.2, XP_013692114.1, XP_048602692.1
OG0000615	Aa_G197380.h1.t1	XP_013647217.1, XP_013685198.1, XP_013749070.1
OG0000615	Aa_G326380.h1.t1	XP_013741290.1
OG0000616	Aa_G127190.h1.t1	XP_022556800.1, XP_013667150.1
OG0000617	Aa_G46740.h1.t1	XP_013691172.2, XP_022546248.2, XP_013722796.1, XP_013726334.2, XP_013740783.2
OG0000617	Aa_G232870.h1.t1	XP_013735350.2
OG0000617	Aa_G53300.h1.t1	XP_013735311.2, XP_013684332.1
OG0000618	Aa_G343690.h1.t1	XP_022566452.1
OG0000618	Aa_G1026290.h1.t1	XP_013741580.2, XP_013705739.1
OG0000619	Aa_G457150.h1.t1	XP_013738293.1, XP_048631651.1
OG0000619	Aa_G14050.h1.t1	XP_013750026.1, NP_001303184.1, XP_013730247.1
OG0000620	Aa_G271550.h1.t1	XP_013683027.1, XP_013657263.2, XP_013723362.2, XP_013664611.2, XP_048621110.1, XP_013641828.2
OG0000620	Aa_G30610.h1.t1, Aa_G30630.h1.t1	XP_013649734.2, XP_013700780.1, XP_013712462.1, XP_048627379.1, XP_048629458.1
OG0000621	Aa_G337970.h1.t1	XP_048611895.1, XP_048600754.1
OG0000622	Aa_G100280.h1.t1	XP_013695004.3, XP_022547571.2
OG0000625	Aa_G71620.h1.t1	XP_048627991.1, XP_013675430.1, XP_048636998.1, XP_048614288.1
OG0000626	Aa_G430000.h1.t1	XP_013691291.1, XP_013721073.1, XP_048611662.1
OG0000627	Aa_G618320.h1.t1	XP_013731652.2, XP_013722420.1, XP_022571201.1, XP_048596798.1, XP_013741782.2, XP_048600228.1, XP_013705444.2, XP_013738120.2
OG0000627	Aa_G48350.h1.t1	XP_013640680.2, XP_048629356.1, XP_013666933.1, XP_048624601.1
OG0000628	Aa_G204260.h1.t1, Aa_G514210.h1.t1	XP_013670537.1, XP_013686168.1, XP_013684892.1, XP_013744093.1, XP_013641819.1, XP_022575312.1
OG0000630	Aa_G551820.h1.t1	XP_022571170.2, XP_013725610.1
OG0000630	Aa_G558410.h1.t1	XP_013655308.1, XP_013655307.1, XP_022570270.1
OG0000632	Aa_G289640.h1.t1	XP_013748162.1, XP_013688126.1, XP_013686256.1, XP_013666692.1
OG0000633	Aa_G94730.h1.t1, Aa_G490390.h1.t1	XP_048637934.1, XP_013698565.1, XP_013745599.2, XP_013722722.1
OG0000633	Aa_G706650.h1.t1	XP_048609664.1, XP_013742097.1
OG0000634	Aa_G499040.h1.t1, Aa_G635340.h1.t1	XP_013680745.2, XP_013683325.1, XP_013640544.1, XP_013682416.2, XP_013657101.1, XP_013657100.1, XP_013713635.1, XP_048624912.1
OG0000634	Aa_G535280.h1.t1	XP_013732516.1, XP_013680583.2
OG0000635	Aa_G119390.h1.t1	XP_048633823.1
OG0000636	Aa_G547010.h1.t1	XP_013715198.3, XP_013728526.1
OG0000636	Aa_G547040.h1.t1	XP_013715728.2, XP_013728529.2, XP_013728500.1, XP_013715444.2, XP_048623212.1
OG0000636	Aa_G547020.h1.t1	XP_022554247.1, XP_013728505.1
OG0000637	Aa_G57900.h1.t1	XP_022560319.2, XP_048591821.1, XP_022545305.2, XP_022545137.1
OG0000638	Aa_G58210.h1.t1	XP_013714324.2, XP_013685040.1, XP_013714481.2, XP_013667753.3, XP_048601301.1, XP_013667740.1, XP_048637237.1
OG0000639	Aa_G148410.h1.t1	XP_048628375.1, XP_048629748.1, XP_048628377.1, XP_022565203.1
OG0000639	Aa_G392340.h1.t1	XP_048634605.1, XP_013690505.2, XP_048611159.1, XP_022574137.2
OG0000641	Aa_G399650.h1.t1	XP_048635049.1
OG0000641	Aa_G455840.h1.t1	XP_048609193.1, XP_013736592.1
OG0000642	Aa_G245630.h1.t1	XP_013691591.2, XP_013752032.2
OG0000645	Aa_G509810.h1.t1	XP_013691151.2, XP_013742840.2
OG0000646	Aa_G247610.h1.t1	XP_013707492.2, XP_013644501.2, XP_013666596.1, XP_013666598.1, XP_022552842.2
OG0000646	Aa_G14610.h1.t1	XP_048602023.1, XP_013700311.2, XP_048636252.1, XP_013750970.2
OG0000647	Aa_G478950.h2.t1, Aa_G478950.h1.t1	XP_022570604.1, XP_013684595.1, XP_013745945.1, XP_013725056.1, XP_013720281.1, XP_013668311.1, XP_048602620.1, XP_013736038.1, XP_013706258.1, XP_013724109.1
OG0000647	Aa_G98320.h1.t1, Aa_G465860.h1.t1	XP_013746989.2, XP_013651200.2, XP_013701286.1
OG0000648	Aa_G236580.h1.t1, Aa_G236570.h1.t1	XP_048635868.1, XP_048615155.1, XP_013711379.1, XP_048597340.1
OG0000649	Aa_G265980.h1.t1	XP_048594452.1, XP_013667662.2
OG0000649	Aa_G622580.h1.t1	XP_048630531.1, XP_048612683.1
OG0000649	Aa_G87810.h1.t1	XP_013702151.1, XP_013717921.1, XP_013676747.2, XP_048626307.1, XP_013693498.1
OG0000650	Aa_G105000.h1.t1	XP_022552361.1
OG0000651	Aa_G376620.h1.t1	XP_048614519.1, XP_048614517.1, XP_048606049.1, XP_013747451.1, XP_022558807.1, XP_048606089.1, XP_013680547.1, XP_048608147.1
OG0000652	Aa_G104800.h1.t1	XP_022564912.2, XP_022572839.1, XP_013643514.2, XP_013741212.1, XP_048617951.1, XP_013647163.2, XP_013741211.1, XP_013736879.1, XP_022543358.2, XP_013700765.2, XP_048628283.1, XP_013675371.2
OG0000653	Aa_G76980.h1.t1, Aa_G753570.h1.t1	XP_022559969.1
OG0000653	Aa_G886640.h1.t1, Aa_G710220.h1.t1, Aa_G80980.h1.t1	XP_048606644.1, XP_048620370.1, XP_048614707.1, XP_048595753.1
OG0000654	Aa_G844420.h1.t1, Aa_G548010.h1.t1, Aa_G710230.h1.t1, Aa_G297130.h1.t1, Aa_G345540.h1.t1, Aa_G345510.h1.t1	XP_048604490.1, XP_048604624.1, XP_048604625.1, XP_013679405.3, XP_048617241.1, XP_048606328.1, XP_013704002.2, XP_048617246.1, XP_048624906.1, XP_022548725.2, XP_048624035.1
OG0000658	Aa_G393780.h1.t1	XP_013674630.1, XP_013742569.1, XP_048597079.1, XP_013707375.1, XP_013678297.1, XP_013651903.1
OG0000659	Aa_G331430.h1.t1	XP_013747240.1
OG0000659	Aa_G22080.h1.t1, Aa_G158740.h1.t1	XP_048619029.1
OG0000660	Aa_G543900.h1.t1	XP_048621600.1, XP_013657550.1
OG0000660	Aa_G578550.h1.t1	XP_013671794.1, XP_013642577.1
OG0000660	Aa_G225450.h1.t1	XP_013713659.2, XP_013714436.1, XP_013716818.1, XP_013729589.1
OG0000661	Aa_G640460.h1.t1, Aa_G640510.h1.t1	XP_013734128.1, XP_013742753.2, XP_013734127.2, XP_048636764.1, XP_048636769.1, XP_048608381.1, XP_013744323.1, XP_022557083.1, XP_013687471.1, XP_013744322.2, XP_013692454.1, XP_013714770.1
OG0000662	Aa_G356690.h1.t1	XP_048625100.1, XP_013720877.1, XP_013666027.2
OG0000662	Aa_G42560.h1.t1	XP_013644602.2, XP_013647325.2, XP_013740866.3, XP_048605996.1
OG0000662	Aa_G356670.h1.t1	XP_013686315.1, XP_013659923.2, XP_013720864.1, XP_013667797.2
OG0000664	Aa_G350880.h1.t1	XP_048635873.1
OG0000664	Aa_G463590.h1.t1	XP_048605265.1, XP_048617112.1
OG0000664	Aa_G176170.h1.t1	XP_048628979.1
OG0000665	Aa_G541840.h1.t1	XP_048618043.1, XP_048591358.1, XP_048618042.1, XP_013647512.2, XP_013706045.2
OG0000666	Aa_G142000.h1.t1	XP_048637448.1
OG0000669	Aa_G100520.h1.t1	XP_013692588.1, XP_013691828.1, XP_013725403.2, XP_022574265.1, XP_013734761.2
OG0000669	Aa_G251390.h1.t1	XP_022543708.1, XP_013644873.1, XP_013677313.2, XP_013684268.1, XP_013728361.1, XP_013733290.1
OG0000670	Aa_G240830.h1.t1	XP_013741441.1, XP_048619021.1, XP_013740740.2, XP_022561185.1, XP_013669990.1, XP_048606313.1, XP_048606311.1, XP_013653143.2, XP_048606308.1, XP_048596789.1, XP_048606310.1
OG0000671	Aa_G671830.h1.t1	XP_013743031.2, XP_022556808.2, XP_013722725.2, XP_013743062.2, XP_013692619.1, XP_013747695.2, XP_022559188.1, XP_013747696.2
OG0000672	Aa_G142260.h1.t1	XP_048636655.1, XP_013734256.1, XP_013730205.1, XP_013702155.1, XP_013719316.2, XP_048634407.1
OG0000672	Aa_G223700.h1.t1	XP_013662622.2
OG0000673	Aa_G207060.h1.t1	XP_048618761.1, XP_013644816.1
OG0000673	Aa_G436860.h1.t1	XP_013711170.1
OG0000674	Aa_G6690.h1.t1	XP_013695908.2, XP_013696309.2, XP_013697615.1, XP_013719302.1
OG0000674	Aa_G241270.h1.t1	XP_048634824.1, XP_013676490.1, XP_013747546.2, NP_001302792.1
OG0000674	Aa_G99750.h1.t1	XP_048595164.1, XP_013725151.2, XP_048625809.1, XP_013660384.2
OG0000675	Aa_G346340.h1.t1	XP_013686033.1, XP_013641687.1, XP_013708044.1, XP_022546065.2, XP_013662237.2, XP_013698987.1, XP_013683384.1, XP_013734096.1
OG0000676	Aa_G386960.h1.t1	XP_013742372.1, XP_013655920.1, XP_013711015.2, XP_013672163.1
OG0000676	Aa_G449820.h1.t1	XP_048615976.1, XP_013649750.2, XP_048603623.1, XP_048617386.1, XP_013674869.1, XP_048591751.1
OG0000677	Aa_G703630.h1.t1	XP_048623009.1
OG0000677	Aa_G126740.h1.t1	XP_022561201.2
OG0000685	Aa_G628360.h1.t1	XP_013681586.1, XP_013661498.1, XP_013693908.1, XP_013667603.1, XP_013665997.2, XP_048591631.1, XP_013681594.2
OG0000686	Aa_G434190.h1.t1	XP_048606362.1, XP_048594823.1
OG0000687	Aa_G49340.h1.t1	XP_013707936.1, XP_013737706.1
OG0000687	Aa_G443510.h1.t1	XP_013648377.1, XP_013728415.1, XP_013734799.1, XP_013683709.1
OG0000688	Aa_G323220.h1.t1	XP_013724728.1
OG0000689	Aa_G390500.h1.t1, Aa_G390500.h2.t1, Aa_G57310.h2.t1, Aa_G57310.h1.t1	XP_013717473.1, XP_022571867.1, XP_048617710.1, XP_013657209.1, XP_022565946.1, XP_048636312.1, XP_048596822.1, XP_013719778.1
OG0000691	Aa_G417640.h1.t1, Aa_G558090.h1.t1	XP_048602160.1, XP_013676344.1
OG0000692	Aa_G114210.h1.t1	XP_048609678.1, XP_048634286.1, XP_013692318.2, XP_013663673.1
OG0000692	Aa_G114220.h1.t1	XP_013692317.2, XP_013663678.1, XP_013724456.1, XP_013648333.2
OG0000692	Aa_G199930.h1.t1	XP_013673090.1, XP_013657030.1
OG0000693	Aa_G386950.h1.t1	XP_013710482.2, XP_013672165.1, XP_013742366.2
OG0000693	Aa_G38270.h1.t1	XP_022574124.1, XP_022557226.1, XP_013692297.2, XP_013748037.1
OG0000694	Aa_G197600.h1.t1	XP_048633672.1, XP_048633671.1, XP_013743891.1
OG0000695	Aa_G98830.h1.t1	XP_022569842.2, XP_013707952.2, XP_013649689.2
OG0000695	Aa_G549670.h1.t1	XP_013701202.2, XP_013672251.1
OG0000695	Aa_G425860.h1.t1	XP_013745313.1, XP_013701106.1
OG0000696	Aa_G241900.h1.t1, Aa_G256070.h1.t1	XP_013749020.1, XP_013717539.1, XP_013724772.1, XP_013640363.1, XP_013686923.1
OG0000697	Aa_G406970.h1.t1, Aa_G462070.h1.t1, Aa_G434970.h1.t1, Aa_G434980.h1.t1	XP_048637759.1, XP_048616389.1
OG0000699	Aa_G216840.h1.t1, Aa_G216850.h1.t1	XP_013705471.1, XP_013734627.2
OG0000700	Aa_G12360.h1.t1	XP_048633790.1, XP_013721832.2, XP_048633791.1
OG0000702	Aa_G258070.h1.t1	XP_013659613.1, XP_013667682.1, XP_013714887.1, XP_013727891.2, XP_013712807.1
OG0000702	Aa_G27430.h1.t1	XP_013644636.2, XP_013707604.2
OG0000702	Aa_G451700.h1.t1	XP_013730598.2, XP_048614356.1
OG0000703	Aa_G556560.h1.t1	XP_013668363.1, XP_048624324.1
OG0000703	Aa_G11780.h1.t1	XP_013687601.2, XP_048612031.1
OG0000703	Aa_G395720.h1.t1	XP_022559733.1, XP_013750000.3
OG0000704	Aa_G148240.h1.t1	XP_013746931.2, XP_048627597.1, XP_048632079.1, XP_013659142.1, XP_013669107.1, XP_048601479.1, XP_013746930.1, XP_013715956.1
OG0000705	Aa_G445380.h1.t1	XP_048605366.1, XP_022573288.2
OG0000705	Aa_G204370.h1.t1	XP_013688764.1, XP_022557912.1, XP_048594548.1, XP_048612722.1, XP_013691946.1
OG0000706	Aa_G267310.h1.t1	XP_048602282.1
OG0000707	Aa_G11400.h1.t1	XP_048617096.1, XP_048591982.1, XP_013695468.1, XP_013752390.2
OG0000707	Aa_G403630.h1.t1, Aa_G403620.h1.t1	XP_048600743.1, XP_022545225.2
OG0000707	Aa_G286680.h2.t1, Aa_G286680.h1.t1	XP_013688697.2, XP_022552931.2
OG0000708	Aa_G715630.h1.t1	XP_013712580.3, XP_013708411.2
OG0000709	Aa_G474100.h1.t1	XP_013681809.2
OG0000709	Aa_G122930.h1.t1	XP_013662914.2, XP_048620501.1
OG0000710	Aa_G320320.h1.t1, Aa_G206360.h1.t1, Aa_G750840.h1.t1, Aa_G320300.h1.t1	XP_013673589.1, XP_013641365.2, XP_013674760.1, XP_048590921.1, XP_048621242.1, XP_013693652.2, XP_013664663.1, XP_013664664.2, XP_048621251.1, XP_048627255.1, XP_048627119.1, XP_048597714.1, XP_013712107.2, XP_048621249.1, XP_048627257.1, XP_013708896.1, XP_013693719.2
OG0000711	Aa_G151340.h1.t1	XP_048633627.1, XP_013687092.2, XP_013743262.1, XP_013686936.2
OG0000712	Aa_G47280.h1.t1	XP_048635931.1
OG0000712	Aa_G193960.h1.t1	XP_013684679.2, XP_022555993.1, XP_013750654.1, XP_022552719.2, XP_048606354.1
OG0000712	Aa_G153980.h1.t1	XP_013666703.2
OG0000712	Aa_G153970.h1.t1, Aa_G153960.h1.t1	XP_048601165.1, XP_048636011.1
OG0000713	Aa_G221690.h1.t1, Aa_G263100.h1.t1, Aa_G314510.h1.t1, Aa_G397780.h1.t1, Aa_G801460.h1.t1, Aa_G438740.h1.t1	XP_013668854.1, XP_048635081.1, XP_048630789.1, XP_022569140.1
OG0000714	Aa_G439640.h1.t1	XP_022556851.2, XP_022573842.2
OG0000714	Aa_G63730.h1.t1	XP_013718604.2, XP_013669521.1
OG0000715	Aa_G93530.h1.t1	XP_013713902.1, XP_013699153.2, XP_013735499.1, XP_048606949.1, XP_013678010.2
OG0000717	Aa_G60760.h1.t1, Aa_G60750.h1.t1, Aa_G60770.h1.t1	XP_013651630.1, XP_013653410.1, XP_013671547.2, XP_013722143.2, XP_013703330.1, XP_013642322.3
OG0000718	Aa_G102860.h1.t1	XP_013646492.1, XP_013747501.1
OG0000718	Aa_G481230.h1.t1	XP_013731818.1
OG0000719	Aa_G33800.h1.t1	XP_013652951.2, XP_013681055.2, XP_013710571.2, XP_013710460.2, XP_013714837.1, XP_013715770.2, XP_013691323.2
OG0000720	Aa_G609030.h1.t1	XP_013648518.2, XP_048616268.1, XP_013749433.2, XP_013711819.2
OG0000720	Aa_G191500.h1.t1	XP_022570032.1, XP_048632067.1, XP_048626301.1, XP_048612379.1, XP_013676984.1
OG0000720	Aa_G241180.h1.t1	XP_048621817.1, XP_013710785.2
OG0000721	Aa_G6630.h1.t1, Aa_G96230.h1.t1	XP_048599296.1, XP_013697788.2, XP_013712239.2, XP_013664886.2, XP_022559281.2, XP_013681504.3, XP_048595072.1, XP_048625442.1, XP_013735369.1, XP_048626479.1
OG0000722	Aa_G372900.h1.t1	XP_013750525.1, XP_013690926.1, XP_048591841.1, XP_013743731.1, XP_013728862.1
OG0000722	Aa_G93060.h1.t1	XP_048597698.1, XP_013677795.1, XP_013657379.1, XP_048638229.1, XP_013693025.1
OG0000723	Aa_G140990.h1.t1	XP_013660850.2, XP_013737459.2
OG0000723	Aa_G112640.h1.t1, Aa_G140960.h1.t1	XP_013647307.1, XP_013643810.2, XP_013643985.1, XP_048591108.1
OG0000724	Aa_G99090.h1.t1	XP_022574511.1, XP_013742334.1, XP_048611332.1
OG0000726	Aa_G284820.h1.t1	XP_048636781.1
OG0000727	Aa_G446440.h1.t1	XP_013655345.1
OG0000730	Aa_G172010.h1.t1	XP_048624512.1, XP_048596672.1, XP_048596671.1, XP_048624511.1, XP_048600105.1, XP_022560165.2, XP_022555796.2, XP_013703839.1, XP_013664910.1
OG0000730	Aa_G458160.h1.t1, Aa_G686120.h2.t1, Aa_G686120.h1.t1, Aa_G585760.h1.t1	XP_013641353.2, XP_013673140.2, XP_013676233.1, XP_013664680.1
OG0000731	Aa_G83220.h1.t1	XP_048637160.1, XP_013727593.3, XP_013703997.3, XP_048626930.1, XP_048620195.1, XP_048618010.1, XP_048637162.1, XP_048602879.1, XP_013729200.1, XP_013733822.2
OG0000731	Aa_G83230.h1.t1, Aa_G83240.h1.t1	XP_013644847.2
OG0000732	Aa_G355130.h1.t1	XP_013685127.1, XP_048603074.1
OG0000732	Aa_G43040.h1.t1	XP_013703939.1, XP_013738094.1, XP_048600194.1, XP_013741337.2
OG0000732	Aa_G111440.h1.t1	XP_048633967.1, XP_013714400.1
OG0000734	Aa_G315990.h1.t1	XP_013710145.2, XP_013705262.1, XP_013661115.1
OG0000734	Aa_G338410.h1.t1	XP_013640549.1, XP_013720072.1, XP_013675062.1, XP_013701996.1
OG0000735	Aa_G266740.h1.t1	XP_048617352.1
OG0000736	Aa_G159050.h1.t1	XP_013723249.1, XP_013668159.1, XP_013680282.1, XP_048627693.1
OG0000736	Aa_G91690.h1.t1	XP_013660087.1, XP_013710555.1
OG0000736	Aa_G702350.h1.t1	XP_013703890.1, XP_013738561.1
OG0000737	Aa_G27540.h1.t1, Aa_G205200.h1.t1	XP_013647553.1, XP_048619416.1
OG0000737	Aa_G205190.h1.t1	XP_013705677.2, XP_013647554.2
OG0000737	Aa_G288660.h1.t1	XP_013686538.1, XP_013710235.1, XP_013660073.2
OG0000738	Aa_G183750.h1.t1	XP_013692892.1, XP_022574989.2, XP_022553201.2, XP_013740481.3, XP_048608412.1, XP_013734199.1
OG0000738	Aa_G363510.h1.t1	XP_013744464.2
OG0000738	Aa_G183740.h1.t1	XP_022562335.2, XP_013696885.3
OG0000739	Aa_G134530.h1.t1	XP_013697044.1, XP_022564003.2, XP_013666411.1, XP_013696307.2
OG0000741	Aa_G176130.h1.t1	XP_013684767.1, XP_013686960.1
OG0000741	Aa_G232920.h1.t1	XP_013702714.2, XP_013682764.1, XP_013734031.1
OG0000741	Aa_G193270.h1.t1	XP_013656424.1, XP_048636883.1, XP_013701571.1, XP_048594370.1, XP_013655391.2
OG0000742	Aa_G321710.h1.t1	YP_717110.1
OG0000742	Aa_G766150.h1.t1	XP_048627112.1, XP_048630834.1, XP_048629784.1, XP_048630665.1, XP_048629051.1, XP_048628757.1, XP_048627101.1, XP_048628483.1, XP_048629045.1, XP_048629021.1, XP_048628812.1, XP_048630159.1, XP_048630107.1, XP_048630116.1, XP_048630202.1
OG0000744	Aa_G126200.h1.t1	XP_013730353.1, XP_013730338.1, XP_048608015.1, XP_013730316.1, XP_013681550.2, XP_048627264.1, XP_013681098.2, XP_048608019.1, XP_013730346.2, XP_048628537.1, XP_013679132.1, XP_048608900.1
OG0000744	Aa_G126180.h1.t1	XP_013679130.2, XP_048608901.1
OG0000749	Aa_G164240.h1.t1	XP_048618752.1, XP_048618755.1, XP_048618756.1, XP_013644815.1
OG0000749	Aa_G684760.h1.t1	XP_013711782.1, XP_013657128.1
OG0000751	Aa_G337200.h1.t1, Aa_G268380.h1.t1	XP_022565449.1, XP_013675485.1, XP_013659213.1, XP_048637901.1, XP_048604454.1
OG0000752	Aa_G367230.h1.t1, Aa_G367240.h1.t1, Aa_G754700.h1.t1, Aa_G754680.h1.t1, Aa_G754690.h1.t1	XP_013659137.2, XP_048602302.1, XP_013675341.1, XP_048602307.1, XP_048617917.1, XP_013647225.2, XP_013705117.1, XP_013647227.2
OG0000752	Aa_G168650.h1.t1	XP_013726417.2, XP_048607850.1
OG0000753	Aa_G605310.h1.t1	XP_013703339.2, XP_013711851.2
OG0000753	Aa_G41900.h1.t1	XP_022558646.2, XP_048629055.1
OG0000754	Aa_G54840.h1.t1	XP_048621678.1, XP_022545522.2
OG0000754	Aa_G375660.h1.t1	XP_013736728.2, XP_022555418.2, XP_048595535.1, XP_048594844.1
OG0000755	Aa_G587080.h1.t1	XP_013751028.2
OG0000755	Aa_G137440.h1.t1	XP_013661982.2, XP_013641787.1
OG0000755	Aa_G631490.h1.t1, Aa_G631480.h1.t1	XP_048596722.1
OG0000755	Aa_G520740.h1.t1	XP_013661981.2, XP_022555718.1
OG0000756	Aa_G583890.h1.t1, Aa_G617060.h1.t1, Aa_G617060.h2.t1	XP_022561299.1, XP_048637394.1, XP_013715333.2, XP_013682132.2
OG0000757	Aa_G367670.h1.t1	XP_013678306.1
OG0000757	Aa_G197190.h1.t1	XP_013651900.1, XP_022546826.1
OG0000758	Aa_G21730.h1.t1	XP_013650321.1, XP_013727012.1, XP_013725917.2, XP_013676925.1
OG0000758	Aa_G497240.h1.t1	XP_013646630.1, XP_013688969.2
OG0000759	Aa_G599100.h1.t1	XP_048627882.1, XP_048622541.1, XP_048627890.1, XP_048621596.1, XP_013716444.1, XP_048597877.1, XP_013657533.1
OG0000760	Aa_G378340.h1.t1	XP_048633902.1, XP_013693676.1, XP_013663429.1
OG0000761	Aa_G556710.h1.t1	XP_048632487.1
OG0000761	Aa_G323920.h1.t1, Aa_G152600.h1.t1, Aa_G842640.h1.t1	XP_022558714.1
OG0000762	Aa_G64260.h1.t1	XP_013671948.1, XP_048593087.1, XP_048619842.1, XP_048620373.1, XP_048593093.1
OG0000762	Aa_G64240.h1.t1	XP_013708766.2, XP_048621074.1, XP_048597536.1
OG0000763	Aa_G751080.h1.t1	XP_048629879.1, XP_048628098.1, XP_048629690.1, XP_013672981.1, XP_013732602.1, XP_048594386.1, XP_013670370.2, XP_048629687.1, XP_048626472.1, XP_013719112.1
OG0000763	Aa_G751090.h1.t1	XP_048627914.1, XP_048637701.1, XP_013640458.1, NP_001302979.1, XP_013640461.2, XP_013643635.1
OG0000764	Aa_G431660.h1.t1, Aa_G36890.h1.t1	XP_048606490.1, XP_048594443.1, XP_022564918.2, XP_048636968.1, XP_013725276.2, XP_048616384.1, XP_013640770.2, XP_048637782.1, XP_022560916.1, XP_013701468.3, XP_048637793.1
OG0000773	Aa_G234270.h1.t1	XP_022567324.2, XP_013693566.1
OG0000774	Aa_G377750.h1.t1	XP_013738098.1, XP_013707550.2, XP_013656535.2, XP_013697632.1, XP_048598326.1
OG0000775	Aa_G73070.h1.t1	XP_013648147.2, XP_013684731.1
OG0000775	Aa_G302860.h1.t1, Aa_G302870.h1.t1	XP_013640887.1, XP_048600697.1, XP_013640888.1, NP_001302941.1, XP_013750304.2, XP_013672784.1, XP_013648149.2, XP_013684730.1
OG0000776	Aa_G666040.h1.t1	XP_013734555.2
OG0000776	Aa_G195510.h1.t1	XP_048612270.1, XP_022575597.1, XP_048600762.1, XP_048606150.1, XP_048615286.1, XP_013736065.1
OG0000777	Aa_G184650.h1.t1	XP_048629872.1, XP_013740478.1, XP_048636903.1, XP_013727885.1
OG0000778	Aa_G19610.h1.t1	XP_013705874.1, XP_013712674.1
OG0000779	Aa_G419820.h1.t1	XP_013672059.2, XP_048618979.1, XP_013737566.1
OG0000779	Aa_G337990.h1.t1	XP_013661131.2, XP_048629926.1, XP_013674959.1
OG0000779	Aa_G338000.h1.t1	XP_022566124.1
OG0000780	Aa_G381690.h1.t1	XP_048633682.1, NP_001302750.1
OG0000780	Aa_G91730.h1.t1	XP_048633567.1, XP_013671397.1, XP_013712562.1, NP_001303082.1
OG0000780	Aa_G356460.h1.t1	XP_048602765.1, XP_048626278.1, XP_013678689.2
OG0000781	Aa_G551960.h1.t1	XP_013734745.2, XP_013683854.2, XP_048631784.1, XP_013683852.1, XP_013690683.1, XP_013744361.1
OG0000781	Aa_G551980.h1.t1	XP_022557928.1, XP_013688467.1
OG0000783	Aa_G8830.h1.t1	XP_048627907.1, XP_048608102.1
OG0000784	Aa_G241070.h1.t1	XP_013670064.1
OG0000784	Aa_G567960.h2.t1, Aa_G567960.h1.t1, Aa_G567950.h1.t1	XP_048605802.1, XP_048602515.1, XP_013740337.2, XP_013712787.2, XP_013723979.1, XP_013667176.2
OG0000784	Aa_G173860.h1.t1	XP_013715809.1, XP_013682206.2
OG0000785	Aa_G376650.h1.t1	XP_048606374.1, XP_048594832.1, XP_013664221.1, XP_013735164.2
OG0000785	Aa_G719500.h1.t1, Aa_G681770.h1.t1	XP_022549370.2, XP_013729408.3
OG0000786	Aa_G143560.h1.t1, Aa_G230150.h1.t1	XP_022546470.2, XP_013665729.1
OG0000787	Aa_G40450.h1.t1	XP_048605427.1, XP_048600636.1, XP_013651965.1
OG0000788	Aa_G208440.h1.t1	XP_013721238.2, XP_013646893.2, XP_013677304.1, XP_013723968.2
OG0000788	Aa_G127300.h1.t1	XP_048602534.1, XP_048605903.1, XP_013665866.1
OG0000789	Aa_G457380.h1.t1	XP_013702622.2, XP_048616297.1
OG0000789	Aa_G40060.h1.t1	XP_013696540.3, XP_013648233.2, XP_048635890.1, XP_013685642.2, XP_022567020.1, XP_013673186.1
OG0000792	Aa_G114750.h1.t1	XP_013747025.1
OG0000793	Aa_G21700.h1.t1	XP_048593219.1
OG0000794	Aa_G555070.h1.t1, Aa_G289840.h1.t1	XP_048633759.1, XP_022574399.1, XP_048633760.1, XP_013733667.3, XP_022547455.1, XP_013735366.2
OG0000795	Aa_G701530.h4.t1, Aa_G701530.h1.t1, Aa_G701530.h2.t1, Aa_G701530.h3.t1	XP_048627157.1, XP_022551941.2, XP_048626752.1, XP_022555820.1
OG0000795	Aa_G777850.h1.t1, Aa_G412780.h1.t1	XP_013715335.2, XP_013664409.1, XP_022547094.1
OG0000796	Aa_G355290.h1.t1	XP_013700155.3, XP_013660335.1, XP_048633224.1, XP_013651546.1, XP_048620287.1
OG0000798	Aa_G406630.h1.t1	XP_013737344.1, XP_013742011.1, XP_013737322.1, XP_013737210.1, XP_013697744.2, XP_013726597.1, XP_013737701.1, XP_013733809.1, XP_048595036.1, XP_022550562.1
OG0000798	Aa_G96150.h1.t1	XP_013677039.2
OG0000800	Aa_G281990.h1.t1, Aa_G282000.h1.t1	XP_013692450.2
OG0000800	Aa_G168320.h1.t1	XP_022574881.2, XP_013701961.2, XP_013670118.2, XP_048632811.1
OG0000801	Aa_G73330.h1.t1	XP_013650801.3, XP_013724535.2
OG0000802	Aa_G58250.h1.t1	XP_022543742.2, XP_013733253.1
OG0000802	Aa_G538610.h1.t1	XP_013657792.1, XP_048596397.1, XP_013667657.1
OG0000802	Aa_G423050.h1.t1	XP_022569639.2, XP_013671098.2
OG0000803	Aa_G448060.h1.t1	XP_013660890.2, XP_013734018.1, XP_013660891.1
OG0000804	Aa_G314400.h1.t1	XP_048609576.1
OG0000805	Aa_G538130.h1.t1, Aa_G418460.h1.t1	XP_013668450.1, XP_013640101.1, XP_013655700.2, XP_048594588.1, XP_013707519.1, XP_022550842.1, XP_048628135.1, XP_048629996.1, XP_013736584.1, XP_013664786.2, XP_022546044.1, XP_013662081.1, XP_013687633.2
OG0000806	Aa_G479550.h1.t1	XP_013725466.1, XP_048611232.1, XP_013680860.1, XP_013734775.1
