Orthogroup	Arabis_alpina	Cardamine_amara
OG0004036	Aa_G25690.h1.t1	evm.model.RL_4.746, evm.model.RL_5.2116
OG0004037	Aa_G6870.h1.t1, Aa_G6880.h1.t1	evm.model.RL_8.47
OG0004038	Aa_G379120.h1.t1	evm.model.RL_4.2039
OG0004039	Aa_G40950.h1.t1	evm.model.RL_4.1112
OG0004040	Aa_G251060.h1.t1	evm.model.RL_4.1028
OG0004041	Aa_G796240.h1.t1, Aa_G747780.h1.t1, Aa_G95010.h1.t1, Aa_G95000.h1.t1	evm.model.RL_8.2190
OG0004042	Aa_G425380.h1.t1	evm.model.RL_4.976
OG0004043	Aa_G9460.h1.t1	evm.model.RL_7.1812, evm.model.RL_4.905
OG0004044	Aa_G353330.h1.t1	evm.model.RL_4.3022
OG0004045	Aa_G168990.h1.t1	evm.model.RL_4.1235
OG0004045	Aa_G169000.h1.t1	evm.model.RL_4.1236
OG0004046	Aa_G578260.h1.t1	evm.model.RL_4.1359
OG0004046	Aa_G106920.h1.t1	evm.model.RL_7.1502
OG0004047	Aa_G143170.h1.t1	evm.model.RL_4.1365.2.687c86d3
OG0004049	Aa_G401190.h1.t1	evm.model.RL_8.2231
OG0004050	Aa_G470860.h1.t1	evm.model.RL_7.1864, evm.model.RL_4.1441, evm.model.RL_4.1442
OG0004051	Aa_G403360.h1.t1	evm.model.RL_7.1928
OG0004051	Aa_G8710.h1.t1	evm.model.RL_4.1500
OG0004052	Aa_G170780.h1.t1, Aa_G170770.h1.t1, Aa_G150430.h1.t1	evm.model.RL_3.1533, evm.model.RL_3.1534
OG0004053	Aa_G508960.h1.t1	evm.model.RL_3.2221
OG0004054	Aa_G39960.h1.t1	evm.model.RL_1.1188
OG0004055	Aa_G207860.h1.t1	evm.model.RL_1.1287
OG0004057	Aa_G71170.h1.t1	evm.model.RL_1.1637
OG0004058	Aa_G71180.h1.t1	evm.model.RL_1.1638
OG0004059	Aa_G501320.h1.t1	evm.model.RL_1.1709
OG0004060	Aa_G62950.h1.t1	evm.model.RL_1.1726, evm.model.RL_6.109
OG0004061	Aa_G549500.h1.t1	evm.model.RL_1.1731
OG0004062	Aa_G390030.h1.t1	evm.model.RL_1.1760
OG0004063	Aa_G522270.h1.t1	evm.model.RL_1.1781
OG0004065	Aa_G161930.h1.t1	evm.model.RL_1.2029
OG0004066	Aa_G326780.h1.t1	evm.model.RL_1.2142
OG0004067	Aa_G26900.h1.t1	evm.model.RL_1.2332
OG0004068	Aa_G405230.h1.t1	evm.model.RL_1.2757
OG0004069	Aa_G95970.h1.t1	evm.model.RL_5.2090
OG0004070	Aa_G1340.h1.t1	evm.model.RL_1.1418
OG0004071	Aa_G483500.h1.t1	evm.model.RL_7.674, evm.model.RL_1.2718
OG0004072	Aa_G114690.h1.t1	evm.model.RL_7.592
OG0004072	Aa_G67210.h1.t1	evm.model.RL_6.2317
OG0004073	Aa_G271320.h1.t1	evm.model.RL_7.429
OG0004075	Aa_G200220.h1.t1	evm.model.RL_4.358
OG0004078	Aa_G231690.h1.t1, Aa_G217470.h1.t1	evm.model.RL_2.2263
OG0004082	Aa_G46750.h1.t1	evm.model.RL_8.183, evm.model.RL_8.182, evm.model.RL_8.198
OG0004087	Aa_G98200.h1.t1	evm.model.RL_8.1487, evm.model.RL_6.1301
OG0004092	Aa_G603250.h1.t1	evm.model.RL_2.2567
OG0004093	Aa_G190590.h1.t1, Aa_G224590.h1.t1, Aa_G461020.h1.t1	evm.model.RL_2.2598.1.687c86e6
OG0004094	Aa_G214590.h1.t1	evm.model.RL_2.2891
OG0004095	Aa_G434210.h1.t1	evm.model.RL_2.2900
OG0004096	Aa_G258860.h1.t1	evm.model.RL_2.2954
OG0004097	Aa_G167250.h1.t1	evm.model.RL_3.592
OG0004098	Aa_G495650.h1.t1	evm.model.RL_5.873
OG0004099	Aa_G251440.h1.t1	evm.model.RL_7.2676
OG0004100	Aa_G142480.h1.t1, Aa_G138650.h3.t1, Aa_G138650.h5.t1, Aa_G138650.h4.t1, Aa_G138650.h2.t1, Aa_G138650.h1.t1, Aa_G138650.h6.t1	evm.model.RL_7.2161
OG0004101	Aa_G48370.h1.t1	evm.model.RL_8.1633
OG0004102	Aa_G277460.h1.t1	evm.model.RL_3.15
OG0004102	Aa_G184930.h1.t1	evm.model.RL_2.190
OG0004103	Aa_G5590.h1.t1	evm.model.RL_1.1095
OG0004105	Aa_G54530.h1.t1	evm.model.RL_8.1526
OG0004106	Aa_G439450.h1.t1	evm.model.RL_8.1566
OG0004107	Aa_G175140.h1.t1	evm.model.RL_1.3004, evm.model.RL_6.2156
OG0004108	Aa_G216600.h1.t1	evm.model.RL_8.1701.5.687c855d
OG0004109	Aa_G517870.h1.t1	evm.model.RL_4.2462
OG0004111	Aa_G319240.h1.t1	evm.model.RL_4.2724
OG0004112	Aa_G125550.h1.t1, Aa_G590880.h1.t1	evm.model.RL_8.2226
OG0004113	Aa_G339950.h1.t1	evm.model.RL_2.1411
OG0004114	Aa_G345160.h1.t1	evm.model.RL_2.1414
OG0004115	Aa_G150180.h1.t1	evm.model.RL_2.1436
OG0004117	Aa_G37650.h1.t1	evm.model.RL_2.1628
OG0004118	Aa_G698390.h1.t1, Aa_G698390.h2.t1	evm.model.RL_2.1678
OG0004119	Aa_G260300.h1.t1	evm.model.RL_5.2605
OG0004119	Aa_G294800.h1.t1	evm.model.RL_8.775
OG0004120	Aa_G586770.h1.t1	evm.model.RL_2.1619
OG0004121	Aa_G523620.h1.t1	evm.model.RL_5.2351
OG0004122	Aa_G54790.h1.t1	evm.model.RL_5.2369
OG0004123	Aa_G366290.h1.t1	evm.model.RL_6.1501, evm.model.RL_5.3013
OG0004125	Aa_G493140.h1.t1	evm.model.RL_2.3182
OG0004126	Aa_G231850.h1.t1	evm.model.RL_8.1159
OG0004127	Aa_G602870.h1.t1	evm.model.RL_6.357
OG0004128	Aa_G676580.h1.t1	evm.model.RL_2.3472
OG0004129	Aa_G753790.h1.t1	evm.model.RL_5.616
OG0004130	Aa_G169290.h1.t1	evm.model.RL_2.259
OG0004130	Aa_G486870.h1.t1	evm.model.RL_7.2134
OG0004132	Aa_G127490.h1.t1	evm.model.RL_5.2394
OG0004134	Aa_G39620.h1.t1	evm.model.RL_4.665
OG0004134	Aa_G29470.h1.t1	evm.model.RL_5.2228
OG0004135	Aa_G275320.h1.t1	evm.model.RL_2.1905, evm.model.RL_8.684
OG0004136	Aa_G35160.h1.t1	evm.model.RL_8.569
OG0004137	Aa_G712430.h1.t1	evm.model.RL_4.85
OG0004138	Aa_G479680.h1.t1, Aa_G518840.h1.t1	evm.model.RL_2.974
OG0004139	Aa_G298240.h1.t1	evm.model.RL_2.112
OG0004140	Aa_G226160.h1.t1	evm.model.RL_6.2893
OG0004141	Aa_G593440.h1.t1	evm.model.RL_6.2851
OG0004142	Aa_G100600.h1.t1	evm.model.RL_6.2545
OG0004143	Aa_G284470.h1.t1	evm.model.RL_6.2490
OG0004144	Aa_G450750.h1.t1	evm.model.RL_6.2419
OG0004145	Aa_G200010.h1.t1	evm.model.RL_6.2413
OG0004147	Aa_G404770.h1.t1	evm.model.RL_4.1555
OG0004148	Aa_G8790.h1.t1	evm.model.RL_4.1514
OG0004150	Aa_G207710.h1.t1, Aa_G580860.h1.t1, Aa_G234670.h1.t1	evm.model.RL_8.2087
OG0004151	Aa_G345660.h1.t1	evm.model.RL_8.1975
OG0004152	Aa_G268360.h1.t1	evm.model.RL_2.616, evm.model.RL_2.617, evm.model.RL_8.2491
OG0004153	Aa_G105730.h1.t1	evm.model.RL_5.11
OG0004153	Aa_G242240.h1.t1	evm.model.RL_8.43
OG0004154	Aa_G67830.h1.t1	evm.model.RL_8.134, evm.model.RL_8.137, evm.model.RL_8.138
OG0004155	Aa_G67780.h1.t1	evm.model.RL_8.142
OG0004156	Aa_G99690.h1.t1	evm.model.RL_8.259
OG0004157	Aa_G99660.h1.t1, Aa_G297830.h1.t1	evm.model.RL_8.262
OG0004158	Aa_G203690.h1.t1	evm.model.RL_4.3246.1.687c86dd, evm.model.RL_4.502
OG0004161	Aa_G154740.h1.t1	evm.model.RL_6.1280, evm.model.RL_6.1282
OG0004162	Aa_G159310.h1.t1	evm.model.RL_6.1142
OG0004163	Aa_G120490.h1.t1	evm.model.RL_6.1134
OG0004164	Aa_G429870.h1.t1	evm.model.RL_5.545
OG0004166	Aa_G17960.h1.t1	evm.model.RL_7.1984
OG0004167	Aa_G107310.h1.t1	evm.model.RL_2.2245
OG0004168	Aa_G72730.h1.t1	evm.model.RL_4.2200
OG0004168	Aa_G52610.h1.t1	evm.model.RL_1.39
OG0004169	Aa_G111730.h1.t1	evm.model.RL_1.231
OG0004170	Aa_G185650.h1.t1	evm.model.RL_1.316
OG0004171	Aa_G90320.h1.t1	evm.model.RL_4.961
OG0004171	Aa_G304910.h1.t1	evm.model.RL_1.359
OG0004172	Aa_G4760.h1.t1	evm.model.RL_1.422
OG0004173	Aa_G4670.h1.t1	evm.model.RL_1.415
OG0004174	Aa_G174420.h1.t1	evm.model.RL_1.701
OG0004175	Aa_G518430.h1.t1	evm.model.RL_6.2170
OG0004181	Aa_G546740.h1.t1	evm.model.RL_5.3668
OG0004182	Aa_G697930.h1.t1, Aa_G259610.h1.t1	evm.model.RL_3.1598
OG0004183	Aa_G92190.h1.t1	evm.model.RL_2.1971.2.687c86e4
OG0004184	Aa_G95670.h1.t1, Aa_G130190.h1.t1	evm.model.RL_2.1983
OG0004185	Aa_G130120.h1.t1	evm.model.RL_2.1997
OG0004186	Aa_G61120.h1.t1	evm.model.RL_2.249
OG0004187	Aa_G353750.h1.t1	evm.model.RL_2.2025
OG0004188	Aa_G375230.h1.t1	evm.model.RL_8.1295
OG0004189	Aa_G26550.h1.t1	evm.model.RL_5.1149
OG0004189	Aa_G25640.h1.t1	evm.model.RL_7.2363
OG0004190	Aa_G10760.h1.t1, Aa_G10740.h1.t1, Aa_G10730.h1.t1	evm.model.RL_5.1116
OG0004191	Aa_G574680.h1.t1, Aa_G829400.h1.t1, Aa_G574660.h1.t1	evm.model.RL_5.689
OG0004191	Aa_G574670.h1.t1	evm.model.RL_5.688
OG0004192	Aa_G358060.h1.t1	evm.model.RL_5.175
OG0004193	Aa_G59290.h1.t1	evm.model.RL_4.2030
OG0004194	Aa_G96790.h1.t1	evm.model.RL_4.2010
OG0004195	Aa_G523370.h1.t1	evm.model.RL_4.1918, evm.model.RL_7.1887, evm.model.RL_7.1756
OG0004196	Aa_G159560.h1.t1	evm.model.RL_3.135, evm.model.RL_4.1064
OG0004198	Aa_G113060.h1.t1	evm.model.RL_4.1160
OG0004199	Aa_G322410.h1.t1	evm.model.RL_2.2708
OG0004200	Aa_G46070.h1.t1, Aa_G46050.h1.t1, Aa_G46060.h1.t1	evm.model.RL_4.1300_evm.model.RL_4.1302.1.687c9998
OG0004201	Aa_G104780.h1.t1, Aa_G104770.h1.t1	evm.model.RL_4.1388
OG0004202	Aa_G94840.h1.t1	evm.model.RL_8.2170
OG0004203	Aa_G13560.h1.t1	evm.model.RL_3.1101, evm.model.RL_3.1202
OG0004204	Aa_G13740.h1.t1	evm.model.RL_8.2332
OG0004205	Aa_G93880.h1.t1	evm.model.RL_8.1930
OG0004206	Aa_G250830.h1.t1	evm.model.RL_7.1439
OG0004206	Aa_G250810.h1.t1	evm.model.RL_7.1440
OG0004207	Aa_G207670.h1.t1	evm.model.RL_7.1797
OG0004208	Aa_G567790.h1.t1	evm.model.RL_3.1787
OG0004208	Aa_G184590.h1.t1	evm.model.RL_8.832
OG0004209	Aa_G319520.h1.t1	evm.model.RL_3.1550
OG0004210	Aa_G149370.h1.t1	evm.model.RL_3.1562
OG0004211	Aa_G861930.h1.t1, Aa_G721790.h3.t1, Aa_G721790.h1.t1, Aa_G721790.h2.t1	evm.model.RL_3.1599, evm.model.RL_3.1011
OG0004212	Aa_G121580.h1.t1	evm.model.RL_3.2177
OG0004213	Aa_G449870.h1.t1	evm.model.RL_3.1838
OG0004214	Aa_G428840.h1.t1	evm.model.RL_3.1728
OG0004215	Aa_G730840.h1.t1, Aa_G730830.h1.t1, Aa_G730820.h1.t1	evm.model.RL_3.2233
OG0004216	Aa_G21670.h1.t1	evm.model.RL_3.2398
OG0004217	Aa_G40130.h1.t1	evm.model.RL_1.1169
OG0004218	Aa_G443910.h1.t1	evm.model.RL_1.1452
OG0004219	Aa_G424060.h1.t1	evm.model.RL_1.1481
OG0004220	Aa_G242040.h1.t1	evm.model.RL_1.1522
OG0004222	Aa_G549480.h1.t1	evm.model.RL_1.1732
OG0004223	Aa_G108130.h1.t1	evm.model.RL_1.1809
OG0004224	Aa_G371360.h1.t1	evm.model.RL_1.1834.1.687c87ee
OG0004225	Aa_G164420.h1.t1	evm.model.RL_1.1861
OG0004226	Aa_G430370.h1.t1	evm.model.RL_1.2038
OG0004227	Aa_G171660.h1.t1	evm.model.RL_1.2095
OG0004228	Aa_G171650.h1.t1	evm.model.RL_1.2096
OG0004229	Aa_G538110.h1.t1	evm.model.RL_1.2134
OG0004230	Aa_G326730.h1.t1	evm.model.RL_1.2146.3.687c87ef
OG0004232	Aa_G293400.h1.t1	evm.model.RL_1.2257
OG0004233	Aa_G178970.h1.t1	evm.model.RL_1.2279
OG0004234	Aa_G197460.h1.t1	evm.model.RL_1.2976
OG0004235	Aa_G386780.h1.t1	evm.model.RL_1.3101.2.687c87f1
OG0004236	Aa_G319940.h1.t1	evm.model.RL_2.2406
OG0004237	Aa_G447130.h1.t1	evm.model.RL_2.575, evm.model.RL_2.576
OG0004237	Aa_G194690.h1.t1	evm.model.RL_1.3245
OG0004238	Aa_G108980.h1.t1	evm.model.RL_5.3975
OG0004240	Aa_G610370.h1.t1	evm.model.RL_5.3865
OG0004241	Aa_G127740.h1.t1	evm.model.RL_5.3842
OG0004242	Aa_G74140.h1.t1	evm.model.RL_5.3797
OG0004243	Aa_G675000.h1.t1	evm.model.RL_5.3783
OG0004244	Aa_G582060.h1.t1	evm.model.RL_5.1934
OG0004245	Aa_G255190.h1.t1	evm.model.RL_5.2145
OG0004246	Aa_G57620.h1.t1	evm.model.RL_5.2190, evm.model.RL_8.814
OG0004247	Aa_G496490.h1.t1	evm.model.RL_6.1568
OG0004248	Aa_G47300.h1.t1	evm.model.RL_2.124, evm.model.RL_2.119, evm.model.RL_1.603
OG0004250	Aa_G410380.h1.t1	evm.model.RL_3.2426
OG0004251	Aa_G461180.h1.t1	evm.model.RL_7.627
OG0004252	Aa_G230730.h1.t1	evm.model.RL_6.2339
OG0004253	Aa_G48640.h1.t1	evm.model.RL_7.291
OG0004254	Aa_G128090.h1.t1	evm.model.RL_1.361
OG0004255	Aa_G570130.h1.t1, Aa_G167650.h1.t1	evm.model.RL_7.134
OG0004260	Aa_G586660.h1.t1, Aa_G586640.h1.t1	evm.model.RL_8.64
OG0004261	Aa_G413280.h1.t1	evm.model.RL_2.2420
OG0004265	Aa_G568400.h1.t1	evm.model.RL_5.3087, evm.model.RL_5.3108
OG0004275	Aa_G186640.h1.t1	evm.model.RL_2.2418
OG0004276	Aa_G426550.h1.t1	evm.model.RL_7.2465
OG0004277	Aa_G624330.h1.t1	evm.model.RL_2.2540
OG0004278	Aa_G556820.h1.t1	evm.model.RL_2.2619, evm.model.RL_6.325
OG0004280	Aa_G288310.h1.t1	evm.model.RL_2.2835
OG0004281	Aa_G616700.h1.t1	evm.model.RL_2.2913.1.687c86e7
OG0004282	Aa_G547690.h1.t1	evm.model.RL_2.2986
OG0004283	Aa_G395530.h1.t1	evm.model.RL_2.3043
OG0004284	Aa_G414290.h1.t1	evm.model.RL_5.2812
OG0004285	Aa_G275510.h1.t1, Aa_G542320.h1.t1	evm.model.RL_7.1963, evm.model.RL_5.2740
OG0004286	Aa_G230000.h1.t1, Aa_G667120.h1.t1	evm.model.RL_3.705, evm.model.RL_3.704
OG0004287	Aa_G251470.h1.t1	evm.model.RL_7.2679
OG0004288	Aa_G344880.h1.t1	evm.model.RL_7.2578
OG0004289	Aa_G329080.h1.t1	evm.model.RL_7.2462
OG0004290	Aa_G424660.h1.t1	evm.model.RL_7.2304
OG0004291	Aa_G712200.h1.t1, Aa_G179030.h1.t1	evm.model.RL_4.64
OG0004292	Aa_G185320.h1.t1	evm.model.RL_7.2199
OG0004293	Aa_G266900.h1.t1	evm.model.RL_6.516
OG0004294	Aa_G574100.h1.t1	evm.model.RL_3.784, evm.model.RL_6.2374, evm.model.RL_6.2373
OG0004295	Aa_G88450.h1.t1	evm.model.RL_6.2244
OG0004296	Aa_G569360.h1.t1	evm.model.RL_1.914
OG0004297	Aa_G195530.h1.t1	evm.model.RL_1.1029
OG0004298	Aa_G5600.h1.t1	evm.model.RL_1.1094
OG0004299	Aa_G124260.h1.t1	evm.model.RL_8.1190
OG0004301	Aa_G634200.h1.t1, Aa_G503770.h1.t1	evm.model.RL_8.1233, evm.model.RL_5.851
OG0004302	Aa_G101920.h1.t1	evm.model.RL_8.1262
OG0004303	Aa_G69720.h1.t1	evm.model.RL_2.2168
OG0004304	Aa_G482040.h1.t1, Aa_G182560.h1.t1	evm.model.RL_8.1872
OG0004305	Aa_G112860.h1.t1	evm.model.RL_4.1135
OG0004306	Aa_G19740.h1.t1	evm.model.RL_4.2279
OG0004307	Aa_G279000.h1.t1	evm.model.RL_4.2399
OG0004309	Aa_G210700.h1.t1	evm.model.RL_4.2702
OG0004310	Aa_G665910.h1.t1	evm.model.RL_4.2733
OG0004311	Aa_G208100.h1.t1	evm.model.RL_4.180.1.687c86cd
OG0004312	Aa_G155410.h1.t1	evm.model.RL_2.1388
OG0004313	Aa_G244620.h1.t1	evm.model.RL_2.1455
OG0004314	Aa_G204020.h1.t1	evm.model.RL_2.1553
OG0004316	Aa_G665660.h1.t1	evm.model.RL_2.1607
OG0004317	Aa_G586780.h1.t1	evm.model.RL_2.1618.2.687c86e3
OG0004318	Aa_G292470.h1.t1	evm.model.RL_2.1770
OG0004319	Aa_G674750.h1.t1, Aa_G456820.h1.t1	evm.model.RL_2.1786
OG0004320	Aa_G537950.h1.t1, Aa_G537980.h1.t1, Aa_G537990.h1.t1, Aa_G537960.h1.t1, Aa_G537970.h1.t1	evm.model.RL_2.1857
OG0004321	Aa_G186860.h1.t1	evm.model.RL_2.1919
OG0004322	Aa_G107500.h1.t1	evm.model.RL_8.710
OG0004323	Aa_G322450.h1.t1	evm.model.RL_5.2475, evm.model.RL_8.845
OG0004324	Aa_G306640.h1.t1	evm.model.RL_1.2169
OG0004325	Aa_G674990.h1.t1, Aa_G236310.h1.t1	evm.model.RL_5.3782
OG0004326	Aa_G108480.h1.t1	evm.model.RL_5.2969
OG0004327	Aa_G138700.h1.t1	evm.model.RL_5.2889
OG0004328	Aa_G138830.h1.t1	evm.model.RL_5.2874
OG0004329	Aa_G36550.h1.t1	evm.model.RL_6.791, evm.model.RL_6.10
OG0004330	Aa_G376340.h1.t1	evm.model.RL_2.3104
OG0004331	Aa_G363180.h1.t1	evm.model.RL_2.3205
OG0004332	Aa_G637760.h1.t1	evm.model.RL_2.3213
OG0004333	Aa_G660750.h1.t1, Aa_G294790.h1.t1	evm.model.RL_8.773, evm.model.RL_8.771
OG0004334	Aa_G35210.h1.t1	evm.model.RL_8.575
OG0004336	Aa_G194430.h1.t1	evm.model.RL_1.2570, evm.model.RL_2.633
OG0004337	Aa_G110.h1.t1	evm.model.RL_1.2452
OG0004337	Aa_G514330.h1.t1	evm.model.RL_2.744
OG0004338	Aa_G391410.h1.t1	evm.model.RL_2.767
OG0004339	Aa_G55050.h1.t1	evm.model.RL_2.962
OG0004340	Aa_G597130.h1.t1	evm.model.RL_2.998
OG0004341	Aa_G31090.h1.t1	evm.model.RL_2.1011
OG0004342	Aa_G205630.h1.t1	evm.model.RL_5.3990, evm.model.RL_5.3840
OG0004343	Aa_G364390.h1.t1	evm.model.RL_7.72
OG0004344	Aa_G593430.h1.t1	evm.model.RL_6.2852
OG0004345	Aa_G196810.h1.t1	evm.model.RL_6.2779
OG0004348	Aa_G401530.h1.t1	evm.model.RL_6.2440
OG0004349	Aa_G98580.h1.t1	evm.model.RL_7.541
OG0004349	Aa_G210210.h1.t1	evm.model.RL_6.2359
OG0004350	Aa_G478040.h1.t1	evm.model.RL_4.1667
OG0004351	Aa_G224240.h1.t1	evm.model.RL_6.2120
OG0004352	Aa_G224250.h1.t1	evm.model.RL_6.2119
OG0004353	Aa_G459120.h1.t1	evm.model.RL_4.1476
OG0004354	Aa_G297090.h1.t1	evm.model.RL_8.2007
OG0004356	Aa_G268280.h1.t1	evm.model.RL_8.2483
OG0004358	Aa_G482360.h1.t1	evm.model.RL_8.2745
OG0004359	Aa_G180810.h1.t1	evm.model.RL_8.2763
OG0004360	Aa_G106200.h1.t1	evm.model.RL_7.1037, evm.model.RL_8.2915
OG0004361	Aa_G237390.h1.t1	evm.model.RL_8.75
OG0004362	Aa_G134930.h1.t1	evm.model.RL_5.208, evm.model.RL_8.353
OG0004363	Aa_G208630.h1.t1	evm.model.RL_6.1427
OG0004364	Aa_G208680.h1.t1	evm.model.RL_6.1423
OG0004366	Aa_G343130.h1.t1	evm.model.RL_6.1218
OG0004368	Aa_G552360.h1.t1	evm.model.RL_6.1139
OG0004369	Aa_G648850.h1.t1	evm.model.RL_6.1128
OG0004370	Aa_G119400.h1.t1	evm.model.RL_6.1123
OG0004371	Aa_G330010.h1.t1	evm.model.RL_6.1089
OG0004372	Aa_G326960.h1.t1	evm.model.RL_1.78
OG0004373	Aa_G250400.h1.t1	evm.model.RL_1.195
OG0004374	Aa_G5030.h1.t1	evm.model.RL_1.444
OG0004375	Aa_G25910.h1.t1	evm.model.RL_4.1046
OG0004376	Aa_G50970.h1.t1	evm.model.RL_1.478.1.687c87ea
OG0004377	Aa_G277090.h1.t1	evm.model.RL_1.532, evm.model.RL_7.961
OG0004378	Aa_G163090.h1.t1	evm.model.RL_1.546
OG0004379	Aa_G49780.h1.t1	evm.model.RL_1.576
OG0004380	Aa_G174770.h1.t1	evm.model.RL_1.671
OG0004381	Aa_G354180.h1.t1	evm.model.RL_6.1697
OG0004382	Aa_G177450.h1.t1	evm.model.RL_6.1711
OG0004383	Aa_G542000.h1.t1	evm.model.RL_6.1788
OG0004384	Aa_G402320.h1.t1	evm.model.RL_7.1026
OG0004385	Aa_G179790.h1.t1	evm.model.RL_5.1457, evm.model.RL_6.949
OG0004386	Aa_G454450.h1.t1	evm.model.RL_5.1605.1.687c88b5
OG0004387	Aa_G303530.h1.t1	evm.model.RL_3.1749
OG0004389	Aa_G214280.h1.t1, Aa_G676960.h1.t1	evm.model.RL_5.1707.1.687c88b6
OG0004391	Aa_G259630.h1.t1	evm.model.RL_3.1596
OG0004392	Aa_G518700.h1.t1	evm.model.RL_4.399
OG0004393	Aa_G617610.h1.t1	evm.model.RL_5.3293
OG0004394	Aa_G233450.h1.t1	evm.model.RL_5.3210
OG0004395	Aa_G130110.h1.t1	evm.model.RL_1.424, evm.model.RL_2.1999
OG0004396	Aa_G569080.h1.t1	evm.model.RL_6.316
OG0004397	Aa_G563230.h1.t1	evm.model.RL_5.1191
OG0004398	Aa_G292120.h1.t1	evm.model.RL_5.1141
OG0004399	Aa_G291940.h2.t1, Aa_G291940.h1.t1	evm.model.RL_5.1132
OG0004400	Aa_G77460.h1.t1	evm.model.RL_5.1058
OG0004401	Aa_G457680.h1.t1	evm.model.RL_5.970
OG0004402	Aa_G535900.h1.t1	evm.model.RL_5.926
OG0004403	Aa_G171360.h1.t1	evm.model.RL_5.870
OG0004404	Aa_G19260.h1.t1	evm.model.RL_5.764
OG0004405	Aa_G286060.h1.t1	evm.model.RL_5.652, evm.model.RL_5.653
OG0004406	Aa_G481490.h1.t1	evm.model.RL_5.640.2.687c88ae
OG0004407	Aa_G321000.h1.t1	evm.model.RL_4.2110
OG0004408	Aa_G96820.h1.t1	evm.model.RL_4.2013
OG0004409	Aa_G162300.h1.t1	evm.model.RL_4.1956
OG0004410	Aa_G280250.h1.t1	evm.model.RL_4.1797
OG0004412	Aa_G40870.h1.t1	evm.model.RL_4.1108
OG0004413	Aa_G26100.h1.t1	evm.model.RL_4.1054
OG0004414	Aa_G102190.h1.t1	evm.model.RL_4.780
OG0004415	Aa_G570060.h1.t1	evm.model.RL_4.2928
OG0004416	Aa_G539240.h1.t1	evm.model.RL_4.1178
OG0004418	Aa_G143260.h1.t1	evm.model.RL_4.1371
OG0004419	Aa_G97900.h1.t1	evm.model.RL_4.1409
OG0004419	Aa_G319280.h1.t1	evm.model.RL_4.2727
OG0004420	Aa_G448800.h1.t1	evm.model.RL_8.2207
OG0004421	Aa_G62550.h1.t1	evm.model.RL_7.1431, evm.model.RL_3.92
OG0004422	Aa_G283910.h1.t1, Aa_G141440.h1.t1	evm.model.RL_3.1218_evm.model.RL_3.1220
OG0004423	Aa_G133830.h1.t1	evm.model.RL_3.1356
OG0004424	Aa_G189590.h1.t1	evm.model.RL_3.1421
OG0004425	Aa_G68580.h1.t1	evm.model.RL_3.1462
OG0004426	Aa_G344040.h1.t1	evm.model.RL_3.1586
OG0004427	Aa_G475210.h1.t1, Aa_G475230.h1.t1	evm.model.RL_3.1604, evm.model.RL_3.1605
OG0004428	Aa_G533870.h1.t1	evm.model.RL_3.1968
OG0004429	Aa_G492840.h1.t1	evm.model.RL_3.1872
OG0004430	Aa_G492860.h1.t1	evm.model.RL_3.1868
OG0004431	Aa_G10220.h1.t1	evm.model.RL_3.1687
OG0004432	Aa_G656420.h1.t1, Aa_G236160.h1.t1	evm.model.RL_3.2255
OG0004433	Aa_G293090.h1.t1, Aa_G293100.h1.t1	evm.model.RL_3.2300
OG0004433	Aa_G293110.h1.t1	evm.model.RL_3.2301
OG0004434	Aa_G336930.h1.t1	evm.model.RL_3.2330
OG0004436	Aa_G39930.h1.t1	evm.model.RL_1.1190
OG0004437	Aa_G237580.h1.t1, Aa_G974250.h1.t1	evm.model.RL_1.1329
OG0004438	Aa_G483840.h1.t1	evm.model.RL_1.1342
OG0004439	Aa_G85190.h1.t1	evm.model.RL_5.2536, evm.model.RL_2.83, evm.model.RL_1.1357, evm.model.RL_1.2344, evm.model.RL_2.87
OG0004440	Aa_G1120.h1.t1	evm.model.RL_1.1431, evm.model.RL_1.1435
OG0004441	Aa_G234950.h1.t1	evm.model.RL_1.1460
OG0004442	Aa_G684300.h1.t1, Aa_G684300.h2.t1, Aa_G669170.h1.t1, Aa_G331770.h1.t1	evm.model.RL_1.1476
OG0004443	Aa_G223430.h1.t1	evm.model.RL_1.1546, evm.model.RL_1.1550_evm.model.RL_1.1554, evm.model.RL_1.1545, evm.model.RL_1.1549, evm.model.RL_1.1553
OG0004444	Aa_G104710.h1.t1	evm.model.RL_1.1769
OG0004445	Aa_G740070.h1.t1	evm.model.RL_5.2016
OG0004446	Aa_G380310.h1.t1	evm.model.RL_1.1924
OG0004447	Aa_G136640.h1.t1	evm.model.RL_1.2015
OG0004448	Aa_G136610.h1.t1	evm.model.RL_1.2017
OG0004449	Aa_G434050.h1.t1	evm.model.RL_1.2261, evm.model.RL_1.2053
OG0004450	Aa_G455800.h1.t1	evm.model.RL_1.2109
OG0004451	Aa_G252860.h1.t1	evm.model.RL_1.2224
OG0004452	Aa_G144130.h1.t1	evm.model.RL_2.2815
OG0004452	Aa_G496000.h1.t1	evm.model.RL_2.2814
OG0004453	Aa_G688030.h1.t1	evm.model.RL_1.3033
OG0004454	Aa_G606690.h1.t1	evm.model.RL_1.2998
OG0004455	Aa_G695500.h1.t1, Aa_G461530.h1.t1, Aa_G607510.h1.t1, Aa_G695510.h1.t1	evm.model.RL_1.3096
OG0004456	Aa_G194780.h1.t1	evm.model.RL_6.1702
