Orthogroup	Arabis_alpina	Aethionema_saxatile
OG0001978	Aa_G177300.h1.t1	As001G021620
OG0001978	Aa_G804100.h1.t1	As008G186230
OG0001979	Aa_G435360.h1.t1	As001G023520
OG0001979	Aa_G117630.h1.t1	As008G182890
OG0001980	Aa_G146240.h1.t1	As001G023690
OG0001980	Aa_G117800.h1.t1	As008G183040
OG0001981	Aa_G26720.h1.t1	As008G184280
OG0001981	Aa_G276760.h1.t1	As001G025280
OG0001982	Aa_G25600.h1.t1	As001G025560
OG0001982	Aa_G26520.h1.t1	As008G184440
OG0001983	Aa_G508040.h1.t1	As001G026070
OG0001983	Aa_G229840.h1.t1	As005G112750
OG0001984	Aa_G263330.h1.t1	As001G026200
OG0001984	Aa_G413270.h1.t1	As004G097590
OG0001985	Aa_G246060.h1.t1	As003G060640, As001G031850
OG0001986	Aa_G174910.h1.t1	As012G283190
OG0001986	Aa_G88490.h1.t1	As002G033250
OG0001987	Aa_G140780.h1.t1	As005G109150
OG0001987	Aa_G419560.h1.t1	As002G035510
OG0001988	Aa_G195480.h1.t1	As002G037170, As012G276490
OG0001989	Aa_G216150.h1.t1, Aa_G869660.h1.t1, Aa_G813620.h1.t1, Aa_G216160.h1.t1	As002G037240, As002G037260
OG0001990	Aa_G516260.h1.t1	As002G046030
OG0001990	Aa_G107270.h1.t1	As006G132420
OG0001993	Aa_G580850.h1.t1	As002G047890
OG0001993	Aa_G227930.h1.t1	As006G134180
OG0001994	Aa_G575480.h1.t1, Aa_G575490.h1.t1	As002G049230
OG0001995	Aa_G256620.h1.t1, Aa_G112750.h1.t1	As002G051030
OG0001996	Aa_G267600.h1.t1, Aa_G113020.h1.t1	As002G051550
OG0001997	Aa_G516760.h1.t1	As002G053610
OG0001997	Aa_G165190.h1.t1	As007G179950
OG0001998	Aa_G637990.h1.t1	As002G053810
OG0001998	Aa_G51650.h1.t1	As005G117250
OG0001999	Aa_G471540.h1.t1	As002G055150
OG0002000	Aa_G275500.h1.t1	As009G218350, As002G055410
OG0002001	Aa_G324640.h1.t1	As004G089230
OG0002001	Aa_G152240.h1.t1	As003G056260
OG0002002	Aa_G204110.h1.t1	As004G087210
OG0002003	Aa_G371010.h1.t1	As003G060220
OG0002003	Aa_G320540.h1.t1	As004G085600
OG0002004	Aa_G35170.h1.t1	As004G084930
OG0002004	Aa_G19900.h1.t1	As003G060850
OG0002005	Aa_G289320.h1.t1	As004G084290
OG0002005	Aa_G417280.h1.t1	As003G061860
OG0002006	Aa_G124480.h1.t1	As003G061930
OG0002006	Aa_G275340.h1.t1	As004G084140
OG0002007	Aa_G124460.h1.t1	As003G061950
OG0002008	Aa_G129070.h1.t1	As004G083850
OG0002008	Aa_G376020.h1.t1	As003G062340
OG0002010	Aa_G146020.h1.t1	As003G069430
OG0002010	Aa_G408520.h1.t1	As003G069440
OG0002011	Aa_G223730.h1.t1, Aa_G142250.h1.t1	As003G069960
OG0002012	Aa_G650560.h1.t1	As011G264500
OG0002012	Aa_G426380.h1.t1	As003G071790
OG0002013	Aa_G580080.h1.t1	As011G264560
OG0002013	Aa_G157120.h1.t1	As003G071910
OG0002014	Aa_G514690.h1.t1	As003G072220
OG0002015	Aa_G426660.h1.t1, Aa_G223210.h1.t1	As003G073000
OG0002016	Aa_G195500.h1.t1	As007G179840
OG0002016	Aa_G661990.h1.t1	As003G073990
OG0002017	Aa_G503370.h1.t1, Aa_G56180.h1.t1	As003G074630
OG0002017	Aa_G407220.h1.t1	As007G180300
OG0002018	Aa_G50380.h1.t1	As007G180950
OG0002018	Aa_G351890.h1.t1	As003G075740
OG0002019	Aa_G414380.h1.t1	As004G079010, As004G079040
OG0002021	Aa_G500540.h1.t1, Aa_G275300.h1.t1	As004G084130
OG0002022	Aa_G528250.h1.t1, Aa_G822590.h1.t1, Aa_G58220.h1.t1	As004G088650
OG0002023	Aa_G413560.h1.t1, Aa_G233310.h1.t1	As011G254830, As004G095790
OG0002024	Aa_G594620.h1.t1	As004G096090
OG0002024	Aa_G198870.h1.t1	As011G254270
OG0002025	Aa_G196900.h1.t1	As005G100670
OG0002026	Aa_G102460.h1.t1	As012G286200
OG0002027	Aa_G369790.h1.t1	As012G283860
OG0002027	Aa_G188360.h1.t1	As005G105970
OG0002028	Aa_G436380.h1.t1	As005G114290
OG0002029	Aa_G67870.h1.t1	As006G122080
OG0002030	Aa_G228420.h1.t1	As008G197470
OG0002031	Aa_G38960.h1.t1, Aa_G38960.h2.t1, Aa_G363600.h1.t1, Aa_G363600.h2.t1	As008G195950, As006G125520
OG0002032	Aa_G424780.h1.t1	As006G125680
OG0002032	Aa_G219010.h1.t1	As008G194980
OG0002033	Aa_G22470.h1.t1	As008G193380
OG0002033	Aa_G374200.h1.t1	As006G127930
OG0002034	Aa_G310530.h1.t1, Aa_G400780.h1.t1, Aa_G425720.h1.t1	As006G129090
OG0002035	Aa_G480150.h1.t1	As006G134600
OG0002036	Aa_G383460.h1.t1	As009G201600
OG0002036	Aa_G42610.h1.t1	As006G135320
OG0002037	Aa_G383450.h1.t1	As009G201610
OG0002037	Aa_G42590.h1.t1	As006G135340
OG0002038	Aa_G617210.h1.t1, Aa_G242750.h1.t1	As011G248890
OG0002038	Aa_G50960.h1.t1	As006G138750
OG0002039	Aa_G213630.h1.t1	As012G282060
OG0002039	Aa_G38080.h1.t1	As006G143240
OG0002040	Aa_G595080.h1.t1	As006G145140
OG0002040	Aa_G447730.h1.t1	As012G276560
OG0002041	Aa_G548170.h1.t1	As006G145740
OG0002041	Aa_G14150.h1.t1	As012G277090
OG0002042	Aa_G730580.h1.t1	As006G148500
OG0002043	Aa_G121270.h1.t1	As007G151940
OG0002044	Aa_G497420.h1.t1	As010G243920
OG0002045	Aa_G25250.h1.t1	As007G152270
OG0002045	Aa_G410400.h1.t1	As010G243670
OG0002046	Aa_G293580.h1.t1	As010G243220
OG0002047	Aa_G80400.h1.t1	As010G242530
OG0002048	Aa_G188660.h1.t1	As007G153870
OG0002048	Aa_G187210.h1.t1	As010G241130, As010G241120
OG0002049	Aa_G341840.h1.t1	As010G240580
OG0002049	Aa_G80280.h1.t1, Aa_G188200.h1.t1, Aa_G924510.h2.t1, Aa_G924510.h1.t1	As007G154260
OG0002050	Aa_G334090.h1.t1	As007G156920
OG0002050	Aa_G111110.h1.t1	As010G237010
OG0002051	Aa_G33330.h1.t1, Aa_G230840.h1.t1	As007G157010
OG0002052	Aa_G60730.h1.t1	As007G157110
OG0002052	Aa_G418920.h1.t1	As010G236740
OG0002053	Aa_G374450.h1.t1	As007G157350
OG0002053	Aa_G215540.h1.t1	As010G236420
OG0002054	Aa_G399850.h1.t1, Aa_G399850.h2.t1	As007G159150
OG0002054	Aa_G232210.h1.t1	As010G234050
OG0002055	Aa_G62600.h1.t1	As007G159360
OG0002055	Aa_G68650.h1.t1	As010G233640
OG0002057	Aa_G373610.h1.t1	As007G167240
OG0002058	Aa_G166880.h1.t1	As007G179060
OG0002059	Aa_G235380.h1.t1	As008G195200
OG0002060	Aa_G189640.h1.t1	As010G233260
OG0002060	Aa_G8080.h1.t1	As009G200610
OG0002062	Aa_G94920.h1.t1	As009G217750
OG0002063	Aa_G244380.h1.t1, Aa_G344350.h1.t1	As009G220000
OG0002064	Aa_G122710.h1.t1	As010G220250
OG0002065	Aa_G642350.h3.t1, Aa_G642350.h1.t1, Aa_G642350.h2.t1, Aa_G629580.h1.t1, Aa_G140020.h1.t1	As010G234940, As010G234930
OG0002066	Aa_G165040.h1.t1	As010G236630
OG0002067	Aa_G281700.h1.t1	As010G237600
OG0002069	Aa_G336990.h1.t1	As010G242720
OG0002069	Aa_G336980.h1.t1	As010G242710
OG0002070	Aa_G410230.h1.t1, Aa_G457360.h1.t1	As010G242940
OG0002071	Aa_G193240.h1.t1	As012G268370
OG0002072	Aa_G231480.h1.t1	As012G268720
OG0002072	Aa_G606970.h1.t1	As011G245540
OG0002073	Aa_G74130.h1.t1	As012G269780
OG0002073	Aa_G1470.h1.t1	As011G247000
OG0002074	Aa_G380650.h1.t1	As012G274260
OG0002074	Aa_G380640.h1.t1, Aa_G56920.h1.t1	As011G249220
OG0002075	Aa_G596990.h1.t1	As011G266590
OG0002075	Aa_G64290.h1.t1	As011G266600, As011G266610
OG0002076	Aa_G205510.h1.t1	As012G267730
OG0002077	Aa_G225070.h1.t1, Aa_G430360.h1.t1	As012G271430
OG0002078	Aa_G494900.h1.t1, Aa_G494880.h1.t1, Aa_G725880.h1.t1	As012G282170
OG0002079	Aa_G48830.h1.t1, Aa_G326930.h1.t1, Aa_G188340.h1.t1	As012G289110
OG0002093	Aa_G269130.h1.t1	As011G262560
OG0002093	Aa_G258800.h1.t1	As001G012790
OG0002094	Aa_G110310.h1.t1	As001G014220
OG0002095	Aa_G383830.h1.t1	As011G264280
OG0002095	Aa_G293880.h1.t1	As001G015590
OG0002096	Aa_G7680.h1.t1	As001G019160
OG0002096	Aa_G394720.h1.t1	As008G188390
OG0002097	Aa_G282540.h1.t1	As001G020040
OG0002097	Aa_G165480.h1.t1	As008G187890
OG0002098	Aa_G392490.h1.t1, Aa_G592870.h1.t1	As001G021050, As001G020990
OG0002099	Aa_G457560.h1.t1	As008G186590
OG0002099	Aa_G72250.h1.t1	As001G021230
OG0002100	Aa_G569540.h1.t1	As008G183510
OG0002100	Aa_G480460.h1.t1	As001G024090
OG0002101	Aa_G424650.h1.t1	As001G026130
OG0002102	Aa_G52030.h1.t1, Aa_G174340.h1.t1, Aa_G658010.h1.t1	As006G141360, As001G029120
OG0002102	Aa_G478340.h1.t1	As008G193520
OG0002103	Aa_G488530.h1.t1, Aa_G184910.h1.t1	As001G030420
OG0002104	Aa_G65890.h1.t1	As001G031080
OG0002104	Aa_G165340.h1.t1	As004G097980
OG0002105	Aa_G328360.h1.t1	As008G184590
OG0002105	Aa_G433420.h1.t1	As001G031610
OG0002106	Aa_G489110.h1.t1	As001G032220
OG0002106	Aa_G298980.h1.t1	As008G185350
OG0002107	Aa_G174990.h1.t1	As012G283100
OG0002107	Aa_G144230.h1.t1	As002G033430
OG0002108	Aa_G420200.h2.t1, Aa_G420200.h1.t1	As005G106800
OG0002108	Aa_G24090.h1.t1	As002G033880
OG0002109	Aa_G34600.h1.t1	As002G034790
OG0002110	Aa_G34520.h1.t1, Aa_G259880.h1.t1	As002G034840
OG0002111	Aa_G419550.h1.t1	As002G035520
OG0002111	Aa_G140750.h1.t1	As005G109170
OG0002112	Aa_G303880.h1.t1	As009G214170
OG0002112	Aa_G137020.h1.t1	As002G036200
OG0002114	Aa_G372280.h1.t1	As002G045310
OG0002115	Aa_G86580.h1.t1	As006G134480
OG0002115	Aa_G641500.h1.t1	As002G046920
OG0002116	Aa_G48400.h1.t1	As002G047280
OG0002116	Aa_G618290.h1.t1	As006G134680
OG0002117	Aa_G385340.h1.t1	As002G050550
OG0002118	Aa_G574360.h1.t1	As009G214970
OG0002118	Aa_G267520.h1.t1	As002G051600
OG0002119	Aa_G168630.h1.t1, Aa_G596570.h1.t1	As002G052490, As009G215680
OG0002120	Aa_G143220.h1.t1	As009G217000
OG0002120	Aa_G210780.h1.t1	As002G054310
OG0002121	Aa_G435140.h1.t1	As009G218370
OG0002121	Aa_G504190.h1.t1	As002G055430
OG0002122	Aa_G162880.h1.t1	As004G091050
OG0002122	Aa_G96190.h1.t1	As003G055700
OG0002123	Aa_G118040.h1.t1	As004G088050
OG0002123	Aa_G78030.h1.t1	As003G057490
OG0002124	Aa_G239380.h1.t1	As004G087910
OG0002124	Aa_G78150.h1.t1	As003G057570
OG0002125	Aa_G123780.h1.t1	As004G087050
OG0002126	Aa_G41830.h1.t1	As004G086210
OG0002126	Aa_G37690.h1.t1, Aa_G37720.h1.t1	As003G059150
OG0002127	Aa_G212540.h1.t1, Aa_G686370.h1.t1	As004G084210
OG0002127	Aa_G692600.h1.t1	As003G061890
OG0002128	Aa_G129100.h1.t1	As004G083870
OG0002128	Aa_G312260.h1.t1	As003G062310
OG0002129	Aa_G555230.h1.t1	As004G083170
OG0002129	Aa_G57220.h1.t1	As003G063110
OG0002131	Aa_G191520.h1.t1, Aa_G6580.h1.t1, Aa_G99720.h1.t1	As003G070530, As007G154020, As007G153030, As008G197820
OG0002132	Aa_G564360.h1.t1	As003G071840
OG0002132	Aa_G344720.h1.t1	As011G264530
OG0002133	Aa_G781090.h1.t1, Aa_G157050.h1.t1	As003G071900
OG0002134	Aa_G514600.h1.t1	As003G072310
OG0002135	Aa_G426650.h1.t1, Aa_G151450.h1.t1, Aa_G223220.h1.t1	As003G073010
OG0002136	Aa_G137890.h1.t1	As003G076020
OG0002137	Aa_G245480.h1.t1, Aa_G752880.h1.t1	As004G078390
OG0002138	Aa_G484430.h1.t1	As004G081040
OG0002139	Aa_G492520.h1.t1	As004G082130
OG0002140	Aa_G154300.h1.t1, Aa_G124940.h1.t1	As004G083590
OG0002141	Aa_G206560.h1.t1	As004G094840
OG0002141	Aa_G658390.h1.t1	As011G255830
OG0002142	Aa_G163580.h1.t1, Aa_G163590.h1.t1	As012G288880
OG0002142	Aa_G13110.h1.t1	As005G098660
OG0002143	Aa_G13020.h1.t1	As005G098750
OG0002145	Aa_G67350.h1.t1, Aa_G221060.h1.t1	As005G105110
OG0002146	Aa_G426800.h1.t1	As010G226030
OG0002146	Aa_G173880.h1.t1	As005G113570
OG0002147	Aa_G652420.h1.t1	As005G114740
OG0002149	Aa_G320920.h1.t1	As005G116000
OG0002150	Aa_G124640.h1.t1	As005G119390
OG0002151	Aa_G147100.h1.t1	As005G119890
OG0002151	Aa_G325980.h1.t1	As011G265280
OG0002152	Aa_G94430.h1.t1, Aa_G94440.h1.t1	As008G199170
OG0002153	Aa_G94340.h1.t1	As008G199090
OG0002153	Aa_G511700.h1.t1	As006G121420, As006G121450, As006G121430, As006G121440
OG0002154	Aa_G89490.h1.t1	As006G124450
OG0002154	Aa_G134510.h1.t1	As008G197060
OG0002155	Aa_G316900.h1.t1	As006G124840
OG0002155	Aa_G423560.h1.t1	As008G196370
OG0002156	Aa_G363620.h1.t1, Aa_G363610.h1.t1	As011G256260
OG0002157	Aa_G243670.h1.t1	As006G126130
OG0002157	Aa_G235430.h1.t1	As008G195150
OG0002158	Aa_G291770.h1.t1, Aa_G291780.h1.t1	As006G134420
OG0002159	Aa_G42310.h1.t1	As006G135630
OG0002159	Aa_G96850.h1.t1	As009G202140
OG0002162	Aa_G293430.h1.t1	As006G139680
OG0002165	Aa_G731180.h1.t1, Aa_G302090.h1.t1	As006G141860
OG0002166	Aa_G287180.h1.t1	As012G282620
OG0002166	Aa_G560380.h1.t1	As006G142540
OG0002168	Aa_G286470.h1.t1	As006G144410
OG0002168	Aa_G478800.h1.t1	As012G275860
OG0002169	Aa_G156190.h1.t1, Aa_G696730.h1.t1	As006G147220
OG0002169	Aa_G69970.h1.t1, Aa_G260950.h1.t1	As012G279320
OG0002170	Aa_G497280.h1.t1	As007G152430
OG0002170	Aa_G462520.h1.t1	As010G243340
OG0002171	Aa_G265730.h1.t1	As010G243080
OG0002172	Aa_G265750.h1.t1	As010G243060
OG0002173	Aa_G80450.h1.t1	As007G162550, As007G152940
OG0002175	Aa_G111030.h1.t1, Aa_G33340.h1.t1	As007G157000
OG0002176	Aa_G528440.h1.t1	As007G158590
OG0002177	Aa_G653370.h1.t1	As007G159160
OG0002177	Aa_G232120.h1.t1	As010G233980
OG0002178	Aa_G17580.h1.t1	As010G233400
OG0002178	Aa_G62430.h1.t1	As007G159520
OG0002179	Aa_G184440.h1.t1	As010G228080
OG0002179	Aa_G61760.h1.t1	As007G161940
OG0002181	Aa_G144740.h1.t1	As007G180290
OG0002182	Aa_G620780.h1.t1	As009G217880
OG0002182	Aa_G1083710.h2.t1, Aa_G1083710.h1.t1, Aa_G1069960.h1.t1, Aa_G1069190.h2.t1, Aa_G1069190.h1.t1	As008G183490
OG0002183	Aa_G398280.h1.t1, Aa_G83420.h1.t1	As008G184110
OG0002184	Aa_G418620.h1.t1	As008G185390
OG0002185	Aa_G489070.h1.t1	As008G185450
OG0002186	Aa_G72220.h1.t1, Aa_G457520.h1.t1	As008G186630
OG0002187	Aa_G160860.h1.t1, Aa_G500900.h1.t1	As008G187990, As008G187980
OG0002188	Aa_G79380.h1.t1	As008G194770
OG0002189	Aa_G285170.h1.t1, Aa_G195250.h1.t1	As009G212710
OG0002190	Aa_G137100.h1.t1, Aa_G304080.h1.t1	As009G214050
OG0002191	Aa_G112950.h1.t1, Aa_G112940.h1.t1	As009G214800, As009G214810, As009G214820, As009G214830
OG0002192	Aa_G403320.h1.t1, Aa_G8740.h1.t1	As010G226340, As010G226370
OG0002194	Aa_G108900.h1.t1	As012G267860
OG0002194	Aa_G290310.h1.t1	As011G244820
OG0002195	Aa_G176070.h1.t1	As011G245320
OG0002195	Aa_G193250.h1.t1	As012G268390, As012G268380
OG0002196	Aa_G327200.h1.t1	As012G274610
OG0002196	Aa_G97130.h1.t1	As011G248930
OG0002197	Aa_G53570.h1.t1	As011G249530
OG0002197	Aa_G57640.h1.t1	As012G273930
OG0002198	Aa_G501340.h1.t1	As011G250040
OG0002198	Aa_G110610.h1.t1, Aa_G403900.h1.t1	As012G273610
OG0002199	Aa_G181840.h1.t1	As011G250200
OG0002199	Aa_G255180.h1.t1	As012G273540
OG0002200	Aa_G110380.h1.t1, Aa_G662960.h1.t1	As011G263110, As011G263100, As011G263120, As011G263140
OG0002201	Aa_G548880.h1.t1, Aa_G548890.h1.t1	As011G263850
OG0002202	Aa_G421750.h1.t1, Aa_G379310.h1.t1	As011G264220
OG0002204	Aa_G244800.h1.t1	As011G265910
OG0002205	Aa_G181040.h1.t1	As012G272390
OG0002206	Aa_G599970.h1.t1, Aa_G371350.h1.t1	As012G272700
OG0002207	Aa_G520900.h1.t1	As012G274600
OG0002207	Aa_G520910.h1.t1	As012G274590
OG0002209	Aa_G16230.h1.t1, Aa_G48780.h1.t1	As012G287010
OG0002219	Aa_G64100.h1.t1	As011G266500, As001G001030
OG0002220	Aa_G628380.h1.t1	As001G001360
OG0002220	Aa_G30860.h1.t1, Aa_G230240.h1.t1	As011G266370
OG0002221	Aa_G134320.h1.t1	As001G001410
OG0002221	Aa_G230110.h1.t1	As011G266270
OG0002222	Aa_G9770.h1.t1	As001G003170
OG0002223	Aa_G163960.h1.t1, Aa_G279570.h1.t1, Aa_G458280.h1.t1	As001G003220
OG0002224	Aa_G41510.h1.t1	As007G177890
OG0002224	Aa_G241420.h1.t1	As001G003870
OG0002225	Aa_G324920.h1.t1, Aa_G373620.h1.t1	As001G004480, As007G167250
OG0002226	Aa_G274270.h1.t1	As001G013710
OG0002226	Aa_G541720.h1.t1	As011G262760
OG0002227	Aa_G383790.h1.t1	As011G264310
OG0002228	Aa_G11140.h1.t1	As004G079560
OG0002228	Aa_G109310.h1.t1	As001G016920
OG0002229	Aa_G251400.h1.t1	As001G022380
OG0002230	Aa_G115560.h1.t1	As008G182770
OG0002230	Aa_G449000.h1.t1	As001G023120
OG0002231	Aa_G309810.h1.t1	As001G024520
OG0002231	Aa_G109550.h1.t1	As008G183860
OG0002232	Aa_G83380.h1.t1	As001G025040
OG0002232	Aa_G398290.h1.t1	As008G184120
OG0002233	Aa_G142410.h1.t1	As004G096740
OG0002234	Aa_G308820.h1.t1	As004G078540
OG0002234	Aa_G234300.h1.t1	As001G027460
OG0002236	Aa_G387740.h1.t1	As001G029110
OG0002237	Aa_G596140.h1.t1	As001G029300
OG0002238	Aa_G185170.h1.t1	As001G030680
OG0002239	Aa_G18470.h1.t1	As001G032110
OG0002240	Aa_G69070.h1.t1	As002G048910
OG0002240	Aa_G404020.h1.t1	As002G032600
OG0002241	Aa_G24060.h1.t1	As002G033920
OG0002242	Aa_G322220.h1.t1, Aa_G140830.h1.t1	As002G035430
OG0002243	Aa_G484970.h1.t1	As002G035850
OG0002244	Aa_G406310.h1.t1, Aa_G102870.h1.t1	As002G037570
OG0002245	Aa_G83990.h1.t1	As002G043270
OG0002246	Aa_G261140.h1.t1	As002G043800
OG0002247	Aa_G375210.h1.t1	As002G043870
OG0002248	Aa_G432960.h1.t1	As002G046280
OG0002249	Aa_G483100.h1.t1	As002G046860
OG0002250	Aa_G69780.h1.t1	As006G134310
OG0002251	Aa_G216560.h1.t1	As002G048040
OG0002251	Aa_G387270.h1.t1	As006G134130
OG0002252	Aa_G729530.h1.t1	As003G068140, As003G068150, As002G049250
OG0002253	Aa_G385320.h1.t1	As002G050570, As007G162200
OG0002254	Aa_G181400.h1.t1, Aa_G623420.h1.t1	As002G050950
OG0002255	Aa_G112910.h1.t1	As005G109480
OG0002255	Aa_G215900.h1.t1	As002G051240
OG0002256	Aa_G117980.h1.t1	As004G088090
OG0002256	Aa_G244660.h1.t1	As003G057450
OG0002257	Aa_G419830.h1.t1	As003G060360
OG0002257	Aa_G517320.h1.t1	As003G060350
OG0002258	Aa_G216370.h1.t1, Aa_G15180.h1.t1	As003G071400
OG0002259	Aa_G179430.h1.t1, Aa_G179410.h1.t1, Aa_G179420.h1.t1	As003G072530
OG0002261	Aa_G604730.h1.t1, Aa_G604720.h1.t1, Aa_G214210.h1.t1	As003G073200
OG0002262	Aa_G402110.h1.t1	As003G073490
OG0002263	Aa_G406830.h1.t1	As003G074930
OG0002263	Aa_G91750.h1.t1	As007G180440
OG0002264	Aa_G138020.h1.t1	As003G076150
OG0002264	Aa_G36620.h1.t1	As007G182000
OG0002265	Aa_G245600.h1.t1, Aa_G247750.h1.t1	As004G078230
OG0002266	Aa_G150410.h1.t1	As004G082310
OG0002267	Aa_G79940.h1.t1	As004G094550
OG0002267	Aa_G199100.h1.t1	As011G256140
OG0002268	Aa_G543580.h1.t1	As011G255280
OG0002268	Aa_G523920.h1.t1	As004G095460
OG0002269	Aa_G479690.h1.t1	As004G095670
OG0002269	Aa_G518850.h1.t1	As011G254970
OG0002270	Aa_G413550.h1.t1	As004G095780
OG0002271	Aa_G603120.h1.t1	As011G254180
OG0002271	Aa_G346160.h1.t1	As004G096150
OG0002272	Aa_G388610.h1.t1	As004G096630, As011G253440
OG0002273	Aa_G16200.h1.t1	As005G101670
OG0002274	Aa_G100670.h1.t1	As005G102930
OG0002274	Aa_G349480.h1.t1, Aa_G349490.h1.t1	As012G285990
OG0002275	Aa_G100550.h1.t1	As005G103040
OG0002276	Aa_G100540.h1.t1	As005G103070
OG0002276	Aa_G349380.h1.t1	As012G285930
OG0002277	Aa_G345790.h1.t1	As012G284270
OG0002277	Aa_G230820.h1.t1	As005G105240
OG0002278	Aa_G461150.h1.t1	As012G283950
OG0002278	Aa_G145790.h1.t1	As005G105690
OG0002279	Aa_G111640.h1.t1	As006G136200
OG0002280	Aa_G192030.h1.t1	As010G225820
OG0002280	Aa_G552190.h1.t1	As005G113800
OG0002281	Aa_G191980.h1.t1	As010G225790
OG0002281	Aa_G751200.h1.t1	As005G113820
OG0002283	Aa_G37450.h1.t1, Aa_G910210.h1.t1	As005G118460
OG0002284	Aa_G105770.h1.t1, Aa_G53230.h1.t1	As006G121770
OG0002285	Aa_G134780.h1.t1	As008G196900
OG0002286	Aa_G89470.h1.t1	As006G124410
OG0002287	Aa_G79420.h1.t1	As008G194720
OG0002287	Aa_G154710.h1.t1	As006G126840
OG0002288	Aa_G359510.h1.t1, Aa_G469730.h1.t1	As006G127520
OG0002289	Aa_G310590.h1.t1, Aa_G310570.h1.t1	As008G192670, As006G143160, As006G129000
OG0002291	Aa_G58460.h1.t1, Aa_G290470.h1.t1	As006G131820
OG0002292	Aa_G621820.h1.t1	As009G199850
OG0002292	Aa_G553330.h1.t1	As006G133070
OG0002293	Aa_G14560.h1.t1	As006G135020
OG0002293	Aa_G236920.h1.t1	As009G201080
OG0002294	Aa_G96840.h1.t1	As009G202150
OG0002294	Aa_G42300.h1.t1	As006G135640
OG0002295	Aa_G539740.h1.t1, Aa_G200370.h1.t1	As006G135770
OG0002296	Aa_G111920.h1.t1	As006G135950
OG0002297	Aa_G162350.h1.t1	As009G202760
OG0002297	Aa_G111880.h1.t1	As006G136000
OG0002298	Aa_G220410.h1.t1, Aa_G1080630.h1.t1, Aa_G1080630.h2.t1, Aa_G416320.h1.t1, Aa_G47560.h1.t1	As006G136540
OG0002299	Aa_G146590.h1.t1	As009G205760
OG0002299	Aa_G51150.h1.t1	As006G139080
OG0002300	Aa_G47150.h1.t1	As009G208050
OG0002301	Aa_G47880.h1.t1, Aa_G382460.h1.t1	As006G140570
OG0002302	Aa_G531170.h1.t1	As006G145700
OG0002302	Aa_G14200.h1.t1	As012G276990
OG0002303	Aa_G410370.h1.t1	As010G243690
OG0002303	Aa_G606320.h1.t1	As007G152260
OG0002304	Aa_G457310.h1.t1, Aa_G65590.h1.t1	As007G152800, As010G242920
OG0002305	Aa_G336910.h1.t1	As010G242620
OG0002305	Aa_G377620.h1.t1	As007G152910
OG0002306	Aa_G103820.h1.t1	As007G153120
OG0002306	Aa_G444550.h1.t1	As010G242410
OG0002307	Aa_G308390.h1.t1	As007G155170
OG0002307	Aa_G721330.h1.t1, Aa_G721330.h2.t1	As010G239080
OG0002308	Aa_G60720.h1.t1	As007G157100
OG0002308	Aa_G418930.h1.t1	As010G236750
OG0002309	Aa_G129460.h1.t1	As010G235820
OG0002310	Aa_G272190.h1.t1	As007G158020
OG0002310	Aa_G121550.h1.t1	As010G235690
OG0002311	Aa_G562090.h1.t1	As007G159800
OG0002311	Aa_G189610.h1.t1	As010G233250
OG0002312	Aa_G221950.h1.t1	As010G233170
OG0002313	Aa_G283230.h1.t1	As010G232070
OG0002314	Aa_G61780.h1.t1	As007G161970
OG0002314	Aa_G7120.h1.t1	As010G228200
OG0002315	Aa_G312600.h1.t1	As007G179120
OG0002316	Aa_G19320.h1.t1	As008G189100
OG0002317	Aa_G197670.h1.t1	As008G191700
OG0002318	Aa_G257640.h1.t1	As008G192040
OG0002320	Aa_G325230.h1.t1	As009G203290, As008G198660
OG0002321	Aa_G40360.h1.t1, Aa_G388290.h1.t1	As009G210450
OG0002322	Aa_G570240.h1.t1	As009G213810
OG0002324	Aa_G428110.h1.t1	As010G234070, As010G234060
OG0002325	Aa_G374040.h1.t1	As011G245000
OG0002325	Aa_G109030.h1.t1	As012G267960
OG0002326	Aa_G176010.h1.t1	As011G245270
OG0002326	Aa_G682100.h1.t1	As012G268280
OG0002327	Aa_G504500.h1.t1	As012G269490
OG0002327	Aa_G56260.h1.t1	As011G246480
OG0002328	Aa_G32070.h1.t1	As011G247870
OG0002328	Aa_G465510.h1.t1	As012G270520
OG0002329	Aa_G82100.h1.t1	As011G250400
OG0002330	Aa_G808400.h2.t1, Aa_G808400.h1.t1, Aa_G808400.h3.t1, Aa_G133540.h1.t1	As012G273200
OG0002330	Aa_G213260.h1.t1	As011G250470
OG0002331	Aa_G161960.h1.t1	As011G253230
OG0002331	Aa_G370090.h1.t1	As012G271530
OG0002332	Aa_G448170.h1.t1, Aa_G234540.h1.t1, Aa_G867890.h1.t1	As011G259980
OG0002333	Aa_G144810.h1.t1	As011G262900
OG0002334	Aa_G627420.h1.t1, Aa_G18360.h1.t1	As011G267380
OG0002335	Aa_G568080.h1.t1	As012G270830
OG0002336	Aa_G568100.h1.t1	As012G270850
OG0002337	Aa_G608150.h1.t1	As012G276000
OG0002338	Aa_G287200.h1.t1, Aa_G431200.h1.t1	As012G282580
OG0002339	Aa_G238630.h1.t1, Aa_G124080.h1.t1	As012G283640
OG0002348	Aa_G194670.h1.t1, Aa_G44630.h1.t1	As001G000290
OG0002349	Aa_G387130.h1.t1	As001G000470
OG0002349	Aa_G815050.h1.t1	As011G267120
OG0002350	Aa_G2790.h1.t1	As011G266520
OG0002351	Aa_G537780.h1.t1	As007G178570
