Orthogroup	Arabidopsis_thaliana	Cochlearia_excelsa
OG0002857	AT2G31350.1	g39846
OG0002858	AT2G32580.1	g39808
OG0002858	AT1G05070.1	g26953
OG0002859	AT1G05150.1, AT2G32450.1	g30910
OG0002860	AT1G04860.1	g49468
OG0002861	AT1G04610.1	g30880
OG0002863	AT4G25670.1, AT4G25690.1	g17157
OG0002864	AT3G55930.1	g50449
OG0002865	AT2G35605.1	g37138
OG0002865	AT1G31760.1	g27726
OG0002866	AT1G31885.1	g14176, g14116, g14163, g14135, g14125, g14184, g14155, g14132, g14170, g14149, g14157, g14152, g14187, g14142, g14137, g14166, g14178, g14172, g14145
OG0002868	AT3G49810.1	g2604
OG0002869	AT5G65700.1	g9697
OG0002869	AT3G49670.1	g11375
OG0002870	AT5G08565.1	g5488
OG0002871	AT5G63370.1	g9818
OG0002872	AT5G61730.2	g404
OG0002873	AT5G21150.1	g41372
OG0002874	AT4G26720.1	g23677
OG0002875	AT5G55300.2	g1008
OG0002876	AT5G51360.1, AT3G50373.1	g19363, g19364
OG0002877	AT5G05050.1	g29752
OG0002878	AT1G46408.1, AT5G04640.1	g32414, g29781
OG0002879	AT5G04090.6	g13072
OG0002879	AT3G10250.1	g7441
OG0002880	AT5G41340.1	g46648
OG0002880	AT1G63800.1	g16788
OG0002881	AT1G80220.1, AT2G26050.1	g28302, g14732
OG0002883	AT1G17040.2	g31680
OG0002884	AT3G49750.1	g19388
OG0002887	AT4G24390.1	g47505, g47506
OG0002888	AT4G12770.1, AT4G12780.1	g25845, g18080
OG0002889	AT3G24670.1	g6442
OG0002889	AT4G13210.2	g24730
OG0002890	AT4G13360.1	g24694
OG0002891	AT1G20920.1	g27478
OG0002891	AT3G09620.2	g7428
OG0002892	AT1G74430.1	g44527, g46141
OG0002893	AT5G45550.1	g40567
OG0002895	AT3G15610.1	g54271
OG0002896	AT5G52530.1	g23742
OG0002897	AT2G15480.2, AT2G15490.1	g6160
OG0002898	AT5G47150.1	g40688
OG0002899	AT4G34740.1	g23058
OG0002901	AT5G44560.1	g11049
OG0002903	AT3G51180.1	g2490
OG0002904	AT3G51260.1	g2487
OG0002905	AT5G66020.1	g19311
OG0002905	AT3G51460.1	g2472
OG0002906	AT2G47250.1	g50817
OG0002906	AT3G62310.1	g1762
OG0002907	AT3G62150.1	g1772
OG0002907	AT2G47000.1	g50808
OG0002908	AT2G46410.1	g37662
OG0002909	AT2G46330.1	g37656
OG0002910	AT2G45290.1	g11184
OG0002911	AT3G59800.1	g1962
OG0002912	AT1G54110.2, AT3G55600.1	g11277
OG0002914	AT5G53430.1	g921
OG0002914	AT4G27910.1	g23590
OG0002915	AT2G06520.1	g13588, g46878, g25245, g11580
OG0002916	AT4G36450.1	g22926
OG0002916	AT2G18170.1	g6024
OG0002917	AT5G57360.2	g13933
OG0002919	AT5G19230.1, AT5G19240.1, AT5G19250.1	g29100
OG0002920	AT2G44890.1	g52255
OG0002921	AT3G03250.2	g12768
OG0002921	AT5G17310.2	g4993
OG0002922	AT5G27320.1	g4679
OG0002922	AT3G05120.1	g12843
OG0002923	AT3G05710.2	g12535
OG0002924	AT3G07980.1	g7555
OG0002924	AT3G13530.1	g12237
OG0002925	AT3G08943.1, AT3G08947.1	g13010
OG0002926	AT3G09960.1	g13597
OG0002926	AT3G09970.1	g7456
OG0002927	AT3G13300.1, AT3G13290.1	g13164, g13163
OG0002928	AT1G53260.1	g12156
OG0002930	AT3G15830.1, AT3G15820.1	g7056
OG0002931	AT3G18080.1	g6906
OG0002932	AT3G18180.1	g6893
OG0002932	AT3G18170.2	g13301
OG0002933	AT3G19400.1	g6801
OG0002933	AT3G19390.1	g6806
OG0002935	AT3G21760.1	g13398
OG0002936	AT3G21690.1	g11859
OG0002938	AT4G00360.1	g25357
OG0002938	AT1G01600.1	g49311
OG0002939	AT1G02360.3	g49362
OG0002939	AT4G01700.1	g45226
OG0002940	AT2G31150.1	g39862
OG0002940	AT1G06190.5	g49537
OG0002941	AT2G01090.1, AT1G15120.2	g27293
OG0002942	AT1G19770.1	g31877
OG0002943	AT1G63540.1, AT1G63530.3	g44256
OG0002946	AT2G23200.1	g36913
OG0002947	AT4G04910.1	g25564
OG0002949	AT3G27910.1	g22698
OG0002950	AT4G37880.1	g47998
OG0002950	AT2G22690.1	g36927
OG0002951	AT4G35655.1	g22980
OG0002952	AT4G32400.1	g23275
OG0002953	AT2G26450.1	g38278
OG0002953	AT4G33230.1	g23196
OG0002954	AT4G32130.1	g47803
OG0002955	AT4G32000.3	g47799
OG0002955	AT2G25220.2	g38336
OG0002956	AT3G24130.1, AT5G18990.1	g11732, g6483
OG0002957	AT4G01985.1	g39531
OG0002958	AT4G28320.1	g23558
OG0002961	AT4G00920.1, AT2G02770.1, AT1G30060.1, AT2G01800.1, AT4G00580.1	g37949, g25033
OG0002962	AT4G38030.1	g18291, g22790
OG0002963	AT3G16970.1, AT3G16960.1, AT3G17080.1	g13274
OG0002964	AT2G36724.1	g25174
OG0002971	AT5G05450.1	g45427
OG0002972	AT2G23910.1	g38409
OG0002973	AT3G07610.3	g12436
OG0002975	AT5G25780.1, AT5G27640.2	g51027, g38358
OG0002976	AT5G16880.1	g29155
OG0002977	AT5G16020.1	g22287, g22468, g22507, g30097, g30090, g22343, g22274, g22486, g36091, g30096, g36092, g22485, g22467, g22271, g22286, g22506, g30089
OG0002978	AT5G14120.1	g5213, g45638
OG0002979	AT1G23160.1	g32466
OG0002979	AT5G13320.2	g29360
OG0002981	AT5G10350.1	g163
OG0002981	AT5G65260.1	g9720
OG0002982	AT5G09830.1	g29542
OG0002983	AT3G42153.1, AT4G09740.1, AT4G23560.1	g23896
OG0002985	AT2G29995.1	g51183
OG0002987	AT5G44090.2	g39684
OG0002988	AT5G42820.1	g37039
OG0002988	AT1G27650.1	g32292
OG0002989	AT2G34750.1	g37103
OG0002990	AT1G30730.1	g27712
OG0002990	AT1G30720.1	g32490
OG0002991	AT2G35340.1	g32620
OG0002992	AT5G67360.1	g19372, g9672, g86
OG0002994	AT5G67500.1	g104
OG0002996	AT5G22780.1, AT5G22770.1	g810
OG0002997	AT5G60270.1	g28811
OG0002999	AT5G58050.1, AT5G58170.1	g39281, g28682
OG0003000	AT5G56170.1	g1055
OG0003001	AT1G06350.1	g30994
OG0003002	AT5G54970.1	g986
OG0003002	AT4G26960.1	g47612
OG0003003	AT4G26990.1	g17107
OG0003004	AT1G09620.1	g31203, g49620
OG0003005	AT5G06730.1	g5588
OG0003006	AT4G02770.1	g39607
OG0003007	AT3G04100.1	g12799, g36097
OG0003008	AT3G02370.2	g18989
OG0003009	AT5G02730.1	g29848, g5781
OG0003009	AT3G09590.1	g13057
OG0003010	AT5G41130.3, AT5G41120.3	g14376
OG0003011	AT1G22050.1	g27510
OG0003011	AT1G77870.1	g46394
OG0003013	AT1G77540.1	g46371
OG0003014	AT4G35630.1	g22983
OG0003015	AT4G35640.1	g22982
OG0003015	AT2G17640.1	g6053
OG0003018	AT4G13190.1	g17884
OG0003019	AT4G13770.1	g52014
OG0003020	AT4G13890.1, AT4G13930.1	g17813, g47020
OG0003021	AT1G73890.1	g46105
OG0003022	AT1G68750.1	g44804
OG0003023	AT4G29180.2	g23495
OG0003024	AT1G21170.2	g31971
OG0003025	AT3G28150.1	g10438
OG0003025	AT5G40180.1	g16854
OG0003026	AT3G28200.1, AT5G40150.1	g10433
OG0003027	AT5G45490.1, AT5G45440.1	g18395, g16730
OG0003028	AT3G19590.1	g6788
OG0003028	AT1G49910.1	g54153
OG0003029	AT1G50740.1	g28048
OG0003030	AT1G49340.1	g36389
OG0003032	AT3G16175.1	g12097
OG0003032	AT1G52191.1	g28015
OG0003033	AT2G38185.4, AT2G38195.1, AT2G38220.1	g51705
OG0003034	AT5G49560.1	g33
OG0003034	AT3G50850.1	g2526
OG0003037	AT4G05190.1, AT4G21270.1	g40467
OG0003040	AT3G60415.1	g18823
OG0003041	AT3G60130.1	g18857, g1932
OG0003042	AT2G43150.1	g52111
OG0003043	AT3G58100.2	g11216
OG0003044	AT3G53540.2	g2343
OG0003045	AT3G03260.1	g12769, g7829
OG0003047	AT1G67440.2	g44902
OG0003048	AT1G67530.1, AT1G24330.1	g32258
OG0003049	AT1G67870.1	g41604
OG0003050	AT5G36230.2	g18127
OG0003051	AT4G24805.1	g23819
OG0003052	AT4G38790.1	g18331
OG0003054	AT4G20330.1, AT4G21010.1	g47341
OG0003055	AT5G19110.2	g41438
OG0003057	AT5G26730.1	g4855
OG0003058	AT3G04830.1	g7739
OG0003058	AT5G28220.1	g10163
OG0003060	AT2G45330.1	g37596
OG0003060	AT5G23600.1	g52245
OG0003061	AT2G43880.1	g52138
OG0003062	AT2G43860.1	g37525
OG0003063	AT5G24640.1, AT2G41730.1	g38169
OG0003064	AT3G05190.1	g12572
OG0003065	AT3G05530.1	g12869, g7702
OG0003066	AT3G05730.1	g12532
OG0003068	AT3G08770.2, AT5G01870.1	g7537
OG0003069	AT3G30540.1, AT3G10900.1, AT3G10890.1	g12345, g7407
OG0003071	AT3G16030.6	g13249
OG0003072	AT1G48605.1	g12022
OG0003073	AT1G48760.1	g36364
OG0003074	AT5G37800.1	g44980, g46774
OG0003075	AT5G18860.1	g41451
OG0003076	AT1G01750.2	g26866
OG0003077	AT1G01640.1	g25165
OG0003078	AT1G02790.1	g26899, g30790, g49389
OG0003079	AT1G03360.1	g30819
OG0003080	AT1G06390.1	g30996
OG0003081	AT1G10850.1	g31281
OG0003082	AT1G14900.1	g10776
OG0003083	AT1G14980.1	g49927
OG0003084	AT1G15460.1	g31602
OG0003085	AT1G18500.1	g31785
OG0003086	AT1G76210.1, AT1G20520.1	g17972
OG0003089	AT1G21140.1, AT3G43630.1, AT3G43660.1	g31968, g50167
OG0003092	AT5G44600.1, AT5G44590.1	g11044, g40499
OG0003093	AT4G36500.1	g47968
OG0003094	AT4G34920.1	g47899
OG0003095	AT4G34890.1	g47897
OG0003096	AT4G32090.1	g23287
OG0003097	AT1G69670.1	g27582
OG0003097	AT1G26830.1	g32139
OG0003098	AT4G01450.2	g39504
OG0003101	AT2G18190.1, AT2G18193.1	g6023
OG0003103	AT2G28970.1	g51119
OG0003104	AT5G61412.1	g39905
OG0003116	AT4G30480.2	g47749, g23394
OG0003118	AT5G15980.1	g29211
OG0003118	AT3G02490.1	g7869
OG0003119	AT5G14930.2	g45675
OG0003121	AT2G32870.1, AT2G32880.1	g18630
OG0003122	AT4G00130.1, AT4G25210.1	g17178
OG0003123	AT1G47578.1	g36247
OG0003123	AT4G31050.1	g47765
OG0003124	AT2G34040.1, AT3G19515.2, AT1G29030.1	g51412
OG0003125	AT1G10155.1	g31237
OG0003127	AT3G50650.1	g2547
OG0003127	AT5G66770.1	g46
OG0003128	AT5G22480.1	g46818
OG0003129	AT5G63570.1	g287
OG0003129	AT3G48730.1	g2697
OG0003130	AT5G63030.1	g18617
OG0003131	AT5G61650.1	g406
OG0003132	AT5G24060.2	g520
OG0003133	AT1G61380.1	g44174
OG0003134	AT3G22320.1	g11823
OG0003136	AT5G22520.1, AT5G22530.1	g801
OG0003136	AT5G22545.1	g14404
OG0003138	AT5G52300.1	g41219
OG0003139	AT4G25890.1	g47563
OG0003140	AT1G21970.1	g27508, g32018
OG0003141	AT3G17010.1	g12061
OG0003143	AT4G02510.1	g45241
OG0003144	AT3G55220.1, AT3G55200.1	g19113
OG0003145	AT5G04680.1, AT5G04700.1	g29777
OG0003146	AT5G04460.1	g5686
OG0003147	AT5G40780.1	g16821
OG0003148	AT5G41260.1	g16792
OG0003148	AT1G63500.1	g40781
OG0003149	AT1G79920.1, AT1G79930.1	g36636
OG0003150	AT1G80280.1	g44280
OG0003150	AT1G15490.1	g49943
OG0003151	AT1G79500.1, AT1G16340.4	g49967
OG0003152	AT1G79450.1, AT1G16360.2	g44322
OG0003153	AT1G78860.1, AT1G78850.1	g46482
OG0003155	AT1G76770.1	g46317, g17964
OG0003156	AT3G25940.1	g31897
OG0003157	AT1G75230.2	g44474
OG0003157	AT1G19480.1	g31854
OG0003158	AT3G15010.1	g7129
OG0003159	AT2G36100.1	g38026, g51569
OG0003160	AT2G36380.1, AT1G66950.1	g37164
OG0003161	AT5G07640.1	g27831, g27821
OG0003162	AT4G13710.1, AT3G24230.1	g47011
OG0003163	AT4G14723.1	g24504, g24502
OG0003163	AT3G22820.1	g11801
OG0003164	AT3G21465.2	g13391
OG0003164	AT4G15640.1	g24445
OG0003165	AT1G18350.1	g31770
OG0003165	AT1G73500.1	g46063
OG0003166	AT1G18260.1	g31758, g50035
OG0003167	AT3G27880.1	g10453
OG0003168	AT3G29180.1	g10367
OG0003169	AT5G40540.1	g16837
OG0003169	AT3G27560.1	g1625
OG0003172	AT1G65630.1	g45058
OG0003173	AT4G07675.1, AT1G49700.1	g19112
OG0003175	AT1G45170.1	g36183
OG0003176	AT4G17510.1	g17533, g24258
OG0003177	AT5G51270.1	g1336, g41160
OG0003178	AT1G14490.2	g1497, g27273
OG0003179	AT4G16480.1	g47162
OG0003180	AT2G35170.1	g51503
OG0003181	AT5G66410.1, AT3G50960.1	g2512
OG0003182	AT3G60500.1	g1908
OG0003182	AT3G12990.1	g18818
OG0003185	AT3G62050.1	g1782
OG0003186	AT3G45220.1	g36352, g19376
OG0003187	AT3G56060.1	g19045
OG0003189	AT2G39230.1	g38121
OG0003189	AT3G54980.1	g2258
OG0003190	AT2G37520.1	g51645
OG0003192	AT2G17980.1	g6032
OG0003193	AT3G56680.1	g19017
OG0003194	AT2G39210.1	g6279, g51761
OG0003195	AT4G37160.1	g18263
OG0003196	AT2G25170.3	g51034
OG0003196	AT4G31900.1	g23296
OG0003197	AT4G11650.1	g25691
OG0003198	AT5G27520.1	g10144
OG0003199	AT2G20610.1	g17044
OG0003200	AT3G04690.1	g12814
OG0003200	AT5G28680.1	g10174
OG0003201	AT3G05280.1, AT5G27490.1	g12855, g7711
OG0003202	AT5G18960.1	g4897
OG0003202	AT3G06250.1	g12925
OG0003203	AT3G07220.1	g12448, g12957
OG0003206	AT3G12830.1	g12268, g7280
OG0003207	AT3G14320.1	g7166
OG0003208	AT3G18650.1	g11997
OG0003210	AT5G37930.1	g46767
OG0003211	AT1G50920.1	g49461
OG0003212	AT1G07135.1	g26997
OG0003213	AT1G08440.1, AT1G08430.1	g49687
OG0003214	AT1G60030.1, AT1G10540.1	g44107
OG0003215	AT1G12740.2	g49846
OG0003216	AT4G31520.1	g17193
OG0003216	AT1G13160.1	g31435
OG0003217	AT2G02061.1	g10734
OG0003218	AT1G17280.4	g49995, g31692
OG0003219	AT1G22590.2	g27523, g50249
OG0003220	AT1G72000.1	g45973
OG0003220	AT1G22650.1	g27525
OG0003222	AT1G22920.1	g50270
OG0003223	AT1G60986.1, AT1G60987.1, AT1G60985.1	g40987
OG0003224	AT1G59700.1	g1730
OG0003226	AT1G47980.1	g54028, g28110
OG0003227	AT2G14880.1, AT4G34290.1	g18203
OG0003228	AT5G26130.1, AT4G33710.1	g23159, g24361
OG0003229	AT1G26730.1, AT1G35350.1	g50351
OG0003230	AT4G27630.3	g23620
OG0003230	AT1G64990.1	g45116
OG0003231	AT2G03740.1	g10652
OG0003233	AT4G36350.1, AT1G56360.1	g22936, g18251
OG0003234	AT1G18486.1	g27407
OG0003236	AT2G22510.1	g36930
OG0003236	AT4G38080.1	g22784, g18297
OG0003237	AT3G30530.1	g10316
OG0003239	AT3G45420.1	g2981
OG0003239	AT3G45410.1	g2985
OG0003246	AT3G46670.1	g2867
OG0003247	AT1G35860.1	g2823, g19542
OG0003248	AT3G48090.1, AT3G48080.1	g19489, g50663, g2762
OG0003249	AT5G46550.1	g10940, g4628, g40634
OG0003250	AT5G15140.1	g5133
OG0003251	AT5G14040.1	g29326, g45635
OG0003252	AT5G12000.1	g29416
OG0003253	AT4G18440.1, AT1G36280.1	g47272
OG0003254	AT5G10240.1	g29508
OG0003255	AT5G10220.1	g5422
OG0003256	AT5G10140.1	g29515, g29517, g5427
OG0003257	AT5G09650.1	g5449
OG0003258	AT5G64310.1	g9772
OG0003259	AT5G05710.1	g29714
OG0003261	AT2G30570.1	g39904, g51218
OG0003262	AT2G31945.1	g51277
OG0003263	AT1G49290.1	g28081
OG0003264	AT2G32980.1	g39760
OG0003265	AT4G10320.1	g18126
OG0003266	AT1G27000.1	g32127
OG0003267	AT1G30420.1	g32462
OG0003268	AT5G61720.1	g18599
OG0003269	AT5G64070.1	g256
OG0003270	AT5G61220.1	g431
OG0003271	AT5G23540.1	g9972
OG0003273	AT3G45000.1	g41334
OG0003274	AT2G18340.1	g13960
OG0003276	AT5G58460.1, AT5G37060.1	g1186, g28725
OG0003277	AT4G26550.1	g23689, g47586
OG0003278	AT3G49680.1	g11372
OG0003279	AT3G49660.1	g2612, g11376
OG0003280	AT5G03500.6	g47315
OG0003281	AT1G12350.1, AT5G02080.5	g5799
OG0003282	AT1G23280.1	g50284
OG0003283	AT1G37150.9	g18613
OG0003285	AT4G18910.1	g17456
OG0003286	AT4G19690.2	g24115, g17405
OG0003287	AT1G22260.1, AT1G22275.1	g46427
OG0003289	AT4G14880.1	g17708, g24495
OG0003290	AT3G22220.1	g13411
OG0003292	AT1G26870.1	g32130
OG0003295	AT4G18372.1	g24190
OG0003297	AT5G63225.1, AT5G63230.1	g311
OG0003298	AT4G19610.1	g17406
OG0003299	AT5G51300.1	g28328
OG0003300	AT5G42270.1	g18459, g26657
OG0003300	AT1G50250.1	g36500
OG0003301	AT5G66080.1	g2478, g19314
OG0003302	AT3G61570.1	g1840
OG0003302	AT2G46180.1	g37648
OG0003303	AT2G38620.2	g38098
OG0003303	AT3G54180.1	g2307
OG0003306	AT5G48300.1	g10280
OG0003308	AT2G18740.1	g5991
OG0003309	AT1G55205.2	g36701
OG0003309	AT3G13674.1	g54334
OG0003310	AT4G08310.1	g40210
OG0003311	AT2G47240.1	g37720
OG0003312	AT2G44270.1	g37538
OG0003313	AT4G34630.1	g23068
OG0003314	AT3G05100.1	g7718, g12574
OG0003316	AT5G18980.1	g29079
OG0003317	AT5G48660.1	g10240
OG0003319	AT3G16830.1	g6990
OG0003320	AT3G18880.1	g6849
OG0003321	AT4G28365.1	g47664
OG0003321	AT4G32490.1	g23556
OG0003322	AT5G38790.1, AT3G30580.1	g10315
OG0003323	AT3G22231.1, AT3G22235.1	g4714
OG0003323	AT3G22240.1	g11831, g11832
OG0003324	AT4G30170.1	g16988
OG0003324	AT2G18980.1	g47731
OG0003325	AT5G49470.2	g4661
OG0003326	AT3G51770.2	g2459
OG0003328	AT4G01010.1	g45260
OG0003328	AT1G01340.2	g30748
OG0003329	AT4G30640.1	g16974
OG0003330	AT1G07300.3	g27003
OG0003331	AT1G08730.1	g31135
OG0003332	AT1G14410.1	g27267
OG0003332	AT2G02740.1	g10700
OG0003333	AT1G15860.3	g49953
OG0003334	AT1G19320.1	g31837
OG0003335	AT1G20450.1	g50136, g31919
OG0003335	AT1G20440.1	g27458
OG0003336	AT1G22880.1	g50263
OG0003336	AT1G71380.1	g44654
OG0003337	AT1G23190.1	g32062
OG0003338	AT1G24190.3	g32074
OG0003340	AT4G17310.1	g40704
OG0003341	AT4G12330.1	g11043
OG0003341	AT5G44620.1	g32557, g32567, g32566, g32576, g32556, g40502
OG0003342	AT1G65820.3	g46829
OG0003343	AT4G29460.1, AT4G29470.1	g47696
OG0003345	AT5G41370.1, AT5G41360.1	g46647
OG0003346	ATCG01230.1	g19737, g19690, g19772, g19724
OG0003346	AT2G07675.1	g20245, g30286, g20213, g30304
OG0003347	AT4G35600.2	g22984, g47925
OG0003349	AT4G34180.1	g47871
OG0003350	AT4G32330.1	g16924
OG0003351	AT1G72125.1, AT1G72120.1	g44618
OG0003352	AT4G01370.1	g45248
OG0003352	AT1G01560.2	g39489
OG0003353	AT4G27500.1	g23630, g17083
OG0003355	AT5G42530.1, AT1G31580.1	g53489, g17886, g53458
OG0003356	AT1G61470.1, AT1G27890.1, AT1G27820.1	g50439
OG0003360	AT2G15260.1, AT4G13490.1	g46976
OG0003362	AT1G51840.1	g54235
OG0003367	AT2G25297.2, AT3G13433.1	g12240
OG0003373	AT1G27940.1	g50440
OG0003374	AT1G32780.1	g50664
OG0003375	AT5G50960.1	g13348, g27395
OG0003376	AT2G05840.1	g13581
OG0003377	AT5G16330.1	g5050
OG0003378	AT5G16230.1	g29198
OG0003381	AT5G12210.1	g29402, g5320
OG0003381	AT3G12070.1	g5321
OG0003382	AT1G70910.1, AT1G57730.1	g44070
OG0003383	AT5G10745.1	g5402
OG0003384	AT4G37608.1	g38477
OG0003385	AT5G08180.1	g29596
OG0003386	AT5G07740.2	g5533
OG0003387	AT4G24940.1	g23810
OG0003388	AT5G50400.1	g28264
OG0003388	AT4G24890.1	g23814
OG0003389	AT2G32560.1, AT2G26850.1	g40156
OG0003390	AT2G30210.1	g51191
OG0003391	AT5G43340.1, AT4G08895.1	g39733
OG0003391	AT4G08878.1	g11118
OG0003392	AT5G44120.3	g11073, g11068, g11074
OG0003393	AT1G30620.1	g50548
OG0003394	AT2G34840.1	g32478
OG0003395	AT3G49760.1	g19387
OG0003396	AT5G64650.1, AT5G09770.1	g9752, g214
OG0003397	AT4G33580.2	g9767
OG0003398	AT5G63170.1	g314, g9822, g15977
OG0003399	AT5G62950.1, AT3G28956.10	g326
OG0003400	AT3G48040.1	g330
OG0003402	AT5G20920.1	g41382, g28910
OG0003404	AT5G58640.1, AT3G47300.1	g1207
OG0003405	AT5G56680.1, AT1G70980.1	g1079
OG0003406	AT5G47880.1	g1069
OG0003408	AT5G04940.1	g5657
OG0003410	AT5G02120.1	g13038
OG0003411	AT3G08880.1	g7529
OG0003412	AT3G08850.1, AT5G01770.1	g13005
OG0003414	AT1G78920.1, AT1G16780.1	g46489
OG0003415	AT4G39160.2	g18307, g17604
OG0003416	AT1G76520.1, AT1G76530.1	g46286
OG0003417	AT1G55670.1	g54313
OG0003418	AT3G14410.1, AT1G53660.3	g13214
OG0003419	AT1G53440.1, AT1G53430.1	g36631, g11532
OG0003420	AT2G36540.1	g37173
OG0003421	AT3G23670.1	g11751
OG0003421	AT4G14150.1	g17770
OG0003422	AT4G37270.1	g22848
OG0003423	AT1G73700.1	g46089
OG0003424	AT3G28490.1	g16518
OG0003424	AT3G28480.2	g10412
OG0003425	AT1G69485.1	g50350
OG0003425	AT1G26740.1	g32148
OG0003426	AT5G46190.2, AT4G18375.2	g10951
OG0003427	AT1G51760.1	g36522
OG0003428	AT1G51770.1	g28030
OG0003428	AT3G21310.1	g6677
OG0003429	AT2G20770.1	g5877
OG0003430	AT3G29010.1	g10379
OG0003431	AT4G18680.1, AT4G18690.1	g24165
OG0003432	AT3G52630.1	g19228
OG0003433	AT3G50740.1	g19347, g19348
OG0003434	AT5G51370.2, AT5G51380.1	g1334
OG0003435	AT5G51230.1	g28327
OG0003437	AT5G35830.1, AT3G54070.1	g11022
OG0003438	AT5G44500.1, AT4G20440.1	g24054, g17378
OG0003440	AT4G21895.1	g23980
OG0003441	AT1G34570.1, AT3G15750.1	g38127, g874
OG0003442	AT3G60150.1, AT2G44525.1	g18844, g18855
OG0003443	AT2G42650.1, AT3G58660.1	g1991
OG0003445	AT3G57010.1	g11257
OG0003447	AT2G05160.1	g13571
OG0003448	AT3G24350.2	g11725, g13495
OG0003449	AT4G36690.1	g22910, g18256
OG0003450	AT2G22420.1	g50896
OG0003452	AT4G09760.1	g40272
OG0003453	AT2G47430.1	g39241, g28052
OG0003454	AT2G47370.1, AT5G28660.1, AT2G16760.1	g37723
OG0003455	AT2G45760.1	g52277, g37628, g38246
OG0003456	AT2G44790.1	g16296, g52194
OG0003457	AT2G43945.1, AT3G59870.1	g52144
OG0003461	AT3G66656.1	g12936, g12481
OG0003462	AT3G09035.1, AT3G09190.1	g12411
OG0003463	AT2G02765.1	g7379
OG0003464	AT3G11930.3	g12300, g7344
OG0003465	AT1G55290.1	g7223, g12236
OG0003466	AT3G13710.1, AT3G13720.1	g12221, g7217
OG0003468	AT4G24340.1, AT4G24350.1	g47503
OG0003469	AT4G30870.1	g47760
OG0003470	AT1G08930.1	g49651, g31150
OG0003471	AT1G08050.1	g31099
OG0003472	AT1G09520.1	g27083, g31185
OG0003473	AT1G09950.1	g31228
OG0003475	AT1G62950.1	g40869
OG0003475	AT1G12460.1	g27189
OG0003476	AT1G12910.1	g31415
OG0003476	AT3G26640.1	g10557
OG0003477	AT1G14650.1	g49911
OG0003481	AT5G47770.1, AT4G17190.1	g40726
OG0003482	AT2G18790.1	g6979
OG0003482	AT4G16250.1	g24364, g24373
OG0003483	AT2G46290.1, AT2G46280.1, AT5G57650.1	g1620, g10486
OG0003484	AT4G38420.1, AT4G28090.1	g18366
OG0003485	AT4G37560.1	g47991
OG0003486	AT4G35785.2	g47935
OG0003487	AT4G34600.1	g18213, g23071
OG0003488	AT2G24240.1	g50978
OG0003494	AT1G55600.1	g36723
OG0003495	AT1G65050.1, AT1G65150.1, AT1G65370.1	g10243
OG0003496	AT1G66855.1, AT4G16165.1, AT1G66870.2, AT1G66852.1	g28368, g45479, g13335
OG0003497	AT1G67270.1, AT1G67780.1	g18039
OG0003500	AT3G25510.1, AT3G44400.1, AT3G44630.3, AT3G44670.1, AT3G44480.3	g11213
OG0003501	AT5G24180.1, AT5G24220.1, AT5G24190.1	g10000
OG0003502	AT5G52730.1, AT5G52720.2, AT5G52670.1	g889
OG0003503	AT2G03932.1, AT2G03931.1, AT2G03936.1, AT2G03933.1, AT2G03937.2, AT2G03913.1, AT2G03955.1, AT2G34123.1	g37250
OG0003504	AT3G23480.2, AT3G23470.2	g6526
OG0003505	AT1G29570.1	g50514
OG0003506	AT4G08263.1	g25024
OG0003512	AT2G26560.1	g38265
OG0003515	AT5G15870.1, AT1G18310.1	g5080
OG0003516	AT5G11470.1	g29444
OG0003517	AT3G19770.1	g6776
OG0003518	AT5G08535.1, AT3G52350.1	g5492
OG0003519	AT5G61410.1	g29612, g423
OG0003520	AT5G07630.1	g45484
OG0003521	AT2G27285.1, AT1G55928.1, AT2G27280.1	g40121
OG0003522	AT2G27680.1	g37804
OG0003523	AT2G28340.1	g37834, g40042
OG0003525	AT2G30410.1	g51207
OG0003527	AT2G31400.1	g51247, g26965
OG0003529	AT2G32260.1	g51297
OG0003530	AT1G04230.1, AT5G43720.1	g39715
OG0003531	AT1G29730.2	g32411
OG0003532	AT1G30800.1	g32494
OG0003533	AT5G67100.1	g65
OG0003535	AT5G65440.3	g9714
OG0003537	AT5G61820.1	g396
OG0003538	AT5G25757.1, AT5G25754.1	g10074
OG0003540	AT5G22980.1	g826, g827
OG0003541	AT5G60500.1, AT5G60510.1	g28823
OG0003542	AT1G73790.1	g46093
OG0003543	AT5G59490.1	g28743
OG0003544	AT5G59380.1	g39238
OG0003545	AT5G58290.1	g1158, g28697
OG0003546	AT5G57800.1	g39290, g1138, g28659
OG0003547	AT5G56330.1	g1067
OG0003547	AT1G08065.1	g31100
OG0003548	AT5G55630.1	g28524, g1026
OG0003549	AT5G07210.1, AT2G27070.1	g45477
OG0003550	AT5G05970.2	g5615
OG0003551	AT5G05170.1	g29741, g5645
OG0003552	AT4G08800.1	g45357
OG0003552	AT2G19470.1	g5957
OG0003553	AT3G28410.1, AT5G02700.1	g11485, g24218
OG0003554	AT3G27460.4	g10485
OG0003555	AT1G78990.1, AT1G32910.1	g44346
OG0003556	AT1G22410.1	g32033, g50243
OG0003557	AT2G17265.1	g6113
OG0003558	AT1G49770.1	g36409
OG0003559	AT4G14380.1	g17721
OG0003562	AT4G15802.1	g24418
OG0003563	AT1G73260.1	g32816
OG0003564	AT1G18950.2	g50059
OG0003566	AT1G69523.1	g44756
OG0003567	AT5G45650.1	g18399
