Orthogroup	Arabidopsis_thaliana	Camelina_sativa
OG0001788	AT5G43110.1, AT5G43090.1	XP_010484874.1, XP_019088007.1, XP_019095789.1, XP_019097677.1
OG0001788	AT4G08560.1	XP_010462931.1
OG0001789	AT1G30400.1	XP_010499570.1, XP_010478431.1
OG0001789	AT2G34660.1	XP_010504937.2, XP_010516618.1, XP_010509724.1
OG0001790	AT5G63450.2	XP_010484081.1, XP_010460278.1, XP_010444242.1
OG0001790	AT3G48520.1	XP_010515172.1, XP_010503490.1, XP_010426348.1
OG0001791	AT5G62980.1	XP_010459540.1, XP_010484013.1
OG0001791	AT3G21730.1	XP_010510538.1, XP_010466430.1, XP_010488193.1
OG0001791	AT3G11750.1	XP_010498067.1, XP_010486842.1, XP_010464894.1
OG0001792	AT3G48050.1, AT3G48060.2	XP_010426276.1, XP_019100211.1, XP_010515118.1, XP_010426277.2, XP_019085528.1
OG0001793	AT1G24267.2	XP_010460478.1, XP_010499191.1, XP_010478045.1
OG0001793	AT1G24265.3	XP_010478047.1, XP_019091404.1, XP_010499194.1
OG0001794	AT5G23960.1	XP_010493525.1, XP_010421204.1, XP_010421205.1, XP_010454682.1
OG0001795	AT5G26070.1, AT5G26080.1	XP_010493864.1, XP_010454956.1, XP_010421477.1
OG0001795	AT3G20850.1	XP_010488073.1, XP_010466295.1, XP_019082474.1
OG0001796	AT3G44190.1	XP_010425837.1, XP_010503075.1, XP_019102241.1, XP_010514760.2
OG0001796	AT5G22140.1	XP_010454479.1, XP_010421006.1, XP_010493276.1, XP_010493282.1, XP_019084226.1
OG0001797	AT3G44260.1	XP_010514765.2, XP_010514764.1, XP_010430949.1, XP_010503079.1
OG0001797	AT5G22250.1	XP_010454487.1, XP_010421012.1, XP_010493298.1
OG0001798	AT5G60410.2	XP_010456418.1, XP_010483689.1, XP_010443841.1
OG0001799	AT5G59870.1	XP_010483635.1, XP_010455652.1, XP_010443771.1
OG0001800	AT3G46820.1	XP_010426126.1, XP_010503298.1, XP_010515006.1
OG0001800	AT5G59160.1	XP_010483533.1, XP_010454711.1, XP_010443663.1
OG0001801	AT5G56560.1	XP_010476786.1
OG0001801	AT5G56570.1	XP_019086798.1
OG0001802	AT5G55920.1	XP_010443232.1, XP_010483060.1, XP_010450433.1
OG0001802	AT4G26600.5	XP_010433471.1, XP_010438726.1, XP_010448243.1
OG0001803	AT3G11770.1	XP_010486848.1, XP_010498089.1, XP_010464891.1
OG0001803	AT5G06450.1	XP_010491207.1, XP_010452575.1, XP_010423338.1
OG0001804	AT5G05670.1	XP_010423445.1, XP_010491104.1, XP_010491103.1, XP_010452473.1
OG0001804	AT2G18770.2	XP_010414670.1, XP_010489597.1, XP_010467710.1
OG0001805	AT3G10540.1	XP_010464731.1, XP_010485966.1, XP_010486668.1
OG0001805	AT5G04510.1	XP_010490963.1, XP_010423568.1, XP_010452349.1
OG0001806	AT3G10300.6	XP_010464701.1, XP_010482462.1, XP_010486631.1
OG0001806	AT5G04170.1	XP_010452313.1, XP_010423616.1, XP_010490922.1
OG0001807	AT5G04130.1	XP_010423625.1, XP_010490916.1, XP_010452308.1
OG0001807	AT3G10270.2	XP_010464700.1, XP_010482152.1, XP_010486628.1
OG0001808	AT3G09770.1	XP_010476657.1, XP_010486550.1, XP_010464633.1
OG0001808	AT5G03200.1	XP_019084399.1, XP_010490787.1, XP_010452189.1
OG0001809	AT3G27300.4	XP_010425474.1, XP_010514422.1, XP_010502697.1
OG0001809	AT5G40760.1	XP_010441234.1, XP_010450623.1, XP_010436011.1
OG0001810	AT4G36280.1, AT4G36270.1	XP_010432183.1, XP_010437360.1, XP_010446808.1
OG0001810	AT4G36290.1	XP_010432184.1, XP_010446809.1
OG0001811	AT1G17140.1	XP_010459280.1, XP_010498055.1, XP_010476850.1
OG0001811	AT1G78430.1	XP_010416825.1, XP_010428969.1, XP_010472061.1
OG0001812	AT1G76930.1	XP_010416618.1, XP_010428759.1
OG0001812	AT1G21310.1	XP_010477392.1, XP_010459837.1, XP_010498579.1
OG0001813	AT1G76860.1	XP_010416609.1, XP_010428751.1, XP_010471845.1
OG0001813	AT1G21190.1	XP_010477380.1, XP_010459825.1, XP_010498569.1
OG0001814	AT1G76700.1	XP_010471827.1, XP_010416594.1, XP_010428734.1
OG0001814	AT1G21080.3	XP_010459811.1, XP_010477368.1, XP_010498561.1
OG0001815	AT1G76090.1	XP_010416520.1, XP_010471759.1, XP_010428661.1
OG0001815	AT1G20330.1	XP_010459714.1, XP_019099107.1, XP_010477265.1
OG0001816	AT1G72130.1	XP_010428075.1, XP_010415946.2, XP_019083167.1
OG0001817	AT5G38780.1	XP_010435786.1, XP_010450865.1, XP_010440982.1
OG0001818	AT1G19360.1	XP_010459603.1, XP_010498351.1, XP_010477148.1
OG0001818	AT1G75120.1	XP_019085007.1
OG0001819	AT2G17540.1	XP_019098376.1, XP_019096590.1, XP_010467528.1
OG0001819	AT4G35510.1	XP_010432274.1, XP_010446917.1, XP_010437460.1
OG0001820	AT4G36010.1	XP_019086984.1, XP_019086934.1, XP_019089544.1
OG0001820	AT2G17860.1	XP_010489424.1, XP_010467584.1, XP_010413368.1
OG0001821	AT2G36410.1	XP_010509472.1, XP_010516862.1, XP_010505187.1
OG0001821	AT3G52920.1	XP_010426923.1, XP_010515770.1
OG0001822	AT3G26520.1	XP_010425366.1, XP_010514297.1, XP_010502579.1
OG0001822	AT2G36830.1	XP_010505228.1, XP_010509432.1, XP_010516909.1
OG0001823	AT4G15715.1	XP_019087420.1
OG0001823	AT4G15710.1	XP_019087419.1, XP_010504361.1, XP_010516073.1, XP_010427274.1
OG0001824	AT1G73030.1	XP_010471350.1
OG0001824	AT1G17730.1	XP_010459379.1, XP_010476935.1, XP_010498146.1
OG0001825	AT5G54610.1	XP_010482868.1, XP_010448410.1, XP_010443039.1
OG0001825	AT5G54620.1	XP_010432983.1, XP_019087311.1, XP_019089025.1
OG0001826	AT1G74380.1	XP_010428421.1, XP_010471529.1, XP_010416293.1
OG0001826	AT1G18690.1	XP_010459506.1, XP_010498276.1, XP_010477059.1
OG0001827	AT4G29160.1	XP_010447884.1, XP_010433129.1, XP_010438334.1
OG0001827	AT2G19830.2	XP_010489126.1, XP_010416624.1, XP_010467924.1
OG0001828	AT1G26770.2	XP_010460264.1, XP_010498997.1, XP_010477817.1
OG0001828	AT1G69530.3	XP_010511994.1, XP_010415602.1, XP_010470942.1
OG0001829	AT4G18380.1	XP_010434544.1, XP_010439863.1, XP_010517545.1
OG0001829	AT5G46170.1	XP_010441616.1, XP_010494785.1, XP_010481487.1
OG0001830	AT5G45430.1	XP_010484805.2, XP_010494646.1
OG0001830	AT4G19110.2	XP_010439763.1, XP_010434453.1, XP_010449398.1
OG0001832	AT1G51690.5	XP_010500752.1, XP_010462005.1, XP_010479664.1
OG0001833	AT3G16140.1	XP_010487461.1, XP_010465621.1, XP_010503850.1
OG0001833	AT1G52230.1	XP_010500821.1, XP_010462063.1, XP_010479731.1
OG0001834	AT2G34360.1	XP_010516582.1, XP_010509762.1
OG0001834	AT5G52450.1	XP_019096093.1, XP_010444869.1
OG0001835	AT4G17700.1	XP_010412985.1
OG0001835	AT4G17990.2	XP_019089114.1
OG0001836	AT5G07060.1	XP_010456427.1, XP_010491303.1, XP_019084477.1
OG0001836	AT1G07360.1	XP_019091352.1, XP_010475494.1, XP_010487392.1
OG0001837	AT4G34110.1	XP_010447143.1, XP_010432462.1, XP_010432464.1, XP_010447142.1, XP_010437669.1
OG0001838	AT2G17130.1	XP_010467463.1, XP_010489328.1, XP_010515592.1
OG0001838	AT4G35260.1	XP_010446952.1, XP_010432306.1
OG0001839	AT4G23800.1	XP_010433859.1, XP_010439134.1, XP_010448654.1
OG0001839	AT4G11080.1	XP_010422046.1, XP_010455507.1, XP_010435578.1
OG0001840	AT4G22890.1	XP_010448812.1, XP_010433975.1, XP_010439270.1
OG0001840	AT4G11960.1	XP_010455613.1, XP_010433977.1, XP_010422149.1
OG0001841	AT4G19930.1	XP_019087384.1, XP_010449276.2
OG0001842	AT1G03280.1	XP_010474948.1, XP_019091957.1, XP_010481812.1
OG0001842	AT4G20810.1	XP_010451328.1
OG0001842	AT4G20340.1	XP_019087377.1, XP_010434293.1, XP_019089358.1
OG0001843	AT4G05420.1	XP_010455869.1, XP_010422430.1, XP_010431426.1
OG0001843	AT4G21100.1	XP_010449116.1, XP_010434237.1, XP_010445239.1
OG0001844	AT4G05000.1	XP_010455835.1, XP_010431885.1, XP_010422371.1
OG0001844	AT4G21560.1	XP_010434160.1, XP_010439460.1, XP_010449038.1
OG0001845	AT1G08130.1	XP_010475605.1, XP_010458041.1
OG0001846	AT3G57090.1	XP_010427574.1, XP_010504631.1, XP_010516318.1, XP_019101927.1
OG0001847	AT3G62840.1, AT2G47640.1	XP_010507866.1, XP_019101756.1, XP_010413230.1, XP_010506804.1
OG0001848	AT3G62100.1	XP_010413309.1, XP_010468987.1, XP_010512596.1
OG0001848	AT2G46990.1	XP_010518386.1, XP_010507944.1, XP_010506721.1
OG0001849	AT3G60630.1	XP_010469159.1, XP_010512394.1, XP_010413536.1
OG0001849	AT2G45160.1	XP_010508207.1, XP_010518129.1, XP_010506453.1
OG0001850	AT3G60290.1	XP_010513744.1, XP_010469203.2, XP_010413576.2
OG0001850	AT2G44800.1	XP_010508250.1, XP_010506415.1, XP_010518085.1
OG0001851	AT3G60190.1	XP_010469224.1, XP_010413596.1, XP_010512326.1
OG0001851	AT2G44590.3	XP_010508278.1, XP_010518059.1, XP_010506387.1
OG0001852	AT3G60100.2	XP_010469234.1, XP_010512315.2, XP_019082508.1
OG0001852	AT2G44350.2	XP_010518033.1, XP_010508305.1
OG0001853	AT2G44180.1	XP_010508327.1, XP_010506330.1
OG0001853	AT3G59990.1	XP_010413612.1, XP_010512293.1, XP_010469247.1
OG0001854	AT3G59730.1, AT3G59740.1, AT3G59750.1	XP_010469280.1, XP_010512247.1
OG0001854	AT3G59700.1	XP_010469285.1, XP_019082931.1
OG0001855	AT2G40950.1	XP_010517576.1, XP_010505855.1, XP_010508785.1
OG0001855	AT3G56660.1	XP_019100370.1, XP_019084904.1
OG0001856	AT2G39795.1	XP_010505666.1, XP_010517342.1, XP_010508969.1
OG0001856	AT3G55605.1	XP_010504418.1, XP_010516140.1, XP_010427342.1
OG0001857	AT3G54760.1	XP_010511343.1, XP_010511342.1, XP_010415038.1, XP_010415040.1, XP_010481248.1, XP_010480301.1, XP_010415044.1
OG0001858	AT3G53320.1	XP_010504089.1, XP_010426971.1, XP_010515821.1
OG0001858	AT2G37070.1	XP_010516952.1, XP_010509395.1, XP_010505266.1
OG0001859	AT4G36580.1	XP_010446776.1, XP_010437332.1
OG0001859	AT2G18330.1	XP_010489537.1, XP_010414215.1, XP_010467645.1
OG0001860	AT4G36800.1	XP_010446743.1, XP_010437303.1, XP_010432135.1
OG0001860	AT2G18600.1	XP_010467689.1
OG0001861	AT1G65780.1	XP_019101026.1
OG0001861	AT1G65810.1	XP_010425274.1, XP_010415124.1, XP_010511505.1, XP_010415128.1
OG0001862	AT4G12510.1, AT4G12520.1	XP_010422222.1, XP_010422224.1, XP_010455698.1, XP_010433379.1, XP_010455700.1, XP_010455699.1, XP_010433369.1
OG0001863	AT4G04605.1	XP_010467966.1, XP_010455747.1
OG0001863	AT4G04580.1	XP_010432566.1, XP_010455745.2, XP_010450782.1, XP_010422280.2, XP_019084695.1, XP_010432590.1
OG0001864	AT2G22795.1	XP_010429213.1, XP_010417037.1, XP_010472278.1
OG0001864	AT4G37820.1	XP_010446617.1, XP_010432023.1, XP_019088835.1
OG0001865	AT1G36990.1	XP_010478965.1, XP_010500087.1, XP_010461367.1
OG0001865	AT4G08510.1	XP_010421768.1, XP_019090709.1, XP_010436602.1
OG0001866	AT1G09780.1	XP_010475825.1, XP_010490315.1, XP_010458280.1
OG0001866	AT3G08590.1	XP_010486396.1, XP_010464466.1, XP_010486397.1, XP_010462633.1
OG0001867	AT2G42530.1	XP_010508559.1, XP_010517779.1, XP_010506082.1
OG0001867	AT2G42540.2	XP_010506083.1, XP_010517780.1, XP_010508558.1
OG0001869	AT1G20960.1	XP_010498549.1, XP_019094878.1, XP_010459790.1
OG0001869	AT2G42270.1	XP_019100572.1
OG0001870	AT2G41470.1	XP_019092685.1, XP_019093316.1
OG0001870	AT2G41440.1	XP_010512907.1
OG0001871	AT3G02580.1	XP_010485571.1, XP_010499152.1, XP_010463673.1
OG0001871	AT3G02590.1	XP_019096315.1, XP_010463676.1
OG0001872	AT3G06110.2	XP_010486099.1, XP_010436017.1, XP_010464177.1
OG0001872	AT3G23610.3	XP_010512640.1, XP_010488438.1, XP_010466710.1
OG0001873	AT1G14010.1	XP_010458872.1, XP_010495709.1, XP_010476434.1
OG0001873	AT2G03290.1	XP_010514094.1, XP_010502341.1, XP_010425117.1
OG0001874	AT2G25670.1	XP_010472576.1, XP_010429568.1, XP_010417338.1
OG0001874	AT4G32610.1	XP_010437883.1, XP_010447364.1
OG0001875	AT5G39610.1	XP_010435873.1, XP_010451817.1, XP_010441076.1
OG0001875	AT3G29035.1	XP_010425698.1, XP_010514621.1, XP_010502913.1
OG0001876	AT5G39530.1	XP_010450799.1, XP_010441069.1, XP_010435881.1
OG0001876	AT5G39520.1	XP_010441068.1, XP_010450800.1, XP_010435884.1
OG0001877	AT5G38300.1	XP_010450941.1, XP_010435727.1, XP_010440930.1
OG0001877	AT1G67035.2	XP_010511617.1, XP_010415249.1, XP_010470595.2
OG0001878	AT4G00400.1	XP_010426994.1, XP_010419580.1, XP_010456291.1
OG0001878	AT1G01610.1	XP_010457105.1, XP_010474768.1, XP_010480074.1
OG0001879	AT1G10680.1	XP_010458427.1, XP_010491749.1, XP_010475946.1
OG0001879	AT4G25960.1	XP_019089566.1
OG0001880	AT1G10730.1	XP_010491832.1, XP_010458434.1, XP_010475954.1
OG0001880	AT1G60780.1	XP_010418020.1, XP_010510910.1, XP_010473257.1
OG0001881	AT1G12010.1	XP_019094311.1, XP_010493627.1
OG0001881	AT1G62380.1	XP_010430292.1, XP_010473457.1
OG0001882	AT1G12040.1	XP_019091627.1, XP_019095220.1
OG0001882	AT1G62440.1	XP_010473462.1, XP_019085792.1, XP_010418239.1
OG0001883	AT1G63090.1	XP_019083666.1, XP_010473536.1, XP_010430388.1
OG0001883	AT1G12710.2	XP_010476250.1, XP_010458701.1, XP_010494511.1
OG0001884	AT3G25610.1	XP_010425207.1, XP_010502437.1, XP_010514179.1
OG0001884	AT1G13210.1	XP_010495090.1, XP_010458769.1, XP_010476314.1
OG0001885	AT2G02470.1	XP_010425025.1, XP_010514018.1, XP_010502261.1
OG0001885	AT1G14510.1	XP_010496112.1
OG0001886	AT5G49500.1	XP_010440656.1
OG0001886	AT1G15310.1	XP_010497009.1, XP_010476615.1
OG0001886	AT1G48900.1	XP_010479315.1, XP_010461733.1, XP_019099437.1
OG0001888	AT1G72330.3	XP_010415979.1, XP_010471259.1, XP_010428116.1
OG0001888	AT1G17290.1	XP_010459304.1, XP_010476874.1
OG0001889	AT1G17455.1	XP_010476895.1, XP_010459337.1, XP_010498097.1
OG0001889	AT1G72630.1	XP_010428151.1, XP_010416016.1, XP_010471290.1
OG0001890	AT2G02390.3	XP_010514012.1, XP_010425019.1
OG0001891	AT1G70090.1	XP_010512080.1, XP_010415686.1, XP_010471007.1
OG0001891	AT1G24170.1	XP_010477742.1, XP_010460195.1, XP_010498944.1
OG0001892	AT4G37990.1	XP_010432010.1, XP_010446601.1
OG0001892	AT4G37980.1	XP_010446602.1, XP_010437162.1, XP_010432007.1, XP_010446604.1
OG0001893	AT4G32440.2	XP_019086655.1, XP_010437909.1, XP_019088866.1
OG0001894	AT2G14850.1	XP_010488929.1, XP_010517867.1, XP_010467268.1
OG0001894	AT4G33890.1	XP_010437705.1, XP_010447182.1, XP_010432502.1
OG0001895	AT4G31360.1	XP_019088887.1, XP_010432872.1, XP_010438050.1
OG0001895	AT2G24440.1	XP_010472454.1, XP_010429423.1, XP_010417203.1
OG0001896	AT2G24420.1	XP_010472451.1, XP_010429421.1, XP_010417201.1
OG0001896	AT4G31340.1	XP_010438054.1, XP_010447581.1, XP_010432874.1
OG0001897	AT4G30910.2, AT4G30920.1	XP_010438109.1, XP_010432926.1
OG0001897	AT2G24200.1	XP_010472421.1, XP_010429381.1
OG0001900	AT5G39860.1	XP_010435835.1, XP_010450758.1, XP_010441099.1
OG0001900	AT3G28857.1	XP_010425666.1, XP_010502885.1, XP_010514602.1
OG0001901	AT4G18823.1	XP_019089109.1
OG0001901	AT5G19315.1	XP_019090066.1, XP_019097350.1
OG0001901	AT5G08315.1, AT5G08055.1, AT1G33607.1	XP_019097791.1
OG0001902	AT5G51845.1	XP_019087847.1, XP_019095861.1, XP_019088385.1, XP_019086213.1, XP_019087849.1, XP_019087848.1, XP_019088384.1, XP_019088461.1, XP_019088456.1
OG0001910	AT4G30560.1	XP_019086677.1, XP_010447699.1, XP_010438163.1
OG0001910	AT2G23980.2	XP_010472393.1, XP_010417136.1, XP_010429350.1
OG0001911	AT2G24060.1	XP_010472404.1, XP_010429361.1, XP_010417148.1
OG0001911	AT4G30690.1	XP_010447681.1, XP_010432952.1, XP_019087156.1
OG0001912	AT5G16400.1	XP_010492539.1, XP_010453802.1, XP_010420332.1
OG0001912	AT3G02730.1	XP_010500707.1, XP_010463696.1, XP_010485595.1
OG0001913	AT4G27990.1	XP_010438522.1, XP_010433280.1, XP_010438523.1, XP_010448050.1
OG0001913	AT3G07430.1	XP_010464364.1, XP_010451956.1, XP_010486296.1
OG0001914	AT3G02340.1	XP_010485476.1, XP_010463639.1, XP_010474409.1
OG0001914	AT5G15820.1	XP_010420259.1, XP_010453730.1, XP_010492431.1
OG0001915	AT5G13490.1	XP_010492107.1, XP_010419930.1, XP_010453428.1
OG0001915	AT3G08580.1	XP_010462544.1, XP_010486395.1, XP_010489717.1, XP_010464465.1
OG0001916	AT5G19430.4	XP_010420744.1, XP_010493004.1, XP_010454215.1
OG0001916	AT5G12310.1	XP_010453296.1, XP_010491989.1, XP_010419820.1
OG0001917	AT5G12110.1	XP_010453273.1
OG0001917	AT5G19510.1	XP_010454231.1, XP_019083894.1, XP_019097340.1
OG0001918	AT5G24940.1	XP_010493741.1, XP_010421345.1, XP_010454823.1
OG0001918	AT5G10740.1	XP_010422814.1, XP_010453110.1, XP_010491752.1
OG0001919	AT5G24860.2	XP_010493733.1, XP_019098755.1, XP_010454815.1, XP_010421334.1
OG0001919	AT5G10625.1	XP_010422823.1, XP_010453098.1, XP_010491739.1
OG0001920	AT5G65207.1	XP_019094184.1, XP_019088581.1, XP_019095978.1
OG0001920	AT5G10040.1	XP_019097789.1
OG0001921	AT5G10010.1	XP_010422907.1, XP_010453019.1, XP_010495128.1
OG0001922	AT2G22780.1	XP_010429212.1, XP_010472275.1
OG0001922	AT5G09660.4	XP_010491605.1, XP_010422957.1, XP_010452963.1
OG0001923	AT5G09440.1	XP_010452934.1, XP_010422983.1, XP_010491572.1
OG0001923	AT5G64260.1	XP_010484201.1
OG0001924	AT5G07880.1	XP_010423160.1, XP_010452752.1, XP_010491406.1
OG0001924	AT5G61210.1	XP_010443936.2, XP_010457045.1, XP_010483785.1
OG0001925	AT1G06770.1	XP_010475425.1, XP_010486611.1, XP_010457826.1
OG0001925	AT2G30580.1	XP_010414243.1, XP_010469831.1, XP_010510330.1
OG0001926	AT2G30630.2	XP_010414238.1, XP_010510325.1
OG0001926	AT1G06750.2	XP_010475420.1, XP_019098867.1, XP_010457825.1
OG0001927	AT1G06200.2	XP_010457747.1, XP_010475348.1, XP_010485868.1
OG0001927	AT2G31140.1	XP_010510233.1, XP_010469756.1, XP_010414175.1
OG0001928	AT2G15220.1	XP_010467285.1
OG0001928	AT2G15130.1	XP_010488942.1
OG0001929	AT1G04710.1	XP_010457531.1
OG0001929	AT2G33150.1	XP_010509924.1, XP_010413914.1, XP_010469514.1
OG0001930	AT5G44140.1	XP_010484849.1, XP_010441924.1, XP_019097720.1
OG0001930	AT1G03860.1	XP_010475018.1, XP_010457403.1, XP_010482666.1
OG0001931	AT4G25500.1	XP_010433624.1, XP_019088786.1, XP_010448418.1
OG0001931	AT5G52040.2	XP_010482553.1, XP_010442715.1, XP_010444287.1
OG0001932	AT2G46495.1	XP_010413085.1, XP_010512822.1, XP_010508011.1
OG0001932	AT1G28040.1	XP_010501627.2, XP_019091403.1
OG0001933	AT2G33510.2	XP_010509873.1, XP_010469460.1, XP_010413850.1
OG0001933	AT1G28070.1	XP_010460578.1, XP_010478160.1, XP_010499300.1
OG0001934	AT1G31070.2	XP_010499657.1, XP_010460915.1
OG0001934	AT2G35020.1	XP_010504992.1, XP_010516671.1, XP_010509675.1
OG0001935	AT2G35370.1	XP_010505041.1, XP_010509623.1, XP_010516715.1
OG0001936	AT2G35330.1	XP_010516707.1, XP_010509629.2, XP_010507551.1, XP_010505036.1
OG0001936	AT1G32530.1	XP_010478674.1, XP_010461075.1, XP_010499800.1
OG0001937	AT3G50080.1	XP_010503677.1, XP_010515375.1, XP_010426552.1
OG0001937	AT5G67250.1	XP_010464300.1, XP_010444675.1, XP_010484524.1
OG0001938	AT3G15060.1	XP_010487321.1, XP_010502450.1, XP_010465442.1
OG0001938	AT5G60860.1	XP_010483744.1, XP_010456799.1, XP_010443896.1
OG0001939	AT5G23700.3	XP_010454658.1, XP_010421179.1
OG0001939	AT3G48860.2	XP_010503527.1, XP_010426384.1, XP_010515221.1
OG0001940	AT4G32470.1	XP_010432714.1, XP_010437908.1, XP_010447382.1
OG0001940	AT5G25450.1	XP_010421394.1
OG0001941	AT5G59240.1	XP_010454644.1, XP_010483522.1
OG0001942	AT3G44900.1	XP_010503143.1, XP_010514823.1, XP_010430976.1
OG0001942	AT5G22900.1	XP_010424238.2, XP_010456645.1, XP_010493383.2
OG0001943	AT5G60550.1	XP_010456542.1, XP_019087676.1, XP_010443854.1, XP_010483703.1
OG0001943	AT3G45240.1	XP_010514865.1, XP_010503172.1, XP_019085499.1
OG0001944	AT3G46430.1	XP_019102259.1
OG0001945	AT1G60620.1	XP_010450451.1, XP_010440795.1, XP_010435511.1, XP_010440796.1
OG0001945	AT1G60850.1	XP_010473265.1, XP_010418028.1, XP_010430071.1
OG0001946	AT5G58440.1	XP_010483443.1, XP_010453722.1, XP_010443581.1
OG0001946	AT5G07120.1	XP_010491312.1, XP_010423252.1, XP_010452664.1
OG0001947	AT4G25810.1	XP_010448365.1
OG0001947	AT5G57560.1	XP_010483278.1, XP_010443442.1, XP_010452475.1
OG0001948	AT5G57480.1	XP_010452147.1, XP_010443434.1, XP_010483268.1
OG0001948	AT4G25835.1	XP_010448362.1, XP_010438828.1, XP_010433585.1
OG0001949	AT2G17000.1	XP_010490362.1, XP_010423255.1, XP_010467444.1
OG0001949	AT2G17010.1	XP_019096705.1, XP_019098818.1, XP_019092509.1, XP_019098426.1
OG0001950	AT5G38970.1	XP_010441026.1, XP_010435805.1, XP_010450845.1
OG0001950	AT3G30180.1	XP_010425768.1, XP_010514671.1, XP_010502995.1
OG0001951	AT4G26480.1	XP_010448266.1, XP_010438749.1, XP_010433498.1
OG0001951	AT5G56140.1	XP_010483081.1, XP_010443253.1, XP_010450699.1
OG0001952	AT5G54900.1	XP_010482899.1, XP_010443072.1, XP_010448802.1
OG0001952	AT4G27000.1	XP_010433418.1, XP_010438672.1, XP_010448184.1
OG0001953	AT5G54670.1	XP_010448473.1, XP_010443046.1, XP_010482874.1, XP_019085998.1
OG0001953	AT4G27180.1	XP_010438647.1
OG0001954	AT3G12250.4	XP_010464987.1, XP_010498804.1, XP_010486922.1
OG0001954	AT5G06950.1	XP_010491277.1, XP_010423270.1, XP_010452643.1
OG0001955	AT5G06560.1	XP_010452595.1, XP_010491226.1, XP_010423322.1
OG0001955	AT3G11850.1	XP_010498177.1, XP_010486853.1, XP_010464916.1
OG0001956	AT3G10640.1	XP_010494177.1, XP_010464741.1, XP_010486677.1
OG0001956	AT5G04850.2	XP_010452386.1, XP_010491011.1, XP_010423528.1
OG0001957	AT3G09900.1	XP_010464649.1
OG0001957	AT5G03520.1	XP_010490835.1, XP_010423702.1, XP_010452232.1, XP_019100944.1
OG0001958	AT5G03300.1	XP_010490800.1, XP_010452203.1
OG0001958	AT3G09820.1	XP_010486556.1, XP_010464637.1, XP_010476987.1
OG0001959	AT4G33070.1	XP_010447294.1, XP_010432620.1, XP_010437810.1
OG0001959	AT5G01330.1, AT5G01320.1	XP_010451999.1, XP_010423945.1
OG0001960	AT3G27380.1	XP_010514444.1, XP_010425489.1
OG0001960	AT5G40650.1	XP_010441224.1, XP_010436005.1, XP_010450634.1
OG0001961	AT1G15760.1	XP_010497372.1, XP_010459110.1, XP_010476667.1
OG0001961	AT1G80520.1	XP_010474514.1
OG0001962	AT1G80830.1	XP_010429896.1, XP_010472867.1
OG0001962	AT1G15960.1	XP_010459132.1, XP_010497540.1
OG0001963	AT1G16010.1	XP_010476702.1, XP_010497574.1, XP_010459136.1
OG0001963	AT1G80900.1	XP_010474504.2, XP_010417651.1
OG0001964	AT1G16300.1	XP_010476736.1, XP_010459168.1
OG0001964	AT1G79530.1	XP_010429843.1, XP_010472812.1, XP_010417618.1, XP_010417619.2
OG0001965	AT1G20950.1	XP_010498548.1, XP_010459789.1
OG0001965	AT1G76550.1	XP_010471809.1, XP_010416575.1, XP_010428720.1
OG0001966	AT4G35610.1	XP_010446906.1, XP_010432256.1
OG0001966	AT4G35700.1	XP_019092548.1, XP_010446891.1, XP_010437438.1, XP_019098667.1, XP_010496732.1, XP_010432242.1
OG0001967	AT1G20580.1	XP_010498492.1, XP_010459744.1, XP_010477304.1
OG0001967	AT1G76300.1	XP_010428684.1, XP_010416542.1, XP_010471781.1
OG0001968	AT1G75880.1	XP_010471731.1, XP_010471734.1, XP_010471737.1, XP_010416497.1, XP_010428638.1
OG0001968	AT1G75890.3	XP_019093358.1, XP_010416498.1, XP_010428639.1
OG0001969	AT2G17260.1	XP_010467484.1, XP_019083776.1, XP_019096951.1
OG0001969	AT4G35290.1	XP_010446945.1, XP_010437494.1, XP_010432301.1
