Orthogroup	Arabidopsis_thaliana	Eutrema_salsugineum
OG0002078	AT2G31985.1	XP_006410335.1
OG0002079	AT1G05300.1	XP_006418042.1
OG0002079	AT2G32270.1	XP_006410360.1
OG0002080	AT1G03870.1	XP_006418194.1
OG0002080	AT5G44130.1	XP_006403136.1
OG0002081	AT5G42790.1	XP_006403347.1
OG0002081	AT1G47250.1	XP_006393606.1
OG0002082	AT1G14360.1	XP_006417022.1
OG0002082	AT2G02810.1	XP_006395756.1
OG0002083	AT5G66760.1	XP_006393871.1
OG0002083	AT2G18450.1	XP_024016490.1
OG0002084	AT3G49950.1	XP_006404086.1
OG0002084	AT5G67411.1	XP_006393943.1
OG0002085	AT5G64900.1	XP_006394100.2
OG0002086	AT5G07340.2	XP_006399217.1
OG0002087	AT3G49560.1	XP_006404129.1
OG0002087	AT5G24650.1	XP_006394720.1
OG0002089	AT5G20510.1	XP_006400613.1
OG0002090	AT5G22930.1	XP_006400802.1
OG0002090	AT3G44940.1	XP_006419086.1
OG0002091	AT5G59700.1	XP_006400927.1
OG0002092	AT4G25970.1	XP_006413246.1
OG0002092	AT5G57190.1	XP_006401234.1
OG0002093	AT4G26110.1	XP_024004358.1
OG0002093	AT5G56950.1	XP_006401263.1
OG0002094	AT4G26430.1	XP_006413183.1
OG0002094	AT5G56280.1	XP_024011879.1
OG0002095	AT4G26710.1	XP_006413147.1
OG0002095	AT5G55290.1	XP_006401471.1
OG0002096	AT5G54870.1	XP_006401517.1
OG0002096	AT4G27020.1	XP_006413116.1
OG0002097	AT4G02690.1	XP_006396483.1
OG0002097	AT1G03070.1	XP_006418268.1
OG0002098	AT4G34400.1	XP_006396490.1
OG0002099	AT3G11270.1	XP_006407461.1
OG0002099	AT5G05780.1	XP_006399036.1
OG0002100	AT5G01225.1	XP_006398642.1
OG0002100	AT3G09032.1	XP_006407717.1
OG0002101	AT3G49420.1, AT5G01430.1	XP_024012489.1, XP_006395895.2
OG0002102	AT3G27190.1	XP_006395474.1
OG0002102	AT5G40870.1	XP_006405419.1
OG0002103	AT1G59870.1	XP_024011799.1
OG0002103	AT1G15210.1	XP_006416935.1
OG0002104	AT1G15750.1	XP_006416884.1
OG0002104	AT1G80490.2	XP_024009748.1
OG0002105	AT1G16190.1	XP_006416841.1
OG0002105	AT1G79650.4	XP_024008897.1
OG0002106	AT1G16440.1	XP_024008757.1
OG0002106	AT1G79250.1	XP_024012471.1
OG0002108	AT1G79160.1	XP_006389916.1
OG0002108	AT1G16500.1	XP_006416811.1
OG0002109	AT1G22150.1	XP_024008720.1
OG0002110	AT1G77000.1	XP_006390131.1
OG0002110	AT1G21410.1	XP_006416304.1
OG0002111	AT1G21070.1	XP_006416334.1
OG0002111	AT1G76670.1	XP_006390165.1
OG0002112	AT1G55610.1	XP_006392617.1
OG0002112	AT3G13380.1	XP_006407229.1
OG0002113	AT1G55535.1	XP_006392628.1
OG0002113	AT3G13420.3	XP_024015692.1
OG0002114	AT3G13570.1	XP_006407196.1
OG0002114	AT1G55310.3	XP_006392653.1
OG0002115	AT1G67640.1	XP_006391242.2, XP_024008049.1
OG0002115	AT1G24400.1	XP_006415799.1
OG0002116	AT4G13850.1	XP_024005118.1
OG0002116	AT3G23830.1	XP_006418832.1
OG0002117	AT4G14368.1	XP_024005665.1
OG0002117	AT3G23270.2	XP_024014927.1
OG0002118	AT4G14500.1	XP_006414699.1
OG0002118	AT3G23080.1	XP_006406092.1
OG0002119	AT3G22110.1	XP_006406209.1
OG0002120	AT1G72270.1	XP_024008102.1
OG0002120	AT4G27010.2	XP_006413117.2
OG0002121	AT4G18050.2	XP_024004730.1
OG0002122	AT4G15560.1	XP_006414485.1
OG0002122	AT3G21500.3	XP_024015554.1
OG0002124	AT1G17530.1	XP_006416693.1
OG0002124	AT1G72750.1	XP_006390622.1
OG0002126	AT3G28715.1	XP_006395348.1
OG0002127	AT3G27240.1	XP_006395467.1
OG0002127	AT5G40810.1	XP_006405423.1
OG0002128	AT5G45620.1	XP_006398242.1
OG0002128	AT4G19006.2	XP_006414023.1
OG0002129	AT1G51500.1	XP_006393048.1
OG0002129	AT3G21090.1	XP_006406322.1
OG0002130	AT3G15690.2	XP_006406932.1
OG0002130	AT1G52670.1	XP_006392894.1
OG0002131	AT2G34690.1	XP_024003728.1
OG0002132	AT3G28820.1, AT3G28810.1, AT3G28980.1	XP_006395289.1
OG0002133	AT4G23670.1	XP_006413530.1
OG0002134	AT4G34420.1	XP_006412228.1
OG0002134	AT2G15730.1	XP_006409530.1
OG0002135	AT2G16600.1	XP_006409418.1
OG0002135	AT4G34870.1	XP_024005120.1
OG0002136	AT4G10960.1	XP_006396985.1
OG0002137	AT4G23870.1	XP_006413505.1
OG0002137	AT4G11020.1	XP_006396971.1
OG0002138	AT4G32500.1	XP_006412470.1
OG0002138	AT2G25600.1	XP_006392335.1, XP_006392345.1
OG0002139	AT4G22700.1, AT5G35900.1	XP_006405173.1, XP_006405171.1, XP_006405168.2, XP_006405179.2, XP_006405176.1, XP_006405175.2, XP_024014014.1, XP_006405166.1, XP_006405169.1, XP_006413629.1, XP_006413632.1, XP_006413633.2
OG0002141	AT4G19975.1	XP_006413917.1
OG0002142	AT4G20360.1	XP_006413875.1
OG0002143	AT4G21090.1	XP_006413825.1
OG0002143	AT4G05450.1	XP_006396597.2
OG0002144	AT4G09570.1	XP_006397184.1
OG0002144	AT1G35670.1	XP_024010623.1
OG0002145	AT3G62790.1	XP_006402341.1
OG0002145	AT2G47690.1	XP_006397967.1
OG0002146	AT2G46420.1	XP_006397833.2
OG0002146	AT3G61700.2	XP_024013022.1
OG0002147	AT3G61560.1	XP_006402470.1
OG0002147	AT2G46170.1	XP_006397801.1
OG0002148	AT3G60900.1	XP_006402530.1
OG0002148	AT2G45470.1	XP_006397729.1
OG0002149	AT3G60270.1	XP_006402599.1
OG0002150	AT2G41960.1	XP_024016768.1, XP_006411466.1
OG0002151	AT2G41060.1	XP_006411373.1
OG0002151	AT3G56860.1	XP_006402940.1
OG0002152	AT3G56750.1	XP_006402954.1
OG0002152	AT2G41150.2	XP_024003946.1
OG0002153	AT3G56430.1	XP_006402987.1
OG0002153	AT2G40800.1	XP_006411346.1
OG0002154	AT2G38630.1	XP_024003704.1
OG0002155	AT2G37120.1	XP_006410892.1
OG0002155	AT3G53370.1	XP_006403699.1
OG0002156	AT5G53540.1	XP_006401692.1
OG0002156	AT4G27680.1	XP_006413042.1
OG0002157	AT3G16860.1	XP_006406797.2
OG0002157	AT4G16120.1	XP_006414392.1
OG0002158	AT4G13345.4	XP_006414928.1
OG0002158	AT3G24460.1	XP_006418746.1
OG0002159	AT3G47150.1	XP_024013370.1, XP_006404410.1
OG0002160	AT1G67600.1	XP_006391250.1
OG0002160	AT1G24350.3	XP_006415796.1
OG0002161	AT1G24764.3	XP_006415832.1
OG0002162	AT2G18730.1	XP_006409120.1
OG0002162	AT4G30340.1	XP_006412718.1
OG0002164	AT2G40020.4	XP_006411248.1
OG0002165	AT2G37450.2	XP_006410931.2
OG0002165	AT2G37460.1	XP_006410932.2
OG0002166	AT5G47160.1	XP_006398413.1, XP_006398411.1
OG0002167	AT2G21240.1	XP_006404565.1
OG0002167	AT4G38910.2	XP_006411681.1
OG0002168	AT2G21410.1	XP_006404587.1
OG0002168	AT4G39080.1	XP_006411705.1
OG0002169	AT4G39110.1	XP_006411710.1
OG0002169	AT2G21480.1	XP_024014060.1
OG0002170	AT2G22140.1	XP_024014204.1
OG0002170	AT2G21800.2	XP_024014173.1
OG0002171	AT4G10310.1	XP_024010154.1, XP_006397079.1
OG0002172	AT5G28040.1	XP_006395005.1
OG0002172	AT3G04930.1	XP_006408134.1
OG0002174	AT2G45740.1	XP_024010836.1
OG0002174	AT1G01820.1	XP_006418462.1
OG0002175	AT5G30500.1	XP_024007347.1
OG0002175	AT4G26250.1, AT5G23790.1	XP_024004686.1
OG0002176	AT3G05700.1	XP_024014835.1
OG0002176	AT5G26990.1	XP_024007328.1
OG0002177	AT3G06930.2	XP_024015614.1
OG0002177	AT5G49020.1	XP_006395101.1
OG0002178	AT5G48680.1	XP_024007333.1
OG0002178	AT3G07170.1	XP_006407862.1
OG0002179	AT3G08640.1	XP_006407756.1
OG0002179	AT3G08630.1	XP_006407757.1
OG0002180	AT3G12130.1	XP_006407365.1
OG0002181	AT1G48240.1	XP_006393464.1
OG0002181	AT3G17440.1	XP_006406729.1
OG0002182	AT3G18160.3	XP_006406642.1
OG0002182	AT1G48635.2	XP_024006039.1
OG0002183	AT3G18410.1, AT1G49140.1	XP_006406608.1
OG0002184	AT3G19320.1	XP_006406513.1
OG0002184	AT1G49750.1	XP_006393218.1
OG0002185	AT3G28920.1	XP_006395326.1
OG0002185	AT5G39760.1	XP_006405598.1
OG0002186	AT3G22530.1	XP_006406152.1
OG0002187	AT5G36100.1	XP_024006715.1
OG0002187	AT1G65090.2	XP_024010596.1
OG0002188	AT1G54830.1	XP_006392480.1
OG0002189	AT2G35860.1	XP_006410756.1
OG0002190	AT2G40170.1	XP_006411270.1
OG0002190	AT3G51810.1	XP_006403879.1
OG0002191	AT1G05580.1	XP_006418010.1
OG0002191	AT2G31910.1	XP_006410325.1
OG0002192	AT1G10340.1	XP_006417477.1
OG0002193	AT1G59660.1	XP_024004723.1
OG0002193	AT1G10390.1	XP_006417471.1
OG0002194	AT1G59940.2	XP_006392216.1
OG0002194	AT1G10470.1	XP_006417463.1
OG0002195	AT1G10930.1	XP_024008658.1
OG0002196	AT1G62820.1	XP_024015584.1
OG0002196	AT1G12310.1	XP_006417247.1
OG0002197	AT1G15030.1	XP_006416949.1
OG0002197	AT2G01260.1	XP_006398512.1
OG0002198	AT1G71050.1	XP_006390811.1
OG0002199	AT1G71020.1	XP_006390814.1
OG0002199	AT1G23030.1	XP_006416130.1
OG0002200	AT1G71140.1	XP_006390799.1
OG0002201	AT1G62570.1	XP_006391852.1
OG0002201	AT1G62560.1, AT1G62540.2, AT1G65860.1	XP_006391853.1
OG0002202	AT5G42020.3	XP_006405378.2
OG0002203	AT4G29510.1	XP_024004609.1
OG0002203	AT2G19670.1	XP_024016079.1
OG0002205	AT1G66120.1	XP_006391320.1
OG0002206	AT1G74960.1	XP_006390366.1
OG0002207	AT2G21790.1	XP_024014226.1
OG0002208	AT4G37450.2, AT2G23130.1	XP_006411887.2
OG0002209	AT4G34300.1, AT4G33930.1	XP_024004415.1, XP_006412298.1
OG0002210	AT4G34265.3	XP_006412248.1
OG0002211	AT4G13800.1	XP_006414854.1
OG0002211	AT3G23870.1	XP_006418829.1
OG0002212	AT1G27360.1	XP_006415773.1
OG0002213	AT4G26850.1	XP_006413133.1
OG0002213	AT5G55120.1	XP_006401493.1
OG0002216	AT4G32380.1	XP_006412481.2
OG0002216	AT4G32370.1	XP_024005641.1
OG0002221	AT2G35240.1	XP_006410684.1, XP_006409615.1
OG0002223	AT3G03341.1	XP_006408313.1
OG0002224	AT5G50020.2	XP_006402194.1
OG0002225	AT5G14610.1	XP_024012675.1
OG0002225	AT3G01540.2	XP_006408522.1
OG0002226	AT5G13825.1	XP_006399883.1
OG0002227	AT2G27210.1	XP_024015823.1
OG0002227	AT1G08420.1	XP_006417691.1
OG0002228	AT2G28725.1	XP_006409906.1
OG0002228	AT1G07795.1	XP_006417779.1
OG0002229	AT2G31960.1	XP_006410331.1
OG0002229	AT1G05570.1	XP_006418013.1
OG0002230	AT1G04340.1	XP_006409101.1, XP_006418139.1
OG0002230	AT5G43460.1	XP_006403234.1
OG0002231	AT1G04220.1	XP_006418152.1
OG0002231	AT5G43760.1	XP_006403195.1
OG0002232	AT5G44280.2	XP_024013289.1
OG0002232	AT1G03770.2	XP_006418205.1
OG0002233	AT1G03670.1	XP_006418558.1
OG0002234	AT4G25150.1	XP_006413336.1
OG0002234	AT5G51260.1	XP_024011838.1
OG0002235	AT4G25220.1	XP_006413328.1
OG0002235	AT1G30560.1	XP_006415455.1
OG0002236	AT5G52200.1	XP_006401853.1
OG0002237	AT2G34140.1	XP_024003706.1
OG0002239	AT2G34880.1	XP_024004138.1
OG0002239	AT1G30810.1	XP_006415421.1
OG0002240	AT1G31420.1	XP_006415332.1
OG0002240	AT2G35620.1	XP_006410725.1
OG0002241	AT1G32380.1	XP_006415206.1
OG0002241	AT2G35390.2	XP_006410697.1
OG0002242	AT5G67080.1	XP_006393906.1
OG0002242	AT3G50310.1	XP_006404041.1
OG0002243	AT5G07320.1	XP_006399214.1
OG0002243	AT5G61810.1	XP_006394471.1
OG0002244	AT5G60840.1	XP_006394561.2
OG0002247	AT3G43110.1	XP_006419135.1
OG0002248	AT4G13090.1	XP_006414974.1
OG0002249	AT5G59740.1	XP_006400923.1
OG0002249	AT3G46180.1	XP_006418948.1
OG0002250	AT3G01400.1	XP_006408499.1
OG0002251	AT5G57580.1	XP_006401191.1
OG0002252	AT4G26260.2	XP_024005443.1
OG0002252	AT5G56640.1	XP_006401300.1
OG0002253	AT5G54810.1	XP_006401534.1
OG0002253	AT4G27070.1	XP_006413110.1
OG0002254	AT1G03060.1	XP_006418270.1
OG0002255	AT2G16650.1	XP_006409414.1
OG0002255	AT4G21900.1	XP_006413718.1
OG0002256	AT3G11320.1	XP_006407457.1
OG0002256	AT5G05820.1	XP_006399041.1
OG0002257	AT3G10980.1	XP_024015337.1
OG0002257	AT5G05350.1	XP_006398998.1
OG0002258	AT2G38460.1	XP_006411059.2
OG0002258	AT5G03570.3	XP_024012515.1
OG0002259	AT5G02910.1	XP_024012508.1
OG0002260	AT2G38230.1	XP_006411025.1
OG0002261	AT5G40860.1	XP_006405420.2
OG0002261	AT3G27210.1	XP_006395472.1
OG0002262	AT1G80160.3	XP_006389762.1
OG0002262	AT1G15380.1	XP_006416913.1
OG0002263	AT1G80300.1	XP_006389778.1
OG0002263	AT1G15500.1	XP_006416899.1
OG0002264	AT1G80720.2	XP_006389828.1
OG0002264	AT1G15870.1	XP_006416868.1
OG0002265	AT1G22170.1	XP_006416223.1
OG0002266	AT1G77740.1	XP_006390060.1
OG0002266	AT1G21980.1	XP_006416241.1
OG0002267	AT1G76940.1	XP_024007309.1
OG0002267	AT1G21320.1	XP_006416317.1
OG0002268	AT1G76185.1	XP_006390224.1
OG0002269	AT1G75460.1	XP_006390300.1
OG0002269	AT1G19740.1	XP_006416466.1
OG0002270	AT1G19660.1	XP_006416480.2
OG0002270	AT1G75380.1	XP_006390311.1
OG0002271	AT3G60050.1	XP_006402628.1
OG0002271	AT1G55630.1	XP_006392615.1
OG0002272	AT3G13430.1	XP_024014918.1
OG0002272	AT1G55530.1	XP_024006035.1
OG0002273	AT3G13510.1	XP_006407208.1
OG0002273	AT1G55360.1	XP_006392644.1
OG0002274	AT3G23310.1	XP_006406047.1
OG0002274	AT4G14350.1	XP_024004714.1
OG0002275	AT4G14440.1	XP_006414708.1
OG0002275	AT4G14430.1	XP_024005476.1
OG0002276	AT1G73390.1	XP_006390561.1
OG0002276	AT1G17940.1	XP_006416654.1
OG0002277	AT1G69120.1	XP_006391056.1
OG0002277	AT1G26310.1	XP_006415910.1
OG0002278	AT2G20630.2	XP_006408997.1
OG0002279	AT4G28750.1	XP_024004412.1
OG0002279	AT2G20260.1	XP_024016004.1
OG0002280	AT5G40460.1	XP_006405491.1
OG0002280	AT3G27630.1	XP_006395413.1
OG0002281	AT3G27330.1	XP_024006691.1
OG0002281	AT5G40720.1	XP_024014374.1
OG0002282	AT1G13460.1	XP_006417120.1
OG0002282	AT3G26020.4	XP_006395602.1
OG0002283	AT3G19570.2	XP_006406485.1
OG0002283	AT1G49890.1	XP_006393204.1
OG0002284	AT1G52280.1	XP_006392939.1
OG0002284	AT3G16100.1	XP_006406878.1
OG0002285	AT2G34350.1	XP_006410578.1
OG0002285	AT2G34355.1	XP_006410579.1
OG0002287	AT4G16600.1	XP_006414324.1
OG0002287	AT2G35710.1	XP_006410740.1
OG0002288	AT5G46680.1	XP_006398363.2
OG0002289	AT4G17350.1	XP_006414240.1
OG0002289	AT5G47440.1	XP_024011041.1
OG0002290	AT3G10580.1, AT4G09450.1	XP_024015273.1
OG0002291	AT3G50580.1	XP_024013581.1
OG0002291	AT1G44191.1	XP_024006625.1
OG0002292	AT3G50140.1, AT3G50190.1	XP_006404051.1, XP_006404053.1
OG0002292	AT3G50130.1	XP_006404054.1
OG0002293	AT4G23340.1	XP_006413562.1
OG0002293	AT5G51310.1	XP_006401990.1
OG0002294	AT5G44670.1	XP_006398091.1
OG0002294	AT4G20170.1	XP_006413894.1
OG0002295	AT4G09060.2	XP_024010059.1
OG0002295	AT1G14680.1	XP_006416989.1
OG0002296	AT2G35690.1	XP_006410738.1
OG0002296	AT4G16760.1	XP_006414306.1
OG0002297	AT2G48160.2	XP_006398008.1
OG0002297	AT3G63070.1	XP_006402313.2
OG0002298	AT2G45810.1	XP_024010708.1
OG0002298	AT3G61240.1	XP_006402503.1
OG0002299	AT3G57200.1	XP_006396062.1, XP_006402898.1
OG0002299	AT2G41451.1	XP_006411411.1
OG0002300	AT3G56420.1	XP_006402988.2
OG0002301	AT2G40140.1	XP_006411267.1
OG0002301	AT3G55980.2	XP_006403038.1
OG0002302	AT2G39480.1	XP_006411177.1
OG0002302	AT3G55320.1	XP_006403472.1
OG0002303	AT3G55020.1	XP_024013503.1
OG0002303	AT2G39280.2	XP_024004296.1
OG0002305	AT4G38570.1	XP_006411649.1
OG0002305	AT1G68000.1	XP_006391195.1
OG0002306	AT4G03960.1	XP_006396724.1
OG0002307	AT2G21590.1	XP_024014305.1
OG0002307	AT4G39210.1	XP_024005293.1
OG0002308	AT4G39960.1	XP_006411799.1
OG0002308	AT2G22360.1	XP_006404691.1
OG0002309	AT1G36160.1	XP_024006702.1
OG0002310	AT4G10490.1	XP_006397057.1
OG0002310	AT4G10500.1	XP_006397055.1
OG0002311	AT4G30760.1	XP_006402474.1
OG0002312	AT4G17560.1	XP_006414215.1
OG0002312	AT5G47190.1	XP_006398416.1
OG0002313	AT3G06740.1	XP_006407908.1
OG0002313	AT5G49300.1	XP_006395075.1
OG0002314	AT3G29780.1	XP_006395264.1
OG0002315	AT3G17650.1	XP_006406708.1
OG0002315	AT1G48370.1	XP_006393421.1
OG0002316	AT1G48430.1	XP_006393408.1
OG0002316	AT3G17770.1	XP_006406694.1
OG0002317	AT3G17850.1	XP_006406684.1
OG0002318	AT3G18300.1	XP_006406619.1
OG0002318	AT1G48780.1	XP_006393359.1
OG0002319	AT3G46270.2, AT3G46260.1	XP_024009372.1
OG0002320	AT1G01790.1	XP_006418459.1, XP_006418458.1
OG0002321	AT1G01740.1	XP_024009079.1
OG0002321	AT4G00710.1	XP_006396266.1
OG0002322	AT4G00460.2	XP_006396244.2
OG0002322	AT1G01700.4	XP_006418447.1
OG0002323	AT4G01820.1, AT4G01830.1	XP_024010131.1
OG0002323	AT1G02520.1, AT1G02530.1	XP_006418332.1
OG0002324	AT1G07480.3, AT1G07470.1	XP_006417799.1, XP_024008212.1
OG0002325	AT1G54690.1	XP_006392493.1
OG0002325	AT1G08880.1	XP_024008309.1
OG0002326	AT1G10350.1	XP_006417476.1
OG0002326	AT1G59725.1	XP_006392245.1
OG0002327	AT2G02180.1	XP_006395802.1
OG0002327	AT1G14530.2	XP_006417001.1
OG0002328	AT1G16220.1	XP_006416840.1
OG0002328	AT1G79630.1	XP_024011761.1
OG0002329	AT1G16310.1	XP_006416829.2
OG0002329	AT1G79520.2	XP_006389880.1
OG0002330	AT1G17470.1	XP_006416699.1
OG0002332	AT1G74560.3	XP_006390407.2, XP_006390411.1
OG0002332	AT1G18800.1	XP_006416566.1
OG0002333	AT1G72170.1	XP_024008892.1
OG0002333	AT1G22520.2	XP_006416190.1
OG0002334	AT1G23870.1	XP_006416048.1
OG0002334	AT1G70290.1	XP_006390900.1
OG0002335	AT1G27190.1	XP_006416011.1
OG0002335	AT1G69990.1	XP_006390935.1
OG0002336	AT1G62262.1	XP_006391912.1
OG0002336	AT1G62280.1	XP_006391911.1
OG0002337	AT1G59950.1	XP_006392213.1, XP_024015920.1
OG0002340	AT2G16500.1	XP_006409427.1
OG0002340	AT4G34710.1	XP_006412194.1
OG0002341	AT4G33590.1	XP_006412338.1
OG0002341	AT4G33600.1	XP_006412337.1
OG0002342	AT2G15530.4	XP_006409547.1
OG0002342	AT4G34040.1	XP_006412283.1
OG0002343	AT4G31590.1	XP_006412576.1
OG0002343	AT2G24630.1	XP_006404999.2
OG0002344	AT2G24590.1	XP_024014059.1
OG0002345	AT2G24290.1	XP_006404951.2
OG0002346	AT5G55550.10	XP_006401444.2
OG0002346	AT4G26650.1	XP_006413156.1
OG0002352	AT4G30420.2	XP_024004438.1
OG0002353	AT5G17390.1	XP_006400276.1
OG0002353	AT3G03290.1	XP_006408319.1
OG0002354	AT5G17060.1	XP_006400243.1
OG0002354	AT3G03120.1	XP_006408340.1
OG0002355	AT5G17040.1, AT5G17030.1, AT5G17050.1	XP_006400242.1
OG0002356	AT5G16650.2	XP_006400203.1
OG0002357	AT5G15940.2	XP_006400120.1, XP_024012530.1
OG0002357	AT5G04070.1	XP_006417752.1
OG0002358	AT3G02160.1	XP_006408441.1
OG0002358	AT5G15570.1	XP_006400080.1
OG0002359	AT5G15320.1	XP_006400052.1
OG0002360	AT5G13090.1	XP_006399795.1
OG0002360	AT1G24270.1	XP_006415786.1
OG0002361	AT5G25110.1	XP_006394759.1
OG0002361	AT5G10930.1	XP_006399588.1
OG0002362	AT5G64840.1	XP_006394104.1
OG0002362	AT5G09930.1	XP_006399478.1
OG0002363	AT5G08590.1	XP_006399366.1
OG0002363	AT5G63650.1	XP_006394252.1
OG0002364	AT5G23575.1	XP_024007398.1
OG0002364	AT5G08500.1	XP_006399348.1
OG0002365	AT5G07980.1, AT5G07940.1	XP_024012720.1, XP_006399283.1
OG0002367	AT2G29220.1	XP_006409969.1
OG0002368	AT1G05160.1	XP_006418058.1
OG0002368	AT2G32440.1	XP_006410376.1
OG0002369	AT5G43700.1	XP_006403206.1
OG0002369	AT1G04240.2	XP_024008437.1
OG0002370	AT5G43900.3	XP_024013264.1
OG0002370	AT1G04160.1	XP_006418159.1
OG0002371	AT1G03800.1	XP_006418202.1
OG0002371	AT5G44210.1	XP_006403128.1
OG0002372	AT4G25680.1, AT4G25660.1	XP_006413282.1, XP_006413284.1
OG0002374	AT4G15970.1	XP_024004781.1, XP_024004839.1
OG0002375	AT2G03590.1	XP_024006830.1
OG0002377	AT3G43740.2, AT5G21090.1	XP_006400679.1
OG0002378	AT3G44280.1	XP_006404476.1
OG0002379	AT3G46830.1	XP_006418853.1
OG0002379	AT5G59150.1	XP_006400995.1
OG0002380	AT4G31490.1, AT4G31480.3	XP_006412586.1
OG0002381	AT5G55400.1	XP_006401458.1
OG0002381	AT4G26700.1	XP_024005289.1
OG0002382	AT5G54630.1	XP_006401551.1
OG0002382	AT4G27240.1	XP_024004325.1
OG0002383	AT4G27440.1	XP_006413074.1
OG0002385	AT3G11400.2, AT5G06000.1	XP_006407451.1
OG0002386	AT3G10570.1	XP_006407539.1
OG0002386	AT5G04660.1	XP_006398921.1
OG0002387	AT5G04060.1	XP_024011697.1
OG0002387	AT3G10200.2	XP_006407596.1
OG0002388	AT1G64190.1	XP_006391659.2, XP_006391656.1
OG0002389	AT1G16700.1	XP_006416789.1
OG0002390	AT1G77610.1	XP_006390072.1
OG0002390	AT1G21870.1	XP_006416256.1
OG0002391	AT1G77310.1	XP_024011670.1
OG0002392	AT1G76270.1	XP_024011168.1
OG0002392	AT1G20550.1	XP_006416385.1
OG0002393	AT4G35570.1	XP_006412087.1
OG0002393	AT2G17560.1	XP_006409283.1
OG0002394	AT4G36080.1	XP_006412026.1
OG0002394	AT2G17930.1	XP_006409220.2
OG0002395	AT3G13062.2	XP_006407266.1
OG0002396	AT3G13772.1	XP_006407171.2
OG0002396	AT1G55130.1	XP_006392686.2
OG0002397	AT1G54210.1	XP_024006384.1
OG0002399	AT4G34520.1	XP_006412218.1
OG0002400	AT1G53025.2	XP_006392842.2
OG0002401	AT2G36250.1	XP_006410796.1
OG0002401	AT3G52750.1	XP_006403772.1
OG0002402	AT4G12910.1	XP_006414998.2
OG0002402	AT3G25420.1	XP_024009669.1
OG0002403	AT3G24880.1, AT3G24870.1	XP_006418678.1
OG0002404	AT4G13560.1	XP_024005878.1
OG0002405	AT4G14030.1	XP_006414822.1
OG0002405	AT4G14040.1	XP_006414820.1
OG0002406	AT4G14716.1, AT4G14710.5	XP_006414660.1, XP_024005667.1
OG0002407	AT4G14910.2	XP_006414622.1
OG0002407	AT3G22425.2	XP_006406166.1
OG0002408	AT1G17890.1	XP_006416657.1
OG0002408	AT1G73250.1	XP_006390574.1
OG0002409	AT1G73690.1	XP_006390525.1
OG0002409	AT1G18040.1	XP_006416645.1
OG0002410	AT1G74310.1, AT4G14670.1	XP_006390440.1
OG0002411	AT1G18720.1	XP_006416573.1
OG0002411	AT1G74440.1	XP_006390427.1
OG0002412	AT1G18910.1	XP_024008808.1
OG0002412	AT1G74770.1	XP_006390392.1
OG0002413	AT1G68560.1, AT3G45940.1	XP_006391125.1
OG0002414	AT1G68650.1	XP_006391114.1
OG0002414	AT1G25520.1	XP_006415881.1
OG0002415	AT1G26150.1	XP_006415899.1
OG0002416	AT1G68710.3	XP_006391106.1
OG0002416	AT1G26130.2	XP_006415897.1
OG0002417	AT1G26360.1	XP_006415915.1
OG0002417	AT1G69240.1	XP_006391040.2
OG0002418	AT1G68980.1	XP_006391068.1
OG0002418	AT1G69290.1	XP_006391035.1
OG0002419	AT4G28550.1	XP_006412940.1
OG0002419	AT2G20440.1	XP_024016038.1
OG0002420	AT5G41310.1	XP_024014736.1
OG0002420	AT1G63640.3	XP_006405988.1
OG0002421	AT1G56450.1	XP_006392425.1
OG0002422	AT3G27970.1	XP_006395385.1
OG0002422	AT5G40310.2	XP_024014780.1
OG0002423	AT3G26810.1	XP_006395519.1
OG0002424	AT1G11510.1, AT2G20805.1, AT2G20613.1	XP_006405880.1, XP_024016700.1
OG0002425	AT5G45930.1	XP_024010988.1
OG0002425	AT4G18480.1	XP_006414096.1
OG0002426	AT5G45400.1	XP_006398214.1
OG0002426	AT4G19130.2	XP_006414005.1
OG0002427	AT2G33840.1	XP_006410532.1
OG0002428	AT5G47600.1	XP_006398457.1
OG0002429	AT4G17410.2	XP_024004717.1
OG0002429	AT5G47430.6	XP_006398434.1
OG0002430	AT4G11380.2	XP_006396917.1
OG0002430	AT4G23460.1	XP_006413553.1
OG0002431	AT3G05570.1	XP_006408056.1
OG0002432	AT4G22810.1	XP_006413619.1
OG0002432	AT4G12050.1	XP_006396802.1
OG0002433	AT2G25120.1, AT4G23120.1	XP_024004509.1
OG0002434	AT4G12430.1	XP_006396759.1
OG0002434	AT4G22590.1	XP_006413641.1
OG0002435	AT4G12590.1	XP_024009997.1
OG0002436	AT4G22290.1	XP_006413673.1
OG0002437	AT5G44785.2	XP_024010993.1
OG0002437	AT4G20010.1	XP_006413910.1
OG0002438	AT4G20910.1	XP_006413840.1
OG0002440	AT4G05400.1	XP_006396603.1
OG0002440	AT4G21140.1	XP_006413818.1
OG0002441	AT4G21534.1	XP_006413769.1
OG0002441	AT4G21540.1	XP_006413767.1
OG0002442	AT4G21640.1, AT4G21630.1	XP_006413751.1, XP_024004703.1
OG0002443	AT3G45140.1	XP_024016495.1
OG0002444	AT1G01150.1	XP_024008110.1
OG0002445	AT1G60880.1, AT1G60920.1	XP_006392097.1, XP_006392103.1
OG0002446	AT3G61180.1	XP_024012958.1
OG0002447	AT2G43630.1	XP_024010820.1
OG0002448	AT1G48175.1	XP_024011018.1
OG0002449	AT3G57880.1	XP_006402831.1
OG0002449	AT1G51570.1	XP_006393033.1
