Orthogroup	Arabidopsis_thaliana	Raphanus_sativus
OG0002057	AT5G62910.1	XP_018491388.1
OG0002058	AT5G18170.1	XP_018444472.1, XP_018444473.1
OG0002058	AT3G03910.1	XP_018437434.1
OG0002059	AT5G18150.1	XP_018472614.1, XP_018442580.1
OG0002059	AT5G14602.1	XP_018469659.1
OG0002060	AT5G18090.1	XP_018444661.1
OG0002060	AT5G18000.1	XP_018467997.1
OG0002061	AT3G03430.1	XP_018487357.1
OG0002061	AT5G17480.1	XP_018434908.1, XP_018489938.1, XP_018444839.1
OG0002062	AT5G16800.3	XP_018474478.1, XP_018474480.1, XP_018445385.1
OG0002062	AT3G02980.1	XP_018488503.1
OG0002063	AT3G02770.1	XP_018491353.1, XP_018434336.1
OG0002063	AT5G16450.1	XP_018475167.1
OG0002064	AT5G16240.1	XP_018445703.1
OG0002064	AT3G02630.1	XP_018432844.1
OG0002065	AT3G02510.1	XP_018434528.1
OG0002065	AT5G16040.1	XP_018446795.1, XP_018446803.1
OG0002066	AT3G02460.1	XP_018491248.1
OG0002066	AT5G15930.1	XP_018467915.1, XP_018472416.1
OG0002067	AT5G14390.1	XP_018459473.1, XP_018458948.1, XP_018442266.1
OG0002067	AT3G01690.1	XP_018438892.1
OG0002068	AT5G13550.1	XP_018445419.1, XP_018475747.1
OG0002068	AT3G12520.1	XP_018493538.1, XP_018493537.1
OG0002069	AT5G13110.1	XP_018475386.1, XP_018444512.1
OG0002069	AT1G24280.1	XP_018447777.1, XP_018492621.1
OG0002070	AT5G25880.1	XP_018465285.1, XP_018462109.1
OG0002070	AT5G11670.1	XP_018476537.1
OG0002071	AT5G44050.1	XP_018446623.1
OG0002072	AT5G64760.1	XP_018446930.1, XP_018476529.1, XP_018442239.1
OG0002073	AT5G09530.1	XP_018442519.1, XP_018454996.1, XP_018475993.1
OG0002074	AT5G61250.1	XP_018432906.1, XP_018432910.1
OG0002074	AT5G07830.1	XP_018446711.1
OG0002075	AT4G03000.1	XP_018457436.1, XP_018457433.1
OG0002075	AT1G03365.1	XP_018482737.1
OG0002076	AT2G27960.1	XP_018447966.1, XP_018450720.1
OG0002076	AT2G27970.1	XP_018439179.1, XP_018483667.1
OG0002077	AT2G28310.1	XP_018440673.1, XP_018484542.1
OG0002077	AT1G08040.1	XP_018491673.1
OG0002078	AT1G05510.1	XP_018490294.1
OG0002078	AT2G31985.1	XP_018481515.1
OG0002079	AT2G32270.1	XP_018437547.1
OG0002080	AT1G03870.1	XP_018447355.1
OG0002080	AT5G44130.1	XP_018455813.1
OG0002081	AT5G42790.1	XP_018457850.1
OG0002081	AT1G47250.1	XP_018447203.1, XP_018451811.1
OG0002082	AT1G14360.1	XP_018436616.1
OG0002082	AT2G02810.1	XP_018440272.1
OG0002083	AT5G66760.1	XP_018441089.1, XP_018441122.1
OG0002083	AT2G18450.1	XP_018491771.1
OG0002084	AT3G49950.1	XP_018437964.1
OG0002084	AT5G67411.1	XP_018436233.1, XP_018439246.1
OG0002085	AT5G64900.1	XP_018488921.1, XP_018462238.1, XP_018439357.1
OG0002086	AT5G61790.1	XP_018463060.1, XP_018439422.1, XP_018457124.1, XP_018432759.1
OG0002087	AT3G49560.1	XP_018433852.1
OG0002087	AT5G24650.1	XP_018478938.1, XP_018465292.1
OG0002088	AT5G24780.1, AT5G24770.1	XP_018462829.1
OG0002089	AT3G42790.1	XP_018440075.1
OG0002089	AT5G20510.1	XP_018445733.1, XP_018471549.1
OG0002090	AT5G22930.1	XP_018473122.1, XP_018443178.1
OG0002090	AT3G44940.1	XP_018465598.1, XP_018463839.1, XP_018457325.1
OG0002091	AT5G59700.1	XP_018453282.1
OG0002092	AT4G25970.1	XP_018470527.1
OG0002093	AT4G26110.1	XP_018450359.1, XP_018449189.1, XP_018469796.1
OG0002093	AT5G56950.1	XP_018452387.1
OG0002094	AT4G26430.1	XP_018481814.1, XP_018478990.1, XP_018470913.1
OG0002094	AT5G56280.1	XP_018456973.1
OG0002095	AT5G55290.1	XP_018476536.1
OG0002096	AT5G54870.1	XP_018454785.1, XP_018445055.1
OG0002096	AT4G27020.1	XP_018470476.1
OG0002097	AT4G02690.1	XP_018469612.1, XP_018469610.1
OG0002097	AT1G03070.1	XP_018433541.1
OG0002098	AT4G34400.1	XP_018462061.1, XP_018462874.1, XP_018455367.1
OG0002099	AT5G05780.1	XP_018458137.1, XP_018465717.1, XP_018443411.1, XP_018445575.1, XP_018473407.1
OG0002100	AT3G09032.1	XP_018437899.1, XP_018437197.1, XP_018492596.1
OG0002101	AT3G49420.1, AT5G01430.1	XP_018472194.1, XP_018475909.1
OG0002102	AT3G27190.1	XP_018463595.1, XP_018478308.1
OG0002102	AT5G40870.1	XP_018477652.1, XP_018477638.1
OG0002103	AT1G59870.1	XP_018445360.1
OG0002103	AT1G15210.1	XP_018451285.1, XP_018493206.1
OG0002104	AT1G15750.1	XP_018439368.1, XP_018492989.1
OG0002104	AT1G80490.2	XP_018445904.1
OG0002105	AT1G16190.1	XP_018439930.1, XP_018443279.1
OG0002105	AT1G79650.4	XP_018442795.1
OG0002106	AT1G16440.1	XP_018453684.1
OG0002106	AT1G79250.1	XP_018459770.1, XP_018459781.1
OG0002107	AT1G79210.1, AT1G16470.1	XP_018443796.1, XP_018454417.1, XP_018443933.1
OG0002108	AT1G79160.1	XP_018460635.1, XP_018453347.1
OG0002108	AT1G16500.1	XP_018436133.1
OG0002109	AT1G22150.1	XP_018473654.1, XP_018491422.1
OG0002109	AT1G78000.1	XP_018459812.1, XP_018468359.1
OG0002110	AT1G77000.1	XP_018445657.1, XP_018445475.1
OG0002110	AT1G21410.1	XP_018450510.1, XP_018450511.1
OG0002111	AT1G21070.1	XP_018447287.1, XP_018462206.1
OG0002111	AT1G76670.1	XP_018442293.1
OG0002112	AT1G55610.1	XP_018451122.1
OG0002112	AT3G13380.1	XP_018466232.1, XP_018492551.1
OG0002113	AT1G55535.1	XP_018440802.1, XP_018451768.1
OG0002113	AT3G13420.3	XP_018488767.1
OG0002114	AT3G13570.1	XP_018433611.1
OG0002114	AT1G55310.3	XP_018436259.1
OG0002115	AT1G67640.1	XP_018469324.1
OG0002115	AT1G24400.1	XP_018481319.1, XP_018490756.1
OG0002116	AT4G13850.1	XP_018461184.1, XP_018447917.1
OG0002117	AT4G14368.1	XP_018482018.1
OG0002117	AT3G23270.2	XP_018434395.1, XP_018489992.1
OG0002118	AT4G14500.1	XP_018447112.1, XP_018470900.1
OG0002118	AT3G23080.1	XP_018460318.1, XP_018441664.1
OG0002119	AT3G22110.1	XP_018485694.1, XP_018441595.1
OG0002120	AT1G72270.1	XP_018448260.1
OG0002120	AT4G27010.2	XP_018470475.1
OG0002121	AT4G18050.2	XP_018483998.1, XP_018460590.1
OG0002121	AT5G46540.1	XP_018454137.1
OG0002122	AT4G15560.1	XP_018472017.1, XP_018462962.1, XP_018484529.1
OG0002122	AT3G21500.3	XP_018486156.1
OG0002124	AT1G17530.1	XP_018481268.1
OG0002124	AT1G72750.1	XP_018456869.1, XP_018452726.1
OG0002126	AT3G28715.1	XP_018441840.1, XP_018482466.1, XP_018482465.1
OG0002127	AT3G27240.1, AT5G40810.1	XP_018484821.1, XP_018452204.1, XP_018461440.1, XP_018442015.1
OG0002128	AT5G45620.1	XP_018478041.1, XP_018466543.1
OG0002128	AT4G19006.2	XP_018447086.1
OG0002129	AT1G51500.1	XP_018492783.1
OG0002129	AT3G21090.1	XP_018487315.1
OG0002130	AT3G15690.2	XP_018434619.1, XP_018486394.1
OG0002131	AT2G34690.1	XP_018475733.1, XP_018475724.1
OG0002132	AT3G28820.1, AT3G28810.1, AT3G28980.1	XP_018451327.1, XP_018451348.1, XP_018468485.1, XP_018468495.1
OG0002133	AT4G23670.1	XP_018467929.1
OG0002134	AT4G34420.1	XP_018469348.1
OG0002134	AT2G15730.1	XP_018486882.1, XP_018434971.1
OG0002135	AT2G16600.1	XP_018463247.1, XP_018452725.1
OG0002135	AT4G34870.1	XP_018449326.1
OG0002136	AT4G10960.1	XP_018454922.1
OG0002137	AT4G23870.1	XP_018470096.1, XP_018463406.1, XP_018481260.1
OG0002137	AT4G11020.1	XP_018458952.1, XP_018458951.1
OG0002138	AT4G32500.1	XP_018468061.1
OG0002138	AT2G25600.1	XP_018438026.1
OG0002139	AT4G22700.1, AT5G35900.1	XP_018479170.1, XP_018479169.1
OG0002140	AT4G19960.3	XP_018443918.1, XP_018443956.1
OG0002141	AT4G19975.1	XP_018481669.1
OG0002141	AT5G44820.1	XP_018481636.1, XP_018480657.1
OG0002142	AT4G20360.1	XP_018451333.1, XP_018467962.1, XP_018485004.1
OG0002143	AT4G21090.1	XP_018449807.1, XP_018471316.1, XP_018449282.1
OG0002144	AT4G09570.1	XP_018476720.1
OG0002144	AT1G35670.1	XP_018449760.1, XP_018487282.1
OG0002145	AT3G62790.1	XP_018460353.1, XP_018439803.1
OG0002146	AT2G46420.1	XP_018441004.1
OG0002146	AT3G61700.2	XP_018487036.1
OG0002147	AT3G61560.1	XP_018442657.1, XP_018442642.1
OG0002147	AT2G46170.1	XP_018433789.1
OG0002148	AT3G60900.1	XP_018432727.1, XP_018442228.1
OG0002148	AT2G45470.1	XP_018441187.1
OG0002149	AT3G60280.1	XP_018482041.1, XP_018482036.1, XP_018465370.1, XP_018492825.1
OG0002150	AT2G41960.1	XP_018439058.1, XP_018439060.1
OG0002151	AT2G41060.1	XP_018483467.1
OG0002151	AT3G56860.1	XP_018488365.1
OG0002152	AT3G56750.1	XP_018442496.1, XP_018488373.1, XP_018488374.1
OG0002153	AT3G56430.1	XP_018489160.1
OG0002153	AT2G40800.1	XP_018433059.1
OG0002154	AT2G38630.1	XP_018442391.1, XP_018484290.1
OG0002155	AT3G53370.1	XP_018442736.1, XP_018490087.1
OG0002156	AT5G53540.1	XP_018452408.1
OG0002156	AT4G27680.1	XP_018483815.1, XP_018470966.1
OG0002157	AT3G16860.1	XP_018440762.1
OG0002157	AT4G16120.1	XP_018470394.1
OG0002158	AT4G13345.4	XP_018447941.1
OG0002158	AT3G24460.1	XP_018486305.1, XP_018491292.1, XP_018491286.1
OG0002159	AT3G47150.1	XP_018436153.1
OG0002160	AT1G67600.1	XP_018444600.1, XP_018446209.1
OG0002160	AT1G24350.3	XP_018451202.1
OG0002161	AT1G24764.3	XP_018447799.1, XP_018439862.1
OG0002162	AT2G18730.1	XP_018454708.1, XP_018441248.1
OG0002162	AT4G30340.1	XP_018446806.1
OG0002164	AT2G40020.4	XP_018463329.1, XP_018466386.1, XP_018434406.1
OG0002165	AT2G37450.2	XP_018461701.1
OG0002165	AT2G37460.1	XP_018482442.1, XP_018433550.1
OG0002166	AT5G47160.1	XP_018480873.1, XP_018480874.1
OG0002167	AT2G21240.1	XP_018478600.1
OG0002167	AT4G38910.2	XP_018470464.1, XP_018478926.1, XP_018480223.1, XP_018447695.1, XP_018447854.1
OG0002168	AT2G21410.1	XP_018463739.1, XP_018483569.1
OG0002168	AT4G39080.1	XP_018454096.1
OG0002169	AT4G39110.1	XP_018463650.1, XP_018485283.1, XP_018448252.1
OG0002169	AT2G21480.1	XP_018463933.1
OG0002170	AT2G22140.1	XP_018438835.1
OG0002170	AT2G21800.2	XP_018462172.1, XP_018477287.1
OG0002171	AT4G10310.1	XP_018474873.1, XP_018452399.1
OG0002172	AT5G28040.1	XP_018456640.1, XP_018463759.1
OG0002172	AT3G04930.1	XP_018491332.1
OG0002174	AT2G45740.1	XP_018462247.1, XP_018437120.1, XP_018440978.1
OG0002174	AT1G01820.1	XP_018490814.1
OG0002175	AT5G30500.1	XP_018438246.1
OG0002175	AT4G26250.1, AT5G23790.1	XP_018460733.1, XP_018471011.1, XP_018450360.1, XP_018450014.1, XP_018469384.1
OG0002176	AT5G26990.1	XP_018434196.1, XP_018477838.1
OG0002177	AT3G06930.2	XP_018486839.1, XP_018486981.1
OG0002177	AT5G49020.1	XP_018440113.1, XP_018483431.1
OG0002178	AT5G48680.1	XP_018478758.1
OG0002178	AT3G07170.1	XP_018486869.1, XP_018492830.1
OG0002179	AT3G08640.1	XP_018441350.1
OG0002179	AT3G08630.1	XP_018485388.1
OG0002180	AT3G12130.1	XP_018486208.1
OG0002180	AT5G06770.1	XP_018463387.1, XP_018491218.1
OG0002181	AT1G48240.1	XP_018488674.1, XP_018486792.1, XP_018439472.1
OG0002182	AT3G18160.3	XP_018487090.1, XP_018434514.1
OG0002182	AT1G48635.2	XP_018443045.1
OG0002184	AT3G19320.1	XP_018460673.1, XP_018486973.1
OG0002184	AT1G49750.1	XP_018451775.1, XP_018488861.1, XP_018466972.1
OG0002185	AT3G28920.1	XP_018478108.1, XP_018458751.1
OG0002185	AT5G39760.1	XP_018478477.1
OG0002186	AT3G22530.1	XP_018459660.1, XP_018486887.1
OG0002187	AT5G36100.1	XP_018458153.1
OG0002187	AT1G65090.2	XP_018457728.1, XP_018462914.1
OG0002188	AT1G08970.1	XP_018485999.1
OG0002189	AT2G35860.1	XP_018482917.1, XP_018477198.1, XP_018476924.1
OG0002190	AT2G40170.1	XP_018459964.1
OG0002190	AT3G51810.1	XP_018463319.1, XP_018469806.1
OG0002191	AT1G05580.1	XP_018434647.1
OG0002191	AT2G31910.1	XP_018482292.1, XP_018482340.1
OG0002192	AT1G10340.1	XP_018433108.1
OG0002193	AT1G59660.1	XP_018456299.1, XP_018454179.1
OG0002193	AT1G10390.1	XP_018436478.1, XP_018440579.1
OG0002194	AT1G59940.2	XP_018454859.1
OG0002194	AT1G10470.1	XP_018485919.1, XP_018479695.1, XP_018433115.1
OG0002195	AT1G10930.1	XP_018491712.1
OG0002196	AT1G12310.1	XP_018448144.1, XP_018448165.1, XP_018486928.1, XP_018468115.1
OG0002197	AT1G15030.1	XP_018434934.1
OG0002197	AT2G01260.1	XP_018433778.1
OG0002198	AT1G71050.1	XP_018454888.1
OG0002199	AT1G71020.1	XP_018433780.1
OG0002199	AT1G23030.1	XP_018439529.1
OG0002200	AT1G71140.1	XP_018453676.1, XP_018453681.1, XP_018446467.1, XP_018446468.1, XP_018456372.1
OG0002201	AT1G62570.1	XP_018454029.1
OG0002201	AT1G62560.1, AT1G62540.2, AT1G65860.1	XP_018454450.1, XP_018454451.1
OG0002202	AT5G42020.3	XP_018491386.1
OG0002202	AT5G28540.1	XP_018442859.1, XP_018458759.1
OG0002203	AT4G29510.1	XP_018470715.1, XP_018479068.1
OG0002203	AT2G19670.1	XP_018435822.1
OG0002205	AT1G66120.1	XP_018462514.1
OG0002208	AT2G23130.1	XP_018435067.1, XP_018466610.1
OG0002209	AT4G34300.1, AT4G33930.1	XP_018448454.1, XP_018450156.1
OG0002210	AT4G34265.3	XP_018470075.1
OG0002211	AT4G13800.1	XP_018462486.1, XP_018482762.1
OG0002211	AT3G23870.1	XP_018492277.1, XP_018489774.1
OG0002212	AT1G27360.1	XP_018492233.1, XP_018438726.1
OG0002213	AT4G26850.1	XP_018479101.1, XP_018482652.1
OG0002213	AT5G55120.1	XP_018470804.1
OG0002214	AT1G66940.4	XP_018463813.1
OG0002216	AT4G32380.1	XP_018448441.1, XP_018448440.1
OG0002221	AT2G35240.1	XP_018485176.1, XP_018434401.1, XP_018434116.1
OG0002222	AT1G28695.1, AT1G28710.1, AT1G28700.1	XP_018456381.1, XP_018456382.1
OG0002223	AT3G03341.1	XP_018438620.1, XP_018490530.1
OG0002224	AT5G50020.2	XP_018473430.1
OG0002224	AT4G24630.1	XP_018451922.1, XP_018446380.1
OG0002225	AT5G14610.1	XP_018471960.1
OG0002225	AT3G01540.2	XP_018440157.1, XP_018492358.1
OG0002226	AT5G13825.1	XP_018443306.1, XP_018443308.1, XP_018467623.1
OG0002227	AT2G27210.1	XP_018484146.1
OG0002227	AT1G08420.1	XP_018451258.1, XP_018491496.1
OG0002228	AT2G28725.1	XP_018475408.1
OG0002228	AT1G07795.1	XP_018463192.1, XP_018471615.1, XP_018490110.1
OG0002229	AT2G31960.1	XP_018439129.1
OG0002229	AT1G05570.1	XP_018432861.1
OG0002230	AT1G04340.1	XP_018448143.1
OG0002230	AT5G43460.1	XP_018454574.1
OG0002231	AT1G04220.1	XP_018449646.1, XP_018449645.1, XP_018452176.1
OG0002231	AT5G43760.1	XP_018483461.1, XP_018441619.1
OG0002232	AT5G44280.2, AT1G03770.2	XP_018477113.1, XP_018457023.1
OG0002233	AT4G03500.1	XP_018435648.1
OG0002234	AT4G25150.1	XP_018469715.1, XP_018469471.1
OG0002234	AT5G51260.1	XP_018454822.1, XP_018472318.1, XP_018462256.1
OG0002235	AT4G25220.1	XP_018469202.1
OG0002235	AT1G30560.1	XP_018449926.1, XP_018451652.1
OG0002236	AT5G52200.1	XP_018462907.1, XP_018454993.1
OG0002237	AT2G34140.1	XP_018482242.1, XP_018465685.1
OG0002238	AT1G30230.2	XP_018455013.1
OG0002239	AT2G34880.1	XP_018479888.1
OG0002239	AT1G30810.1	XP_018464276.1, XP_018448124.1, XP_018439324.1
OG0002240	AT2G35620.1	XP_018476668.1, XP_018462287.1, XP_018477266.1, XP_018433271.1
OG0002241	AT1G32380.1	XP_018467501.1, XP_018486793.1
OG0002241	AT2G35390.2	XP_018434585.1
OG0002242	AT5G67080.1	XP_018438467.1
OG0002242	AT3G50310.1	XP_018437099.1
OG0002243	AT5G07320.1	XP_018446971.1, XP_018472354.1
OG0002243	AT5G61810.1	XP_018432841.1
OG0002244	AT5G60840.1	XP_018438108.1, XP_018481119.1
OG0002248	AT4G13090.1	XP_018488291.1, XP_018490351.1
OG0002249	AT5G59740.1	XP_018473264.1, XP_018468487.1
OG0002250	AT5G58680.1	XP_018468952.1, XP_018472113.1
OG0002250	AT3G01400.1	XP_018439116.1
OG0002251	AT5G57580.1	XP_018457076.1
OG0002251	AT4G25800.1	XP_018472453.1
OG0002252	AT4G26260.2	XP_018481224.1, XP_018467256.1
OG0002252	AT5G56640.1	XP_018461401.1, XP_018471298.1
OG0002253	AT5G54810.1	XP_018452411.1, XP_018452081.1
OG0002253	AT4G27070.1	XP_018478585.1, XP_018478800.1
OG0002254	AT1G03060.1	XP_018490533.1, XP_018490529.1, XP_018488305.1
OG0002254	AT4G02660.2	XP_018458723.1
OG0002255	AT2G16650.1	XP_018433685.1
OG0002255	AT4G21900.1	XP_018451068.1
OG0002256	AT3G11320.1	XP_018492651.1, XP_018485524.1
OG0002256	AT5G05820.1	XP_018442731.1
OG0002257	AT3G10980.1	XP_018432598.1
OG0002257	AT5G05350.1	XP_018443403.1, XP_018443406.1
OG0002258	AT2G38460.1	XP_018436382.1
OG0002258	AT5G03570.3	XP_018475025.1, XP_018475027.1
OG0002259	AT5G02910.1	XP_018442351.1
OG0002259	AT5G02920.1, AT5G02930.1	XP_018454172.1
OG0002260	AT2G38230.1	XP_018484737.1
OG0002261	AT5G40860.1	XP_018479673.1
OG0002261	AT3G27210.1	XP_018465483.1, XP_018463596.1
OG0002262	AT1G80160.3	XP_018447760.1
OG0002262	AT1G15380.1	XP_018450090.1, XP_018458796.1
OG0002263	AT1G80300.1	XP_018445954.1
OG0002263	AT1G15500.1	XP_018451356.1, XP_018487922.1
OG0002264	AT1G80720.2	XP_018453075.1
OG0002264	AT1G15870.1	XP_018490145.1
OG0002266	AT1G77740.1	XP_018471308.1
OG0002266	AT1G21980.1	XP_018451099.1, XP_018447379.1
OG0002267	AT1G76940.1	XP_018462298.1, XP_018444212.1
OG0002267	AT1G21320.1	XP_018481179.1, XP_018463236.1, XP_018459126.1
OG0002268	AT1G76185.1	XP_018442221.1, XP_018444234.1, XP_018462511.1
OG0002269	AT1G75460.1	XP_018466265.1
OG0002269	AT1G19740.1	XP_018474148.1
OG0002270	AT1G19660.1	XP_018492856.1, XP_018492826.1
OG0002270	AT1G75380.1	XP_018472402.1
OG0002271	AT3G60050.1	XP_018461316.1
OG0002271	AT1G55630.1	XP_018468465.1
OG0002272	AT3G13430.1	XP_018493509.1
OG0002272	AT1G55530.1	XP_018440798.1
OG0002273	AT3G13510.1	XP_018432589.1
OG0002273	AT1G55360.1	XP_018451462.1
OG0002274	AT3G23310.1	XP_018432850.1
OG0002274	AT4G14350.1	XP_018484947.1, XP_018484962.1
OG0002275	AT4G14440.1	XP_018467187.1
OG0002275	AT4G14430.1	XP_018447289.1
OG0002276	AT1G73390.1	XP_018458011.1
OG0002276	AT1G17940.1	XP_018477174.1
OG0002277	AT1G69120.1	XP_018468274.1, XP_018443991.1, XP_018454853.1
OG0002277	AT1G26310.1	XP_018451392.1, XP_018449537.1
OG0002278	AT2G20630.2	XP_018434301.1
OG0002279	AT4G28750.1	XP_018449075.1, XP_018463993.1
OG0002280	AT5G40460.1	XP_018461863.1
OG0002280	AT3G27630.1	XP_018479382.1
OG0002281	AT3G27330.1	XP_018478807.1, XP_018439074.1
OG0002281	AT5G40720.1	XP_018445410.1
OG0002282	AT1G13460.1	XP_018435164.1
OG0002282	AT3G26020.4	XP_018441005.1, XP_018482729.1
OG0002283	AT3G19570.2	XP_018461327.1, XP_018438097.1
OG0002283	AT1G49890.1	XP_018447572.1, XP_018487459.1, XP_018435917.1
OG0002284	AT3G16100.1	XP_018447205.1, XP_018441033.1
OG0002285	AT2G34350.1	XP_018478906.1
OG0002285	AT2G34355.1	XP_018478907.1
OG0002286	AT2G35555.1	XP_018467217.1
OG0002287	AT4G16600.1	XP_018469062.1
OG0002287	AT2G35710.1	XP_018435013.1
OG0002288	AT5G46680.1	XP_018467604.1, XP_018435772.1
OG0002289	AT4G17350.1	XP_018481969.1, XP_018481968.1, XP_018451200.1
OG0002289	AT5G47440.1	XP_018485072.1
OG0002290	AT3G10580.1, AT4G09450.1	XP_018488909.1, XP_018438383.1
OG0002291	AT3G50580.1	XP_018481253.1, XP_018481234.1
OG0002291	AT1G44191.1	XP_018449738.1, XP_018449725.1
OG0002292	AT3G50130.1	XP_018479275.1, XP_018479274.1
OG0002293	AT4G23340.1	XP_018482201.1
OG0002293	AT5G51310.1	XP_018469179.1
OG0002294	AT5G44670.1	XP_018484549.1
OG0002294	AT4G20170.1	XP_018451782.1, XP_018471909.1
OG0002295	AT4G09060.2	XP_018474876.1, XP_018460205.1
OG0002295	AT1G14680.1	XP_018480281.1
OG0002296	AT2G35690.1	XP_018473543.1, XP_018461014.1
OG0002296	AT4G16760.1	XP_018470825.1
OG0002297	AT3G63070.1	XP_018483327.1, XP_018445412.1
OG0002298	AT2G45810.1	XP_018479155.1, XP_018479123.1
OG0002298	AT3G61240.1	XP_018446859.1
OG0002299	AT3G57200.1	XP_018488392.1, XP_018488354.1
OG0002299	AT2G41451.1	XP_018479973.1
OG0002300	AT2G40790.1	XP_018490340.1
OG0002300	AT3G56420.1	XP_018446238.1
OG0002301	AT2G40140.1	XP_018459968.1
OG0002301	AT3G55980.2	XP_018492191.1
OG0002302	AT2G39480.1	XP_018476243.1, XP_018439499.1, XP_018439491.1
OG0002302	AT3G55320.1	XP_018483521.1
OG0002303	AT3G55020.1	XP_018491882.1
OG0002305	AT4G38570.1	XP_018450234.1
OG0002305	AT1G68000.1	XP_018465118.1, XP_018442126.1
OG0002306	AT1G05000.2	XP_018441141.1
OG0002306	AT4G03960.1	XP_018454487.1, XP_018456888.1
OG0002307	AT2G21590.1	XP_018464644.1
OG0002307	AT4G39210.1	XP_018484482.1
OG0002308	AT4G39960.1	XP_018472361.1
OG0002308	AT2G22360.1	XP_018477101.1
OG0002309	AT1G36180.1	XP_018476880.1, XP_018468760.1
OG0002309	AT1G36160.1	XP_018450355.1
OG0002310	AT4G10490.1	XP_018455363.1, XP_018475945.1
OG0002310	AT4G10500.1	XP_018476803.1
OG0002311	AT4G30760.1	XP_018449817.1
OG0002312	AT4G17560.1	XP_018449178.1
OG0002312	AT5G47190.1	XP_018478141.1, XP_018478150.1
OG0002313	AT5G49300.1	XP_018462134.1, XP_018465077.1
OG0002314	AT3G29780.1	XP_018436813.1, XP_018437243.1
OG0002315	AT3G17650.1	XP_018492530.1, XP_018440968.1
OG0002316	AT1G48430.1	XP_018447539.1
OG0002316	AT3G17770.1	XP_018489283.1, XP_018492528.1
OG0002317	AT3G17850.1	XP_018490869.1
OG0002318	AT3G18300.1	XP_018488929.1
OG0002318	AT1G48780.1	XP_018488056.1
OG0002319	AT3G46280.1	XP_018479487.1, XP_018479473.1
OG0002319	AT3G46270.2, AT3G46260.1	XP_018437433.1
OG0002320	AT1G01790.1	XP_018487697.1, XP_018490809.1, XP_018487703.1
OG0002321	AT1G01740.1	XP_018434831.1
OG0002321	AT4G00710.1	XP_018456212.1, XP_018472852.1
OG0002322	AT4G00460.2	XP_018474906.1, XP_018461978.1, XP_018454652.1
OG0002323	AT4G01820.1, AT4G01830.1	XP_018437487.1
OG0002323	AT1G02520.1, AT1G02530.1	XP_018452062.1
OG0002324	AT1G07480.3, AT1G07470.1	XP_018451353.1, XP_018485956.1
OG0002325	AT1G08880.1	XP_018435965.1, XP_018450266.1, XP_018450265.1
OG0002326	AT1G10350.1	XP_018433107.1
OG0002326	AT1G59725.1	XP_018457505.1
OG0002327	AT2G02180.1	XP_018455954.1, XP_018434723.1
OG0002327	AT1G14530.2	XP_018438364.1
OG0002328	AT1G16220.1	XP_018443271.1, XP_018493143.1
OG0002328	AT1G79630.1	XP_018452124.1, XP_018463295.1, XP_018470354.1
OG0002329	AT1G16310.1	XP_018436593.1, XP_018439635.1
OG0002329	AT1G79520.2	XP_018457626.1
OG0002330	AT1G17470.1	XP_018437110.1
OG0002332	AT1G74560.3	XP_018447737.1
OG0002332	AT1G18800.1	XP_018450883.1
OG0002333	AT1G72170.1	XP_018454442.1
OG0002333	AT1G22520.2	XP_018449290.1
OG0002334	AT1G23870.1	XP_018451090.1
OG0002334	AT1G70290.1	XP_018470751.1, XP_018470748.1
OG0002335	AT1G27190.1	XP_018438676.1
OG0002335	AT1G69990.1	XP_018454834.1
OG0002336	AT1G62262.1	XP_018454988.1
OG0002336	AT1G62280.1	XP_018454963.1, XP_018468668.1, XP_018487492.1, XP_018462242.1, XP_018462241.1
OG0002337	AT1G59960.1, AT1G59950.1	XP_018457742.1, XP_018463781.1
OG0002340	AT2G16500.1	XP_018440451.1
OG0002340	AT4G34710.1	XP_018451053.1, XP_018483499.1
OG0002341	AT4G33590.1	XP_018479049.1, XP_018479040.1, XP_018461793.1
OG0002341	AT4G33600.1	XP_018461794.1, XP_018462325.1
OG0002342	AT2G15530.4	XP_018438655.1, XP_018461391.1, XP_018457999.1
OG0002343	AT4G31590.1	XP_018469397.1, XP_018461104.1, XP_018477194.1
OG0002343	AT2G24630.1	XP_018433125.1
OG0002344	AT2G24590.1	XP_018433814.1
OG0002346	AT5G55550.10	XP_018472977.1
OG0002346	AT4G26650.1	XP_018484625.1, XP_018472447.1
OG0002352	AT4G30420.2	XP_018449889.1
OG0002353	AT5G17390.1	XP_018460052.1
OG0002353	AT3G03290.1	XP_018490457.1
OG0002354	AT5G17060.1	XP_018442953.1
OG0002354	AT3G03120.1	XP_018485603.1
OG0002355	AT5G17040.1, AT5G17030.1, AT5G17050.1	XP_018471109.1, XP_018471085.1, XP_018472923.1, XP_018472910.1, XP_018478230.1, XP_018470949.1
OG0002356	AT5G16650.2	XP_018446662.1, XP_018472647.1
OG0002357	AT5G15940.2	XP_018469427.1, XP_018487696.1
OG0002357	AT5G04070.1	XP_018445744.1, XP_018445743.1
OG0002358	AT3G02160.1	XP_018491349.1
OG0002358	AT5G15570.1	XP_018471052.1, XP_018445963.1
