Orthogroup	Arabidopsis_thaliana	Conringia_planisiliqua
OG0003965	AT1G56220.3	CP11_g32028_DN2_SP5_c.t1
OG0003967	AT5G64120.1	CP2_g47891_DN2_SP2_c.t1
OG0003968	AT5G63690.1	CP2_g47938_DN3_SP0_c.t1
OG0003970	AT5G61550.2	CP2_g48149_DN3_SP8_c.t1
OG0003972	AT5G61190.5	CP2_g48185_DN3_SP0_c.t1
OG0003974	AT5G23535.1	CP2_g48282_DN3_SP8_c.t1
OG0003975	AT3G48880.1	CP3_g14489_DN3_SP8_c.t1
OG0003976	AT5G25640.1	CP2_g48474_DN3_SP6_c.t1
OG0003977	AT5G25930.1	CP2_g48490_DN3_SP0_c.t1
OG0003978	AT1G11680.1	CP1_g37465_DN3_SP8_c.t1
OG0003979	AT3G45320.1	CP8_g54055_DN1_SP0_c.t1, CP11_g31951_DN2_SP0_c.t1
OG0003980	AT5G60250.1	CP8_g54049_DN3_SP0_c.t1
OG0003981	AT3G26620.1, AT3G26660.1	CP13_g19350_DN3_SP0_c.t1
OG0003982	AT5G58950.1	CP8_g53903_DN3_SP8_c.t1
OG0003983	AT5G58784.1	CP5_g1631_DN3_SP0_c.t1, CP4_g26479_DN3_SP0_c.t1, CP4_g26497_DN3_SP0_c.t1, CP8_g53882_DN3_SP0_c.t1
OG0003984	AT5G58560.1	CP8_g53857_DN3_SP7_c.t1
OG0003985	AT5G57530.1	CP8_g53750_DN3_SP8_c.t1
OG0003986	AT5G56240.2	CP8_g53609_DN3_SP0_c.t1
OG0003987	AT3G49000.1	CP3_g14477_DN3_SP0_c.t1
OG0003988	AT5G54310.1	CP8_g53407_DN3_SP6_c.t1
OG0003989	AT5G07000.1, AT5G07010.1	CP11_g33293_DN2_SP0_c.t1
OG0003990	AT5G53270.1, AT5G53260.1	CP8_g53291_DN3_SP0_c.t1
OG0003992	AT5G05010.1	CP11_g33392_DN3_SP8_c.t1
OG0003993	AT5G04590.1	CP11_g33432_DN3_SP6_c.t1
OG0003994	AT5G03380.1	CP11_g33553_DN3_SP3_c.t1
OG0003995	AT5G02310.1	CP11_g33644_DN3_SP1_c.t1
OG0003996	AT5G02290.1	CP11_g33645_DN3_SP8_c.t1
OG0003997	AT3G56520.1, AT5G41090.1	CP19_g17918_DN3_SP0_c.t1
OG0003998	AT3G10370.1	CP10_g42996_DN3_SP8_c.t1
OG0004000	AT1G76430.1	CP9_g29286_DN3_SP8_c.t1, CP7_g45682_DN2_SP0_c.t1
OG0004001	AT1G76340.1	CP9_g29276_DN3_SP0_c.t1
OG0004002	AT1G75910.1	CP9_g29236_DN3_SP0_c.t1
OG0004003	AT5G44450.2	CP13_g20155_DN3_SP7_c.t1
OG0004004	AT1G53720.1, AT1G56085.1	CP7_g46459_DN3_SP5_c.t1
OG0004006	AT1G55850.1	CP7_g46432_DN3_SP1_c.t1, CP7_g46433_DN3_SP0_c.t1
OG0004008	AT1G55240.1	CP7_g46372_DN2_SP0_c.t1
OG0004009	AT1G44100.1	CP1_g41044_DN3_SP5_c.t1
OG0004010	AT1G53750.1	CP7_g46297_DN3_SP8_c.t1
OG0004011	AT2G36360.4	CP4_g25105_DN3_SP8_c.t1
OG0004012	AT5G53045.1	CP8_g53262_DN2_SP7_c.t1
OG0004013	AT4G14420.1	CP6_g7503_DN3_SP8_c.t1
OG0004014	AT4G14713.1, AT4G14720.2	CP6_g7455_DN3_SP4_c.t1
OG0004015	AT4G15740.1	CP6_g7315_DN3_SP0_c.t1
OG0004016	AT1G73460.1, AT1G73450.1	CP9_g28979_DN3_SP8_c.t1
OG0004017	AT1G74290.1, AT1G74280.1, AT1G74300.1	CP9_g29069_DN3_SP0_c.t1
OG0004020	AT3G27230.1	CP13_g19287_DN3_SP0_c.t1
OG0004021	AT4G21710.1	CP19_g18516_DN3_SP8_c.t1
OG0004022	AT5G45510.1	CP13_g19968_DN3_SP0_c.t1
OG0004023	AT3G19820.1	CP12_g30326_DN3_SP8_c.t1, CP1_g38085_DN3_SP4_c.t1
OG0004024	AT3G19830.1	CP12_g30327_DN3_SP3_c.t1
OG0004025	AT3G02270.1, AT4G18300.1, AT2G34970.1	CP4_g25245_DN3_SP0_c.t1
OG0004026	AT2G35120.1	CP4_g25231_DN3_SP5_c.t1
OG0004027	AT5G46410.2	CP13_g19866_DN3_SP6_c.t1
OG0004028	AT1G15940.1	CP7_g46140_DN3_SP0_c.t1
OG0004029	AT4G12440.2	CP19_g18425_DN3_SP8_c.t1
OG0004030	AT1G42440.1	CP1_g38121_DN3_SP7_c.t1
OG0004031	AT5G49690.1	CP20_g4259_DN3_SP0_c.t1
OG0004032	AT4G20040.1	CP6_g6820_DN3_SP2_c.t1
OG0004033	AT4G20300.2	CP13_g20131_DN3_SP0_c.t1, CP6_g6801_DN3_SP1_c.t1
OG0004034	AT4G21660.3	CP19_g18522_DN3_SP8_c.t1
OG0004035	AT4G21760.2	CP19_g18511_DN3_SP2_c.t1
OG0004036	AT3G18100.1	CP12_g30147_DN3_SP0_c.t1
OG0004037	AT4G16442.1	CP6_g7203_DN3_SP1_c.t1
OG0004038	AT4G16690.1	CP6_g7169_DN3_SP0_c.t1
OG0004039	AT3G01420.1	CP10_g42156_DN3_SP5_c.t1
OG0004040	AT5G66550.2	CP2_g47578_DN3_SP4_c.t1
OG0004041	AT3G62770.1	CP3_g13125_DN3_SP8_c.t1
OG0004042	AT2G46610.1	CP3_g13206_DN3_SP0_c.t1, CP4_g24057_DN3_SP6_c.t1
OG0004043	AT4G32990.1	CP18_g12522_DN3_SP3_c.t1
OG0004044	AT3G61440.1	CP3_g13252_DN3_SP8_c.t1
OG0004046	AT3G59550.1	CP3_g13432_DN3_SP0_c.t1
OG0004047	AT3G57390.1	CP3_g13609_DN3_SP2_c.t1
OG0004048	AT2G01300.1	CP13_g19684_DN3_SP0_c.t1
OG0004050	AT3G56630.1, AT1G34540.1	CP3_g13687_DN3_SP0_c.t1
OG0004051	AT3G54200.1	CP3_g13939_DN1_SP0_c.t1
OG0004052	AT3G53580.1	CP3_g13996_DN3_SP8_c.t1
OG0004053	AT3G53520.4	CP3_g14007_DN3_SP8_c.t1
OG0004054	AT3G24800.1	CP12_g30869_DN3_SP0_c.t1
OG0004055	AT1G55750.1	CP7_g46420_DN3_SP3_c.t1, CP9_g28516_DN3_SP2_c.t1
OG0004056	AT1G72050.3	CP9_g28825_DN3_SP1_c.t1
OG0004058	AT2G40475.1	CP4_g24669_DN3_SP0_c.t1
OG0004060	AT2G24450.1	CP16_g55120_DN3_SP0_c.t1
OG0004061	AT4G24580.1	CP19_g18191_DN3_SP2_c.t1
OG0004062	AT1G49190.2	CP1_g38188_DN3_SP0_c.t1
OG0004063	AT1G33980.2	CP7_g44503_DN3_SP1_c.t1
OG0004064	AT4G10080.1	CP20_g4160_DN3_SP0_c.t1, CP20_g4164_DN3_SP0_c.t1
OG0004065	AT4G11010.1, AT4G23900.1	CP20_g4302_DN3_SP8_c.t1
OG0004066	AT5G19330.1	CP8_g54403_DN3_SP8_c.t1
OG0004069	AT2G47400.1	CP4_g23981_DN3_SP0_c.t1
OG0004070	AT2G46490.1	CP4_g24073_DN3_SP0_c.t1
OG0004071	AT2G15400.1, AT2G15430.1	CP10_g44097_DN3_SP8_c.t1
OG0004072	AT2G44581.1, AT2G44578.1	CP4_g24270_DN3_SP0_c.t1
OG0004073	AT2G43640.1	CP4_g24362_DN3_SP8_c.t1
OG0004074	AT1G17070.1	CP7_g46040_DN1_SP0_c.t1
OG0004076	AT3G03090.1	CP10_g42304_DN3_SP8_c.t1
OG0004077	AT3G03410.1	CP1_g38173_DN2_SP0_c.t1
OG0004078	AT3G03960.1	CP10_g42394_DN3_SP8_c.t1
OG0004079	AT3G04470.1	CP10_g42434_DN3_SP6_c.t1
OG0004082	AT3G05020.1	CP10_g42490_DN3_SP1_c.t1
OG0004083	AT3G05220.1	CP10_g42511_DN3_SP0_c.t1
OG0004084	AT3G05930.1	CP10_g42592_DN3_SP1_c.t1
OG0004085	AT3G06060.2, AT5G19200.1	CP10_g42609_DN3_SP4_c.t1
OG0004087	AT3G12900.1	CP10_g43246_DN3_SP5_c.t1
OG0004088	AT3G13460.1	CP10_g43310_DN3_SP2_c.t1
OG0004089	AT3G14210.1	CP10_g43392_DN3_SP0_c.t1, CP10_g43394_DN3_SP0_c.t1
OG0004090	AT3G15340.1	CP10_g43499_DN3_SP0_c.t1
OG0004091	AT3G16000.1	CP12_g29949_DN2_SP0_c.t1
OG0004092	AT3G17130.1	CP12_g30054_DN3_SP0_c.t1
OG0004093	AT3G17970.1	CP12_g30131_DN3_SP6_c.t1
OG0004094	AT3G19760.1	CP12_g30320_DN3_SP8_c.t1
OG0004095	AT5G49010.1	CP2_g48731_DN3_SP5_c.t1
OG0004096	AT3G29380.1	CP13_g19112_DN3_SP0_c.t1
OG0004097	AT1G09157.1	CP5_g1508_DN3_SP0_c.t1
OG0004099	AT3G23380.1	CP12_g30702_DN3_SP1_c.t1
OG0004100	AT3G22845.1	CP12_g30644_DN3_SP0_c.t1, CP12_g30645_DN3_SP8_c.t1
OG0004102	AT3G21520.1	CP12_g30515_DN3_SP0_c.t1
OG0004103	AT4G30000.2, AT1G69190.1	CP5_g1007_DN3_SP3_c.t1
OG0004104	AT5G49530.1	CP2_g48685_DN3_SP1_c.t1
OG0004105	AT5G28910.2	CP2_g48669_DN3_SP3_c.t1
OG0004106	AT4G00300.1	CP8_g54654_DN3_SP0_c.t1
OG0004107	AT1G01370.1	CP1_g36479_DN3_SP3_c.t1
OG0004108	AT1G04080.3	CP1_g36670_DN3_SP3_c.t1, CP13_g20216_DN3_SP0_c.t1
OG0004109	AT1G06320.1	CP1_g36921_DN3_SP0_c.t1
OG0004111	AT1G09000.1	CP1_g37179_DN3_SP4_c.t1
OG0004112	AT4G05030.1	CP11_g31898_DN3_SP0_c.t1
OG0004113	AT1G11080.2	CP1_g37404_DN3_SP8_c.t1
OG0004114	AT1G62960.1	CP2_g48982_DN3_SP6_c.t1
OG0004115	AT1G14750.3	CP1_g37785_DN3_SP1_c.t1
OG0004116	AT1G17860.1	CP7_g45963_DN3_SP0_c.t1
OG0004119	AT5G49740.1, AT5G49730.1	CP27_g41673_DN3_SP4_c.t1
OG0004120	AT1G71450.1	CP9_g28770_DN2_SP0_c.t1
OG0004121	AT1G70270.2	CP9_g28638_DN3_SP0_c.t1
OG0004121	AT1G23965.1, AT1G23995.1	CP7_g45392_DN2_SP0_c.t1, CP7_g45393_DN2_SP0_c.t1
OG0004122	AT1G12730.1, AT1G63110.1	CP2_g48962_DN3_SP8_c.t1
OG0004123	AT3G27610.1	CP13_g19692_DN3_SP0_c.t1
OG0004124	AT1G64280.1	CP13_g19094_DN3_SP0_c.t1
OG0004125	AT4G05440.1	CP11_g31925_DN3_SP0_c.t1
OG0004127	AT3G44240.1	CP3_g15352_DN2_SP0_c.t1
OG0004128	AT4G05020.2	CP11_g31897_DN3_SP7_c.t1
OG0004128	AT4G21490.1	CP6_g6705_DN3_SP4_c.t1
OG0004129	AT1G48200.1	CP1_g38315_DN3_SP2_c.t1
OG0004130	AT4G37470.1	CP5_g261_DN3_SP8_c.t1, CP2_g49518_DN3_SP0_c.t1
OG0004131	AT4G36250.1	CP5_g385_DN3_SP5_c.t1
OG0004132	AT4G35890.1	CP5_g421_DN3_SP1_c.t1
OG0004134	AT3G23840.1	CP12_g30764_DN2_SP0_c.t1, CP12_g30765_DN3_SP0_c.t1
OG0004136	AT4G00585.1	CP5_g224_DN3_SP5_c.t1, CP8_g54625_DN3_SP3_c.t1
OG0004137	AT5G52840.1, AT4G28005.1	CP8_g53232_DN3_SP8_c.t1
OG0004139	AT4G09880.1, AT3G30320.1	CP173_g41468_DN1_SP0_c.t1
OG0004141	AT1G54630.1, AT1G54580.1	CP2_g50735_DN3_SP0_c.t1
OG0004143	AT3G24510.1, AT3G24508.1, AT3G24513.1	CP12_g30840_DN1_SP0_c.t1
OG0004144	AT2G06020.1	CP12_g30999_DN3_SP0_c.t1
OG0004146	AT2G28920.1	CP4_g25852_DN3_SP0_c.t1, CP1_g37040_DN2_SP0_c.t1
OG0004148	AT2G01290.1	CP13_g19685_DN2_SP0_c.t1
OG0004149	AT3G27890.1	CP13_g19223_DN3_SP7_c.t1
OG0004150	AT3G60790.1	CP3_g13314_DN3_SP0_c.t1
OG0004152	AT4G08670.1	CP34_g51490_DN2_SP0_c.t1, CP42_g27288_DN3_SP0_c.t1
OG0004153	AT4G27310.1	CP5_g1282_DN3_SP0_c.t1
OG0004155	AT5G63240.1, AT5G63250.1	CP2_g47982_DN1_SP0_c.t1
OG0004156	AT4G11402.1	CP20_g4342_DN2_SP0_c.t1
OG0004157	AT2G34770.1	CP4_g25264_DN3_SP3_c.t1
OG0004165	AT2G23940.1	CP5_g948_DN3_SP5_c.t1
OG0004166	AT4G30530.1	CP5_g945_DN3_SP3_c.t1
OG0004167	AT4G30590.1	CP5_g940_DN3_SP0_c.t1
OG0004168	AT5G63190.1	CP2_g47989_DN3_SP5_c.t1
OG0004168	AT3G48390.1	CP3_g14547_DN3_SP0_c.t1
OG0004169	AT5G17350.1	CP11_g32237_DN3_SP0_c.t1
OG0004170	AT5G16840.2	CP11_g32280_DN3_SP5_c.t1
OG0004172	AT5G63590.1	CP2_g47949_DN3_SP0_c.t1
OG0004174	AT5G15160.1	CP11_g32453_DN2_SP8_c.t1
OG0004175	AT5G15110.1	CP11_g32459_DN3_SP7_c.t1
OG0004176	AT5G14995.1, AT5G15000.1	CP11_g32468_DN2_SP0_c.t1
OG0004177	AT1G23560.1	CP7_g45424_DN3_SP0_c.t1, CP7_g45421_DN3_SP0_c.t1
OG0004178	AT5G14030.1	CP11_g32565_DN3_SP6_c.t1
OG0004180	AT5G11070.1	CP11_g32822_DN3_SP0_c.t1
OG0004181	AT3G29075.1	CP13_g19136_DN3_SP0_c.t1
OG0004182	AT5G25060.1	CP2_g48415_DN3_SP8_c.t1
OG0004183	AT5G09370.1	CP11_g32990_DN3_SP0_c.t1
OG0004186	AT4G24860.1, AT1G62130.1	CP19_g18162_DN3_SP2_c.t1
OG0004187	AT2G26740.1, AT2G26750.1	CP4_g26640_DN3_SP1_c.t1
OG0004188	AT2G27020.2	CP4_g26444_DN3_SP8_c.t1
OG0004189	AT2G27260.1	CP4_g26126_DN2_SP0_c.t1
OG0004190	AT2G27490.1	CP3_g14801_DN3_SP6_c.t1, CP4_g26069_DN2_SP0_c.t1
OG0004191	AT2G28480.1	CP4_g25898_DN3_SP7_c.t1
OG0004192	AT2G30360.1	CP4_g25720_DN3_SP0_c.t1
OG0004193	AT2G30400.1	CP4_g25716_DN2_SP0_c.t1
OG0004194	AT2G30500.1	CP4_g25707_DN3_SP0_c.t1
OG0004195	AT2G31230.1	CP4_g25626_DN2_SP0_c.t1
OG0004199	AT1G47830.1	CP1_g38392_DN3_SP6_c.t1
OG0004200	AT4G06746.1	CP30_g10023_DN2_SP0_c.t1
OG0004201	AT1G47210.2	CP1_g38491_DN3_SP3_c.t1, CP1_g38494_DN3_SP3_c.t1
OG0004202	AT1G28240.1	CP7_g45068_DN3_SP8_c.t1
OG0004203	AT1G29140.1	CP7_g45000_DN3_SP8_c.t1
OG0004204	AT1G29660.1	CP7_g44948_DN3_SP3_c.t1
OG0004205	AT2G34410.1	CP4_g25301_DN3_SP6_c.t1
OG0004206	AT1G30270.1	CP7_g44874_DN3_SP8_c.t1
OG0004207	AT1G30470.1	CP7_g44857_DN3_SP7_c.t1
OG0004208	AT1G30580.1	CP7_g44840_DN3_SP8_c.t1
OG0004209	AT1G30840.1	CP7_g44810_DN3_SP0_c.t1
OG0004210	AT1G32060.1	CP7_g44696_DN3_SP8_c.t1
OG0004211	AT2G02950.1	CP13_g19542_DN3_SP0_c.t1
OG0004212	AT5G66990.1	CP2_g47629_DN3_SP0_c.t1
OG0004214	AT5G67060.1	CP2_g47634_DN2_SP0_c.t1
OG0004215	AT5G67630.1	CP2_g47696_DN3_SP8_c.t1
OG0004215	AT3G49830.1	CP3_g14584_DN3_SP0_c.t1
OG0004217	AT5G63530.1	CP2_g47955_DN3_SP6_c.t1
OG0004218	AT5G62850.1	CP2_g48022_DN3_SP6_c.t1
OG0004220	AT5G61330.2	CP2_g48171_DN3_SP3_c.t1
OG0004221	AT5G60890.1	CP2_g48222_DN3_SP1_c.t1
OG0004222	AT4G16620.1	CP6_g7176_DN3_SP1_c.t1
OG0004223	AT5G43390.1	CP13_g20294_DN3_SP0_c.t1
OG0004226	AT5G19820.1	CP8_g54346_DN3_SP8_c.t1
OG0004227	AT5G20680.1	CP268_g6519_DN3_SP2_c.t1, CP8_g54258_DN3_SP2_c.t1
OG0004228	AT5G22270.1	CP8_g54172_DN3_SP0_c.t1
OG0004229	AT5G59050.1	CP8_g53934_DN3_SP3_c.t1
OG0004230	AT5G52370.1, AT5G58990.1	CP8_g53910_DN3_SP5_c.t1
OG0004232	AT5G56780.1	CP8_g53668_DN3_SP0_c.t1
OG0004233	AT4G22970.3	CP19_g18373_DN3_SP0_c.t1
OG0004234	AT5G55810.2	CP8_g53564_DN3_SP2_c.t1
OG0004235	AT3G49645.2	CP3_g14412_DN3_SP0_c.t1
OG0004236	AT5G54770.1	CP8_g53443_DN3_SP8_c.t1
OG0004237	AT4G02380.3	CP11_g32072_DN3_SP5_c.t1
OG0004238	AT4G02720.1	CP11_g32029_DN3_SP0_c.t1
OG0004239	AT5G27010.1	CP11_g33228_DN3_SP1_c.t1
OG0004240	AT3G10340.1	CP10_g42993_DN3_SP8_c.t1
OG0004241	AT5G04110.2	CP11_g33482_DN3_SP0_c.t1
OG0004242	AT5G02890.1	CP11_g33592_DN3_SP0_c.t1
OG0004243	AT4G00020.2, AT5G01630.1	CP11_g33733_DN3_SP0_c.t1, CP11_g33732_DN3_SP0_c.t1, CP5_g1815_DN3_SP0_c.t1
OG0004244	AT5G40740.1	CP5_g1336_DN3_SP7_c.t1
OG0004246	AT1G80730.1	CP9_g29635_DN2_SP0_c.t1
OG0004248	AT1G78815.1, AT1G16910.1	CP9_g29519_DN3_SP0_c.t1
OG0004249	AT1G77700.1	CP9_g29412_DN3_SP4_c.t1
OG0004250	AT3G08670.1	CP10_g42830_DN3_SP6_c.t1
OG0004251	AT1G55920.1	CP7_g46444_DN3_SP0_c.t1
OG0004252	AT1G25350.2	CP7_g45222_DN3_SP6_c.t1
OG0004253	AT1G53210.1	CP7_g46242_DN3_SP8_c.t1
OG0004254	AT4G13430.1	CP6_g7985_DN3_SP0_c.t1, CP15_g35573_DN3_SP8_c.t1
OG0004255	AT2G44620.1	CP4_g24265_DN3_SP4_c.t1
OG0004256	AT1G72880.1	CP9_g28924_DN3_SP8_c.t1
OG0004257	AT1G24090.1, AT5G51080.1	CP7_g45384_DN3_SP2_c.t1
OG0004259	AT3G28455.1	CP13_g19193_DN3_SP0_c.t1
OG0004260	AT5G50830.2	CP8_g52956_DN3_SP0_c.t1
OG0004261	AT3G27710.1, AT3G27720.1	CP13_g19236_DN3_SP0_c.t1
OG0004262	AT3G26070.1, AT3G26080.2	CP13_g19402_DN3_SP6_c.t1
OG0004263	AT1G26840.1	CP7_g45322_DN3_SP7_c.t1
OG0004264	AT1G69420.1	CP9_g28535_DN3_SP8_c.t1
OG0004265	AT5G46230.1	CP13_g19890_DN3_SP0_c.t1
OG0004266	AT5G46020.1	CP13_g19918_DN3_SP8_c.t1
OG0004267	AT5G45470.1, AT5G45460.1	CP13_g19973_DN3_SP0_c.t1
OG0004269	AT2G26540.1	CP18_g11604_DN3_SP1_c.t1
OG0004270	AT1G71410.1	CP9_g28766_DN3_SP8_c.t1
OG0004271	AT1G51355.1	CP1_g37989_DN2_SP0_c.t1
OG0004273	AT1G52315.1	CP1_g37890_DN3_SP0_c.t1
OG0004274	AT4G18570.1	CP6_g6953_DN3_SP6_c.t1
OG0004275	AT4G18530.1	CP6_g6958_DN3_SP3_c.t1
OG0004277	AT4G17440.3	CP6_g7090_DN3_SP0_c.t1
OG0004278	AT3G51120.1	CP3_g14252_DN3_SP1_c.t1
OG0004279	AT4G23690.1	CP19_g18286_DN3_SP0_c.t1
OG0004280	AT4G23450.2	CP19_g18317_DN3_SP0_c.t1
OG0004281	AT5G51590.1	CP8_g53089_DN3_SP1_c.t1
OG0004282	AT4G24080.1	CP19_g18245_DN3_SP0_c.t1
OG0004285	AT4G20020.1	CP4_g26098_DN2_SP0_c.t1, CP6_g6822_DN3_SP0_c.t1
OG0004286	AT4G20880.1	CP6_g6769_DN2_SP0_c.t1
OG0004287	AT4G21110.1	CP6_g6747_DN3_SP8_c.t1
OG0004288	AT4G16850.1	CP6_g7147_DN2_SP0_c.t1
OG0004289	AT5G14290.1	CP11_g32539_DN2_SP0_c.t1
OG0004289	AT3G01740.1	CP10_g42123_DN3_SP0_c.t1
OG0004290	AT5G26110.1	CP3_g13075_DN3_SP6_c.t1, CP2_g48508_DN3_SP4_c.t1
OG0004291	AT3G63010.1	CP3_g13101_DN3_SP5_c.t1
OG0004292	AT3G61530.1	CP3_g13244_DN3_SP8_c.t1
OG0004293	AT3G61140.1	CP3_g13290_DN3_SP8_c.t1
OG0004294	AT3G59600.1	CP3_g13426_DN3_SP3_c.t1, CP7_g46348_DN3_SP5_c.t1
OG0004295	AT3G58610.1	CP3_g13496_DN3_SP8_c.t1
OG0004296	AT3G58230.1	CP3_g13520_DN3_SP0_c.t1
OG0004297	AT3G58180.1	CP3_g13523_DN3_SP8_c.t1
OG0004298	AT3G57670.1	CP3_g13584_DN3_SP8_c.t1
OG0004299	AT3G56910.1	CP3_g13661_DN3_SP0_c.t1
OG0004300	AT3G56620.1	CP3_g13688_DN3_SP3_c.t1
OG0004302	AT3G55010.1	CP3_g13847_DN3_SP8_c.t1
OG0004303	AT5G53400.1	CP8_g53304_DN3_SP2_c.t1
OG0004304	AT3G24310.1	CP12_g30820_DN3_SP5_c.t1
OG0004306	AT2G18160.1	CP10_g43700_DN3_SP0_c.t1
OG0004307	AT2G18560.1, AT2G18570.1	CP10_g43655_DN3_SP0_c.t1
OG0004308	AT2G19480.1	CP10_g43579_DN3_SP8_c.t1
OG0004310	AT2G41190.1	CP4_g24601_DN3_SP8_c.t1
OG0004312	AT2G40750.1	CP4_g24645_DN3_SP0_c.t1
OG0004313	AT2G40116.1	CP4_g24709_DN3_SP8_c.t1
OG0004314	AT2G39200.1	CP4_g24803_DN3_SP8_c.t1
OG0004315	AT2G38640.1	CP4_g24861_DN3_SP1_c.t1
OG0004316	AT2G37590.1	CP4_g24972_DN3_SP7_c.t1
OG0004317	AT4G12040.1	CP20_g4410_DN3_SP0_c.t1
OG0004318	AT2G23700.1	CP16_g55022_DN3_SP2_c.t1, CP16_g55023_DN2_SP0_c.t1
OG0004319	AT1G25260.1	CP7_g45206_DN3_SP5_c.t1
OG0004320	AT1G04445.2	CP1_g36633_DN3_SP0_c.t1
OG0004321	AT3G46240.1	CP3_g14799_DN3_SP0_c.t1
OG0004322	AT5G26700.1	CP2_g48538_DN3_SP0_c.t1
OG0004323	AT5G27820.1	CP1_g37052_DN3_SP0_c.t1, CP2_g48581_DN1_SP0_c.t1
OG0004324	AT5G27720.1	CP2_g48584_DN3_SP5_c.t1
OG0004325	AT5G27670.1	CP2_g48591_DN3_SP7_c.t1
OG0004326	AT2G47050.1	CP4_g24016_DN3_SP0_c.t1
OG0004328	AT2G46520.1	CP4_g24067_DN3_SP0_c.t1
OG0004329	AT2G46370.4	CP4_g24085_DN3_SP6_c.t1
OG0004330	AT2G46230.1, AT1G26530.1	CP4_g24099_DN3_SP5_c.t1
OG0004331	AT3G21320.1	CP12_g30488_DN3_SP0_c.t1
OG0004332	AT2G45695.1	CP4_g24155_DN3_SP8_c.t1
OG0004334	AT2G43140.2	CP4_g24413_DN3_SP4_c.t1
OG0004335	AT2G43090.1	CP4_g24418_DN3_SP0_c.t1
OG0004336	AT2G42870.1	CP4_g24441_DN3_SP0_c.t1
OG0004337	AT5G47180.1	CP13_g19773_DN3_SP8_c.t1
OG0004338	AT5G47140.1	CP13_g19779_DN3_SP1_c.t1
OG0004339	AT5G47060.1	CP13_g19787_DN3_SP6_c.t1
OG0004340	AT3G05800.1	CP10_g42576_DN3_SP0_c.t1
OG0004341	AT3G05975.1	CP10_g42600_DN1_SP0_c.t1
OG0004342	AT3G06670.2	CP10_g42676_DN3_SP8_c.t1
OG0004343	AT3G06760.2	CP10_g42683_DN2_SP6_c.t1
OG0004344	AT3G07890.1	CP10_g42801_DN3_SP8_c.t1
OG0004345	AT3G10050.1	CP10_g42969_DN3_SP2_c.t1
OG0004346	AT3G11230.2	CP10_g43088_DN3_SP8_c.t1
OG0004347	AT3G11840.1	CP10_g43147_DN2_SP1_c.t1
OG0004348	AT3G12030.1	CP10_g43168_DN3_SP0_c.t1
OG0004349	AT3G12600.1	CP10_g43217_DN3_SP7_c.t1
OG0004350	AT3G13120.1	CP10_g43269_DN3_SP8_c.t1
OG0004351	AT3G13450.1	CP10_g43309_DN3_SP6_c.t1
OG0004352	AT3G13810.2	CP10_g43346_DN3_SP6_c.t1
OG0004353	AT3G14080.1	CP10_g43376_DN3_SP8_c.t1
OG0004354	AT3G14200.1	CP10_g43390_DN3_SP3_c.t1
OG0004355	AT3G14850.2	CP10_g43452_DN3_SP4_c.t1
OG0004356	AT3G15355.1	CP12_g29872_DN3_SP1_c.t1
OG0004357	AT3G15390.1	CP12_g29876_DN3_SP0_c.t1
OG0004358	AT1G80745.1, AT3G15420.1	CP11_g32324_DN3_SP0_c.t1
OG0004359	AT3G15990.1	CP12_g29948_DN3_SP8_c.t1
OG0004360	AT2G20720.1	CP12_g29825_DN3_SP0_c.t1
OG0004361	AT3G17120.1	CP12_g30053_DN3_SP3_c.t1
OG0004362	AT3G18690.1	CP12_g30206_DN3_SP0_c.t1
OG0004363	AT3G19000.1	CP12_g30239_DN3_SP5_c.t1
OG0004364	AT3G19580.1	CP12_g30301_DN3_SP0_c.t1
OG0004365	AT3G20210.1	CP12_g30371_DN3_SP0_c.t1
OG0004366	AT3G20460.1	CP12_g30400_DN3_SP3_c.t1
OG0004367	AT3G20898.1	CP12_g30446_DN3_SP0_c.t1
OG0004368	AT3G21110.1	CP12_g30460_DN3_SP8_c.t1
OG0004369	AT3G21250.4	CP12_g30478_DN3_SP6_c.t1
OG0004370	AT5G37740.2	CP5_g1730_DN3_SP0_c.t1, CP5_g1729_DN3_SP0_c.t1, CP5_g1728_DN3_SP2_c.t1
OG0004371	AT5G37020.1	CP5_g1840_DN3_SP5_c.t1
OG0004372	AT5G48030.1	CP2_g48819_DN3_SP3_c.t1
OG0004373	AT3G23770.1	CP12_g30754_DN3_SP4_c.t1
OG0004374	AT3G23250.1	CP12_g30683_DN3_SP1_c.t1
OG0004375	AT3G22380.2	CP12_g30605_DN3_SP3_c.t1
OG0004376	AT3G21865.1	CP12_g30547_DN3_SP8_c.t1
OG0004377	AT3G21710.2	CP12_g30534_DN3_SP1_c.t1
OG0004378	AT3G21700.3	CP12_g30533_DN3_SP8_c.t1
OG0004379	AT3G21460.1	CP12_g30507_DN2_SP0_c.t1, CP12_g30508_DN3_SP0_c.t1
OG0004380	AT1G65270.1	CP9_g27685_DN3_SP3_c.t1
OG0004382	AT3G51670.1	CP3_g14201_DN3_SP8_c.t1
OG0004384	AT1G02305.1, AT1G02300.1	CP1_g36531_DN3_SP8_c.t1
OG0004385	AT1G03475.1	CP1_g36724_DN3_SP8_c.t1
OG0004387	AT1G05960.2	CP1_g36888_DN3_SP5_c.t1
OG0004388	AT1G07890.1	CP1_g37071_DN3_SP8_c.t1
OG0004389	AT3G55790.1	CP3_g13769_DN1_SP0_c.t1
