Orthogroup	Arabidopsis_thaliana	Brassica_rapa
OG0002132	AT3G28820.1, AT3G28810.1, AT3G28980.1	XP_009115148.1, XP_009109589.2
OG0002133	AT4G23670.1	XP_009123076.1, XP_009137305.1
OG0002134	AT4G34420.1	XP_009112704.1
OG0002134	AT2G15730.1	XP_009136279.1, XP_009119399.1
OG0002135	AT2G16600.1	XP_009112393.1
OG0002135	AT4G34870.1	XP_009108112.1
OG0002136	AT4G10960.1	XP_009108208.1
OG0002137	AT4G23870.1	XP_033133158.1, XP_009137456.1, XP_009137395.1
OG0002137	AT4G11020.1	XP_033140710.1
OG0002138	AT4G32500.1	XP_009125933.1
OG0002138	AT2G25600.1	XP_009117222.1
OG0002140	AT4G19960.3	XP_033129016.1
OG0002141	AT5G44820.1	XP_009101632.1
OG0002142	AT4G20360.1	XP_033134037.1, XP_009133731.2, XP_009137148.1
OG0002143	AT4G21090.1	XP_009134344.1, XP_009108515.1
OG0002144	AT4G09570.1	XP_009134149.2
OG0002144	AT1G35670.1	XP_009145120.1
OG0002145	AT3G62790.1	XP_009116939.1
OG0002146	AT2G46420.1	XP_009142644.1
OG0002146	AT3G61700.2	XP_018510353.1
OG0002147	AT3G61560.1	XP_009104316.1
OG0002147	AT2G46170.1	XP_009142682.1
OG0002148	AT3G60900.1	XP_009116767.2, XP_009104281.2
OG0002148	AT2G45470.1	XP_009143146.1
OG0002149	AT3G60280.1	XP_009138849.1, XP_009116712.1
OG0002150	AT2G41960.1	XP_009142795.1, XP_009142794.2
OG0002151	AT2G41060.1	XP_009141969.1
OG0002151	AT3G56860.1	XP_009116386.1
OG0002152	AT3G56750.1	XP_009104020.1, XP_009116374.1
OG0002152	AT2G41150.2	XP_009142726.1
OG0002153	AT3G56430.1	XP_009116346.1
OG0002153	AT2G40800.1	XP_009142708.1
OG0002154	AT2G38630.1	XP_009139258.2
OG0002155	AT3G53370.1	XP_009103859.1, XP_009139421.1, XP_009116029.1
OG0002156	AT5G53540.1	XP_009119902.1
OG0002156	AT4G27680.1	XP_009137686.1, XP_009143884.1
OG0002157	AT3G16860.1	XP_009114205.1
OG0002157	AT4G16120.1	XP_009146493.2
OG0002158	AT4G13345.4	XP_009107690.1
OG0002158	AT3G24460.1	XP_009102507.1, XP_009135895.1
OG0002159	AT3G47150.1	XP_009114178.1
OG0002160	AT1G67600.1	XP_009105303.1
OG0002160	AT1G24350.3	XP_009109836.1
OG0002161	AT1G24764.3	XP_009109860.1, XP_033131565.1, XP_009113829.2
OG0002162	AT2G18730.1	XP_009112559.2, XP_009102225.1
OG0002162	AT4G30340.1	XP_009127899.1
OG0002164	AT2G40020.4	XP_033143899.1, XP_009143259.1
OG0002165	AT2G37450.2	XP_009141664.1
OG0002165	AT2G37460.1	XP_009141663.2, XP_009143490.1
OG0002166	AT5G47160.1	XP_009101669.2
OG0002167	AT2G21240.1	XP_009140266.1
OG0002167	AT4G38910.2	XP_018508066.1, XP_009101921.2, XP_009109516.1
OG0002168	AT2G21410.1	XP_009117405.2, XP_009140276.2
OG0002168	AT4G39080.1	XP_033141615.1
OG0002169	AT4G39110.1	XP_009109497.1, XP_033128052.1, XP_009150927.2
OG0002169	AT2G21480.1	XP_009140281.2
OG0002170	AT2G22140.1	XP_009112728.1
OG0002170	AT2G21800.2	XP_033145365.1
OG0002171	AT4G10310.1	XP_009134189.2, XP_009113604.1
OG0002172	AT5G28040.1	XP_009151238.1
OG0002172	AT3G04930.1	XP_009124212.1
OG0002174	AT2G45740.1	XP_009143164.1, XP_009142360.1
OG0002174	AT1G01820.1	XP_009118837.1
OG0002175	AT5G30500.1	XP_009117119.1
OG0002175	AT4G26250.1, AT5G23790.1	XP_009118639.2, XP_009109184.1
OG0002176	AT5G26990.1	XP_009129895.2, XP_009151169.2
OG0002177	AT3G06930.2	XP_009147121.1
OG0002177	AT5G49020.1	XP_009129755.1, XP_009151707.2
OG0002178	AT5G48680.1	XP_033129713.1
OG0002178	AT3G07170.1	XP_009134954.1, XP_009147099.1
OG0002179	AT3G08640.1	XP_009123906.1
OG0002179	AT3G08630.1	XP_018514291.1
OG0002180	AT3G12130.1	XP_009146641.1
OG0002180	AT5G06770.1	XP_009120938.1, XP_009135207.1
OG0002181	AT1G48240.1	XP_009146011.1, XP_009114009.1
OG0002181	AT3G17440.1	XP_009135530.1
OG0002182	AT3G18160.3	XP_009135568.1, XP_009113491.1
OG0002182	AT1G48635.2	XP_009147951.1
OG0002184	AT3G19320.1	XP_009145802.1
OG0002184	AT1G49750.1	XP_009107284.1, XP_009145107.1
OG0002185	AT3G28920.1	XP_009111615.1, XP_009151829.2
OG0002185	AT5G39760.1	XP_009139922.1
OG0002186	AT3G22530.1	XP_009108819.1, XP_009145320.1
OG0002187	AT5G36100.1	XP_009124241.1
OG0002187	AT1G65090.2	XP_009127384.1
OG0002188	AT1G08970.1	XP_009118332.1
OG0002189	AT2G35860.1	XP_009141525.1, XP_009133050.2
OG0002190	AT2G40170.1	XP_009143240.1, XP_009133418.1
OG0002191	AT1G05580.1	XP_009119138.1
OG0002191	AT2G31910.1	XP_009141442.3, XP_009141200.1
OG0002192	AT1G10340.1	XP_009144450.1, XP_033132800.1
OG0002193	AT1G59660.1	XP_033135058.1
OG0002193	AT1G10390.1	XP_009148365.1
OG0002194	AT1G59940.2	XP_009113268.1
OG0002194	AT1G10470.1	XP_009123061.1, XP_009148373.1, XP_009144440.1
OG0002195	AT1G10930.1	XP_033133574.1, XP_009118221.2
OG0002196	AT1G12310.1	XP_009110658.1, XP_009148603.2
OG0002197	AT1G15030.1	XP_009148891.1, XP_033135640.1
OG0002197	AT2G01260.1	XP_009107126.1
OG0002198	AT1G22990.1	XP_009103208.1
OG0002198	AT1G71050.1	XP_009105774.1
OG0002199	AT1G71020.1	XP_009105770.1
OG0002199	AT1G23030.1	XP_009115567.2
OG0002200	AT1G71140.1	XP_009127850.1, XP_009104925.2, XP_009105783.1
OG0002201	AT1G62560.1, AT1G62540.2, AT1G65860.1	XP_009113068.1
OG0002202	AT5G42020.3	XP_033130354.1
OG0002202	AT5G28540.1	XP_009125214.2
OG0002203	AT4G29510.1	XP_009128628.1, XP_009137851.2
OG0002203	AT2G19670.1	XP_009102148.1
OG0002205	AT1G66120.1	XP_009127457.1
OG0002208	AT2G23130.1	XP_009117299.2
OG0002209	AT4G34300.1, AT4G33930.1	XP_009108757.1, XP_018509129.2
OG0002210	AT4G34265.3	XP_009114552.1
OG0002210	AT2G15000.4	XP_009102326.1
OG0002211	AT4G13800.1	XP_009139591.1
OG0002211	AT3G23870.1	XP_009102567.1, XP_009135869.1
OG0002212	AT1G27360.1	XP_009102986.1, XP_009113771.1
OG0002213	AT4G26850.1	XP_009109165.1
OG0002213	AT5G55120.1	XP_009127029.1
OG0002214	AT1G66940.4	XP_033131750.1
OG0002216	AT4G32380.1	XP_009108877.1
OG0002216	AT4G32375.1	XP_033133966.1
OG0002216	AT4G32370.1	XP_009126095.1
OG0002221	AT2G35240.1	XP_009141475.1, XP_009143687.1, XP_009102325.2
OG0002222	AT1G28695.1, AT1G28710.1, AT1G28700.1	XP_009120050.1
OG0002223	AT3G03341.1	XP_009119215.1
OG0002224	AT5G50020.2	XP_009134039.1
OG0002224	AT4G24630.1	XP_009109242.1, XP_009138303.1
OG0002225	AT5G14610.1	XP_018512495.1
OG0002225	AT3G01540.2	XP_009124816.1, XP_009134609.1
OG0002226	AT5G13825.1	XP_009125948.1
OG0002227	AT2G27210.1	XP_009140775.1
OG0002227	AT1G08420.1	XP_009110896.2, XP_009118376.2
OG0002228	AT2G28725.1	XP_033145183.1
OG0002228	AT1G07795.1	XP_033135886.1
OG0002229	AT2G31960.1	XP_009144023.2
OG0002229	AT1G05570.1	XP_033138568.1
OG0002230	AT1G04340.1	XP_009111112.1
OG0002230	AT5G43460.1	XP_009113985.1
OG0002231	AT1G04220.1	XP_009119325.1
OG0002231	AT5G43760.1	XP_009101767.2, XP_009123908.2
OG0002232	AT5G44280.2, AT1G03770.2	XP_009101725.1, XP_018509639.2
OG0002233	AT4G03500.1	XP_033141788.1
OG0002234	AT4G25150.1	XP_009138920.1
OG0002234	AT5G51260.1	XP_018510996.1, XP_009127318.1
OG0002235	AT4G25220.1	XP_033144027.1
OG0002235	AT1G30560.1	XP_033133506.1
OG0002236	AT5G52200.1	XP_009106864.1
OG0002237	AT2G34140.1	XP_033146330.1
OG0002239	AT2G34880.1	XP_009141408.2, XP_009141530.2
OG0002239	AT1G30810.1	XP_009107759.2, XP_009115044.1
OG0002240	AT2G35620.1	XP_009133027.1, XP_009141502.1, XP_033147583.1
OG0002241	AT1G32380.1	XP_009114890.1
OG0002241	AT2G35390.2	XP_033147156.1
OG0002242	AT5G67080.1	XP_009103457.2
OG0002242	AT3G50310.1	XP_009101744.1, XP_009115702.1
OG0002243	AT5G07320.1	XP_009122351.1, XP_009125685.1
OG0002243	AT5G61810.1	XP_009150121.1
OG0002244	AT5G60840.1	XP_033142400.1
OG0002248	AT4G13090.1	XP_009135205.1, XP_009135204.1
OG0002249	AT5G59740.1	XP_033143203.1, XP_009120490.1, XP_009126670.1
OG0002250	AT5G58680.1	XP_033138849.1
OG0002250	AT3G01400.1	XP_033143134.1
OG0002251	AT5G57580.1	XP_009120276.1
OG0002251	AT4G25800.1	XP_009139545.1
OG0002252	AT4G26260.2	XP_009124813.1
OG0002252	AT5G56640.1	XP_009126928.1
OG0002253	AT5G54810.1	XP_009120009.1
OG0002253	AT4G27070.1	XP_009137633.1
OG0002254	AT1G03060.1	XP_009118717.2, XP_033138277.1
OG0002254	AT4G02660.2	XP_033142014.1
OG0002255	AT2G16650.1	XP_033131096.1
OG0002255	AT4G21900.1	XP_009135421.1
OG0002256	AT3G11320.1	XP_009146737.2, XP_009135159.1
OG0002256	AT5G05820.1	XP_009130902.1
OG0002257	AT3G10980.1	XP_009146786.1
OG0002257	AT5G05350.1	XP_033138828.1
OG0002258	AT2G38460.1	XP_009143384.1
OG0002258	AT5G03570.3	XP_033145041.1
OG0002259	AT5G02910.1	XP_009122744.1
OG0002259	AT5G02920.1, AT5G02930.1	XP_033134638.1, XP_009113470.2
OG0002261	AT5G40860.1	XP_033145236.1
OG0002261	AT3G27210.1	XP_009129439.1, XP_009151982.1
OG0002262	AT1G80160.3	XP_009128447.1
OG0002262	AT1G15380.1	XP_009110487.1, XP_009148927.1
OG0002263	AT1G80300.1	XP_009106762.1, XP_009104454.2
OG0002263	AT1G15500.1	XP_009110479.1, XP_009148947.1
OG0002264	AT1G80720.2	XP_009106722.1
OG0002264	AT1G15870.1	XP_009149022.1
OG0002265	AT1G22170.1	XP_033130847.1
OG0002266	AT1G77740.1	XP_009128247.2
OG0002266	AT1G21980.1	XP_009110161.1
OG0002267	AT1G76940.1	XP_009106356.1
OG0002267	AT1G21320.1	XP_009149608.1, XP_009103299.1
OG0002268	AT1G76185.1	XP_009104686.2
OG0002269	AT1G75460.1	XP_009128104.1
OG0002269	AT1G19740.1	XP_009149460.1
OG0002270	AT1G19660.1	XP_009149449.1
OG0002270	AT1G75380.1	XP_009128096.1
OG0002271	AT3G60050.1	XP_009138882.1
OG0002271	AT1G55630.1	XP_009147494.1
OG0002272	AT3G13430.1	XP_009146494.1
OG0002272	AT1G55530.1	XP_009144743.1
OG0002273	AT3G13510.1	XP_009146483.1
OG0002273	AT1G55360.1	XP_009106881.1
OG0002274	AT3G23310.1	XP_009102631.1
OG0002274	AT4G14350.1	XP_009109579.1, XP_009147066.1
OG0002275	AT4G14440.1	XP_009139510.1
OG0002275	AT4G14430.1	XP_009107772.1
OG0002276	AT1G73390.1	XP_033131773.1
OG0002276	AT1G17940.1	XP_009149249.1
OG0002277	AT1G69120.1	XP_009127703.1, XP_009105010.1, XP_009105460.1
OG0002277	AT1G26310.1	XP_009109914.1
OG0002278	AT2G20630.2	XP_009117475.1
OG0002279	AT4G28750.1	XP_009129307.1, XP_009109070.1
OG0002280	AT5G40460.1	XP_033145720.1
OG0002280	AT3G27630.1	XP_009151939.1, XP_009111578.1
OG0002281	AT3G27330.1	XP_009151972.1, XP_009129424.1
OG0002281	AT5G40720.1	XP_033131894.1
OG0002282	AT1G13460.1	XP_009148646.1
OG0002282	AT3G26020.4	XP_009129571.1, XP_009152092.1
OG0002283	AT3G19570.2	XP_009111697.2
OG0002283	AT1G49890.1	XP_009107253.1, XP_009147869.1
OG0002284	AT1G52280.1	XP_009144857.1
OG0002284	AT3G16100.1	XP_009107142.1, XP_009147699.1
OG0002285	AT2G34350.1	XP_009143783.1, XP_009141376.2
OG0002285	AT2G34355.1	XP_009141377.1
OG0002287	AT4G16600.1	XP_009145691.1
OG0002287	AT2G35710.1	XP_033146294.1, XP_009143631.1
OG0002288	AT5G46680.1	XP_009128889.1
OG0002289	AT4G17350.1	XP_009136837.1, XP_009144570.1
OG0002289	AT5G47440.1	XP_009101426.1
OG0002290	AT3G10580.1, AT4G09450.1	XP_009146821.1, XP_009122731.1
OG0002291	AT3G50580.1	XP_033129911.1, XP_018513128.1
OG0002291	AT1G44191.1	XP_009107614.2
OG0002292	AT3G50140.1, AT3G50190.1	XP_009136540.1
OG0002292	AT3G50130.1	XP_009136539.1
OG0002293	AT4G23340.1	XP_009137350.1
OG0002293	AT5G51310.1	XP_009127316.1
OG0002294	AT5G44670.1	XP_009101686.1
OG0002294	AT4G20170.1	XP_009108462.2, XP_009133544.2
OG0002295	AT4G09060.2	XP_009134133.1
OG0002295	AT1G14680.1	XP_018508135.1
OG0002296	AT2G35690.1	XP_009133037.1
OG0002296	AT4G16760.1	XP_009145495.2
OG0002297	AT3G63070.1	XP_009138689.1, XP_009104411.1
OG0002298	AT2G45810.1	XP_009142369.1
OG0002298	AT3G61240.1	XP_033134584.1, XP_009104295.1
OG0002299	AT3G57200.1	XP_009116427.1
OG0002299	AT2G41451.1	XP_018514172.1
OG0002300	AT2G40790.1	XP_009116345.1
OG0002300	AT3G56420.1	XP_033146571.1, XP_033130664.1
OG0002301	AT2G40140.1	XP_009133413.2, XP_009143241.1
OG0002301	AT3G55980.2	XP_009116292.1
OG0002302	AT2G39480.1	XP_009133368.2, XP_009143311.2
OG0002302	AT3G55320.1	XP_009139181.2
OG0002303	AT3G55020.1	XP_033134471.1
OG0002305	AT4G38570.1	XP_009109544.1
OG0002305	AT1G68000.1	XP_009127592.1, XP_009105070.2, XP_009105351.1
OG0002306	AT1G05000.2	XP_018511215.1
OG0002306	AT4G03960.1	XP_009114589.1
OG0002307	AT2G21590.1	XP_009140291.1
OG0002307	AT4G39210.1	XP_009101891.1
OG0002308	AT4G39960.1	XP_009129251.1
OG0002308	AT2G22360.1	XP_009140346.1
OG0002309	AT1G36180.1	XP_009148001.1
OG0002309	AT1G36160.1	XP_009107907.1
OG0002310	AT4G10490.1	XP_009113617.1, XP_009134194.1
OG0002310	AT4G10500.1	XP_009134195.2
OG0002311	AT4G30760.1	XP_009133269.1
OG0002312	AT4G17560.1	XP_009108335.1
OG0002312	AT5G47190.1	XP_009114289.1, XP_009101442.1
OG0002313	AT5G49300.1	XP_009151727.1, XP_009129774.1
OG0002315	AT3G17650.1	XP_009135543.2, XP_009113863.1
OG0002316	AT1G48430.1	XP_009107357.1
OG0002316	AT3G17770.1	XP_009145978.2
OG0002317	AT3G17850.1	XP_009113699.2, XP_009145967.1
OG0002318	AT3G18300.1	XP_009145904.1
OG0002318	AT1G48780.1	XP_009147944.1
OG0002319	AT3G46270.2, AT3G46260.1	XP_033128550.1
OG0002320	AT1G01790.1	XP_033138006.1, XP_018510298.2, XP_033138154.1
OG0002321	AT1G01740.1	XP_018511154.1
OG0002321	AT4G00710.1	XP_009111467.1, XP_009134536.2
OG0002322	AT4G00460.2	XP_009134549.1, XP_009111482.1
OG0002323	AT4G01820.1, AT4G01830.1	XP_009121075.2, XP_009104300.2
OG0002323	AT1G02520.1, AT1G02530.1	XP_009119625.2
OG0002324	AT1G07480.3, AT1G07470.1	XP_009110942.1, XP_009118436.1
OG0002325	AT1G08880.1	XP_009148143.1, XP_009110869.1
OG0002326	AT1G10350.1	XP_018514490.1
OG0002326	AT1G59725.1	XP_009113284.2
OG0002327	AT2G02180.1	XP_009114200.1, XP_009129164.1
OG0002327	AT1G14530.2	XP_009148833.1
OG0002328	AT1G16220.1	XP_009149058.1
OG0002328	AT1G79630.1	XP_009106686.1, XP_009128377.1
OG0002329	AT1G16310.1	XP_009117768.1, XP_009149064.1
OG0002329	AT1G79520.2	XP_033131208.1
OG0002330	AT1G17470.1	XP_009110405.1, XP_009149197.1
OG0002332	AT1G74560.3	XP_009110321.1
OG0002333	AT1G72170.1	XP_009105874.1
OG0002333	AT1G22520.2	XP_009103232.1, XP_009110134.1
OG0002334	AT1G23870.1	XP_009110077.1
OG0002334	AT1G70290.1	XP_009127784.3
OG0002335	AT1G27190.1	XP_009115452.2
OG0002335	AT1G69990.1	XP_009105677.1
OG0002336	AT1G62262.1	XP_009113095.1
OG0002336	AT1G62280.1	XP_009113094.1, XP_009112689.1, XP_033143589.1
OG0002337	AT1G59960.1, AT1G59950.1	XP_009113267.1
OG0002340	AT4G34710.1	XP_033137665.1, XP_033132206.1, XP_009138322.1
OG0002341	AT4G33590.1	XP_033144167.1, XP_033134033.1
OG0002341	AT4G33600.1	XP_009108783.1
OG0002342	AT2G15530.4	XP_009119409.1, XP_009123238.1
OG0002343	AT4G31590.1	XP_009126841.2
OG0002343	AT2G24630.1	XP_009117109.1
OG0002344	AT2G24590.1	XP_009117115.1
OG0002345	AT2G24290.1	XP_033144497.1
OG0002346	AT5G55550.10	XP_009132374.1
OG0002346	AT4G26650.1	XP_009137608.1, XP_033133285.1
OG0002352	AT4G30420.2	XP_009108984.1
OG0002353	AT5G17390.1	XP_033138427.1
OG0002353	AT3G03290.1	XP_009130592.2
OG0002354	AT5G17060.1	XP_009121418.1
OG0002354	AT3G03120.1	XP_009119081.1
OG0002355	AT5G17040.1, AT5G17030.1, AT5G17050.1	XP_009126157.1
OG0002356	AT5G16650.2	XP_009121466.1, XP_018513145.1
OG0002357	AT5G15940.2	XP_018512499.1
OG0002357	AT5G04070.1	XP_009122637.1
OG0002358	AT3G02160.1	XP_009147373.1, XP_009134651.1
OG0002358	AT5G15570.1	XP_009126058.1, XP_009121560.2
OG0002359	AT5G15320.1	XP_009131459.1, XP_009121583.1
OG0002360	AT1G24270.1	XP_009113789.1, XP_009109829.1
OG0002361	AT5G25110.1	XP_009151037.1
OG0002361	AT5G10930.1	XP_009122012.2
OG0002362	AT5G64840.1	XP_009130478.1
OG0002362	AT5G09930.1	XP_009122110.1
OG0002363	AT5G08590.1	XP_009131093.1, XP_009122476.1
OG0002363	AT5G63650.1	XP_009150418.1
OG0002364	AT5G23575.1	XP_009141602.1, XP_009150890.1
OG0002364	AT5G08500.1	XP_009122457.1
OG0002365	AT5G07980.1, AT5G07940.1	XP_009125712.2, XP_033146260.1
OG0002366	AT4G02850.1	XP_033142087.1
OG0002367	AT2G29220.1	XP_009144393.1
OG0002368	AT1G05160.1	XP_009119194.1
OG0002368	AT2G32440.1	XP_009143993.1
OG0002369	AT5G43700.1	XP_009113982.2
OG0002369	AT1G04240.2	XP_009118660.1, XP_009119324.1
OG0002370	AT5G43900.3	XP_009113971.3, XP_009101754.2
OG0002370	AT1G04160.1	XP_009118665.1
OG0002371	AT1G03800.1	XP_009119488.1
OG0002371	AT5G44210.1	XP_009131504.2, XP_033140981.1
OG0002372	AT4G25680.1, AT4G25660.1	XP_009139416.1, XP_009109194.1, XP_009139388.1
OG0002375	AT2G03590.1	XP_009129083.1
OG0002376	AT5G61070.1	XP_033140412.1, XP_009130144.2
OG0002377	AT3G43740.2	XP_009124332.1
OG0002378	AT3G44280.1	XP_009123304.1
OG0002379	AT3G46830.1	XP_009149960.1
OG0002379	AT5G59150.1	XP_009126715.1, XP_009120428.1
OG0002380	AT4G31490.1, AT4G31480.3	XP_033144957.1, XP_018508955.2, XP_033133895.1
OG0002381	AT5G55400.1	XP_009132389.2
OG0002381	AT4G26700.1	XP_009142687.1
OG0002382	AT5G54630.1	XP_009127078.2
OG0002382	AT4G27240.1	XP_009143234.1
OG0002383	AT4G27440.1	XP_009143453.2, XP_009137660.1
OG0002383	AT5G54190.1	XP_009119954.1
OG0002385	AT5G06000.1	XP_009122208.1, XP_009146732.1
OG0002386	AT3G10570.1	XP_009146826.1
OG0002386	AT5G04660.1	XP_009130829.1
OG0002387	AT5G04060.1	XP_033137431.1
OG0002387	AT3G10200.2	XP_009146861.1
OG0002388	AT5G41670.1	XP_009140108.1
OG0002388	AT1G64190.1	XP_009112895.1
OG0002389	AT1G79010.1	XP_009149106.1
OG0002390	AT1G77610.1	XP_009106414.2
OG0002390	AT1G21870.1	XP_033133863.1
OG0002391	AT1G77310.1	XP_033141863.1, XP_009104627.1, XP_009106395.1
OG0002392	AT1G76270.1	XP_009106283.1
OG0002392	AT1G20550.1	XP_009149531.1
OG0002393	AT4G35570.1	XP_009138378.1, XP_009151805.1
OG0002393	AT2G17560.1	XP_009112437.1, XP_009121099.2
OG0002394	AT4G36080.1	XP_009147693.1
OG0002394	AT2G17930.1	XP_009150757.2, XP_033134487.1
OG0002395	AT3G13062.2	XP_009124707.1, XP_009135281.1
OG0002396	AT3G13772.1	XP_009135323.1, XP_009146455.1
OG0002397	AT3G13970.1	XP_009146429.1
OG0002397	AT1G54210.1	XP_009147532.1
OG0002398	AT3G15020.1	XP_033146880.1
OG0002399	AT4G34520.1	XP_009108726.1
OG0002400	AT1G53023.1	XP_033146878.1, XP_009124900.1
OG0002400	AT1G53025.2	XP_009147640.1
OG0002401	AT2G36250.1	XP_009141570.2
OG0002401	AT3G52750.1	XP_009115972.1
OG0002402	AT4G12910.1	XP_009139654.1
OG0002402	AT3G25420.1	XP_009102414.1
OG0002403	AT3G24880.1, AT3G24870.1	XP_009102451.2, XP_018513179.2
OG0002404	AT4G13560.1	XP_009107734.1, NP_001288880.1
OG0002405	AT4G14030.1	XP_033132269.1, XP_009139568.1, XP_009108086.1
OG0002405	AT4G14040.1	XP_009139566.2, XP_033132271.1
OG0002406	AT4G14716.1, AT4G14710.5	XP_009148394.1
OG0002407	AT4G14910.2	XP_009108864.1
OG0002407	AT3G22425.2	XP_009145329.3
OG0002408	AT1G17890.1	XP_009149242.2
OG0002408	AT1G73250.1	XP_009105977.2
OG0002409	AT1G18040.1	XP_009117629.1, XP_009110368.1
OG0002410	AT1G74310.1	XP_009106088.1
OG0002411	AT1G18720.1	XP_009117590.1, XP_009110323.1
OG0002411	AT1G74440.1	XP_009106108.1
OG0002412	AT1G18910.1	XP_009117578.1
OG0002412	AT1G74770.1	XP_033131375.1
OG0002413	AT1G68560.1, AT3G45940.1	XP_009105400.2, XP_009103360.2, XP_009105036.1
OG0002415	AT1G26150.1	XP_009115350.1
OG0002416	AT1G68710.3	XP_009105022.2, XP_009105419.1
OG0002416	AT1G26130.2	XP_009103078.2
OG0002417	AT1G26360.1	XP_009109917.1
OG0002417	AT1G69240.1	XP_033140924.1
OG0002418	AT1G68980.1	XP_009127695.1
OG0002418	AT1G69290.1	XP_009127717.1
OG0002419	AT4G28550.1	XP_009112668.1, XP_009102031.1
OG0002420	AT5G41310.1	XP_033145430.1
OG0002420	AT1G63640.3	XP_009112751.2, XP_009112933.2
OG0002421	AT1G56450.1	XP_009122975.1, XP_009113387.1
OG0002422	AT3G27970.1	XP_009151902.1, XP_033137197.1, XP_009129387.1
OG0002422	AT5G40310.2	XP_009140238.1
OG0002423	AT3G26810.1	XP_009129474.1
OG0002424	AT1G11510.1, AT2G20805.1, AT2G20613.1	XP_009140722.1, XP_009140153.1, XP_033142554.1
OG0002425	AT5G45930.1	XP_009128828.1
OG0002425	AT4G18480.1	XP_009136933.1, XP_009131778.1
OG0002426	AT5G45400.1	XP_009114408.1, XP_009128790.1
OG0002426	AT4G19130.2	XP_009136996.1
OG0002427	AT1G28350.1	XP_033132590.1, XP_009102915.1
OG0002428	AT5G47600.1	XP_009101464.1, XP_009101404.1
OG0002429	AT4G17410.2	XP_009144551.1
OG0002429	AT5G47430.6	XP_009114280.1
OG0002430	AT4G11380.2	XP_009108173.1
OG0002430	AT4G23460.1	XP_009137353.1
OG0002431	AT3G05570.1	XP_009147223.1
OG0002432	AT4G22810.1	XP_033144312.1, XP_033143989.1
OG0002434	AT4G22590.1	XP_009137266.1, XP_009136013.1
OG0002435	AT4G12590.1	XP_009114611.1
OG0002436	AT4G22290.1	XP_009137247.1, XP_009135776.1
OG0002437	AT5G44785.2	XP_009101638.1
OG0002437	AT4G20010.1	XP_009137032.1
OG0002438	AT4G20920.2	XP_033130185.1
OG0002438	AT4G20910.1	XP_009134095.1
OG0002440	AT4G05400.1	XP_009114483.1
OG0002440	AT4G21140.1	XP_009134406.2
OG0002441	AT4G21534.1	XP_009108497.1
OG0002441	AT4G21540.1	XP_009137195.2
OG0002442	AT4G21640.1, AT4G21630.1	XP_033142729.1, XP_009135013.1
OG0002443	AT3G45140.1	XP_009105077.2, XP_009105072.2, XP_033131672.1, XP_033131671.1, XP_009127328.2, XP_009104416.3
OG0002444	AT5G03780.1	XP_009111833.1, XP_009151630.1
OG0002445	AT1G60880.1, AT1G60920.1	XP_033136614.1
OG0002446	AT3G61180.1	XP_009116780.1
OG0002447	AT2G43630.1	XP_009142217.1
OG0002447	AT3G59640.1	XP_009116631.1
OG0002448	AT1G48175.1	XP_009107387.2, XP_018509308.1
OG0002449	AT3G57880.1, AT1G51570.1	XP_009104078.2, XP_009139005.1
OG0002450	AT2G41770.1	XP_009142776.1, XP_009133511.2
OG0002451	AT2G41340.1	XP_009141984.1
OG0002451	AT3G57080.1	XP_009116415.1
OG0002453	AT3G54250.1	XP_009139253.1
OG0002453	AT2G38700.1	XP_009116111.1
OG0002454	AT3G53340.1	XP_033137092.1
OG0002454	AT2G37060.1	XP_009141626.1, XP_009133115.1
OG0002455	AT3G53310.1	XP_009116025.1, XP_009103858.2, XP_009138339.1
OG0002456	AT2G36060.2	XP_009115953.1
OG0002456	AT3G52560.4	XP_009144723.1, XP_009139445.1
OG0002457	AT2G17990.3	XP_009150753.1, XP_009102292.1
OG0002458	AT2G18360.1	XP_009150734.1
OG0002458	AT4G36610.1	XP_009143412.1
OG0002459	AT2G18620.1	XP_009114700.1
OG0002459	AT4G36810.1	XP_009141710.1
OG0002461	AT4G29190.1	XP_009128959.1, XP_009137834.2, XP_033133068.1
OG0002461	AT2G19810.1	XP_009102134.1
OG0002462	AT2G40600.1	XP_009141923.2
OG0002464	AT4G23000.1	XP_033143964.1
OG0002464	AT4G11800.1	XP_009128650.2, XP_009102715.1
OG0002465	AT4G37100.1	XP_009139866.1
OG0002465	AT2G23520.1	XP_009140467.1
OG0002466	AT1G34060.1	XP_009107936.1
OG0002466	AT1G34040.1	XP_009114765.1
OG0002467	AT4G12110.1	XP_009128630.2
OG0002467	AT4G22756.1	XP_009136152.2
OG0002468	AT5G26250.1	XP_009151134.1
OG0002468	AT3G05960.1	XP_009134865.2, XP_009124947.2, XP_009129619.1
OG0002470	AT2G44470.3	XP_009143033.1
OG0002470	AT2G44460.1	XP_033148313.1
OG0002471	AT2G17740.1	XP_009143017.1
OG0002471	AT2G44370.1	XP_009142258.1
OG0002472	AT2G43480.1	XP_009142195.1
OG0002472	AT5G24070.1	XP_009150933.1
OG0002473	AT3G04600.1	XP_009134772.1
OG0002474	AT3G04620.1	XP_009111897.1, XP_009151257.1
OG0002475	AT3G05880.1	XP_009134854.1, XP_009123629.1
OG0002475	AT3G05890.1	XP_009124956.1
OG0002476	AT3G08730.1	XP_009146985.1, XP_009123856.1
OG0002476	AT3G08720.1	XP_009146986.1
