Orthogroup	Arabidopsis_thaliana	Cardamine_hirsuta
OG0001146	AT4G28480.1	CARHR236250
OG0001148	AT3G30390.1	CARHR153490
OG0001148	AT5G38820.2	CARHR263850
OG0001149	AT5G46430.1	CARHR175330, CARHR224850
OG0001150	AT3G61630.1	CARHR171960
OG0001150	AT2G46310.1	CARHR141590
OG0001151	AT2G45120.1	CARHR140350
OG0001151	AT3G60580.1	CARHR170970
OG0001152	AT2G43460.1	CARHR169940, CARHR138530
OG0001153	AT3G56320.1	CARHR153050, CARHR166470
OG0001153	AT2G40520.1	CARHR135630
OG0001154	AT2G21600.1	CARHR112550
OG0001154	AT4G39220.1	CARHR247480
OG0001156	AT3G04920.1	CARHR079200
OG0001156	AT5G28060.1	CARHR185000
OG0001157	AT2G46760.1	CARHR142100
OG0001157	AT2G46750.1	CARHR142070
OG0001157	AT2G46740.1	CARHR152160
OG0001158	AT3G46530.1	CARHR154990
OG0001159	AT1G54620.1	CARHR055710
OG0001160	AT5G18190.1	CARHR194870
OG0001160	AT3G03940.1	CARHR078070
OG0001161	AT3G04120.1	CARHR013790, CARHR078250
OG0001162	AT1G12240.1	CARHR012540
OG0001162	AT1G62660.1	CARHR049230
OG0001163	AT1G14230.1	CARHR014660
OG0001163	AT1G14240.1	CARHR014650
OG0001163	AT1G14250.1	CARHR014670
OG0001164	AT1G77660.1	CARHR071160
OG0001164	AT1G21920.1	CARHR022270
OG0001166	AT3G18280.2	CARHR093640
OG0001166	AT1G48750.1	CARHR038680
OG0001167	AT4G12890.1	CARHR218200
OG0001167	AT4G12870.1	CARHR151350
OG0001168	AT4G34640.1	CARHR242950
OG0001169	AT4G33430.2	CARHR241480
OG0001169	AT2G13800.1, AT2G13790.1	CARHR104720
OG0001170	AT5G03060.1	CARHR232130
OG0001170	AT4G11100.1	CARHR255500
OG0001171	AT4G30070.1	CARHR237970
OG0001174	AT4G11920.1	CARHR254350
OG0001174	AT4G22910.1	CARHR229950
OG0001175	AT5G15800.2	CARHR197530
OG0001175	AT3G02310.1	CARHR076290
OG0001176	AT3G02250.1	CARHR076220
OG0001176	AT5G15740.1	CARHR197590
OG0001177	AT5G12180.1	CARHR200940
OG0001177	AT5G19360.1	CARHR193600
OG0001178	AT5G09960.1	CARHR203370
OG0001178	AT5G64850.1	CARHR278860
OG0001179	AT5G64560.1	CARHR278530
OG0001179	AT5G09720.1, AT5G09690.2	CARHR203690
OG0001180	AT2G31780.1, AT2G31770.1, AT2G31760.1	CARHR125480, CARHR125450
OG0001181	AT2G14060.1	CARHR035880
OG0001181	AT3G21950.2	CARHR062000
OG0001182	AT5G42990.1	CARHR181030
OG0001182	AT1G45050.1	CARHR036200
OG0001182	AT1G75440.1	CARHR068840
OG0001183	AT1G29370.1, AT1G29350.1	CARHR028700
OG0001184	AT2G35600.1	CARHR129780
OG0001184	AT1G31880.2, AT2G21030.1	CARHR031220
OG0001185	AT5G65800.1	CARHR279800
OG0001185	AT3G49700.1	CARHR158770
OG0001186	AT5G23660.1	CARHR189890
OG0001186	AT3G48740.1	CARHR157480
OG0001187	AT3G17155.1, AT3G16895.1	CARHR030920
OG0001187	AT5G19175.1, AT5G19172.1	CARHR149470
OG0001188	AT3G01185.1	CARHR112790, CARHR112800
OG0001189	AT5G19580.1	CARHR193320
OG0001189	AT1G67290.1	CARHR059770
OG0001190	AT4G27585.1	CARHR235280
OG0001190	AT5G54100.1	CARHR267300
OG0001191	AT5G54160.1	CARHR267360
OG0001192	AT1G76160.1	CARHR069710
OG0001192	AT1G21860.1, AT1G21850.1	CARHR022200
OG0001193	AT1G56110.1	CARHR045860
OG0001193	AT3G12860.1	CARHR087380
OG0001194	AT1G74710.2	CARHR068010
OG0001195	AT2G05070.1, AT2G05100.2	CARHR103000
OG0001196	AT5G40930.1	CARHR213480
OG0001197	AT3G13020.1	CARHR087580
OG0001197	AT3G13030.1	CARHR087590
OG0001199	AT4G17870.1	CARHR224590
OG0001199	AT5G46790.1	CARHR174710
OG0001200	AT4G17470.1	CARHR224080
OG0001200	AT4G17480.1	CARHR224100
OG0001201	AT4G22220.1	CARHR229120
OG0001201	AT3G01020.1	CARHR057210
OG0001202	AT4G16765.1	CARHR223340, CARHR223350
OG0001202	AT4G16770.1	CARHR223380, CARHR223370
OG0001203	AT3G51160.1	CARHR160760
OG0001203	AT5G66280.1	CARHR281430
OG0001204	AT3G61260.1	CARHR171560
OG0001204	AT2G45820.1	CARHR141090
OG0001205	AT2G44160.1	CARHR139330
OG0001205	AT3G59970.3	CARHR170290
OG0001206	AT3G59180.1	CARHR111990
OG0001207	AT3G58120.1	CARHR168470
OG0001207	AT2G42380.2	CARHR137430
OG0001208	AT2G41980.1	CARHR137100
OG0001208	AT3G58040.1	CARHR168360
OG0001209	AT3G57930.1	CARHR168230
OG0001209	AT2G42190.1	CARHR137230
OG0001210	AT2G37210.2	CARHR132380
OG0001210	AT3G53450.1	CARHR163350
OG0001211	AT4G29410.1	CARHR237230
OG0001211	AT2G19730.1	CARHR110180
OG0001212	AT4G03160.1	CARHR135110, CARHR135120
OG0001213	AT3G05450.1	CARHR079790, CARHR079820
OG0001214	AT3G06750.1	CARHR081370
OG0001214	AT5G49280.1	CARHR182320
OG0001215	AT3G09360.1	CARHR083720
OG0001215	AT2G01280.1	CARHR248300
OG0001216	AT3G18820.1	CARHR094230
OG0001216	AT1G49300.1	CARHR039290
OG0001217	AT4G26010.2, AT1G34510.1	CARHR233520, CARHR233530
OG0001218	AT4G10265.1	CARHR032790
OG0001218	AT4G10270.1	CARHR256510
OG0001219	AT5G08730.1	CARHR035670, CARHR204280
OG0001220	AT4G31180.1	CARHR239090
OG0001220	AT4G26870.1	CARHR112510
OG0001222	AT2G17880.1	CARHR108380
OG0001222	AT4G36040.1	CARHR244440
OG0001223	AT1G26680.4	CARHR025280
OG0001225	AT4G22610.1	CARHR229410
OG0001231	AT3G03110.1	CARHR077130
OG0001231	AT5G17020.1	CARHR196150
OG0001232	AT5G14920.1	CARHR198420
OG0001232	AT1G75750.1	CARHR069150
OG0001233	AT2G22890.1, AT1G62190.1	CARHR049940
OG0001233	AT4G27030.1	CARHR234700
OG0001234	AT5G25100.2	CARHR188400
OG0001234	AT5G10840.1	CARHR202440
OG0001235	AT5G08570.1	CARHR204390
OG0001235	AT5G63680.1	CARHR277590
OG0001236	AT3G07590.1	CARHR082290
OG0001236	AT4G02840.2	CARHR251210
OG0001237	AT2G29260.1	CARHR122520
OG0001237	AT5G06060.1	CARHR207170
OG0001238	AT1G64900.1	CARHR057170
OG0001238	AT1G64940.1, AT1G64950.1, AT2G12190.1, AT1G64930.1	CARHR056310
OG0001240	AT1G04800.1	CARHR004190
OG0001240	AT2G32690.1	CARHR126580
OG0001241	AT1G04810.1	CARHR004200, CARHR004210
OG0001241	AT2G32730.1	CARHR126620
OG0001242	AT1G29020.2	CARHR028220, CARHR028210
OG0001242	AT2G34030.1	CARHR128110
OG0001243	AT5G28030.1	CARHR184970
OG0001243	AT5G28020.1	CARHR185660, CARHR185650, CARHR185640
OG0001244	AT5G67560.1	CARHR280030
OG0001244	AT3G49870.1	CARHR158950
OG0001245	AT5G63750.1, AT5G63760.1	CARHR277670
OG0001245	AT5G63730.1	CARHR277660
OG0001246	AT1G67430.1	CARHR059970
OG0001247	AT5G61780.1	CARHR275540
OG0001247	AT5G07350.2	CARHR205800
OG0001248	AT5G22060.1	CARHR191470
OG0001248	AT3G44110.1	CARHR152900
OG0001249	AT5G58380.1	CARHR272220
OG0001249	AT5G07070.1	CARHR206080
OG0001251	AT5G54095.1	CARHR267290
OG0001252	AT4G02480.1	CARHR250770
OG0001252	AT1G02890.1	CARHR002240
OG0001253	AT4G02740.2	CARHR251080
OG0001254	AT3G09710.2	CARHR084130
OG0001254	AT5G03040.1	CARHR210280
OG0001255	AT5G02840.1	CARHR210490
OG0001255	AT3G09600.1	CARHR084010
OG0001256	AT1G78880.1	CARHR072460
OG0001256	AT1G16860.1	CARHR017330
OG0001257	AT1G76810.1	CARHR070350
OG0001257	AT1G21160.1	CARHR021610
OG0001257	AT1G76820.1	CARHR021620
OG0001258	AT1G75290.2	CARHR068630
OG0001258	AT1G75280.1	CARHR068620
OG0001259	AT1G75220.1	CARHR068550
OG0001259	AT1G19450.1	CARHR020030
OG0001260	AT2G17390.1	CARHR107550
OG0001260	AT4G35450.5	CARHR243760
OG0001261	AT2G17700.1	CARHR107970
OG0001262	AT1G55570.1	CARHR045270
OG0001262	AT3G13390.1	CARHR088000
OG0001263	AT2G36320.1	CARHR130610
OG0001264	AT4G12860.1	CARHR218190
OG0001264	AT3G07490.1	CARHR082140
OG0001265	AT3G22630.1	CARHR098490
OG0001265	AT4G14800.2	CARHR221350
OG0001266	AT1G18835.1	CARHR019470
OG0001266	AT1G74660.1	CARHR067950
OG0001267	AT4G29700.1	CARHR237560, CARHR237550
OG0001267	AT4G29690.1	CARHR237540
OG0001268	AT1G68907.1	CARHR061770
OG0001268	AT1G68905.1	CARHR061760
OG0001270	AT1G50370.1	CARHR040390
OG0001271	AT1G50400.1	CARHR040410
OG0001271	AT3G20000.1	CARHR095530
OG0001272	AT1G50410.1	CARHR040420
OG0001272	AT3G20010.1	CARHR095540
OG0001273	AT4G11220.1	CARHR255360
OG0001273	AT4G23630.1	CARHR231000
OG0001274	AT1G04170.1	CARHR003510
OG0001276	AT4G21940.2	CARHR228740
OG0001276	AT4G04720.1, AT4G04740.2	CARHR252820
OG0001277	AT4G04890.1	CARHR252660
OG0001277	AT4G21750.1	CARHR228490
OG0001278	AT2G45900.1	CARHR141180
OG0001278	AT3G61380.1	CARHR171720
OG0001279	AT3G59920.1	CARHR170250
OG0001279	AT2G44100.1	CARHR181850, CARHR139260
OG0001280	AT2G42520.1	CARHR137600
OG0001280	AT3G58510.1	CARHR168910
OG0001282	AT3G57890.2	CARHR168200
OG0001282	AT2G42230.2	CARHR137270
OG0001283	AT3G08510.1	CARHR082830
OG0001283	AT3G55940.1	CARHR166020
OG0001284	AT3G55610.1	CARHR165670
OG0001284	AT2G39800.1	CARHR134680
OG0001285	AT5G53090.1	CARHR266110
OG0001285	AT5G53100.1	CARHR266120
OG0001285	AT4G27760.1	CARHR235490
OG0001286	AT2G37040.1	CARHR131540
OG0001286	AT3G53260.1	CARHR289320
OG0001287	AT2G18080.1	CARHR108560
OG0001287	AT4G36190.1, AT4G36195.1	CARHR244600
OG0001288	AT2G24530.1	CARHR117510
OG0001288	AT4G31440.1	CARHR239320
OG0001289	AT2G44570.1	CARHR139770
OG0001289	AT2G44560.1, AT2G44540.1, AT2G44550.1	CARHR139760
OG0001290	AT3G07470.1	CARHR082120
OG0001291	AT3G15740.1	CARHR208060
OG0001292	AT3G16660.2	CARHR091910
OG0001292	AT3G16670.1	CARHR091920, CARHR150150, CARHR150160, CARHR091930
OG0001295	AT1G17520.2	CARHR018120
OG0001295	AT1G72740.1	CARHR065660
OG0001296	AT5G38180.1, AT5G38197.1, AT5G38195.1	CARHR214500
OG0001296	AT5G38160.1, AT5G38170.1	CARHR214580
OG0001297	AT3G28930.1, AT3G28940.1	CARHR152000
OG0001298	AT1G24600.1	CARHR026470
OG0001298	AT1G67920.1	CARHR060560
OG0001299	AT2G34500.1	CARHR128590
OG0001299	AT2G28850.1, AT2G28860.1	CARHR122010
OG0001299	AT2G34490.1	CARHR128580
OG0001300	AT3G09455.1, AT5G02502.1	CARHR083870
OG0001300	AT3G12587.1	CARHR087090
OG0001301	AT5G46890.1, AT5G46900.1	CARHR174530
OG0001303	AT3G46160.1, AT2G18530.1	CARHR154240, CARHR154540, CARHR154560, CARHR154230
OG0001305	AT1G14910.1	CARHR015450
OG0001305	AT2G01600.1	CARHR144150
OG0001306	AT3G01040.2	CARHR076030
OG0001306	AT5G15470.1	CARHR197850
OG0001307	AT3G01310.1	CARHR075720
OG0001307	AT5G15070.2	CARHR198250
OG0001308	AT5G11170.1, AT5G11200.2	CARHR288950
OG0001309	AT5G08200.1	CARHR215540, CARHR204980
OG0001309	AT5G23130.1	CARHR190400
OG0001310	AT1G07900.1	CARHR007710
OG0001310	AT2G28500.1	CARHR121500
OG0001311	AT1G05870.1	CARHR005410
OG0001311	AT2G31560.1	CARHR125210
OG0001312	AT2G34160.1	CARHR128250
OG0001312	AT1G29250.1	CARHR028520
OG0001313	AT3G20555.1	CARHR292130, CARHR038380
OG0001314	AT1G14380.1	CARHR014820
OG0001315	AT1G13830.2	CARHR014220
OG0001315	AT2G03505.1	CARHR145850
OG0001316	AT5G61840.1	CARHR275600
OG0001316	AT1G27440.1	CARHR027040
OG0001317	AT5G23680.1	CARHR189880
OG0001317	AT3G48800.1	CARHR157610
OG0001318	AT5G60300.3	CARHR273970
OG0001319	AT5G59780.3	CARHR273360
OG0001319	AT3G46130.1	CARHR154470
OG0001320	AT5G56820.1	CARHR270570
OG0001321	AT5G55660.1	CARHR268980
OG0001321	AT4G26630.1	CARHR234220
OG0001322	AT3G61220.3	CARHR171520
OG0001322	AT1G01800.1	CARHR000520
OG0001322	AT2G24190.2	CARHR118010, CARHR118000
OG0001323	AT5G06480.1	CARHR206710
OG0001323	AT3G11780.2	CARHR086340
OG0001324	AT5G06230.1	CARHR206930
OG0001324	AT3G11570.1	CARHR086120
OG0001325	AT5G06200.1	CARHR206900
OG0001325	AT3G11550.1	CARHR086100
OG0001326	AT5G04870.1	CARHR208410
OG0001326	AT3G10660.1	CARHR085240
OG0001327	AT5G41685.1	CARHR272970
OG0001327	AT1G64220.1	CARHR046710
OG0001328	AT1G78960.1	CARHR072600, CARHR072630
OG0001329	AT1G77440.1	CARHR022080, CARHR070960
OG0001329	AT1G21720.1	CARHR022090
OG0001330	AT1G21540.1	CARHR021910
OG0001330	AT1G77240.1	CARHR070710
OG0001331	AT1G55680.1	CARHR234030, CARHR045360
OG0001331	AT3G13340.1	CARHR087950
OG0001332	AT1G54200.1	CARHR044570
OG0001332	AT3G13980.1	CARHR088800
OG0001334	AT4G14240.1	CARHR220360
OG0001334	AT4G14230.1	CARHR220350
OG0001335	AT3G22930.1	CARHR221000, CARHR098870
OG0001336	AT4G14660.1	CARHR221020
OG0001336	AT3G22900.1	CARHR098850, CARHR098840
OG0001337	AT4G14815.1	CARHR221370
OG0001338	AT1G73150.1	CARHR066120
OG0001338	AT1G17790.1	CARHR018400
OG0001339	AT1G13260.1	CARHR013640
OG0001339	AT3G25730.1	CARHR146650
OG0001340	AT5G45830.1	CARHR176140
OG0001340	AT4G18660.1	CARHR225520
OG0001341	AT5G45500.1	CARHR176530
OG0001342	AT5G45340.1	CARHR176730
OG0001342	AT4G19230.2	CARHR226140
OG0001343	AT4G19600.1	CARHR226390
OG0001343	AT5G45190.2	CARHR177350
OG0001344	AT1G51420.2	CARHR041600
OG0001344	AT2G35840.1	CARHR130100
OG0001345	AT1G52570.1	CARHR042700
OG0001345	AT3G15730.1	CARHR090840
OG0001346	AT1G52880.1	CARHR043100
OG0001346	AT3G15510.1	CARHR090560
OG0001347	AT4G18905.2, AT4G18900.1	CARHR225780
OG0001347	AT4G35370.1	CARHR243680
OG0001348	AT3G50920.1	CARHR160490
OG0001348	AT5G66450.3	CARHR281300
OG0001349	AT4G11140.1	CARHR255440
OG0001349	AT4G23750.1	CARHR231150
OG0001350	AT4G22770.1	CARHR229740
OG0001350	AT4G12080.1	CARHR254140, CARHR184900, CARHR229750, CARHR254150
OG0001351	AT4G20840.1	CARHR227380
OG0001351	AT4G20830.1	CARHR227370
OG0001352	AT3G25170.1	CARHR101510
OG0001352	AT2G19040.1, AT2G19045.1, AT2G19030.1, AT2G19020.1	CARHR109540, CARHR105300
OG0001353	AT3G62650.1	CARHR172920
OG0001353	AT2G47485.1	CARHR142880
OG0001355	AT3G10950.1	CARHR085530, CARHR129340
OG0001356	AT3G60120.1	CARHR170430
OG0001357	AT2G42680.1	CARHR137790
OG0001358	AT3G56960.1	CARHR167110
OG0001358	AT2G41210.1	CARHR136290
OG0001359	AT3G56700.2	CARHR166840
OG0001360	AT5G38830.1	CARHR263790
OG0001362	AT5G48655.1	CARHR183280
OG0001362	AT3G07200.1	CARHR081850
OG0001364	AT1G34760.1	CARHR034010
OG0001364	AT1G22300.1	CARHR022680
OG0001365	AT1G32850.1	CARHR032190
OG0001365	AT4G10590.1, AT4G10570.1	CARHR256010
OG0001366	AT3G05420.2	CARHR079760
OG0001366	AT5G27630.3	CARHR186160
OG0001368	AT3G58810.1	CARHR169240
OG0001368	AT2G46800.1	CARHR142140
OG0001369	AT2G43700.1	CARHR138890
OG0001371	AT3G04080.1	CARHR078210
OG0001371	AT5G18280.1	CARHR194770
OG0001372	AT3G04510.1	CARHR078700
OG0001373	AT5G26120.1	CARHR208230
OG0001373	AT3G10740.2	CARHR085320
OG0001375	AT3G14840.2	CARHR089780, CARHR105580
OG0001376	AT3G15210.1	CARHR090200
OG0001376	AT1G53170.1	CARHR043400
OG0001377	AT1G48440.1	CARHR038060
OG0001377	AT3G17780.1	CARHR093130
OG0001378	AT5G12980.1	CARHR200480
OG0001378	AT3G20800.1	CARHR096640
OG0001379	AT1G51360.1	CARHR041440
OG0001379	AT2G31670.1	CARHR125300
OG0001380	AT5G18330.1, AT5G18340.1, AT5G18320.1	CARHR194740
OG0001381	AT1G60940.1	CARHR051960
OG0001381	AT1G10940.2	CARHR011160
OG0001382	AT1G14500.1	CARHR014950
OG0001384	AT1G23310.1	CARHR023760
OG0001385	AT4G37150.1	CARHR245360
OG0001387	AT4G33905.1	CARHR241990
OG0001387	AT2G14860.1	CARHR284870
OG0001389	AT3G16390.1, AT3G16400.1	CARHR091610
OG0001390	AT3G23010.1	CARHR105500
OG0001390	AT3G23110.1	CARHR118120
OG0001392	AT5G19100.1	CARHR193880
OG0001396	AT5G54500.2	CARHR234920
OG0001397	AT4G27320.1	CARHR234970
OG0001397	AT5G54430.3	CARHR267720
OG0001398	AT4G01970.2	CARHR249710, CARHR249700
OG0001398	AT5G40390.1	CARHR261630
OG0001399	AT3G03780.1	CARHR077850
OG0001399	AT5G17920.1	CARHR195200
OG0001400	AT5G39850.1	CARHR262380
OG0001400	AT5G15200.1	CARHR198110
OG0001401	AT5G12350.1	CARHR200760
OG0001401	AT5G19420.2	CARHR193530
OG0001402	AT5G11060.1	CARHR202230
OG0001402	AT5G25220.1	CARHR188260
OG0001403	AT5G09870.1	CARHR203480
OG0001403	AT5G64740.1	CARHR278730
OG0001404	AT5G08300.1	CARHR204830
OG0001404	AT5G23250.1	CARHR190290
OG0001405	AT2G28680.1	CARHR121790
OG0001405	AT1G07750.1	CARHR007580
OG0001406	AT1G07170.1	CARHR006880
OG0001407	AT2G30050.1	CARHR123350
OG0001407	AT3G01340.1	CARHR075640
OG0001408	AT2G30840.1	CARHR124300
OG0001409	AT2G30950.4	CARHR124470
OG0001409	AT1G06430.1	CARHR006040
OG0001410	AT1G05210.1	CARHR004690
OG0001410	AT2G32380.1	CARHR126200
OG0001411	AT1G47128.1	CARHR036680
OG0001411	AT5G43060.1	CARHR180940
OG0001412	AT2G34310.1	CARHR128380
OG0001412	AT1G29530.1	CARHR028920
OG0001413	AT1G32100.1	CARHR031450
OG0001413	AT4G13660.1	CARHR219430
OG0001414	AT3G49850.1	CARHR158940
OG0001414	AT5G67580.1	CARHR280010
OG0001415	AT5G65810.1	CARHR279820
OG0001415	AT3G49720.1	CARHR158790
OG0001416	AT5G63510.2	CARHR277360
OG0001416	AT3G48680.1	CARHR157440
OG0001417	AT5G59270.2	CARHR285270
OG0001418	AT2G14610.1	CARHR105210
OG0001419	AT5G55990.1	CARHR269360
OG0001419	AT4G26570.2	CARHR234150
OG0001421	AT5G05040.1, AT5G05060.1	CARHR208050
OG0001422	AT5G01610.1	CARHR211960
OG0001422	AT3G08890.1	CARHR083220
OG0001423	AT3G27430.2	CARHR148800
OG0001423	AT5G40580.1	CARHR261400
OG0001425	AT4G35310.1	CARHR243640
OG0001425	AT2G17290.1	CARHR107400
OG0001426	AT3G13320.1	CARHR087930
OG0001426	AT1G55730.1	CARHR045380
OG0001427	AT1G55560.1	CARHR045260
OG0001427	AT3G13400.1	CARHR088010
OG0001428	AT3G53020.1	CARHR162910
OG0001429	AT4G27840.1	CARHR235550
OG0001429	AT5G52990.1	CARHR265980
OG0001430	AT4G24260.1	CARHR231680
OG0001430	AT5G49720.1	CARHR259060
OG0001431	AT2G25370.1	CARHR116080
OG0001431	AT5G37560.1, AT2G21420.1	CARHR112330
OG0001431	AT3G45470.1	CARHR150220
OG0001432	AT1G26920.1	CARHR025020
OG0001432	AT1G69760.1	CARHR062830
OG0001433	AT4G18800.1	CARHR225650
OG0001433	AT5G45750.1	CARHR176230
OG0001434	AT4G19640.1	CARHR226440
OG0001434	AT5G45130.2	CARHR177440
OG0001435	AT3G20060.1	CARHR095590
OG0001435	AT1G50490.1	CARHR040490
OG0001436	AT1G52540.1	CARHR042640
OG0001436	AT3G15890.1	CARHR091000
OG0001437	AT5G47000.1	CARHR174470
OG0001437	AT4G17690.1	CARHR224410
OG0001438	AT4G17486.1	CARHR224140
OG0001438	AT5G47310.1	CARHR174080
OG0001439	AT4G11180.1	CARHR255390
OG0001439	AT4G11210.1, AT4G11190.1	CARHR255370
OG0001440	AT4G35270.1	CARHR243590
OG0001440	AT2G17150.1	CARHR293470
OG0001441	AT4G04020.1	CARHR253420
OG0001441	AT4G22240.1	CARHR229130
OG0001442	AT4G04610.1	CARHR252940
OG0001442	AT4G21990.1	CARHR228800
OG0001443	AT4G20990.1	CARHR227540
OG0001443	AT4G21000.1	CARHR227550
OG0001444	AT4G23710.1	CARHR231100
OG0001444	AT3G01390.1	CARHR075580
OG0001446	AT2G35310.1	CARHR106010
OG0001446	AT5G09780.1	CARHR037480, CARHR291980
OG0001447	AT3G59580.1	CARHR169970
OG0001447	AT2G43500.2	CARHR138590
OG0001448	AT2G22620.1	CARHR113840
OG0001448	AT4G37950.1	CARHR246370
OG0001449	AT3G59070.1	CARHR169490
OG0001450	AT2G41860.1	CARHR136950
OG0001450	AT3G57530.1	CARHR167750
OG0001451	AT2G41490.1	CARHR136610
OG0001451	AT3G57220.1	CARHR167400
OG0001452	AT3G55646.1	CARHR165710
OG0001452	AT2G39855.1	CARHR134770
OG0001453	AT2G22170.1	CARHR113320
OG0001453	AT4G39730.1	CARHR246990
OG0001454	AT2G37940.1	CARHR132490
OG0001454	AT3G54020.1	CARHR163920
OG0001455	AT3G53710.1	CARHR163600
OG0001455	AT2G37550.1	CARHR132060
OG0001456	AT3G16870.1	CARHR092140
OG0001456	AT4G16141.1	CARHR222430
OG0001458	AT2G19190.1	CARHR109670
OG0001458	AT2G19210.1	CARHR109690
OG0001458	AT2G19230.1	CARHR109680
OG0001459	AT2G19350.1	CARHR109800
OG0001459	AT4G29850.1	CARHR237750
OG0001460	AT4G29730.1	CARHR237580
OG0001461	AT2G39330.2	CARHR134070
OG0001461	AT2G39310.1	CARHR101960
OG0001462	AT2G38430.1	CARHR133090, CARHR133100
OG0001463	AT3G12000.1	CARHR086560
OG0001464	AT4G12320.1, AT4G12310.1	CARHR253940
OG0001464	AT4G12300.1	CARHR253950
OG0001465	AT2G21330.1	CARHR112210
OG0001465	AT4G38970.1	CARHR247800
OG0001466	AT2G22330.2	CARHR113560
OG0001466	AT4G39950.2	CARHR246750
OG0001467	AT2G23620.1	CARHR263840, CARHR114730
OG0001467	AT2G23590.1, AT2G23600.2	CARHR114720
OG0001468	AT4G36820.1	CARHR245180
OG0001468	AT2G23790.1	CARHR184820
OG0001469	AT4G31020.1	CARHR238940
OG0001470	AT1G34190.1	CARHR033700
OG0001470	AT1G34180.2	CARHR033690
OG0001471	AT5G26860.1	CARHR186670
OG0001472	AT3G05610.1	CARHR080040
OG0001472	AT5G27870.1	CARHR186350
OG0001473	AT3G05580.1	CARHR080010
OG0001474	AT2G20340.1	CARHR110870
OG0001475	AT3G59900.1	CARHR170230
OG0001475	AT2G44080.1	CARHR139250
OG0001477	AT5G49620.2	CARHR185560
OG0001477	AT3G06490.1	CARHR081020
OG0001478	AT3G21351.1	CARHR097300, CARHR097280
OG0001478	AT1G51913.1	CARHR042050
OG0001479	AT1G10290.1	CARHR010390
OG0001479	AT1G59610.1	CARHR283780
OG0001480	AT1G62880.1	CARHR048870
OG0001480	AT1G12340.1, AT1G12390.1	CARHR012680
OG0001481	AT1G16110.1	CARHR016610
OG0001482	AT5G49945.1	CARHR216310, CARHR258770
OG0001482	AT4G24330.1	CARHR231760
OG0001483	AT1G20630.1	CARHR021090
OG0001483	AT4G35090.1	CARHR243370
OG0001484	AT1G22985.1	CARHR023360
OG0001484	AT1G71130.1	CARHR064420
OG0001485	AT5G44380.2	CARHR178720
OG0001485	AT5G44400.1	CARHR178670
OG0001486	AT4G31170.1	CARHR239080
OG0001486	AT2G24360.1	CARHR117710
OG0001487	AT1G27180.1	CARHR024660
OG0001488	AT5G23820.1	CARHR119510
OG0001489	AT1G60400.1, AT1G60410.1	CARHR053720, CARHR052660
OG0001489	AT1G80470.1	CARHR073990
OG0001491	AT2G44735.1	CARHR139790
OG0001491	AT3G18720.1	CARHR094100, CARHR094110, CARHR036030
OG0001492	AT3G20710.1	CARHR096510, CARHR096530, CARHR096500
OG0001499	AT1G66780.1	CARHR058920
OG0001500	AT1G29880.1	CARHR029560
OG0001501	AT3G03620.1	CARHR077670
OG0001501	AT5G17700.1	CARHR195480
OG0001502	AT3G03550.1	CARHR077560
OG0001502	AT5G17600.1	CARHR195580
OG0001503	AT5G15080.1	CARHR198240
OG0001503	AT3G01300.1	CARHR075730
OG0001504	AT1G49990.1	CARHR040090
OG0001505	AT3G01620.1	CARHR075300
OG0001505	AT5G14480.1	CARHR198830
OG0001506	AT5G13850.1	CARHR199580
OG0001506	AT3G12390.1	CARHR086920
OG0001507	AT5G11420.1	CARHR201810
OG0001507	AT5G25460.1	CARHR187990
OG0001508	AT5G08000.2	CARHR205190
OG0001508	AT5G61130.1	CARHR274820
OG0001509	AT5G07860.1, AT5G07870.1	CARHR205330
OG0001510	AT1G25270.1	CARHR026270
OG0001510	AT1G68170.2	CARHR060850
OG0001511	AT2G27860.1	CARHR120550
OG0001511	AT1G08200.1	CARHR008030
OG0001512	AT1G07870.2	CARHR007680
OG0001512	AT2G28590.1	CARHR121610
OG0001513	AT2G28670.1	CARHR121780
OG0001513	AT1G07730.2	CARHR007540
OG0001514	AT1G07140.1	CARHR221130, CARHR006850
OG0001514	AT2G30060.1	CARHR123360
OG0001515	AT1G06680.1	CARHR006360
OG0001516	AT1G06180.1	CARHR005710
OG0001516	AT2G31180.1	CARHR124780
OG0001517	AT1G05180.1	CARHR004640
OG0001517	AT3G25880.2	CARHR095920
OG0001517	AT2G32410.1	CARHR126230
OG0001518	AT1G04470.1	CARHR003810
OG0001518	AT2G33420.1	CARHR127430
OG0001519	AT1G04410.1	CARHR003000
OG0001519	AT5G43330.1	CARHR180350
OG0001520	AT1G04370.1	CARHR003700
OG0001520	AT5G43410.1	CARHR180200
OG0001521	AT1G79660.1	CARHR073400
OG0001521	AT1G16170.1	CARHR016650
OG0001522	AT1G29340.1	CARHR028670
OG0001523	AT2G34300.1	CARHR128370
OG0001523	AT1G29470.1	CARHR028840
OG0001524	AT1G30890.1	CARHR030380
OG0001525	AT2G04060.1	CARHR031040
OG0001526	AT3G49910.1	CARHR159000
OG0001526	AT5G67510.1	CARHR280080
OG0001527	AT5G65750.1	CARHR279750
OG0001527	AT3G55410.1	CARHR165430
OG0001528	AT4G35165.1, AT2G14378.1	CARHR243480, CARHR042990
OG0001529	AT5G24430.1	CARHR188980
OG0001529	AT3G49370.1	CARHR158310
OG0001531	AT3G28680.1	CARHR190680
OG0001531	AT5G22860.1	CARHR190700, CARHR190710
