Orthogroup	Arabidopsis_thaliana	Arabidopsis_lyrata_NCBI
OG0002370	AT1G04160.1	XP_002889493.1
OG0002371	AT1G03800.1	XP_002892180.1
OG0002371	AT5G44210.1	XP_020867815.1
OG0002372	AT4G25680.1	XP_002869660.1
OG0002372	AT4G25660.1	XP_002869661.1
OG0002373	AT1G59790.1	XP_020874193.1, XP_020890314.1, XP_020890311.1
OG0002373	AT1G59800.1	XP_020890328.1, XP_002888178.2
OG0002374	AT4G15970.1	XP_020875243.1
OG0002375	AT2G03590.1	XP_002875219.1
OG0002375	AT2G03530.4	XP_020882378.1
OG0002376	AT5G61060.2	XP_002866412.1
OG0002376	AT5G61070.1	XP_020871404.1, XP_020871473.1
OG0002377	AT3G43740.2	XP_020881231.1
OG0002377	AT5G21090.1	XP_020876823.1
OG0002378	AT3G44280.1	XP_020881513.1
OG0002379	AT3G46830.1	XP_020881660.1
OG0002379	AT5G59150.1	XP_002866318.1
OG0002380	AT4G31490.1, AT4G31480.3	XP_020874806.1
OG0002381	AT5G55400.1	XP_002866095.1
OG0002381	AT4G26700.1	XP_002869596.1
OG0002382	AT5G54630.1	XP_002866053.1
OG0002382	AT4G27240.1	XP_002869573.1
OG0002383	AT4G27440.1	XP_002869563.1
OG0002383	AT5G54190.1	XP_002866028.1
OG0002385	AT3G11400.2	XP_020888294.1, XP_002878024.1
OG0002385	AT5G06000.1	XP_020876016.1
OG0002386	AT3G10570.1	XP_020888984.1
OG0002386	AT5G04660.1	XP_020877225.1
OG0002387	AT5G04060.1	XP_020878424.1
OG0002387	AT3G10200.2	XP_020886100.1
OG0002388	AT5G41670.1	XP_020874437.1
OG0002388	AT1G64190.1	XP_002886358.1
OG0002389	AT1G16700.1	XP_002890182.1
OG0002389	AT1G79010.1	XP_002889226.1
OG0002390	AT1G77610.1	XP_020872960.1, XP_020890630.1
OG0002390	AT1G21870.1	XP_002890469.1
OG0002391	AT1G77310.1	XP_020890502.1
OG0002391	AT1G21610.3	XP_020867724.1
OG0002392	AT1G76270.1	XP_020890989.1
OG0002392	AT1G20550.1	XP_020868923.1
OG0002393	AT4G35570.1	XP_002867066.1
OG0002393	AT2G17560.1	XP_020887286.1
OG0002394	AT4G36080.1	XP_020874030.1
OG0002394	AT2G17930.1	XP_020887365.1
OG0002395	AT3G13062.2	XP_020889350.1
OG0002395	AT1G55960.1	XP_020870119.1
OG0002396	AT3G13772.1	XP_020887389.1
OG0002396	AT1G55130.1	XP_020870241.1
OG0002397	AT3G13970.1	XP_002885000.2
OG0002397	AT1G54210.1	XP_002891796.1
OG0002398	AT3G15020.1	XP_020888949.1
OG0002398	AT1G53240.1	XP_020867177.1
OG0002399	AT4G34520.1	XP_002869142.1
OG0002400	AT1G53023.1	XP_020866217.1
OG0002400	AT1G53025.2	XP_002894420.2
OG0002401	AT2G36250.1	XP_002881433.1
OG0002401	AT3G52750.1	XP_020881338.1
OG0002402	AT4G12910.1	XP_002863203.2
OG0002402	AT3G25420.1	XP_020888583.1
OG0002403	AT3G24880.1, AT3G24870.1	XP_020886113.1
OG0002404	AT4G13560.1	XP_002870379.1
OG0002405	AT4G14030.1	XP_002868319.1
OG0002405	AT4G14040.1	XP_020872048.1
OG0002406	AT2G26400.2	XP_002880786.1
OG0002406	AT4G14716.1	XP_002868258.1
OG0002406	AT4G14710.5	XP_020875727.1
OG0002407	AT4G14910.2	XP_002868242.1
OG0002407	AT3G22425.2	XP_020886719.1
OG0002408	AT1G17890.1	XP_020866828.1
OG0002408	AT1G73250.1	XP_002888917.1
OG0002409	AT1G73690.1	XP_020890527.1
OG0002409	AT1G18040.1	XP_020869039.1
OG0002410	AT1G74310.1	XP_020865590.1
OG0002410	AT4G14670.1	XP_020872440.1, XP_020874647.1
OG0002411	AT1G18720.1	XP_002893011.1
OG0002412	AT1G18910.1	XP_020866862.1
OG0002412	AT1G74770.1	XP_002888990.1
OG0002413	AT1G68560.1	XP_002888672.1
OG0002413	AT3G45940.1	XP_020881797.1, XP_020880013.1
OG0002414	AT1G68650.1	XP_020891130.1
OG0002415	AT1G26150.1	XP_020870988.1
OG0002415	AT1G68690.1	XP_020890219.1
OG0002416	AT1G68710.3	XP_020890218.1
OG0002416	AT1G26130.2	XP_002893414.1
OG0002417	AT1G26360.1	XP_002890665.1
OG0002417	AT1G69240.1	XP_020865846.1
OG0002418	AT1G68980.1	XP_002887217.1
OG0002418	AT1G69290.1	XP_020890226.1
OG0002419	AT4G28550.1	XP_002869494.1
OG0002419	AT2G20440.1	XP_002886279.1
OG0002420	AT5G41310.1	XP_020874162.1
OG0002420	AT1G63640.3	XP_020890229.1
OG0002421	AT1G56450.1	XP_020868301.1
OG0002422	AT3G27970.1	XP_002875417.1
OG0002422	AT5G40310.2	XP_020874168.1
OG0002423	AT1G12820.1	XP_002892715.1
OG0002423	AT3G26810.1	XP_020881034.1
OG0002424	AT1G11510.1	XP_002892648.2
OG0002424	AT2G20805.1, AT2G20613.1	XP_002884224.2
OG0002425	AT5G45930.1	XP_002865216.1
OG0002425	AT4G18480.1	XP_002867988.1
OG0002426	AT5G45400.1	XP_020867528.1
OG0002426	AT4G19130.2	XP_002867952.1
OG0002427	AT1G28350.1	XP_020867485.1
OG0002427	AT2G33840.1	XP_020882696.1
OG0002428	AT5G47600.1	XP_002863332.1
OG0002429	AT4G17410.2	XP_002870106.1
OG0002429	AT5G47430.6	XP_020885538.1
OG0002430	AT4G23460.1	XP_020873266.1
OG0002431	AT3G05570.1	XP_002884516.1
OG0002432	AT4G22810.1	XP_020873622.1
OG0002432	AT4G12050.1	XP_020877705.1
OG0002433	AT3G43990.1	XP_002877312.1
OG0002433	AT2G25120.1	XP_020883098.1
OG0002433	AT4G23120.1	XP_020873853.1
OG0002434	AT4G12430.1	XP_020877700.1
OG0002434	AT4G22590.1	XP_020873564.1
OG0002435	AT4G12590.1	XP_002874786.1
OG0002436	AT4G22290.1	XP_002867778.1
OG0002437	AT5G44785.2	XP_002863546.1
OG0002437	AT4G20010.1	XP_020872856.1
OG0002438	AT4G20920.2	XP_020872102.1
OG0002438	AT4G20910.1	XP_002867869.1
OG0002439	AT5G49910.1	XP_002864020.1
OG0002439	AT4G24280.1	XP_020873323.1
OG0002440	AT4G05400.1	XP_020876457.1
OG0002440	AT4G21140.1	XP_020873939.1
OG0002441	AT4G21534.1	XP_020873437.1
OG0002441	AT4G21540.1	XP_020873449.1
OG0002442	AT4G21640.1	XP_020873304.1
OG0002442	AT4G21630.1	XP_020873298.1
OG0002442	AT4G21650.1	XP_020873271.1
OG0002443	AT3G45140.1	XP_002875714.1
OG0002444	AT5G03780.1	XP_020878252.1
OG0002444	AT1G01150.1	XP_020866514.1
OG0002445	AT1G60880.1	XP_002888121.2
OG0002445	AT1G60920.1	XP_002886576.1
OG0002446	AT3G61180.1	XP_020881599.1
OG0002447	AT2G43630.1	XP_020883637.1
OG0002447	AT3G59640.1	XP_020882082.1
OG0002448	AT1G48175.1	XP_002891415.1
OG0002449	AT3G57880.1	XP_020882543.1
OG0002449	AT1G51570.1	XP_020869437.1
OG0002450	AT2G41770.1	XP_020883391.1
OG0002450	AT3G57420.1	XP_002878149.1
OG0002451	AT2G41340.1	XP_002879922.1
OG0002451	AT3G57080.1	XP_002876396.1
OG0002452	AT3G57020.1	XP_020879811.1
OG0002453	AT3G54250.1	XP_002877963.1
OG0002453	AT2G38700.1	XP_020883840.1
OG0002454	AT3G53340.1	XP_002877913.1
OG0002454	AT2G37060.1	XP_020883881.1
OG0002455	AT3G53310.1	XP_002877911.1
OG0002456	AT2G36060.2	XP_020883732.1
OG0002456	AT3G52560.4	XP_002877873.1
OG0002457	AT2G17990.3	XP_020887935.1
OG0002458	AT2G18360.1	XP_020886356.1
OG0002458	AT4G36610.1	XP_002867006.1
OG0002459	AT2G18620.1	XP_020888924.1
OG0002459	AT4G36810.1	XP_020873013.1
OG0002460	AT4G30260.2	XP_020872692.1
OG0002460	AT2G18840.1	XP_002886260.1
OG0002461	AT4G29190.1	XP_020874204.1
OG0002461	AT2G19810.1	XP_020888119.1
OG0002462	AT2G40600.1	XP_020883642.1
OG0002463	AT2G38390.1	XP_002879742.1
OG0002463	AT2G38380.1	XP_020882754.1
OG0002464	AT4G23000.1	XP_002869795.1
OG0002464	AT4G11800.1	XP_020876839.1
OG0002465	AT4G37100.1	XP_002869008.1
OG0002465	AT2G23520.1	XP_020884286.1
OG0002466	AT1G34060.1	XP_020868496.1
OG0002466	AT1G34040.1	XP_002891072.1
OG0002467	AT4G12110.1	XP_002872644.1
OG0002467	AT4G22756.1	XP_020873600.1
OG0002468	AT5G26250.1	XP_002872209.1
OG0002468	AT3G05960.1	XP_002884547.1
OG0002469	AT2G20430.1	XP_002886278.2
OG0002469	AT4G28556.1	XP_020875529.1
OG0002470	AT2G44470.3	XP_020884247.1
OG0002470	AT2G44460.1	XP_002880115.1
OG0002471	AT2G17740.1	XP_020886204.1
OG0002471	AT2G44370.1	XP_020885436.1
OG0002472	AT2G43480.1	XP_002880047.1
OG0002472	AT5G24070.1	XP_002874165.1
OG0002473	AT3G04600.1	XP_020887958.1
OG0002474	AT3G04620.1	XP_002884455.1
OG0002475	AT3G05880.1	XP_002884538.1
OG0002475	AT3G05890.1	XP_020887979.1
OG0002476	AT3G08730.1	XP_020888569.1
OG0002476	AT3G08720.1	XP_020888566.1
OG0002477	AT5G01390.1	XP_020878694.1
OG0002477	AT3G08910.1	XP_002884704.1
OG0002478	AT3G11100.1	XP_002884830.1
OG0002478	AT5G05550.2	XP_002873212.1
OG0002479	AT3G12240.1, AT3G12230.1	XP_002884894.1
OG0002479	AT3G12220.1	XP_020888340.1
OG0002480	AT3G13950.1	XP_002882862.1, XP_002862273.1
OG0002480	AT4G13266.1	XP_002863151.1
OG0002481	AT3G14100.1	XP_002882868.1
OG0002481	AT1G54080.2	XP_002894477.1
OG0002482	AT3G30280.1	XP_002875533.2
OG0002482	AT5G47950.1	XP_020870152.1
OG0002483	AT3G16980.1	XP_002883036.1
OG0002485	AT5G39730.1	XP_020872993.1
OG0002485	AT5G39720.1	XP_002870766.1
OG0002486	AT1G66400.1	XP_020890498.1
OG0002486	AT5G37770.1	XP_020875292.1
OG0002487	AT1G65690.1	XP_002888443.1
OG0002487	AT5G36970.1	XP_002870497.1
OG0002489	AT3G06310.1	XP_020888917.1
OG0002489	AT5G18800.1	XP_020876669.1
OG0002490	AT3G51350.1	XP_020879930.1
OG0002490	AT3G51330.1	XP_002877797.1
OG0002491	AT1G02405.1	XP_020869563.1
OG0002491	AT1G70990.1	XP_020865997.1
OG0002492	AT1G58220.1	XP_020890874.1
OG0002492	AT1G09710.2	XP_020868169.1
OG0002493	AT1G57870.3	XP_020891145.1
OG0002493	AT1G09840.1	XP_020868182.1
OG0002494	AT1G10360.1	XP_002892562.1
OG0002494	AT1G10370.1	XP_002892563.1
OG0002495	AT1G63180.1	XP_002886429.1
OG0002495	AT1G12780.1	XP_020869519.1
OG0002496	AT3G26650.1	XP_002875330.1
OG0002496	AT1G12900.5	XP_002892719.1
OG0002497	AT1G13580.2	XP_020866966.1
OG0002498	AT2G03280.2	XP_020881186.1
OG0002498	AT1G14020.1	XP_020868416.1
OG0002499	AT1G14450.2	XP_020870501.1
OG0002499	AT2G02510.1	XP_020881111.1
OG0002500	AT1G14720.1	XP_002892825.1
OG0002500	AT2G01850.1	XP_020879995.1
OG0002501	AT1G15690.1	XP_002890120.1
OG0002502	AT1G17270.1	XP_002892943.1
OG0002502	AT5G50420.1	XP_002865803.1
OG0002503	AT1G22270.1	XP_020869193.1
OG0002503	AT1G78190.1	XP_002889178.1
OG0002504	AT1G23380.2	XP_020870554.1
OG0002504	AT1G70510.2	XP_020889993.1
OG0002505	AT1G23550.1	XP_002890588.1
OG0002505	AT1G70440.1	XP_020891128.1
OG0002506	AT1G70140.1	XP_020865872.1
OG0002507	AT1G11560.1	XP_020868355.1
OG0002507	AT1G61790.1	XP_002888069.1
OG0002508	AT2G21060.1	XP_020884626.1
OG0002508	AT4G38680.1	XP_002868854.1
OG0002509	AT2G22200.1	XP_020884845.1
OG0002509	AT4G39780.1	XP_020875350.1
OG0002510	AT4G37640.1	XP_020872539.1
OG0002510	AT2G22950.1	XP_002878646.1
OG0002511	AT4G37390.1	XP_002868993.1
OG0002511	AT1G59500.1	XP_002886679.1
OG0002511	AT2G23170.1	XP_002880486.1
OG0002512	AT4G36900.1	XP_002866963.1
OG0002512	AT2G23340.1	XP_002878679.1
OG0002513	AT4G35160.1	XP_002867087.1
OG0002513	AT4G35150.1	XP_020874361.1
OG0002514	AT4G34200.1	XP_002867129.1
OG0002515	AT4G32830.1	XP_002869240.1
OG0002515	AT2G25880.3	XP_020885539.1, XP_002880716.1
OG0002516	AT2G25300.1	XP_002880670.1
OG0002516	AT4G32120.1	XP_020874367.1
OG0002517	AT4G31680.1	XP_020872301.1
OG0002518	AT1G70220.1	XP_020889747.1
OG0002518	AT1G24050.1	XP_002890604.1
OG0002519	AT4G27595.1	XP_020874014.1
OG0002519	AT1G65010.1	XP_020890877.1
OG0002520	AT1G66690.1, AT1G66700.1	XP_020865962.1
OG0002520	AT1G66720.1	XP_002887070.1
OG0002521	AT5G54215.1	XP_002864317.1, XP_002864314.1
OG0002521	AT2G25305.1	XP_002880671.2
OG0002521	AT1G24062.1	XP_002864318.1
OG0002521	AT5G54220.1	XP_002864315.1
OG0002522	AT1G48150.1, AT1G50780.1	XP_020882147.1, XP_002877286.2
OG0002522	AT5G27130.1	XP_020883850.1
OG0002523	AT4G09120.1	XP_002872428.1
OG0002523	AT4G09110.1	XP_020878781.1
OG0002523	AT4G09130.1	XP_002872432.1
OG0002524	AT5G49305.1	XP_020890217.1, XP_020890233.1, XP_020890253.1
OG0002524	AT5G52000.1	XP_020870533.1
OG0002525	AT5G45060.1	XP_020890849.1, XP_020871856.1
OG0002525	AT5G45250.1	XP_020887509.1
OG0002526	ATCG01280.1, ATCG00860.1	YP_009357328.1, YP_009357310.1
OG0002530	AT4G30620.1	XP_002867336.1
OG0002530	AT2G24020.1	XP_020884908.1
OG0002531	AT4G38770.1	XP_020872879.1
OG0002532	AT5G59550.2	XP_002866337.1
OG0002532	AT3G46620.1	XP_020880068.1
OG0002533	AT3G48590.1	XP_020880104.1
OG0002533	AT5G63470.1	XP_020882761.1
OG0002534	AT3G47890.1	XP_020881046.1
OG0002534	AT3G47910.2	XP_020881044.1
OG0002535	AT2G01970.1	XP_002876790.1
OG0002536	AT3G03340.2	XP_020888664.1
OG0002536	AT5G17440.1	XP_002871766.1
OG0002537	AT1G76680.2	XP_020889646.1
OG0002537	AT1G76690.1	XP_020889645.1
OG0002538	AT1G75960.1	XP_020891406.1
OG0002538	AT5G16370.1	XP_020878647.1
OG0002539	AT5G15900.2	XP_020876584.1
OG0002540	AT5G15610.1	XP_020876589.1
OG0002540	AT3G02200.2	XP_002882213.1
OG0002541	AT5G14895.1	XP_020877572.1
OG0002541	AT3G01430.1	XP_002882183.1
OG0002542	AT5G14500.2	XP_002873671.1
OG0002542	AT3G01590.1	XP_020888156.1
OG0002543	AT3G53480.1	XP_020880619.1
OG0002543	AT2G37280.3	XP_002879660.2
OG0002544	AT5G11950.1	XP_020876835.1
OG0002544	AT5G26140.2	XP_020876158.1
OG0002545	AT5G64400.2	XP_020885073.1
OG0002545	AT5G09570.1	XP_020879187.1
OG0002546	AT5G63880.2	XP_020881770.1
OG0002546	AT5G09260.1	XP_002871364.1
OG0002547	AT4G02930.1	XP_020876401.1
OG0002548	AT1G03520.1	XP_002892166.1
OG0002548	AT4G03340.1	XP_002872787.1
OG0002549	AT1G07630.1	XP_020868755.1
OG0002549	AT2G28890.1	XP_020885600.1
OG0002550	AT2G29680.1	XP_020882797.1
OG0002550	AT1G07270.1	XP_002892391.1
OG0002551	AT2G30800.1	XP_002881133.1
OG0002551	AT1G06670.1	XP_002889613.1
OG0002552	AT2G32430.1	XP_002879388.1
OG0002552	AT1G05170.2	XP_002892271.1
OG0002553	AT2G33240.1	XP_020883271.1
OG0002553	AT1G04600.1	XP_020870370.1
OG0002554	AT1G04140.2	XP_020867549.1
OG0002554	AT5G43930.4	XP_020865645.1
OG0002555	AT5G44100.1	XP_020886783.1
OG0002556	AT2G33530.1	XP_020885082.1
OG0002556	AT1G28110.1	XP_020867716.1
OG0002557	AT2G33790.1	XP_020885551.1
OG0002557	AT1G28290.1	XP_020869819.1
OG0002558	AT2G35520.2	XP_002879555.1
OG0002558	AT1G32210.1	XP_002893712.1
OG0002559	AT3G50500.2	XP_020880626.1
OG0002559	AT5G66880.1	XP_002866727.1
OG0002560	AT5G65380.1	XP_020883947.1
OG0002561	AT5G64667.1	XP_020868974.1
OG0002561	AT5G09805.1	XP_002871385.1
OG0002562	AT5G63500.1	XP_002864849.1
OG0002562	AT3G48660.1	XP_020880963.1
OG0002563	AT5G62410.1	XP_020871074.1
OG0002563	AT3G47460.2	XP_020879627.1
OG0002564	AT5G62100.1	XP_020871894.1
OG0002564	AT5G07220.1	XP_002873301.1
OG0002565	AT5G07470.1	XP_002873310.1
OG0002565	AT5G61640.2	XP_002864745.2
OG0002566	AT5G24310.1	XP_020878264.1
OG0002566	AT3G49290.1	XP_020882639.1
OG0002567	AT3G45310.1	XP_020881728.1
OG0002567	AT5G60360.3	XP_020882561.1
OG0002568	AT5G60220.1	XP_002864674.1
OG0002568	AT3G45600.1	XP_002877422.1
OG0002569	AT5G60010.1	XP_002864663.1
OG0002569	AT3G45810.1	XP_002877437.1
OG0002570	AT3G47060.1	XP_020880187.1
OG0002570	AT5G58870.1	XP_020887973.1, XP_020891114.1
OG0002571	AT1G15720.1	XP_020868088.1
OG0002571	AT5G58340.1	XP_020867072.1
OG0002572	AT1G80070.1	XP_020890710.1
OG0002572	AT4G38780.1	XP_020873107.1
OG0002573	AT4G14342.2	XP_020874514.1
OG0002574	AT5G57440.1	XP_020883273.1
OG0002574	AT4G25840.1	XP_020873650.1
OG0002575	AT5G57020.1	XP_020889010.1
OG0002577	AT5G55410.2	XP_002864390.1
OG0002577	AT5G55460.1	XP_020871612.1
OG0002578	AT5G33340.1	XP_002870403.1
OG0002579	AT4G02300.1	XP_002872846.1
OG0002579	AT4G02320.1	XP_020876087.1
OG0002580	AT5G06910.1	XP_020879448.1
OG0002580	AT3G12170.2	XP_002882768.1
OG0002581	AT3G57340.1	XP_002876412.1
OG0002582	AT3G10600.1	XP_002882687.1
OG0002582	AT5G04770.1	XP_020875939.1
OG0002583	AT5G04160.1	XP_002873138.1
OG0002583	AT3G10290.1	XP_002884788.2
OG0002584	AT3G08930.1	XP_020886662.1
OG0002584	AT5G01460.1	XP_002873012.1
OG0002585	AT3G27020.1	XP_002877011.1
OG0002585	AT5G41000.1	XP_002870660.1
OG0002586	AT1G15480.1	XP_020868016.1
OG0002586	AT1G80270.1	XP_002889301.1
OG0002587	AT1G78820.1	XP_002889214.1
OG0002587	AT1G78830.1	XP_020890456.1
OG0002588	AT1G76540.1	XP_020890853.1
OG0002588	AT1G20930.1	XP_020870745.1
OG0002589	AT1G20816.1	XP_002890410.1
OG0002589	AT1G76405.2	XP_002887636.1
OG0002590	AT1G76260.1	XP_020890990.1
OG0002590	AT1G20540.1	XP_002890391.1
OG0002591	AT1G20340.1	XP_020867039.1
OG0002591	AT1G76100.2	XP_002889058.1
OG0002592	AT1G20200.1	XP_002893093.1
OG0002592	AT1G75990.1	XP_020891362.1
OG0002593	AT5G27880.1	XP_002874341.1
OG0002594	AT3G62230.1	XP_002876667.1
OG0002595	AT4G00872.1	XP_002872923.1
OG0002596	AT1G54130.1	XP_002891792.1
OG0002596	AT3G14050.1	XP_002885006.1
OG0002597	AT1G54115.1	XP_020866688.1
OG0002597	AT3G14070.1	XP_002885010.1
OG0002598	AT1G54000.1, AT1G54010.1	XP_020869094.1
OG0002599	AT3G14290.1	XP_020889074.1
OG0002599	AT1G53850.1	XP_020867403.1
OG0002600	AT3G52760.1	XP_020882261.1
OG0002600	AT2G36300.1	XP_020883183.1
OG0002601	AT3G23730.1	XP_020888506.1
OG0002601	AT4G14130.1	XP_002868312.1
OG0002602	AT4G14740.1	XP_020874619.1
OG0002602	AT3G22810.1	XP_002883378.1, XP_020872696.1
OG0002603	AT4G15550.1	XP_002868197.1
OG0002604	AT1G74360.1	XP_002887537.2
OG0002605	AT1G25450.1	XP_020870102.1
OG0002605	AT1G68530.1	XP_002888670.1
OG0002606	AT1G68670.1	XP_020891658.1
OG0002606	AT1G25550.1	XP_002893418.1
OG0002607	AT2G34210.1	XP_020885648.1
OG0002607	AT4G08350.1	XP_020877450.1
OG0002608	AT5G44860.1	XP_002863539.1, XP_002863540.1
OG0002609	AT3G19170.1	XP_020886580.1
OG0002609	AT1G49630.1	XP_002894203.1
OG0002610	AT1G50110.1	XP_020866727.1
OG0002610	AT1G50090.1	XP_002894230.1
OG0002611	AT3G20540.2	XP_002883254.1
OG0002611	AT1G50840.2	XP_020868237.1
OG0002612	AT3G15480.1	XP_002885090.1
OG0002612	AT1G52910.1	XP_002891720.1
OG0002613	AT1G52930.1	XP_020869201.1
OG0002613	AT3G15460.1	XP_002885088.1
OG0002614	AT3G15450.1	XP_020886298.1
OG0002615	AT3G28270.1	XP_020882252.1, XP_020882251.1, XP_020882253.1
OG0002616	AT3G50930.1	XP_020882151.1, XP_020873346.1
OG0002617	AT2G14720.1	XP_020887385.1
OG0002617	AT2G14740.1	XP_002883854.2
OG0002618	AT2G16280.1	XP_002884160.1
OG0002618	AT4G34510.1	XP_002869143.1
OG0002619	AT2G16640.1	XP_020887996.1
OG0002619	AT3G16620.1	XP_020889089.1
OG0002620	AT2G16780.1	XP_002886076.1
OG0002620	AT4G35050.1	XP_002867094.1
OG0002621	AT2G16850.1	XP_002884019.1
OG0002621	AT4G35100.1	XP_020873159.1
OG0002622	AT4G22460.1	XP_002867769.1
OG0002623	AT4G11310.1	XP_002872575.1
OG0002623	AT4G11320.1	XP_002872576.1
OG0002624	AT3G63080.1	XP_002876706.1
OG0002624	AT2G48150.1	XP_020883659.1
OG0002625	AT3G61415.1	XP_020881570.1
OG0002625	AT2G45950.2	XP_020885422.1
OG0002626	AT3G59830.1	XP_002878296.1
OG0002626	AT2G43850.1	XP_002881933.1
OG0002627	AT3G57950.1	XP_020879884.1
OG0002627	AT2G42180.1	XP_020884977.1
OG0002628	AT3G57785.1	XP_020881346.1
OG0002628	AT2G42310.1	XP_002879978.1
OG0002629	AT3G57350.1	XP_020881525.1
OG0002629	AT2G41620.1	XP_020883739.1
OG0002630	AT3G56140.1	XP_002876351.1
OG0002630	AT2G40400.1	XP_020883741.1
OG0002631	AT3G55180.1	XP_002876286.1
OG0002631	AT2G39400.1	XP_020884011.1
OG0002632	AT3G23550.1	XP_020886005.1
OG0002632	AT3G23560.1	XP_020889298.1
OG0002633	AT2G37840.1	XP_002879710.1
OG0002633	AT3G53930.2	XP_002876231.1
OG0002634	AT4G27730.1	XP_020872061.1
OG0002634	AT5G53510.1	XP_002864247.1
OG0002635	AT2G04795.1	XP_002883662.1
OG0002635	AT5G35732.2	XP_002868433.1
OG0002636	AT5G38650.1	XP_002868761.1
OG0002636	AT1G67250.1, AT1G62920.1	XP_002888582.1
OG0002637	AT4G29430.1	XP_020873134.1
OG0002637	AT2G19720.1	XP_002883974.1
OG0002638	AT2G39530.1	XP_002881662.1
OG0002638	AT2G39518.1	XP_002881661.2
OG0002639	AT1G25220.2	XP_002878947.1, XP_002876803.1
OG0002639	AT5G57890.1	XP_020869878.1
OG0002640	AT1G01170.1	XP_020866518.1
OG0002640	AT4G00860.1	XP_002872925.1
OG0002641	AT4G38905.1	XP_020875423.1
OG0002641	AT2G21237.1	XP_020885004.1
OG0002642	AT4G39180.1	XP_002868891.1
OG0002642	AT2G21540.1	XP_020884481.1
OG0002643	AT4G10480.1	XP_020878179.1
OG0002643	AT1G33040.1	XP_020866612.1
OG0002644	AT2G20900.1	XP_020886602.1
OG0002644	AT4G28130.1	XP_002869519.1
OG0002645	AT2G14635.1, AT3G60350.1	XP_002878329.1
OG0002645	AT2G44900.1	XP_002881988.1
OG0002646	AT2G43570.1	XP_002881911.1
OG0002647	AT5G18180.1	XP_002873875.1
OG0002647	AT3G03920.1	XP_002884418.1
OG0002648	AT3G06830.1	XP_002882495.1
OG0002648	AT5G49180.1	XP_002865716.1
OG0002649	AT3G09300.1	XP_020886598.1
OG0002649	AT5G02100.1	XP_020878516.1
OG0002650	AT3G09410.1	XP_002884736.1
OG0002650	AT3G09405.1	XP_020887255.1
OG0002651	AT3G11630.1	XP_002882740.1
OG0002651	AT5G06290.1	XP_002871210.2
OG0002652	AT3G13090.1	XP_002884942.1
OG0002652	AT3G13100.1	XP_002884943.1
OG0002653	AT1G48590.2	XP_002891444.1
OG0002653	AT3G17980.1	XP_020887875.1
OG0002654	AT2G22830.1	XP_002880464.2
OG0002654	AT4G37760.1	XP_020873927.1
OG0002655	AT3G29100.3	XP_002877155.1
OG0002655	AT5G39510.1	XP_020872983.1
OG0002656	AT4G14550.2	XP_020875312.1
OG0002656	AT3G23050.1	XP_002883395.1
OG0002657	AT3G22970.1	XP_020887853.1
OG0002657	AT4G14620.1	XP_002868272.1
OG0002658	AT3G22330.1	XP_020886695.1
OG0002658	AT3G22310.1	XP_020886696.1
OG0002659	AT3G21945.1	XP_020885967.1
OG0002659	AT2G31620.1	XP_020885038.1
OG0002660	AT5G37720.1	XP_020873886.1
OG0002660	AT1G66260.1	XP_020890184.1
OG0002661	AT5G28900.1, AT5G28850.2	XP_020876658.1, XP_020876655.1
OG0002662	AT4G01630.1	XP_002874967.1
OG0002663	AT1G03230.1	XP_020879812.1
OG0002663	AT1G03220.1	XP_020869288.1
OG0002664	AT2G14510.2, AT2G14440.1	XP_020886019.1, XP_020886216.1
OG0002664	AT1G07550.1	XP_020870904.1
OG0002665	AT1G09645.1	XP_002889763.1
OG0002665	AT1G57765.2	XP_020868778.1
OG0002666	AT1G10090.1	XP_020870947.1
OG0002666	AT1G58520.1	XP_002888209.1
OG0002667	AT1G60810.1	XP_020890085.1
OG0002667	AT1G10670.3	XP_020870795.1
OG0002668	AT1G11330.2	XP_020866044.1
OG0002669	AT1G01980.1	XP_020869394.1
OG0002669	AT1G11770.1	XP_002889895.2
OG0002670	AT1G13860.1	XP_020869223.1
OG0002670	AT2G03480.1	XP_002875206.1
OG0002671	AT1G14100.1	XP_020866788.1
OG0002671	AT1G14110.1	XP_002890039.2
OG0002672	AT2G01570.1	XP_020880046.1
OG0002672	AT1G14920.1	XP_020869342.1
OG0002673	AT1G15180.1	XP_002890092.1
OG0002673	AT1G15170.1	XP_020867013.1
OG0002673	AT1G15160.1, AT1G15150.1	XP_002890090.1
OG0002674	AT1G17050.1	XP_002868726.1
OG0002674	AT1G78510.1	XP_002889194.1
OG0002675	AT1G72420.1	XP_002888873.2
OG0002675	AT1G17350.2	XP_020867935.1
OG0002677	AT4G38220.2	XP_020872526.1
OG0002678	AT2G21130.1	XP_020885496.1
OG0002678	AT4G38740.1	XP_020874403.1
OG0002679	AT4G39910.1	XP_020874967.1
OG0002679	AT2G22310.1	XP_020883414.1
OG0002680	AT4G37670.2	XP_020874666.1
OG0002681	AT4G34570.1	XP_002867112.1
OG0002681	AT2G16370.1	XP_020888549.1
OG0002682	AT4G34450.1	XP_020875581.1
OG0002683	AT4G34220.1	XP_002867127.1
OG0002683	AT2G15300.1	XP_020889356.1
OG0002684	AT2G25610.2	XP_020885037.1
OG0002684	AT4G32530.2	XP_020872662.1
OG0002685	AT2G25940.1	XP_020883197.1
OG0002685	AT4G32940.1	XP_020874652.1
OG0002686	AT4G33720.1	XP_020872095.1
OG0002687	AT2G14690.1	XP_002885933.1
