Orthogroup	Arabidopsis_thaliana	Brassica_oleracea
OG0002382	AT4G27240.1	XP_013638058.1
OG0002383	AT4G27440.1	XP_013600792.1, XP_013598475.1
OG0002385	AT5G06000.1	XP_013609412.1, XP_013637918.1
OG0002386	AT3G10570.1	XP_013638721.1
OG0002386	AT5G04660.1	XP_013625933.1
OG0002387	AT5G04060.1	XP_013612368.1
OG0002387	AT3G10200.2	XP_013638779.1
OG0002388	AT5G41670.1	XP_013636984.1
OG0002388	AT1G64190.1	XP_013611252.1
OG0002389	AT1G79010.1	XP_013585663.1
OG0002390	AT1G77610.1	XP_013591732.1
OG0002390	AT1G21870.1	XP_013603643.1
OG0002391	AT1G77310.1	XP_013616634.1, XP_013592634.1, XP_013588291.1
OG0002392	AT1G76270.1	XP_013592116.1
OG0002392	AT1G20550.1	XP_013637670.1
OG0002393	AT4G35570.1	XP_013598728.1, XP_013639161.1
OG0002393	AT2G17560.1	XP_013595814.1
OG0002394	AT4G36080.1	XP_013594360.1
OG0002394	AT2G17930.1	XP_013627426.1, XP_013609057.1
OG0002395	AT3G13062.2	XP_013611066.1, XP_013628951.1
OG0002396	AT3G13772.1	XP_013630013.1, XP_013585367.1
OG0002397	AT3G13970.1	XP_013584616.1
OG0002397	AT1G54210.1	XP_013590636.1
OG0002398	AT3G15020.1	XP_013587918.1
OG0002399	AT4G34520.1	XP_013627075.1
OG0002400	AT1G53023.1	XP_013596478.1, XP_013590162.1
OG0002400	AT1G53025.2	XP_013588375.1
OG0002401	AT2G36250.1	XP_013637225.1
OG0002401	AT3G52750.1	XP_013604513.1
OG0002402	AT4G12910.1	XP_013631383.1
OG0002402	AT3G25420.1	XP_013596808.1
OG0002403	AT3G24880.1, AT3G24870.1	XP_013597569.1, XP_013628446.1
OG0002404	AT4G13560.1	XP_013603794.1, XP_013635508.1
OG0002405	AT4G14030.1	XP_013603042.1, XP_013636581.1, XP_013605723.1
OG0002405	AT4G14040.1	XP_013636580.1, XP_013605791.1
OG0002406	AT4G14716.1, AT4G14710.5	XP_013614285.1
OG0002407	AT4G14910.2	XP_013637663.1
OG0002407	AT3G22425.2	XP_013583652.1
OG0002408	AT1G17890.1	XP_013613969.1
OG0002408	AT1G73250.1	XP_013587876.1
OG0002409	AT1G18040.1	XP_013603333.1, XP_013602289.1
OG0002410	AT1G74310.1	XP_013592033.1, XP_013591349.1
OG0002411	AT1G18720.1	XP_013602043.1, XP_013600635.1
OG0002411	AT1G74440.1	XP_013590427.1
OG0002412	AT1G18910.1	XP_013605191.1
OG0002412	AT1G74770.1	XP_013592641.1, XP_013589727.1
OG0002413	AT1G68560.1, AT3G45940.1	XP_013591686.1, XP_013620695.1, XP_013592021.1
OG0002414	AT1G25520.1	XP_013625278.1
OG0002415	AT1G26150.1	XP_013587375.1
OG0002416	AT1G68710.3	XP_013591496.1, XP_013591667.1
OG0002416	AT1G26130.2	XP_013598222.1
OG0002417	AT1G26360.1	XP_013613945.1
OG0002417	AT1G69240.1	XP_013619073.1
OG0002418	AT1G68980.1	XP_013616224.1
OG0002418	AT1G69290.1	XP_013621562.1
OG0002419	AT4G28550.1	XP_013609660.1, XP_013593522.1
OG0002420	AT5G41310.1	XP_013634848.1
OG0002420	AT1G63640.3	XP_013612689.1, XP_013612832.1
OG0002421	AT1G56450.1	XP_013633953.1, XP_013608960.1, XP_013636301.1
OG0002422	AT3G27970.1	XP_013596226.1, XP_013610691.1, XP_013618574.1
OG0002422	AT5G40310.2	XP_013633202.1
OG0002423	AT3G26810.1	XP_013613427.1
OG0002424	AT1G11510.1, AT2G20805.1, AT2G20613.1	XP_013631648.1
OG0002425	AT5G45930.1	XP_013620301.1
OG0002425	AT4G18480.1	XP_013599052.1, XP_013596986.1
OG0002426	AT5G45400.1	XP_013612448.1, XP_013620718.1
OG0002426	AT4G19130.2	XP_013598511.1
OG0002427	AT1G28350.1	XP_013624727.1, XP_013626815.1, XP_013599211.1
OG0002428	AT5G47600.1	XP_013596840.1, XP_013597456.1
OG0002429	AT4G17410.2	XP_013602099.1
OG0002429	AT5G47430.6	XP_013608748.1
OG0002430	AT4G11380.2	XP_013611805.1
OG0002430	AT4G23460.1	XP_013598481.1
OG0002431	AT3G05570.1	XP_013584601.1
OG0002432	AT4G22810.1	XP_013586071.1, XP_013595978.1
OG0002434	AT4G22590.1	XP_013595469.1, XP_013616218.1
OG0002435	AT4G12590.1	XP_013608718.1
OG0002436	AT4G22290.1	XP_013593887.1, XP_013598635.1
OG0002437	AT5G44785.2	XP_013593330.1
OG0002437	AT4G20010.1	XP_013599244.1
OG0002438	AT4G20920.2	XP_013586520.1
OG0002438	AT4G20910.1	XP_013598001.1
OG0002439	AT5G49910.1, AT4G24280.1	XP_013588603.1
OG0002440	AT4G05400.1	XP_013613054.1
OG0002440	AT4G21140.1	XP_013637885.1
OG0002441	AT4G21534.1	XP_013621702.1
OG0002441	AT4G21540.1	XP_013593158.1
OG0002442	AT4G21640.1, AT4G21630.1	XP_013599266.1, XP_013593016.1, XP_013605942.1
OG0002443	AT3G45140.1	XP_013592240.1, XP_013614809.1, XP_013614775.1, XP_013620676.1, XP_013591672.1
OG0002444	AT5G03780.1	XP_013609213.1, XP_013597998.1
OG0002445	AT1G60880.1, AT1G60920.1	XP_013610889.1
OG0002446	AT3G61180.1	XP_013599871.1
OG0002447	AT2G43630.1	XP_013632049.1
OG0002447	AT3G59640.1	XP_013605933.1, XP_013615797.1
OG0002448	AT1G48175.1	XP_013590560.1, XP_013602702.1
OG0002449	AT3G57880.1, AT1G51570.1	XP_013591594.1, XP_013633537.1
OG0002450	AT2G41770.1	XP_013637278.1, XP_013628859.1
OG0002451	AT2G41340.1	XP_013631808.1
OG0002451	AT3G57080.1	XP_013600798.1
OG0002453	AT3G54250.1	XP_013637654.1
OG0002453	AT2G38700.1	XP_013602063.1
OG0002454	AT2G37060.1	XP_013632258.1, XP_013625677.1
OG0002455	AT3G53310.1	XP_013603807.1, XP_013590762.1, XP_013627737.1
OG0002456	AT2G36060.2	XP_013614508.1, XP_013600454.1
OG0002456	AT3G52560.4	XP_013633637.1
OG0002457	AT2G17990.3	XP_013622366.1, XP_013593419.1
OG0002458	AT2G18360.1	XP_013627018.1
OG0002458	AT4G36610.1	XP_013588106.1
OG0002459	AT2G18620.1	XP_013593521.1
OG0002459	AT4G36810.1	XP_013596174.1
OG0002461	AT4G29190.1	XP_013610124.1, XP_013595591.1, XP_013627920.1
OG0002461	AT2G19810.1	XP_013593099.1
OG0002462	AT2G40600.1	XP_013634784.1
OG0002464	AT4G23000.1	XP_013593830.1
OG0002464	AT4G11800.1	XP_013621180.1, XP_013611664.1
OG0002465	AT4G37100.1	XP_013595189.1
OG0002465	AT2G23520.1	XP_013636916.1
OG0002466	AT1G34060.1	XP_013599602.1
OG0002466	AT1G34040.1	XP_013590698.1
OG0002467	AT4G12110.1	XP_013620349.1
OG0002467	AT4G22756.1	XP_013617091.1
OG0002468	AT5G26250.1	XP_013596753.1
OG0002468	AT3G05960.1	XP_013628728.1, XP_013624134.1, XP_013587609.1, XP_013584526.1
OG0002470	AT2G44470.3	XP_013632423.1, XP_013636003.1
OG0002470	AT2G44460.1	XP_013634360.1
OG0002471	AT2G44370.1	XP_013635276.1
OG0002472	AT2G43480.1	XP_013635724.1
OG0002472	AT5G24070.1	XP_013610571.1, XP_013597023.1
OG0002473	AT3G04600.1	XP_013628093.1
OG0002474	AT3G04620.1	XP_013610550.1, XP_013596952.1
OG0002475	AT3G05880.1	XP_013622833.1, XP_013638433.1
OG0002475	AT3G05890.1	XP_013624616.1
OG0002476	AT3G08730.1	XP_013585880.1, XP_013617252.1
OG0002476	AT3G08720.1	XP_013585882.1
OG0002477	AT3G08910.1	XP_013617572.1, XP_013623088.1
OG0002478	AT5G05550.2	XP_013587708.1, XP_013611633.1
OG0002479	AT3G12240.1, AT3G12230.1	XP_013593041.1, XP_013587241.1, XP_013635675.1
OG0002480	AT3G13950.1	XP_013596856.1
OG0002481	AT1G54080.2	XP_013591756.1, XP_013622096.1
OG0002482	AT4G15390.1	XP_013604766.1
OG0002483	AT3G16980.1	XP_013602794.1, XP_013587755.1
OG0002485	AT5G39730.1	XP_013634212.1
OG0002485	AT5G39720.1	XP_013636714.1, XP_013591094.1
OG0002486	AT1G66400.1	XP_013590111.1
OG0002487	AT1G65690.1	XP_013618858.1
OG0002487	AT5G36970.1	XP_013591348.1, XP_013635419.1
OG0002489	AT5G18800.1	XP_013607165.1, XP_013613657.1, XP_013626106.1
OG0002490	AT3G51340.1	XP_013603507.1
OG0002490	AT3G51330.1	XP_013594141.1
OG0002491	AT1G02405.1	XP_013601908.1
OG0002491	AT1G70990.1	XP_013590900.1
OG0002492	AT1G58220.1	XP_013612085.1, XP_013605022.1
OG0002492	AT1G09710.2	XP_013638600.1
OG0002493	AT1G09840.1	XP_013599835.1, XP_013587682.1
OG0002494	AT1G10360.1	XP_013600784.1
OG0002494	AT1G10370.1	XP_013586875.1, XP_013586876.1
OG0002495	AT1G12780.1	XP_013604071.1
OG0002496	AT3G26650.1	XP_013613431.1
OG0002496	AT1G12900.5	XP_013587019.1, XP_013601058.1
OG0002497	AT1G13580.2	XP_013602246.1
OG0002497	AT3G25540.1	XP_013613643.1
OG0002498	AT2G03280.2	XP_013609149.1
OG0002498	AT1G14020.1	XP_013638543.1, XP_013600158.1
OG0002499	AT2G02510.1	XP_013620910.1
OG0002500	AT1G14720.1	XP_013602001.1
OG0002500	AT2G01850.1	XP_013597698.1
OG0002501	AT1G15690.1	XP_013585659.1, XP_013602007.1, XP_013604161.1
OG0002502	AT5G50420.1	XP_013603132.1, XP_013621482.1
OG0002503	AT1G22270.1	XP_013584268.1, XP_013594133.1
OG0002503	AT1G78190.1	XP_013590872.1
OG0002504	AT1G23380.2	XP_013600741.1, XP_013638685.1
OG0002504	AT1G70510.2	XP_013619273.1
OG0002505	AT1G23550.1	XP_013595843.1, XP_013586909.1
OG0002505	AT1G70440.1	XP_013592383.1
OG0002506	AT1G70140.1	XP_013589749.1
OG0002507	AT1G61790.1	XP_013607806.1, XP_013630911.1
OG0002508	AT2G21060.1, AT4G38680.1	XP_013623056.1
OG0002509	AT2G22200.1	XP_013635195.1
OG0002509	AT4G39780.1	XP_013625585.1, XP_013623933.1, XP_013638280.1, XP_013593499.1
OG0002510	AT4G37640.1	XP_013624794.1, XP_013597948.1
OG0002510	AT2G22950.1	XP_013604088.1
OG0002511	AT4G37390.1, AT1G59500.1	XP_013619655.1
OG0002511	AT2G23170.1	XP_013603160.1
OG0002512	AT4G36900.1	XP_013599236.1, XP_013637709.1
OG0002512	AT2G23340.1	XP_013633600.1
OG0002513	AT4G35160.1	XP_013623299.1, XP_013622567.1, XP_013594263.1, XP_013595771.1
OG0002513	AT4G35150.1	XP_013600873.1
OG0002515	AT4G32830.1	XP_013626147.1
OG0002515	AT2G25880.3	XP_013609474.1
OG0002516	AT2G25300.1	XP_013602248.1
OG0002516	AT4G32120.1	XP_013636925.1
OG0002517	AT4G31680.1	XP_013587747.1, XP_013623376.1, XP_013598972.1
OG0002518	AT1G70220.1	XP_013618614.1
OG0002518	AT1G24050.1	XP_013585983.1
OG0002519	AT4G27595.1	XP_013600810.1, XP_013604308.1
OG0002520	AT1G66720.1	XP_013615721.1, XP_013615060.1
OG0002521	AT1G24062.1, AT5G54220.1	XP_013626821.1, XP_013628068.1
OG0002522	AT1G48150.1, AT1G50780.1	XP_013617877.1
OG0002523	AT4G09120.1, AT4G09110.1, AT4G09130.1	XP_013622396.1
OG0002530	AT4G30620.1	XP_013625459.1
OG0002530	AT2G24020.1	XP_013602274.1
OG0002531	AT4G38770.1	XP_013622363.1, XP_013629214.1
OG0002532	AT3G46620.1	XP_013630550.1
OG0002533	AT3G48590.1	XP_013600104.1
OG0002533	AT5G63470.1	XP_013622364.1
OG0002534	AT3G47890.1, AT3G47910.2	XP_013615265.1, XP_013624685.1, XP_013630538.1
OG0002535	AT2G01970.1	XP_013597634.1, XP_013621132.1
OG0002535	AT1G14670.1	XP_013599831.1, XP_013604179.1, XP_013638761.1
OG0002536	AT5G17440.1	XP_013616212.1, XP_013606362.1
OG0002537	AT1G76680.2, AT1G76690.1	XP_013620248.1
OG0002538	AT1G75960.1, AT5G16340.1	XP_013621454.1
OG0002538	AT5G16370.1	XP_013630525.1
OG0002539	AT5G15900.2	XP_013613144.1
OG0002539	AT5G15890.1	XP_013605980.1, XP_013605981.1
OG0002540	AT3G02200.2	XP_013622485.1, XP_013587492.1
OG0002541	AT5G14895.1	XP_013620691.1
OG0002541	AT3G01430.1	XP_013638870.1
OG0002542	AT5G14500.2	XP_013625407.1
OG0002542	AT3G01590.1	XP_013625246.1
OG0002543	AT3G53480.1	XP_013591880.1
OG0002543	AT2G37280.3	XP_013631169.1, XP_013631193.1
OG0002544	AT5G11950.1	XP_013618638.1, XP_013608884.1
OG0002544	AT5G26140.2	XP_013612121.1
OG0002545	AT5G64400.2	XP_013609226.1
OG0002545	AT5G09570.1	XP_013609238.1
OG0002546	AT5G63880.2	XP_013629942.1
OG0002546	AT5G09260.1	XP_013609053.1
OG0002547	AT4G02930.1	XP_013608664.1, XP_013622410.1
OG0002548	AT1G03520.1	XP_013585137.1
OG0002548	AT4G03340.1	XP_013625503.1
OG0002549	AT1G07630.1	XP_013586800.1
OG0002549	AT2G28890.1	XP_013615071.1
OG0002550	AT2G29680.1	XP_013626190.1, XP_013635069.1
OG0002550	AT1G07270.1	XP_013584777.1
OG0002551	AT2G30800.1	XP_013636014.1
OG0002551	AT1G06670.1	XP_013583520.1
OG0002552	AT2G32430.1	XP_013631091.1
OG0002552	AT1G05170.2	XP_013638601.1
OG0002553	AT2G33240.1	XP_013622939.1, XP_013636822.1
OG0002553	AT1G04600.1	XP_013604464.1
OG0002554	AT1G04140.2	XP_013604239.1, XP_013602200.1
OG0002555	AT1G03930.1	XP_013600224.1
OG0002556	AT2G33530.1	XP_013631939.1
OG0002556	AT1G28110.1	XP_013613549.1, XP_013622831.1
OG0002557	AT1G28290.1	XP_013593095.1, XP_013638127.1
OG0002558	AT2G35520.2, AT1G32210.1	XP_013628209.1, XP_013585477.1
OG0002559	AT3G50500.2	XP_013599330.1
OG0002559	AT5G66880.1	XP_013599325.1
OG0002560	AT5G65380.1	XP_013628759.1
OG0002561	AT5G64667.1	XP_013610915.1
OG0002561	AT5G09805.1	XP_013627056.1, XP_013610391.1, XP_013607213.1
OG0002562	AT5G63500.1	XP_013630698.1
OG0002562	AT3G48660.1	XP_013603276.1
OG0002563	AT5G62410.1	XP_013630390.1
OG0002563	AT3G47460.2	XP_013628873.1
OG0002564	AT5G62100.1	XP_013618805.1
OG0002564	AT5G07220.1	XP_013606060.1
OG0002565	AT5G07470.1	XP_013606662.1
OG0002566	AT5G24310.1	XP_013627589.1, XP_013595681.1
OG0002566	AT3G49290.1	XP_013602241.1
OG0002567	AT5G60360.3	XP_013621354.1, XP_013612836.1
OG0002568	AT5G60220.1	XP_013630075.1
OG0002568	AT3G45600.1	XP_013606499.1
OG0002569	AT5G60010.1	XP_013619132.1
OG0002569	AT3G45810.1	XP_013627016.1
OG0002570	AT3G47060.1	XP_013629036.1
OG0002570	AT5G58870.1	XP_013611587.1
OG0002571	AT5G58340.1	XP_013611029.1
OG0002572	AT1G80070.1	XP_013635510.1, XP_013597739.1
OG0002573	AT4G14342.2, AT3G23325.1	XP_013596016.1, XP_013634365.1
OG0002574	AT5G57440.1	XP_013606629.1
OG0002574	AT4G25840.1	XP_013593162.1
OG0002575	AT5G57020.1	XP_013603688.1
OG0002576	AT5G56440.1	XP_013627921.1, XP_013627913.1, XP_013623862.1
OG0002577	AT5G55460.1	XP_013608197.1
OG0002578	AT5G33340.1	XP_013603605.1, XP_013603585.1
OG0002579	AT4G02300.1	XP_013608604.1
OG0002579	AT4G02320.1	XP_013608603.1
OG0002580	AT3G12170.2	XP_013584670.1, XP_013586141.1
OG0002581	AT5G05750.1	XP_013611641.1
OG0002581	AT3G57340.1	XP_013604551.1
OG0002582	AT3G10600.1	XP_013586059.1
OG0002582	AT5G04770.1	XP_013623136.1
OG0002583	AT5G04160.1	XP_013607082.1
OG0002584	AT3G08930.1	XP_013587060.1, XP_013621851.1
OG0002585	AT3G27020.1	XP_013612045.1
OG0002585	AT5G41000.1	XP_013631970.1
OG0002586	AT1G15480.1	XP_013586748.1
OG0002586	AT1G80270.1	XP_013592411.1
OG0002587	AT1G78820.1	XP_013588133.1
OG0002588	AT1G76540.1	XP_013591902.1
OG0002588	AT1G20930.1	XP_013595762.1
OG0002589	AT1G20816.1	XP_013638541.1
OG0002589	AT1G76405.2	XP_013591531.1
OG0002590	AT1G76260.1	XP_013592118.1
OG0002590	AT1G20540.1	XP_013637669.1
OG0002591	AT1G20340.1	XP_013602101.1, XP_013587647.1, XP_013596631.1
OG0002591	AT1G76100.2	XP_013588319.1
OG0002592	AT1G75990.1	XP_013592581.1
OG0002593	AT5G27880.1	XP_013620073.1
OG0002594	AT3G62230.1	XP_013632896.1
OG0002595	AT4G00872.1	XP_013591233.1
OG0002596	AT1G54130.1	XP_013591963.1, XP_013592306.1
OG0002596	AT3G14050.1	XP_013586577.1
OG0002597	AT1G54115.1	XP_013629989.1
OG0002597	AT3G14070.1	XP_013585947.1
OG0002598	AT1G54000.1, AT1G54010.1	XP_013590746.1, XP_013623343.1, XP_013626578.1, XP_013590475.1
OG0002599	AT3G14290.1, AT1G53850.1	XP_013592082.1, XP_013591799.1
OG0002600	AT2G36300.1	XP_013631206.1
OG0002601	AT3G23730.1	XP_013593688.1
OG0002601	AT4G14130.1	XP_013600392.1
OG0002602	AT4G14740.1	XP_013616235.1
OG0002603	AT4G15550.1	XP_013594244.1
OG0002604	AT1G74360.1	XP_013591380.1
OG0002605	AT1G25450.1	XP_013586622.1
OG0002605	AT1G68530.1	XP_013592389.1
OG0002606	AT1G25550.1	XP_013621359.1, XP_013592390.1, XP_013595685.1
OG0002607	AT2G34210.1	XP_013622720.1
OG0002607	AT4G08350.1	XP_013629222.1
OG0002608	AT5G44860.1	XP_013593288.1
OG0002608	AT4G19950.1	XP_013597873.1
OG0002609	AT3G19170.1	XP_013608473.1, XP_013628970.1
OG0002609	AT1G49630.1	XP_013587757.1
OG0002610	AT1G50090.1	XP_013627197.1
OG0002611	AT3G20540.2	XP_013586884.1
OG0002611	AT1G50840.2	XP_013586338.1
OG0002612	AT3G15480.1	XP_013638498.1
OG0002612	AT1G52910.1	XP_013626975.1, XP_013592806.1
OG0002613	AT3G15460.1	XP_013629263.1, XP_013585741.1
OG0002614	AT3G15450.1	XP_013585742.1
OG0002616	AT3G50930.1	XP_013597043.1, XP_013600602.1
OG0002617	AT2G14740.1	XP_013612458.1, XP_013629882.1
OG0002618	AT2G16280.1	XP_013609631.1, XP_013595606.1
OG0002618	AT4G34510.1	XP_013628073.1
OG0002619	AT3G16620.1	XP_013584504.1, XP_013584506.1
OG0002620	AT2G16780.1	XP_013612099.1, XP_013593455.1
OG0002621	AT2G16850.1	XP_013593529.1
OG0002621	AT4G35100.1	XP_013629883.1, XP_013604798.1
OG0002622	AT4G22460.1	XP_013584972.1, XP_013610186.1, XP_013626878.1
OG0002623	AT4G11310.1, AT4G11320.1	XP_013618816.1
OG0002624	AT3G63080.1	XP_013591515.1, XP_013636062.1
OG0002624	AT2G48150.1	XP_013615078.1, XP_013635443.1
OG0002625	AT3G61415.1	XP_013605801.1
OG0002625	AT2G45950.2	XP_013632209.1, XP_013625652.1
OG0002626	AT3G59830.1	XP_013602802.1, XP_013592843.1
OG0002627	AT3G57950.1	XP_013635671.1, XP_013634781.1, XP_013603221.1
OG0002627	AT2G42180.1	XP_013635619.1
OG0002628	AT2G42310.1	XP_013636342.1, XP_013626744.1, XP_013633848.1
OG0002629	AT3G57350.1	XP_013604550.1
OG0002629	AT2G41620.1	XP_013635759.1
OG0002630	AT3G56140.1	XP_013592227.1
OG0002630	AT2G40400.1	XP_013636846.1
OG0002631	AT3G55180.1	XP_013601661.1
OG0002631	AT2G39400.1	XP_013632058.1
OG0002632	AT3G23550.1, AT3G23560.1	XP_013607825.1
OG0002633	AT2G37840.1	XP_013630014.1
OG0002633	AT3G53930.2	XP_013636972.1
OG0002634	AT4G27730.1	XP_013601012.1
OG0002634	AT5G53510.1	XP_013611039.1
OG0002635	AT5G35732.2	XP_013634187.1
OG0002636	AT1G67250.1, AT1G62920.1	XP_013618539.1, XP_013590402.1, XP_013590237.1
OG0002637	AT4G29430.1	XP_013638347.1
OG0002637	AT2G19720.1	XP_013598193.1
OG0002638	AT2G39530.1	XP_013635234.1
OG0002638	AT2G39518.1	XP_013635020.1, XP_013635261.1
OG0002640	AT1G01170.1	XP_013638063.1
OG0002640	AT4G00860.1	XP_013609504.1
OG0002641	AT4G38905.1	XP_013603927.1, XP_013624760.1
OG0002642	AT2G21540.1	XP_013631727.1
OG0002643	AT4G10480.1	XP_013593595.1, XP_013615263.1, XP_013623156.1
OG0002644	AT2G20900.1	XP_013604562.1, XP_013612914.1
OG0002644	AT4G28130.1	XP_013595142.1
OG0002645	AT2G14635.1, AT3G60350.1	XP_013636671.1
OG0002645	AT2G44900.1	XP_013636574.1
OG0002646	AT2G43570.1	XP_013633710.1
OG0002647	AT5G18180.1	XP_013625808.1, XP_013616852.1
OG0002647	AT3G03920.1	XP_013619648.1
OG0002648	AT3G06830.1	XP_013587568.1, XP_013584725.1
OG0002648	AT5G49180.1	XP_013619030.1
OG0002649	AT3G09300.1	XP_013587628.1, XP_013590578.1
OG0002649	AT5G02100.1	XP_013608875.1
OG0002650	AT3G09410.1	XP_013584928.1, XP_013638618.1, XP_013625602.1
OG0002651	AT3G11630.1	XP_013585713.1, XP_013616144.1
OG0002651	AT5G06290.1	XP_013612352.1
OG0002652	AT3G13090.1	XP_013611044.1, XP_013621844.1
OG0002652	AT3G13100.1	XP_013586310.1
OG0002653	AT1G48590.2	XP_013603218.1
OG0002653	AT3G17980.1	XP_013629927.1
OG0002654	AT2G22830.1	XP_013637113.1
OG0002654	AT4G37760.1	XP_013607571.1
OG0002655	AT3G29100.3	XP_013608825.1
OG0002655	AT5G39510.1	XP_013613518.1, XP_013589827.1
OG0002656	AT4G14550.2	XP_013600753.1
OG0002656	AT3G23050.1	XP_013619349.1
OG0002657	AT3G22970.1	XP_013630676.1
OG0002657	AT4G14620.1	XP_013617318.1
OG0002658	AT3G22330.1	XP_013607565.1
OG0002658	AT3G22310.1	XP_013587348.1
OG0002660	AT5G37720.1	XP_013636713.1
OG0002660	AT1G66260.1	XP_013592250.1
OG0002661	AT5G28900.1, AT5G28850.2	XP_013606566.1
OG0002662	AT4G01630.1	XP_013617420.1, XP_013627153.1, XP_013619443.1
OG0002663	AT1G03230.1, AT1G03220.1	XP_013602958.1
OG0002664	AT1G07550.1	XP_013584061.1
OG0002665	AT1G09645.1	XP_013638156.1, XP_013604451.1, XP_013603009.1
OG0002666	AT1G10090.1	XP_013604834.1
OG0002666	AT1G58520.1	XP_013605688.1, XP_013635583.1
OG0002667	AT1G60810.1	XP_013612035.1
OG0002667	AT1G10670.3	XP_013600927.1
OG0002668	AT1G11330.2	XP_013601925.1, XP_013601922.1, XP_013601918.1, XP_013615781.1, XP_013583489.1, XP_013601920.1, XP_013583490.1, XP_013611311.1
OG0002669	AT1G01980.1	XP_013590408.1
OG0002669	AT1G11770.1	XP_013599964.1, XP_013584537.1
OG0002670	AT1G13860.1	XP_013614916.1
OG0002670	AT2G03480.1	XP_013606482.1, XP_013596075.1
OG0002671	AT1G14100.1	XP_013602247.1, XP_013638672.1
OG0002672	AT2G01570.1, AT1G14920.1	XP_013611782.1, XP_013598468.1
OG0002673	AT1G15160.1, AT1G15150.1	XP_013605110.1, XP_013586619.1
OG0002674	AT1G17050.1	XP_013637933.1
OG0002674	AT1G78510.1	XP_013592832.1
OG0002675	AT1G72420.1	XP_013590303.1
OG0002675	AT1G17350.2	XP_013583964.1
OG0002676	AT4G05050.1	XP_013611107.1
OG0002676	AT1G55060.1	XP_013627703.1
OG0002677	AT4G38220.2	XP_013595222.1, XP_013601718.1
OG0002678	AT4G38740.1	XP_013597587.1, XP_013622246.1
OG0002679	AT4G39910.1	XP_013622241.1, XP_013594682.1
OG0002679	AT2G22310.1	XP_013604014.1
OG0002680	AT4G37670.2	XP_013599297.1, XP_013606432.1
OG0002681	AT4G34570.1	XP_013602275.1
OG0002681	AT2G16370.1	XP_013622206.1
OG0002682	AT4G34450.1	XP_013628761.1, XP_013601569.1
OG0002683	AT4G34220.1	XP_013622979.1
OG0002683	AT2G15300.1	XP_013606310.1
OG0002684	AT2G25610.2	XP_013601269.1
OG0002684	AT4G32530.2	XP_013628461.1
OG0002685	AT2G25940.1	XP_013604829.1
OG0002685	AT4G32940.1	XP_013601416.1
OG0002686	AT4G33720.1	XP_013586047.1, XP_013597014.1, XP_013597039.1
OG0002687	AT2G14690.1	XP_013594464.1
OG0002687	AT4G33810.2, AT4G33820.1	XP_013596495.1
OG0002688	AT2G25080.1	XP_013599868.1
OG0002688	AT4G31870.1	XP_013593364.1
OG0002689	AT1G66235.1	XP_013626704.1, XP_013595027.1, XP_013627855.1
OG0002690	AT1G27430.1, AT1G24300.1	XP_013615864.1, XP_013625420.1, XP_013625417.1
OG0002693	AT4G00315.1, AT1G55660.1, AT4G15075.1, AT4G15060.1	XP_013601291.1
OG0002695	AT3G14040.1, AT3G07850.1	XP_013585225.1, XP_013627133.1
OG0002697	AT3G49307.1	XP_013603942.1
OG0002697	AT3G49270.3, AT3G49305.1, AT3G49300.1	XP_013594905.1
OG0002699	AT5G51860.1	XP_013614333.1, XP_013609697.1
OG0002699	AT5G51870.3	XP_013627102.1
OG0002700	AT5G52140.1	XP_013610805.1
OG0002700	AT5G52130.1	XP_013617065.1
OG0002705	AT4G27280.1	XP_013606124.1
OG0002705	AT5G54490.1	XP_013618336.1
OG0002707	AT2G16430.2	XP_013628516.1, XP_013628518.1, XP_013628515.1, XP_013612159.1, XP_013630467.1
OG0002708	AT5G14960.1	XP_013618476.1
OG0002708	AT3G01330.1	XP_013587510.1
OG0002710	AT5G12020.1	XP_013626226.1, XP_013616572.1
OG0002710	AT5G12030.1	XP_013609274.1
OG0002711	AT5G09740.1	XP_013608694.1
OG0002711	AT5G64610.1	XP_013612921.1
OG0002712	AT5G38130.1	XP_013634595.1
OG0002713	AT5G08640.1	XP_013606671.1
OG0002714	AT5G61460.1	XP_013598985.1
OG0002714	AT5G07660.1	XP_013616762.1
OG0002715	AT2G27600.1	XP_013637579.1, XP_013630434.1
OG0002716	AT2G27710.1	XP_013633659.1, XP_013631407.1
OG0002716	AT2G27720.2	XP_013626065.1
OG0002717	AT2G31680.1	XP_013625846.1
OG0002717	AT1G05810.2	XP_013603086.1
OG0002718	AT1G04520.1	XP_013586662.1
OG0002718	AT2G33330.1	XP_013631780.1
OG0002719	AT5G02940.2, AT5G43745.1	XP_013614300.1, XP_013605569.1
OG0002720	AT4G25520.1, AT4G25515.1	XP_013605228.1
OG0002721	AT1G47500.1, AT1G47490.1	XP_013613143.1
OG0002723	AT1G30120.1	XP_013629524.1, XP_013585686.1
OG0002724	AT1G31120.1	XP_013620846.1
OG0002724	AT2G35060.2	XP_013636642.1
OG0002725	AT3G62120.1	XP_013587916.1, XP_013604602.1
OG0002726	AT4G32342.2	XP_013628075.1
OG0002726	AT5G25360.3	XP_013615969.1, XP_013595501.1
OG0002728	AT5G60680.1	XP_013608905.1
OG0002729	AT5G60230.2	XP_013630074.1, XP_013606461.1
OG0002730	AT4G14690.1	XP_013584696.1
OG0002731	AT4G26540.1	XP_013600461.1
OG0002732	AT3G49210.1	XP_013616236.1, XP_013600014.1
