Orthogroup	Arabidopsis_thaliana	Noccaea_praecox
OG0001883	AT1G12710.2	Np004G2449000
OG0001884	AT3G25610.1	Np001G0236700
OG0001884	AT1G13210.1	Np004G2441300
OG0001885	AT2G02470.1	Np001G0254600
OG0001885	AT1G14510.1	Np004G2422200
OG0001886	AT1G48900.1	Np004G1987600
OG0001888	AT1G72330.3	Np002G0826000
OG0001888	AT1G17290.1	Np004G2388800
OG0001889	AT1G17455.1	Np004G2386000
OG0001889	AT1G72630.1	Np002G0821900
OG0001890	AT2G02380.1, AT2G02390.3	Np001G0256400
OG0001891	AT1G70090.1	Np002G0858300
OG0001891	AT1G24170.1	Np004G2287300
OG0001892	AT4G37990.1, AT4G37980.1	Np005G2626500
OG0001894	AT2G14850.1	Np007G3789100
OG0001894	AT4G33890.1	Np005G2641000
OG0001895	AT4G31360.1	Np005G2718800
OG0001896	AT2G24420.1	Np006G3657300
OG0001896	AT4G31340.1	Np005G2721000
OG0001897	AT4G30910.2, AT4G30920.1	Np005G2726400
OG0001897	AT2G24200.1	Np006G3662800
OG0001898	AT4G07350.1, AT1G40129.1	Np007G4014200
OG0001900	AT5G39860.1	Np005G3160700
OG0001900	AT3G28857.1	Np001G0194800
OG0001910	AT4G30560.1	Np005G2731400
OG0001910	AT2G23980.2	Np006G3665300
OG0001911	AT2G24060.1	Np006G3664200
OG0001912	AT5G16400.1	Np003G1434800
OG0001912	AT3G02730.1	Np007G4230900
OG0001913	AT4G27990.1	Np005G3077500
OG0001913	AT3G07430.1	Np007G4154600
OG0001914	AT3G02340.1	Np007G4235500
OG0001914	AT5G15820.1	Np003G1427600
OG0001915	AT5G13490.1	Np003G1403100
OG0001915	AT3G08580.1	Np007G4144400
OG0001916	AT5G19430.4	Np003G1473900
OG0001916	AT5G12310.1	Np003G1391600
OG0001917	AT5G12110.1	Np003G1389700
OG0001917	AT5G19510.1	Np003G1475300
OG0001918	AT5G24940.1	Np001G0122700
OG0001918	AT5G10740.1	Np003G1371200
OG0001919	AT5G24860.2	Np001G0121500
OG0001919	AT5G10625.1	Np003G1369900
OG0001920	AT5G65207.1	Np001G0033800
OG0001920	AT5G10040.1	Np003G1363000
OG0001922	AT2G22780.1	Np006G3683800
OG0001922	AT5G09660.4	Np003G1359100
OG0001923	AT5G09440.1	Np003G1356400
OG0001923	AT5G64260.1	Np001G0047300
OG0001924	AT5G07880.1	Np003G1339200, Np003G1340300
OG0001924	AT5G61210.1	Np001G0094800
OG0001925	AT1G06770.1	Np004G2529700
OG0001926	AT2G30630.2	Np006G3471500, Np006G3536700
OG0001926	AT1G06750.2	Np004G2529900
OG0001927	AT1G06200.2	Np004G2535700
OG0001927	AT2G31140.1	Np006G3482500, Np006G3546900
OG0001928	AT2G15130.1	Np007G3784500
OG0001929	AT1G04710.1	Np004G2554900
OG0001929	AT2G33150.1	Np006G3577100
OG0001930	AT5G44140.1	Np001G0402300
OG0001930	AT1G03860.1	Np004G2565200
OG0001931	AT4G25500.1	Np005G2806800
OG0001931	AT5G52040.2	Np003G1670000
OG0001932	AT2G46495.1	Np006G3228000
OG0001933	AT1G28070.1	Np004G2108800
OG0001934	AT1G31070.2	Np004G2150700
OG0001934	AT2G35020.1	Np006G3410100
OG0001935	AT1G32470.1	Np004G2053000
OG0001936	AT2G35330.1	Np006G3407000
OG0001936	AT1G32530.1	Np004G2053400
OG0001937	AT3G50080.1	Np001G0512800
OG0001937	AT5G67250.1	Np001G0019100
OG0001938	AT3G15060.1	Np007G4047100
OG0001939	AT5G23700.3	Np001G0108400
OG0001939	AT3G48860.2	Np001G0495200
OG0001940	AT4G32470.1, AT5G25450.1	Np005G2702200
OG0001942	AT3G44900.1	Np003G1511200
OG0001942	AT5G22900.1	Np003G1511100
OG0001943	AT5G60550.1	Np003G1517200
OG0001943	AT3G45240.1	Np001G0449400
OG0001944	AT3G46430.1	Np003G1527700
OG0001944	AT5G59613.1	Np001G0461200
OG0001945	AT1G60620.1	Np002G1163800
OG0001945	AT1G60850.1	Np002G1168400
OG0001946	AT5G58440.1	Np003G1545400
OG0001946	AT5G07120.1	Np003G1328800
OG0001947	AT4G25810.1	Np005G2801800
OG0001948	AT4G25835.1	Np005G2801500
OG0001949	AT2G17000.1	Np007G3765200
OG0001949	AT2G17010.1	Np007G3765100
OG0001950	AT5G38970.1	Np005G3145600
OG0001950	AT3G30180.1	Np001G0185800
OG0001951	AT4G26480.1	Np005G2791800
OG0001951	AT5G56140.1	Np003G1583000
OG0001952	AT5G54900.1	Np003G1609400
OG0001952	AT4G27000.1	Np005G2785900
OG0001953	AT5G54670.1	Np003G1633800
OG0001953	AT4G27180.1	Np005G2783900
OG0001954	AT3G12250.4	Np007G4091400
OG0001954	AT5G06950.1	Np003G1326600
OG0001955	AT5G06560.1	Np003G1321400
OG0001955	AT3G11850.1	Np007G4097800
OG0001956	AT3G10640.1	Np007G4114800
OG0001956	AT5G04850.2	Np003G1294900
OG0001957	AT3G09900.1	Np007G4239200, Np007G4127500
OG0001958	AT5G03300.1	Np003G1275100
OG0001958	AT3G09820.1	Np007G4128300
OG0001960	AT3G27380.1	Np001G0208800
OG0001960	AT5G40650.1	Np005G3181000
OG0001961	AT1G15760.1	Np004G2405900
OG0001961	AT1G80520.1	Np002G0709800
OG0001962	AT1G80830.1	Np002G0714100
OG0001963	AT1G16010.1	Np004G2402400
OG0001963	AT1G80900.1	Np002G0715600
OG0001964	AT1G16300.1	Np004G2399900
OG0001964	AT1G79530.1	Np002G0720700
OG0001965	AT1G20950.1	Np004G2344900
OG0001965	AT1G76550.1	Np002G0762200
OG0001966	AT4G35610.1	Np005G2670200
OG0001966	AT4G35700.1	Np005G2671200, Np005G2671700
OG0001967	AT1G20580.1	Np004G2349200
OG0001968	AT1G75880.1	Np002G0772000
OG0001968	AT1G75890.3	Np002G0771900
OG0001969	AT2G17260.1	Np007G3760900
OG0001969	AT4G35290.1	Np005G2661600
OG0001970	AT2G17530.1	Np007G3757800
OG0001970	AT4G35500.2	Np005G2665400
OG0001971	AT2G17720.1	Np007G3755200
OG0001971	AT4G35810.1	Np005G2673500
OG0001972	AT2G17780.1	Np007G3754100
OG0001972	AT4G35920.1	Np005G2675000
OG0001973	AT1G54180.1	Np004G1918300
OG0001974	AT3G14960.1	Np007G4048500
OG0001975	AT3G52990.1	Np001G0553300
OG0001975	AT2G36580.1	Np006G3387800
OG0001977	AT4G13615.1	Np005G3072100
OG0001977	AT3G24100.1	Np005G3081900
OG0001978	AT3G02400.1	Np007G4235000
OG0001979	AT4G14560.1	Np005G3049800
OG0001979	AT3G23030.2	Np007G3840000
OG0001980	AT4G14680.2	Np005G3045200
OG0001980	AT3G22890.1	Np007G3838300
OG0001982	AT3G56090.1	Np001G0601000
OG0001982	AT2G40300.1	Np006G3318500
OG0001983	AT3G46340.1	Np001G0461100
OG0001984	AT3G26690.1	Np001G0222500
OG0001984	AT1G12880.1	Np004G2446100
OG0001985	AT5G45560.1	Np001G0370800
OG0001985	AT4G19040.2	Np005G2904200
OG0001986	AT1G49710.1	Np004G1977900
OG0001986	AT3G19280.1	Np007G3960300
OG0001987	AT1G50950.2	Np004G1962100
OG0001987	AT3G20560.1	Np001G0281300
OG0001988	AT1G51600.1	Np004G1954500
OG0001988	AT3G21175.1	Np007G3810600
OG0001989	AT3G16120.1	Np007G3903700
OG0001989	AT1G52245.1	Np004G1946700
OG0001992	AT4G17880.1	Np005G2932800
OG0001992	AT5G46760.1	Np001G0343000
OG0001993	AT4G01510.5	Np003G1879100
OG0001994	AT4G11911.1	Np003G1815800
OG0001994	AT4G22920.1	Np005G2846300
OG0001995	AT4G22300.1	Np005G2856300
OG0001995	AT4G22305.1	Np005G2856100
OG0001997	AT4G05180.1	Np003G1847300
OG0001997	AT4G21280.2	Np005G2876600
OG0001998	AT3G62990.1	Np001G0693900
OG0001998	AT2G47950.2	Np006G3206700
OG0001999	AT2G45440.1	Np006G3243200, Np006G3243600
OG0001999	AT3G60880.2	Np001G0667300
OG0002000	AT2G45080.1	Np006G3248300
OG0002000	AT3G60550.1	Np001G0663100
OG0002001	AT3G60540.1	Np001G0663000
OG0002001	AT2G45070.1	Np006G3248400
OG0002002	AT3G60070.1	Np001G0653500
OG0002002	AT2G44280.1	Np006G3258300
OG0002003	AT1G10490.1	Np004G2482700
OG0002003	AT3G57940.1	Np001G0627300
OG0002004	AT2G41560.1	Np006G3299900
OG0002004	AT3G57330.1	Np001G0619300
OG0002005	AT4G27690.1	Np005G2773500
OG0002005	AT5G53530.1	Np003G1637500
OG0002007	AT2G38870.1	Np006G3347000
OG0002007	AT2G38900.2	Np006G3346900
OG0002008	AT2G38530.1, AT2G15050.1, AT2G38540.1	Np006G3437700, Np006G3352800
OG0002009	AT3G51860.2	Np001G0537300
OG0002009	AT2G38170.3	Np006G3358700
OG0002010	AT5G47590.1	Np006G3226900, Np006G3227000, Np006G3227100
OG0002011	AT2G21220.1	Np006G3709400
OG0002011	AT4G38860.1	Np005G2607400
OG0002012	AT4G09900.1	Np003G1775600
OG0002013	AT3G05640.1	Np007G4185000
OG0002013	AT5G27930.1	Np001G0145700
OG0002014	AT3G62830.1	Np001G0692300
OG0002014	AT2G47650.2	Np006G3210100
OG0002015	AT2G47560.1	Np006G3211100
OG0002015	AT3G62690.1	Np001G0691000
OG0002016	AT3G17140.1	Np007G3921000, Np007G3920800
OG0002017	AT2G42080.1	Np006G3290200
OG0002017	AT3G58020.1	Np001G0628400
OG0002018	AT3G05260.1	Np007G4191300
OG0002018	AT1G54870.2	Np002G1063300
OG0002019	AT3G06320.1, AT5G18790.1	Np003G1466500, Np007G4172800
OG0002020	AT3G17152.1	Np007G3921100, Np004G2067700
OG0002020	AT3G17150.1	Np007G3921500
OG0002021	AT3G17240.1	Np007G3923200
OG0002021	AT1G48030.1	Np004G2000600
OG0002022	AT3G17430.1	Np007G3926000
OG0002022	AT1G48230.1	Np004G1997600
OG0002023	AT4G04402.1, AT3G29350.1	Np001G0188100
OG0002023	AT5G39340.2	Np005G3151200
OG0002024	AT5G37475.1	Np005G3118000
OG0002025	AT3G22270.1	Np007G3829700
OG0002025	AT4G14990.1	Np005G3038000
OG0002026	AT5G18640.2, AT5G18630.1	Np003G1464600
OG0002027	AT4G01330.2	Np003G1888900
OG0002027	AT1G01540.2	Np004G2590700
OG0002028	AT4G01026.1	Np003G1883900
OG0002029	AT4G01023.2	Np003G1883800
OG0002029	AT1G01350.1, AT5G06420.1	Np004G2587800
OG0002030	AT5G38700.1	Np004G2577700
OG0002030	AT4G02170.1	Np003G1869900
OG0002031	AT1G05530.1	Np006G3512500, Np004G2544200
OG0002032	AT1G56600.1	Np002G1113400
OG0002032	AT1G09350.1	Np004G2498000
OG0002033	AT1G10570.1	Np004G2481800
OG0002033	AT1G60220.1	Np002G1157700, Np003G1714600
OG0002034	AT1G11250.1	Np004G2473500
OG0002034	AT1G61290.1	Np002G1178100
OG0002035	AT1G11670.1	Np004G2465900
OG0002035	AT1G61890.1	Np002G1188900
OG0002036	AT1G63050.1	Np002G1213800
OG0002036	AT1G12640.1	Np004G2450800
OG0002037	AT3G26340.1	Np001G0226400
OG0002037	AT1G13060.2	Np004G2444400
OG0002038	AT1G14685.1	Np004G2418200
OG0002041	AT1G23210.1	Np004G2306400
OG0002041	AT1G70710.1	Np002G0847100
OG0002042	AT5G41730.1	Np005G3199600, Np005G3198200
OG0002042	AT1G64300.1	Np002G1240400
OG0002043	AT4G38400.1	Np005G2602100
OG0002045	AT4G33050.5	Np005G2631800
OG0002045	AT2G26190.1	Np006G3629000
OG0002046	AT2G27780.1, AT5G27310.1, AT2G13640.1	Np006G3561600
OG0002048	AT4G09950.1	Np003G1777100
OG0002056	AT5G58787.1	Np003G1540000
OG0002056	AT3G47160.2	Np001G0469500
OG0002057	AT3G48070.2	Np001G0480400
OG0002057	AT5G62910.1	Np001G0068000
OG0002058	AT5G18170.1	Np003G1456800
OG0002058	AT3G03910.1	Np007G4213900
OG0002059	AT5G18150.1	Np003G1456400
OG0002059	AT5G14602.1	Np003G1415400
OG0002060	AT5G18090.1	Np003G1455700
OG0002060	AT5G18000.1	Np003G1454000
OG0002061	AT3G03430.1	Np007G4221400
OG0002061	AT5G17480.1	Np003G1448200
OG0002062	AT5G16800.3	Np003G1439700
OG0002062	AT3G02980.1	Np007G4227800
OG0002063	AT3G02770.1	Np007G4230500
OG0002063	AT5G16450.1	Np003G1435100
OG0002064	AT5G16240.1	Np003G1432800
OG0002064	AT3G02630.1	Np007G4232000
OG0002065	AT3G02510.1	Np007G4233500
OG0002065	AT5G16040.1	Np003G1430500
OG0002066	AT3G02460.1	Np007G4234200, Np007G4234100
OG0002066	AT5G15930.1	Np003G1429400
OG0002067	AT5G14390.1	Np003G1412900
OG0002067	AT3G01690.1	Np007G4250200
OG0002068	AT5G13550.1	Np003G1403700
OG0002068	AT3G12520.1	Np007G4089200
OG0002069	AT5G13110.1	Np003G1397900
OG0002069	AT1G24280.1	Np004G2102100
OG0002070	AT5G25880.1	Np001G0135000
OG0002070	AT5G11670.1	Np003G1383700
OG0002071	AT5G44050.1	Np003G1367400
OG0002072	AT5G09900.3	Np003G1361600
OG0002072	AT5G64760.1	Np001G0040400
OG0002073	AT5G09530.1	Np003G1357500
OG0002074	AT5G61250.1	Np001G0094400
OG0002074	AT5G07830.1	Np003G1338700
OG0002075	AT4G03000.1	Np003G1857500
OG0002075	AT1G03365.1	Np004G2570500
OG0002076	AT2G27960.1	Np006G3586100
OG0002076	AT2G27970.1	Np006G3586200
OG0002077	AT2G28310.1	Np006G3590700
OG0002077	AT1G08040.1	Np004G2513800
OG0002078	AT1G05510.1	Np004G2544400
OG0002078	AT2G31985.1	Np006G3559600
OG0002079	AT1G05300.1	Np004G2547300
OG0002079	AT2G32270.1	Np006G3565000
OG0002080	AT1G03870.1	Np004G2565100
OG0002081	AT5G42790.1	Np001G0422600
OG0002081	AT1G47250.1	Np004G2009800
OG0002082	AT1G14360.1	Np004G2423500
OG0002082	AT2G02810.1	Np001G0251400
OG0002083	AT5G66760.1, AT2G18450.1	Np001G0011600
OG0002084	AT3G49950.1	Np001G0511000
OG0002084	AT5G67411.1	Np001G0021800
OG0002085	AT5G64900.1	Np001G0038200
OG0002086	AT5G61790.1	Np001G0087100
OG0002086	AT5G07340.2	Np003G1332900
OG0002087	AT3G49560.1	Np001G0505500
OG0002087	AT5G24650.1	Np001G0119700
OG0002088	AT5G24780.1, AT5G24770.1	Np001G0120500
OG0002089	AT3G42790.1	Np001G0430700
OG0002089	AT5G20510.1	Np003G1487800
OG0002090	AT5G22930.1	Np003G1511700
OG0002090	AT3G44940.1	Np001G0446600
OG0002091	AT5G59700.1	Np003G1526700
OG0002092	AT4G25970.1	Np005G2799200
OG0002093	AT4G26110.1	Np005G2797300
OG0002093	AT5G56950.1	Np003G1567700
OG0002094	AT4G26430.1	Np005G2792500
OG0002094	AT5G56280.1	Np003G1581100
OG0002095	AT4G26710.1	Np005G2788800
OG0002095	AT5G55290.1	Np003G1603200
OG0002096	AT5G54870.1	Np003G1609800
OG0002096	AT4G27020.1	Np005G2785700
OG0002097	AT4G02690.1	Np003G1862300
OG0002097	AT1G03070.1	Np004G2573400
OG0002099	AT3G11270.1	Np007G4105800
OG0002099	AT5G05780.1	Np003G1307800
OG0002100	AT5G01225.1	Np003G1257600
OG0002100	AT3G09032.1	Np007G4138300
OG0002101	AT3G49420.1, AT5G01430.1	Np003G1254500
OG0002102	AT3G27190.1	Np001G0213200
OG0002102	AT5G40870.1	Np005G3184200
OG0002103	AT1G59870.1	Np001G0543000
OG0002103	AT1G15210.1	Np004G2412000
OG0002104	AT1G15750.1	Np004G2406200
OG0002104	AT1G80490.2	Np002G0709500
OG0002105	AT1G16190.1	Np004G2400700
OG0002105	AT1G79650.4	Np002G0717100
OG0002106	AT1G16440.1	Np004G2398400, Np004G2398100
OG0002106	AT1G79250.1	Np002G0723900
OG0002107	AT1G16470.1	Np004G2397400
OG0002108	AT1G79160.1	Np002G0725200
OG0002108	AT1G16500.1	Np004G2397000
OG0002109	AT1G22150.1	Np004G2326500
OG0002109	AT1G78000.1	Np002G0741900
OG0002110	AT1G77000.1	Np002G0755000
OG0002110	AT1G21410.1	Np002G1136800
OG0002111	AT1G21070.1	Np004G2343000
OG0002111	AT1G76670.1	Np002G0760500
OG0002112	AT1G55610.1	Np004G1908500
OG0002112	AT3G13380.1	Np007G4076800
OG0002113	AT1G55535.1	Np004G1909600
OG0002113	AT3G13420.3	Np007G4076200
OG0002114	AT3G13570.1	Np007G4073400
OG0002115	AT1G67640.1	Np002G0912300
OG0002115	AT1G24400.1	Np004G2099100
OG0002116	AT3G23830.1	Np007G3856000
OG0002117	AT4G14368.1	Np005G3054200
OG0002117	AT3G23270.2	Np007G3844600
OG0002118	AT4G14500.1	Np005G3051000
OG0002118	AT3G23080.1	Np007G3840400
OG0002119	AT3G22110.1	Np007G3826200, Np007G3890300
OG0002120	AT1G72270.1, AT4G27010.2	Np005G2785800
OG0002121	AT4G18050.2	Np005G2926500
OG0002121	AT5G46540.1	Np001G0349900
OG0002122	AT4G15560.1	Np005G3025500, Np005G3025300
OG0002122	AT3G21500.3	Np007G3815500
OG0002123	AT4G39280.1	Np005G2613800
OG0002124	AT1G17530.1	Np004G2385000
OG0002124	AT1G72750.1	Np002G0819800
OG0002125	AT2G19860.1	Np007G3727400
OG0002126	AT3G28715.1	Np001G0196300
OG0002127	AT3G27240.1	Np001G0211300
OG0002127	AT5G40810.1	Np005G3183100
OG0002128	AT5G45620.1	Np001G0370000, Np001G0339600
OG0002128	AT4G19006.2	Np005G2904500
OG0002129	AT1G51500.1	Np004G1955700
OG0002129	AT3G21090.1	Np007G3808400
OG0002130	AT3G15690.2	Np007G4028000
OG0002130	AT1G52670.1	Np004G1942000
OG0002131	AT2G34690.1	Np006G3417000
OG0002132	AT3G28820.1, AT3G28810.1, AT3G28980.1	Np004G2138300
OG0002133	AT4G23670.1	Np005G2833800
OG0002134	AT4G34420.1	Np005G2647600
OG0002134	AT2G15730.1	Np007G3780500
OG0002135	AT2G16600.1	Np007G3770800
OG0002135	AT4G34870.1	Np005G2655000
OG0002136	AT4G10960.1	Np003G1797200
OG0002137	AT4G23870.1	Np005G2831400
OG0002137	AT4G11020.1	Np003G1798400
OG0002138	AT4G32500.1	Np005G2702100
OG0002138	AT2G25600.1	Np006G3637100
OG0002139	AT4G22700.1, AT5G35900.1	Np005G2849000, Np005G2848900
OG0002140	AT4G19960.3	Np005G2888600
OG0002142	AT4G20360.1	Np005G2884000
OG0002143	AT4G21090.1	Np005G2874400
OG0002143	AT4G05450.1	Np003G1849400
OG0002144	AT4G09570.1	Np003G1770600
OG0002144	AT1G35670.1	Np004G2046100
OG0002145	AT2G47690.1	Np006G3209800
OG0002146	AT2G46420.1	Np006G3229200
OG0002146	AT3G61700.2	Np001G0676800, Np001G0677000
OG0002147	AT3G61560.1	Np001G0674300
OG0002147	AT2G46170.1	Np006G3231700
OG0002148	AT3G60900.1	Np001G0667600
OG0002148	AT2G45470.1	Np006G3242600
OG0002149	AT3G60280.1	Np001G0657700
OG0002149	AT3G60270.1	Np001G0657600
OG0002150	AT3G58050.2	Np001G0628700
OG0002150	AT2G41960.1	Np006G3291300
OG0002151	AT2G41060.1	Np006G3306900
OG0002151	AT3G56860.1	Np001G0477300, Np001G0613300
OG0002152	AT3G56750.1	Np001G0612300
OG0002152	AT2G41150.2	Np006G3306200
OG0002153	AT3G56430.1	Np001G0582300, Np001G0606000
OG0002153	AT2G40800.1	Np006G3310400
OG0002154	AT2G38630.1	Np006G3351400
OG0002155	AT2G37120.1	Np006G3377800
OG0002155	AT3G53370.1	Np001G0562100
OG0002156	AT5G53540.1	Np003G1637400
OG0002156	AT4G27680.1	Np005G2773600
OG0002157	AT3G16860.1	Np007G3916300
OG0002157	AT4G16120.1	Np005G3012700
OG0002158	AT4G13345.4	Np005G3088200
OG0002158	AT3G24460.1	Np007G3870000
OG0002159	AT3G47150.1	Np001G0466600, Np001G0469400
OG0002160	AT1G67600.1	Np002G0912800
OG0002160	AT1G24350.3	Np004G2099300
OG0002161	AT1G24764.3	Np004G2095800
OG0002162	AT2G18730.1	Np001G0288700, Np007G3741300
OG0002162	AT4G30340.1	Np005G2734200
OG0002164	AT2G40020.4	Np006G3325600, Np006G3325000, Np001G0567300
OG0002165	AT2G37450.2	Np010G4347100, Np007G4015300
OG0002165	AT2G37460.1	Np006G3371800, Np006G3371700
OG0002166	AT5G47160.1	Np006G3310700, Np006G3310600, Np006G3310500, Np001G0329000, Np001G0330500
OG0002167	AT2G21240.1	Np006G3709100
OG0002168	AT2G21410.1	Np006G3706000
OG0002168	AT4G39080.1	Np005G2611100
OG0002169	AT4G39110.1	Np005G2611500
OG0002169	AT2G21480.1	Np006G3705600
OG0002170	AT2G22140.1	Np006G3692800
OG0002170	AT2G21800.2	Np006G3702400
OG0002171	AT4G10310.1	Np003G1783300
OG0002172	AT5G28040.1	Np001G0155300
OG0002172	AT3G04930.1	Np007G4196100
OG0002174	AT2G45740.1	Np006G3237400
OG0002174	AT1G01820.1	Np004G2594600
OG0002175	AT5G30500.1	Np001G0161400
OG0002175	AT4G26250.1, AT5G23790.1	Np005G2796300
OG0002176	AT5G26990.1	Np001G0145000
OG0002177	AT3G06930.2	Np007G4162700
OG0002177	AT5G49020.1	Np001G0167900
OG0002178	AT5G48680.1	Np001G0172600
OG0002178	AT3G07170.1	Np007G4158900
OG0002179	AT3G08640.1	Np007G4143800
OG0002179	AT3G08630.1	Np007G4143900
OG0002180	AT3G12130.1	Np007G4093200
OG0002180	AT5G06770.1	Np003G1324600
OG0002181	AT1G48240.1	Np004G1997500
OG0002181	AT3G17440.1	Np007G3926100
OG0002182	AT3G18160.3	Np007G3938800
OG0002182	AT1G48635.2	Np004G1991900
OG0002183	AT3G18410.1, AT1G49140.1	Np007G3943300
OG0002184	AT3G19320.1	Np007G3960700
OG0002184	AT1G49750.1	Np004G1977400
OG0002185	AT3G28920.1	Np001G0193500
OG0002185	AT5G39760.1	Np005G3159600
OG0002186	AT3G22530.1	Np007G3833200
OG0002186	AT4G14830.1	Np005G3040600
OG0002187	AT5G36100.1	Np005G3106800
OG0002187	AT1G65090.2	Np002G0997900
OG0002188	AT1G54830.1	Np002G1062500
OG0002189	AT2G35860.1	Np006G3399000
OG0002190	AT2G40170.1	Np006G3320900
OG0002190	AT3G51810.1	Np001G0536600
OG0002191	AT1G05580.1	Np004G2543400
OG0002191	AT2G31910.1	Np006G3557300
OG0002192	AT1G10340.1, AT1G34050.1, AT2G24600.3	Np004G2485100
OG0002193	AT1G59660.1	Np002G1145500
OG0002193	AT1G10390.1	Np004G2484300
OG0002194	AT1G59940.2	Np002G1151400
OG0002194	AT1G10470.1	Np004G2483000
OG0002195	AT1G10930.1	Np004G2476800
OG0002196	AT1G62820.1	Np002G1209600
OG0002196	AT1G12310.1	Np004G2455800
OG0002197	AT1G15030.1	Np004G2413800
OG0002197	AT2G01260.1	Np001G0279600
OG0002198	AT1G22990.1	Np004G2311200
OG0002199	AT1G71020.1	Np003G1727300, Np002G0841700
OG0002199	AT1G23030.1	Np004G2310800
OG0002200	AT1G71140.1	Np002G0839800
OG0002202	AT5G28540.1	Np002G1244600
OG0002203	AT4G29510.1	Np005G2750300
OG0002205	AT1G66120.1	Np002G0970500
OG0002208	AT4G37450.2	Np005G2693700
OG0002208	AT2G23130.1	Np006G3677700
OG0002209	AT4G34300.1, AT4G33930.1	Np002G0954400, Np001G0401400, Np005G2646000, Np005G2647700
OG0002210	AT4G34265.3	Np005G2645500
OG0002211	AT4G13800.1	Np005G3069400
OG0002211	AT3G23870.1	Np007G3856300
OG0002212	AT1G27360.1	Np004G2100600
OG0002213	AT4G26850.1	Np005G2787100
OG0002216	AT4G32380.1	Np005G2703900
OG0002221	AT2G35240.1	Np006G3407800
OG0002223	AT3G03341.1	Np007G4222300
OG0002224	AT5G50020.2	Np003G1741400
OG0002225	AT5G14610.1	Np003G1415500
OG0002225	AT3G01540.2	Np007G4248600
OG0002226	AT5G13825.1	Np003G1406900
OG0002227	AT1G08420.1	Np004G2509300
OG0002228	AT2G28725.1	Np006G3598400
OG0002228	AT1G07795.1	Np004G2515900
OG0002229	AT2G31960.1	Np006G3559000
OG0002229	AT1G05570.1	Np004G2543700
OG0002230	AT1G04340.1	Np004G2559600
OG0002230	AT5G43460.1	Np001G0412400
OG0002231	AT1G04220.1	Np004G2560700
OG0002231	AT5G43760.1	Np001G0408300
OG0002232	AT5G44280.2	Np001G0400300
OG0002232	AT1G03770.2	Np004G2566400
OG0002234	AT4G25150.1	Np005G2811600
OG0002235	AT4G25220.1	Np005G2810900
OG0002235	AT1G30560.1	Np004G2140400
OG0002236	AT5G52200.1	Np003G1664700
OG0002237	AT1G29160.1, AT2G34140.1	Np004G2119700
OG0002239	AT2G34880.1	Np003G1841700
OG0002240	AT1G31420.1	Np004G2159200
OG0002241	AT1G32380.1	Np004G2051700
OG0002241	AT2G35390.2	Np006G3406500
OG0002242	AT5G67080.1	Np001G0016800
OG0002242	AT3G50310.1	Np001G0516900
OG0002243	AT5G07320.1	Np003G1332600
OG0002243	AT5G61810.1	Np001G0086900
OG0002244	AT5G60840.1	Np001G0099200
OG0002246	AT5G20570.2	Np001G0431000
OG0002247	AT3G43110.1	Np001G0431400
OG0002248	AT4G13090.1	Np005G3080600
OG0002249	AT5G59740.1	Np003G1526300
OG0002249	AT3G46180.1	Np001G0458300
OG0002250	AT5G58680.1	Np003G1541600
OG0002250	AT3G01400.1	Np007G4246900
OG0002251	AT5G57580.1	Np003G1557700
OG0002251	AT4G25800.1	Np005G2801900
OG0002252	AT4G26260.2	Np005G2795100
OG0002252	AT5G56640.1	Np003G1573400
OG0002253	AT5G54810.1	Np003G1612400
OG0002253	AT4G27070.1	Np005G2785000
OG0002254	AT1G03060.1	Np004G2573500
OG0002254	AT4G02660.2	Np003G1862600
OG0002255	AT2G16650.1	Np007G3770500
OG0002255	AT4G21900.1	Np005G2863500
OG0002256	AT3G11320.1	Np007G4105400
OG0002256	AT5G05820.1	Np003G1309800
OG0002257	AT3G10980.1	Np007G4110300
OG0002257	AT5G05350.1	Np003G1303700
OG0002258	AT2G38460.1	Np006G3354100
OG0002258	AT5G03570.3	Np003G1280000
OG0002259	AT5G02910.1	Np003G1271200
OG0002260	AT2G38230.1	Np006G3358200
OG0002261	AT5G40860.1	Np005G3184000
OG0002261	AT3G27210.1	Np001G0212700
OG0002263	AT1G15500.1	Np004G2407900
OG0002264	AT1G80720.2	Np002G0712500
OG0002264	AT1G15870.1	Np004G2404200
OG0002265	AT1G22170.1	Np004G2326300
OG0002266	AT1G77740.1	Np002G0745000
OG0002266	AT1G21980.1	Np004G2328600
OG0002267	AT1G76940.1	Np002G0756400
OG0002267	AT1G21320.1	Np004G2341600
OG0002268	AT1G76185.1	Np002G0768400
OG0002269	AT1G75460.1	Np002G0779500
OG0002269	AT1G19740.1	Np004G2357600
OG0002270	AT1G19660.1	Np004G2358600
OG0002270	AT1G75380.1	Np002G0780700
OG0002271	AT3G60050.1	Np001G0653400
OG0002271	AT1G55630.1	Np004G1908200
OG0002272	AT3G13430.1	Np007G4076100
OG0002272	AT1G55530.1	Np004G1909700
OG0002273	AT3G13510.1	Np007G4074500
OG0002273	AT1G55360.1	Np004G1911900
OG0002274	AT3G23310.1	Np007G3845000
OG0002274	AT4G14350.1	Np005G3055800
OG0002275	AT4G14440.1	Np005G3053400
OG0002275	AT4G14430.1	Np005G3053500, Np004G2287600
OG0002276	AT1G73390.1	Np002G0811400
OG0002276	AT1G17940.1	Np004G2380300
OG0002277	AT1G69120.1	Np002G0875600
