Orthogroup	Alyssum_gmelinii	Rorippa_islandica
OG0000718	Ag023G2839500	Roisl.0011s0391.1.p, Roisl.0011s0390.1.p, Roisl.0013s0186.1.p, Roisl.0011s0392.1.p
OG0000719	Ag051G4810000	Roisl.0189s0170.1.p
OG0000720	Ag031G3178100, Ag031G3177700	Roisl.0018s0408.1.p, Roisl.0018s0409.1.p
OG0000721	Ag034G3793300	Roisl.0063s0036.1.p, Roisl.0045s0032.1.p, Roisl.0045s0033.1.p
OG0000721	Ag039G4304000	Roisl.0021s0147.1.p, Roisl.0021s0149.1.p, Roisl.0021s0146.1.p, Roisl.0021s0148.1.p
OG0000722	Ag014G1774600, Ag014G1775400	Roisl.0016s0132.1.p
OG0000723	Ag014G2136100	Roisl.0011s0135.1.p
OG0000724	Ag034G3691500	Roisl.0209s0019.1.p
OG0000725	Ag011G1129200	Roisl.0082s0497.1.p, Roisl.0082s0518.1.p
OG0000725	Ag011G1127400	Roisl.0209s0619.1.p, Roisl.0209s0633.1.p, Roisl.0019s0005.1.p, Roisl.0115s0264.1.p
OG0000728	Ag013G1359900	Roisl.0210s1453.1.p
OG0000728	Ag014G1802700	Roisl.0016s0284.1.p
OG0000729	Ag013G1594100	Roisl.0204s0076.1.p
OG0000729	Ag004G0761900, Ag019G2487300, Ag003G0395800	Roisl.0006s0586.1.p
OG0000730	Ag048G4577900	Roisl.0115s0127.1.p
OG0000730	Ag013G1658800	Roisl.0017s0440.1.p
OG0000730	Ag034G3895400	Roisl.0007s0540.1.p, Roisl.0019s0140.1.p
OG0000732	Ag004G0540400	Roisl.0046s0203.1.p, Roisl.0046s0202.1.p
OG0000732	Ag004G0446700	Roisl.0024s0376.1.p
OG0000733	Ag004G0457000	Roisl.0024s0294.1.p
OG0000733	Ag022G2744500	Roisl.0030s0111.1.p, Roisl.0074s1015.1.p
OG0000734	Ag004G0484500, Ag066G5135400	Roisl.0209s0440.1.p
OG0000735	Ag004G0601600, Ag006G0799000, Ag011G1234300	Roisl.0210s1936.1.p, Roisl.0210s1938.1.p, Roisl.0002s0048.1.p
OG0000736	Ag004G0646000	Roisl.0080s0351.1.p, Roisl.0080s0352.1.p, Roisl.0080s0350.1.p
OG0000737	Ag022G2640300	Roisl.0082s0419.1.p
OG0000737	Ag034G3676600, Ag039G4279600	Roisl.0210s0233.1.p
OG0000738	Ag022G2748500	Roisl.0030s0093.1.p
OG0000738	Ag054G4888900	Roisl.0054s0024.1.p
OG0000738	Ag031G3405700	Roisl.0046s1268.1.p
OG0000739	Ag048G4575000	Roisl.0115s0123.1.p
OG0000739	Ag048G4575100	Roisl.0115s0124.1.p
OG0000740	Ag048G4615800	Roisl.0004s0064.1.p
OG0000740	Ag026G2989800, Ag021G2593100	Roisl.0032s0084.1.p
OG0000741	Ag034G3734500	Roisl.0091s0974.1.p
OG0000741	Ag031G3335900	Roisl.0046s1568.1.p
OG0000742	Ag001G0079300	Roisl.0006s0261.1.p
OG0000743	Ag031G3197100	Roisl.0010s0174.1.p
OG0000744	Ag031G3210100	Roisl.0018s0246.1.p
OG0000744	Ag003G0313800, Ag003G0313700	Roisl.0035s0163.1.p
OG0000744	Ag031G3210000	Roisl.0018s0247.1.p
OG0000745	Ag065G5121300	Roisl.0044s0102.1.p
OG0000745	Ag042G4427900	Roisl.0214s0368.1.p
OG0000746	Ag003G0343400	Roisl.0028s0150.1.p
OG0000746	Ag003G0343900	Roisl.0012s0123.1.p
OG0000746	Ag003G0344200	Roisl.0082s0584.1.p
OG0000747	Ag014G2041100	Roisl.0074s0266.1.p
OG0000747	Ag019G2489500	Roisl.0191s0674.1.p
OG0000747	Ag034G3673000	Roisl.0210s0204.1.p
OG0000749	Ag016G2380700	Roisl.0021s0643.1.p, Roisl.0198s0009.1.p, Roisl.0036s0079.1.p
OG0000750	Ag065G5125700	Roisl.0044s0134.1.p, Roisl.0044s0130.1.p
OG0000751	Ag011G1054100	Roisl.0066s0374.1.p
OG0000751	Ag011G1050700, Ag011G1051000	Roisl.0209s0695.1.p
OG0000751	Ag011G1050900, Ag011G1055700, Ag011G1050400	Roisl.0209s0696.1.p, Roisl.0209s0697.1.p, Roisl.0001s0512.1.p
OG0000752	Ag011G1231700	Roisl.0003s0213.1.p
OG0000761	Ag055G4931500	Roisl.0185s0080.1.p
OG0000761	Ag004G0767400, Ag004G0767700	Roisl.0046s0837.1.p, Roisl.0046s0836.1.p, Roisl.0046s0835.1.p
OG0000762	Ag002G0092500, Ag014G1800400, Ag014G1800000, Ag014G1800500, Ag014G1799700, Ag014G1800100, Ag014G1799600	Roisl.0016s0275.1.p
OG0000762	Ag013G1363200, Ag019G2499100, Ag022G2744400	Roisl.0210s1445.1.p
OG0000763	Ag013G1468600	Roisl.0210s1032.1.p
OG0000763	Ag013G1468100	Roisl.0210s1028.1.p
OG0000764	Ag013G1529500	Roisl.0210s0733.1.p
OG0000764	Ag011G1057900	Roisl.0001s0487.1.p
OG0000765	Ag019G2488200, Ag019G2487600, Ag034G3993200, Ag013G1641600, Ag013G1613500	Roisl.0017s0428.1.p
OG0000765	Ag034G3795600, Ag057G4958400	Roisl.0002s0032.1.p
OG0000766	Ag004G0598800	Roisl.0210s1926.1.p
OG0000766	Ag009G0975900, Ag041G4360400	Roisl.0027s0056.1.p
OG0000767	Ag022G2674700	Roisl.0210s0419.1.p
OG0000767	Ag022G2674200	Roisl.0210s0420.1.p
OG0000768	Ag031G3160600	Roisl.0024s0637.1.p
OG0000770	Ag048G4681300	Roisl.0004s0292.1.p
OG0000770	Ag011G1029700	Roisl.0115s0745.1.p
OG0000770	Ag034G3978000	Roisl.0063s0006.1.p
OG0000771	Ag008G0947400, Ag016G2396900, Ag016G2396500	Roisl.0046s1013.1.p, Roisl.0046s1014.1.p
OG0000772	Ag067G5176300	Roisl.0024s0056.1.p
OG0000772	Ag061G5034600	Roisl.0046s0039.1.p
OG0000773	Ag003G0339600, Ag003G0339500	Roisl.0209s0558.1.p, Roisl.0209s0557.1.p
OG0000774	Ag025G2953400, Ag014G2135500	Roisl.0022s0288.1.p
OG0000775	Ag034G3982000, Ag034G3981900	Roisl.0046s0053.1.p
OG0000775	Ag034G3981800, Ag034G3981700	Roisl.0007s0086.1.p
OG0000781	Ag013G1614300, Ag013G1614400, Ag024G2871100	Roisl.0082s0700.1.p, Roisl.0082s0698.1.p, Roisl.0082s0699.1.p
OG0000782	Ag007G0893000	Roisl.0075s0140.1.p, Roisl.0111s0011.1.p, Roisl.0209s0527.1.p
OG0000782	Ag027G3007400	Roisl.0053s0318.1.p
OG0000782	Ag034G3714700	Roisl.0091s0807.1.p
OG0000783	Ag054G4882500, Ag054G4885800, Ag054G4895200, Ag033G3622900, Ag033G3622800, Ag066G5161500, Ag013G1669200	Roisl.0012s0033.1.p, Roisl.0028s0701.1.p, Roisl.0028s0669.1.p
OG0000784	Ag023G2809200, Ag023G2809000	Roisl.0028s0776.1.p, Roisl.0028s0775.1.p, Roisl.0028s0774.1.p
OG0000784	Ag013G1718300	Roisl.0213s0083.1.p
OG0000785	Ag004G0509600, Ag004G0509500	Roisl.0004s0070.1.p, Roisl.0004s0068.1.p, Roisl.0055s0024.1.p, Roisl.0210s1965.1.p, Roisl.0210s1966.1.p
OG0000787	Ag004G0706600	Roisl.0080s0622.1.p
OG0000787	Ag031G3408200	Roisl.0046s1256.1.p
OG0000788	Ag011G1195500	Roisl.0008s0271.1.p
OG0000788	Ag022G2728200, Ag016G2324600, Ag022G2727800	Roisl.0030s0197.1.p
OG0000789	Ag022G2776000	Roisl.0034s0146.1.p
OG0000790	Ag067G5196600	Roisl.0019s0762.1.p
OG0000790	Ag048G4635700	Roisl.0191s0465.1.p
OG0000790	Ag048G4619100	Roisl.0019s0763.1.p
OG0000791	Ag048G4697200, Ag034G3931500, Ag034G3931900, Ag014G2073500	Roisl.0014s0062.1.p, Roisl.0007s0353.1.p
OG0000792	Ag032G3465900	Roisl.0006s0411.1.p, Roisl.0006s0409.1.p, Roisl.0214s0589.1.p, Roisl.0214s0590.1.p
OG0000793	Ag014G2002200	Roisl.0074s0473.1.p
OG0000793	Ag032G3470300	Roisl.0006s0403.1.p
OG0000793	Ag003G0381700	Roisl.0028s0354.1.p
OG0000794	Ag033G3523400	Roisl.0025s0088.1.p
OG0000794	Ag011G1266800	Roisl.0025s0083.1.p
OG0000795	Ag057G4960200, Ag063G5082700, Ag002G0109700	Roisl.0191s0322.1.p, Roisl.0188s0095.1.p, Roisl.0019s0575.1.p
OG0000796	Ag012G1336800	Roisl.0011s0344.1.p
OG0000796	Ag034G3841400	Roisl.0021s0431.1.p
OG0000797	Ag006G0824400	Roisl.0209s0407.1.p
OG0000797	Ag034G4049900	Roisl.0209s0411.1.p
OG0000798	Ag031G3146900	Roisl.0091s0636.1.p
OG0000798	Ag031G3146700	Roisl.0214s0354.1.p
OG0000798	Ag001G0054900	Roisl.0091s0637.1.p
OG0000799	Ag001G0066800	Roisl.0006s0244.1.p
OG0000799	Ag001G0066600, Ag001G0066700	Roisl.0006s0243.1.p, Roisl.0006s0242.1.p
OG0000799	Ag001G0066500, Ag001G0066200, Ag001G0066400	Roisl.0006s0241.1.p
OG0000800	Ag033G3551100, Ag033G3551700, Ag033G3551200, Ag033G3649000	Roisl.0049s0006.1.p, Roisl.0188s0124.1.p
OG0000801	Ag031G3179300	Roisl.0018s0399.1.p
OG0000801	Ag019G2493000	Roisl.0191s0655.1.p
OG0000802	Ag016G2286500	Roisl.0046s1520.1.p
OG0000803	Ag003G0352600	Roisl.0028s0209.1.p, Roisl.0028s0208.1.p
OG0000803	Ag003G0352400, Ag003G0352800, Ag003G0351900	Roisl.0028s0207.1.p
OG0000804	Ag014G1891900	Roisl.0079s0282.1.p
OG0000805	Ag014G1949400, Ag014G1949500, Ag014G1949600	Roisl.0074s0763.1.p
OG0000805	Ag014G1949300	Roisl.0214s0511.1.p, Roisl.0074s0764.1.p, Roisl.0074s0765.1.p
OG0000812	Ag013G1580100	Roisl.0214s0232.1.p
OG0000813	Ag016G2317600, Ag037G4136600, Ag013G1738300, Ag014G2073700	Roisl.0209s0068.1.p
OG0000814	Ag034G3810500	Roisl.0021s0244.1.p
OG0000815	Ag004G0481500, Ag004G0481400, Ag004G0480700, Ag022G2639600	Roisl.0024s0131.1.p, Roisl.0023s0021.1.p, Roisl.0024s0132.1.p
OG0000816	Ag004G0755100	Roisl.0080s0862.1.p
OG0000816	Ag010G1006600	Roisl.0022s0380.1.p
OG0000816	Ag032G3445000	Roisl.0006s0509.1.p
OG0000817	Ag022G2706100	Roisl.0042s0087.1.p
OG0000818	Ag022G2789900	Roisl.0034s0050.1.p
OG0000818	Ag022G2790000	Roisl.0034s0049.1.p
OG0000819	Ag075G5294800	Roisl.0009s0077.1.p
OG0000820	Ag012G1326100	Roisl.0011s0399.1.p
OG0000821	Ag011G1088600, Ag011G1087900, Ag011G1087800, Ag011G1088300	Roisl.0045s0009.1.p, Roisl.0208s0043.1.p
OG0000821	Ag058G4975100, Ag006G0807500	Roisl.0204s0128.1.p, Roisl.0047s0052.1.p, Roisl.0053s0219.1.p, Roisl.0046s0547.1.p
OG0000822	Ag050G4797600, Ag031G3143100	Roisl.0091s0600.1.p
OG0000823	Ag031G3212900	Roisl.0018s0234.1.p, Roisl.0018s0232.1.p, Roisl.0018s0244.1.p, Roisl.0115s0437.1.p, Roisl.0115s0438.1.p, Roisl.0115s0435.1.p
OG0000824	Ag014G2150800, Ag014G2150400, Ag014G1992700	Roisl.0115s0331.1.p, Roisl.0115s0332.1.p, Roisl.0047s0040.1.p
OG0000825	Ag014G2051700, Ag014G2051300, Ag014G2051200, Ag014G2051400	Roisl.0045s0080.1.p
OG0000826	Ag034G3729600	Roisl.0091s0930.1.p
OG0000826	Ag034G3729500	Roisl.0091s0929.1.p
OG0000827	Ag002G0255300	Roisl.0214s0742.1.p
OG0000827	Ag034G3779700	Roisl.0021s0043.1.p
OG0000828	Ag018G2477700	Roisl.0191s0351.1.p
OG0000828	Ag034G3853600	Roisl.0007s0763.1.p
OG0000829	Ag034G3976100, Ag034G3980500, Ag034G3980400	Roisl.0194s0003.1.p, Roisl.0194s0001.1.p
OG0000831	Ag031G3256300, Ag031G3256900, Ag013G1457400, Ag031G3258100, Ag031G3257700, Ag031G3257900, Ag031G3257100, Ag013G1654100, Ag031G3256000, Ag031G3255400	Roisl.0007s0221.1.p
OG0000832	Ag013G1610100	Roisl.0082s0648.1.p
OG0000832	Ag004G0647300	Roisl.0080s0355.1.p
OG0000833	Ag013G1623100	Roisl.0082s0766.1.p, Roisl.0209s0259.1.p, Roisl.0020s0161.1.p, Roisl.0022s0292.1.p
OG0000834	Ag013G1633900, Ag034G3664100	Roisl.0210s0132.1.p
OG0000834	Ag034G3664000	Roisl.0210s0131.1.p
OG0000835	Ag013G1647700	Roisl.0017s0516.1.p
OG0000835	Ag013G1647600	Roisl.0017s0518.1.p, Roisl.0017s0517.1.p
OG0000836	Ag004G0549100, Ag002G0189800, Ag004G0548800, Ag004G0549000	Roisl.0046s0277.1.p
OG0000837	Ag004G0589400, Ag004G0589700, Ag004G0588600, Ag004G0587900, Ag004G0588200	Roisl.0210s1875.1.p
OG0000839	Ag022G2766800, Ag014G2113500	Roisl.0030s0004.1.p
OG0000839	Ag014G1899900	Roisl.0079s0317.1.p
OG0000840	Ag032G3447800	Roisl.0006s0469.1.p
OG0000840	Ag032G3450300, Ag032G3450200, Ag032G3449900, Ag032G3450000	Roisl.0009s0128.1.p
OG0000841	Ag007G0857000	Roisl.0189s0100.1.p, Roisl.0189s0096.1.p
OG0000842	Ag083G5408000, Ag001G0006900	Roisl.0006s0029.1.p
OG0000842	Ag001G0006700, Ag083G5408200	Roisl.0006s0030.1.p
OG0000842	Ag083G5408100, Ag001G0006800	Roisl.0006s0031.1.p
OG0000843	Ag003G0301700	Roisl.0035s0071.1.p
OG0000843	Ag019G2513700	Roisl.0191s0575.1.p
OG0000843	Ag031G3195500	Roisl.0018s0320.1.p
OG0000844	Ag031G3323300	Roisl.0046s1638.1.p
OG0000844	Ag039G4200200	Roisl.0028s0580.1.p
OG0000845	Ag052G4856000	Roisl.0209s0110.1.p, Roisl.0209s0107.1.p, Roisl.0209s0108.1.p
OG0000846	Ag038G4154800	Roisl.0046s0303.1.p
OG0000847	Ag061G5045900	Roisl.0210s0634.1.p, Roisl.0042s0034.1.p
OG0000847	Ag003G0290200, Ag003G0297500, Ag003G0297700, Ag014G1814300, Ag014G1814400, Ag014G1814200, Ag003G0297600, Ag003G0297300, Ag003G0297800	Roisl.0033s0006.1.p, Roisl.0033s0112.1.p
OG0000848	Ag016G2320300, Ag037G4131900	Roisl.0066s0170.1.p, Roisl.0025s0019.1.p, Roisl.0066s0173.1.p, Roisl.0066s0171.1.p, Roisl.0066s0168.1.p, Roisl.0025s0016.1.p
OG0000857	Ag013G1717600	Roisl.0027s0122.1.p
OG0000857	Ag013G1508200, Ag013G1505500	Roisl.0210s0837.1.p
OG0000858	Ag013G1707300	Roisl.0179s0016.1.p
OG0000858	Ag023G2802700	Roisl.0214s0270.1.p
OG0000859	Ag004G0568200	Roisl.0210s1766.1.p
OG0000860	Ag004G0609900	Roisl.0210s1962.1.p
OG0000861	Ag004G0610500	Roisl.0080s0191.1.p
OG0000862	Ag022G2691100, Ag022G2691200, Ag022G2695000, Ag024G2874600, Ag024G2879600, Ag007G0902400, Ag098G5475200, Ag022G2665000, Ag071G5241800, Ag088G5434400, Ag019G2498400, Ag022G2673600, Ag022G2678500, Ag022G2678300, Ag022G2690700, Ag022G2712100, Ag022G2712000	Roisl.0003s0292.1.p, Roisl.0003s0296.1.p, Roisl.0003s0295.1.p
OG0000863	Ag048G4585300	Roisl.0115s0175.1.p
OG0000863	Ag032G3419500	Roisl.0007s0803.1.p
OG0000864	Ag003G0395600, Ag003G0395500, Ag003G0396200, Ag048G4659800, Ag003G0395900, Ag003G0396400, Ag003G0395700, Ag003G0396100, Ag003G0396600, Ag048G4608800, Ag048G4608400, Ag048G4607500	Roisl.0002s0171.1.p, Roisl.0002s0182.1.p, Roisl.0002s0181.1.p
OG0000866	Ag001G0069200	Roisl.0032s0052.1.p
OG0000867	Ag016G2322300, Ag037G4130400	Roisl.0005s0054.1.p
OG0000867	Ag050G4795800	Roisl.0091s0579.1.p
OG0000868	Ag008G0961500	Roisl.0046s0951.1.p
OG0000869	Ag033G3530100, Ag014G1930400	Roisl.0091s0044.1.p
OG0000870	Ag031G3325400	Roisl.0046s1628.1.p
OG0000870	Ag014G1915300	Roisl.0074s0957.1.p
OG0000871	Ag039G4310400	Roisl.0017s0090.1.p, Roisl.0017s0093.1.p
OG0000871	Ag031G3386700	Roisl.0046s1345.1.p
OG0000872	Ag039G4315200, Ag014G2009000, Ag014G2009100	Roisl.0012s0324.1.p
OG0000872	Ag003G0342400	Roisl.0028s0143.1.p
OG0000873	Ag014G1853300	Roisl.0210s1408.1.p, Roisl.0210s1912.1.p
OG0000874	Ag034G3844100	Roisl.0021s0444.1.p
OG0000875	Ag052G4855400	Roisl.0209s0117.1.p
OG0000877	Ag011G1141800, Ag011G1142000	Roisl.0092s0003.1.p, Roisl.0179s0003.1.p, Roisl.0065s0016.1.p, Roisl.0092s0001.1.p, Roisl.0214s0205.1.p, Roisl.0065s0021.1.p, Roisl.0214s0206.1.p, Roisl.0214s0208.1.p, Roisl.0095s0002.1.p, Roisl.0214s0210.1.p, Roisl.0065s0022.1.p, Roisl.0179s0001.1.p, Roisl.0092s0002.1.p, Roisl.0179s0002.1.p, Roisl.0214s0207.1.p
OG0000882	Ag023G2843200	Roisl.0021s0286.1.p
OG0000882	Ag013G1757400	Roisl.0213s0419.1.p
OG0000883	Ag004G0746300	Roisl.0053s0425.1.p, Roisl.0053s0426.1.p
OG0000884	Ag004G0750900, Ag004G0754000	Roisl.0012s0020.1.p, Roisl.0214s0110.1.p, Roisl.0214s0096.1.p, Roisl.0214s0231.1.p, Roisl.0214s0233.1.p
OG0000885	Ag057G4965100, Ag057G4965200, Ag022G2685700	Roisl.0002s0218.1.p
OG0000886	Ag003G0295500	Roisl.0035s0028.1.p
OG0000888	Ag090G5455200	Roisl.0091s0357.1.p
OG0000889	Ag033G3613600	Roisl.0091s0171.1.p
OG0000889	Ag033G3614200	Roisl.0091s0169.1.p, Roisl.0210s2068.1.p
OG0000890	Ag060G5013400	Roisl.0210s1544.1.p
OG0000893	Ag013G1503200	Roisl.0210s0857.1.p
OG0000893	Ag013G1503600, Ag013G1503400	Roisl.0210s0853.1.p, Roisl.0210s0856.1.p
OG0000896	Ag004G0726300	Roisl.0046s1559.1.p, Roisl.0046s1558.1.p
OG0000897	Ag022G2680800	Roisl.0042s0002.1.p
OG0000897	Ag014G1941400	Roisl.0074s0815.1.p
OG0000898	Ag022G2719200, Ag002G0174400, Ag033G3545500, Ag014G2130900, Ag022G2714700	Roisl.0042s0126.1.p
OG0000899	Ag048G4603900, Ag048G4604300	Roisl.0209s0666.1.p, Roisl.0004s0025.1.p
OG0000899	Ag048G4603200, Ag048G4603000	Roisl.0004s0022.1.p
OG0000900	Ag032G3451900, Ag032G3452600, Ag032G3451300, Ag032G3451000, Ag032G3450600	Roisl.0006s0470.1.p
OG0000902	Ag003G0411700	Roisl.0028s0483.1.p
OG0000902	Ag003G0411800	Roisl.0082s0636.1.p
OG0000902	Ag078G5363500, Ag031G3284500	Roisl.0191s0445.1.p
OG0000903	Ag045G4526300	Roisl.0044s0077.1.p
OG0000903	Ag045G4525400	Roisl.0044s0076.1.p
OG0000904	Ag014G2112600	Roisl.0074s0021.1.p
OG0000904	Ag001G0002300, Ag083G5410200	Roisl.0006s0024.1.p
OG0000905	Ag090G5455000	Roisl.0091s0356.1.p
OG0000905	Ag090G5454700, Ag090G5453500	Roisl.0091s0354.1.p
OG0000906	Ag052G4843800, Ag033G3480000	Roisl.0008s0209.1.p, Roisl.0008s0208.1.p
OG0000907	Ag031G3151000	Roisl.0016s0026.1.p
OG0000907	Ag003G0345600	Roisl.0028s0163.1.p
OG0000908	Ag031G3265900	Roisl.0026s0040.1.p
OG0000908	Ag003G0383300	Roisl.0028s0367.1.p
OG0000909	Ag039G4185400	Roisl.0179s0022.1.p, Roisl.0210s2179.1.p, Roisl.0210s2183.1.p
OG0000910	Ag039G4259300, Ag039G4259200, Ag039G4258800, Ag039G4259600, Ag039G4259700, Ag039G4260300, Ag039G4263400, Ag039G4263500	Roisl.0017s0270.1.p
OG0000910	Ag003G0366900	Roisl.0210s2190.1.p
OG0000911	Ag011G1044600	Roisl.0115s0660.1.p
OG0000911	Ag015G2185700	Roisl.0204s0156.1.p
OG0000912	Ag014G1838700	Roisl.0039s0089.1.p
OG0000913	Ag061G5031000	Roisl.0213s0789.1.p
OG0000913	Ag014G1784800	Roisl.0016s0184.1.p
OG0000914	Ag019G2518700	Roisl.0191s0546.1.p
OG0000914	Ag034G3660300, Ag034G3660200, Ag011G1234500	Roisl.0210s0098.1.p, Roisl.0210s0099.1.p
OG0000915	Ag034G3663700, Ag019G2512800	Roisl.0053s0068.1.p, Roisl.0210s0128.1.p
OG0000916	Ag034G3839800	Roisl.0021s0380.1.p
OG0000916	Ag034G3833100	Roisl.0021s0418.1.p, Roisl.0021s0443.1.p
OG0000917	Ag034G4021500	Roisl.0191s0076.1.p
OG0000917	Ag034G4020700, Ag034G4020400	Roisl.0191s0075.1.p
OG0000922	Ag011G1193000	Roisl.0210s1011.1.p
OG0000923	Ag055G4923900	Roisl.0046s0711.1.p
OG0000923	Ag001G0047200, Ag001G0046800, Ag004G0479800	Roisl.0024s0138.1.p
OG0000924	Ag013G1395000	Roisl.0210s1317.1.p
OG0000925	Ag004G0537300, Ag004G0537500, Ag004G0536900, Ag004G0537000	Roisl.0046s0179.1.p
OG0000925	Ag013G1518600	Roisl.0210s0791.1.p
OG0000926	Ag011G1243500	Roisl.0025s0011.1.p
OG0000926	Ag013G1526200	Roisl.0210s0753.1.p
OG0000927	Ag013G1622800	Roisl.0082s0762.1.p
OG0000927	Ag031G3333300	Roisl.0046s1580.1.p
OG0000927	Ag022G2707800	Roisl.0042s0095.1.p
OG0000928	Ag013G1637200	Roisl.0033s0084.1.p
OG0000928	Ag034G3730800	Roisl.0091s0942.1.p
OG0000929	Ag034G3730200	Roisl.0091s0935.1.p
OG0000929	Ag013G1638200	Roisl.0210s1483.1.p, Roisl.0033s0092.1.p
OG0000930	Ag017G2431000	Roisl.0027s0059.1.p
OG0000930	Ag004G0598900	Roisl.0210s1927.1.p, Roisl.0029s0005.1.p
OG0000931	Ag089G5445900	Roisl.0209s0345.1.p
OG0000931	Ag031G3346100	Roisl.0046s1527.1.p
OG0000932	Ag004G0678600	Roisl.0080s0515.1.p
OG0000932	Ag034G4021600	Roisl.0191s0077.1.p
OG0000933	Ag004G0684900, Ag004G0684400, Ag004G0684000, Ag004G0683700	Roisl.0208s0021.1.p, Roisl.0080s0543.1.p
OG0000933	Ag004G0683100	Roisl.0024s0562.1.p
OG0000934	Ag004G0694900	Roisl.0080s0578.1.p
OG0000935	Ag004G0741000	Roisl.0080s0791.1.p
OG0000936	Ag004G0766400, Ag011G1116200	Roisl.0001s0194.1.p
OG0000936	Ag011G1116500, Ag011G1116600, Ag011G1117200	Roisl.0209s0620.1.p, Roisl.0001s0193.1.p, Roisl.0082s0118.1.p, Roisl.0082s0116.1.p, Roisl.0082s0117.1.p
OG0000938	Ag048G4613000	Roisl.0004s0055.1.p
OG0000938	Ag032G3460800	Roisl.0074s0519.1.p
OG0000939	Ag015G2254500	Roisl.0210s2133.1.p
OG0000939	Ag034G4016200	Roisl.0191s0053.1.p
OG0000940	Ag010G1017100	Roisl.0213s0058.1.p
OG0000941	Ag003G0357300, Ag027G3013900, Ag007G0896900	Roisl.0053s0348.1.p
OG0000942	Ag011G1226100, Ag011G1225500, Ag011G1224800, Ag011G1225000, Ag011G1224600, Ag011G1224500	Roisl.0003s0226.1.p, Roisl.0003s0227.1.p
OG0000943	Ag008G0956600	Roisl.0046s0967.1.p, Roisl.0046s0968.1.p, Roisl.0046s0966.1.p, Roisl.0046s0965.1.p, Roisl.0046s0964.1.p, Roisl.0046s0962.1.p, Roisl.0074s0154.1.p, Roisl.0046s0961.1.p
OG0000944	Ag008G0959500	Roisl.0046s0956.1.p
OG0000945	Ag033G3571800	Roisl.0041s0042.1.p
OG0000946	Ag034G3683200, Ag034G3729400	Roisl.0091s0928.1.p
OG0000947	Ag003G0280700	Roisl.0067s0030.1.p
OG0000947	Ag031G3175600	Roisl.0018s0434.1.p
OG0000948	Ag031G3301900	Roisl.0026s0170.1.p
OG0000948	Ag031G3301700	Roisl.0026s0169.1.p
OG0000949	Ag031G3348900	Roisl.0002s0175.1.p
OG0000950	Ag025G2906700, Ag053G4870000	Roisl.0002s0059.1.p
OG0000951	Ag011G1114400	Roisl.0213s0683.1.p
OG0000951	Ag029G3118500	Roisl.0043s0010.1.p, Roisl.0213s0685.1.p
OG0000952	Ag034G3773000, Ag034G3773300, Ag034G3772700, Ag039G4192800, Ag034G3772800, Ag034G3772600	Roisl.0091s1233.1.p
OG0000952	Ag034G3772500, Ag034G3772200, Ag034G3772100	Roisl.0091s0251.1.p, Roisl.0091s1232.1.p
OG0000954	Ag014G1811500	Roisl.0082s0189.1.p, Roisl.0082s0193.1.p, Roisl.0082s0191.1.p
OG0000955	Ag034G3848600, Ag034G3848900	Roisl.0021s0482.1.p
OG0000956	Ag034G4070100	Roisl.0019s0520.1.p
OG0000957	Ag011G1052700	Roisl.0001s0506.1.p
OG0000957	Ag011G1069000	Roisl.0001s0505.1.p
OG0000958	Ag011G1101400, Ag011G1101600, Ag011G1101800, Ag011G1101700	Roisl.0191s0389.1.p
OG0000962	Ag085G5416200, Ag085G5415900, Ag085G5416400, Ag085G5416300, Ag013G1356400, Ag013G1356500, Ag013G1356300, Ag022G2632700, Ag085G5416100, Ag007G0933300	Roisl.0011s0294.1.p
OG0000963	Ag013G1433100, Ag013G1432600	Roisl.0210s1187.1.p
OG0000963	Ag034G4070500, Ag044G4497800	Roisl.0066s0264.1.p
OG0000964	Ag013G1651400	Roisl.0017s0485.1.p
OG0000965	Ag024G2874800, Ag024G2875300, Ag024G2891600, Ag013G1699700	Roisl.0022s0211.1.p
OG0000966	Ag004G0520500, Ag014G2058800, Ag002G0170900, Ag039G4224000, Ag051G4825800, Ag022G2755300	Roisl.0210s2057.1.p
OG0000967	Ag004G0544400, Ag004G0544600, Ag004G0544800, Ag004G0544700	Roisl.0046s0229.1.p, Roisl.0046s0230.1.p
OG0000968	Ag004G0624500, Ag078G5343400	Roisl.0080s0256.1.p, Roisl.0080s0255.1.p
OG0000968	Ag004G0624300, Ag078G5343500	Roisl.0080s0254.1.p
OG0000969	Ag004G0666900	Roisl.0080s0455.1.p
OG0000969	Ag022G2715600	Roisl.0042s0131.1.p
OG0000970	Ag049G4730500, Ag012G1295700	Roisl.0025s0001.1.p
OG0000971	Ag006G0803000, Ag058G4979400	Roisl.0005s0222.1.p
OG0000971	Ag058G4979600, Ag006G0802900	Roisl.0005s0224.1.p
OG0000972	Ag001G0050300	Roisl.0006s0162.1.p
OG0000973	Ag050G4795700, Ag016G2322200, Ag037G4130500	Roisl.0005s0055.1.p
OG0000974	Ag014G1881300, Ag031G3330300	Roisl.0079s0210.1.p
OG0000974	Ag014G1928500	Roisl.0074s0895.1.p
OG0000975	Ag039G4295100, Ag042G4403600, Ag039G4294800	Roisl.0017s0147.1.p
OG0000976	Ag039G4250400	Roisl.0189s0156.1.p, Roisl.0055s0025.1.p
OG0000979	Ag034G3677400	Roisl.0210s0243.1.p, Roisl.0210s1196.1.p, Roisl.0210s1253.1.p
OG0000979	Ag034G3685500	Roisl.0210s0330.1.p
