Orthogroup	Aethionema_saxatile	Alyssum_gmelinii	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana	Arabis_alpina	Brassica_napus	Brassica_oleracea	Brassica_rapa	Camelina_sativa	Capsella_rubella	Cardamine_amara	Cardamine_glauca	Cardamine_hirsuta	Cochlearia_excelsa	Conringia_planisiliqua	Erysimum_linariifolium	Euclidium_syriacum	Eutrema_salsugineum	Noccaea_praecox	Odontarrhena_muralis	Raphanus_sativus
OG0059721																	CP2_g47666_DN2_SP0_c.t1						
OG0059722																	CP2_g47723_DN2_SP0_c.t1						
OG0059723																	CP2_g47823_DN1_SP0_c.t1						
OG0059724																	CP2_g47896_DN1_SP0_c.t1						
OG0059725																	CP2_g47899_DN1_SP0_c.t1						
OG0059726																	CP2_g47961_DN2_SP0_c.t1						
OG0059727																	CP2_g48051_DN2_SP0_c.t1						
OG0059728																	CP2_g48052_DN3_SP0_c.t1						
OG0059729																	CP2_g48062_DN3_SP0_c.t1						
OG0059730																	CP2_g48095_DN3_SP0_c.t1						
OG0059731																	CP2_g48116_DN2_SP0_c.t1						
OG0059732																	CP2_g48251_DN1_SP0_c.t1						
OG0059733																	CP2_g48260_DN2_SP0_c.t1						
OG0059734																	CP2_g48331_DN1_SP0_c.t1						
OG0059735																	CP2_g48347_DN1_SP0_c.t1						
OG0059736																	CP2_g48429_DN3_SP0_c.t1						
OG0059737																	CP2_g48464_DN1_SP0_c.t1						
OG0059738																	CP2_g48512_DN2_SP0_c.t1						
OG0059739																	CP2_g48523_DN3_SP1_c.t1						
OG0059740																	CP2_g48572_DN2_SP0_c.t1						
OG0059741																	CP2_g48645_DN3_SP1_c.t1						
OG0059742																	CP2_g48681_DN3_SP0_c.t1						
OG0059743																	CP2_g48691_DN1_SP0_c.t1						
OG0059744																	CP2_g48717_DN2_SP0_c.t1						
OG0059745																	CP2_g48814_DN3_SP0_c.t1						
OG0059746																	CP2_g48822_DN2_SP0_c.t1						
OG0059747																	CP2_g48865_DN3_SP0_c.t1						
OG0059748																	CP2_g48959_DN1_SP0_c.t1						
OG0059749																	CP2_g49045_DN2_SP0_c.t1						
OG0059750																	CP2_g49048_DN3_SP0_c.t1						
OG0059751																	CP2_g49051_DN2_SP0_c.t1						
OG0059752																	CP2_g49151_DN1_SP0_c.t1						
OG0059753																	CP2_g49163_DN2_SP0_c.t1						
OG0059754																	CP2_g49175_DN1_SP0_c.t1						
OG0059755																	CP2_g49203_DN1_SP0_c.t1						
OG0059756																	CP2_g49205_DN3_SP0_c.t1						
OG0059757																	CP2_g49275_DN2_SP0_c.t1						
OG0059758																	CP2_g49304_DN3_SP0_c.t1						
OG0059759																	CP2_g49364_DN2_SP0_c.t1						
OG0059760																	CP2_g49402_DN1_SP0_c.t1						
OG0059761																	CP2_g49415_DN3_SP0_c.t1						
OG0059762																	CP2_g49432_DN3_SP0_c.t1						
OG0059763																	CP2_g49436_DN2_SP0_c.t1						
OG0059764																	CP2_g49487_DN2_SP0_c.t1						
OG0059765																	CP2_g49500_DN2_SP0_c.t1						
OG0059766																	CP2_g49507_DN1_SP0_c.t1						
OG0059767																	CP2_g49535_DN3_SP0_c.t1						
OG0059768																	CP2_g49539_DN1_SP0_c.t1						
OG0059769																	CP2_g49564_DN3_SP0_c.t1						
OG0059770																	CP2_g49596_DN1_SP0_c.t1						
OG0059771																	CP2_g49662_DN1_SP0_c.t1						
OG0059772																	CP2_g49664_DN2_SP0_c.t1						
OG0059773																	CP2_g49676_DN2_SP0_c.t1						
OG0059774																	CP2_g49707_DN1_SP0_c.t1						
OG0059775																	CP2_g49798_DN3_SP0_c.t1						
OG0059776																	CP2_g49837_DN3_SP0_c.t1						
OG0059777																	CP2_g49848_DN2_SP0_c.t1						
OG0059778																	CP2_g49853_DN3_SP0_c.t1						
OG0059779																	CP2_g49864_DN1_SP0_c.t1						
OG0059780																	CP2_g49869_DN2_SP0_c.t1						
OG0059781																	CP2_g49892_DN3_SP0_c.t1						
OG0059782																	CP2_g49900_DN1_SP0_c.t1						
OG0059783																	CP2_g49906_DN3_SP0_c.t1						
OG0059784																	CP2_g49911_DN3_SP0_c.t1						
OG0059785																	CP2_g49921_DN2_SP0_c.t1						
OG0059786																	CP2_g50007_DN2_SP0_c.t1						
OG0059787																	CP2_g50033_DN2_SP0_c.t1						
OG0059788																	CP2_g50041_DN1_SP0_c.t1						
OG0059789																	CP2_g50049_DN2_SP0_c.t1						
OG0059790																	CP2_g50061_DN1_SP0_c.t1						
OG0059791																	CP2_g50067_DN2_SP0_c.t1						
OG0059792																	CP2_g50068_DN2_SP0_c.t1						
OG0059793																	CP2_g50069_DN2_SP0_c.t1						
OG0059794																	CP2_g50073_DN3_SP0_c.t1						
OG0059795																	CP2_g50088_DN2_SP0_c.t1						
OG0059796																	CP2_g50096_DN1_SP0_c.t1						
OG0059797																	CP2_g50105_DN1_SP0_c.t1						
OG0059798																	CP2_g50115_DN2_SP0_c.t1						
OG0059799																	CP2_g50134_DN1_SP0_c.t1						
OG0059800																	CP2_g50154_DN2_SP0_c.t1						
OG0059801																	CP2_g50208_DN1_SP0_c.t1						
OG0059802																	CP2_g50315_DN2_SP0_c.t1						
OG0059803																	CP2_g50322_DN1_SP0_c.t1						
OG0059804																	CP2_g50350_DN2_SP0_c.t1						
OG0059805																	CP2_g50364_DN1_SP0_c.t1						
OG0059806																	CP2_g50429_DN1_SP0_c.t1						
OG0059807																	CP2_g50455_DN2_SP1_c.t1						
OG0059808																	CP2_g50470_DN2_SP0_c.t1						
OG0059809																	CP2_g50471_DN1_SP0_c.t1						
OG0059810																	CP2_g50482_DN1_SP0_c.t1						
OG0059811																	CP2_g50490_DN1_SP0_c.t1						
OG0059812																	CP2_g50565_DN2_SP0_c.t1						
OG0059813																	CP2_g50576_DN1_SP0_c.t1						
OG0059814																	CP2_g50602_DN2_SP0_c.t1						
OG0059815																	CP2_g50619_DN1_SP0_c.t1						
OG0059816																	CP2_g50654_DN1_SP0_c.t1						
OG0059817																	CP2_g50655_DN2_SP0_c.t1						
