Orthogroup	Brassica_napus	Cardamine_hirsuta
OG0002606	XP_013691136.1, XP_013690706.1, XP_013675402.1, XP_013659896.2, XP_048597197.1	CARHR168260
OG0002607	XP_048609628.1, XP_013742070.1, XP_048591617.1, XP_013663817.1, XP_048620803.1	CARHR170440
OG0002608	XP_013751496.1, XP_013694067.1, XP_013659771.1, XP_022550032.2	CARHR156370
OG0002609	XP_048609813.1	CARHR172720
OG0002610	XP_048609188.1	CARHR175590
OG0002611	XP_013745126.2, XP_013699420.1, XP_013705539.1	CARHR133600
OG0002612	XP_048605907.1, XP_048594850.1	CARHR240300
OG0002614	XP_013698371.1, XP_013642770.2	CARHR147890
OG0002617	XP_013728613.2, XP_048634079.1, XP_013743164.2	CARHR036080
OG0002618	XP_013739185.1, XP_013647057.2	CARHR277660, CARHR277670
OG0002622	XP_013670982.1, XP_013670980.1, XP_013711505.1, XP_013656351.1	CARHR236540
OG0002623	XP_013750416.2	CARHR117810
OG0002624	XP_013719573.1, XP_013705196.1, XP_013670660.1, XP_013666661.2, XP_022546927.2, XP_013654883.2	CARHR240790
OG0002625	XP_048630369.1, XP_048603508.1, XP_048626599.1, XP_048630156.1, XP_048627115.1, XP_048628759.1, XP_048630155.1, XP_048627276.1, XP_048630386.1, XP_048630666.1, XP_048630160.1, XP_048628546.1, XP_048630360.1, XP_048630192.1, XP_048616778.1, XP_048629047.1, XP_048628758.1, XP_048630667.1, XP_048630676.1, XP_048630191.1, XP_048630361.1, XP_048629105.1	CARHR282190
OG0002626	XP_048618204.1, XP_013729959.2	CARHR106450
OG0002626	XP_022550189.1, XP_013650294.1, XP_013656180.2, XP_013730790.1	CARHR242290
OG0002627	XP_013689884.1, XP_048635004.1, XP_048601108.1	CARHR242830
OG0002627	XP_013703021.1, XP_048632619.1	CARHR106610
OG0002628	XP_013736821.1, XP_022555444.2	CARHR106960
OG0002628	XP_022561782.1	CARHR243280
OG0002629	XP_013685505.3, XP_048612462.1, XP_048636599.1, XP_048629166.1	CARHR129230
OG0002629	XP_048621542.1, XP_022545614.2	CARHR030600
OG0002630	XP_048629632.1, XP_022545490.1, XP_013692651.2	CARHR129730
OG0002631	XP_013734310.1, XP_013683548.2	CARHR129930
OG0002631	XP_022552365.1, XP_013733795.2	CARHR223330
OG0002632	XP_013692985.2, XP_013681802.2	CARHR055140
OG0002633	XP_013657708.1, XP_013750852.1, XP_013713884.1	CARHR009620
OG0002634	XP_048610896.1, XP_048622538.1, XP_013672269.1, XP_048621407.1	CARHR283920
OG0002634	XP_013750817.2, XP_013657747.1	CARHR010190
OG0002635	XP_013695359.1, XP_048638134.1, XP_013657441.1, XP_013662134.1	CARHR011740, CARHR255430
OG0002636	XP_013730957.2, XP_013708043.2	CARHR015250
OG0002636	XP_013644052.1, XP_048599754.1, XP_048637255.1, XP_013706772.2	CARHR144410
OG0002637	XP_013657369.1, XP_013677801.1	CARHR014390
OG0002637	XP_022570141.2, XP_013734425.1	CARHR145600
OG0002638	XP_013655233.1, XP_013675216.1, XP_013709924.1, XP_013646510.1	CARHR013620
OG0002639	XP_048591355.1, XP_048618046.1, XP_048626362.1, XP_048600617.1	CARHR148100
OG0002639	XP_022571223.1	CARHR210530
OG0002640	XP_013690112.2, XP_022543547.1	CARHR151830
OG0002640	XP_048637638.1, XP_048618113.1, XP_048627519.1, XP_013665079.2, XP_048602949.1	CARHR151780
OG0002641	XP_013651842.2, XP_013698742.1, XP_013728622.1, XP_013743169.2	CARHR262820
OG0002641	XP_013693420.1, XP_013660808.1	CARHR152300
OG0002642	XP_048591897.1, XP_048616144.1, XP_013649210.2, XP_013698915.2, XP_013676363.1, XP_048611134.1	CARHR059720
OG0002643	XP_013743504.2, XP_013672037.1	CARHR215040
OG0002643	XP_013647115.1, XP_013652252.1	CARHR058370
OG0002645	XP_013667044.2, XP_013714577.1	CARHR270980
OG0002645	XP_013671572.2, XP_013741520.2	CARHR233480
OG0002646	XP_048600710.1, XP_048610273.1, XP_013750283.1, XP_048626552.1, XP_048626459.1, XP_048635960.1	CARHR084730
OG0002647	XP_048619063.1, XP_013737979.2, XP_013724008.2, XP_022550449.2, XP_048597659.1	CARHR231990
OG0002648	XP_013662779.1, XP_013687923.2, XP_013733854.1, XP_013733922.1, XP_013726779.1, XP_013712845.1	CARHR266230
OG0002649	XP_013673574.2, XP_013686690.1	CARHR266850
OG0002650	XP_013714764.2, XP_013674738.2, XP_013719359.1	CARHR267630
OG0002650	XP_013709028.2	CARHR235070
OG0002651	XP_022551337.1, XP_013685927.2, XP_013675666.1	CARHR267940
OG0002651	XP_013671584.1, XP_013742841.1	CARHR234880
OG0002653	XP_013711239.1, NP_001302821.1	CARHR202360
OG0002653	NP_001302966.1, XP_013643719.2	CARHR188380
OG0002654	XP_013643228.2, XP_048606579.1	CARHR279590
OG0002654	XP_013726485.2	CARHR202750
OG0002655	XP_013726691.2, XP_013726683.2, XP_013680287.2, XP_013678652.1, XP_048603591.1, XP_048626279.1	CARHR203230, CARHR279100
OG0002656	XP_013661279.2, XP_013702492.1	CARHR278580
OG0002656	XP_013715766.2, XP_013739716.3	CARHR203660
OG0002657	XP_013703267.2	CARHR224820
OG0002658	XP_048601516.1	CARHR227470
OG0002658	XP_048601517.1, XP_013735097.2, XP_013671111.1, XP_048596108.1	CARHR227480
OG0002659	XP_048618970.1, XP_013734005.1, XP_013672054.2	CARHR229190
OG0002659	XP_013676958.1, XP_048596752.1	CARHR253490
OG0002660	XP_013737557.2, XP_048618621.1, XP_022550397.2, XP_013672078.2	CARHR229480
OG0002661	XP_048618796.1, XP_013694117.2	CARHR230790
OG0002661	XP_013718616.2, XP_013743448.1	CARHR255190
OG0002662	NP_001303151.1	CARHR034460
OG0002662	NP_001302811.1, NP_001302492.1	CARHR260440
OG0002663	XP_013748486.1, XP_013642137.2	CARHR127540
OG0002663	XP_013662484.2, XP_013708371.1, XP_013685301.1, XP_013656960.1	CARHR027580
OG0002664	XP_048594462.1	CARHR244040
OG0002665	XP_022544321.1, XP_013692638.1, XP_013643381.1, XP_022555454.2	CARHR108480
OG0002666	XP_013746541.1, XP_013680974.2, XP_013746775.2, XP_013740414.2, XP_013639944.1, XP_013707156.1, XP_013685602.2, XP_048608843.1, XP_048593785.1	CARHR244820
OG0002667	XP_048601015.1, XP_013665391.2	CARHR244950
OG0002667	XP_048590968.1, XP_013681613.1	CARHR108950
OG0002668	XP_048634058.1	CARHR245450
OG0002669	XP_013743641.2, XP_022556881.2	CARHR114130
OG0002669	XP_013728814.1, XP_013723045.2	CARHR246150
OG0002670	XP_022570175.1, XP_013743537.2	CARHR112540
OG0002670	XP_048590897.1, XP_048619421.1	CARHR247510
OG0002671	XP_048611879.1, XP_013745686.2	CARHR214730
OG0002672	XP_013743157.2, XP_013728617.1, XP_048592886.1, XP_013646979.1	CARHR262480
OG0002673	XP_013732026.1, XP_013740749.2	CARHR260110
OG0002673	XP_013696728.2, XP_013641430.2	CARHR015180
OG0002674	XP_013740831.2, XP_013740832.1, XP_048606950.1, XP_013746927.1	CARHR253680, CARHR253690
OG0002675	XP_013734998.1, XP_013669855.2	CARHR227720
OG0002675	XP_013664573.1, XP_048596706.1	CARHR252180
OG0002676	XP_013719621.1, XP_022556752.1	CARHR218250
OG0002676	XP_013701864.2, XP_013701865.2	CARHR101720
OG0002677	XP_013651961.1, XP_013696243.1, XP_013696218.1, XP_013651960.1	CARHR218500, CARHR218520
OG0002678	XP_022571849.1	CARHR219300
OG0002679	XP_013654691.2, XP_013710125.2	CARHR220760
OG0002679	XP_013749219.1, XP_013662751.1	CARHR098970
OG0002680	XP_013642598.2, XP_013664743.2	CARHR220870
OG0002680	XP_013714553.1, XP_022572323.1	CARHR098910
OG0002681	XP_048608674.1, XP_048631821.1, XP_013710592.1, XP_022575968.1, XP_013640316.2, XP_013716992.1	CARHR141690
OG0002682	XP_048611207.1, XP_048634711.1	CARHR138220
OG0002682	XP_013683796.2, XP_048631761.1	CARHR169650
OG0002684	XP_013687825.1, XP_013744958.2	CARHR136710
OG0002685	XP_048600776.1, XP_013724043.1, XP_022575622.2, XP_013648117.1, XP_013736086.1	CARHR083240
OG0002686	XP_013668388.1, XP_013668201.1	CARHR209200
OG0002686	XP_048602349.1, XP_048604594.1	CARHR197370
OG0002687	XP_013727988.2, XP_013681192.2, NP_001302920.1, XP_013667132.2	CARHR274030
OG0002688	XP_048606716.1, XP_013646899.1	CARHR154130
OG0002688	XP_048606066.1, XP_013646877.3	CARHR273640
OG0002689	XP_013732587.1, XP_013682341.2, XP_048606244.1, XP_013659401.1, XP_048598961.1	CARHR273060
OG0002690	XP_013642566.2, XP_013704864.1	CARHR155170
OG0002690	XP_048595879.1, XP_013711616.1, XP_013671998.1	CARHR273030
OG0002691	XP_013727066.2, XP_048638578.1, XP_048638577.1	CARHR157380
OG0002691	XP_013642986.1, XP_013643600.2	CARHR277320
OG0002692	XP_013735273.2, XP_013684295.2, XP_048623079.1, XP_048595106.1	CARHR248560
OG0002693	XP_013685806.2, XP_013688532.1, XP_013735426.1, XP_048607006.1	CARHR251300
OG0002694	XP_048637414.1, XP_013723691.2, XP_022548407.2, XP_013714353.1	CARHR178920
OG0002695	XP_013752388.1, NP_001302809.1, XP_013680753.1	CARHR125310
OG0002695	XP_013716310.1	CARHR005340
OG0002696	XP_013716234.2, XP_022576287.1, XP_013709770.1	CARHR007610
OG0002696	XP_013733767.1	CARHR121860
OG0002697	XP_048615778.1, XP_013724102.2, XP_013750469.2, XP_013696447.2	CARHR083030
OG0002697	XP_013696448.1, XP_022575626.2	CARHR083020
OG0002698	XP_013752010.3, XP_048636222.1	CARHR077320
OG0002698	XP_013683089.2, XP_013743093.1	CARHR195820
OG0002700	XP_013728788.2, XP_013674679.2, XP_013681841.2, XP_013729998.2	CARHR194880
OG0002700	XP_013742294.2, XP_013729375.2	CARHR078040
OG0002701	XP_013684540.1, XP_013684656.2, XP_013750621.2, XP_013706886.1, XP_013644331.2, XP_013647383.2	CARHR183220
OG0002702	XP_013677444.1, XP_048592987.1	CARHR166290
OG0002702	XP_013744935.2, XP_013687726.2	CARHR135480
OG0002703	XP_013667656.1, XP_013657795.2, XP_048596399.1, XP_013656821.2, XP_022555687.1	CARHR029200
OG0002704	XP_048620554.1, XP_048597065.1	CARHR163230
OG0002704	XP_048634503.1	CARHR131560
OG0002705	XP_013709350.2, XP_013707983.1, XP_048633932.1, XP_013727635.1	CARHR164170
OG0002706	XP_013726974.2, XP_013650282.1	CARHR073130
OG0002706	XP_013641665.1, XP_013691924.1	CARHR016820
OG0002707	XP_013641729.1, XP_013723355.2	CARHR018560
OG0002708	XP_013693259.2, XP_013671070.1	CARHR068740
OG0002708	XP_013641873.1, XP_013711039.1	CARHR020180
OG0002709	XP_013650085.2, XP_013666860.1	CARHR070440
OG0002710	XP_022570891.2	CARHR023230
OG0002710	XP_013649470.1, XP_048617309.1	CARHR064650
OG0002711	XP_013717286.2, XP_013676486.1	CARHR063340
OG0002711	XP_013666518.1, XP_048592690.1, XP_013662850.1, XP_022552059.2	CARHR024350
OG0002712	XP_013707926.2, XP_013690324.1	CARHR025900
OG0002713	XP_048592649.1, XP_013740696.1, XP_013657124.2, XP_013642101.1, XP_013696690.1	CARHR025940
OG0002714	XP_013662199.1, XP_013711433.1	CARHR015640
OG0002715	XP_048604261.1, XP_013720461.1	CARHR144160
OG0002716	XP_013645821.1, XP_013640921.1, XP_048638072.1, XP_013663753.2	CARHR010500
OG0002716	XP_013716224.2, XP_022556389.1	CARHR010490
OG0002717	XP_048607949.1, XP_022554425.2	CARHR196890
OG0002718	XP_013683016.2, XP_013647525.1, XP_013652419.1	CARHR195870
OG0002718	XP_013658230.2, XP_013745610.2, XP_013683736.2	CARHR195880
OG0002719	XP_013675334.1, XP_013721757.1	CARHR188750, CARHR188720, CARHR188710
OG0002720	XP_013693493.1, XP_048596992.1	CARHR184140, CARHR153680
OG0002721	XP_013720206.2, XP_013651813.1	CARHR158300
OG0002722	XP_048615913.1, XP_013649882.1	CARHR062160
OG0002722	XP_013724707.1, XP_013689556.2	CARHR061860
OG0002723	XP_013719001.2, XP_022564865.1, XP_048630560.1, XP_013652467.2, XP_013720068.1	CARHR071550
OG0002724	XP_048638492.1, XP_013717675.1	CARHR021240
OG0002724	XP_013717820.1, XP_013701731.1, XP_013721151.2	CARHR069960
OG0002725	XP_013749876.2, XP_013668255.1	CARHR087690
OG0002725	XP_013670933.2, XP_048600593.1, XP_013673217.2, XP_013673188.2	CARHR087680
OG0002726	XP_013701530.2, XP_048612965.1, XP_048595196.1	CARHR090500
OG0002726	XP_022548830.2, XP_013703076.1	CARHR043160
OG0002728	XP_022560713.2, XP_013640843.2	CARHR039670
OG0002728	XP_013658412.1, XP_048594060.1, XP_048609141.1, XP_013736453.2	CARHR094570
OG0002729	XP_048629589.1, XP_048627859.1, XP_013673316.2	CARHR096300
OG0002729	XP_048635139.1, XP_013749057.2, XP_013680808.1	CARHR040890
OG0002730	XP_048609190.1, XP_013736596.1, XP_048635241.1, XP_048613033.1, XP_048593346.1	CARHR097630
OG0002731	XP_048614691.1, XP_013683723.2, XP_022568255.2	CARHR098330
OG0002731	XP_013751582.1, XP_048600365.1	CARHR221520, CARHR221500
OG0002732	XP_013640252.2	CARHR042200
OG0002733	XP_013731118.1, XP_013715952.1, XP_013701067.1, XP_013646398.2, XP_048620343.1, XP_013714174.1, XP_013715914.1, XP_013715917.1	CARHR039300
OG0002734	XP_013667660.1, XP_013662577.1, XP_048593874.1, XP_013671420.1	CARHR029290, CARHR128690
OG0002735	XP_013750018.1, XP_013647917.2, XP_013681597.1, XP_013675315.1	CARHR289330
OG0002736	XP_048608509.1, XP_013740625.1, XP_013699258.3, XP_013744797.2	CARHR132540
OG0002737	XP_013747858.2, XP_013686061.1	CARHR135900
OG0002737	XP_048597144.1	CARHR166560
OG0002738	XP_013695940.2, XP_048637346.1, XP_013705752.1, XP_013696042.2	CARHR173750, CARHR173720
OG0002739	XP_013691018.2, XP_022564679.2	CARHR159030
OG0002739	XP_013690820.2	CARHR280180
OG0002741	XP_048591990.1, XP_013698594.2, XP_013652300.2	CARHR061320
OG0002741	XP_048596120.1	CARHR026000
OG0002743	XP_013669269.1, XP_048619283.1, XP_048594830.1, XP_048606372.1	CARHR217610
OG0002743	XP_013654202.2, XP_013699832.2	CARHR241690
OG0002744	XP_022563328.1, XP_013655347.1, XP_013750793.1, XP_048622276.1, XP_048594229.1	CARHR010460
OG0002745	XP_048597774.1, XP_013732197.2, XP_013646503.2, XP_013696024.2	CARHR012110
OG0002745	XP_048592942.1, XP_022560316.1	CARHR000370
OG0002746	XP_013686475.2, XP_022569397.1, XP_048600163.1, XP_048630054.1	CARHR014230
OG0002746	XP_048624515.1, XP_013734416.2, XP_013692470.1, XP_013692029.1	CARHR145830
OG0002747	XP_048635738.1	CARHR179300
OG0002747	XP_048632530.1, XP_013684712.1	CARHR091190
OG0002747	XP_048594964.1	CARHR179360
OG0002748	XP_013740137.1, XP_022563277.1, XP_022551058.1, XP_013655031.2	CARHR203600
OG0002748	XP_013701463.1	CARHR278640
OG0002749	XP_013701412.2, XP_013679228.2, XP_013682786.2, XP_048629029.1	CARHR270040, CARHR270050
OG0002749	XP_013725379.1, XP_013704639.2, XP_048607026.1	CARHR270060
OG0002750	XP_048616750.1, XP_048591933.1	CARHR059340, CARHR059190, CARHR124310, CARHR059100, CARHR059010
OG0002750	XP_048633353.1	CARHR214460, CARHR214370
OG0002751	XP_013707124.1, XP_022571689.1, XP_048630592.1, XP_048628061.1, XP_048630597.1, XP_048630600.1, XP_022565322.1, XP_013726209.2, XP_048626603.1, XP_048624274.1, XP_048637567.1, XP_013645738.2	CARHR043790
OG0002753	XP_013750562.2, XP_013671685.1	CARHR236020
OG0002753	XP_013675942.1, XP_013652667.1, XP_013708830.1, XP_048597526.1	CARHR111320
OG0002755	XP_013650216.1, XP_013670746.2	CARHR239620
OG0002757	XP_048595556.1, XP_013703870.1	CARHR106460
OG0002757	XP_048635052.1, XP_013650806.2, XP_013689915.1, XP_022561366.1	CARHR242760
OG0002758	XP_048594787.1, XP_013732496.1, XP_013750240.1, XP_013670596.1	CARHR243380
OG0002759	XP_013746155.3	CARHR290610
OG0002762	XP_013672458.3, XP_022575789.2	CARHR050530
OG0002762	XP_048621322.1, XP_013708400.1	CARHR011900
OG0002763	NP_001302884.1, XP_013701756.1, XP_013684839.2, XP_048617818.1	CARHR015460, CARHR059470
OG0002764	XP_013676301.1, XP_048638210.1	CARHR014120
OG0002764	XP_048637204.1, XP_013686292.1	CARHR145980
OG0002765	XP_013691437.1, XP_048603301.1, XP_013680599.1, XP_022573199.1	CARHR204660
OG0002766	XP_013742973.2, XP_013732874.1	CARHR215120
OG0002767	XP_013706816.1, XP_013748261.1	CARHR048320
OG0002768	XP_013725372.2, XP_013714336.2	CARHR270330
OG0002768	XP_048619715.1, XP_013704042.3	CARHR233810
OG0002769	XP_013750367.1, XP_048635988.1	CARHR083830
OG0002770	XP_013657001.1, XP_013705146.2, XP_013671257.2	CARHR232360
OG0002770	XP_013680643.2, XP_013680739.1	CARHR257600
OG0002771	XP_048603605.1, XP_048626266.1	CARHR203170
OG0002771	XP_048606605.1, XP_013643097.2	CARHR279010
OG0002772	XP_013643198.1, XP_013643028.2	CARHR277780
OG0002772	XP_048598424.1, XP_013715183.2	CARHR204160
OG0002773	XP_013715606.2, XP_013743200.1	CARHR205670
OG0002773	XP_048632991.1	CARHR275440
OG0002774	XP_013659145.1	CARHR226710
OG0002774	XP_048637392.1, XP_048618297.1	CARHR177950
OG0002775	XP_013737512.2, XP_013717501.1	CARHR226800
OG0002775	XP_013681666.1, XP_013687211.1	CARHR178090
OG0002776	XP_022562754.1, XP_013717301.3	CARHR228210
OG0002776	XP_013728465.3, XP_013730023.1	CARHR228200
OG0002777	XP_048618963.1, XP_013717185.2, XP_013674411.2, XP_013654160.2, XP_013642958.2, XP_022549933.1, XP_013660266.2, XP_048601569.1, XP_013660267.2, XP_013642957.2	CARHR228660, CARHR228670
OG0002779	XP_048594455.1, XP_048621701.1	CARHR033530, CARHR033490, CARHR033450
OG0002779	XP_013717470.2, XP_013688702.2	CARHR033440, CARHR033510
OG0002780	XP_048617165.1, XP_048637985.1	CARHR034860, CARHR034880
OG0002781	XP_013707613.2, XP_013728996.1, XP_048600963.1, XP_048630497.1, XP_048633904.1	CARHR246040
OG0002782	XP_013656563.2, XP_013678081.1, XP_013736182.2, XP_013673415.2	CARHR246790
OG0002784	XP_013738320.1, XP_013655955.2	CARHR224260
OG0002784	XP_013726272.1, XP_013714911.1, XP_013707606.1, XP_013696645.1	CARHR174170
OG0002785	XP_048621487.1, XP_048594529.1	CARHR217410
OG0002785	XP_013720353.1, XP_013651441.1	CARHR103940
OG0002786	XP_013652902.1, XP_022544325.1	CARHR103840
OG0002786	XP_013715141.2, XP_013656732.1, XP_013656733.1, XP_013715164.2	CARHR217560
OG0002787	XP_013721139.1, XP_013690437.1	CARHR216910
OG0002788	XP_048634002.1, XP_013659050.2	CARHR220660
OG0002788	XP_013741115.1, XP_013717702.1, XP_013651509.3	CARHR099110
OG0002789	XP_048621917.1, XP_013655687.1, XP_013671744.2, XP_013664755.1	CARHR221220
OG0002790	XP_013647906.1, XP_048629068.1, XP_013714314.1	CARHR098210
OG0002790	XP_048593177.1, XP_013729900.2	CARHR098230
OG0002793	XP_048634810.1, XP_048611289.1, XP_048610335.1, XP_013747568.2	CARHR142370
OG0002793	XP_013648504.1, XP_022568116.2	CARHR172490
OG0002794	XP_013710884.2, XP_013710863.2, XP_022574224.2, XP_013741984.2	CARHR171140
OG0002795	XP_022546965.2, XP_048620813.1, XP_013688113.1, XP_013742052.1	CARHR170640
OG0002796	NP_001302762.1, XP_013692138.1, XP_013686014.1	CARHR138700
OG0002796	XP_022554879.1, XP_013683831.2	CARHR138730
OG0002797	XP_013724338.3, XP_013687885.1, XP_022574160.2, XP_013727820.1, XP_013747781.2	CARHR137350
OG0002798	XP_013747808.2, XP_013692239.1, XP_013647897.1, XP_013724365.1	CARHR136860, CARHR167370
OG0002799	XP_013701987.1	CARHR132820
OG0002799	XP_013731809.1, XP_013730112.1, XP_013723504.2	CARHR211790
OG0002800	XP_013721525.1, XP_022554173.1, XP_013655670.2	CARHR209690
OG0002801	XP_013667258.2, XP_048623348.1, XP_048627745.1, XP_013682275.1	CARHR152600, CARHR152610
OG0002803	XP_048606729.1, XP_013666865.2	CARHR155660
OG0002803	XP_048598940.1, XP_013706272.2	CARHR272800
OG0002804	XP_048592783.1, XP_013690759.2	CARHR280640
OG0002805	XP_013687148.1	CARHR006990
OG0002805	XP_013740682.2, XP_013705278.1, XP_013690921.1	CARHR123010
OG0002806	XP_048627657.1, XP_048627083.1, XP_048610031.1	CARHR001630
OG0002806	XP_013681619.2, XP_013740782.1	CARHR250030
OG0002807	XP_048637062.1, XP_048636983.1	CARHR251500
OG0002808	XP_013737635.1, XP_013748690.2	CARHR126270
OG0002808	XP_013697914.2, XP_048599392.1	CARHR004620
OG0002809	XP_013734159.1, XP_013742765.1, XP_013677456.1, XP_013748769.2	CARHR124980
OG0002809	XP_048597903.1, XP_013716169.1	CARHR005630
OG0002810	XP_013696458.1	CARHR006350
OG0002810	XP_013722550.1, XP_013643558.2	CARHR124270
OG0002811	XP_013732592.1, XP_048636863.1, XP_048630342.1, XP_013664512.2	CARHR122490, CARHR122500
OG0002812	XP_013720459.1, XP_013745967.2	CARHR120030
OG0002812	XP_013711955.1, XP_013641092.2	CARHR008220
OG0002813	XP_048631586.1	CARHR075230
OG0002813	XP_022565943.2, XP_048598273.1	CARHR198930
OG0002814	XP_048636243.1, XP_013678408.2, XP_013735673.2, XP_022555126.1	CARHR076170
OG0002815	XP_022567010.1, XP_013680762.1	CARHR077390
OG0002815	XP_013722331.1, XP_013683094.1	CARHR195740
OG0002817	XP_013660580.2, XP_048601716.1	CARHR078510
OG0002817	XP_013727744.3, XP_013681872.2, XP_013730183.2	CARHR194530
OG0002818	XP_013684435.2, XP_048632226.1	CARHR079330
OG0002818	XP_048631622.1, XP_048595318.1, XP_022561819.1	CARHR185810
OG0002819	XP_048599112.1, XP_048624976.1	CARHR193980
OG0002819	XP_048602043.1, XP_013647855.1	CARHR080700
OG0002820	XP_048626225.1, XP_048626171.1	CARHR080980
OG0002821	XP_022576248.2, XP_013646385.2, XP_013696217.1, XP_013643999.2	CARHR081440
OG0002821	XP_013675392.1, XP_013699403.2	CARHR182480
OG0002822	XP_013745059.1, XP_013735770.2, XP_048632313.1, XP_048602135.1	CARHR078790
OG0002823	XP_022564069.2, XP_013663263.3	CARHR162630
OG0002823	XP_013744699.2, XP_013687552.2	CARHR130520
OG0002824	XP_013675841.1, XP_022573697.1	CARHR163820
OG0002825	XP_013648561.1, XP_013672222.1	CARHR074220
OG0002826	XP_013648592.2, XP_013702123.1	CARHR073550
OG0002826	XP_022564220.2, XP_022547148.2	CARHR016520
OG0002827	XP_048638359.1, XP_048614163.1	CARHR018070
OG0002827	XP_048617344.1, XP_048592152.1	CARHR065580
OG0002828	XP_048621137.1, XP_013726492.2	CARHR018100
OG0002828	XP_013649573.1, XP_048613320.1, XP_013743338.2	CARHR065620
OG0002829	XP_048592161.1, XP_013649610.2	CARHR066260
OG0002830	XP_022566519.1, XP_013657249.2, XP_013715217.2	CARHR019450
OG0002831	XP_013700616.2, XP_048592214.1	CARHR068070
