Orthogroup	Brassica_napus	Noccaea_praecox
OG0000888	XP_022562947.1, XP_013648351.1, XP_013714457.1, XP_048597212.1, XP_013663647.1, XP_013728924.1	Np001G063390
OG0000888	XP_013688167.1, XP_048636342.1, XP_013687877.1, XP_013744991.1, XP_013724355.1, XP_013683765.2	Np006G328360
OG0000889	XP_013710403.1, XP_013686631.1, XP_013647993.2, XP_048616768.1, XP_013742338.1, XP_022568098.1	Np001G059040
OG0000889	XP_013719102.1, XP_013716583.1	Np001G046170, Np003G153220
OG0000890	XP_013647940.1, XP_013702641.2, XP_013661164.1, XP_013678309.1	Np001G056520
OG0000890	XP_013689046.2, XP_013723941.1, XP_022574097.2, XP_013744730.2, XP_013748343.2, XP_013692064.2	Np006G337120
OG0000891	XP_048596941.1, XP_013749522.2	Np004G232290
OG0000891	XP_013653375.2, XP_013666532.1	Np004G232240
OG0000892	XP_013663090.2, XP_013703680.1, XP_013675348.2, XP_013700073.1, XP_022543302.1, XP_013731520.3, XP_022575338.1, XP_048635634.1, XP_013718657.1, XP_013655505.1, XP_013741092.2	Np001G020020, Np001G013070, Np001G035680, Np001G035690, Np001G013080
OG0000893	XP_013700587.1, XP_048604334.1	Np001G011340
OG0000894	XP_048618519.1, XP_022547695.1	Np007G373060
OG0000895	XP_013657073.1, XP_013688159.2	Np007G388290, Np007G388240
OG0000895	XP_048596532.1, XP_022569985.1, XP_048619474.1, XP_048593178.1	Np007G388230, Np007G388200
OG0000897	XP_013723878.1, XP_013734715.2	Np006G336490
OG0000897	XP_013675840.2, XP_048633945.1, XP_013647947.1, XP_013703350.2, XP_013678292.2, XP_013711759.2	Np001G056860, Np001G056870
OG0000899	XP_013710711.1, XP_048596148.1, XP_048624206.1, XP_048611412.1, XP_048619713.1, XP_013730059.2, XP_048623439.1, XP_013675256.1, XP_013724981.2	Np003G179450, Np003G179470
OG0000900	XP_013731076.2, XP_048621261.1, XP_013712649.2	Np004G243530
OG0000900	XP_048622338.1, XP_013654506.2, XP_013657352.1	Np004G243540
OG0000901	XP_013671639.1, XP_013691433.1, XP_013707961.1, XP_013655763.2, XP_013671613.1, XP_013671625.1	Np005G299620
OG0000902	XP_022549392.1, XP_013737859.1	Np003G129950
OG0000902	XP_013724163.2	Np003G130390
OG0000902	XP_013713866.1, XP_013730895.1, XP_048629189.1, XP_048615235.1, XP_013750248.1	Np007G411160
OG0000903	XP_013658051.2, XP_048623862.1, XP_048593236.1, XP_048607542.1, XP_013745898.1, XP_013746120.1, XP_048625246.1	Np003G137760
OG0000903	XP_048631177.1, XP_048627307.1, XP_048616513.1	Np005G310350, Np005G310320, Np005G310400
OG0000904	XP_013714816.2, XP_048626246.1, XP_048626250.1, XP_013678740.1, XP_048627692.1, XP_013680281.1, XP_013668152.1, XP_013701999.1, XP_013720408.1, XP_048606409.1, XP_013670750.2	Np005G271510, Np005G304810
OG0000905	XP_048625333.1, XP_048598399.1	Np003G136550
OG0000905	XP_013678425.2, XP_013678381.1, XP_048590850.1, XP_048601655.1, XP_022575885.1	Np001G003730
OG0000907	XP_048632812.1, XP_013705940.1	Np005G291360
OG0000907	XP_013677176.1, XP_013674986.1	Np001G036290
OG0000908	XP_013705209.1, XP_013644948.1	Np005G261310
OG0000908	XP_013655220.1, XP_048636093.1	Np007G418610
OG0000909	XP_013729679.2	Np004G229120
OG0000909	XP_048633259.1	Np005G308900
OG0000909	XP_048625087.1, XP_013667601.2, XP_022567527.1, XP_013729373.2	Np003G143230
OG0000910	XP_048598974.1	Np003G152140
OG0000910	XP_013713163.2, XP_013642460.2	Np003G152150
OG0000911	XP_013661329.2, XP_022568834.1, XP_013686268.1, XP_013653548.1	Np001G001070
OG0000912	XP_013735382.3, XP_048607027.1, XP_013736188.2	Np003G186440
OG0000912	XP_048616577.1, XP_048592887.1	Np007G406970
OG0000913	XP_013666750.1, XP_013653338.1, XP_013730480.2, XP_013698467.1, XP_013738228.1	Np002G098460
OG0000913	XP_013743689.1, XP_013649051.1	Np002G085070
OG0000914	XP_048606045.1, XP_013745042.2	Np007G421330
OG0000915	XP_013663249.2, XP_013663117.2, XP_022553251.2, XP_013640111.2, XP_048633965.1, XP_013681595.1	Np001G055150
OG0000915	XP_013683569.1, XP_013683573.2	Np006G339170
OG0000917	XP_013657336.2, XP_013677828.2, XP_013698268.2, XP_013746948.2, XP_013743623.2, XP_048595604.1, XP_013652957.1, XP_013750729.1, XP_013652954.1, XP_013652958.1, XP_013697793.1, XP_013708036.1	Np004G244410
OG0000917	XP_013657339.1, XP_048594178.1, XP_013657338.1, XP_013677830.2	Np004G244420
OG0000918	XP_013746720.1	Np001G039320
OG0000919	XP_048631451.1, XP_013640065.2, XP_048614434.1, XP_048635677.1, XP_013679779.1, XP_013739451.2	Np007G392200
OG0000920	XP_013732880.1, XP_013732600.1, XP_013670369.1, XP_048607403.1, XP_013732597.1	Np004G192130
OG0000920	XP_048637703.1	Np004G192180
OG0000921	XP_013699457.1, XP_013640844.2, XP_013715066.3, XP_013735862.1	Np004G197970
OG0000921	XP_013640845.2, XP_022569597.2	Np004G197980
OG0000921	XP_048635524.1, XP_013749108.2, XP_013721184.1, XP_022569604.2, XP_013699204.1	Np004G197960
OG0000923	XP_048633428.1, XP_022570559.1	Np003G174020, Np003G174010
OG0000923	XP_013640708.2, XP_022570149.1, XP_022554960.2	Np003G174080
OG0000924	XP_048619361.1, XP_013673619.1	Np005G267970
OG0000924	XP_048608840.1, XP_013668991.1, XP_048593783.1	Np001G042690
OG0000924	XP_048593226.1, XP_048618536.1, XP_013651469.1, XP_048595597.1	Np007G374910
OG0000930	XP_013669973.1, XP_048618720.1, XP_013669798.1, XP_013744433.2, XP_013732478.1, XP_048621077.1	Np007G372890
OG0000930	XP_013685934.1, XP_013667672.2, XP_022546415.1, XP_013713310.1, XP_013725454.1, XP_013659296.1	Np005G275240
OG0000931	XP_048636008.1, XP_013696903.2, XP_048606125.1, XP_013736009.2	Np001G059980
OG0000931	XP_022575537.1, XP_048615228.1, XP_048609078.1, XP_013729579.3, XP_013648168.2, XP_013736134.1	Np007G410830
OG0000932	XP_048611057.1, XP_048634518.1	Np006G337590
OG0000932	XP_013750106.1, XP_013646628.1, XP_013747420.1, XP_013711645.1, XP_013648198.1, XP_013697516.1	Np007G409650
OG0000933	XP_013670501.2, XP_013646756.2, XP_048593723.1, XP_013722588.1, XP_013741533.1, XP_013705900.1	Np005G280540, Np005G280420
OG0000933	XP_013674751.1, XP_013710632.2	Np003G166010
OG0000934	XP_048590787.1, XP_013672700.2	Np005G289810
OG0000934	XP_048632842.1, XP_048627608.1, XP_013743593.2	Np005G289820
OG0000935	XP_013740813.1, XP_013705914.2, XP_013664577.1, XP_013699347.2	Np003G184850
OG0000935	XP_013737543.2, XP_048618941.1, XP_013717508.1, XP_048594731.1, XP_013656153.2, XP_013737449.2, XP_013734947.2, XP_013671127.2	Np005G287510
OG0000936	XP_048593425.1, XP_048605859.1, XP_048605860.1, XP_013728444.1	Np005G286830
OG0000936	XP_013669645.2, XP_022550353.1	Np005G286840
OG0000937	XP_048619047.1, XP_013737712.1	Np005G282980, Np005G282990, Np001G040890, Np005G283000
OG0000937	XP_013710264.2, XP_013671493.2, XP_013710268.2	Np005G282970
OG0000938	XP_022570843.1, XP_013644962.2, XP_048590865.1, XP_048593818.1, XP_048606301.1, XP_013735960.1, XP_013654640.2, XP_022547997.2, XP_013724312.2, XP_013656254.1	Np005G261790
OG0000939	XP_048619414.1, XP_013644958.1, XP_048619411.1, XP_048590867.1, XP_013652959.2, XP_013735932.1, XP_048593820.1, XP_048606294.1	Np006G370630
OG0000940	XP_048638136.1, XP_013685131.2, XP_048632580.1, XP_013699256.1	Np007G389300
OG0000940	XP_013642213.1, XP_013647124.2, XP_048607213.1, XP_013701636.1, XP_013656477.2	Np005G267370
OG0000941	XP_013685550.1, XP_013656768.2, XP_048610216.1, XP_048634016.1	Np005G306090
OG0000941	XP_022571841.2, XP_013696783.2	Np006G355930, Np004G254420
OG0000942	XP_013653056.1, XP_013708476.1, XP_013693274.1, XP_013685433.1, XP_013712693.1, XP_048593857.1, XP_013736673.1, XP_013703256.1	Np007G384640, Np005G305670
OG0000943	XP_022572223.1	Np007G418570
OG0000944	XP_013686758.1, XP_013690528.1, XP_013680852.1, XP_048634724.1, XP_022554876.1	Np001G064800
OG0000945	XP_048620860.1, XP_013678999.1	Np003G144280
OG0000945	XP_048599349.1	Np004G256690
OG0000946	XP_048607693.1, XP_013723411.2	Np003G125330
OG0000947	XP_013720942.2, XP_013667784.2, XP_022574312.2, XP_013728377.2, XP_048602341.1, XP_013662340.1	Np003G142570
OG0000947	XP_048636244.1, XP_048614284.1, XP_013700349.1, XP_048601995.1, XP_013735674.2, XP_022571953.2	Np007G423710
OG0000948	XP_013691990.1, XP_013662765.1, XP_013742331.1, XP_013691697.1, XP_013744851.1, XP_013748302.1, XP_013717050.2, XP_013734591.1, XP_013707938.1, XP_013677131.1	Np006G333720, Np001G058860
OG0000950	XP_022558888.1, XP_022561484.1, XP_013686245.2, XP_013643952.2	Np001G014390
OG0000951	XP_013714195.1, XP_013659477.1, XP_013659476.2, XP_013714203.1	Np001G033820
OG0000952	XP_013652502.2, XP_013652454.1	Np002G073320
OG0000953	XP_013704046.2, XP_013737023.1, XP_013686864.2, XP_013677901.2	Np001G051320
OG0000953	XP_013741243.2	Np001G051440
OG0000954	XP_048630729.1, XP_048637012.1, XP_013713005.1, XP_013641483.2, XP_022569938.1, XP_013641496.2, XP_048600477.1	Np007G396180
OG0000954	XP_048630730.1, XP_048635530.1	Np007G396360
OG0000955	XP_048612615.1, XP_013725025.1, XP_048635336.1, XP_048635309.1, XP_048628359.1, XP_022558053.1	Np007G411870
OG0000958	XP_013717757.2, XP_013674071.2, XP_013718731.1, XP_013701547.2	Np002G117820, Np002G117880
OG0000962	XP_013725868.1, XP_048633406.1	Np005G316460
OG0000962	XP_013694061.2, XP_013692094.2	Np001G019730
OG0000963	XP_013728855.2, XP_013746151.1, XP_013668279.1, XP_013729838.1, XP_048628901.1	Np003G126540
OG0000963	XP_048600744.1, XP_013750360.2, XP_022559244.1, XP_013724086.1, XP_048606141.1, XP_013681770.2	Np007G413460
OG0000964	XP_048595742.1, XP_013750222.1, XP_048595745.1	Np003G174770
OG0000965	XP_013681140.1, XP_013691699.1	Np007G404100, Np007G407190
OG0000965	XP_022572528.2, XP_048629696.1, XP_022545651.1, XP_048627577.1, XP_048629085.1	Np005G290140
OG0000966	XP_013716032.2, XP_048627607.1, XP_013743599.1	Np005G289830
OG0000967	XP_013712067.2, XP_013712066.1	Np004G204770
OG0000967	XP_013649994.1, XP_013695934.1	Np002G073860
OG0000967	XP_048592726.1, XP_013748585.1, XP_013698308.1	Np004G232570
OG0000968	XP_048616542.1, XP_048633513.1, XP_048633514.1, XP_048612189.1	Np005G312580, Np005G312550
OG0000968	XP_013746895.2, XP_013670095.1	Np005G312530
OG0000968	XP_048633349.1, XP_013741695.2, XP_048626447.1	Np005G312540
OG0000970	XP_013661906.2, XP_013661904.3, XP_013686230.2	Np001G001900
OG0000970	XP_048599734.1, XP_048633003.1	Np001G051300
OG0000970	XP_013686868.1, XP_013677903.2	Np001G051290
OG0000971	XP_013740884.2, XP_013747442.1, XP_022570617.1, XP_013727571.2, XP_022562384.2, XP_048636172.1	Np001G061450
OG0000972	XP_013740936.1, XP_048606073.1, XP_048592247.1, XP_048617944.1	Np007G417980
OG0000973	XP_013682055.2, XP_048627337.1, XP_013667399.2, XP_013683494.2	Np003G146850
OG0000973	XP_013647846.1, XP_048602042.1, XP_013732677.2, XP_013696788.2, XP_013684464.3, XP_013735918.2	Np007G417400
OG0000974	XP_013650863.2	Np005G312080
OG0000974	XP_048634474.1, XP_022557158.1	Np006G339250
OG0000975	XP_022557365.2, XP_048594050.1, XP_013641861.1, XP_048612657.1, XP_048612664.1, XP_013641860.1	Np004G235740
OG0000976	XP_022570120.2	Np004G241570
OG0000976	XP_048621218.1, XP_022570118.2, XP_048613117.1, XP_048638269.1, XP_013752056.1, XP_013708498.2	Np004G241580
OG0000977	XP_013670347.2	Np001G046820
OG0000977	XP_013642595.2	Np001G046790
OG0000977	XP_013642596.2, XP_013647822.2	Np001G046780
OG0000978	XP_013663790.2, XP_013688689.2, XP_022543240.2	Np001G045400
OG0000978	XP_048590744.1	Np001G045430
OG0000979	XP_013654045.1	Np005G302200
OG0000979	XP_013679596.2, XP_013739262.2, XP_022567618.1, XP_022549493.2	Np002G108850, Np002G108860, Np002G108870, Np002G108880, Np002G108890, Np002G108900, Np005G302210
OG0000981	XP_048607887.1	Np005G286060
OG0000981	XP_048607888.1, XP_013716379.2, XP_013674519.2, XP_048625723.1, XP_022547275.1, XP_048608867.1, XP_048605865.1, XP_048594753.1	Np005G285990, Np005G286020, Np005G286090, Np005G286050
OG0000982	XP_048615842.1, XP_048601662.1, XP_022554012.1, XP_048606697.1	Np005G304580, Np001G047360, Np006G355030, Np005G302170, Np003G168280, Np002G101230, Np001G040250, Np002G103000, Np002G107040, Np007G400770, Np006G350330, Np006G345760, Np009G431350
OG0000983	XP_022553131.2, XP_022573226.1	Np007G379420
OG0000983	XP_013665325.2, XP_022566275.1	Np003G150190
OG0000986	XP_048637590.1, XP_013670888.2, XP_013672278.2, XP_013672275.2, XP_048612846.1	Np003G127580
OG0000986	XP_013703415.1, XP_013750426.1, XP_013679459.2, XP_013650180.2	Np005G272260
OG0000988	XP_013728481.1, XP_013715281.2	Np003G130790
OG0000988	XP_013647430.2, XP_013729585.2	Np007G410550
OG0000989	XP_013708845.1, XP_013683349.1, XP_013707818.1, XP_048604524.1, XP_013710361.2	Np003G166910, Np003G166900
OG0000989	XP_048595917.1, XP_048623481.1, XP_048631161.1	Np001G042420
OG0000990	XP_013737249.1, XP_013661948.1, XP_013726850.1, XP_048594671.1, XP_013655997.1, XP_048632800.1, XP_013719039.1, XP_013693300.2, XP_022555929.1, XP_013707738.1, XP_048618346.1	Np005G292510
OG0000991	XP_013715110.2, XP_048621440.1, XP_022559289.2, XP_013717486.1	Np004G205880, Np004G206060, Np004G206040
OG0000992	XP_013715961.2, XP_013710672.1, XP_013705730.2, XP_048612245.1	Np006G370160
OG0000992	XP_013691607.2, XP_013669339.1, XP_048619419.1	Np005G261430
OG0000993	XP_013657069.2, XP_013686792.1, XP_013686793.1, XP_013702408.1, XP_013661794.1	Np007G388170
OG0000993	XP_022543529.2, XP_013644290.1	Np001G017820
OG0000994	XP_048630584.1, XP_048636811.1	Np004G201380
OG0000994	XP_022571594.1, XP_013683273.2, XP_048610281.1	Np006G352400, Np003G175240
OG0000995	XP_013734144.1, XP_013742756.2, XP_048634325.1, XP_022557085.1	Np006G355270
OG0000995	XP_048594274.1, XP_013660618.1, XP_048599429.1, XP_048613770.1	Np004G253840
OG0000996	XP_013696459.1, XP_048599454.1, XP_013716282.1	Np004G253030
OG0000997	NP_001302700.1, NP_001302513.1, XP_013657351.1, XP_013671783.2, XP_013731099.1, XP_048626255.1, XP_013711569.1	Np004G243660
OG0000997	XP_048620724.1, XP_013660586.1, XP_048614560.1, XP_048636131.1, XP_048632209.1, XP_013745047.1	Np007G420960
OG0000998	XP_013692936.1, XP_013748313.2, XP_013716901.1, XP_013734586.2, NP_001303044.1, XP_013744841.1	Np006G333330
OG0000999	XP_022553988.2, XP_022553987.2, XP_048606772.1, XP_022545966.2	Np004G224890
OG0001000	XP_022554376.1, XP_013727999.2, XP_013713988.3, XP_013666007.2	Np003G141740
OG0001000	XP_022555447.1, XP_013736812.1, XP_013724944.1	Np007G376630
OG0001001	XP_013644013.2, XP_013647247.1	Np001G013560, Np001G013550, Np003G164990, Np001G013570
OG0001002	XP_013749862.2, XP_022568113.2	Np007G407700
OG0001002	XP_013691615.1, XP_013646265.1	Np004G190790
OG0001003	XP_013698095.1, XP_013702812.1, XP_013682811.2, XP_013676069.1	Np007G402750
OG0001003	XP_048628498.1, XP_013746609.1, XP_048628207.1, XP_048628219.1, XP_013698089.2, XP_013744788.1, XP_013698762.1	Np004G194240
OG0001004	XP_048608560.1	Np006G333100
OG0001004	XP_022556308.2, XP_013747361.2, XP_022563473.2, XP_022575964.2	Np006G332210, Np006G332220
OG0001004	XP_013716963.2	Np006G332250, Np006G332230
OG0001005	XP_013700092.1	Np006G348350
OG0001006	XP_048610891.1, XP_048627211.1, XP_048630794.1, XP_048630793.1, XP_013683155.2, XP_048599137.1, XP_048608003.1, XP_048608001.1, XP_022551555.2, XP_048602393.1, XP_048605255.1, XP_048633954.1, XP_048632240.1	Np003G145880
OG0001008	XP_048631157.1, XP_013685935.1, XP_048593660.1	Np005G275310, Np005G275300
OG0001008	XP_013661497.2, XP_013681579.2	Np005G275320
OG0001009	XP_013682946.2, XP_013698325.1, XP_013656328.2, XP_013685925.3, XP_048606463.1	Np005G274820
OG0001009	XP_013695677.1, XP_013667664.1	Np005G274870
OG0001010	XP_013677336.1, XP_048594521.1, XP_013659030.1, XP_048635179.1, XP_013639860.1, XP_013731419.1, XP_048612854.1	Np004G217440
OG0001010	XP_013688670.1, XP_048629627.1, XP_022570392.1, XP_013659519.2, XP_013747309.1	Np006G340310
OG0001011	XP_022546643.1, XP_022553793.1, XP_013749185.1, XP_048635175.1, XP_013749184.1, XP_048628342.1	Np006G367860, Np004G218160
OG0001011	XP_048596429.1	Np005G307100
OG0001012	XP_013730540.2, XP_013686772.1, XP_048600922.1, XP_013746507.1	Np002G111750
OG0001012	XP_013646446.2, XP_013695750.3, XP_013640292.1, XP_013655338.1	Np004G249570
OG0001013	XP_048607116.1, XP_048632617.1	Np001G050250
OG0001014	XP_048601411.1, XP_048602974.1, XP_022564985.1, XP_013721387.2, XP_048605183.1, XP_013677704.2, XP_013721377.1, XP_013644299.1, XP_013663332.2, XP_013660763.1, XP_048625613.1, XP_013724384.2, XP_013660762.2	Np001G017750
OG0001015	XP_013722578.1, XP_013656522.2, XP_013705800.1, XP_013741534.2, XP_013642045.1, XP_013740003.2	Np005G280380
OG0001016	XP_013726297.1, XP_013661883.1, XP_013712644.1, XP_022549338.2, XP_013678601.2	Np003G137630
OG0001016	XP_022547964.2, XP_013660869.3, XP_048629455.1, XP_048591083.1, XP_013706459.1	Np001G012680
OG0001017	XP_048607669.1, XP_048604149.1	Np003G161870
OG0001018	XP_048617945.1, XP_013647161.2, XP_013675562.2, XP_048626299.1, XP_048628278.1, XP_048602560.1	Np001G010790
OG0001019	XP_013737297.2, XP_022572493.1	Np005G293910
OG0001019	XP_013677276.1, XP_048614350.1, XP_048637342.1, XP_013648827.2	Np001G033220
OG0001020	XP_013723398.2, XP_022550295.1, XP_048632794.1, XP_013707790.1, XP_013726851.1, XP_013655969.2	Np005G293230
OG0001020	XP_048596626.1, XP_013746814.1, XP_013703117.1, XP_013693324.2	Np001G034430
OG0001021	XP_013670549.1, XP_013710071.2, XP_013652054.1, XP_013731570.1, XP_013746269.1, XP_013746299.1	Np001G069350
OG0001021	XP_013732554.1, XP_013747507.1, XP_013690409.1	Np006G320760
OG0001022	XP_013648758.2	Np002G077740
OG0001022	XP_013749451.1, XP_048597327.1	Np001G068590
OG0001023	XP_013650472.3, XP_048593314.1	Np007G374440, Np007G374450
OG0001023	XP_048598996.1, XP_013704083.1	Np003G151290
OG0001025	XP_013723260.2, XP_013695530.1	Np004G252970, Np007G377620, Np003G155610, Np008G425890, Np005G269230
OG0001025	XP_013748794.1, XP_013711726.1	Np006G347150, Np006G353650
OG0001026	XP_013729694.2, XP_048602016.1, XP_048605990.1, XP_013735648.1	Np007G424500
OG0001026	XP_022549240.1, XP_022568216.1, XP_048607919.1, XP_022554386.2, XP_048626374.1	Np003G141970
OG0001028	XP_048610006.1, XP_022573670.2	Np001G058770
OG0001029	XP_022564676.1, XP_013722095.2, XP_013653392.2, XP_013721836.2, XP_048612773.1, XP_013693857.2	Np004G233020
OG0001029	XP_013681291.1, XP_048615798.1, XP_013693789.2, XP_048603346.1	Np002G074610
OG0001030	XP_013717865.2, XP_048592232.1, XP_013718622.1, XP_013670324.1	Np002G077800, Np002G077790
OG0001031	XP_013669888.1, XP_013642017.2, XP_013729465.1, XP_013741500.1, XP_013705997.2, XP_013681937.1	Np004G235500
OG0001031	XP_013717813.1, XP_013699019.1, XP_048616337.1, XP_013648760.1	Np002G077480
OG0001032	XP_013652109.1, XP_013652116.1, XP_022571311.1, XP_013693708.1	Np002G076160
OG0001032	XP_022569204.1, XP_013710123.2, XP_013742038.2, XP_048638504.1, XP_013669938.1, XP_013651633.1	Np004G234330
OG0001033	XP_013705667.2, XP_013663791.1	Np002G089740
OG0001033	XP_013746229.1, XP_013651196.1, XP_022558580.2	Np004G209360
OG0001034	XP_013652209.1, XP_013746978.1, XP_013698971.1, XP_048592084.1	Np002G084810
OG0001035	XP_013689627.1, XP_048615910.1, XP_013679786.1, XP_013674154.3, XP_013658108.3	Np002G096130
OG0001035	XP_022568445.1, XP_022547394.2, XP_022547392.2, XP_022568452.1	Np006G358590
OG0001036	XP_013650135.2, XP_013685900.2	Np002G073150
OG0001037	XP_013650308.2, XP_013726993.2	Np002G071600
OG0001037	XP_048605446.1, XP_048615280.1	Np001G039100
OG0001038	XP_048600600.1, XP_022544481.1, XP_048635876.1, XP_048615157.1	Np007G408250
OG0001039	XP_022559420.1, XP_013639871.1, XP_013652212.2, XP_013654608.2, XP_013654657.1	Np004G199650
OG0001039	XP_013681640.1, XP_013741101.1, XP_013705693.1	Np007G392760
OG0001040	NP_001302867.1, XP_013655549.1, XP_048630074.1, XP_013749047.2, XP_013726826.1	Np004G195350
OG0001040	XP_013736612.2, XP_013685046.1, XP_013685049.2, XP_013736608.2, XP_013670250.2, XP_013674707.1	Np007G381140
OG0001041	XP_013672840.1, XP_013639891.1, XP_048626561.1, XP_013691495.1	Np001G047350
OG0001043	XP_048636911.1, XP_013749028.2	Np004G195130
OG0001043	XP_048616607.1	Np004G195120
OG0001044	XP_048592979.1, XP_048616770.1, XP_013692916.2, XP_013710398.2, XP_048620620.1, XP_013742339.1, XP_022568097.1	Np001G059160
OG0001044	XP_048609395.1, XP_013752230.2	Np006G333460, Np006G333510
OG0001045	XP_022560052.1, XP_013746279.2, XP_048638558.1, XP_048638559.1, XP_048638560.1	Np001G045780, Np001G045530, Np001G045520, Np001G045790
OG0001046	XP_048625397.1, XP_048620142.1, XP_048605546.1, XP_048614973.1	Np002G084780
OG0001048	XP_013659444.2, XP_013665777.2	Np003G136100
OG0001048	XP_013720783.1, XP_013720795.2, XP_048625233.1, XP_048625231.1	Np002G096250, Np006G338520, Np003G138330
