Orthogroup	Brassica_napus	Eutrema_salsugineum
OG0002293	XP_013735660.1, XP_013684218.2, XP_048614000.1, XP_013700319.2, XP_048628407.1	XP_006408455.1
OG0002293	XP_013728220.1, XP_013723117.1	XP_006400066.1
OG0002294	XP_013665970.2, XP_013667822.1	XP_006400158.1
OG0002294	XP_022567530.1, XP_013740199.2	XP_006408398.1
OG0002295	XP_013729642.2, XP_048626755.1	XP_006400181.1
OG0002295	XP_013735728.2, XP_048606028.1, XP_048601982.1, XP_013682553.1	XP_006408384.1
OG0002296	XP_013667527.2, XP_048625056.1	XP_006400214.1
OG0002296	XP_022575663.2, XP_048614236.1	XP_006408361.1
OG0002297	XP_013729064.1, XP_048607961.1, XP_013683053.1, XP_013665955.1	XP_024011859.1
OG0002298	XP_013683099.2, XP_013722266.1	XP_006400295.1
OG0002299	XP_022561476.1, XP_048602044.1, XP_048603972.1, XP_013692775.2, XP_013643951.1	XP_024007328.1
OG0002300	XP_013705414.1, XP_013647368.2, XP_013721227.1, XP_013675406.2	XP_006395075.1
OG0002301	XP_013750646.2, XP_013693378.1, XP_048615346.1	XP_024015614.1
OG0002301	XP_013642647.1, XP_013699467.1, XP_048591196.1, XP_013706358.2	XP_006395101.1
OG0002302	XP_048634504.1, XP_013690805.2	XP_006410887.1
OG0002302	XP_022563905.1, XP_013678068.1	XP_006403704.1
OG0002303	XP_013648569.1, XP_013672208.1	XP_024009748.1
OG0002303	XP_013662217.2, XP_013711550.2, XP_048614087.1, XP_048638307.1	XP_006416884.1
OG0002304	XP_013641669.1, XP_013686447.2, XP_013708249.1, XP_013712531.2	XP_006416829.2
OG0002304	XP_013650283.2, XP_013726967.1	XP_006389880.1
OG0002305	XP_048603390.1, XP_048628309.1, XP_048628025.1	XP_024012471.1
OG0002305	XP_013641654.2, XP_013662681.2	XP_024008757.1
OG0002306	XP_013641628.2, XP_013660471.1	XP_006416793.1
OG0002306	XP_013650241.2, XP_048591691.1, XP_048616303.1	XP_006389929.1
OG0002307	XP_013664624.1, XP_013664407.1, XP_013683040.1, XP_013657250.1	XP_006416573.1
OG0002307	XP_013700816.2, XP_013700862.2	XP_006390427.1
OG0002308	XP_013646823.2, XP_013711451.2, XP_013722126.1	XP_006416334.1
OG0002308	XP_013717973.1, XP_013723528.1	XP_006390165.1
OG0002309	XP_013722097.1, XP_013728284.1	XP_006416256.1
OG0002309	XP_048617747.1, XP_013667668.1, XP_013648690.2	XP_006390072.1
OG0002310	XP_022564675.1, XP_048594013.1	XP_006416241.1
OG0002310	XP_013693839.2, XP_048614189.1, XP_013711156.1	XP_006390060.1
OG0002311	XP_013697533.2, XP_048596896.1	XP_006416046.1
OG0002311	XP_048617254.1, XP_013642210.2, XP_013649043.1, XP_048616074.1	XP_006390901.1
OG0002312	XP_013662856.1, XP_013677186.1	XP_006416025.1
OG0002312	XP_013642205.1, XP_048592062.1, XP_048591834.1, XP_013746983.1	XP_006390919.1
OG0002313	XP_048593944.1, XP_048606766.1	XP_006415910.1
OG0002313	XP_013652229.2, XP_013695795.2, XP_013689628.2	XP_006391056.1
OG0002314	XP_013657149.1, XP_013657015.1, XP_013653273.2, XP_013721638.1	XP_006415796.1
OG0002314	XP_013674446.1, XP_048617763.1	XP_006391250.1
OG0002315	XP_013688996.1, XP_013668573.2	XP_006412707.1
OG0002315	XP_013664098.2, XP_013711940.1, XP_048608768.1, XP_048631894.1	XP_006404868.2
OG0002316	XP_013641032.2, XP_013711368.1	XP_006417626.1
OG0002317	XP_013716530.2, XP_013698464.1, XP_048637996.1, XP_048626826.1, XP_048613836.1	XP_006417753.1
OG0002318	XP_048629880.1, XP_048616698.1, XP_048636873.1	XP_006392576.2
OG0002319	XP_013719241.1, XP_013697616.1, XP_013732977.2, XP_013732976.1, XP_048593911.1, XP_048608882.1, XP_048593910.1, XP_022547227.2, XP_013680776.1	XP_006418305.1
OG0002320	XP_048604103.1, XP_048608552.1	XP_024009907.1
OG0002320	XP_013666326.1, XP_048615027.1	XP_006418415.2
OG0002321	XP_013648222.2, XP_013693691.1	XP_006407327.1
OG0002321	XP_048598309.1, XP_013667920.1, XP_013728213.2, XP_022554347.1	XP_006399849.1
OG0002322	XP_022553742.2, XP_013741474.1, XP_013715425.2	XP_024012522.1
OG0002323	XP_013674019.1, XP_013722701.1, XP_048611406.1, XP_048611472.1, XP_013650763.1, XP_013715320.1	XP_024014859.1
OG0002324	XP_013695780.1, XP_013652174.1, XP_048604382.1, XP_013729204.2, XP_048617294.1, XP_013649453.2	XP_006390799.1
OG0002325	XP_013687438.1, XP_022544456.2, XP_048600591.1	XP_006407256.1
OG0002325	XP_022560816.1, XP_013708818.2, XP_013656412.2	XP_006392589.1
OG0002326	XP_013749861.2, XP_013737749.1	XP_006407229.1
OG0002326	XP_013649385.2, XP_048607446.1	XP_006392617.1
OG0002327	XP_048628086.1, XP_048630684.1, XP_048616671.1	XP_006392761.1
OG0002327	XP_013717151.1, XP_022564222.2	XP_006407088.1
OG0002328	XP_048600837.1, XP_013645085.2, XP_048635766.1, XP_048612954.1	XP_006406932.1
OG0002329	XP_022555291.1, XP_048632451.1, XP_013732449.1, XP_013639936.1	XP_006406619.1
OG0002329	XP_048637957.1, XP_013675135.2	XP_006393359.1
OG0002330	XP_022575324.1, XP_022561045.1, XP_013736486.1, XP_013654790.1, XP_013686183.2, XP_013641962.1	XP_006406608.1
OG0002331	XP_013653673.2, XP_048614805.1	XP_006406322.1
OG0002331	XP_013726842.1, XP_048636955.1, XP_013749052.2	XP_006393048.1
OG0002333	XP_013651301.3, XP_022547325.2	XP_006412228.1
OG0002333	XP_013736850.1, XP_048607111.1, XP_013656858.1, XP_013742670.1	XP_006409530.1
OG0002334	XP_013654919.2, XP_013706015.2, XP_013691338.1, XP_013703626.1, XP_013750450.2	XP_006412975.1
OG0002335	XP_022556469.1, XP_013701505.1, XP_013724795.1	XP_024006290.1
OG0002336	XP_013643757.1, XP_013697510.1, XP_013749740.1	XP_006406874.1
OG0002336	XP_013640369.2, XP_013701502.2, XP_013724809.1, XP_013655524.1	XP_006392943.2
OG0002337	XP_013721087.2, XP_048620539.1, XP_013737090.1, XP_013730645.1, NP_001303005.1, NP_001302848.1	XP_006403801.1
OG0002338	XP_048620642.1, XP_022547543.2, XP_013677447.2, XP_013648011.2	XP_006403023.1
OG0002338	XP_013687876.1	XP_006411286.1
OG0002339	XP_013687161.1, XP_013693515.1	XP_006411402.1
OG0002339	XP_013663357.2, XP_048597169.1	XP_006402910.1
OG0002340	XP_013669080.1, XP_013651596.2, XP_013645554.1	XP_006409716.2
OG0002341	XP_048608934.1, XP_048624256.1, XP_013659499.1	XP_024014028.1, XP_024009953.1, XP_024010525.1
OG0002341	XP_013726299.2, XP_022552708.1, XP_048612611.1	XP_024010193.1
OG0002342	XP_048606698.1	XP_006419054.1
OG0002343	XP_048623743.1	XP_024013370.1, XP_006404410.1
OG0002344	XP_048628913.1	XP_024011173.1, XP_006401284.1
OG0002345	XP_013697452.2, XP_048626844.1	XP_024007686.1
OG0002345	XP_013666522.1, XP_013653303.2	XP_024008163.1
OG0002348	XP_013676776.1, XP_048601392.1, XP_013707670.1, XP_013738236.1	XP_006412958.1
OG0002349	XP_022554685.1, XP_013656363.2	XP_006412940.1
OG0002349	XP_013660154.1, XP_013742413.1, XP_013652698.1	XP_024016038.1
OG0002350	XP_013744424.1, XP_022565798.1, XP_048618711.1, XP_013652713.2	XP_006408903.1
OG0002351	XP_048612339.1, XP_013743764.2	XP_006404903.1
OG0002351	XP_013738353.1, XP_013707151.2	XP_024004422.1
OG0002352	XP_022556912.1, XP_013660052.2	XP_006404968.1
OG0002352	XP_022572728.1, XP_013707760.2	XP_024005430.1
OG0002353	XP_013718003.2, XP_022550224.1, XP_022572807.2, XP_022561780.1, XP_013643249.2, XP_022572809.1	XP_006412140.1
OG0002354	XP_048631288.1, XP_013683558.2, XP_048629640.1, XP_013692518.2, XP_022574946.1, XP_013662099.2, XP_013744671.1	XP_006410725.1
OG0002355	XP_013688657.2, XP_022569139.1	XP_006392477.1
OG0002355	XP_013750704.2, XP_048636120.1	XP_006408096.1
OG0002356	XP_013744717.2, XP_013661723.2, XP_013672238.2	XP_006392319.2
OG0002357	XP_048597194.1, XP_013673023.1	XP_006402823.1
OG0002357	XP_013657761.1, XP_013750785.2	XP_006417461.1
OG0002358	XP_013696729.1, XP_013641431.2, XP_013677779.2, XP_013727316.2	XP_024007639.1
OG0002358	XP_013730953.2, XP_013707901.1	XP_006416987.1
OG0002359	XP_048614030.1, XP_048638248.1	XP_006417001.1
OG0002359	XP_048596662.1, XP_013716156.2, XP_013724693.1, XP_013691891.1	XP_006395802.1
OG0002360	XP_022573028.2	XP_006395792.1
OG0002361	XP_013699189.2	XP_024014374.1
OG0002361	XP_013697970.2, XP_048628272.1, XP_013670874.2	XP_024006691.1
OG0002362	XP_048618074.1, XP_013647493.1, XP_013691496.1, XP_013725059.1	XP_006395413.1
OG0002362	XP_013746817.2, XP_013690941.1	XP_006405491.1
OG0002363	XP_048600937.1, XP_013720845.1, XP_013675162.2, XP_048595262.1, XP_013695869.1, XP_013691031.2, XP_013710451.1	XP_006395385.1
OG0002363	XP_048633528.1	XP_024014780.1
OG0002364	XP_013688663.2, XP_048611339.1, XP_013663786.1	XP_024009613.1
OG0002364	XP_048616153.1, XP_022544788.2	XP_006391518.1
OG0002365	XP_013699245.2, XP_013641932.1	XP_024010596.1
OG0002365	XP_013706444.2, XP_013686821.1	XP_024006715.1
OG0002366	XP_013742603.2, XP_048613976.1	XP_006417213.1
OG0002366	XP_013647131.1, XP_013661594.2	XP_006391786.1
OG0002367	XP_013740446.1, XP_013675140.2, XP_022554574.1, XP_048629005.1, XP_013725362.1, XP_013714398.2	XP_024012117.1
OG0002367	XP_022568782.1, XP_013655490.2	XP_006413204.1
OG0002368	XP_013687783.1, XP_013727376.2	XP_006411373.1
OG0002368	XP_048620684.1, XP_013663381.2	XP_006402940.1
OG0002369	XP_013687749.3, XP_048634614.1	XP_024003777.1
OG0002369	XP_013690642.2, XP_022574140.2	XP_024003778.1
OG0002370	XP_013750353.2, XP_022559403.1, XP_048611787.1, XP_013724136.2, XP_013684574.2, XP_013736060.1, XP_013723975.1	XP_006407690.1
OG0002371	XP_013750409.1, XP_022575560.1	XP_024015502.1
OG0002371	XP_022554166.1, XP_013724884.1	XP_006398802.1
OG0002372	XP_013750256.2, XP_048635936.1	XP_024015337.1
OG0002372	XP_048598561.1, XP_048623224.1	XP_006398998.1
OG0002373	XP_022550987.1, XP_013646691.1	XP_006407365.1
OG0002374	XP_013684016.1, XP_013746647.1	XP_006402194.1
OG0002375	XP_013719154.1, XP_013741436.1	XP_006413562.1
OG0002375	XP_022571510.2, XP_048604066.1	XP_006401990.1
OG0002376	XP_022562954.1, XP_013741530.1	XP_006413299.1
OG0002376	XP_013683358.1, XP_022554650.2, XP_013686462.2, XP_013642864.1	XP_006401853.1
OG0002377	XP_013738189.1, XP_048619117.1, XP_048598746.1, XP_013671601.1	XP_006413074.1
OG0002378	XP_013741701.1, XP_013742652.1	XP_006413107.1
OG0002378	XP_048607441.1, XP_013661464.1, XP_048608297.1, XP_013642281.2	XP_006401538.1
OG0002379	XP_013725666.1, XP_013741373.2, XP_013692794.1	XP_024004358.1
OG0002379	XP_048598868.1, XP_048624415.1	XP_006401263.1
OG0002380	XP_048630968.1, XP_013678429.1, XP_013678374.1	XP_006394104.1
OG0002380	XP_013715258.2, XP_013722862.1	XP_006399478.1
OG0002381	XP_048625132.1, XP_048607833.1, XP_013715535.2, XP_048623105.1	XP_006399366.1
OG0002381	XP_013643405.1, XP_013643008.1	XP_006394252.1
OG0002382	XP_013743248.2, XP_013715636.2	XP_006399265.1
OG0002382	XP_048632660.1, XP_022561652.2	XP_024006999.1
OG0002383	XP_048603841.1, XP_013677066.1	XP_024010988.1
OG0002383	XP_013737235.2, XP_013706618.2, NP_001303057.1, XP_013721197.1	XP_006414096.1
OG0002384	XP_048619729.1, XP_048637399.1, XP_013713917.1	XP_006398069.1
OG0002384	XP_022573825.1, XP_013685680.1, XP_048607362.1	XP_006413874.1
OG0002385	XP_048601543.1, XP_048596185.1, XP_013685701.2, XP_013656143.1	XP_006413825.1
OG0002386	XP_048624277.1, XP_013701201.2, XP_013740830.2, XP_022573315.2	XP_006396747.1
OG0002387	XP_013665290.2, XP_048634020.1, XP_013703983.1, XP_013746532.1, XP_048626406.1	XP_006411914.1
OG0002387	XP_013743656.1, XP_013687405.1	XP_006404817.2
OG0002388	XP_013728958.1, XP_048631213.1, XP_013711424.2, XP_013723006.2, XP_013670329.2, XP_013710020.1	XP_006411887.2
OG0002389	XP_013731902.1, XP_013729566.1, XP_013737098.2, XP_013735310.1	XP_006411610.1
OG0002389	XP_013700838.2	XP_006410701.2
OG0002390	XP_048629155.1, XP_013711931.1, XP_022556133.1	XP_006403595.1, XP_006410691.1
OG0002390	XP_048615054.1, XP_022546633.2	XP_006415179.1
OG0002391	XP_013671825.2, XP_048596809.1	XP_024010154.1
OG0002391	XP_048596366.1, XP_013740957.1	XP_006397079.1
OG0002391	XP_022550737.1, XP_013719727.2	XP_006397077.1
OG0002392	XP_013656146.2, XP_013685698.2	XP_006413823.1
OG0002392	XP_048624207.1, XP_048596704.1	XP_006396601.1
OG0002393	XP_013731692.1, XP_048619541.1, XP_013657053.2, XP_048607050.1	XP_006418678.1
OG0002394	XP_022545532.1, XP_022566233.1	XP_006414928.1
OG0002394	XP_022555374.1, XP_048632551.1, XP_048618575.1	XP_006418746.1
OG0002395	XP_013728742.2, XP_022550828.1, XP_048632547.1, XP_013710503.1, XP_013705773.1, XP_013752037.1	XP_006418765.2
OG0002396	XP_022544383.2, XP_013717779.1	XP_006406047.1
OG0002396	XP_013656789.2, XP_013736667.1, XP_013742819.2, XP_013686735.1	XP_024004714.1
OG0002397	XP_048633436.1, XP_013690679.2	XP_024014646.1
OG0002397	XP_013697894.1, XP_048628267.1, XP_013724824.2	XP_006395444.1
OG0002398	XP_013732559.1, XP_048631575.1, XP_013731144.3	XP_006398009.1
OG0002398	XP_013648529.1, XP_013703337.1, XP_013746295.1, XP_013660320.1	XP_006402312.1
OG0002399	XP_013716587.1	XP_006402341.1
OG0002399	XP_013691815.1, XP_013747520.2	XP_006397967.1
OG0002400	XP_013712056.1, XP_022574859.1	XP_006397833.2
OG0002400	XP_013707852.1, XP_013663907.1	XP_024013022.1
OG0002401	XP_048634783.1, XP_013688265.2	XP_024010708.1
OG0002401	XP_013708143.1, XP_013648432.2, XP_013712536.2	XP_006402503.1
OG0002402	XP_013748138.1, XP_048609357.1	XP_006397735.1
OG0002402	XP_048634258.1, XP_048611337.1, XP_048597300.1, XP_013708755.2	XP_024012912.1
OG0002403	XP_013652374.2, XP_048615918.1	XP_006390525.1
OG0002403	XP_048621122.1, XP_013664595.2, XP_013657290.1, XP_013683008.2	XP_006416645.1
OG0002404	XP_013691472.2, XP_048611219.1	XP_006397516.1
OG0002404	XP_013659174.2, XP_013724649.2, XP_013732892.2, XP_013647153.1	XP_006394664.1
OG0002405	XP_048612052.1	XP_006411457.2
OG0002406	XP_013667302.2, XP_013707565.1, XP_013721929.2	XP_006400613.1
OG0002408	XP_013680412.2, XP_048605957.1	XP_006400837.1
OG0002409	XP_013669821.1, XP_013647069.2	XP_006394100.2
OG0002410	XP_013699016.1, XP_013745488.1	XP_024013637.1
OG0002410	XP_013711873.1, XP_022570878.1, XP_013740951.1, XP_013643292.2	XP_006393965.1
OG0002411	XP_048591778.1, XP_013699149.1, XP_013702348.1, XP_013649589.2, XP_013695565.2, XP_013676629.1	XP_006390615.1
OG0002412	XP_013666283.1, XP_048614459.1	XP_024009079.1
OG0002412	XP_013684316.2, XP_048632105.1, XP_048625452.1, XP_048595113.1	XP_006396266.1
OG0002413	XP_022554744.1, XP_013732156.2, XP_048612216.1, XP_013731258.2, XP_048626147.1	XP_006396237.1
OG0002413	XP_013730438.2, XP_013722231.2, XP_013691026.2, XP_013666311.2	XP_006418437.1
OG0002414	XP_048613653.1, XP_013719322.2	XP_006418240.1
OG0002414	XP_013688540.1, XP_013685797.2	XP_006396527.1
OG0002415	XP_013695502.1, XP_013665614.2, XP_013660295.2	XP_006418157.1
OG0002415	XP_048615464.1, XP_048637435.1	XP_006403167.1
OG0002416	XP_048623501.1, XP_048595953.1	XP_006403234.1
OG0002416	XP_022547241.2, XP_013720438.1	XP_006418139.1, XP_006409101.1
OG0002417	XP_013690617.1, XP_013748647.2	XP_024003830.1
OG0002417	XP_022548886.2, XP_013696756.1	XP_006418080.2
OG0002418	XP_048636740.1, XP_048609254.1	XP_006410331.1
OG0002418	XP_022548868.2, XP_048613755.1	XP_006418013.1
OG0002419	XP_013722486.1, XP_013643579.2, XP_013748796.2, XP_013712636.1	XP_024003947.1
OG0002420	XP_013675914.1, XP_048594814.1	XP_006409812.1
OG0002420	XP_013747065.1, XP_013690814.1	XP_006409813.2
OG0002421	XP_013653679.2, XP_013697406.1, XP_013735024.2	XP_006409753.1
OG0002421	XP_013712042.1, XP_013641102.2	XP_006417711.1
OG0002422	XP_048620244.1, XP_013666735.1, XP_013686503.1	XP_006401534.1
OG0002422	XP_013738136.2, XP_013706880.2	XP_006413110.1
OG0002423	XP_048614291.1, XP_048636996.1, XP_048632153.1	XP_006408441.1
OG0002423	XP_013663587.2, XP_013662345.2, XP_022549232.2, XP_013720940.1	XP_006400080.1
OG0002424	XP_013686312.1, XP_048602346.1	XP_006400112.1
OG0002424	XP_048614272.1, XP_013678400.1	XP_006408420.1
OG0002425	XP_048632164.1, XP_022570654.1	XP_006408416.1
OG0002425	XP_048604598.1, XP_013686314.2	XP_006400119.1
OG0002426	XP_048601993.1, XP_013682576.1	XP_006408413.1
OG0002426	XP_013720922.1, XP_013667615.2	XP_006400133.1
OG0002427	XP_048631971.1, XP_013732179.1, XP_048614219.1, XP_013732345.1	XP_006408340.1
OG0002427	XP_013683074.1, XP_013665961.2	XP_006400243.1
OG0002428	XP_013740264.3, XP_013729374.2, XP_013742296.1	XP_024015519.1
OG0002428	XP_013687417.1, XP_013683139.1	XP_006400364.1
OG0002429	XP_013657544.1, XP_022546194.2	XP_006417840.1
OG0002430	XP_013724144.2, XP_048616054.1	XP_006407756.1
OG0002430	XP_013697400.1, XP_013750478.2	XP_006407757.1
OG0002431	XP_013742332.1, XP_013662767.1	XP_006403472.1
OG0002431	XP_013691694.1, XP_013748300.2, XP_013717049.2, XP_013734590.2	XP_006411177.1
OG0002432	XP_013744852.1, XP_013675000.1, XP_013716928.1, XP_013734596.2	XP_024004193.1
OG0002433	XP_048630828.1, XP_048611791.1, XP_048603421.1	XP_024008159.1
OG0002433	XP_013662230.2, XP_013686251.3, XP_013641694.1	XP_006416869.1
OG0002434	XP_013698691.1, XP_013648635.1, XP_013676916.1, XP_013650104.1	XP_006389931.1
OG0002434	XP_013641627.1, XP_013660469.1	XP_006416789.1, XP_024016730.1
OG0002435	XP_013649652.1, XP_013701316.1	XP_006390535.1
OG0002435	XP_013723280.2, XP_013641814.1	XP_006416627.1
OG0002436	XP_022543081.2, XP_013693291.1	XP_006416268.2
OG0002436	XP_048617485.1, XP_013685242.2, XP_048603146.1	XP_006390082.1
OG0002437	XP_013651619.2	XP_006416223.1
OG0002437	XP_013649999.1, XP_013695972.2, XP_013699216.1, XP_013665602.1	XP_006390029.1
OG0002438	XP_022559619.2, XP_013752347.1, XP_048618684.1	XP_006416213.1
OG0002438	XP_022560990.1, XP_048627433.1, XP_048617518.1, XP_013652515.2	XP_006390011.1
OG0002439	XP_048616042.1, XP_013649012.2, XP_013649529.1, XP_013670220.1	XP_024008892.1
OG0002439	XP_013722082.1, XP_013730483.1	XP_006416190.1
OG0002440	XP_048591869.1, XP_048616102.1, XP_048591868.1, XP_048616100.1, XP_048616101.1, NP_001303054.1, XP_013678641.1, XP_013648532.1, XP_013656338.1, XP_022543131.2	XP_024016495.1
OG0002441	XP_048592708.1, XP_013727255.2	XP_006416130.1
OG0002441	XP_013698810.2, XP_048617293.1	XP_006390814.1
OG0002442	XP_013712843.2, XP_013714708.2	XP_024009568.1
OG0002442	XP_048592697.1, XP_013653315.2, XP_013693121.1, XP_048596907.1	XP_006416073.1
OG0002443	XP_022556572.1, XP_048596240.1	XP_006415948.1
OG0002443	XP_013702827.1, XP_013649371.2	XP_006391013.1
OG0002444	XP_013702719.2, XP_013649331.2, XP_022559702.2, XP_013649102.2	XP_006391106.1
OG0002444	XP_013709041.2, XP_022561706.1	XP_006415897.1
OG0002445	XP_013640571.1, XP_022569225.1	XP_024011464.1
OG0002446	XP_013738203.1, XP_013703235.2, XP_013698572.1, XP_013671614.1	XP_006413042.1
OG0002446	XP_013714894.2, XP_013666792.2	XP_006401692.1
OG0002447	XP_013703138.1, XP_013670676.1, XP_013656288.2, XP_013685808.2	XP_024005798.1
OG0002447	XP_013709887.1, XP_013664007.1	XP_006405237.1
OG0002448	XP_048601917.1, XP_022550013.2, XP_013739594.2, XP_013721802.1	XP_024013581.1
OG0002448	XP_048593606.1, XP_022566675.1	XP_024006625.1
OG0002449	XP_013657327.1, XP_013677837.1	XP_006417174.1
OG0002449	XP_013711607.2, XP_048595239.1	XP_006395540.1
OG0002450	XP_013716539.2, XP_013697614.1, XP_013712622.3, XP_013641109.2	XP_006417724.1
OG0002451	XP_013707872.1, XP_048638007.1	XP_006417735.1
OG0002451	XP_048633761.1, XP_013720074.1, XP_048610481.1, XP_022568978.2	XP_006409854.1
OG0002452	XP_048633805.1, XP_013744268.1	XP_006410015.1
OG0002453	XP_013644115.1, XP_013693103.1	XP_006396483.1
OG0002453	XP_013719239.1, XP_013696190.1	XP_006418268.1
OG0002454	XP_048599300.1, XP_048613621.1, XP_048620455.1, XP_013664869.2	XP_006418270.1
OG0002455	XP_048602380.1, XP_048604898.1	XP_006400242.1
OG0002456	XP_013728820.2, XP_013676060.2	XP_006400343.1
OG0002456	XP_048625019.1, XP_022549157.2	XP_024011790.1
OG0002457	XP_048638179.1	XP_024004307.1
OG0002457	XP_022570593.1, XP_048602422.1, XP_022563489.1	XP_024012594.1
OG0002457	XP_022551094.2, XP_048603287.1	XP_006397528.1
OG0002458	XP_013687318.1, XP_013687333.1, XP_013742438.2, XP_048630691.1, XP_013742442.2	XP_006403541.1
OG0002459	XP_048625763.1, XP_048628554.1, XP_022569348.2, XP_022569347.1, XP_048628553.1, XP_048628557.1	XP_024006916.1
OG0002460	XP_013716815.2, XP_013671807.1	XP_006401079.1
OG0002461	XP_022547532.2, XP_013659782.1	XP_024013604.1
OG0002461	XP_048627765.1, XP_013737147.2, XP_013657132.2	XP_024013462.1
OG0002462	XP_048592266.1, XP_048617450.1	XP_006390185.1
OG0002462	XP_013712006.2, XP_022569714.1, XP_013695034.1, XP_048592750.1	XP_006416350.1
OG0002463	XP_013702658.2, XP_048592256.1	XP_006390213.1
OG0002463	XP_048638487.1, XP_013642240.1	XP_006416382.1
OG0002464	XP_048617377.1, XP_013649762.2, XP_048592195.1	XP_006390435.1
OG0002464	XP_013676729.1, XP_013737880.1, XP_013674868.2, XP_013702296.2	XP_006390449.2
OG0002465	XP_013659349.1, XP_013675199.2, XP_013749760.1, XP_013641510.2	XP_006416913.1
OG0002465	XP_013686446.2, XP_013694607.1	XP_006389762.1
OG0002466	XP_048614740.1, XP_022575456.2, XP_013643868.2, XP_013673272.2	XP_006407141.1
OG0002467	XP_048609220.1, XP_022545439.1	XP_006392742.1
OG0002468	XP_048630835.1, XP_048628201.1, XP_048616642.1	XP_006392821.2
OG0002468	NP_001302739.1, XP_048635777.1, XP_022559414.2	XP_024015597.1
OG0002469	XP_048626962.1, XP_013671741.1	XP_006414392.1
OG0002469	XP_048602139.1, XP_013692905.2	XP_006406797.2
