Orthogroup	Brassica_napus	Erysimum_linariifolium
OG0004075	XP_013698454.1, XP_048603803.1, XP_013677073.2	El007G362030
OG0004081	XP_022567032.1, XP_013669666.1	El001G004270, El005G245870
OG0004084	XP_013712788.1, XP_013740560.1, XP_048618745.1, XP_013705189.2, XP_013647534.1	El001G039760, El001G039770
OG0004087	XP_048610820.1, XP_048636848.1, XP_048630410.1, XP_013741227.2, XP_048610825.1	El001G011860
OG0004088	XP_048625729.1, XP_048625728.1, XP_013654646.2, XP_048621512.1, XP_048621513.1	El006G293950
OG0004091	XP_013747001.2, XP_013743835.2	El006G318060
OG0004092	XP_013705100.2, XP_048619215.1, XP_013720418.2, XP_048606435.1, XP_013689141.2, XP_048636907.1	El003G152520
OG0004093	XP_013676954.2, XP_013661127.2	El003G152150
OG0004094	XP_013700923.2, XP_013654867.1	El003G148870
OG0004095	XP_048622243.1, XP_022561404.1, XP_013654864.1, XP_048594819.1, XP_048601135.1, XP_048635422.1	El003G148780
OG0004096	XP_013656187.2, XP_013730787.2, XP_022571928.1, XP_013689974.3	El003G148160
OG0004097	XP_048623399.1	El004G203700, El004G205020
OG0004098	XP_013640289.1, XP_013655340.2, XP_013640939.1, XP_048627715.1, XP_048638064.1, XP_013645941.1, XP_013716120.1, XP_048621358.1	El002G093090
OG0004099	XP_013714087.1, XP_013677307.1, XP_048637304.1, XP_013644875.2	El001G036190
OG0004101	XP_022568486.2, XP_013646333.2, XP_013666934.1, XP_013714630.1	El007G336660, El003G162300
OG0004102	XP_022567629.1, XP_048592936.1	El003G193490
OG0004104	XP_013732620.2, XP_013710723.2, XP_013642869.1, XP_048598714.1, XP_013683347.1, XP_048630044.1	El007G341600
OG0004105	XP_013733897.1, XP_013733569.1, XP_013676243.2, XP_013685978.2, XP_013719419.2, XP_048598769.1	El007G338040
OG0004106	XP_013717216.1, XP_013661465.1, XP_013666738.2, XP_048624580.1, XP_013642283.1, XP_013640700.1, XP_048629483.1	El007G337600
OG0004108	XP_013734049.2, XP_013680503.1, XP_048607082.1, XP_013725381.2, XP_022569903.2, XP_013682737.2	El007G335900
OG0004110	XP_048598411.1, XP_048625363.1, XP_013680303.1, XP_013726824.1, XP_048603526.1	El001G072300
OG0004112	XP_013697836.1, XP_013736916.1	El007G329300
OG0004113	XP_013741306.1, XP_013671018.1, XP_048638358.1, XP_048607236.1, XP_048594689.1	El003G167970
OG0004114	XP_013733539.2, XP_013707170.2, XP_048594690.1, XP_013697652.2, XP_013721581.2, XP_013671019.1	El003G167940
OG0004115	XP_013725967.1, XP_013728072.1, XP_048629116.1, XP_013701411.1, XP_048594696.1, XP_013710783.2, XP_048630038.1, XP_048633011.1	El003G167590
OG0004116	XP_013671119.2, XP_013735190.2, XP_013669229.2, XP_048596193.1	El003G165200
OG0004117	XP_048607376.1, XP_048594730.1	El003G164860
OG0004118	XP_013697352.2, XP_022570861.1, XP_013642981.1, XP_048607380.1, XP_048607367.1, XP_022557871.2	El003G164190
OG0004119	XP_013717450.1, XP_013711340.2	El002G121540
OG0004120	XP_013735010.1, XP_013671124.1, XP_013656148.1, XP_013685695.2, XP_048618937.1, XP_013717276.1, XP_013737538.2	El003G164950
OG0004121	XP_013705728.1, XP_048598663.1, NP_001303122.1, XP_013667453.2, XP_013697404.1, NP_001302995.1	El002G127690
OG0004122	XP_013706433.1, XP_022566427.2, XP_013711179.1, NP_001303010.1, XP_013743431.1, XP_013681894.3, XP_013640400.2	El002G127270
OG0004123	XP_013659677.1, XP_013695947.1, XP_048626638.1, XP_013655103.1, XP_022554001.1, XP_048592598.1, XP_013710522.1	El002G114980
OG0004124	XP_048622048.1, XP_022543934.2, XP_013691490.2, XP_013710633.1	El002G117550
OG0004125	XP_048607302.1, XP_013680058.1, XP_013654284.2, XP_048629036.1, XP_013749421.1, XP_013706808.1, XP_013739402.1, XP_013747934.1	El003G145520
OG0004126	XP_048610548.1, XP_013752264.3	El007G343820
OG0004127	XP_013703202.1, XP_013728990.1	El003G144570
OG0004128	XP_013707242.1, XP_013644886.1	El003G141990
OG0004129	XP_013712146.2, XP_048637989.1	El002G090270
OG0004130	XP_048623029.1, XP_013674288.1, XP_048630506.1	El001G044530
OG0004133	XP_048595928.1, XP_013700123.1, XP_013691027.2, XP_013647561.1	El007G358030
OG0004134	XP_013746880.1, XP_022560931.1	El002G130930
OG0004135	XP_048600071.1, XP_013711971.2	El003G161040
OG0004136	XP_048606936.1, XP_013744450.1, XP_048604534.1, XP_048612723.1, XP_013692880.1	El001G006780
OG0004137	XP_013677268.1, XP_048614964.1, XP_013696455.1, XP_048637339.1, XP_013707664.1, XP_013726225.1, XP_013712804.1	El007G366290
OG0004138	XP_048631741.1, XP_013644416.2, XP_013697437.2, XP_048630271.1, XP_048626894.1, XP_022560605.2, XP_013711334.1	El003G174850
OG0004140	XP_013734896.1, XP_048631832.1, XP_013749263.1, XP_048634820.1, XP_013747532.2, XP_013700657.2	El006G280440
OG0004141	XP_013690880.2, XP_048635414.1, XP_013740661.2, XP_013739118.3, XP_013688169.1, XP_013747677.2	El006G280860
OG0004142	XP_013734765.2, XP_013692843.1, XP_013691868.1	El006G284570
OG0004143	XP_013686615.1, XP_013725499.1, XP_013654777.1, XP_013683845.1, XP_022571743.2, XP_013725498.1, XP_013687993.1	El006G285180
OG0004144	XP_013747434.2, XP_048627407.1, XP_013673112.2, XP_013673111.1, XP_048608595.1, XP_013681464.2	El006G285960
OG0004145	XP_048627408.1, XP_013747431.1, XP_013690622.1, XP_013680845.1, XP_013724334.1, XP_013690602.1, XP_013752053.1	El006G286110
OG0004146	XP_013728923.1, XP_013712078.1, XP_013724451.1, XP_013648345.2, XP_013663497.2, XP_013692126.2	El001G030200
OG0004147	XP_013682260.2, XP_013731365.2	El001G059020
OG0004148	XP_048602495.1, XP_013682235.2, XP_013716030.2, XP_013667207.2, XP_013717669.1	El001G058480
OG0004149	XP_013680609.2, XP_013705515.2, XP_048602531.1	El001G057240
OG0004150	XP_013714881.1, XP_013707897.2, XP_013642459.2, XP_013681156.2	El007G330840
OG0004151	XP_013743784.2, XP_022560578.2, XP_013716771.1, XP_013702166.2, XP_013682394.2, XP_013732454.2	El007G332360
OG0004152	XP_048603246.1, XP_013701033.2, XP_013643185.1, XP_013642931.1	El007G326370
OG0004153	XP_048612204.1, XP_013732165.2, XP_013683675.1	El001G000370
OG0004154	XP_048595127.1, XP_048625487.1, XP_013735327.2, XP_048605946.1	El001G001290
OG0004155	XP_048595138.1, XP_013732718.2, XP_022551980.1, XP_048612324.1, XP_013681942.1, XP_013740779.2	El001G001340
OG0004156	XP_013735373.2, XP_013731966.3, XP_013674967.1, XP_048612435.1, XP_048629434.1, XP_048595066.1, XP_013741007.1	El001G002890
OG0004158	XP_013707177.2, XP_013676943.1	El001G079980, El007G359360
OG0004159	XP_013664824.1, XP_013666390.2, XP_048613678.1, XP_022547234.2, XP_048621958.1	El002G086150
OG0004160	XP_013752378.1, XP_013691149.1, XP_013734099.1, XP_013683396.1, XP_013695673.2, XP_013747183.2	El006G300290
OG0004161	XP_048634345.1, XP_013697108.1, XP_013744280.2, XP_013697020.1, XP_013734109.1, XP_013683401.2	El006G300450
OG0004162	XP_048608368.1, XP_013733948.2	El006G302160
OG0004163	XP_048630433.1, XP_013680777.1, XP_048636797.1, XP_013748808.2, XP_048636821.1, XP_013647180.2, XP_013746923.2	El006G302250
OG0004164	XP_013721109.1, XP_048636806.1, XP_048630575.1	El006G302430
OG0004165	XP_022566088.1, XP_013744249.1	El006G304070
OG0004165	XP_013716491.1, XP_022547318.1, XP_048594255.1, XP_013655294.1	El002G090060
OG0004166	XP_013697671.1, XP_048633726.1	El006G312520, El001G012180
OG0004167	XP_013742897.1, XP_013671592.1, XP_013708379.1, XP_013709852.2, XP_013738183.1, XP_013703633.2	El003G156990
OG0004169	XP_048632193.1, XP_048606034.1, XP_048614226.1, XP_048636204.1, XP_048595758.1, XP_048601961.1	El005G237370
OG0004170	XP_013735756.2, XP_013745044.2, XP_048636186.1, XP_048615150.1, XP_013742283.1, XP_048591903.1	El005G238530
OG0004171	XP_048617825.1, XP_013644055.2	El001G047300
OG0004172	XP_013750679.1, XP_013750751.1, XP_013684436.2, XP_013735795.2, XP_013732416.2, XP_013732415.1	El005G239860
OG0004174	XP_013684530.1, XP_013684643.2, XP_013750584.2, XP_013696523.1	El005G242870
OG0004175	XP_048608577.1, XP_013740581.1, XP_013690454.2, XP_013752103.1, XP_013687740.2, XP_013744917.2	El006G289070
OG0004176	XP_013748364.2	El006G292490
OG0004178	XP_013712529.1, XP_013698777.1, XP_013682922.2	El002G100240
OG0004179	XP_013647137.1, XP_013660189.2, XP_013696703.1, XP_022544127.1	El002G103210
OG0004180	XP_013705376.1, XP_013681376.1, XP_013646746.1, XP_013669886.1	El001G040090
OG0004181	XP_022543050.2, XP_013717545.1	El002G105080
OG0004182	XP_013691327.2, XP_013691629.2, XP_013649526.1, XP_013672400.1	El004G223930
OG0004183	XP_013723571.1, XP_013724007.2, XP_013644211.2, XP_048619333.1, XP_048600110.1, XP_013739294.2	El003G160130
OG0004184	XP_013656496.2, XP_013723579.1, XP_013737966.2, XP_048619069.1, XP_013739391.2, XP_013671224.2	El003G160030
OG0004186	XP_013732027.1, XP_013740746.2, XP_013695289.1, XP_022569848.1	El003G189720, El001G010430
OG0004187	XP_013656996.1, XP_013703974.1, XP_013739719.1, XP_013641392.2, XP_013722627.3, XP_013656505.1	El003G159490
OG0004188	XP_013709984.2, XP_013674756.1	El007G341720, El003G183610
OG0004189	XP_013708913.2, XP_013697919.1	El002G096490
OG0004190	XP_013693687.2, XP_013709815.2, XP_022576406.2, XP_013742607.2	El002G096020
OG0004191	XP_022546177.1, XP_022563896.1, XP_022559582.1, XP_048638018.1	El002G091030
OG0004192	XP_048596565.1, XP_013701761.2, XP_013697103.2, XP_013696397.1	El002G084970, El001G009000
OG0004193	XP_048602356.1, XP_013658748.2, XP_022548753.2, XP_022570906.2	El007G341260, El004G198200
OG0004194	XP_048625076.1, XP_013667589.2, XP_048626385.1, XP_048626396.1, XP_048626667.1, XP_048626669.1, XP_048607942.1	El001G064990, El001G065000, El001G064830
OG0004195	XP_048629283.1, XP_013683081.1, XP_048598193.1, XP_048607972.1	El001G063700, El006G319130
OG0004196	XP_013643937.2, XP_022543424.1, XP_022558175.1, XP_022552950.1, XP_048629342.1	El001G050270
OG0004197	XP_013715212.2, XP_013715375.2, XP_048603049.1, XP_013718837.1, XP_013725621.2, XP_013722505.1	El001G074830
OG0004198	XP_048591097.1, XP_013644011.2, XP_013644012.1	El001G052210, El001G052200
OG0004200	XP_048591052.1	El001G055660
OG0004201	XP_048623060.1, XP_048596167.1	El001G056680
OG0004202	XP_013742176.1, XP_013678233.2, XP_013736969.1, XP_013707023.2	El007G329890
OG0004203	XP_048637844.1, XP_013733679.2, XP_013664563.1, XP_048631141.1, XP_013701506.1	El003G155590
OG0004204	XP_013704130.2, XP_013750061.1	El001G017380
OG0004204	XP_013642899.2	El007G328020
OG0004205	XP_013680590.1, XP_013732320.2, XP_013732331.2, XP_013680589.1, XP_048598931.1, XP_013671822.2	El007G332910
OG0004206	XP_013714027.2, XP_013646854.1	El001G019500
OG0004206	XP_013646856.1, XP_013713882.1	El001G019490
OG0004207	XP_048601696.1	El001G014620
OG0004208	XP_022560839.1	El004G226170, El001G010080
OG0004209	XP_013702837.1, XP_013649491.1, XP_013710766.1, XP_048604391.1, XP_048616055.1, XP_048591807.1	El004G223310
OG0004210	XP_013713880.1, XP_013710117.3, XP_048616052.1, XP_013697165.1, XP_048591799.1, XP_013649496.2, XP_048617313.1	El004G223500
OG0004211	XP_013649004.2, XP_013698439.1	El006G312050, El004G223940
OG0004212	XP_048617491.1, XP_013650027.1, XP_048617493.1, NP_001302849.1, XP_013708150.2, XP_013693861.2, XP_013648683.1, NP_001303048.1	El004G230890
OG0004213	XP_048603620.1, XP_013675600.1, XP_048591750.1, XP_013701605.1, XP_048592188.1, XP_022559635.1	El004G226770
OG0004214	XP_048613433.1, XP_048604554.1, XP_048613435.1, XP_013649607.2, XP_022544907.1	El004G225390, El004G213830, El004G213810
OG0004216	XP_013701180.2, XP_013652071.2, XP_048617600.1, XP_013726986.2, XP_048630827.1, XP_013718163.2, XP_013674945.2	El004G233630
OG0004217	XP_013640079.1, XP_013685652.2, XP_013685655.2, XP_013751749.2, XP_013697421.1, XP_013648231.2, XP_013646706.1, XP_013673183.1	El005G248510
OG0004218	XP_048632420.1, XP_022553907.1, XP_048612979.1, XP_013698815.2	El005G251790
OG0004219	XP_013676029.2, XP_048630554.1, XP_048602277.1, XP_048602204.1, XP_013713863.2, XP_013741024.1, XP_013702998.2, XP_013730302.1, XP_013695201.1	El005G252170
OG0004220	XP_013673063.1, XP_013645192.2, XP_048632429.1, XP_013701724.2, XP_013749747.2, XP_013696663.1	El005G252700
OG0004221	XP_022566144.1, XP_022550321.1	El003G166270
OG0004222	XP_048635614.1, XP_013732530.2, XP_013732655.1	El005G255370
OG0004223	XP_013736460.2, XP_013736458.1, XP_013676582.1, XP_013749328.1, XP_013676583.1	El005G256410
OG0004224	XP_013686796.1, XP_022572177.1, XP_013658608.1, XP_048630849.1, XP_013641541.2, XP_013724576.2, XP_013714424.1, XP_022555901.1	El005G256730
OG0004225	XP_048635389.1, XP_013703709.2, XP_013685896.1, XP_013684927.1, XP_013720588.1, XP_013641284.2, XP_048600469.1	El005G257100
OG0004226	XP_048593468.1, XP_048600426.1, XP_048630304.1, XP_048635259.1, XP_048614790.1, XP_048632507.1, XP_013685045.1	El005G259260
OG0004227	XP_022555720.1, XP_013736595.1, XP_048626498.1, XP_013743105.2, XP_013679695.2, XP_013672482.3, XP_022544560.1	El005G260080
OG0004228	XP_013741133.1, XP_013646672.1, XP_048613424.1, XP_048626499.1, XP_013746741.2, XP_022573417.1, XP_013670245.2	El005G260090
OG0004229	XP_022550034.2	El005G261070
OG0004230	XP_013751544.2, XP_013729903.1, XP_022572302.1, XP_013685081.2, XP_048614711.1, XP_013647909.2, XP_048629074.1	El005G261210
OG0004231	XP_022572315.1, XP_048609214.1, XP_013732914.1, XP_013662977.2, XP_048635193.1, XP_013749207.1, XP_048627961.1, XP_048612902.1	El005G261990
OG0004232	XP_048601668.1, XP_048601667.1, XP_013648140.1	El005G265210
OG0004233	XP_013651477.2, XP_013651476.2, XP_048632538.1, XP_048626419.1, XP_013710536.1, XP_048601647.1, XP_013681807.2	El005G265680
OG0004234	XP_013752528.1, XP_022562959.1, XP_013659287.2, XP_022547418.2, XP_048595587.1, XP_048590974.1, XP_048607625.1	El005G275530
OG0004235	XP_013643275.2, XP_022552921.2, XP_048618217.1, XP_022544303.2	El005G277520
OG0004236	XP_013685583.1, XP_013707108.2	El003G154940
OG0004236	XP_048601371.1, XP_048637680.1	El003G154950
OG0004237	XP_013680243.1, XP_048631172.1, XP_013676584.2	El003G184000, El003G183990
OG0004238	XP_013708381.1, XP_048609519.1, XP_013708737.2, XP_048636874.1, XP_013699060.1, XP_048594454.1, XP_013725283.2	El002G141080
OG0004239	XP_022545410.1, XP_048607467.1, XP_022543830.2	El002G140860
OG0004240	XP_048629877.1, XP_048628094.1, XP_048636909.1, XP_013732907.2, XP_013727918.2, XP_013643641.1, XP_013640465.1, XP_013740271.2, XP_013672984.1	El002G139680
OG0004241	XP_013643343.1	El002G139330
OG0004242	XP_013640597.2, XP_013748855.1, XP_048616446.1, XP_013640598.1, XP_013705513.2, XP_013752497.2, XP_048627154.1	El002G138180
OG0004243	XP_013687843.2, XP_013655473.1, XP_013748845.2, XP_013640590.1, XP_013748995.2, XP_048628185.1, XP_013706479.2	El002G138460
OG0004244	XP_013723624.2, XP_022546413.1	El002G135680
OG0004245	XP_013690122.2, XP_013731551.2, XP_013702972.2, XP_013649382.2	El001G042710
OG0004246	XP_013699260.1, XP_013646493.2, XP_048637444.1, XP_013703412.1	El002G131630
OG0004247	XP_013700854.1, XP_013734278.1, XP_013687128.1, XP_013744639.1, XP_013744544.1, XP_013716921.2, XP_048612247.1	El006G296400
OG0004248	XP_013735893.1, XP_013690212.1	El005G241930
OG0004249	XP_048625691.1, XP_013741379.2, XP_048629367.1, XP_013647596.2, XP_048617899.1	El001G051830
OG0004250	XP_013661811.1, XP_013675150.1	El004G233960
OG0004251	XP_013746400.2, XP_048633875.1, XP_013710203.2, XP_013748974.1, XP_013705435.1, XP_013648400.2	El001G028830
OG0004252	XP_022574150.2	El006G287000
OG0004253	XP_022574223.2, XP_013741985.2	El004G213190, El003G174290
OG0004254	XP_013711885.1, XP_013663899.1	El001G076630, El001G033690
OG0004255	XP_013741886.2, XP_013686144.1, XP_013749452.1, XP_048597328.1	El001G034580
OG0004256	XP_048624096.1, XP_048607738.1	El001G079220
OG0004256	XP_022556016.1	El001G079210
OG0004259	XP_022570941.2, XP_048637927.1, XP_048638176.1, XP_048595960.1	El007G337990
OG0004260	XP_048605969.1, XP_048632114.1	El001G000580
OG0004262	XP_048632531.1, XP_022550045.1	El004G195870
OG0004263	XP_048608771.1, XP_013685213.2	El006G318820
OG0004263	XP_013660072.2, XP_048620991.1	El006G318790
OG0004264	XP_013730193.2, XP_048637091.1, XP_013730203.2	El006G297090
OG0004265	XP_048596432.1, XP_013739936.2, XP_013705888.2, XP_048615145.1, XP_048635511.1	El002G113520
OG0004275	XP_048593669.1, XP_013710171.1, XP_013694453.1, XP_013670950.1, XP_048619158.1, XP_013681446.1	El003G154790
OG0004276	XP_013651606.2, XP_013693193.1	El005G277420
OG0004277	XP_013692783.2, XP_048637044.1, XP_048606443.1, XP_022545751.2, XP_013738265.1, XP_013706600.1	El003G152910
OG0004278	XP_013720413.2, XP_013685864.2, XP_048601244.1, XP_013670806.2	El003G151820
OG0004279	XP_013681577.1, XP_013720351.2, XP_048621603.1, XP_048619231.1, XP_022545357.2, XP_013669765.1	El003G151580
OG0004280	XP_013664233.2, XP_013706883.1, XP_013719622.1	El003G149460
OG0004281	XP_013666341.1, XP_013735215.2, XP_013741668.1, XP_022562849.2, XP_048594817.1, XP_048606356.1	El003G148570
OG0004282	XP_048601107.1, XP_013649232.2, XP_048606337.1, XP_013666762.1, XP_048594796.1, XP_022572794.1, XP_013724998.2	El003G147830, El004G233250
OG0004283	XP_022553686.2, XP_022554046.1, XP_048632910.1, XP_022561359.1, XP_013670590.1, XP_013746828.2	El003G147200
OG0004284	XP_048616635.1, XP_013742797.2, XP_048628486.1, XP_013743286.2, XP_013697600.2, XP_013644552.2, XP_048595031.1	El002G118360
OG0004285	XP_013677342.1, XP_048594516.1, XP_013738901.2, XP_048595002.1, XP_013662280.2, XP_048635485.1, XP_048612866.1	El002G119560
OG0004286	XP_013730265.2, XP_013670137.1	El004G208730, El004G208700
OG0004287	XP_013647540.2, XP_048637302.1, XP_013684346.2, XP_048604243.1, XP_013728338.1, XP_013714036.1	El001G036220
OG0004288	XP_013740627.1, XP_013718050.2, XP_048600054.1, XP_013705335.1, XP_013660326.2, XP_013713015.1, XP_048596664.1	El001G037790
OG0004289	XP_013697407.1, XP_013727535.1, XP_048627813.1, XP_048602863.1, XP_048618417.1, XP_013644804.2, XP_013713966.2, XP_048596693.1	El001G039360
OG0004290	XP_013725084.2, XP_013712149.2	El001G041970
OG0004291	XP_013709925.1	El007G366440
OG0004292	XP_013698031.1, XP_013690739.1	El001G043650
OG0004293	XP_013686331.1, XP_013683663.1, XP_048612161.1, XP_013703608.1, XP_013722377.1	El004G211550
OG0004294	XP_048611192.1, XP_013747763.2, XP_048609296.1	El006G286540
OG0004295	XP_013734488.1, XP_013647866.1, XP_048610393.1, XP_013752090.2, XP_013687790.2, XP_013727396.1	El006G288200
OG0004296	XP_013706217.2, XP_048615267.1, XP_048610722.1, XP_048600725.1, XP_048606126.1, XP_013736017.2	El005G245330
OG0004297	XP_013648175.1, XP_013736143.1, XP_013729581.1, XP_013677101.1, XP_022575530.1, XP_013750145.1	El005G246710
OG0004298	XP_048600655.1, XP_013711945.2, XP_048615209.1, XP_048608950.1, XP_013648193.2, XP_048607495.1	El005G247610
OG0004299	XP_013702665.2, XP_013656335.1, XP_013683295.2, XP_013682844.1, XP_048598037.1, XP_013661445.1	El007G343320
OG0004300	XP_013712134.2, XP_048610430.1, XP_048623913.1, XP_022574998.2	El007G342820
OG0004301	XP_013683320.1, XP_013640539.1	El007G342750
OG0004302	XP_013676304.1, XP_048610302.1, XP_013683331.1, XP_013640551.1, XP_013699268.1, XP_013653769.2	El007G342260
OG0004303	XP_013742134.2, XP_013724490.1	El003G157920
OG0004304	XP_048606665.1, XP_013684019.2, XP_013731898.2, XP_048628629.1, XP_013682453.2, XP_013667105.2, XP_048624797.1	El007G333570
OG0004305	XP_013643786.2, XP_013643990.1, XP_048625689.1, XP_048595348.1, XP_048602117.1, XP_013678163.1	El001G051550
OG0004306	XP_013667930.1, XP_022549285.1, XP_013728235.2, XP_022554339.1, XP_013679675.1, XP_013640512.1	El001G068260
OG0004307	XP_013727180.2, XP_048625224.1, XP_048625612.1, XP_013653782.1	El001G069650
OG0004308	XP_013678868.1, XP_022551453.2, XP_048602750.1, XP_013668119.2, XP_013711494.1	El001G071140
OG0004309	XP_013715555.2, XP_048623115.1, XP_013692121.1, XP_048603319.1	El001G073320
OG0004310	XP_048607820.1, XP_013680366.2, XP_022554006.1, XP_013730180.1, XP_013715232.2	El001G073640
