Orthogroup	Brassica_napus	Cardamine_amara
OG0002421	XP_013712042.1, XP_013641102.2	evm.model.RL_5.684
OG0002422	XP_048620244.1, XP_013666735.1, XP_013686503.1	evm.model.RL_8.1570
OG0002422	XP_013738136.2, XP_013706880.2	evm.model.RL_2.2222.1.687c86e5
OG0002423	XP_048614291.1, XP_048636996.1, XP_048632153.1	evm.model.RL_1.128
OG0002423	XP_013663587.2, XP_013662345.2, XP_022549232.2, XP_013720940.1	evm.model.RL_4.2079
OG0002424	XP_013686312.1, XP_048602346.1	evm.model.RL_4.2052
OG0002424	XP_048614272.1, XP_013678400.1	evm.model.RL_1.151
OG0002425	XP_048632164.1, XP_022570654.1	evm.model.RL_1.161
OG0002425	XP_048604598.1, XP_013686314.2	evm.model.RL_7.2331, evm.model.RL_4.2045
OG0002426	XP_048601993.1, XP_013682576.1	evm.model.RL_1.167
OG0002426	XP_013720922.1, XP_013667615.2	evm.model.RL_4.2036
OG0002427	XP_048614219.1, XP_013732345.1	evm.model.RL_1.234
OG0002427	XP_013683074.1, XP_013665961.2	evm.model.RL_4.1937
OG0002428	XP_013740264.3, XP_013729374.2, XP_013742296.1	evm.model.RL_1.310
OG0002429	XP_013657544.1, XP_022546194.2	evm.model.RL_5.563
OG0002430	XP_013724144.2, XP_048616054.1	evm.model.RL_1.772
OG0002430	XP_013697400.1, XP_013750478.2	evm.model.RL_1.771
OG0002431	XP_013742332.1, XP_013662767.1	evm.model.RL_7.831
OG0002431	XP_013691694.1, XP_013748300.2, XP_013717049.2, XP_013734590.2	evm.model.RL_6.2061
OG0002432	XP_013674999.1, XP_013747382.1	evm.model.RL_6.2052
OG0002432	XP_013744852.1, XP_013675000.1, XP_013716928.1, XP_013734596.2	evm.model.RL_6.2053
OG0002433	XP_013662230.2, XP_013686251.3, XP_013641694.1	evm.model.RL_5.1441
OG0002434	XP_013641627.1, XP_013660469.1	evm.model.RL_5.1511
OG0002435	XP_013649652.1, XP_013701316.1	evm.model.RL_3.1768
OG0002435	XP_013723280.2, XP_013641814.1	evm.model.RL_5.1648
OG0002436	XP_022543081.2, XP_013693291.1	evm.model.RL_5.3578
OG0002436	XP_048617485.1, XP_013685242.2, XP_048603146.1	evm.model.RL_3.2154
OG0002437	XP_013651619.2	evm.model.RL_5.3546
OG0002437	XP_013649999.1, XP_013695972.2, XP_013699216.1, XP_013665602.1	evm.model.RL_3.2201
OG0002438	XP_022559619.2, XP_013752347.1, XP_048618684.1	evm.model.RL_5.3535
OG0002438	XP_022560990.1, XP_048627433.1, XP_048617518.1, XP_013652515.2	evm.model.RL_3.2217
OG0002439	XP_048616042.1, XP_013649012.2, XP_013649529.1, XP_013670220.1	evm.model.RL_3.1609
OG0002439	XP_013722082.1, XP_013730483.1	evm.model.RL_5.3512
OG0002440	XP_048591869.1, XP_048616102.1, XP_048591868.1, XP_048616100.1, XP_048616101.1, NP_001303054.1, XP_013678641.1, XP_013648532.1, XP_013656338.1, XP_022543131.2	evm.model.RL_7.1834, evm.model.RL_7.2296, evm.model.RL_7.5
OG0002441	XP_013696976.2, XP_013726010.1, XP_048592708.1, XP_013727255.2	evm.model.RL_5.3460
OG0002442	XP_013712843.2, XP_013714708.2	evm.model.RL_3.1435
OG0002442	XP_048592697.1, XP_013653315.2, XP_013693121.1, XP_048596907.1	evm.model.RL_5.3412
OG0002443	XP_022556572.1, XP_048596240.1	evm.model.RL_5.3305
OG0002443	XP_013702827.1, XP_013649371.2	evm.model.RL_3.1332
OG0002444	XP_013702719.2, XP_013649331.2, XP_022559702.2, XP_013649102.2	evm.model.RL_3.1256.1.687c84bb
OG0002444	XP_013709041.2, XP_022561706.1	evm.model.RL_5.3254.1.687c88c1
OG0002445	XP_013640571.1, XP_022569225.1	evm.model.RL_8.1302.1.687c855b
OG0002445	XP_013642041.2, XP_048598019.1, XP_013656518.2, XP_013714606.2	evm.model.RL_2.2062
OG0002446	XP_013738203.1, XP_013703235.2, XP_013698572.1, XP_013671614.1	evm.model.RL_2.2286
OG0002446	XP_013714894.2, XP_013666792.2	evm.model.RL_8.1449
OG0002447	XP_013703138.1, XP_013670676.1, XP_013656288.2, XP_013685808.2	evm.model.RL_2.2775
OG0002447	XP_013709887.1, XP_013664007.1	evm.model.RL_6.483
OG0002448	XP_048601917.1, XP_022550013.2, XP_013739594.2, XP_013721802.1	evm.model.RL_7.1327
OG0002449	XP_013657327.1, XP_013677837.1	evm.model.RL_5.1150
OG0002450	XP_013716539.2, XP_013697614.1, XP_013712622.3, XP_013641109.2	evm.model.RL_5.662, evm.model.RL_5.664
OG0002451	XP_013707872.1, XP_048638007.1	evm.model.RL_5.651
OG0002451	XP_048633761.1, XP_013720074.1, XP_048610481.1, XP_022568978.2	evm.model.RL_6.932
OG0002452	XP_013657546.2, XP_022563846.2	evm.model.RL_5.587
OG0002453	XP_013644115.1, XP_013693103.1	evm.model.RL_8.292
OG0002453	XP_013719239.1, XP_013696190.1	evm.model.RL_5.166
OG0002454	XP_048599300.1, XP_048613621.1, XP_048620455.1, XP_013664869.2	evm.model.RL_5.165.1.687c88aa
OG0002454	XP_013735390.2, XP_013684156.2	evm.model.RL_8.288
OG0002455	XP_048602380.1, XP_048604898.1	evm.model.RL_4.1938, evm.model.RL_4.1940, evm.model.RL_4.1939
OG0002456	XP_013728820.2, XP_013676060.2	evm.model.RL_4.1842
OG0002456	XP_048625019.1, XP_022549157.2	evm.model.RL_4.1840
OG0002458	XP_013687318.1, XP_013687333.1, XP_013742438.2, XP_048630691.1, XP_013742442.2	evm.model.RL_7.902_evm.model.RL_7.903
OG0002459	XP_048625763.1, XP_048628554.1, XP_022569348.2, XP_022569347.1, XP_048628553.1, XP_048628557.1	evm.model.RL_8.2361, evm.model.RL_8.2360
OG0002460	XP_013725587.2, XP_013722482.1, XP_013715581.2, XP_013743228.2	evm.model.RL_4.2838
OG0002461	XP_022547532.2, XP_013659782.1	evm.model.RL_7.1248, evm.model.RL_7.1250
OG0002462	XP_048592266.1, XP_048617450.1	evm.model.RL_3.2061
OG0002462	XP_013712006.2, XP_022569714.1, XP_013695034.1, XP_048592750.1	evm.model.RL_5.3654
OG0002463	XP_013702658.2, XP_048592256.1	evm.model.RL_3.2042
OG0002463	XP_048638487.1, XP_013642240.1	evm.model.RL_5.3679.1.687c88c4
OG0002464	XP_048617377.1, XP_013649762.2, XP_048592195.1	evm.model.RL_3.1850
OG0002465	XP_013659349.1, XP_013675199.2, XP_013749760.1, XP_013641510.2	evm.model.RL_5.1391
OG0002465	XP_013686446.2, XP_013694607.1	evm.model.RL_3.2459
OG0002466	XP_048614740.1, XP_022575456.2, XP_013643868.2, XP_013673272.2	evm.model.RL_1.1319.2.687c87ec.1.687c9a67
OG0002466	XP_013643660.1, XP_013640476.1	evm.model.RL_5.3878
OG0002467	XP_048609220.1, XP_022545439.1	evm.model.RL_1.1356
OG0002467	XP_048629675.1, XP_013712745.1, XP_048628074.1	evm.model.RL_5.3849, evm.model.RL_1.2346
OG0002468	XP_048630835.1, XP_048628201.1, XP_048616642.1	evm.model.RL_8.78, evm.model.RL_5.3778
OG0002468	NP_001302739.1, XP_048635777.1, XP_022559414.2	evm.model.RL_1.1440
OG0002469	XP_048626962.1, XP_013671741.1	evm.model.RL_2.1152
OG0002469	XP_048602139.1, XP_013692905.2	evm.model.RL_1.1612
OG0002470	XP_013736517.1	evm.model.RL_1.1666
OG0002470	XP_022543402.1, XP_048600547.1, XP_048635663.1, XP_022560623.2	evm.model.RL_5.2187
OG0002472	XP_048631186.1, XP_013732364.2, XP_013749478.2	evm.model.RL_1.1694
OG0002472	XP_013655602.2, XP_048621642.1	evm.model.RL_5.2169
OG0002473	XP_013736506.1	evm.model.RL_1.1710
OG0002473	XP_013719971.1, XP_013654653.1	evm.model.RL_5.2151
OG0002474	XP_013751629.1, XP_013728075.1	evm.model.RL_2.1015
OG0002474	XP_048635209.1, XP_048627835.1, XP_048614675.1	evm.model.RL_1.2160
OG0002475	XP_013655676.2, XP_013711949.1, XP_013734379.1	evm.model.RL_2.969
OG0002475	XP_013749220.1, XP_013751230.2, XP_013751195.1	evm.model.RL_1.2204
OG0002476	XP_013678897.1, XP_048608331.1	evm.model.RL_1.2872
OG0002478	XP_048594408.1, XP_048606543.1, XP_013640591.1, XP_013748848.2, XP_013748998.2, XP_048628184.1, XP_013732848.2	evm.model.RL_5.3784
OG0002479	XP_048608439.1, XP_013734274.1	evm.model.RL_6.1561
OG0002480	XP_013659874.2, XP_013659858.2	evm.model.RL_6.2206
OG0002482	XP_013677265.1, XP_048628777.1, XP_013696474.1, XP_013675534.1, XP_013720272.2, XP_048628776.1, XP_013695633.2, XP_013705368.1	evm.model.RL_4.81, evm.model.RL_4.84
OG0002483	XP_048629848.1, XP_013701454.1, XP_048636878.1, XP_013714217.2, XP_048594354.1, XP_048637682.1, XP_048616916.1	evm.model.RL_1.2727, evm.model.RL_5.3942
OG0002488	XP_048637770.1, XP_048615553.1, XP_048631393.1, XP_048626191.1	evm.model.RL_1.509
OG0002489	XP_048624886.1, XP_048598709.1	evm.model.RL_8.1310
OG0002490	XP_013715625.2	evm.model.RL_3.1727, evm.model.RL_6.768
OG0002494	XP_022572437.1, XP_013652646.2	evm.model.RL_1.3280
OG0002494	XP_022572689.1, XP_013703962.1, XP_048599074.1, XP_013671676.1	evm.model.RL_2.2331
OG0002495	XP_048637706.1, XP_013670971.2, XP_022550285.1, XP_048601376.1	evm.model.RL_2.2400, evm.model.RL_2.2402
OG0002496	XP_013711198.2, XP_013660939.2, XP_013743543.2, XP_013716922.1	evm.model.RL_6.78
OG0002497	XP_022551814.2, XP_013669823.2, XP_013716758.2, XP_013706199.2, XP_048606412.1, XP_013720380.2	evm.model.RL_2.2661
OG0002498	XP_013650211.2, XP_013670753.2, XP_022572733.1, XP_022562679.2	evm.model.RL_2.2670
OG0002498	XP_013664053.2, XP_013660740.1	evm.model.RL_6.360
OG0002499	XP_013680107.1, XP_013723500.1, XP_013682229.2, XP_048608105.1	evm.model.RL_4.1493
OG0002499	XP_022566312.1	evm.model.RL_7.1924
OG0002500	XP_013675915.2, XP_013656210.2, XP_013690056.1, XP_022561836.1, XP_022560501.1, XP_013652586.2	evm.model.RL_1.2744
OG0002501	XP_013752557.2, XP_048635040.1	evm.model.RL_5.2767
OG0002502	XP_022567691.1, XP_048636583.1, XP_048629157.1, XP_013744657.1, XP_048634439.1	evm.model.RL_6.1610
OG0002503	XP_013707924.1, XP_013641043.1, XP_013657665.1, XP_022563795.1	evm.model.RL_5.749
OG0002504	XP_013657724.1, XP_013750835.1, XP_048613892.1, XP_013640961.1	evm.model.RL_5.846
OG0002505	XP_013750794.1, XP_013657758.1	evm.model.RL_5.896
OG0002505	XP_013731294.1, XP_013653178.1	evm.model.RL_3.525
OG0002506	XP_013677362.1, XP_013725317.1	evm.model.RL_3.478
OG0002507	XP_022552732.1, XP_013692079.1	evm.model.RL_7.2584
OG0002507	XP_013655252.1, XP_048638240.1, XP_013693599.2	evm.model.RL_5.1288
OG0002508	XP_013664677.1, XP_013711802.1, XP_013677804.2, XP_013657366.1	evm.model.RL_5.1244
OG0002510	XP_013696682.1, XP_013641247.1, XP_013696441.2, XP_013708910.2	evm.model.RL_5.1148
OG0002511	XP_022545856.2, XP_022558573.1, XP_022546682.1, XP_022555689.2	evm.model.RL_7.2139, evm.model.RL_7.2140
OG0002512	XP_022573584.1, XP_013742079.3	evm.model.RL_7.359
OG0002512	XP_013640413.2, XP_013687515.1	evm.model.RL_5.3945
OG0002513	XP_013730898.2, XP_013674977.1, XP_013681648.1, XP_048632330.1	evm.model.RL_1.983
OG0002513	XP_013681792.1, XP_013740058.1	evm.model.RL_4.3042
OG0002514	XP_013737866.2, XP_013715699.2	evm.model.RL_4.2988
OG0002515	XP_013648188.1, XP_013644769.2, XP_022575498.2, XP_048615212.1, XP_013747574.1, XP_048607906.1	evm.model.RL_1.1069
OG0002516	XP_013656526.1, XP_013714759.1, XP_013642049.1, XP_013739947.1, XP_013642050.1, XP_013739958.1	evm.model.RL_2.2082_evm.model.RL_2.2084.1.687c99f9
OG0002517	XP_013699280.1, XP_013671619.2	evm.model.RL_2.2290
OG0002517	XP_013740380.1, XP_048598748.1, XP_013713087.1	evm.model.RL_8.1446
OG0002518	XP_013741939.2, XP_013724465.2, XP_013705450.2, XP_013738116.2	evm.model.RL_2.2183
OG0002519	XP_048598462.1, XP_048599531.1, XP_048619793.1, XP_048619102.1, XP_013725716.1, XP_048593706.1	evm.model.RL_2.2181
OG0002519	XP_048629289.1, XP_013640669.2	evm.model.RL_8.1640
OG0002520	XP_048608275.1, XP_048629184.1, XP_013666884.2, XP_022570860.1	evm.model.RL_8.1678
OG0002520	XP_013724478.1, XP_013741979.2	evm.model.RL_2.2175
OG0002521	XP_022567573.2, XP_013720785.1	evm.model.RL_4.2383, evm.model.RL_4.2382
OG0002522	XP_013737488.1, XP_013715399.2	evm.model.RL_4.2627
OG0002522	XP_013643152.2, XP_048637911.1, XP_013667296.2, XP_013652775.2, XP_048625793.1	evm.model.RL_8.2523
OG0002523	XP_013750660.2, XP_048621929.1, XP_013671699.2	evm.model.RL_2.1293
OG0002523	XP_048627212.1, XP_013696723.2, XP_048604212.1	evm.model.RL_4.52
OG0002524	XP_013747243.1	evm.model.RL_8.568
OG0002524	XP_013669839.1, XP_022549940.2, XP_013741424.1, XP_048618660.1	evm.model.RL_2.1787
OG0002525	XP_013713890.1, XP_048616948.1, XP_013698951.2, XP_013749259.1, XP_013714967.2, XP_013712334.1	evm.model.RL_5.2473
OG0002526	XP_013691412.1, XP_022569902.1	evm.model.RL_5.2877
OG0002526	XP_013670636.1, XP_048600130.1	evm.model.RL_2.2036
OG0002527	XP_013744645.1, XP_048634433.1	evm.model.RL_6.1582
OG0002527	XP_013644575.1, XP_022566715.1	evm.model.RL_5.2840
OG0002528	XP_048595586.1, XP_048590975.1, XP_048609219.1	evm.model.RL_1.2974
OG0002528	XP_048634391.1, XP_048601036.1	evm.model.RL_2.3138
OG0002529	XP_013742528.2, XP_013707609.1	evm.model.RL_2.3237
OG0002529	XP_013664105.1	evm.model.RL_6.235
OG0002530	XP_048621000.1, XP_013665762.2	evm.model.RL_6.202
OG0002530	XP_013728979.1, XP_013706579.1, XP_013656591.2, XP_048607488.1	evm.model.RL_2.3276
OG0002531	XP_013743574.2, XP_013702181.2	evm.model.RL_6.137, evm.model.RL_2.3341
OG0002533	XP_048633356.1, XP_048633321.1, XP_013731881.1, XP_013703274.1	evm.model.RL_7.1770
OG0002534	XP_013732014.1, XP_013735101.2	evm.model.RL_8.850
OG0002535	XP_048603731.1, XP_048612751.1, XP_048630799.1, XP_048596778.1, XP_048624295.1	evm.model.RL_8.599
OG0002535	XP_013737593.3, XP_022562077.1	evm.model.RL_2.1809
OG0002536	XP_013656119.1, XP_013678654.1	evm.model.RL_2.1746
OG0002536	XP_013661124.1, XP_013676951.1	evm.model.RL_8.522
OG0002537	XP_048631630.1, XP_048596747.1	evm.model.RL_8.509
OG0002537	XP_013697110.2, XP_013719914.1	evm.model.RL_5.355
OG0002538	XP_013710017.1, XP_048594545.1, XP_013686299.2, XP_048634019.1, XP_013686930.1	evm.model.RL_2.907
OG0002539	XP_013660655.2, XP_013686721.1	evm.model.RL_2.964
OG0002539	XP_013711943.2, XP_013692467.2	evm.model.RL_2.963
OG0002540	XP_048618814.1	evm.model.RL_2.1082, evm.model.RL_2.1081
OG0002541	XP_013664900.2, XP_013741849.2, XP_013648528.1, XP_013706418.2	evm.model.RL_7.58, evm.model.RL_7.57
OG0002542	XP_013747873.1, XP_013747874.1	evm.model.RL_6.2760
OG0002542	XP_013702456.1, XP_013648447.1	evm.model.RL_7.217.1.687c84b3
OG0002543	XP_013688273.1, XP_013748123.1, XP_013686038.1	evm.model.RL_6.2723
OG0002543	XP_013712221.1, XP_048597304.1	evm.model.RL_7.254
OG0002544	XP_013659989.2, XP_013712489.1, XP_013702751.2, XP_022572065.1	evm.model.RL_7.381
OG0002545	XP_013747820.2, XP_013692819.1	evm.model.RL_6.2292
OG0002545	XP_048626660.1, XP_048597175.1, XP_022563384.2	evm.model.RL_7.628
OG0002546	XP_048596264.1, XP_048635460.1, XP_013691365.1, XP_013752081.2, XP_048612487.1, XP_048635461.1, XP_013690894.1	evm.model.RL_5.3246
OG0002547	XP_048597171.1, XP_013703920.1	evm.model.RL_7.646.1.687c84b5
OG0002547	XP_013690175.2, XP_013744952.2	evm.model.RL_6.2275
OG0002548	XP_048609434.1, XP_048636478.1	evm.model.RL_6.1954
OG0002548	XP_022554171.1, XP_013740081.2	evm.model.RL_4.3174
OG0002549	XP_048631725.1, XP_013716999.1, XP_048636434.1, XP_048609373.1	evm.model.RL_6.2114
OG0002550	XP_022571537.1, XP_013680568.1, XP_013667278.2, XP_013705139.1	evm.model.RL_4.1596
OG0002551	XP_013642565.2	evm.model.RL_7.1709
OG0002551	XP_022551621.2, XP_048604581.1, XP_013744533.1, XP_048608154.1, XP_022549059.2, XP_013714682.1	evm.model.RL_8.2036
OG0002553	XP_013691663.1, XP_013653588.1	evm.model.RL_8.2743
OG0002553	XP_013646937.1, XP_013675245.1, NP_001302814.1	evm.model.RL_7.1357
OG0002555	XP_013647605.2, XP_013673031.1, XP_013698037.1, XP_013666340.2	evm.model.RL_5.59
OG0002556	XP_022566762.1, XP_022543747.2	evm.model.RL_8.218
OG0002557	XP_013716138.1	evm.model.RL_5.452
OG0002557	XP_013734146.1, XP_013742757.2	evm.model.RL_6.1244
OG0002558	XP_048600233.1, XP_013741742.2	evm.model.RL_2.2217, evm.model.RL_2.2146, evm.model.RL_7.1323
OG0002559	XP_013730588.1, XP_048614353.1	evm.model.RL_1.66
OG0002559	XP_022563363.1	evm.model.RL_4.2160
OG0002561	XP_013667569.2, XP_048625063.1, XP_013729139.2, XP_022543004.2	evm.model.RL_4.1976
OG0002561	XP_048601983.1, XP_013720040.2	evm.model.RL_1.213.2.687c87ea
OG0002562	XP_013643866.2, XP_048591162.1	evm.model.RL_4.992
OG0002562	XP_013750762.2, XP_013723588.1	evm.model.RL_1.411
OG0002565	XP_013663271.1, XP_013663134.1, XP_013703038.1	evm.model.RL_6.1701
OG0002566	XP_048634524.1, XP_013680624.1, XP_013748341.1, XP_048612473.1	evm.model.RL_6.1836
OG0002567	XP_048614132.1, XP_013641668.2	evm.model.RL_5.1478
OG0002567	XP_013702157.1, XP_013648613.2	evm.model.RL_3.2352
OG0002568	XP_013648748.1, XP_013648913.2	evm.model.RL_3.1951.1.687c84bd
OG0002568	XP_013641877.1, XP_013711037.1	evm.model.RL_5.3586, evm.model.RL_5.1796.2.687c88b6
OG0002569	XP_013717951.1, XP_013702351.2	evm.model.RL_3.2022
OG0002570	XP_013693520.1, XP_013674882.2	evm.model.RL_5.3689
OG0002570	XP_013721142.1, XP_013648769.1	evm.model.RL_3.2032
OG0002571	XP_013717981.2, XP_022560619.1	evm.model.RL_3.2063
OG0002571	XP_013651636.1, XP_013719561.1	evm.model.RL_5.3651
OG0002573	XP_013725728.2, XP_013642199.1	evm.model.RL_3.1407
OG0002573	XP_013662857.1, XP_013693089.3	evm.model.RL_5.3370
OG0002574	XP_013642088.1, XP_013697070.2	evm.model.RL_5.3256
OG0002574	XP_022560516.2, XP_013649329.2, XP_013649103.1, XP_048616092.1	evm.model.RL_3.1255
OG0002575	XP_048594158.1	evm.model.RL_5.3357
OG0002576	XP_013643332.3, XP_013680222.1	evm.model.RL_1.3029
OG0002577	XP_013687136.2, XP_013697817.1	evm.model.RL_5.596, evm.model.RL_5.597
OG0002578	XP_013654553.1	evm.model.RL_5.492_evm.model.RL_5.493
OG0002579	XP_048628942.1, XP_013716171.1, XP_013660631.1, XP_013737651.1, XP_013695330.1, XP_013666637.1	evm.model.RL_5.467
OG0002580	XP_013695764.1, XP_013747182.2	evm.model.RL_6.1294
OG0002581	XP_048597979.1, XP_013670386.2, XP_013697822.2	evm.model.RL_5.70
OG0002581	XP_048597980.1, XP_048621807.1	evm.model.RL_5.69
OG0002582	XP_048634583.1, XP_048611140.1, XP_013734521.2, XP_048636426.1, XP_013748066.2	evm.model.RL_1.2557, evm.model.RL_6.2150
OG0002583	XP_013642394.1, XP_013714845.1	evm.model.RL_7.1441
OG0002583	XP_013643691.1, XP_013643622.2	evm.model.RL_4.1260
OG0002584	XP_048638632.1, XP_013647815.1	evm.model.RL_7.1662
OG0002584	XP_013732397.2, XP_013682402.1	evm.model.RL_8.1962.2.687c855e, evm.model.RL_8.1996
OG0002587	XP_013711358.1, XP_013641863.1	evm.model.RL_5.1806
OG0002587	XP_048603649.1, XP_048613864.1	evm.model.RL_3.1963
OG0002588	XP_013703040.1, XP_048592183.1, XP_048617378.1	evm.model.RL_3.1845
OG0002589	XP_013641768.2	evm.model.RL_5.1591
OG0002589	XP_013698933.1, XP_013649582.1, XP_013676636.1, XP_013692431.2	evm.model.RL_3.1667
OG0002590	XP_022554107.1, XP_048594385.1, XP_013643643.1, XP_013640464.1	evm.model.RL_5.3867
OG0002591	XP_013749809.3, XP_013737762.2	evm.model.RL_1.1260
OG0002591	XP_013729883.2, XP_022569251.1	evm.model.RL_5.3921
OG0002592	XP_022560539.2, XP_048637699.1, XP_013727924.1	evm.model.RL_5.3873
OG0002592	XP_013749772.3, XP_022559147.1	evm.model.RL_1.1323
OG0002593	XP_048606525.1, XP_022571397.1, XP_013702358.1	evm.model.RL_5.3752
OG0002593	XP_048635775.1, XP_013702831.2	evm.model.RL_1.1475
OG0002594	XP_013698813.1, XP_013744862.1, XP_013701859.1, XP_013742795.1, XP_048628496.1, XP_048628205.1, XP_048636933.1	evm.model.RL_5.3734, evm.model.RL_1.1489
OG0002595	XP_013724813.1, XP_048594423.1, XP_013686527.1, XP_013640365.1	evm.model.RL_1.1532
OG0002595	XP_013717537.1, XP_013749021.1	evm.model.RL_5.1862
OG0002596	XP_013686809.1	evm.model.RL_1.1592
OG0002596	XP_013715720.1, XP_013742931.1	evm.model.RL_2.1132
OG0002597	XP_048635675.1, XP_013749564.2, XP_048614429.1	evm.model.RL_1.1648
OG0002597	XP_048637986.1	evm.model.RL_5.2209
OG0002598	XP_048600527.1, XP_013725426.1, XP_013642362.2, XP_048635640.1, XP_048629810.1, XP_013749489.1	evm.model.RL_1.1701
OG0002599	XP_048600392.1, XP_013650711.1	evm.model.RL_1.2103
OG0002601	XP_013709890.2, XP_013660032.1	evm.model.RL_6.473
OG0002601	XP_013663420.1, XP_013670694.3	evm.model.RL_2.2758
OG0002602	XP_048600596.1, XP_013673216.1, XP_013686408.1, XP_013696774.1	evm.model.RL_1.1208
OG0002603	XP_048635276.1, XP_048630315.1, XP_013697472.1	evm.model.RL_1.2022
OG0002603	XP_013640761.1, XP_013685529.2	evm.model.RL_5.1929
OG0002604	XP_048593217.1, XP_013728641.2, XP_048634969.1, XP_048613336.1, XP_048631176.1, XP_013661790.2, XP_048613335.1, XP_013713359.2, XP_022543850.2, XP_022552304.2	evm.model.RL_5.2094, evm.model.RL_5.2093
OG0002605	XP_013663298.2, XP_013663423.2	evm.model.RL_7.724
OG0002605	XP_013727339.2, XP_013687761.2	evm.model.RL_6.2208
OG0002606	XP_013691136.1, XP_013690706.1, XP_013675402.1, XP_013659896.2, XP_048597197.1	evm.model.RL_7.559
OG0002607	XP_048609628.1, XP_013742070.1, XP_048591617.1, XP_013663817.1, XP_048620803.1	evm.model.RL_7.351.1.687c84b4
OG0002608	XP_013751496.1, XP_013694067.1, XP_013659771.1, XP_022550032.2	evm.model.RL_1.2191
OG0002610	XP_048609188.1	evm.model.RL_4.204
OG0002611	XP_013745126.2, XP_013699420.1, XP_013705539.1	evm.model.RL_6.2001
OG0002612	XP_048605907.1, XP_048594850.1	evm.model.RL_2.2742, evm.model.RL_2.2743
OG0002613	XP_013665739.1	evm.model.RL_5.226
OG0002614	XP_013698371.1, XP_013642770.2	evm.model.RL_7.2346
OG0002617	XP_013728613.2, XP_048634079.1, XP_013743164.2	evm.model.RL_5.2020, evm.model.RL_5.2320
OG0002618	XP_013739185.1, XP_013647057.2	evm.model.RL_8.2444, evm.model.RL_8.2445
OG0002622	XP_013670982.1, XP_013670980.1, XP_013711505.1, XP_013656351.1	evm.model.RL_2.2396
OG0002623	XP_013750416.2	evm.model.RL_6.317
OG0002624	XP_013719573.1, XP_013705196.1, XP_013670660.1, XP_013666661.2, XP_022546927.2, XP_013654883.2	evm.model.RL_2.2794
OG0002626	XP_048618204.1, XP_013729959.2	evm.model.RL_1.2804
OG0002626	XP_022550189.1, XP_013650294.1, XP_013656180.2, XP_013730790.1	evm.model.RL_2.2970
OG0002627	XP_013689884.1, XP_048635004.1, XP_048601108.1	evm.model.RL_2.2984
OG0002627	XP_013703021.1, XP_048632619.1	evm.model.RL_1.2815
OG0002628	XP_013736821.1, XP_022555444.2	evm.model.RL_1.2845
OG0002628	XP_022561782.1	evm.model.RL_2.3023
OG0002629	XP_013685505.3, XP_048612462.1, XP_048636599.1, XP_048629166.1	evm.model.RL_6.1593
OG0002629	XP_048621542.1, XP_022545614.2	evm.model.RL_5.2825
