Orthogroup	Brassica_napus	Capsella_rubella
OG0002044	XP_013743055.1, XP_048592435.1, XP_013648564.2, XP_013672219.1	XP_023643158.1
OG0002045	XP_013690610.2, XP_013646583.1	XP_006306440.1
OG0002045	XP_013652067.1, XP_013700866.1, XP_048592421.1, XP_013652556.2	XP_006302861.1
OG0002046	XP_022558906.1, XP_013641682.1	XP_006304371.1
OG0002047	XP_013710096.1, XP_013710067.1, XP_013746934.1, XP_013646625.1	XP_006303180.1
OG0002047	XP_013650253.2, XP_048592369.1	XP_006302738.1
OG0002048	XP_013744599.1, XP_013641773.1	XP_006304571.1
OG0002048	XP_013674840.1, XP_048613324.1, XP_013746830.2	XP_006302969.1
OG0002049	XP_013695464.1, XP_013676610.1	XP_006300862.1
OG0002049	XP_013682988.2, XP_013687652.1	XP_006306265.1
OG0002050	XP_048594027.1, XP_013743394.1, XP_013642259.2, XP_013717679.1	XP_006305520.1
OG0002050	XP_048617448.1, XP_013717961.1	XP_006302646.1
OG0002051	XP_048607527.1, XP_048603134.1, XP_048618562.1, XP_013695003.1, XP_048592747.1	XP_006306573.1
OG0002051	XP_013682499.2	XP_006295588.1
OG0002052	XP_013712365.1, XP_013722144.1, XP_013642278.2	XP_006305020.1
OG0002052	XP_013717803.2, XP_013723520.1	XP_006302354.1
OG0002053	XP_048594023.1, XP_013686096.2	XP_006305163.1
OG0002053	XP_048627187.1, XP_048617469.1, XP_013737910.1, XP_013650072.1, XP_013672140.1	XP_006300375.1
OG0002054	XP_013727248.2, XP_048592710.1	XP_006304240.1
OG0002054	XP_013729233.1, XP_013729255.2, XP_048616062.1, XP_022544748.2	XP_006300566.1
OG0002055	XP_013741607.2, XP_013695660.2	XP_006305871.1
OG0002055	XP_013743685.1, XP_013649055.1, XP_048617279.1, XP_013698505.2	XP_006302180.1
OG0002056	XP_013709637.3, XP_013675798.2, XP_013687179.2	XP_006294433.1
OG0002056	XP_022573878.2, XP_048606389.1, XP_013670700.2, XP_013663919.1	XP_023634230.1
OG0002057	XP_048606398.1, XP_022545711.2, XP_048619263.1, XP_013719521.1, XP_048636372.1, XP_013667276.2	XP_006284339.1
OG0002058	XP_013743773.1, XP_013743848.1	XP_006295348.1
OG0002058	XP_013750065.1	XP_006298904.1
OG0002059	XP_048599395.1, XP_013697059.2, XP_048622006.1, XP_048594299.1	XP_006307127.2
OG0002059	XP_048610117.1, XP_013748687.2	XP_023639728.1
OG0002060	XP_013676479.1, XP_013690737.2, XP_048617258.1, XP_013714767.2	XP_006300761.1
OG0002060	XP_013662374.2	XP_023636484.1
OG0002061	XP_048632849.1	XP_023638689.1, XP_006292580.1
OG0002061	XP_022543983.2, XP_048591046.1	XP_023637450.1
OG0002062	XP_022565175.1, XP_048605212.1, XP_048609676.1, XP_048605213.1	XP_023633609.1
OG0002063	NP_001302525.1, XP_013715696.1	XP_006289352.2
OG0002063	XP_022551640.2, XP_013731386.1, NP_001303125.1	XP_006279537.1
OG0002064	XP_048601888.1, XP_013734405.2, XP_013662932.2, XP_013663024.1, XP_048601889.1, XP_048631824.1	XP_006292426.1, XP_006291226.2, XP_006293238.1
OG0002065	XP_013683552.2	XP_006302205.1, XP_023643889.1
OG0002065	XP_022564333.2, XP_013729754.2, XP_013729740.1	XP_006302204.1
OG0002066	XP_022558937.2, XP_013672299.1	XP_006300652.1
OG0002066	XP_048594024.1, XP_048622446.1	XP_006306668.2
OG0002067	XP_013729637.2, XP_013652129.1, XP_013717900.1	XP_006302332.2
OG0002067	XP_013701302.2, XP_013717899.1	XP_006301398.1
OG0002068	XP_022545202.2, XP_048617564.1	XP_023643910.1
OG0002068	XP_022552601.1, XP_048638575.1	XP_006300730.1
OG0002069	XP_013650270.2, XP_022560994.1	XP_006302314.1
OG0002069	XP_013676884.1, XP_048628316.1, XP_048603393.1	XP_006301048.1
OG0002070	XP_013686026.2, XP_013641670.1	XP_006307603.1
OG0002070	XP_013725871.2, XP_013676861.2, XP_013703060.2, XP_013648611.2	XP_006302200.2
OG0002071	XP_013737755.1, XP_013749800.1	XP_006298344.1
OG0002071	XP_013698783.1, XP_013656419.1, XP_048629852.1, XP_013655399.2, XP_048594365.1	XP_006306527.2
OG0002072	XP_048629860.1, XP_048636889.1, XP_013699114.1, XP_013640384.1, XP_013703098.1	XP_023644795.1
OG0002072	XP_013673133.1, XP_013642610.2	XP_006298347.1
OG0002073	XP_013692464.2, XP_048594398.1, XP_048627197.1, XP_013672959.2, XP_013640596.1, XP_013748854.1	XP_006307485.1
OG0002073	XP_048628071.1, XP_013719666.1, XP_013695185.1	XP_006297627.1
OG0002074	XP_013700544.2, XP_013655956.2	XP_023633865.1
OG0002074	XP_013741044.2, XP_048635682.1, XP_013749555.2, XP_048614437.1, XP_048594741.1, XP_013692646.2	XP_023636073.1
OG0002075	XP_013747237.1, XP_013746478.1	XP_006299459.2
OG0002075	XP_013745345.1, XP_013727869.2	XP_006299779.1
OG0002076	XP_022545401.2	XP_023645061.1
OG0002076	XP_013685650.1, XP_013749920.1, XP_013648232.1, XP_013697810.1	XP_006298037.1
OG0002077	XP_013655551.1, XP_048606498.1	XP_006305455.1
OG0002077	XP_013718108.1, XP_048635263.1, XP_013693129.1, XP_013640468.1, XP_013672496.1	XP_006299922.1
OG0002078	XP_048616777.1, XP_013648003.2	XP_006291099.1, XP_006293139.1
OG0002078	XP_013655916.2, XP_013710262.2	XP_006293164.1, XP_006291044.2
OG0002079	XP_013701350.2, XP_013654979.2, XP_013725667.2	XP_006285293.1, XP_006285132.1
OG0002081	XP_022563295.2, XP_022547838.2	XP_006285936.2, XP_023639579.1, XP_023640775.1, XP_023639578.1
OG0002082	XP_013711147.1, XP_013711098.1	XP_006291960.2
OG0002082	XP_013707043.1, XP_013734648.1	XP_006295217.1
OG0002084	XP_048600621.1, XP_048602903.1, XP_048611976.1, XP_013704852.1, XP_048600626.1, XP_048602904.1, XP_013652061.1, XP_013646724.2, XP_048592440.1, XP_013745594.1	XP_006295401.1
OG0002085	XP_048637423.1, XP_048619709.1, XP_013725688.1, XP_048621713.1	XP_023633791.1
OG0002086	XP_013740524.2, XP_013680075.3	XP_006300070.1, XP_006285722.1, XP_006286256.2
OG0002086	XP_013717426.1, XP_013674309.2, XP_013746928.1, XP_048627595.1, XP_048620949.1, XP_013691700.2	XP_006285504.1
OG0002091	XP_048605203.1	XP_023638902.1
OG0002092	XP_048596194.1, XP_048633209.1, XP_048624652.1	XP_023635218.1
OG0002092	XP_048603913.1	XP_023634227.1
OG0002093	XP_022571363.1, XP_013736688.1, XP_013684571.1, XP_013706147.1	XP_006298846.2
OG0002093	XP_048635191.1, XP_013697847.1	XP_023633765.1
OG0002094	XP_048606339.1, NP_001303091.1	XP_006286187.1
OG0002094	XP_013701344.1	XP_006299542.1
OG0002095	XP_013692909.1, NP_001302662.1	XP_006296930.1
OG0002095	XP_048606312.1, XP_013751706.2, XP_048601061.1	XP_023634715.1
OG0002096	XP_048595886.1, XP_013687488.1	XP_006302453.2
OG0002096	XP_013672600.2, XP_013716157.1	XP_006305301.1
OG0002097	XP_013661698.2, XP_022567847.1	XP_023643544.1
OG0002097	XP_013706030.1, XP_013657751.1, XP_013645902.1	XP_006307646.1
OG0002098	XP_013750161.1, XP_048595820.1	XP_006302444.1
OG0002098	XP_048610300.1, XP_048599221.1, XP_013731322.1	XP_006283792.1
OG0002099	XP_013716137.2, XP_013708414.2	XP_006307666.1
OG0002099	XP_013749499.1, XP_013749150.2, XP_013745362.1, XP_013702043.1	XP_006302304.1
OG0002100	XP_013664670.2, XP_013707815.1, XP_013677810.2, XP_013657359.1	XP_006307639.1
OG0002100	XP_048637210.1, XP_013692744.1	XP_006292862.1
OG0002101	XP_013712374.2, XP_013725087.1, XP_013644668.2, XP_022562677.1, XP_022569552.1, XP_013698065.1	XP_023637866.1
OG0002103	NP_001303147.1, XP_048617819.1	XP_006286341.2, XP_006286332.2
OG0002104	XP_013686126.2, XP_013747729.1	XP_006302755.1
OG0002104	XP_013746876.1, XP_022569608.2	XP_023635388.1
OG0002105	XP_048638184.1, XP_048613972.1	XP_006303254.1
OG0002105	XP_013653835.1, XP_013748307.1, XP_013730805.1	XP_006302410.2
OG0002106	XP_022568889.1, XP_013741149.1, XP_048626021.1	XP_006300401.1
OG0002106	XP_013671775.2, XP_013747933.1	XP_006306821.1
OG0002107	XP_022573651.1, XP_013742200.1	XP_006290448.1
OG0002107	XP_013692497.1, XP_013727388.2, XP_013687770.1	XP_006293762.1
OG0002108	XP_013720223.2	XP_006286667.1
OG0002108	XP_048612506.1, XP_022569688.2, XP_013696922.1, XP_022575608.1	XP_006299014.1
OG0002109	XP_013720249.2, XP_048604468.1	XP_006288065.2
OG0002110	XP_013724155.2, XP_048611060.1	XP_006298058.1
OG0002110	XP_048598631.1, XP_013732435.2, XP_022554157.2, XP_013724964.2	XP_006288086.1
OG0002111	XP_013668395.2, XP_048598597.1	XP_023636385.1
OG0002112	XP_048623231.1, XP_048598568.1, XP_013680668.1, XP_048624386.1	XP_006290060.1
OG0002112	XP_013730908.1, XP_022557099.1	XP_006297260.1
OG0002113	XP_048603942.1, XP_048609462.1	XP_023638880.1
OG0002114	XP_013671616.1, XP_022573421.2	XP_006282828.1
OG0002114	XP_013714649.1, XP_013666793.1, XP_013686603.1, XP_013676266.1	XP_006280865.1
OG0002115	XP_013742495.1, XP_013741754.1, XP_013656545.2, XP_013725714.2	XP_006283739.1
OG0002115	XP_013714674.2, XP_013717114.2	XP_006280501.1
OG0002116	XP_013640678.2, XP_013712699.1, XP_013666932.1	XP_006281082.2
OG0002116	XP_013724463.1, XP_013742053.1	XP_023633677.1
OG0002117	XP_013668048.1, XP_013667963.1, XP_013728236.1, XP_013752325.1	XP_006286740.1
OG0002117	XP_013657010.1, XP_013655175.2, XP_013721613.1, XP_013653276.2	XP_006306392.2
OG0002118	XP_013644015.1, XP_013643774.1	XP_006287343.1
OG0002118	XP_013678582.1, XP_013679146.1, XP_048625556.1, XP_013653797.1	XP_006290164.1
OG0002119	XP_013678858.1, XP_048625260.1	XP_006288010.1
OG0002119	XP_013706148.1, XP_013643711.2, XP_048602313.1, XP_022552980.2	XP_006290014.1
OG0002120	XP_013661049.2, XP_048595397.1, XP_013724653.2, XP_022561984.1, XP_048591014.1	XP_023637136.1
OG0002120	XP_013703072.1, XP_013715193.2	XP_023637372.1
OG0002121	XP_013642818.2, XP_013718234.2	XP_006279765.1
OG0002121	XP_048603101.1, XP_013719033.1	XP_006287636.1
OG0002122	XP_013698203.2, XP_013707584.1	XP_023637107.1
OG0002122	XP_013671705.1, XP_013721632.1, XP_013737307.1, XP_022561976.1	XP_023635405.1
OG0002123	XP_022548498.1, XP_013714917.2	XP_006279863.1
OG0002123	XP_013737414.2, XP_048627616.1, XP_048601464.1, XP_013728351.1	XP_006285256.1
OG0002124	XP_022548501.2, XP_048624304.1, XP_013677047.1, XP_013677111.2	XP_023636256.1
OG0002124	XP_022572526.2, XP_013697447.2, XP_048632839.1	XP_006283088.1
OG0002125	XP_022554222.2, XP_048607360.1, XP_013685674.3, XP_048632048.1, XP_013660921.2	XP_006283465.2
OG0002125	XP_013733196.1, XP_013687020.2	XP_006280340.1
OG0002126	XP_013661976.1, XP_013644426.2	XP_006288420.2
OG0002126	XP_013737340.1, XP_048601548.1, XP_013702607.2	XP_006284392.2
OG0002127	XP_013718552.2, XP_013736689.1	XP_006287720.1
OG0002127	XP_013738730.2, XP_013671474.2	XP_006286058.1
OG0002128	XP_013687933.2, XP_013735556.1, XP_013684080.1	XP_023637256.1
OG0002128	XP_048594981.1, XP_048613043.1	XP_006305172.1
OG0002129	XP_013656092.2, XP_013686590.1	XP_006289686.1
OG0002129	XP_022545569.2, XP_013715095.2, XP_013717453.2, XP_048594954.1	XP_006305240.1
OG0002131	XP_022571910.2, XP_022570030.1, XP_013676982.1, XP_013694918.1	XP_006289883.1
OG0002132	XP_013645990.1, XP_013640721.1, XP_022562153.1, XP_013643272.1	XP_006282753.1
OG0002132	XP_013695503.1, XP_013659272.1, XP_022574496.1, XP_013690486.1	XP_006298713.2
OG0002133	XP_013649543.2, XP_013649612.3	XP_006285977.1
OG0002133	XP_013649636.1, XP_013649554.2	XP_006285117.1
OG0002134	XP_048593739.1, XP_048607217.1, XP_013677966.2, XP_013643531.1, XP_048601037.1	XP_006284201.1
OG0002134	XP_048619781.1, XP_048593231.1	XP_023641781.1
OG0002135	XP_048593793.1, XP_048608884.1, XP_013738757.2, XP_013722211.1	XP_006282650.1
OG0002136	XP_013710185.1, XP_013660135.1	XP_006295292.1
OG0002136	XP_013705123.1, XP_013647545.1, XP_013735466.1, XP_022548577.1	XP_006282761.1
OG0002137	XP_013728610.1, XP_013743166.2, XP_013743167.2	XP_006285482.1
OG0002137	XP_013743165.2, XP_013728626.2	XP_006284319.2
OG0002138	XP_048634415.1, XP_013719158.1	XP_006294011.1
OG0002138	XP_013692593.1, XP_013744893.2, XP_013719157.3, XP_013729054.3	XP_023641046.1
OG0002139	XP_013667436.2, XP_013688333.2, XP_048616888.1	XP_006305932.1
OG0002139	XP_013744368.1, XP_013702107.1	XP_006281332.1
OG0002140	XP_013646928.1, XP_013646920.1	XP_006288972.1
OG0002140	XP_022570287.1, XP_048635140.1	XP_006303471.1
OG0002141	XP_022556739.2, XP_013726312.2	XP_006285172.1
OG0002141	XP_013710515.1, XP_048632539.1, XP_013681393.1, XP_013698801.1, XP_013747741.1	XP_023642280.1
OG0002142	XP_013712391.2, XP_013670556.1, XP_013741852.1, XP_013673519.2	XP_006291908.1
OG0002143	XP_013669716.1, XP_013710346.3	XP_006292027.1
OG0002143	XP_022562905.1, XP_048631841.1, XP_013690944.1, XP_048596223.1, XP_013732555.1	XP_006296337.1
OG0002144	XP_013683768.2, XP_013724358.2, XP_013683767.2, XP_013724357.2	XP_006295203.1, XP_006295194.1
OG0002145	XP_013752074.2, XP_013690598.1, XP_013744973.2, XP_013687900.1	XP_006293503.2
OG0002145	XP_048596500.1	XP_023638385.1
OG0002146	XP_013642692.1, XP_013672824.1	XP_006279388.1, XP_006292440.1
OG0002146	XP_013724037.2, XP_048599013.1, XP_013733330.2, XP_013680007.2	XP_006289712.1
OG0002147	XP_013682124.1, XP_013680981.1, XP_013652948.2	XP_006281263.1, XP_023638251.1
OG0002148	XP_013682313.1	XP_023633604.1
OG0002148	XP_013732608.1	XP_023638212.1
OG0002149	XP_013737740.2, XP_022565628.1, XP_048590824.1, XP_048638595.1	XP_006293194.1
OG0002149	XP_048625777.1, XP_013658027.2, XP_013718823.1, XP_013642936.1	XP_006281489.2
OG0002150	XP_013745400.1, XP_013701932.1	XP_006292484.1
OG0002151	XP_048623844.1, XP_022553031.2, XP_048595500.1, XP_013653553.2, XP_013653544.2	XP_006280112.2
OG0002151	XP_013647111.2, XP_013681622.1	XP_023642156.1
OG0002152	XP_013653619.2, XP_048599247.1, XP_048597994.1, XP_048621433.1, XP_013653620.2, XP_048599249.1	XP_023633246.1
OG0002153	XP_013666293.1	XP_006307592.1
OG0002153	XP_013735278.2, XP_022555093.1	XP_006289470.1
OG0002154	XP_013712881.1, XP_048595990.1	XP_006280931.1
OG0002154	XP_022547233.2, XP_013698434.2	XP_006305479.1
OG0002155	XP_048617806.1, XP_013706249.1, XP_048615461.1, XP_013749148.2	XP_006280299.1
OG0002155	XP_048621957.1, XP_013696317.2, XP_013666392.2	XP_006307251.1
OG0002156	XP_013711535.1, XP_048632542.1	XP_006297236.2
OG0002157	XP_013748684.2, XP_013741430.2	XP_006296541.1
OG0002157	XP_048599398.1, XP_022558399.2, XP_013664795.2	XP_023632762.1
OG0002158	XP_022561725.1, XP_013738197.1, XP_013728711.2, XP_048598808.1	XP_006284069.1
OG0002158	XP_013728679.2, XP_013743222.2	XP_023633648.1
OG0002159	XP_048632171.1, XP_048606011.1, XP_013661924.2, XP_013682567.1	XP_006299989.1
OG0002159	XP_013667597.2, XP_013667821.1	XP_006287888.1
OG0002160	XP_048615037.1, XP_048636218.1	XP_006299673.1
OG0002160	XP_013740878.2	XP_006289791.1
OG0002161	XP_013735778.2, XP_013747453.1	XP_006299145.1
OG0002162	XP_048601664.1, XP_022545385.1, XP_013640247.1, XP_013651487.1	XP_006298578.1
OG0002162	XP_048615373.1, XP_048636063.1	XP_006298613.2
OG0002163	XP_048606102.1, XP_048630086.1, XP_013696348.1, XP_013640261.1, XP_013640823.1, XP_048630083.1	XP_023642611.1, XP_006298920.1
OG0002164	XP_013684562.1, XP_013684677.2, XP_048600821.1, XP_048630091.1, XP_013640818.2, XP_048636037.1, XP_013693096.1	XP_023641764.1
OG0002165	XP_013679689.1, XP_022557351.1, XP_048625183.1, XP_013667929.2, XP_013728230.2, XP_022554345.1	XP_006287927.1
OG0002166	XP_022546876.1, XP_013648014.2, XP_013677445.1	XP_006292268.1
OG0002166	XP_048636425.1, XP_013748188.2	XP_006295924.1
OG0002167	XP_013744846.1, XP_013675007.1	XP_006295084.1
OG0002167	XP_013691401.1, XP_013752229.2, XP_048634593.1, XP_013677134.1	XP_006293391.1
OG0002168	XP_013662087.2, XP_013687521.1, XP_013734323.1, XP_048608457.1	XP_006294220.1
OG0002168	XP_013686682.1, XP_013742739.3	XP_006291159.1
OG0002169	XP_013742475.1, XP_013717946.1	XP_006294157.1
OG0002170	XP_048611769.1, XP_048628920.1, XP_048626363.1, XP_013676923.2, XP_022568053.1	XP_006301485.1
OG0002171	XP_013712223.1, XP_013710845.2, XP_013641675.1, XP_022558555.2	XP_006306209.1
OG0002171	XP_013648605.2, XP_013698592.1	XP_023642911.1
OG0002172	XP_013641673.1, XP_013692615.2	XP_006306059.1
OG0002172	XP_048603413.1, XP_048628931.1, XP_013725874.2, XP_013726938.2, XP_013650291.2	XP_006301326.1
OG0002173	XP_048629898.1, XP_013676821.1	XP_006303326.1
OG0002173	XP_013676890.1	XP_023644345.1
OG0002174	XP_013641908.2, XP_013697841.1	XP_006307215.1
OG0002175	XP_022560749.1, XP_013717969.1	XP_006302013.1
OG0002175	XP_013712380.2, XP_022569718.1, XP_013742044.1, XP_013642264.1	XP_006306984.2
OG0002176	XP_013748597.1, XP_048612794.1, XP_048618670.1, XP_048592715.1	XP_006306225.1
OG0002176	XP_013730519.1, XP_013722135.1	XP_006304654.1
OG0002177	XP_013727252.2, XP_013727251.1, XP_013725958.1, XP_048614917.1	XP_006305742.1
OG0002177	XP_013700949.1, XP_013652341.1	XP_006302959.1
OG0002178	XP_013701004.2, XP_013691260.2	XP_006301623.1
OG0002178	XP_013717242.1, XP_048629389.1, XP_048596915.1, XP_048593989.1, XP_013710390.1	XP_023645734.1
OG0002179	XP_013640013.1	XP_006301797.1
OG0002179	XP_013659651.1, XP_013695724.2, XP_013653268.2, XP_013721537.1	XP_006307531.1
OG0002181	XP_022550386.1, XP_048619313.1, XP_048622379.1, XP_013668124.1, XP_048637390.1, XP_013669779.1, XP_048637512.1, XP_022575091.2, XP_013644113.1	XP_023635063.1
OG0002182	XP_013661094.2, XP_013677633.1	XP_006280810.1
OG0002182	XP_013707686.1, XP_013736940.1	XP_023633157.1
OG0002183	XP_013711568.1, XP_048597722.1, XP_013671780.2	XP_006307687.1
OG0002183	XP_013697323.1, XP_048602872.1	XP_023638392.1
OG0002184	XP_048618822.1, XP_013715474.2	XP_006285121.1
OG0002184	XP_013747935.2, XP_048638204.1	XP_006303602.1
OG0002185	XP_013657471.2, XP_013711270.1, XP_013732211.2	XP_006303952.2
OG0002185	XP_048633172.1, XP_048609726.1	XP_006301275.1
OG0002186	XP_048595778.1, XP_013698862.2	XP_023643239.1
OG0002186	XP_048622284.1, XP_013657414.2, XP_013712208.1, XP_048597788.1	XP_023644805.1
OG0002187	XP_013750841.1, XP_013657720.1	XP_006307151.1
OG0002187	XP_048636007.1, XP_048615312.1	XP_006297274.2
OG0002189	XP_022559433.1, XP_013750137.2, XP_048607772.1, XP_013723983.1, XP_013718975.1, XP_048602944.1	XP_006286388.1
OG0002190	XP_013648153.2	XP_023641101.1
OG0002190	XP_013737803.1, XP_013715643.1, XP_013653813.1, XP_013724448.1	XP_006288573.1
OG0002191	XP_013647250.1, XP_013647312.1	XP_023637534.1
OG0002192	XP_013721788.2, XP_013642734.2	XP_006291340.1
OG0002192	XP_013716061.2, XP_013723496.2, XP_013712897.2	XP_006288013.1
OG0002194	XP_013746396.2	XP_006305096.1
OG0002194	XP_048635884.1, XP_022569002.1, XP_013691230.1, XP_013695893.1	XP_006299970.1
OG0002195	XP_013737756.1, XP_013749802.2	XP_006298099.1
OG0002195	XP_048629849.1, XP_048636879.1, XP_013698524.2	XP_006305221.1
OG0002196	XP_013655725.1, XP_013712466.1	XP_006284494.1
OG0002196	XP_013725128.1, XP_013715211.1	XP_006298496.1
OG0002197	XP_013653201.1, XP_048600544.1	XP_006297917.1
OG0002197	XP_013707886.1, XP_013641177.2, XP_022560879.1	XP_006305140.1
OG0002198	XP_048635632.1, XP_048626474.1	XP_006297517.1
OG0002199	XP_013736495.1, XP_013677737.2, XP_013642169.1, XP_048594403.1	XP_006298003.1
OG0002199	XP_013677507.2, XP_022576265.2	XP_006305970.1
OG0002200	XP_013707101.1, XP_048593309.1, XP_048593198.1, XP_048593200.1, XP_048593199.1, XP_013729952.2, XP_013705533.2	XP_006299557.1
OG0002201	XP_022572384.1, XP_013681993.2	XP_006299055.1
OG0002201	XP_048632632.1, XP_022561466.1, XP_022548750.2	XP_023642637.1
OG0002203	XP_013678527.1, XP_013724056.1	XP_006288480.1
OG0002203	XP_013675641.1, XP_013652845.2	XP_006299761.2
OG0002204	XP_022545099.1, XP_048620087.1	XP_023642469.1
OG0002205	XP_013680506.2, XP_013740899.2	XP_023632714.1
OG0002205	XP_048604738.1	XP_006303797.1
OG0002206	XP_013640837.2, XP_013702708.2, XP_013714943.1, XP_013735864.2	XP_006307260.1
OG0002206	XP_048635531.1, XP_013724530.2, XP_022555904.1	XP_006299512.1
OG0002207	XP_013742932.1	XP_023635488.1
OG0002207	XP_013737394.1, XP_013706740.1	XP_023635487.1
OG0002208	XP_048633748.1, XP_013720442.1	XP_006291330.1, XP_006291334.1, XP_006291318.1
OG0002209	XP_013692860.1, XP_013688295.1, XP_013749638.1	XP_006294472.1
OG0002209	XP_022571519.1, XP_013741980.1, XP_013701366.1	XP_006290360.1
OG0002210	XP_048594810.1, XP_048606353.1, XP_048594815.1	XP_006285824.1, XP_006282888.1
OG0002211	XP_048590755.1	XP_006290293.2
OG0002213	XP_022576277.2	XP_006303065.1, XP_006303060.1
OG0002214	XP_048618686.1, XP_048629621.1, XP_048603141.1, XP_022550845.2, XP_048602175.1, XP_048622359.1, XP_048604317.1, XP_048602610.1, XP_048624769.1, XP_048619984.1, XP_048620196.1, XP_022569825.2, XP_048630673.1, XP_048619621.1, XP_048610754.1, XP_048609294.1, XP_048600668.1, XP_048605787.1, XP_013650805.2, XP_048606090.1, XP_048617432.1, XP_048612485.1, XP_048621438.1	XP_023634651.1, XP_023634695.1, XP_023634712.1
OG0002219	XP_013743556.1, XP_013677127.2	XP_006297982.1
OG0002219	XP_013670830.1, XP_022560177.2, XP_013685597.2, XP_013661492.1, XP_048606470.1, XP_048593662.1	XP_023634206.1
OG0002220	XP_013661500.2, XP_013681601.1, XP_013694037.2, XP_013682154.2	XP_006285816.1
OG0002220	XP_013671725.1, XP_048593112.1	XP_023642029.1
OG0002221	XP_048619168.1, XP_013713333.1	XP_006285123.1
OG0002221	XP_022570789.1, XP_013696700.2	XP_006298210.1
OG0002222	XP_013656297.1, XP_013685819.1, XP_013693429.2, XP_013663525.1	XP_006284767.1
OG0002222	XP_013721600.1, XP_048604017.1	XP_006286400.1
