Orthogroup	Brassica_napus	Raphanus_sativus
OG0001766	XP_013717448.1, XP_048615475.1	XP_018488580.1
OG0001766	XP_013715166.1, XP_013707783.1	XP_018447635.1, XP_018447652.1
OG0001767	XP_013649515.1, XP_013672388.1	XP_018452212.1
OG0001767	XP_013691396.1, XP_013691688.1	XP_018446226.1
OG0001768	XP_013748485.1, XP_013642136.2	XP_018433978.1
OG0001768	XP_013733554.1, XP_013669895.3	XP_018478910.1
OG0001768	XP_013653238.1, XP_022568200.2, XP_013655116.1, XP_013681316.1	XP_018449718.1
OG0001769	XP_013749080.1, XP_013742016.1	XP_018433873.1
OG0001769	XP_013643636.1, XP_048601039.1, XP_013748967.1, XP_022561806.1	XP_018482966.1, XP_018484588.1
OG0001770	XP_013698278.1	XP_018449507.1
OG0001770	XP_013749393.1	XP_018434537.1
OG0001771	XP_013688350.1, XP_048633604.1, XP_048597461.1, XP_013711418.1	XP_018439157.1, XP_018439154.1
OG0001771	XP_013656582.2, XP_013685559.1	XP_018451759.1, XP_018448373.1
OG0001772	XP_013685721.2, XP_013656752.2	XP_018450234.1
OG0001772	XP_013688620.1, XP_013676446.2	XP_018465118.1
OG0001772	XP_013649140.1, XP_013652250.1, XP_048591977.1	XP_018442126.1
OG0001773	XP_013688310.1, XP_013701595.2	XP_018453166.1
OG0001773	XP_013713920.2, XP_048610145.1	XP_018456854.1
OG0001773	XP_013734259.1, XP_048608434.1	XP_018473006.1
OG0001773	XP_013691992.1, XP_013744889.2	XP_018436933.1
OG0001774	XP_048592625.1, XP_048618401.1, XP_048614710.1, XP_048596089.1	XP_018487540.1
OG0001774	XP_013691625.2, XP_013647564.2	XP_018462456.1, XP_018482443.1
OG0001774	XP_013659375.1, XP_013747203.2	XP_018454160.1
OG0001775	XP_013731863.2, XP_048596554.1	XP_018470398.1, XP_018471393.1
OG0001775	XP_013737546.2, XP_013717191.3	XP_018480644.1, XP_018477682.1
OG0001775	XP_013714463.1, XP_013662026.2	XP_018453366.1, XP_018457885.1
OG0001776	XP_022570111.1, XP_048618306.1, XP_048618304.1, XP_013746992.1	XP_018460073.1
OG0001777	NP_001302511.1, XP_048625512.1	XP_018455570.1
OG0001777	XP_013743301.1, XP_013731307.2	XP_018483924.1
OG0001778	XP_048631837.1	XP_018485317.1, XP_018476079.1
OG0001778	XP_013731562.1	XP_018445226.1
OG0001778	XP_013671900.2, XP_013741765.1	XP_018485021.1, XP_018464875.1
OG0001778	XP_013711679.1, XP_013716806.2	XP_018460347.1
OG0001779	XP_048616270.1, XP_013749432.2, XP_013707844.2	XP_018490535.1
OG0001779	XP_013676491.1, XP_013688595.2, XP_013687838.1, XP_022574697.1	XP_018433205.1
OG0001780	XP_013680818.1, XP_013740645.2, XP_013752129.1, XP_022570769.1	XP_018434168.1
OG0001780	XP_013712129.1, XP_013710609.2	XP_018488808.1
OG0001780	XP_048616191.1, XP_013652032.1	XP_018458425.1
OG0001781	XP_048634272.1, XP_048609631.1	XP_018461320.1, XP_018459087.1, XP_018459088.1
OG0001781	XP_013734771.3, XP_013683856.1	XP_018476584.1
OG0001781	XP_022574269.1, XP_022574277.2	XP_018477304.1
OG0001782	XP_022560874.2, XP_048592462.1	XP_018460415.1
OG0001782	XP_013717462.1, XP_013646880.1, XP_013687858.1	XP_018485151.1
OG0001783	XP_013681957.2, XP_048627740.1, XP_048626653.1	XP_018472172.1
OG0001783	XP_013731033.2, XP_013667314.1, XP_013736400.1, XP_013721994.3	XP_018472694.1
OG0001784	XP_013653495.1, XP_013686189.1	XP_018433951.1
OG0001784	XP_013741699.1, XP_013709904.1	XP_018436481.1, XP_018454565.1
OG0001784	XP_013691392.2, XP_013691297.2	XP_018481066.1, XP_018481052.1, XP_018436786.1
OG0001785	XP_048595104.1, XP_013731267.2	XP_018456950.1
OG0001785	NP_001302697.1, NP_001302842.1	XP_018474670.1
OG0001785	XP_013730447.1, XP_013673054.2	XP_018492372.1, XP_018489980.1
OG0001786	XP_013697748.2, XP_013665589.1	XP_018482447.1, XP_018482512.1
OG0001786	XP_013660546.2, XP_048595124.1	XP_018457308.1
OG0001786	XP_013735319.2, XP_013684344.2	XP_018472521.1
OG0001787	XP_013731963.2, XP_013722757.1	XP_018453150.1, XP_018453214.1
OG0001787	XP_013695284.1, XP_013666380.1	XP_018469920.1
OG0001787	XP_013677275.1, XP_013670381.1	XP_018489580.1
OG0001788	XP_013740786.2, XP_048607039.1	XP_018474827.1
OG0001788	XP_013710421.2	XP_018489519.1
OG0001788	XP_013660316.1	XP_018462078.1
OG0001788	XP_013719188.1, XP_013697897.1	XP_018480609.1
OG0001789	XP_013735404.2, XP_013735380.1	XP_018474706.1, XP_018465234.1
OG0001789	XP_013735381.2, XP_013684166.1	XP_018472939.1
OG0001789	XP_022547912.2	XP_018456005.1
OG0001789	XP_013698067.2, XP_013722742.1	XP_018447133.1
OG0001790	XP_013675707.2, XP_013744309.1	XP_018439833.1
OG0001790	XP_013666639.2, XP_013698086.1	XP_018434188.1
OG0001790	XP_013660628.2, XP_013737650.1	XP_018451538.1
OG0001791	XP_013657511.1	XP_018449064.1
OG0001791	XP_013696407.1, XP_013723242.2	XP_018492916.1
OG0001791	XP_013748740.2, XP_048636788.1	XP_018440117.1, XP_018440080.1
OG0001792	XP_048610279.1, XP_048636810.1	XP_018433289.1
OG0001792	XP_013731160.2, XP_048609914.1	XP_018478353.1
OG0001792	XP_013664536.2, XP_013697137.2	XP_018434847.1
OG0001793	XP_013697462.2, XP_013687154.2	XP_018437399.1
OG0001793	XP_022564225.1, XP_013657545.1	XP_018450632.1
OG0001793	XP_013683286.1, XP_013683512.1	XP_018473498.1
OG0001794	XP_013687137.2, XP_048613821.1	XP_018441825.1
OG0001794	XP_048597865.1	XP_018489400.1
OG0001794	XP_013747161.1, XP_013747154.2	XP_018477301.1, XP_018480546.1
OG0001795	XP_048614257.1, XP_013750938.2	XP_018485665.1
OG0001795	XP_048607935.1, XP_048626614.1	XP_018476370.1
OG0001795	XP_013667613.2, XP_013720921.2	XP_018446871.1, XP_018446843.1
OG0001796	XP_048636211.1, XP_048614220.1	XP_018492090.1
OG0001796	XP_013649806.1, XP_048602384.1	XP_018459306.1
OG0001797	XP_048607978.1, XP_048627015.1	XP_018473138.1
OG0001797	XP_048602275.1, XP_013682587.2	XP_018435101.1
OG0001797	XP_013740880.2, XP_013745024.2	XP_018490767.1
OG0001798	XP_048591107.1, XP_013646003.2	XP_018461961.1
OG0001798	XP_048632244.1, XP_048606075.1	XP_018492933.1, XP_018486977.1
OG0001798	XP_048618029.1	XP_018437501.1
OG0001798	XP_022558795.2, XP_013695907.3	XP_018490140.1
OG0001799	XP_048591148.1, XP_013643918.1	XP_018478976.1
OG0001799	XP_013735920.2, XP_013684470.2	XP_018486073.1, XP_018492931.1
OG0001799	XP_022558650.2, XP_048636069.1	XP_018491959.1
OG0001800	XP_013696865.1, XP_013714337.2	XP_018490397.1, XP_018490396.1
OG0001800	XP_048624987.1, XP_048599119.1	XP_018445876.1
OG0001801	XP_013660747.1, XP_048625620.1	XP_018457414.1
OG0001801	XP_013699479.1, XP_013677954.2	XP_018440522.1
OG0001801	XP_013750643.2, XP_013706277.1	XP_018491897.1
OG0001802	XP_013647256.1	XP_018445030.1
OG0001802	XP_013701069.2	XP_018474885.1
OG0001803	XP_013687590.1, XP_013744678.2	XP_018464437.1
OG0001803	XP_013734362.2, XP_013644452.1	XP_018473204.1
OG0001803	XP_048616992.1	XP_018442737.1
OG0001803	XP_013663112.1, XP_013663246.2	XP_018487363.1
OG0001804	XP_048617591.1, XP_013727020.1	XP_018456978.1, XP_018456980.1
OG0001804	XP_048603925.1	XP_018439932.1
OG0001804	XP_013641677.1, XP_013692610.2	XP_018482153.1
OG0001805	XP_048617545.1, XP_048592358.1	XP_018456183.1, XP_018456184.1
OG0001805	XP_013641620.1, XP_013660461.1	XP_018434517.1
OG0001805	XP_013712542.1	XP_018459774.1
OG0001805	XP_013731235.2	XP_018459761.1
OG0001806	XP_013641560.1, XP_013744571.2	XP_018465403.1, XP_018466993.1
OG0001806	XP_013712315.2, XP_013682970.1	XP_018451908.1, XP_018451918.1
OG0001807	XP_013658313.2	XP_018464073.1, XP_018479898.1
OG0001807	XP_013682056.1, XP_013740515.1	XP_018475557.1
OG0001807	XP_013673003.1	XP_018448263.1
OG0001807	XP_013739837.2	XP_018489046.1
OG0001808	XP_013717974.1, XP_013702663.2	XP_018468361.1
OG0001808	XP_013642036.2, XP_013642037.2, XP_013729979.3, XP_013730004.1	XP_018439919.1, XP_018439400.1
OG0001809	XP_048617250.1, XP_013725761.1	XP_018456311.1
OG0001809	XP_013666516.1, XP_048592687.1, XP_013729680.2	XP_018439816.1
OG0001809	XP_013698111.2, XP_013662861.1	XP_018476126.1
OG0001810	XP_013721740.1, XP_013651577.2	XP_018437673.1
OG0001810	XP_013695692.1, XP_013646765.2	XP_018461212.1, XP_018487427.1
OG0001810	XP_048606754.1, XP_013685278.3	XP_018460432.1, XP_018450077.1
OG0001810	XP_013652323.2, XP_013700973.1	XP_018455123.1
OG0001811	XP_013716036.2, XP_013659964.1	XP_018469247.1
OG0001811	XP_013752536.2	XP_018435894.1
OG0001811	XP_013696428.2, XP_013662718.1	XP_018489487.1
OG0001811	XP_013720776.1, XP_022571468.2	XP_018487760.1
OG0001812	XP_013649289.2, XP_013702530.2, XP_013649137.2, XP_013649145.1	XP_018445321.1
OG0001812	XP_022560843.2, XP_022545926.1	XP_018447799.1
OG0001812	XP_013709977.2, XP_048619629.1, XP_013662575.1, XP_013662659.1	XP_018439862.1
OG0001814	XP_048621033.1, XP_013659153.1	XP_018437129.1
OG0001814	XP_048608779.1, XP_013681287.2	XP_018460609.1, XP_018475334.1
OG0001814	XP_013716975.1, XP_048633550.1	XP_018481705.1, XP_018481194.1
OG0001814	XP_013640791.1, XP_013735678.1	XP_018471563.1
OG0001815	XP_013727679.2, XP_013683516.2	XP_018458596.1, XP_018466321.1
OG0001815	XP_013683179.2, XP_013667485.1	XP_018446508.1
OG0001815	XP_013683520.2	XP_018458609.1
OG0001815	XP_048624988.1, XP_013683181.2	XP_018446512.1
OG0001816	XP_013750690.2, XP_013750734.2	XP_018492849.1, XP_018467494.1
OG0001816	XP_013703569.2	XP_018477088.1
OG0001817	XP_013676140.2, XP_013718854.1	XP_018454687.1
OG0001817	XP_013678528.2, XP_013724066.2	XP_018473361.1
OG0001817	XP_013677113.2, XP_013729576.1, XP_022575533.1, XP_013640170.1	XP_018441905.1, XP_018438724.1
OG0001818	XP_013642841.1, XP_013718237.1	XP_018487043.1
OG0001818	XP_013714180.2, XP_013642403.2	XP_018436990.1
OG0001818	XP_013724679.2, XP_048595375.1	XP_018457413.1
OG0001818	XP_013643420.2, XP_013643677.2	XP_018478688.1
OG0001819	XP_048595514.1, XP_013652812.2	XP_018456344.1
OG0001819	XP_048618583.1, XP_013737042.1	XP_018484492.1
OG0001819	XP_048596988.1, XP_013697874.1	XP_018433597.1
OG0001820	XP_013683201.1, XP_048590842.1	XP_018493396.1
OG0001820	XP_048632796.1, XP_048600294.1	XP_018471385.1
OG0001820	XP_048590844.1	XP_018492444.1
OG0001821	XP_013702477.2, XP_013640355.1	XP_018442941.1
OG0001821	XP_048636921.1, XP_022566574.2	XP_018485511.1
OG0001821	XP_013702963.1	XP_018488262.1
OG0001822	XP_022575263.1, XP_022558367.1, XP_048630248.1	XP_018486837.1
OG0001822	XP_013752508.1, XP_048616612.1	XP_018489899.1
OG0001823	XP_048595623.1, XP_013742404.2	XP_018452317.1, XP_018452315.1
OG0001823	XP_048597532.1, XP_022564259.1	XP_018438237.1
OG0001823	XP_013652707.1	XP_018434968.1
OG0001823	XP_013682629.2, XP_013652705.1	XP_018462100.1
OG0001824	XP_013723927.1, XP_013689078.2	XP_018465954.1
OG0001824	XP_013748346.2	XP_018441295.1
OG0001824	XP_013678308.1	XP_018485578.1
OG0001824	XP_013737894.2, XP_013742861.2	XP_018483826.1
OG0001825	XP_013752155.1	XP_018438670.1, XP_018466245.1, XP_018481947.1
OG0001825	XP_022550716.1, XP_013742361.1	XP_018481076.1
OG0001825	XP_013708254.2, XP_048620634.1	XP_018486001.1
OG0001826	XP_013742188.1, XP_013742208.1	XP_018461051.1, XP_018465800.1
OG0001826	XP_013727397.2	XP_018483567.1, XP_018477440.1
OG0001826	XP_013692201.1, XP_013747844.2	XP_018440932.1
OG0001826	XP_013734489.2, XP_013647865.2	XP_018472823.1
OG0001827	XP_022556086.2, XP_048609704.1, XP_022574501.1	XP_018458568.1
OG0001827	XP_022573640.1, XP_013746411.1	XP_018458572.1
OG0001828	XP_048611246.1, XP_013725501.2	XP_018482193.1, XP_018481506.1
OG0001828	XP_013663813.1, XP_013712563.1	XP_018464902.1, XP_018491414.1
OG0001828	XP_048634270.1, XP_013670625.2	XP_018460723.1
OG0001830	XP_013648354.2	XP_018460878.1, XP_018445092.1
OG0001830	XP_048593047.1, XP_022555728.1, XP_048615953.1	XP_018445091.1, XP_018460877.1, XP_018467526.1
OG0001831	XP_013695765.2, XP_048637331.1, XP_013705787.2	XP_018481432.1, XP_018481408.1, XP_018480926.1, XP_018461752.1
OG0001831	XP_013695906.2, XP_013705525.1	XP_018461757.1, XP_018481789.1, XP_018481761.1
OG0001831	XP_013705672.1	XP_018443462.1, XP_018436298.1
OG0001832	XP_013740509.1, XP_013675443.2	XP_018475179.1
OG0001832	XP_013675544.2	XP_018466872.1
OG0001832	XP_048634443.1, XP_013744666.1	XP_018482910.1
OG0001832	XP_013691743.1, XP_048629631.1, XP_022570390.1	XP_018439776.1
OG0001833	XP_048621643.1, XP_048619241.1	XP_018461106.1, XP_018479054.1
OG0001833	XP_013669757.2, XP_048636441.1	XP_018470434.1
OG0001834	XP_022547166.2	XP_018440064.1
OG0001834	XP_048614116.1	XP_018492799.1
OG0001834	XP_013691896.2, XP_013641709.2	XP_018467575.1, XP_018469889.1, XP_018483027.1
OG0001834	XP_013641714.2	XP_018464390.1
OG0001835	XP_013646749.1, XP_022550457.2	XP_018481919.1
OG0001835	XP_048619519.1, NP_001303144.1	XP_018435961.1
OG0001835	XP_013645389.3, XP_022571314.2	XP_018484389.1
OG0001835	XP_013727416.1, XP_048594043.1	XP_018449759.1
OG0001836	XP_013670131.2, XP_013714156.1, XP_022563708.1	XP_018454988.1
OG0001836	XP_013669214.2	XP_018462242.1, XP_018462241.1, XP_018487492.1, XP_018468668.1
OG0001836	XP_013668704.1, XP_013710589.1	XP_018454963.1
OG0001837	XP_013710210.2	XP_018432966.1
OG0001837	XP_013718954.1	XP_018468543.1
OG0001837	XP_013718899.1	XP_018469577.1
OG0001838	XP_048591037.1, XP_013671691.1, XP_048591018.1	XP_018468370.1
OG0001838	XP_048591050.1, XP_013750617.2, XP_013671693.1	XP_018459246.1, XP_018468291.1
OG0001839	XP_022554008.1	XP_018475650.1
OG0001839	XP_013720213.1	XP_018463951.1, XP_018469338.1
OG0001841	XP_048612680.1, XP_048629260.1	XP_018435936.1, XP_018453719.1
OG0001841	XP_048596354.1	XP_018467126.1
OG0001841	XP_048608888.1, XP_013694529.1	XP_018435477.1
OG0001841	XP_022557780.2, XP_048624024.1	XP_018467432.1
OG0001844	XP_013681570.2, XP_013661496.2	XP_018477276.1, XP_018460074.1
OG0001844	XP_013745344.3, XP_013744428.2	XP_018456438.1
OG0001844	XP_048621076.1, XP_048597544.1	XP_018440301.1, XP_018440302.1
OG0001845	XP_013720364.1, XP_013740968.2	XP_018449889.1
OG0001845	XP_048602101.1, XP_013688925.1	XP_018468546.1
OG0001845	XP_048621236.1, XP_013705809.2, XP_013738280.1, XP_048619204.1	XP_018481768.1
OG0001845	XP_048620319.1, XP_048633055.1	XP_018479061.1
OG0001846	NP_001302871.1, XP_013724933.1	XP_018441656.1
OG0001846	XP_013670585.1, XP_022544686.2	XP_018471287.1
OG0001846	XP_048606314.1	XP_018450923.1
OG0001847	XP_013737696.1	XP_018449094.1
OG0001848	XP_013713962.1, XP_048626073.1	XP_018454859.1
OG0001848	XP_013657760.1, XP_013750791.1	XP_018433115.1
OG0001848	XP_013716117.2, XP_013641340.1	XP_018485919.1
OG0001848	XP_013645748.1, XP_013645722.1, XP_013640913.1	XP_018479695.1
OG0001849	XP_022565580.2, XP_013717571.2, XP_013691459.2, XP_013750838.1	XP_018439486.1
OG0001849	XP_048595767.1, XP_013687220.2	XP_018457691.1
OG0001849	XP_048626037.1	XP_018454789.1, XP_018453352.1
OG0001850	XP_048602906.1, XP_048628349.1, XP_013720949.1	XP_018436954.1
OG0001850	XP_022548421.2, XP_013716891.1	XP_018480847.1, XP_018478365.1
OG0001851	XP_013725046.2, XP_013695383.2	XP_018457872.1
OG0001851	XP_013697931.1, XP_048628262.1, XP_013724872.2	XP_018477662.1, XP_018458730.1
OG0001852	XP_013647755.2, XP_013699197.1, XP_048610752.1, NP_001302993.1	XP_018480923.1
OG0001852	XP_048595274.1, XP_048625590.1	XP_018454635.1
OG0001852	NP_001302887.1, XP_013644508.1	XP_018482683.1
OG0001853	XP_013688796.2, XP_013652913.1	XP_018457951.1, XP_018470000.1
OG0001853	XP_013708291.1, XP_048593193.1	XP_018438630.1
OG0001854	XP_013719436.2, XP_013692204.2	XP_018473394.1
OG0001854	XP_013722426.1, XP_022545317.2	XP_018444730.1
OG0001854	XP_022557362.2	XP_018462514.1
OG0001855	XP_022571536.1	XP_018470278.1
OG0001855	XP_013652493.1, XP_022556053.2	XP_018445361.1
OG0001856	XP_013644445.1, XP_013660711.2	XP_018456831.1
OG0001856	XP_013675231.2, XP_013655288.2	XP_018451600.1, XP_018451598.1
OG0001856	XP_048597766.1, XP_013708615.2	XP_018465140.1, XP_018490369.1
OG0001857	XP_013741391.1	XP_018469794.1
OG0001857	XP_013685022.2, XP_013673254.1	XP_018468243.1
OG0001857	XP_013732921.1	XP_018476336.1
OG0001857	XP_013712724.1, XP_013667028.2	XP_018452055.1
OG0001858	XP_013668396.1, XP_048624412.1, XP_013724647.2, XP_022554194.1	XP_018446908.1
OG0001858	XP_013676541.2, XP_013640893.2	XP_018441818.1
OG0001859	XP_013640199.2, XP_013640213.1	XP_018432778.1
OG0001859	XP_013668180.1, XP_013729431.1	XP_018442845.1, XP_018442850.1
OG0001860	XP_013715599.3	XP_018445907.1
OG0001860	XP_013648170.1	XP_018492561.1
OG0001860	XP_013729584.1	XP_018433038.1
OG0001860	XP_013750149.1, XP_022575532.1	XP_018488520.1
OG0001861	XP_022575528.1	XP_018492651.1
OG0001861	XP_013648173.1, XP_013736140.1	XP_018485524.1
OG0001861	XP_013724014.1, XP_013678520.1, XP_048626715.1, XP_013715690.2, XP_013728515.1	XP_018442731.1
OG0001862	XP_048598521.1, XP_013670838.1	XP_018446885.1
OG0001862	XP_013646568.2, XP_013711216.1, XP_013750100.1	XP_018485476.1
OG0001863	XP_013740218.1, XP_048600137.1	XP_018446266.1
OG0001863	XP_013681219.1, XP_013640543.1	XP_018472938.1
OG0001863	XP_022571443.2, XP_013710473.2	XP_018467376.1
OG0001864	XP_013719425.1	XP_018454300.1
OG0001864	XP_013733617.1, XP_013640718.1	XP_018476000.1
OG0001864	XP_048611746.1, XP_022543822.2, XP_048593420.1	XP_018448653.1
OG0001865	XP_013675663.1, XP_022544934.2	XP_018452175.1
OG0001865	XP_013686598.1, XP_013666741.1	XP_018457717.1, XP_018457709.1
OG0001865	XP_048598649.1, XP_013742747.1	XP_018471787.1
OG0001866	XP_048624584.1, XP_022548980.1	XP_018454785.1
OG0001866	XP_022544927.2, XP_048627419.1, XP_048627189.1, XP_048603121.1	XP_018445055.1
OG0001866	XP_013742583.2, XP_013741744.2	XP_018470476.1
OG0001867	XP_013696167.2, XP_013667069.2	XP_018453310.1, XP_018456178.1
OG0001867	XP_022566614.1, XP_048628763.1	XP_018475911.1
OG0001867	XP_013741538.1, XP_013706062.2, XP_022572697.2, XP_013641325.1	XP_018470330.1
OG0001868	XP_013676041.1	XP_018470489.1
OG0001868	XP_048608048.1	XP_018474546.1
OG0001868	XP_013727153.2, XP_013720817.1	XP_018445015.1
OG0001869	XP_048590939.1, XP_013643227.2	XP_018491445.1
OG0001869	XP_013678799.1, XP_048626232.1, XP_022554301.1	XP_018475961.1
OG0001870	XP_013681090.1	XP_018474777.1
OG0001870	XP_013701231.2, XP_013666127.1	XP_018443091.1
OG0001870	XP_048626245.1, XP_048626254.1, XP_048602761.1	XP_018468313.1
OG0001871	XP_013723063.1	XP_018486104.1
OG0001871	XP_048616783.1, XP_048603275.1, XP_013675432.1	XP_018436519.1
OG0001871	XP_013710341.1, XP_013741711.1	XP_018454931.1
OG0001872	XP_013715560.2, XP_013722952.1	XP_018442239.1
OG0001872	XP_048602716.1, XP_013678596.2	XP_018446930.1
OG0001872	XP_048627677.1, XP_013680297.1, XP_013726735.2, XP_048607838.1	XP_018476529.1
OG0001873	XP_013680308.1, XP_013680313.2	XP_018475993.1
OG0001873	XP_013737485.1	XP_018442519.1
OG0001873	XP_013715306.2	XP_018454996.1
OG0001874	XP_022569892.1, XP_013715293.2	XP_018446276.1
OG0001874	XP_013691290.2, XP_048603378.1	XP_018468567.1, XP_018468581.1
OG0001874	XP_013668413.2, XP_048637521.1, XP_013668367.2, XP_048606709.1	XP_018436145.1, XP_018436142.1
OG0001875	XP_013718884.3, XP_013730175.1, XP_013715273.2	XP_018443876.1
OG0001875	XP_013655591.1, XP_013661064.1	XP_018457260.1, XP_018455118.1
OG0001876	XP_013661074.2, XP_013677615.2	XP_018452312.1
OG0001876	XP_013705346.2, XP_013736968.1	XP_018486750.1
OG0001876	XP_048624908.1, XP_013680376.1	XP_018473262.1, XP_018474781.1
OG0001877	XP_013718949.1, XP_048603108.1	XP_018469037.1
OG0001877	XP_013746781.1, XP_013715611.2	XP_018444950.1, XP_018444951.1
OG0001877	XP_013693699.3, XP_048632992.1, XP_048632993.1	XP_018482228.1
OG0001878	XP_022562704.2, XP_013737319.1	XP_018463745.1, XP_018484090.1
OG0001878	XP_013697869.2, XP_013707599.1	XP_018466246.1, XP_018464003.1
OG0001879	XP_013737273.2, XP_013703801.1	XP_018478456.1
OG0001879	XP_013718705.2, XP_048616285.1, XP_013732824.2	XP_018467604.1, XP_018435772.1
OG0001880	XP_013688062.1, XP_013719649.1	XP_018454146.1, XP_018444707.1
OG0001880	XP_048594680.1, XP_013655976.2, XP_048622555.1, XP_013731785.1, XP_013655978.2	XP_018451565.1
OG0001881	XP_048626763.1	XP_018450199.1
OG0001881	XP_048601527.1	XP_018469697.1
OG0001881	XP_013741407.1	XP_018482359.1
OG0001882	XP_013671913.1, XP_013659488.2	XP_018456421.1
OG0001882	XP_013671165.1, XP_013737089.1, XP_048594726.1, XP_013730024.1	XP_018471234.1
OG0001883	XP_013662008.1, XP_013712095.1	XP_018452059.1
OG0001883	XP_013656135.1, XP_013685756.2	XP_018448101.1, XP_018461917.1
OG0001883	XP_013642970.1, XP_013664738.1	XP_018469540.1
OG0001884	XP_013677757.2, XP_013661629.2	XP_018451285.1
OG0001884	XP_048638287.1, XP_048614067.1, XP_013749553.2, XP_013641533.2	XP_018493206.1
OG0001884	XP_022567387.1, XP_013648533.2	XP_018445360.1
OG0001885	XP_013715121.2, XP_013707567.1	XP_018447224.1
OG0001885	XP_048616849.1, XP_013662247.1	XP_018441367.1
OG0001885	XP_048624564.1, XP_013691455.2	XP_018456852.1, XP_018455005.1
OG0001885	XP_022552653.1, XP_013695270.2	XP_018471951.1
OG0001886	XP_048614636.1, XP_048636288.1	XP_018432608.1
OG0001886	XP_048594463.1	XP_018451925.1
OG0001886	XP_048631965.1, XP_022554987.2	XP_018476557.1
OG0001887	XP_048631934.1, XP_048631937.1, XP_048631932.1, XP_048631933.1, XP_048606877.1, XP_048606878.1	XP_018472585.1, XP_018472618.1
OG0001887	XP_048616942.1	XP_018439931.1
OG0001888	XP_013655102.2, XP_048626641.1, XP_022555675.1	XP_018464728.1, XP_018449640.1
