Orthogroup	Cardamine_glauca	Rorippa_islandica
OG0001761	Cg006G1884100	Roisl.0023s0099.1.p, Roisl.0210s0147.1.p, Roisl.0002s0231.1.p, Roisl.0066s0055.1.p, Roisl.0204s0064.1.p, Roisl.0087s0023.1.p, Roisl.0015s0009.1.p, Roisl.0005s0369.1.p, Roisl.0012s0078.1.p, Roisl.0012s0077.1.p, Roisl.0011s0429.1.p, Roisl.0005s0370.1.p, Roisl.0075s0227.1.p, Roisl.0022s0007.1.p, Roisl.0012s0076.1.p, Roisl.0209s0486.1.p, Roisl.0015s0010.1.p, Roisl.0011s0229.1.p, Roisl.0011s0428.1.p, Roisl.0041s0010.1.p, Roisl.0075s0226.1.p, Roisl.0179s0088.1.p, Roisl.0055s0050.1.p, Roisl.0195s0014.1.p, Roisl.0022s0008.1.p, Roisl.0210s0148.1.p, Roisl.0047s0069.1.p, Roisl.0023s0100.1.p, Roisl.0066s0053.1.p, Roisl.0002s0232.1.p, Roisl.0204s0065.1.p, Roisl.0036s0094.1.p, Roisl.0091s0389.1.p, Roisl.0046s0115.1.p, Roisl.0214s0571.1.p, Roisl.0040s0046.1.p, Roisl.0046s0114.1.p, Roisl.0091s0388.1.p, Roisl.0048s0011.1.p, Roisl.0060s0022.1.p, Roisl.0047s0073.1.p, Roisl.0020s0077.1.p, Roisl.0184s0226.1.p, Roisl.0045s0001.1.p, Roisl.0045s0042.1.p, Roisl.0011s0119.1.p
OG0001763	Cg004G1096700	Roisl.0016s0285.1.p
OG0001763	Cg008G2739300	Roisl.0210s1454.1.p
OG0001764	Cg008G2731300	Roisl.0210s1375.1.p
OG0001764	Cg004G1091200	Roisl.0016s0227.1.p
OG0001765	Cg008G2728500	Roisl.0210s1341.1.p
OG0001765	Cg004G1089300	Roisl.0016s0209.1.p
OG0001766	Cg008G2727700	Roisl.0210s1333.1.p
OG0001767	Cg006G2149000	Roisl.0021s0221.1.p
OG0001768	Cg007G2473100	Roisl.0019s0504.1.p
OG0001768	Cg008G2712700	Roisl.0210s1189.1.p
OG0001769	Cg008G2707800	Roisl.0210s1139.1.p
OG0001770	Cg007G2572400	Roisl.0115s0099.1.p
OG0001770	Cg008G2705900	Roisl.0210s1121.1.p
OG0001771	Cg003G0723000, Cg014G3031700	Roisl.0082s0429.1.p
OG0001771	Cg006G1957400	Roisl.0213s0440.1.p
OG0001772	Cg008G2672700	Roisl.0210s0772.1.p
OG0001772	Cg003G1048200	Roisl.0024s0458.1.p
OG0001773	Cg003G1046000	Roisl.0024s0432.1.p
OG0001773	Cg008G2671300	Roisl.0210s0760.1.p
OG0001774	Cg008G2652000	Roisl.0210s0544.1.p
OG0001774	Cg003G1000600	Roisl.0080s0159.1.p
OG0001775	Cg008G2648400	Roisl.0210s0504.1.p
OG0001775	Cg003G1006500	Roisl.0080s0094.1.p
OG0001776	Cg006G2234100	Roisl.0210s0263.1.p
OG0001776	Cg003G0727400, Cg003G0870500	Roisl.0082s0381.1.p
OG0001777	Cg006G2189200	Roisl.0091s1028.1.p
OG0001777	Cg005G1642800	Roisl.0082s0696.1.p
OG0001778	Cg005G1640400	Roisl.0082s0727.1.p
OG0001778	Cg006G2190500	Roisl.0091s1015.1.p
OG0001779	Cg005G1638000	Roisl.0082s0750.1.p
OG0001779	Cg006G2191000	Roisl.0091s1008.1.p
OG0001780	Cg006G2194900	Roisl.0091s0970.1.p
OG0001780	Cg005G1631500	Roisl.0033s0033.1.p
OG0001781	Cg006G2203300	Roisl.0091s0886.1.p
OG0001781	Cg005G1620200	Roisl.0033s0117.1.p
OG0001782	Cg005G1601200	Roisl.0028s0714.1.p, Roisl.0028s0715.1.p
OG0001783	Cg008G2940800	Roisl.0012s0228.1.p
OG0001783	Cg006G2228100	Roisl.0210s0325.1.p
OG0001784	Cg001G0151300	Roisl.0022s0168.1.p
OG0001784	Cg003G0896600	Roisl.0189s0227.1.p
OG0001785	Cg003G0902700	Roisl.0189s0167.1.p
OG0001785	Cg001G0149100	Roisl.0022s0193.1.p
OG0001786	Cg001G0148900	Roisl.0022s0195.1.p
OG0001787	Cg008G2923000	Roisl.0214s0273.1.p
OG0001787	Cg006G1871500	Roisl.0179s0010.1.p
OG0001788	Cg008G2924300	Roisl.0214s0258.1.p
OG0001789	Cg006G1970700	Roisl.0213s0299.1.p
OG0001789	Cg005G1586300	Roisl.0028s0875.1.p
OG0001790	Cg003G1025000	Roisl.0024s0222.1.p
OG0001791	Cg003G1020800	Roisl.0024s0169.1.p
OG0001791	Cg003G0787200	Roisl.0074s0829.1.p
OG0001792	Cg003G1019700, Cg003G1019600	Roisl.0024s0159.1.p, Roisl.0024s0158.1.p
OG0001793	Cg006G2002700	Roisl.0015s0090.1.p
OG0001793	Cg006G2002600	Roisl.0015s0091.1.p
OG0001795	Cg004G1276000, Cg004G1275900	Roisl.0046s0286.1.p
OG0001796	Cg002G0593400	Roisl.0037s0042.1.p
OG0001796	Cg008G2779200	Roisl.0210s1874.1.p
OG0001797	Cg002G0591800	Roisl.0037s0028.1.p
OG0001797	Cg008G2780000	Roisl.0210s1882.1.p
OG0001798	Cg002G0576100	Roisl.0020s0157.1.p
OG0001798	Cg003G0995100	Roisl.0080s0228.1.p
OG0001799	Cg003G0989400, Cg003G0989500	Roisl.0080s0280.1.p, Roisl.0080s0284.1.p
OG0001800	Cg002G0559100	Roisl.0209s0388.1.p
OG0001800	Cg003G0981600	Roisl.0080s0371.1.p
OG0001802	Cg003G0947600	Roisl.0080s0743.1.p
OG0001802	Cg001G0136900	Roisl.0022s0321.1.p
OG0001803	Cg004G1177700	Roisl.0074s0827.1.p
OG0001803	Cg008G2636800	Roisl.0042s0015.1.p
OG0001804	Cg008G2628400	Roisl.0042s0102.1.p
OG0001804	Cg004G1424000	Roisl.0066s0023.1.p
OG0001805	Cg004G1164600	Roisl.0074s0961.1.p
OG0001805	Cg008G2617300	Roisl.0030s0179.1.p
OG0001806	Cg004G1161800	Roisl.0074s0998.1.p
OG0001806	Cg008G2613100	Roisl.0030s0145.1.p
OG0001807	Cg008G2612700	Roisl.0030s0141.1.p
OG0001807	Cg004G1161600	Roisl.0074s0999.1.p
OG0001808	Cg004G1157000	Roisl.0079s0337.1.p
OG0001808	Cg008G2603200	Roisl.0030s0038.1.p
OG0001809	Cg002G0652800	Roisl.0011s0524.1.p
OG0001809	Cg001G0380000	Roisl.0009s0154.1.p
OG0001810	Cg001G0037600	Roisl.0001s0254.1.p
OG0001810	Cg001G0037500	Roisl.0001s0255.1.p
OG0001811	Cg006G2093200	Roisl.0007s0416.1.p
OG0001811	Cg007G2555600	Roisl.0004s0049.1.p
OG0001812	Cg007G2540300	Roisl.0004s0202.1.p
OG0001812	Cg006G2053800	Roisl.0049s0038.1.p
OG0001813	Cg007G2539500	Roisl.0004s0208.1.p
OG0001813	Cg006G2054900	Roisl.0007s0006.1.p
OG0001814	Cg007G2538200	Roisl.0004s0220.1.p
OG0001814	Cg006G2055800	Roisl.0007s0020.1.p
OG0001815	Cg007G2532000	Roisl.0004s0284.1.p
OG0001815	Cg006G2062800	Roisl.0007s0101.1.p
OG0001816	Cg007G2490800	Roisl.0019s0298.1.p
OG0001817	Cg001G0353900	Roisl.0213s0818.1.p
OG0001817	Cg001G0347000, Cg001G0347600	Roisl.0032s0001.1.p
OG0001817	Cg001G0347400, Cg001G0346000, Cg001G0345900, Cg001G0344200	Roisl.0032s0002.1.p
OG0001818	Cg006G2071700	Roisl.0007s0192.1.p
OG0001819	Cg004G1411500	Roisl.0066s0188.1.p
OG0001819	Cg001G0045900	Roisl.0001s0169.1.p
OG0001820	Cg001G0039800	Roisl.0001s0226.1.p
OG0001820	Cg004G1414500	Roisl.0066s0137.1.p
OG0001821	Cg005G1569100	Roisl.0054s0019.1.p
OG0001821	Cg002G0498300	Roisl.0046s1267.1.p
OG0001822	Cg002G0662100	Roisl.0011s0426.1.p
OG0001822	Cg005G1566000	Roisl.0017s0016.1.p
OG0001824	Cg007G2500300	Roisl.0019s0187.1.p
OG0001824	Cg006G2087600	Roisl.0007s0357.1.p
OG0001826	Cg007G2514100	Roisl.0004s0467.1.p
OG0001826	Cg006G2078500	Roisl.0007s0263.1.p
OG0001827	Cg001G0110300	Roisl.0044s0066.1.p
OG0001827	Cg004G1435900	Roisl.0214s0385.1.p
OG0001828	Cg006G2018700	Roisl.0191s0336.1.p
OG0001828	Cg007G2465400	Roisl.0019s0584.1.p
OG0001829	Cg001G0218100	Roisl.0091s0480.1.p
OG0001829	Cg008G2969600	Roisl.0005s0201.1.p
OG0001830	Cg008G2961200	Roisl.0005s0305.1.p
OG0001830	Cg001G0209100	Roisl.0091s0394.1.p
OG0001831	Cg008G2842100	Roisl.0198s0048.1.p
OG0001831	Cg006G2190800	Roisl.0091s1010.1.p
OG0001832	Cg004G1280200	Roisl.0115s0470.1.p
OG0001832	Cg006G1818100	Roisl.0006s0225.1.p
OG0001833	Cg004G1225700	Roisl.0074s0332.1.p
OG0001833	Cg006G1812700	Roisl.0006s0290.1.p
OG0001834	Cg005G1589400	Roisl.0028s0841.1.p
OG0001834	Cg003G0907500	Roisl.0031s0005.1.p, Roisl.0031s0004.1.p
OG0001835	Cg001G0221800	Roisl.0091s0531.1.p
OG0001835	Cg001G0222700, Cg001G0222500	Roisl.0017s0173.1.p, Roisl.0091s0530.1.p
OG0001836	Cg005G1637900	Roisl.0082s0751.1.p
OG0001837	Cg004G1382700, Cg004G1390300	Roisl.0045s0061.1.p
OG0001837	Cg001G0060500	Roisl.0008s0362.1.p
OG0001838	Cg004G1406300	Roisl.0066s0232.1.p
OG0001838	Cg001G0048400	Roisl.0001s0139.1.p
OG0001839	Cg001G0165900	Roisl.0008s0189.1.p
OG0001839	Cg003G0763200	Roisl.0213s0628.1.p
OG0001840	Cg001G0175300	Roisl.0091s0031.1.p
OG0001840	Cg003G0753600	Roisl.0213s0526.1.p
OG0001842	Cg006G2233700	Roisl.0210s0264.1.p
OG0001842	Cg001G0196500	Roisl.0091s0255.1.p
OG0001843	Cg003G0735200, Cg003G0863200	Roisl.0082s0302.1.p
OG0001843	Cg001G0193500	Roisl.0091s0222.1.p
OG0001844	Cg003G0738300, Cg003G0859700	Roisl.0082s0260.1.p
OG0001844	Cg001G0188800	Roisl.0091s0174.1.p
OG0001845	Cg006G2182800	Roisl.0091s1094.1.p
OG0001846	Cg002G0453000	Roisl.0026s0185.1.p
OG0001846	Cg005G1516700	Roisl.0028s0485.1.p
OG0001847	Cg005G1452800, Cg002G0402400	Roisl.0018s0420.1.p
OG0001848	Cg002G0408700	Roisl.0018s0340.1.p
OG0001849	Cg002G0422100	Roisl.0018s0186.1.p
OG0001849	Cg005G1477900	Roisl.0028s0068.1.p
OG0001850	Cg005G1481700	Roisl.0028s0105.1.p
OG0001851	Cg002G0426300	Roisl.0018s0130.1.p
OG0001852	Cg002G0427100	Roisl.0018s0120.1.p
OG0001852	Cg005G1486600	Roisl.0028s0155.1.p
OG0001853	Cg005G1488100	Roisl.0028s0171.1.p
OG0001853	Cg002G0428000	Roisl.0018s0110.1.p
OG0001854	Cg002G0430100	Roisl.0018s0083.1.p
OG0001854	Cg002G0430400	Roisl.0018s0081.1.p
OG0001855	Cg005G1520600	Roisl.0028s0528.1.p
OG0001855	Cg002G0457700	Roisl.0046s1670.1.p
OG0001856	Cg005G1534100	Roisl.0017s0355.1.p
OG0001856	Cg002G0469800	Roisl.0046s1551.1.p
OG0001857	Cg004G1398700	Roisl.0046s1461.1.p
OG0001857	Cg002G0479400	Roisl.0046s1462.1.p
OG0001858	Cg002G0493300	Roisl.0046s1308.1.p
OG0001858	Cg005G1563000	Roisl.0017s0046.1.p
OG0001859	Cg001G0035600	Roisl.0001s0275.1.p
OG0001859	Cg004G1419800	Roisl.0066s0074.1.p
OG0001860	Cg001G0033300	Roisl.0001s0300.1.p
OG0001860	Cg004G1422300	Roisl.0066s0040.1.p
OG0001861	Cg007G2417400	Roisl.0209s0032.1.p
OG0001861	Cg007G2417300, Cg007G2417900	Roisl.0209s0037.1.p
OG0001864	Cg005G1760700	Roisl.0046s0552.1.p
OG0001864	Cg001G0023500	Roisl.0001s0411.1.p
OG0001865	Cg006G1902500	Roisl.0072s0003.1.p
OG0001865	Cg003G0801800	Roisl.0184s0023.1.p
OG0001866	Cg006G2166000	Roisl.0021s0018.1.p
OG0001866	Cg004G1145700	Roisl.0079s0215.1.p
OG0001867	Cg005G1505400	Roisl.0028s0361.1.p
OG0001867	Cg005G1505500	Roisl.0028s0362.1.p
OG0001869	Cg006G2056800	Roisl.0007s0036.1.p
OG0001870	Cg005G1503400	Roisl.0028s0461.1.p
OG0001871	Cg004G1087300	Roisl.0016s0191.1.p
OG0001872	Cg004G1124200	Roisl.0039s0158.1.p
OG0001872	Cg004G1305300	Roisl.0053s0326.1.p
OG0001873	Cg006G2123900	Roisl.0007s0756.1.p
OG0001873	Cg002G0679600	Roisl.0011s0215.1.p
OG0001874	Cg005G1723700	Roisl.0189s0082.1.p
OG0001874	Cg001G0075900	Roisl.0003s0281.1.p
OG0001875	Cg001G0365200	Roisl.0009s0317.1.p
OG0001875	Cg002G0644200	Roisl.0188s0076.1.p
OG0001876	Cg001G0364500	Roisl.0070s0007.1.p
OG0001876	Cg001G0364400	Roisl.0070s0008.1.p
OG0001877	Cg001G0350200	Roisl.0046s0023.1.p
OG0001877	Cg007G2436700	Roisl.0024s0088.1.p
OG0001878	Cg014G3053900	Roisl.0191s0471.1.p
OG0001878	Cg006G2250400	Roisl.0210s0076.1.p
OG0001879	Cg006G2156400	Roisl.0021s0137.1.p
OG0001879	Cg001G0143500	Roisl.0022s0251.1.p
OG0001880	Cg006G2155800	Roisl.0021s0144.1.p
OG0001880	Cg007G2296300	Roisl.0214s0563.1.p
OG0001881	Cg006G2142700	Roisl.0021s0290.1.p
OG0001881	Cg007G2280000	Roisl.0209s0564.1.p
OG0001882	Cg006G2142300	Roisl.0021s0295.1.p
OG0001882	Cg007G2279100	Roisl.0209s0556.1.p
OG0001883	Cg007G2272700	Roisl.0010s0125.1.p
OG0001883	Cg006G2136800	Roisl.0021s0362.1.p
OG0001884	Cg002G0671800	Roisl.0011s0323.1.p
OG0001884	Cg006G2131300	Roisl.0021s0420.1.p
OG0001885	Cg006G2118700	Roisl.0007s0694.1.p
OG0001886	Cg006G2110400	Roisl.0007s0603.1.p
OG0001886	Cg006G1843600	Roisl.0013s0062.1.p
OG0001887	Cg006G2106000	Roisl.0007s0555.1.p
OG0001887	Cg006G2105900	Roisl.0007s0554.1.p
OG0001888	Cg007G2493200	Roisl.0019s0266.1.p
OG0001888	Cg006G2091600	Roisl.0007s0399.1.p
OG0001889	Cg006G2090100	Roisl.0007s0383.1.p
OG0001889	Cg007G2496600	Roisl.0019s0232.1.p
OG0001890	Cg002G0685000	Roisl.0011s0140.1.p
OG0001891	Cg007G2471200	Roisl.0019s0524.1.p
OG0001891	Cg006G2024800	Roisl.0191s0268.1.p
OG0001892	Cg001G0021100	Roisl.0001s0431.1.p
OG0001892	Cg001G0021200	Roisl.0001s0430.1.p
OG0001893	Cg005G1726800	Roisl.0023s0106.1.p
OG0001893	Cg001G0078400	Roisl.0003s0262.1.p
OG0001894	Cg004G1375100	Roisl.0047s0035.1.p
OG0001894	Cg001G0062900	Roisl.0008s0335.1.p
OG0001895	Cg001G0089700	Roisl.0003s0149.1.p
OG0001895	Cg005G1746700	Roisl.0051s0017.1.p
OG0001896	Cg005G1746500	Roisl.0051s0015.1.p
OG0001896	Cg001G0089900	Roisl.0003s0147.1.p
OG0001897	Cg001G0093700	Roisl.0003s0104.1.p
OG0001897	Cg005G1743400	Roisl.0021s0619.1.p
OG0001899	Cg004G1261900	Roisl.0063s0012.1.p, Roisl.0020s0187.1.p, Roisl.0179s0092.1.p, Roisl.0214s0892.1.p, Roisl.0214s0893.1.p, Roisl.0014s0057.1.p
OG0001900	Cg001G0368200	Roisl.0009s0287.1.p
OG0001900	Cg002G0640700	Roisl.0188s0105.1.p
OG0001902	Cg014G3054200, Cg003G0701700	Roisl.0015s0052.1.p
OG0001903	Cg013G3025300, Cg009G2989600, Cg006G1932200, Cg005G1683800	Roisl.0213s0764.1.p, Roisl.0032s0043.1.p, Roisl.0041s0004.1.p, Roisl.0075s0050.1.p, Roisl.0043s0044.1.p, Roisl.0003s0312.1.p, Roisl.0078s0012.1.p, Roisl.0058s0023.1.p, Roisl.0184s0164.1.p, Roisl.0091s0611.1.p, Roisl.0014s0051.1.p, Roisl.0029s0086.1.p, Roisl.0061s0018.1.p, Roisl.0194s0027.1.p, Roisl.0028s0283.1.p, Roisl.0056s0005.1.p, Roisl.0082s0524.1.p, Roisl.0037s0012.1.p, Roisl.0115s0415.1.p, Roisl.0082s0014.1.p, Roisl.0080s0731.1.p, Roisl.0184s0232.1.p, Roisl.0209s0546.1.p, Roisl.0036s0114.1.p, Roisl.0080s0729.1.p, Roisl.0002s0256.1.p, Roisl.0185s0071.1.p, Roisl.0204s0178.1.p, Roisl.0209s0515.1.p, Roisl.0017s0124.1.p, Roisl.0213s0007.1.p, Roisl.0046s1266.1.p, Roisl.0184s0236.1.p, Roisl.0210s2046.1.p, Roisl.0056s0044.1.p, Roisl.0053s0190.1.p, Roisl.0082s0015.1.p
OG0001910	Cg001G0096800	Roisl.0003s0067.1.p
OG0001910	Cg005G1750300	Roisl.0021s0583.1.p
OG0001911	Cg005G1748800	Roisl.0021s0594.1.p
OG0001911	Cg001G0095700	Roisl.0003s0081.1.p
OG0001912	Cg008G2728200	Roisl.0210s1338.1.p
OG0001912	Cg004G1088700	Roisl.0016s0204.1.p
OG0001913	Cg004G1104600	Roisl.0016s0381.1.p
OG0001913	Cg004G1138500	Roisl.0079s0136.1.p
OG0001914	Cg004G1084800	Roisl.0016s0162.1.p
OG0001914	Cg008G2722700	Roisl.0210s1279.1.p
OG0001915	Cg008G2698700	Roisl.0210s1044.1.p
OG0001915	Cg004G1145600	Roisl.0079s0214.1.p
OG0001916	Cg008G2759500	Roisl.0210s1660.1.p
OG0001916	Cg008G2690000	Roisl.0210s0955.1.p
OG0001917	Cg008G2688000	Roisl.0210s0935.1.p
OG0001917	Cg008G2760500	Roisl.0210s1670.1.p
OG0001918	Cg008G2805600	Roisl.0046s0174.1.p
OG0001918	Cg008G2674600	Roisl.0210s0789.1.p
OG0001919	Cg008G2804800	Roisl.0046s0165.1.p
OG0001919	Cg008G2673700	Roisl.0210s0779.1.p
OG0001920	Cg008G2667400	Roisl.0210s0719.1.p
OG0001920	Cg008G2667300	Roisl.0210s0718.1.p
OG0001921	Cg008G2667000	Roisl.0210s0715.1.p
OG0001922	Cg005G1760900	Roisl.0046s0556.1.p
OG0001922	Cg008G2663500	Roisl.0210s0678.1.p
OG0001923	Cg008G2661500	Roisl.0210s0650.1.p
OG0001923	Cg003G1033700	Roisl.0024s0306.1.p
OG0001924	Cg008G2650500	Roisl.0210s0528.1.p
OG0001924	Cg003G1002800	Roisl.0080s0136.1.p
OG0001925	Cg006G2197700	Roisl.0091s0943.1.p
OG0001925	Cg005G1626700	Roisl.0033s0080.1.p
OG0001926	Cg005G1626300	Roisl.0033s0085.1.p
OG0001926	Cg006G2197900	Roisl.0091s0941.1.p
OG0001927	Cg006G2203000	Roisl.0091s0889.1.p
OG0001927	Cg005G1621000	Roisl.0033s0125.1.p
OG0001928	Cg004G1385600, Cg004G1378200	Roisl.0047s0001.1.p
OG0001928	Cg004G1386000	Roisl.0047s0009.1.p, Roisl.0047s0007.1.p
OG0001928	Cg004G1377400, Cg004G1385500	Roisl.0047s0008.1.p
OG0001929	Cg006G2219300	Roisl.0091s0714.1.p
OG0001929	Cg005G1602000	Roisl.0028s0705.1.p
OG0001930	Cg006G2228700	Roisl.0210s0320.1.p
OG0001931	Cg001G0148700	Roisl.0022s0197.1.p
OG0001931	Cg003G0903200	Roisl.0189s0162.1.p, Roisl.0189s0161.1.p
OG0001932	Cg005G1464300	Roisl.0035s0093.1.p
OG0001933	Cg005G1597600	Roisl.0028s0749.1.p
OG0001933	Cg006G1995600	Roisl.0213s0065.1.p
OG0001934	Cg006G1962700	Roisl.0213s0381.1.p
OG0001934	Cg005G1583100	Roisl.0028s0917.1.p
OG0001935	Cg005G1579500	Roisl.0028s0955.1.p
OG0001935	Cg006G1947500	Roisl.0209s0175.1.p
OG0001936	Cg005G1580000	Roisl.0028s0951.1.p
OG0001936	Cg006G1947000	Roisl.0209s0169.1.p
OG0001937	Cg002G0527500	Roisl.0046s0949.1.p
OG0001937	Cg003G1056400	Roisl.0024s0541.1.p
OG0001938	Cg004G1212300	Roisl.0074s0460.1.p
OG0001938	Cg003G0998900	Roisl.0080s0183.1.p
OG0001939	Cg008G2793500	Roisl.0210s2035.1.p
OG0001939	Cg002G0539200	Roisl.0046s0809.1.p
OG0001940	Cg005G1726700	Roisl.0003s0265.1.p
OG0001940	Cg008G2811400	Roisl.0046s0227.1.p
OG0001941	Cg008G2768000	Roisl.0210s1757.1.p
OG0001941	Cg003G0980900	Roisl.0080s0380.1.p
OG0001942	Cg002G0581100	Roisl.0027s0090.1.p
OG0001942	Cg008G2786200	Roisl.0210s1952.1.p
OG0001943	Cg003G0996000	Roisl.0080s0218.1.p
OG0001943	Cg002G0576700	Roisl.0019s0078.1.p
OG0001944	Cg003G0986500	Roisl.0209s0342.1.p
OG0001945	Cg007G2301600, Cg007G2301700	Roisl.0214s0580.1.p
OG0001945	Cg007G2297200	Roisl.0214s0550.1.p
OG0001946	Cg003G0974200	Roisl.0080s0451.1.p
OG0001946	Cg008G2643200	Roisl.0210s0447.1.p
OG0001947	Cg003G0965600	Roisl.0080s0545.1.p
OG0001947	Cg001G0145200	Roisl.0022s0233.1.p
OG0001948	Cg003G0964900	Roisl.0080s0553.1.p
OG0001948	Cg001G0144900	Roisl.0022s0236.1.p
OG0001949	Cg004G1404800	Roisl.0066s0250.1.p
OG0001950	Cg001G0357200	Roisl.0213s0840.1.p
OG0001951	Cg001G0138100	Roisl.0022s0307.1.p
OG0001951	Cg003G0949700	Roisl.0080s0714.1.p
OG0001952	Cg001G0132800	Roisl.0022s0367.1.p
OG0001953	Cg003G0934900	Roisl.0080s0873.1.p
OG0001953	Cg001G0131200	Roisl.0022s0383.1.p
OG0001954	Cg004G1182100	Roisl.0074s0779.1.p
OG0001954	Cg008G2641600	Roisl.0210s0431.1.p
OG0001955	Cg008G2637700	Roisl.0042s0006.1.p
OG0001955	Cg004G1178400	Roisl.0074s0818.1.p
OG0001956	Cg008G2620500	Roisl.0030s0209.1.p
OG0001957	Cg004G1158300	Roisl.0074s1035.1.p
OG0001957	Cg008G2606400	Roisl.0030s0073.1.p
OG0001958	Cg004G1157400	Roisl.0079s0342.1.p
OG0001959	Cg008G2589500	Roisl.0034s0071.1.p
OG0001959	Cg001G0070900	Roisl.0003s0343.1.p
OG0001960	Cg002G0651900	Roisl.0028s0378.1.p, Roisl.0011s0533.1.p
OG0001960	Cg001G0378900	Roisl.0009s0166.1.p
OG0001961	Cg006G2106600	Roisl.0007s0559.1.p
OG0001961	Cg005G1611000	Roisl.0115s0091.1.p
OG0001962	Cg007G2569900	Roisl.0115s0132.1.p
OG0001962	Cg006G2104100	Roisl.0007s0536.1.p
OG0001963	Cg006G2103700	Roisl.0007s0531.1.p
OG0001963	Cg007G2569200	Roisl.0115s0141.1.p
OG0001964	Cg006G2101500	Roisl.0007s0504.1.p
OG0001964	Cg007G2566600	Roisl.0115s0176.1.p
OG0001965	Cg006G2056900	Roisl.0007s0037.1.p
OG0001965	Cg007G2536900	Roisl.0004s0235.1.p
OG0001966	Cg001G0045000	Roisl.0001s0179.1.p
OG0001967	Cg006G2060800	Roisl.0007s0077.1.p
OG0001967	Cg007G2534400	Roisl.0004s0262.1.p
OG0001969	Cg004G1407800	Roisl.0066s0216.1.p
OG0001969	Cg001G0048100	Roisl.0001s0142.1.p
OG0001970	Cg004G1411200	Roisl.0066s0189.1.p
OG0001970	Cg001G0046000	Roisl.0001s0168.1.p
OG0001971	Cg004G1413100	Roisl.0066s0162.1.p
OG0001971	Cg001G0042900	Roisl.0001s0204.1.p
OG0001972	Cg004G1413800	Roisl.0066s0146.1.p
OG0001972	Cg001G0040900	Roisl.0001s0217.1.p
OG0001973	Cg004G1200800	Roisl.0074s0576.1.p
OG0001973	Cg006G1792400, Cg006G1792500, Cg006G1792600	Roisl.0006s0496.1.p
OG0001974	Cg004G1211300	Roisl.0074s0471.1.p
OG0001974	Cg006G1802400	Roisl.0006s0401.1.p
OG0001975	Cg002G0497500	Roisl.0046s1275.1.p
OG0001975	Cg005G1567800	Roisl.0054s0033.1.p
OG0001977	Cg001G0280700	Roisl.0075s0070.1.p
OG0001977	Cg004G1310000	Roisl.0053s0272.1.p
OG0001978	Cg004G1096500, Cg004G1085200	Roisl.0016s0166.1.p
OG0001979	Cg001G0265200	Roisl.0075s0207.1.p
OG0001979	Cg004G1297600	Roisl.0053s0399.1.p
OG0001980	Cg001G0263300	Roisl.0002s0268.1.p
OG0001980	Cg004G1295800	Roisl.0115s0642.1.p
OG0001981	Cg004G1231500	Roisl.0074s0282.1.p
OG0001981	Cg001G0246900	Roisl.0002s0090.1.p
OG0001982	Cg002G0463800	Roisl.0046s1611.1.p
OG0001982	Cg005G1528200	Roisl.0028s0607.1.p
OG0001983	Cg002G0565600	Roisl.0209s0339.1.p
OG0001984	Cg002G0660400	Roisl.0011s0444.1.p
OG0001984	Cg006G2134600	Roisl.0021s0381.1.p
OG0001985	Cg008G2962400	Roisl.0005s0292.1.p
OG0001985	Cg001G0210100	Roisl.0091s0404.1.p
OG0001986	Cg006G1835100	Roisl.0006s0035.1.p
OG0001986	Cg004G1258300	Roisl.0074s0006.1.p
OG0001987	Cg006G1825100	Roisl.0006s0154.1.p
OG0001987	Cg004G1272800	Roisl.0115s0385.1.p
OG0001988	Cg006G1819000	Roisl.0006s0215.1.p
OG0001988	Cg004G1278900	Roisl.0115s0455.1.p
OG0001989	Cg004G1225500	Roisl.0074s0334.1.p
OG0001989	Cg006G1812500	Roisl.0006s0288.1.p
OG0001991	Cg004G1369800	Roisl.0009s0188.1.p
OG0001992	Cg001G0223700	Roisl.0091s0541.1.p
OG0001992	Cg008G2977000	Roisl.0005s0115.1.p
OG0001993	Cg014G3038600, Cg003G0717000	Roisl.0191s0638.1.p, Roisl.0018s0273.1.p
OG0001993	Cg006G2244200	Roisl.0210s0139.1.p
OG0001994	Cg001G0175000	Roisl.0091s0028.1.p
OG0001995	Cg001G0181000	Roisl.0091s0090.1.p
OG0001996	Cg001G0184800	Roisl.0091s0131.1.p
OG0001997	Cg003G0736800, Cg003G0861400	Roisl.0082s0276.1.p
OG0001997	Cg001G0191700	Roisl.0091s0203.1.p
OG0001998	Cg002G0400900	Roisl.0018s0437.1.p
OG0001998	Cg005G1449800	Roisl.0067s0022.1.p
OG0001999	Cg005G1475100	Roisl.0028s0036.1.p
OG0001999	Cg002G0420100	Roisl.0018s0211.1.p
OG0002000	Cg005G1478800	Roisl.0028s0077.1.p
OG0002000	Cg002G0422800	Roisl.0018s0175.1.p
OG0002001	Cg002G0422900	Roisl.0018s0172.1.p
OG0002001	Cg005G1478900	Roisl.0028s0078.1.p
OG0002002	Cg002G0427400	Roisl.0018s0117.1.p
OG0002002	Cg005G1487100	Roisl.0028s0161.1.p
OG0002003	Cg006G2158900	Roisl.0021s0113.1.p
OG0002003	Cg002G0445200	Roisl.0026s0095.1.p
OG0002004	Cg005G1514500	Roisl.0028s0462.1.p
OG0002004	Cg002G0451000	Roisl.0026s0163.1.p
OG0002005	Cg001G0125700	Roisl.0022s0440.1.p
OG0002005	Cg003G0919100	Roisl.0031s0129.1.p
OG0002007	Cg005G1543100	Roisl.0017s0257.1.p
