Orthogroup	Arabis_alpina	Conringia_planisiliqua
OG0004765	Aa_G97500.h1.t1	CP29_g22162_DN2_SP0_c.t1
OG0004767	Aa_G563230.h1.t1	CP1_g37639_DN3_SP0_c.t1
OG0004768	Aa_G437560.h1.t1, Aa_G118650.h1.t1	CP1_g37679_DN3_SP8_c.t1, CP1_g37678_DN3_SP0_c.t1
OG0004769	Aa_G121320.h1.t1	CP7_g46196_DN2_SP3_c.t1
OG0004770	Aa_G163820.h1.t1	CP1_g39162_DN3_SP0_c.t1
OG0004772	Aa_G103780.h1.t1	CP7_g46077_DN3_SP1_c.t1
OG0004773	Aa_G528260.h1.t1	CP7_g45991_DN3_SP6_c.t1
OG0004774	Aa_G454450.h1.t1	CP7_g45977_DN3_SP8_c.t1
OG0004775	Aa_G301650.h1.t1, Aa_G301660.h1.t1, Aa_G301680.h1.t1	CP19_g18363_DN3_SP0_c.t1
OG0004777	Aa_G119070.h1.t1	CP7_g45890_DN3_SP7_c.t1
OG0004779	Aa_G272220.h1.t1	CP9_g29413_DN3_SP8_c.t1
OG0004780	Aa_G344040.h1.t1	CP9_g28810_DN3_SP0_c.t1
OG0004781	Aa_G319440.h1.t1	CP9_g28777_DN3_SP7_c.t1, CP5_g1500_DN3_SP0_c.t1
OG0004782	Aa_G163360.h1.t1	CP9_g28700_DN3_SP6_c.t1
OG0004783	Aa_G163400.h1.t1	CP9_g28695_DN3_SP7_c.t1
OG0004785	Aa_G229610.h1.t1	CP2_g49708_DN3_SP3_c.t1
OG0004786	Aa_G110590.h1.t1, Aa_G110580.h1.t1	CP1_g38261_DN3_SP0_c.t1
OG0004787	Aa_G110570.h1.t1	CP1_g38260_DN3_SP0_c.t1
OG0004788	Aa_G407250.h1.t1	CP16_g54869_DN3_SP2_c.t1
OG0004788	Aa_G486230.h1.t1	CP5_g186_DN3_SP8_c.t1
OG0004789	Aa_G493140.h1.t1	CP5_g349_DN3_SP8_c.t1
OG0004790	Aa_G179550.h1.t1	CP5_g371_DN3_SP8_c.t1
OG0004792	Aa_G426430.h1.t1	CP5_g455_DN3_SP7_c.t1
OG0004793	Aa_G144750.h1.t1	CP5_g569_DN3_SP0_c.t1
OG0004794	Aa_G960710.h1.t1, Aa_G960710.h2.t1	CP5_g722_DN2_SP0_c.t1
OG0004796	Aa_G432620.h1.t1	CP5_g697_DN3_SP8_c.t1
OG0004797	Aa_G214740.h1.t1	CP5_g643_DN3_SP8_c.t1
OG0004798	Aa_G74800.h1.t1	CP5_g822_DN3_SP4_c.t1
OG0004799	Aa_G358510.h1.t1	CP12_g30793_DN3_SP2_c.t1
OG0004800	Aa_G199070.h1.t1	CP12_g30783_DN3_SP8_c.t1
OG0004803	Aa_G252200.h1.t1	CP9_g28854_DN3_SP2_c.t1
OG0004804	Aa_G259610.h1.t1, Aa_G697930.h1.t1	CP9_g28824_DN3_SP8_c.t1
OG0004805	Aa_G62300.h1.t1	CP7_g45427_DN3_SP0_c.t1
OG0004806	Aa_G185000.h1.t1	CP7_g45302_DN3_SP3_c.t1, CP3_g16399_DN2_SP0_c.t1
OG0004807	Aa_G617610.h1.t1	CP7_g45296_DN2_SP0_c.t1
OG0004808	Aa_G160670.h1.t1	CP19_g18233_DN3_SP8_c.t1
OG0004809	Aa_G350730.h1.t1	CP5_g1204_DN3_SP1_c.t1
OG0004810	Aa_G445250.h1.t1	CP5_g1175_DN3_SP0_c.t1
OG0004812	Aa_G22750.h1.t1	CP1_g36936_DN1_SP0_c.t1
OG0004818	Aa_G402990.h1.t1, Aa_G174200.h1.t1	CP10_g42784_DN3_SP0_c.t1
OG0004820	Aa_G234280.h1.t1	CP13_g19155_DN3_SP8_c.t1
OG0004826	Aa_G43090.h1.t1	CP19_g18033_DN3_SP3_c.t1
OG0004828	Aa_G49300.h1.t1	CP6_g7185_DN3_SP0_c.t1
OG0004828	Aa_G245100.h1.t1	CP6_g7184_DN3_SP0_c.t1
OG0004829	Aa_G573920.h1.t1	CP6_g7348_DN2_SP0_c.t1, CP6_g7349_DN3_SP0_c.t1, CP6_g7350_DN2_SP0_c.t1
OG0004830	Aa_G338560.h1.t1, Aa_G338560.h2.t1	CP8_g53236_DN3_SP2_c.t1
OG0004847	Aa_G88880.h1.t1	CP3_g14710_DN2_SP0_c.t1
OG0004848	Aa_G41600.h1.t1	CP3_g14672_DN3_SP8_c.t1
OG0004849	Aa_G531300.h1.t1, Aa_G52290.h1.t1	CP8_g53417_DN3_SP0_c.t1
OG0004850	Aa_G509940.h1.t1	CP13_g19660_DN3_SP8_c.t1
OG0004851	Aa_G323240.h1.t1	CP13_g19586_DN3_SP0_c.t1
OG0004852	Aa_G106500.h1.t1	CP11_g32193_DN3_SP1_c.t1
OG0004853	Aa_G106550.h1.t1	CP11_g32196_DN3_SP7_c.t1
OG0004854	Aa_G255820.h1.t1	CP11_g32219_DN3_SP3_c.t1
OG0004855	Aa_G523390.h1.t1	CP11_g32245_DN2_SP2_c.t1
OG0004856	Aa_G334650.h1.t1	CP11_g32252_DN3_SP8_c.t1
OG0004857	Aa_G158080.h1.t1	CP11_g32316_DN3_SP0_c.t1
OG0004858	Aa_G292300.h1.t1	CP10_g43600_DN3_SP0_c.t1
OG0004859	Aa_G96790.h1.t1	CP11_g32341_DN3_SP8_c.t1
OG0004860	Aa_G209610.h1.t1	CP11_g32593_DN3_SP7_c.t1
OG0004861	Aa_G431390.h1.t1	CP11_g32414_DN3_SP2_c.t1
OG0004862	Aa_G240280.h1.t1	CP11_g32454_DN3_SP8_c.t1
OG0004863	Aa_G304360.h1.t1	CP11_g32461_DN3_SP1_c.t1
OG0004867	Aa_G258140.h1.t1	CP10_g42130_DN3_SP6_c.t1, CP11_g32525_DN3_SP8_c.t1
OG0004868	Aa_G72870.h1.t1	CP11_g32554_DN3_SP2_c.t1
OG0004869	Aa_G354740.h1.t1	CP11_g32569_DN3_SP0_c.t1
OG0004870	Aa_G290010.h1.t1	CP11_g32578_DN2_SP0_c.t1
OG0004871	Aa_G382470.h1.t1	CP2_g48728_DN3_SP8_c.t1
OG0004872	Aa_G19710.h1.t1	CP11_g32627_DN3_SP8_c.t1
OG0004873	Aa_G19580.h1.t1	CP11_g32633_DN3_SP3_c.t1
OG0004874	Aa_G19470.h1.t1	CP11_g32645_DN3_SP1_c.t1
OG0004875	Aa_G349780.h1.t1	CP11_g32648_DN3_SP8_c.t1
OG0004876	Aa_G558240.h1.t1, Aa_G369120.h1.t1, Aa_G290250.h1.t1	CP10_g43260_DN3_SP2_c.t1
OG0004877	Aa_G155050.h1.t1	CP11_g32678_DN3_SP6_c.t1
OG0004879	Aa_G279010.h1.t1	CP11_g32741_DN3_SP0_c.t1
OG0004880	Aa_G267650.h1.t1	CP2_g48499_DN3_SP0_c.t1, CP11_g32754_DN2_SP8_c.t1
OG0004881	Aa_G267620.h1.t1	CP11_g32757_DN3_SP1_c.t1
OG0004882	Aa_G267570.h1.t1	CP11_g32764_DN3_SP8_c.t1
OG0004883	Aa_G168680.h1.t1, Aa_G398170.h1.t1, Aa_G782590.h1.t1	CP11_g32848_DN3_SP8_c.t1
OG0004884	Aa_G458470.h1.t1	CP11_g32920_DN3_SP3_c.t1
OG0004885	Aa_G195890.h1.t1	CP11_g32939_DN3_SP8_c.t1
OG0004886	Aa_G365610.h1.t1	CP11_g32984_DN3_SP8_c.t1
OG0004887	Aa_G130470.h2.t1, Aa_G130470.h1.t1	CP11_g32999_DN3_SP7_c.t1
OG0004887	Aa_G789280.h1.t1	CP2_g47910_DN3_SP2_c.t1
OG0004888	Aa_G130440.h1.t1	CP11_g33002_DN3_SP7_c.t1
OG0004889	Aa_G210800.h1.t1	CP11_g33035_DN3_SP7_c.t1
OG0004890	Aa_G210740.h1.t1	CP11_g33042_DN3_SP5_c.t1
OG0004891	Aa_G76340.h1.t1, Aa_G76360.h1.t1	CP11_g33126_DN3_SP6_c.t1
OG0004892	Aa_G25730.h1.t1	CP13_g19358_DN3_SP8_c.t1
OG0004893	Aa_G384420.h1.t1	CP11_g31956_DN3_SP7_c.t1
OG0004894	Aa_G658260.h1.t1	CP19_g18145_DN3_SP3_c.t1
OG0004896	Aa_G213440.h1.t1	CP19_g18151_DN3_SP1_c.t1
OG0004897	Aa_G130150.h1.t1	CP19_g18174_DN3_SP8_c.t1
OG0004899	Aa_G158250.h1.t1	CP4_g25892_DN3_SP8_c.t1
OG0004900	Aa_G158260.h1.t1	CP4_g25890_DN3_SP0_c.t1
OG0004902	Aa_G35480.h1.t1	CP4_g25736_DN3_SP8_c.t1
OG0004903	Aa_G35400.h1.t1	CP4_g25731_DN3_SP4_c.t1
OG0004905	Aa_G351180.h1.t1	CP4_g25697_DN3_SP2_c.t1
OG0004906	Aa_G343100.h1.t1	CP4_g25623_DN3_SP0_c.t1
OG0004907	Aa_G154740.h1.t1	CP4_g25566_DN3_SP0_c.t1
OG0004908	Aa_G346430.h1.t1	CP4_g25536_DN3_SP6_c.t1
OG0004909	Aa_G208570.h1.t1	CP4_g25402_DN3_SP1_c.t1
OG0004910	Aa_G89570.h1.t1	CP13_g20209_DN3_SP6_c.t1
OG0004911	Aa_G776950.h1.t1	CP13_g20174_DN3_SP8_c.t1
OG0004912	Aa_G90990.h1.t1	CP19_g18104_DN3_SP1_c.t1
OG0004913	Aa_G29370.h1.t1	CP1_g38408_DN3_SP8_c.t1
OG0004915	Aa_G48160.h1.t1	CP7_g45074_DN3_SP0_c.t1
OG0004916	Aa_G498690.h1.t1	CP7_g45044_DN3_SP8_c.t1
OG0004917	Aa_G758040.h1.t1	CP7_g44971_DN2_SP0_c.t1
OG0004918	Aa_G69730.h1.t1	CP19_g17986_DN3_SP8_c.t1
OG0004919	Aa_G465110.h1.t1	CP7_g44958_DN3_SP7_c.t1
OG0004920	Aa_G416970.h1.t1	CP7_g44873_DN3_SP5_c.t1
OG0004921	Aa_G418170.h1.t1	CP2_g48683_DN3_SP6_c.t1
OG0004922	Aa_G299240.h1.t1	CP7_g44782_DN3_SP1_c.t1
OG0004924	Aa_G16480.h1.t1	CP7_g44636_DN3_SP8_c.t1
OG0004925	Aa_G482350.h1.t1	CP2_g47635_DN2_SP0_c.t1
OG0004926	Aa_G383030.h1.t1	CP2_g47671_DN3_SP7_c.t1
OG0004927	Aa_G23530.h1.t1	CP2_g47692_DN3_SP8_c.t1
OG0004928	Aa_G23330.h1.t1	CP2_g47714_DN3_SP8_c.t1
OG0004929	Aa_G292870.h1.t1	CP2_g47754_DN2_SP0_c.t1
OG0004930	Aa_G37220.h1.t1	CP2_g47776_DN3_SP8_c.t1
OG0004931	Aa_G687770.h1.t1	CP8_g53111_DN3_SP0_c.t1
OG0004933	Aa_G76050.h1.t1	CP2_g47932_DN3_SP8_c.t1
OG0004934	Aa_G13450.h1.t1	CP2_g48067_DN3_SP8_c.t1
OG0004935	FULhit_1.1, FULhit_2.1	CP2_g48219_DN3_SP8_c.t1
OG0004936	Aa_G165610.h1.t1	CP2_g48226_DN3_SP0_c.t1
OG0004937	Aa_G104870.h1.t1	CP2_g48259_DN3_SP0_c.t1
OG0004938	Aa_G143170.h1.t1	CP2_g48289_DN3_SP1_c.t1
OG0004939	Aa_G35790.h1.t1	CP16_g55541_DN3_SP0_c.t1
OG0004940	Aa_G112840.h1.t1	CP8_g54379_DN3_SP8_c.t1, CP18_g12493_DN3_SP0_c.t1
OG0004941	Aa_G181420.h1.t1, Aa_G181410.h1.t1	CP8_g54390_DN3_SP5_c.t1
OG0004942	Aa_G68440.h1.t1, Aa_G230380.h1.t1	CP8_g54338_DN3_SP0_c.t1
OG0004943	Aa_G68100.h1.t1	CP8_g54298_DN3_SP8_c.t1
OG0004944	Aa_G15720.h1.t1	CP8_g54287_DN3_SP8_c.t1
OG0004945	Aa_G15510.h1.t1	CP8_g54271_DN3_SP8_c.t1
OG0004946	Aa_G15430.h1.t1	CP8_g54263_DN2_SP0_c.t1
OG0004947	Aa_G15390.h1.t1	CP8_g54259_DN3_SP0_c.t1
OG0004948	Aa_G314230.h1.t1	CP8_g54250_DN3_SP8_c.t1
OG0004950	Aa_G8780.h1.t1	CP8_g54183_DN3_SP1_c.t1
OG0004951	Aa_G459130.h1.t1	CP8_g54162_DN3_SP8_c.t1
OG0004952	Aa_G459120.h1.t1	CP8_g54161_DN3_SP3_c.t1
OG0004953	Aa_G33820.h1.t1	CP8_g54011_DN3_SP1_c.t1, CP3_g14834_DN3_SP2_c.t1
OG0004954	Aa_G28150.h1.t1	CP8_g53963_DN1_SP0_c.t1
OG0004955	Aa_G246230.h1.t1	CP8_g53900_DN3_SP7_c.t1
OG0004956	Aa_G147930.h1.t1, Aa_G147860.h1.t1	CP8_g53873_DN3_SP4_c.t1
OG0004957	Aa_G147880.h1.t1	CP8_g53870_DN3_SP2_c.t1
OG0004958	Aa_G93830.h1.t1	CP8_g53853_DN1_SP0_c.t1
OG0004959	Aa_G93770.h1.t1	CP8_g53847_DN3_SP3_c.t1
OG0004960	Aa_G344280.h1.t1	CP8_g53833_DN3_SP1_c.t1
OG0004961	Aa_G31510.h1.t1	CP8_g53815_DN3_SP8_c.t1
OG0004962	Aa_G31720.h1.t1	CP8_g53788_DN3_SP0_c.t1
OG0004964	Aa_G607870.h1.t1	CP8_g53692_DN3_SP0_c.t1
OG0004965	Aa_G641230.h1.t1	CP8_g53574_DN3_SP8_c.t1
OG0004966	Aa_G571540.h1.t1	CP8_g53570_DN3_SP6_c.t1
OG0004967	Aa_G439490.h1.t1	CP8_g53436_DN3_SP8_c.t1
OG0004969	Aa_G315180.h1.t1	CP3_g14426_DN3_SP0_c.t1
OG0004970	Aa_G807840.h1.t1, Aa_G179990.h1.t1	CP11_g32046_DN3_SP4_c.t1
OG0004971	Aa_G275610.h1.t1	CP11_g33151_DN3_SP8_c.t1
OG0004973	Aa_G209810.h1.t1	CP11_g33211_DN3_SP5_c.t1
OG0004974	Aa_G370840.h1.t1, Aa_G370840.h2.t1	CP7_g46292_DN2_SP7_c.t1
OG0004975	Aa_G195240.h1.t1	CP11_g33305_DN3_SP7_c.t1
OG0004976	Aa_G170330.h1.t1	CP11_g33345_DN3_SP7_c.t1
OG0004977	Aa_G144510.h1.t1, Aa_G170440.h1.t1	CP11_g33355_DN2_SP0_c.t1
OG0004978	Aa_G634180.h1.t1	CP11_g33382_DN3_SP5_c.t1
OG0004979	Aa_G73130.h1.t1	CP11_g33445_DN2_SP0_c.t1
OG0004980	Aa_G337130.h1.t1	CP11_g33499_DN3_SP5_c.t1
OG0004981	Aa_G350150.h1.t1	CP7_g45279_DN3_SP5_c.t1
OG0004982	Aa_G556570.h1.t1	CP11_g33520_DN3_SP8_c.t1
OG0004983	Aa_G170160.h1.t1, Aa_G555760.h1.t1	CP11_g33550_DN3_SP8_c.t1
OG0004984	Aa_G553560.h1.t1	CP5_g1345_DN3_SP7_c.t1, CP5_g1344_DN3_SP0_c.t1
OG0004985	Aa_G307160.h1.t1	CP5_g1341_DN3_SP1_c.t1
OG0004987	Aa_G165240.h1.t1, Aa_G165260.h1.t1	CP19_g17878_DN3_SP3_c.t1, CP13_g19883_DN3_SP3_c.t1
OG0004988	Aa_G236310.h1.t1, Aa_G674990.h1.t1	CP7_g46241_DN3_SP0_c.t1
OG0004990	Aa_G312120.h1.t1	CP9_g29680_DN3_SP6_c.t1
OG0004991	Aa_G772470.h1.t1	CP9_g29671_DN3_SP8_c.t1
OG0004993	Aa_G21520.h1.t1, Aa_G729160.h1.t1	CP9_g29648_DN3_SP1_c.t1
OG0004994	Aa_G21600.h1.t1	CP9_g29642_DN3_SP8_c.t1
OG0004995	Aa_G21690.h1.t1	CP9_g29633_DN3_SP8_c.t1
OG0004996	Aa_G293600.h1.t1	CP9_g29615_DN3_SP7_c.t1
OG0004997	Aa_G485950.h1.t1	CP9_g29458_DN3_SP0_c.t1
OG0004998	Aa_G235020.h1.t1	CP12_g29879_DN3_SP0_c.t1
OG0004999	Aa_G215700.h1.t1	CP9_g29361_DN1_SP0_c.t1
OG0005002	Aa_G87790.h1.t1	CP9_g29261_DN3_SP1_c.t1
OG0005003	Aa_G410790.h1.t1	CP9_g29244_DN3_SP0_c.t1
OG0005005	Aa_G52660.h1.t1, Aa_G64800.h1.t1	CP9_g29201_DN3_SP0_c.t1
OG0005006	Aa_G579640.h1.t1	CP9_g29191_DN3_SP8_c.t1
OG0005007	Aa_G198410.h1.t1	CP9_g29176_DN3_SP0_c.t1
OG0005008	Aa_G344740.h1.t1	CP10_g43787_DN2_SP0_c.t1
OG0005010	Aa_G600290.h1.t1, Aa_G600290.h2.t1	CP7_g46411_DN3_SP8_c.t1
OG0005011	Aa_G243330.h1.t1	CP10_g43351_DN3_SP8_c.t1, CP7_g46352_DN3_SP1_c.t1
OG0005013	Aa_G610370.h1.t1	CP7_g46323_DN1_SP0_c.t1
OG0005014	Aa_G127820.h1.t1	CP7_g46306_DN3_SP1_c.t1
OG0005015	Aa_G74270.h1.t1	CP11_g32821_DN3_SP6_c.t1
OG0005016	Aa_G354170.h1.t1	CP4_g25139_DN3_SP7_c.t1
OG0005017	Aa_G714380.h1.t1, Aa_G177450.h1.t1	CP4_g25127_DN3_SP3_c.t1
OG0005018	Aa_G426240.h1.t1	CP4_g25097_DN3_SP1_c.t1
OG0005020	Aa_G247570.h1.t1	CP13_g19137_DN3_SP1_c.t1
OG0005021	Aa_G44200.h1.t1	CP5_g2100_DN3_SP1_c.t1
OG0005022	Aa_G308700.h1.t1	CP8_g53248_DN3_SP7_c.t1
OG0005023	Aa_G17330.h1.t1	CP13_g19711_DN3_SP0_c.t1, CP7_g45124_DN3_SP2_c.t1
OG0005025	Aa_G70700.h1.t1	CP6_g7747_DN1_SP0_c.t1
OG0005025	Aa_G198080.h1.t1	CP6_g7646_DN3_SP2_c.t1
OG0005026	Aa_G115760.h1.t1	CP6_g7581_DN3_SP3_c.t1
OG0005028	Aa_G406710.h1.t1	CP6_g7173_DN3_SP8_c.t1
OG0005029	Aa_G493310.h1.t1	CP6_g7287_DN3_SP2_c.t1
OG0005030	Aa_G366480.h1.t1, Aa_G278530.h1.t1	CP9_g28919_DN1_SP0_c.t1
OG0005031	Aa_G357300.h1.t1	CP19_g18291_DN3_SP5_c.t1
OG0005032	Aa_G428840.h1.t1	CP9_g28954_DN3_SP6_c.t1
OG0005033	Aa_G30550.h1.t1	CP9_g29041_DN3_SP2_c.t1
OG0005035	Aa_G110420.h1.t1	CP9_g28436_DN3_SP0_c.t1
OG0005036	Aa_G182980.h1.t1	CP9_g28462_DN3_SP8_c.t1
OG0005037	Aa_G283320.h1.t1	CP9_g28492_DN3_SP0_c.t1
OG0005038	Aa_G44690.h1.t1	CP5_g1154_DN3_SP6_c.t1
OG0005040	Aa_G186630.h1.t1	CP5_g1095_DN3_SP0_c.t1
OG0005042	Aa_G174510.h1.t1	CP5_g1432_DN2_SP0_c.t1
OG0005043	Aa_G534650.h1.t1	CP2_g48844_DN3_SP8_c.t1
OG0005044	Aa_G437760.h1.t1	CP13_g19265_DN3_SP7_c.t1
OG0005045	Aa_G292090.h1.t1	CP1_g37583_DN2_SP4_c.t1
OG0005046	Aa_G25590.h1.t1	CP13_g19343_DN3_SP8_c.t1
OG0005047	Aa_G25700.h1.t1, Aa_G375040.h1.t1	CP13_g19354_DN3_SP7_c.t1
OG0005048	Aa_G83400.h1.t1	CP13_g19407_DN3_SP0_c.t1
OG0005049	Aa_G206390.h1.t1	CP13_g19885_DN3_SP8_c.t1
OG0005050	Aa_G160340.h1.t1	CP9_g28799_DN3_SP6_c.t1
OG0005051	Aa_G584160.h1.t1	CP9_g27832_DN1_SP0_c.t1, CP1_g38000_DN2_SP0_c.t1
OG0005052	Aa_G32100.h1.t1	CP12_g29914_DN3_SP5_c.t1
OG0005052	Aa_G465540.h1.t1	CP1_g37863_DN3_SP8_c.t1
OG0005053	Aa_G32050.h1.t1	CP12_g29908_DN3_SP2_c.t1
OG0005054	Aa_G113460.h1.t1	CP4_g25374_DN3_SP0_c.t1
OG0005055	Aa_G244620.h1.t1	CP6_g6909_DN2_SP0_c.t1
OG0005057	Aa_G648630.h1.t1, Aa_G176360.h1.t1	CP6_g7003_DN3_SP1_c.t1
OG0005058	Aa_G287480.h1.t1	CP6_g7022_DN3_SP8_c.t1
OG0005059	Aa_G73690.h1.t1	CP6_g7077_DN3_SP8_c.t1
OG0005060	Aa_G451290.h1.t1	CP3_g14258_DN3_SP7_c.t1
OG0005061	Aa_G276990.h1.t1	CP3_g13927_DN3_SP8_c.t1
OG0005062	Aa_G126210.h1.t1, Aa_G269020.h1.t1	CP17_g5125_DN3_SP8_c.t1
OG0005063	Aa_G466410.h1.t1	CP10_g43857_DN3_SP5_c.t1
OG0005064	Aa_G102210.h1.t1	CP2_g48804_DN3_SP2_c.t1
OG0005065	Aa_G20000.h1.t1	CP19_g18376_DN3_SP4_c.t1
OG0005066	Aa_G429170.h1.t1	CP19_g18391_DN3_SP6_c.t1
OG0005067	Aa_G674750.h1.t1, Aa_G456820.h1.t1	CP19_g18395_DN3_SP0_c.t1
OG0005068	Aa_G6230.h1.t1	CP19_g18396_DN3_SP8_c.t1
OG0005069	Aa_G247670.h1.t1	CP13_g19125_DN3_SP8_c.t1
OG0005070	Aa_G37570.h1.t1	CP6_g6746_DN3_SP3_c.t1
OG0005072	Aa_G251470.h1.t1	CP13_g19681_DN3_SP1_c.t1
OG0005073	Aa_G298570.h1.t1	CP19_g18508_DN3_SP7_c.t1
OG0005074	Aa_G45040.h1.t1	CP10_g42365_DN3_SP8_c.t1
OG0005075	Aa_G49530.h1.t1	CP6_g7211_DN2_SP5_c.t1
OG0005077	Aa_G16620.h1.t1	CP7_g44620_DN3_SP2_c.t1
OG0005078	Aa_G326980.h1.t1	CP10_g42154_DN3_SP6_c.t1
OG0005079	Aa_G43540.h1.t1	CP2_g47589_DN3_SP2_c.t1
OG0005080	Aa_G167870.h1.t1	CP3_g13138_DN3_SP0_c.t1
OG0005081	Aa_G128000.h1.t1	CP3_g13239_DN3_SP0_c.t1
OG0005082	Aa_G353990.h1.t1	CP3_g13329_DN3_SP8_c.t1
OG0005083	Aa_G175370.h1.t1	CP4_g24238_DN3_SP1_c.t1
OG0005083	Aa_G77390.h1.t1	CP3_g13357_DN3_SP8_c.t1
OG0005084	Aa_G250390.h1.t1	CP10_g42267_DN3_SP1_c.t1
OG0005085	Aa_G534660.h1.t1	CP2_g48843_DN3_SP8_c.t1
OG0005086	Aa_G433240.h1.t1, Aa_G574080.h1.t1	CP3_g13499_DN3_SP8_c.t1
OG0005087	Aa_G221080.h1.t1	CP3_g13546_DN3_SP0_c.t1
OG0005088	Aa_G114730.h1.t1	CP3_g13586_DN3_SP8_c.t1
OG0005089	Aa_G114800.h1.t1	CP3_g13588_DN3_SP8_c.t1
OG0005090	Aa_G369750.h1.t1	CP3_g13620_DN3_SP5_c.t1
OG0005091	Aa_G501210.h1.t1, Aa_G217960.h1.t1	CP3_g13845_DN3_SP8_c.t1
OG0005092	Aa_G381290.h1.t1	CP3_g13869_DN3_SP8_c.t1
OG0005093	Aa_G511020.h1.t1	CP3_g13894_DN3_SP1_c.t1
OG0005095	Aa_G211590.h1.t1	CP3_g14047_DN3_SP6_c.t1
OG0005096	Aa_G415740.h1.t1	CP7_g45125_DN3_SP3_c.t1
OG0005097	Aa_G76940.h1.t1, Aa_G356240.h1.t1	CP12_g30883_DN3_SP0_c.t1
OG0005098	Aa_G123740.h1.t1	CP13_g20116_DN2_SP7_c.t1
OG0005099	Aa_G139010.h1.t1	CP2_g48749_DN3_SP7_c.t1
OG0005100	Aa_G197390.h1.t1	CP10_g43719_DN3_SP0_c.t1
OG0005101	Aa_G99880.h1.t1	CP10_g43683_DN3_SP1_c.t1
OG0005102	Aa_G386800.h1.t1	CP10_g43617_DN3_SP5_c.t1
OG0005103	Aa_G104050.h1.t1, Aa_G104050.h2.t1	CP5_g1035_DN2_SP8_c.t1
OG0005104	Aa_G144160.h1.t1	CP4_g24629_DN3_SP2_c.t1
OG0005105	Aa_G268090.h1.t1	CP4_g24686_DN2_SP0_c.t1
OG0005106	Aa_G451120.h1.t1	CP4_g24752_DN3_SP8_c.t1
OG0005107	Aa_G357490.h1.t1	CP4_g24781_DN3_SP0_c.t1
OG0005108	Aa_G269470.h1.t1	CP4_g24842_DN3_SP0_c.t1
OG0005109	Aa_G548910.h1.t1, Aa_G805830.h1.t1, Aa_G805830.h2.t1	CP10_g43859_DN3_SP0_c.t1
OG0005110	Aa_G66230.h1.t1	CP4_g24899_DN3_SP8_c.t1
OG0005111	Aa_G1023760.h1.t1	CP4_g24906_DN3_SP1_c.t1
OG0005113	Aa_G197160.h1.t1	CP4_g24974_DN3_SP0_c.t1
OG0005114	Aa_G249410.h1.t1, Aa_G698890.h1.t1, Aa_G698900.h1.t1	CP4_g24984_DN3_SP8_c.t1
OG0005115	Aa_G542000.h1.t1	CP4_g25048_DN3_SP0_c.t1
OG0005116	Aa_G159730.h1.t1	CP4_g25057_DN3_SP8_c.t1
OG0005117	Aa_G187160.h1.t1	CP11_g32372_DN3_SP3_c.t1, CP9_g28895_DN3_SP5_c.t1
OG0005118	Aa_G155660.h1.t1	CP16_g55182_DN3_SP0_c.t1, CP16_g55192_DN3_SP0_c.t1
OG0005122	Aa_G35010.h1.t1	CP20_g4434_DN3_SP0_c.t1, CP20_g4436_DN3_SP3_c.t1
OG0005123	Aa_G554690.h1.t1	CP7_g44445_DN1_SP0_c.t1, CP7_g44450_DN3_SP3_c.t1
OG0005124	Aa_G511200.h2.t1, Aa_G511200.h1.t1, Aa_G511200.h3.t1	CP7_g44462_DN2_SP8_c.t1
OG0005125	Aa_G97600.h1.t1	CP29_g21982_DN3_SP8_c.t1
OG0005128	Aa_G128810.h1.t1	CP8_g54415_DN3_SP1_c.t1
OG0005129	Aa_G487260.h1.t1	CP7_g45406_DN2_SP0_c.t1
OG0005131	Aa_G146650.h1.t1	CP2_g48562_DN3_SP0_c.t1
OG0005132	Aa_G576240.h1.t1	CP12_g29868_DN3_SP8_c.t1
OG0005133	Aa_G177840.h1.t1	CP4_g24037_DN3_SP2_c.t1
OG0005134	Aa_G638250.h1.t1	CP4_g24041_DN3_SP5_c.t1
OG0005135	Aa_G16840.h1.t1	CP4_g24108_DN3_SP5_c.t1
OG0005137	Aa_G443540.h1.t1	CP4_g24216_DN3_SP8_c.t1
OG0005138	Aa_G252350.h1.t1	CP4_g24253_DN3_SP7_c.t1
OG0005139	Aa_G479500.h1.t1	CP4_g24299_DN2_SP0_c.t1
OG0005140	Aa_G454710.h1.t1	CP4_g24427_DN3_SP3_c.t1
OG0005141	Aa_G210170.h1.t1	CP4_g25591_DN3_SP0_c.t1
OG0005142	Aa_G603470.h1.t1	CP19_g17898_DN3_SP0_c.t1
OG0005144	Aa_G42530.h1.t1	CP10_g42237_DN3_SP8_c.t1
OG0005145	Aa_G42490.h1.t1	CP10_g42242_DN3_SP0_c.t1
OG0005147	Aa_G185680.h1.t1	CP10_g42397_DN3_SP4_c.t1
OG0005148	Aa_G4830.h1.t1	CP10_g42492_DN3_SP0_c.t1
OG0005149	Aa_G78770.h1.t1	CP10_g42723_DN3_SP7_c.t1
OG0005150	Aa_G258560.h1.t1	CP10_g42800_DN3_SP8_c.t1
OG0005151	Aa_G258590.h1.t1	CP10_g42803_DN3_SP6_c.t1
OG0005152	Aa_G24410.h1.t1	CP10_g42828_DN3_SP8_c.t1
OG0005153	Aa_G34620.h1.t1	CP10_g42937_DN3_SP2_c.t1
OG0005155	Aa_G216010.h1.t1	CP10_g43119_DN3_SP7_c.t1
OG0005156	Aa_G40590.h1.t1	CP10_g43190_DN3_SP8_c.t1
