Orthogroup	Arabis_alpina	Camelina_sativa
OG0004601	Aa_G547190.h1.t1	XP_010465457.1, XP_019085496.1, XP_010510048.1, XP_010450230.1, XP_010479695.1, XP_010448689.1
OG0004602	Aa_G446000.h1.t1	XP_010470907.1, XP_010415566.1, XP_010511954.1
OG0004603	Aa_G44510.h1.t1	XP_010447381.1, XP_010432713.1, XP_010437907.1
OG0004604	Aa_G186640.h1.t1	XP_010433147.1, XP_010438361.1, XP_010447900.1
OG0004606	Aa_G124260.h1.t1	XP_010442418.1, XP_010482394.1, XP_010442565.1
OG0004607	Aa_G257380.h1.t1	XP_010425251.1, XP_010502482.1, XP_019090263.1, XP_010514219.1
OG0004608	Aa_G144550.h1.t1	XP_010415656.1, XP_010512051.1, XP_010470991.1
OG0004610	Aa_G290930.h1.t1	XP_010481598.1, XP_010441742.1, XP_010494635.1, XP_010441737.1, XP_010441740.1
OG0004611	Aa_G254130.h1.t1	XP_019092859.1, XP_010488049.1, XP_010509162.1
OG0004612	Aa_G415010.h1.t1	XP_010500700.1, XP_010479592.1, XP_010461958.1
OG0004613	Aa_G370100.h1.t1	XP_010479633.1, XP_010461982.1, XP_010500725.1
OG0004614	Aa_G225000.h1.t1	XP_019096448.1, XP_010513238.1, XP_019096449.1, XP_010466786.1
OG0004615	Aa_G407090.h1.t1	XP_010502686.2, XP_019100870.1
OG0004616	Aa_G669290.h1.t1	XP_010500845.1
OG0004618	Aa_G396660.h1.t1	XP_010462151.1, XP_010500925.1, XP_010479826.1
OG0004619	Aa_G24730.h1.t1	XP_010505089.1, XP_010509578.1, XP_010516768.1
OG0004620	Aa_G507690.h1.t1	XP_010439822.1, XP_010496879.1, XP_010449479.1
OG0004621	Aa_G748360.h1.t1	XP_010439856.1, XP_010434537.1, XP_010496223.1
OG0004622	Aa_G276430.h1.t1	XP_010435254.1, XP_010450199.1, XP_010440571.1
OG0004623	Aa_G155410.h1.t1	XP_010434550.1, XP_010439869.1, XP_010517552.1
OG0004624	Aa_G55810.h1.t1	XP_010433890.1, XP_010448687.1, XP_010439158.1
OG0004625	Aa_G92780.h1.t1	XP_010448720.1, XP_010439186.1, XP_019086019.1
OG0004626	Aa_G543440.h1.t1	XP_019092708.1, XP_010516649.1, XP_010489220.1
OG0004627	Aa_G542130.h1.t1	XP_010467461.1, XP_019086651.1, XP_010490365.1
OG0004628	Aa_G186860.h1.t1	XP_010439092.1, XP_010445158.2, XP_010433819.1, XP_010448615.1
OG0004629	Aa_G556310.h2.t1, Aa_G556310.h1.t1	XP_010448618.1, XP_010433821.1, XP_010439094.1
OG0004630	Aa_G124440.h1.t1	XP_010433850.1, XP_010439126.1, XP_010448647.1
OG0004631	Aa_G503910.h1.t1	XP_010448659.1
OG0004633	Aa_G419800.h1.t1	XP_010448903.1, XP_010439340.1, XP_010434056.1
OG0004636	Aa_G52540.h1.t1	XP_010418339.1, XP_010430419.1, XP_010473568.1
OG0004637	Aa_G163560.h1.t1	XP_010413210.1, XP_010468896.1
OG0004638	Aa_G364390.h1.t1	XP_010512690.1, XP_010413219.1, XP_010468905.1
OG0004639	Aa_G2410.h1.t1	XP_010468989.1, XP_019101742.1, XP_010413312.1
OG0004640	Aa_G33450.h1.t1, Aa_G33470.h1.t1, Aa_G33490.h1.t1, Aa_G14120.h1.t1	XP_019100991.1, XP_010418582.2
OG0004641	Aa_G128050.h1.t1, Aa_G170450.h1.t1	XP_010413376.1, XP_010492869.1, XP_010420627.1, XP_010512514.1, XP_010469104.1, XP_010454107.1
OG0004642	Aa_G282440.h1.t1, Aa_G77360.h1.t1	XP_010425534.1, XP_010512355.1, XP_010469196.1, XP_010413567.1, XP_010514466.1
OG0004643	Aa_G323000.h1.t1	XP_010512238.1, XP_010413663.1, XP_010469291.1
OG0004644	Aa_G362300.h1.t1	XP_010433718.1, XP_010438961.1, XP_010448511.1, XP_010442043.1
OG0004646	Aa_G345800.h1.t1	XP_010427677.1, XP_010504726.1, XP_010516423.1
OG0004647	Aa_G401940.h1.t1	XP_010516360.1, XP_010427622.1, XP_010504673.1
OG0004648	Aa_G461160.h1.t1	XP_010504667.1, XP_010427612.1, XP_010516355.1
OG0004649	Aa_G520470.h1.t1	XP_010427581.1
OG0004650	Aa_G238660.h1.t1	XP_010427570.1, XP_010427572.1, XP_010427571.1, XP_010431423.1, XP_010516316.1, XP_010504629.1
OG0004651	Aa_G562490.h1.t1	XP_010427518.1, XP_010516282.1, XP_010504589.1
OG0004652	Aa_G174940.h1.t1	XP_010504578.1, XP_010516275.1, XP_010427507.1
OG0004653	Aa_G373110.h1.t1	XP_010427459.1, XP_010516246.1, XP_010504547.1
OG0004654	Aa_G268610.h1.t1	XP_010504505.1
OG0004655	Aa_G213650.h1.t1	XP_010427347.1, XP_010504424.1, XP_010516142.1
OG0004656	Aa_G213570.h1.t1	XP_010504415.1, XP_010427334.1, XP_010516134.1
OG0004657	Aa_G266020.h1.t1, Aa_G266010.h1.t1, Aa_G266000.h1.t1	XP_010515922.1, XP_010427074.1, XP_010504199.1
OG0004659	Aa_G54550.h1.t1	XP_010446843.1, XP_010482844.1, XP_010443013.1
OG0004660	Aa_G231640.h1.t1	XP_010482790.1, XP_010442957.1, XP_010446133.1
OG0004661	Aa_G156860.h1.t1	XP_010415362.1, XP_010470701.1, XP_010511733.1
OG0004662	Aa_G169760.h1.t1	XP_010415468.1, XP_010470798.1, XP_010511845.1
OG0004663	Aa_G426630.h1.t1, Aa_G310030.h1.t1	XP_019092381.1
OG0004664	Aa_G632950.h1.t1	XP_010489466.1, XP_010467867.1, XP_019084728.1
OG0004665	Aa_G143420.h1.t1	XP_010468808.1, XP_010467886.1, XP_010489483.2, XP_010415320.1
OG0004666	Aa_G677920.h1.t1	XP_010505801.1, XP_010508845.1, XP_010517492.1
OG0004667	Aa_G91720.h1.t1	XP_010472217.1, XP_010416981.1
OG0004668	Aa_G482760.h1.t1	XP_010508892.1, XP_010507658.1, XP_010517439.1
OG0004669	Aa_G224250.h1.t1	XP_010508920.1, XP_010517400.1, XP_010505710.1
OG0004670	Aa_G38320.h1.t1	XP_010505693.1, XP_010517373.1, XP_010508943.1
OG0004671	Aa_G451100.h1.t1	XP_010517327.1, XP_010505653.1, XP_010507641.1, XP_010505651.1, XP_010505654.1, XP_010508986.1
OG0004672	Aa_G357530.h1.t1	XP_010509012.1, XP_010517297.1, XP_010505622.1
OG0004673	Aa_G357520.h1.t1	XP_010461593.1, XP_010517295.1, XP_010425503.1, XP_010425497.1, XP_010448601.1, XP_010509055.1
OG0004674	Aa_G444070.h1.t1	XP_010517243.1, XP_010505571.1, XP_010509073.1
OG0004676	Aa_G150880.h1.t1	XP_010517079.1, XP_010505403.1, XP_010505406.1, XP_010509244.1, XP_010509243.1
OG0004677	Aa_G954650.h1.t1, Aa_G895350.h1.t1	XP_010422308.1, XP_010455778.1, XP_010432374.1
OG0004678	Aa_G410070.h1.t1	XP_019100841.1, XP_019085405.1, XP_010455673.1, XP_010422202.1, XP_010433591.1
OG0004679	Aa_G255980.h1.t1, Aa_G64930.h1.t1	XP_010500161.1, XP_010461453.1, XP_010479044.1
OG0004680	Aa_G3250.h1.t1, Aa_G3240.h1.t1	XP_010455358.1, XP_010438191.1, XP_010421872.1
OG0004681	Aa_G289310.h1.t1	XP_010435373.1, XP_010455520.1, XP_010422057.1
OG0004682	Aa_G452400.h1.t1	XP_019090142.1
OG0004683	Aa_G40870.h1.t1	XP_010497518.1, XP_019084634.1, XP_010421520.1, XP_010493920.1, XP_010455017.1
OG0004684	Aa_G251220.h1.t1, Aa_G373250.h1.t1	XP_010421661.1, XP_010421660.1, XP_010455162.1, XP_010494062.1
OG0004685	Aa_G422260.h1.t1	XP_010415893.1, XP_010489051.1
OG0004686	Aa_G637760.h1.t1	XP_010446722.1, XP_010437287.1, XP_010432113.1
OG0004687	Aa_G15970.h1.t1	XP_010508131.1, XP_010506539.1, XP_010518187.1
OG0004688	Aa_G175150.h1.t1	XP_010518123.2, XP_010506447.1, XP_010508211.1
OG0004689	Aa_G265100.h1.t1	XP_010506389.1, XP_010518063.1, XP_010508276.1
OG0004690	Aa_G125310.h1.t1	XP_010517904.1, XP_010508431.1, XP_010506214.1
OG0004691	Aa_G476760.h1.t1	XP_010494913.1, XP_010481380.1, XP_010441512.1
OG0004692	Aa_G14800.h1.t1	XP_010463547.1, XP_010485517.1, XP_010512938.1
OG0004693	Aa_G250400.h1.t1	XP_010463699.1, XP_010485601.1, XP_010500496.1
OG0004694	Aa_G47530.h1.t1	XP_010485694.1
OG0004695	Aa_G185510.h1.t1	XP_010463851.1, XP_010485745.1, XP_010515215.1
OG0004698	Aa_G163200.h1.t1, Aa_G276550.h1.t1	XP_010464168.1, XP_010435264.1, XP_010486087.1
OG0004699	Aa_G163090.h1.t1	XP_010464178.1, XP_010436176.1, XP_010486102.1
OG0004700	Aa_G47750.h1.t1	XP_010486135.1, XP_019100253.1, XP_010464202.1
OG0004701	Aa_G49980.h1.t1	XP_010441518.1, XP_010464226.1, XP_010486163.1
OG0004702	Aa_G78890.h1.t1	XP_010486233.1, XP_010464304.1, XP_010447457.1
OG0004703	Aa_G174410.h1.t1	XP_010464386.1, XP_010454123.1
OG0004704	Aa_G174270.h1.t1	XP_010464406.1, XP_010456670.1, XP_010486337.1
OG0004705	Aa_G24360.h1.t1	XP_010463622.1, XP_010486413.1, XP_010464478.1
OG0004706	Aa_G403650.h1.t1	XP_010472002.1, XP_010464580.1, XP_010486504.1
OG0004707	Aa_G5600.h1.t1	XP_010498154.1, XP_010486851.1, XP_010464885.1
OG0004708	Aa_G40570.h1.t1	XP_010486925.1, XP_010464991.1, XP_010498844.1
OG0004709	Aa_G40180.h1.t1	XP_010465042.1, XP_010499304.1, XP_010486992.1
OG0004710	Aa_G40130.h1.t1	XP_019092212.1, XP_010499376.1
OG0004711	Aa_G39930.h1.t1	XP_010499673.1, XP_010465072.1, XP_010487021.1
OG0004712	Aa_G176140.h1.t1	XP_010500633.1, XP_010500612.1, XP_010487111.1, XP_010465190.1
OG0004713	Aa_G237730.h1.t1	XP_010501463.1, XP_010465271.1, XP_010487179.1
OG0004714	Aa_G237690.h1.t1	XP_010487182.1, XP_010465276.1, XP_010501500.1, XP_019098599.1
OG0004715	Aa_G103510.h1.t1, Aa_G168800.h1.t1	XP_010438920.1, XP_010482028.1, XP_010442196.1
OG0004716	Aa_G234990.h1.t1	XP_010502919.1, XP_010487363.1, XP_010465506.1
OG0004717	Aa_G235060.h1.t1, Aa_G396650.h1.t1	XP_010502990.1, XP_010487371.1, XP_010465515.1
OG0004718	Aa_G223550.h1.t1	XP_010465655.1, XP_010487489.1, XP_010504158.1
OG0004719	Aa_G367530.h1.t1, Aa_G367520.h1.t1	XP_010487515.1, XP_010504425.1, XP_019092591.1, XP_019092593.1, XP_010465677.1, XP_019092135.1, XP_019092592.1, XP_010487514.1, XP_010504414.1
OG0004720	Aa_G150560.h1.t1, Aa_G246830.h1.t1	XP_010487909.1, XP_010466120.1, XP_010507876.1
OG0004721	Aa_G390030.h1.t1	XP_010487776.1, XP_010506935.1, XP_010465949.1
OG0004722	Aa_G104680.h1.t1	XP_010487784.1, XP_010507022.1, XP_010465969.1
OG0004723	Aa_G136610.h1.t1	XP_010509534.1, XP_010466303.1, XP_010488078.1
OG0004724	Aa_G161930.h1.t1	XP_010509651.1, XP_010488093.1, XP_010466324.1
OG0004725	Aa_G162000.h1.t1	XP_010509736.1, XP_010466336.1, XP_010488098.1
OG0004726	Aa_G635090.h1.t1	XP_010488113.1, XP_010466354.1, XP_010509943.1
OG0004727	Aa_G635100.h1.t1	XP_010466355.1, XP_010488114.1
OG0004728	Aa_G417830.h1.t1	XP_010450925.1, XP_010435734.1, XP_010440933.1
OG0004729	Aa_G312960.h2.t1, Aa_G312960.h1.t1, Aa_G312960.h3.t1	XP_019092272.1, XP_010488364.1, XP_010512158.1
OG0004730	Aa_G95440.h1.t1	XP_010466552.1, XP_019096433.1, XP_019097302.1, XP_010511547.2, XP_010466550.1, XP_010488296.1, XP_010511540.1
OG0004731	Aa_G91330.h1.t1	XP_010511497.1, XP_010488292.1, XP_010466541.1, XP_010466543.1, XP_010466542.1
OG0004732	Aa_G624330.h1.t1	XP_010433014.1, XP_010438203.1, XP_010447751.1
OG0004733	Aa_G545370.h1.t1	XP_010492876.1, XP_010420636.1, XP_010454112.1
OG0004734	Aa_G280250.h1.t1	XP_010456579.1, XP_010420628.1, XP_010456578.1, XP_010492870.1
OG0004735	Aa_G276240.h1.t1	XP_010454080.1, XP_010420594.1, XP_019097183.1
OG0004736	Aa_G87950.h1.t1	XP_010503905.1, XP_010426777.1, XP_010515635.1
OG0004737	Aa_G695970.h1.t1	XP_010515630.1, XP_010503900.1, XP_010426772.1
OG0004738	Aa_G261120.h1.t1	XP_010442699.1, XP_010444055.1, XP_010482534.1
OG0004739	Aa_G106200.h1.t1	XP_010479382.1, XP_010474840.1
OG0004740	Aa_G67970.h1.t1	XP_010422770.1, XP_010427766.1, XP_019090237.1
OG0004741	Aa_G6900.h1.t1	XP_010457293.1, XP_010481385.1, XP_010474885.1
OG0004742	Aa_G248590.h1.t1	XP_010481311.1, XP_010441443.1
OG0004743	Aa_G219990.h1.t1	XP_010475294.1, XP_010485289.1, XP_010457669.1
OG0004744	Aa_G140100.h1.t1	XP_010457718.1, XP_010475325.1, XP_010485788.1
OG0004745	Aa_G22500.h1.t1, Aa_G520160.h1.t1	XP_019098866.1, XP_010475413.1, XP_010457818.1
OG0004746	Aa_G441420.h1.t1	XP_010457873.1, XP_010475464.1, XP_010487146.1
OG0004747	Aa_G751640.h1.t1, Aa_G670000.h1.t1, Aa_G670010.h1.t1	XP_010488242.1, XP_010475582.1, XP_010458019.1
OG0004748	Aa_G286090.h1.t1	XP_010475585.1, XP_010458021.1, XP_019098895.1
OG0004749	Aa_G286050.h1.t1	XP_019091616.1, XP_010501367.1, XP_010475594.1, XP_010480385.1
OG0004750	Aa_G442680.h1.t1	NP_001289910.1, NP_001289923.1, NP_001289912.1
OG0004751	Aa_G19270.h1.t1	XP_010475723.1, XP_010458170.1, XP_010489630.1
OG0004752	Aa_G19240.h1.t1	XP_010489684.1, XP_010458174.1, XP_010475730.1
OG0004753	Aa_G774820.h1.t1, Aa_G438930.h1.t1, Aa_G438900.h1.t1	XP_010490472.1, XP_010475852.1, XP_019091602.1
OG0004754	Aa_G698280.h1.t1	XP_010489953.1, XP_010458220.1, XP_010475772.1
OG0004755	Aa_G160950.h1.t1	XP_010458267.1, XP_010490259.1, XP_010475813.1, XP_010490254.1, XP_010458266.1, XP_010475812.1
OG0004756	Aa_G440220.h1.t1	XP_010458318.1, XP_010475857.1, XP_010490508.1
OG0004757	Aa_G166180.h1.t1, Aa_G67520.h1.t1	XP_010498096.1, XP_010476897.1, XP_010459339.1, XP_019100866.1, XP_010414715.1
OG0004758	Aa_G171350.h1.t1	XP_010475866.1, XP_010458335.1, XP_010458339.1, XP_010490644.1
OG0004759	Aa_G171360.h1.t1	XP_010490672.1, XP_010475868.1, XP_010458344.1
OG0004761	Aa_G535900.h1.t1	XP_010491577.1, XP_019090978.1, XP_019094385.1
OG0004762	Aa_G9850.h1.t1	XP_010460190.1
OG0004763	Aa_G261890.h1.t1	XP_010493787.1, XP_010458639.1, XP_010458637.1, XP_010458636.1, XP_010476174.1
OG0004764	Aa_G10660.h1.t1	XP_010458682.1, XP_010494333.1, XP_010476227.1
OG0004765	Aa_G97500.h1.t1	XP_010436374.1
OG0004766	Aa_G292120.h1.t1	XP_010476263.1, XP_010494723.1, XP_010458722.1
OG0004767	Aa_G563230.h1.t1	XP_010495285.1, XP_010476337.1, XP_010458791.1
OG0004769	Aa_G121320.h1.t1	XP_010497054.1, XP_010497079.1, XP_010497045.1, XP_010459057.1, XP_010476619.1
OG0004770	Aa_G163820.h1.t1	XP_019099013.1, XP_010459082.1, XP_010476633.1
OG0004771	Aa_G205030.h1.t1	XP_010476730.1, XP_010459162.1, XP_010497732.1
OG0004772	Aa_G103780.h1.t1	XP_010497994.1, XP_010476789.1, XP_010462743.1, XP_019098666.1
OG0004773	Aa_G528260.h1.t1	XP_010476912.1, XP_010480517.1
OG0004774	Aa_G454450.h1.t1	XP_010498144.1, XP_010476933.1
OG0004775	Aa_G301650.h1.t1, Aa_G301660.h1.t1, Aa_G301680.h1.t1	XP_010435330.1, XP_010440634.1, XP_010448775.1, XP_010433942.1, XP_010439229.1, XP_010448773.1, XP_010439231.1, XP_010448777.1
OG0004776	Aa_G132470.h1.t1	XP_010459473.1, XP_010498248.1, XP_010477033.1
OG0004777	Aa_G119070.h1.t1	XP_010459495.1, XP_010477051.1, XP_010498268.1
OG0004779	Aa_G272220.h1.t1	XP_010428855.1, XP_010471967.1, XP_010416728.1
OG0004780	Aa_G344040.h1.t1	XP_010428041.1, XP_010471207.1, XP_010497531.2, XP_010415907.1
OG0004781	Aa_G319440.h1.t1	XP_010427989.1, XP_010415865.1
OG0004782	Aa_G163360.h1.t1	XP_010415767.1, XP_010427868.1, XP_010471079.1
OG0004783	Aa_G163400.h1.t1	XP_010415761.1, XP_010427863.1, XP_010471075.1, XP_010416201.1
OG0004784	Aa_G98870.h1.t1, Aa_G98880.h1.t1	XP_010428383.1, XP_019093604.1, XP_010416246.1, XP_010474330.1, XP_010428382.1
OG0004785	Aa_G229610.h1.t1	XP_010480298.1, XP_010415036.1
OG0004786	Aa_G110590.h1.t1, Aa_G110580.h1.t1	XP_010500399.1, XP_010461687.1, XP_010479285.1
OG0004787	Aa_G110570.h1.t1	XP_010479286.1, XP_010500400.1, XP_019091301.1
OG0004788	Aa_G486230.h1.t1	XP_010446581.1, XP_010431983.1, XP_010437126.1
OG0004789	Aa_G493140.h1.t1	XP_010432153.1, XP_010446762.2, XP_019087278.1
OG0004790	Aa_G179550.h1.t1	XP_010444947.1, XP_019086899.1, XP_010414002.1, XP_010467626.1, XP_019096671.1
OG0004792	Aa_G426430.h1.t1	XP_010437457.1, XP_010446911.1, XP_010432267.1
OG0004793	Aa_G144750.h1.t1	XP_010437623.1, XP_010432422.1, XP_010447093.1
OG0004794	Aa_G960710.h1.t1, Aa_G960710.h2.t1	XP_010432645.1, XP_010447327.1, XP_010437841.1
OG0004795	Aa_G58540.h1.t1	XP_010437819.1, XP_010432629.1, XP_010447301.1
OG0004796	Aa_G432620.h1.t1	XP_010451067.1
OG0004797	Aa_G214740.h1.t1	XP_010467231.1, XP_010432528.1, XP_010437733.1, XP_010447209.1
OG0004798	Aa_G74800.h1.t1	XP_010447543.1, XP_010437991.1, XP_010432815.1
OG0004799	Aa_G358510.h1.t1	XP_010488491.1, XP_010421934.1, XP_010466777.1
OG0004800	Aa_G199070.h1.t1	XP_010466785.1, XP_010488499.1, XP_010513230.1
OG0004801	Aa_G199290.h1.t1	XP_010471272.1, XP_010415990.1, XP_010428127.1
OG0004803	Aa_G252200.h1.t1	XP_010428088.1, XP_010414846.1, XP_010415951.1, XP_010471241.1
OG0004804	Aa_G259610.h1.t1, Aa_G697930.h1.t1	XP_010415928.1, XP_010415930.1, XP_010418543.1, XP_010415926.1, XP_010415927.1, XP_010471226.1, XP_010428058.1
OG0004805	Aa_G62300.h1.t1	XP_010498865.1, XP_010460139.1, XP_010477646.1
OG0004806	Aa_G185000.h1.t1	XP_010460283.2
OG0004807	Aa_G617610.h1.t1	XP_010499021.1, XP_010477841.1, XP_010462889.1
OG0004808	Aa_G160670.h1.t1	XP_010433803.1, XP_010448597.1, XP_010439073.1
OG0004809	Aa_G350730.h1.t1	XP_010448054.1, XP_010433282.1, XP_010438525.1
OG0004810	Aa_G445250.h1.t1	XP_010433243.1, XP_010448005.1, XP_010438485.1
OG0004812	Aa_G22750.h1.t1	XP_010457776.1, XP_010475381.1
OG0004818	Aa_G402990.h1.t1, Aa_G174200.h1.t1	XP_010486343.1, XP_010464412.1
OG0004819	Aa_G186450.h1.t1	XP_010424971.1, XP_010502216.1, XP_010513959.1
OG0004820	Aa_G234280.h1.t1	XP_010425680.1, XP_010502890.1, XP_010514606.1
OG0004822	Aa_G425200.h1.t1, Aa_G585530.h1.t1	XP_010507276.1, XP_010426170.1
OG0004823	Aa_G425380.h1.t1	XP_010494100.2
OG0004826	Aa_G43090.h1.t1	XP_010448328.1, XP_019086876.1, XP_010438801.1
OG0004828	Aa_G49300.h1.t1	XP_019089371.1, XP_019088049.1, XP_019088048.1
OG0004829	Aa_G573920.h1.t1	XP_010416989.1, XP_010474414.1, XP_010429148.1, XP_010429410.1
OG0004830	Aa_G338560.h1.t1, Aa_G338560.h2.t1	XP_010442832.1, XP_010445307.1, XP_010482663.1
OG0004836	Aa_G177690.h1.t1	XP_019096438.1, XP_019100164.1
OG0004847	Aa_G88880.h1.t1	XP_010503307.1, XP_010515014.1, XP_010426148.1, XP_010426147.1
OG0004848	Aa_G41600.h1.t1	XP_010503333.1, XP_010515041.1, XP_010426174.1
OG0004849	Aa_G531300.h1.t1, Aa_G52290.h1.t1	XP_019086799.1, XP_010439273.1, XP_010448823.1, XP_010448201.1, XP_010443021.1
OG0004850	Aa_G509940.h1.t1	XP_010424926.1, XP_010502133.1, XP_010513880.1
OG0004851	Aa_G323240.h1.t1	XP_010502234.1, XP_010513998.1, XP_010425000.1
OG0004852	Aa_G106500.h1.t1	XP_010420508.1, XP_010492746.1, XP_010453981.1
OG0004853	Aa_G106550.h1.t1	XP_010453979.1, XP_010492743.1
OG0004854	Aa_G255820.h1.t1	XP_010424140.2, XP_010453950.1, XP_010492708.1
OG0004855	Aa_G523390.h1.t1	XP_010492675.1, XP_010453914.1, XP_010420441.1
OG0004856	Aa_G334650.h1.t1	XP_010492665.1, XP_010420428.1, XP_010453906.1
OG0004857	Aa_G158080.h1.t1	XP_010420353.1, XP_010492567.1, XP_010453819.1
OG0004858	Aa_G292300.h1.t1	XP_010468210.1
OG0004859	Aa_G96790.h1.t1	XP_010492514.1, XP_010453788.1, XP_010420318.1
OG0004860	Aa_G209610.h1.t1	XP_010453474.1, XP_010492154.1, XP_010419982.1
OG0004861	Aa_G431390.h1.t1	XP_010492399.1, XP_010420221.1, XP_010453693.1
OG0004862	Aa_G240280.h1.t1	XP_010492339.1, XP_010453644.1, XP_010420169.1
OG0004863	Aa_G304360.h1.t1	XP_010453637.1, XP_010492333.1, XP_010420161.1
OG0004866	Aa_G249380.h1.t1, Aa_G524180.h1.t1	XP_019083813.1, XP_010456534.1, XP_010495194.1
OG0004867	Aa_G258140.h1.t1	XP_010420077.1, XP_010492244.1, XP_010453560.1
OG0004868	Aa_G72870.h1.t1	XP_010492211.1, XP_010420034.2, XP_010453527.1
OG0004869	Aa_G354740.h1.t1	XP_010492187.1, XP_010453505.1
OG0004870	Aa_G290010.h1.t1	XP_010453495.1, XP_010420002.1, XP_010492174.1
OG0004871	Aa_G382470.h1.t1	XP_019090527.1, XP_010442361.1, XP_010442356.1
OG0004872	Aa_G19710.h1.t1	XP_010453414.1, XP_010492092.1, XP_010419919.1
OG0004873	Aa_G19580.h1.t1	XP_010492081.1, XP_010419908.1, XP_010453397.1
OG0004874	Aa_G19470.h1.t1	XP_010495178.1, XP_010419889.1, XP_010453379.1
OG0004875	Aa_G349780.h1.t1	XP_010492064.1, XP_010453374.1, XP_010419883.1
OG0004876	Aa_G558240.h1.t1, Aa_G369120.h1.t1, Aa_G290250.h1.t1	XP_010465093.1, XP_010499814.1, XP_010487043.1
OG0004877	Aa_G155050.h1.t1	XP_010419845.1, XP_010453337.1, XP_010492023.1
OG0004878	Aa_G256500.h1.t1	XP_010453275.1
OG0004879	Aa_G279010.h1.t1	XP_010419770.1, XP_010491939.1, XP_010453250.1
OG0004880	Aa_G267650.h1.t1	XP_010491925.1, XP_019083779.1, XP_010453228.1, XP_019083778.1
OG0004881	Aa_G267620.h1.t1	XP_019098060.1, XP_010419758.1, XP_010453225.1
OG0004882	Aa_G267570.h1.t1	XP_010491913.1
OG0004883	Aa_G398170.h1.t1, Aa_G782590.h1.t1	XP_010491760.1, XP_010453113.1, XP_010422808.1
OG0004884	Aa_G458470.h1.t1	XP_010453029.1, XP_010422896.1, XP_010491662.1
OG0004885	Aa_G195890.h1.t1	XP_010422922.1, XP_010491637.1, XP_010453003.1
OG0004886	Aa_G365610.h1.t1	XP_010491571.1, XP_010452932.1, XP_010422984.1
OG0004887	Aa_G130470.h2.t1, Aa_G130470.h1.t1	XP_010456455.1, XP_019084374.1, XP_019097768.1, XP_010423016.1
OG0004888	Aa_G130440.h1.t1	XP_019084444.1, XP_010491542.1, XP_010452902.1
OG0004889	Aa_G210800.h1.t1	XP_010423067.1, XP_010452859.1, XP_010495118.2
OG0004890	Aa_G210740.h1.t1	XP_010452838.1, XP_010423082.1, XP_010491481.1, XP_010424723.1
OG0004891	Aa_G76340.h1.t1, Aa_G76360.h1.t1	XP_010423177.1, XP_019090477.1, XP_010491388.1
OG0004892	Aa_G25730.h1.t1	XP_019102190.1
OG0004893	Aa_G384420.h1.t1	XP_010422467.1, XP_010431041.1, XP_010455893.1
OG0004894	Aa_G658260.h1.t1	XP_010433696.1, XP_010448482.1, XP_010438927.1
OG0004896	Aa_G213440.h1.t1	XP_010438948.1, XP_010433704.1, XP_010448496.1
OG0004897	Aa_G130150.h1.t1	XP_010438970.1, XP_010448520.1, XP_010433726.1, XP_010438971.2
OG0004898	Aa_G164080.h1.t1	XP_010510802.1
OG0004899	Aa_G158250.h1.t1	XP_010470069.1, XP_010414511.1, XP_010510601.1
OG0004900	Aa_G158260.h1.t1	XP_010414509.1, XP_010470068.1, XP_010510602.1
OG0004901	Aa_G199660.h1.t1	XP_010414385.1, XP_010469954.1, XP_010510491.1
OG0004902	Aa_G35480.h1.t1	XP_010414292.1, XP_010469886.1, XP_010510394.1
OG0004903	Aa_G35400.h1.t1	XP_010469879.1, XP_010510388.1, XP_010414287.1
OG0004904	Aa_G159370.h1.t1	XP_010469842.1, XP_010414255.1, XP_010510342.1
OG0004905	Aa_G351180.h1.t1	XP_010510329.1, XP_010469830.1, XP_010414241.1
OG0004906	Aa_G343100.h1.t1	XP_010469741.1, XP_010510219.1, XP_010414153.1, XP_010414152.1
OG0004907	Aa_G154740.h1.t1	XP_019101382.1, XP_010414068.1, XP_010469657.1
OG0004908	Aa_G346430.h1.t1	XP_019101363.1, XP_010418704.1, XP_019082991.1, XP_019094034.1, XP_010510095.1
OG0004909	Aa_G208570.h1.t1	XP_010413861.1, XP_010509884.1, XP_010469470.1
OG0004910	Aa_G89570.h1.t1	XP_010481786.1, XP_010441940.1, XP_019097938.1
OG0004911	Aa_G776950.h1.t1	XP_010481754.1, XP_010494435.1, XP_019087728.1
OG0004912	Aa_G90990.h1.t1	XP_010438887.1, XP_010433644.1, XP_010448437.1
OG0004913	Aa_G29370.h1.t1	XP_010500289.1, XP_010461564.1, XP_010479165.1
OG0004915	Aa_G48160.h1.t1	XP_010499318.1, XP_010478183.1, XP_010460593.1
OG0004916	Aa_G498690.h1.t1	XP_010460642.1, XP_010499374.1, XP_019095223.1
OG0004917	Aa_G758040.h1.t1	XP_010440865.1, XP_010450510.1, XP_010435586.1
OG0004918	Aa_G69730.h1.t1	XP_010438739.1, XP_010433486.1, XP_010448258.1, XP_010448259.1, XP_010438740.1, XP_019086757.1
OG0004919	Aa_G465110.h1.t1	XP_010478320.1, XP_010460730.1, XP_010499463.1
OG0004920	Aa_G416970.h1.t1	XP_010460821.1, XP_010499555.1, XP_010478411.1
OG0004921	Aa_G418170.h1.t1	XP_010442422.1, XP_010482231.1, XP_010440762.1
OG0004923	Aa_G414350.h1.t1	XP_010478883.1, XP_010460962.1, XP_010499685.1
OG0004924	Aa_G16480.h1.t1	XP_010499802.1, XP_010461077.1, XP_010478675.1
