Orthogroup	Arabis_alpina	Cardamine_hirsuta
OG0002325	Aa_G80650.h1.t1	CARHR008790
OG0002326	Aa_G318560.h1.t1	CARHR010480
OG0002326	Aa_G281530.h1.t1	CARHR053430
OG0002327	Aa_G323270.h1.t1	CARHR144870
OG0002327	Aa_G393290.h1.t1	CARHR015020
OG0002328	Aa_G265750.h1.t1	CARHR073360
OG0002329	Aa_G457310.h1.t1, Aa_G65590.h1.t1	CARHR016780, CARHR073180
OG0002330	Aa_G188640.h1.t1	CARHR018070
OG0002331	Aa_G622170.h1.t1	CARHR067020
OG0002332	Aa_G548320.h1.t1, Aa_G548300.h1.t1	CARHR067840
OG0002332	Aa_G548310.h2.t1, Aa_G548310.h1.t1	CARHR019450
OG0002333	Aa_G252100.h1.t1	CARHR065020
OG0002333	Aa_G198730.h1.t1	CARHR022880
OG0002334	Aa_G562070.h1.t1	CARHR024270
OG0002334	Aa_G189620.h1.t1	CARHR063420
OG0002335	Aa_G352700.h1.t1	CARHR024650
OG0002335	Aa_G510840.h1.t1	CARHR063090
OG0002337	Aa_G139530.h1.t1, Aa_G182440.h1.t1	CARHR053080
OG0002337	Aa_G5870.h1.t1	CARHR053090
OG0002338	Aa_G248640.h2.t1, Aa_G248640.h1.t1	CARHR173800
OG0002339	Aa_G421750.h1.t1	CARHR293500
OG0002340	Aa_G543430.h1.t1	CARHR106720
OG0002340	Aa_G238250.h1.t1	CARHR243010
OG0002341	Aa_G258450.h1.t1	CARHR217610
OG0002342	Aa_G541720.h1.t1	CARHR105820
OG0002342	Aa_G274270.h1.t1	CARHR242180
OG0002343	Aa_G241440.h1.t1	CARHR239470
OG0002343	Aa_G41490.h1.t1	CARHR117300
OG0002344	Aa_G241420.h1.t1	CARHR239460
OG0002344	Aa_G41510.h1.t1	CARHR117320
OG0002345	Aa_G569070.h1.t1	CARHR117810
OG0002346	Aa_G618270.h1.t1	CARHR234250
OG0002352	Aa_G158900.h1.t1	CARHR238320
OG0002353	Aa_G264870.h1.t1	CARHR195820
OG0002354	Aa_G499320.h1.t1	CARHR196120
OG0002354	Aa_G111700.h1.t1	CARHR077140
OG0002355	Aa_G499350.h1.t1	CARHR196140, CARHR196160
OG0002356	Aa_G447880.h1.t1	CARHR196540
OG0002356	Aa_G111950.h1.t1	CARHR076930
OG0002357	Aa_G56520.h1.t1, Aa_G56500.h1.t1	CARHR197370
OG0002357	Aa_G140820.h1.t1	CARHR209200
OG0002358	Aa_G71660.h1.t1	CARHR076130
OG0002358	Aa_G431380.h1.t1	CARHR197740
OG0002359	Aa_G321110.h1.t1	CARHR197990
OG0002359	Aa_G14640.h1.t1	CARHR075920
OG0002360	Aa_G385320.h1.t1	CARHR200380, CARHR026820
OG0002361	Aa_G398090.h1.t1	CARHR188380
OG0002361	Aa_G168850.h1.t1	CARHR202360
OG0002362	Aa_G20820.h1.t1	CARHR278850
OG0002362	Aa_G195900.h1.t1	CARHR203400
OG0002363	Aa_G335320.h1.t1, Aa_G75960.h1.t1	CARHR277530
OG0002364	Aa_G143220.h1.t1	CARHR189960
OG0002364	Aa_G210780.h1.t1	CARHR204490
OG0002365	Aa_G587790.h1.t1, Aa_G587750.h1.t1	CARHR205210, CARHR205250
OG0002366	Aa_G188950.h1.t1, Aa_G188970.h1.t1	CARHR251220
OG0002367	Aa_G768990.h1.t1	CARHR122490
OG0002368	Aa_G235360.h1.t1	CARHR004620
OG0002368	Aa_G243610.h1.t1	CARHR126270
OG0002369	Aa_G203750.h1.t1	CARHR179920
OG0002369	Aa_G423570.h1.t1	CARHR003570
OG0002370	Aa_G89740.h1.t1	CARHR179530
OG0002370	Aa_G400470.h1.t1	CARHR003500
OG0002371	Aa_G134630.h1.t1	CARHR003130
OG0002371	Aa_G215340.h1.t1	CARHR179030
OG0002372	Aa_G29620.h1.t1	CARHR233130
OG0002374	Aa_G468690.h1.t1	CARHR290610
OG0002375	Aa_G281950.h1.t1	CARHR145960
OG0002376	Aa_G94920.h1.t1	CARHR274760
OG0002378	Aa_G403390.h1.t1	CARHR104590
OG0002378	Aa_G8650.h1.t1	CARHR191280
OG0002379	Aa_G578550.h1.t1	CARHR155410
OG0002379	Aa_G225450.h1.t1	CARHR285390
OG0002380	Aa_G59770.h1.t1	CARHR239370
OG0002380	Aa_G168010.h1.t1	CARHR270860
OG0002381	Aa_G59070.h1.t1	CARHR268740
OG0002381	Aa_G86690.h1.t1	CARHR234310
OG0002382	Aa_G123420.h1.t1	CARHR267940
OG0002382	Aa_G129630.h1.t1	CARHR234880
OG0002383	Aa_G184100.h1.t1	CARHR235120, CARHR267410
OG0002385	Aa_G195270.h1.t1, Aa_G285160.h1.t1	CARHR085940
OG0002386	Aa_G73330.h1.t1	CARHR208640
OG0002387	Aa_G140830.h1.t1	CARHR209210
OG0002387	Aa_G322220.h1.t1	CARHR084690
OG0002388	Aa_G135540.h1.t1	CARHR046750
OG0002389	Aa_G103800.h1.t1	CARHR017160
OG0002390	Aa_G129460.h1.t1	CARHR071120
OG0002391	Aa_G86890.h1.t1	CARHR021970
OG0002392	Aa_G315410.h1.t1	CARHR069830
OG0002392	Aa_G148870.h1.t1	CARHR021020
OG0002393	Aa_G344720.h1.t1	CARHR107740
OG0002394	Aa_G285840.h1.t1	CARHR244480
OG0002394	Aa_G249520.h1.t1	CARHR108410
OG0002395	Aa_G108950.h1.t1, Aa_G290220.h1.t1	CARHR087630
OG0002396	Aa_G327440.h1.t1	CARHR088500
OG0002397	Aa_G118240.h1.t1, Aa_G118230.h1.t1	CARHR044580
OG0002398	Aa_G1300.h1.t1	CARHR089980
OG0002399	Aa_G110310.h1.t1	CARHR242900, CARHR242890
OG0002400	Aa_G396700.h1.t1	CARHR043240
OG0002401	Aa_G282190.h1.t1	CARHR130520
OG0002401	Aa_G100060.h1.t1	CARHR162630
OG0002402	Aa_G435580.h1.t1, Aa_G435590.h1.t1	CARHR218250
OG0002402	Aa_G680650.h1.t1, Aa_G326550.h1.t1	CARHR101720
OG0002403	Aa_G413390.h1.t1	CARHR218580
OG0002403	Aa_G380130.h1.t1	CARHR101290
OG0002404	Aa_G198070.h1.t1	CARHR219200
OG0002404	Aa_G568390.h1.t1	CARHR100320
OG0002405	Aa_G367880.h1.t1	CARHR220040
OG0002405	Aa_G367850.h1.t1	CARHR220050
OG0002407	Aa_G31220.h1.t1	CARHR221520
OG0002407	Aa_G96550.h1.t1	CARHR098330
OG0002408	Aa_G535520.h1.t1	CARHR018500, CARHR247960
OG0002408	Aa_G428870.h1.t1	CARHR066260
OG0002409	Aa_G342700.h1.t1	CARHR066760
OG0002409	Aa_G583590.h1.t1	CARHR018630
OG0002410	Aa_G639700.h2.t1, Aa_G639700.h1.t1	CARHR067570
OG0002411	Aa_G721330.h2.t1, Aa_G721330.h1.t1	CARHR067710
OG0002412	Aa_G64520.h1.t1	CARHR068070
OG0002413	Aa_G110430.h1.t1	CARHR061350
OG0002414	Aa_G159500.h1.t1	CARHR061460
OG0002414	Aa_G596280.h1.t1	CARHR025940
OG0002415	Aa_G283490.h1.t1	CARHR061500
OG0002416	Aa_G159600.h1.t1	CARHR061520
OG0002416	Aa_G283480.h1.t1	CARHR025770
OG0002417	Aa_G92140.h1.t1	CARHR025570
OG0002417	Aa_G733640.h1.t1	CARHR062120
OG0002418	Aa_G305300.h1.t1	CARHR061860
OG0002418	Aa_G317480.h1.t1	CARHR062160
OG0002419	Aa_G387130.h1.t1	CARHR236330
OG0002419	Aa_G815050.h1.t1	CARHR110990
OG0002420	Aa_G668820.h1.t1	CARHR213020
OG0002420	Aa_G234520.h1.t1	CARHR047700
OG0002421	Aa_G19030.h1.t1	CARHR009220
OG0002421	Aa_G365910.h1.t1	CARHR055140
OG0002422	Aa_G34270.h1.t1	CARHR149630
OG0002422	Aa_G744210.h1.t1	CARHR261790
OG0002423	Aa_G292100.h1.t1	CARHR013140, CARHR147890
OG0002425	Aa_G385520.h1.t1	CARHR176000
OG0002425	Aa_G339990.h1.t1	CARHR225320
OG0002426	Aa_G239380.h1.t1	CARHR176670
OG0002427	Aa_G438720.h1.t1	CARHR127960
OG0002429	Aa_G96140.h1.t1	CARHR224010
OG0002429	Aa_G162900.h1.t1	CARHR173950
OG0002430	Aa_G39350.h1.t1	CARHR255190
OG0002430	Aa_G537920.h1.t1	CARHR230790
OG0002431	Aa_G352020.h1.t1	CARHR247460
OG0002431	Aa_G50990.h1.t1	CARHR079980
OG0002432	Aa_G429190.h1.t1	CARHR229840
OG0002432	Aa_G35140.h1.t1	CARHR254180
OG0002434	Aa_G522440.h1.t1	CARHR253770
OG0002434	Aa_G42780.h1.t1	CARHR229480
OG0002435	Aa_G300090.h1.t1	CARHR253580
OG0002435	Aa_G419730.h1.t1	CARHR229320
OG0002436	Aa_G337980.h1.t1	CARHR253490
OG0002436	Aa_G517300.h1.t1	CARHR229190
OG0002437	Aa_G123670.h1.t1	CARHR178090
OG0002437	Aa_G204050.h1.t1	CARHR226800
OG0002438	Aa_G621190.h1.t1	CARHR227480
OG0002438	Aa_G580400.h1.t1	CARHR227470
OG0002439	Aa_G165320.h1.t1	CARHR216290, CARHR258810
OG0002440	Aa_G41970.h1.t1	CARHR252180
OG0002440	Aa_G37580.h1.t1	CARHR227720
OG0002441	Aa_G398670.h1.t1	CARHR228210
OG0002442	Aa_G573550.h1.t1	CARHR228350, CARHR228360, CARHR228330
OG0002443	Aa_G161200.h1.t1, Aa_G49590.h1.t1	CARHR291400
OG0002444	Aa_G291120.h1.t1	CARHR001320
OG0002446	Aa_G57890.h1.t1	CARHR171490
OG0002446	Aa_G15830.h1.t1	CARHR141030
OG0002447	Aa_G284460.h1.t1	CARHR138810
OG0002447	Aa_G323010.h1.t1	CARHR170000, CARHR169980
OG0002448	Aa_G418020.h1.t1	CARHR037820, CARHR290860
OG0002449	Aa_G345810.h1.t1	CARHR168190, CARHR043630
OG0002449	Aa_G225010.h1.t1	CARHR041720
OG0002450	Aa_G145760.h1.t1	CARHR136860
OG0002450	Aa_G401960.h1.t1	CARHR167620
OG0002451	Aa_G124060.h1.t1	CARHR136440
OG0002451	Aa_G238650.h1.t1	CARHR167280
OG0002453	Aa_G277040.h1.t1	CARHR164170
OG0002453	Aa_G594460.h1.t1	CARHR133390
OG0002454	Aa_G14190.h1.t1	CARHR163230
OG0002454	Aa_G531160.h1.t1	CARHR257780, CARHR131560
OG0002455	Aa_G14210.h1.t1	CARHR289330
OG0002456	Aa_G550050.h1.t1	CARHR130300
OG0002456	Aa_G153460.h1.t1	CARHR162340
OG0002457	Aa_G197410.h1.t1	CARHR108480
OG0002458	Aa_G342300.h1.t1	CARHR244950
OG0002459	Aa_G426650.h1.t1	CARHR109210
OG0002459	Aa_G223220.h1.t1	CARHR245170
OG0002460	Aa_G185870.h1.t1	CARHR109400
OG0002460	Aa_G156060.h1.t1	CARHR238170
OG0002461	Aa_G64100.h1.t1	CARHR236920, CARHR110270
OG0002462	Aa_G144100.h1.t1	CARHR135690
OG0002462	Aa_G144090.h1.t1	CARHR135710
OG0002463	Aa_G730580.h1.t1	CARHR133010, CARHR133470, CARHR133460, CARHR133000
OG0002464	Aa_G171530.h1.t1	CARHR230060
OG0002464	Aa_G409260.h1.t1	CARHR254510
OG0002465	Aa_G214240.h1.t1	CARHR245430
OG0002465	Aa_G544880.h1.t1	CARHR293130
OG0002466	Aa_G545120.h1.t1	CARHR033450, CARHR033490, CARHR033530, CARHR033500
OG0002466	Aa_G27130.h1.t1	CARHR033440, CARHR033510
OG0002467	Aa_G35080.h1.t1	CARHR254070
OG0002467	Aa_G585470.h1.t1	CARHR229700
OG0002468	Aa_G141000.h1.t1	CARHR187120
OG0002468	Aa_G205860.h1.t1	CARHR080460
OG0002469	Aa_G387140.h1.t1	CARHR236340
OG0002470	Aa_G288440.h1.t1	CARHR139620
OG0002471	Aa_G218610.h1.t1	CARHR108070, CARHR108060, CARHR116550
OG0002471	Aa_G479540.h1.t1	CARHR139530, CARHR139540
OG0002472	Aa_G125290.h1.t1	CARHR138570
OG0002472	Aa_G46270.h1.t1	CARHR189520
OG0002473	Aa_G4250.h1.t1	CARHR060040, CARHR078780
OG0002474	Aa_G65460.h1.t1	CARHR078830
OG0002474	Aa_G4290.h1.t1	CARHR185250
OG0002475	Aa_G648130.h1.t1	CARHR080340
OG0002475	Aa_G648140.h1.t1	CARHR080350
OG0002476	Aa_G24350.h1.t1	CARHR083030
OG0002476	Aa_G271800.h1.t1	CARHR083020
OG0002477	Aa_G54090.h1.t1	CARHR211770
OG0002477	Aa_G24210.h1.t1	CARHR083240
OG0002478	Aa_G333230.h1.t1	CARHR085680, CARHR207710
OG0002479	Aa_G40610.h1.t1	CARHR086790
OG0002481	Aa_G237560.h1.t1	CARHR088960
OG0002481	Aa_G610390.h1.t1	CARHR044410
OG0002482	Aa_G327210.h1.t1	CARHR222060
OG0002483	Aa_G20400.h1.t1	CARHR092230
OG0002483	Aa_G380690.h1.t1	CARHR222650
OG0002484	Aa_G380640.h1.t1, Aa_G380650.h1.t1	CARHR222610
OG0002485	Aa_G308790.h1.t1	CARHR262480
OG0002486	Aa_G211000.h1.t1	CARHR058370
OG0002487	Aa_G596140.h1.t1	CARHR057490
OG0002489	Aa_G126170.h1.t1	CARHR194200
OG0002490	Aa_G122610.h1.t1	CARHR160940, CARHR160920
OG0002490	Aa_G122630.h1.t1	CARHR160930
OG0002492	Aa_G656780.h1.t1	CARHR053790
OG0002492	Aa_G160940.h1.t1	CARHR009680
OG0002493	Aa_G57020.h1.t1	CARHR054290
OG0002493	Aa_G463970.h1.t1	CARHR009860
OG0002494	Aa_G318550.h1.t1	CARHR010490
OG0002494	Aa_G318540.h1.t1	CARHR010500
OG0002495	Aa_G292000.h1.t1	CARHR048320, CARHR013090
OG0002496	Aa_G25630.h1.t1	CARHR013250
OG0002496	Aa_G26540.h1.t1	CARHR013230
OG0002497	Aa_G109550.h1.t1	CARHR013900, CARHR013910
OG0002497	Aa_G309810.h1.t1	CARHR146450
OG0002498	Aa_G536750.h1.t1	CARHR145600
OG0002498	Aa_G585780.h1.t1	CARHR014390
OG0002499	Aa_G484300.h1.t1	CARHR145070
OG0002500	Aa_G242480.h1.t1	CARHR015250
OG0002500	Aa_G609710.h1.t1	CARHR144410
OG0002501	Aa_G525760.h1.t1	CARHR016180
OG0002501	Aa_G410340.h1.t1	CARHR073960
OG0002502	Aa_G496810.h1.t1	CARHR017860, CARHR257910, CARHR257920
OG0002503	Aa_G292640.h1.t1	CARHR022650
OG0002504	Aa_G62430.h1.t1	CARHR023820
OG0002504	Aa_G17580.h1.t1	CARHR063720
OG0002505	Aa_G62280.h1.t1	CARHR023980
OG0002505	Aa_G101670.h1.t1	CARHR063610
OG0002506	Aa_G221870.h1.t1	CARHR063230
OG0002506	Aa_G281140.h1.t1	CARHR024530
OG0002507	Aa_G469930.h1.t1	CARHR011840
OG0002507	Aa_G178960.h1.t1, Aa_G35690.h1.t1	CARHR050550
OG0002508	Aa_G138020.h1.t1	CARHR294400
OG0002509	Aa_G91750.h1.t1	CARHR113390
OG0002509	Aa_G406830.h1.t1	CARHR246930
OG0002510	Aa_G561540.h1.t1	CARHR246020
OG0002510	Aa_G671700.h1.t1	CARHR292810
OG0002511	Aa_G688260.h1.t1	CARHR245770
OG0002511	Aa_G288640.h1.t1	CARHR114350
OG0002512	Aa_G253030.h1.t1	CARHR292970
OG0002513	Aa_G395550.h1.t1, Aa_G452780.h1.t1	CARHR243470, CARHR042980
OG0002514	Aa_G570520.h1.t1, Aa_G246820.h1.t1	CARHR105680
OG0002515	Aa_G404980.h1.t1	CARHR240820
OG0002515	Aa_G480940.h1.t1	CARHR115330
OG0002516	Aa_G87320.h1.t1, Aa_G87310.h1.t1	CARHR116220
OG0002516	Aa_G315010.h1.t1	CARHR240030
OG0002518	Aa_G189560.h1.t1	CARHR063340
OG0002518	Aa_G274010.h1.t1	CARHR024350
OG0002519	Aa_G141570.h1.t1	CARHR056460
OG0002521	Aa_G184120.h1.t1	CARHR259740
OG0002521	Aa_G776510.h1.t1, Aa_G776510.h2.t1	CARHR267460
OG0002523	Aa_G61170.h1.t1	CARHR260160
OG0002525	Aa_G488020.h1.t1	CARHR177050, CARHR177200
OG0002526	Aa_G321710.h1.t1	CARHR184360, CARHR292720, CARHR182900
OG0002526	Aa_G766150.h1.t1	CARHR282560
OG0002530	Aa_G262470.h1.t1	CARHR238490
OG0002530	Aa_G166780.h1.t1	CARHR184720
OG0002531	Aa_G137960.h1.t1	CARHR294460
OG0002532	Aa_G28200.h1.t1	CARHR155190
OG0002533	Aa_G737490.h1.t1	CARHR157380
OG0002533	Aa_G75190.h1.t1	CARHR277320
OG0002534	Aa_G492020.h1.t1, Aa_G492030.h1.t1	CARHR156630, CARHR156620
OG0002535	Aa_G449000.h1.t1	CARHR144570
OG0002535	Aa_G115560.h1.t1	CARHR015170
OG0002536	Aa_G972820.h1.t1	CARHR195770, CARHR077380
OG0002537	Aa_G162310.h1.t1	CARHR070250
OG0002538	Aa_G539800.h1.t1	CARHR196890
OG0002539	Aa_G356640.h1.t1, Aa_G600910.h1.t1	CARHR197410
OG0002539	Aa_G57380.h1.t1	CARHR197430
OG0002540	Aa_G421090.h1.t1	CARHR197710
OG0002540	Aa_G71610.h1.t1	CARHR076170
OG0002541	Aa_G8100.h1.t1	CARHR198450
OG0002541	Aa_G326970.h1.t1	CARHR075540
OG0002542	Aa_G258030.h1.t1	CARHR198810
OG0002542	Aa_G451730.h1.t1	CARHR075330
OG0002543	Aa_G13930.h1.t1	CARHR163380
OG0002543	Aa_G30030.h1.t1	CARHR132310
OG0002544	Aa_G423110.h1.t1	CARHR187410
OG0002545	Aa_G51470.h1.t1	CARHR278350
OG0002546	Aa_G76140.h1.t1	CARHR277780
OG0002546	Aa_G130450.h1.t1	CARHR204160
OG0002547	Aa_G189040.h1.t1, Aa_G135060.h1.t1	CARHR251300, CARHR035450, CARHR002710
OG0002548	Aa_G134890.h1.t1	CARHR002880
OG0002548	Aa_G187820.h1.t1	CARHR251770
OG0002549	Aa_G257630.h1.t1	CARHR007420
OG0002550	Aa_G275890.h1.t1	CARHR006990
OG0002551	Aa_G359790.h1.t1	CARHR124270
OG0002551	Aa_G22550.h1.t1	CARHR006350
OG0002552	Aa_G243620.h1.t1	CARHR126250
OG0002552	Aa_G235370.h1.t1	CARHR004630
OG0002553	Aa_G38930.h1.t1	CARHR003950
OG0002554	Aa_G400440.h1.t1	CARHR003490
OG0002554	Aa_G89700.h1.t1	CARHR179480
OG0002555	Aa_G134480.h1.t1	CARHR003270
OG0002556	Aa_G48090.h1.t1, Aa_G48060.h1.t1	CARHR127540, CARHR027580
OG0002557	Aa_G329870.h1.t1	CARHR127890, CARHR027780
OG0002558	Aa_G542330.h2.t1, Aa_G542330.h1.t1, Aa_G502550.h1.t1, Aa_G502550.h2.t1	CARHR129690
OG0002559	Aa_G466830.h1.t1	CARHR160000
OG0002559	Aa_G180760.h1.t1	CARHR280790
OG0002560	Aa_G37450.h1.t1	CARHR279350
OG0002561	Aa_G21030.h1.t1	CARHR278640
OG0002561	Aa_G309200.h1.t1	CARHR203600
OG0002562	Aa_G75140.h1.t1	CARHR277350
OG0002562	Aa_G588190.h1.t1	CARHR157410
OG0002563	Aa_G13480.h1.t1	CARHR276190
OG0002563	Aa_G207460.h1.t1	CARHR156100
OG0002564	Aa_G131120.h1.t1	CARHR275890
OG0002564	Aa_G564970.h1.t1	CARHR205920
OG0002565	Aa_G583380.h1.t1	CARHR275440
OG0002566	Aa_G46020.h1.t1	CARHR189190
OG0002567	Aa_G280090.h1.t1	CARHR150540
OG0002567	Aa_G362150.h1.t1	CARHR274030
OG0002568	Aa_G234790.h1.t1	CARHR273900
OG0002568	Aa_G653000.h1.t1	CARHR150040
OG0002569	Aa_G33950.h1.t1	CARHR273640
OG0002569	Aa_G699380.h1.t1	CARHR154130
OG0002570	Aa_G88970.h1.t1	CARHR155660
OG0002570	Aa_G246270.h1.t1	CARHR272800
OG0002571	Aa_G42480.h1.t1	CARHR016220
OG0002572	Aa_G484970.h1.t1	CARHR074430
OG0002574	Aa_G607620.h1.t1	CARHR271230
OG0002574	Aa_G760.h1.t1	CARHR233300
OG0002575	Aa_G227090.h1.t1	CARHR256740
OG0002575	Aa_G168120.h1.t1	CARHR270770
OG0002577	Aa_G48300.h1.t1	CARHR268750
OG0002578	Aa_G178120.h1.t1, Aa_G496380.h1.t1, Aa_G506220.h1.t1	CARHR055380, CARHR055390, CARHR055370
OG0002580	Aa_G566920.h1.t1	CARHR206240
OG0002580	Aa_G40660.h1.t1	CARHR086750
OG0002581	Aa_G261310.h1.t1	CARHR207530
OG0002581	Aa_G461250.h1.t1	CARHR167530
OG0002582	Aa_G137140.h1.t1	CARHR085160
OG0002582	Aa_G331850.h1.t1	CARHR208510
OG0002584	Aa_G24190.h1.t1	CARHR083260
OG0002584	Aa_G54040.h1.t1	CARHR211830
OG0002585	Aa_G120890.h1.t1	CARHR148210
OG0002585	Aa_G370850.h1.t1	CARHR213380
OG0002586	Aa_G497450.h1.t1, Aa_G85640.h1.t1	CARHR074220
OG0002587	Aa_G859400.h1.t1	CARHR072390
OG0002588	Aa_G111040.h1.t1	CARHR070090
OG0002588	Aa_G33350.h1.t1	CARHR021400
OG0002589	Aa_G111180.h1.t1	CARHR069960
OG0002590	Aa_G315420.h1.t1	CARHR069820
OG0002591	Aa_G436670.h1.t1	CARHR020810
OG0002591	Aa_G87870.h1.t1	CARHR069640
OG0002592	Aa_G393460.h1.t1	CARHR020700
OG0002592	Aa_G410810.h1.t1	CARHR069530
OG0002593	Aa_G622180.h1.t1	CARHR182990, CARHR289360, CARHR292330, CARHR292220, CARHR266170, CARHR183000, CARHR182960, CARHR186360
OG0002594	Aa_G2570.h1.t1, Aa_G2580.h1.t1	CARHR117950
OG0002595	Aa_G205610.h1.t1	CARHR044320, CARHR045850, CARHR043880, CARHR045840, CARHR045830
OG0002596	Aa_G118300.h1.t1	CARHR044480
OG0002596	Aa_G237640.h1.t1	CARHR088880
OG0002597	Aa_G118320.h1.t1	CARHR044460
OG0002597	Aa_G237600.h1.t1	CARHR088920
OG0002598	Aa_G751080.h1.t1	CARHR044340
OG0002599	Aa_G127800.h1.t1	CARHR044180
OG0002600	Aa_G100050.h1.t1	CARHR162640
OG0002600	Aa_G282240.h2.t1	CARHR130570
OG0002601	Aa_G92480.h1.t1	CARHR099720
OG0002601	Aa_G191150.h1.t1	CARHR220150
OG0002602	Aa_G562250.h1.t1	CARHR221220
OG0002602	Aa_G265560.h1.t1	CARHR098670
OG0002603	Aa_G608520.h1.t1	CARHR222360, CARHR289110
OG0002604	Aa_G283750.h1.t1	CARHR067620
OG0002604	Aa_G510540.h1.t1, Aa_G449890.h1.t1	CARHR289450
OG0002605	Aa_G442270.h1.t1	CARHR026010
OG0002605	Aa_G110400.h1.t1	CARHR061310
OG0002606	Aa_G596320.h1.t1	CARHR025900
OG0002607	Aa_G314200.h1.t1	CARHR260290
OG0002608	Aa_G362970.h1.t1	CARHR177950
OG0002609	Aa_G240020.h1.t1	CARHR094570
OG0002609	Aa_G362400.h1.t1	CARHR039670
OG0002611	Aa_G250620.h1.t1	CARHR096300
OG0002611	Aa_G563580.h1.t1	CARHR040890
OG0002612	Aa_G173460.h1.t1	CARHR043140
OG0002613	Aa_G471380.h1.t1	CARHR090510
OG0002614	Aa_G471390.h1.t1	CARHR090500
OG0002614	Aa_G396640.h1.t1	CARHR043160
OG0002616	Aa_G434320.h1.t1	CARHR184140, CARHR153680
OG0002618	Aa_G110320.h1.t1	CARHR106510
OG0002619	Aa_G313510.h1.t1	CARHR106860
OG0002619	Aa_G695260.h1.t1	CARHR091860
OG0002620	Aa_G70120.h1.t1	CARHR107030
OG0002620	Aa_G472290.h1.t1, Aa_G180350.h1.t1	CARHR243330
OG0002621	Aa_G723200.h1.t1	CARHR243380
OG0002623	Aa_G495040.h1.t1	CARHR255270, CARHR255260
OG0002624	Aa_G163640.h1.t1	CARHR173380
OG0002624	Aa_G13240.h1.t1	CARHR143540
OG0002625	Aa_G81050.h1.t1	CARHR171760
OG0002625	Aa_G17040.h1.t1	CARHR141220
OG0002626	Aa_G132730.h1.t1	CARHR170170
OG0002626	Aa_G551990.h1.t1	CARHR139030
OG0002627	Aa_G345870.h1.t1	CARHR168260
OG0002628	Aa_G210120.h1.t1	CARHR137350
OG0002629	Aa_G546880.h1.t1, Aa_G461240.h1.t1	CARHR167540, CARHR254100
OG0002629	Aa_G546870.h1.t1	CARHR136710
OG0002630	Aa_G560420.h1.t1	CARHR135480
OG0002631	Aa_G507220.h1.t1	CARHR165200
OG0002631	Aa_G358190.h1.t1	CARHR134250
OG0002632	Aa_G87580.h1.t1, Aa_G87570.h1.t1, Aa_G293300.h1.t1	CARHR099470, CARHR099450, CARHR099460, CARHR099480
OG0002633	Aa_G582260.h1.t1	CARHR163820
OG0002634	Aa_G212590.h1.t1	CARHR235450
OG0002634	Aa_G349260.h1.t1	CARHR266650
OG0002635	Aa_G44170.h1.t1	CARHR216910
OG0002636	Aa_G685650.h1.t1	CARHR059720
OG0002637	Aa_G726610.h1.t1	CARHR110170
OG0002638	Aa_G461900.h1.t1	CARHR134410
OG0002639	Aa_G431880.h1.t1	CARHR026340, CARHR028690
OG0002640	Aa_G290680.h1.t1	CARHR001300
OG0002640	Aa_G78360.h1.t1	CARHR249470
OG0002642	Aa_G351950.h1.t1	CARHR247550
OG0002642	Aa_G287860.h1.t1	CARHR112480
OG0002643	Aa_G380500.h1.t1	CARHR032370, CARHR256160
OG0002644	Aa_G601330.h1.t1	CARHR111630
OG0002644	Aa_G442820.h1.t1	CARHR235840
OG0002645	Aa_G175340.h1.t1	CARHR140140
OG0002646	Aa_G909880.h1.t1, Aa_G909880.h4.t1, Aa_G909880.h3.t1, Aa_G909880.h2.t1, Aa_G89290.h1.t1	CARHR138700, CARHR138730
OG0002647	Aa_G185590.h1.t1	CARHR194880, CARHR078040
OG0002648	Aa_G47060.h1.t1	CARHR081440
OG0002649	Aa_G403710.h1.t1	CARHR083660
OG0002650	Aa_G403590.h1.t1, Aa_G403570.h1.t1	CARHR083830
OG0002651	Aa_G397590.h1.t1	CARHR086180
OG0002652	Aa_G378980.h1.t1	CARHR087680
OG0002652	Aa_G378970.h1.t1	CARHR087690
OG0002653	Aa_G110620.h1.t1	CARHR038190
OG0002653	Aa_G501330.h1.t1	CARHR093300
OG0002654	Aa_G389590.h1.t1	CARHR114130
OG0002655	Aa_G245490.h1.t1	CARHR262820
OG0002656	Aa_G658530.h1.t1	CARHR220760
OG0002656	Aa_G423890.h1.t1	CARHR098970
OG0002657	Aa_G51840.h1.t1	CARHR098910
OG0002658	Aa_G326770.h1.t1	CARHR098230
OG0002660	Aa_G505930.h1.t1	CARHR215120
OG0002661	Aa_G90290.h1.t1	CARHR185360
OG0002661	Aa_G90310.h1.t1	CARHR185380
OG0002662	Aa_G46840.h1.t1	CARHR250030, CARHR249780, CARHR001630
OG0002663	Aa_G617730.h1.t1, Aa_G617740.h1.t1	CARHR002340
OG0002665	Aa_G161030.h1.t1	CARHR009620
OG0002665	Aa_G361970.h1.t1	CARHR054450
OG0002666	Aa_G171380.h1.t1	CARHR010190
OG0002666	Aa_G450920.h1.t1	CARHR283920
OG0002667	Aa_G392500.h1.t1	CARHR051820
OG0002667	Aa_G545760.h1.t1	CARHR010850, CARHR113010
OG0002668	Aa_G89300.h1.t1	CARHR011580
OG0002669	Aa_G94610.h1.t1	CARHR000370
OG0002669	Aa_G338940.h1.t1	CARHR012110
OG0002670	Aa_G569510.h1.t1	CARHR014230
OG0002670	Aa_G480470.h1.t1	CARHR145830
OG0002672	Aa_G736670.h1.t1	CARHR144120
