Orthogroup	Arabis_alpina	Eutrema_salsugineum
OG0001532	Aa_G28230.h1.t1, Aa_G28240.h1.t1	XP_006400944.1, XP_006417027.2
OG0001533	Aa_G28190.h1.t1	XP_006400950.1, XP_024011556.1, XP_024011555.1
OG0001534	Aa_G58280.h1.t1	XP_024011124.1, XP_024011126.1
OG0001535	Aa_G115120.h1.t1	XP_006413209.1
OG0001535	Aa_G22110.h1.t1	XP_006401301.1
OG0001536	Aa_G603500.h1.t1, Aa_G603490.h1.t1	XP_006405380.1
OG0001536	Aa_G462370.h1.t1	XP_006391740.2
OG0001537	Aa_G99570.h1.t1	XP_006396454.1
OG0001537	Aa_G6790.h1.t1	XP_006418294.1
OG0001538	Aa_G228420.h1.t1	XP_006418274.1
OG0001540	Aa_G333260.h1.t1	XP_006407474.1
OG0001540	Aa_G170350.h1.t1	XP_006399013.1
OG0001542	Aa_G170110.h1.t1	XP_024011507.1
OG0001542	Aa_G34470.h1.t1	XP_006407628.1
OG0001543	Aa_G215520.h1.t1	XP_006390134.1
OG0001543	Aa_G627000.h1.t1	XP_006416308.1
OG0001544	Aa_G215510.h1.t1	XP_006390135.1
OG0001544	Aa_G627010.h1.t1	XP_006416309.1
OG0001545	Aa_G111000.h1.t1	XP_006390173.1
OG0001545	Aa_G477450.h1.t1	XP_006416340.1
OG0001546	Aa_G263360.h1.t1	XP_006390358.1
OG0001546	Aa_G259480.h1.t1	XP_006390357.1
OG0001547	Aa_G548460.h1.t1	XP_006412112.1
OG0001547	Aa_G383770.h1.t1	XP_006409325.1
OG0001548	Aa_G514770.h1.t1	XP_006412053.1
OG0001548	Aa_G261540.h1.t1	XP_006409253.1
OG0001549	Aa_G198090.h1.t1	XP_006414882.1
OG0001549	Aa_G199030.h1.t1	XP_006418792.2
OG0001550	Aa_G30470.h1.t1	XP_006390489.1
OG0001550	Aa_G132400.h1.t1	XP_006416601.1
OG0001552	Aa_G176650.h1.t1	XP_006398248.1
OG0001552	Aa_G244600.h1.t1	XP_006414032.1
OG0001553	Aa_G152440.h1.t1	XP_024015685.1
OG0001553	Aa_G36850.h1.t1	XP_024006312.1
OG0001554	Aa_G173650.h1.t1	XP_006392878.1
OG0001554	Aa_G32030.h1.t1	XP_006406938.1
OG0001555	Aa_G213840.h1.t1	XP_006398403.1
OG0001555	Aa_G520180.h1.t1	XP_006414205.1
OG0001556	Aa_G96250.h1.t1	XP_006414247.1
OG0001556	Aa_G248630.h1.t1	XP_006398452.1
OG0001557	Aa_G43700.h1.t1	XP_006393852.1
OG0001557	Aa_G113230.h1.t1	XP_006403995.1
OG0001558	Aa_G453050.h1.t1	XP_006397908.1
OG0001558	Aa_G511430.h1.t1, Aa_G741200.h1.t1	XP_006402392.1
OG0001559	Aa_G598850.h1.t1	XP_006412518.1
OG0001559	Aa_G773350.h1.t1	XP_006405148.1
OG0001560	Aa_G100550.h1.t1	XP_006397594.1
OG0001560	Aa_G349390.h1.t1	XP_024012774.1
OG0001561	Aa_G345890.h1.t1, Aa_G345880.h1.t1	XP_024012931.1
OG0001562	Aa_G114850.h1.t1	XP_006402865.1
OG0001562	Aa_G67170.h1.t1	XP_006411459.1
OG0001563	Aa_G88500.h1.t1	XP_006411380.1
OG0001563	Aa_G174900.h1.t1	XP_006402951.1
OG0001564	Aa_G386970.h1.t1	XP_006403418.1
OG0001564	Aa_G38280.h1.t1	XP_006411234.1
OG0001565	Aa_G725880.h1.t1, Aa_G494880.h1.t1	XP_006403427.1
OG0001565	Aa_G494900.h1.t1	XP_006403426.1
OG0001566	Aa_G150870.h1.t1	XP_006410996.2
OG0001566	Aa_G266030.h1.t1	XP_006403619.2
OG0001567	Aa_G192010.h2.t1, Aa_G192010.h1.t1, Aa_G212730.h1.t1	XP_006419094.1
OG0001568	Aa_G506690.h2.t1, Aa_G506690.h1.t1	XP_006412776.1
OG0001568	Aa_G632940.h1.t1	XP_024016398.1
OG0001569	Aa_G50350.h1.t1	XP_024014328.1
OG0001569	Aa_G351920.h1.t1	XP_006411716.1
OG0001570	Aa_G344050.h1.t1	XP_006390729.1
OG0001571	Aa_G135130.h1.t1	XP_006418251.2
OG0001571	Aa_G120320.h1.t1	XP_006400462.1
OG0001572	Aa_G25890.h1.t1	XP_006394958.1
OG0001573	Aa_G378500.h1.t1	XP_006395009.1
OG0001573	Aa_G4550.h1.t1	XP_006408140.1
OG0001574	Aa_G44740.h1.t1	XP_006412951.1
OG0001574	Aa_G194720.h1.t1	XP_006408987.1
OG0001575	Aa_G449110.h1.t1, Aa_G347910.h1.t1	XP_006403431.1
OG0001576	Aa_G719880.h1.t1, Aa_G4840.h1.t1	XP_006408115.1
OG0001577	Aa_G174350.h1.t1	XP_006407818.1
OG0001578	Aa_G53600.h1.t1	XP_006406734.1
OG0001578	Aa_G57630.h1.t1	XP_006393466.1
OG0001581	Aa_G245520.h1.t1	XP_024014613.1
OG0001582	Aa_G243670.h1.t1	XP_024003849.1
OG0001582	Aa_G235430.h1.t1	XP_006418050.1
OG0001583	Aa_G457550.h1.t1	XP_006417400.1
OG0001583	Aa_G72240.h1.t1	XP_006392090.1
OG0001584	Aa_G375730.h1.t1	XP_006416963.1
OG0001584	Aa_G244120.h1.t1, Aa_G244130.h1.t1	XP_006395863.1
OG0001585	Aa_G528440.h1.t1	XP_006416185.1
OG0001585	Aa_G528450.h1.t1	XP_006415889.1, XP_006416184.1
OG0001586	Aa_G560110.h1.t1	XP_006395675.1, XP_006418637.1
OG0001587	Aa_G437990.h1.t1	XP_024012577.1
OG0001588	Aa_G186160.h1.t1	XP_024015728.1
OG0001588	Aa_G185100.h1.t1	XP_006405307.1
OG0001590	Aa_G544550.h1.t1	XP_024005690.1, XP_024007903.1
OG0001591	Aa_G407220.h1.t1	XP_024014202.1
OG0001591	Aa_G56180.h1.t1	XP_024015358.1
OG0001591	Aa_G503370.h1.t1	XP_024005595.1
OG0001592	Aa_G97250.h1.t1, Aa_G97260.h1.t1, Aa_G97240.h1.t1, Aa_G274390.h1.t1	XP_006412271.1
OG0001593	Aa_G109590.h1.t1	XP_006417116.1
OG0001593	Aa_G329090.h1.t1	XP_006395645.1
OG0001598	Aa_G94940.h1.t1	XP_024007597.1
OG0001599	Aa_G301810.h1.t1, Aa_G301830.h1.t1, Aa_G839890.h1.t1, Aa_G23910.h1.t1, Aa_G23920.h1.t1, Aa_G301850.h1.t1	XP_006412909.2
OG0001603	Aa_G768750.h1.t1	XP_006404257.1
OG0001603	Aa_G75390.h1.t1	XP_006394294.1
OG0001604	Aa_G711570.h1.t1	XP_006404290.1
OG0001606	Aa_G309580.h1.t1	XP_006400249.1
OG0001607	Aa_G111780.h1.t1	XP_006408348.1
OG0001607	Aa_G162220.h1.t1	XP_006400233.1
OG0001608	Aa_G254140.h1.t1, Aa_G407390.h1.t1, Aa_G158680.h1.t1, Aa_G407420.h1.t1	XP_006407630.2
OG0001609	Aa_G42410.h1.t1	XP_006408410.1
OG0001610	Aa_G660600.h1.t1, Aa_G217940.h1.t1, Aa_G96750.h1.t1	XP_006415776.1
OG0001611	Aa_G155010.h1.t1	XP_024012406.1
OG0001611	Aa_G181430.h1.t1	XP_006400505.1
OG0001612	Aa_G112750.h1.t1	XP_024012221.1
OG0001612	Aa_G256620.h1.t1	XP_024011882.1
OG0001613	Aa_G267600.h1.t1	XP_006399687.1
OG0001613	Aa_G113020.h1.t1	XP_006394845.1
OG0001614	Aa_G20700.h1.t1	XP_006394091.1
OG0001614	Aa_G159060.h1.t1	XP_006399520.1
OG0001615	Aa_G91690.h1.t1	XP_006404685.1
OG0001615	Aa_G159050.h1.t1	XP_006399521.1
OG0001616	Aa_G309260.h1.t1	XP_006399455.1
OG0001616	Aa_G21120.h1.t1	XP_006394136.1
OG0001617	Aa_G130410.h1.t1	XP_006399392.1
OG0001617	Aa_G76110.h1.t1	XP_006394236.1
OG0001618	Aa_G97950.h1.t1	XP_006394577.1
OG0001618	Aa_G319310.h1.t1	XP_006399306.1
OG0001619	Aa_G189100.h1.t1	XP_006396528.1
OG0001619	Aa_G134980.h1.t1	XP_006418235.1
OG0001620	Aa_G257570.h1.t1	XP_006417790.1
OG0001621	Aa_G161560.h2.t1, Aa_G161560.h1.t1	XP_006410049.1
OG0001621	Aa_G182240.h1.t1	XP_024008415.1
OG0001622	Aa_G441430.h1.t1	XP_006417846.1
OG0001623	Aa_G552370.h1.t1	XP_006410093.1
OG0001623	Aa_G22350.h1.t1	XP_006417872.1
OG0001624	Aa_G86090.h1.t1	XP_006410192.1
OG0001624	Aa_G22700.h1.t1	XP_006417904.1
OG0001625	Aa_G445730.h1.t1	XP_024003772.1
OG0001625	Aa_G219940.h1.t1	XP_006417995.1
OG0001627	Aa_G38820.h1.t1	XP_006418122.1
OG0001627	Aa_G208720.h1.t1	XP_006410473.1
OG0001628	Aa_G400360.h1.t1	XP_006418171.1
OG0001628	Aa_G89660.h1.t1	XP_006403156.1
OG0001629	Aa_G132970.h1.t1	XP_006396580.1
OG0001629	Aa_G134770.h1.t1	XP_024008760.1
OG0001630	Aa_G29590.h1.t1	XP_006413280.1
OG0001630	Aa_G238060.h1.t1	XP_024011971.1
OG0001631	Aa_G32680.h1.t1	XP_006403295.1
OG0001631	Aa_G130870.h1.t1	XP_024008666.1
OG0001632	Aa_G305730.h1.t1	XP_006410540.1
OG0001632	Aa_G650850.h1.t1	XP_006415639.1
OG0001633	Aa_G435200.h1.t1	XP_024007096.1
OG0001634	Aa_G620780.h1.t1	XP_006394525.1
OG0001634	Aa_G1069190.h2.t1, Aa_G1069190.h1.t1, Aa_G1069960.h1.t1	XP_006417079.1
OG0001635	Aa_G426060.h1.t1	XP_006404217.1
OG0001636	Aa_G45250.h1.t1	XP_006404130.1, XP_006394717.1
OG0001637	Aa_G297240.h1.t1	XP_006404982.1
OG0001638	Aa_G68340.h1.t1, Aa_G68330.h1.t1	XP_006400565.1
OG0001639	Aa_G21960.h1.t1	XP_024011690.1
OG0001640	Aa_G618290.h1.t1	XP_006413154.1
OG0001641	Aa_G442010.h1.t1	XP_006401482.1
OG0001641	Aa_G86600.h1.t1	XP_006413135.1
OG0001642	Aa_G605090.h1.t1, Aa_G483080.h1.t1	XP_024012617.1
OG0001643	Aa_G107270.h1.t1	XP_006413087.1
OG0001643	Aa_G516260.h1.t1	XP_006401599.1
OG0001644	Aa_G102830.h1.t1	XP_006407420.2
OG0001645	Aa_G216150.h1.t1, Aa_G216160.h1.t1, Aa_G813620.h1.t1	XP_006407446.1
OG0001646	Aa_G464230.h1.t1	XP_006399021.1
OG0001646	Aa_G195560.h1.t1	XP_006407466.1
OG0001647	Aa_G520460.h1.t1	XP_006402902.1
OG0001647	Aa_G259000.h1.t1	XP_006398863.1
OG0001648	Aa_G413260.h1.t1	XP_006405430.1
OG0001648	Aa_G263290.h1.t1	XP_006395460.1
OG0001649	Aa_G229820.h1.t1	XP_006405416.1
OG0001649	Aa_G508060.h1.t1	XP_006395477.1
OG0001650	Aa_G165340.h1.t1	XP_006405356.1
OG0001650	Aa_G65890.h1.t1	XP_006391707.1
OG0001652	Aa_G336990.h1.t1	XP_006389898.1
OG0001652	Aa_G336980.h1.t1	XP_006389899.1
OG0001653	Aa_G80480.h1.t1	XP_006389908.1
OG0001655	Aa_G437270.h1.t1	XP_006391553.1
OG0001655	Aa_G37960.h1.t1, Aa_G590080.h1.t1	XP_006390144.1
OG0001656	Aa_G111110.h1.t1	XP_006390192.1
OG0001656	Aa_G334090.h1.t1	XP_006416353.1
OG0001657	Aa_G527890.h1.t1	XP_006412100.1
OG0001657	Aa_G314480.h1.t1	XP_006409309.2
OG0001658	Aa_G249570.h1.t1	XP_006409225.1
OG0001659	Aa_G205510.h1.t1	XP_006392556.1
OG0001659	Aa_G40100.h1.t1	XP_006407299.1
OG0001660	Aa_G127780.h1.t1	XP_006392745.1
OG0001660	Aa_G56310.h1.t1	XP_006407094.1
OG0001661	Aa_G396720.h1.t1	XP_006392839.1
OG0001661	Aa_G234920.h1.t1	XP_006406983.1
OG0001662	Aa_G354240.h1.t1	XP_024004143.1
OG0001662	Aa_G608150.h1.t1	XP_006403801.1
OG0001663	Aa_G100040.h1.t1	XP_024013476.1
OG0001664	Aa_G11750.h1.t1	XP_006410827.1
OG0001664	Aa_G395700.h1.t1	XP_006403747.1
OG0001665	Aa_G395690.h1.t1, Aa_G11740.h1.t1	XP_024013436.1, XP_006403746.1
OG0001666	Aa_G31020.h1.t1	XP_024005685.1
OG0001666	Aa_G265520.h1.t1	XP_006406128.1
OG0001667	Aa_G565080.h1.t1	XP_006414444.1
OG0001667	Aa_G317060.h1.t1, Aa_G269910.h1.t1	XP_024015426.1
OG0001668	Aa_G617180.h1.t1	XP_006406815.1
OG0001668	Aa_G327180.h1.t1	XP_006414582.2, XP_024005411.1
OG0001669	Aa_G520900.h1.t1	XP_006414415.1, XP_006414584.2
OG0001669	Aa_G520910.h1.t1	XP_006414412.1, XP_006414587.1
OG0001670	Aa_G30560.h1.t1	XP_024008974.1
OG0001670	Aa_G30570.h1.t1, Aa_G30580.h1.t1	XP_006390477.1
OG0001671	Aa_G185360.h1.t1	XP_006395359.1
OG0001671	Aa_G151480.h1.t1	XP_006405561.1
OG0001672	Aa_G25660.h1.t1	XP_006395540.1
OG0001672	Aa_G26560.h1.t1	XP_006417174.1
OG0001673	Aa_G83420.h1.t1	XP_024006721.1
OG0001673	Aa_G398280.h1.t1	XP_024009039.1
OG0001674	Aa_G521620.h1.t1	XP_006406492.1
OG0001674	Aa_G92590.h1.t1	XP_006393210.1
OG0001675	Aa_G50680.h1.t1	XP_006406437.1
OG0001676	Aa_G582100.h1.t1	XP_006393058.1
OG0001677	Aa_G367470.h1.t1	XP_006406832.1
OG0001677	Aa_G685890.h1.t1	XP_006392973.1
OG0001678	Aa_G364670.h1.t1	XP_006392966.1, XP_024006154.1
OG0001679	Aa_G173620.h1.t1	XP_006392875.1
OG0001679	Aa_G507810.h1.t1	XP_006406947.1
OG0001681	Aa_G520140.h1.t1	XP_006414209.1
OG0001681	Aa_G213800.h1.t1	XP_006398405.1
OG0001682	Aa_G213790.h1.t1	XP_006398406.1
OG0001683	Aa_G323530.h1.t1	XP_006409413.1
OG0001683	Aa_G775730.h1.t1	XP_006412169.1
OG0001684	Aa_G70170.h1.t1	XP_006409401.1
OG0001684	Aa_G180390.h1.t1	XP_006412163.1
OG0001685	Aa_G320510.h1.t1	XP_006396706.1
OG0001685	Aa_G371050.h1.t1	XP_024005440.1
OG0001686	Aa_G371010.h1.t1	XP_006413690.1
OG0001686	Aa_G320540.h1.t1	XP_006396701.1
OG0001687	Aa_G257130.h1.t1	XP_006396661.1
OG0001688	Aa_G86440.h1.t1	XP_006418636.2
OG0001689	Aa_G211990.h2.t1, Aa_G211990.h1.t1	XP_006397461.1
OG0001689	Aa_G601720.h1.t1	XP_006397189.1
OG0001690	Aa_G163580.h1.t1, Aa_G163590.h1.t1	XP_006402316.1
OG0001690	Aa_G13110.h1.t1	XP_006397996.1
OG0001691	Aa_G364320.h1.t1	XP_006402334.1
OG0001691	Aa_G206090.h1.t1	XP_006397959.1
OG0001692	Aa_G605820.h1.t1	XP_006402352.1
OG0001692	Aa_G12870.h1.t1	XP_006393442.1
OG0001693	Aa_G2440.h1.t1	XP_006402414.2
OG0001695	Aa_G103450.h1.t1	XP_006402600.1
OG0001696	Aa_G103440.h1.t1	XP_006402602.1
OG0001696	Aa_G265040.h1.t1	XP_006397649.1
OG0001697	Aa_G125560.h1.t1	XP_006397489.1
OG0001697	Aa_G568530.h1.t1	XP_006402694.1
OG0001698	Aa_G199980.h1.t1	XP_006411553.1
OG0001698	Aa_G114260.h1.t1	XP_024012819.1
OG0001699	Aa_G494440.h1.t1	XP_006402839.1
OG0001700	Aa_G513100.h1.t1	XP_006402926.1, XP_006402925.1
OG0001701	Aa_G269480.h1.t1	XP_006411105.1
OG0001702	Aa_G47830.h1.t1	XP_024011217.1
OG0001705	Aa_G320490.h1.t1	XP_024010103.1
OG0001705	Aa_G38340.h1.t1	XP_024004254.1
OG0001706	Aa_G352040.h1.t1	XP_006411728.1
OG0001706	Aa_G666760.h1.t1	XP_006404620.1
OG0001707	Aa_G97550.h1.t1	XP_006397251.1
OG0001708	Aa_G294820.h1.t1	XP_006397109.1
OG0001708	Aa_G121830.h1.t1	XP_006416151.1
OG0001709	Aa_G273610.h1.t1	XP_006397067.2
OG0001709	Aa_G107870.h1.t1	XP_006415120.1
OG0001710	Aa_G205780.h1.t1	XP_006408012.1
OG0001710	Aa_G40940.h1.t1	XP_006394893.1
OG0001711	Aa_G251070.h1.t1	XP_006394978.1
OG0001712	Aa_G4770.h1.t1	XP_006408118.1
OG0001712	Aa_G251170.h1.t1	XP_006394990.1
OG0001714	Aa_G14760.h1.t1	XP_006408478.1
OG0001716	Aa_G442550.h1.t1	XP_006417664.1
OG0001716	Aa_G4180.h1.t1	XP_006408182.1
OG0001717	Aa_G617210.h1.t1, Aa_G242750.h1.t1	XP_006406818.1
OG0001717	Aa_G50960.h1.t1	XP_006408060.2
OG0001718	Aa_G333700.h1.t1	XP_024015293.1
OG0001719	Aa_G47700.h1.t1	XP_006407963.1
OG0001719	Aa_G726480.h1.t1	XP_006400443.1
OG0001720	Aa_G49770.h1.t1	XP_006407951.1
OG0001720	Aa_G372450.h1.t1	XP_006400411.1
OG0001721	Aa_G49860.h1.t1	XP_006407942.1
OG0001722	Aa_G47230.h1.t1	XP_006400861.1
OG0001723	Aa_G49740.h1.t1	XP_024015131.1
OG0001723	Aa_G675480.h1.t1	XP_006395133.2
OG0001724	Aa_G12660.h1.t1	XP_006397289.1
OG0001724	Aa_G34550.h1.t1	XP_006407636.1
OG0001725	Aa_G166880.h1.t1	XP_006404885.1
OG0001725	Aa_G216110.h1.t1	XP_006407442.1
OG0001726	Aa_G501340.h1.t1	XP_006406666.1
OG0001726	Aa_G110610.h1.t1	XP_006393387.2
OG0001727	Aa_G82110.h1.t1	XP_006406620.1
OG0001727	Aa_G161210.h1.t1	XP_024006229.1
OG0001728	Aa_G398460.h1.t1	XP_006401767.1
OG0001729	Aa_G122710.h1.t1	XP_024013489.1
OG0001730	Aa_G105880.h1.t1	XP_006418421.1
OG0001730	Aa_G67960.h1.t1	XP_006396302.1
OG0001731	Aa_G67910.h1.t1	XP_006396306.1
OG0001731	Aa_G105910.h1.t1	XP_006418418.1
OG0001732	Aa_G46560.h1.t1	XP_006396393.1
OG0001732	Aa_G452100.h1.t1	XP_006418349.1
OG0001733	Aa_G191520.h1.t1	XP_006396421.1
OG0001734	Aa_G100920.h1.t1	XP_006392338.1
OG0001735	Aa_G72230.h1.t1	XP_006392092.1
OG0001735	Aa_G457540.h1.t1	XP_006417401.1
OG0001736	Aa_G735160.h1.t1	XP_006392026.1
OG0001736	Aa_G232670.h1.t1	XP_006417383.1
OG0001737	Aa_G418620.h1.t1	XP_024005319.1
OG0001738	Aa_G162420.h1.t1	XP_006391856.1
OG0001739	Aa_G587920.h1.t1	XP_006417155.1
OG0001740	Aa_G665770.h1.t1	XP_006390822.1
OG0001740	Aa_G367250.h1.t1	XP_006416127.1
OG0001741	Aa_G237300.h1.t1	XP_006411834.1
OG0001741	Aa_G763500.h1.t1	XP_006390781.1
OG0001742	Aa_G17630.h1.t1	XP_006390872.2
OG0001742	Aa_G62460.h1.t1	XP_006416094.2
OG0001743	Aa_G487290.h2.t1, Aa_G487290.h1.t1	XP_006416052.2
OG0001745	Aa_G406840.h1.t1	XP_006411773.1
OG0001745	Aa_G91760.h1.t1	XP_006404674.2
OG0001746	Aa_G313860.h1.t1	XP_006404700.1
OG0001746	Aa_G294310.h1.t1	XP_006411810.1
OG0001747	Aa_G153230.h1.t1	XP_006411873.1
OG0001747	Aa_G157390.h1.t1	XP_006404772.1
OG0001748	Aa_G50630.h1.t1	XP_024015049.1
OG0001748	Aa_G334840.h1.t1	XP_024006005.1
OG0001749	Aa_G313570.h1.t1	XP_006409422.1
OG0001750	Aa_G241540.h1.t1	XP_024014544.1
OG0001750	Aa_G145040.h1.t1	XP_024004602.1
OG0001751	Aa_G163960.h1.t1	XP_024005882.1
OG0001751	Aa_G279570.h1.t1	XP_024007881.1
OG0001752	Aa_G487300.h2.t1, Aa_G487300.h1.t1	XP_024007686.1, XP_024008163.1
OG0001754	Aa_G662960.h1.t1, Aa_G110380.h1.t1	XP_006409469.1
OG0001755	Aa_G192020.h1.t1	XP_006404477.1, XP_006419088.1, XP_006419089.1
OG0001756	Aa_G351600.h1.t1	XP_024005841.1
OG0001758	Aa_G8110.h1.t1	XP_024014739.1
OG0001760	Aa_G478790.h1.t1	XP_024006516.1, XP_006419107.2, XP_024004835.1, XP_024014037.1, XP_024014408.1, XP_024004784.1, XP_024013399.1, XP_024013970.1, XP_006391123.2, XP_024015915.1, XP_006395900.2, XP_024014506.1, XP_006415492.2, XP_024004793.1, XP_024013217.1, XP_024014260.1, XP_024011344.1, XP_024009408.1, XP_024016522.1, XP_024005931.1, XP_024014483.1, XP_024005006.1, XP_024013921.1, XP_024013988.1, XP_024013998.1, XP_024011411.1, XP_024016523.1, XP_024010689.1, XP_024009968.1, XP_024009925.1, XP_024013170.1, XP_024010289.1, XP_024009321.1, XP_024009375.1, XP_006408802.2, XP_024004931.1, XP_024014350.1, XP_024009298.1, XP_024006595.1, XP_024014487.1, XP_024013045.1
OG0001763	Aa_G220410.h1.t1, Aa_G1080630.h1.t1, Aa_G1080630.h2.t1, Aa_G47560.h1.t1, Aa_G416320.h1.t1	XP_006400003.2
OG0001764	Aa_G111920.h1.t1	XP_006408361.1
OG0001765	Aa_G539750.h1.t1	XP_006400180.2
OG0001765	Aa_G250380.h1.t1	XP_024014833.1
OG0001766	Aa_G96730.h1.t1	XP_006400171.1
OG0001767	Aa_G545500.h1.t1, Aa_G194520.h1.t1	XP_024007712.1, XP_024007715.1
OG0001768	Aa_G189640.h1.t1	XP_006390898.1
OG0001768	Aa_G8080.h1.t1	XP_024011554.1
OG0001769	Aa_G258180.h1.t1	XP_006399949.1
OG0001770	Aa_G21440.h1.t1	XP_006389810.1
OG0001770	Aa_G72800.h1.t1	XP_006399931.1
OG0001771	Aa_G408360.h1.t1	XP_024009921.1
OG0001771	Aa_G434830.h1.t1	XP_006415318.1
OG0001772	Aa_G98290.h1.t1	XP_006399552.1
OG0001772	Aa_G81400.h1.t1	XP_006394007.1
OG0001773	Aa_G292850.h1.t1	XP_024007549.1
OG0001773	Aa_G98170.h1.t1	XP_024012423.1
OG0001774	Aa_G541410.h1.t1	XP_006399289.1
OG0001774	Aa_G94860.h1.t1	XP_006394544.1
OG0001775	Aa_G471540.h1.t1	XP_006399244.1
OG0001775	Aa_G401170.h1.t1	XP_006394491.1
OG0001776	Aa_G135150.h1.t1	XP_006418254.1
OG0001777	Aa_G310530.h1.t1	XP_006417796.1
OG0001777	Aa_G425720.h1.t1	XP_006409951.1
OG0001778	Aa_G543890.h1.t1	XP_006417806.1
OG0001779	Aa_G142680.h1.t1, Aa_G199780.h1.t1	XP_006410014.1
OG0001779	Aa_G275760.h1.t1	XP_006417809.1
OG0001780	Aa_G429770.h1.t1	XP_006417853.2
OG0001780	Aa_G35500.h1.t1	XP_006410089.1
OG0001781	Aa_G517610.h1.t1	XP_006417951.2
OG0001781	Aa_G359430.h1.t1	XP_024003913.1
OG0001783	Aa_G89490.h1.t1	XP_006403140.1
OG0001783	Aa_G134510.h1.t1	XP_006418189.1
OG0001784	Aa_G90860.h1.t1	XP_006413326.1
OG0001784	Aa_G675250.h1.t1	XP_006401971.1
OG0001785	Aa_G375210.h1.t1	XP_006401881.1
OG0001785	Aa_G29850.h1.t1	XP_006413303.1
OG0001787	Aa_G492520.h1.t1	XP_006403316.1
OG0001788	Aa_G631110.h1.t1, Aa_G631120.h1.t1	XP_024008001.1
OG0001788	Aa_G32760.h1.t1	XP_024013175.1
OG0001789	Aa_G156130.h1.t1, Aa_G389880.h1.t1	XP_024008208.1
OG0001789	Aa_G423410.h1.t1	XP_006410614.2
OG0001790	Aa_G75210.h1.t1	XP_006394276.1
OG0001790	Aa_G744770.h1.t1	XP_024013763.1
OG0001791	Aa_G102870.h1.t1	XP_006407415.1
OG0001792	Aa_G406210.h1.t1	XP_024006916.1
OG0001792	Aa_G331130.h1.t1	XP_006404302.1
OG0001793	Aa_G415670.h1.t1	XP_006415785.1
OG0001793	Aa_G415660.h1.t1	XP_006415784.1
OG0001794	Aa_G377390.h1.t1	XP_006393558.2, XP_024006326.1
OG0001795	Aa_G112940.h1.t1, Aa_G112950.h1.t1	XP_024007660.1
OG0001796	Aa_G8740.h1.t1	XP_006400721.1
OG0001797	Aa_G403380.h1.t1	XP_006404478.1
OG0001797	Aa_G8680.h1.t1	XP_006400731.1
OG0001798	Aa_G436380.h1.t1	XP_006419045.1
OG0001798	Aa_G362110.h1.t1	XP_024011477.1
OG0001800	Aa_G578540.h1.t1	XP_006418854.1
OG0001802	Aa_G641220.h1.t1	XP_006401400.1, XP_006413162.1
OG0001803	Aa_G102900.h1.t1	XP_006407412.1
OG0001803	Aa_G414680.h1.t1	XP_024011798.1
OG0001804	Aa_G526570.h1.t1	XP_006399024.1
OG0001805	Aa_G137230.h1.t1	XP_006407548.1
OG0001805	Aa_G73210.h1.t1	XP_006398910.1
OG0001806	Aa_G419540.h1.t1	XP_006407586.1
OG0001806	Aa_G140740.h1.t1	XP_006398873.1
OG0001807	Aa_G140780.h1.t1	XP_006398869.1
OG0001807	Aa_G419560.h1.t1	XP_006407588.1
OG0001808	Aa_G34600.h1.t1	XP_006407640.1
OG0001809	Aa_G263330.h1.t1	XP_006395458.1
OG0001809	Aa_G413270.h1.t1	XP_006405432.1
OG0001810	Aa_G179430.h1.t1	XP_006412013.1
OG0001811	Aa_G275030.h1.t1	XP_006416740.1
OG0001811	Aa_G470660.h1.t1	XP_006389983.2
OG0001813	Aa_G165000.h1.t1, Aa_G60800.h1.t1	XP_024010980.1
OG0001814	Aa_G418920.h1.t1	XP_006390163.2, XP_006390162.1
OG0001814	Aa_G60730.h1.t1	XP_006416333.1
OG0001815	Aa_G87880.h1.t1	XP_006390239.1
OG0001815	Aa_G436660.h1.t1	XP_006416412.1
OG0001818	Aa_G407740.h1.t1	XP_006416512.1
OG0001818	Aa_G259430.h1.t1	XP_006390350.2
OG0001819	Aa_G650580.h1.t1	XP_024016621.1
OG0001819	Aa_G426390.h1.t1	XP_006412095.1
OG0001820	Aa_G514600.h1.t1	XP_006412032.1
OG0001820	Aa_G249580.h1.t1	XP_006409236.1
OG0001821	Aa_G426250.h1.t1	XP_006410819.1
OG0001821	Aa_G395730.h1.t1	XP_006403751.1
OG0001822	Aa_G25750.h1.t1	XP_006395549.1
OG0001822	Aa_G25330.h1.t1	XP_006410854.1
OG0001823	Aa_G567270.h2.t1, Aa_G567270.h1.t1, Aa_G448590.h1.t1, Aa_G428440.h1.t1, Aa_G428420.h1.t1, Aa_G753100.h1.t1	XP_006414469.2
OG0001824	Aa_G341740.h1.t1	XP_006390601.1
OG0001824	Aa_G454440.h1.t1	XP_006416670.1
OG0001825	Aa_G123440.h1.t1	XP_006401552.2
OG0001826	Aa_G283730.h1.t1	XP_006390433.1
OG0001826	Aa_G119160.h1.t1	XP_006416577.1
OG0001827	Aa_G343420.h1.t1	XP_006412871.1
OG0001827	Aa_G64120.h1.t1	XP_006408902.1
OG0001828	Aa_G254950.h1.t1	XP_006415956.1
OG0001829	Aa_G423050.h1.t1	XP_006414111.1
OG0001829	Aa_G58250.h1.t1	XP_006398302.1
OG0001830	Aa_G239410.h1.t1	XP_006398217.1
OG0001830	Aa_G78130.h1.t1	XP_006414009.1
OG0001832	Aa_G611070.h1.t1	XP_024006157.1
